year,month,rank_ME,rank_P52W_12,nstocks,ret_vw
1968,8,1,3,683,4.9633
1968,8,1,4,607,4.8759
1968,8,1,5,618,5.9637
1968,8,2,1,270,2.3072
1968,8,2,2,352,3.1960
1968,8,2,3,381,4.0285
1968,8,2,4,349,3.8451
1968,8,2,5,376,4.4290
1968,8,3,1,286,0.8117
1968,8,3,2,447,1.7242
1968,8,3,3,497,1.5895
1968,8,3,4,481,1.2542
1968,8,3,5,475,1.4836
1968,9,1,1,639,6.8906
1968,9,1,2,711,7.1883
1968,9,1,3,686,6.5725
1968,9,1,4,606,6.9129
1968,9,1,5,615,6.7385
1968,9,2,1,260,7.1713
1968,9,2,2,347,6.7018
1968,9,2,3,381,6.4372
1968,9,2,4,359,6.6263
1968,9,2,5,371,6.9766
1968,9,3,1,277,6.6450
1968,9,3,2,440,4.7939
1968,9,3,3,501,3.8145
1968,9,3,4,480,3.1704
1968,9,3,5,465,3.2992
1968,10,1,1,636,-0.5182
1968,10,1,2,702,-0.1702
1968,10,1,3,678,0.1104
1968,10,1,4,601,1.5022
1968,10,1,5,592,1.1026
1968,10,2,1,257,-0.9239
1968,10,2,2,340,1.3934
1968,10,2,3,369,1.9888
1968,10,2,4,355,1.3478
1968,10,2,5,378,1.1109
1968,10,3,1,271,1.5266
1968,10,3,2,437,1.7578
1968,10,3,3,490,1.1574
1968,10,3,4,473,0.8750
1968,10,3,5,470,0.3067
1968,11,1,1,654,7.1536
1968,11,1,2,701,7.0970
1968,11,1,3,661,7.1289
1968,11,1,4,589,7.5366
1968,11,1,5,589,8.1402
1968,11,2,1,263,8.9954
1968,11,2,2,341,7.9199
1968,11,2,3,366,7.9001
1968,11,2,4,355,7.3262
1968,11,2,5,372,7.5793
1968,11,3,1,262,8.2947
1968,11,3,2,433,6.6188
1968,11,3,3,496,4.9134
1968,11,3,4,471,5.0858
1968,11,3,5,493,5.3209
1968,12,1,1,643,3.3094
1968,12,1,2,701,4.0452
1968,12,1,3,647,2.1503
1968,12,1,4,585,1.7260
1968,12,1,5,595,0.3349
1968,12,2,1,262,-1.7686
1968,12,2,2,345,-0.6234
1968,12,2,3,367,-0.5827
1968,12,2,4,357,-0.6398
1968,12,2,5,383,-1.7443
1968,12,3,1,254,-4.1890
1968,12,3,2,434,-3.8557
1968,12,3,3,498,-3.4499
1968,12,3,4,475,-3.6926
1968,12,3,5,502,-4.1201
1969,1,1,1,629,0.4659
1969,1,1,2,705,-0.8050
1969,1,1,3,645,-0.9620
1969,1,1,4,576,-1.0238
1969,1,1,5,588,-1.7973
1969,1,2,1,254,-1.6064
1969,1,2,2,347,-0.6760
1969,1,2,3,370,-0.4256
1969,1,2,4,354,-0.7460
1969,1,2,5,377,-1.5772
1969,1,3,1,258,-1.4685
1969,1,3,2,447,-0.2080
1969,1,3,3,506,-0.6386
1969,1,3,4,480,-0.9148
1969,1,3,5,493,-0.9543
1969,2,1,1,648,-12.1503
1969,2,1,2,705,-10.2485
1969,2,1,3,647,-9.2722
1969,2,1,4,575,-8.6309
1969,2,1,5,578,-8.9992
1969,2,2,1,250,-10.1427
1969,2,2,2,350,-8.5791
1969,2,2,3,365,-7.7022
1969,2,2,4,348,-7.5065
1969,2,2,5,378,-7.5045
1969,2,3,1,258,-7.2444
1969,2,3,2,454,-5.2502
1969,2,3,3,520,-4.3040
1969,2,3,4,500,-4.2833
1969,2,3,5,507,-4.3669
1969,3,1,1,675,0.8426
1969,3,1,2,721,2.3025
1969,3,1,3,642,2.7064
1969,3,1,4,571,3.6245
1969,3,1,5,575,3.2370
1969,3,2,1,258,0.4786
1969,3,2,2,354,1.9379
1969,3,2,3,368,2.3034
1969,3,2,4,355,3.0962
1969,3,2,5,374,3.1532
1969,3,3,1,258,1.0655
1969,3,3,2,453,2.9679
1969,3,3,3,524,3.2199
1969,3,3,4,503,3.5524
1969,3,3,5,513,4.1466
1969,4,1,1,675,-1.5034
1969,4,1,2,717,-0.6424
1969,4,1,3,630,-0.2321
1969,4,1,4,557,0.3555
1969,4,1,5,575,0.1075
1969,4,2,1,257,-0.2066
1969,4,2,2,350,0.8766
1969,4,2,3,372,0.9259
1969,4,2,4,356,1.2758
1969,4,2,5,376,0.8259
1969,4,3,1,254,2.1638
1969,4,3,2,449,2.7671
1969,4,3,3,524,2.4023
1969,4,3,4,501,1.9091
1969,4,3,5,516,1.6872
1969,5,1,1,681,0.2517
1969,5,1,2,729,1.2301
1969,5,1,3,621,1.2954
1969,5,1,4,536,0.9464
1969,5,1,5,552,1.0766
1969,5,2,1,254,-1.3028
1969,5,2,2,352,0.5992
1969,5,2,3,375,0.5473
1969,5,2,4,353,1.8692
1969,5,2,5,374,0.3789
1969,5,3,1,252,-2.1908
1969,5,3,2,440,0.2215
1969,5,3,3,520,0.7818
1969,5,3,4,499,0.8233
1969,5,3,5,513,0.7804
1969,6,1,1,682,-14.8423
1969,6,1,2,723,-13.9248
1969,6,1,3,603,-12.4907
1969,6,1,4,519,-11.8660
1969,6,1,5,482,-11.8571
1969,6,2,1,256,-13.1900
1969,6,2,2,341,-11.6997
1969,6,2,3,365,-10.7619
1969,6,2,4,355,-10.3230
1969,6,2,5,359,-10.1048
1969,6,3,1,239,-8.2116
1969,6,3,2,410,-5.2068
1969,6,3,3,503,-4.5707
1969,6,3,4,489,-5.4763
1969,6,3,5,496,-7.3150
1969,7,1,1,691,-12.6644
1969,7,1,2,710,-11.4333
1969,7,1,3,590,-10.4783
1969,7,1,4,495,-9.7304
1969,7,1,5,464,-9.3015
1969,7,2,1,262,-12.1181
1969,7,2,2,349,-9.9230
1969,7,2,3,356,-8.9389
1969,7,2,4,350,-8.4055
1969,7,2,5,350,-7.3886
1969,7,3,1,226,-9.5971
1969,7,3,2,392,-6.3913
1969,7,3,3,500,-5.2626
1969,7,3,4,500,-5.4767
1969,7,3,5,492,-5.9493
1969,8,1,1,702,4.1976
1969,8,1,2,703,4.0662
1969,8,1,3,571,4.3681
1969,8,1,4,472,5.6908
1969,8,1,5,456,6.0238
1969,8,2,1,266,7.1235
1969,8,2,2,343,6.3544
1969,8,2,3,350,5.9615
1969,8,2,4,349,5.8864
1969,8,2,5,345,5.9825
1969,8,3,1,212,5.9312
1969,8,3,2,392,4.9965
1969,8,3,3,495,4.9641
1969,8,3,4,505,3.9581
1969,8,3,5,496,4.8722
1969,9,1,1,715,-3.5583
1969,9,1,2,702,-3.4457
1969,9,1,3,565,-2.1430
1969,9,1,4,447,-1.5790
1969,9,1,5,431,-1.0392
1969,9,2,1,260,-1.0527
1969,9,2,2,347,-1.2831
1969,9,2,3,338,-0.5966
1969,9,2,4,342,-0.6535
1969,9,2,5,338,-0.3810
1969,9,3,1,200,-2.6483
1969,9,3,2,375,-2.2035
1969,9,3,3,485,-2.8828
1969,9,3,4,495,-2.7538
1969,9,3,5,502,-3.1132
1969,10,1,1,733,12.7335
1969,10,1,2,693,9.3901
1969,10,1,3,542,8.5722
1969,10,1,4,423,7.7705
1969,10,1,5,392,8.6307
1969,10,2,1,258,10.7125
1969,10,2,2,337,7.2330
1969,10,2,3,345,6.4045
1969,10,2,4,341,6.2051
1969,10,2,5,320,6.5310
1969,10,3,1,187,7.7104
1969,10,3,2,355,6.0894
1969,10,3,3,476,4.9843
1969,10,3,4,490,4.5437
1969,10,3,5,491,4.7828
1969,11,1,1,746,-7.9194
1969,11,1,2,692,-7.1898
1969,11,1,3,535,-5.2816
1969,11,1,4,406,-4.4190
1969,11,1,5,377,-4.2311
1969,11,2,1,265,-6.4452
1969,11,2,2,338,-4.9973
1969,11,2,3,349,-4.4412
1969,11,2,4,335,-3.9354
1969,11,2,5,312,-2.8835
1969,11,3,1,183,-5.7007
1969,11,3,2,345,-3.7426
1969,11,3,3,468,-3.4259
1969,11,3,4,484,-3.3462
1969,11,3,5,483,-2.2168
1969,12,1,1,739,-9.7837
1969,12,1,2,678,-8.7440
1969,12,1,3,524,-6.4802
1969,12,1,4,393,-4.6309
1969,12,1,5,332,-3.4034
1969,12,2,1,262,-7.2677
1969,12,2,2,340,-6.2324
1969,12,2,3,355,-4.8118
1969,12,2,4,319,-3.4971
1969,12,2,5,274,-2.8801
1969,12,3,1,177,-5.0784
1969,12,3,2,329,-3.4931
1969,12,3,3,459,-1.9809
1969,12,3,4,480,-2.0224
1969,12,3,5,450,-0.4505
1970,1,1,1,745,-1.6344
1970,1,1,2,664,-2.3933
1970,1,1,3,500,-3.1111
1970,1,1,4,363,-4.6241
1970,1,1,5,275,-4.2924
1970,1,2,1,257,-7.9691
1970,1,2,2,339,-5.7782
1970,1,2,3,347,-5.4042
1970,1,2,4,311,-5.5985
1970,1,2,5,261,-4.4567
1970,1,3,1,160,-10.6811
1970,1,3,2,305,-9.5686
1970,1,3,3,445,-8.3997
1970,1,3,4,471,-7.1365
1970,1,3,5,447,-7.0909
1970,2,1,1,749,2.9820
1970,2,1,2,674,2.7409
1970,2,1,3,489,2.5927
1970,2,1,4,327,3.1794
1970,2,1,5,238,2.8558
1970,2,2,1,259,3.2396
1970,2,2,2,331,3.1103
1970,2,2,3,344,3.5723
1970,2,2,4,302,5.2145
1970,2,2,5,254,4.5334
1970,2,3,1,149,5.2455
1970,2,3,2,296,5.1919
1970,2,3,3,417,6.2565
1970,2,3,4,473,6.8029
1970,2,3,5,432,5.3651
1970,3,1,1,755,-3.9154
1970,3,1,2,676,-2.6441
1970,3,1,3,481,-2.3459
1970,3,1,4,326,-3.1713
1970,3,1,5,236,-4.5681
1970,3,2,1,258,-3.2691
1970,3,2,2,333,-1.7604
1970,3,2,3,340,-0.8042
1970,3,2,4,299,-0.4975
1970,3,2,5,252,-2.8604
1970,3,3,1,145,-2.6383
1970,3,3,2,290,-0.6096
1970,3,3,3,413,0.9218
1970,3,3,4,472,1.4158
1970,3,3,5,430,-0.7851
1970,4,1,1,770,-19.7066
1970,4,1,2,676,-17.4850
1970,4,1,3,473,-14.9404
1970,4,1,4,311,-14.6712
1970,4,1,5,222,-18.4133
1970,4,2,1,249,-19.9780
1970,4,2,2,332,-15.0723
1970,4,2,3,347,-13.4756
1970,4,2,4,294,-12.7736
1970,4,2,5,245,-16.2445
1970,4,3,1,137,-15.0357
1970,4,3,2,281,-9.6987
1970,4,3,3,409,-9.3016
1970,4,3,4,473,-8.9709
1970,4,3,5,432,-9.4480
1970,5,1,1,775,-8.4516
1970,5,1,2,684,-9.8509
1970,5,1,3,464,-10.0149
1970,5,1,4,305,-10.2704
1970,5,1,5,190,-10.6778
1970,5,2,1,263,-11.5523
1970,5,2,2,338,-9.6179
1970,5,2,3,347,-9.5773
1970,5,2,4,291,-8.5125
1970,5,2,5,233,-10.1109
1970,5,3,1,137,-6.5574
1970,5,3,2,278,-3.5319
1970,5,3,3,416,-4.2171
1970,5,3,4,480,-6.0364
1970,5,3,5,431,-6.8344
1970,6,1,1,792,-11.3513
1970,6,1,2,675,-8.0294
1970,6,1,3,451,-6.9156
1970,6,1,4,270,-5.1370
1970,6,1,5,168,-4.9391
1970,6,2,1,262,-9.7917
1970,6,2,2,345,-9.1262
1970,6,2,3,348,-6.5943
1970,6,2,4,290,-5.1045
1970,6,2,5,225,-3.9311
1970,6,3,1,138,-9.3057
1970,6,3,2,285,-5.6514
1970,6,3,3,421,-4.9398
1970,6,3,4,488,-4.4730
1970,6,3,5,437,-4.8151
1970,7,1,1,797,3.2232
1970,7,1,2,689,4.9876
1970,7,1,3,449,4.5543
1970,7,1,4,282,4.7922
1970,7,1,5,166,4.7632
1970,7,2,1,269,7.2222
1970,7,2,2,346,8.7168
1970,7,2,3,353,7.7107
1970,7,2,4,292,6.9890
1970,7,2,5,219,6.4741
1970,7,3,1,133,11.6934
1970,7,3,2,291,10.2516
1970,7,3,3,424,9.0820
1970,7,3,4,502,7.6300
1970,7,3,5,435,5.9266
1970,8,1,1,812,7.0370
1970,8,1,2,700,5.1573
1970,8,1,3,454,4.2714
1970,8,1,4,284,3.2892
1970,8,1,5,165,3.9666
1970,8,2,1,276,11.0434
1970,8,2,2,349,7.2503
1970,8,2,3,359,5.5407
1970,8,2,4,301,4.3574
1970,8,2,5,223,2.9088
1970,8,3,1,135,9.4502
1970,8,3,2,294,7.6908
1970,8,3,3,435,6.4942
1970,8,3,4,508,5.4166
1970,8,3,5,440,3.3252
1970,9,1,1,817,17.8438
1970,9,1,2,694,13.1814
1970,9,1,3,450,9.8018
1970,9,1,4,295,8.5896
1970,9,1,5,159,10.2449
1970,9,2,1,272,18.1973
1970,9,2,2,349,11.4077
1970,9,2,3,358,8.1678
1970,9,2,4,303,6.3145
1970,9,2,5,216,7.2377
1970,9,3,1,133,9.9748
1970,9,3,2,295,4.8709
1970,9,3,3,437,3.7710
1970,9,3,4,512,2.8448
1970,9,3,5,440,3.6872
1970,10,1,1,813,-10.4569
1970,10,1,2,707,-5.8276
1970,10,1,3,465,-3.4385
1970,10,1,4,306,-1.9445
1970,10,1,5,178,-2.6146
1970,10,2,1,272,-9.6818
1970,10,2,2,352,-4.9589
1970,10,2,3,358,-2.7896
1970,10,2,4,300,-1.9060
1970,10,2,5,222,-0.9891
1970,10,3,1,139,-6.1377
1970,10,3,2,290,-2.6881
1970,10,3,3,436,-0.8608
1970,10,3,4,511,-1.2406
1970,10,3,5,448,-0.6531
1970,11,1,1,814,-2.5955
1970,11,1,2,704,-1.6442
1970,11,1,3,452,-0.2142
1970,11,1,4,299,1.5271
1970,11,1,5,177,1.7672
1970,11,2,1,270,1.2857
1970,11,2,2,350,2.5226
1970,11,2,3,356,3.3765
1970,11,2,4,302,4.3808
1970,11,2,5,223,3.9354
1970,11,3,1,135,3.7525
1970,11,3,2,282,5.3882
1970,11,3,3,443,4.9839
1970,11,3,4,509,5.4438
1970,11,3,5,451,5.7334
1970,12,1,1,822,8.1848
1970,12,1,2,692,8.9291
1970,12,1,3,453,10.4011
1970,12,1,4,293,9.7528
1970,12,1,5,169,11.3296
1970,12,2,1,267,7.0567
1970,12,2,2,344,9.6300
1970,12,2,3,351,9.1535
1970,12,2,4,297,8.0745
1970,12,2,5,234,7.4052
1970,12,3,1,124,5.2379
1970,12,3,2,282,6.4154
1970,12,3,3,440,6.7292
1970,12,3,4,504,6.5667
1970,12,3,5,465,5.1488
1971,1,1,1,810,18.8127
1971,1,1,2,685,14.5344
1971,1,1,3,462,11.2007
1971,1,1,4,286,11.4595
1971,1,1,5,172,9.0710
1971,1,2,1,264,14.0081
1971,1,2,2,342,10.5960
1971,1,2,3,344,8.8568
1971,1,2,4,291,7.3074
1971,1,2,5,238,7.3224
1971,1,3,1,128,9.5881
1971,1,3,2,286,7.6690
1971,1,3,3,430,4.5142
1971,1,3,4,513,4.7042
1971,1,3,5,457,3.6452
1971,2,1,1,818,6.5471
1971,2,1,2,712,4.6769
1971,2,1,3,472,4.6170
1971,2,1,4,294,4.5952
1971,2,1,5,228,6.1924
1971,2,2,1,273,2.8653
1971,2,2,2,348,2.7343
1971,2,2,3,342,2.9641
1971,2,2,4,293,2.7783
1971,2,2,5,262,2.8502
1971,2,3,1,135,0.7911
1971,2,3,2,288,2.1027
1971,2,3,3,441,2.7054
1971,2,3,4,514,1.1565
1971,2,3,5,483,0.9232
1971,3,1,1,822,5.8454
1971,3,1,2,729,5.6537
1971,3,1,3,485,6.2181
1971,3,1,4,318,7.1984
1971,3,1,5,248,6.5701
1971,3,2,1,262,7.9651
1971,3,2,2,344,5.8177
1971,3,2,3,351,5.3845
1971,3,2,4,291,5.2388
1971,3,2,5,273,5.1383
1971,3,3,1,146,7.7262
1971,3,3,2,307,5.7647
1971,3,3,3,452,4.6800
1971,3,3,4,517,3.3092
1971,3,3,5,478,3.4362
1971,4,1,1,822,2.1663
1971,4,1,2,744,2.9840
1971,4,1,3,499,1.5908
1971,4,1,4,350,1.1049
1971,4,1,5,301,1.6620
1971,4,2,1,262,4.0761
1971,4,2,2,351,3.9600
1971,4,2,3,360,3.1538
1971,4,2,4,297,3.2051
1971,4,2,5,283,2.6616
1971,4,3,1,147,6.6331
1971,4,3,2,314,5.9857
1971,4,3,3,469,3.0665
1971,4,3,4,523,3.0342
1971,4,3,5,492,3.6057
1971,5,1,1,853,-7.8272
1971,5,1,2,762,-6.3426
1971,5,1,3,523,-5.1647
1971,5,1,4,381,-4.4131
1971,5,1,5,356,-4.2781
1971,5,2,1,279,-6.3702
1971,5,2,2,371,-3.7003
1971,5,2,3,378,-4.0886
1971,5,2,4,321,-3.5689
1971,5,2,5,299,-2.7683
1971,5,3,1,176,-3.0591
1971,5,3,2,346,-3.0376
1971,5,3,3,479,-3.7578
1971,5,3,4,537,-3.4654
1971,5,3,5,518,-3.4016
1971,6,1,1,859,-3.9648
1971,6,1,2,775,-2.6174
1971,6,1,3,541,-1.7526
1971,6,1,4,400,-0.6126
1971,6,1,5,390,-0.9096
1971,6,2,1,282,-3.0837
1971,6,2,2,388,-0.8991
1971,6,2,3,383,-0.2363
1971,6,2,4,327,0.9972
1971,6,2,5,318,1.5742
1971,6,3,1,176,-0.8846
1971,6,3,2,357,-0.7870
1971,6,3,3,496,0.2010
1971,6,3,4,548,1.1451
1971,6,3,5,536,0.7025
1971,7,1,1,868,-7.6814
1971,7,1,2,785,-6.1287
1971,7,1,3,554,-4.3081
1971,7,1,4,404,-4.6564
1971,7,1,5,400,-5.2248
1971,7,2,1,277,-8.2466
1971,7,2,2,387,-4.9770
1971,7,2,3,396,-4.5323
1971,7,2,4,331,-3.4794
1971,7,2,5,333,-3.5053
1971,7,3,1,178,-10.0265
1971,7,3,2,355,-6.3302
1971,7,3,3,506,-4.5991
1971,7,3,4,549,-3.4016
1971,7,3,5,548,-3.1860
1971,8,1,1,880,3.2377
1971,8,1,2,783,5.0173
1971,8,1,3,568,5.2193
1971,8,1,4,412,4.8534
1971,8,1,5,413,5.3770
1971,8,2,1,278,4.9345
1971,8,2,2,392,5.0247
1971,8,2,3,399,4.9747
1971,8,2,4,341,4.7483
1971,8,2,5,337,4.9298
1971,8,3,1,181,6.4835
1971,8,3,2,372,4.7037
1971,8,3,3,510,3.6406
1971,8,3,4,553,3.5552
1971,8,3,5,556,4.2643
1971,9,1,1,890,-1.6194
1971,9,1,2,792,-0.0772
1971,9,1,3,570,0.3158
1971,9,1,4,425,0.4041
1971,9,1,5,429,2.0291
1971,9,2,1,284,-2.3842
1971,9,2,2,401,-0.8395
1971,9,2,3,395,-0.5822
1971,9,2,4,345,0.3442
