year,month,rank_ME,rank_Resid11_1,nstocks,ret_vw
1967,1,1,1,150,22.1914
1967,1,1,2,135,19.3984
1967,1,1,3,147,19.3779
1967,1,1,4,133,20.7786
1967,1,1,5,121,17.4385
1967,1,2,1,76,17.7601
1967,1,2,2,73,15.2961
1967,1,2,3,54,15.7150
1967,1,2,4,56,16.0879
1967,1,2,5,62,13.2793
1967,1,3,1,96,11.1388
1967,1,3,2,97,11.4154
1967,1,3,3,116,6.4451
1967,1,3,4,127,6.0011
1967,1,3,5,128,7.2035
1967,2,1,1,161,2.5821
1967,2,1,2,161,3.6449
1967,2,1,3,131,4.7858
1967,2,1,4,124,6.5675
1967,2,1,5,114,6.1737
1967,2,2,1,79,0.7383
1967,2,2,2,73,1.2320
1967,2,2,3,57,4.1558
1967,2,2,4,50,3.2469
1967,2,2,5,70,3.0784
1967,2,3,1,90,-0.8291
1967,2,3,2,101,0.2247
1967,2,3,3,112,1.3641
1967,2,3,4,121,0.7784
1967,2,3,5,138,1.8880
1967,3,1,1,175,4.9021
1967,3,1,2,170,6.4610
1967,3,1,3,127,6.6946
1967,3,1,4,120,8.9757
1967,3,1,5,108,9.0972
1967,3,2,1,75,4.3750
1967,3,2,2,64,6.3978
1967,3,2,3,59,5.4792
1967,3,2,4,70,5.0716
1967,3,2,5,66,8.1451
1967,3,3,1,94,4.1343
1967,3,3,2,98,4.0222
1967,3,3,3,119,4.3379
1967,3,3,4,122,3.4555
1967,3,3,5,129,4.5843
1967,4,1,1,168,2.2372
1967,4,1,2,142,4.4194
1967,4,1,3,147,4.9997
1967,4,1,4,138,3.8301
1967,4,1,5,108,7.7568
1967,4,2,1,70,2.4265
1967,4,2,2,65,1.8654
1967,4,2,3,65,4.7733
1967,4,2,4,57,2.4965
1967,4,2,5,79,5.5125
1967,4,3,1,101,7.2998
1967,4,3,2,113,3.9386
1967,4,3,3,111,3.9494
1967,4,3,4,124,3.8562
1967,4,3,5,111,2.9096
1967,5,1,1,170,-0.4079
1967,5,1,2,150,1.4196
1967,5,1,3,138,1.7836
1967,5,1,4,119,-0.0878
1967,5,1,5,126,-0.1922
1967,5,2,1,68,-1.1790
1967,5,2,2,75,-1.6820
1967,5,2,3,64,-1.6549
1967,5,2,4,65,-0.9136
1967,5,2,5,69,-2.8794
1967,5,3,1,101,-5.1228
1967,5,3,2,108,-4.6934
1967,5,3,3,116,-3.1066
1967,5,3,4,122,-4.4045
1967,5,3,5,116,-3.9811
1967,6,1,1,157,6.2087
1967,6,1,2,138,9.5499
1967,6,1,3,130,11.6759
1967,6,1,4,155,12.3617
1967,6,1,5,118,15.2967
1967,6,2,1,76,4.9179
1967,6,2,2,63,6.7771
1967,6,2,3,56,5.6057
1967,6,2,4,68,7.4424
1967,6,2,5,80,9.8562
1967,6,3,1,93,1.3515
1967,6,3,2,116,1.5105
1967,6,3,3,130,-0.2025
1967,6,3,4,111,3.3135
1967,6,3,5,112,4.0472
1967,7,1,1,163,10.7353
1967,7,1,2,130,11.3905
1967,7,1,3,127,9.6705
1967,7,1,4,145,7.3461
1967,7,1,5,130,10.4509
1967,7,2,1,69,6.8302
1967,7,2,2,69,7.1372
1967,7,2,3,57,8.0717
1967,7,2,4,79,7.9921
1967,7,2,5,73,7.7603
1967,7,3,1,98,5.8114
1967,7,3,2,114,4.6512
1967,7,3,3,131,6.7861
1967,7,3,4,108,0.6170
1967,7,3,5,114,4.8920
1967,8,1,1,139,1.4378
1967,8,1,2,131,-0.8555
1967,8,1,3,117,0.5683
1967,8,1,4,166,1.2747
1967,8,1,5,134,-1.1822
1967,8,2,1,71,0.6380
1967,8,2,2,70,0.7381
1967,8,2,3,63,0.9501
1967,8,2,4,50,-0.7567
1967,8,2,5,93,-0.1622
1967,8,3,1,104,-0.8424
1967,8,3,2,110,-0.4896
1967,8,3,3,122,0.1257
1967,8,3,4,120,-1.0582
1967,8,3,5,113,-1.0149
1967,9,1,1,125,4.4356
1967,9,1,2,123,7.5757
1967,9,1,3,140,9.0726
1967,9,1,4,138,7.4060
1967,9,1,5,160,9.0732
1967,9,2,1,70,5.7390
1967,9,2,2,64,3.0096
1967,9,2,3,68,4.0970
1967,9,2,4,67,3.6885
1967,9,2,5,79,6.0595
1967,9,3,1,109,4.2365
1967,9,3,2,112,1.6616
1967,9,3,3,112,2.8059
1967,9,3,4,117,2.5798
1967,9,3,5,116,4.0426
1967,10,1,1,151,-4.0783
1967,10,1,2,127,-1.3009
1967,10,1,3,128,-1.5266
1967,10,1,4,147,-2.0534
1967,10,1,5,144,1.5292
1967,10,2,1,62,-3.2925
1967,10,2,2,67,-1.8260
1967,10,2,3,72,-3.8289
1967,10,2,4,67,-5.5733
1967,10,2,5,72,-1.1822
1967,10,3,1,108,-4.4580
1967,10,3,2,115,-2.6887
1967,10,3,3,113,-3.2945
1967,10,3,4,115,-4.4887
1967,10,3,5,115,0.2156
