year,month,rank_ME,rank_dEF_6,nstocks,ret_vw
1976,11,1,2,5,-0.6288
1976,11,1,3,7,5.0440
1976,11,1,4,9,1.2412
1976,11,1,5,32,4.3207
1976,11,2,1,110,5.6116
1976,11,2,2,54,4.3106
1976,11,2,3,52,4.8546
1976,11,2,4,71,4.8478
1976,11,2,5,117,4.2081
1976,11,3,1,226,2.1602
1976,11,3,2,272,-0.7043
1976,11,3,3,282,-0.4524
1976,11,3,4,268,0.5367
1976,11,3,5,219,1.2543
1976,12,1,1,50,12.2344
1976,12,1,2,7,16.7761
1976,12,1,3,7,13.7130
1976,12,1,4,7,10.5086
1976,12,1,5,38,13.4255
1976,12,2,1,109,8.8270
1976,12,2,2,61,7.7811
1976,12,2,3,49,8.3143
1976,12,2,4,66,8.3203
1976,12,2,5,121,9.0996
1976,12,3,1,213,5.8789
1976,12,3,2,266,4.8943
1976,12,3,3,276,4.2546
1976,12,3,4,263,4.6190
1976,12,3,5,225,7.4262
1977,1,1,1,56,0.8492
1977,1,1,2,11,5.3917
1977,1,1,3,10,-4.0127
1977,1,1,4,8,0.0879
1977,1,1,5,43,5.8363
1977,1,2,1,119,-1.1817
1977,1,2,2,73,-3.6398
1977,1,2,3,53,-1.8700
1977,1,2,4,66,-1.7499
1977,1,2,5,128,-0.4611
1977,1,3,1,212,-4.6682
1977,1,3,2,265,-5.6756
1977,1,3,3,288,-4.6780
1977,1,3,4,263,-4.4490
1977,1,3,5,232,-3.7442
1977,2,1,1,53,-3.9634
1977,2,1,2,16,-2.1858
1977,2,1,3,9,0.1066
1977,2,1,4,10,-3.0416
1977,2,1,5,46,-1.1475
1977,2,2,1,115,-1.6308
1977,2,2,2,73,-2.3252
1977,2,2,3,50,-2.1209
1977,2,2,4,64,-1.6783
1977,2,2,5,126,-2.0675
1977,2,3,1,207,-1.9652
1977,2,3,2,251,-1.8062
1977,2,3,3,281,-1.3036
1977,2,3,4,246,-1.0972
1977,2,3,5,227,-2.6112
1977,3,1,1,57,1.5802
1977,3,1,2,15,5.8546
1977,3,1,3,9,2.0865
1977,3,1,4,10,3.0801
1977,3,1,5,49,1.6713
1977,3,2,1,105,0.7843
1977,3,2,2,76,0.9891
1977,3,2,3,50,0.4549
1977,3,2,4,57,1.0255
1977,3,2,5,119,-0.7644
1977,3,3,1,190,-0.8175
1977,3,3,2,239,-2.5449
1977,3,3,3,266,-1.4256
1977,3,3,4,237,-1.5780
1977,3,3,5,220,-0.5531
1977,4,1,1,54,-0.7389
1977,4,1,2,16,-2.9461
1977,4,1,3,8,1.3417
1977,4,1,4,8,-1.3319
1977,4,1,5,40,0.2655
1977,4,2,1,106,1.3312
1977,4,2,2,71,2.5432
1977,4,2,3,41,0.9044
1977,4,2,4,49,0.5355
1977,4,2,5,103,1.3557
1977,4,3,1,180,1.0390
1977,4,3,2,232,-0.5920
1977,4,3,3,254,-1.3339
1977,4,3,4,238,0.5959
1977,4,3,5,226,2.3734
1977,5,1,1,55,0.0471
1977,5,1,2,16,0.9480
1977,5,1,3,10,2.8574
1977,5,1,4,9,-0.6886
1977,5,1,5,41,1.6685
1977,5,2,1,113,0.3485
1977,5,2,2,74,-1.3841
1977,5,2,3,45,0.4998
1977,5,2,4,51,-0.9794
1977,5,2,5,114,-0.5836
1977,5,3,1,176,-3.8119
1977,5,3,2,240,-2.7028
1977,5,3,3,274,-1.2308
1977,5,3,4,249,-0.6572
1977,5,3,5,227,-0.3702
1977,6,1,1,49,6.4410
1977,6,1,2,17,5.3683
1977,6,1,3,12,12.1911
1977,6,1,4,9,10.5797
1977,6,1,5,39,7.8524
1977,6,2,1,106,6.5781
1977,6,2,2,73,7.5818
1977,6,2,3,49,7.1220
1977,6,2,4,55,7.0860
1977,6,2,5,114,8.3382
1977,6,3,1,179,2.5563
1977,6,3,2,262,4.2474
1977,6,3,3,277,4.7760
1977,6,3,4,254,5.6491
1977,6,3,5,237,5.3877
1977,7,1,1,53,1.3539
1977,7,1,2,15,2.0317
1977,7,1,3,9,2.4911
1977,7,1,4,13,2.3285
1977,7,1,5,47,1.9791
1977,7,2,1,112,-1.7022
1977,7,2,2,70,-1.6014
1977,7,2,3,45,-0.4978
1977,7,2,4,60,-0.2953
1977,7,2,5,119,0.3489
1977,7,3,1,196,-4.0703
1977,7,3,2,266,-2.2239
1977,7,3,3,282,-1.4290
1977,7,3,4,269,-1.0023
1977,7,3,5,240,-2.1393
1977,8,1,1,56,1.4379
1977,8,1,2,12,-0.7843
1977,8,1,3,7,1.8720
1977,8,1,4,13,1.0564
1977,8,1,5,42,-1.9078
1977,8,2,1,114,-0.6068
1977,8,2,2,61,-0.1061
1977,8,2,3,44,-0.5286
1977,8,2,4,54,1.6985
1977,8,2,5,118,0.8459
1977,8,3,1,196,-1.1177
1977,8,3,2,269,-1.2293
1977,8,3,3,261,-0.7974
1977,8,3,4,272,-0.8058
1977,8,3,5,225,-1.3377
1977,9,1,1,53,-1.0536
1977,9,1,2,12,-0.9091
1977,9,1,3,6,-7.2699
1977,9,1,4,13,-1.3625
1977,9,1,5,43,2.4425
1977,9,2,1,121,-0.3341
1977,9,2,2,66,1.6282
1977,9,2,3,45,1.0573
1977,9,2,4,58,5.1318
1977,9,2,5,128,3.4072
1977,9,3,1,207,-2.2381
1977,9,3,2,286,-0.4772
1977,9,3,3,277,0.5598
1977,9,3,4,301,0.1620
1977,9,3,5,242,-0.5053
1977,10,1,1,54,-2.1856
1977,10,1,2,12,-0.8252
1977,10,1,3,6,0.5999
1977,10,1,4,16,-1.6869
1977,10,1,5,48,-1.4005
1977,10,2,1,126,-2.9219
1977,10,2,2,74,0.1356
1977,10,2,3,47,-3.7557
1977,10,2,4,73,-2.5449
1977,10,2,5,143,-3.9952
1977,10,3,1,214,-4.7252
1977,10,3,2,303,-4.5296
1977,10,3,3,288,-3.8440
1977,10,3,4,316,-3.9789
1977,10,3,5,243,-4.2205
1977,11,1,1,59,9.4943
1977,11,1,2,11,11.1805
1977,11,1,3,3,-2.4003
1977,11,1,4,14,4.4634
1977,11,1,5,55,11.0266
1977,11,2,1,126,6.9396
1977,11,2,2,71,7.9703
1977,11,2,3,42,8.6584
1977,11,2,4,76,8.8032
1977,11,2,5,133,9.8083
1977,11,3,1,202,3.6378
1977,11,3,2,287,3.2791
1977,11,3,3,274,3.2289
1977,11,3,4,309,3.7892
1977,11,3,5,233,5.0687
1977,12,1,1,68,4.1527
1977,12,1,2,13,2.0453
1977,12,1,3,3,3.1591
1977,12,1,4,16,4.7540
1977,12,1,5,62,3.5623
1977,12,2,1,131,-0.2913
1977,12,2,2,82,0.7969
1977,12,2,3,51,2.9708
1977,12,2,4,84,2.3547
1977,12,2,5,145,1.9467
1977,12,3,1,209,-0.2970
1977,12,3,2,290,0.5737
1977,12,3,3,291,0.6101
1977,12,3,4,312,0.6645
1977,12,3,5,249,0.2947
1978,1,1,1,65,-3.0032
1978,1,1,2,12,-6.4175
1978,1,1,3,5,-8.3464
1978,1,1,4,12,-4.1825
1978,1,1,5,58,-3.6701
1978,1,2,1,123,-3.1825
1978,1,2,2,86,-4.3391
1978,1,2,3,53,-7.1425
1978,1,2,4,76,-6.3924
1978,1,2,5,139,-6.0670
1978,1,3,1,195,-5.6334
1978,1,3,2,285,-6.1942
1978,1,3,3,287,-5.3450
1978,1,3,4,310,-6.5116
1978,1,3,5,236,-6.2480
1978,2,1,1,66,2.6250
1978,2,1,2,14,-1.3889
1978,2,1,3,8,-3.3601
1978,2,1,4,10,3.1569
1978,2,1,5,62,2.4309
1978,2,2,1,122,-0.1767
1978,2,2,2,94,0.4169
1978,2,2,3,58,0.8049
1978,2,2,4,80,2.7547
1978,2,2,5,138,3.0138
1978,2,3,1,204,-3.7222
1978,2,3,2,278,-3.0531
1978,2,3,3,300,-1.7455
1978,2,3,4,309,-0.6376
1978,2,3,5,247,-0.8674
1978,3,1,1,74,7.2910
1978,3,1,2,15,7.8945
1978,3,1,3,8,-2.0374
1978,3,1,4,10,7.3424
1978,3,1,5,63,6.6373
1978,3,2,1,119,5.8507
1978,3,2,2,91,4.9960
1978,3,2,3,58,7.2965
1978,3,2,4,80,6.3450
1978,3,2,5,138,8.2919
1978,3,3,1,187,4.1383
1978,3,3,2,268,3.0869
1978,3,3,3,275,1.4715
1978,3,3,4,286,2.2225
1978,3,3,5,224,4.5860
1978,4,1,1,77,9.3430
1978,4,1,2,15,7.7355
1978,4,1,3,13,12.9239
1978,4,1,4,9,11.3133
1978,4,1,5,67,11.2685
1978,4,2,1,122,8.0128
1978,4,2,2,96,10.3356
1978,4,2,3,55,11.0662
1978,4,2,4,83,10.9052
1978,4,2,5,149,11.9239
1978,4,3,1,190,7.2374
1978,4,3,2,260,8.2629
1978,4,3,3,285,9.8928
1978,4,3,4,276,9.4384
1978,4,3,5,231,10.3860
1978,5,1,1,75,8.9384
1978,5,1,2,18,5.4414
1978,5,1,3,14,3.4466
1978,5,1,4,9,10.9845
1978,5,1,5,67,8.4546
1978,5,2,1,132,7.4023
1978,5,2,2,104,6.0935
1978,5,2,3,62,5.2870
1978,5,2,4,81,5.8735
1978,5,2,5,157,7.1374
1978,5,3,1,200,1.9705
1978,5,3,2,270,2.1490
1978,5,3,3,288,1.4237
1978,5,3,4,292,1.6237
1978,5,3,5,233,3.0431
1978,6,1,1,77,-1.2340
1978,6,1,2,21,-1.3602
1978,6,1,3,13,4.5761
1978,6,1,4,13,1.8435
1978,6,1,5,74,-2.5147
1978,6,2,1,140,-0.3242
1978,6,2,2,109,-1.8592
1978,6,2,3,52,0.2476
1978,6,2,4,80,0.5552
1978,6,2,5,165,1.4984
1978,6,3,1,200,-2.6038
1978,6,3,2,282,-1.7701
1978,6,3,3,296,-1.3250
1978,6,3,4,303,-1.0160
1978,6,3,5,224,-0.3192
1978,7,1,1,77,5.6169
1978,7,1,2,26,6.4304
1978,7,1,3,16,6.5595
1978,7,1,4,14,2.8008
1978,7,1,5,74,7.0576
1978,7,2,1,149,4.5997
1978,7,2,2,120,5.7392
1978,7,2,3,52,9.6720
1978,7,2,4,93,8.0770
1978,7,2,5,169,9.3750
1978,7,3,1,207,5.0991
1978,7,3,2,280,5.4316
1978,7,3,3,299,6.3451
1978,7,3,4,300,5.4259
1978,7,3,5,217,8.6646
1978,8,1,1,99,7.3974
1978,8,1,2,34,5.2892
1978,8,1,3,24,12.9722
1978,8,1,4,25,11.2865
1978,8,1,5,86,11.0277
1978,8,2,1,181,7.3268
1978,8,2,2,142,8.8188
1978,8,2,3,68,6.8812
1978,8,2,4,121,7.7106
1978,8,2,5,212,9.2145
1978,8,3,1,213,3.6399
1978,8,3,2,299,2.8548
1978,8,3,3,330,3.4922
1978,8,3,4,314,3.0597
1978,8,3,5,224,4.7646
1978,9,1,1,109,0.3495
1978,9,1,2,37,1.7365
1978,9,1,3,29,-5.5235
1978,9,1,4,36,-1.8509
1978,9,1,5,89,-1.5914
1978,9,2,1,191,-2.4736
1978,9,2,2,153,-1.4310
1978,9,2,3,81,-0.6679
1978,9,2,4,136,-2.5006
1978,9,2,5,227,-2.8193
1978,9,3,1,219,0.8768
1978,9,3,2,324,-0.4673
1978,9,3,3,349,-1.2074
1978,9,3,4,333,-0.8225
1978,9,3,5,250,-2.7028
1978,10,1,1,126,-25.2148
1978,10,1,2,41,-24.5842
1978,10,1,3,25,-19.6544
1978,10,1,4,43,-23.2732
1978,10,1,5,100,-25.2898
1978,10,2,1,203,-22.0067
1978,10,2,2,156,-20.1406
1978,10,2,3,92,-19.7083
1978,10,2,4,158,-20.4816
1978,10,2,5,232,-21.3533
1978,10,3,1,218,-12.9128
1978,10,3,2,325,-9.5321
1978,10,3,3,353,-8.1514
1978,10,3,4,331,-9.3950
1978,10,3,5,247,-13.3952
1978,11,1,1,155,7.2298
1978,11,1,2,42,11.3758
1978,11,1,3,32,4.1874
1978,11,1,4,48,11.3367
1978,11,1,5,113,13.4237
1978,11,2,1,199,9.7756
1978,11,2,2,158,6.1018
1978,11,2,3,102,7.3512
1978,11,2,4,172,6.7763
1978,11,2,5,237,7.5670
1978,11,3,1,224,3.6720
1978,11,3,2,321,3.2152
1978,11,3,3,366,2.4964
1978,11,3,4,329,3.1748
1978,11,3,5,246,4.5894
1978,12,1,1,174,0.9009
1978,12,1,2,46,0.1217
1978,12,1,3,42,2.8517
1978,12,1,4,48,4.4274
1978,12,1,5,136,3.6377
1978,12,2,1,223,1.8673
1978,12,2,2,168,1.7777
1978,12,2,3,114,1.6264
1978,12,2,4,187,2.7915
1978,12,2,5,243,3.7139
1978,12,3,1,214,0.1511
1978,12,3,2,324,1.5571
1978,12,3,3,368,1.6486
1978,12,3,4,331,0.6897
1978,12,3,5,234,1.7834
1979,1,1,1,201,11.2163
1979,1,1,2,49,9.8020
1979,1,1,3,45,7.7275
1979,1,1,4,54,12.2317
1979,1,1,5,153,10.5279
1979,1,2,1,231,8.1124
1979,1,2,2,182,7.9814
1979,1,2,3,117,7.1504
1979,1,2,4,184,7.7935
1979,1,2,5,247,8.3695
1979,1,3,1,198,6.5975
1979,1,3,2,316,4.4227
1979,1,3,3,371,3.9319
1979,1,3,4,329,5.1229
1979,1,3,5,233,6.2236
1979,2,1,1,212,-3.9766
1979,2,1,2,58,-5.3553
1979,2,1,3,38,-3.1285
1979,2,1,4,53,-2.5559
1979,2,1,5,167,-2.7825
1979,2,2,1,227,-3.1123
1979,2,2,2,177,-4.2732
1979,2,2,3,116,-3.8907
1979,2,2,4,172,-4.0173
1979,2,2,5,242,-3.1063
1979,2,3,1,184,-1.1316
1979,2,3,2,307,-2.2319
1979,2,3,3,352,-3.1406
1979,2,3,4,328,-3.8544
1979,2,3,5,223,-4.0314
1979,3,1,1,218,10.3144
1979,3,1,2,76,11.6180
1979,3,1,3,40,8.3457
1979,3,1,4,50,10.5202
1979,3,1,5,171,10.8929
1979,3,2,1,221,9.5785
1979,3,2,2,176,10.0162
1979,3,2,3,116,10.9803
1979,3,2,4,175,9.6203
1979,3,2,5,228,11.2638
1979,3,3,1,180,8.1182
1979,3,3,2,301,6.2927
1979,3,3,3,351,4.8029
1979,3,3,4,327,5.6622
1979,3,3,5,229,8.8005
1979,4,1,1,220,2.0236
1979,4,1,2,76,1.3018
1979,4,1,3,41,0.6398
1979,4,1,4,57,1.9477
1979,4,1,5,167,2.5823
1979,4,2,1,223,1.4332
1979,4,2,2,182,2.9039
1979,4,2,3,120,1.6477
1979,4,2,4,174,3.3805
1979,4,2,5,220,2.9250
1979,4,3,1,175,-0.3625
1979,4,3,2,295,0.9307
1979,4,3,3,358,-0.0207
1979,4,3,4,331,0.2529
1979,4,3,5,223,-1.0438
1979,5,1,1,238,-1.0888
1979,5,1,2,79,-2.3265
1979,5,1,3,38,-4.0305
1979,5,1,4,66,-2.9221
1979,5,1,5,180,0.0230
1979,5,2,1,244,-1.5464
1979,5,2,2,196,-2.7499
1979,5,2,3,138,-3.0556
1979,5,2,4,195,-2.2990
1979,5,2,5,229,-1.4231
1979,5,3,1,182,-0.8293
1979,5,3,2,331,-2.1378
1979,5,3,3,362,-1.4800
1979,5,3,4,333,-2.2697
1979,5,3,5,229,-2.2161
1979,6,1,1,234,5.6232
1979,6,1,2,74,4.7044
1979,6,1,3,35,6.6977
1979,6,1,4,68,4.9897
1979,6,1,5,173,5.3632
1979,6,2,1,247,5.6169
1979,6,2,2,184,3.1883
1979,6,2,3,151,3.4551
1979,6,2,4,201,3.9479
1979,6,2,5,227,3.6504
1979,6,3,1,196,6.2320
1979,6,3,2,353,4.1258
1979,6,3,3,371,3.3055
1979,6,3,4,337,3.5676
1979,6,3,5,228,4.1874
1979,7,1,1,227,1.2180
1979,7,1,2,73,0.2245
1979,7,1,3,39,1.6162
1979,7,1,4,73,4.5099
1979,7,1,5,180,3.9398
1979,7,2,1,245,3.7362
1979,7,2,2,170,5.0532
1979,7,2,3,156,2.5853
1979,7,2,4,213,3.9967
1979,7,2,5,227,3.2874
1979,7,3,1,201,1.9508
1979,7,3,2,354,0.9439
1979,7,3,3,377,0.7848
1979,7,3,4,331,1.0301
1979,7,3,5,225,2.3036
1979,8,1,1,239,7.4379
1979,8,1,2,64,8.9995
1979,8,1,3,43,12.1810
1979,8,1,4,70,12.1988
1979,8,1,5,185,10.0600
1979,8,2,1,243,6.9547
1979,8,2,2,170,7.3731
1979,8,2,3,162,9.7472
1979,8,2,4,226,9.9966
1979,8,2,5,234,8.9989
1979,8,3,1,202,6.5233
1979,8,3,2,353,5.3080
1979,8,3,3,384,6.5960
1979,8,3,4,328,7.1880
1979,8,3,5,223,7.7497
1979,9,1,1,254,-1.7403
1979,9,1,2,64,-3.0403
1979,9,1,3,46,-3.3129
1979,9,1,4,77,-1.8858
1979,9,1,5,188,0.4259
1979,9,2,1,251,-0.4875
1979,9,2,2,177,-0.8317
1979,9,2,3,174,0.4066
1979,9,2,4,238,0.9683
1979,9,2,5,239,0.9189
1979,9,3,1,203,-2.2433
1979,9,3,2,367,-1.5571
1979,9,3,3,392,-0.7972
1979,9,3,4,342,2.0516
1979,9,3,5,232,2.8239
1979,10,1,1,251,-12.6957
1979,10,1,2,71,-12.0998
1979,10,1,3,51,-10.2826
1979,10,1,4,78,-10.1083
1979,10,1,5,205,-11.0520
1979,10,2,1,265,-10.6963
1979,10,2,2,189,-9.6681
1979,10,2,3,170,-9.2522
1979,10,2,4,250,-8.8711
1979,10,2,5,252,-9.8486
1979,10,3,1,196,-8.7748
1979,10,3,2,377,-7.1849
1979,10,3,3,406,-5.9857
1979,10,3,4,348,-6.3258
1979,10,3,5,248,-6.8565
1979,11,1,1,246,7.7469
1979,11,1,2,69,6.7386
1979,11,1,3,50,5.7037
1979,11,1,4,76,6.1886
1979,11,1,5,193,10.6701
1979,11,2,1,262,7.4194
1979,11,2,2,198,7.7902
1979,11,2,3,165,7.9680
1979,11,2,4,224,8.4550
1979,11,2,5,259,10.3448
1979,11,3,1,200,4.1275
1979,11,3,2,371,5.5895
1979,11,3,3,405,5.4681
1979,11,3,4,352,5.7751
1979,11,3,5,245,6.0228
1979,12,1,1,258,4.9891
1979,12,1,2,65,5.6034
1979,12,1,3,52,7.1079
1979,12,1,4,69,6.5381
1979,12,1,5,196,8.6419
1979,12,2,1,259,6.7102
1979,12,2,2,214,4.2651
1979,12,2,3,174,4.4565
1979,12,2,4,214,5.0079
1979,12,2,5,262,7.8810
1979,12,3,1,190,1.4810
1979,12,3,2,365,0.8939
1979,12,3,3,407,2.0780
1979,12,3,4,354,3.2112
1979,12,3,5,253,5.0031
1980,1,1,1,283,8.1265
1980,1,1,2,71,9.3603
1980,1,1,3,44,6.8602
1980,1,1,4,71,8.6932
1980,1,1,5,186,10.7381
1980,1,2,1,248,5.8287
1980,1,2,2,219,5.6260
1980,1,2,3,172,4.7137
1980,1,2,4,216,6.6201
1980,1,2,5,263,8.4841
1980,1,3,1,187,6.8567
1980,1,3,2,340,4.3393
1980,1,3,3,402,3.4132
1980,1,3,4,361,9.1844
1980,1,3,5,255,12.1296
1980,2,1,1,281,-3.6136
1980,2,1,2,75,-3.8411
1980,2,1,3,47,-1.4827
1980,2,1,4,65,0.4402
1980,2,1,5,190,-2.2667
1980,2,2,1,233,-3.7205
1980,2,2,2,217,-2.8340
1980,2,2,3,157,-3.0848
1980,2,2,4,202,-3.6835
1980,2,2,5,262,-2.3382
1980,2,3,1,179,-5.1003
1980,2,3,2,329,-3.0053
1980,2,3,3,388,-2.5737
1980,2,3,4,361,0.1963
1980,2,3,5,251,4.7983
1980,3,1,1,263,-18.6409
1980,3,1,2,69,-16.3884
1980,3,1,3,38,-16.7592
1980,3,1,4,52,-17.0843
1980,3,1,5,174,-16.8178
1980,3,2,1,218,-17.4558
1980,3,2,2,207,-15.4607
1980,3,2,3,143,-14.0491
1980,3,2,4,179,-13.9551
1980,3,2,5,262,-17.3839
1980,3,3,1,163,-11.1387
1980,3,3,2,306,-9.5405
1980,3,3,3,377,-6.9653
1980,3,3,4,348,-11.9227
1980,3,3,5,235,-16.3278
1980,4,1,1,261,4.5792
1980,4,1,2,68,5.3810
1980,4,1,3,41,5.2405
1980,4,1,4,55,2.9946
1980,4,1,5,170,7.2473
1980,4,2,1,218,2.7399
1980,4,2,2,201,5.5727
1980,4,2,3,153,4.7090
1980,4,2,4,179,5.7539
1980,4,2,5,241,6.7212
1980,4,3,1,171,2.3055
1980,4,3,2,315,5.1568
1980,4,3,3,360,4.0487
1980,4,3,4,345,4.1194
1980,4,3,5,239,5.7702
1980,5,1,1,263,7.1608
1980,5,1,2,72,6.7499
1980,5,1,3,42,6.5657
1980,5,1,4,55,8.2952
1980,5,1,5,172,7.6948
1980,5,2,1,224,10.1506
1980,5,2,2,203,9.4708
1980,5,2,3,152,8.5864
1980,5,2,4,185,8.7393
1980,5,2,5,238,7.6954
1980,5,3,1,166,4.9990
1980,5,3,2,313,5.6668
1980,5,3,3,358,5.3126
1980,5,3,4,353,5.4206
1980,5,3,5,234,5.9410
1980,6,1,1,255,3.6220
1980,6,1,2,74,3.0382
1980,6,1,3,44,4.8833
1980,6,1,4,57,2.9421
1980,6,1,5,167,3.3554
1980,6,2,1,229,3.1098
1980,6,2,2,202,3.7676
1980,6,2,3,147,4.4508
1980,6,2,4,187,3.4314
1980,6,2,5,256,3.8891
1980,6,3,1,180,2.8451
1980,6,3,2,323,3.3313
1980,6,3,3,363,1.7470
1980,6,3,4,354,3.4474
1980,6,3,5,239,4.1416
1980,7,1,1,260,11.2819
1980,7,1,2,89,12.2118
1980,7,1,3,46,11.4046
1980,7,1,4,56,12.2841
1980,7,1,5,169,15.1939
1980,7,2,1,220,11.7336
1980,7,2,2,218,11.6221
1980,7,2,3,152,9.5575
1980,7,2,4,195,13.1575
1980,7,2,5,260,13.5187
1980,7,3,1,172,10.1469
1980,7,3,2,327,7.8852
1980,7,3,3,380,7.6049
1980,7,3,4,363,9.6484
1980,7,3,5,241,6.9748
1980,8,1,1,247,8.0578
1980,8,1,2,88,6.9895
1980,8,1,3,47,7.5695
1980,8,1,4,54,9.5354
1980,8,1,5,162,6.9161
1980,8,2,1,227,3.8667
1980,8,2,2,222,3.5378
1980,8,2,3,163,5.2111
1980,8,2,4,189,5.2238
1980,8,2,5,257,6.3169
1980,8,3,1,167,1.7364
1980,8,3,2,318,0.7917
1980,8,3,3,386,1.0051
1980,8,3,4,366,1.8140
1980,8,3,5,234,3.0029
1980,9,1,1,261,2.3689
1980,9,1,2,95,1.2619
1980,9,1,3,54,1.5095
1980,9,1,4,56,0.0727
1980,9,1,5,175,2.9714
1980,9,2,1,240,1.3777
1980,9,2,2,239,2.9101
1980,9,2,3,194,4.5799
1980,9,2,4,198,3.7628
1980,9,2,5,264,3.7007
1980,9,3,1,163,0.1977
1980,9,3,2,328,0.8448
1980,9,3,3,389,1.2332
1980,9,3,4,382,4.3501
1980,9,3,5,252,4.9318
1980,10,1,1,268,2.4629
1980,10,1,2,102,2.5724
1980,10,1,3,51,4.3927
1980,10,1,4,46,5.8030
1980,10,1,5,181,5.5844
1980,10,2,1,240,0.1764
1980,10,2,2,243,0.9463
1980,10,2,3,196,0.6686
1980,10,2,4,187,3.3751
1980,10,2,5,275,5.0140
1980,10,3,1,153,-1.9124
1980,10,3,2,325,0.1921
1980,10,3,3,398,-0.3002
1980,10,3,4,386,2.1666
1980,10,3,5,262,5.4248
1980,11,1,1,267,3.1551
1980,11,1,2,102,4.1677
1980,11,1,3,46,5.0254
1980,11,1,4,42,8.5209
1980,11,1,5,181,4.5406
1980,11,2,1,242,5.6736
1980,11,2,2,245,3.7504
1980,11,2,3,201,4.1799
1980,11,2,4,196,6.3102
1980,11,2,5,275,9.5729
1980,11,3,1,168,1.2890
