year,month,rank_ME,rank_SUE_6,nstocks,ret_vw
1981,2,2,1,210,1.7649
1981,2,2,2,215,2.2903
1981,2,2,3,197,1.3210
1981,2,2,4,236,2.6509
1981,2,2,5,196,1.6773
1981,2,3,1,212,4.0826
1981,2,3,2,244,2.8373
1981,2,3,3,259,2.3350
1981,2,3,4,280,0.8492
1981,2,3,5,294,1.5374
1981,3,1,1,373,8.5177
1981,3,1,2,424,8.3056
1981,3,1,3,397,9.0402
1981,3,1,4,323,11.5073
1981,3,1,5,205,10.6533
1981,3,2,1,224,7.3396
1981,3,2,2,229,7.3916
1981,3,2,3,227,7.3324
1981,3,2,4,255,7.3550
1981,3,2,5,204,8.1848
1981,3,3,1,237,6.8819
1981,3,3,2,288,6.1330
1981,3,3,3,302,5.2080
1981,3,3,4,313,0.6142
1981,3,3,5,313,4.3210
1981,4,1,1,369,2.6968
1981,4,1,2,386,3.9121
1981,4,1,3,365,3.1480
1981,4,1,4,310,5.3267
1981,4,1,5,196,3.7437
1981,4,2,1,200,1.8404
1981,4,2,2,212,2.7493
1981,4,2,3,207,2.3394
1981,4,2,4,239,2.3440
1981,4,2,5,187,3.0206
1981,4,3,1,209,-0.9458
1981,4,3,2,251,-1.1715
1981,4,3,3,278,-4.4244
1981,4,3,4,270,-2.3555
1981,4,3,5,277,-1.2022
1981,5,1,1,387,2.5942
1981,5,1,2,404,3.5775
1981,5,1,3,365,3.5523
1981,5,1,4,335,4.9969
1981,5,1,5,210,3.6415
1981,5,2,1,217,1.9932
1981,5,2,2,231,2.2746
1981,5,2,3,225,3.4142
1981,5,2,4,260,3.9065
1981,5,2,5,194,3.3332
1981,5,3,1,245,0.3594
1981,5,3,2,284,0.2240
1981,5,3,3,316,-1.0012
1981,5,3,4,290,0.1249
1981,5,3,5,291,2.3614
1981,6,1,1,391,0.1726
1981,6,1,2,421,-0.1553
1981,6,1,3,390,0.4539
1981,6,1,4,339,1.7134
1981,6,1,5,230,0.8235
1981,6,2,1,218,-2.6039
1981,6,2,2,242,-0.7548
1981,6,2,3,226,-1.9127
1981,6,2,4,271,-1.9799
1981,6,2,5,205,-2.2514
1981,6,3,1,252,0.3169
1981,6,3,2,291,1.4103
1981,6,3,3,328,0.1115
1981,6,3,4,300,-0.7737
1981,6,3,5,298,-4.0564
1981,7,1,1,385,-3.2317
1981,7,1,2,404,-3.1551
1981,7,1,3,377,-3.1633
1981,7,1,4,325,-2.7204
1981,7,1,5,224,-3.0716
1981,7,2,1,204,-3.0314
1981,7,2,2,223,-2.5879
1981,7,2,3,209,-2.5365
1981,7,2,4,250,-1.2969
1981,7,2,5,190,-1.9067
1981,7,3,1,225,0.0509
1981,7,3,2,258,-0.0722
1981,7,3,3,299,0.3319
1981,7,3,4,269,1.2868
1981,7,3,5,278,0.0968
1981,8,1,1,379,-9.9553
1981,8,1,2,402,-6.7495
1981,8,1,3,392,-7.5187
1981,8,1,4,330,-7.6729
1981,8,1,5,232,-8.0658
1981,8,2,1,212,-7.8091
1981,8,2,2,224,-6.5740
1981,8,2,3,232,-6.7797
1981,8,2,4,263,-5.6659
1981,8,2,5,206,-5.9745
1981,8,3,1,226,-4.5607
1981,8,3,2,270,-5.7430
1981,8,3,3,305,-5.2605
1981,8,3,4,285,-5.5668
1981,8,3,5,288,-5.8083
1981,9,1,1,372,-8.8861
1981,9,1,2,399,-9.4058
1981,9,1,3,399,-7.7041
1981,9,1,4,328,-6.3259
1981,9,1,5,236,-5.6496
1981,9,2,1,218,-8.1893
1981,9,2,2,220,-6.4405
1981,9,2,3,246,-7.0544
1981,9,2,4,271,-7.1910
1981,9,2,5,207,-6.3612
1981,9,3,1,225,-5.5804
1981,9,3,2,286,-7.2100
1981,9,3,3,307,-6.4321
1981,9,3,4,298,-5.6138
1981,9,3,5,290,-4.6581
1981,10,1,1,329,6.1600
1981,10,1,2,358,7.4574
1981,10,1,3,358,9.4283
1981,10,1,4,302,11.0833
1981,10,1,5,227,10.7193
1981,10,2,1,187,4.2577
1981,10,2,2,199,4.4860
1981,10,2,3,227,6.9324
1981,10,2,4,250,9.1888
1981,10,2,5,191,10.2996
1981,10,3,1,197,4.1205
1981,10,3,2,238,4.8809
1981,10,3,3,252,3.8893
1981,10,3,4,252,5.1499
1981,10,3,5,254,9.2492
1981,11,1,1,324,2.5230
1981,11,1,2,380,2.4722
1981,11,1,3,387,2.4278
1981,11,1,4,301,3.1083
1981,11,1,5,205,2.7365
1981,11,2,1,205,4.1137
1981,11,2,2,201,2.6454
1981,11,2,3,247,2.9508
1981,11,2,4,261,4.0577
1981,11,2,5,202,4.2097
1981,11,3,1,223,5.3368
1981,11,3,2,272,5.4844
1981,11,3,3,279,4.9730
1981,11,3,4,290,4.2360
1981,11,3,5,280,3.2069
1981,12,1,1,344,-1.4398
1981,12,1,2,411,-1.7798
1981,12,1,3,408,-0.7389
1981,12,1,4,315,-1.1720
1981,12,1,5,197,-1.4289
1981,12,2,1,204,-1.0968
1981,12,2,2,205,-1.7322
1981,12,2,3,262,-0.7611
1981,12,2,4,268,-0.6315
1981,12,2,5,204,-0.6753
1981,12,3,1,240,-2.7367
1981,12,3,2,285,-3.4732
1981,12,3,3,287,-2.0421
1981,12,3,4,300,-2.1629
1981,12,3,5,285,-3.0635
1982,1,1,1,312,-1.0323
1982,1,1,2,378,-1.1265
1982,1,1,3,365,-1.2211
1982,1,1,4,285,-1.2660
1982,1,1,5,185,-1.1724
1982,1,2,1,197,-3.1191
1982,1,2,2,172,-2.5108
1982,1,2,3,235,-3.0462
1982,1,2,4,236,-4.4573
1982,1,2,5,172,-5.2529
1982,1,3,1,205,-1.7437
1982,1,3,2,236,-3.9723
1982,1,3,3,245,-2.1464
1982,1,3,4,263,-1.9388
1982,1,3,5,252,-2.0761
1982,2,1,1,311,-5.6109
1982,2,1,2,364,-2.2651
1982,2,1,3,372,-3.4457
1982,2,1,4,302,-3.0117
1982,2,1,5,183,-2.7897
1982,2,2,1,200,-4.5813
1982,2,2,2,191,-4.5426
1982,2,2,3,238,-4.1859
1982,2,2,4,240,-2.1083
1982,2,2,5,180,-4.8238
1982,2,3,1,213,-4.6880
1982,2,3,2,257,-4.5926
1982,2,3,3,280,-5.0101
1982,2,3,4,279,-4.7605
1982,2,3,5,266,-6.1195
1982,3,1,1,333,-0.1614
1982,3,1,2,398,-2.1870
1982,3,1,3,410,0.4670
1982,3,1,4,332,0.1469
1982,3,1,5,206,-0.0561
1982,3,2,1,215,-0.3769
1982,3,2,2,215,-0.1988
1982,3,2,3,256,1.2033
1982,3,2,4,246,0.1630
1982,3,2,5,194,-1.6667
1982,3,3,1,239,-1.9245
1982,3,3,2,292,-0.3405
1982,3,3,3,299,0.3738
1982,3,3,4,316,-1.2167
1982,3,3,5,291,-0.4614
1982,4,1,1,328,2.4534
1982,4,1,2,392,3.6922
1982,4,1,3,406,5.5221
1982,4,1,4,322,3.7347
1982,4,1,5,203,5.3178
1982,4,2,1,193,5.1002
1982,4,2,2,204,5.6926
1982,4,2,3,241,5.6367
1982,4,2,4,212,6.2216
1982,4,2,5,188,6.0871
1982,4,3,1,211,4.5070
1982,4,3,2,251,3.5920
1982,4,3,3,251,4.2901
1982,4,3,4,285,5.9304
1982,4,3,5,261,3.9415
1982,5,1,1,330,-2.6973
1982,5,1,2,408,-2.0676
1982,5,1,3,434,-2.4703
1982,5,1,4,335,-2.0495
1982,5,1,5,210,-3.4166
1982,5,2,1,208,-4.6355
1982,5,2,2,224,-3.9311
1982,5,2,3,255,-2.5158
1982,5,2,4,236,-2.8464
1982,5,2,5,205,-3.2504
1982,5,3,1,242,-3.4045
1982,5,3,2,286,-1.1893
1982,5,3,3,291,-0.8740
1982,5,3,4,321,-3.0256
1982,5,3,5,293,-3.3417
1982,6,1,1,341,-3.2068
1982,6,1,2,422,-2.0518
1982,6,1,3,449,-2.3060
1982,6,1,4,344,-1.1607
1982,6,1,5,228,-0.2204
1982,6,2,1,213,-3.0555
1982,6,2,2,225,-1.2516
1982,6,2,3,256,-1.2674
1982,6,2,4,244,-1.6933
1982,6,2,5,205,-1.5895
1982,6,3,1,247,-1.9133
1982,6,3,2,290,-2.4736
1982,6,3,3,299,-2.1980
1982,6,3,4,330,-1.5357
1982,6,3,5,300,-1.4645
1982,7,1,1,325,-1.7968
1982,7,1,2,390,-0.7713
1982,7,1,3,417,-0.9913
1982,7,1,4,330,-0.1065
1982,7,1,5,222,0.3762
1982,7,2,1,197,-1.9273
1982,7,2,2,212,1.4186
1982,7,2,3,224,-0.1026
1982,7,2,4,223,-0.8543
1982,7,2,5,197,-0.5095
1982,7,3,1,225,-2.0509
1982,7,3,2,257,-3.7223
1982,7,3,3,262,-3.4326
1982,7,3,4,300,-1.9007
1982,7,3,5,282,-0.7294
1982,8,1,1,323,8.6332
1982,8,1,2,381,8.1284
1982,8,1,3,416,6.3053
1982,8,1,4,322,7.1794
1982,8,1,5,214,6.4595
1982,8,2,1,199,12.4426
1982,8,2,2,205,10.2201
1982,8,2,3,242,11.1582
1982,8,2,4,214,10.9159
1982,8,2,5,186,9.3081
1982,8,3,1,239,13.9568
1982,8,3,2,265,13.2345
1982,8,3,3,265,12.6840
1982,8,3,4,306,11.6151
1982,8,3,5,287,11.7583
1982,9,1,1,336,1.2084
1982,9,1,2,387,3.2951
1982,9,1,3,425,4.3493
1982,9,1,4,320,5.6771
1982,9,1,5,222,4.9508
1982,9,2,1,203,0.7896
1982,9,2,2,197,2.7148
1982,9,2,3,237,2.4107
1982,9,2,4,217,4.0439
1982,9,2,5,189,4.5334
1982,9,3,1,238,-0.1685
1982,9,3,2,267,1.1179
1982,9,3,3,273,0.3227
1982,9,3,4,309,1.3258
1982,9,3,5,292,1.7279
1982,10,1,1,294,11.4902
1982,10,1,2,330,14.6600
1982,10,1,3,385,12.8469
1982,10,1,4,285,14.3365
1982,10,1,5,199,15.0528
1982,10,2,1,174,13.2133
1982,10,2,2,174,12.3493
1982,10,2,3,203,13.8257
1982,10,2,4,193,14.1768
1982,10,2,5,161,11.9094
1982,10,3,1,201,10.8271
1982,10,3,2,222,10.6224
1982,10,3,3,221,11.3361
1982,10,3,4,259,9.9747
1982,10,3,5,250,10.9859
1982,11,1,1,286,8.2788
1982,11,1,2,345,9.2518
1982,11,1,3,372,11.2760
1982,11,1,4,274,11.4897
1982,11,1,5,198,8.2076
1982,11,2,1,178,5.9663
1982,11,2,2,180,6.5279
1982,11,2,3,215,8.8245
1982,11,2,4,199,10.2205
1982,11,2,5,169,10.6393
1982,11,3,1,235,2.7374
1982,11,3,2,254,2.0189
1982,11,3,3,242,3.0036
1982,11,3,4,292,4.6037
1982,11,3,5,264,7.2640
1982,12,1,1,298,2.7227
1982,12,1,2,359,2.1849
1982,12,1,3,398,1.5338
1982,12,1,4,307,1.6691
1982,12,1,5,203,2.5275
1982,12,2,1,187,0.9575
1982,12,2,2,193,1.5411
1982,12,2,3,228,1.3032
1982,12,2,4,212,2.5418
1982,12,2,5,178,1.3059
1982,12,3,1,240,2.7011
1982,12,3,2,267,1.7258
1982,12,3,3,253,1.6746
1982,12,3,4,298,0.8521
1982,12,3,5,269,2.0073
1983,1,1,1,276,8.3256
1983,1,1,2,343,7.5905
1983,1,1,3,362,9.6337
1983,1,1,4,285,10.4164
1983,1,1,5,199,7.9781
1983,1,2,1,160,7.7632
1983,1,2,2,174,6.8365
1983,1,2,3,205,6.5204
1983,1,2,4,197,5.5869
1983,1,2,5,167,4.6193
1983,1,3,1,206,5.7778
1983,1,3,2,224,4.6797
1983,1,3,3,215,5.5620
1983,1,3,4,253,3.6482
1983,1,3,5,238,2.3703
1983,2,1,1,256,3.5874
1983,2,1,2,310,7.1791
1983,2,1,3,343,5.6046
1983,2,1,4,275,7.4926
1983,2,1,5,189,6.6380
1983,2,2,1,158,3.3050
1983,2,2,2,172,5.2480
1983,2,2,3,196,5.2246
1983,2,2,4,194,5.7297
1983,2,2,5,166,7.7565
1983,2,3,1,206,1.6934
1983,2,3,2,241,3.3979
1983,2,3,3,225,1.3778
1983,2,3,4,263,2.1337
1983,2,3,5,241,3.5926
1983,3,1,1,265,4.9741
1983,3,1,2,314,5.4753
1983,3,1,3,366,5.2763
1983,3,1,4,300,6.2443
1983,3,1,5,213,7.7413
1983,3,2,1,162,3.9119
1983,3,2,2,194,4.0034
1983,3,2,3,218,3.2949
1983,3,2,4,214,5.8098
1983,3,2,5,181,4.5652
1983,3,3,1,227,1.8822
1983,3,3,2,274,2.3090
1983,3,3,3,249,3.2578
1983,3,3,4,288,4.4434
1983,3,3,5,255,2.7435
1983,4,1,1,264,6.6410
1983,4,1,2,309,8.0396
1983,4,1,3,355,7.7516
1983,4,1,4,309,7.5637
1983,4,1,5,232,6.7962
1983,4,2,1,152,4.6629
1983,4,2,2,182,6.4166
1983,4,2,3,214,5.3972
1983,4,2,4,206,7.1864
1983,4,2,5,177,6.7785
1983,4,3,1,196,5.4516
1983,4,3,2,235,6.9863
1983,4,3,3,219,7.7254
1983,4,3,4,258,7.2716
1983,4,3,5,239,7.0301
1983,5,1,1,280,10.7513
1983,5,1,2,328,9.6045
1983,5,1,3,359,10.1046
1983,5,1,4,317,10.4613
1983,5,1,5,231,8.6948
1983,5,2,1,166,6.6150
1983,5,2,2,207,4.9527
1983,5,2,3,234,6.0660
1983,5,2,4,226,4.8852
1983,5,2,5,200,5.5561
1983,5,3,1,228,2.3127
1983,5,3,2,276,1.2618
1983,5,3,3,262,0.8283
1983,5,3,4,295,-0.2388
1983,5,3,5,257,-1.7954
1983,6,1,1,291,2.5921
1983,6,1,2,341,3.8423
1983,6,1,3,370,4.7078
1983,6,1,4,350,3.9809
1983,6,1,5,248,4.6400
1983,6,2,1,180,4.7311
1983,6,2,2,217,5.2742
1983,6,2,3,234,6.2351
1983,6,2,4,235,4.7611
1983,6,2,5,207,6.8041
1983,6,3,1,237,2.0939
1983,6,3,2,280,2.5348
1983,6,3,3,270,4.1008
1983,6,3,4,301,3.9978
1983,6,3,5,267,6.1415
1983,7,1,1,278,-0.4271
1983,7,1,2,321,-2.2840
1983,7,1,3,361,-0.8396
1983,7,1,4,342,-1.2811
1983,7,1,5,249,-0.5519
1983,7,2,1,171,-1.9654
1983,7,2,2,199,-1.0571
1983,7,2,3,229,-1.3136
1983,7,2,4,223,-2.0183
1983,7,2,5,196,-2.6617
1983,7,3,1,223,-3.8217
1983,7,3,2,258,-3.2327
1983,7,3,3,257,-3.1421
1983,7,3,4,271,-1.1852
1983,7,3,5,259,-3.8263
1983,8,1,1,275,-2.9376
1983,8,1,2,336,-1.7724
1983,8,1,3,373,-3.0871
1983,8,1,4,345,-2.4948
1983,8,1,5,245,-0.9208
1983,8,2,1,173,-1.7024
1983,8,2,2,203,-2.0957
1983,8,2,3,224,-2.9184
1983,8,2,4,231,-2.4173
1983,8,2,5,204,-3.3817
1983,8,3,1,237,3.5956
1983,8,3,2,275,2.7363
1983,8,3,3,276,1.7613
1983,8,3,4,289,0.8010
1983,8,3,5,270,-1.8725
1983,9,1,1,298,-1.2966
1983,9,1,2,359,0.3905
1983,9,1,3,383,0.3060
1983,9,1,4,342,1.5453
1983,9,1,5,235,3.2605
1983,9,2,1,181,2.7881
1983,9,2,2,205,2.4564
1983,9,2,3,226,2.8619
1983,9,2,4,235,3.1768
1983,9,2,5,212,3.4242
1983,9,3,1,241,0.1541
1983,9,3,2,286,1.5035
1983,9,3,3,276,1.5393
1983,9,3,4,298,2.3876
1983,9,3,5,265,2.9079
1983,10,1,1,268,-7.0827
1983,10,1,2,323,-5.3983
1983,10,1,3,339,-4.1315
1983,10,1,4,323,-4.8729
1983,10,1,5,231,-5.8831
1983,10,2,1,176,-5.5966
1983,10,2,2,191,-3.9160
1983,10,2,3,195,-4.6066
1983,10,2,4,213,-5.5338
1983,10,2,5,193,-5.9947
1983,10,3,1,199,-3.9849
1983,10,3,2,234,-2.0036
1983,10,3,3,238,-0.2231
1983,10,3,4,264,-0.2932
1983,10,3,5,237,-0.9557
1983,11,1,1,297,4.0590
1983,11,1,2,376,4.6365
1983,11,1,3,388,5.3145
1983,11,1,4,353,5.1371
1983,11,1,5,251,7.3970
1983,11,2,1,189,5.7490
1983,11,2,2,221,4.4349
1983,11,2,3,231,6.5726
1983,11,2,4,236,5.4486
1983,11,2,5,204,6.3978
1983,11,3,1,209,2.6965
1983,11,3,2,260,2.9451
1983,11,3,3,279,2.8991
1983,11,3,4,306,0.5758
1983,11,3,5,276,2.7339
1983,12,1,1,387,-0.9689
1983,12,1,2,428,-1.1548
1983,12,1,3,430,-0.2664
1983,12,1,4,395,-1.3984
1983,12,1,5,273,-1.5201
1983,12,2,1,202,0.0455
1983,12,2,2,245,0.2386
1983,12,2,3,236,-1.1242
1983,12,2,4,249,-1.2571
1983,12,2,5,210,-3.0413
1983,12,3,1,212,1.4100
1983,12,3,2,273,-0.3642
1983,12,3,3,289,-1.5554
1983,12,3,4,318,-0.6758
1983,12,3,5,274,-1.5735
1984,1,1,1,395,1.4683
1984,1,1,2,409,3.2248
1984,1,1,3,397,1.1996
1984,1,1,4,350,-1.3082
1984,1,1,5,256,-1.9607
1984,1,2,1,185,-0.0949
1984,1,2,2,218,0.0216
1984,1,2,3,222,-1.6928
1984,1,2,4,218,-4.6790
1984,1,2,5,189,-5.5183
1984,1,3,1,185,0.9960
1984,1,3,2,230,0.8748
1984,1,3,3,243,1.6816
1984,1,3,4,272,-4.2454
1984,1,3,5,246,-3.8432
1984,2,1,1,401,-5.3348
1984,2,1,2,432,-5.8344
1984,2,1,3,384,-6.0183
1984,2,1,4,352,-6.3263
1984,2,1,5,260,-6.6615
1984,2,2,1,183,-4.1752
1984,2,2,2,214,-4.6728
1984,2,2,3,226,-4.0069
1984,2,2,4,217,-5.8581
1984,2,2,5,208,-4.6724
1984,2,3,1,204,-3.9706
1984,2,3,2,251,-2.8864
1984,2,3,3,256,-2.6336
1984,2,3,4,284,-3.9672
1984,2,3,5,271,-4.3060
1984,3,1,1,458,1.1544
1984,3,1,2,491,0.8267
1984,3,1,3,440,2.3555
1984,3,1,4,399,0.6061
1984,3,1,5,292,1.5110
1984,3,2,1,203,2.4865
1984,3,2,2,236,1.3880
1984,3,2,3,254,0.6721
1984,3,2,4,242,-0.2542
1984,3,2,5,231,1.5834
1984,3,3,1,213,2.2067
1984,3,3,2,265,0.4454
1984,3,3,3,289,1.7274
1984,3,3,4,313,2.3706
1984,3,3,5,293,1.4333
1984,4,1,1,489,-1.7792
1984,4,1,2,507,-1.0747
1984,4,1,3,431,-1.1515
1984,4,1,4,388,-1.3514
1984,4,1,5,304,-0.7675
1984,4,2,1,183,0.7013
1984,4,2,2,222,1.1601
1984,4,2,3,236,-0.0049
1984,4,2,4,220,-0.5209
1984,4,2,5,201,0.5936
1984,4,3,1,197,0.5547
1984,4,3,2,220,1.4510
1984,4,3,3,250,1.2087
1984,4,3,4,273,0.0470
1984,4,3,5,271,0.8138
1984,5,1,1,607,-6.0781
1984,5,1,2,557,-5.3292
1984,5,1,3,481,-4.0337
1984,5,1,4,420,-4.7115
1984,5,1,5,317,-3.4566
1984,5,2,1,205,-5.9925
1984,5,2,2,236,-4.3324
1984,5,2,3,248,-4.2059
1984,5,2,4,245,-4.6883
1984,5,2,5,219,-3.9678
1984,5,3,1,222,-5.3926
1984,5,3,2,255,-4.7839
1984,5,3,3,288,-4.8207
1984,5,3,4,308,-4.8038
1984,5,3,5,298,-4.4167
1984,6,1,1,679,0.2373
1984,6,1,2,619,2.4181
1984,6,1,3,520,3.3638
1984,6,1,4,486,3.4285
1984,6,1,5,350,3.8542
1984,6,2,1,219,1.2432
1984,6,2,2,249,1.9358
1984,6,2,3,265,2.4609
1984,6,2,4,267,4.0293
1984,6,2,5,234,6.6172
1984,6,3,1,237,-0.2526
1984,6,3,2,266,2.3164
1984,6,3,3,289,2.0705
1984,6,3,4,322,2.5260
1984,6,3,5,315,3.6269
1984,7,1,1,678,-5.5943
1984,7,1,2,618,-5.1286
1984,7,1,3,501,-3.2998
1984,7,1,4,479,-4.7514
1984,7,1,5,346,-2.9131
1984,7,2,1,213,-7.5432
1984,7,2,2,229,-6.0046
1984,7,2,3,254,-3.8161
1984,7,2,4,250,-2.8762
1984,7,2,5,220,-3.0527
1984,7,3,1,211,-5.4529
1984,7,3,2,240,-3.4127
1984,7,3,3,269,-2.4288
1984,7,3,4,305,-0.9992
1984,7,3,5,289,0.0096
1984,8,1,1,735,8.8817
1984,8,1,2,659,10.2145
1984,8,1,3,528,10.6973
1984,8,1,4,492,11.6928
1984,8,1,5,343,12.1119
1984,8,2,1,214,12.2544
1984,8,2,2,241,11.2389
1984,8,2,3,258,12.1812
1984,8,2,4,243,13.6314
1984,8,2,5,223,14.1326
1984,8,3,1,210,11.9642
1984,8,3,2,243,11.4805
1984,8,3,3,280,11.6476
1984,8,3,4,324,10.9838
1984,8,3,5,301,10.6264
1984,9,1,1,812,-1.1875
1984,9,1,2,715,0.1563
1984,9,1,3,578,0.6017
1984,9,1,4,512,-0.6972
1984,9,1,5,376,-1.1421
1984,9,2,1,225,-0.4924
1984,9,2,2,243,-0.4307
1984,9,2,3,269,-0.8054
1984,9,2,4,256,-1.6812
1984,9,2,5,237,-1.7946
1984,9,3,1,218,0.3277
1984,9,3,2,247,0.8633
1984,9,3,3,281,0.0522
1984,9,3,4,339,-0.5693
1984,9,3,5,310,-1.4979
1984,10,1,1,793,-3.1720
1984,10,1,2,652,-3.3843
1984,10,1,3,530,-2.8640
1984,10,1,4,469,-1.8395
1984,10,1,5,370,-0.8918
1984,10,2,1,199,-3.6282
1984,10,2,2,223,-1.0500
1984,10,2,3,241,-0.7685
1984,10,2,4,230,-1.4619
1984,10,2,5,213,0.6246
1984,10,3,1,188,-0.7835
1984,10,3,2,199,0.0267
1984,10,3,3,230,-0.3249
1984,10,3,4,299,0.8781
1984,10,3,5,286,1.0775
1984,11,1,1,775,-4.0158
1984,11,1,2,714,-2.3906
1984,11,1,3,586,-2.9702
1984,11,1,4,540,-2.8300
1984,11,1,5,394,-3.1124
1984,11,2,1,218,-3.3982
1984,11,2,2,234,0.5712
1984,11,2,3,263,-0.9546
1984,11,2,4,248,-1.6165
1984,11,2,5,237,-2.8280
1984,11,3,1,221,-1.0536
1984,11,3,2,234,0.3444
1984,11,3,3,265,-0.6550
1984,11,3,4,312,-0.7107
1984,11,3,5,299,-1.9584
1984,12,1,1,810,0.1481
1984,12,1,2,771,-0.1078
1984,12,1,3,650,1.3120
1984,12,1,4,596,1.0041
1984,12,1,5,423,2.3335
1984,12,2,1,225,0.8433
1984,12,2,2,241,1.9362
1984,12,2,3,283,2.4700
1984,12,2,4,252,2.6444
1984,12,2,5,247,3.1615
1984,12,3,1,218,1.1330
1984,12,3,2,236,1.2764
1984,12,3,3,275,1.8522
1984,12,3,4,315,2.4628
1984,12,3,5,306,2.7360
1985,1,1,1,760,12.6899
1985,1,1,2,704,11.9820
1985,1,1,3,602,12.7078
1985,1,1,4,569,12.8288
1985,1,1,5,403,13.4336
1985,1,2,1,213,11.4678
1985,1,2,2,227,8.6960
1985,1,2,3,259,9.9494
1985,1,2,4,237,10.4253
1985,1,2,5,231,14.4368
1985,1,3,1,191,7.8981
1985,1,3,2,209,5.5954
1985,1,3,3,229,7.1881
1985,1,3,4,275,7.9121
1985,1,3,5,270,9.2394
1985,2,1,1,713,2.0784
1985,2,1,2,681,2.1744
1985,2,1,3,609,2.8865
1985,2,1,4,571,4.2091
1985,2,1,5,394,4.5296
1985,2,2,1,210,1.0313
1985,2,2,2,225,1.4226
1985,2,2,3,250,1.9961
1985,2,2,4,247,1.9948
1985,2,2,5,241,2.6353
1985,2,3,1,208,1.5119
1985,2,3,2,234,1.8052
1985,2,3,3,242,1.5745
1985,2,3,4,290,1.2558
1985,2,3,5,295,1.4035
1985,3,1,1,751,-2.4566
1985,3,1,2,723,-1.3478
1985,3,1,3,656,-1.1772
1985,3,1,4,613,-2.4814
1985,3,1,5,414,-1.8109
1985,3,2,1,218,-1.9443
1985,3,2,2,256,-0.8985
1985,3,2,3,268,-1.3919
1985,3,2,4,269,-2.7089
1985,3,2,5,238,-3.8765
1985,3,3,1,228,1.1818
1985,3,3,2,251,2.2330
1985,3,3,3,256,0.5014
1985,3,3,4,306,-0.5876
1985,3,3,5,319,-1.1120
1985,4,1,1,667,-2.9983
1985,4,1,2,671,-2.3717
1985,4,1,3,586,-0.3544
1985,4,1,4,615,-1.1249
1985,4,1,5,394,-0.8241
1985,4,2,1,208,-1.9563
1985,4,2,2,232,-1.3885
1985,4,2,3,227,-1.2536
1985,4,2,4,245,-1.9707
1985,4,2,5,224,-1.9710
1985,4,3,1,203,0.3750
1985,4,3,2,220,-0.3596
1985,4,3,3,210,-0.5787
1985,4,3,4,256,-0.5602
1985,4,3,5,293,-1.4371
1985,5,1,1,685,1.4755
1985,5,1,2,693,1.3510
1985,5,1,3,613,2.7958
1985,5,1,4,683,2.6209
1985,5,1,5,467,3.9259
1985,5,2,1,232,2.8420
1985,5,2,2,261,3.1749
1985,5,2,3,247,3.5211
1985,5,2,4,261,3.8111
1985,5,2,5,239,4.4672
1985,5,3,1,239,4.2476
1985,5,3,2,253,6.7139
1985,5,3,3,242,6.3036
1985,5,3,4,303,6.4595
1985,5,3,5,318,6.2438
1985,6,1,1,729,-0.6930
1985,6,1,2,738,-0.2759
1985,6,1,3,657,-0.4227
1985,6,1,4,711,0.7566
1985,6,1,5,516,0.6114
1985,6,2,1,238,-0.4048
1985,6,2,2,270,1.6471
1985,6,2,3,239,0.3412
1985,6,2,4,272,0.3358
1985,6,2,5,243,2.2876
1985,6,3,1,239,1.0702
1985,6,3,2,262,1.3792
1985,6,3,3,242,1.5898
1985,6,3,4,316,2.1101
1985,6,3,5,329,1.8761
1985,7,1,1,684,1.7565
1985,7,1,2,670,1.6529
1985,7,1,3,646,3.6491
1985,7,1,4,659,3.0157
1985,7,1,5,502,3.5005
1985,7,2,1,223,2.1248
1985,7,2,2,253,1.8616
1985,7,2,3,229,2.9189
1985,7,2,4,252,3.7575
1985,7,2,5,222,3.4355
1985,7,3,1,216,1.4308
1985,7,3,2,241,0.2125
1985,7,3,3,215,0.0530
1985,7,3,4,277,-1.3315
1985,7,3,5,298,-0.4559
1985,8,1,1,668,-1.3260
1985,8,1,2,654,-1.1817
1985,8,1,3,657,-0.0255
1985,8,1,4,654,-0.3664
1985,8,1,5,516,-0.7060
1985,8,2,1,237,-0.4481
1985,8,2,2,255,0.5239
1985,8,2,3,222,-0.3997
1985,8,2,4,254,-1.2961
1985,8,2,5,237,-2.4309
1985,8,3,1,247,-1.0625
1985,8,3,2,255,0.0411
1985,8,3,3,240,-0.5502
1985,8,3,4,285,0.1796
1985,8,3,5,305,-0.4531
1985,9,1,1,672,-5.7631
1985,9,1,2,675,-4.2651
1985,9,1,3,663,-4.7023
1985,9,1,4,677,-4.5883
1985,9,1,5,529,-6.1665
1985,9,2,1,243,-6.4013
1985,9,2,2,251,-5.1317
1985,9,2,3,219,-4.7678
1985,9,2,4,255,-5.3551
1985,9,2,5,238,-6.4853
1985,9,3,1,254,-2.7195
1985,9,3,2,260,-2.6036
1985,9,3,3,246,-2.9116
1985,9,3,4,288,-3.5446
1985,9,3,5,309,-4.1845
1985,10,1,1,611,1.1798
1985,10,1,2,581,1.2737
1985,10,1,3,559,2.4907
1985,10,1,4,584,3.4184
1985,10,1,5,496,2.9036
1985,10,2,1,223,1.9656
1985,10,2,2,219,4.1137
1985,10,2,3,188,2.9168
1985,10,2,4,222,3.4948
1985,10,2,5,214,5.9340
1985,10,3,1,208,4.2349
1985,10,3,2,215,4.4223
1985,10,3,3,201,4.3294
1985,10,3,4,228,4.6136
1985,10,3,5,269,3.8209
