year,month,rank_ME,rank_Abr_6,nstocks,ret_vw
1973,4,2,3,162,-6.8453
1973,4,2,4,163,-6.3260
1973,4,2,5,199,-7.2888
1973,4,3,1,209,-5.9644
1973,4,3,2,254,-4.4560
1973,4,3,3,261,-4.3022
1973,4,3,4,262,-4.4369
1973,4,3,5,205,-5.0766
1973,5,1,1,454,-10.6211
1973,5,1,2,300,-9.8215
1973,5,1,3,269,-7.2073
1973,5,1,4,303,-8.6677
1973,5,1,5,458,-10.7196
1973,5,2,1,216,-8.3849
1973,5,2,2,170,-8.7966
1973,5,2,3,179,-7.9463
1973,5,2,4,185,-7.7249
1973,5,2,5,219,-10.6643
1973,5,3,1,232,-3.4875
1973,5,3,2,284,-1.6053
1973,5,3,3,298,-0.3325
1973,5,3,4,285,-1.6065
1973,5,3,5,232,-2.8763
1973,6,1,1,512,-4.7026
1973,6,1,2,339,-3.8703
1973,6,1,3,290,-2.8244
1973,6,1,4,319,-3.0774
1973,6,1,5,493,-3.8717
1973,6,2,1,223,-4.5406
1973,6,2,2,182,-4.5745
1973,6,2,3,184,-4.4754
1973,6,2,4,192,-3.8407
1973,6,2,5,223,-3.3918
1973,6,3,1,240,-3.8378
1973,6,3,2,300,-0.3842
1973,6,3,3,308,-1.1034
1973,6,3,4,284,-0.4682
1973,6,3,5,243,-1.0730
1973,7,1,1,517,15.1909
1973,7,1,2,341,14.9960
1973,7,1,3,283,11.0617
1973,7,1,4,312,13.6924
1973,7,1,5,500,16.1821
1973,7,2,1,206,16.0357
1973,7,2,2,182,13.1603
1973,7,2,3,179,12.6085
1973,7,2,4,180,10.8554
1973,7,2,5,216,14.4105
1973,7,3,1,223,9.6178
1973,7,3,2,276,5.5050
1973,7,3,3,292,5.0273
1973,7,3,4,260,3.5638
1973,7,3,5,231,5.1084
1973,8,1,1,524,-7.8800
1973,8,1,2,369,-6.5731
1973,8,1,3,319,-5.7830
1973,8,1,4,349,-6.1372
1973,8,1,5,523,-6.0069
1973,8,2,1,224,-5.4435
1973,8,2,2,192,-3.5524
1973,8,2,3,174,-2.9811
1973,8,2,4,198,-1.8569
1973,8,2,5,239,-3.6834
1973,8,3,1,238,-3.6477
1973,8,3,2,295,-3.4426
1973,8,3,3,332,-3.3978
1973,8,3,4,290,-3.1289
1973,8,3,5,257,-2.5725
1973,9,1,1,531,10.1878
1973,9,1,2,383,9.2553
1973,9,1,3,348,9.5685
1973,9,1,4,375,8.3731
1973,9,1,5,522,9.4816
1973,9,2,1,234,11.1865
1973,9,2,2,198,12.3714
1973,9,2,3,179,10.6736
1973,9,2,4,212,11.6179
1973,9,2,5,236,11.8978
1973,9,3,1,242,7.3271
1973,9,3,2,304,1.3339
1973,9,3,3,345,5.5762
1973,9,3,4,305,7.4524
1973,9,3,5,254,4.3749
1973,10,1,1,507,-0.4365
1973,10,1,2,373,-0.5590
1973,10,1,3,337,-0.2473
1973,10,1,4,356,0.8168
1973,10,1,5,495,0.4275
1973,10,2,1,219,-3.1610
1973,10,2,2,175,0.7166
1973,10,2,3,153,1.3804
1973,10,2,4,207,1.2605
1973,10,2,5,211,-0.2395
1973,10,3,1,206,-3.9722
1973,10,3,2,269,1.4630
1973,10,3,3,305,0.5879
1973,10,3,4,252,0.2521
1973,10,3,5,222,0.2369
1973,11,1,1,534,-21.1367
1973,11,1,2,395,-20.8790
1973,11,1,3,375,-18.8237
1973,11,1,4,378,-20.1867
1973,11,1,5,529,-21.7603
1973,11,2,1,225,-20.1085
1973,11,2,2,196,-19.3265
1973,11,2,3,189,-19.2173
1973,11,2,4,230,-18.9679
1973,11,2,5,229,-21.1199
1973,11,3,1,230,-14.4050
1973,11,3,2,315,-10.9893
1973,11,3,3,352,-10.6915
1973,11,3,4,299,-11.5008
1973,11,3,5,250,-14.7839
1973,12,1,1,560,-5.9189
1973,12,1,2,431,-4.5601
1973,12,1,3,396,-3.5561
1973,12,1,4,411,-4.1510
1973,12,1,5,543,-3.9419
1973,12,2,1,241,-3.4478
1973,12,2,2,205,-3.3385
1973,12,2,3,204,-0.6917
1973,12,2,4,246,0.7388
1973,12,2,5,240,-0.1152
1973,12,3,1,234,-3.3791
1973,12,3,2,332,-0.0386
1973,12,3,3,367,1.8482
1973,12,3,4,329,3.0420
1973,12,3,5,273,2.6201
1974,1,1,1,545,18.3243
1974,1,1,2,401,17.8790
1974,1,1,3,368,18.2054
1974,1,1,4,368,15.5456
1974,1,1,5,499,17.1491
1974,1,2,1,228,10.5903
1974,1,2,2,173,12.1746
1974,1,2,3,175,10.7216
1974,1,2,4,212,7.9675
1974,1,2,5,222,12.7111
1974,1,3,1,208,1.6799
1974,1,3,2,298,-0.6401
1974,1,3,3,312,-1.1374
1974,1,3,4,299,-0.6389
1974,1,3,5,233,-1.8153
1974,2,1,1,521,-1.5552
1974,2,1,2,375,0.0373
1974,2,1,3,346,-2.1708
1974,2,1,4,352,-0.5401
1974,2,1,5,499,-0.6794
1974,2,2,1,219,0.9822
1974,2,2,2,171,1.1911
1974,2,2,3,182,0.3028
1974,2,2,4,224,0.6644
1974,2,2,5,245,1.2438
1974,2,3,1,208,2.1015
1974,2,3,2,316,-0.2541
1974,2,3,3,347,-0.1985
1974,2,3,4,322,0.4549
1974,2,3,5,254,0.0228
1974,3,1,1,566,0.9506
1974,3,1,2,420,2.5157
1974,3,1,3,374,1.9535
1974,3,1,4,372,2.2030
1974,3,1,5,528,0.6183
1974,3,2,1,232,-1.5128
1974,3,2,2,195,1.1744
1974,3,2,3,212,-0.3549
1974,3,2,4,254,-0.3116
1974,3,2,5,261,-0.0957
1974,3,3,1,246,-2.5686
1974,3,3,2,377,-2.6127
1974,3,3,3,398,-0.9973
1974,3,3,4,369,-2.2100
1974,3,3,5,290,-2.4562
1974,4,1,1,532,-7.0228
1974,4,1,2,391,-5.8443
1974,4,1,3,348,-5.1673
1974,4,1,4,343,-4.4212
1974,4,1,5,534,-4.4220
1974,4,2,1,222,-6.9505
1974,4,2,2,194,-5.5650
1974,4,2,3,205,-4.6055
1974,4,2,4,221,-5.1204
1974,4,2,5,249,-4.2620
1974,4,3,1,220,-4.6702
1974,4,3,2,330,-4.2957
1974,4,3,3,339,-3.0193
1974,4,3,4,327,-3.1227
1974,4,3,5,255,-4.6356
1974,5,1,1,553,-7.7646
1974,5,1,2,391,-7.6530
1974,5,1,3,373,-7.9100
1974,5,1,4,375,-6.2447
1974,5,1,5,539,-7.0100
1974,5,2,1,240,-8.7354
1974,5,2,2,225,-7.1123
1974,5,2,3,232,-7.3234
1974,5,2,4,246,-7.3421
1974,5,2,5,269,-6.9808
1974,5,3,1,267,-3.7399
1974,5,3,2,365,-2.8213
1974,5,3,3,392,-2.1248
1974,5,3,4,363,-2.6332
1974,5,3,5,290,-4.0601
1974,6,1,1,583,-4.1859
1974,6,1,2,410,-1.9254
1974,6,1,3,386,-2.9574
1974,6,1,4,418,-1.4464
1974,6,1,5,547,-1.7446
1974,6,2,1,249,-3.1909
1974,6,2,2,241,-0.7488
1974,6,2,3,254,-2.4296
1974,6,2,4,255,-1.7607
1974,6,2,5,282,-1.1088
1974,6,3,1,279,-2.8827
1974,6,3,2,381,-0.9991
1974,6,3,3,406,-1.8710
1974,6,3,4,381,-0.7800
1974,6,3,5,314,-2.6225
1974,7,1,1,578,-5.2564
1974,7,1,2,399,-5.3251
1974,7,1,3,371,-3.8393
1974,7,1,4,415,-3.6656
1974,7,1,5,541,-3.6206
1974,7,2,1,237,-4.8306
1974,7,2,2,224,-3.9683
1974,7,2,3,241,-3.3699
1974,7,2,4,237,-2.4007
1974,7,2,5,272,-3.8456
1974,7,3,1,267,-8.4722
1974,7,3,2,364,-8.9478
1974,7,3,3,381,-7.1794
1974,7,3,4,350,-6.9252
1974,7,3,5,292,-5.8684
1974,8,1,1,566,-8.3117
1974,8,1,2,396,-8.8216
1974,8,1,3,420,-6.6567
1974,8,1,4,418,-7.4455
1974,8,1,5,543,-6.4083
1974,8,2,1,240,-8.2574
1974,8,2,2,241,-7.6322
1974,8,2,3,264,-7.5179
1974,8,2,4,256,-8.3687
1974,8,2,5,289,-7.0614
1974,8,3,1,289,-10.0632
1974,8,3,2,364,-9.0231
1974,8,3,3,372,-7.3978
1974,8,3,4,385,-8.3862
1974,8,3,5,329,-9.6655
1974,9,1,1,537,-9.9518
1974,9,1,2,430,-8.0572
1974,9,1,3,427,-7.7375
1974,9,1,4,440,-7.6359
1974,9,1,5,564,-7.3924
1974,9,2,1,238,-11.3439
1974,9,2,2,257,-7.6991
1974,9,2,3,269,-8.2998
1974,9,2,4,271,-8.0486
1974,9,2,5,289,-9.7202
1974,9,3,1,307,-12.8150
1974,9,3,2,377,-11.6540
1974,9,3,3,403,-11.1468
1974,9,3,4,395,-11.9669
1974,9,3,5,329,-11.1292
1974,10,1,1,503,6.6398
1974,10,1,2,391,7.4852
1974,10,1,3,390,7.2196
1974,10,1,4,407,9.8505
1974,10,1,5,526,10.4580
1974,10,2,1,218,9.7260
1974,10,2,2,228,8.6526
1974,10,2,3,233,9.9549
1974,10,2,4,229,7.6319
1974,10,2,5,250,12.4794
1974,10,3,1,258,18.1081
1974,10,3,2,322,16.9799
1974,10,3,3,337,13.6799
1974,10,3,4,335,19.5937
1974,10,3,5,278,18.4855
1974,11,1,1,513,-6.4346
1974,11,1,2,429,-5.9214
1974,11,1,3,429,-4.6427
1974,11,1,4,424,-5.6675
1974,11,1,5,533,-6.4490
1974,11,2,1,239,-5.0879
1974,11,2,2,254,-4.6626
1974,11,2,3,265,-4.0948
1974,11,2,4,257,-4.2048
1974,11,2,5,265,-5.1153
1974,11,3,1,295,-4.0140
1974,11,3,2,363,-4.0784
1974,11,3,3,403,-5.2679
1974,11,3,4,387,-3.7112
1974,11,3,5,335,-2.8114
1974,12,1,1,531,-9.1985
1974,12,1,2,451,-10.1728
1974,12,1,3,459,-8.1565
1974,12,1,4,443,-7.5355
1974,12,1,5,542,-8.6362
1974,12,2,1,255,-6.8787
1974,12,2,2,270,-5.7664
1974,12,2,3,274,-5.5248
1974,12,2,4,267,-6.0636
1974,12,2,5,278,-6.3900
1974,12,3,1,303,-4.0666
1974,12,3,2,376,-2.2160
1974,12,3,3,419,-1.6710
1974,12,3,4,398,-2.2630
1974,12,3,5,351,-2.6591
1975,1,1,1,517,35.8999
1975,1,1,2,434,35.9338
1975,1,1,3,415,33.2416
1975,1,1,4,381,32.0917
1975,1,1,5,495,31.4374
1975,1,2,1,231,31.4262
1975,1,2,2,246,26.9180
1975,1,2,3,241,26.6466
1975,1,2,4,235,27.1493
1975,1,2,5,240,23.4167
1975,1,3,1,250,18.1701
1975,1,3,2,318,13.0817
1975,1,3,3,359,12.1653
1975,1,3,4,336,10.7956
1975,1,3,5,293,13.1828
1975,2,1,1,481,3.4413
1975,2,1,2,418,3.8776
1975,2,1,3,374,3.4059
1975,2,1,4,370,3.8625
1975,2,1,5,501,4.6247
1975,2,2,1,223,4.5799
1975,2,2,2,235,4.3077
1975,2,2,3,221,5.0622
1975,2,2,4,245,2.5102
1975,2,2,5,249,7.3710
1975,2,3,1,257,6.8142
1975,2,3,2,331,7.5311
1975,2,3,3,376,6.5486
1975,2,3,4,334,6.5642
1975,2,3,5,295,5.8709
1975,3,1,1,505,12.9951
1975,3,1,2,414,9.7212
1975,3,1,3,392,12.4085
1975,3,1,4,395,8.9064
1975,3,1,5,532,11.1942
1975,3,2,1,250,9.2454
1975,3,2,2,246,6.6608
1975,3,2,3,242,5.4864
1975,3,2,4,259,7.4212
1975,3,2,5,270,6.8744
1975,3,3,1,281,3.5854
1975,3,3,2,377,2.1234
1975,3,3,3,420,1.7591
1975,3,3,4,381,3.5521
1975,3,3,5,326,5.7413
1975,4,1,1,486,1.1895
1975,4,1,2,370,2.8392
1975,4,1,3,341,1.7436
1975,4,1,4,370,5.6385
1975,4,1,5,545,4.3908
1975,4,2,1,212,3.0525
1975,4,2,2,226,5.1840
1975,4,2,3,218,4.0199
1975,4,2,4,231,5.2327
1975,4,2,5,248,5.2325
1975,4,3,1,235,4.0725
1975,4,3,2,319,4.1829
1975,4,3,3,347,5.4174
1975,4,3,4,318,5.9841
1975,4,3,5,293,6.3549
1975,5,1,1,529,6.3168
1975,5,1,2,396,6.7778
1975,5,1,3,324,8.3237
1975,5,1,4,374,8.4088
1975,5,1,5,555,8.6446
1975,5,2,1,240,7.7851
1975,5,2,2,242,7.9821
1975,5,2,3,256,7.0895
1975,5,2,4,253,8.0746
1975,5,2,5,264,7.8138
1975,5,3,1,254,6.5104
1975,5,3,2,369,5.2586
1975,5,3,3,388,5.1678
1975,5,3,4,373,4.7005
1975,5,3,5,333,5.5326
1975,6,1,1,554,9.8042
1975,6,1,2,415,9.6907
1975,6,1,3,346,8.6185
1975,6,1,4,375,8.7144
1975,6,1,5,575,9.6579
1975,6,2,1,256,6.7799
1975,6,2,2,257,6.6155
1975,6,2,3,254,7.0441
1975,6,2,4,262,6.9333
1975,6,2,5,266,5.3969
1975,6,3,1,273,5.8399
1975,6,3,2,373,5.6520
1975,6,3,3,398,3.6984
1975,6,3,4,388,5.6643
1975,6,3,5,345,5.8374
1975,7,1,1,563,-1.0629
1975,7,1,2,416,-1.4541
1975,7,1,3,332,-1.3318
1975,7,1,4,369,-2.5154
1975,7,1,5,571,-1.9379
1975,7,2,1,240,-4.6741
1975,7,2,2,244,-3.3169
1975,7,2,3,242,-2.9653
1975,7,2,4,237,-3.3960
1975,7,2,5,262,-3.8913
1975,7,3,1,251,-6.2853
1975,7,3,2,350,-5.7217
1975,7,3,3,364,-6.8237
1975,7,3,4,352,-6.0902
1975,7,3,5,310,-7.2509
1975,8,1,1,574,-7.7399
1975,8,1,2,422,-5.9518
1975,8,1,3,335,-6.7460
1975,8,1,4,372,-5.5799
1975,8,1,5,587,-6.4050
1975,8,2,1,249,-5.0907
1975,8,2,2,266,-4.2114
1975,8,2,3,246,-4.1423
1975,8,2,4,238,-4.1668
1975,8,2,5,282,-4.8034
1975,8,3,1,270,-2.2376
1975,8,3,2,377,-1.6118
1975,8,3,3,389,-1.2233
1975,8,3,4,376,-1.5179
1975,8,3,5,312,-2.3412
1975,9,1,1,576,-3.8529
1975,9,1,2,425,-3.5546
1975,9,1,3,351,-2.2648
1975,9,1,4,372,-3.0751
1975,9,1,5,579,-3.3817
1975,9,2,1,265,-4.5784
1975,9,2,2,266,-3.4926
1975,9,2,3,240,-3.2302
1975,9,2,4,233,-2.8021
1975,9,2,5,276,-2.3720
1975,9,3,1,280,-4.5131
1975,9,3,2,381,-3.4825
1975,9,3,3,394,-3.1960
1975,9,3,4,381,-3.0555
1975,9,3,5,316,-3.6027
1975,10,1,1,562,1.4100
1975,10,1,2,382,1.8830
1975,10,1,3,317,1.7727
1975,10,1,4,327,1.8439
1975,10,1,5,552,1.8685
1975,10,2,1,251,1.4096
1975,10,2,2,224,3.8012
1975,10,2,3,210,2.8935
1975,10,2,4,211,2.4959
1975,10,2,5,243,2.6270
1975,10,3,1,232,5.3365
1975,10,3,2,325,7.0436
1975,10,3,3,331,6.4094
1975,10,3,4,325,5.8661
1975,10,3,5,266,6.4318
1975,11,1,1,578,1.7802
1975,11,1,2,393,2.5853
1975,11,1,3,343,4.1713
1975,11,1,4,323,4.6115
1975,11,1,5,540,3.3692
1975,11,2,1,261,3.1906
1975,11,2,2,253,4.0106
1975,11,2,3,220,3.0299
1975,11,2,4,236,3.6181
1975,11,2,5,269,3.2728
1975,11,3,1,269,2.8435
1975,11,3,2,378,3.1179
1975,11,3,3,379,2.6628
1975,11,3,4,369,2.3211
1975,11,3,5,299,4.0334
1975,12,1,1,606,-1.7639
1975,12,1,2,407,-1.4742
1975,12,1,3,349,-1.8645
1975,12,1,4,346,-1.0508
1975,12,1,5,546,-1.9427
1975,12,2,1,269,-1.1994
1975,12,2,2,266,-0.6423
1975,12,2,3,221,-1.1310
1975,12,2,4,251,0.0211
1975,12,2,5,273,-1.7502
1975,12,3,1,286,-1.3435
1975,12,3,2,387,-1.5041
1975,12,3,3,391,-0.4461
1975,12,3,4,385,-1.0201
1975,12,3,5,311,-2.4293
1976,1,1,1,527,24.9972
1976,1,1,2,358,22.7654
1976,1,1,3,304,23.9592
1976,1,1,4,297,26.1329
1976,1,1,5,490,25.5561
1976,1,2,1,249,19.6018
1976,1,2,2,221,17.8239
1976,1,2,3,187,18.6374
1976,1,2,4,223,19.2862
1976,1,2,5,243,20.1929
1976,1,3,1,246,14.7055
1976,1,3,2,331,12.0205
1976,1,3,3,338,11.7646
1976,1,3,4,330,11.6123
1976,1,3,5,247,12.1796
1976,2,1,1,495,13.0574
1976,2,1,2,348,12.5793
1976,2,1,3,296,12.4982
1976,2,1,4,303,13.7239
1976,2,1,5,470,12.5517
1976,2,2,1,241,7.9251
1976,2,2,2,225,7.1244
1976,2,2,3,181,6.0910
1976,2,2,4,226,5.9262
1976,2,2,5,252,7.7888
1976,2,3,1,254,-0.0487
1976,2,3,2,344,-0.7826
1976,2,3,3,343,-0.0605
1976,2,3,4,346,-1.4916
1976,2,3,5,261,1.5227
1976,3,1,1,511,-0.0139
1976,3,1,2,385,1.0118
1976,3,1,3,327,1.4273
1976,3,1,4,357,0.8036
1976,3,1,5,531,0.4299
1976,3,2,1,263,1.0665
1976,3,2,2,238,0.8496
1976,3,2,3,203,2.8284
1976,3,2,4,250,1.9120
1976,3,2,5,276,1.2618
1976,3,3,1,289,1.7258
1976,3,3,2,383,3.8534
1976,3,3,3,385,2.8637
1976,3,3,4,399,2.2298
1976,3,3,5,291,1.9354
1976,4,1,1,518,-4.0695
1976,4,1,2,350,-0.9126
1976,4,1,3,311,-1.1809
1976,4,1,4,359,-1.6003
1976,4,1,5,516,-2.9571
1976,4,2,1,229,-1.3886
1976,4,2,2,217,-0.3229
1976,4,2,3,185,-0.5810
1976,4,2,4,234,-2.1227
1976,4,2,5,247,-1.0794
1976,4,3,1,247,-1.7923
1976,4,3,2,347,-0.6831
1976,4,3,3,346,-0.5953
1976,4,3,4,336,-1.1617
1976,4,3,5,248,-0.3790
1976,5,1,1,544,-3.0641
1976,5,1,2,381,-2.9095
1976,5,1,3,332,-2.4031
1976,5,1,4,361,-2.8136
1976,5,1,5,558,-3.4759
1976,5,2,1,244,-1.4093
1976,5,2,2,237,-1.4219
1976,5,2,3,207,-1.5310
1976,5,2,4,261,-1.3984
1976,5,2,5,271,-1.9717
1976,5,3,1,287,0.1143
1976,5,3,2,393,-0.6643
1976,5,3,3,398,-1.0318
1976,5,3,4,383,-0.8093
1976,5,3,5,282,-0.7779
1976,6,1,1,580,3.7093
1976,6,1,2,400,3.2901
1976,6,1,3,360,3.4695
1976,6,1,4,396,3.1189
1976,6,1,5,589,3.2974
1976,6,2,1,258,4.2110
1976,6,2,2,257,3.2652
1976,6,2,3,229,4.6551
1976,6,2,4,279,4.6695
1976,6,2,5,282,6.3488
1976,6,3,1,301,4.9828
1976,6,3,2,404,3.6653
1976,6,3,3,417,4.6386
1976,6,3,4,405,5.1594
1976,6,3,5,310,3.8678
1976,7,1,1,568,-1.6544
1976,7,1,2,381,0.6792
1976,7,1,3,362,0.9028
1976,7,1,4,383,-0.4867
1976,7,1,5,579,0.3325
1976,7,2,1,254,-1.2063
1976,7,2,2,238,0.8107
1976,7,2,3,225,0.5847
1976,7,2,4,266,0.1534
1976,7,2,5,269,0.5468
1976,7,3,1,274,-1.2890
1976,7,3,2,365,-0.2486
1976,7,3,3,386,-0.7367
1976,7,3,4,371,-1.5045
1976,7,3,5,284,-1.0880
1976,8,1,1,468,-3.4526
1976,8,1,2,306,-0.9228
1976,8,1,3,287,-1.5544
1976,8,1,4,314,-1.6725
1976,8,1,5,477,-2.6707
1976,8,2,1,252,-2.7521
1976,8,2,2,232,-1.2796
1976,8,2,3,238,-1.7599
1976,8,2,4,261,-1.1878
1976,8,2,5,269,-2.3540
1976,8,3,1,259,-0.2517
1976,8,3,2,367,0.2663
1976,8,3,3,396,0.2737
1976,8,3,4,371,0.3054
1976,8,3,5,280,-1.7239
1976,9,1,1,471,1.4645
