year,month,rank_ME,rank_IM_1,nstocks,ret_vw
1967,1,1,1,201,18.8954
1967,1,1,2,250,18.3305
1967,1,1,3,245,18.7585
1967,1,1,4,128,19.1101
1967,1,1,5,110,20.3770
1967,1,2,1,70,18.4894
1967,1,2,2,117,17.0066
1967,1,2,3,108,14.3903
1967,1,2,4,44,14.6497
1967,1,2,5,76,13.1313
1967,1,3,1,84,11.6611
1967,1,3,2,117,13.2087
1967,1,3,3,126,12.5785
1967,1,3,4,95,6.9152
1967,1,3,5,192,7.8405
1967,2,1,1,218,6.6268
1967,2,1,2,207,4.1681
1967,2,1,3,244,4.8562
1967,2,1,4,150,5.6764
1967,2,1,5,119,5.5279
1967,2,2,1,88,1.0520
1967,2,2,2,102,2.3525
1967,2,2,3,115,4.4400
1967,2,2,4,47,4.4725
1967,2,2,5,62,4.9848
1967,2,3,1,100,-0.9233
1967,2,3,2,115,1.7362
1967,2,3,3,254,0.2780
1967,2,3,4,59,4.0808
1967,2,3,5,87,3.4163
1967,3,1,1,223,7.6864
1967,3,1,2,213,8.5268
1967,3,1,3,200,11.4101
1967,3,1,4,168,7.6488
1967,3,1,5,129,7.8083
1967,3,2,1,85,2.0279
1967,3,2,2,91,8.5806
1967,3,2,3,122,9.5564
1967,3,2,4,83,7.8349
1967,3,2,5,42,9.1614
1967,3,3,1,103,0.3649
1967,3,3,2,142,5.6976
1967,3,3,3,242,6.8595
1967,3,3,4,86,6.6215
1967,3,3,5,42,4.5825
1967,4,1,1,242,3.3030
1967,4,1,2,186,5.0960
1967,4,1,3,222,2.7900
1967,4,1,4,150,5.7483
1967,4,1,5,129,6.7763
1967,4,2,1,103,1.5593
1967,4,2,2,78,3.3693
1967,4,2,3,124,3.2371
1967,4,2,4,81,5.6644
1967,4,2,5,41,4.8050
1967,4,3,1,201,5.8173
1967,4,3,2,144,2.6693
1967,4,3,3,158,3.7912
1967,4,3,4,83,7.9536
1967,4,3,5,26,9.9383
1967,5,1,1,117,0.3761
1967,5,1,2,283,1.6757
1967,5,1,3,239,1.6124
1967,5,1,4,161,-1.1466
1967,5,1,5,124,-0.9442
1967,5,2,1,66,-3.1294
1967,5,2,2,120,-1.4152
1967,5,2,3,116,-1.7517
1967,5,2,4,84,-1.7846
1967,5,2,5,45,-1.3360
1967,5,3,1,199,-2.8620
1967,5,3,2,165,-5.3576
1967,5,3,3,135,-2.6937
1967,5,3,4,78,-2.7803
1967,5,3,5,38,-1.3504
1967,6,1,1,125,7.2617
1967,6,1,2,339,9.7042
1967,6,1,3,229,10.4539
1967,6,1,4,100,12.1832
1967,6,1,5,124,11.6706
1967,6,2,1,72,10.2863
1967,6,2,2,135,5.9670
1967,6,2,3,141,8.1285
1967,6,2,4,49,8.4351
1967,6,2,5,41,8.5211
1967,6,3,1,213,3.4477
1967,6,3,2,190,0.6695
1967,6,3,3,120,3.4155
1967,6,3,4,67,2.4527
1967,6,3,5,19,9.1927
1967,7,1,1,135,7.8652
1967,7,1,2,216,7.5513
1967,7,1,3,283,10.9436
1967,7,1,4,147,8.1169
1967,7,1,5,126,7.7132
1967,7,2,1,89,9.8987
1967,7,2,2,112,5.7674
1967,7,2,3,126,8.2485
1967,7,2,4,80,8.4910
1967,7,2,5,43,5.6394
1967,7,3,1,224,6.0337
1967,7,3,2,179,5.7595
1967,7,3,3,90,5.5742
1967,7,3,4,79,4.2369
1967,7,3,5,37,1.5713
1967,8,1,1,144,-0.1641
1967,8,1,2,236,0.7914
1967,8,1,3,246,-1.2997
1967,8,1,4,144,2.2132
1967,8,1,5,134,0.2168
1967,8,2,1,103,1.0123
1967,8,2,2,108,-2.7149
1967,8,2,3,108,0.3388
1967,8,2,4,85,-0.5306
1967,8,2,5,44,0.3976
1967,8,3,1,240,-1.8375
1967,8,3,2,141,-1.3660
1967,8,3,3,101,-0.1338
1967,8,3,4,91,0.4303
1967,8,3,5,34,-0.3726
1967,9,1,1,93,5.8598
1967,9,1,2,223,7.8754
1967,9,1,3,224,9.2673
1967,9,1,4,263,11.3927
1967,9,1,5,105,6.3580
1967,9,2,1,87,3.6578
1967,9,2,2,86,5.8509
1967,9,2,3,112,8.6976
1967,9,2,4,115,4.1688
1967,9,2,5,49,7.1740
1967,9,3,1,189,2.6046
1967,9,3,2,144,1.7071
1967,9,3,3,135,4.1761
1967,9,3,4,103,5.0167
1967,9,3,5,35,5.8886
1967,10,1,1,93,-3.6798
1967,10,1,2,245,-4.7520
1967,10,1,3,286,-2.3769
1967,10,1,4,145,-1.4608
1967,10,1,5,144,2.3534
1967,10,2,1,80,-3.2110
1967,10,2,2,115,-5.4986
1967,10,2,3,130,-2.9585
1967,10,2,4,78,-1.8371
1967,10,2,5,47,0.2451
1967,10,3,1,171,-4.7076
1967,10,3,2,207,-4.2571
1967,10,3,3,135,-4.5700
1967,10,3,4,55,1.1249
1967,10,3,5,36,3.4817
1967,11,1,1,101,0.3589
1967,11,1,2,148,0.5809
1967,11,1,3,394,-1.3573
1967,11,1,4,117,0.6368
1967,11,1,5,152,0.9458
1967,11,2,1,90,-1.7658
1967,11,2,2,84,2.4019
1967,11,2,3,165,0.7892
1967,11,2,4,65,1.4276
1967,11,2,5,45,1.8060
1967,11,3,1,187,1.4135
1967,11,3,2,135,-0.8912
1967,11,3,3,193,0.3120
1967,11,3,4,50,-1.6118
1967,11,3,5,42,2.9383
1967,12,1,1,121,7.2224
1967,12,1,2,159,10.3804
1967,12,1,3,310,8.3374
1967,12,1,4,189,9.9460
1967,12,1,5,136,13.9921
1967,12,2,1,103,4.9036
1967,12,2,2,89,4.9573
1967,12,2,3,122,7.9343
1967,12,2,4,83,7.5870
1967,12,2,5,50,13.0260
1967,12,3,1,183,2.9345
1967,12,3,2,150,3.1729
1967,12,3,3,152,1.7804
1967,12,3,4,73,3.1553
1967,12,3,5,50,8.2391
1968,1,1,1,70,0.5905
1968,1,1,2,179,1.6965
1968,1,1,3,331,3.3592
1968,1,1,4,165,6.3471
1968,1,1,5,159,3.1406
1968,1,2,1,52,-1.2817
1968,1,2,2,124,0.1716
1968,1,2,3,151,1.0271
1968,1,2,4,80,-1.2320
1968,1,2,5,52,-7.5847
1968,1,3,1,80,-4.2186
1968,1,3,2,209,-5.2134
1968,1,3,3,177,-3.0191
1968,1,3,4,88,-4.5182
1968,1,3,5,52,-3.6008
1968,2,1,1,168,-7.8474
1968,2,1,2,129,-5.8600
1968,2,1,3,188,-7.2656
1968,2,1,4,258,-5.3595
1968,2,1,5,158,-4.9079
1968,2,2,1,86,-9.2501
1968,2,2,2,70,-1.7059
1968,2,2,3,133,-4.7493
1968,2,2,4,110,-6.4424
1968,2,2,5,60,-4.9404
1968,2,3,1,127,-4.5546
1968,2,3,2,97,-3.0129
1968,2,3,3,210,-2.9693
1968,2,3,4,131,-4.5569
1968,2,3,5,35,-6.6322
1968,3,1,1,174,-2.9305
1968,3,1,2,149,-2.4686
1968,3,1,3,235,-0.9514
1968,3,1,4,220,-0.0156
1968,3,1,5,139,-2.1305
1968,3,2,1,87,-1.3835
1968,3,2,2,91,-1.2264
1968,3,2,3,141,-0.7818
1968,3,2,4,77,0.0941
1968,3,2,5,56,-0.8696
1968,3,3,1,98,2.1064
1968,3,3,2,131,2.2457
1968,3,3,3,206,0.1190
1968,3,3,4,102,0.5749
1968,3,3,5,57,-0.1779
1968,4,1,1,164,14.0975
1968,4,1,2,182,16.8572
1968,4,1,3,235,15.0545
1968,4,1,4,150,15.0747
1968,4,1,5,197,15.4302
1968,4,2,1,86,14.2450
1968,4,2,2,99,16.5015
1968,4,2,3,127,12.4845
1968,4,2,4,54,10.7864
1968,4,2,5,80,18.3821
1968,4,3,1,104,10.7206
1968,4,3,2,123,9.9958
1968,4,3,3,203,11.6529
1968,4,3,4,79,11.2185
1968,4,3,5,89,10.9544
1968,5,1,1,157,9.7056
1968,5,1,2,181,11.0722
1968,5,1,3,181,13.8643
1968,5,1,4,205,14.0741
1968,5,1,5,203,15.1348
1968,5,2,1,77,6.2521
1968,5,2,2,133,4.8788
1968,5,2,3,72,8.3544
1968,5,2,4,83,4.5518
1968,5,2,5,80,7.7544
1968,5,3,1,113,1.2607
1968,5,3,2,215,3.3532
1968,5,3,3,119,3.6961
1968,5,3,4,79,3.0925
1968,5,3,5,76,5.6746
1968,6,1,1,141,-0.5869
1968,6,1,2,266,-0.9044
1968,6,1,3,75,-0.5622
1968,6,1,4,239,3.4010
1968,6,1,5,209,0.3629
1968,6,2,1,95,1.3055
1968,6,2,2,140,0.4179
1968,6,2,3,43,0.3574
1968,6,2,4,95,-0.0090
1968,6,2,5,75,-0.2944
1968,6,3,1,158,0.2503
1968,6,3,2,223,0.8460
1968,6,3,3,66,0.4026
1968,6,3,4,89,-1.9495
1968,6,3,5,64,0.3188
1968,7,1,1,173,-0.9473
1968,7,1,2,232,-5.2092
1968,7,1,3,138,-2.0901
1968,7,1,4,203,-4.0203
1968,7,1,5,168,-5.9800
1968,7,2,1,79,-5.3289
1968,7,2,2,123,-4.6734
1968,7,2,3,86,-3.3521
1968,7,2,4,97,-2.4104
1968,7,2,5,70,-0.1700
1968,7,3,1,105,-5.2284
1968,7,3,2,146,-5.7765
1968,7,3,3,187,-4.5811
1968,7,3,4,97,-2.6443
1968,7,3,5,64,-5.6155
1968,8,1,1,157,0.2690
1968,8,1,2,222,5.9836
1968,8,1,3,183,2.9767
1968,8,1,4,196,4.7542
1968,8,1,5,154,4.0473
1968,8,2,1,48,2.5632
1968,8,2,2,154,2.4710
1968,8,2,3,91,2.0657
1968,8,2,4,90,3.6493
1968,8,2,5,61,6.1369
1968,8,3,1,50,-3.4654
1968,8,3,2,229,2.9066
1968,8,3,3,135,1.5724
1968,8,3,4,123,2.3611
1968,8,3,5,65,5.0016
1968,9,1,1,43,12.3140
1968,9,1,2,290,4.9254
1968,9,1,3,286,5.9351
1968,9,1,4,129,8.2796
1968,9,1,5,166,8.1603
1968,9,2,1,37,4.1425
1968,9,2,2,159,5.3737
1968,9,2,3,126,7.6138
1968,9,2,4,64,9.0653
