year,month,rank_ME,rank_NEI_1,nstocks,ret_vw
1980,4,2,2,59,6.1644
1980,4,2,3,76,5.9387
1980,4,2,4,69,7.6768
1980,4,2,5,158,6.1039
1980,4,3,1,175,2.9571
1980,4,3,2,54,6.2333
1980,4,3,3,71,9.3221
1980,4,3,4,103,5.6121
1980,4,3,5,271,4.7109
1980,5,1,1,360,7.7855
1980,5,1,2,142,4.3558
1980,5,1,3,110,5.6705
1980,5,1,4,91,6.8929
1980,5,1,5,120,7.7383
1980,5,2,1,161,8.7398
1980,5,2,2,69,9.0241
1980,5,2,3,70,9.7081
1980,5,2,4,72,6.5466
1980,5,2,5,141,9.3340
1980,5,3,1,170,6.3597
1980,5,3,2,80,4.6854
1980,5,3,3,66,8.2421
1980,5,3,4,90,4.8319
1980,5,3,5,264,5.3992
1980,6,1,1,362,3.0458
1980,6,1,2,139,3.7400
1980,6,1,3,107,2.8606
1980,6,1,4,92,6.2761
1980,6,1,5,111,2.7953
1980,6,2,1,186,2.8536
1980,6,2,2,59,2.9237
1980,6,2,3,58,5.6353
1980,6,2,4,76,4.0857
1980,6,2,5,140,4.7816
1980,6,3,1,175,2.2729
1980,6,3,2,76,4.5671
1980,6,3,3,69,4.0225
1980,6,3,4,83,5.9889
1980,6,3,5,270,2.1776
1980,7,1,1,371,9.8388
1980,7,1,2,139,11.5969
1980,7,1,3,103,12.8769
1980,7,1,4,85,10.9714
1980,7,1,5,110,16.0372
1980,7,2,1,187,9.7606
1980,7,2,2,58,9.7163
1980,7,2,3,56,11.2320
1980,7,2,4,74,8.8800
1980,7,2,5,143,13.3323
1980,7,3,1,181,8.3781
1980,7,3,2,74,7.4650
1980,7,3,3,70,3.8252
1980,7,3,4,83,3.7113
1980,7,3,5,266,7.9432
1980,8,1,1,419,6.0086
1980,8,1,2,110,11.3279
1980,8,1,3,111,9.9016
1980,8,1,4,76,8.5995
1980,8,1,5,91,9.8426
1980,8,2,1,224,3.8002
1980,8,2,2,51,6.1554
1980,8,2,3,48,3.3124
1980,8,2,4,61,6.1953
1980,8,2,5,132,6.5190
1980,8,3,1,235,0.7204
1980,8,3,2,43,1.3377
1980,8,3,3,75,2.0910
1980,8,3,4,71,1.9570
1980,8,3,5,247,2.0716
1980,9,1,1,450,1.9307
1980,9,1,2,100,2.6777
1980,9,1,3,98,2.3521
1980,9,1,4,73,4.2108
1980,9,1,5,82,3.5763
1980,9,2,1,230,1.8535
1980,9,2,2,52,2.5191
1980,9,2,3,51,4.6619
1980,9,2,4,61,4.4434
1980,9,2,5,124,4.9008
1980,9,3,1,252,0.4154
1980,9,3,2,43,0.2610
1980,9,3,3,65,1.1191
1980,9,3,4,66,7.9864
1980,9,3,5,244,3.8574
1980,10,1,1,448,2.7390
1980,10,1,2,102,4.5697
1980,10,1,3,105,5.9902
1980,10,1,4,71,3.9513
1980,10,1,5,76,5.9265
1980,10,2,1,227,0.3083
1980,10,2,2,55,0.7379
1980,10,2,3,48,5.0564
1980,10,2,4,63,5.5271
1980,10,2,5,118,4.4797
1980,10,3,1,250,-1.0544
1980,10,3,2,43,1.3004
1980,10,3,3,63,2.9631
1980,10,3,4,69,5.8303
1980,10,3,5,250,2.5737
1980,11,1,1,431,1.6053
1980,11,1,2,136,3.3493
1980,11,1,3,92,7.7944
1980,11,1,4,59,9.2579
1980,11,1,5,72,8.4621
1980,11,2,1,206,3.2683
1980,11,2,2,82,4.2489
1980,11,2,3,60,8.5460
1980,11,2,4,52,8.8339
1980,11,2,5,118,9.3865
1980,11,3,1,232,6.4500
1980,11,3,2,83,8.3920
1980,11,3,3,66,7.1237
1980,11,3,4,57,10.8182
1980,11,3,5,239,15.6627
1980,12,1,1,415,-2.5673
1980,12,1,2,159,-2.8012
1980,12,1,3,95,-2.4875
1980,12,1,4,53,-6.3679
1980,12,1,5,71,-3.4772
1980,12,2,1,214,-4.0435
1980,12,2,2,84,1.0105
1980,12,2,3,58,-4.5831
1980,12,2,4,52,-1.8416
1980,12,2,5,110,-0.6997
1980,12,3,1,228,-3.1860
1980,12,3,2,89,-1.5388
1980,12,3,3,62,-0.2142
1980,12,3,4,56,-4.3969
1980,12,3,5,242,-5.2505
1981,1,1,1,406,2.8476
1981,1,1,2,160,4.4828
1981,1,1,3,103,1.9596
1981,1,1,4,50,3.4538
1981,1,1,5,68,-1.4537
1981,1,2,1,214,0.5883
1981,1,2,2,82,0.3840
1981,1,2,3,57,0.0643
1981,1,2,4,54,-3.8407
1981,1,2,5,110,-1.0918
1981,1,3,1,229,-2.1780
1981,1,3,2,90,-1.6597
1981,1,3,3,61,-3.4702
1981,1,3,4,54,-3.3269
1981,1,3,5,243,-6.4501
1981,2,1,1,387,0.2646
1981,2,1,2,168,2.7464
1981,2,1,3,119,0.4796
1981,2,1,4,54,4.4982
1981,2,1,5,70,1.3160
1981,2,2,1,199,2.1598
1981,2,2,2,89,3.8309
1981,2,2,3,61,-0.0403
1981,2,2,4,46,0.9414
1981,2,2,5,102,1.7709
1981,2,3,1,209,1.0977
1981,2,3,2,86,4.6040
1981,2,3,3,75,4.8425
1981,2,3,4,65,0.4001
1981,2,3,5,236,1.5195
1981,3,1,1,360,8.4317
1981,3,1,2,174,8.8068
1981,3,1,3,140,12.1163
1981,3,1,4,62,12.1358
1981,3,1,5,66,11.3995
1981,3,2,1,177,6.9152
1981,3,2,2,78,8.8995
1981,3,2,3,85,7.1294
1981,3,2,4,48,6.7471
1981,3,2,5,106,9.2017
1981,3,3,1,189,4.9879
1981,3,3,2,112,6.7811
1981,3,3,3,84,3.7741
1981,3,3,4,62,1.3587
1981,3,3,5,224,2.9974
1981,4,1,1,359,3.1975
1981,4,1,2,173,3.7141
1981,4,1,3,140,6.1715
1981,4,1,4,67,4.2684
1981,4,1,5,58,3.2226
1981,4,2,1,170,1.9397
1981,4,2,2,83,4.4225
1981,4,2,3,88,1.2157
1981,4,2,4,55,0.3733
1981,4,2,5,103,3.3930
1981,4,3,1,187,-1.6182
1981,4,3,2,117,-1.3166
1981,4,3,3,87,-0.9138
1981,4,3,4,58,-5.6578
1981,4,3,5,220,-1.9312
1981,5,1,1,366,2.4816
1981,5,1,2,136,4.7251
1981,5,1,3,163,4.7046
1981,5,1,4,68,3.6330
1981,5,1,5,55,5.3960
1981,5,2,1,169,1.5677
1981,5,2,2,84,3.0680
1981,5,2,3,103,4.0267
1981,5,2,4,46,3.1909
1981,5,2,5,106,4.6089
1981,5,3,1,217,-1.6594
1981,5,3,2,79,2.9086
1981,5,3,3,108,0.8632
1981,5,3,4,57,0.8313
1981,5,3,5,206,1.7108
1981,6,1,1,358,0.4655
1981,6,1,2,138,0.8849
1981,6,1,3,173,2.9066
1981,6,1,4,72,0.3068
1981,6,1,5,53,-3.8581
1981,6,2,1,188,-2.0658
1981,6,2,2,75,-1.8306
1981,6,2,3,98,0.1983
1981,6,2,4,48,-3.9802
1981,6,2,5,107,-2.0691
1981,6,3,1,206,2.8427
1981,6,3,2,81,-1.2345
1981,6,3,3,120,-2.0715
1981,6,3,4,52,-1.2641
1981,6,3,5,204,-3.5452
1981,7,1,1,351,-3.2282
1981,7,1,2,136,-2.7018
1981,7,1,3,175,-1.7371
1981,7,1,4,77,-2.8784
1981,7,1,5,56,-3.8737
1981,7,2,1,175,-3.4433
1981,7,2,2,82,-2.5039
1981,7,2,3,102,-0.2945
1981,7,2,4,47,-1.9425
1981,7,2,5,106,-1.5486
1981,7,3,1,203,0.8294
1981,7,3,2,78,-2.1723
1981,7,3,3,122,-1.3005
1981,7,3,4,54,0.5848
1981,7,3,5,199,1.4446
1981,8,1,1,303,-9.5668
1981,8,1,2,157,-6.1049
1981,8,1,3,182,-7.4351
1981,8,1,4,90,-8.3229
1981,8,1,5,54,-8.1582
1981,8,2,1,168,-7.4944
1981,8,2,2,82,-6.4599
1981,8,2,3,95,-6.3371
1981,8,2,4,69,-5.6761
1981,8,2,5,102,-6.4204
1981,8,3,1,156,-6.1458
1981,8,3,2,103,-5.5962
1981,8,3,3,121,-5.4420
1981,8,3,4,83,-4.2465
1981,8,3,5,192,-5.1895
1981,9,1,1,293,-9.1023
1981,9,1,2,156,-7.2521
1981,9,1,3,176,-6.5639
1981,9,1,4,105,-8.7195
1981,9,1,5,56,-4.3805
1981,9,2,1,162,-7.4975
1981,9,2,2,84,-8.8198
1981,9,2,3,93,-6.5904
1981,9,2,4,78,-4.9857
1981,9,2,5,99,-7.4339
1981,9,3,1,144,-10.0903
1981,9,3,2,117,-5.7370
1981,9,3,3,124,-4.7814
1981,9,3,4,83,-4.7551
1981,9,3,5,189,-4.3562
1981,10,1,1,297,7.6391
1981,10,1,2,149,7.3781
1981,10,1,3,170,9.5073
1981,10,1,4,114,11.5319
1981,10,1,5,57,14.8220
1981,10,2,1,158,4.7127
1981,10,2,2,80,5.1952
1981,10,2,3,100,8.3324
1981,10,2,4,81,9.5848
1981,10,2,5,95,9.7218
1981,10,3,1,144,4.8974
1981,10,3,2,109,3.2794
1981,10,3,3,122,3.0457
1981,10,3,4,86,2.5332
1981,10,3,5,191,9.1149
1981,11,1,1,306,1.0753
1981,11,1,2,123,5.8550
1981,11,1,3,172,3.2916
1981,11,1,4,123,2.2599
1981,11,1,5,57,3.0605
1981,11,2,1,151,2.2978
1981,11,2,2,70,3.8694
1981,11,2,3,100,4.5167
1981,11,2,4,87,3.0711
1981,11,2,5,104,4.4656
1981,11,3,1,162,6.1606
1981,11,3,2,64,8.1948
1981,11,3,3,136,4.3504
1981,11,3,4,94,4.0891
1981,11,3,5,199,2.6396
1981,12,1,1,325,-1.9695
1981,12,1,2,105,-1.0823
1981,12,1,3,174,0.6027
1981,12,1,4,123,-1.9545
1981,12,1,5,58,-1.6268
1981,12,2,1,152,-1.1726
1981,12,2,2,59,0.0504
1981,12,2,3,106,-1.6400
1981,12,2,4,91,-1.6358
1981,12,2,5,103,0.0494
1981,12,3,1,178,-2.5468
1981,12,3,2,54,-4.6863
1981,12,3,3,133,-2.2518
1981,12,3,4,95,-0.2504
1981,12,3,5,196,-3.3494
1982,1,1,1,325,-1.1103
1982,1,1,2,106,-0.5034
1982,1,1,3,171,-2.1461
1982,1,1,4,120,0.1103
1982,1,1,5,64,-3.4332
1982,1,2,1,157,-3.3907
1982,1,2,2,59,-3.3269
1982,1,2,3,98,-2.3854
1982,1,2,4,93,-4.1006
1982,1,2,5,95,-5.6553
1982,1,3,1,178,-1.7776
1982,1,3,2,52,-5.4009
1982,1,3,3,132,-3.7331
1982,1,3,4,98,-0.5639
1982,1,3,5,195,-1.5791
1982,2,1,1,332,-4.9860
1982,2,1,2,109,-4.0648
1982,2,1,3,155,-3.3074
1982,2,1,4,122,-2.9670
1982,2,1,5,67,-3.2221
1982,2,2,1,187,-5.0362
1982,2,2,2,51,-2.5148
1982,2,2,3,82,-3.6465
1982,2,2,4,79,-3.4444
1982,2,2,5,90,-4.7715
1982,2,3,1,213,-4.9594
1982,2,3,2,45,-2.4516
1982,2,3,3,113,-6.2297
1982,2,3,4,97,-2.4148
1982,2,3,5,189,-6.3001
1982,3,1,1,372,-1.1028
1982,3,1,2,106,1.4067
1982,3,1,3,135,-0.7930
1982,3,1,4,105,0.1186
1982,3,1,5,69,-2.6814
1982,3,2,1,207,-1.1735
1982,3,2,2,48,-0.0120
1982,3,2,3,71,-1.0013
1982,3,2,4,78,0.5886
1982,3,2,5,86,-2.0458
1982,3,3,1,242,-0.8290
1982,3,3,2,53,-1.9363
1982,3,3,3,79,-0.7424
1982,3,3,4,100,0.8432
1982,3,3,5,185,-0.5350
1982,4,1,1,398,3.2159
1982,4,1,2,104,3.2586
1982,4,1,3,133,4.9221
1982,4,1,4,95,4.7800
1982,4,1,5,64,5.3689
1982,4,2,1,208,5.5468
1982,4,2,2,54,7.6526
1982,4,2,3,60,6.0944
1982,4,2,4,73,5.0757
1982,4,2,5,88,6.5763
1982,4,3,1,237,4.0299
1982,4,3,2,56,2.9671
1982,4,3,3,78,5.9558
1982,4,3,4,98,5.8463
1982,4,3,5,184,3.7584
1982,5,1,1,449,-2.7765
1982,5,1,2,115,-2.4386
1982,5,1,3,90,-0.8136
1982,5,1,4,83,-1.1251
1982,5,1,5,65,-3.6420
1982,5,2,1,238,-3.9095
1982,5,2,2,59,-2.0653
1982,5,2,3,45,-3.3392
1982,5,2,4,58,-2.0309
1982,5,2,5,81,-3.2517
1982,5,3,1,283,-2.1584
1982,5,3,2,66,-1.8565
1982,5,3,3,47,-1.3488
1982,5,3,4,75,-3.6283
1982,5,3,5,184,-2.9895
1982,6,1,1,480,-3.7723
1982,6,1,2,126,-0.8743
1982,6,1,3,76,-1.4838
1982,6,1,4,81,-2.1594
1982,6,1,5,59,-1.3893
1982,6,2,1,242,-3.1121
1982,6,2,2,68,-1.7543
1982,6,2,3,44,-0.9800
1982,6,2,4,50,-0.4146
1982,6,2,5,82,-0.8627
1982,6,3,1,296,-2.2244
1982,6,3,2,60,-1.0807
1982,6,3,3,44,-2.6534
1982,6,3,4,77,-1.0805
1982,6,3,5,181,-1.6642
1982,7,1,1,484,-2.2737
1982,7,1,2,130,1.4065
1982,7,1,3,70,-1.7699
1982,7,1,4,80,-0.3227
1982,7,1,5,54,0.8094
1982,7,2,1,247,-1.0693
1982,7,2,2,69,0.2515
1982,7,2,3,42,-0.7430
1982,7,2,4,46,-1.3773
1982,7,2,5,85,-0.5931
1982,7,3,1,286,-4.0051
1982,7,3,2,60,1.6169
1982,7,3,3,44,-0.4089
1982,7,3,4,77,-2.6053
1982,7,3,5,183,-1.2861
1982,8,1,1,524,7.9637
1982,8,1,2,120,8.0696
1982,8,1,3,96,7.2097
1982,8,1,4,71,6.3371
1982,8,1,5,47,7.3591
1982,8,2,1,253,10.6018
1982,8,2,2,66,11.2990
1982,8,2,3,51,12.2471
1982,8,2,4,49,8.6850
1982,8,2,5,72,10.7628
1982,8,3,1,297,13.4991
1982,8,3,2,64,13.7136
1982,8,3,3,58,11.7986
1982,8,3,4,63,10.5409
1982,8,3,5,170,12.0350
1982,9,1,1,584,1.9126
1982,9,1,2,111,5.7250
1982,9,1,3,113,4.2049
1982,9,1,4,55,7.1728
1982,9,1,5,49,4.5307
1982,9,2,1,266,1.7434
1982,9,2,2,59,3.7268
1982,9,2,3,55,2.6483
1982,9,2,4,40,4.2430
1982,9,2,5,76,4.7159
1982,9,3,1,302,-0.0594
1982,9,3,2,64,1.4950
1982,9,3,3,63,2.4044
1982,9,3,4,58,2.8127
1982,9,3,5,163,1.0916
1982,10,1,1,577,13.0795
1982,10,1,2,124,14.3285
1982,10,1,3,108,17.2664
1982,10,1,4,58,12.3366
1982,10,1,5,45,18.1740
1982,10,2,1,266,12.9225
1982,10,2,2,58,15.0652
1982,10,2,3,59,15.4625
1982,10,2,4,41,11.4733
1982,10,2,5,74,13.0974
1982,10,3,1,309,10.5376
1982,10,3,2,63,13.3562
1982,10,3,3,63,12.2135
1982,10,3,4,58,9.3768
1982,10,3,5,160,10.5297
1982,11,1,1,629,8.7567
1982,11,1,2,147,9.9034
1982,11,1,3,128,13.8563
1982,11,1,4,51,12.3712
1982,11,1,5,45,6.7343
1982,11,2,1,270,6.5123
1982,11,2,2,75,9.6111
1982,11,2,3,73,9.2000
1982,11,2,4,30,8.8825
1982,11,2,5,76,11.3299
1982,11,3,1,319,2.4516
1982,11,3,2,69,5.2816
1982,11,3,3,82,6.4731
1982,11,3,4,48,4.3297
1982,11,3,5,147,6.2017
1982,12,1,1,723,1.5510
1982,12,1,2,184,4.3509
1982,12,1,3,136,0.2977
1982,12,1,4,45,1.9261
1982,12,1,5,42,2.9205
1982,12,2,1,274,1.5817
1982,12,2,2,80,0.5520
1982,12,2,3,77,3.5239
1982,12,2,4,33,1.8981
1982,12,2,5,73,0.7842
1982,12,3,1,326,2.3787
1982,12,3,2,68,0.5475
1982,12,3,3,84,3.1864
1982,12,3,4,45,1.9100
1982,12,3,5,146,0.3047
1983,1,1,1,733,9.2207
1983,1,1,2,190,9.6631
1983,1,1,3,150,10.9362
1983,1,1,4,40,7.0799
1983,1,1,5,38,8.8459
1983,1,2,1,278,6.5124
1983,1,2,2,88,8.1290
1983,1,2,3,78,7.2534
1983,1,2,4,38,3.1883
1983,1,2,5,70,4.5279
1983,1,3,1,322,6.4250
1983,1,3,2,69,3.2552
1983,1,3,3,84,2.5672
1983,1,3,4,44,1.8765
1983,1,3,5,147,2.1609
1983,2,1,1,724,4.0685
1983,2,1,2,201,9.2888
1983,2,1,3,159,7.9688
1983,2,1,4,47,5.1716
1983,2,1,5,36,6.0675
1983,2,2,1,271,4.8455
1983,2,2,2,103,4.9665
1983,2,2,3,93,7.1592
1983,2,2,4,42,3.6634
1983,2,2,5,71,7.2292
1983,2,3,1,326,2.0754
1983,2,3,2,74,2.4037
1983,2,3,3,85,2.4733
1983,2,3,4,42,1.9532
1983,2,3,5,139,4.1523
1983,3,1,1,738,4.2053
1983,3,1,2,270,6.7291
1983,3,1,3,170,3.9025
1983,3,1,4,67,4.2752
1983,3,1,5,35,8.1363
1983,3,2,1,252,2.4126
1983,3,2,2,116,3.6907
1983,3,2,3,98,5.5667
1983,3,2,4,51,4.6634
1983,3,2,5,68,4.9030
1983,3,3,1,334,1.9163
1983,3,3,2,77,4.4162
1983,3,3,3,79,3.8710
1983,3,3,4,55,4.7970
1983,3,3,5,129,2.5279
1983,4,1,1,763,6.4886
1983,4,1,2,295,9.0834
1983,4,1,3,199,8.4733
1983,4,1,4,75,7.3700
1983,4,1,5,35,5.3261
1983,4,2,1,255,4.3592
1983,4,2,2,119,10.1319
1983,4,2,3,100,7.9156
1983,4,2,4,52,6.6429
1983,4,2,5,69,7.2736
1983,4,3,1,318,6.3834
1983,4,3,2,77,8.7109
1983,4,3,3,86,8.8144
1983,4,3,4,66,11.8082
1983,4,3,5,130,3.6910
1983,5,1,1,727,10.2865
1983,5,1,2,312,11.2403
1983,5,1,3,250,9.6601
1983,5,1,4,88,9.5808
1983,5,1,5,36,9.3132
1983,5,2,1,252,6.5462
1983,5,2,2,105,5.5231
1983,5,2,3,130,6.0602
1983,5,2,4,68,6.3080
1983,5,2,5,62,6.1164
1983,5,3,1,292,1.6936
1983,5,3,2,111,0.2440
1983,5,3,3,86,-0.2292
1983,5,3,4,75,-2.5595
1983,5,3,5,115,-0.8278
1983,6,1,1,715,3.8389
1983,6,1,2,312,4.9970
1983,6,1,3,320,5.4052
1983,6,1,4,98,3.3931
1983,6,1,5,36,3.0717
1983,6,2,1,252,4.4129
1983,6,2,2,96,6.2873
1983,6,2,3,144,4.5195
1983,6,2,4,73,7.6972
1983,6,2,5,59,6.1965
1983,6,3,1,280,2.8597
1983,6,3,2,119,2.5867
1983,6,3,3,96,3.9832
1983,6,3,4,76,7.4544
1983,6,3,5,115,4.9578
1983,7,1,1,703,-2.7587
1983,7,1,2,316,-1.2608
1983,7,1,3,343,-2.5767
1983,7,1,4,110,-2.8296
1983,7,1,5,41,-0.5242
1983,7,2,1,253,-2.0454
1983,7,2,2,92,-2.0830
1983,7,2,3,145,-3.1320
1983,7,2,4,70,-5.5556
1983,7,2,5,56,-2.2440
1983,7,3,1,269,-3.6679
1983,7,3,2,115,-3.0451
1983,7,3,3,99,-1.4769
1983,7,3,4,79,-1.6317
1983,7,3,5,119,-4.7745
1983,8,1,1,620,-4.3458
1983,8,1,2,293,-3.2457
1983,8,1,3,363,-2.7452
1983,8,1,4,134,-4.1299
1983,8,1,5,39,-3.5318
1983,8,2,1,222,-2.4395
1983,8,2,2,104,-3.3899
1983,8,2,3,147,-5.4740
1983,8,2,4,88,-3.1718
1983,8,2,5,61,-2.4980
1983,8,3,1,210,2.0067
1983,8,3,2,123,3.2883
1983,8,3,3,138,1.1955
1983,8,3,4,89,-2.1099
1983,8,3,5,123,-0.6143
1983,9,1,1,634,-1.6386
1983,9,1,2,265,1.3981
1983,9,1,3,413,1.4964
1983,9,1,4,164,2.3905
1983,9,1,5,39,2.3720
1983,9,2,1,199,1.1690
1983,9,2,2,114,3.5472
1983,9,2,3,141,3.2887
1983,9,2,4,106,3.6064
1983,9,2,5,64,2.9077
1983,9,3,1,199,1.2911
1983,9,3,2,111,-0.3450
1983,9,3,3,145,0.6660
1983,9,3,4,92,4.0518
1983,9,3,5,125,3.0535
1983,10,1,1,617,-7.6665
1983,10,1,2,269,-4.8236
1983,10,1,3,400,-4.9194
1983,10,1,4,182,-7.9969
1983,10,1,5,39,-5.1760
1983,10,2,1,199,-6.1002
1983,10,2,2,115,-5.2088
1983,10,2,3,145,-6.1921
1983,10,2,4,112,-8.9626
1983,10,2,5,63,-6.0137
1983,10,3,1,189,-3.0334
1983,10,3,2,113,-2.5601
1983,10,3,3,144,-0.6903
1983,10,3,4,96,0.7526
1983,10,3,5,124,-1.9029
1983,11,1,1,542,2.1375
1983,11,1,2,270,6.2602
1983,11,1,3,395,3.9633
1983,11,1,4,206,5.8714
1983,11,1,5,59,7.5062
1983,11,2,1,160,3.9855
1983,11,2,2,102,6.3958
1983,11,2,3,168,6.3889
1983,11,2,4,123,5.7550
1983,11,2,5,79,6.4893
1983,11,3,1,144,3.3335
1983,11,3,2,88,2.4287
1983,11,3,3,187,3.6969
1983,11,3,4,111,1.9343
1983,11,3,5,132,0.5865
1983,12,1,1,543,-2.3737
1983,12,1,2,286,-0.3316
1983,12,1,3,420,-1.1859
1983,12,1,4,249,-2.6975
1983,12,1,5,68,-4.0052
1983,12,2,1,155,-0.3641
1983,12,2,2,94,1.0209
1983,12,2,3,161,-1.6317
1983,12,2,4,133,-3.0272
1983,12,2,5,80,-4.0342
1983,12,3,1,143,1.4602
1983,12,3,2,89,0.7828
1983,12,3,3,179,-1.8163
1983,12,3,4,115,-2.2617
1983,12,3,5,138,-1.0913
1984,1,1,1,553,0.8459
1984,1,1,2,274,0.1318
1984,1,1,3,419,0.1088
1984,1,1,4,281,-1.3250
1984,1,1,5,68,-3.5420
1984,1,2,1,140,0.6722
1984,1,2,2,92,1.2370
1984,1,2,3,170,-3.0491
1984,1,2,4,128,-5.7486
1984,1,2,5,82,-6.2560
1984,1,3,1,146,0.3004
1984,1,3,2,90,0.1978
1984,1,3,3,178,0.7860
1984,1,3,4,110,-2.1710
1984,1,3,5,142,-4.9689
1984,2,1,1,525,-6.9085
1984,2,1,2,251,-6.6106
1984,2,1,3,404,-6.2086
1984,2,1,4,300,-6.0945
1984,2,1,5,73,-6.3464
1984,2,2,1,134,-4.6044
1984,2,2,2,87,-4.9828
1984,2,2,3,158,-5.7933
1984,2,2,4,141,-6.0508
1984,2,2,5,88,-3.3160
1984,2,3,1,142,-2.6122
1984,2,3,2,79,-5.4261
1984,2,3,3,172,-2.2146
1984,2,3,4,121,-4.0326
1984,2,3,5,147,-4.4861
1984,3,1,1,557,0.7131
1984,3,1,2,235,0.2091
1984,3,1,3,374,1.7679
1984,3,1,4,358,0.5797
1984,3,1,5,77,0.8677
1984,3,2,1,136,1.8070
1984,3,2,2,75,0.7767
1984,3,2,3,154,0.2873
1984,3,2,4,152,0.1857
1984,3,2,5,96,1.4857
1984,3,3,1,133,0.8642
1984,3,3,2,72,4.1262
1984,3,3,3,157,3.0032
1984,3,3,4,145,0.5409
1984,3,3,5,153,0.9952
1984,4,1,1,581,-2.4328
1984,4,1,2,241,-1.9287
1984,4,1,3,370,-0.8819
1984,4,1,4,373,-1.5709
1984,4,1,5,93,-2.5245
1984,4,2,1,140,0.1535
1984,4,2,2,66,2.4511
1984,4,2,3,146,0.3901
1984,4,2,4,147,-0.1187
1984,4,2,5,97,0.0261
1984,4,3,1,131,1.2707
1984,4,3,2,73,-0.5016
1984,4,3,3,158,0.3122
1984,4,3,4,138,1.4951
1984,4,3,5,158,0.8618
1984,5,1,1,591,-6.5747
1984,5,1,2,258,-4.7619
1984,5,1,3,340,-4.1105
1984,5,1,4,385,-4.2327
1984,5,1,5,106,-4.0634
1984,5,2,1,126,-5.7265
1984,5,2,2,81,-5.0510
1984,5,2,3,125,-4.7005
1984,5,2,4,157,-4.7095
1984,5,2,5,111,-3.9190
1984,5,3,1,100,-4.1996
1984,5,3,2,90,-6.4169
1984,5,3,3,130,-6.1561
1984,5,3,4,182,-4.7739
1984,5,3,5,163,-3.9704
1984,6,1,1,599,0.0574
1984,6,1,2,297,2.2733
1984,6,1,3,330,1.5965
1984,6,1,4,387,2.8373
1984,6,1,5,117,5.4634
1984,6,2,1,124,1.5544
1984,6,2,2,83,0.9622
1984,6,2,3,121,2.4909
1984,6,2,4,159,4.4786
1984,6,2,5,123,6.7517
1984,6,3,1,111,3.1794
1984,6,3,2,80,-1.0488
1984,6,3,3,126,2.9608
1984,6,3,4,178,1.8627
1984,6,3,5,169,4.0345
1984,7,1,1,587,-6.8564
1984,7,1,2,312,-6.2880
1984,7,1,3,320,-3.4699
1984,7,1,4,384,-3.9372
1984,7,1,5,125,-5.0483
1984,7,2,1,138,-7.8198
1984,7,2,2,79,-5.5578
1984,7,2,3,113,-4.7965
1984,7,2,4,156,-2.8281
1984,7,2,5,123,-3.6183
1984,7,3,1,102,-5.7451
1984,7,3,2,80,-3.6998
1984,7,3,3,120,-2.1531
1984,7,3,4,185,-2.5909
1984,7,3,5,175,1.0212
1984,8,1,1,591,10.0018
1984,8,1,2,254,11.2351
1984,8,1,3,297,10.9630
1984,8,1,4,372,11.0985
1984,8,1,5,142,14.4899
1984,8,2,1,143,11.0309
1984,8,2,2,75,13.7583
1984,8,2,3,107,11.5014
1984,8,2,4,161,13.0488
1984,8,2,5,132,15.0068
1984,8,3,1,111,11.3291
1984,8,3,2,41,12.0463
1984,8,3,3,120,11.9996
1984,8,3,4,191,11.5969
1984,8,3,5,200,10.2850
1984,9,1,1,656,-1.7543
1984,9,1,2,251,-0.7280
1984,9,1,3,310,-1.1844
1984,9,1,4,349,0.2915
1984,9,1,5,162,0.2298
1984,9,2,1,158,-0.8428
1984,9,2,2,65,-0.4888
1984,9,2,3,103,-0.7359
1984,9,2,4,152,-1.1208
1984,9,2,5,139,-2.3834
1984,9,3,1,124,0.9774
1984,9,3,2,43,-0.4032
1984,9,3,3,110,-1.0226
1984,9,3,4,184,-1.1612
1984,9,3,5,203,-0.2214
1984,10,1,1,686,-3.2255
1984,10,1,2,247,-5.6357
1984,10,1,3,316,-1.9818
1984,10,1,4,335,-1.9106
1984,10,1,5,167,-0.9285
1984,10,2,1,155,-3.5376
1984,10,2,2,65,-1.9958
1984,10,2,3,93,-1.0520
1984,10,2,4,144,-1.6157
1984,10,2,5,144,0.5542
1984,10,3,1,127,-1.5823
1984,10,3,2,43,0.8993
1984,10,3,3,111,-2.3095
1984,10,3,4,180,0.8076
1984,10,3,5,204,1.5299
1984,11,1,1,688,-3.9178
1984,11,1,2,270,-4.1914
1984,11,1,3,298,-2.8532
1984,11,1,4,274,-3.3430
1984,11,1,5,194,-2.2066
1984,11,2,1,180,-3.5266
1984,11,2,2,60,-0.7293
1984,11,2,3,93,-2.3677
1984,11,2,4,133,-1.1250
1984,11,2,5,150,-2.4753
1984,11,3,1,183,-0.3242
1984,11,3,2,48,-1.9596
1984,11,3,3,82,-1.1842
1984,11,3,4,130,-1.4062
1984,11,3,5,220,-1.1366
1984,12,1,1,739,0.6054
1984,12,1,2,314,0.6463
1984,12,1,3,292,-0.5137
1984,12,1,4,235,0.9357
1984,12,1,5,202,3.4295
1984,12,2,1,194,0.3032
1984,12,2,2,59,3.6027
1984,12,2,3,96,1.7951
1984,12,2,4,125,3.0626
1984,12,2,5,144,3.7298
1984,12,3,1,188,0.8200
1984,12,3,2,55,3.8150
1984,12,3,3,74,1.1097
1984,12,3,4,130,3.1582
1984,12,3,5,214,2.5669
1985,1,1,1,765,14.0259
1985,1,1,2,310,14.2126
1985,1,1,3,287,15.0880
