year,month,rank_ME,rank_NEI_1,nstocks,ret_vw
1995,5,3,3,130,3.5455
1995,5,3,4,165,1.8826
1995,5,3,5,235,3.6600
1995,6,1,1,1050,4.3509
1995,6,1,2,480,6.3194
1995,6,1,3,436,8.8036
1995,6,1,4,364,7.1437
1995,6,1,5,196,4.0697
1995,6,2,1,261,4.6627
1995,6,2,2,135,5.9501
1995,6,2,3,147,6.8409
1995,6,2,4,155,6.4288
1995,6,2,5,163,6.1165
1995,6,3,1,204,2.4734
1995,6,3,2,108,3.1526
1995,6,3,3,127,1.8183
1995,6,3,4,162,2.3930
1995,6,3,5,230,4.3103
1995,7,1,1,1038,4.4800
1995,7,1,2,460,7.1033
1995,7,1,3,441,6.8432
1995,7,1,4,331,7.0865
1995,7,1,5,188,5.4710
1995,7,2,1,291,3.6222
1995,7,2,2,136,5.1649
1995,7,2,3,146,8.7308
1995,7,2,4,161,7.2961
1995,7,2,5,166,8.5156
1995,7,3,1,203,3.1545
1995,7,3,2,109,3.9394
1995,7,3,3,136,3.1916
1995,7,3,4,169,2.5241
1995,7,3,5,233,4.8859
1995,8,1,1,1036,2.9682
1995,8,1,2,417,5.5591
1995,8,1,3,454,5.2541
1995,8,1,4,308,4.6597
1995,8,1,5,191,4.5668
1995,8,2,1,310,1.0963
1995,8,2,2,111,1.0539
1995,8,2,3,167,1.7648
1995,8,2,4,155,1.9691
1995,8,2,5,176,1.3357
1995,8,3,1,210,0.8917
1995,8,3,2,88,1.8512
1995,8,3,3,149,0.0695
1995,8,3,4,157,1.0944
1995,8,3,5,246,-1.4133
1995,9,1,1,1118,0.1282
1995,9,1,2,381,3.7771
1995,9,1,3,460,4.2177
1995,9,1,4,312,3.1672
1995,9,1,5,193,2.9386
1995,9,2,1,322,0.1640
1995,9,2,2,115,0.6749
1995,9,2,3,174,3.0769
1995,9,2,4,164,1.5862
1995,9,2,5,177,3.9979
1995,9,3,1,217,2.8639
1995,9,3,2,84,3.8310
1995,9,3,3,149,2.9570
1995,9,3,4,162,4.5109
1995,9,3,5,245,3.7423
1995,10,1,1,1117,-7.7015
1995,10,1,2,386,-5.2420
1995,10,1,3,454,-5.6617
1995,10,1,4,314,-4.9637
1995,10,1,5,191,-5.4829
1995,10,2,1,315,-7.4179
1995,10,2,2,123,-5.7945
1995,10,2,3,168,-5.1226
1995,10,2,4,166,-5.6446
1995,10,2,5,169,-5.5958
1995,10,3,1,216,-1.7664
1995,10,3,2,85,0.0954
1995,10,3,3,153,2.0663
1995,10,3,4,166,-0.7294
1995,10,3,5,246,-0.3509
1995,11,1,1,1110,1.6200
1995,11,1,2,386,2.7591
1995,11,1,3,432,0.8737
1995,11,1,4,299,1.3511
1995,11,1,5,190,2.3766
1995,11,2,1,330,4.0729
1995,11,2,2,112,5.0046
1995,11,2,3,173,5.0023
1995,11,2,4,139,4.7333
1995,11,2,5,181,3.7016
1995,11,3,1,229,5.0066
1995,11,3,2,97,4.8733
1995,11,3,3,151,2.8045
1995,11,3,4,129,4.1149
1995,11,3,5,258,3.2183
1995,12,1,1,1186,-0.8181
1995,12,1,2,372,2.5301
1995,12,1,3,457,1.2448
1995,12,1,4,306,2.1397
1995,12,1,5,187,2.0349
1995,12,2,1,329,1.6390
1995,12,2,2,123,3.1945
1995,12,2,3,162,4.1688
1995,12,2,4,136,0.8354
1995,12,2,5,186,2.7920
1995,12,3,1,231,1.1478
1995,12,3,2,110,3.4668
1995,12,3,3,142,2.7945
1995,12,3,4,132,2.4724
1995,12,3,5,254,0.2051
1996,1,1,1,1173,1.4565
1996,1,1,2,380,2.9111
1996,1,1,3,457,1.5512
1996,1,1,4,302,-0.4786
1996,1,1,5,196,0.0737
1996,1,2,1,331,0.8710
1996,1,2,2,120,0.2023
1996,1,2,3,162,-2.0682
1996,1,2,4,139,0.4299
1996,1,2,5,184,-0.6853
1996,1,3,1,229,3.1868
1996,1,3,2,115,2.2145
1996,1,3,3,144,2.4471
1996,1,3,4,129,2.1364
1996,1,3,5,251,3.1287
1996,2,1,1,1165,2.9027
1996,2,1,2,366,2.3634
1996,2,1,3,427,3.6796
1996,2,1,4,284,4.4532
1996,2,1,5,210,4.0343
1996,2,2,1,328,3.7576
1996,2,2,2,119,4.5327
1996,2,2,3,163,3.7257
1996,2,2,4,134,5.9279
1996,2,2,5,170,5.0535
1996,2,3,1,271,0.1358
1996,2,3,2,114,2.8990
1996,2,3,3,118,2.4471
1996,2,3,4,119,0.0888
1996,2,3,5,245,2.1584
1996,3,1,1,1175,2.9011
1996,3,1,2,381,2.2410
1996,3,1,3,419,5.0845
1996,3,1,4,300,3.4899
1996,3,1,5,197,2.9379
1996,3,2,1,354,1.9601
1996,3,2,2,124,3.0804
1996,3,2,3,134,3.4131
1996,3,2,4,154,2.1695
1996,3,2,5,178,3.8340
1996,3,3,1,280,1.9218
1996,3,3,2,106,-0.0482
1996,3,3,3,115,2.5686
1996,3,3,4,132,-0.1701
1996,3,3,5,240,0.3603
1996,4,1,1,1209,8.2861
1996,4,1,2,392,10.0846
1996,4,1,3,417,10.7840
1996,4,1,4,310,10.2662
1996,4,1,5,197,9.7045
1996,4,2,1,345,6.3154
1996,4,2,2,131,6.9058
1996,4,2,3,122,6.8859
1996,4,2,4,150,7.7636
1996,4,2,5,173,7.4185
1996,4,3,1,285,2.6892
1996,4,3,2,101,0.9364
1996,4,3,3,121,0.9618
1996,4,3,4,129,3.9859
1996,4,3,5,240,2.4634
1996,5,1,1,1177,8.3938
1996,5,1,2,408,8.4149
1996,5,1,3,398,9.5796
1996,5,1,4,273,6.7131
1996,5,1,5,197,9.2789
1996,5,2,1,338,5.4868
1996,5,2,2,153,4.7519
1996,5,2,3,143,4.8678
1996,5,2,4,156,4.7543
1996,5,2,5,173,3.5102
1996,5,3,1,295,0.9221
1996,5,3,2,145,2.0241
1996,5,3,3,127,2.6692
1996,5,3,4,119,2.6101
1996,5,3,5,213,4.7784
1996,6,1,1,1210,-7.3667
1996,6,1,2,429,-4.4619
1996,6,1,3,415,-4.9494
1996,6,1,4,276,-7.5650
1996,6,1,5,185,-2.9695
1996,6,2,1,344,-5.8651
1996,6,2,2,159,-1.9568
1996,6,2,3,155,-2.6784
1996,6,2,4,149,-5.5927
1996,6,2,5,192,-5.4071
1996,6,3,1,298,-2.3000
1996,6,3,2,144,0.8081
1996,6,3,3,123,-0.1153
1996,6,3,4,117,-1.2400
1996,6,3,5,212,1.0903
1996,7,1,1,1195,-10.2230
1996,7,1,2,434,-7.6877
1996,7,1,3,396,-9.1300
1996,7,1,4,285,-9.3308
1996,7,1,5,199,-6.5912
1996,7,2,1,340,-10.9986
1996,7,2,2,167,-9.1215
1996,7,2,3,149,-8.3106
1996,7,2,4,147,-10.0765
1996,7,2,5,184,-9.8029
1996,7,3,1,291,-4.8818
1996,7,3,2,144,-6.6502
1996,7,3,3,129,-6.5788
1996,7,3,4,116,-5.4925
1996,7,3,5,208,-3.8712
1996,8,1,1,1127,3.8553
1996,8,1,2,479,3.4465
1996,8,1,3,401,5.5466
1996,8,1,4,275,3.4983
1996,8,1,5,204,4.5877
1996,8,2,1,344,5.1180
1996,8,2,2,142,7.4990
1996,8,2,3,195,7.4752
1996,8,2,4,135,6.4981
1996,8,2,5,191,6.5768
1996,8,3,1,267,2.0722
1996,8,3,2,118,3.5800
1996,8,3,3,157,2.6197
1996,8,3,4,127,2.9118
1996,8,3,5,202,2.0964
1996,9,1,1,1110,1.7335
1996,9,1,2,515,2.1970
1996,9,1,3,444,3.3013
1996,9,1,4,278,2.4129
1996,9,1,5,214,2.1486
1996,9,2,1,348,3.8429
1996,9,2,2,140,3.0543
1996,9,2,3,186,5.6582
1996,9,2,4,129,4.3899
1996,9,2,5,177,3.3067
1996,9,3,1,262,5.2553
1996,9,3,2,122,4.1948
1996,9,3,3,161,4.3349
1996,9,3,4,134,6.3384
1996,9,3,5,204,6.7520
1996,10,1,1,1118,-4.7868
1996,10,1,2,501,-1.6446
1996,10,1,3,452,-1.3448
1996,10,1,4,265,-1.2419
1996,10,1,5,206,-0.3556
1996,10,2,1,334,-2.5878
1996,10,2,2,143,-3.0758
1996,10,2,3,189,-0.8286
1996,10,2,4,127,-0.6735
1996,10,2,5,180,-0.6361
1996,10,3,1,265,0.5643
1996,10,3,2,126,1.7412
1996,10,3,3,158,2.2024
1996,10,3,4,137,2.5034
1996,10,3,5,208,0.4830
1996,11,1,1,1104,2.3567
1996,11,1,2,485,2.0589
1996,11,1,3,500,3.7565
1996,11,1,4,262,2.9474
1996,11,1,5,206,3.8485
1996,11,2,1,320,2.6589
1996,11,2,2,147,3.1445
1996,11,2,3,195,3.8698
1996,11,2,4,121,3.0916
1996,11,2,5,169,4.4711
1996,11,3,1,282,7.1885
1996,11,3,2,121,9.1863
1996,11,3,3,176,4.3607
1996,11,3,4,105,7.5549
1996,11,3,5,217,7.4344
1996,12,1,1,1136,-1.7778
1996,12,1,2,448,0.3420
1996,12,1,3,523,3.2239
1996,12,1,4,280,4.0806
1996,12,1,5,202,3.2778
1996,12,2,1,328,1.0821
1996,12,2,2,143,3.8580
1996,12,2,3,189,0.9800
1996,12,2,4,125,2.0102
1996,12,2,5,176,2.7004
1996,12,3,1,285,-0.5595
1996,12,3,2,115,-1.8183
1996,12,3,3,170,-1.7408
1996,12,3,4,111,-4.0038
1996,12,3,5,218,-1.0058
1997,1,1,1,1155,6.1975
1997,1,1,2,431,7.1417
1997,1,1,3,513,5.0846
1997,1,1,4,281,5.0762
1997,1,1,5,199,4.2281
1997,1,2,1,319,3.1164
1997,1,2,2,143,3.3545
1997,1,2,3,189,3.2679
1997,1,2,4,121,2.1000
1997,1,2,5,172,3.5554
1997,1,3,1,288,4.0474
1997,1,3,2,119,4.7484
1997,1,3,3,175,4.3171
1997,1,3,4,111,2.4202
1997,1,3,5,218,8.5354
1997,2,1,1,1091,-3.5155
1997,2,1,2,446,-3.4996
1997,2,1,3,478,-1.7941
1997,2,1,4,297,-3.3951
1997,2,1,5,197,-1.7333
1997,2,2,1,282,-3.1992
1997,2,2,2,151,-3.3615
1997,2,2,3,191,-4.0122
1997,2,2,4,129,-5.5612
1997,2,2,5,164,-3.6655
1997,2,3,1,290,-1.7900
1997,2,3,2,123,-0.1916
1997,2,3,3,164,-0.3440
1997,2,3,4,132,-0.3605
1997,2,3,5,206,0.1391
1997,3,1,1,1157,-7.2099
1997,3,1,2,460,-5.4377
1997,3,1,3,483,-5.6700
1997,3,1,4,316,-4.0970
1997,3,1,5,197,-3.1409
1997,3,2,1,286,-6.1505
1997,3,2,2,151,-5.4895
1997,3,2,3,174,-3.6705
1997,3,2,4,137,-2.2659
1997,3,2,5,164,-2.9850
1997,3,3,1,286,-3.4175
1997,3,3,2,135,-3.7971
1997,3,3,3,154,-2.1727
1997,3,3,4,137,-2.7967
1997,3,3,5,206,-5.7290
1997,4,1,1,1187,-6.0657
1997,4,1,2,457,-3.6760
1997,4,1,3,477,-2.3771
1997,4,1,4,328,-4.0458
1997,4,1,5,194,-3.0118
1997,4,2,1,311,-0.4425
1997,4,2,2,139,-0.8013
1997,4,2,3,171,0.1300
1997,4,2,4,135,1.2036
1997,4,2,5,165,-1.4179
1997,4,3,1,277,2.8131
1997,4,3,2,126,0.1508
1997,4,3,3,162,4.7142
1997,4,3,4,141,2.6512
1997,4,3,5,207,9.6514
1997,5,1,1,1161,12.2462
1997,5,1,2,479,11.5700
1997,5,1,3,478,11.8285
1997,5,1,4,334,12.5456
1997,5,1,5,211,11.1749
1997,5,2,1,306,15.2215
1997,5,2,2,129,12.4716
1997,5,2,3,181,16.8210
1997,5,2,4,134,14.0904
1997,5,2,5,155,14.4392
1997,5,3,1,276,6.9217
1997,5,3,2,132,7.4677
1997,5,3,3,164,8.4484
1997,5,3,4,146,7.2971
1997,5,3,5,207,5.4805
1997,6,1,1,1248,1.1047
1997,6,1,2,481,5.2751
1997,6,1,3,471,4.7012
1997,6,1,4,343,6.9044
1997,6,1,5,210,6.0394
1997,6,2,1,309,3.8779
1997,6,2,2,138,5.0723
1997,6,2,3,180,5.9357
1997,6,2,4,145,4.4564
1997,6,2,5,160,5.3646
1997,6,3,1,286,3.0476
1997,6,3,2,131,2.3945
1997,6,3,3,173,3.5168
1997,6,3,4,144,5.0321
1997,6,3,5,204,4.4426
1997,7,1,1,1261,4.7700
1997,7,1,2,483,7.4044
1997,7,1,3,436,5.5924
1997,7,1,4,357,6.6229
1997,7,1,5,206,7.4301
1997,7,2,1,304,5.1569
1997,7,2,2,135,4.4452
1997,7,2,3,170,7.1367
1997,7,2,4,145,6.4959
1997,7,2,5,162,6.3185
1997,7,3,1,292,6.8495
1997,7,3,2,132,8.8923
1997,7,3,3,167,10.3274
1997,7,3,4,149,5.3999
1997,7,3,5,204,6.9425
1997,8,1,1,1229,3.8920
1997,8,1,2,456,5.8737
1997,8,1,3,493,5.6275
1997,8,1,4,356,5.8249
1997,8,1,5,201,5.6438
1997,8,2,1,290,4.7599
1997,8,2,2,155,3.9087
1997,8,2,3,168,2.8697
1997,8,2,4,143,3.8609
1997,8,2,5,173,2.7486
1997,8,3,1,291,-3.2847
1997,8,3,2,143,-3.5470
1997,8,3,3,164,-2.1954
1997,8,3,4,154,-2.4742
1997,8,3,5,205,-6.5804
1997,9,1,1,1286,8.4690
1997,9,1,2,498,9.0946
1997,9,1,3,494,10.3115
1997,9,1,4,334,8.2674
1997,9,1,5,203,8.6376
1997,9,2,1,293,7.0786
1997,9,2,2,156,7.2457
1997,9,2,3,174,8.9627
1997,9,2,4,149,7.5771
1997,9,2,5,169,7.9811
1997,9,3,1,289,4.7920
1997,9,3,2,147,3.6414
1997,9,3,3,162,6.8227
1997,9,3,4,151,4.8568
1997,9,3,5,206,4.7319
1997,10,1,1,1288,-4.5580
1997,10,1,2,492,-2.5358
1997,10,1,3,481,-1.7467
1997,10,1,4,330,-5.0612
1997,10,1,5,199,-1.6031
1997,10,2,1,303,-5.2591
1997,10,2,2,151,-4.1870
1997,10,2,3,168,-5.5554
1997,10,2,4,152,-4.7784
1997,10,2,5,177,-3.9530
1997,10,3,1,280,-3.3049
1997,10,3,2,154,-3.7671
1997,10,3,3,160,-3.9556
1997,10,3,4,153,-3.4222
1997,10,3,5,202,-3.8000
1997,11,1,1,1256,-4.6342
1997,11,1,2,485,-3.3907
1997,11,1,3,511,-1.1630
1997,11,1,4,304,-2.5253
1997,11,1,5,217,0.3551
1997,11,2,1,289,-3.4611
1997,11,2,2,158,-1.3413
1997,11,2,3,193,-0.8696
1997,11,2,4,165,-0.9438
1997,11,2,5,166,-2.0994
1997,11,3,1,258,4.0631
1997,11,3,2,138,1.7425
1997,11,3,3,183,2.5962
1997,11,3,4,139,3.8448
1997,11,3,5,218,6.1616
1997,12,1,1,1323,-6.7850
1997,12,1,2,530,-4.3838
1997,12,1,3,524,-1.8252
1997,12,1,4,291,-2.3503
1997,12,1,5,227,-0.9207
1997,12,2,1,282,-1.4248
1997,12,2,2,144,0.2873
1997,12,2,3,203,1.0634
1997,12,2,4,160,0.2247
1997,12,2,5,177,0.2044
1997,12,3,1,255,1.2825
1997,12,3,2,137,1.0305
1997,12,3,3,185,1.2233
1997,12,3,4,147,0.5934
1997,12,3,5,220,1.0090
1998,1,1,1,1318,0.2859
1998,1,1,2,525,0.9874
1998,1,1,3,520,-0.0675
1998,1,1,4,297,-0.8897
1998,1,1,5,227,-0.9716
1998,1,2,1,277,0.5659
1998,1,2,2,147,-1.7972
1998,1,2,3,206,-1.0396
1998,1,2,4,143,-1.7647
1998,1,2,5,173,-1.0931
1998,1,3,1,257,0.5082
1998,1,3,2,124,1.0521
1998,1,3,3,186,0.9598
1998,1,3,4,149,-0.6669
1998,1,3,5,223,3.7554
1998,2,1,1,1287,6.1975
1998,2,1,2,481,6.9341
1998,2,1,3,529,6.8942
1998,2,1,4,294,5.8031
1998,2,1,5,215,6.8878
1998,2,2,1,275,7.6942
1998,2,2,2,146,10.6166
1998,2,2,3,206,9.8676
1998,2,2,4,146,8.1662
1998,2,2,5,168,9.4931
1998,2,3,1,287,6.7965
1998,2,3,2,119,4.9980
1998,2,3,3,183,5.1444
1998,2,3,4,133,7.2740
1998,2,3,5,211,8.3259
1998,3,1,1,1363,3.1690
1998,3,1,2,451,6.3245
1998,3,1,3,534,5.1972
1998,3,1,4,292,4.6132
1998,3,1,5,214,5.2019
1998,3,2,1,318,4.8994
1998,3,2,2,130,4.1862
1998,3,2,3,188,4.2514
1998,3,2,4,150,5.3115
1998,3,2,5,168,3.3643
1998,3,3,1,308,4.0080
1998,3,3,2,134,6.5884
1998,3,3,3,173,5.1246
1998,3,3,4,142,4.1589
1998,3,3,5,213,5.4113
1998,4,1,1,1357,2.5686
1998,4,1,2,464,1.5254
1998,4,1,3,540,3.2226
1998,4,1,4,312,4.5831
1998,4,1,5,218,3.4448
1998,4,2,1,308,0.3030
1998,4,2,2,139,0.0758
1998,4,2,3,191,0.6832
1998,4,2,4,146,1.7284
1998,4,2,5,166,0.2317
1998,4,3,1,314,1.5454
1998,4,3,2,135,-2.2385
1998,4,3,3,158,-0.1103
1998,4,3,4,142,5.2468
1998,4,3,5,219,0.7718
1998,5,1,1,1301,-6.5846
1998,5,1,2,517,-5.2783
1998,5,1,3,512,-4.9597
1998,5,1,4,310,-4.3383
1998,5,1,5,219,-3.8041
1998,5,2,1,343,-7.5650
1998,5,2,2,136,-5.4503
1998,5,2,3,162,-5.9778
1998,5,2,4,155,-6.0745
1998,5,2,5,171,-3.7354
1998,5,3,1,320,-2.5629
1998,5,3,2,142,-1.8131
1998,5,3,3,161,-2.6236
1998,5,3,4,130,-4.2501
1998,5,3,5,217,-1.3119
1998,6,1,1,1345,-4.9572
1998,6,1,2,541,-3.4313
1998,6,1,3,538,-1.8929
1998,6,1,4,333,-2.1536
1998,6,1,5,211,-1.3080
1998,6,2,1,350,-4.0222
1998,6,2,2,149,2.4905
1998,6,2,3,152,2.2538
1998,6,2,4,153,0.1313
1998,6,2,5,162,1.0955
1998,6,3,1,318,2.0022
1998,6,3,2,150,3.0045
1998,6,3,3,141,1.9994
1998,6,3,4,129,2.6300
1998,6,3,5,223,8.2943
1998,7,1,1,1314,-8.0797
1998,7,1,2,515,-8.0122
1998,7,1,3,521,-7.2961
1998,7,1,4,319,-6.9555
1998,7,1,5,195,-4.9780
1998,7,2,1,346,-8.6079
1998,7,2,2,139,-8.6555
1998,7,2,3,155,-8.0270
1998,7,2,4,166,-7.8642
1998,7,2,5,167,-7.7833
1998,7,3,1,318,-0.7557
1998,7,3,2,154,-2.3160
1998,7,3,3,151,-2.1183
1998,7,3,4,123,-4.4845
1998,7,3,5,229,-1.6279
1998,8,1,1,1298,-22.3603
1998,8,1,2,448,-23.6277
1998,8,1,3,539,-21.6004
1998,8,1,4,344,-19.1613
1998,8,1,5,191,-19.6096
1998,8,2,1,343,-21.3251
1998,8,2,2,135,-22.6408
1998,8,2,3,164,-20.7593
1998,8,2,4,137,-19.1847
1998,8,2,5,168,-18.9422
1998,8,3,1,358,-14.5858
1998,8,3,2,123,-13.8588
1998,8,3,3,157,-10.7932
1998,8,3,4,122,-13.6218
1998,8,3,5,215,-11.9995
1998,9,1,1,1395,4.4018
1998,9,1,2,451,3.9310
1998,9,1,3,530,6.2327
1998,9,1,4,348,4.7594
1998,9,1,5,191,6.8780
1998,9,2,1,347,7.1375
1998,9,2,2,116,8.0056
1998,9,2,3,168,11.6647
1998,9,2,4,135,9.9144
1998,9,2,5,164,5.5719
1998,9,3,1,353,7.7090
1998,9,3,2,118,8.3055
1998,9,3,3,157,9.7108
1998,9,3,4,115,7.9148
1998,9,3,5,213,6.2826
1998,10,1,1,1386,4.5662
1998,10,1,2,433,3.5659
1998,10,1,3,509,4.2914
1998,10,1,4,339,5.2130
1998,10,1,5,180,5.3636
1998,10,2,1,349,7.5056
1998,10,2,2,118,2.4216
1998,10,2,3,160,5.6159
1998,10,2,4,141,5.5480
1998,10,2,5,167,7.2630
1998,10,3,1,365,7.3500
1998,10,3,2,121,7.1148
1998,10,3,3,163,5.8917
1998,10,3,4,114,5.7367
1998,10,3,5,212,7.7912
1998,11,1,1,1404,10.0321
1998,11,1,2,413,8.5464
1998,11,1,3,473,8.3630
1998,11,1,4,287,9.4262
1998,11,1,5,180,5.0049
1998,11,2,1,367,4.9906
1998,11,2,2,126,3.8150
1998,11,2,3,169,7.8536
1998,11,2,4,129,5.8477
1998,11,2,5,163,5.6812
1998,11,3,1,397,5.5285
1998,11,3,2,128,6.6700
1998,11,3,3,149,7.0820
1998,11,3,4,111,6.4394
1998,11,3,5,196,6.6098
1998,12,1,1,1498,-0.6205
1998,12,1,2,396,4.6578
1998,12,1,3,437,0.7668
1998,12,1,4,283,4.2239
1998,12,1,5,177,6.2946
1998,12,2,1,395,1.4339
1998,12,2,2,135,7.9593
1998,12,2,3,174,5.7774
1998,12,2,4,122,9.7973
1998,12,2,5,153,7.5102
1998,12,3,1,401,5.0000
1998,12,3,2,126,6.3834
1998,12,3,3,153,11.8257
1998,12,3,4,105,5.3045
1998,12,3,5,201,9.0291
1999,1,1,1,1473,8.1613
1999,1,1,2,390,6.4261
1999,1,1,3,438,6.7921
1999,1,1,4,273,4.9793
1999,1,1,5,176,1.9142
1999,1,2,1,410,2.6033
1999,1,2,2,135,0.0006
1999,1,2,3,158,1.9706
1999,1,2,4,114,0.8784
1999,1,2,5,158,-2.8238
1999,1,3,1,384,4.5217
1999,1,3,2,142,1.2177
1999,1,3,3,161,3.9730
1999,1,3,4,112,4.3390
1999,1,3,5,199,6.0564
1999,2,1,1,1425,-7.0976
1999,2,1,2,368,-8.3672
1999,2,1,3,397,-6.7926
1999,2,1,4,258,-5.8010
1999,2,1,5,171,-4.8646
1999,2,2,1,429,-10.0371
1999,2,2,2,147,-9.3302
1999,2,2,3,135,-10.4747
1999,2,2,4,119,-7.8327
1999,2,2,5,154,-7.0932
1999,2,3,1,401,-3.0754
1999,2,3,2,144,-7.1353
1999,2,3,3,142,-6.2447
1999,2,3,4,132,-3.7416
1999,2,3,5,194,-4.1250
1999,3,1,1,1453,-2.6783
1999,3,1,2,424,-4.6951
1999,3,1,3,370,-3.5646
1999,3,1,4,271,-4.0698
1999,3,1,5,172,-7.3797
1999,3,2,1,449,1.4137
1999,3,2,2,129,-3.0704
1999,3,2,3,136,-2.0583
1999,3,2,4,118,-1.7271
1999,3,2,5,149,-2.2411
1999,3,3,1,404,4.0126
1999,3,3,2,159,1.7536
1999,3,3,3,133,5.2054
1999,3,3,4,130,-1.7848
1999,3,3,5,190,6.6534
1999,4,1,1,1433,11.7653
1999,4,1,2,452,10.0325
1999,4,1,3,356,12.0806
1999,4,1,4,272,7.2544
1999,4,1,5,169,7.0592
1999,4,2,1,461,11.2295
1999,4,2,2,132,11.3087
1999,4,2,3,133,7.5379
1999,4,2,4,121,8.4641
1999,4,2,5,138,6.7849
1999,4,3,1,398,5.7274
1999,4,3,2,152,3.9954
1999,4,3,3,126,8.7172
1999,4,3,4,126,3.4649
1999,4,3,5,193,-2.2259
1999,5,1,1,1351,4.0737
1999,5,1,2,497,4.3774
1999,5,1,3,381,4.4909
1999,5,1,4,254,6.2075
1999,5,1,5,188,5.7293
1999,5,2,1,424,4.8839
1999,5,2,2,156,2.9362
1999,5,2,3,122,4.5155
1999,5,2,4,134,5.8696
1999,5,2,5,134,4.6189
1999,5,3,1,373,-0.7925
1999,5,3,2,165,-0.8685
1999,5,3,3,144,-1.1784
1999,5,3,4,116,-1.7832
1999,5,3,5,177,-3.4168
1999,6,1,1,1377,2.6353
1999,6,1,2,505,1.8956
1999,6,1,3,408,5.8118
1999,6,1,4,240,5.7267
1999,6,1,5,191,5.6350
1999,6,2,1,426,6.9267
1999,6,2,2,151,6.4134
1999,6,2,3,131,8.1758
1999,6,2,4,122,6.9055
1999,6,2,5,140,6.2535
1999,6,3,1,370,1.2682
1999,6,3,2,168,5.1799
1999,6,3,3,158,6.4689
1999,6,3,4,115,8.2961
1999,6,3,5,175,8.9877
1999,7,1,1,1342,0.9076
1999,7,1,2,490,3.2087
1999,7,1,3,385,3.0722
1999,7,1,4,242,1.6753
1999,7,1,5,184,3.2835
1999,7,2,1,416,-2.0349
1999,7,2,2,160,-1.4373
1999,7,2,3,137,-0.7856
1999,7,2,4,119,-1.0890
1999,7,2,5,136,-0.9607
1999,7,3,1,359,-1.7738
1999,7,3,2,159,-3.5441
1999,7,3,3,156,-1.0311
1999,7,3,4,120,-2.1393
1999,7,3,5,174,-3.5746
1999,8,1,1,1304,-2.7795
1999,8,1,2,458,-2.1261
1999,8,1,3,426,-2.7794
1999,8,1,4,252,-1.7471
1999,8,1,5,169,-3.4925
1999,8,2,1,408,-2.9831
1999,8,2,2,138,-0.9178
1999,8,2,3,164,-2.6654
1999,8,2,4,112,-1.9939
1999,8,2,5,131,-6.0644
1999,8,3,1,342,-1.1280
1999,8,3,2,172,-0.8639
1999,8,3,3,183,2.2459
1999,8,3,4,114,-2.2354
1999,8,3,5,171,1.5625
1999,9,1,1,1330,-1.2407
1999,9,1,2,447,-0.8531
1999,9,1,3,451,-2.5250
1999,9,1,4,248,-1.7192
1999,9,1,5,164,-0.3541
1999,9,2,1,385,0.5285
1999,9,2,2,153,-0.6671
1999,9,2,3,169,1.0743
1999,9,2,4,114,-3.0241
1999,9,2,5,133,-1.1761
1999,9,3,1,340,-4.2895
1999,9,3,2,170,-4.0770
1999,9,3,3,190,-4.4520
1999,9,3,4,115,2.6536
1999,9,3,5,167,0.1461
1999,10,1,1,1309,-3.4206
1999,10,1,2,419,-2.5348
1999,10,1,3,446,-0.2601
1999,10,1,4,246,-2.8741
1999,10,1,5,164,-1.7130
1999,10,2,1,397,-1.1520
1999,10,2,2,163,-0.4035
1999,10,2,3,169,-0.6843
1999,10,2,4,115,-0.0712
1999,10,2,5,124,-4.3640
1999,10,3,1,332,5.7279
1999,10,3,2,171,3.7998
1999,10,3,3,194,4.8877
1999,10,3,4,117,0.9694
1999,10,3,5,174,7.8138
1999,11,1,1,1219,12.2985
1999,11,1,2,455,11.9614
1999,11,1,3,440,14.2092
1999,11,1,4,232,12.2888
1999,11,1,5,166,6.8549
1999,11,2,1,376,10.9368
1999,11,2,2,174,10.4519
1999,11,2,3,167,6.5168
1999,11,2,4,125,7.9129
1999,11,2,5,132,3.0618
1999,11,3,1,316,4.1159
1999,11,3,2,162,4.4692
1999,11,3,3,221,4.5240
1999,11,3,4,125,5.7579
1999,11,3,5,189,3.2465
1999,12,1,1,1232,9.9436
1999,12,1,2,449,13.8861
1999,12,1,3,437,16.2483
1999,12,1,4,234,10.3831
1999,12,1,5,170,5.5360
1999,12,2,1,385,8.9953
1999,12,2,2,162,12.3597
1999,12,2,3,182,9.4150
1999,12,2,4,123,12.5230
1999,12,2,5,137,7.4650
1999,12,3,1,330,4.7370
1999,12,3,2,165,3.7535
1999,12,3,3,233,8.3322
1999,12,3,4,133,5.2575
1999,12,3,5,181,16.1441
2000,1,1,1,1198,10.8716
2000,1,1,2,427,13.1184
2000,1,1,3,422,9.4669
2000,1,1,4,222,7.2392
2000,1,1,5,167,0.6633
2000,1,2,1,401,0.6192
2000,1,2,2,165,5.2587
2000,1,2,3,188,-0.8723
2000,1,2,4,121,-4.8447
2000,1,2,5,141,-7.5770
2000,1,3,1,336,-0.4601
2000,1,3,2,166,-4.0564
2000,1,3,3,240,-2.7537
2000,1,3,4,140,-6.0821
2000,1,3,5,183,-9.3547
2000,2,1,1,1120,16.2184
2000,2,1,2,386,14.8119
2000,2,1,3,423,21.7625
2000,2,1,4,235,19.4919
2000,2,1,5,167,3.1381
2000,2,2,1,407,19.2767
2000,2,2,2,161,19.8897
2000,2,2,3,191,22.5321
