year,month,rank_ME,rank_RE_6,nstocks,ret_vw
2000,10,2,3,422,-4.2628
2000,10,2,4,500,-5.2595
2000,10,2,5,462,-5.3479
2000,10,3,1,203,-4.4853
2000,10,3,2,441,-1.1798
2000,10,3,3,525,0.0381
2000,10,3,4,644,-3.8441
2000,10,3,5,401,-4.3289
2000,11,1,1,784,-14.6871
2000,11,1,2,476,-12.4970
2000,11,1,3,479,-10.3229
2000,11,1,4,271,-7.7684
2000,11,1,5,490,-12.6150
2000,11,2,1,444,-13.3737
2000,11,2,2,545,-10.3069
2000,11,2,3,401,-7.0351
2000,11,2,4,459,-12.4972
2000,11,2,5,442,-11.3287
2000,11,3,1,206,-11.3343
2000,11,3,2,435,-9.5462
2000,11,3,3,504,-8.2017
2000,11,3,4,627,-14.8400
2000,11,3,5,364,-7.7127
2000,12,1,1,784,-5.9222
2000,12,1,2,491,-1.4758
2000,12,1,3,492,-2.6119
2000,12,1,4,278,0.0087
2000,12,1,5,548,0.1557
2000,12,2,1,438,3.6515
2000,12,2,2,542,5.8890
2000,12,2,3,419,7.1957
2000,12,2,4,484,7.3179
2000,12,2,5,491,8.2832
2000,12,3,1,198,2.4103
2000,12,3,2,427,0.7868
2000,12,3,3,523,-0.8148
2000,12,3,4,668,-1.5415
2000,12,3,5,379,5.0683
2001,1,1,1,759,33.5358
2001,1,1,2,494,23.0110
2001,1,1,3,474,18.9422
2001,1,1,4,265,20.1258
2001,1,1,5,560,25.0538
2001,1,2,1,399,20.1083
2001,1,2,2,530,12.4970
2001,1,2,3,411,5.7074
2001,1,2,4,482,9.9024
2001,1,2,5,512,9.5466
2001,1,3,1,175,17.1540
2001,1,3,2,391,10.7267
2001,1,3,3,496,1.5675
2001,1,3,4,649,4.8554
2001,1,3,5,375,0.4802
2001,2,1,1,750,-10.0922
2001,2,1,2,491,-8.4415
2001,2,1,3,495,-7.4858
2001,2,1,4,249,-5.4885
2001,2,1,5,567,-9.2769
2001,2,2,1,395,-8.1125
2001,2,2,2,508,-8.5309
2001,2,2,3,429,-5.8422
2001,2,2,4,473,-10.8996
2001,2,2,5,520,-11.3492
2001,2,3,1,163,-6.5075
2001,2,3,2,373,-8.7675
2001,2,3,3,500,-7.7657
2001,2,3,4,636,-14.4026
2001,2,3,5,380,-6.2731
2001,3,1,1,762,-7.9570
2001,3,1,2,503,-8.3169
2001,3,1,3,550,-5.2419
2001,3,1,4,238,-6.9185
2001,3,1,5,613,-8.2264
2001,3,2,1,382,-5.4890
2001,3,2,2,498,-6.0351
2001,3,2,3,438,-4.5188
2001,3,2,4,474,-7.9862
2001,3,2,5,538,-5.6819
2001,3,3,1,163,-3.7761
2001,3,3,2,364,-5.0291
2001,3,3,3,521,-7.3729
2001,3,3,4,629,-9.9892
2001,3,3,5,377,-3.6074
2001,4,1,1,775,4.7791
2001,4,1,2,505,6.8288
2001,4,1,3,537,6.4195
2001,4,1,4,398,10.4231
2001,4,1,5,637,7.3710
2001,4,2,1,358,7.4405
2001,4,2,2,480,8.8826
2001,4,2,3,438,8.2539
2001,4,2,4,470,11.8119
2001,4,2,5,539,11.8143
2001,4,3,1,162,9.6838
2001,4,3,2,361,8.5485
2001,4,3,3,494,6.0540
2001,4,3,4,608,11.5993
2001,4,3,5,360,11.7696
2001,5,1,1,777,11.5595
2001,5,1,2,473,10.2076
2001,5,1,3,526,9.8071
2001,5,1,4,423,11.1956
2001,5,1,5,641,10.0928
2001,5,2,1,376,6.4832
2001,5,2,2,480,5.7825
2001,5,2,3,444,4.1892
2001,5,2,4,453,3.0467
2001,5,2,5,524,3.8048
2001,5,3,1,185,-4.9251
2001,5,3,2,353,0.2022
2001,5,3,3,484,1.3077
2001,5,3,4,563,-0.1296
2001,5,3,5,353,-0.8667
2001,6,1,1,830,2.4530
2001,6,1,2,487,1.8890
2001,6,1,3,523,4.1943
2001,6,1,4,471,3.3396
2001,6,1,5,643,3.6874
2001,6,2,1,391,6.1037
2001,6,2,2,481,6.2829
2001,6,2,3,465,4.9892
2001,6,2,4,455,4.0193
2001,6,2,5,553,4.4673
2001,6,3,1,199,1.1453
2001,6,3,2,370,-1.7761
2001,6,3,3,506,-2.1751
2001,6,3,4,556,-2.7198
2001,6,3,5,367,-6.0134
2001,7,1,1,784,-6.2588
2001,7,1,2,463,-4.1174
2001,7,1,3,479,-4.2517
2001,7,1,4,481,-5.1814
2001,7,1,5,608,-6.1400
2001,7,2,1,381,-2.2886
2001,7,2,2,481,-5.4103
2001,7,2,3,466,-7.2881
2001,7,2,4,433,-7.2831
2001,7,2,5,534,-10.1462
2001,7,3,1,205,0.4246
2001,7,3,2,370,-0.1102
2001,7,3,3,504,-0.7777
2001,7,3,4,514,-2.9848
2001,7,3,5,365,-3.7192
2001,8,1,1,782,-5.1635
2001,8,1,2,464,-2.8569
2001,8,1,3,454,-3.0936
2001,8,1,4,516,-1.3377
2001,8,1,5,597,-7.0738
2001,8,2,1,384,-3.8979
2001,8,2,2,482,-3.0771
2001,8,2,3,443,-3.6303
2001,8,2,4,418,-4.0120
2001,8,2,5,526,-7.8631
2001,8,3,1,212,-7.0126
2001,8,3,2,385,-7.7192
2001,8,3,3,508,-7.4353
2001,8,3,4,479,-5.3013
2001,8,3,5,351,-4.3833
2001,9,1,1,792,-20.5557
2001,9,1,2,460,-15.1164
2001,9,1,3,293,-15.9359
2001,9,1,4,524,-13.1244
2001,9,1,5,585,-14.6731
2001,9,2,1,389,-23.3183
2001,9,2,2,481,-18.2073
2001,9,2,3,438,-15.9253
2001,9,2,4,413,-12.7655
2001,9,2,5,500,-17.1720
2001,9,3,1,206,-24.8344
2001,9,3,2,385,-17.9980
2001,9,3,3,467,-7.0470
2001,9,3,4,450,-4.4592
2001,9,3,5,339,-9.7621
2001,10,1,1,790,7.6310
2001,10,1,2,418,8.9548
2001,10,1,3,290,9.0834
2001,10,1,4,501,8.8831
2001,10,1,5,553,13.6014
2001,10,2,1,397,13.1251
2001,10,2,2,474,10.6715
2001,10,2,3,405,8.1264
2001,10,2,4,370,5.5605
2001,10,2,5,457,10.3349
2001,10,3,1,205,8.7184
2001,10,3,2,362,10.1083
2001,10,3,3,450,3.0322
2001,10,3,4,411,0.9031
2001,10,3,5,327,3.1831
2001,11,1,1,745,13.8488
2001,11,1,2,387,10.6990
2001,11,1,3,263,11.2130
2001,11,1,4,446,7.0430
2001,11,1,5,495,11.2114
2001,11,2,1,416,14.9758
2001,11,2,2,470,11.7289
2001,11,2,3,406,9.1772
2001,11,2,4,338,6.0650
2001,11,2,5,444,9.5964
2001,11,3,1,204,15.3673
2001,11,3,2,372,16.2072
2001,11,3,3,444,8.7809
2001,11,3,4,394,5.8044
2001,11,3,5,327,0.6343
2001,12,1,1,741,9.7776
2001,12,1,2,399,11.4234
2001,12,1,3,279,10.8695
2001,12,1,4,444,9.7987
2001,12,1,5,510,10.3242
2001,12,2,1,421,7.4893
2001,12,2,2,494,7.8193
2001,12,2,3,415,6.8842
2001,12,2,4,357,7.0439
2001,12,2,5,460,6.8629
2001,12,3,1,207,-1.8909
2001,12,3,2,387,-0.8892
2001,12,3,3,463,1.9236
2001,12,3,4,414,0.4311
2001,12,3,5,350,3.3558
2002,1,1,1,711,2.2491
2002,1,1,2,372,-2.4937
2002,1,1,3,263,-0.8009
2002,1,1,4,408,-0.3015
2002,1,1,5,505,0.2546
2002,1,2,1,398,-2.4141
2002,1,2,2,472,-1.6692
2002,1,2,3,385,-3.2823
2002,1,2,4,338,-2.3441
2002,1,2,5,450,-3.7690
2002,1,3,1,190,-0.2127
2002,1,3,2,364,0.3242
2002,1,3,3,444,-1.2208
2002,1,3,4,394,-1.3953
2002,1,3,5,337,-2.6279
2002,2,1,1,690,-9.0073
2002,2,1,2,350,-6.4768
2002,2,1,3,274,-7.4116
2002,2,1,4,361,-5.2056
2002,2,1,5,484,-9.7150
2002,2,2,1,390,-5.9230
2002,2,2,2,453,-6.5405
2002,2,2,3,371,-3.5147
2002,2,2,4,324,-3.1049
2002,2,2,5,429,-4.9389
2002,2,3,1,177,-7.7835
2002,2,3,2,366,-3.3595
2002,2,3,3,453,-3.1707
2002,2,3,4,395,-0.3054
2002,2,3,5,345,-3.2011
2002,3,1,1,690,12.4947
2002,3,1,2,354,11.3614
2002,3,1,3,287,11.7844
2002,3,1,4,357,8.8256
2002,3,1,5,521,8.9496
2002,3,2,1,384,13.4524
2002,3,2,2,446,10.2512
2002,3,2,3,390,9.6946
2002,3,2,4,335,7.3424
2002,3,2,5,452,7.4830
2002,3,3,1,174,7.1268
2002,3,3,2,363,6.0981
2002,3,3,3,464,3.4883
2002,3,3,4,421,1.8373
2002,3,3,5,363,5.8746
2002,4,1,1,665,-0.7095
2002,4,1,2,344,0.4805
2002,4,1,3,272,-3.1021
2002,4,1,4,342,-0.6923
2002,4,1,5,511,-2.0916
2002,4,2,1,342,-2.2907
2002,4,2,2,410,-3.4124
2002,4,2,3,365,-2.9793
2002,4,2,4,335,-0.6509
2002,4,2,5,438,-3.1308
2002,4,3,1,165,-7.0260
2002,4,3,2,338,-4.5967
2002,4,3,3,433,-7.7681
2002,4,3,4,409,-6.5497
2002,4,3,5,349,-5.6822
2002,5,1,1,663,-5.3424
2002,5,1,2,376,-5.8271
2002,5,1,3,326,-3.4209
2002,5,1,4,331,-3.0421
2002,5,1,5,523,-6.3506
2002,5,2,1,347,-6.5764
2002,5,2,2,420,-6.5946
2002,5,2,3,402,-5.4716
2002,5,2,4,354,-3.3326
2002,5,2,5,446,-6.6388
2002,5,3,1,179,-2.0617
2002,5,3,2,385,0.2047
2002,5,3,3,491,-1.7065
2002,5,3,4,456,-1.3568
2002,5,3,5,364,-0.6758
2002,6,1,1,749,-7.9946
2002,6,1,2,420,-5.4100
2002,6,1,3,363,-5.2424
2002,6,1,4,340,-3.0526
2002,6,1,5,587,-4.3308
2002,6,2,1,369,-6.6651
2002,6,2,2,446,-5.4082
2002,6,2,3,416,-6.7972
2002,6,2,4,398,-6.0971
2002,6,2,5,450,-6.3509
2002,6,3,1,202,-12.4704
2002,6,3,2,426,-8.3534
2002,6,3,3,530,-7.0690
2002,6,3,4,495,-7.8852
2002,6,3,5,375,-8.3879
2002,7,1,1,753,-18.8318
2002,7,1,2,415,-18.3528
2002,7,1,3,355,-18.4114
2002,7,1,4,340,-15.6816
2002,7,1,5,583,-15.3405
2002,7,2,1,353,-19.8420
2002,7,2,2,453,-17.7655
2002,7,2,3,394,-16.9828
2002,7,2,4,408,-14.8283
2002,7,2,5,439,-17.2396
2002,7,3,1,197,-15.5247
2002,7,3,2,423,-11.2447
2002,7,3,3,516,-7.9024
2002,7,3,4,503,-4.9414
2002,7,3,5,364,-8.4399
2002,8,1,1,770,-4.1652
2002,8,1,2,430,-2.1874
2002,8,1,3,336,-0.2689
2002,8,1,4,320,-1.6525
2002,8,1,5,558,-1.6319
2002,8,2,1,333,-2.6534
2002,8,2,2,434,-0.1333
2002,8,2,3,372,0.6032
2002,8,2,4,397,0.0211
2002,8,2,5,418,1.7114
2002,8,3,1,204,1.5669
2002,8,3,2,410,0.1760
2002,8,3,3,492,-0.1423
2002,8,3,4,496,0.0458
2002,8,3,5,326,0.2335
2002,9,1,1,802,-12.0707
2002,9,1,2,440,-10.6990
2002,9,1,3,345,-9.1999
2002,9,1,4,285,-9.3375
2002,9,1,5,547,-10.5272
2002,9,2,1,360,-12.0673
2002,9,2,2,433,-8.3507
2002,9,2,3,372,-6.9461
2002,9,2,4,398,-6.0497
2002,9,2,5,406,-7.0325
2002,9,3,1,208,-14.7736
2002,9,3,2,416,-12.5335
2002,9,3,3,495,-9.5132
2002,9,3,4,504,-9.6405
2002,9,3,5,314,-9.3503
2002,10,1,1,790,6.3341
2002,10,1,2,423,6.5773
2002,10,1,3,307,4.5879
2002,10,1,4,222,3.7321
2002,10,1,5,528,7.0351
2002,10,2,1,336,5.4565
2002,10,2,2,397,7.0731
2002,10,2,3,337,3.1940
2002,10,2,4,350,4.7291
2002,10,2,5,344,3.9894
2002,10,3,1,180,10.3318
2002,10,3,2,372,13.6093
2002,10,3,3,434,9.1593
2002,10,3,4,441,5.3880
2002,10,3,5,268,2.5230
2002,11,1,1,749,26.6327
2002,11,1,2,409,17.0751
2002,11,1,3,284,13.0293
2002,11,1,4,227,12.3493
2002,11,1,5,458,14.8368
2002,11,2,1,329,18.1725
2002,11,2,2,381,12.6290
2002,11,2,3,308,7.5486
2002,11,2,4,336,6.5447
2002,11,2,5,297,11.2579
2002,11,3,1,171,17.1363
2002,11,3,2,355,10.3312
2002,11,3,3,413,3.3176
2002,11,3,4,417,4.6445
2002,11,3,5,256,8.3426
2002,12,1,1,769,-10.2955
2002,12,1,2,416,-8.3742
2002,12,1,3,286,-6.3470
2002,12,1,4,237,-7.7665
2002,12,1,5,482,-7.0951
2002,12,2,1,339,-9.1715
2002,12,2,2,391,-7.9609
2002,12,2,3,329,-5.1129
2002,12,2,4,340,-6.8641
2002,12,2,5,318,-7.5263
2002,12,3,1,170,-9.6022
2002,12,3,2,351,-7.2387
2002,12,3,3,440,-4.9496
2002,12,3,4,423,-5.6899
2002,12,3,5,271,-6.3428
2003,1,1,1,763,-0.9850
2003,1,1,2,410,-2.5871
2003,1,1,3,287,-3.8901
2003,1,1,4,227,-2.1796
2003,1,1,5,488,-0.1605
2003,1,2,1,323,-3.6272
2003,1,2,2,378,-5.0349
2003,1,2,3,330,-4.0018
2003,1,2,4,325,-4.4745
2003,1,2,5,314,-1.9418
2003,1,3,1,164,-2.4567
2003,1,3,2,344,-2.3267
2003,1,3,3,438,-3.2315
2003,1,3,4,415,-2.7127
2003,1,3,5,275,-2.9362
2003,2,1,1,720,-4.9310
2003,2,1,2,388,-6.4634
2003,2,1,3,269,-4.5469
2003,2,1,4,235,-2.6237
2003,2,1,5,467,-1.3157
2003,2,2,1,300,-3.6396
2003,2,2,2,357,-3.9980
2003,2,2,3,318,-3.8130
2003,2,2,4,310,-3.8822
2003,2,2,5,320,-3.7571
2003,2,3,1,145,-3.8298
2003,2,3,2,312,-1.6615
2003,2,3,3,411,-0.9628
2003,2,3,4,404,-0.6115
2003,2,3,5,272,-1.6778
2003,3,1,1,696,-0.2412
2003,3,1,2,386,2.0840
2003,3,1,3,287,0.7199
2003,3,1,4,229,1.2264
2003,3,1,5,500,1.8000
2003,3,2,1,302,-0.2645
2003,3,2,2,364,0.0269
2003,3,2,3,349,0.9728
2003,3,2,4,320,2.0547
2003,3,2,5,348,2.7805
2003,3,3,1,148,1.3287
2003,3,3,2,318,-0.4054
2003,3,3,3,430,1.6653
2003,3,3,4,404,2.5410
2003,3,3,5,291,1.6909
2003,4,1,1,662,13.0652
2003,4,1,2,357,10.5099
2003,4,1,3,288,9.7927
2003,4,1,4,211,10.3697
2003,4,1,5,497,13.3007
2003,4,2,1,291,16.7996
2003,4,2,2,350,11.1455
2003,4,2,3,348,11.3075
2003,4,2,4,314,8.8517
2003,4,2,5,347,10.7784
2003,4,3,1,144,12.4200
2003,4,3,2,318,10.3265
2003,4,3,3,415,6.9565
2003,4,3,4,398,5.5851
2003,4,3,5,293,4.8862
2003,5,1,1,621,22.1572
2003,5,1,2,330,15.4517
2003,5,1,3,257,11.8151
2003,5,1,4,228,10.6940
2003,5,1,5,479,21.2309
2003,5,2,1,284,19.2843
2003,5,2,2,324,10.7173
2003,5,2,3,339,8.8920
2003,5,2,4,304,9.3805
2003,5,2,5,340,14.0094
2003,5,3,1,157,9.8565
2003,5,3,2,312,7.5583
2003,5,3,3,418,5.0791
2003,5,3,4,392,4.2697
2003,5,3,5,294,6.4348
2003,6,1,1,642,5.9137
2003,6,1,2,385,5.6761
2003,6,1,3,319,5.6325
2003,6,1,4,235,8.0385
2003,6,1,5,510,5.8863
2003,6,2,1,304,2.5209
2003,6,2,2,359,2.2200
2003,6,2,3,361,1.8434
2003,6,2,4,327,2.3881
2003,6,2,5,387,3.4341
2003,6,3,1,151,0.9067
2003,6,3,2,328,1.4710
2003,6,3,3,444,1.2579
2003,6,3,4,414,1.9299
2003,6,3,5,321,1.6881
2003,7,1,1,619,10.5006
2003,7,1,2,392,8.2993
2003,7,1,3,328,8.9310
2003,7,1,4,229,7.4719
2003,7,1,5,522,10.1029
2003,7,2,1,301,7.6801
2003,7,2,2,357,5.8169
2003,7,2,3,358,5.7371
2003,7,2,4,324,5.1662
2003,7,2,5,388,6.4833
2003,7,3,1,150,2.4036
2003,7,3,2,335,2.6827
2003,7,3,3,429,0.7558
2003,7,3,4,411,1.0437
2003,7,3,5,319,2.2099
2003,8,1,1,593,7.4144
2003,8,1,2,375,5.6912
2003,8,1,3,323,4.9774
2003,8,1,4,205,5.3519
2003,8,1,5,493,5.2616
2003,8,2,1,298,8.0113
2003,8,2,2,341,5.2718
2003,8,2,3,344,5.2778
2003,8,2,4,307,4.9073
2003,8,2,5,387,6.4502
2003,8,3,1,148,4.6363
2003,8,3,2,320,4.5899
2003,8,3,3,411,1.9097
2003,8,3,4,392,1.5762
2003,8,3,5,303,5.4283
2003,9,1,1,600,1.3847
2003,9,1,2,395,0.5912
2003,9,1,3,333,0.6915
2003,9,1,4,219,0.4148
2003,9,1,5,476,5.5276
2003,9,2,1,304,-4.4019
2003,9,2,2,355,-3.7443
2003,9,2,3,339,-3.2978
2003,9,2,4,312,-2.9295
2003,9,2,5,397,-2.3650
2003,9,3,1,143,-2.7236
2003,9,3,2,310,-2.9509
2003,9,3,3,417,-1.7207
2003,9,3,4,406,-0.9709
2003,9,3,5,303,-1.8805
2003,10,1,1,587,11.1259
2003,10,1,2,380,10.1066
2003,10,1,3,303,6.4419
2003,10,1,4,224,8.5626
2003,10,1,5,464,11.3962
2003,10,2,1,278,10.2573
2003,10,2,2,343,8.0142
2003,10,2,3,326,8.0823
2003,10,2,4,295,8.6859
2003,10,2,5,397,8.9880
2003,10,3,1,135,7.1031
2003,10,3,2,285,6.6654
2003,10,3,3,389,5.7767
2003,10,3,4,392,3.9254
2003,10,3,5,298,6.3359
2003,11,1,1,523,4.4015
2003,11,1,2,354,3.4949
2003,11,1,3,309,4.5073
2003,11,1,4,163,4.6775
2003,11,1,5,412,6.3507
2003,11,2,1,261,4.3237
2003,11,2,2,343,3.4675
2003,11,2,3,312,3.9388
2003,11,2,4,265,3.9445
2003,11,2,5,356,1.8470
2003,11,3,1,127,3.2541
2003,11,3,2,276,1.9752
2003,11,3,3,387,1.5644
2003,11,3,4,385,0.1833
2003,11,3,5,287,2.3548
2003,12,1,1,538,4.1080
2003,12,1,2,374,2.0539
2003,12,1,3,309,3.2851
2003,12,1,4,196,3.6486
2003,12,1,5,438,2.3181
2003,12,2,1,280,6.3101
2003,12,2,2,370,3.8661
2003,12,2,3,320,2.7005
2003,12,2,4,306,1.0964
2003,12,2,5,384,1.5014
2003,12,3,1,133,6.9860
2003,12,3,2,296,6.0592
2003,12,3,3,423,4.0642
2003,12,3,4,414,3.9834
2003,12,3,5,312,5.5733
2004,1,1,1,528,7.6036
2004,1,1,2,379,6.1420
2004,1,1,3,305,5.1472
2004,1,1,4,208,6.6509
2004,1,1,5,442,9.2151
2004,1,2,1,294,3.8393
2004,1,2,2,380,3.1399
2004,1,2,3,322,3.7043
2004,1,2,4,317,3.3690
2004,1,2,5,385,4.5587
2004,1,3,1,137,2.9142
2004,1,3,2,292,1.8905
2004,1,3,3,415,2.1391
2004,1,3,4,423,1.0728
2004,1,3,5,310,0.3005
2004,2,1,1,518,0.5489
2004,2,1,2,347,0.0065
2004,2,1,3,288,1.6780
2004,2,1,4,208,0.4696
2004,2,1,5,432,0.1318
2004,2,2,1,299,1.9125
2004,2,2,2,371,0.0471
2004,2,2,3,299,0.1626
2004,2,2,4,325,-0.2000
2004,2,2,5,378,0.2170
2004,2,3,1,128,2.2449
2004,2,3,2,282,1.6638
2004,2,3,3,393,1.1670
2004,2,3,4,416,0.5839
2004,2,3,5,297,1.7217
2004,3,1,1,530,0.1618
2004,3,1,2,360,-0.7221
2004,3,1,3,309,-0.4375
2004,3,1,4,233,0.1593
2004,3,1,5,453,-0.1869
2004,3,2,1,310,0.9802
2004,3,2,2,401,1.6709
2004,3,2,3,329,0.3902
2004,3,2,4,355,0.6935
2004,3,2,5,384,1.0040
2004,3,3,1,137,-4.1613
2004,3,3,2,291,-2.1954
2004,3,3,3,418,-1.8530
2004,3,3,4,459,-1.1193
2004,3,3,5,315,-0.7190
2004,4,1,1,535,-3.7206
2004,4,1,2,363,-3.3043
2004,4,1,3,307,-3.1961
2004,4,1,4,254,-2.5669
2004,4,1,5,461,-5.0074
2004,4,2,1,319,-3.2127
2004,4,2,2,409,-2.6222
2004,4,2,3,316,-3.2430
2004,4,2,4,360,-3.2647
2004,4,2,5,381,-6.7290
2004,4,3,1,138,0.1298
2004,4,3,2,302,-0.8871
2004,4,3,3,404,0.6646
2004,4,3,4,448,-0.8993
2004,4,3,5,315,-2.6183
2004,5,1,1,526,-3.0395
2004,5,1,2,352,-0.2939
2004,5,1,3,297,-2.1238
2004,5,1,4,293,-0.8132
2004,5,1,5,423,-1.2437
2004,5,2,1,315,0.1404
2004,5,2,2,390,1.4984
2004,5,2,3,292,1.7013
2004,5,2,4,357,1.7794
2004,5,2,5,355,2.1579
2004,5,3,1,133,1.4168
2004,5,3,2,296,0.3361
2004,5,3,3,398,0.5150
2004,5,3,4,429,1.7443
2004,5,3,5,295,2.2640
2004,6,1,1,615,3.8207
2004,6,1,2,433,5.1000
2004,6,1,3,326,3.8166
2004,6,1,4,355,2.0362
2004,6,1,5,455,3.6040
2004,6,2,1,340,4.2278
2004,6,2,2,408,3.9273
2004,6,2,3,322,3.7809
2004,6,2,4,404,5.4316
2004,6,2,5,367,5.5121
2004,6,3,1,171,2.8371
2004,6,3,2,352,2.2143
2004,6,3,3,451,0.3443
2004,6,3,4,458,3.2907
2004,6,3,5,299,3.6655
2004,7,1,1,643,-8.9788
2004,7,1,2,435,-8.1974
2004,7,1,3,322,-7.8024
2004,7,1,4,369,-9.1640
2004,7,1,5,445,-10.9349
2004,7,2,1,331,-7.2048
2004,7,2,2,397,-7.4065
2004,7,2,3,330,-6.1075
2004,7,2,4,412,-8.5512
2004,7,2,5,360,-7.4302
2004,7,3,1,174,-3.7273
2004,7,3,2,358,-2.9974
2004,7,3,3,449,-4.1968
2004,7,3,4,440,-4.8386
2004,7,3,5,292,-3.1067
2004,8,1,1,655,-2.3885
2004,8,1,2,423,-2.2531
2004,8,1,3,310,-2.0861
2004,8,1,4,389,-2.3995
2004,8,1,5,418,-4.2200
2004,8,2,1,328,-1.6466
2004,8,2,2,367,-2.2276
2004,8,2,3,301,-1.2975
2004,8,2,4,384,-2.6151
2004,8,2,5,324,-2.9914
2004,8,3,1,177,0.1943
2004,8,3,2,355,-0.8383
2004,8,3,3,417,0.6586
2004,8,3,4,411,-1.1932
2004,8,3,5,267,-1.4599
2004,9,1,1,722,3.6599
2004,9,1,2,445,5.1420
2004,9,1,3,309,4.4987
2004,9,1,4,420,5.1525
2004,9,1,5,429,5.2012
2004,9,2,1,323,4.8680
2004,9,2,2,373,4.7420
2004,9,2,3,312,4.7947
2004,9,2,4,388,6.2106
2004,9,2,5,299,8.8145
2004,9,3,1,188,0.1978
2004,9,3,2,368,-0.0194
2004,9,3,3,421,0.3357
2004,9,3,4,404,2.9366
2004,9,3,5,253,6.7075
2004,10,1,1,726,-0.3448
2004,10,1,2,429,1.6218
2004,10,1,3,295,0.1228
2004,10,1,4,421,2.3204
2004,10,1,5,409,1.3383
2004,10,2,1,323,1.9327
2004,10,2,2,359,2.4702
2004,10,2,3,302,3.0587
2004,10,2,4,373,2.8808
2004,10,2,5,282,0.7703
2004,10,3,1,195,1.9655
2004,10,3,2,359,1.8638
2004,10,3,3,416,1.3473
2004,10,3,4,388,2.3538
2004,10,3,5,231,1.4941
2004,11,1,1,712,8.9951
2004,11,1,2,407,8.3558
2004,11,1,3,235,8.8596
2004,11,1,4,352,8.7921
2004,11,1,5,336,11.7020
2004,11,2,1,290,8.6729
2004,11,2,2,308,7.4693
2004,11,2,3,267,7.1042
2004,11,2,4,320,8.6509
2004,11,2,5,238,12.0180
2004,11,3,1,194,4.5089
2004,11,3,2,316,3.2347
2004,11,3,3,366,2.9885
2004,11,3,4,320,5.0961
2004,11,3,5,202,7.2522
2004,12,1,1,768,5.8163
2004,12,1,2,444,4.9346
2004,12,1,3,287,5.2220
2004,12,1,4,389,5.9599
2004,12,1,5,384,5.7969
2004,12,2,1,300,4.4992
2004,12,2,2,333,2.9171
2004,12,2,3,290,3.4786
2004,12,2,4,346,2.9280
2004,12,2,5,250,1.6245
2004,12,3,1,207,5.2861
2004,12,3,2,338,4.8110
2004,12,3,3,391,3.6363
2004,12,3,4,349,2.4273
2004,12,3,5,219,0.4798
2005,1,1,1,752,-7.6519
2005,1,1,2,448,-4.4309
2005,1,1,3,292,-4.7726
2005,1,1,4,393,-3.8548
2005,1,1,5,384,-4.6397
2005,1,2,1,273,-6.7432
2005,1,2,2,323,-3.9209
2005,1,2,3,281,-3.4532
2005,1,2,4,341,-4.1825
2005,1,2,5,248,-1.7358
2005,1,3,1,197,-4.2159
2005,1,3,2,339,-1.5527
2005,1,3,3,381,-3.5331
2005,1,3,4,353,-2.4292
2005,1,3,5,222,-0.4704
2005,2,1,1,725,-0.5313
2005,2,1,2,425,0.4152
2005,2,1,3,265,-1.0673
2005,2,1,4,355,0.3353
2005,2,1,5,384,2.3179
2005,2,2,1,253,1.9802
2005,2,2,2,302,1.9634
2005,2,2,3,263,0.6152
2005,2,2,4,307,2.5525
2005,2,2,5,245,5.5652
2005,2,3,1,188,3.4620
2005,2,3,2,310,1.4754
2005,2,3,3,362,0.5243
2005,2,3,4,338,1.2021
2005,2,3,5,226,12.2457
2005,3,1,1,766,-4.2682
2005,3,1,2,458,-2.3685
2005,3,1,3,315,-1.3472
2005,3,1,4,383,-2.2977
2005,3,1,5,451,-3.9252
2005,3,2,1,262,-2.3615
2005,3,2,2,312,-1.1933
2005,3,2,3,282,-1.2066
2005,3,2,4,337,-2.1872
2005,3,2,5,273,-3.8067
2005,3,3,1,198,-0.9978
2005,3,3,2,320,-1.0691
2005,3,3,3,388,-0.5421
2005,3,3,4,380,-0.7650
2005,3,3,5,253,-2.7830
2005,4,1,1,764,-8.7965
2005,4,1,2,467,-6.7365
2005,4,1,3,313,-5.6111
2005,4,1,4,371,-5.1417
2005,4,1,5,453,-5.7711
2005,4,2,1,266,-8.7697
2005,4,2,2,304,-5.5381
2005,4,2,3,280,-4.2028
2005,4,2,4,343,-5.6745
2005,4,2,5,284,-7.9781
2005,4,3,1,193,-3.3054
2005,4,3,2,326,-1.6347
2005,4,3,3,380,-1.4211
2005,4,3,4,374,-1.9603
2005,4,3,5,256,-5.0761
2005,5,1,1,732,6.7933
2005,5,1,2,421,5.1292
2005,5,1,3,314,4.4150
2005,5,1,4,323,5.4930
2005,5,1,5,434,6.8817
2005,5,2,1,257,8.5755
2005,5,2,2,271,7.1761
2005,5,2,3,268,6.2456
2005,5,2,4,310,8.0459
2005,5,2,5,284,7.6896
2005,5,3,1,182,4.4161
2005,5,3,2,298,3.3116
2005,5,3,3,350,3.3340
2005,5,3,4,365,4.1687
2005,5,3,5,242,4.0903
2005,6,1,1,811,4.7562
2005,6,1,2,471,5.1974
2005,6,1,3,360,5.2104
2005,6,1,4,362,4.5483
2005,6,1,5,510,4.4958
2005,6,2,1,274,2.6930
2005,6,2,2,323,3.3253
2005,6,2,3,299,2.1563
2005,6,2,4,340,2.9919
2005,6,2,5,305,4.0118
2005,6,3,1,199,1.7558
2005,6,3,2,337,0.0819
2005,6,3,3,391,-1.6194
2005,6,3,4,411,-0.4324
2005,6,3,5,267,2.9119
2005,7,1,1,813,8.9639
