year,month,rank_ME,rank_ILR_1,nstocks,ret_vw
1967,11,3,3,99,0.4659
1967,11,3,4,91,-0.4563
1967,11,3,5,55,2.0285
1967,12,1,1,82,6.9268
1967,12,1,2,250,7.6960
1967,12,1,3,293,12.1687
1967,12,1,4,220,11.3684
1967,12,1,5,70,11.4564
1967,12,2,1,43,6.3292
1967,12,2,2,122,4.4964
1967,12,2,3,137,8.0296
1967,12,2,4,82,10.1947
1967,12,2,5,62,9.5407
1967,12,3,1,54,4.9508
1967,12,3,2,134,1.4007
1967,12,3,3,173,3.5092
1967,12,3,4,122,5.4963
1967,12,3,5,125,3.1003
1968,1,1,1,141,2.0264
1968,1,1,2,221,-0.3472
1968,1,1,3,285,5.2571
1968,1,1,4,150,4.3877
1968,1,1,5,107,3.9559
1968,1,2,1,72,-1.2547
1968,1,2,2,102,-2.4352
1968,1,2,3,180,-0.0535
1968,1,2,4,60,-0.9004
1968,1,2,5,44,-1.4224
1968,1,3,1,62,-5.2886
1968,1,3,2,180,-5.0082
1968,1,3,3,249,-4.4936
1968,1,3,4,81,-2.0981
1968,1,3,5,34,-3.7473
1968,2,1,1,114,-8.7029
1968,2,1,2,207,-7.4448
1968,2,1,3,161,-7.0318
1968,2,1,4,155,-4.9639
1968,2,1,5,263,-0.7515
1968,2,2,1,56,-7.7012
1968,2,2,2,104,-7.1944
1968,2,2,3,102,-5.8388
1968,2,2,4,86,-2.3456
1968,2,2,5,111,-3.3057
1968,2,3,1,56,-5.0477
1968,2,3,2,153,-3.9504
1968,2,3,3,119,-6.0889
1968,2,3,4,182,-3.9485
1968,2,3,5,90,-2.1843
1968,3,1,1,185,-1.4270
1968,3,1,2,141,-1.4675
1968,3,1,3,207,-3.7218
1968,3,1,4,200,-0.7598
1968,3,1,5,183,-0.8408
1968,3,2,1,61,-1.4001
1968,3,2,2,63,-0.8553
1968,3,2,3,122,-1.3931
1968,3,2,4,109,0.5372
1968,3,2,5,97,-1.0812
1968,3,3,1,41,0.2615
1968,3,3,2,78,3.2692
1968,3,3,3,159,1.0467
1968,3,3,4,174,1.3040
1968,3,3,5,142,-1.3291
1968,4,1,1,117,12.6687
1968,4,1,2,206,15.4160
1968,4,1,3,301,16.4162
1968,4,1,4,153,14.2720
1968,4,1,5,150,16.4053
1968,4,2,1,87,15.8872
1968,4,2,2,105,13.0981
1968,4,2,3,126,17.7347
1968,4,2,4,71,11.3890
1968,4,2,5,57,14.5013
1968,4,3,1,120,10.6626
1968,4,3,2,158,9.6171
1968,4,3,3,155,10.3333
1968,4,3,4,87,11.1299
1968,4,3,5,78,13.0916
1968,5,1,1,119,9.1129
1968,5,1,2,118,11.4759
1968,5,1,3,254,14.6123
1968,5,1,4,314,13.1381
1968,5,1,5,121,18.5669
1968,5,2,1,104,4.6050
1968,5,2,2,64,6.5238
1968,5,2,3,105,7.0806
1968,5,2,4,125,7.8434
1968,5,2,5,47,5.4685
1968,5,3,1,190,2.1133
1968,5,3,2,101,3.8326
1968,5,3,3,141,4.4942
1968,5,3,4,141,2.8390
1968,5,3,5,29,4.4188
1968,6,1,1,188,1.2245
1968,6,1,2,254,-0.0014
1968,6,1,3,205,0.5330
1968,6,1,4,226,1.5820
1968,6,1,5,56,0.1946
1968,6,2,1,116,1.0684
1968,6,2,2,114,-0.7556
1968,6,2,3,91,1.4100
1968,6,2,4,94,-1.2130
1968,6,2,5,33,1.4513
1968,6,3,1,188,1.6419
1968,6,3,2,162,-1.3743
1968,6,3,3,90,-2.1408
1968,6,3,4,127,1.5057
1968,6,3,5,33,-0.1026
1968,7,1,1,116,-3.7059
1968,7,1,2,272,-6.5475
1968,7,1,3,273,-3.4631
1968,7,1,4,157,-2.7250
1968,7,1,5,95,-2.1831
1968,7,2,1,53,-4.7322
1968,7,2,2,122,-4.7122
1968,7,2,3,140,-1.2991
1968,7,2,4,85,-4.8946
1968,7,2,5,55,0.4070
1968,7,3,1,39,-6.2144
1968,7,3,2,113,-6.4450
1968,7,3,3,162,-3.6920
1968,7,3,4,153,-4.4769
1968,7,3,5,132,-2.6121
1968,8,1,1,196,2.1503
1968,8,1,2,215,5.4635
1968,8,1,3,215,3.8345
1968,8,1,4,123,2.4785
1968,8,1,5,162,6.0101
1968,8,2,1,80,4.5768
1968,8,2,2,97,3.2593
1968,8,2,3,97,2.9390
1968,8,2,4,57,2.9788
1968,8,2,5,113,3.4550
1968,8,3,1,74,-0.6601
1968,8,3,2,99,3.6029
1968,8,3,3,116,1.6052
1968,8,3,4,102,1.2045
1968,8,3,5,211,4.2219
1968,9,1,1,113,7.2283
1968,9,1,2,118,5.1731
1968,9,1,3,305,11.8223
1968,9,1,4,238,6.1596
1968,9,1,5,139,8.4101
1968,9,2,1,46,5.7832
1968,9,2,2,96,4.7180
1968,9,2,3,134,6.1596
1968,9,2,4,106,8.8300
1968,9,2,5,66,9.0541
1968,9,3,1,37,7.4557
1968,9,3,2,199,3.0078
1968,9,3,3,190,5.8367
1968,9,3,4,112,4.4056
1968,9,3,5,66,8.8868
1968,10,1,1,61,-2.5006
1968,10,1,2,235,-1.6979
1968,10,1,3,241,1.0575
1968,10,1,4,263,0.0479
1968,10,1,5,106,1.6338
1968,10,2,1,61,-0.7082
1968,10,2,2,111,2.4306
1968,10,2,3,95,1.4640
1968,10,2,4,124,1.8016
1968,10,2,5,60,-1.5893
1968,10,3,1,150,-0.9952
1968,10,3,2,154,0.8965
1968,10,3,3,125,-0.7954
1968,10,3,4,122,1.5411
1968,10,3,5,55,0.0234
1968,11,1,1,126,3.9016
1968,11,1,2,273,7.2918
1968,11,1,3,173,5.6080
1968,11,1,4,209,6.7993
1968,11,1,5,135,8.0600
1968,11,2,1,56,10.5644
1968,11,2,2,105,8.5614
1968,11,2,3,108,7.0124
1968,11,2,4,117,9.3715
1968,11,2,5,59,6.3781
1968,11,3,1,61,7.2557
1968,11,3,2,136,7.0256
1968,11,3,3,172,6.2874
1968,11,3,4,149,4.2037
1968,11,3,5,83,5.6502
1968,12,1,1,186,2.0630
1968,12,1,2,259,-1.1749
1968,12,1,3,273,2.7721
1968,12,1,4,115,5.7365
1968,12,1,5,83,6.2046
1968,12,2,1,89,-1.7025
1968,12,2,2,111,-2.0475
1968,12,2,3,118,3.1451
1968,12,2,4,100,-2.4409
1968,12,2,5,41,2.9038
1968,12,3,1,108,-2.3140
1968,12,3,2,111,-2.3739
1968,12,3,3,184,-4.0098
1968,12,3,4,152,-3.3520
1968,12,3,5,42,-1.7478
1969,1,1,1,131,0.5470
1969,1,1,2,275,-0.3264
1969,1,1,3,229,-1.0588
1969,1,1,4,169,-1.7789
1969,1,1,5,113,0.5012
1969,1,2,1,72,-3.0572
1969,1,2,2,113,-1.0401
1969,1,2,3,144,0.3934
1969,1,2,4,70,-0.4639
1969,1,2,5,56,-1.4515
1969,1,3,1,78,-0.4283
1969,1,3,2,118,-2.8558
1969,1,3,3,241,-0.8934
1969,1,3,4,102,-1.1259
1969,1,3,5,61,-1.4639
1969,2,1,1,185,-11.8662
1969,2,1,2,107,-11.2829
1969,2,1,3,233,-9.3766
1969,2,1,4,251,-8.8465
1969,2,1,5,141,-7.8487
1969,2,2,1,68,-9.0640
1969,2,2,2,61,-10.0915
1969,2,2,3,108,-9.1171
1969,2,2,4,107,-9.2842
1969,2,2,5,111,-7.7505
1969,2,3,1,61,-5.7234
1969,2,3,2,76,-7.7717
1969,2,3,3,135,-3.7831
1969,2,3,4,155,-4.8714
1969,2,3,5,176,-8.0382
1969,3,1,1,155,0.9429
1969,3,1,2,154,4.4370
1969,3,1,3,203,0.1826
1969,3,1,4,218,1.9104
1969,3,1,5,204,1.8454
1969,3,2,1,62,1.3421
1969,3,2,2,75,0.6618
1969,3,2,3,78,2.1198
1969,3,2,4,136,0.2516
1969,3,2,5,102,5.4886
1969,3,3,1,46,2.9205
1969,3,3,2,92,-0.6149
1969,3,3,3,102,0.0988
1969,3,3,4,203,1.1756
1969,3,3,5,157,5.9955
1969,4,1,1,108,-2.1104
1969,4,1,2,158,-2.1068
1969,4,1,3,311,-0.7651
1969,4,1,4,270,0.0809
1969,4,1,5,91,1.0738
1969,4,2,1,61,-5.4865
1969,4,2,2,103,-2.4601
1969,4,2,3,100,4.0457
1969,4,2,4,135,0.9719
1969,4,2,5,49,3.4373
1969,4,3,1,45,1.5872
1969,4,3,2,187,-0.0355
1969,4,3,3,147,1.9567
1969,4,3,4,121,1.7064
1969,4,3,5,104,2.5708
1969,5,1,1,61,-2.7261
1969,5,1,2,277,1.4457
1969,5,1,3,147,3.2984
1969,5,1,4,342,0.2357
1969,5,1,5,107,1.7681
1969,5,2,1,26,-5.4523
1969,5,2,2,124,-0.0374
1969,5,2,3,102,0.0259
1969,5,2,4,156,-1.2048
1969,5,2,5,51,0.0402
1969,5,3,1,27,-2.6640
1969,5,3,2,183,0.3078
1969,5,3,3,157,1.2940
1969,5,3,4,140,-1.2957
1969,5,3,5,98,1.8790
1969,6,1,1,138,-11.4014
1969,6,1,2,182,-13.9818
1969,6,1,3,408,-11.8842
1969,6,1,4,123,-13.2600
1969,6,1,5,79,-12.6378
1969,6,2,1,61,-13.0356
1969,6,2,2,90,-11.0904
1969,6,2,3,201,-11.6746
1969,6,2,4,66,-11.5193
1969,6,2,5,47,-11.3376
1969,6,3,1,60,-12.3535
1969,6,3,2,81,-6.9487
1969,6,3,3,275,-6.6603
1969,6,3,4,102,-7.3971
1969,6,3,5,92,-8.6201
1969,7,1,1,141,-12.9886
1969,7,1,2,178,-12.1702
1969,7,1,3,291,-13.2002
1969,7,1,4,149,-9.1107
1969,7,1,5,189,-11.3130
1969,7,2,1,66,-9.2298
1969,7,2,2,84,-9.9606
1969,7,2,3,118,-9.7145
1969,7,2,4,106,-7.8546
1969,7,2,5,87,-10.2359
1969,7,3,1,61,-7.2329
1969,7,3,2,62,-6.6184
1969,7,3,3,172,-7.9867
1969,7,3,4,183,-4.6643
1969,7,3,5,131,-4.8657
1969,8,1,1,153,6.4743
1969,8,1,2,217,7.5581
1969,8,1,3,343,4.3434
1969,8,1,4,141,3.0066
1969,8,1,5,104,5.5770
1969,8,2,1,63,3.8262
1969,8,2,2,99,4.9436
1969,8,2,3,138,5.9187
1969,8,2,4,88,7.8986
1969,8,2,5,72,7.1860
1969,8,3,1,68,8.4353
1969,8,3,2,139,5.9338
1969,8,3,3,136,5.3809
1969,8,3,4,95,4.7134
1969,8,3,5,173,6.0135
1969,9,1,1,143,-4.7108
1969,9,1,2,249,-4.7651
1969,9,1,3,192,-3.3903
1969,9,1,4,295,-2.4666
1969,9,1,5,88,-1.0334
1969,9,2,1,110,0.6938
1969,9,2,2,103,0.1048
1969,9,2,3,77,-0.9533
1969,9,2,4,134,1.7200
1969,9,2,5,44,4.7031
1969,9,3,1,174,-2.1490
1969,9,3,2,127,-0.3769
1969,9,3,3,76,0.8682
1969,9,3,4,189,-1.4165
1969,9,3,5,44,-0.9876
1969,10,1,1,166,11.5038
1969,10,1,2,228,6.1115
1969,10,1,3,254,12.1974
1969,10,1,4,223,13.1750
1969,10,1,5,91,11.1071
1969,10,2,1,134,4.8765
1969,10,2,2,96,6.1613
1969,10,2,3,113,6.5840
1969,10,2,4,95,10.6143
1969,10,2,5,39,10.3292
1969,10,3,1,212,4.8058
1969,10,3,2,95,4.8691
1969,10,3,3,146,8.9806
1969,10,3,4,129,6.9244
1969,10,3,5,31,11.1740
1969,11,1,1,110,-7.7347
1969,11,1,2,295,-7.0127
1969,11,1,3,287,-5.6540
1969,11,1,4,191,-7.0474
1969,11,1,5,78,-7.4961
1969,11,2,1,73,-4.1103
1969,11,2,2,144,-6.1107
1969,11,2,3,111,-5.5349
1969,11,2,4,116,-4.0992
1969,11,2,5,36,-2.1048
1969,11,3,1,113,-1.9354
1969,11,3,2,142,-3.5129
1969,11,3,3,132,-3.2555
1969,11,3,4,192,-2.9351
1969,11,3,5,39,-1.3943
1969,12,1,1,152,-9.4485
1969,12,1,2,334,-8.3697
1969,12,1,3,258,-8.5807
1969,12,1,4,176,-8.0765
1969,12,1,5,44,-7.3070
1969,12,2,1,85,-8.2342
1969,12,2,2,161,-4.9468
1969,12,2,3,119,-3.2777
1969,12,2,4,84,-4.8297
1969,12,2,5,30,-6.2753
1969,12,3,1,139,-3.9399
1969,12,3,2,190,-0.8927
1969,12,3,3,123,0.8959
1969,12,3,4,100,-2.2117
1969,12,3,5,68,1.1520
1970,1,1,1,139,-5.2700
1970,1,1,2,207,-2.9141
1970,1,1,3,391,-2.4531
1970,1,1,4,118,-2.3343
1970,1,1,5,117,-2.5104
1970,1,2,1,60,-6.2060
1970,1,2,2,84,-10.7566
1970,1,2,3,185,-6.0705
1970,1,2,4,82,-5.4198
1970,1,2,5,65,-5.5205
1970,1,3,1,63,-7.0233
1970,1,3,2,95,-9.1129
1970,1,3,3,215,-7.9000
1970,1,3,4,152,-7.6694
1970,1,3,5,92,-5.5232
1970,2,1,1,106,1.2023
1970,2,1,2,323,1.0342
1970,2,1,3,243,6.4900
1970,2,1,4,234,1.3155
1970,2,1,5,80,0.4259
1970,2,2,1,56,-0.8584
1970,2,2,2,131,5.8523
1970,2,2,3,106,2.9302
1970,2,2,4,137,1.9273
1970,2,2,5,38,6.0154
1970,2,3,1,94,4.4610
1970,2,3,2,149,6.9632
1970,2,3,3,146,4.7235
1970,2,3,4,172,3.1323
1970,2,3,5,57,9.0406
1970,3,1,1,95,-4.1741
1970,3,1,2,200,-2.9462
1970,3,1,3,263,-4.8219
1970,3,1,4,216,-6.2305
1970,3,1,5,216,-3.1192
1970,3,2,1,50,-0.9041
1970,3,2,2,92,-1.8668
1970,3,2,3,117,-3.9787
1970,3,2,4,89,-3.4158
1970,3,2,5,129,-2.0585
1970,3,3,1,53,-5.0936
1970,3,3,2,87,-1.4350
1970,3,3,3,174,-1.6928
1970,3,3,4,125,-1.4095
1970,3,3,5,182,-1.0506
1970,4,1,1,61,-22.6740
1970,4,1,2,246,-21.5827
1970,4,1,3,232,-19.6167
1970,4,1,4,272,-14.6066
1970,4,1,5,192,-15.9608
1970,4,2,1,35,-19.8320
1970,4,2,2,100,-20.4149
1970,4,2,3,97,-15.7711
1970,4,2,4,128,-13.6271
1970,4,2,5,114,-15.6918
1970,4,3,1,58,-12.9339
1970,4,3,2,95,-15.8660
1970,4,3,3,112,-11.9987
1970,4,3,4,174,-9.7837
1970,4,3,5,179,-12.1060
1970,5,1,1,144,-10.7858
1970,5,1,2,227,-10.2686
1970,5,1,3,276,-9.2628
1970,5,1,4,223,-7.0709
1970,5,1,5,152,-8.1388
1970,5,2,1,58,-14.1263
1970,5,2,2,57,-11.7745
1970,5,2,3,125,-13.1983
1970,5,2,4,144,-6.8023
1970,5,2,5,79,-6.8371
1970,5,3,1,32,-9.7295
1970,5,3,2,65,-11.6301
1970,5,3,3,158,-7.3423
1970,5,3,4,242,-5.3273
1970,5,3,5,114,-6.3231
1970,6,1,1,172,-10.9375
1970,6,1,2,265,-9.5624
1970,6,1,3,303,-8.7854
1970,6,1,4,193,-9.8426
1970,6,1,5,92,-9.0783
1970,6,2,1,53,-12.5550
1970,6,2,2,98,-8.2811
1970,6,2,3,142,-3.0077
1970,6,2,4,105,-7.7864
1970,6,2,5,71,-6.3138
1970,6,3,1,46,-5.5492
1970,6,3,2,82,-7.7525
1970,6,3,3,141,-2.6096
1970,6,3,4,223,-6.3748
1970,6,3,5,116,-2.2596
1970,7,1,1,185,1.2704
1970,7,1,2,189,6.0291
1970,7,1,3,253,2.7859
1970,7,1,4,258,8.2533
1970,7,1,5,139,4.4148
1970,7,2,1,69,3.2376
1970,7,2,2,62,10.2429
1970,7,2,3,133,5.1099
1970,7,2,4,121,9.6303
1970,7,2,5,74,8.2450
1970,7,3,1,68,8.5863
1970,7,3,2,74,10.0639
1970,7,3,3,211,5.0553
1970,7,3,4,153,6.5013
1970,7,3,5,108,5.1978
1970,8,1,1,70,9.0594
1970,8,1,2,226,7.1850
1970,8,1,3,238,5.6515
1970,8,1,4,206,5.6912
1970,8,1,5,291,6.6585
1970,8,2,1,36,4.3005
1970,8,2,2,89,6.3173
1970,8,2,3,95,6.6697
1970,8,2,4,107,6.8310
1970,8,2,5,132,5.6194
1970,8,3,1,70,4.3587
1970,8,3,2,102,3.3044
1970,8,3,3,89,3.8262
1970,8,3,4,211,5.0292
1970,8,3,5,141,6.2506
1970,9,1,1,96,13.3431
1970,9,1,2,128,16.9298
1970,9,1,3,368,13.8059
1970,9,1,4,189,17.5484
1970,9,1,5,247,14.7254
1970,9,2,1,57,11.1475
1970,9,2,2,65,10.2081
1970,9,2,3,196,11.0395
1970,9,2,4,72,17.7591
1970,9,2,5,74,12.0682
1970,9,3,1,90,7.7631
1970,9,3,2,56,6.2223
1970,9,3,3,263,5.2788
1970,9,3,4,110,7.2148
1970,9,3,5,94,7.3690
1970,10,1,1,140,-5.3501
1970,10,1,2,209,-5.6626
1970,10,1,3,384,-8.6394
1970,10,1,4,126,-9.9370
1970,10,1,5,166,-8.4015
1970,10,2,1,95,-5.2252
1970,10,2,2,105,-3.8378
1970,10,2,3,153,-5.9800
1970,10,2,4,70,-4.0141
1970,10,2,5,45,-9.4221
1970,10,3,1,191,-0.7406
1970,10,3,2,123,-1.5427
1970,10,3,3,191,-2.4924
1970,10,3,4,75,-2.9535
1970,10,3,5,43,-6.2673
1970,11,1,1,150,-4.6728
1970,11,1,2,190,-0.6351
1970,11,1,3,349,-2.4848
1970,11,1,4,256,-1.7496
1970,11,1,5,81,-3.4414
1970,11,2,1,50,3.4822
1970,11,2,2,87,-2.3758
1970,11,2,3,129,1.8282
1970,11,2,4,153,1.4564
1970,11,2,5,53,2.1319
1970,11,3,1,26,11.5279
1970,11,3,2,123,3.0072
1970,11,3,3,143,4.5078
1970,11,3,4,222,6.2467
1970,11,3,5,110,4.5217
1970,12,1,1,114,6.0071
1970,12,1,2,226,12.5560
1970,12,1,3,280,8.7809
1970,12,1,4,214,6.8663
1970,12,1,5,197,8.0292
1970,12,2,1,27,4.8965
1970,12,2,2,101,11.3853
1970,12,2,3,125,7.6998
1970,12,2,4,105,6.5260
1970,12,2,5,116,10.3760
1970,12,3,1,45,6.1355
1970,12,3,2,112,5.1090
1970,12,3,3,144,8.2880
1970,12,3,4,146,5.1188
1970,12,3,5,177,3.3023
1971,1,1,1,68,16.2919
1971,1,1,2,213,14.0234
1971,1,1,3,176,15.5197
1971,1,1,4,302,15.1325
1971,1,1,5,277,17.0959
1971,1,2,1,32,11.6847
1971,1,2,2,115,12.2276
1971,1,2,3,106,7.5618
1971,1,2,4,120,8.7873
1971,1,2,5,95,9.7192
1971,1,3,1,29,8.6162
1971,1,3,2,134,7.3791
1971,1,3,3,202,7.8490
1971,1,3,4,148,5.2816
1971,1,3,5,108,7.2874
1971,2,1,1,145,5.6274
1971,2,1,2,218,6.8440
1971,2,1,3,186,5.4368
1971,2,1,4,318,5.0669
1971,2,1,5,174,12.0642
1971,2,2,1,100,4.3899
1971,2,2,2,92,3.3246
1971,2,2,3,95,6.6318
1971,2,2,4,114,4.4552
1971,2,2,5,66,1.6356
1971,2,3,1,204,2.8767
1971,2,3,2,122,1.4565
1971,2,3,3,112,2.6318
1971,2,3,4,123,2.2392
1971,2,3,5,59,8.3003
1971,3,1,1,329,6.4004
1971,3,1,2,176,5.9923
1971,3,1,3,240,5.7355
1971,3,1,4,182,4.0282
1971,3,1,5,99,7.0983
1971,3,2,1,154,7.2285
1971,3,2,2,72,8.3825
1971,3,2,3,119,5.7405
1971,3,2,4,87,4.9925
1971,3,2,5,47,5.5349
1971,3,3,1,231,2.9125
1971,3,3,2,124,5.6139
1971,3,3,3,141,4.3816
1971,3,3,4,93,7.1392
1971,3,3,5,33,4.0341
1971,4,1,1,170,3.5592
1971,4,1,2,219,3.4391
1971,4,1,3,204,1.1823
1971,4,1,4,208,1.5551
1971,4,1,5,226,0.8386
1971,4,2,1,77,1.9309
1971,4,2,2,154,6.1354
1971,4,2,3,80,0.8171
1971,4,2,4,87,3.2502
1971,4,2,5,80,0.6346
1971,4,3,1,71,3.9967
1971,4,3,2,242,7.4779
1971,4,3,3,122,4.5464
1971,4,3,4,128,4.2587
1971,4,3,5,59,4.5841
1971,5,1,1,134,-7.0730
1971,5,1,2,129,-5.0284
1971,5,1,3,307,-7.1049
1971,5,1,4,315,-4.1339
1971,5,1,5,148,-6.7083
1971,5,2,1,100,-4.8195
1971,5,2,2,53,-7.4944
1971,5,2,3,117,-3.6015
1971,5,2,4,129,-5.4960
1971,5,2,5,78,-6.6765
1971,5,3,1,153,-3.8377
1971,5,3,2,84,-2.8391
1971,5,3,3,112,-2.9865
1971,5,3,4,191,-1.5825
1971,5,3,5,83,-2.9811
1971,6,1,1,167,-2.2305
1971,6,1,2,202,-2.1761
1971,6,1,3,254,-3.2413
1971,6,1,4,247,-1.8531
1971,6,1,5,157,-3.0129
1971,6,2,1,66,-3.5352
1971,6,2,2,98,-2.0299
1971,6,2,3,135,1.0495
1971,6,2,4,106,-0.9483
1971,6,2,5,76,-3.8278
1971,6,3,1,65,0.7808
1971,6,3,2,142,0.7445
1971,6,3,3,202,-1.5454
1971,6,3,4,118,1.4798
1971,6,3,5,102,1.8461
1971,7,1,1,223,-6.8271
1971,7,1,2,312,-6.5156
1971,7,1,3,184,-4.5009
1971,7,1,4,143,-6.2767
1971,7,1,5,169,-7.0731
1971,7,2,1,99,-5.6193
1971,7,2,2,105,-3.8834
1971,7,2,3,84,-5.9654
1971,7,2,4,85,-5.5919
1971,7,2,5,102,-7.4754
1971,7,3,1,109,-5.8563
1971,7,3,2,122,-7.3849
1971,7,3,3,136,-5.3963
1971,7,3,4,116,-3.3054
1971,7,3,5,143,-6.8496
1971,8,1,1,96,3.3244
1971,8,1,2,242,1.1444
1971,8,1,3,295,3.3119
1971,8,1,4,237,2.2431
1971,8,1,5,171,2.9841
1971,8,2,1,28,5.4108
1971,8,2,2,92,6.0574
1971,8,2,3,115,5.9522
1971,8,2,4,141,0.8236
1971,8,2,5,92,4.2164
1971,8,3,1,33,7.2903
1971,8,3,2,67,6.6478
1971,8,3,3,136,6.4993
1971,8,3,4,232,3.3697
1971,8,3,5,162,3.5103
1971,9,1,1,114,-1.4922
1971,9,1,2,182,-2.5122
1971,9,1,3,155,-1.6791
1971,9,1,4,348,0.4775
1971,9,1,5,253,1.2540
1971,9,2,1,102,-2.3220
1971,9,2,2,65,-0.9246
1971,9,2,3,48,-0.9202
