year,month,rank_ME,rank_CIM_12,nstocks,ret_vw
1968,5,3,5,470,3.3252
1968,6,1,1,752,0.0613
1968,6,1,2,828,0.5289
1968,6,1,3,789,0.3401
1968,6,1,4,819,0.9312
1968,6,1,5,525,0.5374
1968,6,2,1,425,0.4531
1968,6,2,2,442,0.2379
1968,6,2,3,427,0.3688
1968,6,2,4,426,-0.4447
1968,6,2,5,302,0.1389
1968,6,3,1,565,1.2076
1968,6,3,2,571,1.0233
1968,6,3,3,510,1.4948
1968,6,3,4,496,0.7192
1968,6,3,5,415,-0.2774
1968,7,1,1,744,-3.2533
1968,7,1,2,801,-3.8250
1968,7,1,3,737,-3.5032
1968,7,1,4,808,-3.7299
1968,7,1,5,512,-2.4786
1968,7,2,1,422,-4.4068
1968,7,2,2,427,-3.7165
1968,7,2,3,414,-3.5188
1968,7,2,4,423,-3.4608
1968,7,2,5,298,-3.1034
1968,7,3,1,558,-2.6870
1968,7,3,2,562,-2.6108
1968,7,3,3,506,-2.0666
1968,7,3,4,492,-2.0344
1968,7,3,5,410,-3.6183
1968,8,1,1,752,3.3859
1968,8,1,2,788,3.5530
1968,8,1,3,762,5.0364
1968,8,1,4,789,5.4801
1968,8,1,5,472,5.8564
1968,8,2,1,421,2.7953
1968,8,2,2,423,2.8466
1968,8,2,3,435,3.4575
1968,8,2,4,406,4.6499
1968,8,2,5,291,4.9699
1968,8,3,1,554,1.2863
1968,8,3,2,554,1.8356
1968,8,3,3,532,1.8821
1968,8,3,4,488,1.4932
1968,8,3,5,438,1.3393
1968,9,1,1,750,6.3550
1968,9,1,2,685,6.5072
1968,9,1,3,733,6.6415
1968,9,1,4,824,6.5076
1968,9,1,5,465,8.8710
1968,9,2,1,422,6.5284
1968,9,2,2,396,6.7861
1968,9,2,3,426,6.3678
1968,9,2,4,407,7.4551
1968,9,2,5,281,7.0311
1968,9,3,1,560,4.2971
1968,9,3,2,515,4.3758
1968,9,3,3,520,4.7314
1968,9,3,4,477,4.8760
1968,9,3,5,423,2.7927
1968,10,1,1,762,-0.6010
1968,10,1,2,702,-0.6193
1968,10,1,3,730,0.7012
1968,10,1,4,846,1.1724
1968,10,1,5,468,-1.1015
1968,10,2,1,412,0.7002
1968,10,2,2,397,0.6067
1968,10,2,3,425,0.3447
1968,10,2,4,422,1.4530
1968,10,2,5,292,0.6057
1968,10,3,1,533,0.3866
1968,10,3,2,522,1.2920
1968,10,3,3,523,1.4919
1968,10,3,4,487,1.6604
1968,10,3,5,437,-0.2424
1968,11,1,1,757,7.1691
1968,11,1,2,704,7.2146
1968,11,1,3,728,6.6321
1968,11,1,4,832,8.2691
1968,11,1,5,516,6.9354
1968,11,2,1,399,8.1396
1968,11,2,2,388,8.9682
1968,11,2,3,423,7.5675
1968,11,2,4,441,7.7079
1968,11,2,5,318,7.5369
1968,11,3,1,523,5.5832
1968,11,3,2,520,5.3999
1968,11,3,3,523,5.5707
1968,11,3,4,555,4.8602
1968,11,3,5,463,6.6605
1968,12,1,1,759,3.2246
1968,12,1,2,705,2.7190
1968,12,1,3,805,2.0597
1968,12,1,4,835,1.5899
1968,12,1,5,550,2.9548
1968,12,2,1,401,-0.9802
1968,12,2,2,387,-0.6609
1968,12,2,3,438,-1.6014
1968,12,2,4,446,-1.5610
1968,12,2,5,327,-1.0079
1968,12,3,1,525,-3.6062
1968,12,3,2,517,-3.3881
1968,12,3,3,552,-3.8637
1968,12,3,4,550,-4.3499
1968,12,3,5,481,-3.8349
1969,1,1,1,744,-0.5777
1969,1,1,2,717,-0.4161
1969,1,1,3,804,-0.7021
1969,1,1,4,821,-0.7274
1969,1,1,5,549,-0.9985
1969,1,2,1,392,-1.1204
1969,1,2,2,406,-1.1107
1969,1,2,3,441,-0.9210
1969,1,2,4,429,-1.3899
1969,1,2,5,322,-1.1569
1969,1,3,1,524,-1.5125
1969,1,3,2,525,-0.7551
1969,1,3,3,552,-0.3044
1969,1,3,4,533,-0.3027
1969,1,3,5,483,-1.0812
1969,2,1,1,737,-11.0197
1969,2,1,2,702,-9.9218
1969,2,1,3,799,-9.8506
1969,2,1,4,820,-9.8322
1969,2,1,5,552,-10.5860
1969,2,2,1,386,-8.3078
1969,2,2,2,395,-8.8141
1969,2,2,3,438,-7.8066
1969,2,2,4,438,-7.9923
1969,2,2,5,324,-9.4402
1969,2,3,1,523,-4.5518
1969,2,3,2,490,-4.9613
1969,2,3,3,555,-4.8576
1969,2,3,4,540,-4.4382
1969,2,3,5,485,-4.9833
1969,3,1,1,743,2.1591
1969,3,1,2,715,1.8836
1969,3,1,3,792,2.5922
1969,3,1,4,823,2.2109
1969,3,1,5,632,3.0963
1969,3,2,1,392,2.1223
1969,3,2,2,399,2.3372
1969,3,2,3,438,2.1016
1969,3,2,4,439,2.0224
1969,3,2,5,341,3.0421
1969,3,3,1,535,3.0021
1969,3,3,2,498,3.6932
1969,3,3,3,566,2.5238
1969,3,3,4,556,2.9972
1969,3,3,5,489,4.0667
1969,4,1,1,725,-0.5778
1969,4,1,2,801,-0.8288
1969,4,1,3,781,-0.7260
1969,4,1,4,764,-0.4064
1969,4,1,5,645,-0.3534
1969,4,2,1,391,0.8759
1969,4,2,2,432,0.5972
1969,4,2,3,434,0.3069
1969,4,2,4,428,0.5603
1969,4,2,5,352,1.5934
1969,4,3,1,522,1.9115
1969,4,3,2,526,1.8975
1969,4,3,3,548,2.7004
1969,4,3,4,542,2.1026
1969,4,3,5,499,2.6357
1969,5,1,1,719,0.6339
1969,5,1,2,815,0.2842
1969,5,1,3,782,0.7397
1969,5,1,4,813,0.7088
1969,5,1,5,638,2.7094
1969,5,2,1,387,0.1279
1969,5,2,2,443,-0.1641
1969,5,2,3,439,0.2519
1969,5,2,4,439,-0.1250
1969,5,2,5,351,1.4241
1969,5,3,1,528,-0.0470
1969,5,3,2,539,0.2198
1969,5,3,3,548,0.1769
1969,5,3,4,557,0.7866
1969,5,3,5,491,-0.2703
1969,6,1,1,718,-13.2117
1969,6,1,2,826,-13.1391
1969,6,1,3,784,-13.4669
1969,6,1,4,814,-13.2277
1969,6,1,5,640,-13.8877
1969,6,2,1,389,-12.0693
1969,6,2,2,453,-11.4109
1969,6,2,3,446,-11.4753
1969,6,2,4,445,-10.9165
1969,6,2,5,361,-11.9271
1969,6,3,1,523,-5.4306
1969,6,3,2,537,-5.8769
1969,6,3,3,541,-6.2586
1969,6,3,4,553,-6.3372
1969,6,3,5,495,-5.9067
1969,7,1,1,730,-11.5545
1969,7,1,2,822,-10.8549
1969,7,1,3,794,-11.1899
1969,7,1,4,800,-10.7940
1969,7,1,5,656,-11.8869
1969,7,2,1,391,-9.9023
1969,7,2,2,463,-10.0827
1969,7,2,3,451,-9.1638
1969,7,2,4,436,-8.8155
1969,7,2,5,382,-9.4590
1969,7,3,1,526,-5.9680
1969,7,3,2,540,-5.6441
1969,7,3,3,544,-6.1144
1969,7,3,4,550,-6.3753
1969,7,3,5,507,-5.2889
1969,8,1,1,733,4.9138
1969,8,1,2,855,4.9417
1969,8,1,3,804,4.6781
1969,8,1,4,780,4.7530
1969,8,1,5,658,4.5152
1969,8,2,1,389,6.3253
1969,8,2,2,478,6.6313
1969,8,2,3,447,6.3825
1969,8,2,4,439,6.4432
1969,8,2,5,382,7.2862
1969,8,3,1,518,5.2278
1969,8,3,2,546,4.9818
1969,8,3,3,555,4.0109
1969,8,3,4,550,4.0084
1969,8,3,5,510,5.3809
1969,9,1,1,745,-3.3275
1969,9,1,2,861,-2.7536
1969,9,1,3,816,-3.2232
1969,9,1,4,820,-2.2651
1969,9,1,5,681,-2.9607
1969,9,2,1,386,-1.1228
1969,9,2,2,470,-0.2295
1969,9,2,3,448,-1.4919
1969,9,2,4,460,-0.1290
1969,9,2,5,395,-1.3236
1969,9,3,1,520,-2.1450
1969,9,3,2,547,-2.3001
1969,9,3,3,552,-2.8306
1969,9,3,4,561,-2.8504
1969,9,3,5,515,-1.3461
1969,10,1,1,755,10.7465
1969,10,1,2,832,9.8015
1969,10,1,3,846,9.7167
1969,10,1,4,826,10.5386
1969,10,1,5,684,10.2774
1969,10,2,1,401,8.1680
1969,10,2,2,452,6.5937
1969,10,2,3,465,7.7782
1969,10,2,4,453,8.3218
1969,10,2,5,396,6.8898
1969,10,3,1,524,5.3605
1969,10,3,2,537,4.7132
1969,10,3,3,562,5.0923
1969,10,3,4,565,5.1362
1969,10,3,5,515,5.7144
1969,11,1,1,758,-6.7872
1969,11,1,2,853,-6.4713
1969,11,1,3,831,-6.7446
1969,11,1,4,876,-6.1213
1969,11,1,5,680,-7.0553
1969,11,2,1,413,-4.9770
1969,11,2,2,476,-4.3016
1969,11,2,3,465,-4.6308
1969,11,2,4,476,-4.2053
1969,11,2,5,382,-4.4270
1969,11,3,1,531,-3.4798
1969,11,3,2,550,-3.0728
1969,11,3,3,564,-3.1144
1969,11,3,4,577,-2.9668
1969,11,3,5,502,-1.8554
1969,12,1,1,750,-8.2046
1969,12,1,2,868,-8.1013
1969,12,1,3,825,-8.0380
1969,12,1,4,878,-7.6646
1969,12,1,5,677,-7.9742
1969,12,2,1,410,-6.2774
1969,12,2,2,486,-4.8296
1969,12,2,3,465,-5.0566
1969,12,2,4,471,-4.3293
1969,12,2,5,377,-5.1146
1969,12,3,1,517,-1.9415
1969,12,3,2,562,-2.0097
1969,12,3,3,559,-1.9641
1969,12,3,4,580,-1.7024
1969,12,3,5,502,-0.5676
1970,1,1,1,732,-2.2396
1970,1,1,2,868,-2.4257
1970,1,1,3,818,-2.9396
1970,1,1,4,891,-2.6792
1970,1,1,5,602,-3.5412
1970,1,2,1,395,-6.0981
1970,1,2,2,481,-6.0013
1970,1,2,3,454,-5.5937
1970,1,2,4,485,-5.9779
1970,1,2,5,337,-6.6118
1970,1,3,1,487,-9.1853
1970,1,3,2,552,-7.4937
1970,1,3,3,559,-6.9608
1970,1,3,4,597,-6.8805
1970,1,3,5,481,-8.0845
1970,2,1,1,738,3.0680
1970,2,1,2,875,2.4843
1970,2,1,3,844,3.2094
1970,2,1,4,890,2.6526
1970,2,1,5,634,3.0280
1970,2,2,1,404,3.4213
1970,2,2,2,490,3.5756
1970,2,2,3,470,4.0619
1970,2,2,4,480,3.8489
1970,2,2,5,347,3.5522
1970,2,3,1,520,5.9563
1970,2,3,2,555,5.5525
1970,2,3,3,584,6.0104
1970,2,3,4,594,7.7507
1970,2,3,5,478,4.5441
1970,3,1,1,641,-3.8103
1970,3,1,2,875,-3.4589
1970,3,1,3,834,-3.4577
1970,3,1,4,889,-3.3435
1970,3,1,5,629,-3.8512
1970,3,2,1,381,-2.3689
1970,3,2,2,492,-2.3160
1970,3,2,3,471,-1.7182
1970,3,2,4,481,-1.3567
1970,3,2,5,346,-3.1753
1970,3,3,1,501,0.0513
1970,3,3,2,561,-0.3925
1970,3,3,3,578,0.1412
1970,3,3,4,590,0.7803
1970,3,3,5,475,-0.5645
1970,4,1,1,637,-18.8496
1970,4,1,2,886,-17.9514
1970,4,1,3,863,-17.5923
1970,4,1,4,888,-17.2269
1970,4,1,5,648,-18.8680
1970,4,2,1,382,-16.7605
1970,4,2,2,492,-15.9508
1970,4,2,3,483,-15.2295
1970,4,2,4,483,-14.6740
1970,4,2,5,358,-17.0722
1970,4,3,1,500,-9.7355
1970,4,3,2,562,-9.8325
1970,4,3,3,586,-9.7156
1970,4,3,4,597,-9.0857
1970,4,3,5,485,-9.9010
1970,5,1,1,651,-8.9825
1970,5,1,2,875,-9.8284
1970,5,1,3,829,-9.6795
1970,5,1,4,870,-9.0396
1970,5,1,5,650,-9.1854
1970,5,2,1,385,-11.0838
1970,5,2,2,486,-10.9304
1970,5,2,3,473,-9.6431
1970,5,2,4,467,-9.1961
1970,5,2,5,371,-10.7577
1970,5,3,1,495,-4.6771
1970,5,3,2,559,-5.8382
1970,5,3,3,539,-6.0660
1970,5,3,4,582,-5.9580
1970,5,3,5,502,-6.8774
1970,6,1,1,647,-10.0732
1970,6,1,2,877,-8.9593
1970,6,1,3,825,-8.8264
1970,6,1,4,861,-8.1354
1970,6,1,5,646,-8.1242
1970,6,2,1,381,-7.5927
1970,6,2,2,485,-7.5543
1970,6,2,3,467,-7.3271
1970,6,2,4,447,-6.8341
1970,6,2,5,368,-6.9094
1970,6,3,1,491,-4.5337
1970,6,3,2,558,-5.7383
1970,6,3,3,536,-5.4762
1970,6,3,4,570,-4.7737
1970,6,3,5,527,-4.7066
1970,7,1,1,646,4.0811
1970,7,1,2,866,4.5407
1970,7,1,3,815,4.4334
1970,7,1,4,850,3.7868
1970,7,1,5,599,4.2018
1970,7,2,1,384,8.9897
1970,7,2,2,473,7.8727
1970,7,2,3,459,6.6953
1970,7,2,4,448,6.6151
1970,7,2,5,356,7.9126
1970,7,3,1,487,7.3184
1970,7,3,2,564,8.9892
1970,7,3,3,524,7.7338
1970,7,3,4,561,7.7918
1970,7,3,5,517,5.4397
1970,8,1,1,668,5.6290
1970,8,1,2,861,5.6598
1970,8,1,3,861,5.9200
1970,8,1,4,900,5.5845
1970,8,1,5,653,5.3387
1970,8,2,1,388,7.5923
1970,8,2,2,458,6.5491
1970,8,2,3,476,7.8445
1970,8,2,4,471,5.0948
1970,8,2,5,351,7.2633
1970,8,3,1,495,5.4146
1970,8,3,2,546,4.7461
1970,8,3,3,576,4.4813
1970,8,3,4,574,4.5271
1970,8,3,5,459,5.1035
1970,9,1,1,649,16.2966
1970,9,1,2,907,14.4262
1970,9,1,3,882,14.3704
1970,9,1,4,888,13.3428
1970,9,1,5,746,13.5862
1970,9,2,1,349,12.7381
1970,9,2,2,479,11.8988
1970,9,2,3,474,10.7261
1970,9,2,4,460,8.1297
1970,9,2,5,343,11.6708
1970,9,3,1,406,5.0558
1970,9,3,2,583,4.4476
1970,9,3,3,567,3.6296
1970,9,3,4,538,2.1283
1970,9,3,5,456,4.4913
1970,10,1,1,656,-7.7468
1970,10,1,2,930,-7.3034
1970,10,1,3,896,-6.8296
1970,10,1,4,877,-6.2023
1970,10,1,5,761,-7.0459
1970,10,2,1,370,-5.9963
1970,10,2,2,486,-4.4202
1970,10,2,3,445,-4.7954
1970,10,2,4,450,-3.3924
1970,10,2,5,346,-5.0574
1970,10,3,1,495,-0.2157
1970,10,3,2,592,-1.7873
1970,10,3,3,497,-1.8015
1970,10,3,4,530,-1.6525
1970,10,3,5,458,-1.2426
1970,11,1,1,641,-2.4895
1970,11,1,2,928,-1.1510
1970,11,1,3,896,-1.6770
1970,11,1,4,848,-0.9636
1970,11,1,5,789,-1.2326
1970,11,2,1,355,1.4254
1970,11,2,2,469,2.4733
1970,11,2,3,437,1.8644
1970,11,2,4,442,4.0072
1970,11,2,5,385,1.9974
1970,11,3,1,466,4.7149
1970,11,3,2,588,5.8307
1970,11,3,3,499,4.6524
1970,11,3,4,525,5.7771
1970,11,3,5,551,5.2271
1970,12,1,1,643,8.9775
1970,12,1,2,903,10.0477
1970,12,1,3,840,9.7283
1970,12,1,4,841,8.8157
1970,12,1,5,779,7.5298
1970,12,2,1,343,8.1389
1970,12,2,2,446,9.7229
1970,12,2,3,420,9.2303
1970,12,2,4,451,7.6242
1970,12,2,5,378,6.4415
1970,12,3,1,467,5.6228
1970,12,3,2,581,6.3278
1970,12,3,3,485,5.8738
1970,12,3,4,526,7.1139
1970,12,3,5,541,6.2590
1971,1,1,1,624,14.8956
1971,1,1,2,903,14.9569
1971,1,1,3,833,15.5060
1971,1,1,4,849,15.8767
1971,1,1,5,751,14.9424
1971,1,2,1,331,10.1508
1971,1,2,2,443,10.2337
1971,1,2,3,411,10.7138
1971,1,2,4,446,9.3744
1971,1,2,5,367,9.0720
1971,1,3,1,461,4.4567
1971,1,3,2,578,5.5012
1971,1,3,3,483,4.8488
1971,1,3,4,520,4.9635
1971,1,3,5,516,4.2447
1971,2,1,1,620,6.2624
1971,2,1,2,883,5.8640
1971,2,1,3,805,5.4163
1971,2,1,4,925,5.8651
1971,2,1,5,765,6.5580
1971,2,2,1,331,3.5038
1971,2,2,2,434,3.0682
1971,2,2,3,384,3.1440
1971,2,2,4,459,2.8528
1971,2,2,5,368,3.5313
1971,2,3,1,456,1.8890
1971,2,3,2,561,0.9604
1971,2,3,3,465,2.0397
1971,2,3,4,577,0.5212
1971,2,3,5,525,1.5342
1971,3,1,1,623,5.1025
1971,3,1,2,880,6.3292
1971,3,1,3,814,6.3038
1971,3,1,4,924,5.5699
1971,3,1,5,715,3.8839
1971,3,2,1,338,7.0259
1971,3,2,2,428,5.7281
1971,3,2,3,394,6.5208
1971,3,2,4,456,5.1579
1971,3,2,5,342,6.0666
1971,3,3,1,459,5.3639
1971,3,3,2,559,3.7137
1971,3,3,3,472,3.7035
1971,3,3,4,584,3.5515
1971,3,3,5,493,5.2253
1971,4,1,1,639,1.5149
1971,4,1,2,870,2.5176
1971,4,1,3,802,2.1935
1971,4,1,4,922,2.1908
1971,4,1,5,710,1.4805
1971,4,2,1,337,2.1845
1971,4,2,2,424,3.8896
1971,4,2,3,365,4.1264
1971,4,2,4,452,3.3182
1971,4,2,5,342,2.8885
1971,4,3,1,466,3.0442
1971,4,3,2,548,3.2896
1971,4,3,3,438,4.5982
1971,4,3,4,584,3.7451
1971,4,3,5,496,4.2585
1971,5,1,1,633,-5.9224
1971,5,1,2,874,-6.0355
1971,5,1,3,832,-6.3702
1971,5,1,4,897,-6.4244
1971,5,1,5,721,-6.2114
1971,5,2,1,347,-4.8487
1971,5,2,2,432,-3.8486
1971,5,2,3,388,-3.7744
1971,5,2,4,448,-3.6489
1971,5,2,5,346,-4.6566
1971,5,3,1,466,-2.7163
1971,5,3,2,565,-2.9317
1971,5,3,3,475,-3.6527
1971,5,3,4,581,-2.9883
1971,5,3,5,504,-3.1773
1971,6,1,1,600,-3.4152
1971,6,1,2,846,-3.1769
1971,6,1,3,777,-2.1996
1971,6,1,4,879,-3.1819
1971,6,1,5,659,-2.9938
1971,6,2,1,334,-0.7195
1971,6,2,2,424,-0.7551
1971,6,2,3,362,-0.5081
1971,6,2,4,438,-0.0683
1971,6,2,5,320,-1.5921
1971,6,3,1,460,0.8166
1971,6,3,2,557,1.5427
1971,6,3,3,442,0.6449
1971,6,3,4,573,1.0569
1971,6,3,5,476,0.6926
1971,7,1,1,557,-5.2572
1971,7,1,2,719,-5.6375
1971,7,1,3,750,-6.6105
1971,7,1,4,841,-6.4513
1971,7,1,5,634,-6.6591
1971,7,2,1,309,-4.7335
1971,7,2,2,374,-4.8991
1971,7,2,3,356,-5.7068
1971,7,2,4,422,-5.9380
1971,7,2,5,305,-5.0956
1971,7,3,1,416,-3.2813
1971,7,3,2,505,-3.8287
1971,7,3,3,436,-3.5110
1971,7,3,4,549,-4.5399
1971,7,3,5,461,-4.6245
1971,8,1,1,565,2.3207
1971,8,1,2,719,5.0791
1971,8,1,3,746,4.1474
1971,8,1,4,827,5.2723
1971,8,1,5,641,4.5271
1971,8,2,1,316,2.9234
1971,8,2,2,372,5.1740
1971,8,2,3,354,4.9496
1971,8,2,4,418,5.8731
1971,8,2,5,327,4.7455
1971,8,3,1,419,2.9208
1971,8,3,2,499,3.2899
1971,8,3,3,402,3.7722
1971,8,3,4,544,5.4671
1971,8,3,5,463,4.4173
1971,9,1,1,568,-0.2711
1971,9,1,2,741,-1.0755
1971,9,1,3,762,-0.7899
1971,9,1,4,871,-0.8435
1971,9,1,5,665,-0.0708
1971,9,2,1,319,-1.0533
1971,9,2,2,371,-1.4660
1971,9,2,3,361,-0.5695
