year,month,rank_ME,rank_SIM_12,nstocks,ret_vw
1970,9,2,1,447,11.3439
1970,9,2,2,416,11.2128
1970,9,2,3,452,10.6306
1970,9,2,4,458,9.9612
1970,9,2,5,460,10.3337
1970,9,3,1,538,3.6155
1970,9,3,2,493,5.3050
1970,9,3,3,568,3.0166
1970,9,3,4,535,3.6603
1970,9,3,5,587,3.3672
1970,10,1,1,839,-5.8455
1970,10,1,2,853,-7.7120
1970,10,1,3,855,-7.4753
1970,10,1,4,847,-7.1001
1970,10,1,5,907,-6.8960
1970,10,2,1,453,-4.3380
1970,10,2,2,404,-5.2586
1970,10,2,3,449,-4.2052
1970,10,2,4,460,-4.2161
1970,10,2,5,483,-4.5410
1970,10,3,1,567,-0.9477
1970,10,3,2,497,-1.3744
1970,10,3,3,566,-1.1238
1970,10,3,4,544,-2.3234
1970,10,3,5,618,-1.3288
1970,11,1,1,832,-0.5151
1970,11,1,2,887,-2.0760
1970,11,1,3,815,-1.5673
1970,11,1,4,812,-1.2147
1970,11,1,5,892,-1.9696
1970,11,2,1,442,3.1027
1970,11,2,2,415,1.2901
1970,11,2,3,422,2.3435
1970,11,2,4,439,2.2514
1970,11,2,5,471,3.6986
1970,11,3,1,548,5.6494
1970,11,3,2,513,4.1283
1970,11,3,3,556,5.5616
1970,11,3,4,524,5.7610
1970,11,3,5,619,5.5777
1970,12,1,1,847,8.1508
1970,12,1,2,889,8.6511
1970,12,1,3,843,10.0093
1970,12,1,4,852,9.6377
1970,12,1,5,887,9.6071
1970,12,2,1,443,7.5584
1970,12,2,2,415,8.1544
1970,12,2,3,432,9.5873
1970,12,2,4,448,9.0204
1970,12,2,5,468,8.1300
1970,12,3,1,545,5.9603
1970,12,3,2,511,6.4787
1970,12,3,3,560,6.0252
1970,12,3,4,524,7.2071
1970,12,3,5,624,6.4165
1971,1,1,1,840,15.9054
1971,1,1,2,897,14.1346
1971,1,1,3,832,15.6891
1971,1,1,4,842,14.7665
1971,1,1,5,806,15.1723
1971,1,2,1,439,10.7331
1971,1,2,2,408,10.0613
1971,1,2,3,437,9.2269
1971,1,2,4,432,9.4146
1971,1,2,5,427,9.3962
1971,1,3,1,548,5.1098
1971,1,3,2,504,4.8119
1971,1,3,3,560,4.4594
1971,1,3,4,518,5.3594
1971,1,3,5,572,4.2517
1971,2,1,1,846,5.2963
1971,2,1,2,905,5.7313
1971,2,1,3,793,6.4865
1971,2,1,4,857,6.2154
1971,2,1,5,810,6.1263
1971,2,2,1,431,3.1083
1971,2,2,2,409,3.8222
1971,2,2,3,412,3.3125
1971,2,2,4,436,2.9472
1971,2,2,5,435,2.6178
1971,2,3,1,547,0.8360
1971,2,3,2,515,2.1525
1971,2,3,3,515,1.7835
1971,2,3,4,535,0.9202
1971,2,3,5,575,1.1969
1971,3,1,1,810,6.0506
1971,3,1,2,811,5.9059
1971,3,1,3,782,4.6480
1971,3,1,4,868,5.4387
1971,3,1,5,788,5.2455
1971,3,2,1,424,6.1318
1971,3,2,2,376,5.5491
1971,3,2,3,402,6.6672
1971,3,2,4,427,5.1411
1971,3,2,5,419,5.1569
1971,3,3,1,539,4.4423
1971,3,3,2,490,3.7274
1971,3,3,3,517,4.2000
1971,3,3,4,548,4.2963
1971,3,3,5,563,3.7834
1971,4,1,1,850,2.4143
1971,4,1,2,783,3.0026
1971,4,1,3,783,1.7283
1971,4,1,4,859,2.4659
1971,4,1,5,782,1.1129
1971,4,2,1,428,1.7360
1971,4,2,2,359,4.0069
1971,4,2,3,400,3.5979
1971,4,2,4,412,4.4404
1971,4,2,5,411,3.1060
1971,4,3,1,545,2.1370
1971,4,3,2,462,4.7434
1971,4,3,3,514,3.8038
1971,4,3,4,546,4.7742
1971,4,3,5,558,3.6085
1971,5,1,1,824,-5.9864
1971,5,1,2,746,-6.1023
1971,5,1,3,782,-6.3708
1971,5,1,4,823,-6.3229
1971,5,1,5,779,-6.1168
1971,5,2,1,424,-4.1485
1971,5,2,2,346,-3.6349
1971,5,2,3,397,-3.6392
1971,5,2,4,408,-4.0606
1971,5,2,5,417,-4.4779
1971,5,3,1,545,-3.3103
1971,5,3,2,434,-2.8848
1971,5,3,3,512,-2.7439
1971,5,3,4,519,-2.7009
1971,5,3,5,571,-3.3980
1971,6,1,1,810,-2.8394
1971,6,1,2,651,-2.9341
1971,6,1,3,786,-3.0972
1971,6,1,4,781,-2.9806
1971,6,1,5,729,-2.9203
1971,6,2,1,412,-0.5357
1971,6,2,2,296,0.1671
1971,6,2,3,412,-1.0226
1971,6,2,4,391,-1.1385
1971,6,2,5,384,-0.7338
1971,6,3,1,548,0.7618
1971,6,3,2,379,1.1369
1971,6,3,3,521,1.0944
1971,6,3,4,505,0.7306
1971,6,3,5,546,0.6154
1971,7,1,1,722,-5.9968
1971,7,1,2,668,-5.8879
1971,7,1,3,783,-6.3412
1971,7,1,4,766,-6.2962
1971,7,1,5,705,-6.5929
1971,7,2,1,357,-4.8117
1971,7,2,2,311,-5.6809
1971,7,2,3,390,-5.4058
1971,7,2,4,387,-5.4397
1971,7,2,5,381,-5.2599
1971,7,3,1,492,-3.1034
1971,7,3,2,409,-4.9831
1971,7,3,3,520,-4.0097
1971,7,3,4,494,-3.9577
1971,7,3,5,522,-3.3207
1971,8,1,1,732,3.5368
1971,8,1,2,676,5.2683
1971,8,1,3,780,5.2674
1971,8,1,4,779,4.4298
1971,8,1,5,711,3.7711
1971,8,2,1,362,3.0772
1971,8,2,2,316,6.4832
1971,8,2,3,399,5.7133
1971,8,2,4,394,4.9498
1971,8,2,5,385,3.6235
1971,8,3,1,497,2.4065
1971,8,3,2,409,5.1901
1971,8,3,3,519,4.7058
1971,8,3,4,496,4.9537
1971,8,3,5,517,2.8781
1971,9,1,1,762,-1.0199
1971,9,1,2,709,-0.6375
1971,9,1,3,790,-1.0152
1971,9,1,4,787,-0.1446
1971,9,1,5,780,-0.5037
1971,9,2,1,386,-0.9842
1971,9,2,2,335,-0.6167
1971,9,2,3,394,-1.3201
