year,month,rank_ME,rank_SIM_12,nstocks,ret_vw
1967,1,1,1,218,20.4910
1967,1,1,2,132,23.9454
1967,1,1,3,255,17.3156
1967,1,1,4,148,19.6408
1967,1,1,5,128,19.6671
1967,1,2,1,85,15.5484
1967,1,2,2,72,18.5482
1967,1,2,3,98,13.4477
1967,1,2,4,66,17.2795
1967,1,2,5,73,15.7213
1967,1,3,1,137,9.2933
1967,1,3,2,84,13.1324
1967,1,3,3,129,8.7326
1967,1,3,4,78,8.6500
1967,1,3,5,168,3.7856
1967,2,1,1,301,5.3193
1967,2,1,2,276,4.2099
1967,2,1,3,417,6.5521
1967,2,1,4,354,6.0252
1967,2,1,5,218,3.0864
1967,2,2,1,150,1.1949
1967,2,2,2,147,2.0467
1967,2,2,3,156,3.5145
1967,2,2,4,136,2.7948
1967,2,2,5,110,1.8347
1967,2,3,1,314,1.3320
1967,2,3,2,171,0.1417
1967,2,3,3,206,3.9073
1967,2,3,4,156,0.8281
1967,2,3,5,214,-0.8209
1967,3,1,1,424,6.6124
1967,3,1,2,342,7.1753
1967,3,1,3,516,6.7957
1967,3,1,4,467,6.8398
1967,3,1,5,329,7.7315
1967,3,2,1,225,6.2983
1967,3,2,2,194,6.1078
1967,3,2,3,209,6.4380
1967,3,2,4,180,5.1193
1967,3,2,5,150,8.1055
1967,3,3,1,382,4.4739
1967,3,3,2,312,5.0538
1967,3,3,3,272,4.2348
1967,3,3,4,248,5.2632
1967,3,3,5,269,4.3679
1967,4,1,1,511,3.5698
1967,4,1,2,551,4.2800
1967,4,1,3,599,4.9072
1967,4,1,4,547,5.5266
1967,4,1,5,352,4.2251
1967,4,2,1,250,2.6105
1967,4,2,2,250,2.7063
1967,4,2,3,266,3.8546
1967,4,2,4,228,4.3133
1967,4,2,5,169,3.4740
1967,4,3,1,426,4.8158
1967,4,3,2,387,4.7243
1967,4,3,3,329,4.7372
1967,4,3,4,290,3.6304
1967,4,3,5,283,6.7423
1967,5,1,1,529,0.0374
1967,5,1,2,615,0.4356
1967,5,1,3,665,0.2379
1967,5,1,4,587,-0.6843
1967,5,1,5,425,-0.9130
1967,5,2,1,261,-1.7578
1967,5,2,2,293,-1.9407
1967,5,2,3,288,-1.2543
1967,5,2,4,252,-1.8177
1967,5,2,5,207,-1.3987
1967,5,3,1,440,-3.6939
1967,5,3,2,419,-4.8117
1967,5,3,3,353,-4.5356
1967,5,3,4,328,-4.4851
1967,5,3,5,338,-4.7076
1967,6,1,1,593,10.0406
1967,6,1,2,646,11.3918
1967,6,1,3,699,11.8735
1967,6,1,4,668,11.9529
1967,6,1,5,663,12.7222
1967,6,2,1,292,6.1098
1967,6,2,2,314,6.8027
1967,6,2,3,308,7.6434
1967,6,2,4,296,7.2579
1967,6,2,5,310,8.6003
1967,6,3,1,460,1.5917
1967,6,3,2,446,1.8911
1967,6,3,3,394,2.6455
1967,6,3,4,440,2.2907
1967,6,3,5,469,3.1764
1967,7,1,1,600,9.6688
1967,7,1,2,686,9.0672
1967,7,1,3,701,9.5114
1967,7,1,4,672,8.5495
1967,7,1,5,671,9.7040
1967,7,2,1,304,7.7604
1967,7,2,2,343,7.6056
1967,7,2,3,318,7.6527
1967,7,2,4,320,6.9954
1967,7,2,5,318,8.0362
1967,7,3,1,468,5.6203
1967,7,3,2,474,3.6654
1967,7,3,3,403,4.8208
1967,7,3,4,445,4.9699
1967,7,3,5,483,4.9254
1967,8,1,1,750,0.4136
1967,8,1,2,762,0.5609
1967,8,1,3,708,-0.6005
1967,8,1,4,700,0.4206
1967,8,1,5,689,1.2604
1967,8,2,1,362,-0.4282
1967,8,2,2,385,0.0068
1967,8,2,3,332,-1.4499
1967,8,2,4,342,0.6351
1967,8,2,5,334,0.3901
1967,8,3,1,528,-0.7403
1967,8,3,2,528,-0.7374
1967,8,3,3,402,-0.1222
1967,8,3,4,459,-0.4789
1967,8,3,5,497,-0.5212
1967,9,1,1,772,7.7073
1967,9,1,2,794,7.8178
1967,9,1,3,748,8.2035
1967,9,1,4,703,8.4865
1967,9,1,5,706,8.9851
1967,9,2,1,377,3.9472
1967,9,2,2,409,4.3534
1967,9,2,3,364,5.2805
1967,9,2,4,347,4.5919
1967,9,2,5,352,5.4923
1967,9,3,1,544,3.0520
1967,9,3,2,539,2.6834
1967,9,3,3,426,3.8441
1967,9,3,4,465,2.7472
1967,9,3,5,505,4.0221
1967,10,1,1,779,-1.6951
1967,10,1,2,824,-1.8739
1967,10,1,3,759,-0.7801
1967,10,1,4,730,-1.3663
1967,10,1,5,713,-1.1250
1967,10,2,1,391,-3.4548
1967,10,2,2,429,-3.1413
1967,10,2,3,368,-1.5699
1967,10,2,4,361,-2.3750
1967,10,2,5,358,-2.2808
1967,10,3,1,546,-3.7311
1967,10,3,2,548,-3.9716
1967,10,3,3,430,-2.3961
1967,10,3,4,473,-3.9207
1967,10,3,5,511,-1.8802
1967,11,1,1,790,0.4242
1967,11,1,2,824,-0.0524
1967,11,1,3,792,0.2942
1967,11,1,4,811,-0.2330
1967,11,1,5,726,0.3727
1967,11,2,1,391,0.8925
1967,11,2,2,429,0.9446
1967,11,2,3,400,1.2337
1967,11,2,4,406,1.8018
1967,11,2,5,369,0.9956
1967,11,3,1,555,0.3122
1967,11,3,2,551,0.6427
1967,11,3,3,523,1.4733
1967,11,3,4,545,0.1971
1967,11,3,5,519,0.2984
1967,12,1,1,786,11.0440
1967,12,1,2,820,9.4803
1967,12,1,3,837,11.4898
1967,12,1,4,815,10.0972
1967,12,1,5,743,11.4128
1967,12,2,1,393,6.6960
1967,12,2,2,437,6.8834
1967,12,2,3,437,7.3840
1967,12,2,4,409,6.7390
1967,12,2,5,403,7.6008
1967,12,3,1,555,3.6390
1967,12,3,2,555,3.0163
1967,12,3,3,545,1.8313
1967,12,3,4,545,2.3534
1967,12,3,5,526,2.4039
1968,1,1,1,777,3.4030
1968,1,1,2,794,3.1870
1968,1,1,3,829,2.1492
1968,1,1,4,820,2.7563
1968,1,1,5,759,3.3529
1968,1,2,1,404,-0.1636
1968,1,2,2,436,-0.2594
1968,1,2,3,435,-1.9019
1968,1,2,4,429,-1.1429
1968,1,2,5,409,-1.3812
1968,1,3,1,546,-3.7550
1968,1,3,2,546,-4.2700
1968,1,3,3,540,-6.3867
1968,1,3,4,564,-4.6569
1968,1,3,5,518,-4.1189
1968,2,1,1,825,-7.0103
1968,2,1,2,754,-6.3370
1968,2,1,3,841,-8.0099
1968,2,1,4,812,-6.5120
1968,2,1,5,715,-6.8053
1968,2,2,1,435,-4.8057
1968,2,2,2,422,-4.3210
1968,2,2,3,447,-6.3838
1968,2,2,4,431,-5.3361
1968,2,2,5,386,-5.5446
1968,2,3,1,581,-3.1812
1968,2,3,2,543,-2.9948
1968,2,3,3,547,-3.4120
1968,2,3,4,563,-3.1877
1968,2,3,5,512,-2.8532
1968,3,1,1,819,-1.6704
1968,3,1,2,762,-1.7782
1968,3,1,3,844,-1.1738
1968,3,1,4,811,-1.8513
1968,3,1,5,736,-0.6511
1968,3,2,1,441,-1.6344
1968,3,2,2,417,-1.5098
1968,3,2,3,444,-1.0074
1968,3,2,4,438,-1.2480
1968,3,2,5,407,-0.5680
1968,3,3,1,581,0.2506
1968,3,3,2,538,0.8245
1968,3,3,3,542,1.4007
1968,3,3,4,563,0.6439
1968,3,3,5,534,1.0681
1968,4,1,1,818,17.0487
1968,4,1,2,770,16.3946
1968,4,1,3,796,16.8845
1968,4,1,4,810,15.6891
1968,4,1,5,747,16.8231
1968,4,2,1,446,13.6537
1968,4,2,2,416,14.0990
1968,4,2,3,418,14.8660
1968,4,2,4,442,13.8918
1968,4,2,5,413,14.3937
1968,4,3,1,584,8.8683
1968,4,3,2,523,8.6326
1968,4,3,3,505,10.9606
1968,4,3,4,561,8.9599
1968,4,3,5,536,9.1173
1968,5,1,1,777,10.7695
1968,5,1,2,648,11.4711
1968,5,1,3,779,11.8335
1968,5,1,4,802,12.5790
1968,5,1,5,719,12.5328
1968,5,2,1,426,5.9791
1968,5,2,2,386,6.9522
1968,5,2,3,414,7.4039
1968,5,2,4,438,7.2448
1968,5,2,5,395,6.7108
1968,5,3,1,544,1.7164
1968,5,3,2,486,1.7481
1968,5,3,3,498,2.1950
1968,5,3,4,567,2.2051
1968,5,3,5,527,2.1621
1968,6,1,1,746,0.4237
1968,6,1,2,647,-0.3105
1968,6,1,3,780,1.0049
1968,6,1,4,810,0.4080
1968,6,1,5,744,1.2986
1968,6,2,1,420,0.4719
1968,6,2,2,387,0.5321
1968,6,2,3,410,-0.2548
1968,6,2,4,430,0.0808
1968,6,2,5,402,0.4965
1968,6,3,1,539,1.4320
1968,6,3,2,486,1.0597
1968,6,3,3,529,0.3538
1968,6,3,4,560,0.4911
1968,6,3,5,531,1.3463
1968,7,1,1,742,-3.0537
1968,7,1,2,644,-3.8834
1968,7,1,3,777,-3.4500
1968,7,1,4,804,-3.5069
1968,7,1,5,730,-2.7027
1968,7,2,1,411,-4.0453
1968,7,2,2,379,-3.6260
1968,7,2,3,412,-3.3687
1968,7,2,4,430,-3.8815
1968,7,2,5,409,-3.1952
1968,7,3,1,527,-2.8558
1968,7,3,2,477,-1.9070
1968,7,3,3,535,-3.6331
1968,7,3,4,565,-3.1654
1968,7,3,5,524,-1.4956
1968,8,1,1,749,3.6020
1968,8,1,2,596,4.7254
1968,8,1,3,788,5.5791
1968,8,1,4,804,5.2517
1968,8,1,5,708,4.4772
1968,8,2,1,415,2.7967
1968,8,2,2,367,3.5567
1968,8,2,3,429,4.1134
1968,8,2,4,438,4.3586
1968,8,2,5,399,3.6729
1968,8,3,1,526,1.6513
1968,8,3,2,463,1.5876
1968,8,3,3,548,1.7454
1968,8,3,4,578,2.1445
1968,8,3,5,521,1.2579
1968,9,1,1,743,6.2338
1968,9,1,2,622,6.5633
1968,9,1,3,775,6.8533
1968,9,1,4,754,7.5772
1968,9,1,5,663,7.2991
1968,9,2,1,418,6.0275
1968,9,2,2,366,6.5961
1968,9,2,3,427,7.3545
1968,9,2,4,411,7.4714
1968,9,2,5,374,6.8453
1968,9,3,1,526,4.2369
1968,9,3,2,470,4.1918
1968,9,3,3,535,5.1138
1968,9,3,4,547,4.0132
1968,9,3,5,501,4.0631
1968,10,1,1,772,-0.7077
1968,10,1,2,642,-0.8007
1968,10,1,3,776,0.1958
1968,10,1,4,708,0.2968
1968,10,1,5,676,0.5938
1968,10,2,1,426,1.1012
1968,10,2,2,369,0.5660
1968,10,2,3,428,0.0721
1968,10,2,4,401,0.5384
1968,10,2,5,384,1.9252
1968,10,3,1,542,0.3377
1968,10,3,2,482,1.4449
1968,10,3,3,529,1.2419
1968,10,3,4,534,1.3247
1968,10,3,5,499,0.6900
1968,11,1,1,769,6.9812
1968,11,1,2,758,7.0686
1968,11,1,3,822,6.6174
1968,11,1,4,756,7.7046
1968,11,1,5,713,7.5849
1968,11,2,1,425,7.9411
1968,11,2,2,405,8.6371
1968,11,2,3,425,7.8897
1968,11,2,4,425,7.9714
1968,11,2,5,396,7.5120
1968,11,3,1,543,6.2435
1968,11,3,2,521,4.3776
1968,11,3,3,482,4.8340
1968,11,3,4,549,5.6332
1968,11,3,5,523,5.3003
1968,12,1,1,774,1.7269
1968,12,1,2,770,2.8161
1968,12,1,3,776,2.3508
1968,12,1,4,829,2.2135
1968,12,1,5,703,2.9376
1968,12,2,1,430,-1.4743
1968,12,2,2,405,-1.6628
1968,12,2,3,402,-1.2586
1968,12,2,4,439,-0.7315
1968,12,2,5,390,-0.6432
1968,12,3,1,551,-3.4731
1968,12,3,2,523,-4.0304
1968,12,3,3,469,-3.4852
1968,12,3,4,575,-4.0488
1968,12,3,5,507,-3.5891
1969,1,1,1,781,-0.4177
1969,1,1,2,803,-1.1285
1969,1,1,3,823,-1.0308
1969,1,1,4,852,-1.1490
1969,1,1,5,684,-0.0975
1969,1,2,1,429,-0.7410
1969,1,2,2,423,-1.1976
1969,1,2,3,413,-1.2365
1969,1,2,4,454,-1.0470
1969,1,2,5,389,-1.0040
1969,1,3,1,556,-0.8955
1969,1,3,2,546,-1.1300
1969,1,3,3,487,-0.5636
1969,1,3,4,583,-0.8539
1969,1,3,5,483,-0.0805
1969,2,1,1,778,-10.1889
1969,2,1,2,791,-10.0539
1969,2,1,3,818,-9.9707
1969,2,1,4,849,-10.5235
1969,2,1,5,676,-10.1361
1969,2,2,1,428,-7.9692
1969,2,2,2,427,-8.4825
1969,2,2,3,404,-8.7254
1969,2,2,4,459,-9.0893
1969,2,2,5,387,-7.9834
1969,2,3,1,552,-4.7092
1969,2,3,2,532,-4.1724
1969,2,3,3,482,-4.8683
1969,2,3,4,585,-4.6651
1969,2,3,5,486,-5.0594
1969,3,1,1,773,1.4316
1969,3,1,2,800,2.0055
1969,3,1,3,810,2.2506
1969,3,1,4,799,2.8190
1969,3,1,5,682,3.4230
1969,3,2,1,433,1.3735
1969,3,2,2,439,1.9921
1969,3,2,3,394,2.7384
1969,3,2,4,433,2.8096
1969,3,2,5,390,2.8465
1969,3,3,1,557,2.5740
1969,3,3,2,541,3.5376
1969,3,3,3,471,2.9063
1969,3,3,4,559,3.2727
1969,3,3,5,489,3.3065
1969,4,1,1,765,-0.8959
1969,4,1,2,810,-0.7848
1969,4,1,3,805,-0.7654
1969,4,1,4,774,-0.6707
1969,4,1,5,707,-0.1583
1969,4,2,1,428,-0.1709
1969,4,2,2,445,0.1587
1969,4,2,3,390,0.7969
1969,4,2,4,417,1.5366
1969,4,2,5,399,1.1301
1969,4,3,1,552,2.4252
1969,4,3,2,570,1.6905
1969,4,3,3,472,1.6038
1969,4,3,4,543,2.6119
1969,4,3,5,502,2.1437
1969,5,1,1,750,0.0043
1969,5,1,2,802,0.2653
1969,5,1,3,811,-0.1220
1969,5,1,4,773,1.2911
1969,5,1,5,701,2.8005
1969,5,2,1,410,-0.7114
1969,5,2,2,448,-0.2139
1969,5,2,3,427,-0.6025
1969,5,2,4,417,1.0572
1969,5,2,5,404,1.1975
1969,5,3,1,537,0.0364
1969,5,3,2,563,0.3384
1969,5,3,3,551,0.4293
1969,5,3,4,549,0.5213
1969,5,3,5,500,0.3072
1969,6,1,1,748,-12.7818
1969,6,1,2,802,-13.3651
1969,6,1,3,713,-12.8195
1969,6,1,4,787,-13.5319
1969,6,1,5,698,-13.9632
1969,6,2,1,408,-10.7035
1969,6,2,2,451,-11.7158
1969,6,2,3,396,-11.4332
1969,6,2,4,444,-11.4370
1969,6,2,5,405,-11.2946
1969,6,3,1,529,-4.6326
1969,6,3,2,562,-5.8488
1969,6,3,3,514,-5.9989
1969,6,3,4,580,-5.4153
1969,6,3,5,497,-7.0573
1969,7,1,1,736,-10.4162
1969,7,1,2,828,-11.3346
1969,7,1,3,700,-10.9621
1969,7,1,4,793,-11.8049
1969,7,1,5,744,-11.0737
1969,7,2,1,410,-9.1113
1969,7,2,2,462,-9.6492
1969,7,2,3,390,-9.3834
1969,7,2,4,455,-9.4481
1969,7,2,5,427,-9.1838
1969,7,3,1,529,-5.9514
1969,7,3,2,557,-6.2619
1969,7,3,3,509,-5.9172
1969,7,3,4,580,-5.4311
1969,7,3,5,546,-5.9419
1969,8,1,1,791,4.3300
1969,8,1,2,854,4.7817
1969,8,1,3,693,4.5458
1969,8,1,4,798,4.7871
1969,8,1,5,744,4.5762
1969,8,2,1,441,6.4372
1969,8,2,2,472,6.2290
1969,8,2,3,371,5.8757
1969,8,2,4,452,6.6445
1969,8,2,5,427,6.9971
1969,8,3,1,569,4.7738
1969,8,3,2,566,4.3854
1969,8,3,3,478,4.4381
1969,8,3,4,575,4.5811
1969,8,3,5,545,4.4148
1969,9,1,1,797,-2.9972
1969,9,1,2,864,-3.2515
1969,9,1,3,709,-3.4796
1969,9,1,4,817,-2.6960
1969,9,1,5,751,-2.6517
1969,9,2,1,436,-1.0403
1969,9,2,2,462,-1.0069
1969,9,2,3,372,-0.4775
1969,9,2,4,457,-0.0282
1969,9,2,5,440,-1.3669
1969,9,3,1,557,-1.8491
1969,9,3,2,565,-3.1987
1969,9,3,3,481,-1.3454
1969,9,3,4,587,-1.8545
1969,9,3,5,549,-3.0341
1969,10,1,1,785,10.2367
1969,10,1,2,824,9.4568
1969,10,1,3,710,9.9908
1969,10,1,4,837,11.1007
1969,10,1,5,781,10.0349
1969,10,2,1,435,7.8679
1969,10,2,2,448,7.0406
1969,10,2,3,382,7.3274
1969,10,2,4,464,8.2242
1969,10,2,5,453,6.9698
1969,10,3,1,562,5.2482
1969,10,3,2,535,4.7909
1969,10,3,3,489,5.6726
1969,10,3,4,586,5.6785
1969,10,3,5,569,5.1153
1969,11,1,1,784,-6.5752
1969,11,1,2,816,-6.9714
1969,11,1,3,659,-6.5467
1969,11,1,4,820,-6.2745
1969,11,1,5,834,-6.5548
1969,11,2,1,446,-4.4454
1969,11,2,2,446,-4.6041
1969,11,2,3,362,-4.6919
1969,11,2,4,458,-4.3309
1969,11,2,5,462,-4.3012
1969,11,3,1,561,-2.9342
1969,11,3,2,540,-3.7228
1969,11,3,3,459,-2.9802
1969,11,3,4,570,-2.6757
1969,11,3,5,579,-2.6771
1969,12,1,1,784,-7.5532
1969,12,1,2,809,-8.5787
1969,12,1,3,779,-7.2136
1969,12,1,4,777,-7.7811
1969,12,1,5,829,-8.2042
1969,12,2,1,447,-5.5761
1969,12,2,2,449,-5.5011
1969,12,2,3,410,-4.3230
1969,12,2,4,435,-4.5123
1969,12,2,5,455,-4.7771
1969,12,3,1,566,-1.7509
1969,12,3,2,538,-2.7627
1969,12,3,3,510,-1.3372
1969,12,3,4,532,-1.0404
1969,12,3,5,581,-1.1141
1970,1,1,1,775,-2.0551
1970,1,1,2,819,-2.1448
1970,1,1,3,788,-2.5053
1970,1,1,4,789,-2.9878
1970,1,1,5,841,-3.8079
1970,1,2,1,432,-5.0517
1970,1,2,2,447,-5.7329
1970,1,2,3,415,-6.0924
1970,1,2,4,441,-6.6487
1970,1,2,5,458,-6.3954
1970,1,3,1,525,-7.3014
1970,1,3,2,551,-7.8487
1970,1,3,3,516,-7.4964
1970,1,3,4,532,-7.4674
1970,1,3,5,587,-7.6037
1970,2,1,1,768,2.9576
1970,2,1,2,844,3.1525
1970,2,1,3,828,3.3634
1970,2,1,4,804,2.0535
1970,2,1,5,826,2.9200
1970,2,2,1,446,5.1837
1970,2,2,2,454,3.3263
1970,2,2,3,437,2.9905
1970,2,2,4,446,3.2184
1970,2,2,5,451,3.7181
1970,2,3,1,529,6.3599
1970,2,3,2,575,5.9960
1970,2,3,3,557,5.3367
1970,2,3,4,539,5.9306
1970,2,3,5,588,5.6199
1970,3,1,1,773,-2.4468
1970,3,1,2,874,-3.7310
1970,3,1,3,838,-3.5326
1970,3,1,4,801,-4.0215
1970,3,1,5,860,-3.5394
1970,3,2,1,448,-1.3299
1970,3,2,2,465,-2.0186
1970,3,2,3,451,-1.8387
1970,3,2,4,446,-2.9179
1970,3,2,5,458,-2.2697
1970,3,3,1,564,0.3689
1970,3,3,2,582,-0.1469
1970,3,3,3,558,0.6311
1970,3,3,4,541,0.2174
1970,3,3,5,591,-0.3396
1970,4,1,1,788,-16.1505
1970,4,1,2,840,-18.5561
1970,4,1,3,849,-17.4707
1970,4,1,4,826,-18.3976
1970,4,1,5,852,-18.5763
1970,4,2,1,452,-15.2108
1970,4,2,2,425,-16.2716
1970,4,2,3,464,-14.7194
1970,4,2,4,450,-15.8632
1970,4,2,5,456,-15.8652
1970,4,3,1,569,-9.3884
1970,4,3,2,480,-9.6691
1970,4,3,3,565,-8.9373
1970,4,3,4,544,-9.7416
1970,4,3,5,588,-9.8241
1970,5,1,1,779,-9.3284
1970,5,1,2,829,-9.3084
1970,5,1,3,851,-8.7071
1970,5,1,4,823,-9.9570
1970,5,1,5,865,-8.7020
1970,5,2,1,451,-8.9859
1970,5,2,2,418,-11.5103
1970,5,2,3,459,-10.2689
1970,5,2,4,453,-10.1115
1970,5,2,5,469,-9.8148
1970,5,3,1,561,-4.3557
1970,5,3,2,476,-6.6880
1970,5,3,3,565,-5.9859
1970,5,3,4,544,-7.4581
1970,5,3,5,604,-6.2318
1970,6,1,1,836,-7.8159
1970,6,1,2,879,-9.3919
1970,6,1,3,835,-9.4230
1970,6,1,4,823,-8.9260
1970,6,1,5,858,-8.4972
1970,6,2,1,469,-6.2703
1970,6,2,2,441,-7.4802
1970,6,2,3,450,-7.2304
1970,6,2,4,444,-7.7927
1970,6,2,5,472,-7.7108
1970,6,3,1,567,-4.4280
1970,6,3,2,528,-5.7315
1970,6,3,3,540,-4.2861
1970,6,3,4,543,-5.0433
1970,6,3,5,606,-4.8569
1970,7,1,1,822,4.4126
1970,7,1,2,878,4.1428
1970,7,1,3,811,4.5769
1970,7,1,4,836,4.4970
1970,7,1,5,840,3.5319
1970,7,2,1,475,7.5136
1970,7,2,2,436,7.8391
1970,7,2,3,445,7.5363
1970,7,2,4,451,7.4251
1970,7,2,5,468,7.2465
1970,7,3,1,562,8.5529
1970,7,3,2,522,6.6942
1970,7,3,3,522,7.7783
1970,7,3,4,559,6.6168
1970,7,3,5,606,7.0747
1970,8,1,1,824,5.8448
1970,8,1,2,866,6.1444
1970,8,1,3,848,5.3638
1970,8,1,4,864,5.7050
1970,8,1,5,909,5.3064
1970,8,2,1,462,5.8176
1970,8,2,2,422,7.7423
1970,8,2,3,456,6.9542
1970,8,2,4,445,6.9909
1970,8,2,5,501,6.6347
1970,8,3,1,554,4.3259
1970,8,3,2,504,4.9378
1970,8,3,3,566,5.1867
1970,8,3,4,567,5.2037
1970,8,3,5,626,4.7337
1970,9,1,1,798,14.6585
1970,9,1,2,847,14.8593
1970,9,1,3,857,13.8547
1970,9,1,4,851,13.5329
1970,9,1,5,881,13.6825
