year,month,rank_ME,rank_PTA,nstocks,ret_vw
1978,10,2,3,109,-18.5287
1978,10,2,4,130,-21.0807
1978,10,2,5,135,-22.9707
1978,10,3,1,99,-8.3632
1978,10,3,2,149,-9.1662
1978,10,3,3,155,-10.3179
1978,10,3,4,144,-9.2727
1978,10,3,5,131,-11.5665
1978,11,1,1,573,5.2718
1978,11,1,2,223,8.6758
1978,11,1,3,231,5.3187
1978,11,1,4,315,6.4399
1978,11,1,5,503,8.0760
1978,11,2,1,111,8.3632
1978,11,2,2,107,5.1485
1978,11,2,3,109,5.3674
1978,11,2,4,130,8.1899
1978,11,2,5,134,8.9015
1978,11,3,1,99,3.7694
1978,11,3,2,148,3.6335
1978,11,3,3,155,1.7660
1978,11,3,4,144,3.1454
1978,11,3,5,131,3.6446
1978,12,1,1,570,0.5044
1978,12,1,2,222,1.8985
1978,12,1,3,230,2.0256
1978,12,1,4,314,2.8436
1978,12,1,5,500,1.8926
1978,12,2,1,111,2.1527
1978,12,2,2,107,1.7220
1978,12,2,3,110,3.5697
1978,12,2,4,130,0.8476
1978,12,2,5,132,3.8737
1978,12,3,1,99,5.2348
1978,12,3,2,146,1.2838
1978,12,3,3,154,1.2204
1978,12,3,4,144,0.3721
1978,12,3,5,131,0.6500
1979,1,1,1,560,11.9456
1979,1,1,2,222,8.9891
1979,1,1,3,231,10.5505
1979,1,1,4,313,10.2444
1979,1,1,5,498,9.0093
1979,1,2,1,110,7.8091
1979,1,2,2,106,7.3777
1979,1,2,3,110,7.1285
1979,1,2,4,129,8.2831
1979,1,2,5,132,8.5408
1979,1,3,1,99,4.5406
1979,1,3,2,146,4.3295
1979,1,3,3,154,4.2660
1979,1,3,4,144,4.2167
1979,1,3,5,131,5.3168
1979,2,1,1,556,-2.5859
1979,2,1,2,221,-1.3721
1979,2,1,3,231,-2.5397
1979,2,1,4,311,-2.7908
1979,2,1,5,492,-2.9969
1979,2,2,1,106,-2.6914
1979,2,2,2,106,-2.7981
1979,2,2,3,109,-1.6833
1979,2,2,4,129,-3.8419
1979,2,2,5,129,-2.2723
1979,2,3,1,99,-3.4897
1979,2,3,2,145,-2.3899
1979,2,3,3,154,-3.4680
1979,2,3,4,142,-2.9247
1979,2,3,5,130,-2.5147
1979,3,1,1,550,6.8013
1979,3,1,2,221,8.8882
1979,3,1,3,228,6.9095
1979,3,1,4,310,10.5355
1979,3,1,5,491,11.0519
1979,3,2,1,106,8.9742
1979,3,2,2,105,8.3191
1979,3,2,3,106,9.0613
1979,3,2,4,128,10.9300
1979,3,2,5,128,13.1571
1979,3,3,1,98,5.1729
1979,3,3,2,145,5.8680
1979,3,3,3,153,6.0333
1979,3,3,4,142,4.6767
1979,3,3,5,129,7.7305
1979,4,1,1,550,3.2887
1979,4,1,2,220,2.7026
1979,4,1,3,228,3.4083
1979,4,1,4,309,1.5550
1979,4,1,5,488,3.4150
1979,4,2,1,105,2.0326
1979,4,2,2,105,2.2256
1979,4,2,3,106,2.0153
1979,4,2,4,127,2.2244
1979,4,2,5,128,2.6310
1979,4,3,1,98,-0.9257
1979,4,3,2,146,1.6280
1979,4,3,3,153,0.4442
1979,4,3,4,142,-1.0287
1979,4,3,5,129,0.9274
1979,5,1,1,548,-0.0312
1979,5,1,2,216,-0.4723
1979,5,1,3,227,-0.2259
1979,5,1,4,308,-2.3569
1979,5,1,5,485,-2.6124
1979,5,2,1,104,-0.6584
1979,5,2,2,105,-0.7045
1979,5,2,3,104,-2.0370
1979,5,2,4,126,-1.2877
1979,5,2,5,128,-1.8028
1979,5,3,1,98,-1.7809
1979,5,3,2,146,-1.9409
1979,5,3,3,153,-1.9286
1979,5,3,4,142,-1.6739
1979,5,3,5,129,-0.6661
1979,6,1,1,547,4.1078
1979,6,1,2,214,5.6560
1979,6,1,3,224,4.8687
1979,6,1,4,305,5.0085
1979,6,1,5,483,6.0975
1979,6,2,1,103,7.0517
1979,6,2,2,105,3.9688
1979,6,2,3,104,5.9259
1979,6,2,4,125,4.1431
1979,6,2,5,128,5.3970
1979,6,3,1,98,0.8866
1979,6,3,2,144,4.4936
1979,6,3,3,153,4.0938
1979,6,3,4,142,3.9581
1979,6,3,5,129,6.2662
1979,7,1,1,514,2.5188
1979,7,1,2,196,3.2703
1979,7,1,3,198,1.9139
1979,7,1,4,389,3.3554
1979,7,1,5,513,1.7685
1979,7,2,1,109,3.4240
1979,7,2,2,110,4.0706
1979,7,2,3,106,1.6025
1979,7,2,4,114,3.0875
1979,7,2,5,150,3.2827
1979,7,3,1,112,-0.0875
1979,7,3,2,139,0.6501
1979,7,3,3,171,1.8751
1979,7,3,4,141,2.8626
1979,7,3,5,111,2.3974
1979,8,1,1,509,6.3927
1979,8,1,2,195,7.4971
1979,8,1,3,197,7.2297
1979,8,1,4,387,9.5066
1979,8,1,5,509,8.8499
1979,8,2,1,108,7.8010
1979,8,2,2,110,8.0616
1979,8,2,3,104,7.4643
1979,8,2,4,112,10.4393
1979,8,2,5,149,8.3173
1979,8,3,1,112,4.8997
1979,8,3,2,139,6.2006
1979,8,3,3,169,6.4851
1979,8,3,4,141,6.7215
1979,8,3,5,111,7.7437
1979,9,1,1,502,-0.7425
1979,9,1,2,193,0.2760
1979,9,1,3,195,-0.8427
1979,9,1,4,384,-1.0647
1979,9,1,5,505,-0.5846
1979,9,2,1,108,-0.4247
1979,9,2,2,109,-1.0525
1979,9,2,3,104,-0.9053
1979,9,2,4,111,0.9391
1979,9,2,5,149,1.7716
1979,9,3,1,112,0.3315
1979,9,3,2,138,0.2040
1979,9,3,3,168,-0.4857
1979,9,3,4,141,1.5264
1979,9,3,5,111,-1.9356
1979,10,1,1,497,-10.3218
1979,10,1,2,193,-9.8662
1979,10,1,3,193,-10.7259
1979,10,1,4,382,-10.4757
1979,10,1,5,504,-11.1076
1979,10,2,1,108,-11.0318
1979,10,2,2,109,-10.2744
1979,10,2,3,104,-9.5244
1979,10,2,4,109,-9.9940
1979,10,2,5,149,-9.1541
1979,10,3,1,112,-5.4745
1979,10,3,2,138,-5.9565
1979,10,3,3,168,-6.6491
1979,10,3,4,139,-7.3042
1979,10,3,5,111,-7.3893
1979,11,1,1,497,7.6277
1979,11,1,2,194,7.6134
1979,11,1,3,194,6.0540
1979,11,1,4,380,7.7883
1979,11,1,5,503,9.3854
1979,11,2,1,108,9.4680
1979,11,2,2,109,7.0077
1979,11,2,3,104,6.0977
1979,11,2,4,110,8.6299
1979,11,2,5,149,12.4915
1979,11,3,1,112,6.9434
1979,11,3,2,138,3.6140
1979,11,3,3,168,6.2060
1979,11,3,4,139,6.2270
1979,11,3,5,111,8.2924
1979,12,1,1,495,7.1448
1979,12,1,2,192,7.2080
1979,12,1,3,194,7.1788
1979,12,1,4,377,8.5529
1979,12,1,5,497,7.9126
1979,12,2,1,108,5.5622
1979,12,2,2,109,4.6992
1979,12,2,3,104,7.2026
1979,12,2,4,109,4.4297
1979,12,2,5,148,7.8731
1979,12,3,1,112,0.3467
1979,12,3,2,138,2.0033
1979,12,3,3,168,2.7063
1979,12,3,4,137,3.0131
1979,12,3,5,111,3.9326
1980,1,1,1,485,11.5057
1980,1,1,2,190,7.7196
1980,1,1,3,193,10.2605
1980,1,1,4,375,9.1783
1980,1,1,5,494,14.1809
1980,1,2,1,107,8.9018
1980,1,2,2,109,5.7429
1980,1,2,3,104,6.5521
1980,1,2,4,108,7.5046
1980,1,2,5,145,7.6653
1980,1,3,1,112,8.6740
1980,1,3,2,137,4.4900
1980,1,3,3,167,6.1623
1980,1,3,4,137,7.0465
1980,1,3,5,111,7.1486
1980,2,1,1,482,-0.2473
1980,2,1,2,184,-2.4335
1980,2,1,3,191,-1.2461
1980,2,1,4,372,-1.8722
1980,2,1,5,490,-0.2861
1980,2,2,1,106,0.4154
1980,2,2,2,109,-3.0227
1980,2,2,3,104,-1.8179
1980,2,2,4,106,-3.4615
1980,2,2,5,145,-0.6872
1980,2,3,1,111,2.3058
1980,2,3,2,136,1.5078
1980,2,3,3,167,-1.8007
1980,2,3,4,136,-1.9732
1980,2,3,5,109,-1.4981
1980,3,1,1,476,-20.2316
1980,3,1,2,182,-17.6378
1980,3,1,3,190,-18.1706
1980,3,1,4,369,-17.7900
1980,3,1,5,489,-19.9572
1980,3,2,1,106,-17.8043
1980,3,2,2,108,-15.2504
1980,3,2,3,104,-16.0480
1980,3,2,4,105,-18.1721
1980,3,2,5,144,-19.8011
1980,3,3,1,110,-12.1505
1980,3,3,2,136,-9.0321
1980,3,3,3,167,-11.3146
1980,3,3,4,135,-10.1527
1980,3,3,5,109,-12.3081
1980,4,1,1,472,6.9255
1980,4,1,2,183,6.7359
1980,4,1,3,189,6.0184
1980,4,1,4,368,5.0099
1980,4,1,5,488,7.0268
1980,4,2,1,106,4.7761
1980,4,2,2,108,5.7074
1980,4,2,3,104,4.3649
1980,4,2,4,105,4.6680
1980,4,2,5,142,7.7929
1980,4,3,1,110,3.4248
1980,4,3,2,136,4.6176
1980,4,3,3,167,4.3781
1980,4,3,4,134,6.4168
1980,4,3,5,109,6.2900
1980,5,1,1,471,6.3761
1980,5,1,2,182,7.7926
1980,5,1,3,187,6.6496
1980,5,1,4,371,6.4603
1980,5,1,5,487,6.4776
1980,5,2,1,106,8.1914
1980,5,2,2,107,7.2892
1980,5,2,3,102,8.3263
1980,5,2,4,105,9.0357
1980,5,2,5,142,8.3216
1980,5,3,1,111,5.1956
1980,5,3,2,136,5.6857
1980,5,3,3,167,6.1913
1980,5,3,4,134,4.8311
1980,5,3,5,109,5.3608
1980,6,1,1,467,4.5385
1980,6,1,2,182,4.8582
1980,6,1,3,187,3.6229
1980,6,1,4,368,4.1652
1980,6,1,5,485,3.9625
1980,6,2,1,105,4.7216
1980,6,2,2,106,2.6843
1980,6,2,3,101,3.9243
1980,6,2,4,104,4.9758
1980,6,2,5,143,5.1072
1980,6,3,1,111,4.4334
1980,6,3,2,136,1.2510
1980,6,3,3,167,2.5055
1980,6,3,4,134,4.8632
1980,6,3,5,108,4.2103
1980,7,1,1,524,8.2499
1980,7,1,2,181,11.2578
1980,7,1,3,206,10.4052
1980,7,1,4,273,10.7093
1980,7,1,5,526,13.1298
1980,7,2,1,121,9.1739
1980,7,2,2,102,7.9522
1980,7,2,3,109,11.6655
1980,7,2,4,113,11.6769
1980,7,2,5,191,12.4335
1980,7,3,1,107,6.4868
1980,7,3,2,146,7.5111
1980,7,3,3,148,5.8910
1980,7,3,4,149,5.8670
1980,7,3,5,118,11.4855
1980,8,1,1,523,8.0448
1980,8,1,2,181,6.4828
1980,8,1,3,206,7.3011
1980,8,1,4,273,9.4727
1980,8,1,5,524,9.9542
1980,8,2,1,118,5.0995
1980,8,2,2,102,3.4571
1980,8,2,3,109,4.4466
1980,8,2,4,113,6.5741
1980,8,2,5,191,7.3320
1980,8,3,1,107,2.6720
1980,8,3,2,146,1.3471
1980,8,3,3,148,0.6851
1980,8,3,4,149,2.5583
1980,8,3,5,118,2.4815
1980,9,1,1,518,2.8775
1980,9,1,2,180,2.8957
1980,9,1,3,204,2.9530
1980,9,1,4,274,3.6154
1980,9,1,5,520,4.1244
1980,9,2,1,116,1.5763
1980,9,2,2,101,2.5543
1980,9,2,3,109,3.8870
1980,9,2,4,113,5.0737
1980,9,2,5,191,4.2410
1980,9,3,1,107,1.6516
1980,9,3,2,145,1.2148
1980,9,3,3,148,3.5188
1980,9,3,4,149,3.2524
1980,9,3,5,118,6.8532
1980,10,1,1,515,4.6351
1980,10,1,2,178,4.5365
1980,10,1,3,203,3.7319
1980,10,1,4,272,5.7834
1980,10,1,5,517,5.5019
1980,10,2,1,116,3.5792
1980,10,2,2,99,1.6170
1980,10,2,3,108,2.1872
1980,10,2,4,113,3.9713
1980,10,2,5,188,5.4803
1980,10,3,1,107,3.1203
1980,10,3,2,144,3.7209
1980,10,3,3,148,1.5652
1980,10,3,4,148,0.7033
1980,10,3,5,118,1.5067
1980,11,1,1,511,6.0114
1980,11,1,2,178,6.3541
1980,11,1,3,201,3.5633
1980,11,1,4,270,6.8095
1980,11,1,5,516,9.8689
1980,11,2,1,117,9.8099
1980,11,2,2,98,4.6641
1980,11,2,3,108,6.8925
1980,11,2,4,113,6.9899
1980,11,2,5,186,9.9948
1980,11,3,1,106,11.7581
1980,11,3,2,144,9.0303
1980,11,3,3,147,13.5430
1980,11,3,4,148,11.8439
1980,11,3,5,118,14.2653
1980,12,1,1,510,-6.0804
1980,12,1,2,178,-4.2380
1980,12,1,3,201,-4.0791
1980,12,1,4,267,-4.2861
1980,12,1,5,512,-5.0252
1980,12,2,1,116,-5.7901
1980,12,2,2,99,-0.9200
1980,12,2,3,107,-3.2957
1980,12,2,4,112,-2.8223
1980,12,2,5,183,-3.7663
1980,12,3,1,106,-3.5938
1980,12,3,2,144,-3.9577
1980,12,3,3,147,-4.0846
1980,12,3,4,148,-3.9102
1980,12,3,5,117,-2.5419
1981,1,1,1,508,2.1558
1981,1,1,2,177,0.3458
1981,1,1,3,202,1.9583
1981,1,1,4,267,-0.8780
1981,1,1,5,506,-2.8327
1981,1,2,1,116,-1.1142
1981,1,2,2,99,1.8141
1981,1,2,3,107,0.6167
1981,1,2,4,112,-0.1147
1981,1,2,5,183,-3.6561
1981,1,3,1,105,-3.6338
1981,1,3,2,144,-3.6601
1981,1,3,3,147,-4.5722
1981,1,3,4,148,-4.5522
1981,1,3,5,116,-8.0977
1981,2,1,1,497,-0.8121
1981,2,1,2,175,1.3487
1981,2,1,3,199,0.6480
1981,2,1,4,267,0.4814
1981,2,1,5,503,-0.4207
1981,2,2,1,117,1.7687
1981,2,2,2,99,1.5442
1981,2,2,3,107,3.1449
1981,2,2,4,111,1.3419
1981,2,2,5,182,1.0417
1981,2,3,1,104,1.1756
1981,2,3,2,144,2.5705
1981,2,3,3,147,1.6530
1981,2,3,4,147,2.0733
1981,2,3,5,116,1.3220
1981,3,1,1,493,7.4361
1981,3,1,2,174,7.6839
1981,3,1,3,199,7.7780
1981,3,1,4,264,9.3957
1981,3,1,5,498,9.3513
1981,3,2,1,115,4.4074
1981,3,2,2,98,7.7328
1981,3,2,3,106,9.1944
1981,3,2,4,111,9.7698
1981,3,2,5,181,6.6456
1981,3,3,1,103,5.2772
1981,3,3,2,143,1.2344
1981,3,3,3,147,4.3418
1981,3,3,4,147,4.3595
1981,3,3,5,115,7.0355
1981,4,1,1,491,4.6671
1981,4,1,2,172,3.6671
1981,4,1,3,199,4.1098
1981,4,1,4,264,3.0997
1981,4,1,5,497,4.5630
1981,4,2,1,113,1.0904
1981,4,2,2,96,2.1470
1981,4,2,3,105,3.1048
1981,4,2,4,111,1.8743
1981,4,2,5,180,1.6550
1981,4,3,1,104,-4.5863
1981,4,3,2,143,-1.8163
1981,4,3,3,146,-2.0871
1981,4,3,4,147,-1.5396
1981,4,3,5,115,-1.3107
1981,5,1,1,485,2.6146
1981,5,1,2,171,5.9307
1981,5,1,3,198,3.8329
1981,5,1,4,263,5.0027
1981,5,1,5,495,4.6151
1981,5,2,1,113,3.2991
1981,5,2,2,96,2.9097
1981,5,2,3,104,3.2933
1981,5,2,4,111,3.7779
1981,5,2,5,179,3.5052
1981,5,3,1,103,0.6712
1981,5,3,2,143,-0.4030
1981,5,3,3,145,-0.7686
1981,5,3,4,146,1.0052
1981,5,3,5,115,2.1891
1981,6,1,1,486,-1.6769
1981,6,1,2,170,1.1695
1981,6,1,3,198,0.4700
1981,6,1,4,260,0.0577
1981,6,1,5,493,-3.8197
1981,6,2,1,110,-2.7454
1981,6,2,2,95,-1.0340
1981,6,2,3,103,0.2002
1981,6,2,4,110,-2.1825
1981,6,2,5,178,-5.7373
1981,6,3,1,103,-0.0156
1981,6,3,2,143,-0.1238
1981,6,3,3,143,1.0967
1981,6,3,4,146,-1.2130
1981,6,3,5,115,-5.4643
1981,7,1,1,622,-2.9234
1981,7,1,2,211,-2.0494
1981,7,1,3,196,-3.7444
1981,7,1,4,318,-2.5455
1981,7,1,5,463,-3.1298
1981,7,2,1,112,-1.0764
1981,7,2,2,99,-1.9163
1981,7,2,3,111,-1.9060
1981,7,2,4,124,-3.5045
1981,7,2,5,162,-1.0319
1981,7,3,1,75,-2.6560
1981,7,3,2,147,-0.8189
1981,7,3,3,166,1.6110
1981,7,3,4,135,-0.2799
1981,7,3,5,138,4.0652
1981,8,1,1,616,-7.7727
1981,8,1,2,209,-7.9776
1981,8,1,3,196,-5.8545
1981,8,1,4,316,-9.6780
1981,8,1,5,459,-10.1530
1981,8,2,1,111,-7.4514
1981,8,2,2,99,-3.3973
1981,8,2,3,111,-7.0299
1981,8,2,4,123,-6.4195
1981,8,2,5,161,-10.1344
1981,8,3,1,74,-6.0469
1981,8,3,2,145,-5.3858
1981,8,3,3,166,-3.9992
1981,8,3,4,135,-5.6136
1981,8,3,5,138,-8.2909
1981,9,1,1,605,-7.9365
1981,9,1,2,208,-7.6176
1981,9,1,3,192,-9.0948
1981,9,1,4,315,-9.3252
1981,9,1,5,454,-10.7082
1981,9,2,1,110,-9.2686
1981,9,2,2,100,-5.5855
1981,9,2,3,111,-6.2000
1981,9,2,4,123,-6.5598
1981,9,2,5,160,-10.0507
1981,9,3,1,74,-4.5909
1981,9,3,2,145,-4.1062
1981,9,3,3,166,-4.7307
1981,9,3,4,133,-6.8347
1981,9,3,5,136,-10.0967
1981,10,1,1,594,6.9601
1981,10,1,2,207,8.0758
1981,10,1,3,192,9.9910
1981,10,1,4,314,9.0116
1981,10,1,5,452,8.1189
1981,10,2,1,110,6.3567
1981,10,2,2,99,7.4032
1981,10,2,3,111,7.4363
1981,10,2,4,123,6.2647
1981,10,2,5,160,8.6317
1981,10,3,1,74,-0.8672
1981,10,3,2,144,3.0691
1981,10,3,3,166,6.0828
1981,10,3,4,132,7.9197
1981,10,3,5,136,10.0610
1981,11,1,1,595,2.2432
1981,11,1,2,208,2.5368
1981,11,1,3,191,1.5152
1981,11,1,4,314,2.6043
1981,11,1,5,454,0.0053
1981,11,2,1,107,2.6614
1981,11,2,2,99,4.9124
1981,11,2,3,111,3.2651
1981,11,2,4,123,3.6564
1981,11,2,5,160,1.4370
1981,11,3,1,74,4.5992
1981,11,3,2,143,7.0976
1981,11,3,3,166,3.1821
1981,11,3,4,132,4.0022
1981,11,3,5,135,2.8494
1981,12,1,1,593,-2.9562
1981,12,1,2,207,-1.0404
1981,12,1,3,186,0.9106
1981,12,1,4,313,-0.5283
1981,12,1,5,451,-3.2805
1981,12,2,1,107,-3.1117
1981,12,2,2,98,-0.0551
1981,12,2,3,111,0.6032
1981,12,2,4,121,-1.1304
1981,12,2,5,160,-2.9610
1981,12,3,1,74,-1.5506
1981,12,3,2,143,-2.3285
1981,12,3,3,166,-2.6499
1981,12,3,4,132,-2.8718
1981,12,3,5,135,-3.9286
1982,1,1,1,590,-0.6762
1982,1,1,2,206,-0.9620
1982,1,1,3,186,-0.9597
1982,1,1,4,313,-2.0986
1982,1,1,5,446,-2.7097
1982,1,2,1,106,-2.3560
1982,1,2,2,98,-2.4894
1982,1,2,3,111,-4.1065
1982,1,2,4,120,-5.9300
1982,1,2,5,159,-4.9003
1982,1,3,1,74,0.3913
1982,1,3,2,142,0.7521
1982,1,3,3,166,-3.5692
1982,1,3,4,132,-4.7112
1982,1,3,5,134,-3.1561
1982,2,1,1,589,-4.2353
1982,2,1,2,205,-2.4335
1982,2,1,3,187,-2.8432
1982,2,1,4,310,-3.8376
1982,2,1,5,444,-4.7757
1982,2,2,1,106,-4.6235
1982,2,2,2,98,-2.5579
1982,2,2,3,111,-3.5377
1982,2,2,4,121,-4.9114
1982,2,2,5,159,-6.9849
1982,2,3,1,74,-1.8829
1982,2,3,2,141,-3.7008
1982,2,3,3,165,-6.0873
1982,2,3,4,132,-4.2476
1982,2,3,5,134,-9.1385
1982,3,1,1,578,-0.0642
1982,3,1,2,204,0.0313
1982,3,1,3,187,-1.7188
1982,3,1,4,308,-0.6303
1982,3,1,5,441,-2.3877
1982,3,2,1,104,1.9746
1982,3,2,2,98,0.8998
1982,3,2,3,111,-0.5271
1982,3,2,4,121,0.1964
1982,3,2,5,157,-2.9548
1982,3,3,1,74,2.1583
1982,3,3,2,141,-0.8780
1982,3,3,3,165,0.6788
1982,3,3,4,132,-1.8289
1982,3,3,5,134,-3.1341
1982,4,1,1,572,5.2971
1982,4,1,2,203,3.8984
1982,4,1,3,185,6.2424
1982,4,1,4,307,6.9212
1982,4,1,5,439,6.9702
1982,4,2,1,102,6.3359
1982,4,2,2,98,5.2600
1982,4,2,3,109,5.6314
1982,4,2,4,121,5.3159
1982,4,2,5,156,6.1392
1982,4,3,1,74,3.1343
1982,4,3,2,140,5.5635
1982,4,3,3,164,2.6698
1982,4,3,4,132,5.6062
1982,4,3,5,132,4.8405
1982,5,1,1,567,-1.7898
1982,5,1,2,201,-1.7658
1982,5,1,3,180,-1.1824
1982,5,1,4,306,-1.0909
1982,5,1,5,437,-1.6538
1982,5,2,1,103,-3.3487
1982,5,2,2,98,-1.5425
1982,5,2,3,109,-2.1619
1982,5,2,4,121,-2.3429
1982,5,2,5,156,-4.8909
1982,5,3,1,73,-1.6028
1982,5,3,2,140,-2.3751
1982,5,3,3,164,-1.8254
1982,5,3,4,132,-2.2453
1982,5,3,5,131,-5.1315
1982,6,1,1,562,-1.8641
1982,6,1,2,200,-0.8794
1982,6,1,3,177,-3.1480
1982,6,1,4,304,-1.9652
1982,6,1,5,430,-3.4457
1982,6,2,1,102,1.6764
1982,6,2,2,98,-0.9147
1982,6,2,3,109,-1.4390
1982,6,2,4,121,-2.0266
1982,6,2,5,155,-4.0021
1982,6,3,1,73,0.8005
1982,6,3,2,140,-0.9817
1982,6,3,3,164,-2.1590
1982,6,3,4,132,-2.5705
1982,6,3,5,131,-4.0962
1982,7,1,1,567,-1.3694
1982,7,1,2,191,0.7857
1982,7,1,3,187,-0.5789
1982,7,1,4,315,-1.5222
1982,7,1,5,587,-2.5973
1982,7,2,1,113,-1.6052
1982,7,2,2,91,-0.4958
1982,7,2,3,90,-1.1909
1982,7,2,4,117,-1.6270
1982,7,2,5,166,-1.8256
1982,7,3,1,74,-2.2760
1982,7,3,2,136,1.4230
1982,7,3,3,165,-4.3056
1982,7,3,4,144,-2.6185
1982,7,3,5,125,-3.2735
1982,8,1,1,562,3.8432
1982,8,1,2,190,5.7544
1982,8,1,3,187,5.8041
1982,8,1,4,312,7.4526
1982,8,1,5,587,6.1820
1982,8,2,1,113,9.7562
1982,8,2,2,91,9.6364
1982,8,2,3,89,9.2059
1982,8,2,4,116,8.5441
1982,8,2,5,164,10.6420
1982,8,3,1,74,13.9106
1982,8,3,2,135,12.0252
1982,8,3,3,165,11.4081
1982,8,3,4,144,11.5026
1982,8,3,5,124,15.9959
1982,9,1,1,556,3.0268
1982,9,1,2,189,3.9898
1982,9,1,3,185,4.3696
1982,9,1,4,313,2.8297
1982,9,1,5,592,3.0491
1982,9,2,1,113,2.0631
1982,9,2,2,91,3.7017
1982,9,2,3,88,4.8787
1982,9,2,4,116,3.1733
1982,9,2,5,163,2.3427
1982,9,3,1,74,-0.2262
1982,9,3,2,133,2.0847
1982,9,3,3,166,1.8404
1982,9,3,4,144,-0.2325
1982,9,3,5,124,-0.4665
1982,10,1,1,549,11.0401
1982,10,1,2,189,11.1255
1982,10,1,3,183,14.0830
1982,10,1,4,311,13.1400
1982,10,1,5,586,15.5008
1982,10,2,1,109,13.1594
1982,10,2,2,91,10.2916
1982,10,2,3,88,11.3538
1982,10,2,4,116,13.4783
1982,10,2,5,160,14.3910
1982,10,3,1,74,14.9766
1982,10,3,2,133,9.9763
1982,10,3,3,165,7.6057
1982,10,3,4,144,10.5879
1982,10,3,5,124,16.4101
1982,11,1,1,544,8.7319
1982,11,1,2,189,10.2027
1982,11,1,3,184,10.9304
1982,11,1,4,308,9.4319
1982,11,1,5,580,9.4727
1982,11,2,1,107,9.1805
1982,11,2,2,91,6.8520
1982,11,2,3,88,8.0415
1982,11,2,4,116,8.1072
1982,11,2,5,157,9.1921
1982,11,3,1,74,6.3664
1982,11,3,2,133,6.2530
1982,11,3,3,165,0.6217
1982,11,3,4,143,2.9917
1982,11,3,5,124,9.0678
1982,12,1,1,541,3.6700
1982,12,1,2,188,0.5747
1982,12,1,3,183,1.2522
1982,12,1,4,308,2.8214
1982,12,1,5,582,1.8766
1982,12,2,1,107,1.2807
1982,12,2,2,91,1.8261
1982,12,2,3,88,2.3281
1982,12,2,4,115,2.5092
1982,12,2,5,158,0.1203
1982,12,3,1,73,1.3607
1982,12,3,2,133,3.3744
1982,12,3,3,165,2.1605
1982,12,3,4,143,1.6107
1982,12,3,5,124,-1.2051
1983,1,1,1,539,11.1643
1983,1,1,2,185,5.4675
1983,1,1,3,183,6.2154
1983,1,1,4,307,11.6043
1983,1,1,5,577,10.2104
1983,1,2,1,106,4.9441
1983,1,2,2,90,4.9305
1983,1,2,3,88,4.3762
1983,1,2,4,115,3.7152
1983,1,2,5,156,11.7479
1983,1,3,1,71,3.1558
1983,1,3,2,133,2.6410
1983,1,3,3,164,2.5335
1983,1,3,4,143,7.4829
1983,1,3,5,124,5.7967
1983,2,1,1,530,6.6044
1983,2,1,2,183,8.8984
1983,2,1,3,182,5.4976
1983,2,1,4,307,7.5370
1983,2,1,5,567,3.5140
1983,2,2,1,104,5.8744
1983,2,2,2,90,5.6186
1983,2,2,3,87,5.2297
1983,2,2,4,113,7.8371
1983,2,2,5,157,3.9731
1983,2,3,1,71,3.0968
1983,2,3,2,133,2.5231
1983,2,3,3,163,2.7512
1983,2,3,4,143,1.5605
1983,2,3,5,124,3.4665
1983,3,1,1,527,6.6599
1983,3,1,2,183,7.8088
1983,3,1,3,182,5.1313
1983,3,1,4,302,6.0061
1983,3,1,5,562,3.5194
1983,3,2,1,104,6.2110
1983,3,2,2,90,4.9919
1983,3,2,3,87,4.7764
1983,3,2,4,113,3.8132
1983,3,2,5,156,2.3326
1983,3,3,1,70,3.3067
1983,3,3,2,132,2.8919
1983,3,3,3,164,4.2314
1983,3,3,4,143,1.1797
1983,3,3,5,124,1.5780
1983,4,1,1,524,8.1653
1983,4,1,2,181,7.8846
1983,4,1,3,181,7.4061
1983,4,1,4,302,8.0572
1983,4,1,5,559,6.3475
1983,4,2,1,104,6.0517
1983,4,2,2,90,6.6907
1983,4,2,3,87,5.4317
1983,4,2,4,113,6.5509
1983,4,2,5,155,8.0465
1983,4,3,1,70,9.4802
1983,4,3,2,131,8.4016
1983,4,3,3,163,7.1177
1983,4,3,4,143,5.0161
1983,4,3,5,124,4.7964
1983,5,1,1,516,10.7013
1983,5,1,2,180,8.8196
1983,5,1,3,180,7.5401
1983,5,1,4,302,9.6929
1983,5,1,5,557,12.1604
1983,5,2,1,104,6.5835
1983,5,2,2,90,4.6905
1983,5,2,3,87,3.3932
1983,5,2,4,113,4.1962
1983,5,2,5,155,7.1476
1983,5,3,1,70,-0.2504
1983,5,3,2,131,-2.4232
1983,5,3,3,163,-0.3847
1983,5,3,4,143,0.9909
1983,5,3,5,124,4.2542
1983,6,1,1,507,5.9933
1983,6,1,2,180,2.9118
1983,6,1,3,180,5.4303
1983,6,1,4,302,4.2495
1983,6,1,5,556,3.9403
1983,6,2,1,104,4.4504
1983,6,2,2,90,3.2653
1983,6,2,3,86,7.0220
1983,6,2,4,113,7.3143
1983,6,2,5,154,7.8598
1983,6,3,1,70,5.9926
1983,6,3,2,130,4.2507
1983,6,3,3,163,3.4314
1983,6,3,4,143,2.9856
1983,6,3,5,123,4.4047
1983,7,1,1,623,-1.0786
1983,7,1,2,355,-2.0956
1983,7,1,3,209,-1.1969
1983,7,1,4,269,-2.1829
1983,7,1,5,592,-4.1030
1983,7,2,1,83,-2.6700
1983,7,2,2,101,-2.6902
