year,month,rank_ME,rank_DAC,nstocks,ret_vw
1978,9,2,4,107,-2.4047
1978,9,2,5,138,-1.2056
1978,9,3,1,133,-1.4313
1978,9,3,2,144,-1.3096
1978,9,3,3,144,0.4631
1978,9,3,4,133,-0.1544
1978,9,3,5,100,-1.4614
1978,10,1,1,455,-24.1147
1978,10,1,2,230,-22.6995
1978,10,1,3,196,-20.2370
1978,10,1,4,206,-22.0453
1978,10,1,5,463,-24.3133
1978,10,2,1,113,-21.3805
1978,10,2,2,80,-22.0197
1978,10,2,3,102,-17.0479
1978,10,2,4,106,-17.8594
1978,10,2,5,138,-22.0133
1978,10,3,1,133,-9.3812
1978,10,3,2,145,-11.1986
1978,10,3,3,143,-8.8712
1978,10,3,4,133,-8.2590
1978,10,3,5,100,-11.4105
1978,11,1,1,450,6.9440
1978,11,1,2,230,6.9944
1978,11,1,3,195,5.9095
1978,11,1,4,205,4.6108
1978,11,1,5,462,7.2085
1978,11,2,1,112,9.0784
1978,11,2,2,80,7.6774
1978,11,2,3,102,4.9664
1978,11,2,4,105,5.8728
1978,11,2,5,138,8.9039
1978,11,3,1,132,3.3954
1978,11,3,2,145,2.8594
1978,11,3,3,143,2.3975
1978,11,3,4,133,3.1418
1978,11,3,5,100,4.1123
1978,12,1,1,446,2.1858
1978,12,1,2,229,0.3031
1978,12,1,3,192,0.7860
1978,12,1,4,205,2.0664
1978,12,1,5,459,1.6894
1978,12,2,1,112,2.9277
1978,12,2,2,80,-0.0338
1978,12,2,3,101,2.5603
1978,12,2,4,106,3.2605
1978,12,2,5,137,2.4652
1978,12,3,1,132,2.9475
1978,12,3,2,143,1.3165
1978,12,3,3,142,0.6315
1978,12,3,4,133,0.2762
1978,12,3,5,100,2.6462
1979,1,1,1,439,10.2737
1979,1,1,2,228,11.4532
1979,1,1,3,192,9.6125
1979,1,1,4,205,10.3302
1979,1,1,5,460,9.9035
1979,1,2,1,111,9.0052
1979,1,2,2,80,9.7890
1979,1,2,3,101,6.6697
1979,1,2,4,105,7.6078
1979,1,2,5,136,7.5618
1979,1,3,1,132,4.1985
1979,1,3,2,143,5.3812
1979,1,3,3,142,4.7013
1979,1,3,4,133,3.3207
1979,1,3,5,100,4.9370
1979,2,1,1,437,-2.5266
1979,2,1,2,225,-2.1953
1979,2,1,3,189,-2.0916
1979,2,1,4,202,-1.7410
1979,2,1,5,458,-3.8001
1979,2,2,1,110,-3.0215
1979,2,2,2,79,-4.8224
1979,2,2,3,100,-1.6956
1979,2,2,4,103,-2.5194
1979,2,2,5,133,-1.9593
1979,2,3,1,132,-3.3542
1979,2,3,2,141,-2.3390
1979,2,3,3,140,-2.9174
1979,2,3,4,133,-2.1652
1979,2,3,5,100,-3.8693
1979,3,1,1,435,9.5502
1979,3,1,2,225,9.2161
1979,3,1,3,186,6.2056
1979,3,1,4,201,8.6687
1979,3,1,5,456,8.5353
1979,3,2,1,110,9.6744
1979,3,2,2,79,10.9077
1979,3,2,3,98,6.9793
1979,3,2,4,102,10.5199
1979,3,2,5,131,11.2068
1979,3,3,1,131,6.7708
1979,3,3,2,141,6.0547
1979,3,3,3,139,5.7727
1979,3,3,4,132,3.8447
1979,3,3,5,100,6.0416
1979,4,1,1,434,2.5487
1979,4,1,2,224,3.2196
1979,4,1,3,186,3.0878
1979,4,1,4,198,4.9795
1979,4,1,5,457,2.1529
1979,4,2,1,108,2.4313
1979,4,2,2,79,2.8525
1979,4,2,3,98,1.9528
1979,4,2,4,102,3.0083
1979,4,2,5,131,2.1354
1979,4,3,1,131,0.6168
1979,4,3,2,142,0.3452
1979,4,3,3,139,-0.1661
1979,4,3,4,132,-0.1916
1979,4,3,5,100,1.0776
1979,5,1,1,433,-1.4374
1979,5,1,2,222,-1.1609
1979,5,1,3,185,-1.8417
1979,5,1,4,197,-1.7103
1979,5,1,5,451,-0.3296
1979,5,2,1,106,-0.5803
1979,5,2,2,79,-3.2656
1979,5,2,3,98,-1.4993
1979,5,2,4,101,0.0964
1979,5,2,5,130,-2.1560
1979,5,3,1,131,-1.8691
1979,5,3,2,142,-1.0196
1979,5,3,3,139,-2.1258
1979,5,3,4,132,-0.9138
1979,5,3,5,100,-2.8232
1979,6,1,1,430,6.5039
1979,6,1,2,221,3.6022
1979,6,1,3,185,7.1303
1979,6,1,4,195,4.2239
1979,6,1,5,448,4.1076
1979,6,2,1,104,5.1228
1979,6,2,2,79,3.0976
1979,6,2,3,98,4.5819
1979,6,2,4,101,4.8537
1979,6,2,5,130,6.8394
1979,6,3,1,131,1.9842
1979,6,3,2,142,5.1921
1979,6,3,3,139,5.5301
1979,6,3,4,131,3.2859
1979,6,3,5,99,5.4633
1979,7,1,1,430,2.8963
1979,7,1,2,242,2.5993
1979,7,1,3,176,2.7409
1979,7,1,4,234,1.7793
1979,7,1,5,444,2.9364
1979,7,2,1,113,3.1624
1979,7,2,2,92,2.4850
1979,7,2,3,92,4.2394
1979,7,2,4,84,3.8920
1979,7,2,5,151,2.4201
1979,7,3,1,106,1.4528
1979,7,3,2,147,0.4934
1979,7,3,3,150,0.8408
1979,7,3,4,154,2.2077
1979,7,3,5,94,2.1598
1979,8,1,1,425,8.2054
1979,8,1,2,241,8.1871
1979,8,1,3,175,8.0706
1979,8,1,4,233,7.2727
1979,8,1,5,439,8.2447
1979,8,2,1,112,8.3098
1979,8,2,2,91,9.1911
1979,8,2,3,90,8.8895
1979,8,2,4,83,7.0505
1979,8,2,5,151,8.5146
1979,8,3,1,106,6.9388
1979,8,3,2,146,5.8311
1979,8,3,3,150,5.5029
1979,8,3,4,154,6.3957
1979,8,3,5,93,6.8358
1979,9,1,1,421,-0.1103
1979,9,1,2,237,0.2172
1979,9,1,3,175,-0.8662
1979,9,1,4,228,0.9138
1979,9,1,5,436,-2.8125
1979,9,2,1,111,0.8780
1979,9,2,2,92,-1.7061
1979,9,2,3,89,-1.4025
1979,9,2,4,83,-1.2193
1979,9,2,5,150,2.3846
1979,9,3,1,105,0.1322
1979,9,3,2,146,-0.6440
1979,9,3,3,150,0.6705
1979,9,3,4,153,0.4039
1979,9,3,5,93,-0.3783
1979,10,1,1,417,-10.6990
1979,10,1,2,236,-10.9894
1979,10,1,3,175,-9.3995
1979,10,1,4,227,-10.8516
1979,10,1,5,433,-10.9912
1979,10,2,1,110,-10.3941
1979,10,2,2,92,-9.4622
1979,10,2,3,89,-8.4095
1979,10,2,4,83,-11.6401
1979,10,2,5,149,-9.7037
1979,10,3,1,105,-7.6816
1979,10,3,2,146,-6.0240
1979,10,3,3,149,-4.9882
1979,10,3,4,152,-6.0561
1979,10,3,5,93,-8.5871
1979,11,1,1,416,7.1689
1979,11,1,2,235,8.0646
1979,11,1,3,174,4.4837
1979,11,1,4,228,8.4384
1979,11,1,5,434,9.2539
1979,11,2,1,110,10.7212
1979,11,2,2,92,7.3786
1979,11,2,3,89,6.7364
1979,11,2,4,83,7.8063
1979,11,2,5,150,9.9148
1979,11,3,1,105,4.0242
1979,11,3,2,146,6.0075
1979,11,3,3,149,5.9435
1979,11,3,4,152,5.6280
1979,11,3,5,93,6.2094
1979,12,1,1,414,7.4294
1979,12,1,2,233,9.4752
1979,12,1,3,173,6.2683
1979,12,1,4,228,7.9243
1979,12,1,5,430,6.9550
1979,12,2,1,110,7.7501
1979,12,2,2,92,5.5286
1979,12,2,3,89,5.2374
1979,12,2,4,83,5.3873
1979,12,2,5,148,6.1806
1979,12,3,1,105,4.5268
1979,12,3,2,145,1.5331
1979,12,3,3,148,1.2232
1979,12,3,4,152,0.6171
1979,12,3,5,93,3.8084
1980,1,1,1,411,11.4811
1980,1,1,2,230,9.9263
1980,1,1,3,172,10.3896
1980,1,1,4,227,8.5753
1980,1,1,5,423,12.3920
1980,1,2,1,107,6.3995
1980,1,2,2,92,5.7079
1980,1,2,3,88,6.8815
1980,1,2,4,83,7.1612
1980,1,2,5,147,8.2420
1980,1,3,1,104,8.1129
1980,1,3,2,145,7.4778
1980,1,3,3,148,5.2314
1980,1,3,4,151,5.0366
1980,1,3,5,93,4.5660
1980,2,1,1,409,-1.7768
1980,2,1,2,229,-1.9993
1980,2,1,3,169,-4.0280
1980,2,1,4,223,-1.8120
1980,2,1,5,416,-1.6389
1980,2,2,1,106,-0.7269
1980,2,2,2,92,-3.0983
1980,2,2,3,88,-0.0553
1980,2,2,4,83,-2.8419
1980,2,2,5,146,-1.5412
1980,2,3,1,103,-3.6454
1980,2,3,2,144,1.1128
1980,2,3,3,146,2.2513
1980,2,3,4,150,0.4185
1980,2,3,5,93,-1.6370
1980,3,1,1,406,-18.6783
1980,3,1,2,225,-18.6678
1980,3,1,3,168,-16.8591
1980,3,1,4,220,-18.3784
1980,3,1,5,415,-19.1706
1980,3,2,1,106,-18.1394
1980,3,2,2,92,-15.1608
1980,3,2,3,87,-16.5934
1980,3,2,4,83,-18.0251
1980,3,2,5,145,-18.3379
1980,3,3,1,102,-9.4600
1980,3,3,2,144,-12.4408
1980,3,3,3,146,-10.4574
1980,3,3,4,150,-8.7985
1980,3,3,5,92,-10.8269
1980,4,1,1,405,4.7215
1980,4,1,2,222,8.1042
1980,4,1,3,168,4.7482
1980,4,1,4,221,5.0755
1980,4,1,5,415,6.2261
1980,4,2,1,106,4.4846
1980,4,2,2,91,6.0023
1980,4,2,3,87,5.2046
1980,4,2,4,82,5.9747
1980,4,2,5,145,6.2956
1980,4,3,1,102,1.9501
1980,4,3,2,144,4.2941
1980,4,3,3,146,7.2575
1980,4,3,4,149,4.5675
1980,4,3,5,92,4.4455
1980,5,1,1,403,5.9449
1980,5,1,2,224,7.2359
1980,5,1,3,168,5.8518
1980,5,1,4,222,8.4914
1980,5,1,5,413,5.5705
1980,5,2,1,105,8.9571
1980,5,2,2,91,7.8876
1980,5,2,3,86,8.2758
1980,5,2,4,82,8.3441
1980,5,2,5,144,7.7615
1980,5,3,1,103,4.5638
1980,5,3,2,144,4.5377
1980,5,3,3,146,5.1360
1980,5,3,4,149,7.0389
1980,5,3,5,92,7.5338
1980,6,1,1,399,4.1055
1980,6,1,2,222,4.8973
1980,6,1,3,166,4.6958
1980,6,1,4,222,5.5890
1980,6,1,5,412,2.9973
1980,6,2,1,105,4.9155
1980,6,2,2,90,3.9796
1980,6,2,3,86,2.8149
1980,6,2,4,82,4.0150
1980,6,2,5,142,4.9389
1980,6,3,1,103,2.7808
1980,6,3,2,144,4.3460
1980,6,3,3,146,1.6186
1980,6,3,4,149,3.3700
1980,6,3,5,91,2.8116
1980,7,1,1,421,9.8144
1980,7,1,2,225,11.6739
1980,7,1,3,170,9.4303
1980,7,1,4,226,10.9941
1980,7,1,5,425,11.9320
1980,7,2,1,132,12.7462
1980,7,2,2,105,9.2001
1980,7,2,3,81,9.7813
1980,7,2,4,108,9.6900
1980,7,2,5,140,12.2532
1980,7,3,1,123,9.3367
1980,7,3,2,131,9.0633
1980,7,3,3,160,3.8132
1980,7,3,4,127,6.9256
1980,7,3,5,105,6.9131
1980,8,1,1,420,8.4006
1980,8,1,2,225,8.4980
1980,8,1,3,170,5.9691
1980,8,1,4,226,7.9654
1980,8,1,5,423,8.8339
1980,8,2,1,131,8.0234
1980,8,2,2,105,4.4414
1980,8,2,3,81,3.7115
1980,8,2,4,108,4.1908
1980,8,2,5,139,6.0412
1980,8,3,1,123,3.0190
1980,8,3,2,131,1.2589
1980,8,3,3,160,1.1334
1980,8,3,4,127,1.0708
1980,8,3,5,105,2.2493
1980,9,1,1,414,3.6051
1980,9,1,2,224,2.7691
1980,9,1,3,169,3.8516
1980,9,1,4,224,2.2339
1980,9,1,5,422,4.0543
1980,9,2,1,131,4.4597
1980,9,2,2,104,3.0409
1980,9,2,3,80,1.8710
1980,9,2,4,108,2.7084
1980,9,2,5,138,4.8320
1980,9,3,1,122,5.5088
1980,9,3,2,131,1.9008
1980,9,3,3,160,1.4429
1980,9,3,4,127,3.1680
1980,9,3,5,105,2.5776
1980,10,1,1,409,5.2572
1980,10,1,2,221,3.1892
1980,10,1,3,169,2.5775
1980,10,1,4,222,5.9017
1980,10,1,5,421,4.9711
1980,10,2,1,130,3.8883
1980,10,2,2,103,2.1852
1980,10,2,3,77,2.6284
1980,10,2,4,107,3.2662
1980,10,2,5,138,5.2916
1980,10,3,1,122,0.8085
1980,10,3,2,130,1.7270
1980,10,3,3,160,1.1888
1980,10,3,4,126,2.3065
1980,10,3,5,105,4.8269
1980,11,1,1,406,7.5298
1980,11,1,2,220,5.5278
1980,11,1,3,168,5.9150
1980,11,1,4,220,4.3449
1980,11,1,5,419,8.1685
1980,11,2,1,130,6.5585
1980,11,2,2,102,7.8233
1980,11,2,3,77,6.6351
1980,11,2,4,106,4.4070
1980,11,2,5,138,11.0957
1980,11,3,1,122,11.8529
1980,11,3,2,129,10.4751
1980,11,3,3,159,9.4304
1980,11,3,4,126,9.7708
1980,11,3,5,105,17.8425
1980,12,1,1,405,-4.8823
1980,12,1,2,219,-4.7895
1980,12,1,3,168,-5.7483
1980,12,1,4,219,-4.5784
1980,12,1,5,414,-4.0207
1980,12,2,1,128,-2.4534
1980,12,2,2,102,-1.1554
1980,12,2,3,76,-2.9507
1980,12,2,4,106,-1.3357
1980,12,2,5,137,-5.6872
1980,12,3,1,122,-3.2921
1980,12,3,2,128,-3.2238
1980,12,3,3,159,-3.5465
1980,12,3,4,126,-3.7188
1980,12,3,5,105,-4.9794
1981,1,1,1,400,0.5336
1981,1,1,2,220,0.7026
1981,1,1,3,167,1.9444
1981,1,1,4,220,-0.0910
1981,1,1,5,412,-1.6090
1981,1,2,1,128,-1.9846
1981,1,2,2,102,1.7873
1981,1,2,3,76,0.1802
1981,1,2,4,105,1.5102
1981,1,2,5,137,-4.0653
1981,1,3,1,122,-6.3254
1981,1,3,2,128,-4.3794
1981,1,3,3,159,-1.9332
1981,1,3,4,124,-4.3909
1981,1,3,5,105,-6.9505
1981,2,1,1,393,-0.0834
1981,2,1,2,218,0.6144
1981,2,1,3,163,0.7532
1981,2,1,4,219,1.6980
1981,2,1,5,409,-1.0669
1981,2,2,1,129,1.4612
1981,2,2,2,102,3.3467
1981,2,2,3,76,3.3601
1981,2,2,4,105,1.4049
1981,2,2,5,134,0.3265
1981,2,3,1,122,3.6688
1981,2,3,2,128,2.3288
1981,2,3,3,159,1.9874
1981,2,3,4,124,2.4893
1981,2,3,5,103,-0.6763
1981,3,1,1,390,6.9081
1981,3,1,2,215,9.2303
1981,3,1,3,161,8.7389
1981,3,1,4,218,8.4556
1981,3,1,5,407,10.1993
1981,3,2,1,127,7.6246
1981,3,2,2,102,6.1130
1981,3,2,3,75,7.5506
1981,3,2,4,105,8.1901
1981,3,2,5,134,8.9066
1981,3,3,1,120,4.9025
1981,3,3,2,128,4.6560
1981,3,3,3,159,4.1898
1981,3,3,4,124,3.0498
1981,3,3,5,102,1.8472
1981,4,1,1,387,4.1871
1981,4,1,2,215,2.8731
1981,4,1,3,161,4.8484
1981,4,1,4,216,4.2640
1981,4,1,5,407,4.4143
1981,4,2,1,125,2.0978
1981,4,2,2,101,1.8845
1981,4,2,3,74,-0.1848
1981,4,2,4,105,2.2507
1981,4,2,5,133,2.6400
1981,4,3,1,120,-1.9771
1981,4,3,2,128,-2.2936
1981,4,3,3,158,-2.5007
1981,4,3,4,124,-1.5231
1981,4,3,5,103,-1.3839
1981,5,1,1,383,4.6597
1981,5,1,2,212,3.2973
1981,5,1,3,162,0.7013
1981,5,1,4,215,5.8247
1981,5,1,5,405,4.4285
1981,5,2,1,125,3.4515
1981,5,2,2,101,3.1756
1981,5,2,3,74,4.2342
1981,5,2,4,103,3.6494
1981,5,2,5,133,3.1699
1981,5,3,1,119,1.1559
1981,5,3,2,128,0.7202
1981,5,3,3,158,1.2673
1981,5,3,4,124,-0.8195
1981,5,3,5,102,-1.4559
1981,6,1,1,380,-0.0125
1981,6,1,2,211,0.5665
1981,6,1,3,161,1.0407
1981,6,1,4,215,-3.1876
1981,6,1,5,405,-3.2464
1981,6,2,1,125,-4.2420
1981,6,2,2,98,-1.9124
1981,6,2,3,73,0.1022
1981,6,2,4,102,-0.2016
1981,6,2,5,132,-4.4832
1981,6,3,1,119,-3.1560
1981,6,3,2,127,-1.2602
1981,6,3,3,157,0.2911
1981,6,3,4,124,0.4871
1981,6,3,5,102,-1.1724
1981,7,1,1,460,-2.7630
1981,7,1,2,266,-3.6672
1981,7,1,3,190,-1.7828
1981,7,1,4,248,-1.7661
1981,7,1,5,401,-4.3143
1981,7,2,1,131,-0.5518
1981,7,2,2,89,-1.1885
1981,7,2,3,89,-2.6386
1981,7,2,4,91,-2.7846
1981,7,2,5,154,-2.1314
1981,7,3,1,101,-0.4424
1981,7,3,2,127,-0.6841
1981,7,3,3,163,1.7158
1981,7,3,4,140,1.9642
1981,7,3,5,113,-0.8927
1981,8,1,1,458,-9.1080
1981,8,1,2,263,-7.9681
1981,8,1,3,189,-7.3156
1981,8,1,4,244,-6.4019
1981,8,1,5,399,-10.3780
1981,8,2,1,129,-8.3474
1981,8,2,2,89,-6.6363
1981,8,2,3,89,-5.6998
1981,8,2,4,90,-7.1691
1981,8,2,5,154,-7.1443
1981,8,3,1,101,-5.2358
1981,8,3,2,127,-6.8837
1981,8,3,3,162,-4.0182
1981,8,3,4,139,-5.2146
1981,8,3,5,113,-7.1632
1981,9,1,1,450,-9.4713
1981,9,1,2,259,-7.0815
1981,9,1,3,187,-7.8993
1981,9,1,4,242,-7.9316
1981,9,1,5,394,-10.2266
1981,9,2,1,127,-9.3097
1981,9,2,2,89,-6.4881
1981,9,2,3,89,-5.0930
1981,9,2,4,90,-5.9702
1981,9,2,5,155,-9.3822
1981,9,3,1,99,-6.5869
1981,9,3,2,126,-5.3391
1981,9,3,3,161,-3.8576
1981,9,3,4,139,-7.1709
1981,9,3,5,113,-6.4580
1981,10,1,1,444,7.8152
1981,10,1,2,257,7.2900
1981,10,1,3,184,6.0610
1981,10,1,4,241,9.3956
1981,10,1,5,394,7.7590
1981,10,2,1,127,6.2819
1981,10,2,2,89,8.4580
1981,10,2,3,89,4.8623
1981,10,2,4,90,7.5911
1981,10,2,5,154,8.0493
1981,10,3,1,98,3.4135
1981,10,3,2,125,5.7712
1981,10,3,3,161,5.9407
1981,10,3,4,139,5.1107
1981,10,3,5,113,7.4070
1981,11,1,1,445,1.9444
1981,11,1,2,258,2.8108
1981,11,1,3,184,2.6405
1981,11,1,4,242,2.7111
1981,11,1,5,395,-0.7403
1981,11,2,1,127,3.7696
1981,11,2,2,89,3.4449
1981,11,2,3,89,3.7905
1981,11,2,4,89,4.0929
1981,11,2,5,152,1.7323
1981,11,3,1,98,5.4100
1981,11,3,2,124,4.0774
1981,11,3,3,161,4.0865
1981,11,3,4,138,5.2224
1981,11,3,5,113,3.7194
1981,12,1,1,445,-1.4898
1981,12,1,2,258,-0.9830
1981,12,1,3,183,-1.6209
1981,12,1,4,241,-2.5952
1981,12,1,5,391,-2.0695
1981,12,2,1,127,-0.5264
1981,12,2,2,88,-0.8971
1981,12,2,3,88,-1.7998
1981,12,2,4,88,-0.8808
1981,12,2,5,152,-1.8554
1981,12,3,1,98,-1.0319
1981,12,3,2,125,-2.7540
1981,12,3,3,161,-3.0799
1981,12,3,4,137,-3.4257
1981,12,3,5,113,-2.6112
1982,1,1,1,443,-0.4994
1982,1,1,2,257,-1.1884
1982,1,1,3,182,0.2610
1982,1,1,4,240,-1.8379
1982,1,1,5,388,-2.4413
1982,1,2,1,124,-5.8342
1982,1,2,2,88,-3.1819
1982,1,2,3,88,-2.2205
1982,1,2,4,88,-2.6759
1982,1,2,5,152,-4.6376
1982,1,3,1,98,0.0200
1982,1,3,2,124,-1.0821
1982,1,3,3,161,-1.9898
1982,1,3,4,137,-4.0310
1982,1,3,5,112,-3.0328
1982,2,1,1,443,-3.6054
1982,2,1,2,254,-2.4022
1982,2,1,3,181,-2.1938
1982,2,1,4,237,-3.5971
1982,2,1,5,388,-5.8063
1982,2,2,1,124,-6.1389
1982,2,2,2,89,-4.7826
1982,2,2,3,88,-2.6597
1982,2,2,4,88,-3.1450
1982,2,2,5,152,-5.3988
1982,2,3,1,98,-4.8143
1982,2,3,2,123,-4.3213
1982,2,3,3,160,-5.3332
1982,2,3,4,137,-4.0730
1982,2,3,5,112,-7.1175
1982,3,1,1,438,-0.7599
1982,3,1,2,252,-1.9335
1982,3,1,3,178,0.0183
1982,3,1,4,230,-0.8106
1982,3,1,5,388,-1.4013
1982,3,2,1,121,-1.2437
1982,3,2,2,89,0.0175
1982,3,2,3,88,0.5734
1982,3,2,4,87,0.5266
1982,3,2,5,152,-0.5886
1982,3,3,1,98,-0.0146
1982,3,3,2,123,-0.3139
1982,3,3,3,160,0.4231
1982,3,3,4,137,-1.0827
1982,3,3,5,112,-2.6364
1982,4,1,1,435,6.2260
1982,4,1,2,248,5.4418
1982,4,1,3,178,5.6731
1982,4,1,4,231,6.6095
1982,4,1,5,384,5.6749
1982,4,2,1,119,7.2173
1982,4,2,2,89,4.8899
1982,4,2,3,88,4.6400
1982,4,2,4,86,4.7445
1982,4,2,5,150,6.0088
1982,4,3,1,97,6.1818
1982,4,3,2,123,4.1195
1982,4,3,3,160,3.5233
1982,4,3,4,136,3.3337
1982,4,3,5,110,5.2837
1982,5,1,1,429,-1.3201
1982,5,1,2,247,-0.4527
1982,5,1,3,177,-0.0871
1982,5,1,4,230,-1.4620
1982,5,1,5,380,-2.6326
1982,5,2,1,120,-2.4397
1982,5,2,2,89,-2.0799
1982,5,2,3,88,-2.6688
1982,5,2,4,86,-2.0673
1982,5,2,5,150,-4.8113
1982,5,3,1,97,-2.1232
1982,5,3,2,122,-3.4741
1982,5,3,3,160,-2.1730
1982,5,3,4,135,-1.9907
1982,5,3,5,110,-2.3985
1982,6,1,1,425,-1.8125
1982,6,1,2,244,-2.3144
1982,6,1,3,176,-0.5142
1982,6,1,4,228,-1.5443
1982,6,1,5,377,-3.8938
1982,6,2,1,120,-2.1711
1982,6,2,2,89,-0.9925
1982,6,2,3,86,1.0406
1982,6,2,4,86,-2.6554
1982,6,2,5,150,-1.5025
1982,6,3,1,97,-0.7809
1982,6,3,2,122,-1.3794
1982,6,3,3,160,-2.3161
1982,6,3,4,134,-1.8455
1982,6,3,5,111,-2.2355
1982,7,1,1,491,-0.6853
1982,7,1,2,240,-1.1892
1982,7,1,3,183,-2.0948
1982,7,1,4,191,-2.4630
1982,7,1,5,521,-1.5877
1982,7,2,1,119,-2.0181
1982,7,2,2,98,0.5412
1982,7,2,3,73,-1.3795
1982,7,2,4,98,-0.6645
1982,7,2,5,143,-2.3163
1982,7,3,1,107,1.0328
1982,7,3,2,135,-3.1071
1982,7,3,3,149,-2.0238
1982,7,3,4,136,-2.9953
1982,7,3,5,105,-3.2930
1982,8,1,1,488,6.6562
1982,8,1,2,239,4.9157
1982,8,1,3,182,6.0733
1982,8,1,4,190,6.6512
1982,8,1,5,519,5.5187
1982,8,2,1,117,10.4482
1982,8,2,2,97,10.0389
1982,8,2,3,73,12.1343
1982,8,2,4,98,9.0966
1982,8,2,5,142,8.6071
1982,8,3,1,107,11.1702
1982,8,3,2,135,13.8564
1982,8,3,3,149,12.3749
1982,8,3,4,135,11.9913
1982,8,3,5,104,13.0267
1982,9,1,1,485,3.4830
1982,9,1,2,237,4.3570
1982,9,1,3,183,3.7891
1982,9,1,4,189,4.2245
1982,9,1,5,520,1.8324
1982,9,2,1,117,3.7317
1982,9,2,2,96,2.6553
1982,9,2,3,73,3.7805
1982,9,2,4,98,2.3636
1982,9,2,5,142,2.6737
1982,9,3,1,107,1.8362
1982,9,3,2,133,0.6424
1982,9,3,3,149,1.0996
1982,9,3,4,136,0.4128
1982,9,3,5,104,0.9112
1982,10,1,1,479,13.6796
1982,10,1,2,234,13.1550
1982,10,1,3,181,13.9115
1982,10,1,4,188,12.8475
1982,10,1,5,516,13.2281
1982,10,2,1,113,13.4157
1982,10,2,2,94,11.6691
1982,10,2,3,72,12.6648
1982,10,2,4,98,11.8363
1982,10,2,5,142,14.8732
1982,10,3,1,107,13.0245
1982,10,3,2,133,12.2686
1982,10,3,3,149,7.6932
1982,10,3,4,135,9.8521
1982,10,3,5,104,12.8244
1982,11,1,1,477,9.7232
1982,11,1,2,233,9.9556
1982,11,1,3,182,11.0285
1982,11,1,4,185,8.6773
1982,11,1,5,511,9.2936
1982,11,2,1,112,8.1612
1982,11,2,2,94,8.3059
1982,11,2,3,70,7.9322
1982,11,2,4,98,8.7437
1982,11,2,5,141,9.3508
1982,11,3,1,107,7.0397
1982,11,3,2,133,4.5757
1982,11,3,3,149,2.3094
1982,11,3,4,134,2.9829
1982,11,3,5,104,6.4450
1982,12,1,1,479,2.0328
1982,12,1,2,232,2.0112
1982,12,1,3,180,1.8258
1982,12,1,4,186,1.1664
1982,12,1,5,512,2.2952
1982,12,2,1,112,2.2754
1982,12,2,2,94,-0.2886
1982,12,2,3,71,2.5579
1982,12,2,4,98,0.2652
1982,12,2,5,140,1.7492
1982,12,3,1,107,3.5904
1982,12,3,2,133,0.7920
1982,12,3,3,149,1.9459
1982,12,3,4,133,3.2554
1982,12,3,5,104,-1.7815
1983,1,1,1,477,9.3623
1983,1,1,2,229,8.5167
1983,1,1,3,180,8.2663
1983,1,1,4,183,10.8706
1983,1,1,5,510,10.5183
1983,1,2,1,112,5.6266
1983,1,2,2,93,4.7644
1983,1,2,3,70,6.2264
1983,1,2,4,96,6.0000
1983,1,2,5,140,8.8457
1983,1,3,1,107,3.3003
1983,1,3,2,132,4.1784
1983,1,3,3,148,5.6076
1983,1,3,4,132,3.2935
1983,1,3,5,104,3.6696
1983,2,1,1,471,6.1520
1983,2,1,2,226,5.5299
1983,2,1,3,177,6.8907
1983,2,1,4,182,7.2978
1983,2,1,5,507,3.8035
1983,2,2,1,112,6.3991
1983,2,2,2,93,5.8030
1983,2,2,3,69,5.5797
1983,2,2,4,95,6.1522
1983,2,2,5,139,3.8724
1983,2,3,1,107,2.6946
1983,2,3,2,131,3.9263
1983,2,3,3,148,1.3552
1983,2,3,4,132,2.5203
1983,2,3,5,104,3.0357
1983,3,1,1,465,6.1928
1983,3,1,2,225,5.4283
1983,3,1,3,177,5.6023
1983,3,1,4,182,4.8392
1983,3,1,5,502,5.4941
1983,3,2,1,112,6.3367
1983,3,2,2,93,5.5331
1983,3,2,3,69,3.4258
1983,3,2,4,95,4.4436
1983,3,2,5,138,1.9168
1983,3,3,1,106,2.4590
1983,3,3,2,130,2.6998
1983,3,3,3,149,2.4521
1983,3,3,4,132,3.8288
1983,3,3,5,104,2.2010
1983,4,1,1,464,8.0555
1983,4,1,2,224,7.8045
1983,4,1,3,177,7.0156
1983,4,1,4,181,6.2146
1983,4,1,5,497,7.4050
1983,4,2,1,112,6.3436
1983,4,2,2,92,7.1255
1983,4,2,3,69,7.6020
1983,4,2,4,95,4.6390
1983,4,2,5,138,7.4766
1983,4,3,1,105,9.6245
1983,4,3,2,130,7.2235
1983,4,3,3,149,5.8057
1983,4,3,4,131,6.3630
1983,4,3,5,104,5.2302
1983,5,1,1,456,9.9755
1983,5,1,2,224,8.2864
1983,5,1,3,176,11.4716
1983,5,1,4,179,10.0554
1983,5,1,5,496,11.4752
1983,5,2,1,112,6.1945
1983,5,2,2,92,4.1639
1983,5,2,3,69,6.0626
1983,5,2,4,95,5.7869
1983,5,2,5,137,4.9540
1983,5,3,1,105,-0.6208
1983,5,3,2,130,0.4034
1983,5,3,3,149,-0.1668
1983,5,3,4,131,-0.0338
1983,5,3,5,104,0.6370
1983,6,1,1,455,5.4747
1983,6,1,2,222,6.3371
1983,6,1,3,176,4.1764
1983,6,1,4,179,5.6352
1983,6,1,5,493,2.4308
1983,6,2,1,112,6.2157
1983,6,2,2,92,5.6542
1983,6,2,3,69,3.8330
