year,month,rank_ME,rank_dPIA,nstocks,ret_vw
1980,4,2,2,107,7.1021
1980,4,2,3,77,5.0573
1980,4,2,4,113,4.8423
1980,4,2,5,178,5.2219
1980,4,3,1,83,4.1456
1980,4,3,2,121,3.9924
1980,4,3,3,165,5.1178
1980,4,3,4,142,3.9222
1980,4,3,5,147,6.4321
1980,5,1,1,538,5.9998
1980,5,1,2,276,7.1969
1980,5,1,3,217,5.9782
1980,5,1,4,279,7.5452
1980,5,1,5,414,6.7224
1980,5,2,1,96,7.9109
1980,5,2,2,107,6.4578
1980,5,2,3,76,7.9913
1980,5,2,4,112,8.0348
1980,5,2,5,178,9.9313
1980,5,3,1,83,8.2375
1980,5,3,2,121,7.4388
1980,5,3,3,166,4.5212
1980,5,3,4,142,4.8492
1980,5,3,5,147,5.4471
1980,6,1,1,533,4.0726
1980,6,1,2,274,4.1873
1980,6,1,3,216,4.4254
1980,6,1,4,279,3.9746
1980,6,1,5,412,4.2229
1980,6,2,1,94,2.9490
1980,6,2,2,106,3.8699
1980,6,2,3,76,4.3333
1980,6,2,4,111,3.5790
1980,6,2,5,179,6.0981
1980,6,3,1,83,2.3594
1980,6,3,2,120,1.6525
1980,6,3,3,166,2.1990
1980,6,3,4,142,3.9757
1980,6,3,5,147,5.6392
1980,7,1,1,626,11.1370
1980,7,1,2,283,9.0661
1980,7,1,3,266,10.6722
1980,7,1,4,205,10.8096
1980,7,1,5,358,12.0929
1980,7,2,1,126,8.3230
1980,7,2,2,103,10.5474
1980,7,2,3,106,8.4401
1980,7,2,4,124,10.6540
1980,7,2,5,185,14.2558
1980,7,3,1,77,9.7305
1980,7,3,2,146,5.9716
1980,7,3,3,153,6.7249
1980,7,3,4,152,6.3280
1980,7,3,5,146,9.1942
1980,8,1,1,622,8.7789
1980,8,1,2,283,5.7975
1980,8,1,3,266,8.2768
1980,8,1,4,204,6.9697
1980,8,1,5,358,11.3545
1980,8,2,1,125,6.0038
1980,8,2,2,103,4.7912
1980,8,2,3,104,5.9435
1980,8,2,4,124,6.8153
1980,8,2,5,185,5.6157
1980,8,3,1,77,3.2366
1980,8,3,2,146,1.9088
1980,8,3,3,153,1.7824
1980,8,3,4,152,0.9029
1980,8,3,5,146,2.4080
1980,9,1,1,618,3.1729
1980,9,1,2,283,2.5858
1980,9,1,3,262,3.9624
1980,9,1,4,202,3.9599
1980,9,1,5,357,3.5156
1980,9,2,1,125,3.1726
1980,9,2,2,103,3.3187
1980,9,2,3,103,3.1410
1980,9,2,4,123,3.7422
1980,9,2,5,184,4.2107
1980,9,3,1,76,2.6062
1980,9,3,2,146,2.5398
1980,9,3,3,153,1.8627
1980,9,3,4,152,2.4254
1980,9,3,5,146,6.4032
1980,10,1,1,614,3.9258
1980,10,1,2,280,4.8119
1980,10,1,3,260,6.2996
1980,10,1,4,202,5.6265
1980,10,1,5,355,5.3587
1980,10,2,1,122,4.4544
1980,10,2,2,102,1.4378
1980,10,2,3,102,3.7906
1980,10,2,4,123,1.4544
1980,10,2,5,183,6.1555
1980,10,3,1,75,-0.0968
1980,10,3,2,145,3.1821
1980,10,3,3,153,-0.4917
1980,10,3,4,152,4.1592
1980,10,3,5,146,2.1646
1980,11,1,1,607,5.5776
1980,11,1,2,279,4.7683
1980,11,1,3,259,6.0582
1980,11,1,4,201,6.0847
1980,11,1,5,356,10.7774
1980,11,2,1,121,9.2578
1980,11,2,2,102,4.2827
1980,11,2,3,101,6.5013
1980,11,2,4,123,6.7577
1980,11,2,5,183,11.3200
1980,11,3,1,73,10.8950
1980,11,3,2,145,12.8191
1980,11,3,3,153,6.4893
1980,11,3,4,152,13.2311
1980,11,3,5,146,15.9970
1980,12,1,1,606,-4.5734
1980,12,1,2,277,-4.9635
1980,12,1,3,258,-2.4764
1980,12,1,4,201,-5.4635
1980,12,1,5,352,-6.7328
1980,12,2,1,119,-3.8306
1980,12,2,2,101,-1.0474
1980,12,2,3,101,-3.4217
1980,12,2,4,122,-3.6398
1980,12,2,5,182,-4.0890
1980,12,3,1,72,-1.4453
1980,12,3,2,145,-4.5390
1980,12,3,3,153,-2.0490
1980,12,3,4,152,-4.7357
1980,12,3,5,146,-4.3969
1981,1,1,1,607,0.0974
1981,1,1,2,275,1.7293
1981,1,1,3,257,-0.2496
1981,1,1,4,198,-0.2227
1981,1,1,5,349,-2.0448
1981,1,2,1,120,0.1098
1981,1,2,2,101,0.8514
1981,1,2,3,100,-1.1489
1981,1,2,4,122,-2.4486
1981,1,2,5,182,-2.1989
1981,1,3,1,72,-4.5931
1981,1,3,2,144,-3.8505
1981,1,3,3,153,-1.0123
1981,1,3,4,151,-6.1152
1981,1,3,5,146,-8.1580
1981,2,1,1,596,0.3339
1981,2,1,2,275,1.1435
1981,2,1,3,252,1.1037
1981,2,1,4,196,0.2581
1981,2,1,5,348,-1.6212
1981,2,2,1,121,1.2199
1981,2,2,2,100,3.1455
1981,2,2,3,99,3.0112
1981,2,2,4,122,1.1693
1981,2,2,5,182,1.1221
1981,2,3,1,72,2.1549
1981,2,3,2,144,2.9112
1981,2,3,3,152,4.2418
1981,2,3,4,151,-0.0823
1981,2,3,5,145,0.7586
1981,3,1,1,591,8.7743
1981,3,1,2,273,4.6878
1981,3,1,3,250,9.8730
1981,3,1,4,195,10.8821
1981,3,1,5,344,9.0697
1981,3,2,1,121,6.1786
1981,3,2,2,99,7.2004
1981,3,2,3,98,5.6901
1981,3,2,4,121,8.5885
1981,3,2,5,180,8.4722
1981,3,3,1,72,11.7846
1981,3,3,2,143,3.1672
1981,3,3,3,152,3.5367
1981,3,3,4,149,1.6687
1981,3,3,5,145,5.5751
1981,4,1,1,591,3.1346
1981,4,1,2,273,4.5198
1981,4,1,3,248,5.6246
1981,4,1,4,194,3.3347
1981,4,1,5,342,4.2649
1981,4,2,1,120,0.9496
1981,4,2,2,97,2.3243
1981,4,2,3,98,3.0583
1981,4,2,4,120,2.4315
1981,4,2,5,178,1.9862
1981,4,3,1,71,0.0904
1981,4,3,2,143,-0.9529
1981,4,3,3,152,0.2186
1981,4,3,4,149,-4.5202
1981,4,3,5,146,-3.4676
1981,5,1,1,585,4.0717
1981,5,1,2,273,2.6731
1981,5,1,3,244,4.2511
1981,5,1,4,193,4.8991
1981,5,1,5,340,4.8979
1981,5,2,1,120,2.3244
1981,5,2,2,97,2.2430
1981,5,2,3,97,2.8594
1981,5,2,4,120,3.0055
1981,5,2,5,177,5.1895
1981,5,3,1,71,0.5876
1981,5,3,2,144,-0.9914
1981,5,3,3,151,1.5931
1981,5,3,4,150,-1.0457
1981,5,3,5,142,2.0063
1981,6,1,1,585,-1.1371
1981,6,1,2,270,0.8491
1981,6,1,3,242,-2.4687
1981,6,1,4,193,-1.2310
1981,6,1,5,340,-2.5139
1981,6,2,1,120,-2.7282
1981,6,2,2,94,-1.9711
1981,6,2,3,97,-1.8525
1981,6,2,4,119,-1.0712
1981,6,2,5,174,-4.9866
1981,6,3,1,71,-2.5652
1981,6,3,2,143,0.0520
1981,6,3,3,151,-1.2316
1981,6,3,4,149,0.8653
1981,6,3,5,142,-2.9826
1981,7,1,1,650,-2.2311
1981,7,1,2,364,-3.1196
1981,7,1,3,231,-3.2208
1981,7,1,4,233,-4.0039
1981,7,1,5,359,-2.8521
1981,7,2,1,112,-1.3747
1981,7,2,2,109,-2.8833
1981,7,2,3,103,-1.7911
1981,7,2,4,101,-1.4329
1981,7,2,5,187,-1.9922
1981,7,3,1,73,-2.2269
1981,7,3,2,108,-1.8000
1981,7,3,3,156,-1.3414
1981,7,3,4,159,1.8804
1981,7,3,5,177,2.9250
1981,8,1,1,641,-8.3750
1981,8,1,2,360,-7.3376
1981,8,1,3,231,-6.2664
1981,8,1,4,233,-7.4277
1981,8,1,5,358,-11.6773
1981,8,2,1,111,-7.8635
1981,8,2,2,109,-5.3827
1981,8,2,3,103,-6.0414
1981,8,2,4,101,-6.7256
1981,8,2,5,185,-8.8602
1981,8,3,1,73,-6.7694
1981,8,3,2,106,-5.6514
1981,8,3,3,155,-4.3374
1981,8,3,4,159,-5.0311
1981,8,3,5,177,-7.5422
1981,9,1,1,634,-8.3621
1981,9,1,2,358,-7.7473
1981,9,1,3,227,-8.6061
1981,9,1,4,231,-8.1756
1981,9,1,5,351,-11.6804
1981,9,2,1,111,-7.5186
1981,9,2,2,109,-5.1374
1981,9,2,3,103,-5.5117
1981,9,2,4,100,-7.1951
1981,9,2,5,185,-10.4858
1981,9,3,1,73,-4.5445
1981,9,3,2,106,-3.3836
1981,9,3,3,154,-3.7537
1981,9,3,4,158,-5.1390
1981,9,3,5,175,-10.4812
1981,10,1,1,628,9.1850
1981,10,1,2,356,6.9917
1981,10,1,3,223,7.8491
1981,10,1,4,231,8.0951
1981,10,1,5,349,8.0519
1981,10,2,1,111,7.2740
1981,10,2,2,108,7.3916
1981,10,2,3,103,5.4436
1981,10,2,4,100,8.2156
1981,10,2,5,185,8.1635
1981,10,3,1,73,4.3793
1981,10,3,2,106,5.5792
1981,10,3,3,153,2.7931
1981,10,3,4,158,4.3376
1981,10,3,5,174,12.0348
1981,11,1,1,628,1.8407
1981,11,1,2,356,2.5906
1981,11,1,3,223,2.4528
1981,11,1,4,231,2.8605
1981,11,1,5,351,-0.4308
1981,11,2,1,109,3.0091
1981,11,2,2,107,3.7370
1981,11,2,3,103,3.5382
1981,11,2,4,100,4.2928
1981,11,2,5,185,1.4018
1981,11,3,1,72,4.3966
1981,11,3,2,106,3.6692
1981,11,3,3,153,4.5448
1981,11,3,4,157,5.3409
1981,11,3,5,174,3.4614
1981,12,1,1,622,-1.5851
1981,12,1,2,352,0.4059
1981,12,1,3,224,-0.5439
1981,12,1,4,229,-2.0617
1981,12,1,5,351,-4.5297
1981,12,2,1,108,-1.4123
1981,12,2,2,106,1.3368
1981,12,2,3,102,-1.7158
1981,12,2,4,100,-1.1764
1981,12,2,5,185,-2.9506
1981,12,3,1,72,-0.8490
1981,12,3,2,106,-1.4690
1981,12,3,3,154,-2.1406
1981,12,3,4,157,-2.5411
1981,12,3,5,172,-4.7729
1982,1,1,1,618,-0.0388
1982,1,1,2,351,-1.2025
1982,1,1,3,223,-1.0674
1982,1,1,4,226,-1.3039
1982,1,1,5,351,-4.1318
1982,1,2,1,107,-4.3839
1982,1,2,2,106,-2.7880
1982,1,2,3,101,-2.4775
1982,1,2,4,99,-4.5729
1982,1,2,5,185,-5.2319
1982,1,3,1,72,-0.7580
1982,1,3,2,105,-1.5023
1982,1,3,3,154,-1.5388
1982,1,3,4,157,-0.8637
1982,1,3,5,171,-5.7564
1982,2,1,1,613,-3.1311
1982,2,1,2,350,-2.5300
1982,2,1,3,223,-3.3581
1982,2,1,4,226,-4.3990
1982,2,1,5,350,-6.2274
1982,2,2,1,107,-2.8505
1982,2,2,2,106,-3.7413
1982,2,2,3,101,-2.9487
1982,2,2,4,99,-4.7262
1982,2,2,5,185,-7.0406
1982,2,3,1,72,-2.7308
1982,2,3,2,104,-2.7335
1982,2,3,3,154,-3.3107
1982,2,3,4,156,-5.2031
1982,2,3,5,171,-9.4010
1982,3,1,1,608,-1.7180
1982,3,1,2,344,0.1358
1982,3,1,3,223,-0.4736
1982,3,1,4,221,-0.2101
1982,3,1,5,348,-1.5782
1982,3,2,1,107,0.6673
1982,3,2,2,104,-1.0298
1982,3,2,3,101,2.2016
1982,3,2,4,99,-0.1742
1982,3,2,5,183,-1.8731
1982,3,3,1,72,-0.8888
1982,3,3,2,104,-0.4923
1982,3,3,3,154,0.7650
1982,3,3,4,156,-0.4584
1982,3,3,5,171,-2.9952
1982,4,1,1,603,4.9293
1982,4,1,2,341,5.5456
1982,4,1,3,223,6.5852
1982,4,1,4,218,6.0138
1982,4,1,5,347,7.1768
1982,4,2,1,107,7.0959
1982,4,2,2,103,5.0134
1982,4,2,3,99,5.5135
1982,4,2,4,97,5.3871
1982,4,2,5,183,6.2007
1982,4,3,1,72,5.2806
1982,4,3,2,104,4.9641
1982,4,3,3,153,2.3697
1982,4,3,4,155,4.8557
1982,4,3,5,169,5.9685
1982,5,1,1,597,-2.3827
1982,5,1,2,337,-0.8043
1982,5,1,3,222,-2.3826
1982,5,1,4,221,-0.4630
1982,5,1,5,341,-1.4626
1982,5,2,1,107,-2.1809
1982,5,2,2,103,-3.5153
1982,5,2,3,99,-2.4220
1982,5,2,4,97,-1.5371
1982,5,2,5,184,-4.1507
1982,5,3,1,71,-4.3272
1982,5,3,2,104,-4.1700
1982,5,3,3,153,-2.9981
1982,5,3,4,155,-1.4318
1982,5,3,5,169,-1.9793
1982,6,1,1,588,-1.8109
1982,6,1,2,337,-2.1419
1982,6,1,3,218,-2.1387
1982,6,1,4,219,-2.6376
1982,6,1,5,338,-3.2673
1982,6,2,1,106,-3.4303
1982,6,2,2,103,-0.0124
1982,6,2,3,99,-0.5589
1982,6,2,4,97,-2.1001
1982,6,2,5,183,-1.6705
1982,6,3,1,71,-1.3516
1982,6,3,2,104,0.0805
1982,6,3,3,153,-1.6266
1982,6,3,4,154,-1.3949
1982,6,3,5,170,-4.1174
1982,7,1,1,527,1.2182
1982,7,1,2,357,-2.0873
1982,7,1,3,279,-0.8836
1982,7,1,4,251,0.4885
1982,7,1,5,459,-4.2501
1982,7,2,1,104,-2.1656
1982,7,2,2,104,-0.0874
1982,7,2,3,104,-1.6744
1982,7,2,4,112,2.2492
1982,7,2,5,157,-4.1713
1982,7,3,1,72,-0.6148
1982,7,3,2,119,-1.0965
1982,7,3,3,136,-0.1584
1982,7,3,4,162,-1.7292
1982,7,3,5,166,-6.6843
1982,8,1,1,521,5.0049
1982,8,1,2,357,5.4506
1982,8,1,3,276,5.9579
1982,8,1,4,251,5.8890
1982,8,1,5,458,7.2787
1982,8,2,1,102,11.7339
1982,8,2,2,104,9.8539
1982,8,2,3,103,9.5818
1982,8,2,4,112,8.5466
1982,8,2,5,156,9.5672
1982,8,3,1,72,13.0812
1982,8,3,2,119,12.8433
1982,8,3,3,135,12.3742
1982,8,3,4,162,12.3160
1982,8,3,5,165,12.4977
1982,9,1,1,513,4.9616
1982,9,1,2,359,4.8985
1982,9,1,3,276,3.6027
1982,9,1,4,251,4.7326
1982,9,1,5,460,-0.0404
1982,9,2,1,102,2.0015
1982,9,2,2,103,4.6006
1982,9,2,3,103,4.5450
1982,9,2,4,111,4.3209
1982,9,2,5,156,0.8408
1982,9,3,1,71,0.8428
1982,9,3,2,118,1.0185
1982,9,3,3,136,0.4482
1982,9,3,4,161,1.0323
1982,9,3,5,166,1.5536
1982,10,1,1,507,12.7372
1982,10,1,2,356,11.8199
1982,10,1,3,275,12.1148
1982,10,1,4,250,13.3072
1982,10,1,5,453,15.8274
1982,10,2,1,98,13.0743
1982,10,2,2,101,10.4266
1982,10,2,3,103,11.8080
1982,10,2,4,110,11.9255
1982,10,2,5,156,16.5626
1982,10,3,1,71,13.5055
1982,10,3,2,117,12.0191
1982,10,3,3,136,9.7148
1982,10,3,4,161,9.7794
1982,10,3,5,166,12.0635
1982,11,1,1,505,11.3991
1982,11,1,2,352,9.1006
1982,11,1,3,275,10.2427
1982,11,1,4,248,10.7495
1982,11,1,5,448,8.0613
1982,11,2,1,97,10.1370
1982,11,2,2,100,8.9201
1982,11,2,3,102,8.2581
1982,11,2,4,109,8.9501
1982,11,2,5,155,6.7117
1982,11,3,1,71,6.4044
1982,11,3,2,116,5.8828
1982,11,3,3,136,3.9611
1982,11,3,4,161,4.6054
1982,11,3,5,166,2.5791
1982,12,1,1,501,2.3360
1982,12,1,2,353,2.0576
1982,12,1,3,276,2.6094
1982,12,1,4,246,1.3406
1982,12,1,5,449,2.2569
1982,12,2,1,97,0.8791
1982,12,2,2,100,2.0284
1982,12,2,3,102,2.4650
1982,12,2,4,110,0.2715
1982,12,2,5,154,1.2876
1982,12,3,1,71,0.4802
1982,12,3,2,116,0.3001
1982,12,3,3,136,0.8661
1982,12,3,4,160,3.9690
1982,12,3,5,166,1.0039
1983,1,1,1,495,10.2515
1983,1,1,2,350,8.4472
1983,1,1,3,276,8.7774
1983,1,1,4,246,11.3772
1983,1,1,5,445,9.8003
1983,1,2,1,95,5.5967
1983,1,2,2,100,5.3661
1983,1,2,3,102,5.8818
1983,1,2,4,108,6.0390
1983,1,2,5,154,8.1225
1983,1,3,1,70,3.6702
1983,1,3,2,115,2.9126
1983,1,3,3,135,6.1526
1983,1,3,4,160,2.3472
1983,1,3,5,166,5.1139
1983,2,1,1,487,8.5102
1983,2,1,2,345,6.7859
1983,2,1,3,272,6.3961
1983,2,1,4,244,6.1937
1983,2,1,5,442,2.8430
1983,2,2,1,94,7.3777
1983,2,2,2,100,7.4778
1983,2,2,3,101,5.6891
1983,2,2,4,107,5.5302
1983,2,2,5,153,3.3208
1983,2,3,1,70,4.3569
1983,2,3,2,115,4.0269
1983,2,3,3,135,2.0175
1983,2,3,4,159,2.8771
1983,2,3,5,166,1.4922
1983,3,1,1,485,6.6805
1983,3,1,2,343,7.4026
1983,3,1,3,272,5.4685
1983,3,1,4,240,4.5068
1983,3,1,5,437,3.2872
1983,3,2,1,94,7.2871
1983,3,2,2,100,4.3237
1983,3,2,3,101,4.6678
1983,3,2,4,106,2.9908
1983,3,2,5,153,2.5547
1983,3,3,1,69,4.0796
1983,3,3,2,115,5.0921
1983,3,3,3,135,1.4231
1983,3,3,4,159,1.8009
1983,3,3,5,166,3.9688
1983,4,1,1,482,8.7316
1983,4,1,2,341,8.1063
1983,4,1,3,271,6.9674
1983,4,1,4,238,7.1692
1983,4,1,5,436,6.6378
1983,4,2,1,93,8.3910
1983,4,2,2,100,7.8678
1983,4,2,3,101,5.6273
1983,4,2,4,106,7.2469
1983,4,2,5,153,5.2618
1983,4,3,1,69,8.9170
1983,4,3,2,115,5.7205
1983,4,3,3,134,6.4439
1983,4,3,4,159,7.8761
1983,4,3,5,165,6.2348
1983,5,1,1,479,8.6083
1983,5,1,2,339,8.7157
1983,5,1,3,271,10.7258
1983,5,1,4,233,12.5422
1983,5,1,5,433,11.2209
1983,5,2,1,93,5.0306
1983,5,2,2,99,3.7600
1983,5,2,3,101,5.4891
1983,5,2,4,107,5.7421
1983,5,2,5,153,6.0557
1983,5,3,1,69,-1.6737
1983,5,3,2,115,-0.1257
1983,5,3,3,134,-1.4901
1983,5,3,4,159,-0.7568
1983,5,3,5,165,3.4854
1983,6,1,1,476,5.5949
1983,6,1,2,336,3.7816
1983,6,1,3,269,3.7362
1983,6,1,4,232,4.2031
1983,6,1,5,432,4.4133
1983,6,2,1,93,4.3132
1983,6,2,2,99,7.6331
1983,6,2,3,100,4.7986
1983,6,2,4,107,7.5718
1983,6,2,5,152,6.0332
1983,6,3,1,68,4.6116
1983,6,3,2,115,2.8164
1983,6,3,3,133,2.2297
1983,6,3,4,159,4.5395
1983,6,3,5,165,6.0282
1983,7,1,1,500,-0.8234
1983,7,1,2,390,-2.7758
1983,7,1,3,346,-0.4859
1983,7,1,4,311,-3.4379
1983,7,1,5,527,-4.1540
1983,7,2,1,83,-3.4723
1983,7,2,2,135,-2.0694
1983,7,2,3,110,-3.0907
1983,7,2,4,96,-3.3657
1983,7,2,5,172,-2.8730
1983,7,3,1,78,-2.0160
1983,7,3,2,116,-2.3980
1983,7,3,3,139,-1.6844
1983,7,3,4,160,-3.8547
1983,7,3,5,171,-5.6259
1983,8,1,1,497,-3.8196
1983,8,1,2,387,-4.5037
1983,8,1,3,343,-1.8413
1983,8,1,4,309,-4.3199
1983,8,1,5,527,-3.6799
1983,8,2,1,83,-4.8872
1983,8,2,2,134,-3.5406
1983,8,2,3,110,-2.9254
1983,8,2,4,96,-1.1923
1983,8,2,5,172,-3.3698
1983,8,3,1,78,-1.2141
1983,8,3,2,115,0.6626
1983,8,3,3,139,0.8345
1983,8,3,4,160,3.2738
1983,8,3,5,171,0.1819
1983,9,1,1,494,-0.2592
1983,9,1,2,386,1.8094
1983,9,1,3,338,0.9695
1983,9,1,4,306,-1.5664
1983,9,1,5,524,-2.0549
1983,9,2,1,83,3.5164
1983,9,2,2,132,4.5111
1983,9,2,3,108,3.0939
1983,9,2,4,96,3.5327
1983,9,2,5,172,0.0720
1983,9,3,1,78,4.4730
1983,9,3,2,114,1.4554
1983,9,3,3,139,3.6037
1983,9,3,4,160,0.8842
1983,9,3,5,170,-0.0798
1983,10,1,1,490,-5.5971
1983,10,1,2,383,-6.6567
1983,10,1,3,334,-4.4012
1983,10,1,4,305,-5.4816
1983,10,1,5,519,-8.8279
1983,10,2,1,83,-4.8064
1983,10,2,2,132,-4.8872
1983,10,2,3,108,-4.6012
1983,10,2,4,95,-4.8079
1983,10,2,5,171,-8.2725
1983,10,3,1,77,-1.6552
1983,10,3,2,114,-0.6105
1983,10,3,3,139,0.1993
1983,10,3,4,159,-1.8927
1983,10,3,5,169,-4.5398
1983,11,1,1,489,5.1002
1983,11,1,2,382,5.1655
1983,11,1,3,331,3.8361
1983,11,1,4,306,2.5571
1983,11,1,5,517,1.2780
1983,11,2,1,83,6.8355
1983,11,2,2,132,5.6057
1983,11,2,3,107,4.6271
1983,11,2,4,94,6.0900
1983,11,2,5,169,5.1117
1983,11,3,1,77,5.1859
1983,11,3,2,114,3.7724
1983,11,3,3,138,0.3595
1983,11,3,4,159,2.2196
1983,11,3,5,169,2.6816
1983,12,1,1,485,-0.0414
1983,12,1,2,383,-2.1282
1983,12,1,3,329,-0.6513
1983,12,1,4,306,-2.2912
1983,12,1,5,516,-3.4946
1983,12,2,1,83,-0.5834
1983,12,2,2,132,-0.8455
1983,12,2,3,106,-1.1299
1983,12,2,4,94,-3.0578
1983,12,2,5,169,-1.5130
1983,12,3,1,77,-0.2108
1983,12,3,2,114,-0.9358
1983,12,3,3,138,0.3831
1983,12,3,4,159,-1.8961
1983,12,3,5,169,-1.1467
1984,1,1,1,481,0.8632
1984,1,1,2,379,0.0091
1984,1,1,3,326,-1.3856
1984,1,1,4,301,0.3746
1984,1,1,5,514,-0.6265
1984,1,2,1,83,-0.5550
1984,1,2,2,131,-2.1866
1984,1,2,3,106,-2.4489
1984,1,2,4,94,-2.1685
1984,1,2,5,169,-4.7295
1984,1,3,1,77,-2.7175
1984,1,3,2,113,-1.9442
1984,1,3,3,137,-2.6047
1984,1,3,4,159,2.0930
1984,1,3,5,167,-1.7693
1984,2,1,1,476,-6.5709
1984,2,1,2,375,-5.4004
1984,2,1,3,319,-5.6986
1984,2,1,4,296,-5.0596
1984,2,1,5,507,-6.6742
1984,2,2,1,82,-7.1751
1984,2,2,2,131,-5.0039
1984,2,2,3,106,-4.1670
1984,2,2,4,94,-4.9907
1984,2,2,5,169,-5.1069
1984,2,3,1,77,-5.9515
1984,2,3,2,113,-5.6038
1984,2,3,3,137,-2.2461
1984,2,3,4,158,-2.4403
1984,2,3,5,167,-4.4730
1984,3,1,1,473,2.1885
1984,3,1,2,372,1.6517
1984,3,1,3,319,1.6403
1984,3,1,4,293,-0.5447
1984,3,1,5,502,-0.8181
1984,3,2,1,82,4.3138
1984,3,2,2,130,0.4479
1984,3,2,3,104,1.4513
1984,3,2,4,93,-0.8330
1984,3,2,5,165,1.6314
1984,3,3,1,77,2.6425
1984,3,3,2,113,2.7959
1984,3,3,3,137,1.8380
1984,3,3,4,156,0.9444
1984,3,3,5,167,0.0943
1984,4,1,1,472,-1.5029
1984,4,1,2,371,-1.5944
1984,4,1,3,319,-0.6076
1984,4,1,4,292,-0.8153
1984,4,1,5,500,-3.4706
1984,4,2,1,82,0.0349
1984,4,2,2,129,0.3087
1984,4,2,3,104,0.5063
1984,4,2,4,91,-0.6575
1984,4,2,5,164,0.6873
1984,4,3,1,77,-2.0550
1984,4,3,2,113,1.6462
1984,4,3,3,137,1.0514
1984,4,3,4,156,1.3281
1984,4,3,5,167,0.2424
1984,5,1,1,467,-5.4703
1984,5,1,2,367,-5.4188
1984,5,1,3,318,-2.7137
1984,5,1,4,291,-4.6892
1984,5,1,5,498,-5.8031
1984,5,2,1,81,-6.2913
1984,5,2,2,129,-4.1340
1984,5,2,3,104,-3.3436
1984,5,2,4,90,-5.0009
1984,5,2,5,162,-7.0063
1984,5,3,1,77,-7.2633
1984,5,3,2,113,-6.2225
1984,5,3,3,137,-4.2463
1984,5,3,4,155,-4.0766
1984,5,3,5,167,-4.1654
1984,6,1,1,461,3.3587
1984,6,1,2,362,3.2924
1984,6,1,3,317,2.3650
1984,6,1,4,289,2.5579
1984,6,1,5,494,0.3631
1984,6,2,1,81,2.2879
1984,6,2,2,129,4.1948
1984,6,2,3,101,2.3055
1984,6,2,4,90,3.5112
1984,6,2,5,162,2.9885
1984,6,3,1,77,2.8873
1984,6,3,2,113,2.7844
1984,6,3,3,137,2.5315
1984,6,3,4,155,2.6549
1984,6,3,5,167,1.9429
1984,7,1,1,460,-5.7816
1984,7,1,2,391,-4.6219
1984,7,1,3,312,-3.4753
1984,7,1,4,335,-3.3250
1984,7,1,5,660,-6.7803
1984,7,2,1,79,-5.9203
1984,7,2,2,104,-4.3486
1984,7,2,3,105,-2.6402
1984,7,2,4,115,-3.3290
1984,7,2,5,172,-6.2439
1984,7,3,1,94,-1.7610
1984,7,3,2,107,-0.8227
1984,7,3,3,137,-1.9470
1984,7,3,4,154,-1.7855
1984,7,3,5,154,-1.6112
1984,8,1,1,452,10.4623
1984,8,1,2,388,9.5694
1984,8,1,3,310,9.1752
1984,8,1,4,333,8.7638
1984,8,1,5,658,11.0339
1984,8,2,1,79,12.2401
1984,8,2,2,103,12.3746
1984,8,2,3,105,11.3981
1984,8,2,4,115,12.4734
1984,8,2,5,171,14.6908
1984,8,3,1,93,13.2049
1984,8,3,2,107,10.1690
1984,8,3,3,135,9.1607
1984,8,3,4,153,11.5654
1984,8,3,5,154,12.0719
1984,9,1,1,443,-0.1528
1984,9,1,2,386,0.3106
1984,9,1,3,308,-0.1195
1984,9,1,4,331,0.1601
1984,9,1,5,657,-2.6038
1984,9,2,1,79,-0.1296
1984,9,2,2,103,0.9042
1984,9,2,3,104,0.7036
1984,9,2,4,114,-1.0462
1984,9,2,5,170,-3.4694
1984,9,3,1,93,0.0211
1984,9,3,2,107,0.1507
1984,9,3,3,135,-0.4430
1984,9,3,4,151,-0.0914
1984,9,3,5,154,-1.7756
1984,10,1,1,435,-2.7638
1984,10,1,2,381,-1.5063
1984,10,1,3,303,-1.0556
1984,10,1,4,327,-3.5777
1984,10,1,5,653,-4.2556
1984,10,2,1,78,-1.9758
1984,10,2,2,102,-1.1246
1984,10,2,3,103,0.9925
1984,10,2,4,114,-0.2220
1984,10,2,5,168,-3.1591
1984,10,3,1,91,-0.0029
1984,10,3,2,107,2.4031
1984,10,3,3,135,0.1040
1984,10,3,4,150,-0.3382
1984,10,3,5,154,-0.0759
1984,11,1,1,432,-3.4983
1984,11,1,2,377,-2.1492
1984,11,1,3,299,-2.7016
1984,11,1,4,324,-2.9335
1984,11,1,5,641,-4.8450
1984,11,2,1,77,-0.7649
1984,11,2,2,102,-0.4972
1984,11,2,3,102,-0.9075
1984,11,2,4,114,-0.7036
1984,11,2,5,169,-3.6380
1984,11,3,1,91,-1.4128
1984,11,3,2,107,-0.9129
1984,11,3,3,135,-0.1431
1984,11,3,4,147,-0.9271
1984,11,3,5,154,-2.2151
1984,12,1,1,427,-1.3445
1984,12,1,2,369,0.0068
1984,12,1,3,295,2.0193
1984,12,1,4,318,1.0237
1984,12,1,5,636,0.5004
1984,12,2,1,77,0.8133
1984,12,2,2,102,2.5178
1984,12,2,3,102,2.9575
1984,12,2,4,113,3.1143
1984,12,2,5,168,1.9850
1984,12,3,1,89,0.8832
1984,12,3,2,106,2.6912
1984,12,3,3,135,2.4665
1984,12,3,4,146,2.5064
1984,12,3,5,153,2.1978
1985,1,1,1,422,11.8262
1985,1,1,2,365,11.4246
