year,month,rank_ME,rank_dPIA,nstocks,ret_vw
1995,3,2,3,112,1.6469
1995,3,2,4,142,3.3012
1995,3,2,5,233,2.6866
1995,3,3,1,114,3.5485
1995,3,3,2,136,3.1771
1995,3,3,3,169,2.1835
1995,3,3,4,157,3.2781
1995,3,3,5,157,3.3791
1995,4,1,1,583,4.7224
1995,4,1,2,378,3.0528
1995,4,1,3,330,2.2594
1995,4,1,4,356,2.9246
1995,4,1,5,626,2.8443
1995,4,2,1,98,1.5163
1995,4,2,2,120,2.2153
1995,4,2,3,111,3.2371
1995,4,2,4,142,2.0695
1995,4,2,5,233,2.1395
1995,4,3,1,113,4.1982
1995,4,3,2,136,2.1704
1995,4,3,3,167,3.1648
1995,4,3,4,157,3.3093
1995,4,3,5,156,1.8557
1995,5,1,1,580,2.5133
1995,5,1,2,376,3.7005
1995,5,1,3,329,1.0009
1995,5,1,4,353,2.7283
1995,5,1,5,621,0.9464
1995,5,2,1,97,1.3602
1995,5,2,2,120,0.3366
1995,5,2,3,111,1.1151
1995,5,2,4,142,0.2440
1995,5,2,5,233,0.4832
1995,5,3,1,113,2.0885
1995,5,3,2,136,3.6288
1995,5,3,3,165,3.0828
1995,5,3,4,157,4.3692
1995,5,3,5,156,2.3375
1995,6,1,1,572,8.7582
1995,6,1,2,374,7.7678
1995,6,1,3,326,6.3027
1995,6,1,4,350,8.6407
1995,6,1,5,618,6.2601
1995,6,2,1,96,6.6094
1995,6,2,2,120,2.4269
1995,6,2,3,111,2.7387
1995,6,2,4,142,6.3797
1995,6,2,5,232,6.2374
1995,6,3,1,110,1.6225
1995,6,3,2,134,0.9536
1995,6,3,3,165,2.3408
1995,6,3,4,157,2.8620
1995,6,3,5,156,7.7824
1995,7,1,1,699,4.5447
1995,7,1,2,359,8.5272
1995,7,1,3,383,5.2350
1995,7,1,4,423,6.5735
1995,7,1,5,646,4.4945
1995,7,2,1,125,7.2988
1995,7,2,2,140,3.8742
1995,7,2,3,160,6.1767
1995,7,2,4,164,6.0929
1995,7,2,5,265,7.4506
1995,7,3,1,126,4.4310
1995,7,3,2,168,1.9625
1995,7,3,3,170,3.2139
1995,7,3,4,183,3.5735
1995,7,3,5,180,6.5114
1995,8,1,1,692,4.7498
1995,8,1,2,357,5.2473
1995,8,1,3,380,5.8707
1995,8,1,4,423,4.3935
1995,8,1,5,639,2.0893
1995,8,2,1,124,0.6243
1995,8,2,2,138,2.4324
1995,8,2,3,160,1.3760
1995,8,2,4,164,2.2206
1995,8,2,5,262,0.0026
1995,8,3,1,124,-0.3287
1995,8,3,2,166,1.3570
1995,8,3,3,169,-0.5238
1995,8,3,4,183,1.1873
1995,8,3,5,180,-1.8634
1995,9,1,1,680,2.6564
1995,9,1,2,355,4.9675
1995,9,1,3,377,2.5596
1995,9,1,4,422,3.1548
1995,9,1,5,635,0.6332
1995,9,2,1,123,4.4970
1995,9,2,2,138,2.4437
1995,9,2,3,159,2.7524
1995,9,2,4,164,1.4107
1995,9,2,5,261,0.0532
1995,9,3,1,124,2.6547
1995,9,3,2,165,5.4447
1995,9,3,3,169,3.6697
1995,9,3,4,182,3.8161
1995,9,3,5,180,1.6547
1995,10,1,1,673,-4.7290
1995,10,1,2,353,-6.6261
1995,10,1,3,374,-4.8664
1995,10,1,4,421,-5.5769
1995,10,1,5,632,-6.7045
1995,10,2,1,123,-5.4363
1995,10,2,2,138,-4.0668
1995,10,2,3,158,-6.5850
1995,10,2,4,163,-5.7796
1995,10,2,5,260,-8.7511
1995,10,3,1,122,-1.0221
1995,10,3,2,165,0.4302
1995,10,3,3,167,1.4057
1995,10,3,4,182,-0.5953
1995,10,3,5,180,-3.8251
1995,11,1,1,669,1.9786
1995,11,1,2,351,0.9563
1995,11,1,3,366,0.6385
1995,11,1,4,417,1.3791
1995,11,1,5,628,1.5445
1995,11,2,1,121,6.1693
1995,11,2,2,138,5.6470
1995,11,2,3,157,3.4930
1995,11,2,4,163,4.6426
1995,11,2,5,258,3.9230
1995,11,3,1,121,4.5726
1995,11,3,2,165,4.4233
1995,11,3,3,166,3.0139
1995,11,3,4,182,4.8490
1995,11,3,5,180,1.7060
1995,12,1,1,658,2.6419
1995,12,1,2,350,6.0702
1995,12,1,3,365,5.3905
1995,12,1,4,415,-0.0294
1995,12,1,5,623,-1.0967
1995,12,2,1,120,4.8388
1995,12,2,2,137,3.3901
1995,12,2,3,157,0.1047
1995,12,2,4,161,1.3334
1995,12,2,5,258,1.6565
1995,12,3,1,119,2.3777
1995,12,3,2,165,3.3499
1995,12,3,3,165,2.3075
1995,12,3,4,182,1.0583
1995,12,3,5,180,-2.5928
1996,1,1,1,652,2.2431
1996,1,1,2,349,3.9137
1996,1,1,3,364,1.1108
1996,1,1,4,413,1.3023
1996,1,1,5,618,-0.3015
1996,1,2,1,120,-3.1969
1996,1,2,2,137,1.5680
1996,1,2,3,157,0.6942
1996,1,2,4,160,-0.3412
1996,1,2,5,258,0.8290
1996,1,3,1,117,4.6301
1996,1,3,2,165,3.1947
1996,1,3,3,165,2.0114
1996,1,3,4,182,4.3510
1996,1,3,5,180,-1.0038
1996,2,1,1,648,4.5207
1996,2,1,2,346,4.2864
1996,2,1,3,359,2.6691
1996,2,1,4,410,1.4861
1996,2,1,5,612,3.1116
1996,2,2,1,118,2.6867
1996,2,2,2,135,4.1748
1996,2,2,3,157,3.3294
1996,2,2,4,159,3.1551
1996,2,2,5,255,4.3520
1996,2,3,1,117,2.4853
1996,2,3,2,165,-0.5714
1996,2,3,3,165,2.1336
1996,2,3,4,181,0.9582
1996,2,3,5,179,2.1519
1996,3,1,1,642,3.2784
1996,3,1,2,346,1.4979
1996,3,1,3,358,2.9297
1996,3,1,4,406,2.7789
1996,3,1,5,607,3.3993
1996,3,2,1,118,3.4370
1996,3,2,2,135,1.9385
1996,3,2,3,155,1.4468
1996,3,2,4,159,2.2725
1996,3,2,5,253,3.3729
1996,3,3,1,116,0.9656
1996,3,3,2,165,0.5060
1996,3,3,3,165,1.8236
1996,3,3,4,180,-0.0324
1996,3,3,5,178,1.9418
1996,4,1,1,637,9.9713
1996,4,1,2,344,9.9133
1996,4,1,3,355,5.8577
1996,4,1,4,403,8.6743
1996,4,1,5,606,9.6552
1996,4,2,1,118,8.3791
1996,4,2,2,135,4.3299
1996,4,2,3,154,4.8722
1996,4,2,4,159,7.7190
1996,4,2,5,252,7.7987
1996,4,3,1,114,2.7521
1996,4,3,2,165,0.6709
1996,4,3,3,164,1.9259
1996,4,3,4,178,1.8276
1996,4,3,5,178,6.2616
1996,5,1,1,633,9.3618
1996,5,1,2,343,6.8754
1996,5,1,3,354,8.8798
1996,5,1,4,399,8.0457
1996,5,1,5,603,8.2611
1996,5,2,1,117,11.1079
1996,5,2,2,134,2.7865
1996,5,2,3,154,4.7332
1996,5,2,4,159,5.4615
1996,5,2,5,253,4.9242
1996,5,3,1,114,2.2192
1996,5,3,2,165,2.6400
1996,5,3,3,163,2.8138
1996,5,3,4,177,2.1745
1996,5,3,5,178,3.1333
1996,6,1,1,627,-4.8278
1996,6,1,2,339,-6.3493
1996,6,1,3,351,-5.8344
1996,6,1,4,392,-7.2166
1996,6,1,5,602,-6.2535
1996,6,2,1,115,-6.0863
1996,6,2,2,134,-2.7322
1996,6,2,3,153,-3.2726
1996,6,2,4,158,-5.5619
1996,6,2,5,250,-4.0113
1996,6,3,1,114,-0.4217
1996,6,3,2,165,0.7137
1996,6,3,3,162,0.7533
1996,6,3,4,177,-0.3669
1996,6,3,5,178,-3.1205
1996,7,1,1,716,-10.6588
1996,7,1,2,347,-8.7489
1996,7,1,3,389,-8.7872
1996,7,1,4,493,-7.1597
1996,7,1,5,663,-9.6770
1996,7,2,1,160,-9.2637
1996,7,2,2,133,-7.1737
1996,7,2,3,161,-9.5774
1996,7,2,4,207,-11.4606
1996,7,2,5,285,-11.2625
1996,7,3,1,121,-3.7855
1996,7,3,2,155,-4.5736
1996,7,3,3,181,-6.1852
1996,7,3,4,183,-3.8229
1996,7,3,5,208,-8.1387
1996,8,1,1,707,4.1129
1996,8,1,2,345,5.2911
1996,8,1,3,387,4.0618
1996,8,1,4,493,3.2460
1996,8,1,5,659,4.0525
1996,8,2,1,158,4.6915
1996,8,2,2,131,5.0781
1996,8,2,3,161,5.7885
1996,8,2,4,205,7.2204
1996,8,2,5,283,6.0366
1996,8,3,1,120,1.6255
1996,8,3,2,155,2.2672
1996,8,3,3,179,1.4429
1996,8,3,4,182,2.4584
1996,8,3,5,207,5.9476
1996,9,1,1,699,2.0910
1996,9,1,2,341,3.0668
1996,9,1,3,383,2.2077
1996,9,1,4,485,1.6283
1996,9,1,5,653,4.2229
1996,9,2,1,158,4.3256
1996,9,2,2,130,4.7801
1996,9,2,3,161,2.7705
1996,9,2,4,203,3.5192
1996,9,2,5,283,2.1992
1996,9,3,1,119,5.0006
1996,9,3,2,154,4.3248
1996,9,3,3,179,4.9454
1996,9,3,4,182,6.1484
1996,9,3,5,207,6.6985
1996,10,1,1,693,-3.6541
1996,10,1,2,339,-2.0431
1996,10,1,3,382,-0.9810
1996,10,1,4,482,-0.9819
1996,10,1,5,646,-3.2012
1996,10,2,1,157,-1.0818
1996,10,2,2,129,-0.5580
1996,10,2,3,161,-1.2660
1996,10,2,4,202,-2.1588
1996,10,2,5,282,-3.2435
1996,10,3,1,117,2.6987
1996,10,3,2,154,2.2736
1996,10,3,3,179,1.6489
1996,10,3,4,182,-0.1858
1996,10,3,5,205,-0.0070
1996,11,1,1,689,3.4695
1996,11,1,2,337,0.8028
1996,11,1,3,382,1.7991
1996,11,1,4,475,3.0606
1996,11,1,5,642,2.2764
1996,11,2,1,157,3.5189
1996,11,2,2,129,2.7128
1996,11,2,3,160,0.5336
1996,11,2,4,200,4.4459
1996,11,2,5,282,4.2745
1996,11,3,1,117,8.4771
1996,11,3,2,154,4.6712
1996,11,3,3,177,6.5183
1996,11,3,4,182,7.9670
1996,11,3,5,205,7.3379
1996,12,1,1,682,-1.4886
1996,12,1,2,335,1.7392
1996,12,1,3,381,2.4452
1996,12,1,4,472,1.9098
1996,12,1,5,637,1.1571
1996,12,2,1,157,2.8969
1996,12,2,2,128,3.0111
1996,12,2,3,160,2.8265
1996,12,2,4,200,1.3980
1996,12,2,5,281,0.7923
1996,12,3,1,116,-0.6278
1996,12,3,2,154,-2.3273
1996,12,3,3,177,-0.1515
1996,12,3,4,182,-1.0687
1996,12,3,5,205,-1.4445
1997,1,1,1,674,5.8915
1997,1,1,2,331,5.0585
1997,1,1,3,376,5.2243
1997,1,1,4,467,4.1183
1997,1,1,5,633,6.3919
1997,1,2,1,156,3.9837
1997,1,2,2,128,4.3279
1997,1,2,3,160,4.4979
1997,1,2,4,197,2.7228
1997,1,2,5,280,2.0839
1997,1,3,1,115,5.5790
1997,1,3,2,154,6.5297
1997,1,3,3,176,3.9604
1997,1,3,4,179,6.1713
1997,1,3,5,204,6.6687
1997,2,1,1,665,-3.2439
1997,2,1,2,330,-2.3111
1997,2,1,3,373,-1.7611
1997,2,1,4,465,-2.5892
1997,2,1,5,627,-4.3307
1997,2,2,1,156,-2.6722
1997,2,2,2,125,-2.0556
1997,2,2,3,159,-2.1322
1997,2,2,4,197,-3.0387
1997,2,2,5,280,-5.6675
1997,2,3,1,114,1.1323
1997,2,3,2,153,0.6049
1997,2,3,3,174,0.0963
1997,2,3,4,179,-1.0339
1997,2,3,5,203,-3.5153
1997,3,1,1,661,-5.6221
1997,3,1,2,326,-4.2131
1997,3,1,3,370,-4.1261
1997,3,1,4,462,-4.1487
1997,3,1,5,624,-5.3262
1997,3,2,1,156,-3.7169
1997,3,2,2,124,-5.7022
1997,3,2,3,158,-4.5047
1997,3,2,4,195,-4.7814
1997,3,2,5,277,-4.8595
1997,3,3,1,114,-5.2062
1997,3,3,2,153,-3.6022
1997,3,3,3,174,-2.9692
1997,3,3,4,179,-3.9020
1997,3,3,5,203,-3.7420
1997,4,1,1,652,-3.8512
1997,4,1,2,325,-4.2160
1997,4,1,3,368,-2.5357
1997,4,1,4,459,-4.2820
1997,4,1,5,615,-3.7274
1997,4,2,1,156,0.0591
1997,4,2,2,125,-0.4176
1997,4,2,3,157,0.7860
1997,4,2,4,195,-0.2763
1997,4,2,5,274,0.7143
1997,4,3,1,113,5.3609
1997,4,3,2,153,6.2921
1997,4,3,3,174,3.2967
1997,4,3,4,179,7.8690
1997,4,3,5,203,2.1933
1997,5,1,1,650,10.9484
1997,5,1,2,324,10.2965
1997,5,1,3,367,9.4918
1997,5,1,4,455,9.6798
1997,5,1,5,605,11.3067
1997,5,2,1,155,12.2807
1997,5,2,2,125,13.6853
1997,5,2,3,157,10.9988
1997,5,2,4,193,13.6963
1997,5,2,5,273,12.8015
1997,5,3,1,113,6.1814
1997,5,3,2,151,6.5259
1997,5,3,3,174,6.0431
1997,5,3,4,179,6.7601
1997,5,3,5,203,8.5041
1997,6,1,1,644,6.3788
1997,6,1,2,323,5.0815
1997,6,1,3,366,5.6604
1997,6,1,4,450,5.0473
1997,6,1,5,601,5.1741
1997,6,2,1,155,3.1443
1997,6,2,2,125,2.2995
1997,6,2,3,156,5.5501
1997,6,2,4,192,3.7696
1997,6,2,5,271,5.1114
1997,6,3,1,112,6.0101
1997,6,3,2,150,4.3009
1997,6,3,3,174,3.6588
1997,6,3,4,179,3.2940
1997,6,3,5,201,2.5136
1997,7,1,1,705,5.3197
1997,7,1,2,491,4.8495
1997,7,1,3,413,5.6269
1997,7,1,4,504,4.7199
1997,7,1,5,666,6.0901
1997,7,2,1,119,6.1483
1997,7,2,2,145,4.3686
1997,7,2,3,134,5.7954
1997,7,2,4,208,6.7875
1997,7,2,5,245,5.9639
1997,7,3,1,130,7.5152
1997,7,3,2,184,5.7703
1997,7,3,3,188,5.7384
1997,7,3,4,198,9.8963
1997,7,3,5,210,10.1613
1997,8,1,1,693,6.3226
1997,8,1,2,488,5.6620
1997,8,1,3,408,6.5029
1997,8,1,4,499,4.4975
1997,8,1,5,663,3.7975
1997,8,2,1,116,3.1402
1997,8,2,2,144,3.5109
1997,8,2,3,133,2.9077
1997,8,2,4,208,3.1061
1997,8,2,5,244,4.7104
1997,8,3,1,129,-4.5218
1997,8,3,2,183,-4.6874
1997,8,3,3,187,-5.0214
1997,8,3,4,198,-2.7474
1997,8,3,5,209,-2.8853
1997,9,1,1,687,7.4965
1997,9,1,2,485,11.0504
1997,9,1,3,405,7.1617
1997,9,1,4,494,9.1582
1997,9,1,5,661,9.2659
1997,9,2,1,113,6.3221
1997,9,2,2,142,6.1286
1997,9,2,3,130,6.5127
1997,9,2,4,205,7.1752
1997,9,2,5,241,9.4530
1997,9,3,1,129,6.2301
1997,9,3,2,182,5.9055
1997,9,3,3,183,3.9367
1997,9,3,4,196,4.3311
1997,9,3,5,208,4.4382
1997,10,1,1,678,-2.2901
1997,10,1,2,479,-4.5552
1997,10,1,3,401,-2.1809
1997,10,1,4,491,-3.9438
1997,10,1,5,658,-5.7097
1997,10,2,1,112,-5.6420
1997,10,2,2,141,-2.2546
1997,10,2,3,129,-3.7498
1997,10,2,4,204,-4.8040
1997,10,2,5,241,-7.4894
1997,10,3,1,125,-4.0986
1997,10,3,2,182,-2.4116
1997,10,3,3,183,-3.3736
1997,10,3,4,195,-5.2568
1997,10,3,5,207,-3.9004
1997,11,1,1,673,-1.0736
1997,11,1,2,471,-2.8030
1997,11,1,3,396,-1.8198
1997,11,1,4,485,-2.6914
1997,11,1,5,650,-5.4713
1997,11,2,1,111,0.2678
1997,11,2,2,139,0.4875
1997,11,2,3,128,-2.2399
1997,11,2,4,203,-0.6935
1997,11,2,5,238,-3.9259
1997,11,3,1,124,5.5537
1997,11,3,2,182,4.5782
1997,11,3,3,183,5.1451
1997,11,3,4,195,3.8316
1997,11,3,5,205,0.5779
1997,12,1,1,670,-2.8112
1997,12,1,2,469,-3.7679
1997,12,1,3,394,-2.5367
1997,12,1,4,478,-3.1409
1997,12,1,5,644,-5.4956
1997,12,2,1,110,0.0832
1997,12,2,2,138,2.3347
1997,12,2,3,128,-0.5349
1997,12,2,4,200,0.3806
1997,12,2,5,235,-2.3250
1997,12,3,1,122,1.4659
1997,12,3,2,181,3.0247
1997,12,3,3,183,1.0726
1997,12,3,4,195,-0.4265
1997,12,3,5,205,-0.2398
1998,1,1,1,660,0.7364
1998,1,1,2,468,-1.8634
1998,1,1,3,389,-0.7104
1998,1,1,4,471,1.3123
1998,1,1,5,632,-0.9551
1998,1,2,1,106,-1.8445
1998,1,2,2,135,0.0323
1998,1,2,3,125,-1.9243
1998,1,2,4,199,-1.6628
1998,1,2,5,234,-0.5046
1998,1,3,1,122,-1.0738
1998,1,3,2,181,1.3640
1998,1,3,3,182,2.7779
1998,1,3,4,195,3.3251
1998,1,3,5,204,0.3933
1998,2,1,1,650,6.1203
1998,2,1,2,463,7.0187
1998,2,1,3,388,5.5302
1998,2,1,4,464,5.6809
1998,2,1,5,624,5.6046
1998,2,2,1,106,6.9836
1998,2,2,2,133,6.6464
1998,2,2,3,125,8.5226
1998,2,2,4,198,8.8770
1998,2,2,5,230,9.5704
1998,2,3,1,121,7.2724
1998,2,3,2,181,4.1394
1998,2,3,3,180,6.8211
1998,2,3,4,195,8.6244
1998,2,3,5,203,9.2294
1998,3,1,1,646,4.5605
1998,3,1,2,455,4.6842
1998,3,1,3,385,6.3725
1998,3,1,4,460,4.2591
1998,3,1,5,613,3.5792
1998,3,2,1,106,3.9277
1998,3,2,2,131,3.3255
1998,3,2,3,125,3.9779
1998,3,2,4,198,3.7619
1998,3,2,5,228,4.1239
1998,3,3,1,121,4.6885
1998,3,3,2,181,6.2386
1998,3,3,3,180,4.4967
1998,3,3,4,194,2.5934
1998,3,3,5,203,5.4763
1998,4,1,1,634,3.5848
1998,4,1,2,448,1.4704
1998,4,1,3,378,3.8778
1998,4,1,4,458,4.1206
1998,4,1,5,602,0.6786
1998,4,2,1,104,1.4632
1998,4,2,2,131,1.7430
1998,4,2,3,125,0.4026
1998,4,2,4,196,-0.0229
1998,4,2,5,225,0.0894
1998,4,3,1,119,0.4347
1998,4,3,2,179,1.0354
1998,4,3,3,180,-0.4146
1998,4,3,4,193,1.3975
1998,4,3,5,203,1.8625
1998,5,1,1,629,-3.1104
1998,5,1,2,442,-4.7024
1998,5,1,3,377,-3.9323
1998,5,1,4,448,-5.2416
1998,5,1,5,594,-5.4211
1998,5,2,1,104,-4.3879
1998,5,2,2,130,-3.8763
1998,5,2,3,124,-6.0607
1998,5,2,4,195,-4.0245
1998,5,2,5,224,-8.7179
1998,5,3,1,119,0.0187
1998,5,3,2,179,-1.3200
1998,5,3,3,179,-3.0508
1998,5,3,4,192,-3.4040
1998,5,3,5,203,-1.8232
1998,6,1,1,621,-0.7981
1998,6,1,2,439,-3.3533
1998,6,1,3,376,-0.2485
1998,6,1,4,442,-1.0400
1998,6,1,5,591,-1.9879
1998,6,2,1,103,-1.6816
1998,6,2,2,130,1.3090
1998,6,2,3,123,0.7234
1998,6,2,4,195,-1.0500
1998,6,2,5,223,-0.7838
1998,6,3,1,119,1.7363
1998,6,3,2,178,3.8691
1998,6,3,3,176,5.3189
1998,6,3,4,192,3.1020
1998,6,3,5,201,4.4509
1998,7,1,1,749,-6.1279
1998,7,1,2,499,-6.5228
1998,7,1,3,485,-6.8001
1998,7,1,4,515,-7.8591
1998,7,1,5,599,-9.1007
1998,7,2,1,127,-8.2295
1998,7,2,2,158,-6.1044
1998,7,2,3,173,-7.7395
1998,7,2,4,202,-8.0618
1998,7,2,5,260,-9.9997
1998,7,3,1,159,1.2283
1998,7,3,2,194,-2.6716
1998,7,3,3,184,-2.9199
1998,7,3,4,212,-1.2348
1998,7,3,5,198,-1.8712
1998,8,1,1,729,-21.1814
1998,8,1,2,497,-21.0511
1998,8,1,3,479,-19.4759
1998,8,1,4,511,-21.2890
1998,8,1,5,594,-24.5488
1998,8,2,1,126,-20.1306
1998,8,2,2,157,-15.8757
1998,8,2,3,173,-17.4296
1998,8,2,4,200,-18.5090
1998,8,2,5,260,-25.1365
1998,8,3,1,157,-11.7280
1998,8,3,2,194,-12.7604
1998,8,3,3,184,-11.4116
1998,8,3,4,210,-15.2146
1998,8,3,5,195,-15.0649
1998,9,1,1,720,3.3215
1998,9,1,2,493,4.4256
1998,9,1,3,475,5.5377
1998,9,1,4,508,3.1493
1998,9,1,5,584,3.5610
1998,9,2,1,126,5.7911
1998,9,2,2,155,7.2708
1998,9,2,3,169,6.8602
1998,9,2,4,199,8.5445
1998,9,2,5,258,8.2112
1998,9,3,1,157,8.4554
1998,9,3,2,191,5.4206
1998,9,3,3,184,7.1563
1998,9,3,4,207,11.0022
1998,9,3,5,196,9.7905
1998,10,1,1,708,2.8749
1998,10,1,2,482,2.2165
1998,10,1,3,467,2.8526
1998,10,1,4,501,4.4389
1998,10,1,5,574,3.1590
1998,10,2,1,125,4.0373
1998,10,2,2,155,4.4141
1998,10,2,3,168,5.8941
1998,10,2,4,197,5.1440
1998,10,2,5,257,7.8669
1998,10,3,1,156,7.9456
1998,10,3,2,191,7.0130
1998,10,3,3,182,7.1107
1998,10,3,4,205,8.1457
1998,10,3,5,195,5.7697
1998,11,1,1,690,11.5703
1998,11,1,2,472,9.2847
1998,11,1,3,462,8.4858
1998,11,1,4,491,9.8575
1998,11,1,5,563,5.4201
1998,11,2,1,125,5.6302
1998,11,2,2,154,5.6609
1998,11,2,3,167,5.9949
1998,11,2,4,194,7.5375
1998,11,2,5,257,5.3451
1998,11,3,1,154,5.9448
1998,11,3,2,190,5.5436
1998,11,3,3,180,6.9341
1998,11,3,4,205,6.2267
1998,11,3,5,193,6.7167
1998,12,1,1,681,2.1857
1998,12,1,2,466,4.4490
1998,12,1,3,451,2.0438
1998,12,1,4,487,3.6481
1998,12,1,5,558,-1.1981
1998,12,2,1,125,4.1297
1998,12,2,2,153,4.4311
1998,12,2,3,167,7.0154
1998,12,2,4,193,7.3397
1998,12,2,5,256,5.4872
1998,12,3,1,152,5.0152
1998,12,3,2,190,6.4221
1998,12,3,3,179,6.2220
1998,12,3,4,204,12.1547
1998,12,3,5,192,8.4992
1999,1,1,1,666,7.7926
1999,1,1,2,461,4.6111
1999,1,1,3,444,4.2339
1999,1,1,4,477,5.9999
1999,1,1,5,547,7.2811
1999,1,2,1,124,-0.2940
1999,1,2,2,153,-0.3584
1999,1,2,3,165,1.2184
1999,1,2,4,192,0.2210
1999,1,2,5,254,4.0116
1999,1,3,1,152,2.3905
1999,1,3,2,190,2.8512
1999,1,3,3,179,5.5160
1999,1,3,4,204,7.3590
1999,1,3,5,190,4.3576
1999,2,1,1,644,-6.6439
1999,2,1,2,452,-8.9442
1999,2,1,3,436,-7.2501
1999,2,1,4,468,-7.1039
1999,2,1,5,543,-7.9166
1999,2,2,1,124,-8.6553
1999,2,2,2,153,-6.4788
1999,2,2,3,163,-9.6129
1999,2,2,4,190,-8.0446
1999,2,2,5,253,-12.1956
1999,2,3,1,150,-5.3991
1999,2,3,2,190,-4.2130
1999,2,3,3,177,-3.6760
1999,2,3,4,202,-3.2313
1999,2,3,5,189,-6.5636
1999,3,1,1,637,-1.8594
1999,3,1,2,443,-4.4553
1999,3,1,3,431,-5.7768
1999,3,1,4,465,-3.6572
1999,3,1,5,531,-2.5230
1999,3,2,1,123,-3.9330
1999,3,2,2,153,-3.1813
1999,3,2,3,161,-1.4593
1999,3,2,4,188,1.9813
1999,3,2,5,251,2.6163
1999,3,3,1,149,1.2995
1999,3,3,2,190,6.4999
1999,3,3,3,177,4.2634
1999,3,3,4,202,5.2407
1999,3,3,5,189,0.3653
1999,4,1,1,624,8.9400
1999,4,1,2,437,6.5929
1999,4,1,3,427,10.5061
1999,4,1,4,455,8.4142
1999,4,1,5,520,11.7950
1999,4,2,1,123,9.1511
1999,4,2,2,147,6.6549
1999,4,2,3,161,7.2864
1999,4,2,4,185,8.0395
1999,4,2,5,246,9.1010
1999,4,3,1,145,7.8347
1999,4,3,2,187,1.2894
1999,4,3,3,177,2.9002
1999,4,3,4,200,2.1756
1999,4,3,5,188,5.1185
1999,5,1,1,613,6.3045
1999,5,1,2,432,4.7515
1999,5,1,3,420,5.3607
1999,5,1,4,453,5.1794
1999,5,1,5,509,4.6280
1999,5,2,1,123,7.1520
1999,5,2,2,147,4.2457
1999,5,2,3,160,2.3660
1999,5,2,4,183,3.3191
1999,5,2,5,244,0.5952
1999,5,3,1,145,-2.0251
1999,5,3,2,184,-1.1677
1999,5,3,3,177,-1.0764
1999,5,3,4,199,-0.6093
1999,5,3,5,186,-3.1619
1999,6,1,1,606,5.5267
1999,6,1,2,424,9.2203
1999,6,1,3,416,5.6506
1999,6,1,4,449,10.5214
1999,6,1,5,500,5.9771
1999,6,2,1,123,6.0664
1999,6,2,2,145,6.0204
1999,6,2,3,160,7.3839
1999,6,2,4,182,10.0667
1999,6,2,5,244,6.5155
1999,6,3,1,145,4.9342
1999,6,3,2,185,4.6584
1999,6,3,3,173,7.4258
1999,6,3,4,199,4.5043
1999,6,3,5,185,7.9679
1999,7,1,1,666,2.5454
1999,7,1,2,514,1.8125
1999,7,1,3,407,2.5017
1999,7,1,4,487,2.1657
1999,7,1,5,538,0.1570
1999,7,2,1,152,1.0733
1999,7,2,2,158,-0.7645
1999,7,2,3,177,-0.5975
1999,7,2,4,218,-2.2344
1999,7,2,5,226,-3.2738
1999,7,3,1,148,0.1907
1999,7,3,2,187,-4.0556
1999,7,3,3,194,-2.1894
1999,7,3,4,213,-0.2713
1999,7,3,5,188,-5.3676
1999,8,1,1,655,-2.1496
1999,8,1,2,509,-0.8539
1999,8,1,3,400,-0.9311
1999,8,1,4,484,-2.2104
1999,8,1,5,533,-4.1530
1999,8,2,1,150,-2.8389
1999,8,2,2,154,-2.3600
1999,8,2,3,177,-2.3457
1999,8,2,4,215,-3.4747
1999,8,2,5,224,-2.9629
1999,8,3,1,147,-1.8543
1999,8,3,2,186,3.0128
1999,8,3,3,193,0.5398
1999,8,3,4,211,-0.4274
1999,8,3,5,187,-4.3913
1999,9,1,1,637,-1.5701
1999,9,1,2,507,-0.9901
1999,9,1,3,398,-2.1039
1999,9,1,4,478,0.2406
1999,9,1,5,527,-2.1238
1999,9,2,1,147,0.2469
1999,9,2,2,152,1.9068
1999,9,2,3,174,-0.6364
1999,9,2,4,212,0.8692
1999,9,2,5,223,-1.5725
1999,9,3,1,144,-5.5453
1999,9,3,2,185,-2.9822
1999,9,3,3,193,-2.2847
1999,9,3,4,207,0.3372
1999,9,3,5,186,1.2673
1999,10,1,1,619,-1.6785
1999,10,1,2,497,0.2916
1999,10,1,3,395,-1.9454
1999,10,1,4,473,0.2310
1999,10,1,5,518,-4.7788
1999,10,2,1,146,2.3583
1999,10,2,2,151,-1.1760
1999,10,2,3,171,-2.6412
1999,10,2,4,212,-1.0645
1999,10,2,5,223,-3.8880
1999,10,3,1,144,3.4471
1999,10,3,2,185,2.8282
1999,10,3,3,191,6.6951
1999,10,3,4,204,5.9665
1999,10,3,5,185,8.6143
1999,11,1,1,613,18.8123
1999,11,1,2,490,19.0646
1999,11,1,3,388,10.7533
1999,11,1,4,468,9.8576
1999,11,1,5,514,8.5534
1999,11,2,1,145,8.8313
1999,11,2,2,151,7.8592
1999,11,2,3,169,10.7263
1999,11,2,4,211,9.6793
1999,11,2,5,221,5.8722
1999,11,3,1,144,5.4448
1999,11,3,2,184,0.2228
1999,11,3,3,187,5.1002
1999,11,3,4,203,6.2425
1999,11,3,5,182,5.8835
1999,12,1,1,603,17.2629
1999,12,1,2,486,24.4867
1999,12,1,3,384,14.0937
1999,12,1,4,462,15.2723
1999,12,1,5,504,7.1184
1999,12,2,1,143,11.8962
1999,12,2,2,148,11.6527
1999,12,2,3,165,14.3237
