year,month,rank_ME,rank_PDA,nstocks,ret_vw
1997,3,3,3,187,-2.9766
1997,3,3,4,198,-3.4137
1997,3,3,5,120,-2.6244
1997,4,1,1,524,-2.7871
1997,4,1,2,414,-3.5957
1997,4,1,3,314,-4.9788
1997,4,1,4,389,-4.2069
1997,4,1,5,757,-3.4499
1997,4,2,1,165,0.5744
1997,4,2,2,167,0.6405
1997,4,2,3,188,-2.6226
1997,4,2,4,169,2.3765
1997,4,2,5,211,0.5900
1997,4,3,1,128,5.0930
1997,4,3,2,188,4.5792
1997,4,3,3,187,8.1978
1997,4,3,4,198,3.9732
1997,4,3,5,120,0.1236
1997,5,1,1,522,11.0947
1997,5,1,2,410,8.3598
1997,5,1,3,313,10.8635
1997,5,1,4,388,11.0282
1997,5,1,5,747,11.0796
1997,5,2,1,165,13.0190
1997,5,2,2,166,11.9386
1997,5,2,3,187,13.5198
1997,5,2,4,169,11.8162
1997,5,2,5,209,13.6162
1997,5,3,1,128,9.1349
1997,5,3,2,186,4.6791
1997,5,3,3,187,6.4957
1997,5,3,4,198,6.1786
1997,5,3,5,120,7.8588
1997,6,1,1,517,6.0563
1997,6,1,2,409,6.5800
1997,6,1,3,312,4.1495
1997,6,1,4,387,5.0168
1997,6,1,5,739,5.2197
1997,6,2,1,164,4.7237
1997,6,2,2,165,4.2236
1997,6,2,3,186,3.2108
1997,6,2,4,168,2.6631
1997,6,2,5,209,5.4833
1997,6,3,1,128,5.0722
1997,6,3,2,185,3.5785
1997,6,3,3,186,3.4921
1997,6,3,4,198,4.9939
1997,6,3,5,119,1.6056
1997,7,1,1,609,7.3529
1997,7,1,2,497,4.3325
1997,7,1,3,417,3.4569
1997,7,1,4,354,4.7413
1997,7,1,5,879,6.2390
1997,7,2,1,167,7.1105
1997,7,2,2,156,4.6917
1997,7,2,3,172,6.9056
1997,7,2,4,146,5.0801
1997,7,2,5,203,5.1742
1997,7,3,1,136,10.3968
1997,7,3,2,218,9.6600
1997,7,3,3,212,5.6073
1997,7,3,4,192,5.3902
1997,7,3,5,155,7.5667
1997,8,1,1,606,6.9268
1997,8,1,2,489,5.0174
1997,8,1,3,411,6.5000
1997,8,1,4,348,3.3858
1997,8,1,5,876,4.1615
1997,8,2,1,164,4.0637
1997,8,2,2,156,2.9131
1997,8,2,3,171,4.8978
1997,8,2,4,146,3.7577
1997,8,2,5,201,2.8096
1997,8,3,1,136,-1.8482
1997,8,3,2,216,-4.1424
1997,8,3,3,210,-6.5617
1997,8,3,4,192,-2.7509
1997,8,3,5,155,-1.4896
1997,9,1,1,604,7.9086
1997,9,1,2,484,8.8543
1997,9,1,3,405,10.4620
1997,9,1,4,345,8.5281
1997,9,1,5,871,9.0260
1997,9,2,1,159,6.5481
1997,9,2,2,153,8.1425
1997,9,2,3,171,6.9505
1997,9,2,4,145,7.2281
1997,9,2,5,196,8.3280
1997,9,3,1,135,5.9208
1997,9,3,2,214,4.1476
1997,9,3,3,208,4.5083
1997,9,3,4,189,4.8714
1997,9,3,5,155,6.2901
1997,10,1,1,600,-3.7316
1997,10,1,2,478,-4.0559
1997,10,1,3,402,-3.9091
1997,10,1,4,343,-5.2178
1997,10,1,5,865,-3.5261
1997,10,2,1,158,-5.3475
1997,10,2,2,153,-3.6325
1997,10,2,3,171,-6.5835
1997,10,2,4,145,-3.8875
1997,10,2,5,193,-5.5619
1997,10,3,1,132,-5.2302
1997,10,3,2,212,-4.8862
1997,10,3,3,208,-1.8424
1997,10,3,4,188,-3.2950
1997,10,3,5,155,-5.1793
1997,11,1,1,598,-0.8549
1997,11,1,2,466,-2.9317
1997,11,1,3,396,-4.4670
1997,11,1,4,338,-3.5781
1997,11,1,5,860,-3.7297
1997,11,2,1,155,-1.8941
1997,11,2,2,151,-0.8308
1997,11,2,3,170,-1.7534
1997,11,2,4,144,-1.4387
1997,11,2,5,192,-1.8999
1997,11,3,1,132,0.9248
1997,11,3,2,212,5.9437
1997,11,3,3,207,5.0788
1997,11,3,4,187,3.4655
1997,11,3,5,153,1.7689
1997,12,1,1,596,-1.7139
1997,12,1,2,460,-5.9570
1997,12,1,3,394,-4.7615
1997,12,1,4,335,-5.0105
1997,12,1,5,853,-3.1444
1997,12,2,1,153,-2.1195
1997,12,2,2,149,1.0046
1997,12,2,3,170,-0.3590
1997,12,2,4,141,0.9723
1997,12,2,5,191,-0.7851
1997,12,3,1,131,0.9042
1997,12,3,2,212,0.0535
1997,12,3,3,206,2.7913
1997,12,3,4,186,0.5138
1997,12,3,5,153,-1.1962
1998,1,1,1,588,0.0240
1998,1,1,2,455,0.2068
1998,1,1,3,389,-1.3893
1998,1,1,4,331,-0.1566
1998,1,1,5,838,-0.6219
1998,1,2,1,150,-1.2040
1998,1,2,2,145,1.3872
1998,1,2,3,169,-1.5797
1998,1,2,4,139,-1.1841
1998,1,2,5,189,-2.1931
1998,1,3,1,131,1.4219
1998,1,3,2,212,4.0184
1998,1,3,3,206,0.3547
1998,1,3,4,185,0.2240
1998,1,3,5,152,0.9983
1998,2,1,1,577,6.8031
1998,2,1,2,446,5.1322
1998,2,1,3,384,7.7508
1998,2,1,4,331,5.5982
1998,2,1,5,833,5.1780
1998,2,2,1,149,8.8927
1998,2,2,2,144,7.5996
1998,2,2,3,169,10.2200
1998,2,2,4,137,6.2884
1998,2,2,5,186,8.5144
1998,2,3,1,131,7.0861
1998,2,3,2,210,6.6601
1998,2,3,3,205,7.1609
1998,2,3,4,184,6.0249
1998,2,3,5,152,8.0594
1998,3,1,1,569,5.4266
1998,3,1,2,436,3.5392
1998,3,1,3,380,3.2731
1998,3,1,4,329,3.6015
1998,3,1,5,828,5.6502
1998,3,2,1,149,4.1081
1998,3,2,2,144,3.5329
1998,3,2,3,167,4.3024
1998,3,2,4,137,3.9069
1998,3,2,5,184,3.7013
1998,3,3,1,131,5.6367
1998,3,3,2,210,3.1565
1998,3,3,3,205,4.8314
1998,3,3,4,183,5.2624
1998,3,3,5,152,6.0506
1998,4,1,1,565,1.1995
1998,4,1,2,427,3.9907
1998,4,1,3,371,3.1930
1998,4,1,4,325,1.0346
1998,4,1,5,818,3.4619
1998,4,2,1,148,2.9270
1998,4,2,2,144,0.4090
1998,4,2,3,164,0.1664
1998,4,2,4,137,-1.1688
1998,4,2,5,181,0.2120
1998,4,3,1,130,1.2656
1998,4,3,2,208,1.4380
1998,4,3,3,203,0.0651
1998,4,3,4,183,0.6407
1998,4,3,5,152,1.9611
1998,5,1,1,558,-4.1182
1998,5,1,2,422,-4.1115
1998,5,1,3,361,-6.4227
1998,5,1,4,324,-4.3604
1998,5,1,5,811,-4.5575
1998,5,2,1,148,-6.2130
1998,5,2,2,143,-5.6065
1998,5,2,3,162,-4.8190
1998,5,2,4,137,-5.4145
1998,5,2,5,180,-6.8220
1998,5,3,1,130,-1.4987
1998,5,3,2,206,-3.6282
1998,5,3,3,203,-1.1096
1998,5,3,4,183,-1.5428
1998,5,3,5,152,-5.0137
1998,6,1,1,552,-0.9578
1998,6,1,2,420,-1.5183
1998,6,1,3,359,-2.8976
1998,6,1,4,320,-1.9040
1998,6,1,5,805,-1.0985
1998,6,2,1,148,0.0785
1998,6,2,2,142,1.0949
1998,6,2,3,161,-2.1798
1998,6,2,4,137,-1.2231
1998,6,2,5,179,0.7250
1998,6,3,1,130,3.6245
1998,6,3,2,204,6.5678
1998,6,3,3,202,3.6692
1998,6,3,4,183,0.6565
1998,6,3,5,149,1.9386
1998,7,1,1,615,-7.7763
1998,7,1,2,540,-7.2271
1998,7,1,3,444,-6.6589
1998,7,1,4,350,-8.4406
1998,7,1,5,873,-7.0160
1998,7,2,1,176,-7.5438
1998,7,2,2,178,-8.9526
1998,7,2,3,174,-7.1311
1998,7,2,4,175,-8.2881
1998,7,2,5,211,-9.4202
1998,7,3,1,184,0.1115
1998,7,3,2,212,-1.4771
1998,7,3,3,212,-2.1933
1998,7,3,4,185,-2.1767
1998,7,3,5,147,-5.4984
1998,8,1,1,606,-19.6433
1998,8,1,2,528,-22.1987
1998,8,1,3,438,-24.2615
1998,8,1,4,347,-21.6320
1998,8,1,5,866,-21.2965
1998,8,2,1,175,-20.4449
1998,8,2,2,177,-19.1069
1998,8,2,3,173,-19.2658
1998,8,2,4,174,-18.9781
1998,8,2,5,211,-21.3903
1998,8,3,1,180,-17.0078
1998,8,3,2,212,-11.5637
1998,8,3,3,211,-12.3720
1998,8,3,4,182,-12.8100
1998,8,3,5,147,-16.8198
1998,9,1,1,602,3.2305
1998,9,1,2,515,3.6291
1998,9,1,3,434,7.6163
1998,9,1,4,346,3.1915
1998,9,1,5,857,3.2894
1998,9,2,1,173,7.6268
1998,9,2,2,177,7.9771
1998,9,2,3,168,6.6740
1998,9,2,4,173,8.3624
1998,9,2,5,209,6.6702
1998,9,3,1,179,9.8493
1998,9,3,2,210,8.6131
1998,9,3,3,211,5.8579
1998,9,3,4,181,7.5535
1998,9,3,5,146,5.7374
1998,10,1,1,599,3.2889
1998,10,1,2,498,2.9149
1998,10,1,3,422,3.1317
1998,10,1,4,343,4.6195
1998,10,1,5,845,2.1977
1998,10,2,1,171,4.1646
1998,10,2,2,177,3.3560
1998,10,2,3,168,7.6615
1998,10,2,4,172,7.6180
1998,10,2,5,208,5.9956
1998,10,3,1,177,6.9705
1998,10,3,2,209,6.6884
1998,10,3,3,210,8.1733
1998,10,3,4,180,7.1681
1998,10,3,5,145,4.6057
1998,11,1,1,593,8.3643
1998,11,1,2,481,10.7233
1998,11,1,3,410,11.7448
1998,11,1,4,339,6.0859
1998,11,1,5,831,8.2566
1998,11,2,1,169,7.9490
1998,11,2,2,176,6.8047
1998,11,2,3,167,6.2062
1998,11,2,4,172,5.0106
1998,11,2,5,207,4.4687
1998,11,3,1,176,6.5567
1998,11,3,2,207,8.1615
1998,11,3,3,207,4.0865
1998,11,3,4,180,5.1869
1998,11,3,5,144,6.1566
1998,12,1,1,580,3.2535
1998,12,1,2,475,1.2730
1998,12,1,3,405,5.2804
1998,12,1,4,337,1.8534
1998,12,1,5,821,0.1794
1998,12,2,1,168,4.6044
1998,12,2,2,175,7.1387
1998,12,2,3,167,6.7600
1998,12,2,4,172,6.6457
1998,12,2,5,206,4.5393
1998,12,3,1,174,11.9476
1998,12,3,2,206,6.9714
1998,12,3,3,207,6.7509
1998,12,3,4,179,6.7728
1998,12,3,5,143,2.8261
1999,1,1,1,572,7.1062
1999,1,1,2,461,5.2193
1999,1,1,3,398,7.8489
1999,1,1,4,333,3.9199
1999,1,1,5,806,5.7187
1999,1,2,1,167,5.5261
1999,1,2,2,175,0.3968
1999,1,2,3,166,2.1066
1999,1,2,4,169,-1.0877
1999,1,2,5,205,0.4437
1999,1,3,1,173,7.6326
1999,1,3,2,206,7.1548
1999,1,3,3,207,2.4996
1999,1,3,4,179,1.3700
1999,1,3,5,142,1.9103
1999,2,1,1,562,-8.4226
1999,2,1,2,453,-6.8319
1999,2,1,3,388,-7.8851
1999,2,1,4,321,-6.6769
1999,2,1,5,795,-7.5485
1999,2,2,1,166,-7.9038
1999,2,2,2,175,-9.2273
1999,2,2,3,165,-7.3897
1999,2,2,4,167,-10.5113
1999,2,2,5,204,-10.8518
1999,2,3,1,173,-6.3175
1999,2,3,2,204,-5.2615
1999,2,3,3,206,-3.9609
1999,2,3,4,177,-1.3223
1999,2,3,5,140,-3.9235
1999,3,1,1,557,-3.6085
1999,3,1,2,445,-4.1153
1999,3,1,3,381,-1.0404
1999,3,1,4,316,-2.3754
1999,3,1,5,785,-5.3892
1999,3,2,1,164,0.2682
1999,3,2,2,175,-0.5794
1999,3,2,3,164,0.4517
1999,3,2,4,163,0.2001
1999,3,2,5,204,-0.8641
1999,3,3,1,172,4.7948
1999,3,3,2,204,5.6813
1999,3,3,3,206,1.3395
1999,3,3,4,177,5.1234
1999,3,3,5,140,3.3989
1999,4,1,1,547,10.3779
1999,4,1,2,439,9.3860
1999,4,1,3,368,6.7921
1999,4,1,4,311,9.0237
1999,4,1,5,776,11.0602
1999,4,2,1,163,8.3576
1999,4,2,2,171,7.0241
1999,4,2,3,162,9.4030
1999,4,2,4,162,8.1202
1999,4,2,5,199,8.5592
1999,4,3,1,168,1.7852
1999,4,3,2,201,1.5831
1999,4,3,3,206,5.5255
1999,4,3,4,176,3.5526
1999,4,3,5,139,8.8744
1999,5,1,1,540,4.8480
1999,5,1,2,434,5.5620
1999,5,1,3,360,4.8695
1999,5,1,4,307,4.6012
1999,5,1,5,766,5.9205
1999,5,2,1,163,3.1170
1999,5,2,2,168,5.1256
1999,5,2,3,162,1.1173
1999,5,2,4,162,2.9399
1999,5,2,5,197,2.8937
1999,5,3,1,168,-3.1181
1999,5,3,2,200,-3.0593
1999,5,3,3,205,-0.6431
1999,5,3,4,173,0.8380
1999,5,3,5,138,-0.5268
1999,6,1,1,530,6.0804
1999,6,1,2,429,6.4293
1999,6,1,3,352,5.5327
1999,6,1,4,304,9.5504
1999,6,1,5,760,9.0523
1999,6,2,1,162,6.7066
1999,6,2,2,167,6.3830
1999,6,2,3,161,6.1012
1999,6,2,4,161,7.9484
1999,6,2,5,197,9.6088
1999,6,3,1,167,4.6064
1999,6,3,2,200,7.6141
1999,6,3,3,204,3.7630
1999,6,3,4,173,4.2083
1999,6,3,5,136,7.2518
1999,7,1,1,476,2.1936
1999,7,1,2,514,3.1020
1999,7,1,3,439,2.5260
1999,7,1,4,369,2.3193
1999,7,1,5,777,0.1657
1999,7,2,1,202,0.3197
1999,7,2,2,195,-1.3130
1999,7,2,3,188,-1.2570
1999,7,2,4,141,-0.5834
1999,7,2,5,191,-4.0432
1999,7,3,1,178,-3.8692
1999,7,3,2,195,-3.8607
1999,7,3,3,220,-0.6002
1999,7,3,4,201,-1.8043
1999,7,3,5,130,-2.2211
1999,8,1,1,472,-2.8410
1999,8,1,2,505,-2.6008
1999,8,1,3,432,0.3037
1999,8,1,4,367,-2.6858
1999,8,1,5,768,-2.2025
1999,8,2,1,201,-0.9758
1999,8,2,2,192,-3.1679
1999,8,2,3,187,-3.2296
1999,8,2,4,138,-3.4058
1999,8,2,5,188,-3.4211
1999,8,3,1,177,1.4704
1999,8,3,2,194,1.3958
1999,8,3,3,219,1.5064
1999,8,3,4,199,-3.5500
1999,8,3,5,129,0.3451
1999,9,1,1,467,-0.6876
1999,9,1,2,500,-1.6493
1999,9,1,3,423,1.2001
1999,9,1,4,360,-3.0711
1999,9,1,5,760,-2.3173
1999,9,2,1,200,-0.3278
1999,9,2,2,189,0.2316
1999,9,2,3,181,1.7113
1999,9,2,4,137,0.4297
1999,9,2,5,187,-1.8866
1999,9,3,1,176,-0.6481
1999,9,3,2,191,-0.3514
1999,9,3,3,217,-5.9949
1999,9,3,4,196,-1.1165
1999,9,3,5,129,-2.2158
1999,10,1,1,457,-0.3691
1999,10,1,2,491,-0.5517
1999,10,1,3,414,-2.8270
1999,10,1,4,356,-1.4837
1999,10,1,5,747,-2.5737
1999,10,2,1,199,-0.9123
1999,10,2,2,188,1.2563
1999,10,2,3,178,-1.0189
1999,10,2,4,137,-3.2858
1999,10,2,5,187,-3.8888
1999,10,3,1,176,6.9372
1999,10,3,2,190,7.6852
1999,10,3,3,214,6.8705
1999,10,3,4,196,0.4948
1999,10,3,5,127,0.9251
1999,11,1,1,452,10.9113
1999,11,1,2,482,18.2493
1999,11,1,3,404,13.5076
1999,11,1,4,353,14.3447
1999,11,1,5,744,10.6768
1999,11,2,1,198,8.7154
1999,11,2,2,186,11.1498
1999,11,2,3,176,9.4057
1999,11,2,4,137,6.8565
1999,11,2,5,186,6.5272
1999,11,3,1,175,10.8667
1999,11,3,2,187,1.5877
1999,11,3,3,214,3.2995
1999,11,3,4,194,2.8799
1999,11,3,5,125,6.0150
1999,12,1,1,446,16.6331
1999,12,1,2,474,23.7765
1999,12,1,3,396,16.5215
1999,12,1,4,352,13.0362
1999,12,1,5,734,9.9353
1999,12,2,1,196,17.2900
1999,12,2,2,184,11.0246
1999,12,2,3,171,12.1142
1999,12,2,4,131,6.0733
1999,12,2,5,182,9.5704
1999,12,3,1,175,14.3694
1999,12,3,2,186,12.3942
1999,12,3,3,211,2.0340
1999,12,3,4,192,1.6256
1999,12,3,5,123,19.8108
2000,1,1,1,442,1.8366
2000,1,1,2,468,16.2509
2000,1,1,3,392,12.0489
2000,1,1,4,348,5.9818
2000,1,1,5,720,6.3994
2000,1,2,1,190,1.4806
2000,1,2,2,182,-5.0944
2000,1,2,3,170,0.3334
2000,1,2,4,131,1.4421
2000,1,2,5,179,-1.2728
2000,1,3,1,175,-4.4624
2000,1,3,2,184,-9.0548
2000,1,3,3,209,0.5150
2000,1,3,4,192,-4.1753
2000,1,3,5,122,-7.5984
2000,2,1,1,439,20.3227
2000,2,1,2,461,49.3432
2000,2,1,3,387,42.9974
2000,2,1,4,347,21.9746
2000,2,1,5,715,22.0609
2000,2,2,1,189,22.2177
2000,2,2,2,181,20.1417
2000,2,2,3,169,20.5053
2000,2,2,4,130,18.0934
2000,2,2,5,177,14.3036
2000,2,3,1,173,11.0887
2000,2,3,2,184,1.8342
2000,2,3,3,207,-1.6140
2000,2,3,4,192,-3.4379
2000,2,3,5,120,1.3025
2000,3,1,1,429,-2.4897
2000,3,1,2,457,-19.9971
2000,3,1,3,379,-8.9304
2000,3,1,4,345,-8.5275
2000,3,1,5,707,-7.2266
2000,3,2,1,185,-12.1963
2000,3,2,2,179,-6.6311
2000,3,2,3,167,-7.5521
2000,3,2,4,127,-2.6269
2000,3,2,5,177,-1.1326
2000,3,3,1,170,7.9057
2000,3,3,2,182,9.8458
2000,3,3,3,207,4.5159
2000,3,3,4,192,8.2400
2000,3,3,5,120,7.8257
2000,4,1,1,423,-16.9474
2000,4,1,2,450,-17.6405
2000,4,1,3,377,-19.5741
2000,4,1,4,342,-11.6182
2000,4,1,5,699,-14.0858
2000,4,2,1,180,-4.7947
2000,4,2,2,178,-9.0750
2000,4,2,3,166,-5.2114
2000,4,2,4,127,-7.5184
2000,4,2,5,175,-6.1620
2000,4,3,1,167,-6.7157
2000,4,3,2,182,-5.3036
2000,4,3,3,205,-0.5730
2000,4,3,4,192,0.4803
2000,4,3,5,119,-7.1194
2000,5,1,1,419,-9.6605
2000,5,1,2,448,-13.3075
2000,5,1,3,376,-12.0522
2000,5,1,4,338,-8.9339
2000,5,1,5,689,-8.8730
2000,5,2,1,179,-9.8418
2000,5,2,2,174,-6.7076
2000,5,2,3,165,-5.6126
2000,5,2,4,123,-5.7273
2000,5,2,5,173,-5.4120
2000,5,3,1,165,-10.7953
2000,5,3,2,181,-3.5811
2000,5,3,3,203,-1.4670
2000,5,3,4,191,-1.2435
2000,5,3,5,119,-3.3423
2000,6,1,1,416,18.2956
2000,6,1,2,443,32.0800
2000,6,1,3,373,33.0555
2000,6,1,4,332,17.4757
2000,6,1,5,680,17.4551
2000,6,2,1,177,13.9772
2000,6,2,2,173,8.1319
2000,6,2,3,163,12.8444
2000,6,2,4,120,10.9789
2000,6,2,5,172,4.1128
2000,6,3,1,164,7.0540
2000,6,3,2,181,6.6173
2000,6,3,3,203,3.8115
2000,6,3,4,191,1.1553
2000,6,3,5,118,-3.1814
2000,7,1,1,414,0.7146
2000,7,1,2,426,-0.3615
2000,7,1,3,364,-3.8770
2000,7,1,4,317,-3.3528
2000,7,1,5,749,-1.3998
2000,7,2,1,153,-0.7358
2000,7,2,2,169,-2.3582
2000,7,2,3,204,-2.8014
2000,7,2,4,172,-1.5418
2000,7,2,5,194,-3.4925
2000,7,3,1,168,-0.4155
2000,7,3,2,207,-3.2663
2000,7,3,3,248,-5.3633
2000,7,3,4,215,-2.6071
2000,7,3,5,164,-5.9926
2000,8,1,1,409,6.3494
2000,8,1,2,421,7.9623
2000,8,1,3,362,9.7592
2000,8,1,4,314,10.9123
2000,8,1,5,742,5.6870
2000,8,2,1,152,5.8952
2000,8,2,2,169,8.8677
2000,8,2,3,201,7.5265
2000,8,2,4,172,6.1996
2000,8,2,5,191,9.0003
2000,8,3,1,167,8.7712
2000,8,3,2,205,6.7828
2000,8,3,3,246,6.9913
2000,8,3,4,211,3.7190
2000,8,3,5,161,8.5470
2000,9,1,1,404,-4.9700
2000,9,1,2,414,-3.2102
2000,9,1,3,357,-3.4151
2000,9,1,4,309,-5.1099
2000,9,1,5,736,-3.4888
2000,9,2,1,149,-0.8290
2000,9,2,2,167,-3.2451
2000,9,2,3,199,-2.9006
2000,9,2,4,170,-1.9876
2000,9,2,5,191,-5.3110
2000,9,3,1,164,-8.2117
2000,9,3,2,204,-5.2403
2000,9,3,3,243,-9.8649
2000,9,3,4,210,1.2239
2000,9,3,5,160,-9.2677
2000,10,1,1,396,-6.2412
2000,10,1,2,404,-7.2783
2000,10,1,3,351,-9.2292
2000,10,1,4,305,-9.9768
2000,10,1,5,729,-7.8047
2000,10,2,1,149,-4.0222
2000,10,2,2,162,-5.7694
2000,10,2,3,199,-2.7740
2000,10,2,4,168,0.5520
2000,10,2,5,190,-4.4439
2000,10,3,1,160,-4.3861
2000,10,3,2,203,-4.2027
2000,10,3,3,240,2.2019
2000,10,3,4,209,0.8690
2000,10,3,5,158,-4.8495
2000,11,1,1,382,-9.6101
2000,11,1,2,395,-13.6318
2000,11,1,3,345,-11.2390
2000,11,1,4,299,-10.8390
2000,11,1,5,714,-10.4226
2000,11,2,1,149,-8.4361
2000,11,2,2,160,-10.3468
2000,11,2,3,197,-7.8800
2000,11,2,4,167,-4.1259
2000,11,2,5,186,-10.5327
2000,11,3,1,158,-14.2729
2000,11,3,2,201,-11.6281
2000,11,3,3,238,-7.3800
2000,11,3,4,207,-4.7304
2000,11,3,5,158,-16.9196
2000,12,1,1,378,-1.8648
2000,12,1,2,385,-1.1014
2000,12,1,3,334,-5.9708
2000,12,1,4,292,-1.2240
2000,12,1,5,708,-0.2236
2000,12,2,1,149,9.4026
2000,12,2,2,159,7.7545
2000,12,2,3,195,5.9484
2000,12,2,4,167,6.6219
2000,12,2,5,183,9.0456
2000,12,3,1,158,-3.9138
2000,12,3,2,200,0.1971
2000,12,3,3,238,-0.8181
2000,12,3,4,202,0.7893
2000,12,3,5,158,1.1688
2001,1,1,1,375,19.5238
2001,1,1,2,378,21.8013
2001,1,1,3,329,16.2337
2001,1,1,4,288,17.2788
2001,1,1,5,695,16.1737
2001,1,2,1,146,6.7822
2001,1,2,2,156,7.5760
2001,1,2,3,193,5.8239
2001,1,2,4,165,3.9998
2001,1,2,5,182,7.4857
2001,1,3,1,158,2.8326
2001,1,3,2,197,9.8456
2001,1,3,3,237,3.7057
2001,1,3,4,202,2.0214
2001,1,3,5,158,9.1679
2001,2,1,1,367,-1.8591
2001,2,1,2,373,-9.1226
2001,2,1,3,317,-8.0498
2001,2,1,4,282,-3.8434
2001,2,1,5,685,-5.8051
2001,2,2,1,145,-3.3000
2001,2,2,2,152,-5.6364
2001,2,2,3,192,-6.9443
2001,2,2,4,162,-3.5107
2001,2,2,5,182,-4.6005
2001,2,3,1,158,-11.8806
2001,2,3,2,196,-10.0311
2001,2,3,3,235,-10.5441
2001,2,3,4,202,-6.6863
2001,2,3,5,158,-11.9137
2001,3,1,1,365,-4.4105
2001,3,1,2,365,-5.1755
2001,3,1,3,313,-7.6951
2001,3,1,4,279,-3.4603
2001,3,1,5,680,-2.6368
2001,3,2,1,143,-4.0651
2001,3,2,2,149,-4.0667
2001,3,2,3,192,-4.1064
2001,3,2,4,159,-4.9747
2001,3,2,5,182,-4.8186
2001,3,3,1,158,-10.8339
2001,3,3,2,195,-8.0567
2001,3,3,3,232,-6.7454
2001,3,3,4,201,-5.1331
2001,3,3,5,156,-9.5247
2001,4,1,1,358,10.3968
2001,4,1,2,355,5.0672
2001,4,1,3,308,8.6014
2001,4,1,4,277,5.5858
2001,4,1,5,672,4.4318
2001,4,2,1,141,8.0350
2001,4,2,2,148,7.8624
2001,4,2,3,192,8.7757
2001,4,2,4,159,7.8802
2001,4,2,5,182,5.9588
2001,4,3,1,158,10.8868
2001,4,3,2,194,10.0799
2001,4,3,3,231,9.3033
2001,4,3,4,200,6.6579
2001,4,3,5,154,11.1004
2001,5,1,1,354,10.8001
2001,5,1,2,344,10.4751
2001,5,1,3,301,12.5718
2001,5,1,4,271,14.9180
2001,5,1,5,659,10.4253
2001,5,2,1,139,4.6992
2001,5,2,2,144,3.0056
2001,5,2,3,192,2.6643
2001,5,2,4,159,4.0055
2001,5,2,5,180,6.3847
2001,5,3,1,158,1.4182
2001,5,3,2,193,0.4263
2001,5,3,3,229,-1.1933
2001,5,3,4,200,0.6377
2001,5,3,5,154,-0.4044
2001,6,1,1,350,1.5905
2001,6,1,2,332,2.8689
2001,6,1,3,298,1.9879
2001,6,1,4,266,3.0658
2001,6,1,5,649,3.4435
2001,6,2,1,136,6.2601
2001,6,2,2,143,4.5139
2001,6,2,3,189,3.7449
2001,6,2,4,159,4.8151
2001,6,2,5,178,4.1992
2001,6,3,1,158,-2.0493
2001,6,3,2,193,-2.3402
2001,6,3,3,228,-1.3107
2001,6,3,4,199,-3.7701
2001,6,3,5,151,-7.3549
2001,7,1,1,378,0.1096
2001,7,1,2,460,-5.1512
2001,7,1,3,363,-5.6270
2001,7,1,4,292,-1.0927
2001,7,1,5,684,-2.9017
2001,7,2,1,143,-5.1614
2001,7,2,2,185,-6.8184
2001,7,2,3,178,-4.3967
2001,7,2,4,170,-5.2790
2001,7,2,5,217,-7.3496
2001,7,3,1,153,-3.9463
2001,7,3,2,200,0.0114
2001,7,3,3,200,-1.2101
2001,7,3,4,171,-1.6879
2001,7,3,5,134,-3.4039
2001,8,1,1,374,0.0626
2001,8,1,2,449,-6.6604
2001,8,1,3,353,-4.6200
2001,8,1,4,288,-4.8059
2001,8,1,5,677,-2.8980
2001,8,2,1,143,-3.5554
2001,8,2,2,184,-3.2657
2001,8,2,3,178,-4.1543
2001,8,2,4,168,-1.7431
2001,8,2,5,215,-4.1304
2001,8,3,1,151,-9.8026
2001,8,3,2,200,-6.8368
2001,8,3,3,200,-5.1537
2001,8,3,4,171,-5.8345
2001,8,3,5,134,-6.2748
2001,9,1,1,369,-13.9958
2001,9,1,2,428,-15.5692
2001,9,1,3,344,-15.8896
2001,9,1,4,279,-15.7276
2001,9,1,5,663,-11.8713
2001,9,2,1,142,-15.7291
2001,9,2,2,182,-16.8400
2001,9,2,3,178,-16.6967
2001,9,2,4,166,-14.3936
2001,9,2,5,215,-19.4747
2001,9,3,1,149,-15.3713
2001,9,3,2,196,-7.7711
2001,9,3,3,198,-11.8409
2001,9,3,4,169,-4.7605
2001,9,3,5,133,-11.6932
2001,10,1,1,368,7.7578
2001,10,1,2,420,10.4184
2001,10,1,3,342,8.1650
2001,10,1,4,273,6.6523
2001,10,1,5,653,8.8926
2001,10,2,1,141,6.2865
2001,10,2,2,180,9.2502
2001,10,2,3,177,8.8053
2001,10,2,4,166,5.8752
2001,10,2,5,213,7.6799
2001,10,3,1,148,7.7867
2001,10,3,2,195,5.0137
2001,10,3,3,198,3.7673
2001,10,3,4,169,0.7230
2001,10,3,5,132,4.5585
2001,11,1,1,363,8.2409
2001,11,1,2,414,9.1597
2001,11,1,3,336,6.3924
2001,11,1,4,272,7.6491
2001,11,1,5,648,5.1212
2001,11,2,1,140,10.4567
2001,11,2,2,180,8.4890
2001,11,2,3,177,8.9091
2001,11,2,4,164,7.3737
2001,11,2,5,212,11.6107
2001,11,3,1,146,10.9244
2001,11,3,2,195,7.6938
2001,11,3,3,197,10.2940
2001,11,3,4,167,4.2079
2001,11,3,5,132,8.7360
2001,12,1,1,358,4.8872
2001,12,1,2,399,9.9044
2001,12,1,3,331,8.7777
2001,12,1,4,267,6.1128
2001,12,1,5,637,7.3774
2001,12,2,1,140,6.0226
2001,12,2,2,178,5.9526
