year,month,rank_ME,rank_PDA,nstocks,ret_vw
1979,9,1,2,241,-0.1206
1979,9,1,3,169,-0.4287
1979,9,1,4,211,-0.6601
1979,9,1,5,452,-2.2383
1979,9,2,1,102,0.8516
1979,9,2,2,88,-1.2791
1979,9,2,3,109,-1.4478
1979,9,2,4,90,-0.9052
1979,9,2,5,136,2.5400
1979,9,3,1,93,1.4849
1979,9,3,2,160,-1.1304
1979,9,3,3,153,1.0100
1979,9,3,4,158,0.0257
1979,9,3,5,83,-0.6855
1979,10,1,1,420,-10.5228
1979,10,1,2,240,-11.4926
1979,10,1,3,169,-9.2454
1979,10,1,4,210,-9.9891
1979,10,1,5,449,-11.3371
1979,10,2,1,101,-10.8395
1979,10,2,2,88,-9.2703
1979,10,2,3,109,-8.4923
1979,10,2,4,90,-11.4486
1979,10,2,5,135,-9.7820
1979,10,3,1,93,-8.1010
1979,10,3,2,160,-6.3813
1979,10,3,3,152,-4.9024
1979,10,3,4,157,-5.9041
1979,10,3,5,83,-8.9895
1979,11,1,1,419,7.7344
1979,11,1,2,238,7.0784
1979,11,1,3,169,4.9668
1979,11,1,4,211,8.0975
1979,11,1,5,450,9.3203
1979,11,2,1,101,10.9039
1979,11,2,2,88,7.4904
1979,11,2,3,109,7.4149
1979,11,2,4,90,6.7411
1979,11,2,5,136,10.5541
1979,11,3,1,93,4.7238
1979,11,3,2,160,5.4089
1979,11,3,3,152,5.7303
1979,11,3,4,157,5.5975
1979,11,3,5,83,7.1182
1979,12,1,1,418,7.5267
1979,12,1,2,235,8.2300
1979,12,1,3,168,7.1499
1979,12,1,4,211,8.6121
1979,12,1,5,446,6.7011
1979,12,2,1,101,7.7052
1979,12,2,2,88,5.0311
1979,12,2,3,109,4.8290
1979,12,2,4,89,4.1040
1979,12,2,5,135,8.0413
1979,12,3,1,93,4.8113
1979,12,3,2,159,1.9315
1979,12,3,3,151,1.4676
1979,12,3,4,157,0.5522
1979,12,3,5,83,3.6472
1980,1,1,1,416,12.4608
1980,1,1,2,231,9.2169
1980,1,1,3,167,10.2261
1980,1,1,4,209,8.3287
1980,1,1,5,440,12.3958
1980,1,2,1,99,6.4594
1980,1,2,2,87,5.7890
1980,1,2,3,108,5.8227
1980,1,2,4,89,6.1287
1980,1,2,5,134,9.6355
1980,1,3,1,93,9.9842
1980,1,3,2,158,7.0723
1980,1,3,3,150,5.1304
1980,1,3,4,157,4.1922
1980,1,3,5,83,6.0763
1980,2,1,1,413,-0.6701
1980,2,1,2,231,-3.5807
1980,2,1,3,164,-3.5047
1980,2,1,4,203,-1.3872
1980,2,1,5,435,-2.0647
1980,2,2,1,98,0.1559
1980,2,2,2,87,-3.3571
1980,2,2,3,108,-0.7044
1980,2,2,4,89,-3.5717
1980,2,2,5,133,-1.1876
1980,2,3,1,92,-2.0870
1980,2,3,2,156,-0.1433
1980,2,3,3,149,1.9081
1980,2,3,4,156,0.3031
1980,2,3,5,83,-1.5852
1980,3,1,1,408,-19.5473
1980,3,1,2,229,-17.8777
1980,3,1,3,162,-16.2562
1980,3,1,4,202,-19.1336
1980,3,1,5,433,-18.7775
1980,3,2,1,98,-19.3484
1980,3,2,2,87,-14.7800
1980,3,2,3,107,-16.1129
1980,3,2,4,89,-15.2569
1980,3,2,5,132,-19.9475
1980,3,3,1,91,-12.3116
1980,3,3,2,156,-10.7894
1980,3,3,3,149,-10.1543
1980,3,3,4,156,-9.0281
1980,3,3,5,82,-11.5336
1980,4,1,1,406,5.6950
1980,4,1,2,226,6.4200
1980,4,1,3,163,4.5359
1980,4,1,4,203,4.8630
1980,4,1,5,433,6.5585
1980,4,2,1,98,5.3710
1980,4,2,2,86,5.5214
1980,4,2,3,107,4.0430
1980,4,2,4,89,4.7471
1980,4,2,5,131,7.7072
1980,4,3,1,91,2.2384
1980,4,3,2,156,3.8862
1980,4,3,3,149,6.7431
1980,4,3,4,155,4.7268
1980,4,3,5,82,5.2666
1980,5,1,1,405,5.4957
1980,5,1,2,227,7.6540
1980,5,1,3,163,6.7023
1980,5,1,4,204,7.2648
1980,5,1,5,431,5.8786
1980,5,2,1,97,8.4721
1980,5,2,2,86,8.3879
1980,5,2,3,106,8.6435
1980,5,2,4,88,8.9733
1980,5,2,5,131,7.1273
1980,5,3,1,92,4.4772
1980,5,3,2,156,4.4642
1980,5,3,3,149,5.3156
1980,5,3,4,155,7.4048
1980,5,3,5,82,6.3150
1980,6,1,1,402,4.3520
1980,6,1,2,226,4.4701
1980,6,1,3,159,4.2561
1980,6,1,4,204,6.1636
1980,6,1,5,430,2.8355
1980,6,2,1,97,5.1852
1980,6,2,2,85,3.7766
1980,6,2,3,106,3.4104
1980,6,2,4,86,2.2794
1980,6,2,5,131,5.7833
1980,6,3,1,92,2.8628
1980,6,3,2,156,4.3350
1980,6,3,3,149,1.3711
1980,6,3,4,155,3.0796
1980,6,3,5,81,3.6855
1980,7,1,1,440,9.7637
1980,7,1,2,208,11.3459
1980,7,1,3,182,9.6330
1980,7,1,4,182,11.5538
1980,7,1,5,455,11.8860
1980,7,2,1,113,10.9784
1980,7,2,2,118,10.7193
1980,7,2,3,104,11.1711
1980,7,2,4,107,8.5169
1980,7,2,5,124,12.7687
1980,7,3,1,98,9.1171
1980,7,3,2,145,8.7267
1980,7,3,3,174,6.3830
1980,7,3,4,139,4.9485
1980,7,3,5,90,6.9188
1980,8,1,1,439,8.5180
1980,8,1,2,208,7.8259
1980,8,1,3,182,6.7708
1980,8,1,4,182,7.6643
1980,8,1,5,453,8.9849
1980,8,2,1,112,7.8700
1980,8,2,2,118,4.8839
1980,8,2,3,104,3.8709
1980,8,2,4,106,4.9087
1980,8,2,5,124,5.7740
1980,8,3,1,98,2.7197
1980,8,3,2,145,2.1134
1980,8,3,3,174,0.5758
1980,8,3,4,139,1.4841
1980,8,3,5,90,2.4250
1980,9,1,1,435,2.9124
1980,9,1,2,206,4.1656
1980,9,1,3,181,4.2269
1980,9,1,4,180,1.6638
1980,9,1,5,451,3.9279
1980,9,2,1,112,3.7235
1980,9,2,2,117,4.0249
1980,9,2,3,103,2.0762
1980,9,2,4,105,3.5574
1980,9,2,5,124,4.2365
1980,9,3,1,97,4.9014
1980,9,3,2,145,2.6677
1980,9,3,3,174,2.3226
1980,9,3,4,139,1.9665
1980,9,3,5,90,3.4282
1980,10,1,1,431,5.0451
1980,10,1,2,203,3.5249
1980,10,1,3,179,3.1028
1980,10,1,4,180,5.0720
1980,10,1,5,449,5.2440
1980,10,2,1,111,3.3893
1980,10,2,2,116,3.6054
1980,10,2,3,100,1.3119
1980,10,2,4,104,3.2289
1980,10,2,5,124,5.9234
1980,10,3,1,97,0.5773
1980,10,3,2,144,1.9591
1980,10,3,3,174,1.8756
1980,10,3,4,138,1.7185
1980,10,3,5,90,5.5268
1980,11,1,1,429,7.2334
1980,11,1,2,200,4.8400
1980,11,1,3,178,6.4686
1980,11,1,4,180,6.0088
1980,11,1,5,446,7.6353
1980,11,2,1,110,7.9744
1980,11,2,2,116,6.2133
1980,11,2,3,100,5.5578
1980,11,2,4,103,6.9919
1980,11,2,5,124,10.4559
1980,11,3,1,97,14.0137
1980,11,3,2,143,9.0475
1980,11,3,3,173,11.7451
1980,11,3,4,138,9.2980
1980,11,3,5,90,18.6405
1980,12,1,1,427,-4.7263
1980,12,1,2,200,-4.4734
1980,12,1,3,178,-6.2302
1980,12,1,4,180,-4.7961
1980,12,1,5,440,-3.9378
1980,12,2,1,109,-2.8691
1980,12,2,2,115,-0.9691
1980,12,2,3,100,-2.6133
1980,12,2,4,101,-1.4560
1980,12,2,5,124,-5.9218
1980,12,3,1,96,-3.1367
1980,12,3,2,143,-3.9074
1980,12,3,3,173,-3.7416
1980,12,3,4,138,-3.2858
1980,12,3,5,90,-5.1850
1981,1,1,1,423,0.3527
1981,1,1,2,199,1.2180
1981,1,1,3,178,1.3250
1981,1,1,4,180,-0.8972
1981,1,1,5,439,-1.1824
1981,1,2,1,109,-2.4740
1981,1,2,2,115,1.6669
1981,1,2,3,100,0.6871
1981,1,2,4,100,0.7324
1981,1,2,5,124,-4.0861
1981,1,3,1,96,-6.7900
1981,1,3,2,143,-4.2247
1981,1,3,3,173,-4.1732
1981,1,3,4,136,-2.3741
1981,1,3,5,90,-8.2602
1981,2,1,1,417,0.5275
1981,2,1,2,196,0.0055
1981,2,1,3,174,-1.0561
1981,2,1,4,178,-0.1440
1981,2,1,5,437,0.3535
1981,2,2,1,109,1.3520
1981,2,2,2,116,3.3602
1981,2,2,3,100,3.2920
1981,2,2,4,99,1.3317
1981,2,2,5,122,-0.1793
1981,2,3,1,96,2.4362
1981,2,3,2,143,2.8571
1981,2,3,3,173,3.0656
1981,2,3,4,136,1.1520
1981,2,3,5,88,-0.4791
1981,3,1,1,413,7.9261
1981,3,1,2,194,8.3731
1981,3,1,3,172,8.8505
1981,3,1,4,177,7.7976
1981,3,1,5,435,10.1062
1981,3,2,1,108,7.1749
1981,3,2,2,115,7.0531
1981,3,2,3,99,7.4242
1981,3,2,4,99,7.7278
1981,3,2,5,122,9.1120
1981,3,3,1,95,4.6647
1981,3,3,2,142,4.9320
1981,3,3,3,173,5.4489
1981,3,3,4,136,1.6318
1981,3,3,5,87,2.0973
1981,4,1,1,410,4.4126
1981,4,1,2,195,3.4451
1981,4,1,3,170,3.4718
1981,4,1,4,177,3.1533
1981,4,1,5,434,4.8908
1981,4,2,1,106,1.2957
1981,4,2,2,114,2.6638
1981,4,2,3,98,1.0574
1981,4,2,4,99,2.2058
1981,4,2,5,121,2.1622
1981,4,3,1,95,-2.2318
1981,4,3,2,142,-2.9486
1981,4,3,3,172,-2.8722
1981,4,3,4,136,-0.0120
1981,4,3,5,88,-2.5719
1981,5,1,1,405,3.3556
1981,5,1,2,193,5.0006
1981,5,1,3,171,2.1975
1981,5,1,4,176,4.8265
1981,5,1,5,432,4.6741
1981,5,2,1,106,3.2848
1981,5,2,2,114,3.0691
1981,5,2,3,97,4.3524
1981,5,2,4,98,4.3318
1981,5,2,5,121,2.6676
1981,5,3,1,95,0.4821
1981,5,3,2,141,0.4960
1981,5,3,3,172,0.9585
1981,5,3,4,136,-0.2002
1981,5,3,5,87,-0.6629
1981,6,1,1,402,0.3654
1981,6,1,2,192,0.0507
1981,6,1,3,171,0.0552
1981,6,1,4,175,-3.7033
1981,6,1,5,432,-2.8463
1981,6,2,1,106,-4.3531
1981,6,2,2,112,-2.4640
1981,6,2,3,95,0.3220
1981,6,2,4,98,-1.1714
1981,6,2,5,119,-4.1690
1981,6,3,1,95,-3.4019
1981,6,3,2,140,-0.6473
1981,6,3,3,171,-0.3251
1981,6,3,4,136,0.6266
1981,6,3,5,87,-2.8369
1981,7,1,1,478,-2.1318
1981,7,1,2,240,-4.4086
1981,7,1,3,212,-2.4783
1981,7,1,4,198,-1.6220
1981,7,1,5,437,-4.2145
1981,7,2,1,112,-0.9751
1981,7,2,2,107,-0.5569
1981,7,2,3,101,-2.9738
1981,7,2,4,104,-1.6191
1981,7,2,5,130,-2.8172
1981,7,3,1,79,-1.9029
1981,7,3,2,141,-0.1774
1981,7,3,3,182,1.4086
1981,7,3,4,147,1.2834
1981,7,3,5,95,0.1125
1981,8,1,1,474,-8.1191
1981,8,1,2,239,-9.2029
1981,8,1,3,211,-7.9427
1981,8,1,4,195,-7.5505
1981,8,1,5,434,-9.4896
1981,8,2,1,110,-8.9784
1981,8,2,2,107,-6.5362
1981,8,2,3,101,-5.4045
1981,8,2,4,103,-6.9454
1981,8,2,5,130,-7.5886
1981,8,3,1,79,-5.1959
1981,8,3,2,141,-5.8805
1981,8,3,3,181,-4.8235
1981,8,3,4,146,-4.8441
1981,8,3,5,95,-8.4467
1981,9,1,1,469,-8.7291
1981,9,1,2,232,-7.6727
1981,9,1,3,209,-8.9933
1981,9,1,4,194,-8.4103
1981,9,1,5,428,-9.5710
1981,9,2,1,108,-9.7448
1981,9,2,2,107,-6.3583
1981,9,2,3,101,-5.9529
1981,9,2,4,103,-6.4860
1981,9,2,5,131,-9.2745
1981,9,3,1,78,-6.1991
1981,9,3,2,139,-6.0739
1981,9,3,3,180,-4.1890
1981,9,3,4,146,-6.3733
1981,9,3,5,95,-7.2414
1981,10,1,1,464,7.4061
1981,10,1,2,229,6.8980
1981,10,1,3,207,8.6551
1981,10,1,4,193,8.2540
1981,10,1,5,427,7.9851
1981,10,2,1,108,6.9147
1981,10,2,2,107,7.3665
1981,10,2,3,101,6.1597
1981,10,2,4,103,7.7308
1981,10,2,5,130,7.2906
1981,10,3,1,78,0.7138
1981,10,3,2,137,6.4098
1981,10,3,3,180,6.0312
1981,10,3,4,146,4.8193
1981,10,3,5,95,8.3071
1981,11,1,1,465,2.5556
1981,11,1,2,230,2.4509
1981,11,1,3,208,1.7417
1981,11,1,4,193,2.6432
1981,11,1,5,428,-0.3799
1981,11,2,1,109,2.6890
1981,11,2,2,106,4.3122
1981,11,2,3,100,3.5839
1981,11,2,4,101,3.2078
1981,11,2,5,130,2.3773
1981,11,3,1,77,2.4209
1981,11,3,2,137,6.1338
1981,11,3,3,180,3.5319
1981,11,3,4,145,4.9278
1981,11,3,5,95,4.4015
1981,12,1,1,466,-1.2868
1981,12,1,2,228,-0.5007
1981,12,1,3,207,-2.1926
1981,12,1,4,191,-3.1993
1981,12,1,5,426,-1.9638
1981,12,2,1,109,-0.5037
1981,12,2,2,105,-1.2522
1981,12,2,3,99,-0.5662
1981,12,2,4,100,-1.6473
1981,12,2,5,130,-1.9932
1981,12,3,1,77,-0.9654
1981,12,3,2,138,-2.5172
1981,12,3,3,180,-2.9826
1981,12,3,4,144,-3.1387
1981,12,3,5,95,-2.6465
1982,1,1,1,463,0.1123
1982,1,1,2,228,-2.0568
1982,1,1,3,206,-1.7924
1982,1,1,4,189,-1.0863
1982,1,1,5,424,-2.0023
1982,1,2,1,107,-5.8440
1982,1,2,2,104,-2.7689
1982,1,2,3,99,-4.6186
1982,1,2,4,100,-1.8282
1982,1,2,5,130,-4.4902
1982,1,3,1,77,-2.0889
1982,1,3,2,137,-0.7901
1982,1,3,3,180,-1.4660
1982,1,3,4,144,-3.2352
1982,1,3,5,94,-3.9588
1982,2,1,1,462,-2.9799
1982,2,1,2,227,-3.1077
1982,2,1,3,205,-4.5227
1982,2,1,4,186,-3.5763
1982,2,1,5,423,-4.6514
1982,2,2,1,107,-6.5325
1982,2,2,2,105,-3.9199
1982,2,2,3,99,-4.4810
1982,2,2,4,100,-4.1969
1982,2,2,5,130,-4.0596
1982,2,3,1,77,-4.8598
1982,2,3,2,136,-4.1658
1982,2,3,3,179,-5.6825
1982,2,3,4,144,-3.8383
1982,2,3,5,94,-8.1379
1982,3,1,1,457,-1.4624
1982,3,1,2,224,-0.3278
1982,3,1,3,201,-1.4608
1982,3,1,4,183,-0.7634
1982,3,1,5,421,-0.9395
1982,3,2,1,105,-0.5725
1982,3,2,2,104,-0.0383
1982,3,2,3,99,-0.9580
1982,3,2,4,99,1.2415
1982,3,2,5,130,-0.7154
1982,3,3,1,77,2.3916
1982,3,3,2,136,-1.0817
1982,3,3,3,179,0.0336
1982,3,3,4,144,-0.7078
1982,3,3,5,94,-3.4275
1982,4,1,1,453,5.6181
1982,4,1,2,221,6.1153
1982,4,1,3,201,6.7154
1982,4,1,4,183,7.1466
1982,4,1,5,418,5.1394
1982,4,2,1,103,7.1168
1982,4,2,2,104,5.3623
1982,4,2,3,99,4.6641
1982,4,2,4,98,4.7634
1982,4,2,5,128,6.1863
1982,4,3,1,77,5.1663
1982,4,3,2,135,5.0399
1982,4,3,3,179,3.7262
1982,4,3,4,143,3.3663
1982,4,3,5,92,5.7442
1982,5,1,1,449,-1.0741
1982,5,1,2,219,-0.5139
1982,5,1,3,199,-0.3881
1982,5,1,4,183,-1.8020
1982,5,1,5,413,-2.4662
1982,5,2,1,104,-3.5687
1982,5,2,2,104,-1.1355
1982,5,2,3,99,-2.9517
1982,5,2,4,98,-2.8601
1982,5,2,5,128,-4.4207
1982,5,3,1,77,-2.4937
1982,5,3,2,134,-3.2860
1982,5,3,3,178,-2.0044
1982,5,3,4,143,-1.4424
1982,5,3,5,92,-3.8158
1982,6,1,1,443,-1.3174
1982,6,1,2,217,-3.3813
1982,6,1,3,199,-0.8596
1982,6,1,4,181,-3.2927
1982,6,1,5,410,-2.4954
1982,6,2,1,104,-1.8869
1982,6,2,2,104,-0.5446
1982,6,2,3,97,-0.7286
1982,6,2,4,98,-2.0763
1982,6,2,5,128,-1.4729
1982,6,3,1,77,0.8166
1982,6,3,2,134,-2.1193
1982,6,3,3,178,-2.1585
1982,6,3,4,142,-0.7680
1982,6,3,5,93,-4.4468
1982,7,1,1,496,-0.7265
1982,7,1,2,236,-1.3787
1982,7,1,3,180,-1.6214
1982,7,1,4,224,-1.8520
1982,7,1,5,490,-1.9035
1982,7,2,1,115,-1.2883
1982,7,2,2,94,0.0850
1982,7,2,3,88,-1.4612
1982,7,2,4,104,-1.4157
1982,7,2,5,130,-1.9769
1982,7,3,1,93,1.0869
1982,7,3,2,142,-2.5905
1982,7,3,3,163,-3.0385
1982,7,3,4,142,-2.2201
1982,7,3,5,92,-3.2954
1982,8,1,1,493,6.4470
1982,8,1,2,235,6.6551
1982,8,1,3,180,3.7707
1982,8,1,4,222,6.3607
1982,8,1,5,488,5.9195
1982,8,2,1,114,9.5959
1982,8,2,2,93,11.2923
1982,8,2,3,87,11.0477
1982,8,2,4,103,8.7055
1982,8,2,5,130,9.2058
1982,8,3,1,93,11.4061
1982,8,3,2,142,13.3838
1982,8,3,3,163,12.5252
1982,8,3,4,141,11.6945
1982,8,3,5,91,14.1182
1982,9,1,1,493,4.3247
1982,9,1,2,232,2.5592
1982,9,1,3,179,3.6783
1982,9,1,4,221,3.5518
1982,9,1,5,489,2.1762
1982,9,2,1,114,4.0742
1982,9,2,2,92,2.3190
1982,9,2,3,87,3.6871
1982,9,2,4,103,3.7946
1982,9,2,5,130,1.3674
1982,9,3,1,93,1.6779
1982,9,3,2,141,0.8355
1982,9,3,3,162,1.3649
1982,9,3,4,141,0.3181
1982,9,3,5,92,1.0066
1982,10,1,1,488,13.2381
1982,10,1,2,228,13.2541
1982,10,1,3,177,14.0828
1982,10,1,4,218,14.7760
1982,10,1,5,487,12.5424
1982,10,2,1,109,13.3174
1982,10,2,2,91,11.2575
1982,10,2,3,86,12.7707
1982,10,2,4,103,11.8350
1982,10,2,5,130,15.5046
1982,10,3,1,93,12.9062
1982,10,3,2,141,12.4158
1982,10,3,3,162,8.8023
1982,10,3,4,140,8.9353
1982,10,3,5,92,13.3616
1982,11,1,1,488,10.3341
1982,11,1,2,227,9.2546
1982,11,1,3,174,10.2374
1982,11,1,4,217,8.7189
1982,11,1,5,482,9.4645
1982,11,2,1,108,8.6437
1982,11,2,2,91,7.3598
1982,11,2,3,84,8.7148
1982,11,2,4,103,8.0183
1982,11,2,5,129,9.8008
1982,11,3,1,93,5.7929
1982,11,3,2,141,5.6866
1982,11,3,3,161,2.4962
1982,11,3,4,140,3.5977
1982,11,3,5,92,5.5449
1982,12,1,1,489,1.8110
1982,12,1,2,225,2.1184
1982,12,1,3,174,1.0556
1982,12,1,4,217,2.0515
1982,12,1,5,484,2.4100
1982,12,2,1,108,2.0664
1982,12,2,2,91,-0.2504
1982,12,2,3,85,1.7896
1982,12,2,4,102,1.3880
1982,12,2,5,129,1.4673
1982,12,3,1,93,4.9373
1982,12,3,2,141,-0.0004
1982,12,3,3,161,2.5834
1982,12,3,4,139,1.8082
1982,12,3,5,92,-0.9835
1983,1,1,1,486,9.2644
1983,1,1,2,225,8.5707
1983,1,1,3,172,9.5752
1983,1,1,4,214,10.6918
1983,1,1,5,482,10.0940
1983,1,2,1,108,4.3917
1983,1,2,2,91,6.3318
1983,1,2,3,83,6.0506
1983,1,2,4,101,4.5874
1983,1,2,5,128,10.2741
1983,1,3,1,92,3.4557
1983,1,3,2,141,4.2557
1983,1,3,3,160,2.7182
1983,1,3,4,139,5.3147
1983,1,3,5,91,4.4333
1983,2,1,1,480,6.6421
1983,2,1,2,221,5.8031
1983,2,1,3,170,6.0385
1983,2,1,4,214,5.2096
1983,2,1,5,478,4.3776
1983,2,2,1,108,6.4197
1983,2,2,2,91,6.1218
1983,2,2,3,82,4.8045
1983,2,2,4,99,6.2647
1983,2,2,5,128,3.9521
1983,2,3,1,92,2.3181
1983,2,3,2,140,3.9758
1983,2,3,3,160,2.3775
1983,2,3,4,139,1.7414
1983,2,3,5,91,3.2036
1983,3,1,1,474,6.1821
1983,3,1,2,220,5.7751
1983,3,1,3,170,4.9778
1983,3,1,4,213,6.4923
1983,3,1,5,474,4.7876
1983,3,2,1,108,6.9555
1983,3,2,2,91,4.9500
1983,3,2,3,82,3.4708
1983,3,2,4,98,4.3471
1983,3,2,5,128,1.8005
1983,3,3,1,91,2.8844
1983,3,3,2,139,2.5022
1983,3,3,3,161,3.3120
1983,3,3,4,139,2.0426
1983,3,3,5,91,3.9588
1983,4,1,1,471,7.4743
1983,4,1,2,221,9.1629
1983,4,1,3,170,6.4576
1983,4,1,4,212,6.7018
1983,4,1,5,469,7.3204
1983,4,2,1,107,7.4191
1983,4,2,2,91,5.6410
1983,4,2,3,82,7.8399
1983,4,2,4,98,5.7635
1983,4,2,5,128,6.6471
1983,4,3,1,90,11.0313
1983,4,3,2,139,6.8445
1983,4,3,3,161,5.4938
1983,4,3,4,138,6.1871
1983,4,3,5,91,5.1952
1983,5,1,1,467,10.1189
1983,5,1,2,217,8.0177
1983,5,1,3,169,11.6634
1983,5,1,4,209,10.3244
1983,5,1,5,469,11.4483
1983,5,2,1,107,5.8955
1983,5,2,2,91,5.7212
1983,5,2,3,82,4.6443
1983,5,2,4,98,4.1057
1983,5,2,5,127,6.2892
1983,5,3,1,90,-0.5526
1983,5,3,2,139,0.0776
1983,5,3,3,161,0.9674
1983,5,3,4,138,-1.0171
1983,5,3,5,91,1.3406
1983,6,1,1,465,5.2615
1983,6,1,2,216,6.2550
1983,6,1,3,169,3.9104
1983,6,1,4,209,4.2598
1983,6,1,5,466,3.1869
1983,6,2,1,107,6.4002
1983,6,2,2,91,5.2904
1983,6,2,3,82,3.9777
1983,6,2,4,97,6.6002
1983,6,2,5,126,7.5166
1983,6,3,1,89,6.4732
1983,6,3,2,139,4.9970
1983,6,3,3,161,3.8901
1983,6,3,4,137,2.5616
1983,6,3,5,91,2.4110
1983,7,1,1,493,-0.9468
1983,7,1,2,281,-2.5167
1983,7,1,3,246,-1.6247
1983,7,1,4,246,-4.2681
1983,7,1,5,527,-3.4655
1983,7,2,1,95,-1.8713
1983,7,2,2,102,-2.6133
1983,7,2,3,105,-2.3912
1983,7,2,4,110,-3.4109
1983,7,2,5,141,-3.8865
1983,7,3,1,91,-1.9873
1983,7,3,2,140,-1.8497
1983,7,3,3,139,-4.0589
1983,7,3,4,169,-3.6955
1983,7,3,5,93,-5.1199
1983,8,1,1,491,-2.6518
1983,8,1,2,280,-4.2641
1983,8,1,3,244,-3.5316
1983,8,1,4,245,-3.6057
1983,8,1,5,523,-3.3894
1983,8,2,1,95,-3.0944
1983,8,2,2,102,-2.9344
1983,8,2,3,105,-3.3452
1983,8,2,4,110,-2.1619
1983,8,2,5,141,-3.7119
1983,8,3,1,91,0.9284
1983,8,3,2,139,2.6079
1983,8,3,3,139,-0.1090
1983,8,3,4,169,2.6765
1983,8,3,5,93,0.1584
1983,9,1,1,489,0.4350
1983,9,1,2,278,0.6854
1983,9,1,3,244,0.5691
1983,9,1,4,243,-0.7422
1983,9,1,5,517,-0.9954
1983,9,2,1,93,2.5397
1983,9,2,2,102,3.2247
1983,9,2,3,104,1.3139
1983,9,2,4,109,2.1631
1983,9,2,5,141,3.7312
1983,9,3,1,91,1.9725
1983,9,3,2,139,0.7726
1983,9,3,3,139,4.0893
1983,9,3,4,168,1.0494
1983,9,3,5,93,0.3008
1983,10,1,1,487,-5.5842
1983,10,1,2,272,-6.2068
1983,10,1,3,242,-5.6128
1983,10,1,4,241,-6.4474
1983,10,1,5,515,-7.2352
1983,10,2,1,92,-5.9995
1983,10,2,2,102,-4.9185
1983,10,2,3,104,-6.0803
1983,10,2,4,108,-4.8242
1983,10,2,5,141,-7.0710
1983,10,3,1,90,-0.3565
1983,10,3,2,138,-1.9466
1983,10,3,3,138,-0.1229
1983,10,3,4,168,-2.7489
1983,10,3,5,93,-2.5135
1983,11,1,1,487,4.1564
1983,11,1,2,272,2.7796
1983,11,1,3,241,3.6308
1983,11,1,4,241,4.1742
1983,11,1,5,512,2.9022
1983,11,2,1,92,6.1559
1983,11,2,2,101,4.3616
1983,11,2,3,104,5.7993
1983,11,2,4,106,4.8356
1983,11,2,5,140,6.1919
1983,11,3,1,90,2.8389
1983,11,3,2,138,2.0007
1983,11,3,3,137,0.7007
1983,11,3,4,168,2.3028
1983,11,3,5,93,5.4786
1983,12,1,1,484,-0.7707
1983,12,1,2,274,-2.4180
1983,12,1,3,241,-1.5539
1983,12,1,4,240,-1.3474
1983,12,1,5,510,-2.2334
1983,12,2,1,91,-0.9468
1983,12,2,2,101,-1.4858
1983,12,2,3,104,-1.4884
1983,12,2,4,106,-1.9390
1983,12,2,5,140,-1.5370
1983,12,3,1,90,0.8968
1983,12,3,2,138,-0.7736
1983,12,3,3,137,0.6483
1983,12,3,4,168,-2.1626
1983,12,3,5,93,-1.9137
1984,1,1,1,481,-0.8483
1984,1,1,2,269,1.3984
1984,1,1,3,242,0.6491
1984,1,1,4,239,-0.1766
1984,1,1,5,504,0.0563
1984,1,2,1,91,-2.8990
1984,1,2,2,101,-1.8528
1984,1,2,3,103,-2.1479
1984,1,2,4,106,-2.2898
1984,1,2,5,140,-4.4361
1984,1,3,1,90,-3.5263
1984,1,3,2,138,-0.6227
1984,1,3,3,137,-1.9891
1984,1,3,4,167,1.8573
1984,1,3,5,90,-3.4687
1984,2,1,1,475,-6.3115
1984,2,1,2,266,-4.8415
1984,2,1,3,235,-6.4737
1984,2,1,4,236,-5.6697
1984,2,1,5,501,-6.2499
1984,2,2,1,90,-6.1039
1984,2,2,2,101,-4.4834
1984,2,2,3,103,-4.3427
1984,2,2,4,106,-6.7319
1984,2,2,5,140,-3.7715
1984,2,3,1,90,-4.7664
1984,2,3,2,138,-3.4088
1984,2,3,3,136,-2.9715
1984,2,3,4,167,-2.9186
1984,2,3,5,90,-4.9918
1984,3,1,1,474,0.8819
1984,3,1,2,263,1.1494
1984,3,1,3,231,1.3536
1984,3,1,4,233,0.9478
1984,3,1,5,498,1.5846
1984,3,2,1,90,2.4886
1984,3,2,2,101,0.3180
1984,3,2,3,101,1.8480
1984,3,2,4,106,1.5385
1984,3,2,5,137,1.3349
1984,3,3,1,90,1.6798
1984,3,3,2,138,1.3771
1984,3,3,3,135,2.4951
1984,3,3,4,167,0.3816
1984,3,3,5,89,1.9737
1984,4,1,1,474,-1.3596
1984,4,1,2,264,-2.7750
1984,4,1,3,228,-0.7157
1984,4,1,4,233,-0.7010
1984,4,1,5,498,-1.6979
1984,4,2,1,89,0.5922
1984,4,2,2,101,1.5286
1984,4,2,3,101,-0.0780
1984,4,2,4,105,-0.0491
1984,4,2,5,135,-0.0826
1984,4,3,1,90,2.0379
1984,4,3,2,138,1.9141
1984,4,3,3,135,0.8914
1984,4,3,4,167,0.7776
1984,4,3,5,89,-1.9693
1984,5,1,1,471,-5.0917
1984,5,1,2,262,-2.9947
1984,5,1,3,227,-4.9353
1984,5,1,4,231,-3.7815
1984,5,1,5,495,-5.6426
1984,5,2,1,88,-5.1384
1984,5,2,2,101,-3.8490
1984,5,2,3,100,-5.0039
1984,5,2,4,105,-5.4158
1984,5,2,5,134,-6.5331
1984,5,3,1,90,-6.1867
1984,5,3,2,137,-4.5954
