year,month,rank_ME,rank_NXF,nstocks,ret_vw
1984,12,2,1,86,4.2623
1984,12,2,2,83,2.0970
1984,12,2,3,85,1.4450
1984,12,2,4,103,1.1233
1984,12,2,5,136,3.4942
1984,12,3,1,105,2.7879
1984,12,3,2,106,2.0920
1984,12,3,3,96,0.9830
1984,12,3,4,104,1.1525
1984,12,3,5,116,2.2769
1985,1,1,1,286,11.5748
1985,1,1,2,217,9.4493
1985,1,1,3,347,12.0234
1985,1,1,4,419,10.6023
1985,1,1,5,636,14.7063
1985,1,2,1,85,8.8277
1985,1,2,2,83,9.6326
1985,1,2,3,85,10.4204
1985,1,2,4,103,12.0522
1985,1,2,5,136,13.1547
1985,1,3,1,105,5.5907
1985,1,3,2,104,9.5056
1985,1,3,3,96,7.8594
1985,1,3,4,104,7.3243
1985,1,3,5,116,9.7276
1985,2,1,1,283,3.4902
1985,2,1,2,215,3.6242
1985,2,1,3,346,3.9431
1985,2,1,4,410,3.8527
1985,2,1,5,630,3.2767
1985,2,2,1,83,2.0300
1985,2,2,2,83,1.4570
1985,2,2,3,85,2.8494
1985,2,2,4,101,1.7575
1985,2,2,5,136,1.8640
1985,2,3,1,104,3.1706
1985,2,3,2,104,0.3231
1985,2,3,3,96,2.4988
1985,2,3,4,104,1.0716
1985,2,3,5,115,1.2984
1985,3,1,1,281,-0.9300
1985,3,1,2,210,-0.9963
1985,3,1,3,342,-2.2611
1985,3,1,4,405,-0.9985
1985,3,1,5,627,-2.4113
1985,3,2,1,81,-0.8970
1985,3,2,2,83,0.0381
1985,3,2,3,85,-1.1240
1985,3,2,4,99,-2.9707
1985,3,2,5,136,-3.2577
1985,3,3,1,104,0.8659
1985,3,3,2,104,-2.8564
1985,3,3,3,96,2.0432
1985,3,3,4,104,-0.8754
1985,3,3,5,115,0.5112
1985,4,1,1,281,-0.9215
1985,4,1,2,208,-1.6916
1985,4,1,3,340,-1.9553
1985,4,1,4,405,0.4052
1985,4,1,5,621,-2.4860
1985,4,2,1,81,-1.8614
1985,4,2,2,82,-0.2840
1985,4,2,3,85,-0.6728
1985,4,2,4,99,-2.0326
1985,4,2,5,136,-2.1241
1985,4,3,1,104,-1.4781
1985,4,3,2,104,-0.7891
1985,4,3,3,96,0.9715
1985,4,3,4,104,-0.2064
1985,4,3,5,115,-1.4518
1985,5,1,1,280,3.4843
1985,5,1,2,207,3.0172
1985,5,1,3,335,2.1239
1985,5,1,4,404,2.2234
1985,5,1,5,613,2.5716
1985,5,2,1,80,3.9777
1985,5,2,2,81,3.3457
1985,5,2,3,85,5.5461
1985,5,2,4,99,4.1599
1985,5,2,5,136,4.2978
1985,5,3,1,104,6.7590
1985,5,3,2,104,4.5710
1985,5,3,3,96,5.1208
1985,5,3,4,104,7.4006
1985,5,3,5,115,7.1247
1985,6,1,1,275,-0.4791
1985,6,1,2,204,1.0854
1985,6,1,3,334,0.9896
1985,6,1,4,399,0.5200
1985,6,1,5,613,-0.1823
1985,6,2,1,77,1.5476
1985,6,2,2,81,2.7719
1985,6,2,3,83,1.4947
1985,6,2,4,98,1.0450
1985,6,2,5,135,1.4256
1985,6,3,1,104,1.4305
1985,6,3,2,104,0.8653
1985,6,3,3,96,1.9197
1985,6,3,4,104,2.2732
1985,6,3,5,115,2.3820
1985,7,1,1,371,2.5546
1985,7,1,2,236,3.2666
1985,7,1,3,287,2.9705
1985,7,1,4,503,1.6071
1985,7,1,5,696,3.1882
1985,7,2,1,94,2.7145
1985,7,2,2,86,1.7542
1985,7,2,3,80,2.3327
1985,7,2,4,120,2.8336
1985,7,2,5,148,2.4921
1985,7,3,1,98,-0.1826
1985,7,3,2,119,1.9736
1985,7,3,3,117,-0.5185
1985,7,3,4,117,-0.4999
1985,7,3,5,88,-0.8791
1985,8,1,1,367,-0.9107
1985,8,1,2,235,0.1651
1985,8,1,3,283,-1.2442
1985,8,1,4,497,-1.1917
1985,8,1,5,694,-1.3198
1985,8,2,1,93,-0.8762
1985,8,2,2,86,0.5406
1985,8,2,3,80,0.3040
1985,8,2,4,120,-2.2019
1985,8,2,5,148,-1.3248
1985,8,3,1,97,0.3022
1985,8,3,2,119,-1.3532
1985,8,3,3,117,0.1200
1985,8,3,4,117,-0.5120
1985,8,3,5,88,-0.5911
1985,9,1,1,363,-5.0904
1985,9,1,2,232,-4.8076
1985,9,1,3,280,-4.2015
1985,9,1,4,494,-5.7062
1985,9,1,5,683,-6.9394
1985,9,2,1,93,-6.2851
1985,9,2,2,86,-4.5753
1985,9,2,3,80,-4.5996
1985,9,2,4,119,-6.9371
1985,9,2,5,147,-6.2004
1985,9,3,1,96,-1.7000
1985,9,3,2,118,-2.7327
1985,9,3,3,116,-4.3648
1985,9,3,4,117,-3.6128
1985,9,3,5,88,-5.3803
1985,10,1,1,361,1.8959
1985,10,1,2,232,4.9623
1985,10,1,3,279,3.0971
1985,10,1,4,490,1.5854
1985,10,1,5,679,0.9480
1985,10,2,1,93,3.5283
1985,10,2,2,86,3.3128
1985,10,2,3,80,5.4752
1985,10,2,4,119,5.3088
1985,10,2,5,147,1.9642
1985,10,3,1,95,4.5748
1985,10,3,2,115,3.1097
1985,10,3,3,116,4.5154
1985,10,3,4,115,4.8301
1985,10,3,5,88,5.7765
1985,11,1,1,356,4.5991
1985,11,1,2,229,6.6238
1985,11,1,3,274,4.6620
1985,11,1,4,489,6.0666
1985,11,1,5,671,5.8476
1985,11,2,1,92,7.6500
1985,11,2,2,85,5.5103
1985,11,2,3,80,5.1859
1985,11,2,4,118,7.9166
1985,11,2,5,144,7.8497
1985,11,3,1,95,7.2706
1985,11,3,2,115,7.9379
1985,11,3,3,116,7.4572
1985,11,3,4,115,6.6119
1985,11,3,5,88,3.8119
1985,12,1,1,354,2.9042
1985,12,1,2,224,3.6134
1985,12,1,3,273,4.7974
1985,12,1,4,485,3.8486
1985,12,1,5,664,3.2994
1985,12,2,1,91,4.4244
1985,12,2,2,84,6.1095
1985,12,2,3,78,4.6908
1985,12,2,4,117,4.2640
1985,12,2,5,144,3.7713
1985,12,3,1,94,4.2381
1985,12,3,2,114,7.1140
1985,12,3,3,115,5.5632
1985,12,3,4,115,2.2621
1985,12,3,5,88,2.9383
1986,1,1,1,347,2.1365
1986,1,1,2,222,4.0746
1986,1,1,3,272,0.5926
1986,1,1,4,475,3.2261
1986,1,1,5,654,2.3461
1986,1,2,1,91,0.3820
1986,1,2,2,84,0.2767
1986,1,2,3,77,4.1260
1986,1,2,4,115,0.5484
1986,1,2,5,144,0.9623
1986,1,3,1,94,0.1711
1986,1,3,2,113,-0.6188
1986,1,3,3,114,2.4053
1986,1,3,4,114,1.5558
1986,1,3,5,87,2.1285
1986,2,1,1,343,5.2865
1986,2,1,2,222,6.4032
1986,2,1,3,272,6.7367
1986,2,1,4,472,7.0198
1986,2,1,5,649,5.2482
1986,2,2,1,91,8.2811
1986,2,2,2,84,7.8806
1986,2,2,3,77,6.3620
1986,2,2,4,115,7.0768
1986,2,2,5,140,6.6774
1986,2,3,1,94,8.8455
1986,2,3,2,111,6.5971
1986,2,3,3,114,8.8201
1986,2,3,4,114,7.7400
1986,2,3,5,87,6.7358
1986,3,1,1,343,5.2708
1986,3,1,2,219,4.9603
1986,3,1,3,272,5.7374
1986,3,1,4,471,4.5795
1986,3,1,5,646,4.6048
1986,3,2,1,91,5.9693
1986,3,2,2,84,4.7287
1986,3,2,3,76,7.7114
1986,3,2,4,114,5.4023
1986,3,2,5,140,4.3569
1986,3,3,1,93,7.2429
1986,3,3,2,111,3.5704
1986,3,3,3,114,5.2460
1986,3,3,4,113,3.9239
1986,3,3,5,87,4.6264
1986,4,1,1,342,2.7192
1986,4,1,2,217,-0.1307
1986,4,1,3,272,0.2238
1986,4,1,4,467,2.4228
1986,4,1,5,640,1.7426
1986,4,2,1,90,0.9794
1986,4,2,2,84,0.1136
1986,4,2,3,76,-0.4405
1986,4,2,4,114,0.9627
1986,4,2,5,138,1.7761
1986,4,3,1,93,-0.5289
1986,4,3,2,111,-0.4565
1986,4,3,3,113,-0.8952
1986,4,3,4,112,-1.2269
1986,4,3,5,87,0.2494
1986,5,1,1,337,4.0898
1986,5,1,2,212,3.2794
1986,5,1,3,271,2.8403
1986,5,1,4,459,4.5782
1986,5,1,5,634,3.2019
1986,5,2,1,89,2.0890
1986,5,2,2,84,4.3779
1986,5,2,3,75,3.5366
1986,5,2,4,113,4.0248
1986,5,2,5,137,2.8677
1986,5,3,1,91,8.5628
1986,5,3,2,110,2.9470
1986,5,3,3,112,5.1734
1986,5,3,4,112,4.5036
1986,5,3,5,86,4.9541
1986,6,1,1,333,1.7959
1986,6,1,2,209,0.9794
1986,6,1,3,270,1.3766
1986,6,1,4,453,-2.4335
1986,6,1,5,625,-0.6939
1986,6,2,1,88,-0.1224
1986,6,2,2,84,0.6839
1986,6,2,3,75,-0.4658
1986,6,2,4,113,0.6457
1986,6,2,5,137,0.0679
1986,6,3,1,89,1.9938
1986,6,3,2,110,0.2380
1986,6,3,3,111,3.0610
1986,6,3,4,112,1.0974
1986,6,3,5,85,-0.2046
1986,7,1,1,458,-8.2768
1986,7,1,2,257,-7.6012
1986,7,1,3,301,-8.7928
1986,7,1,4,429,-9.0198
1986,7,1,5,682,-9.8185
1986,7,2,1,99,-8.3599
1986,7,2,2,105,-6.8337
1986,7,2,3,78,-9.9086
1986,7,2,4,128,-10.4793
1986,7,2,5,156,-10.5012
1986,7,3,1,98,-6.7784
1986,7,3,2,108,-6.5740
1986,7,3,3,109,-3.2422
1986,7,3,4,99,-2.9905
1986,7,3,5,113,-6.1692
1986,8,1,1,448,2.7402
1986,8,1,2,257,1.9380
1986,8,1,3,297,1.8505
1986,8,1,4,426,0.0768
1986,8,1,5,678,-0.2632
1986,8,2,1,99,2.8595
1986,8,2,2,105,4.3824
1986,8,2,3,78,4.1337
1986,8,2,4,128,5.6267
1986,8,2,5,155,2.7812
1986,8,3,1,98,7.2041
1986,8,3,2,108,6.7922
1986,8,3,3,108,7.7641
1986,8,3,4,99,5.3437
1986,8,3,5,113,5.9549
1986,9,1,1,446,-6.6647
1986,9,1,2,253,-3.8041
1986,9,1,3,295,-5.6681
1986,9,1,4,421,-5.8320
1986,9,1,5,675,-7.0280
1986,9,2,1,99,-4.1696
1986,9,2,2,104,-3.8521
1986,9,2,3,78,-5.6670
1986,9,2,4,127,-7.9069
1986,9,2,5,155,-8.0418
1986,9,3,1,98,-7.9824
1986,9,3,2,108,-5.9330
1986,9,3,3,107,-8.9566
1986,9,3,4,98,-9.1020
1986,9,3,5,113,-8.7843
1986,10,1,1,441,3.0199
1986,10,1,2,251,3.0054
1986,10,1,3,295,2.6767
1986,10,1,4,416,1.9866
1986,10,1,5,667,1.9399
1986,10,2,1,98,3.7197
1986,10,2,2,104,3.5863
1986,10,2,3,78,3.8080
1986,10,2,4,127,5.4636
1986,10,2,5,154,6.1063
1986,10,3,1,97,6.1927
1986,10,3,2,108,2.9733
1986,10,3,3,107,5.7318
1986,10,3,4,97,6.8115
1986,10,3,5,113,7.2804
1986,11,1,1,434,0.1918
1986,11,1,2,250,0.4878
1986,11,1,3,290,0.8650
1986,11,1,4,407,-1.0385
1986,11,1,5,652,-1.8959
1986,11,2,1,98,0.2559
1986,11,2,2,102,1.0085
1986,11,2,3,78,3.1122
1986,11,2,4,127,0.0371
1986,11,2,5,154,-0.2839
1986,11,3,1,96,3.1429
1986,11,3,2,106,2.9761
1986,11,3,3,105,2.2407
1986,11,3,4,97,1.3486
1986,11,3,5,113,1.5568
1986,12,1,1,424,-2.5265
1986,12,1,2,247,-2.6006
1986,12,1,3,288,-0.4410
1986,12,1,4,401,-3.7336
1986,12,1,5,645,-4.3762
1986,12,2,1,98,-1.3076
1986,12,2,2,102,-2.6546
1986,12,2,3,76,-2.5072
1986,12,2,4,127,-1.3630
1986,12,2,5,152,-3.6320
1986,12,3,1,95,-1.8256
1986,12,3,2,106,-3.1139
1986,12,3,3,104,-2.5743
1986,12,3,4,97,-3.2474
1986,12,3,5,112,-3.1942
1987,1,1,1,413,11.9771
1987,1,1,2,240,10.2013
1987,1,1,3,284,9.4441
1987,1,1,4,396,9.5061
1987,1,1,5,632,10.4880
1987,1,2,1,95,10.6597
1987,1,2,2,102,9.8680
1987,1,2,3,73,12.8418
1987,1,2,4,127,15.1823
1987,1,2,5,148,12.1207
1987,1,3,1,94,13.8893
1987,1,3,2,105,13.5027
1987,1,3,3,102,11.3119
1987,1,3,4,95,12.4983
1987,1,3,5,112,17.4870
1987,2,1,1,410,7.6952
1987,2,1,2,236,7.2946
1987,2,1,3,284,7.5364
1987,2,1,4,395,9.2542
1987,2,1,5,624,9.5997
1987,2,2,1,94,5.5587
1987,2,2,2,102,6.1250
1987,2,2,3,72,6.0839
1987,2,2,4,127,9.3360
1987,2,2,5,146,8.4815
1987,2,3,1,93,4.5253
1987,2,3,2,105,4.8189
1987,2,3,3,101,2.9296
1987,2,3,4,95,4.6260
1987,2,3,5,112,6.4463
1987,3,1,1,410,4.1751
1987,3,1,2,234,3.4270
1987,3,1,3,282,2.5647
1987,3,1,4,393,3.0494
1987,3,1,5,622,2.3538
1987,3,2,1,93,1.3067
1987,3,2,2,102,1.9858
1987,3,2,3,72,5.2597
1987,3,2,4,127,1.4268
1987,3,2,5,146,1.5990
1987,3,3,1,92,3.4612
1987,3,3,2,105,5.3465
1987,3,3,3,101,1.3108
1987,3,3,4,95,1.2067
1987,3,3,5,112,0.3825
1987,4,1,1,402,-2.1317
1987,4,1,2,230,-0.7019
1987,4,1,3,280,-1.9303
1987,4,1,4,391,-1.3395
1987,4,1,5,621,-2.1995
1987,4,2,1,93,-4.0746
1987,4,2,2,102,-4.5475
1987,4,2,3,72,-4.8908
1987,4,2,4,126,-2.3236
1987,4,2,5,146,-1.9489
1987,4,3,1,92,-0.6319
1987,4,3,2,105,0.4569
1987,4,3,3,101,-2.6190
1987,4,3,4,94,-2.5713
1987,4,3,5,112,-0.7784
1987,5,1,1,397,-0.0183
1987,5,1,2,228,1.7071
1987,5,1,3,278,-1.0522
1987,5,1,4,390,-0.0087
1987,5,1,5,617,0.5728
1987,5,2,1,93,0.1072
1987,5,2,2,100,0.2853
1987,5,2,3,72,0.6368
1987,5,2,4,125,2.1019
1987,5,2,5,146,0.0609
1987,5,3,1,91,1.2896
1987,5,3,2,105,0.0613
1987,5,3,3,100,1.7298
1987,5,3,4,94,1.6377
1987,5,3,5,112,-0.1196
1987,6,1,1,396,3.3283
1987,6,1,2,225,2.5744
1987,6,1,3,279,0.9729
1987,6,1,4,388,0.3887
1987,6,1,5,613,0.2657
1987,6,2,1,93,5.7874
1987,6,2,2,100,3.8996
1987,6,2,3,71,3.0425
1987,6,2,4,124,0.7834
1987,6,2,5,145,2.1889
1987,6,3,1,91,5.4242
1987,6,3,2,105,4.2527
1987,6,3,3,100,4.9694
1987,6,3,4,94,4.5859
1987,6,3,5,112,4.1120
1987,7,1,1,412,3.1095
1987,7,1,2,245,3.6256
1987,7,1,3,360,4.2254
1987,7,1,4,449,3.1049
1987,7,1,5,651,2.7832
1987,7,2,1,75,4.0055
1987,7,2,2,97,4.5542
1987,7,2,3,90,6.8122
1987,7,2,4,97,3.7307
1987,7,2,5,157,3.4536
1987,7,3,1,101,4.1171
1987,7,3,2,117,3.3657
1987,7,3,3,93,6.0821
1987,7,3,4,89,4.9314
1987,7,3,5,103,6.2344
1987,8,1,1,407,1.8348
1987,8,1,2,241,1.8938
1987,8,1,3,358,1.1390
1987,8,1,4,447,3.1840
1987,8,1,5,647,0.9693
1987,8,2,1,75,3.1145
1987,8,2,2,97,2.5782
1987,8,2,3,88,3.3013
1987,8,2,4,96,3.4266
1987,8,2,5,157,3.4474
1987,8,3,1,101,4.3461
1987,8,3,2,117,2.4681
1987,8,3,3,92,3.8940
1987,8,3,4,89,3.9701
1987,8,3,5,103,3.9361
1987,9,1,1,405,-0.3971
1987,9,1,2,240,-1.1901
1987,9,1,3,357,-0.0282
1987,9,1,4,445,0.9165
1987,9,1,5,640,-2.0893
1987,9,2,1,73,0.8464
1987,9,2,2,97,-2.2918
1987,9,2,3,88,-0.9578
1987,9,2,4,95,-0.7787
1987,9,2,5,155,-3.2973
1987,9,3,1,100,-3.6605
1987,9,3,2,117,-1.5400
1987,9,3,3,92,-1.6892
1987,9,3,4,89,-2.2725
1987,9,3,5,101,-2.6693
1987,10,1,1,399,-30.6217
1987,10,1,2,237,-27.8595
1987,10,1,3,353,-29.6013
1987,10,1,4,441,-32.2027
1987,10,1,5,637,-31.7227
1987,10,2,1,73,-26.9075
1987,10,2,2,96,-26.6174
1987,10,2,3,88,-30.1249
1987,10,2,4,92,-29.5291
1987,10,2,5,152,-33.4454
1987,10,3,1,100,-19.6423
1987,10,3,2,115,-19.5890
1987,10,3,3,92,-20.9458
1987,10,3,4,89,-24.3390
1987,10,3,5,101,-24.4934
1987,11,1,1,397,-5.1441
1987,11,1,2,235,-2.0532
1987,11,1,3,350,-3.9066
1987,11,1,4,436,-4.3247
1987,11,1,5,626,-7.4241
1987,11,2,1,72,-4.5016
1987,11,2,2,96,-3.1319
1987,11,2,3,88,-3.0983
1987,11,2,4,92,-3.2162
1987,11,2,5,151,-6.3834
1987,11,3,1,100,-8.1979
1987,11,3,2,115,-7.5065
1987,11,3,3,91,-7.2810
1987,11,3,4,88,-6.6302
1987,11,3,5,100,-8.3355
1987,12,1,1,393,5.3924
1987,12,1,2,234,3.9807
1987,12,1,3,348,5.4340
1987,12,1,4,433,5.6105
1987,12,1,5,613,4.1611
1987,12,2,1,71,9.3742
1987,12,2,2,95,8.5016
1987,12,2,3,87,10.3467
1987,12,2,4,92,9.5336
1987,12,2,5,152,10.4618
1987,12,3,1,100,6.6553
1987,12,3,2,114,8.6756
1987,12,3,3,90,6.9773
1987,12,3,4,88,9.2364
1987,12,3,5,100,8.7274
1988,1,1,1,389,5.9826
1988,1,1,2,231,4.5598
1988,1,1,3,344,4.8395
1988,1,1,4,430,4.9554
1988,1,1,5,607,7.1801
1988,1,2,1,70,1.6784
1988,1,2,2,93,3.6428
1988,1,2,3,87,0.9856
1988,1,2,4,92,3.9750
1988,1,2,5,151,1.9768
1988,1,3,1,100,3.7531
1988,1,3,2,114,6.4128
1988,1,3,3,89,3.5657
1988,1,3,4,88,2.2927
1988,1,3,5,100,3.2363
1988,2,1,1,387,5.8872
1988,2,1,2,229,9.0936
1988,2,1,3,341,7.9237
1988,2,1,4,425,7.6422
1988,2,1,5,602,8.1951
1988,2,2,1,70,9.4442
1988,2,2,2,92,8.3523
1988,2,2,3,87,8.8412
1988,2,2,4,91,10.1222
1988,2,2,5,150,8.6655
1988,2,3,1,100,4.1499
1988,2,3,2,113,4.7544
1988,2,3,3,89,4.8100
1988,2,3,4,88,5.7301
1988,2,3,5,100,6.0752
1988,3,1,1,380,6.3613
1988,3,1,2,227,5.3163
1988,3,1,3,341,6.5674
1988,3,1,4,420,7.1142
1988,3,1,5,593,3.0119
1988,3,2,1,69,2.7039
1988,3,2,2,92,4.1635
1988,3,2,3,86,0.9005
1988,3,2,4,91,3.3654
1988,3,2,5,150,4.0720
1988,3,3,1,100,-3.2923
1988,3,3,2,113,-0.6509
1988,3,3,3,89,-2.3537
1988,3,3,4,88,-3.3282
1988,3,3,5,100,-3.0360
1988,4,1,1,376,2.9255
1988,4,1,2,225,2.4393
1988,4,1,3,339,0.5589
1988,4,1,4,416,1.9495
1988,4,1,5,585,2.4210
1988,4,2,1,69,2.6818
1988,4,2,2,91,1.5162
1988,4,2,3,86,2.0512
1988,4,2,4,90,3.1456
1988,4,2,5,150,1.5871
1988,4,3,1,100,0.4452
1988,4,3,2,113,1.2597
1988,4,3,3,88,0.5081
1988,4,3,4,88,1.8564
1988,4,3,5,100,0.2727
1988,5,1,1,371,-1.0280
1988,5,1,2,222,-1.3591
1988,5,1,3,338,-1.4772
1988,5,1,4,416,-2.5109
1988,5,1,5,578,-2.4596
1988,5,2,1,69,0.2037
1988,5,2,2,91,-2.7037
1988,5,2,3,85,-0.7621
1988,5,2,4,88,-1.6801
1988,5,2,5,149,-1.3239
1988,5,3,1,100,-0.1881
1988,5,3,2,112,0.8280
1988,5,3,3,88,0.6648
1988,5,3,4,88,0.0661
1988,5,3,5,99,-0.4809
1988,6,1,1,365,6.3260
1988,6,1,2,218,7.3341
1988,6,1,3,332,4.7382
1988,6,1,4,411,6.2212
1988,6,1,5,569,6.6460
1988,6,2,1,68,6.9049
1988,6,2,2,91,6.4087
1988,6,2,3,84,9.9744
1988,6,2,4,87,7.6970
1988,6,2,5,148,6.4712
1988,6,3,1,99,4.8377
1988,6,3,2,112,3.0078
1988,6,3,3,88,4.4792
1988,6,3,4,88,7.9264
1988,6,3,5,99,6.2472
1988,7,1,1,383,-0.0942
1988,7,1,2,210,-0.2958
1988,7,1,3,324,0.2644
1988,7,1,4,488,-0.3947
1988,7,1,5,697,0.1860
1988,7,2,1,83,-0.1422
1988,7,2,2,81,-0.2373
1988,7,2,3,97,-0.7163
1988,7,2,4,121,-1.3035
1988,7,2,5,159,-2.0946
1988,7,3,1,98,-0.2664
1988,7,3,2,109,-0.3961
1988,7,3,3,116,-2.1956
1988,7,3,4,86,-0.2014
1988,7,3,5,87,-2.4795
1988,8,1,1,377,-0.7411
1988,8,1,2,209,-0.9698
1988,8,1,3,321,-2.4792
1988,8,1,4,483,-1.6638
1988,8,1,5,692,-3.9947
1988,8,2,1,83,-2.9388
1988,8,2,2,81,-3.3294
1988,8,2,3,96,-2.4136
1988,8,2,4,121,-1.7017
1988,8,2,5,157,-2.7245
1988,8,3,1,97,-2.2111
1988,8,3,2,108,-4.5696
1988,8,3,3,116,-2.8859
1988,8,3,4,86,-1.9946
1988,8,3,5,87,-4.5241
1988,9,1,1,373,1.7720
1988,9,1,2,207,3.3419
1988,9,1,3,319,2.9260
1988,9,1,4,479,2.4199
1988,9,1,5,683,1.9976
1988,9,2,1,82,2.4520
1988,9,2,2,79,3.6629
1988,9,2,3,93,2.3378
1988,9,2,4,120,2.6505
1988,9,2,5,156,2.3545
1988,9,3,1,97,4.2136
1988,9,3,2,108,3.6828
1988,9,3,3,115,3.8312
1988,9,3,4,86,6.6428
1988,9,3,5,87,3.8257
1988,10,1,1,368,-1.0930
1988,10,1,2,206,-1.7734
1988,10,1,3,315,-1.1030
1988,10,1,4,478,-1.6290
1988,10,1,5,676,-2.3296
1988,10,2,1,82,-0.7134
1988,10,2,2,78,0.7067
1988,10,2,3,91,0.5678
1988,10,2,4,119,-0.7631
1988,10,2,5,153,-0.8089
1988,10,3,1,97,3.4357
1988,10,3,2,108,3.0312
1988,10,3,3,115,1.8673
1988,10,3,4,86,1.7898
1988,10,3,5,86,1.5794
1988,11,1,1,361,-3.6109
1988,11,1,2,202,-3.7987
1988,11,1,3,314,-1.6706
1988,11,1,4,478,-4.6217
1988,11,1,5,669,-4.8204
1988,11,2,1,82,-2.0708
1988,11,2,2,78,-1.7075
1988,11,2,3,91,-2.6004
1988,11,2,4,116,-3.3375
1988,11,2,5,152,-3.3946
1988,11,3,1,97,-1.1531
1988,11,3,2,107,-0.5410
1988,11,3,3,114,-1.5618
1988,11,3,4,86,-2.2453
1988,11,3,5,85,-1.5330
1988,12,1,1,358,3.8777
1988,12,1,2,199,3.2820
1988,12,1,3,313,3.1166
1988,12,1,4,471,5.0887
1988,12,1,5,661,3.0196
1988,12,2,1,80,4.4745
1988,12,2,2,78,3.9672
1988,12,2,3,91,3.5559
1988,12,2,4,115,5.6518
1988,12,2,5,149,2.9995
1988,12,3,1,97,2.1902
1988,12,3,2,106,1.5696
1988,12,3,3,114,2.3331
1988,12,3,4,86,2.7767
1988,12,3,5,85,2.4415
1989,1,1,1,357,7.2907
1989,1,1,2,194,6.5871
1989,1,1,3,308,3.5230
1989,1,1,4,466,4.8972
1989,1,1,5,649,5.7147
1989,1,2,1,80,5.5414
1989,1,2,2,78,6.2513
1989,1,2,3,91,3.4522
1989,1,2,4,114,4.1011
1989,1,2,5,148,4.5468
1989,1,3,1,97,6.4379
1989,1,3,2,106,6.9611
1989,1,3,3,114,6.2054
1989,1,3,4,86,6.3769
1989,1,3,5,83,8.0304
1989,2,1,1,353,1.5940
1989,2,1,2,193,2.2033
1989,2,1,3,305,0.6240
1989,2,1,4,458,0.8313
1989,2,1,5,643,-0.3706
1989,2,2,1,80,1.4237
1989,2,2,2,77,1.8992
1989,2,2,3,91,1.5929
1989,2,2,4,113,1.0798
1989,2,2,5,148,0.3311
1989,2,3,1,97,-1.2744
1989,2,3,2,106,-3.1817
1989,2,3,3,113,-2.3642
1989,2,3,4,86,-1.6967
1989,2,3,5,83,-2.3337
1989,3,1,1,348,3.0421
1989,3,1,2,193,2.0455
1989,3,1,3,304,3.1562
1989,3,1,4,453,3.3229
1989,3,1,5,635,1.7495
1989,3,2,1,79,2.8950
1989,3,2,2,77,2.4743
1989,3,2,3,91,3.6286
1989,3,2,4,113,2.5670
1989,3,2,5,147,2.9740
1989,3,3,1,97,2.3222
1989,3,3,2,106,1.0720
1989,3,3,3,113,2.3795
1989,3,3,4,86,3.3304
1989,3,3,5,83,-0.5535
1989,4,1,1,344,3.2515
1989,4,1,2,191,3.3138
1989,4,1,3,302,4.4060
1989,4,1,4,448,3.0378
1989,4,1,5,632,2.6758
1989,4,2,1,79,5.8773
1989,4,2,2,77,5.0555
1989,4,2,3,91,4.4366
1989,4,2,4,112,5.8860
1989,4,2,5,145,3.7518
1989,4,3,1,96,4.2698
1989,4,3,2,106,5.9914
1989,4,3,3,113,6.0582
1989,4,3,4,86,5.4353
1989,4,3,5,83,4.7751
1989,5,1,1,339,3.3869
1989,5,1,2,191,4.6583
1989,5,1,3,301,2.0501
1989,5,1,4,446,4.6496
1989,5,1,5,624,3.0186
1989,5,2,1,79,4.1581
1989,5,2,2,77,3.7442
1989,5,2,3,90,5.1647
1989,5,2,4,112,4.6456
1989,5,2,5,142,3.7857
1989,5,3,1,96,4.8192
1989,5,3,2,106,3.6550
1989,5,3,3,113,4.2157
1989,5,3,4,86,5.9609
1989,5,3,5,82,4.9010
1989,6,1,1,333,-0.7690
1989,6,1,2,191,-0.8560
1989,6,1,3,294,-0.4067
1989,6,1,4,441,-1.4869
1989,6,1,5,618,-2.8719
1989,6,2,1,78,0.3014
1989,6,2,2,77,-0.0329
1989,6,2,3,89,-0.0683
1989,6,2,4,112,-2.6452
1989,6,2,5,141,-3.1900
1989,6,3,1,95,-0.8679
1989,6,3,2,106,-0.2291
1989,6,3,3,113,-1.7118
1989,6,3,4,85,-1.4723
1989,6,3,5,81,-1.4823
1989,7,1,1,358,3.4992
1989,7,1,2,276,3.6409
1989,7,1,3,351,2.2914
1989,7,1,4,523,2.9738
1989,7,1,5,702,1.9569
1989,7,2,1,94,4.0264
1989,7,2,2,95,5.1603
1989,7,2,3,90,3.3890
1989,7,2,4,123,3.3952
1989,7,2,5,142,5.4360
1989,7,3,1,109,9.5159
1989,7,3,2,113,8.9319
1989,7,3,3,125,7.4624
1989,7,3,4,100,8.8996
1989,7,3,5,80,8.5370
1989,8,1,1,357,1.5947
1989,8,1,2,272,2.0585
1989,8,1,3,348,0.0605
1989,8,1,4,522,1.3932
1989,8,1,5,696,1.7123
1989,8,2,1,94,3.2128
1989,8,2,2,95,2.1140
1989,8,2,3,90,3.0367
1989,8,2,4,123,2.7746
1989,8,2,5,141,2.9879
1989,8,3,1,108,3.0241
1989,8,3,2,112,0.9755
1989,8,3,3,123,2.7279
1989,8,3,4,100,0.8572
1989,8,3,5,79,2.4410
1989,9,1,1,352,-0.6090
1989,9,1,2,270,0.5897
1989,9,1,3,346,0.7914
1989,9,1,4,516,-0.2145
1989,9,1,5,687,-0.6060
1989,9,2,1,90,0.2413
