year,month,rank_ME,rank_dLTI,nstocks,ret_vw
1980,3,1,5,180,-20.4129
1980,3,2,1,61,-18.3450
1980,3,2,2,51,-17.6633
1980,3,2,3,56,-17.0890
1980,3,2,4,33,-15.3967
1980,3,2,5,78,-20.3686
1980,3,3,1,62,-10.5957
1980,3,3,2,80,-12.3522
1980,3,3,3,83,-6.7290
1980,3,3,4,83,-13.4796
1980,3,3,5,74,-7.7905
1980,4,1,1,222,6.8248
1980,4,1,2,113,5.3905
1980,4,1,3,99,4.2165
1980,4,1,4,104,6.7682
1980,4,1,5,180,7.1137
1980,4,2,1,60,9.8910
1980,4,2,2,50,6.1272
1980,4,2,3,56,7.5244
1980,4,2,4,33,4.4120
1980,4,2,5,77,8.8417
1980,4,3,1,61,3.0015
1980,4,3,2,80,4.9135
1980,4,3,3,83,6.9617
1980,4,3,4,83,6.3415
1980,4,3,5,74,3.4190
1980,5,1,1,224,5.6061
1980,5,1,2,111,6.4962
1980,5,1,3,99,5.8782
1980,5,1,4,103,8.4403
1980,5,1,5,181,6.6954
1980,5,2,1,59,9.2984
1980,5,2,2,50,6.9099
1980,5,2,3,56,8.9669
1980,5,2,4,33,9.5118
1980,5,2,5,76,7.2876
1980,5,3,1,61,5.8853
1980,5,3,2,81,6.2661
1980,5,3,3,83,4.5425
1980,5,3,4,83,5.7647
1980,5,3,5,74,6.1072
1980,6,1,1,223,4.5101
1980,6,1,2,111,3.0988
1980,6,1,3,99,5.4961
1980,6,1,4,102,3.6032
1980,6,1,5,178,4.5621
1980,6,2,1,59,5.5992
1980,6,2,2,50,4.9099
1980,6,2,3,56,4.3052
1980,6,2,4,32,1.2841
1980,6,2,5,77,9.2253
1980,6,3,1,61,3.2487
1980,6,3,2,81,2.4033
1980,6,3,3,83,2.3324
1980,6,3,4,83,3.3721
1980,6,3,5,72,1.1915
1980,7,1,1,226,12.4558
1980,7,1,2,106,11.5386
1980,7,1,3,97,6.3560
1980,7,1,4,111,10.7269
1980,7,1,5,179,9.2422
1980,7,2,1,72,10.3925
1980,7,2,2,48,8.3086
1980,7,2,3,49,4.6981
1980,7,2,4,59,8.2465
1980,7,2,5,85,10.6920
1980,7,3,1,64,5.8832
1980,7,3,2,79,6.0743
1980,7,3,3,85,1.2488
1980,7,3,4,81,7.8288
1980,7,3,5,76,7.3561
1980,8,1,1,224,9.5799
1980,8,1,2,106,7.5343
1980,8,1,3,96,7.9832
1980,8,1,4,111,6.0931
1980,8,1,5,178,7.8102
1980,8,2,1,71,6.8856
1980,8,2,2,48,3.8594
1980,8,2,3,49,1.0129
1980,8,2,4,59,7.0418
1980,8,2,5,84,6.4341
1980,8,3,1,64,2.7266
1980,8,3,2,79,1.0643
1980,8,3,3,85,3.5854
1980,8,3,4,81,1.2736
1980,8,3,5,76,1.3174
1980,9,1,1,223,5.1614
1980,9,1,2,105,3.9623
1980,9,1,3,95,0.5584
1980,9,1,4,109,3.0244
1980,9,1,5,178,2.5836
1980,9,2,1,70,4.3371
1980,9,2,2,47,2.5406
1980,9,2,3,49,5.0456
1980,9,2,4,60,0.5457
1980,9,2,5,85,4.8484
1980,9,3,1,64,6.3385
1980,9,3,2,79,0.8085
1980,9,3,3,85,-0.4745
1980,9,3,4,81,2.8963
1980,9,3,5,76,4.7522
1980,10,1,1,221,5.1537
1980,10,1,2,105,6.9522
1980,10,1,3,95,2.0368
1980,10,1,4,108,3.2584
1980,10,1,5,179,3.4699
1980,10,2,1,70,6.5705
1980,10,2,2,46,4.1262
1980,10,2,3,49,0.8826
1980,10,2,4,59,4.7133
1980,10,2,5,85,2.9537
1980,10,3,1,63,4.4249
1980,10,3,2,79,4.0794
1980,10,3,3,85,-0.3870
1980,10,3,4,81,0.5215
1980,10,3,5,76,-0.9029
1980,11,1,1,220,9.3272
1980,11,1,2,103,7.2267
1980,11,1,3,95,7.2710
1980,11,1,4,106,6.9700
1980,11,1,5,180,7.0937
1980,11,2,1,70,12.2589
1980,11,2,2,46,6.3680
1980,11,2,3,49,5.3250
1980,11,2,4,59,5.1425
1980,11,2,5,85,9.3715
1980,11,3,1,63,12.2496
1980,11,3,2,79,14.9536
1980,11,3,3,85,5.0036
1980,11,3,4,81,10.3248
1980,11,3,5,75,11.4730
1980,12,1,1,218,-5.7332
1980,12,1,2,103,-4.0735
1980,12,1,3,95,-3.7089
1980,12,1,4,106,-3.0569
1980,12,1,5,179,-6.1421
1980,12,2,1,70,-4.9561
1980,12,2,2,46,-4.2821
1980,12,2,3,48,-2.0712
1980,12,2,4,59,-1.0498
1980,12,2,5,85,-2.8400
1980,12,3,1,63,-7.3754
1980,12,3,2,79,-5.3434
1980,12,3,3,85,-2.2267
1980,12,3,4,80,-3.2438
1980,12,3,5,74,-0.6267
1981,1,1,1,219,-3.6261
1981,1,1,2,104,-1.2345
1981,1,1,3,95,0.0312
1981,1,1,4,105,1.3340
1981,1,1,5,177,-2.6426
1981,1,2,1,70,-4.5164
1981,1,2,2,46,1.7541
1981,1,2,3,48,-0.7790
1981,1,2,4,59,-2.6850
1981,1,2,5,83,-1.8728
1981,1,3,1,63,-3.8599
1981,1,3,2,79,-4.0898
1981,1,3,3,83,0.7929
1981,1,3,4,80,-4.5641
1981,1,3,5,73,-5.9869
1981,2,1,1,218,-0.2729
1981,2,1,2,102,0.2711
1981,2,1,3,93,-2.2481
1981,2,1,4,102,2.5897
1981,2,1,5,176,-1.3829
1981,2,2,1,69,1.2309
1981,2,2,2,45,-1.1043
1981,2,2,3,49,0.6856
1981,2,2,4,59,5.2174
1981,2,2,5,82,3.1944
1981,2,3,1,63,2.1565
1981,2,3,2,79,1.0584
1981,2,3,3,82,0.8712
1981,2,3,4,80,2.4492
1981,2,3,5,73,3.6405
1981,3,1,1,215,8.7851
1981,3,1,2,102,6.9528
1981,3,1,3,91,5.0020
1981,3,1,4,101,9.1579
1981,3,1,5,176,8.4146
1981,3,2,1,68,6.0550
1981,3,2,2,44,6.6181
1981,3,2,3,49,8.0316
1981,3,2,4,59,6.2315
1981,3,2,5,81,6.5003
1981,3,3,1,62,1.9551
1981,3,3,2,79,2.9156
1981,3,3,3,82,2.4447
1981,3,3,4,80,6.0993
1981,3,3,5,72,4.8435
1981,4,1,1,215,4.4991
1981,4,1,2,103,3.0837
1981,4,1,3,90,3.2972
1981,4,1,4,102,3.7936
1981,4,1,5,176,3.5855
1981,4,2,1,67,-0.2643
1981,4,2,2,44,1.1918
1981,4,2,3,48,0.1942
1981,4,2,4,59,1.5993
1981,4,2,5,81,3.1244
1981,4,3,1,62,-2.4829
1981,4,3,2,79,-1.2187
1981,4,3,3,83,1.6421
1981,4,3,4,80,-2.3004
1981,4,3,5,72,-1.2933
1981,5,1,1,215,5.7836
1981,5,1,2,101,6.7856
1981,5,1,3,90,3.8672
1981,5,1,4,102,4.5863
1981,5,1,5,176,2.2219
1981,5,2,1,67,2.9016
1981,5,2,2,44,1.6138
1981,5,2,3,48,1.7405
1981,5,2,4,59,3.7703
1981,5,2,5,81,3.1122
1981,5,3,1,62,-2.4656
1981,5,3,2,79,-1.5532
1981,5,3,3,82,3.2193
1981,5,3,4,80,0.1975
1981,5,3,5,71,1.2926
1981,6,1,1,214,-4.4289
1981,6,1,2,101,0.3152
1981,6,1,3,89,-2.1503
1981,6,1,4,101,1.0527
1981,6,1,5,176,-2.6016
1981,6,2,1,67,-2.2639
1981,6,2,2,43,-2.0249
1981,6,2,3,47,-1.4275
1981,6,2,4,58,-2.5343
1981,6,2,5,80,-3.2348
1981,6,3,1,62,0.4868
1981,6,3,2,78,0.0093
1981,6,3,3,82,0.4318
1981,6,3,4,80,-0.4065
1981,6,3,5,71,-2.4725
1981,7,1,1,262,-1.8552
1981,7,1,2,117,-3.9404
1981,7,1,3,73,-3.2196
1981,7,1,4,104,-1.4510
1981,7,1,5,219,-4.5707
1981,7,2,1,59,-0.7728
1981,7,2,2,58,0.4618
1981,7,2,3,46,-0.3629
1981,7,2,4,47,-1.0893
1981,7,2,5,77,-2.0983
1981,7,3,1,68,0.4686
1981,7,3,2,65,5.2872
1981,7,3,3,73,-0.2128
1981,7,3,4,78,0.2114
1981,7,3,5,71,-1.3393
1981,8,1,1,261,-10.2602
1981,8,1,2,116,-6.3354
1981,8,1,3,73,-5.9102
1981,8,1,4,102,-8.1037
1981,8,1,5,215,-8.4883
1981,8,2,1,58,-7.3903
1981,8,2,2,58,-7.3004
1981,8,2,3,46,-2.9666
1981,8,2,4,46,-6.3243
1981,8,2,5,77,-6.2106
1981,8,3,1,68,-5.0200
1981,8,3,2,65,-4.1934
1981,8,3,3,73,-1.8858
1981,8,3,4,78,-6.4521
1981,8,3,5,69,-8.7413
1981,9,1,1,254,-9.0449
1981,9,1,2,114,-7.6280
1981,9,1,3,70,-7.8037
1981,9,1,4,100,-7.2005
1981,9,1,5,214,-9.7733
1981,9,2,1,58,-8.2331
1981,9,2,2,58,-7.4148
1981,9,2,3,46,-6.8738
1981,9,2,4,46,-6.8695
1981,9,2,5,76,-7.6986
1981,9,3,1,68,-8.5431
1981,9,3,2,65,-7.7627
1981,9,3,3,73,-2.4403
1981,9,3,4,78,-5.2272
1981,9,3,5,67,-6.3080
1981,10,1,1,252,7.8236
1981,10,1,2,114,11.6781
1981,10,1,3,69,5.1701
1981,10,1,4,98,5.1194
1981,10,1,5,212,8.3839
1981,10,2,1,58,7.3613
1981,10,2,2,58,7.7525
1981,10,2,3,46,5.6050
1981,10,2,4,46,9.1170
1981,10,2,5,75,8.7035
1981,10,3,1,68,6.2908
1981,10,3,2,65,7.5195
1981,10,3,3,73,5.5074
1981,10,3,4,78,4.7871
1981,10,3,5,67,7.9838
1981,11,1,1,252,1.0547
1981,11,1,2,116,1.9132
1981,11,1,3,71,3.8597
1981,11,1,4,98,3.1376
1981,11,1,5,212,2.1736
1981,11,2,1,57,3.7569
1981,11,2,2,56,2.9869
1981,11,2,3,46,4.8717
1981,11,2,4,46,3.4342
1981,11,2,5,75,3.2040
1981,11,3,1,68,4.5716
1981,11,3,2,63,5.4925
1981,11,3,3,73,4.0045
1981,11,3,4,78,5.3860
1981,11,3,5,67,5.1393
1981,12,1,1,251,-3.4849
1981,12,1,2,114,-1.6805
1981,12,1,3,71,-0.2180
1981,12,1,4,99,-2.6920
1981,12,1,5,208,-3.0977
1981,12,2,1,56,-2.4048
1981,12,2,2,55,-3.2744
1981,12,2,3,46,-1.1746
1981,12,2,4,46,-0.5559
1981,12,2,5,75,-2.4084
1981,12,3,1,67,-2.4586
1981,12,3,2,63,-3.8055
1981,12,3,3,73,-2.5935
1981,12,3,4,77,-1.3012
1981,12,3,5,67,-4.4720
1982,1,1,1,252,-0.9606
1982,1,1,2,113,-0.4323
1982,1,1,3,72,-0.8158
1982,1,1,4,99,-1.3872
1982,1,1,5,207,-1.5918
1982,1,2,1,56,-4.0500
1982,1,2,2,55,-5.6884
1982,1,2,3,45,-0.5841
1982,1,2,4,46,-3.7094
1982,1,2,5,74,-4.9255
1982,1,3,1,67,-1.3629
1982,1,3,2,63,-4.6415
1982,1,3,3,73,-0.6188
1982,1,3,4,76,-2.8854
1982,1,3,5,67,-2.5627
1982,2,1,1,251,-4.1541
1982,2,1,2,113,-2.3669
1982,2,1,3,71,-1.7014
1982,2,1,4,100,-1.6063
1982,2,1,5,207,-3.6262
1982,2,2,1,55,-4.9920
1982,2,2,2,56,-5.7971
1982,2,2,3,45,-2.1748
1982,2,2,4,46,-4.2546
1982,2,2,5,72,-3.3196
1982,2,3,1,67,-5.5010
1982,2,3,2,63,-5.7946
1982,2,3,3,73,-4.0534
1982,2,3,4,75,-2.8778
1982,2,3,5,67,-5.2876
1982,3,1,1,246,-0.8729
1982,3,1,2,112,1.8350
1982,3,1,3,71,-0.4586
1982,3,1,4,99,0.6494
1982,3,1,5,206,-3.3844
1982,3,2,1,55,-0.7336
1982,3,2,2,56,0.6050
1982,3,2,3,45,-0.2694
1982,3,2,4,45,-1.8997
1982,3,2,5,72,0.6654
1982,3,3,1,67,-2.9335
1982,3,3,2,63,-0.5485
1982,3,3,3,73,1.6978
1982,3,3,4,75,0.1462
1982,3,3,5,67,-1.8565
1982,4,1,1,244,5.3883
1982,4,1,2,110,6.6050
1982,4,1,3,71,5.9192
1982,4,1,4,99,5.3732
1982,4,1,5,206,7.1026
1982,4,2,1,55,4.1781
1982,4,2,2,55,6.6022
1982,4,2,3,45,4.7121
1982,4,2,4,44,8.0047
1982,4,2,5,71,5.0827
1982,4,3,1,67,5.8152
1982,4,3,2,63,2.6377
1982,4,3,3,73,1.3349
1982,4,3,4,75,3.7658
1982,4,3,5,67,6.2286
1982,5,1,1,243,-1.8855
1982,5,1,2,108,-2.6818
1982,5,1,3,70,-1.3865
1982,5,1,4,98,0.5455
1982,5,1,5,203,-2.3299
1982,5,2,1,54,-2.3344
1982,5,2,2,55,-4.3297
1982,5,2,3,45,-2.4976
1982,5,2,4,44,-2.3911
1982,5,2,5,71,-3.3168
1982,5,3,1,67,-3.7566
1982,5,3,2,62,0.6897
1982,5,3,3,73,-0.8782
1982,5,3,4,75,-2.7588
1982,5,3,5,66,-4.7764
1982,6,1,1,243,-1.9196
1982,6,1,2,108,-2.5767
1982,6,1,3,70,-3.3752
1982,6,1,4,98,-3.5612
1982,6,1,5,202,-2.4296
1982,6,2,1,54,-5.1986
1982,6,2,2,55,-1.3674
1982,6,2,3,45,-1.0819
1982,6,2,4,43,-1.6694
1982,6,2,5,71,-2.2086
1982,6,3,1,67,-2.8107
1982,6,3,2,62,-3.8507
1982,6,3,3,73,-0.2838
1982,6,3,4,75,-1.9572
1982,6,3,5,66,-2.4735
1982,7,1,1,268,0.8965
1982,7,1,2,161,-0.7801
1982,7,1,3,68,0.3346
1982,7,1,4,95,-1.3589
1982,7,1,5,191,-3.0228
1982,7,2,1,54,-0.3284
1982,7,2,2,48,-1.7733
1982,7,2,3,29,-2.1850
1982,7,2,4,42,-0.6758
1982,7,2,5,70,-2.3190
1982,7,3,1,53,-2.8737
1982,7,3,2,67,-2.8989
1982,7,3,3,73,-1.3023
1982,7,3,4,71,-2.5110
1982,7,3,5,67,-3.5810
1982,8,1,1,268,3.2937
1982,8,1,2,160,6.9488
1982,8,1,3,68,3.1582
1982,8,1,4,94,5.1719
1982,8,1,5,188,7.1448
1982,8,2,1,52,6.9644
1982,8,2,2,48,8.9364
1982,8,2,3,29,10.2593
1982,8,2,4,42,11.5473
1982,8,2,5,70,9.0926
1982,8,3,1,53,11.6245
1982,8,3,2,66,12.4721
1982,8,3,3,73,12.2886
1982,8,3,4,71,12.6045
1982,8,3,5,67,13.3754
1982,9,1,1,268,4.9432
1982,9,1,2,161,3.9262
1982,9,1,3,68,2.0884
1982,9,1,4,95,4.3993
1982,9,1,5,186,0.9770
1982,9,2,1,52,4.5348
1982,9,2,2,48,3.1622
1982,9,2,3,29,3.0290
1982,9,2,4,42,4.5654
1982,9,2,5,70,2.6589
1982,9,3,1,53,1.0232
1982,9,3,2,67,0.8944
1982,9,3,3,73,0.5302
1982,9,3,4,71,0.9030
1982,9,3,5,66,0.6862
1982,10,1,1,265,13.7557
1982,10,1,2,160,9.2042
1982,10,1,3,68,15.9976
1982,10,1,4,94,12.8694
1982,10,1,5,185,14.2858
1982,10,2,1,52,14.3362
1982,10,2,2,48,11.0556
1982,10,2,3,29,9.6994
1982,10,2,4,42,13.5881
1982,10,2,5,69,12.9584
1982,10,3,1,53,9.7495
1982,10,3,2,67,8.2147
1982,10,3,3,73,8.2534
1982,10,3,4,71,9.9649
1982,10,3,5,66,14.1400
1982,11,1,1,265,11.1607
1982,11,1,2,159,9.0755
1982,11,1,3,68,8.4520
1982,11,1,4,94,9.6612
1982,11,1,5,182,8.6444
1982,11,2,1,50,6.8831
1982,11,2,2,48,7.6755
1982,11,2,3,29,2.0953
1982,11,2,4,41,10.0063
1982,11,2,5,68,5.6902
1982,11,3,1,53,3.5883
1982,11,3,2,67,1.2919
1982,11,3,3,73,4.4505
1982,11,3,4,71,2.0652
1982,11,3,5,66,5.6898
1982,12,1,1,263,3.4323
1982,12,1,2,155,1.2258
1982,12,1,3,68,-0.6841
1982,12,1,4,94,0.6849
1982,12,1,5,180,1.1617
1982,12,2,1,50,0.8814
1982,12,2,2,48,3.0686
1982,12,2,3,29,1.5957
1982,12,2,4,41,1.2978
1982,12,2,5,68,0.2086
1982,12,3,1,53,1.1531
1982,12,3,2,66,2.8547
1982,12,3,3,73,0.8500
1982,12,3,4,71,1.6248
1982,12,3,5,66,-2.9519
1983,1,1,1,258,11.2004
1983,1,1,2,154,9.9851
1983,1,1,3,68,11.6675
1983,1,1,4,93,10.0577
1983,1,1,5,180,9.2718
1983,1,2,1,48,6.0231
1983,1,2,2,48,5.5419
1983,1,2,3,29,7.7817
1983,1,2,4,41,5.8747
1983,1,2,5,66,7.0566
1983,1,3,1,53,4.3287
1983,1,3,2,64,2.7397
1983,1,3,3,73,9.4065
1983,1,3,4,71,3.0328
1983,1,3,5,66,2.0955
1983,2,1,1,255,6.2406
1983,2,1,2,153,7.4993
1983,2,1,3,68,1.8165
1983,2,1,4,93,7.1797
1983,2,1,5,176,3.4898
1983,2,2,1,47,5.0285
1983,2,2,2,48,5.8539
1983,2,2,3,29,6.6591
1983,2,2,4,41,6.3721
1983,2,2,5,67,3.4455
1983,2,3,1,53,3.6270
1983,2,3,2,64,2.0669
1983,2,3,3,73,1.1029
1983,2,3,4,71,3.1716
1983,2,3,5,66,5.2423
1983,3,1,1,252,3.8783
1983,3,1,2,152,5.4544
1983,3,1,3,66,6.6411
1983,3,1,4,93,2.6540
1983,3,1,5,175,4.9601
1983,3,2,1,47,1.7684
1983,3,2,2,48,1.5818
1983,3,2,3,29,3.7574
1983,3,2,4,41,3.7199
1983,3,2,5,67,5.4174
1983,3,3,1,53,0.4573
1983,3,3,2,64,3.6982
1983,3,3,3,73,0.5787
1983,3,3,4,70,3.3478
1983,3,3,5,66,4.1628
1983,4,1,1,251,9.4498
1983,4,1,2,152,4.4358
1983,4,1,3,65,6.0193
1983,4,1,4,93,9.0540
1983,4,1,5,172,7.2365
1983,4,2,1,47,8.4504
1983,4,2,2,48,4.5407
1983,4,2,3,29,4.7320
1983,4,2,4,41,9.7087
1983,4,2,5,67,6.3067
1983,4,3,1,53,5.9362
1983,4,3,2,64,7.1376
1983,4,3,3,73,6.1434
1983,4,3,4,70,7.1481
1983,4,3,5,66,8.4279
1983,5,1,1,248,10.9565
1983,5,1,2,151,8.9314
1983,5,1,3,65,7.7315
1983,5,1,4,91,10.6214
1983,5,1,5,171,10.9366
1983,5,2,1,48,6.7910
1983,5,2,2,48,6.4437
1983,5,2,3,29,3.7024
1983,5,2,4,41,5.5719
1983,5,2,5,67,4.0999
1983,5,3,1,53,2.6647
1983,5,3,2,64,0.2246
1983,5,3,3,73,-1.4237
1983,5,3,4,70,-0.6430
1983,5,3,5,66,1.4097
1983,6,1,1,246,3.6082
1983,6,1,2,150,2.5829
1983,6,1,3,63,7.2080
1983,6,1,4,91,5.0027
1983,6,1,5,171,3.8399
1983,6,2,1,47,8.7773
1983,6,2,2,48,2.9295
1983,6,2,3,29,4.2795
1983,6,2,4,41,6.4160
1983,6,2,5,67,6.6199
1983,6,3,1,52,4.5233
1983,6,3,2,63,1.3213
1983,6,3,3,73,2.0021
1983,6,3,4,70,3.4017
1983,6,3,5,66,3.2882
1983,7,1,1,261,-3.3599
1983,7,1,2,148,-3.1039
1983,7,1,3,115,-2.4896
1983,7,1,4,99,-2.8260
1983,7,1,5,233,-1.4576
1983,7,2,1,55,-2.6821
1983,7,2,2,34,-0.1344
1983,7,2,3,42,-2.3920
1983,7,2,4,37,-3.7290
1983,7,2,5,63,-4.8840
1983,7,3,1,50,-3.6477
1983,7,3,2,67,-2.4884
1983,7,3,3,66,0.5513
1983,7,3,4,76,-4.9846
1983,7,3,5,72,-4.1640
1983,8,1,1,260,-2.6619
1983,8,1,2,148,-3.2726
1983,8,1,3,113,-2.5946
1983,8,1,4,98,-4.8125
1983,8,1,5,229,-3.7595
1983,8,2,1,54,-1.9360
1983,8,2,2,34,-0.8895
1983,8,2,3,42,-0.3724
1983,8,2,4,37,-2.3811
1983,8,2,5,60,-4.8747
1983,8,3,1,50,2.8256
1983,8,3,2,66,3.1717
1983,8,3,3,66,3.9134
1983,8,3,4,76,1.4057
1983,8,3,5,72,-1.6443
1983,9,1,1,258,-1.3025
1983,9,1,2,146,0.9848
1983,9,1,3,112,-0.0164
1983,9,1,4,97,0.5139
1983,9,1,5,227,-1.6242
1983,9,2,1,52,0.7631
1983,9,2,2,34,2.5521
1983,9,2,3,42,2.8951
1983,9,2,4,37,2.3112
1983,9,2,5,60,3.6054
1983,9,3,1,50,0.2333
1983,9,3,2,66,0.9778
1983,9,3,3,66,1.1098
1983,9,3,4,76,1.3196
1983,9,3,5,71,1.8927
1983,10,1,1,256,-5.1956
1983,10,1,2,145,-7.1475
1983,10,1,3,111,-5.9376
1983,10,1,4,97,-6.5017
1983,10,1,5,226,-7.7999
1983,10,2,1,51,-4.6211
1983,10,2,2,34,-3.6294
1983,10,2,3,42,-2.9939
1983,10,2,4,37,-4.4311
1983,10,2,5,60,-5.7245
1983,10,3,1,50,-2.4830
1983,10,3,2,66,-1.8045
1983,10,3,3,65,2.1681
1983,10,3,4,76,-2.1619
1983,10,3,5,70,-2.7162
1983,11,1,1,256,2.0379
1983,11,1,2,144,4.5228
1983,11,1,3,111,1.0869
1983,11,1,4,97,2.6139
1983,11,1,5,225,2.7018
1983,11,2,1,51,3.6223
1983,11,2,2,33,4.9463
1983,11,2,3,42,4.1423
1983,11,2,4,37,2.3667
1983,11,2,5,59,6.4546
1983,11,3,1,50,1.0359
1983,11,3,2,65,2.1047
1983,11,3,3,65,0.9616
1983,11,3,4,76,1.8790
1983,11,3,5,70,5.0701
1983,12,1,1,252,-1.7174
1983,12,1,2,144,-2.6547
1983,12,1,3,110,-2.3037
1983,12,1,4,96,-3.0390
1983,12,1,5,223,-2.2638
1983,12,2,1,51,-2.2529
1983,12,2,2,33,-0.4854
1983,12,2,3,42,-0.4740
1983,12,2,4,37,-1.2799
1983,12,2,5,59,-2.3148
1983,12,3,1,50,-1.4606
1983,12,3,2,65,-1.6529
1983,12,3,3,65,-3.2851
1983,12,3,4,76,-0.9760
1983,12,3,5,70,-0.7767
1984,1,1,1,248,0.2283
1984,1,1,2,143,-1.4311
1984,1,1,3,110,1.8241
1984,1,1,4,95,1.0951
1984,1,1,5,224,-1.1873
1984,1,2,1,51,-1.6374
1984,1,2,2,33,-3.2728
1984,1,2,3,42,0.0819
1984,1,2,4,37,-0.0862
1984,1,2,5,59,-0.4239
1984,1,3,1,50,0.6617
1984,1,3,2,64,3.1714
1984,1,3,3,65,1.5122
1984,1,3,4,73,-2.8804
1984,1,3,5,70,-4.2517
1984,2,1,1,243,-5.3488
1984,2,1,2,142,-6.5308
1984,2,1,3,109,-4.0084
1984,2,1,4,94,-5.1253
1984,2,1,5,219,-6.5795
1984,2,2,1,51,-5.2819
1984,2,2,2,33,-5.8528
1984,2,2,3,42,-4.1574
1984,2,2,4,37,-4.9650
1984,2,2,5,58,-4.4891
1984,2,3,1,50,-2.5996
1984,2,3,2,64,-1.5083
1984,2,3,3,65,-1.8921
1984,2,3,4,72,-5.2843
1984,2,3,5,70,-5.9456
1984,3,1,1,243,0.6536
1984,3,1,2,142,-0.5136
1984,3,1,3,108,0.2323
1984,3,1,4,92,0.2262
1984,3,1,5,216,-0.1879
1984,3,2,1,51,-0.2267
1984,3,2,2,33,5.8557
1984,3,2,3,42,0.5829
1984,3,2,4,37,1.4124
1984,3,2,5,56,0.9087
1984,3,3,1,50,2.0627
1984,3,3,2,64,-1.2425
1984,3,3,3,65,0.2990
1984,3,3,4,72,2.8518
1984,3,3,5,70,2.6425
1984,4,1,1,241,-2.0216
1984,4,1,2,140,-1.4594
1984,4,1,3,108,-2.1895
1984,4,1,4,94,-0.6883
1984,4,1,5,215,-3.1242
1984,4,2,1,51,0.4953
1984,4,2,2,33,2.4158
1984,4,2,3,42,-0.1243
1984,4,2,4,37,-1.1627
1984,4,2,5,56,0.1479
1984,4,3,1,50,2.2742
1984,4,3,2,64,0.8997
1984,4,3,3,65,2.5549
1984,4,3,4,72,1.3413
1984,4,3,5,70,-0.5303
1984,5,1,1,239,-5.0038
1984,5,1,2,139,-3.6449
1984,5,1,3,107,-2.4555
1984,5,1,4,94,0.9119
1984,5,1,5,213,-5.8793
1984,5,2,1,51,-5.5390
1984,5,2,2,32,-4.8638
1984,5,2,3,42,-3.4977
1984,5,2,4,37,-3.1380
1984,5,2,5,56,-4.5616
1984,5,3,1,50,-6.9970
1984,5,3,2,64,-5.6754
1984,5,3,3,64,-3.2872
1984,5,3,4,72,-5.1039
1984,5,3,5,70,-4.3941
1984,6,1,1,234,2.7508
1984,6,1,2,137,1.5393
1984,6,1,3,106,1.5770
1984,6,1,4,93,1.0126
1984,6,1,5,211,2.4376
1984,6,2,1,51,1.9130
1984,6,2,2,32,5.8113
1984,6,2,3,42,0.7506
1984,6,2,4,36,2.0695
1984,6,2,5,56,2.4769
1984,6,3,1,50,2.5773
1984,6,3,2,64,2.2005
1984,6,3,3,64,1.1578
1984,6,3,4,72,2.3002
1984,6,3,5,70,3.1906
1984,7,1,1,268,-5.1703
1984,7,1,2,114,-3.7671
1984,7,1,3,120,-2.9853
1984,7,1,4,125,-2.0918
1984,7,1,5,238,-7.3635
1984,7,2,1,39,-3.7182
1984,7,2,2,46,-4.4711
1984,7,2,3,41,-3.3559
1984,7,2,4,41,-5.3262
1984,7,2,5,79,-6.8282
1984,7,3,1,60,-2.3007
1984,7,3,2,59,-3.5081
1984,7,3,3,62,-1.9048
1984,7,3,4,68,-2.7690
1984,7,3,5,65,-1.1949
1984,8,1,1,264,9.4108
1984,8,1,2,113,11.9525
1984,8,1,3,119,6.7769
1984,8,1,4,124,8.2509
1984,8,1,5,236,10.7784
1984,8,2,1,39,12.7762
1984,8,2,2,46,12.1744
1984,8,2,3,41,10.3710
1984,8,2,4,41,13.6181
1984,8,2,5,79,13.1671
1984,8,3,1,60,11.3358
1984,8,3,2,58,11.6427
1984,8,3,3,62,10.9460
1984,8,3,4,68,9.2817
1984,8,3,5,65,10.7328
1984,9,1,1,258,0.0955
1984,9,1,2,112,0.9670
1984,9,1,3,119,2.1714
1984,9,1,4,123,-1.9004
1984,9,1,5,234,-1.8840
1984,9,2,1,39,-1.3026
1984,9,2,2,45,0.7178
1984,9,2,3,41,-0.8325
1984,9,2,4,41,1.4591
1984,9,2,5,77,-1.8170
1984,9,3,1,60,-0.9812
1984,9,3,2,58,0.3933
1984,9,3,3,62,1.9892
1984,9,3,4,67,-0.1170
1984,9,3,5,65,-1.6378
1984,10,1,1,253,-1.8363
1984,10,1,2,111,-2.7020
1984,10,1,3,116,-0.8319
1984,10,1,4,121,-0.6025
1984,10,1,5,231,-4.7364
1984,10,2,1,38,-1.2544
1984,10,2,2,45,0.3766
1984,10,2,3,41,1.0238
1984,10,2,4,40,-1.1167
1984,10,2,5,77,-1.9023
1984,10,3,1,60,-0.7493
1984,10,3,2,57,0.2417
1984,10,3,3,62,0.8650
1984,10,3,4,67,0.3617
1984,10,3,5,65,0.6935
1984,11,1,1,247,-3.6769
1984,11,1,2,110,-2.0843
1984,11,1,3,116,-2.7107
1984,11,1,4,120,-1.1111
1984,11,1,5,229,-6.4452
1984,11,2,1,38,-4.1273
1984,11,2,2,45,-0.0575
1984,11,2,3,41,1.7153
1984,11,2,4,40,-1.5068
1984,11,2,5,78,-3.5947
1984,11,3,1,59,-1.1937
1984,11,3,2,56,2.3150
1984,11,3,3,62,1.1499
1984,11,3,4,67,0.2208
1984,11,3,5,65,-1.3958
