year,month,rank_ME,rank_dFNL,nstocks,ret_vw
1980,9,2,5,173,2.4591
1980,9,3,1,116,4.7363
1980,9,3,2,152,3.9640
1980,9,3,3,158,1.3930
1980,9,3,4,130,0.7826
1980,9,3,5,111,5.2699
1980,10,1,1,534,5.6453
1980,10,1,2,232,3.7736
1980,10,1,3,224,4.2905
1980,10,1,4,280,4.5955
1980,10,1,5,392,5.5443
1980,10,2,1,133,4.3980
1980,10,2,2,133,2.6913
1980,10,2,3,92,2.5003
1980,10,2,4,108,3.9202
1980,10,2,5,173,5.3622
1980,10,3,1,115,5.4468
1980,10,3,2,151,0.7919
1980,10,3,3,158,1.2907
1980,10,3,4,130,2.1568
1980,10,3,5,111,1.2890
1980,11,1,1,527,7.8629
1980,11,1,2,232,6.7472
1980,11,1,3,221,3.6786
1980,11,1,4,278,5.9713
1980,11,1,5,393,8.4511
1980,11,2,1,132,7.6842
1980,11,2,2,132,6.0072
1980,11,2,3,92,6.0341
1980,11,2,4,108,8.5217
1980,11,2,5,173,10.8724
1980,11,3,1,114,18.2959
1980,11,3,2,151,10.5606
1980,11,3,3,158,10.0825
1980,11,3,4,129,7.7483
1980,11,3,5,111,12.9191
1980,12,1,1,526,-3.8611
1980,12,1,2,231,-5.6709
1980,12,1,3,219,-4.2142
1980,12,1,4,277,-5.1867
1980,12,1,5,391,-5.6328
1980,12,2,1,129,-3.7720
1980,12,2,2,132,-0.2516
1980,12,2,3,91,-2.6985
1980,12,2,4,108,-3.1436
1980,12,2,5,172,-5.2230
1980,12,3,1,113,-7.4765
1980,12,3,2,150,-3.3264
1980,12,3,3,158,-3.1987
1980,12,3,4,129,-1.2905
1980,12,3,5,111,-2.6041
1981,1,1,1,527,-1.6085
1981,1,1,2,229,-0.4797
1981,1,1,3,219,-0.1955
1981,1,1,4,273,1.1425
1981,1,1,5,388,-0.2381
1981,1,2,1,129,-0.3397
1981,1,2,2,131,0.7126
1981,1,2,3,91,0.5363
1981,1,2,4,108,-2.1718
1981,1,2,5,172,-3.1423
1981,1,3,1,113,-7.6261
1981,1,3,2,150,-4.5719
1981,1,3,3,156,-2.4410
1981,1,3,4,129,-3.3577
1981,1,3,5,111,-7.0847
1981,2,1,1,520,-0.3938
1981,2,1,2,226,0.7846
1981,2,1,3,218,0.3810
1981,2,1,4,269,0.4617
1981,2,1,5,385,-0.8814
1981,2,2,1,129,2.5431
1981,2,2,2,131,3.0276
1981,2,2,3,90,0.6582
1981,2,2,4,108,1.4556
1981,2,2,5,171,1.1242
1981,2,3,1,113,2.2168
1981,2,3,2,149,2.8862
1981,2,3,3,156,1.1261
1981,2,3,4,129,2.1373
1981,2,3,5,110,1.1872
1981,3,1,1,515,7.1563
1981,3,1,2,225,8.8777
1981,3,1,3,216,8.7753
1981,3,1,4,269,7.7396
1981,3,1,5,380,9.9375
1981,3,2,1,127,9.0400
1981,3,2,2,131,5.4264
1981,3,2,3,90,7.8283
1981,3,2,4,106,6.4504
1981,3,2,5,170,7.7442
1981,3,3,1,113,1.8172
1981,3,3,2,148,6.7232
1981,3,3,3,155,2.4349
1981,3,3,4,129,3.7614
1981,3,3,5,109,5.3912
1981,4,1,1,514,3.4334
1981,4,1,2,225,4.5582
1981,4,1,3,215,3.0085
1981,4,1,4,267,5.0176
1981,4,1,5,378,4.2303
1981,4,2,1,127,1.3611
1981,4,2,2,130,3.7035
1981,4,2,3,87,2.2163
1981,4,2,4,106,2.0193
1981,4,2,5,168,1.3054
1981,4,3,1,113,-1.6956
1981,4,3,2,147,-3.0246
1981,4,3,3,155,-0.6084
1981,4,3,4,129,-2.1329
1981,4,3,5,110,-3.5599
1981,5,1,1,512,3.9399
1981,5,1,2,223,3.3614
1981,5,1,3,213,5.1520
1981,5,1,4,263,2.8591
1981,5,1,5,375,4.8954
1981,5,2,1,127,1.7914
1981,5,2,2,128,3.7580
1981,5,2,3,87,3.9078
1981,5,2,4,106,2.7947
1981,5,2,5,168,4.3596
1981,5,3,1,111,-2.0989
1981,5,3,2,148,-0.5888
1981,5,3,3,156,0.9954
1981,5,3,4,129,1.5083
1981,5,3,5,107,2.6098
1981,6,1,1,508,-1.7517
1981,6,1,2,224,0.7133
1981,6,1,3,211,-0.9207
1981,6,1,4,263,-0.7915
1981,6,1,5,375,-1.9398
1981,6,2,1,126,-2.9558
1981,6,2,2,127,-1.6318
1981,6,2,3,87,-1.5673
1981,6,2,4,105,-1.9391
1981,6,2,5,164,-4.7223
1981,6,3,1,110,-0.2319
1981,6,3,2,148,-0.8379
1981,6,3,3,155,-0.5245
1981,6,3,4,129,-0.9539
1981,6,3,5,107,-1.8908
1981,7,1,1,564,-3.3650
1981,7,1,2,331,-1.8518
1981,7,1,3,238,-2.0952
1981,7,1,4,254,-3.1946
1981,7,1,5,398,-3.8100
1981,7,2,1,124,-0.7073
1981,7,2,2,112,-2.6217
1981,7,2,3,115,-1.5074
1981,7,2,4,103,-1.7925
1981,7,2,5,162,-2.3016
1981,7,3,1,95,1.4014
1981,7,3,2,142,3.3326
1981,7,3,3,150,-0.6516
1981,7,3,4,139,-0.5514
1981,7,3,5,139,-0.0319
1981,8,1,1,557,-8.9737
1981,8,1,2,329,-7.1627
1981,8,1,3,237,-7.6947
1981,8,1,4,253,-7.7456
1981,8,1,5,396,-10.4297
1981,8,2,1,124,-8.1317
1981,8,2,2,111,-6.7501
1981,8,2,3,115,-5.8082
1981,8,2,4,102,-6.0604
1981,8,2,5,161,-8.2705
1981,8,3,1,94,-6.6754
1981,8,3,2,141,-5.5309
1981,8,3,3,150,-4.3567
1981,8,3,4,137,-5.9245
1981,8,3,5,139,-7.4824
1981,9,1,1,551,-9.0936
1981,9,1,2,325,-7.6728
1981,9,1,3,236,-6.9798
1981,9,1,4,246,-9.9599
1981,9,1,5,391,-10.5695
1981,9,2,1,123,-8.5163
1981,9,2,2,111,-6.8693
1981,9,2,3,114,-5.2297
1981,9,2,4,102,-6.3941
1981,9,2,5,161,-9.8460
1981,9,3,1,92,-5.9351
1981,9,3,2,141,-6.5269
1981,9,3,3,149,-3.6963
1981,9,3,4,137,-6.3772
1981,9,3,5,137,-7.8369
1981,10,1,1,545,9.5855
1981,10,1,2,324,7.6847
1981,10,1,3,234,7.1161
1981,10,1,4,244,8.3332
1981,10,1,5,389,7.4959
1981,10,2,1,123,7.6008
1981,10,2,2,111,7.4139
1981,10,2,3,113,7.8884
1981,10,2,4,101,6.7188
1981,10,2,5,161,6.6796
1981,10,3,1,91,9.5557
1981,10,3,2,140,6.0077
1981,10,3,3,148,3.3794
1981,10,3,4,137,5.8889
1981,10,3,5,137,7.7669
1981,11,1,1,542,1.4068
1981,11,1,2,326,2.7986
1981,11,1,3,233,3.1012
1981,11,1,4,246,3.0215
1981,11,1,5,390,0.0879
1981,11,2,1,123,2.6189
1981,11,2,2,110,3.9629
1981,11,2,3,112,4.3435
1981,11,2,4,101,4.6969
1981,11,2,5,161,1.5097
1981,11,3,1,91,3.6086
1981,11,3,2,138,6.0764
1981,11,3,3,148,4.1522
1981,11,3,4,137,4.0124
1981,11,3,5,137,3.7168
1981,12,1,1,539,-0.4137
1981,12,1,2,322,-0.7286
1981,12,1,3,231,-2.6342
1981,12,1,4,245,-2.8903
1981,12,1,5,390,-2.9737
1981,12,2,1,123,-0.5874
1981,12,2,2,108,-0.7419
1981,12,2,3,111,-0.7348
1981,12,2,4,101,-0.5718
1981,12,2,5,161,-3.9512
1981,12,3,1,91,-2.6838
1981,12,3,2,138,-3.2530
1981,12,3,3,149,-2.3236
1981,12,3,4,137,-2.7928
1981,12,3,5,135,-2.4646
1982,1,1,1,538,-1.0607
1982,1,1,2,320,-1.1771
1982,1,1,3,230,-1.9231
1982,1,1,4,243,-1.8232
1982,1,1,5,386,-2.0299
1982,1,2,1,123,-6.0298
1982,1,2,2,107,-3.5651
1982,1,2,3,110,-2.8851
1982,1,2,4,99,-2.2452
1982,1,2,5,161,-4.5132
1982,1,3,1,91,-3.0229
1982,1,3,2,137,-4.0238
1982,1,3,3,149,-0.1178
1982,1,3,4,137,-1.3867
1982,1,3,5,134,-4.8093
1982,2,1,1,534,-3.9023
1982,2,1,2,318,-3.3212
1982,2,1,3,229,-2.3777
1982,2,1,4,242,-3.2681
1982,2,1,5,387,-5.6584
1982,2,2,1,123,-6.1040
1982,2,2,2,108,-3.9305
1982,2,2,3,109,-2.7130
1982,2,2,4,98,-2.9609
1982,2,2,5,160,-5.9028
1982,2,3,1,91,-5.6185
1982,2,3,2,136,-5.1056
1982,2,3,3,149,-4.2834
1982,2,3,4,137,-5.9199
1982,2,3,5,133,-5.5620
1982,3,1,1,529,-1.0569
1982,3,1,2,315,-0.8952
1982,3,1,3,227,-1.6965
1982,3,1,4,239,0.0466
1982,3,1,5,382,-1.5315
1982,3,2,1,122,-1.1965
1982,3,2,2,108,1.8155
1982,3,2,3,109,-0.2669
1982,3,2,4,97,0.9319
1982,3,2,5,158,-2.3844
1982,3,3,1,91,-3.4015
1982,3,3,2,136,-1.1912
1982,3,3,3,149,-0.2630
1982,3,3,4,137,0.9230
1982,3,3,5,133,-1.5932
1982,4,1,1,526,6.5254
1982,4,1,2,313,4.9629
1982,4,1,3,225,5.3898
1982,4,1,4,237,6.6697
1982,4,1,5,379,5.4559
1982,4,2,1,122,6.5373
1982,4,2,2,107,5.1637
1982,4,2,3,108,5.1720
1982,4,2,4,96,5.6392
1982,4,2,5,156,5.8457
1982,4,3,1,90,5.2871
1982,4,3,2,134,3.4639
1982,4,3,3,148,3.3917
1982,4,3,4,137,5.7913
1982,4,3,5,133,5.6351
1982,5,1,1,518,-2.3500
1982,5,1,2,314,-1.0743
1982,5,1,3,224,-0.7807
1982,5,1,4,234,-1.5479
1982,5,1,5,377,-1.1921
1982,5,2,1,122,-3.4921
1982,5,2,2,107,-1.6133
1982,5,2,3,107,-3.2010
1982,5,2,4,96,-2.8447
1982,5,2,5,157,-3.6066
1982,5,3,1,89,-4.6886
1982,5,3,2,134,-2.3628
1982,5,3,3,147,-1.4575
1982,5,3,4,137,-2.3642
1982,5,3,5,133,-4.7384
1982,6,1,1,510,-3.1483
1982,6,1,2,309,-1.6055
1982,6,1,3,223,-2.2816
1982,6,1,4,233,0.1299
1982,6,1,5,373,-3.5419
1982,6,2,1,122,-3.1029
1982,6,2,2,107,-2.1440
1982,6,2,3,107,-0.3829
1982,6,2,4,95,-0.9587
1982,6,2,5,156,-1.2458
1982,6,3,1,90,-1.4576
1982,6,3,2,133,-2.9227
1982,6,3,3,147,-1.6644
1982,6,3,4,137,-0.6437
1982,6,3,5,133,-3.0222
1982,7,1,1,560,-1.4667
1982,7,1,2,325,0.3305
1982,7,1,3,211,-0.2862
1982,7,1,4,240,-0.7307
1982,7,1,5,481,-3.6429
1982,7,2,1,118,-1.1985
1982,7,2,2,120,0.6772
1982,7,2,3,89,-0.7384
1982,7,2,4,95,-1.0973
1982,7,2,5,148,-3.7170
1982,7,3,1,93,-2.6279
1982,7,3,2,137,-2.8476
1982,7,3,3,147,-0.5259
1982,7,3,4,139,-2.2755
1982,7,3,5,131,-5.3173
1982,8,1,1,557,5.4779
1982,8,1,2,324,4.3983
1982,8,1,3,211,7.0392
1982,8,1,4,240,6.6016
1982,8,1,5,477,6.9047
1982,8,2,1,115,9.8076
1982,8,2,2,119,8.1866
1982,8,2,3,89,11.3313
1982,8,2,4,94,10.5729
1982,8,2,5,148,8.3983
1982,8,3,1,93,12.1376
1982,8,3,2,137,12.1095
1982,8,3,3,146,11.9428
1982,8,3,4,139,13.2824
1982,8,3,5,130,13.6478
1982,9,1,1,553,4.3890
1982,9,1,2,324,4.0958
1982,9,1,3,210,2.7165
1982,9,1,4,240,4.0428
1982,9,1,5,478,1.2852
1982,9,2,1,114,3.3431
1982,9,2,2,118,5.0274
1982,9,2,3,89,3.3842
1982,9,2,4,94,3.9027
1982,9,2,5,148,1.0924
1982,9,3,1,92,0.6913
1982,9,3,2,135,0.4954
1982,9,3,3,146,0.7316
1982,9,3,4,140,0.9854
1982,9,3,5,131,2.1983
1982,10,1,1,546,13.6319
1982,10,1,2,320,14.0785
1982,10,1,3,208,10.9156
1982,10,1,4,240,11.7075
1982,10,1,5,475,14.5256
1982,10,2,1,110,14.2938
1982,10,2,2,116,10.1130
1982,10,2,3,88,13.9636
1982,10,2,4,94,11.8758
1982,10,2,5,148,14.7204
1982,10,3,1,92,15.5075
1982,10,3,2,134,12.3346
1982,10,3,3,146,9.5113
1982,10,3,4,140,9.2572
1982,10,3,5,131,12.6579
1982,11,1,1,545,10.1118
1982,11,1,2,319,10.2337
1982,11,1,3,205,8.4349
1982,11,1,4,240,10.6693
1982,11,1,5,470,9.2764
1982,11,2,1,108,8.5768
1982,11,2,2,116,9.7144
1982,11,2,3,86,7.4721
1982,11,2,4,94,8.0557
1982,11,2,5,145,6.8192
1982,11,3,1,92,7.2586
1982,11,3,2,134,5.7728
1982,11,3,3,145,4.6609
1982,11,3,4,140,2.7866
1982,11,3,5,131,3.2670
1982,12,1,1,545,1.2880
1982,12,1,2,319,3.3413
1982,12,1,3,205,3.6404
1982,12,1,4,239,2.0423
1982,12,1,5,468,1.5396
1982,12,2,1,108,0.8450
1982,12,2,2,117,1.8347
1982,12,2,3,86,3.5248
1982,12,2,4,94,0.3158
1982,12,2,5,144,0.2169
1982,12,3,1,92,-0.1969
1982,12,3,2,134,0.0893
1982,12,3,3,145,2.8618
1982,12,3,4,140,2.5076
1982,12,3,5,130,0.6765
1983,1,1,1,539,10.1799
1983,1,1,2,319,8.0010
1983,1,1,3,204,8.7448
1983,1,1,4,239,9.5591
1983,1,1,5,464,10.8483
1983,1,2,1,106,7.6209
1983,1,2,2,117,5.5990
1983,1,2,3,87,3.5010
1983,1,2,4,93,6.6849
1983,1,2,5,144,7.2879
1983,1,3,1,92,6.2246
1983,1,3,2,133,2.7277
1983,1,3,3,145,4.9943
1983,1,3,4,139,2.9031
1983,1,3,5,129,3.5164
1983,2,1,1,532,7.6357
1983,2,1,2,312,5.9021
1983,2,1,3,201,6.5909
1983,2,1,4,237,7.0946
1983,2,1,5,460,3.1184
1983,2,2,1,105,6.3859
1983,2,2,2,117,6.5598
1983,2,2,3,86,6.2517
1983,2,2,4,93,5.4667
1983,2,2,5,142,4.3017
1983,2,3,1,92,3.7561
1983,2,3,2,132,3.9222
1983,2,3,3,145,2.1172
1983,2,3,4,139,2.0053
1983,2,3,5,129,2.9265
1983,3,1,1,531,5.8997
1983,3,1,2,309,5.2700
1983,3,1,3,200,5.9462
1983,3,1,4,235,6.9122
1983,3,1,5,455,3.9230
1983,3,2,1,104,3.8569
1983,3,2,2,117,6.3665
1983,3,2,3,86,2.9536
1983,3,2,4,93,5.4601
1983,3,2,5,142,2.3938
1983,3,3,1,90,2.7457
1983,3,3,2,133,3.6621
1983,3,3,3,145,1.4626
1983,3,3,4,139,3.5870
1983,3,3,5,129,4.5952
1983,4,1,1,531,7.0794
1983,4,1,2,309,9.5668
1983,4,1,3,200,5.8155
1983,4,1,4,231,7.1768
1983,4,1,5,449,7.1688
1983,4,2,1,103,6.6224
1983,4,2,2,117,7.9590
1983,4,2,3,86,6.8080
1983,4,2,4,93,4.8329
1983,4,2,5,142,6.0084
1983,4,3,1,90,5.2214
1983,4,3,2,133,5.0499
1983,4,3,3,143,7.3295
1983,4,3,4,139,8.0236
1983,4,3,5,129,7.2425
1983,5,1,1,525,10.1228
1983,5,1,2,308,10.4370
1983,5,1,3,200,9.2006
1983,5,1,4,229,11.0115
1983,5,1,5,444,10.5568
1983,5,2,1,103,5.0480
1983,5,2,2,117,3.9174
1983,5,2,3,85,4.3030
1983,5,2,4,93,3.4420
1983,5,2,5,143,9.0129
1983,5,3,1,90,1.6974
1983,5,3,2,133,0.9654
1983,5,3,3,143,-2.1760
1983,5,3,4,139,0.1803
1983,5,3,5,129,2.5432
1983,6,1,1,522,5.5868
1983,6,1,2,307,4.2911
1983,6,1,3,200,3.4028
1983,6,1,4,226,3.8626
1983,6,1,5,440,4.6425
1983,6,2,1,102,7.0286
1983,6,2,2,117,5.6166
1983,6,2,3,85,4.9379
1983,6,2,4,92,5.1935
1983,6,2,5,142,7.1269
1983,6,3,1,89,2.3543
1983,6,3,2,133,3.7551
1983,6,3,3,143,4.2597
1983,6,3,4,138,4.2291
1983,6,3,5,129,4.2897
1983,7,1,1,557,-2.4048
1983,7,1,2,300,-2.2079
1983,7,1,3,273,-2.4649
1983,7,1,4,285,-1.2960
1983,7,1,5,578,-3.0228
1983,7,2,1,116,-4.5264
1983,7,2,2,99,-0.9242
1983,7,2,3,121,-1.0714
1983,7,2,4,102,-2.7794
1983,7,2,5,143,-3.9715
1983,7,3,1,97,-3.3428
1983,7,3,2,124,-3.0645
1983,7,3,3,162,-3.4485
1983,7,3,4,135,-2.0233
1983,7,3,5,134,-4.6134
1983,8,1,1,555,-3.8289
1983,8,1,2,298,-2.9635
1983,8,1,3,272,-3.5751
1983,8,1,4,282,-4.2277
1983,8,1,5,574,-3.9115
1983,8,2,1,116,-2.8640
1983,8,2,2,97,-2.7720
1983,8,2,3,119,-2.9127
1983,8,2,4,102,-4.3312
1983,8,2,5,143,-3.1599
1983,8,3,1,97,1.3365
1983,8,3,2,123,3.1077
1983,8,3,3,162,-0.2053
1983,8,3,4,135,2.7216
1983,8,3,5,134,-0.5480
1983,9,1,1,551,-0.3745
1983,9,1,2,294,1.0456
1983,9,1,3,270,0.2283
1983,9,1,4,280,1.9877
1983,9,1,5,571,-2.1261
1983,9,2,1,116,2.1330
1983,9,2,2,95,2.9317
1983,9,2,3,117,4.3078
1983,9,2,4,101,3.5975
1983,9,2,5,143,0.7621
1983,9,3,1,97,2.6710
1983,9,3,2,122,1.5397
1983,9,3,3,162,2.2417
1983,9,3,4,134,0.5649
1983,9,3,5,134,1.9770
1983,10,1,1,547,-5.6711
1983,10,1,2,293,-4.3568
1983,10,1,3,270,-7.3519
1983,10,1,4,279,-6.3215
1983,10,1,5,562,-8.2650
1983,10,2,1,115,-5.8163
1983,10,2,2,95,-4.4645
1983,10,2,3,117,-4.6061
1983,10,2,4,101,-4.6668
1983,10,2,5,142,-7.6304
1983,10,3,1,97,-3.3856
1983,10,3,2,120,-1.2553
1983,10,3,3,162,-0.7360
1983,10,3,4,132,-0.5861
1983,10,3,5,134,-3.4005
1983,11,1,1,547,4.8008
1983,11,1,2,290,4.4981
1983,11,1,3,269,3.1577
1983,11,1,4,280,3.5740
1983,11,1,5,560,1.5140
1983,11,2,1,115,6.6750
1983,11,2,2,94,5.6811
1983,11,2,3,115,4.0131
1983,11,2,4,100,6.1299
1983,11,2,5,141,4.6048
1983,11,3,1,97,3.5942
1983,11,3,2,119,3.3403
1983,11,3,3,162,1.2461
1983,11,3,4,132,1.5812
1983,11,3,5,134,2.3990
1983,12,1,1,544,-1.2177
1983,12,1,2,290,-1.4104
1983,12,1,3,268,-0.6798
1983,12,1,4,279,-1.9164
1983,12,1,5,559,-2.9313
1983,12,2,1,114,-2.3126
1983,12,2,2,94,-0.9469
1983,12,2,3,115,-0.2989
1983,12,2,4,100,-1.4016
1983,12,2,5,141,-1.3599
1983,12,3,1,97,-0.7791
1983,12,3,2,119,-1.0715
1983,12,3,3,162,-0.1534
1983,12,3,4,132,-1.3974
1983,12,3,5,134,-1.2212
1984,1,1,1,540,0.2719
1984,1,1,2,288,-0.3860
1984,1,1,3,265,0.1320
1984,1,1,4,278,-0.1796
1984,1,1,5,553,-0.4489
1984,1,2,1,113,-1.7645
1984,1,2,2,94,-2.6288
1984,1,2,3,115,-3.0937
1984,1,2,4,100,-3.2535
1984,1,2,5,141,-2.6775
1984,1,3,1,96,-3.2495
1984,1,3,2,118,1.9702
1984,1,3,3,162,-2.1932
1984,1,3,4,132,0.0026
1984,1,3,5,132,-2.7868
1984,2,1,1,536,-5.5824
1984,2,1,2,286,-6.4950
1984,2,1,3,259,-6.0327
1984,2,1,4,273,-5.6696
1984,2,1,5,543,-6.0340
1984,2,2,1,112,-5.3310
1984,2,2,2,93,-5.3477
1984,2,2,3,115,-4.8366
1984,2,2,4,100,-5.3176
1984,2,2,5,141,-4.8615
1984,2,3,1,96,-5.1719
1984,2,3,2,118,-3.0373
1984,2,3,3,161,-3.2375
1984,2,3,4,132,-2.1356
1984,2,3,5,132,-5.7946
1984,3,1,1,532,1.3975
1984,3,1,2,286,2.0912
1984,3,1,3,256,0.6971
1984,3,1,4,272,1.7018
1984,3,1,5,538,-1.0071
1984,3,2,1,112,-0.1153
1984,3,2,2,93,1.2941
1984,3,2,3,113,1.4848
1984,3,2,4,98,0.4894
1984,3,2,5,137,3.2164
1984,3,3,1,96,1.7825
1984,3,3,2,118,0.6752
1984,3,3,3,161,2.1567
1984,3,3,4,131,0.8434
1984,3,3,5,131,1.9519
1984,4,1,1,530,-1.3101
1984,4,1,2,287,-0.8274
1984,4,1,3,257,-2.0142
1984,4,1,4,271,-1.4438
1984,4,1,5,536,-2.9762
1984,4,2,1,112,0.6411
1984,4,2,2,90,1.1733
1984,4,2,3,113,0.9009
1984,4,2,4,98,-0.0517
1984,4,2,5,136,-0.8662
1984,4,3,1,96,1.7406
1984,4,3,2,118,2.2083
1984,4,3,3,161,1.3349
1984,4,3,4,131,-0.6448
1984,4,3,5,131,-0.8682
1984,5,1,1,527,-5.4803
1984,5,1,2,285,-3.7667
1984,5,1,3,256,-3.6172
1984,5,1,4,268,-4.1562
1984,5,1,5,532,-6.2158
1984,5,2,1,111,-4.2584
1984,5,2,2,89,-5.3597
1984,5,2,3,113,-3.9391
1984,5,2,4,98,-5.5835
1984,5,2,5,134,-7.2741
1984,5,3,1,96,-6.8851
1984,5,3,2,118,-4.0041
1984,5,3,3,160,-5.2872
1984,5,3,4,131,-3.9071
1984,5,3,5,131,-4.0078
1984,6,1,1,522,3.3659
1984,6,1,2,283,4.0934
1984,6,1,3,256,1.7367
1984,6,1,4,266,2.0834
1984,6,1,5,523,0.0213
1984,6,2,1,110,2.6572
1984,6,2,2,89,3.8938
1984,6,2,3,112,3.9149
1984,6,2,4,97,3.9305
1984,6,2,5,134,1.4950
1984,6,3,1,96,2.9934
1984,6,3,2,118,3.8609
1984,6,3,3,160,1.6179
1984,6,3,4,131,2.1247
1984,6,3,5,131,2.3923
1984,7,1,1,495,-6.5277
1984,7,1,2,298,-2.5097
1984,7,1,3,363,-3.8174
1984,7,1,4,274,-5.0530
1984,7,1,5,644,-6.2182
1984,7,2,1,118,-4.7216
1984,7,2,2,109,-3.2915
1984,7,2,3,102,-4.0592
1984,7,2,4,102,-4.6371
1984,7,2,5,126,-6.4368
1984,7,3,1,89,-2.3018
1984,7,3,2,126,-1.7962
1984,7,3,3,151,-0.9503
1984,7,3,4,149,-1.3935
1984,7,3,5,118,-3.5515
1984,8,1,1,490,10.6342
1984,8,1,2,292,9.3516
1984,8,1,3,362,9.5786
1984,8,1,4,273,10.7168
1984,8,1,5,639,10.0591
1984,8,2,1,118,12.7575
1984,8,2,2,108,12.6499
1984,8,2,3,102,11.2078
1984,8,2,4,102,11.2775
1984,8,2,5,125,15.1968
1984,8,3,1,89,11.6803
1984,8,3,2,125,11.2574
1984,8,3,3,150,11.3129
1984,8,3,4,147,10.0817
1984,8,3,5,118,11.4503
1984,9,1,1,484,-1.1213
1984,9,1,2,291,-0.3662
1984,9,1,3,358,0.5310
1984,9,1,4,272,-0.8268
1984,9,1,5,636,-1.1982
1984,9,2,1,118,-1.0202
1984,9,2,2,107,-0.0155
1984,9,2,3,100,-0.4527
1984,9,2,4,101,-0.7115
1984,9,2,5,126,-2.1969
1984,9,3,1,89,-2.2838
1984,9,3,2,124,0.3459
1984,9,3,3,150,-0.9099
1984,9,3,4,146,-0.0348
1984,9,3,5,118,0.0689
1984,10,1,1,481,-3.5846
1984,10,1,2,286,-1.4641
1984,10,1,3,353,-1.3025
1984,10,1,4,271,-3.4592
1984,10,1,5,629,-4.1187
1984,10,2,1,118,-1.3346
1984,10,2,2,103,-0.8695
1984,10,2,3,100,-1.0084
1984,10,2,4,101,-0.0836
1984,10,2,5,125,-1.6149
1984,10,3,1,87,0.0479
1984,10,3,2,124,0.0484
1984,10,3,3,150,0.5575
1984,10,3,4,146,0.1880
1984,10,3,5,117,0.4604
1984,11,1,1,476,-4.1468
1984,11,1,2,285,-2.4086
1984,11,1,3,349,-2.4706
1984,11,1,4,269,-3.7781
1984,11,1,5,615,-4.1627
1984,11,2,1,117,-1.6377
1984,11,2,2,102,-0.1984
1984,11,2,3,100,-1.7196
1984,11,2,4,102,-0.5505
1984,11,2,5,125,-3.4631
1984,11,3,1,87,-0.7880
1984,11,3,2,123,-0.9883
1984,11,3,3,149,-1.8513
1984,11,3,4,145,-0.0927
1984,11,3,5,117,-0.7595
1984,12,1,1,470,1.1142
1984,12,1,2,279,1.5988
1984,12,1,3,345,0.6253
1984,12,1,4,269,1.1289
1984,12,1,5,605,-0.8972
1984,12,2,1,117,2.2325
1984,12,2,2,102,2.5810
1984,12,2,3,100,2.4064
1984,12,2,4,101,1.5624
1984,12,2,5,125,2.3515
1984,12,3,1,85,2.6648
1984,12,3,2,121,3.3614
1984,12,3,3,149,1.8364
1984,12,3,4,144,1.6529
1984,12,3,5,117,1.8881
1985,1,1,1,466,14.0476
1985,1,1,2,278,10.2094
1985,1,1,3,342,11.6997
1985,1,1,4,266,12.5456
1985,1,1,5,604,11.9209
1985,1,2,1,116,10.3552
1985,1,2,2,102,9.1745
1985,1,2,3,100,13.0114
1985,1,2,4,101,11.2101
1985,1,2,5,125,12.3638
1985,1,3,1,85,8.5339
1985,1,3,2,121,6.6105
1985,1,3,3,148,7.7978
1985,1,3,4,143,8.1541
1985,1,3,5,117,8.6236
1985,2,1,1,460,3.3485
1985,2,1,2,277,3.8839
1985,2,1,3,342,3.8526
1985,2,1,4,263,3.0125
1985,2,1,5,593,3.2520
1985,2,2,1,115,1.5723
1985,2,2,2,100,2.2024
1985,2,2,3,100,1.4882
1985,2,2,4,100,2.4189
1985,2,2,5,125,1.5436
1985,2,3,1,85,1.7739
1985,2,3,2,121,1.3125
1985,2,3,3,148,1.3455
1985,2,3,4,142,1.9898
1985,2,3,5,116,1.0915
1985,3,1,1,453,-2.0211
1985,3,1,2,273,-1.8286
1985,3,1,3,338,-1.0596
1985,3,1,4,262,-1.5621
1985,3,1,5,588,-2.1481
1985,3,2,1,114,-2.0599
1985,3,2,2,99,-0.5052
1985,3,2,3,99,-2.9209
1985,3,2,4,97,-0.9328
1985,3,2,5,125,-2.0203
1985,3,3,1,85,0.6163
1985,3,3,2,121,0.2007
1985,3,3,3,148,-1.4666
1985,3,3,4,141,1.4017
1985,3,3,5,115,0.8797
1985,4,1,1,448,-2.7232
1985,4,1,2,272,-1.7712
1985,4,1,3,335,-0.5877
1985,4,1,4,261,0.6749
1985,4,1,5,584,-1.4051
1985,4,2,1,114,-1.9691
1985,4,2,2,98,-1.1103
1985,4,2,3,99,-1.5640
1985,4,2,4,97,-0.6982
1985,4,2,5,125,-2.4530
1985,4,3,1,85,-0.9097
1985,4,3,2,121,-1.0313
1985,4,3,3,148,-0.3691
1985,4,3,4,141,-0.8841
1985,4,3,5,115,-0.7403
1985,5,1,1,443,3.3205
1985,5,1,2,270,3.1068
1985,5,1,3,332,2.2291
1985,5,1,4,260,2.4307
1985,5,1,5,579,2.2377
1985,5,2,1,112,3.8251
1985,5,2,2,98,3.5845
1985,5,2,3,99,3.8475
1985,5,2,4,97,4.6045
1985,5,2,5,125,4.6954
1985,5,3,1,85,5.5738
1985,5,3,2,121,7.2489
1985,5,3,3,148,4.3135
1985,5,3,4,141,6.5971
1985,5,3,5,115,7.9435
1985,6,1,1,440,-0.7930
1985,6,1,2,268,-0.3631
1985,6,1,3,328,1.3970
