year,month,rank_ME,rank_IVG,nstocks,ret_vw
1981,8,2,1,121,-6.5411
1981,8,2,2,93,-6.4802
1981,8,2,3,102,-7.1347
1981,8,2,4,105,-5.1408
1981,8,2,5,165,-8.8822
1981,8,3,1,93,-5.4532
1981,8,3,2,124,-6.2096
1981,8,3,3,138,-4.7759
1981,8,3,4,128,-4.7451
1981,8,3,5,168,-6.5878
1981,9,1,1,540,-8.0208
1981,9,1,2,290,-9.2182
1981,9,1,3,249,-6.8286
1981,9,1,4,230,-8.3800
1981,9,1,5,363,-10.8672
1981,9,2,1,120,-7.0939
1981,9,2,2,93,-5.9474
1981,9,2,3,103,-5.2742
1981,9,2,4,105,-7.5210
1981,9,2,5,164,-9.7587
1981,9,3,1,91,-5.5151
1981,9,3,2,124,-6.4127
1981,9,3,3,138,-2.7280
1981,9,3,4,125,-5.5438
1981,9,3,5,168,-8.3008
1981,10,1,1,537,8.0629
1981,10,1,2,287,7.8307
1981,10,1,3,249,7.4125
1981,10,1,4,226,6.9864
1981,10,1,5,359,9.4660
1981,10,2,1,119,6.3654
1981,10,2,2,93,6.4718
1981,10,2,3,103,6.2255
1981,10,2,4,104,7.5037
1981,10,2,5,164,8.7325
1981,10,3,1,91,0.8238
1981,10,3,2,123,3.2151
1981,10,3,3,138,7.5281
1981,10,3,4,124,3.7361
1981,10,3,5,168,9.4052
1981,11,1,1,537,2.0827
1981,11,1,2,287,2.9632
1981,11,1,3,248,2.6528
1981,11,1,4,227,2.1960
1981,11,1,5,361,-0.2810
1981,11,2,1,117,3.4142
1981,11,2,2,93,4.4091
1981,11,2,3,102,4.1502
1981,11,2,4,104,3.6355
1981,11,2,5,164,1.9545
1981,11,3,1,90,3.3435
1981,11,3,2,123,6.0718
1981,11,3,3,138,3.6620
1981,11,3,4,123,5.9103
1981,11,3,5,168,2.9010
1981,12,1,1,533,-2.3790
1981,12,1,2,284,0.4965
1981,12,1,3,247,-0.9207
1981,12,1,4,228,-0.5678
1981,12,1,5,358,-3.0002
1981,12,2,1,117,-0.4383
1981,12,2,2,91,-1.5216
1981,12,2,3,101,0.2516
1981,12,2,4,104,-0.6980
1981,12,2,5,164,-3.7067
1981,12,3,1,90,0.1730
1981,12,3,2,124,-3.2885
1981,12,3,3,138,-2.2720
1981,12,3,4,123,-2.4011
1981,12,3,5,167,-3.8892
1982,1,1,1,529,0.3105
1982,1,1,2,282,-1.1513
1982,1,1,3,245,-1.8553
1982,1,1,4,229,-1.1892
1982,1,1,5,358,-3.3205
1982,1,2,1,115,-3.2928
1982,1,2,2,90,-3.2009
1982,1,2,3,101,-4.1224
1982,1,2,4,104,-2.7599
1982,1,2,5,163,-5.1350
1982,1,3,1,89,-2.3597
1982,1,3,2,124,-3.2066
1982,1,3,3,137,-1.0452
1982,1,3,4,123,1.1694
1982,1,3,5,167,-5.9455
1982,2,1,1,524,-2.2745
1982,2,1,2,282,-2.8821
1982,2,1,3,245,-4.0993
1982,2,1,4,227,-3.8290
1982,2,1,5,359,-5.1248
1982,2,2,1,115,-3.3177
1982,2,2,2,91,-3.7837
1982,2,2,3,101,-3.3131
1982,2,2,4,104,-3.2436
1982,2,2,5,162,-6.9213
1982,2,3,1,89,-3.7261
1982,2,3,2,124,-4.6503
1982,2,3,3,136,-4.4730
1982,2,3,4,122,-4.0370
1982,2,3,5,167,-7.9862
1982,3,1,1,519,-1.3352
1982,3,1,2,278,-0.4078
1982,3,1,3,243,0.4808
1982,3,1,4,227,-0.3207
1982,3,1,5,355,-1.6655
1982,3,2,1,114,0.5290
1982,3,2,2,92,-0.7198
1982,3,2,3,101,0.8938
1982,3,2,4,102,0.1949
1982,3,2,5,161,-1.4601
1982,3,3,1,89,1.6161
1982,3,3,2,124,-1.0175
1982,3,3,3,136,-0.0457
1982,3,3,4,122,-1.0016
1982,3,3,5,167,-1.4814
1982,4,1,1,513,5.0777
1982,4,1,2,278,5.3599
1982,4,1,3,241,5.7562
1982,4,1,4,226,6.6165
1982,4,1,5,352,6.0239
1982,4,2,1,113,5.5659
1982,4,2,2,91,6.6536
1982,4,2,3,101,5.4285
1982,4,2,4,100,5.1082
1982,4,2,5,160,5.7303
1982,4,3,1,89,5.2079
1982,4,3,2,124,4.1416
1982,4,3,3,136,3.5973
1982,4,3,4,119,4.5199
1982,4,3,5,166,4.9077
1982,5,1,1,507,-2.9981
1982,5,1,2,276,-1.0384
1982,5,1,3,236,0.6053
1982,5,1,4,226,-2.2129
1982,5,1,5,350,-1.8018
1982,5,2,1,112,-2.3521
1982,5,2,2,91,-2.0085
1982,5,2,3,101,-2.8992
1982,5,2,4,100,-2.5319
1982,5,2,5,160,-4.9509
1982,5,3,1,89,-2.5245
1982,5,3,2,124,-3.0286
1982,5,3,3,136,-2.9208
1982,5,3,4,119,-2.2036
1982,5,3,5,165,-1.5640
1982,6,1,1,501,-1.6069
1982,6,1,2,270,-1.7398
1982,6,1,3,235,-1.9556
1982,6,1,4,225,-1.8740
1982,6,1,5,347,-3.0171
1982,6,2,1,111,-1.7454
1982,6,2,2,91,-1.4425
1982,6,2,3,101,-0.4801
1982,6,2,4,99,1.6589
1982,6,2,5,160,-3.1869
1982,6,3,1,89,-1.4818
1982,6,3,2,124,-2.5787
1982,6,3,3,136,-1.2230
1982,6,3,4,119,-0.8596
1982,6,3,5,165,-3.0168
1982,7,1,1,433,1.0232
1982,7,1,2,290,-1.6731
1982,7,1,3,253,-0.2542
1982,7,1,4,273,-1.2454
1982,7,1,5,440,-2.2831
1982,7,2,1,99,-1.5999
1982,7,2,2,103,-1.3686
1982,7,2,3,102,1.0940
1982,7,2,4,106,-1.6359
1982,7,2,5,147,-2.5825
1982,7,3,1,101,-2.7807
1982,7,3,2,131,-2.5804
1982,7,3,3,130,-0.0985
1982,7,3,4,128,-1.0815
1982,7,3,5,148,-4.9609
1982,8,1,1,430,6.4268
1982,8,1,2,289,5.5492
1982,8,1,3,251,4.7251
1982,8,1,4,272,7.8000
1982,8,1,5,438,5.6324
1982,8,2,1,96,12.2290
1982,8,2,2,102,9.7272
1982,8,2,3,102,9.2464
1982,8,2,4,106,9.9963
1982,8,2,5,146,8.4010
1982,8,3,1,100,12.7448
1982,8,3,2,131,12.5674
1982,8,3,3,130,13.3889
1982,8,3,4,128,12.0481
1982,8,3,5,147,12.4106
1982,9,1,1,428,5.0078
1982,9,1,2,286,4.1040
1982,9,1,3,251,4.6665
1982,9,1,4,272,3.7587
1982,9,1,5,439,1.7843
1982,9,2,1,96,2.0635
1982,9,2,2,102,3.6071
1982,9,2,3,102,3.8386
1982,9,2,4,106,3.9670
1982,9,2,5,145,1.6845
1982,9,3,1,99,0.8342
1982,9,3,2,130,1.5163
1982,9,3,3,130,-0.2550
1982,9,3,4,128,0.9986
1982,9,3,5,148,1.0968
1982,10,1,1,425,14.2688
1982,10,1,2,283,12.0880
1982,10,1,3,251,12.0539
1982,10,1,4,268,12.3677
1982,10,1,5,436,14.5756
1982,10,2,1,93,13.0726
1982,10,2,2,101,11.7543
1982,10,2,3,102,10.9296
1982,10,2,4,105,12.9394
1982,10,2,5,144,16.1267
1982,10,3,1,99,11.9511
1982,10,3,2,130,11.3801
1982,10,3,3,130,11.5704
1982,10,3,4,127,9.0010
1982,10,3,5,148,11.6990
1982,11,1,1,423,8.8362
1982,11,1,2,284,9.7378
1982,11,1,3,249,10.5027
1982,11,1,4,266,10.1524
1982,11,1,5,432,11.0350
1982,11,2,1,92,8.1830
1982,11,2,2,99,8.5535
1982,11,2,3,102,10.1787
1982,11,2,4,104,9.4194
1982,11,2,5,142,6.5883
1982,11,3,1,99,4.3226
1982,11,3,2,129,5.2319
1982,11,3,3,130,5.4604
1982,11,3,4,127,3.9885
1982,11,3,5,148,2.5814
1982,12,1,1,420,2.5417
1982,12,1,2,284,3.1761
1982,12,1,3,249,1.9049
1982,12,1,4,265,2.1603
1982,12,1,5,432,1.3613
1982,12,2,1,92,2.1655
1982,12,2,2,99,-0.4391
1982,12,2,3,102,2.1928
1982,12,2,4,103,1.4094
1982,12,2,5,143,1.4596
1982,12,3,1,99,0.9553
1982,12,3,2,129,1.0055
1982,12,3,3,130,0.4334
1982,12,3,4,126,3.3131
1982,12,3,5,148,1.9659
1983,1,1,1,415,8.5406
1983,1,1,2,283,8.4722
1983,1,1,3,248,11.0194
1983,1,1,4,264,8.2346
1983,1,1,5,428,10.3452
1983,1,2,1,91,4.9016
1983,1,2,2,99,7.5895
1983,1,2,3,102,5.0753
1983,1,2,4,102,4.8507
1983,1,2,5,143,8.1718
1983,1,3,1,99,4.5339
1983,1,3,2,128,2.1598
1983,1,3,3,129,3.6738
1983,1,3,4,125,4.9131
1983,1,3,5,148,4.9645
1983,2,1,1,409,6.9888
1983,2,1,2,277,6.5753
1983,2,1,3,246,6.5097
1983,2,1,4,263,6.9786
1983,2,1,5,425,4.2265
1983,2,2,1,91,5.6489
1983,2,2,2,97,7.5102
1983,2,2,3,100,5.1040
1983,2,2,4,102,6.9055
1983,2,2,5,143,4.3651
1983,2,3,1,99,3.0744
1983,2,3,2,128,3.9832
1983,2,3,3,129,4.1230
1983,2,3,4,124,1.7256
1983,2,3,5,148,0.4595
1983,3,1,1,406,6.5210
1983,3,1,2,275,6.6552
1983,3,1,3,245,6.3615
1983,3,1,4,261,6.3464
1983,3,1,5,421,3.1034
1983,3,2,1,91,5.3901
1983,3,2,2,97,5.0946
1983,3,2,3,100,4.1714
1983,3,2,4,102,4.7131
1983,3,2,5,142,2.9651
1983,3,3,1,98,4.1211
1983,3,3,2,127,3.6560
1983,3,3,3,130,2.7151
1983,3,3,4,124,1.3539
1983,3,3,5,148,3.6610
1983,4,1,1,403,7.9711
1983,4,1,2,273,8.8750
1983,4,1,3,244,6.5228
1983,4,1,4,261,6.6091
1983,4,1,5,419,6.7770
1983,4,2,1,91,7.5763
1983,4,2,2,97,6.9169
1983,4,2,3,100,7.2595
1983,4,2,4,101,6.9314
1983,4,2,5,142,5.1604
1983,4,3,1,98,8.1319
1983,4,3,2,127,6.3840
1983,4,3,3,129,6.2201
1983,4,3,4,124,7.4991
1983,4,3,5,147,6.7156
1983,5,1,1,401,7.8341
1983,5,1,2,271,9.3346
1983,5,1,3,243,12.0528
1983,5,1,4,259,9.1106
1983,5,1,5,416,11.6961
1983,5,2,1,91,5.3909
1983,5,2,2,96,5.0379
1983,5,2,3,100,4.8280
1983,5,2,4,102,4.9063
1983,5,2,5,142,6.4369
1983,5,3,1,98,-0.3342
1983,5,3,2,127,-1.8940
1983,5,3,3,129,-0.6273
1983,5,3,4,124,-0.5523
1983,5,3,5,147,3.6260
1983,6,1,1,400,5.5702
1983,6,1,2,269,5.4052
1983,6,1,3,242,4.1734
1983,6,1,4,257,4.1116
1983,6,1,5,414,4.6561
1983,6,2,1,91,3.5153
1983,6,2,2,96,6.3056
1983,6,2,3,99,6.9924
1983,6,2,4,101,8.7507
1983,6,2,5,141,4.7835
1983,6,3,1,97,3.9184
1983,6,3,2,127,4.6057
1983,6,3,3,128,3.9337
1983,6,3,4,124,2.7511
1983,6,3,5,147,5.6336
1983,7,1,1,447,-0.1381
1983,7,1,2,280,-1.2907
1983,7,1,3,285,-0.7320
1983,7,1,4,330,-1.9515
1983,7,1,5,487,-5.5590
1983,7,2,1,107,-2.1843
1983,7,2,2,92,-1.0577
1983,7,2,3,100,-2.8649
1983,7,2,4,105,-2.4490
1983,7,2,5,165,-4.3306
1983,7,3,1,95,-2.0663
1983,7,3,2,122,-3.5258
1983,7,3,3,144,-3.2105
1983,7,3,4,139,-4.4276
1983,7,3,5,142,-2.5340
1983,8,1,1,444,-3.1296
1983,8,1,2,278,-4.4881
1983,8,1,3,285,-4.3765
1983,8,1,4,329,-2.8195
1983,8,1,5,485,-2.9786
1983,8,2,1,107,-2.9897
1983,8,2,2,91,-2.0473
1983,8,2,3,99,-3.0488
1983,8,2,4,104,-3.1686
1983,8,2,5,165,-4.0105
1983,8,3,1,95,3.9142
1983,8,3,2,122,1.8240
1983,8,3,3,143,2.8587
1983,8,3,4,139,0.2320
1983,8,3,5,142,-1.5128
1983,9,1,1,441,-0.6542
1983,9,1,2,277,0.9599
1983,9,1,3,282,1.1356
1983,9,1,4,326,0.4764
1983,9,1,5,482,-2.3447
1983,9,2,1,107,3.1298
1983,9,2,2,90,2.6885
1983,9,2,3,97,2.8871
1983,9,2,4,103,4.0130
1983,9,2,5,164,1.0748
1983,9,3,1,94,-0.4889
1983,9,3,2,122,1.4586
1983,9,3,3,143,1.9697
1983,9,3,4,139,2.8701
1983,9,3,5,142,2.5895
1983,10,1,1,435,-6.5400
1983,10,1,2,275,-5.8705
1983,10,1,3,280,-5.4150
1983,10,1,4,324,-5.0059
1983,10,1,5,481,-7.3257
1983,10,2,1,107,-4.1071
1983,10,2,2,90,-4.8604
1983,10,2,3,96,-3.7426
1983,10,2,4,103,-6.2637
1983,10,2,5,163,-8.0858
1983,10,3,1,92,-1.2017
1983,10,3,2,122,-1.2194
1983,10,3,3,142,-1.3122
1983,10,3,4,139,-1.3148
1983,10,3,5,141,-2.0263
1983,11,1,1,435,3.6800
1983,11,1,2,273,6.0889
1983,11,1,3,280,5.2121
1983,11,1,4,323,4.1265
1983,11,1,5,480,1.7024
1983,11,2,1,107,5.1965
1983,11,2,2,89,3.7061
1983,11,2,3,95,5.5247
1983,11,2,4,103,6.5666
1983,11,2,5,160,5.9818
1983,11,3,1,92,2.8107
1983,11,3,2,122,2.4122
1983,11,3,3,141,3.0753
1983,11,3,4,139,2.1931
1983,11,3,5,141,0.4115
1983,12,1,1,435,-0.9643
1983,12,1,2,273,-0.2691
1983,12,1,3,279,-1.5305
1983,12,1,4,322,-0.4487
1983,12,1,5,478,-3.3684
1983,12,2,1,107,-0.6299
1983,12,2,2,89,-0.1569
1983,12,2,3,95,-0.8097
1983,12,2,4,103,-1.8935
1983,12,2,5,159,-2.9754
1983,12,3,1,92,-0.3333
1983,12,3,2,122,0.5860
1983,12,3,3,141,-1.0839
1983,12,3,4,139,-1.9703
1983,12,3,5,141,-1.1871
1984,1,1,1,429,1.1167
1984,1,1,2,272,0.5070
1984,1,1,3,277,-1.0522
1984,1,1,4,320,-0.2746
1984,1,1,5,474,-0.9871
1984,1,2,1,107,0.2705
1984,1,2,2,88,-1.8310
1984,1,2,3,95,-2.4669
1984,1,2,4,103,-3.7476
1984,1,2,5,159,-4.4814
1984,1,3,1,91,3.3915
1984,1,3,2,122,-1.5436
1984,1,3,3,141,0.2985
1984,1,3,4,137,-2.1672
1984,1,3,5,140,-4.1075
1984,2,1,1,423,-6.2673
1984,2,1,2,271,-5.6600
1984,2,1,3,274,-5.9212
1984,2,1,4,316,-5.6264
1984,2,1,5,465,-6.4153
1984,2,2,1,106,-6.1352
1984,2,2,2,88,-4.0303
1984,2,2,3,95,-4.4751
1984,2,2,4,103,-4.7976
1984,2,2,5,158,-5.6885
1984,2,3,1,91,-1.4500
1984,2,3,2,121,-3.2866
1984,2,3,3,141,-3.9185
1984,2,3,4,137,-4.4578
1984,2,3,5,140,-3.9139
1984,3,1,1,422,0.1433
1984,3,1,2,269,2.4090
1984,3,1,3,275,1.0258
1984,3,1,4,311,1.4031
1984,3,1,5,461,0.3449
1984,3,2,1,106,2.7148
1984,3,2,2,88,1.6220
1984,3,2,3,94,0.6212
1984,3,2,4,101,0.5080
1984,3,2,5,155,1.6222
1984,3,3,1,91,1.9913
1984,3,3,2,121,1.9918
1984,3,3,3,140,1.7497
1984,3,3,4,137,0.9330
1984,3,3,5,139,1.0984
1984,4,1,1,422,-1.7363
1984,4,1,2,270,-1.5886
1984,4,1,3,274,-0.5893
1984,4,1,4,308,-0.9331
1984,4,1,5,460,-2.6426
1984,4,2,1,106,0.3729
1984,4,2,2,87,1.0971
1984,4,2,3,93,-0.4201
1984,4,2,4,101,-0.4845
1984,4,2,5,153,0.7533
1984,4,3,1,91,2.0650
1984,4,3,2,121,1.5118
1984,4,3,3,140,0.5953
1984,4,3,4,137,0.3585
1984,4,3,5,139,-0.1197
1984,5,1,1,420,-5.6801
1984,5,1,2,267,-2.8564
1984,5,1,3,271,-4.5901
1984,5,1,4,307,-4.4204
1984,5,1,5,459,-5.6651
1984,5,2,1,105,-5.8609
1984,5,2,2,87,-4.5444
1984,5,2,3,93,-4.2676
1984,5,2,4,100,-3.3690
1984,5,2,5,152,-7.1681
1984,5,3,1,91,-5.2284
1984,5,3,2,120,-5.3640
1984,5,3,3,140,-4.9145
1984,5,3,4,137,-3.3464
1984,5,3,5,139,-4.8866
1984,6,1,1,415,2.3626
1984,6,1,2,265,3.0555
1984,6,1,3,267,2.2721
1984,6,1,4,307,2.6965
1984,6,1,5,454,1.5329
1984,6,2,1,105,1.1798
1984,6,2,2,86,1.5739
1984,6,2,3,93,4.0853
1984,6,2,4,99,3.9927
1984,6,2,5,152,4.0544
1984,6,3,1,91,0.6531
1984,6,3,2,120,1.0902
1984,6,3,3,140,5.0424
1984,6,3,4,137,2.7203
1984,6,3,5,139,2.4659
1984,7,1,1,411,-6.1509
1984,7,1,2,243,-5.3979
1984,7,1,3,313,-3.4586
1984,7,1,4,291,-2.7181
1984,7,1,5,609,-5.5499
1984,7,2,1,78,-6.8277
1984,7,2,2,88,-4.8883
1984,7,2,3,96,-3.2126
1984,7,2,4,108,-3.0403
1984,7,2,5,171,-5.3877
1984,7,3,1,127,-4.2379
1984,7,3,2,124,-3.7870
1984,7,3,3,124,-1.3351
1984,7,3,4,141,0.5590
1984,7,3,5,110,1.2801
1984,8,1,1,408,10.5056
1984,8,1,2,241,9.1550
1984,8,1,3,311,10.5274
1984,8,1,4,288,8.7911
1984,8,1,5,608,10.2773
1984,8,2,1,78,11.8013
1984,8,2,2,88,12.7722
1984,8,2,3,95,9.6515
1984,8,2,4,108,12.0696
1984,8,2,5,170,15.4606
1984,8,3,1,126,11.2857
1984,8,3,2,124,11.1855
1984,8,3,3,123,10.1492
1984,8,3,4,140,10.7664
1984,8,3,5,109,11.7436
1984,9,1,1,404,-0.5738
1984,9,1,2,240,-0.0216
1984,9,1,3,309,0.4938
1984,9,1,4,287,-0.1583
1984,9,1,5,606,-1.7011
1984,9,2,1,78,-1.0973
1984,9,2,2,87,-0.1973
1984,9,2,3,94,1.6271
1984,9,2,4,107,-1.6350
1984,9,2,5,170,-2.0530
1984,9,3,1,126,0.5293
1984,9,3,2,124,1.1541
1984,9,3,3,122,-1.5194
1984,9,3,4,140,-1.6730
1984,9,3,5,109,-0.6945
1984,10,1,1,399,-4.0730
1984,10,1,2,239,-2.1957
1984,10,1,3,305,-2.0019
1984,10,1,4,286,-2.5678
1984,10,1,5,601,-2.9052
1984,10,2,1,76,-2.7482
1984,10,2,2,87,-1.5182
1984,10,2,3,94,0.3406
1984,10,2,4,105,-0.3441
1984,10,2,5,169,-2.0536
1984,10,3,1,124,-0.7123
1984,10,3,2,124,0.2633
1984,10,3,3,122,1.7906
1984,10,3,4,140,1.4161
1984,10,3,5,108,-1.2559
1984,11,1,1,396,-2.6881
1984,11,1,2,234,-2.9347
1984,11,1,3,302,-1.8542
1984,11,1,4,284,-1.6419
1984,11,1,5,594,-5.4518
1984,11,2,1,75,0.1613
1984,11,2,2,87,0.0853
1984,11,2,3,94,-0.7171
1984,11,2,4,105,-1.1595
1984,11,2,5,169,-4.0736
1984,11,3,1,123,-0.5928
1984,11,3,2,124,0.5710
1984,11,3,3,122,-1.0555
1984,11,3,4,138,-2.1344
1984,11,3,5,108,-1.8265
1984,12,1,1,388,-0.8762
1984,12,1,2,231,0.0768
1984,12,1,3,299,-0.2175
1984,12,1,4,280,1.4953
1984,12,1,5,590,1.5864
1984,12,2,1,75,0.5222
1984,12,2,2,87,0.7286
1984,12,2,3,94,2.3895
1984,12,2,4,103,2.7989
1984,12,2,5,169,3.4251
1984,12,3,1,121,0.9268
1984,12,3,2,124,2.2751
1984,12,3,3,122,2.4060
1984,12,3,4,136,2.9294
1984,12,3,5,107,2.1414
1985,1,1,1,380,11.3001
1985,1,1,2,229,10.8592
1985,1,1,3,297,11.1461
1985,1,1,4,279,11.2212
1985,1,1,5,591,14.3708
1985,1,2,1,74,9.7076
1985,1,2,2,87,9.5016
1985,1,2,3,94,9.3886
1985,1,2,4,103,11.3404
1985,1,2,5,169,13.1297
1985,1,3,1,121,6.6627
1985,1,3,2,124,5.6887
1985,1,3,3,122,6.6003
1985,1,3,4,134,9.5155
1985,1,3,5,107,10.4902
1985,2,1,1,376,3.5337
1985,2,1,2,228,3.6480
1985,2,1,3,295,3.8665
1985,2,1,4,279,2.6569
1985,2,1,5,582,3.3668
1985,2,2,1,73,2.1402
1985,2,2,2,87,0.4268
1985,2,2,3,92,2.7218
1985,2,2,4,103,1.9917
1985,2,2,5,168,1.8652
1985,2,3,1,121,1.6541
1985,2,3,2,124,2.5812
1985,2,3,3,122,2.1530
1985,2,3,4,133,0.2817
1985,2,3,5,106,0.7690
1985,3,1,1,371,-1.7373
1985,3,1,2,223,-1.3246
1985,3,1,3,292,-0.9832
1985,3,1,4,277,-1.6557
1985,3,1,5,578,-2.6050
1985,3,2,1,72,-1.9194
1985,3,2,2,85,-1.3175
1985,3,2,3,90,-0.8065
1985,3,2,4,103,-1.7329
1985,3,2,5,168,-3.2858
1985,3,3,1,121,0.3612
1985,3,3,2,123,2.7936
1985,3,3,3,122,1.5708
1985,3,3,4,132,-2.2332
1985,3,3,5,106,-2.5167
1985,4,1,1,369,-1.0214
1985,4,1,2,221,-1.6453
1985,4,1,3,290,-1.3998
1985,4,1,4,276,0.0082
1985,4,1,5,574,-1.7527
1985,4,2,1,72,-1.2022
1985,4,2,2,85,-2.8817
1985,4,2,3,89,1.3739
1985,4,2,4,103,-2.9986
1985,4,2,5,168,-2.3767
1985,4,3,1,121,0.3367
1985,4,3,2,123,0.3717
1985,4,3,3,122,-1.3347
1985,4,3,4,132,-2.1020
1985,4,3,5,106,-1.0849
1985,5,1,1,364,0.6912
1985,5,1,2,221,3.0588
1985,5,1,3,286,3.3205
1985,5,1,4,276,4.0624
1985,5,1,5,566,3.0325
1985,5,2,1,72,2.1333
1985,5,2,2,84,2.8392
1985,5,2,3,88,4.4597
1985,5,2,4,103,2.7723
1985,5,2,5,168,5.9779
1985,5,3,1,121,3.4065
1985,5,3,2,123,4.5551
1985,5,3,3,122,8.4317
1985,5,3,4,132,7.6135
1985,5,3,5,106,6.6755
1985,6,1,1,360,-1.4313
1985,6,1,2,218,-0.6421
1985,6,1,3,284,0.7540
1985,6,1,4,273,1.0581
1985,6,1,5,566,0.1833
1985,6,2,1,72,0.5727
1985,6,2,2,82,0.7843
1985,6,2,3,86,2.8730
1985,6,2,4,101,0.0478
1985,6,2,5,166,1.8832
1985,6,3,1,120,1.8433
1985,6,3,2,122,1.4931
1985,6,3,3,122,1.7829
1985,6,3,4,132,2.7949
1985,6,3,5,106,0.0780
1985,7,1,1,464,3.3122
1985,7,1,2,249,3.8961
1985,7,1,3,280,2.3261
1985,7,1,4,307,3.2278
1985,7,1,5,619,2.2647
1985,7,2,1,99,2.5003
1985,7,2,2,74,1.9193
1985,7,2,3,94,2.5633
1985,7,2,4,113,2.0865
1985,7,2,5,183,3.3450
1985,7,3,1,102,-1.1384
1985,7,3,2,135,-0.2014
1985,7,3,3,143,0.0523
1985,7,3,4,121,-1.0916
1985,7,3,5,120,0.6224
1985,8,1,1,458,-1.3869
1985,8,1,2,247,0.6046
1985,8,1,3,275,-0.7150
1985,8,1,4,305,-0.9553
1985,8,1,5,616,-1.4168
1985,8,2,1,99,0.2504
1985,8,2,2,74,0.8826
1985,8,2,3,94,-0.6043
1985,8,2,4,113,-1.3992
1985,8,2,5,183,-2.7313
1985,8,3,1,101,1.4350
1985,8,3,2,135,-0.0918
1985,8,3,3,143,-0.0888
1985,8,3,4,121,-1.2801
1985,8,3,5,120,-1.6198
1985,9,1,1,454,-5.7162
1985,9,1,2,242,-4.5463
1985,9,1,3,273,-4.6671
1985,9,1,4,303,-5.1124
1985,9,1,5,611,-6.4997
1985,9,2,1,98,-5.1039
1985,9,2,2,74,-3.3560
1985,9,2,3,94,-4.2654
1985,9,2,4,113,-6.1176
1985,9,2,5,182,-7.6716
1985,9,3,1,100,-3.0887
1985,9,3,2,134,-2.6835
1985,9,3,3,142,-2.1195
1985,9,3,4,121,-4.8408
1985,9,3,5,120,-4.0546
1985,10,1,1,449,0.9434
1985,10,1,2,241,3.4053
1985,10,1,3,273,1.2715
1985,10,1,4,302,1.7825
1985,10,1,5,606,2.3704
1985,10,2,1,98,2.0769
1985,10,2,2,74,4.9749
1985,10,2,3,94,4.1288
1985,10,2,4,112,3.9231
1985,10,2,5,182,3.2015
1985,10,3,1,98,4.1268
1985,10,3,2,132,4.4614
1985,10,3,3,141,4.4856
1985,10,3,4,121,4.0939
1985,10,3,5,120,3.5232
1985,11,1,1,444,3.4514
1985,11,1,2,239,4.9829
1985,11,1,3,271,6.2607
1985,11,1,4,301,5.9396
1985,11,1,5,599,7.4454
1985,11,2,1,97,4.6350
1985,11,2,2,74,6.3025
1985,11,2,3,93,7.2480
1985,11,2,4,111,7.0811
1985,11,2,5,180,8.9691
1985,11,3,1,98,5.1164
1985,11,3,2,132,6.7529
1985,11,3,3,141,6.4654
1985,11,3,4,120,8.0247
1985,11,3,5,119,8.3127
1985,12,1,1,437,1.5297
1985,12,1,2,236,3.9272
1985,12,1,3,270,4.7912
1985,12,1,4,300,4.9379
1985,12,1,5,596,3.7135
1985,12,2,1,95,1.8098
1985,12,2,2,72,3.3890
1985,12,2,3,93,4.6339
1985,12,2,4,110,4.7286
1985,12,2,5,180,4.8171
1985,12,3,1,98,2.8678
1985,12,3,2,131,3.9923
1985,12,3,3,139,3.2883
1985,12,3,4,120,6.0128
1985,12,3,5,119,6.2147
1986,1,1,1,431,2.7886
1986,1,1,2,234,1.3143
1986,1,1,3,265,2.5460
1986,1,1,4,299,1.3261
1986,1,1,5,585,2.9495
1986,1,2,1,94,1.7319
1986,1,2,2,71,1.4232
1986,1,2,3,93,2.7067
1986,1,2,4,109,-0.0607
1986,1,2,5,179,1.0243
1986,1,3,1,96,0.1880
1986,1,3,2,131,0.7377
1986,1,3,3,138,0.7802
1986,1,3,4,120,1.7204
1986,1,3,5,119,-0.9879
1986,2,1,1,431,5.5239
1986,2,1,2,232,7.0859
1986,2,1,3,263,7.7050
1986,2,1,4,298,5.8780
1986,2,1,5,581,6.1112
1986,2,2,1,93,6.3133
1986,2,2,2,71,5.9850
1986,2,2,3,93,6.8867
1986,2,2,4,108,8.7843
1986,2,2,5,179,6.3468
1986,2,3,1,96,7.1540
1986,2,3,2,130,8.6033
1986,2,3,3,137,7.8072
1986,2,3,4,120,9.6150
1986,2,3,5,119,5.3913
1986,3,1,1,429,4.4678
1986,3,1,2,230,5.4514
1986,3,1,3,261,6.3170
1986,3,1,4,298,4.6321
1986,3,1,5,580,4.1844
1986,3,2,1,91,5.7898
1986,3,2,2,71,5.4854
1986,3,2,3,93,5.7345
1986,3,2,4,108,7.4293
1986,3,2,5,179,3.9980
1986,3,3,1,95,4.6787
1986,3,3,2,130,7.4972
1986,3,3,3,137,5.5339
1986,3,3,4,119,5.1909
1986,3,3,5,119,2.4039
1986,4,1,1,426,2.6422
1986,4,1,2,229,-0.4501
1986,4,1,3,260,0.9311
1986,4,1,4,296,1.0868
1986,4,1,5,575,1.7522
1986,4,2,1,90,0.1241
1986,4,2,2,71,-1.3429
1986,4,2,3,93,1.2241
1986,4,2,4,108,0.2601
1986,4,2,5,177,2.7666
1986,4,3,1,95,0.2839
1986,4,3,2,129,-1.0615
1986,4,3,3,136,-1.8159
1986,4,3,4,119,-2.4483
1986,4,3,5,119,2.1377
1986,5,1,1,413,5.6140
1986,5,1,2,227,6.4466
