year,month,rank_ME,rank_ACI,nstocks,ret_vw
1979,6,3,1,113,3.9507
1979,6,3,2,150,5.1712
1979,6,3,3,155,2.2321
1979,6,3,4,138,5.3548
1979,6,3,5,99,4.8732
1979,7,1,1,387,3.1744
1979,7,1,2,167,3.8889
1979,7,1,3,167,2.5204
1979,7,1,4,226,3.5802
1979,7,1,5,361,1.8178
1979,7,2,1,111,1.7936
1979,7,2,2,98,3.9394
1979,7,2,3,83,3.2446
1979,7,2,4,110,1.8396
1979,7,2,5,144,4.8979
1979,7,3,1,128,0.7164
1979,7,3,2,148,2.3533
1979,7,3,3,164,-0.1354
1979,7,3,4,141,2.3424
1979,7,3,5,85,1.7341
1979,8,1,1,382,6.5894
1979,8,1,2,166,8.8914
1979,8,1,3,166,6.2014
1979,8,1,4,224,9.6876
1979,8,1,5,359,7.4840
1979,8,2,1,109,8.9326
1979,8,2,2,98,9.6293
1979,8,2,3,82,8.7631
1979,8,2,4,107,7.7765
1979,8,2,5,143,8.0103
1979,8,3,1,128,6.9160
1979,8,3,2,146,6.4126
1979,8,3,3,164,5.1083
1979,8,3,4,141,6.4598
1979,8,3,5,85,8.2941
1979,9,1,1,377,-0.3372
1979,9,1,2,165,-2.3511
1979,9,1,3,165,0.0590
1979,9,1,4,221,-0.7958
1979,9,1,5,357,-1.6516
1979,9,2,1,108,0.2635
1979,9,2,2,97,-0.3034
1979,9,2,3,82,0.3439
1979,9,2,4,108,-0.6825
1979,9,2,5,142,-0.9383
1979,9,3,1,128,-0.1141
1979,9,3,2,146,1.2312
1979,9,3,3,163,0.1004
1979,9,3,4,140,-0.9921
1979,9,3,5,85,-0.8164
1979,10,1,1,376,-10.8727
1979,10,1,2,163,-11.2260
1979,10,1,3,163,-9.9386
1979,10,1,4,219,-10.5504
1979,10,1,5,356,-10.8698
1979,10,2,1,108,-9.8234
1979,10,2,2,96,-9.3589
1979,10,2,3,82,-10.8310
1979,10,2,4,108,-9.9875
1979,10,2,5,142,-10.6375
1979,10,3,1,127,-6.5477
1979,10,3,2,145,-5.5600
1979,10,3,3,163,-5.8941
1979,10,3,4,140,-6.7301
1979,10,3,5,85,-9.1986
1979,11,1,1,376,7.4493
1979,11,1,2,163,8.0628
1979,11,1,3,162,5.9609
1979,11,1,4,221,8.1023
1979,11,1,5,355,6.5791
1979,11,2,1,108,9.5619
1979,11,2,2,96,6.4682
1979,11,2,3,82,7.7556
1979,11,2,4,108,9.1766
1979,11,2,5,143,9.8139
1979,11,3,1,127,6.2806
1979,11,3,2,145,5.8801
1979,11,3,3,163,6.0045
1979,11,3,4,140,4.2241
1979,11,3,5,85,5.8284
1979,12,1,1,374,7.8070
1979,12,1,2,163,6.4744
1979,12,1,3,161,5.2642
1979,12,1,4,220,7.5312
1979,12,1,5,349,6.5887
1979,12,2,1,108,7.6010
1979,12,2,2,96,5.7550
1979,12,2,3,82,5.1192
1979,12,2,4,108,6.1816
1979,12,2,5,141,6.0220
1979,12,3,1,127,3.3544
1979,12,3,2,144,1.0454
1979,12,3,3,162,1.3773
1979,12,3,4,140,3.2312
1979,12,3,5,85,3.6106
1980,1,1,1,368,11.0399
1980,1,1,2,162,10.3166
1980,1,1,3,159,9.0909
1980,1,1,4,217,9.6341
1980,1,1,5,346,8.9847
1980,1,2,1,106,6.9980
1980,1,2,2,96,7.5378
1980,1,2,3,81,7.8755
1980,1,2,4,108,5.7589
1980,1,2,5,140,8.5486
1980,1,3,1,127,7.3582
1980,1,3,2,143,7.3566
1980,1,3,3,162,5.0720
1980,1,3,4,140,6.7699
1980,1,3,5,84,4.6385
1980,2,1,1,365,-1.5204
1980,2,1,2,162,-1.0495
1980,2,1,3,157,-3.1385
1980,2,1,4,213,-2.9572
1980,2,1,5,342,-2.7192
1980,2,2,1,105,-1.0389
1980,2,2,2,95,-1.5368
1980,2,2,3,81,-3.7720
1980,2,2,4,107,-1.5869
1980,2,2,5,140,-2.5320
1980,2,3,1,126,-1.6334
1980,2,3,2,143,4.7751
1980,2,3,3,162,0.4847
1980,2,3,4,138,-3.3708
1980,2,3,5,82,-4.9670
1980,3,1,1,361,-18.5244
1980,3,1,2,160,-17.7276
1980,3,1,3,156,-15.9865
1980,3,1,4,210,-18.3398
1980,3,1,5,342,-18.2942
1980,3,2,1,105,-17.1604
1980,3,2,2,93,-17.6463
1980,3,2,3,81,-16.7563
1980,3,2,4,106,-17.5925
1980,3,2,5,140,-17.1286
1980,3,3,1,124,-10.2025
1980,3,3,2,143,-11.8776
1980,3,3,3,162,-10.4509
1980,3,3,4,138,-9.8202
1980,3,3,5,82,-9.4027
1980,4,1,1,356,9.1522
1980,4,1,2,159,4.9853
1980,4,1,3,155,3.8832
1980,4,1,4,210,6.4423
1980,4,1,5,342,4.7630
1980,4,2,1,105,6.5062
1980,4,2,2,93,5.6403
1980,4,2,3,81,5.9457
1980,4,2,4,104,5.4118
1980,4,2,5,140,4.6027
1980,4,3,1,124,4.5211
1980,4,3,2,142,5.3817
1980,4,3,3,162,5.2613
1980,4,3,4,138,3.5471
1980,4,3,5,82,4.0878
1980,5,1,1,356,5.7758
1980,5,1,2,159,6.4017
1980,5,1,3,153,7.1594
1980,5,1,4,210,6.9409
1980,5,1,5,341,6.1820
1980,5,2,1,105,7.8889
1980,5,2,2,92,7.4860
1980,5,2,3,81,7.5448
1980,5,2,4,103,7.4666
1980,5,2,5,139,9.2013
1980,5,3,1,125,5.4275
1980,5,3,2,142,5.3785
1980,5,3,3,162,4.8998
1980,5,3,4,138,5.8607
1980,5,3,5,82,7.6558
1980,6,1,1,353,4.2814
1980,6,1,2,159,3.3684
1980,6,1,3,152,3.8727
1980,6,1,4,208,3.3172
1980,6,1,5,340,3.8734
1980,6,2,1,103,4.3125
1980,6,2,2,90,4.2679
1980,6,2,3,80,3.1515
1980,6,2,4,105,4.3347
1980,6,2,5,139,4.1236
1980,6,3,1,125,3.3318
1980,6,3,2,142,3.7162
1980,6,3,3,162,2.5072
1980,6,3,4,138,3.3597
1980,6,3,5,81,1.4432
1980,7,1,1,370,10.9000
1980,7,1,2,181,9.4290
1980,7,1,3,141,9.4871
1980,7,1,4,180,12.1445
1980,7,1,5,322,12.3464
1980,7,2,1,138,8.9541
1980,7,2,2,111,9.6232
1980,7,2,3,102,10.4389
1980,7,2,4,96,11.4408
1980,7,2,5,141,13.9838
1980,7,3,1,118,5.9527
1980,7,3,2,138,5.3087
1980,7,3,3,154,4.8760
1980,7,3,4,144,10.0144
1980,7,3,5,102,11.1879
1980,8,1,1,370,8.6500
1980,8,1,2,181,7.2091
1980,8,1,3,141,8.5197
1980,8,1,4,179,7.9574
1980,8,1,5,321,6.8453
1980,8,2,1,138,5.7844
1980,8,2,2,110,5.9894
1980,8,2,3,100,5.0051
1980,8,2,4,96,5.5227
1980,8,2,5,141,5.8846
1980,8,3,1,118,3.0942
1980,8,3,2,138,2.4302
1980,8,3,3,154,1.0643
1980,8,3,4,144,0.7930
1980,8,3,5,102,2.3395
1980,9,1,1,368,3.7975
1980,9,1,2,180,1.6768
1980,9,1,3,141,3.5013
1980,9,1,4,179,1.9958
1980,9,1,5,318,2.3904
1980,9,2,1,137,3.8551
1980,9,2,2,110,3.2292
1980,9,2,3,100,2.6717
1980,9,2,4,95,3.6543
1980,9,2,5,141,3.8144
1980,9,3,1,118,4.5790
1980,9,3,2,138,2.7638
1980,9,3,3,154,2.5092
1980,9,3,4,144,1.8305
1980,9,3,5,101,3.9478
1980,10,1,1,365,4.4845
1980,10,1,2,180,4.1764
1980,10,1,3,139,3.7201
1980,10,1,4,178,3.7741
1980,10,1,5,317,4.1491
1980,10,2,1,136,3.2257
1980,10,2,2,108,5.3998
1980,10,2,3,98,2.6198
1980,10,2,4,94,0.5443
1980,10,2,5,141,4.6557
1980,10,3,1,118,4.2143
1980,10,3,2,138,3.6741
1980,10,3,3,153,1.5385
1980,10,3,4,144,0.8508
1980,10,3,5,101,-0.4027
1980,11,1,1,360,5.6246
1980,11,1,2,180,6.0036
1980,11,1,3,137,4.0292
1980,11,1,4,177,5.2796
1980,11,1,5,318,5.3208
1980,11,2,1,135,9.8690
1980,11,2,2,108,5.2786
1980,11,2,3,98,5.3512
1980,11,2,4,94,6.9873
1980,11,2,5,140,7.9258
1980,11,3,1,118,14.2047
1980,11,3,2,138,13.3621
1980,11,3,3,153,11.5499
1980,11,3,4,144,8.8814
1980,11,3,5,100,10.1117
1980,12,1,1,359,-5.2389
1980,12,1,2,180,-2.0212
1980,12,1,3,137,-2.3193
1980,12,1,4,176,-6.0334
1980,12,1,5,316,-5.1997
1980,12,2,1,133,-3.2491
1980,12,2,2,107,-3.7719
1980,12,2,3,98,-1.1151
1980,12,2,4,93,-3.1229
1980,12,2,5,139,-3.6986
1980,12,3,1,117,-6.5463
1980,12,3,2,138,-5.0594
1980,12,3,3,153,-2.8746
1980,12,3,4,144,-2.1299
1980,12,3,5,100,-2.9045
1981,1,1,1,359,0.6275
1981,1,1,2,181,0.8937
1981,1,1,3,134,1.1917
1981,1,1,4,176,1.7186
1981,1,1,5,314,0.0710
1981,1,2,1,133,-0.0678
1981,1,2,2,107,-0.6241
1981,1,2,3,97,-0.6959
1981,1,2,4,93,-1.2241
1981,1,2,5,139,-2.1669
1981,1,3,1,117,-6.5828
1981,1,3,2,138,-4.7615
1981,1,3,3,152,-3.8226
1981,1,3,4,143,-4.0814
1981,1,3,5,100,-4.8720
1981,2,1,1,359,0.1105
1981,2,1,2,178,2.3320
1981,2,1,3,132,-0.4220
1981,2,1,4,171,2.1823
1981,2,1,5,311,0.8598
1981,2,2,1,131,2.0036
1981,2,2,2,108,0.1113
1981,2,2,3,98,4.1643
1981,2,2,4,93,1.6727
1981,2,2,5,138,1.4823
1981,2,3,1,117,0.3631
1981,2,3,2,138,1.6042
1981,2,3,3,151,2.7453
1981,2,3,4,143,2.2235
1981,2,3,5,99,2.3390
1981,3,1,1,356,8.3962
1981,3,1,2,176,6.1226
1981,3,1,3,132,11.0984
1981,3,1,4,170,9.0711
1981,3,1,5,311,9.8034
1981,3,2,1,131,8.3689
1981,3,2,2,107,7.5809
1981,3,2,3,96,6.4637
1981,3,2,4,93,7.6723
1981,3,2,5,137,7.9683
1981,3,3,1,117,4.3316
1981,3,3,2,138,1.7466
1981,3,3,3,150,3.8534
1981,3,3,4,143,3.7331
1981,3,3,5,97,7.8393
1981,4,1,1,354,4.1472
1981,4,1,2,173,4.6184
1981,4,1,3,132,4.7320
1981,4,1,4,169,5.5257
1981,4,1,5,312,3.6392
1981,4,2,1,129,1.8620
1981,4,2,2,106,2.7195
1981,4,2,3,94,3.2547
1981,4,2,4,93,2.4670
1981,4,2,5,136,1.8816
1981,4,3,1,117,-2.7922
1981,4,3,2,138,-3.2126
1981,4,3,3,150,-2.0585
1981,4,3,4,142,-0.9688
1981,4,3,5,98,-0.4380
1981,5,1,1,349,3.3073
1981,5,1,2,173,3.8682
1981,5,1,3,131,4.8289
1981,5,1,4,169,3.5112
1981,5,1,5,309,4.4079
1981,5,2,1,129,3.2033
1981,5,2,2,105,2.7872
1981,5,2,3,94,2.4095
1981,5,2,4,93,3.7457
1981,5,2,5,135,4.4330
1981,5,3,1,117,-0.2320
1981,5,3,2,138,-0.3720
1981,5,3,3,150,0.6787
1981,5,3,4,141,-0.0499
1981,5,3,5,97,2.3106
1981,6,1,1,347,-0.0007
1981,6,1,2,173,0.5822
1981,6,1,3,130,1.8092
1981,6,1,4,170,-0.2509
1981,6,1,5,306,0.5594
1981,6,2,1,128,-2.9539
1981,6,2,2,104,-3.0491
1981,6,2,3,94,-0.1163
1981,6,2,4,92,-1.7554
1981,6,2,5,132,-4.1449
1981,6,3,1,117,0.4353
1981,6,3,2,137,2.1871
1981,6,3,3,149,-1.0921
1981,6,3,4,141,-2.2554
1981,6,3,5,97,-4.1476
1981,7,1,1,409,-2.5622
1981,7,1,2,174,-2.5580
1981,7,1,3,166,-3.6156
1981,7,1,4,136,-1.7513
1981,7,1,5,304,-3.2641
1981,7,2,1,118,-1.8825
1981,7,2,2,102,-2.5758
1981,7,2,3,87,-2.2004
1981,7,2,4,105,-1.3809
1981,7,2,5,133,-2.4917
1981,7,3,1,103,0.4196
1981,7,3,2,125,3.0858
1981,7,3,3,166,1.0983
1981,7,3,4,142,-0.9816
1981,7,3,5,114,-0.9833
1981,8,1,1,406,-7.6164
1981,8,1,2,174,-7.4021
1981,8,1,3,166,-7.1304
1981,8,1,4,134,-7.7176
1981,8,1,5,301,-7.7389
1981,8,2,1,118,-7.3516
1981,8,2,2,101,-4.9586
1981,8,2,3,87,-6.6601
1981,8,2,4,104,-7.7610
1981,8,2,5,133,-7.2428
1981,8,3,1,102,-5.8498
1981,8,3,2,125,-6.0781
1981,8,3,3,166,-5.0150
1981,8,3,4,140,-5.1476
1981,8,3,5,114,-6.3857
1981,9,1,1,402,-7.5755
1981,9,1,2,173,-6.8707
1981,9,1,3,165,-7.6620
1981,9,1,4,133,-7.7420
1981,9,1,5,297,-8.1398
1981,9,2,1,117,-6.8988
1981,9,2,2,102,-6.7774
1981,9,2,3,86,-6.1448
1981,9,2,4,104,-7.3484
1981,9,2,5,133,-7.3758
1981,9,3,1,102,-7.0670
1981,9,3,2,125,-5.6137
1981,9,3,3,166,-4.9192
1981,9,3,4,139,-5.7073
1981,9,3,5,111,-6.0740
1981,10,1,1,399,7.4470
1981,10,1,2,170,7.8513
1981,10,1,3,164,6.7861
1981,10,1,4,131,10.3116
1981,10,1,5,297,6.0720
1981,10,2,1,117,8.8387
1981,10,2,2,102,6.6442
1981,10,2,3,86,6.9671
1981,10,2,4,104,6.4738
1981,10,2,5,132,6.4251
1981,10,3,1,103,9.3655
1981,10,3,2,124,6.4449
1981,10,3,3,166,5.6495
1981,10,3,4,139,4.1942
1981,10,3,5,109,3.5257
1981,11,1,1,398,1.4762
1981,11,1,2,169,2.3235
1981,11,1,3,165,3.2698
1981,11,1,4,129,3.3687
1981,11,1,5,297,3.1476
1981,11,2,1,115,3.5205
1981,11,2,2,101,4.8359
1981,11,2,3,87,4.6600
1981,11,2,4,104,4.6644
1981,11,2,5,131,0.9455
1981,11,3,1,103,3.8762
1981,11,3,2,123,6.2873
1981,11,3,3,166,3.1788
1981,11,3,4,138,4.8364
1981,11,3,5,109,5.2768
1981,12,1,1,397,-0.8531
1981,12,1,2,167,-1.9139
1981,12,1,3,164,-0.8568
1981,12,1,4,129,-2.4335
1981,12,1,5,294,-0.3244
1981,12,2,1,113,-1.4685
1981,12,2,2,101,-0.8584
1981,12,2,3,87,-0.7917
1981,12,2,4,103,-0.7022
1981,12,2,5,131,-1.5851
1981,12,3,1,103,-2.9955
1981,12,3,2,123,-3.9586
1981,12,3,3,166,-2.4629
1981,12,3,4,138,-2.1883
1981,12,3,5,109,-2.0510
1982,1,1,1,397,-0.2138
1982,1,1,2,167,-0.4331
1982,1,1,3,163,-0.7231
1982,1,1,4,127,-2.0740
1982,1,1,5,293,-2.3687
1982,1,2,1,112,-4.0051
1982,1,2,2,100,-2.1903
1982,1,2,3,87,-2.9059
1982,1,2,4,103,-3.6562
1982,1,2,5,130,-5.1288
1982,1,3,1,102,-2.6188
1982,1,3,2,122,-3.0795
1982,1,3,3,166,-2.8709
1982,1,3,4,138,-0.2709
1982,1,3,5,109,-2.5397
1982,2,1,1,396,-3.1405
1982,2,1,2,167,-4.0966
1982,2,1,3,161,-2.2548
1982,2,1,4,127,-1.9263
1982,2,1,5,291,-3.1855
1982,2,2,1,113,-3.0831
1982,2,2,2,100,-3.1046
1982,2,2,3,87,-3.3435
1982,2,2,4,103,-4.3073
1982,2,2,5,130,-6.5357
1982,2,3,1,102,-5.6636
1982,2,3,2,121,-4.8295
1982,2,3,3,165,-5.8932
1982,2,3,4,138,-4.3145
1982,2,3,5,109,-4.3065
1982,3,1,1,392,-0.8521
1982,3,1,2,167,0.1925
1982,3,1,3,160,0.1075
1982,3,1,4,126,-0.2315
1982,3,1,5,285,-0.9228
1982,3,2,1,112,0.9330
1982,3,2,2,99,-0.6728
1982,3,2,3,87,-0.0301
1982,3,2,4,101,0.0516
1982,3,2,5,131,0.3888
1982,3,3,1,102,-0.3189
1982,3,3,2,121,0.0320
1982,3,3,3,165,-0.3840
1982,3,3,4,138,-1.2699
1982,3,3,5,109,-0.4903
1982,4,1,1,388,4.9071
1982,4,1,2,165,4.6834
1982,4,1,3,158,4.1348
1982,4,1,4,125,5.2653
1982,4,1,5,285,6.3385
1982,4,2,1,110,4.7248
1982,4,2,2,97,6.3942
1982,4,2,3,86,6.8677
1982,4,2,4,101,5.6357
1982,4,2,5,131,5.8411
1982,4,3,1,102,5.1902
1982,4,3,2,120,3.3307
1982,4,3,3,165,4.3451
1982,4,3,4,136,4.5493
1982,4,3,5,109,4.7292
1982,5,1,1,381,-1.8532
1982,5,1,2,163,-1.0213
1982,5,1,3,157,-0.3019
1982,5,1,4,124,-2.3265
1982,5,1,5,285,-1.4750
1982,5,2,1,110,-2.2600
1982,5,2,2,97,-2.9652
1982,5,2,3,86,-1.8613
1982,5,2,4,101,-3.9127
1982,5,2,5,131,-3.2059
1982,5,3,1,102,-2.7714
1982,5,3,2,120,-2.0062
1982,5,3,3,164,-2.2682
1982,5,3,4,135,-2.5855
1982,5,3,5,109,-2.9697
1982,6,1,1,375,-1.7467
1982,6,1,2,163,-1.5992
1982,6,1,3,157,-1.8264
1982,6,1,4,123,-1.9759
1982,6,1,5,278,-2.2015
1982,6,2,1,109,-2.0311
1982,6,2,2,97,-1.2483
1982,6,2,3,86,0.7135
1982,6,2,4,101,-0.1857
1982,6,2,5,131,-3.0283
1982,6,3,1,101,-1.4835
1982,6,3,2,120,-2.8150
1982,6,3,3,164,-1.8446
1982,6,3,4,135,-1.4254
1982,6,3,5,109,-0.7798
1982,7,1,1,420,-0.3260
1982,7,1,2,188,-0.9160
1982,7,1,3,116,-0.1888
1982,7,1,4,147,1.1632
1982,7,1,5,295,-1.4975
1982,7,2,1,130,0.9408
1982,7,2,2,87,-0.6271
1982,7,2,3,83,-1.3825
1982,7,2,4,90,-1.6916
1982,7,2,5,130,-2.1313
1982,7,3,1,73,-0.4134
1982,7,3,2,134,-0.9835
1982,7,3,3,159,-0.2722
1982,7,3,4,149,-4.3770
1982,7,3,5,122,-4.0229
1982,8,1,1,418,6.0802
1982,8,1,2,186,6.6466
1982,8,1,3,116,5.4270
1982,8,1,4,147,5.9554
1982,8,1,5,294,6.4345
1982,8,2,1,129,8.4160
1982,8,2,2,86,11.0920
1982,8,2,3,83,10.3271
1982,8,2,4,90,8.8303
1982,8,2,5,129,10.5245
1982,8,3,1,73,11.9496
1982,8,3,2,134,12.3461
1982,8,3,3,158,12.1397
1982,8,3,4,149,12.7675
1982,8,3,5,121,13.3986
1982,9,1,1,415,3.7083
1982,9,1,2,186,3.1709
1982,9,1,3,116,5.0362
1982,9,1,4,147,6.9520
1982,9,1,5,297,3.5758
1982,9,2,1,128,4.0307
1982,9,2,2,86,2.8737
1982,9,2,3,82,4.2224
1982,9,2,4,90,3.5031
1982,9,2,5,129,1.7988
1982,9,3,1,72,1.3860
1982,9,3,2,134,1.0194
1982,9,3,3,157,0.6267
1982,9,3,4,150,1.5155
1982,9,3,5,121,0.4750
1982,10,1,1,410,11.8146
1982,10,1,2,184,13.4318
1982,10,1,3,113,14.6896
1982,10,1,4,147,11.6377
1982,10,1,5,294,13.2285
1982,10,2,1,126,11.1532
1982,10,2,2,86,11.6767
1982,10,2,3,81,13.2069
1982,10,2,4,89,11.8861
1982,10,2,5,128,16.0302
1982,10,3,1,72,10.2166
1982,10,3,2,134,11.3598
1982,10,3,3,156,10.4867
1982,10,3,4,150,10.2179
1982,10,3,5,121,12.2852
1982,11,1,1,410,10.6216
1982,11,1,2,182,9.6730
1982,11,1,3,113,11.3835
1982,11,1,4,147,11.0588
1982,11,1,5,293,10.8444
1982,11,2,1,124,8.3528
1982,11,2,2,86,8.2585
1982,11,2,3,80,9.9072
1982,11,2,4,88,7.6125
1982,11,2,5,128,6.4573
1982,11,3,1,72,4.5303
1982,11,3,2,133,4.7302
1982,11,3,3,156,5.1536
1982,11,3,4,150,2.9067
1982,11,3,5,121,4.5271
1982,12,1,1,410,1.9756
1982,12,1,2,184,3.8326
1982,12,1,3,114,0.3013
1982,12,1,4,147,1.9188
1982,12,1,5,291,2.1618
1982,12,2,1,124,2.0482
1982,12,2,2,86,1.3340
1982,12,2,3,80,1.6047
1982,12,2,4,88,1.2781
1982,12,2,5,127,1.8703
1982,12,3,1,71,0.4826
1982,12,3,2,133,1.0391
1982,12,3,3,156,3.1856
1982,12,3,4,150,1.1732
1982,12,3,5,121,1.1395
1983,1,1,1,408,10.6059
1983,1,1,2,183,5.2902
1983,1,1,3,114,10.0917
1983,1,1,4,147,9.0166
1983,1,1,5,286,9.0414
1983,1,2,1,124,5.1047
1983,1,2,2,85,5.2998
1983,1,2,3,80,5.8067
1983,1,2,4,88,4.8028
1983,1,2,5,125,6.2394
1983,1,3,1,71,4.5055
1983,1,3,2,132,2.4051
1983,1,3,3,156,5.2441
1983,1,3,4,148,3.2834
1983,1,3,5,121,3.8280
1983,2,1,1,406,6.8228
1983,2,1,2,180,7.9273
1983,2,1,3,111,8.9888
1983,2,1,4,145,7.5180
1983,2,1,5,284,5.2958
1983,2,2,1,121,7.4789
1983,2,2,2,84,8.1015
1983,2,2,3,80,4.1507
1983,2,2,4,88,6.0640
1983,2,2,5,125,3.6710
1983,2,3,1,70,2.8448
1983,2,3,2,132,3.9143
1983,2,3,3,156,2.0194
1983,2,3,4,148,2.4784
1983,2,3,5,121,3.1614
1983,3,1,1,405,6.0923
1983,3,1,2,179,5.8888
1983,3,1,3,109,7.8430
1983,3,1,4,143,6.4647
1983,3,1,5,284,5.1082
1983,3,2,1,120,5.6562
1983,3,2,2,84,6.0412
1983,3,2,3,80,3.2705
1983,3,2,4,88,4.0247
1983,3,2,5,125,4.1212
1983,3,3,1,70,4.0464
1983,3,3,2,132,2.9217
1983,3,3,3,154,2.3107
1983,3,3,4,149,3.9751
1983,3,3,5,121,1.5764
1983,4,1,1,404,7.8282
1983,4,1,2,179,7.8427
1983,4,1,3,108,7.8421
1983,4,1,4,140,7.6675
1983,4,1,5,282,8.2368
1983,4,2,1,120,8.0586
1983,4,2,2,84,4.6303
1983,4,2,3,80,4.6799
1983,4,2,4,87,7.3924
1983,4,2,5,125,6.1405
1983,4,3,1,70,5.3482
1983,4,3,2,131,5.8177
1983,4,3,3,154,7.2247
1983,4,3,4,148,7.3066
1983,4,3,5,121,7.2170
1983,5,1,1,402,9.7349
1983,5,1,2,177,6.4535
1983,5,1,3,108,12.6717
1983,5,1,4,139,9.2632
1983,5,1,5,281,10.2802
1983,5,2,1,121,3.2622
1983,5,2,2,84,6.5474
1983,5,2,3,80,5.7302
1983,5,2,4,87,4.3121
1983,5,2,5,125,6.2588
1983,5,3,1,70,1.4747
1983,5,3,2,131,0.2778
1983,5,3,3,154,-0.3350
1983,5,3,4,148,-0.3472
1983,5,3,5,121,-0.3355
1983,6,1,1,398,5.4405
1983,6,1,2,175,2.6472
1983,6,1,3,108,5.9075
1983,6,1,4,139,3.5579
1983,6,1,5,281,4.4667
1983,6,2,1,121,6.9218
1983,6,2,2,84,5.3369
1983,6,2,3,79,4.4526
1983,6,2,4,87,5.0289
1983,6,2,5,124,5.3157
1983,6,3,1,70,0.7415
1983,6,3,2,130,2.7737
1983,6,3,3,153,4.0532
1983,6,3,4,148,5.1854
1983,6,3,5,121,4.4154
1983,7,1,1,394,-1.3171
1983,7,1,2,173,-0.6423
1983,7,1,3,142,-1.7289
1983,7,1,4,142,-1.9141
1983,7,1,5,319,-1.9608
1983,7,2,1,117,-3.1385
1983,7,2,2,111,-2.5676
1983,7,2,3,77,-1.6644
1983,7,2,4,97,-2.6956
1983,7,2,5,114,-2.1285
1983,7,3,1,96,-4.2881
1983,7,3,2,116,-1.9948
1983,7,3,3,158,-3.8052
1983,7,3,4,142,-4.1816
1983,7,3,5,120,-2.2818
1983,8,1,1,392,-3.3938
1983,8,1,2,173,-2.7213
1983,8,1,3,142,-2.3087
1983,8,1,4,142,-2.5824
1983,8,1,5,315,-3.3010
1983,8,2,1,117,-5.2003
1983,8,2,2,111,-1.6898
1983,8,2,3,76,-2.1879
1983,8,2,4,97,-1.8343
1983,8,2,5,114,-3.3894
1983,8,3,1,96,-1.9110
1983,8,3,2,116,0.9076
1983,8,3,3,158,2.3210
1983,8,3,4,141,1.5291
1983,8,3,5,120,2.0737
1983,9,1,1,389,0.7781
1983,9,1,2,173,1.5177
1983,9,1,3,140,0.5225
1983,9,1,4,141,2.3105
1983,9,1,5,312,0.2901
1983,9,2,1,117,3.4373
1983,9,2,2,110,2.6714
1983,9,2,3,76,3.4391
1983,9,2,4,96,3.4349
1983,9,2,5,112,2.0220
1983,9,3,1,96,3.5249
1983,9,3,2,116,3.7408
1983,9,3,3,158,1.6755
1983,9,3,4,141,1.5359
1983,9,3,5,118,-0.6270
1983,10,1,1,388,-4.2879
1983,10,1,2,171,-4.9634
1983,10,1,3,140,-4.0051
1983,10,1,4,140,-5.8532
1983,10,1,5,307,-5.8578
1983,10,2,1,117,-5.4145
1983,10,2,2,110,-5.1424
1983,10,2,3,76,-4.2513
1983,10,2,4,96,-4.8508
1983,10,2,5,111,-6.4334
1983,10,3,1,95,-1.9494
1983,10,3,2,116,-1.0891
1983,10,3,3,158,-1.9192
1983,10,3,4,140,-0.6983
1983,10,3,5,117,-2.7270
1983,11,1,1,387,4.7015
1983,11,1,2,170,4.6692
1983,11,1,3,139,4.3098
1983,11,1,4,140,4.5318
1983,11,1,5,307,3.8077
1983,11,2,1,117,5.8012
1983,11,2,2,109,4.4465
1983,11,2,3,75,6.5213
1983,11,2,4,94,4.8666
1983,11,2,5,111,5.0586
1983,11,3,1,95,5.2338
1983,11,3,2,116,0.5165
1983,11,3,3,157,3.4575
1983,11,3,4,140,1.2311
1983,11,3,5,117,2.9683
1983,12,1,1,385,-0.6707
1983,12,1,2,169,-0.3086
1983,12,1,3,139,0.0207
1983,12,1,4,140,-0.1153
1983,12,1,5,309,-1.2419
1983,12,2,1,116,-1.9425
1983,12,2,2,109,-0.0359
1983,12,2,3,75,-0.3984
1983,12,2,4,94,-2.2163
1983,12,2,5,111,-1.3067
1983,12,3,1,95,-2.3215
1983,12,3,2,116,-0.6514
1983,12,3,3,157,0.2181
1983,12,3,4,140,-1.2325
1983,12,3,5,117,-0.4844
1984,1,1,1,382,0.5584
1984,1,1,2,169,-0.4330
1984,1,1,3,138,-0.0170
1984,1,1,4,140,-1.4154
1984,1,1,5,306,-0.0792
1984,1,2,1,115,-1.5615
1984,1,2,2,109,-1.3546
1984,1,2,3,75,-3.5556
1984,1,2,4,94,-3.4457
1984,1,2,5,111,-2.5875
1984,1,3,1,94,-3.1631
1984,1,3,2,114,-2.4738
1984,1,3,3,157,0.3767
1984,1,3,4,139,-0.8715
1984,1,3,5,117,0.2258
1984,2,1,1,377,-5.7374
1984,2,1,2,167,-6.1890
1984,2,1,3,138,-4.5400
1984,2,1,4,139,-4.9776
1984,2,1,5,299,-5.8213
1984,2,2,1,115,-5.3113
1984,2,2,2,109,-4.9781
1984,2,2,3,75,-3.8016
1984,2,2,4,93,-4.1758
1984,2,2,5,111,-6.0565
1984,2,3,1,93,-5.6773
1984,2,3,2,114,-4.2983
1984,2,3,3,157,-3.8902
1984,2,3,4,139,-2.2021
1984,2,3,5,117,-2.7154
1984,3,1,1,376,1.7572
1984,3,1,2,166,2.1810
1984,3,1,3,135,0.9204
1984,3,1,4,138,3.3019
1984,3,1,5,298,0.7061
1984,3,2,1,115,0.3151
1984,3,2,2,106,0.9238
1984,3,2,3,74,2.3503
