year,month,rank_ME,rank_TA,nstocks,ret_vw
1980,3,1,5,458,-20.5106
1980,3,2,1,105,-18.2711
1980,3,2,2,87,-17.1964
1980,3,2,3,83,-17.4191
1980,3,2,4,93,-16.5556
1980,3,2,5,199,-18.2050
1980,3,3,1,83,-12.6144
1980,3,3,2,127,-10.9900
1980,3,3,3,159,-11.6499
1980,3,3,4,145,-7.7066
1980,3,3,5,143,-10.5339
1980,4,1,1,506,7.0850
1980,4,1,2,227,7.4132
1980,4,1,3,252,5.9153
1980,4,1,4,258,5.2270
1980,4,1,5,457,6.2160
1980,4,2,1,105,5.2871
1980,4,2,2,87,5.9532
1980,4,2,3,82,5.7725
1980,4,2,4,93,5.6810
1980,4,2,5,198,5.7325
1980,4,3,1,83,5.0576
1980,4,3,2,127,6.5713
1980,4,3,3,159,4.0399
1980,4,3,4,144,3.7788
1980,4,3,5,143,4.0528
1980,5,1,1,505,6.0649
1980,5,1,2,226,5.9467
1980,5,1,3,253,4.9716
1980,5,1,4,258,7.9434
1980,5,1,5,456,7.5153
1980,5,2,1,105,7.4005
1980,5,2,2,86,7.5221
1980,5,2,3,82,8.6603
1980,5,2,4,92,7.5723
1980,5,2,5,197,9.0890
1980,5,3,1,84,6.4242
1980,5,3,2,127,4.5929
1980,5,3,3,159,5.4642
1980,5,3,4,144,5.4157
1980,5,3,5,143,6.4885
1980,6,1,1,502,4.4418
1980,6,1,2,226,3.7651
1980,6,1,3,251,5.5700
1980,6,1,4,256,3.7450
1980,6,1,5,454,3.8405
1980,6,2,1,104,4.0199
1980,6,2,2,85,3.0565
1980,6,2,3,83,3.6804
1980,6,2,4,91,4.0950
1980,6,2,5,196,5.5014
1980,6,3,1,84,2.8941
1980,6,3,2,127,2.5441
1980,6,3,3,159,3.8894
1980,6,3,4,144,2.9766
1980,6,3,5,142,2.5508
1980,7,1,1,548,8.9271
1980,7,1,2,278,8.8799
1980,7,1,3,254,11.1968
1980,7,1,4,220,11.3849
1980,7,1,5,410,13.3045
1980,7,2,1,114,8.6189
1980,7,2,2,95,7.8136
1980,7,2,3,99,9.1910
1980,7,2,4,128,13.0071
1980,7,2,5,200,12.9501
1980,7,3,1,83,6.9703
1980,7,3,2,128,3.8934
1980,7,3,3,150,5.6874
1980,7,3,4,148,7.7852
1980,7,3,5,159,11.2906
1980,8,1,1,547,7.0792
1980,8,1,2,278,9.2180
1980,8,1,3,254,7.3161
1980,8,1,4,218,9.9561
1980,8,1,5,410,9.5785
1980,8,2,1,111,5.6166
1980,8,2,2,95,3.6073
1980,8,2,3,99,4.8501
1980,8,2,4,128,5.1381
1980,8,2,5,200,7.3807
1980,8,3,1,83,2.8154
1980,8,3,2,128,-0.3665
1980,8,3,3,150,2.3620
1980,8,3,4,148,1.2820
1980,8,3,5,159,2.8864
1980,9,1,1,542,3.7669
1980,9,1,2,276,3.2866
1980,9,1,3,253,2.3593
1980,9,1,4,219,1.0401
1980,9,1,5,406,5.0565
1980,9,2,1,109,0.6209
1980,9,2,2,95,2.3080
1980,9,2,3,99,4.3054
1980,9,2,4,129,3.5839
1980,9,2,5,198,5.3408
1980,9,3,1,83,1.7036
1980,9,3,2,127,1.0663
1980,9,3,3,150,0.5561
1980,9,3,4,148,4.1640
1980,9,3,5,159,7.1511
1980,10,1,1,540,4.3085
1980,10,1,2,273,2.8501
1980,10,1,3,251,4.2907
1980,10,1,4,217,4.8187
1980,10,1,5,404,7.0668
1980,10,2,1,109,4.5527
1980,10,2,2,94,1.8400
1980,10,2,3,96,3.7845
1980,10,2,4,129,4.5445
1980,10,2,5,196,3.5206
1980,10,3,1,83,1.6139
1980,10,3,2,126,3.8393
1980,10,3,3,150,2.3152
1980,10,3,4,147,1.7516
1980,10,3,5,159,1.4026
1980,11,1,1,536,5.7486
1980,11,1,2,271,4.8817
1980,11,1,3,249,3.8281
1980,11,1,4,216,7.5006
1980,11,1,5,404,10.7826
1980,11,2,1,110,10.6409
1980,11,2,2,93,4.2005
1980,11,2,3,96,7.6155
1980,11,2,4,128,6.0227
1980,11,2,5,195,10.0206
1980,11,3,1,82,12.0232
1980,11,3,2,125,6.7181
1980,11,3,3,150,10.9868
1980,11,3,4,147,12.8138
1980,11,3,5,159,14.8427
1980,12,1,1,535,-5.4607
1980,12,1,2,269,-5.6789
1980,12,1,3,248,-4.2573
1980,12,1,4,215,-3.2118
1980,12,1,5,401,-5.2974
1980,12,2,1,109,-4.8733
1980,12,2,2,92,-0.5963
1980,12,2,3,97,-4.5568
1980,12,2,4,127,-3.8642
1980,12,2,5,192,-3.0870
1980,12,3,1,82,-3.0122
1980,12,3,2,125,-3.4530
1980,12,3,3,149,-4.0675
1980,12,3,4,147,-3.9338
1980,12,3,5,159,-3.5249
1981,1,1,1,532,1.8212
1981,1,1,2,269,2.2941
1981,1,1,3,246,0.3166
1981,1,1,4,213,-0.3715
1981,1,1,5,400,-3.3481
1981,1,2,1,109,-1.4247
1981,1,2,2,92,0.7821
1981,1,2,3,97,0.8991
1981,1,2,4,127,-1.2619
1981,1,2,5,192,-2.3096
1981,1,3,1,81,-3.8646
1981,1,3,2,125,-1.9929
1981,1,3,3,149,-2.1658
1981,1,3,4,146,-6.7825
1981,1,3,5,159,-7.2323
1981,2,1,1,521,-0.3371
1981,2,1,2,267,1.8512
1981,2,1,3,245,0.9942
1981,2,1,4,212,1.6115
1981,2,1,5,396,-1.8783
1981,2,2,1,110,2.0928
1981,2,2,2,92,2.0941
1981,2,2,3,97,0.3223
1981,2,2,4,125,2.4597
1981,2,2,5,192,1.4386
1981,2,3,1,80,0.1480
1981,2,3,2,125,1.5381
1981,2,3,3,149,2.4742
1981,2,3,4,145,1.9327
1981,2,3,5,159,2.0650
1981,3,1,1,517,6.7360
1981,3,1,2,266,8.6839
1981,3,1,3,244,7.8888
1981,3,1,4,212,9.6363
1981,3,1,5,389,9.5301
1981,3,2,1,108,4.4123
1981,3,2,2,92,7.4649
1981,3,2,3,96,9.4189
1981,3,2,4,124,6.3696
1981,3,2,5,191,8.6411
1981,3,3,1,79,6.7320
1981,3,3,2,124,5.5105
1981,3,3,3,149,1.5138
1981,3,3,4,144,3.0247
1981,3,3,5,159,6.6784
1981,4,1,1,515,4.0094
1981,4,1,2,265,3.8185
1981,4,1,3,244,4.4200
1981,4,1,4,211,5.1731
1981,4,1,5,388,3.7717
1981,4,2,1,106,0.8658
1981,4,2,2,90,2.7623
1981,4,2,3,95,0.0085
1981,4,2,4,124,1.5855
1981,4,2,5,190,3.2200
1981,4,3,1,80,-3.4807
1981,4,3,2,124,-1.9965
1981,4,3,3,148,0.0141
1981,4,3,4,144,-4.7197
1981,4,3,5,159,-0.2807
1981,5,1,1,509,2.7630
1981,5,1,2,264,5.7412
1981,5,1,3,241,3.7876
1981,5,1,4,208,3.1952
1981,5,1,5,390,5.5744
1981,5,2,1,106,3.3772
1981,5,2,2,90,2.3858
1981,5,2,3,94,3.8124
1981,5,2,4,124,2.4644
1981,5,2,5,189,4.1883
1981,5,3,1,79,-0.0381
1981,5,3,2,125,1.1492
1981,5,3,3,147,0.0325
1981,5,3,4,145,-0.8535
1981,5,3,5,156,1.9397
1981,6,1,1,510,-1.3757
1981,6,1,2,261,0.4523
1981,6,1,3,239,1.2744
1981,6,1,4,208,0.1364
1981,6,1,5,389,-4.5878
1981,6,2,1,103,-2.2596
1981,6,2,2,89,-0.7848
1981,6,2,3,94,-1.8015
1981,6,2,4,122,-2.1961
1981,6,2,5,188,-4.6562
1981,6,3,1,79,-1.9744
1981,6,3,2,125,1.7178
1981,6,3,3,147,0.0895
1981,6,3,4,143,0.1674
1981,6,3,5,156,-5.0897
1981,7,1,1,626,-3.0719
1981,7,1,2,281,-1.7869
1981,7,1,3,230,-3.0543
1981,7,1,4,279,-2.7025
1981,7,1,5,395,-3.3823
1981,7,2,1,108,-1.5920
1981,7,2,2,95,-1.7099
1981,7,2,3,104,-1.9361
1981,7,2,4,110,-2.5700
1981,7,2,5,191,-1.6743
1981,7,3,1,63,-2.4195
1981,7,3,2,118,-2.0876
1981,7,3,3,137,0.3492
1981,7,3,4,162,1.4210
1981,7,3,5,181,2.7880
1981,8,1,1,620,-7.4659
1981,8,1,2,279,-6.8886
1981,8,1,3,227,-7.6272
1981,8,1,4,278,-7.9988
1981,8,1,5,393,-11.4534
1981,8,2,1,107,-7.9238
1981,8,2,2,95,-4.2471
1981,8,2,3,104,-5.4146
1981,8,2,4,109,-7.4449
1981,8,2,5,190,-9.0226
1981,8,3,1,63,-6.6310
1981,8,3,2,117,-3.1358
1981,8,3,3,135,-4.6273
1981,8,3,4,162,-5.7451
1981,8,3,5,181,-7.6091
1981,9,1,1,609,-8.1050
1981,9,1,2,277,-8.2860
1981,9,1,3,226,-7.3131
1981,9,1,4,275,-8.6902
1981,9,1,5,388,-11.6552
1981,9,2,1,106,-10.1654
1981,9,2,2,96,-4.7333
1981,9,2,3,104,-6.7897
1981,9,2,4,109,-6.2335
1981,9,2,5,189,-9.2331
1981,9,3,1,63,-5.4335
1981,9,3,2,117,-1.5422
1981,9,3,3,135,-5.0687
1981,9,3,4,160,-6.2746
1981,9,3,5,179,-9.1343
1981,10,1,1,598,7.0268
1981,10,1,2,275,6.8411
1981,10,1,3,226,9.4434
1981,10,1,4,274,8.6993
1981,10,1,5,387,9.3587
1981,10,2,1,106,6.0234
1981,10,2,2,95,6.7732
1981,10,2,3,104,7.4994
1981,10,2,4,109,6.4789
1981,10,2,5,189,8.6107
1981,10,3,1,63,-2.6670
1981,10,3,2,117,3.6209
1981,10,3,3,134,4.1445
1981,10,3,4,160,6.8053
1981,10,3,5,178,9.5863
1981,11,1,1,600,1.8597
1981,11,1,2,275,3.4949
1981,11,1,3,226,2.4947
1981,11,1,4,273,1.8123
1981,11,1,5,389,-0.0837
1981,11,2,1,104,2.6197
1981,11,2,2,95,4.8577
1981,11,2,3,104,4.5501
1981,11,2,4,109,4.1367
1981,11,2,5,188,0.9250
1981,11,3,1,62,6.1746
1981,11,3,2,117,3.9404
1981,11,3,3,134,5.9503
1981,11,3,4,160,4.4434
1981,11,3,5,177,2.7133
1981,12,1,1,598,-2.7106
1981,12,1,2,274,-0.5224
1981,12,1,3,223,-0.9663
1981,12,1,4,271,-0.9216
1981,12,1,5,385,-2.5666
1981,12,2,1,104,-2.3153
1981,12,2,2,95,-0.2806
1981,12,2,3,103,-0.7927
1981,12,2,4,107,-1.1408
1981,12,2,5,188,-2.0726
1981,12,3,1,62,-1.0605
1981,12,3,2,116,-2.4307
1981,12,3,3,135,-1.9327
1981,12,3,4,160,-3.1640
1981,12,3,5,177,-3.5156
1982,1,1,1,595,-0.4468
1982,1,1,2,269,-1.9159
1982,1,1,3,223,-0.5921
1982,1,1,4,270,-1.1259
1982,1,1,5,385,-3.3456
1982,1,2,1,103,-1.7942
1982,1,2,2,94,-2.0812
1982,1,2,3,103,-4.3246
1982,1,2,4,107,-4.5558
1982,1,2,5,187,-6.0524
1982,1,3,1,62,0.3066
1982,1,3,2,116,0.1591
1982,1,3,3,134,-1.0034
1982,1,3,4,160,-3.4299
1982,1,3,5,176,-4.1220
1982,2,1,1,594,-3.8030
1982,2,1,2,267,-1.8335
1982,2,1,3,222,-2.2290
1982,2,1,4,267,-3.6040
1982,2,1,5,386,-6.3558
1982,2,2,1,103,-4.3852
1982,2,2,2,94,-1.8498
1982,2,2,3,104,-3.3163
1982,2,2,4,107,-3.7188
1982,2,2,5,187,-7.8320
1982,2,3,1,62,-0.9294
1982,2,3,2,115,-2.8466
1982,2,3,3,133,-3.7425
1982,2,3,4,160,-6.3607
1982,2,3,5,176,-8.4847
1982,3,1,1,584,-0.4130
1982,3,1,2,265,0.8880
1982,3,1,3,223,-0.7345
1982,3,1,4,265,-0.9097
1982,3,1,5,382,-2.9604
1982,3,2,1,101,1.8261
1982,3,2,2,95,2.8424
1982,3,2,3,103,0.6698
1982,3,2,4,106,-0.9960
1982,3,2,5,186,-3.4341
1982,3,3,1,62,2.3021
1982,3,3,2,115,2.1439
1982,3,3,3,133,-1.1631
1982,3,3,4,160,-0.8692
1982,3,3,5,176,-3.4159
1982,4,1,1,576,4.7982
1982,4,1,2,266,4.7984
1982,4,1,3,220,4.9425
1982,4,1,4,265,6.2978
1982,4,1,5,380,8.5374
1982,4,2,1,99,6.1894
1982,4,2,2,94,4.4082
1982,4,2,3,101,6.1409
1982,4,2,4,106,5.2133
1982,4,2,5,186,6.3776
1982,4,3,1,62,2.9586
1982,4,3,2,115,2.3104
1982,4,3,3,132,6.2569
1982,4,3,4,159,3.7437
1982,4,3,5,174,5.9986
1982,5,1,1,572,-1.2765
1982,5,1,2,264,-1.5362
1982,5,1,3,216,-1.5383
1982,5,1,4,263,-1.6026
1982,5,1,5,377,-1.7456
1982,5,2,1,100,-4.4026
1982,5,2,2,94,-2.1325
1982,5,2,3,101,-1.7173
1982,5,2,4,106,-1.7916
1982,5,2,5,186,-4.0795
1982,5,3,1,61,-1.5229
1982,5,3,2,115,-2.1807
1982,5,3,3,132,-2.5114
1982,5,3,4,159,-1.9202
1982,5,3,5,173,-4.2787
1982,6,1,1,565,-2.0320
1982,6,1,2,261,-1.5287
1982,6,1,3,213,-0.9505
1982,6,1,4,260,-2.2972
1982,6,1,5,375,-3.8556
1982,6,2,1,99,1.0253
1982,6,2,2,94,0.4109
1982,6,2,3,101,-1.2677
1982,6,2,4,106,-1.1643
1982,6,2,5,185,-4.6571
1982,6,3,1,61,1.5200
1982,6,3,2,115,-1.9723
1982,6,3,3,132,-2.5507
1982,6,3,4,158,-0.8647
1982,6,3,5,174,-4.2963
1982,7,1,1,566,-0.6785
1982,7,1,2,280,-0.2061
1982,7,1,3,205,-0.4847
1982,7,1,4,268,-2.1006
1982,7,1,5,528,-2.6467
1982,7,2,1,113,-1.2913
1982,7,2,2,78,-1.3106
1982,7,2,3,82,0.7780
1982,7,2,4,113,-0.7885
1982,7,2,5,191,-2.9889
1982,7,3,1,66,-1.8893
1982,7,3,2,122,-1.9541
1982,7,3,3,146,-0.3964
1982,7,3,4,148,-2.3403
1982,7,3,5,162,-4.8716
1982,8,1,1,562,3.8637
1982,8,1,2,277,6.0125
1982,8,1,3,204,5.9805
1982,8,1,4,268,7.0429
1982,8,1,5,527,6.2958
1982,8,2,1,113,9.8636
1982,8,2,2,77,8.4733
1982,8,2,3,82,9.5480
1982,8,2,4,112,9.8795
1982,8,2,5,189,9.8952
1982,8,3,1,66,14.6655
1982,8,3,2,121,12.8868
1982,8,3,3,146,12.3590
1982,8,3,4,148,11.4936
1982,8,3,5,161,12.9810
1982,9,1,1,557,3.2254
1982,9,1,2,277,3.5571
1982,9,1,3,205,4.0666
1982,9,1,4,268,4.3204
1982,9,1,5,528,2.3067
1982,9,2,1,113,1.7146
1982,9,2,2,77,4.0501
1982,9,2,3,82,3.7911
1982,9,2,4,111,4.9722
1982,9,2,5,188,1.9794
1982,9,3,1,66,-0.1339
1982,9,3,2,121,1.1638
1982,9,3,3,145,0.9467
1982,9,3,4,148,1.4002
1982,9,3,5,161,0.4028
1982,10,1,1,550,11.5804
1982,10,1,2,277,11.5343
1982,10,1,3,200,12.6161
1982,10,1,4,267,13.2648
1982,10,1,5,524,15.8819
1982,10,2,1,109,13.3487
1982,10,2,2,77,8.1963
1982,10,2,3,82,12.7435
1982,10,2,4,111,13.7698
1982,10,2,5,185,13.7373
1982,10,3,1,66,16.4495
1982,10,3,2,121,9.3494
1982,10,3,3,144,8.5589
1982,10,3,4,148,9.0652
1982,10,3,5,161,16.1578
1982,11,1,1,546,9.4698
1982,11,1,2,275,9.2500
1982,11,1,3,199,11.1234
1982,11,1,4,266,9.1549
1982,11,1,5,519,9.4600
1982,11,2,1,107,9.3036
1982,11,2,2,77,6.3553
1982,11,2,3,81,8.3198
1982,11,2,4,111,8.0780
1982,11,2,5,183,8.9077
1982,11,3,1,66,6.6518
1982,11,3,2,121,4.0820
1982,11,3,3,144,4.0026
1982,11,3,4,147,2.5538
1982,11,3,5,161,7.2799
1982,12,1,1,542,2.8885
1982,12,1,2,274,1.4936
1982,12,1,3,202,3.2336
1982,12,1,4,264,2.3077
1982,12,1,5,520,1.5627
1982,12,2,1,107,1.1231
1982,12,2,2,77,2.8445
1982,12,2,3,81,0.4847
1982,12,2,4,111,1.2866
1982,12,2,5,183,1.7609
1982,12,3,1,65,1.4881
1982,12,3,2,121,2.2512
1982,12,3,3,144,0.0587
1982,12,3,4,147,3.6445
1982,12,3,5,161,0.6881
1983,1,1,1,540,11.2433
1983,1,1,2,273,6.8128
1983,1,1,3,199,7.1637
1983,1,1,4,264,10.2931
1983,1,1,5,515,10.4886
1983,1,2,1,106,5.0224
1983,1,2,2,76,4.1156
1983,1,2,3,81,6.3106
1983,1,2,4,110,4.5992
1983,1,2,5,182,9.5317
1983,1,3,1,63,2.9958
1983,1,3,2,121,4.2542
1983,1,3,3,144,6.4369
1983,1,3,4,147,2.3074
1983,1,3,5,160,4.5885
1983,2,1,1,532,6.3382
1983,2,1,2,270,7.5778
1983,2,1,3,197,6.4809
1983,2,1,4,260,6.8488
1983,2,1,5,510,3.9085
1983,2,2,1,104,6.1771
1983,2,2,2,76,7.3095
1983,2,2,3,80,5.7636
1983,2,2,4,108,7.1528
1983,2,2,5,183,3.4656
1983,2,3,1,63,3.0191
1983,2,3,2,121,3.2219
1983,2,3,3,144,1.7877
1983,2,3,4,146,2.6636
1983,2,3,5,160,2.8358
1983,3,1,1,529,7.0820
1983,3,1,2,270,5.8072
1983,3,1,3,198,6.6275
1983,3,1,4,254,5.1243
1983,3,1,5,505,3.7443
1983,3,2,1,104,6.2147
1983,3,2,2,76,4.2333
1983,3,2,3,80,4.6065
1983,3,2,4,108,5.1879
1983,3,2,5,182,2.1449
1983,3,3,1,63,3.7509
1983,3,3,2,119,2.3022
1983,3,3,3,144,2.4257
1983,3,3,4,146,3.7140
1983,3,3,5,161,1.3291
1983,4,1,1,525,8.4860
1983,4,1,2,269,8.5769
1983,4,1,3,198,7.2206
1983,4,1,4,253,6.8211
1983,4,1,5,502,6.4879
1983,4,2,1,104,5.8266
1983,4,2,2,76,7.4876
1983,4,2,3,80,5.4990
1983,4,2,4,108,5.9672
1983,4,2,5,181,8.0690
1983,4,3,1,63,10.1062
1983,4,3,2,118,6.2970
1983,4,3,3,144,6.3655
1983,4,3,4,145,8.2021
1983,4,3,5,161,4.1452
1983,5,1,1,518,10.5422
1983,5,1,2,268,9.6060
1983,5,1,3,197,8.6146
1983,5,1,4,253,9.1463
1983,5,1,5,499,11.9743
1983,5,2,1,104,6.6725
1983,5,2,2,76,5.8137
1983,5,2,3,81,3.6039
1983,5,2,4,108,4.9682
1983,5,2,5,180,5.7802
1983,5,3,1,63,-0.7577
1983,5,3,2,118,-0.8614
1983,5,3,3,144,-0.2225
1983,5,3,4,145,-1.5577
1983,5,3,5,161,4.8247
1983,6,1,1,509,5.9895
1983,6,1,2,268,3.6774
1983,6,1,3,196,2.8712
1983,6,1,4,252,8.0060
1983,6,1,5,500,2.7681
1983,6,2,1,104,4.4983
1983,6,2,2,75,4.6054
1983,6,2,3,81,5.3272
1983,6,2,4,108,7.2051
1983,6,2,5,179,7.6473
1983,6,3,1,63,6.3258
1983,6,3,2,117,2.1386
1983,6,3,3,143,1.4175
1983,6,3,4,145,5.3539
1983,6,3,5,161,5.3969
1983,7,1,1,639,-1.2262
1983,7,1,2,361,-1.2012
1983,7,1,3,249,-1.8950
1983,7,1,4,276,-2.9476
1983,7,1,5,523,-3.8709
1983,7,2,1,89,-2.9276
1983,7,2,2,90,-2.1023
1983,7,2,3,101,-0.0797
1983,7,2,4,114,-1.9975
1983,7,2,5,199,-4.9291
1983,7,3,1,75,-3.3163
1983,7,3,2,111,-1.1108
1983,7,3,3,138,-2.4227
1983,7,3,4,145,-3.2117
1983,7,3,5,180,-6.1184
1983,8,1,1,634,-4.7060
1983,8,1,2,356,-2.7624
1983,8,1,3,249,-3.2175
1983,8,1,4,276,-2.8272
1983,8,1,5,521,-3.9632
1983,8,2,1,89,-4.2267
1983,8,2,2,90,-3.2598
1983,8,2,3,101,-1.3100
1983,8,2,4,114,-2.3296
1983,8,2,5,199,-4.2696
1983,8,3,1,75,-0.8093
1983,8,3,2,111,3.9009
1983,8,3,3,138,2.4422
1983,8,3,4,144,1.4919
1983,8,3,5,180,-1.1206
1983,9,1,1,629,-1.8345
1983,9,1,2,354,1.2587
1983,9,1,3,245,1.3269
1983,9,1,4,276,2.3507
1983,9,1,5,518,-2.4005
1983,9,2,1,87,3.3920
1983,9,2,2,89,2.1234
1983,9,2,3,101,4.5670
1983,9,2,4,114,1.7859
1983,9,2,5,198,1.9622
1983,9,3,1,75,2.6904
1983,9,3,2,111,-0.4429
1983,9,3,3,138,1.6296
1983,9,3,4,144,3.1190
1983,9,3,5,179,1.7939
1983,10,1,1,619,-6.8321
1983,10,1,2,354,-5.4947
1983,10,1,3,244,-4.3689
1983,10,1,4,274,-4.0283
1983,10,1,5,515,-8.6348
1983,10,2,1,87,-5.8608
1983,10,2,2,89,-3.7512
1983,10,2,3,101,-3.1994
1983,10,2,4,114,-6.5810
1983,10,2,5,196,-7.7056
1983,10,3,1,74,-1.1513
1983,10,3,2,110,-0.1297
1983,10,3,3,138,-0.3435
1983,10,3,4,143,-1.3882
1983,10,3,5,179,-4.8433
1983,11,1,1,620,3.0740
1983,11,1,2,353,4.4778
1983,11,1,3,241,5.7268
1983,11,1,4,273,3.7698
1983,11,1,5,513,1.6890
1983,11,2,1,87,5.0109
1983,11,2,2,88,6.4905
1983,11,2,3,100,5.0160
1983,11,2,4,114,6.0663
1983,11,2,5,194,4.9801
1983,11,3,1,74,5.8999
1983,11,3,2,110,2.5176
1983,11,3,3,138,1.7623
1983,11,3,4,142,0.9112
1983,11,3,5,179,3.2502
1983,12,1,1,616,-1.0554
1983,12,1,2,350,-1.0624
1983,12,1,3,242,-2.0011
1983,12,1,4,273,-0.6651
1983,12,1,5,513,-3.3354
1983,12,2,1,87,0.5809
1983,12,2,2,88,-0.3904
1983,12,2,3,99,-1.5289
1983,12,2,4,114,-2.3344
1983,12,2,5,194,-2.2324
1983,12,3,1,74,1.0876
1983,12,3,2,110,-0.6512
1983,12,3,3,138,-0.0719
1983,12,3,4,142,-1.0234
1983,12,3,5,179,-1.2555
1984,1,1,1,611,0.5021
1984,1,1,2,347,0.7029
1984,1,1,3,240,-0.5482
1984,1,1,4,270,-0.9728
1984,1,1,5,509,-0.8444
1984,1,2,1,87,-1.2625
1984,1,2,2,88,-2.4975
1984,1,2,3,99,-1.0265
1984,1,2,4,113,-3.1502
1984,1,2,5,194,-4.4873
1984,1,3,1,74,-2.2949
1984,1,3,2,110,-0.4001
1984,1,3,3,135,1.1715
1984,1,3,4,142,-0.5098
1984,1,3,5,178,-4.0068
1984,2,1,1,598,-5.9681
1984,2,1,2,343,-5.1324
1984,2,1,3,238,-6.1556
1984,2,1,4,266,-5.9670
1984,2,1,5,505,-6.3286
1984,2,2,1,86,-5.7513
1984,2,2,2,88,-4.8603
1984,2,2,3,99,-3.1215
1984,2,2,4,113,-4.4505
1984,2,2,5,194,-6.5634
1984,2,3,1,74,-5.7647
1984,2,3,2,110,-3.4951
1984,2,3,3,134,-1.8791
1984,2,3,4,142,-3.0207
1984,2,3,5,178,-5.2454
1984,3,1,1,590,0.9940
1984,3,1,2,339,0.9826
1984,3,1,3,237,3.4174
1984,3,1,4,267,1.2747
1984,3,1,5,503,-0.6122
1984,3,2,1,86,3.3645
1984,3,2,2,87,1.4636
1984,3,2,3,98,0.1901
1984,3,2,4,112,1.4329
1984,3,2,5,189,1.0357
1984,3,3,1,74,4.2466
1984,3,3,2,110,3.1934
1984,3,3,3,133,1.1340
1984,3,3,4,141,1.2152
1984,3,3,5,178,-0.0592
1984,4,1,1,590,-2.4604
1984,4,1,2,340,-0.5860
1984,4,1,3,238,-1.1680
1984,4,1,4,267,-0.4478
1984,4,1,5,498,-2.7975
1984,4,2,1,86,-0.4290
1984,4,2,2,85,0.4726
1984,4,2,3,97,0.2216
1984,4,2,4,111,-0.4118
1984,4,2,5,189,1.1480
1984,4,3,1,74,-1.5471
1984,4,3,2,110,1.6121
1984,4,3,3,133,1.6897
1984,4,3,4,141,0.5420
1984,4,3,5,178,0.6563
1984,5,1,1,586,-5.0832
1984,5,1,2,336,-5.5459
1984,5,1,3,236,-4.1602
1984,5,1,4,264,-4.1449
1984,5,1,5,498,-4.6078
1984,5,2,1,85,-6.6956
1984,5,2,2,85,-4.3383
1984,5,2,3,96,-3.3623
1984,5,2,4,110,-4.6783
1984,5,2,5,189,-6.1265
1984,5,3,1,74,-7.1416
1984,5,3,2,110,-6.4555
1984,5,3,3,133,-4.7296
1984,5,3,4,140,-3.3287
1984,5,3,5,178,-4.0758
1984,6,1,1,578,3.5434
1984,6,1,2,333,1.9881
1984,6,1,3,234,1.4935
1984,6,1,4,263,2.4809
1984,6,1,5,495,1.5275
1984,6,2,1,84,2.8618
1984,6,2,2,85,1.7546
1984,6,2,3,96,2.2943
1984,6,2,4,109,3.6840
1984,6,2,5,188,4.1366
1984,6,3,1,74,0.7964
1984,6,3,2,110,1.5177
1984,6,3,3,133,1.6602
1984,6,3,4,140,2.5986
1984,6,3,5,178,4.8590
1984,7,1,1,653,-5.9990
1984,7,1,2,330,-4.8563
1984,7,1,3,298,-3.0729
1984,7,1,4,243,-3.3887
1984,7,1,5,608,-6.4047
1984,7,2,1,92,-6.6111
1984,7,2,2,85,-3.8816
1984,7,2,3,90,-3.6562
1984,7,2,4,100,-3.4055
1984,7,2,5,204,-5.2871
1984,7,3,1,81,-4.8227
1984,7,3,2,117,-2.7975
1984,7,3,3,138,-1.7009
1984,7,3,4,145,-0.6811
1984,7,3,5,153,-0.0565
1984,8,1,1,643,8.4824
1984,8,1,2,325,9.2182
1984,8,1,3,297,9.5091
1984,8,1,4,243,8.8243
1984,8,1,5,607,12.2217
1984,8,2,1,92,12.7207
1984,8,2,2,85,10.6182
1984,8,2,3,90,11.5543
1984,8,2,4,98,13.1176
1984,8,2,5,204,14.6048
1984,8,3,1,80,12.8175
1984,8,3,2,116,11.5591
1984,8,3,3,136,9.1072
1984,8,3,4,145,9.9207
1984,8,3,5,153,12.9500
1984,9,1,1,634,-0.8211
1984,9,1,2,320,1.4081
1984,9,1,3,298,0.4999
1984,9,1,4,242,0.0930
1984,9,1,5,605,-2.8714
1984,9,2,1,92,-1.2514
1984,9,2,2,84,1.5169
1984,9,2,3,89,-0.3691
1984,9,2,4,98,0.7954
1984,9,2,5,203,-3.2753
1984,9,3,1,80,-0.2602
1984,9,3,2,116,-0.5288
1984,9,3,3,134,1.4491
1984,9,3,4,145,0.3041
1984,9,3,5,153,-2.5259
1984,10,1,1,616,-4.8525
1984,10,1,2,320,-2.8276
1984,10,1,3,295,-1.2771
1984,10,1,4,241,-1.0562
1984,10,1,5,602,-3.3954
1984,10,2,1,90,-1.9823
1984,10,2,2,84,-0.4261
1984,10,2,3,88,0.2907
1984,10,2,4,98,0.1558
1984,10,2,5,201,-2.7891
1984,10,3,1,78,-1.4270
1984,10,3,2,116,0.0459
1984,10,3,3,134,1.1579
1984,10,3,4,145,1.2849
1984,10,3,5,152,-0.3240
1984,11,1,1,602,-4.7592
1984,11,1,2,321,-2.6441
1984,11,1,3,291,-1.7781
1984,11,1,4,240,-2.2544
1984,11,1,5,595,-4.5748
1984,11,2,1,89,-3.5897
1984,11,2,2,84,0.7413
1984,11,2,3,88,-0.0486
1984,11,2,4,97,0.5551
1984,11,2,5,202,-3.7638
1984,11,3,1,78,-1.2362
1984,11,3,2,116,-0.1073
1984,11,3,3,133,0.1754
1984,11,3,4,144,-0.9035
1984,11,3,5,151,-3.1152
