year,month,rank_ME,rank_NSI,nstocks,ret_vw
1980,4,2,5,142,7.8916
1980,4,3,1,95,1.9720
1980,4,3,2,39,4.5673
1980,4,3,3,182,5.0137
1980,4,3,4,162,3.4713
1980,4,3,5,190,8.1560
1980,5,1,1,361,6.0636
1980,5,1,2,502,6.2803
1980,5,1,3,276,7.6273
1980,5,1,4,346,7.3902
1980,5,1,5,254,6.0834
1980,5,2,1,81,8.6473
1980,5,2,2,76,6.5759
1980,5,2,3,136,7.6625
1980,5,2,4,162,9.7528
1980,5,2,5,141,7.9563
1980,5,3,1,95,5.1133
1980,5,3,2,39,7.4714
1980,5,3,3,183,6.9015
1980,5,3,4,162,5.7808
1980,5,3,5,190,3.9946
1980,6,1,1,360,4.9824
1980,6,1,2,497,4.7931
1980,6,1,3,274,4.3621
1980,6,1,4,344,3.8937
1980,6,1,5,254,3.2085
1980,6,2,1,81,2.7768
1980,6,2,2,75,5.7515
1980,6,2,3,136,4.3211
1980,6,2,4,158,4.3858
1980,6,2,5,143,5.2611
1980,6,3,1,94,4.1868
1980,6,3,2,39,3.3757
1980,6,3,3,182,2.1071
1980,6,3,4,162,2.7909
1980,6,3,5,190,3.1782
1980,7,1,1,380,10.5147
1980,7,1,2,454,8.6926
1980,7,1,3,310,11.0077
1980,7,1,4,347,11.2471
1980,7,1,5,269,12.6102
1980,7,2,1,114,11.7192
1980,7,2,2,70,8.6479
1980,7,2,3,153,10.4163
1980,7,2,4,174,10.4182
1980,7,2,5,165,10.8838
1980,7,3,1,104,8.0661
1980,7,3,2,34,7.1851
1980,7,3,3,189,7.9678
1980,7,3,4,159,7.5267
1980,7,3,5,198,4.8731
1980,8,1,1,379,7.6302
1980,8,1,2,453,7.3956
1980,8,1,3,310,7.2938
1980,8,1,4,347,10.4170
1980,8,1,5,266,9.2237
1980,8,2,1,112,5.0721
1980,8,2,2,70,4.8030
1980,8,2,3,152,6.1948
1980,8,2,4,174,6.4684
1980,8,2,5,165,4.9035
1980,8,3,1,104,1.9451
1980,8,3,2,34,1.5912
1980,8,3,3,189,1.5243
1980,8,3,4,159,1.8514
1980,8,3,5,198,1.8901
1980,9,1,1,378,4.1632
1980,9,1,2,449,3.1398
1980,9,1,3,308,2.8795
1980,9,1,4,344,3.2681
1980,9,1,5,265,3.2948
1980,9,2,1,109,4.2270
1980,9,2,2,71,4.1177
1980,9,2,3,152,2.6317
1980,9,2,4,173,3.8953
1980,9,2,5,165,3.4032
1980,9,3,1,104,0.8322
1980,9,3,2,34,6.0011
1980,9,3,3,189,1.6823
1980,9,3,4,158,5.7792
1980,9,3,5,198,3.3477
1980,10,1,1,378,4.3013
1980,10,1,2,444,3.0110
1980,10,1,3,307,4.5919
1980,10,1,4,343,5.6196
1980,10,1,5,261,6.9919
1980,10,2,1,107,3.5743
1980,10,2,2,70,4.8673
1980,10,2,3,151,2.9574
1980,10,2,4,171,3.0524
1980,10,2,5,165,4.6311
1980,10,3,1,104,4.4202
1980,10,3,2,34,1.9873
1980,10,3,3,188,1.8359
1980,10,3,4,158,2.2847
1980,10,3,5,197,0.6311
1980,11,1,1,375,4.8946
1980,11,1,2,439,6.2025
1980,11,1,3,306,5.1413
1980,11,1,4,342,7.0375
1980,11,1,5,261,11.2981
1980,11,2,1,107,6.3148
1980,11,2,2,70,6.6671
1980,11,2,3,151,5.8897
1980,11,2,4,171,9.7410
1980,11,2,5,163,9.2989
1980,11,3,1,104,13.5808
1980,11,3,2,34,10.4318
1980,11,3,3,187,10.8089
1980,11,3,4,157,14.2944
1980,11,3,5,197,9.4241
1980,12,1,1,371,-4.4019
1980,12,1,2,438,-4.9203
1980,12,1,3,306,-6.5047
1980,12,1,4,339,-3.5217
1980,12,1,5,261,-5.4941
1980,12,2,1,106,-4.6173
1980,12,2,2,69,-4.2443
1980,12,2,3,150,-1.5041
1980,12,2,4,170,-3.5525
1980,12,2,5,162,-2.9843
1980,12,3,1,104,-5.0340
1980,12,3,2,34,-8.7691
1980,12,3,3,186,-2.8212
1980,12,3,4,156,-4.3856
1980,12,3,5,197,-2.8830
1981,1,1,1,373,0.5824
1981,1,1,2,433,0.9549
1981,1,1,3,302,1.4747
1981,1,1,4,339,0.0471
1981,1,1,5,260,-4.3388
1981,1,2,1,105,2.4738
1981,1,2,2,68,-2.2016
1981,1,2,3,150,0.6688
1981,1,2,4,169,-1.7067
1981,1,2,5,163,-3.5883
1981,1,3,1,103,-3.6697
1981,1,3,2,34,-4.9159
1981,1,3,3,185,-4.0928
1981,1,3,4,156,-6.7220
1981,1,3,5,196,-4.0455
1981,2,1,1,368,0.3746
1981,2,1,2,429,1.3758
1981,2,1,3,299,0.4696
1981,2,1,4,333,-0.0814
1981,2,1,5,259,-1.5167
1981,2,2,1,106,1.1091
1981,2,2,2,68,3.0514
1981,2,2,3,150,2.4207
1981,2,2,4,166,3.0103
1981,2,2,5,163,0.2049
1981,2,3,1,103,1.3026
1981,2,3,2,34,-2.1139
1981,2,3,3,185,3.0627
1981,2,3,4,155,2.5106
1981,2,3,5,195,0.9176
1981,3,1,1,365,8.7850
1981,3,1,2,427,7.3357
1981,3,1,3,297,9.7959
1981,3,1,4,327,9.2965
1981,3,1,5,258,7.3671
1981,3,2,1,106,8.1410
1981,3,2,2,68,7.0861
1981,3,2,3,149,7.0555
1981,3,2,4,163,7.0541
1981,3,2,5,162,7.5506
1981,3,3,1,103,2.4124
1981,3,3,2,34,10.1370
1981,3,3,3,183,2.1119
1981,3,3,4,155,5.7326
1981,3,3,5,194,5.0207
1981,4,1,1,364,5.8207
1981,4,1,2,426,2.7085
1981,4,1,3,298,3.1227
1981,4,1,4,324,4.3161
1981,4,1,5,257,4.5515
1981,4,2,1,105,3.0317
1981,4,2,2,67,1.9378
1981,4,2,3,146,2.7518
1981,4,2,4,163,1.5370
1981,4,2,5,161,1.9429
1981,4,3,1,103,-0.8002
1981,4,3,2,34,-3.3248
1981,4,3,3,182,-2.8384
1981,4,3,4,155,-3.5869
1981,4,3,5,195,-0.2462
1981,5,1,1,359,3.5168
1981,5,1,2,423,3.5889
1981,5,1,3,297,4.9209
1981,5,1,4,323,4.0773
1981,5,1,5,254,4.5680
1981,5,2,1,105,3.2566
1981,5,2,2,67,3.5053
1981,5,2,3,146,2.2860
1981,5,2,4,162,2.8889
1981,5,2,5,160,4.5121
1981,5,3,1,103,-0.5366
1981,5,3,2,34,0.2361
1981,5,3,3,182,-0.8307
1981,5,3,4,154,0.9511
1981,5,3,5,193,1.8130
1981,6,1,1,357,0.0267
1981,6,1,2,424,-1.0588
1981,6,1,3,296,0.6799
1981,6,1,4,321,-0.7470
1981,6,1,5,253,-5.9824
1981,6,2,1,103,-1.6852
1981,6,2,2,67,-0.2230
1981,6,2,3,144,-0.7806
1981,6,2,4,160,-3.2634
1981,6,2,5,159,-5.1161
1981,6,3,1,103,-0.2866
1981,6,3,2,34,-0.0581
1981,6,3,3,180,-0.3045
1981,6,3,4,154,-1.3597
1981,6,3,5,193,-1.2733
1981,7,1,1,358,-1.9553
1981,7,1,2,531,-1.5972
1981,7,1,3,323,-2.7274
1981,7,1,4,346,-4.0740
1981,7,1,5,311,-4.1431
1981,7,2,1,99,-1.9189
1981,7,2,2,71,-0.7694
1981,7,2,3,140,-2.1414
1981,7,2,4,153,-2.6389
1981,7,2,5,175,-1.1077
1981,7,3,1,79,1.9863
1981,7,3,2,28,1.2159
1981,7,3,3,194,0.6578
1981,7,3,4,174,-0.7181
1981,7,3,5,204,0.4437
1981,8,1,1,357,-8.3477
1981,8,1,2,525,-7.1442
1981,8,1,3,321,-7.9617
1981,8,1,4,344,-8.7108
1981,8,1,5,308,-10.4269
1981,8,2,1,99,-4.2203
1981,8,2,2,71,-7.6534
1981,8,2,3,139,-7.2022
1981,8,2,4,152,-7.1760
1981,8,2,5,174,-8.2155
1981,8,3,1,78,-5.8800
1981,8,3,2,28,-4.4538
1981,8,3,3,191,-5.3396
1981,8,3,4,173,-6.7297
1981,8,3,5,204,-4.7533
1981,9,1,1,352,-6.0533
1981,9,1,2,512,-8.1720
1981,9,1,3,321,-8.8908
1981,9,1,4,341,-8.9604
1981,9,1,5,306,-12.9178
1981,9,2,1,98,-6.5111
1981,9,2,2,71,-7.6961
1981,9,2,3,138,-6.6659
1981,9,2,4,153,-7.1941
1981,9,2,5,173,-9.0198
1981,9,3,1,78,-4.8645
1981,9,3,2,28,-10.3825
1981,9,3,3,189,-6.2797
1981,9,3,4,170,-6.3252
1981,9,3,5,204,-4.5746
1981,10,1,1,349,7.7117
1981,10,1,2,506,6.4511
1981,10,1,3,319,7.5105
1981,10,1,4,338,11.3438
1981,10,1,5,305,7.1427
1981,10,2,1,97,7.1740
1981,10,2,2,71,7.6083
1981,10,2,3,137,7.3602
1981,10,2,4,153,6.8445
1981,10,2,5,173,7.6798
1981,10,3,1,78,3.7848
1981,10,3,2,28,5.8604
1981,10,3,3,189,5.3441
1981,10,3,4,169,5.3801
1981,10,3,5,203,7.0926
1981,11,1,1,344,3.5205
1981,11,1,2,511,2.2227
1981,11,1,3,319,2.5364
1981,11,1,4,339,0.6891
1981,11,1,5,305,0.3495
1981,11,2,1,95,4.5733
1981,11,2,2,71,3.4692
1981,11,2,3,137,2.1867
1981,11,2,4,152,3.3240
1981,11,2,5,173,3.0601
1981,11,3,1,78,6.8727
1981,11,3,2,28,6.0771
1981,11,3,3,188,4.6659
1981,11,3,4,168,3.4164
1981,11,3,5,203,3.5722
1981,12,1,1,342,-1.0277
1981,12,1,2,510,-1.6609
1981,12,1,3,316,-0.2760
1981,12,1,4,337,-1.7611
1981,12,1,5,302,-4.2267
1981,12,2,1,95,-1.1029
1981,12,2,2,70,-2.8778
1981,12,2,3,136,-0.2997
1981,12,2,4,151,-0.9734
1981,12,2,5,173,-2.2736
1981,12,3,1,78,-4.2317
1981,12,3,2,28,-2.5050
1981,12,3,3,186,-1.9486
1981,12,3,4,169,-2.5759
1981,12,3,5,203,-2.6830
1982,1,1,1,338,-0.3990
1982,1,1,2,507,-1.3072
1982,1,1,3,315,-0.7605
1982,1,1,4,337,-1.7129
1982,1,1,5,301,-3.6292
1982,1,2,1,95,-1.8826
1982,1,2,2,70,-4.5231
1982,1,2,3,135,-4.2812
1982,1,2,4,149,-4.0287
1982,1,2,5,172,-4.7154
1982,1,3,1,78,-1.9141
1982,1,3,2,27,-3.0146
1982,1,3,3,186,-1.9707
1982,1,3,4,169,-3.2005
1982,1,3,5,202,-1.4897
1982,2,1,1,334,-2.6634
1982,2,1,2,504,-2.2734
1982,2,1,3,315,-4.5001
1982,2,1,4,337,-3.9015
1982,2,1,5,301,-6.3217
1982,2,2,1,94,-3.6614
1982,2,2,2,69,-4.4206
1982,2,2,3,134,-4.4543
1982,2,2,4,150,-3.8154
1982,2,2,5,172,-5.6317
1982,2,3,1,78,-4.8331
1982,2,3,2,27,-7.1265
1982,2,3,3,185,-5.5414
1982,2,3,4,168,-3.6542
1982,2,3,5,202,-5.5807
1982,3,1,1,327,1.0697
1982,3,1,2,499,-2.1396
1982,3,1,3,314,-0.4905
1982,3,1,4,334,-0.9835
1982,3,1,5,297,-2.5202
1982,3,2,1,93,0.0811
1982,3,2,2,69,2.2174
1982,3,2,3,134,0.7866
1982,3,2,4,149,0.2517
1982,3,2,5,170,-2.9553
1982,3,3,1,78,-0.3500
1982,3,3,2,27,0.3508
1982,3,3,3,185,-0.5266
1982,3,3,4,168,-1.0907
1982,3,3,5,202,-0.5400
1982,4,1,1,324,5.1362
1982,4,1,2,496,4.9989
1982,4,1,3,312,5.6391
1982,4,1,4,331,6.9439
1982,4,1,5,296,6.7616
1982,4,2,1,91,6.3567
1982,4,2,2,69,4.9667
1982,4,2,3,132,5.2948
1982,4,2,4,149,6.1448
1982,4,2,5,169,5.7744
1982,4,3,1,77,4.3254
1982,4,3,2,27,7.0584
1982,4,3,3,184,4.2641
1982,4,3,4,168,5.3388
1982,4,3,5,200,3.5466
1982,5,1,1,319,-0.8021
1982,5,1,2,491,-1.9211
1982,5,1,3,310,-0.9111
1982,5,1,4,328,-1.4103
1982,5,1,5,296,-2.8829
1982,5,2,1,91,-0.5760
1982,5,2,2,69,-2.9066
1982,5,2,3,132,-3.5112
1982,5,2,4,150,-3.3916
1982,5,2,5,168,-3.7163
1982,5,3,1,76,-1.3632
1982,5,3,2,27,0.3703
1982,5,3,3,184,-2.0826
1982,5,3,4,168,-3.7019
1982,5,3,5,199,-2.8712
1982,6,1,1,314,-2.0353
1982,6,1,2,481,-1.3705
1982,6,1,3,308,-2.3075
1982,6,1,4,329,-2.6826
1982,6,1,5,294,-3.0747
1982,6,2,1,91,-0.2621
1982,6,2,2,68,0.1289
1982,6,2,3,132,-0.1376
1982,6,2,4,150,-1.5154
1982,6,2,5,167,-4.2161
1982,6,3,1,76,-0.2985
1982,6,3,2,27,-1.3346
1982,6,3,3,184,-1.8922
1982,6,3,4,167,-1.1481
1982,6,3,5,200,-3.1289
1982,7,1,1,339,-1.0384
1982,7,1,2,449,0.0922
1982,7,1,3,338,-1.8121
1982,7,1,4,345,-0.3275
1982,7,1,5,432,-3.2650
1982,7,2,1,90,-2.7586
1982,7,2,2,68,-1.1723
1982,7,2,3,130,-0.5393
1982,7,2,4,152,-0.4847
1982,7,2,5,160,-2.1944
1982,7,3,1,96,-2.8666
1982,7,3,2,29,-4.4763
1982,7,3,3,170,-3.4415
1982,7,3,4,166,-0.3584
1982,7,3,5,197,-1.7895
1982,8,1,1,335,4.8197
1982,8,1,2,447,3.8209
1982,8,1,3,336,6.4875
1982,8,1,4,344,7.0956
1982,8,1,5,431,6.7459
1982,8,2,1,90,7.6744
1982,8,2,2,67,9.3813
1982,8,2,3,130,8.9848
1982,8,2,4,149,10.5465
1982,8,2,5,159,10.5492
1982,8,3,1,96,11.9107
1982,8,3,2,29,11.7664
1982,8,3,3,170,12.0150
1982,8,3,4,166,12.5210
1982,8,3,5,195,13.4609
1982,9,1,1,334,6.3258
1982,9,1,2,446,3.7770
1982,9,1,3,335,2.7682
1982,9,1,4,344,3.5586
1982,9,1,5,430,1.6379
1982,9,2,1,90,4.3522
1982,9,2,2,67,3.8680
1982,9,2,3,129,3.9311
1982,9,2,4,149,2.3794
1982,9,2,5,158,2.5938
1982,9,3,1,97,2.3982
1982,9,3,2,29,2.8771
1982,9,3,3,169,1.2129
1982,9,3,4,165,1.0750
1982,9,3,5,195,-0.4246
1982,10,1,1,332,12.4031
1982,10,1,2,440,10.2953
1982,10,1,3,332,12.7472
1982,10,1,4,341,15.0442
1982,10,1,5,426,14.7089
1982,10,2,1,90,12.3837
1982,10,2,2,65,13.4334
1982,10,2,3,127,13.5060
1982,10,2,4,147,12.4852
1982,10,2,5,157,12.9475
1982,10,3,1,97,11.1898
1982,10,3,2,29,5.4791
1982,10,3,3,169,11.2618
1982,10,3,4,164,11.0820
1982,10,3,5,195,10.7613
1982,11,1,1,332,12.1997
1982,11,1,2,435,8.2410
1982,11,1,3,331,8.9205
1982,11,1,4,338,10.4755
1982,11,1,5,422,9.2480
1982,11,2,1,90,8.3073
1982,11,2,2,64,8.2790
1982,11,2,3,125,8.0462
1982,11,2,4,146,8.1456
1982,11,2,5,154,8.7901
1982,11,3,1,97,3.7710
1982,11,3,2,29,0.7617
1982,11,3,3,169,3.3873
1982,11,3,4,163,5.5822
1982,11,3,5,195,5.1809
1982,12,1,1,329,2.5669
1982,12,1,2,436,2.9157
1982,12,1,3,332,3.1533
1982,12,1,4,338,1.5857
1982,12,1,5,420,0.9529
1982,12,2,1,90,1.8294
1982,12,2,2,63,2.3998
1982,12,2,3,126,0.5314
1982,12,2,4,146,1.8590
1982,12,2,5,154,0.5849
1982,12,3,1,96,1.5944
1982,12,3,2,29,4.2184
1982,12,3,3,169,1.1545
1982,12,3,4,163,3.8264
1982,12,3,5,195,-0.0437
1983,1,1,1,325,6.8255
1983,1,1,2,432,9.8273
1983,1,1,3,329,9.3813
1983,1,1,4,337,10.6436
1983,1,1,5,419,10.7084
1983,1,2,1,89,5.0953
1983,1,2,2,62,3.9491
1983,1,2,3,125,5.9082
1983,1,2,4,146,4.9566
1983,1,2,5,153,9.3310
1983,1,3,1,94,3.9898
1983,1,3,2,29,3.0677
1983,1,3,3,169,2.0863
1983,1,3,4,162,3.2095
1983,1,3,5,195,7.0122
1983,2,1,1,323,8.3261
1983,2,1,2,425,6.4330
1983,2,1,3,325,7.5155
1983,2,1,4,334,6.3811
1983,2,1,5,413,2.5804
1983,2,2,1,87,5.6152
1983,2,2,2,61,7.8898
1983,2,2,3,125,7.1916
1983,2,2,4,144,5.4637
1983,2,2,5,154,3.6094
1983,2,3,1,93,4.5493
1983,2,3,2,29,2.3794
1983,2,3,3,169,3.5451
1983,2,3,4,162,1.8750
1983,2,3,5,195,1.6263
1983,3,1,1,320,8.0040
1983,3,1,2,423,6.6210
1983,3,1,3,323,6.6489
1983,3,1,4,330,4.8136
1983,3,1,5,411,2.3192
1983,3,2,1,87,6.1343
1983,3,2,2,61,5.1895
1983,3,2,3,125,5.5610
1983,3,2,4,144,3.7806
1983,3,2,5,153,1.7159
1983,3,3,1,92,4.3611
1983,3,3,2,29,2.3358
1983,3,3,3,169,4.0227
1983,3,3,4,163,3.0679
1983,3,3,5,194,0.6948
1983,4,1,1,317,8.6626
1983,4,1,2,422,6.6351
1983,4,1,3,321,9.1912
1983,4,1,4,328,7.1864
1983,4,1,5,410,6.2304
1983,4,2,1,87,4.7095
1983,4,2,2,61,9.8101
1983,4,2,3,125,6.6725
1983,4,2,4,144,7.7823
1983,4,2,5,152,5.9809
1983,4,3,1,91,7.8669
1983,4,3,2,29,6.9490
1983,4,3,3,168,6.2489
1983,4,3,4,163,8.2096
1983,4,3,5,194,5.7695
1983,5,1,1,315,9.7317
1983,5,1,2,417,9.3848
1983,5,1,3,320,10.2434
1983,5,1,4,326,10.1548
1983,5,1,5,406,11.0734
1983,5,2,1,87,5.3519
1983,5,2,2,62,6.7039
1983,5,2,3,125,4.6899
1983,5,2,4,144,4.9835
1983,5,2,5,151,5.5782
1983,5,3,1,91,-0.9250
1983,5,3,2,29,3.0053
1983,5,3,3,168,-1.2157
1983,5,3,4,163,0.1073
1983,5,3,5,194,1.1803
1983,6,1,1,314,3.2480
1983,6,1,2,417,5.8813
1983,6,1,3,315,5.4480
1983,6,1,4,326,4.6157
1983,6,1,5,402,2.9980
1983,6,2,1,87,5.4260
1983,6,2,2,61,5.6317
1983,6,2,3,124,6.7309
1983,6,2,4,144,7.9196
1983,6,2,5,150,4.0429
1983,6,3,1,90,5.9271
1983,6,3,2,29,7.1971
1983,6,3,3,168,3.7417
1983,6,3,4,163,6.2012
1983,6,3,5,193,0.6054
1983,7,1,1,474,0.0873
1983,7,1,2,646,-1.2641
1983,7,1,3,334,-3.2256
1983,7,1,4,307,-3.4409
1983,7,1,5,345,-4.9196
1983,7,2,1,113,-1.0571
1983,7,2,2,69,-2.0919
1983,7,2,3,142,-3.2102
1983,7,2,4,133,-2.4028
1983,7,2,5,153,-4.4255
1983,7,3,1,106,-1.6003
1983,7,3,2,35,-5.8987
1983,7,3,3,165,-3.8300
1983,7,3,4,169,-3.1692
1983,7,3,5,191,-3.4579
1983,8,1,1,468,-3.3239
1983,8,1,2,644,-4.6675
1983,8,1,3,332,-3.4279
1983,8,1,4,307,-2.4978
1983,8,1,5,342,-4.1232
1983,8,2,1,112,-2.5596
1983,8,2,2,68,-3.3324
1983,8,2,3,141,-3.5436
1983,8,2,4,133,-2.8453
1983,8,2,5,152,-3.4095
1983,8,3,1,106,3.3120
1983,8,3,2,35,2.2550
1983,8,3,3,165,1.0457
1983,8,3,4,168,-0.3945
1983,8,3,5,191,1.8226
1983,9,1,1,466,1.3892
1983,9,1,2,639,0.1362
1983,9,1,3,328,0.2359
1983,9,1,4,304,-1.1250
1983,9,1,5,340,-3.0792
1983,9,2,1,109,2.6139
1983,9,2,2,68,2.3601
1983,9,2,3,140,2.8044
1983,9,2,4,132,3.4091
1983,9,2,5,152,1.8658
1983,9,3,1,106,0.2120
1983,9,3,2,35,-0.5096
1983,9,3,3,163,1.2285
1983,9,3,4,168,2.3971
1983,9,3,5,191,2.8892
1983,10,1,1,464,-5.4916
1983,10,1,2,629,-5.2637
1983,10,1,3,326,-7.0989
1983,10,1,4,303,-7.0079
1983,10,1,5,338,-7.8387
1983,10,2,1,109,-7.4268
1983,10,2,2,68,-5.0323
1983,10,2,3,140,-5.6139
1983,10,2,4,131,-6.0303
1983,10,2,5,151,-4.7551
1983,10,3,1,105,0.4564
1983,10,3,2,35,-4.7623
1983,10,3,3,162,-1.5359
1983,10,3,4,167,-1.6257
1983,10,3,5,190,-2.3187
1983,11,1,1,463,3.7823
1983,11,1,2,627,3.7993
1983,11,1,3,327,3.5428
1983,11,1,4,301,4.8941
1983,11,1,5,336,1.3422
1983,11,2,1,109,5.8163
1983,11,2,2,68,4.3185
1983,11,2,3,139,6.0484
1983,11,2,4,130,6.6059
1983,11,2,5,148,4.3030
1983,11,3,1,105,1.7012
1983,11,3,2,35,2.5940
1983,11,3,3,161,3.9178
1983,11,3,4,167,1.2373
1983,11,3,5,190,2.5364
1983,12,1,1,460,-1.3343
1983,12,1,2,625,-0.8340
1983,12,1,3,328,-2.0764
1983,12,1,4,300,-1.3478
1983,12,1,5,333,-3.4199
1983,12,2,1,109,-0.7556
1983,12,2,2,68,0.3265
1983,12,2,3,139,-0.8182
1983,12,2,4,130,-1.9089
1983,12,2,5,147,-2.9025
1983,12,3,1,105,0.3339
1983,12,3,2,35,-2.5460
1983,12,3,3,161,-0.4827
1983,12,3,4,167,0.0760
1983,12,3,5,190,-2.7189
1984,1,1,1,458,1.3693
1984,1,1,2,614,1.4749
1984,1,1,3,324,-1.4016
1984,1,1,4,297,-1.1593
1984,1,1,5,333,-1.9724
1984,1,2,1,108,-1.6462
1984,1,2,2,68,-1.8992
1984,1,2,3,139,-1.5544
1984,1,2,4,130,-4.7531
1984,1,2,5,147,-3.2753
1984,1,3,1,105,2.7874
1984,1,3,2,35,10.4492
1984,1,3,3,161,-2.8006
1984,1,3,4,166,-3.3243
1984,1,3,5,187,-0.9156
1984,2,1,1,448,-5.0539
1984,2,1,2,602,-6.4531
1984,2,1,3,321,-6.0004
1984,2,1,4,294,-6.1379
1984,2,1,5,331,-6.3320
1984,2,2,1,108,-3.7538
1984,2,2,2,68,-5.5345
1984,2,2,3,139,-5.1204
1984,2,2,4,130,-6.1940
1984,2,2,5,145,-5.3387
1984,2,3,1,105,-0.0854
1984,2,3,2,35,0.7441
1984,2,3,3,161,-4.9623
1984,2,3,4,166,-4.4283
1984,2,3,5,186,-4.5180
1984,3,1,1,444,1.5170
1984,3,1,2,596,1.4527
1984,3,1,3,320,0.9279
1984,3,1,4,291,1.4338
1984,3,1,5,331,-1.7089
1984,3,2,1,108,1.9593
1984,3,2,2,68,2.4125
1984,3,2,3,136,1.2014
1984,3,2,4,128,1.1275
1984,3,2,5,142,0.6514
1984,3,3,1,104,1.4755
1984,3,3,2,35,-0.1863
1984,3,3,3,161,2.7785
1984,3,3,4,165,1.9351
1984,3,3,5,186,0.0280
1984,4,1,1,443,-0.5777
1984,4,1,2,593,-2.3182
1984,4,1,3,317,-1.4925
1984,4,1,4,293,-1.7061
1984,4,1,5,331,-3.0037
1984,4,2,1,105,0.7005
1984,4,2,2,67,-1.3088
1984,4,2,3,136,1.9791
1984,4,2,4,128,0.4168
1984,4,2,5,142,-1.1389
1984,4,3,1,104,2.7286
1984,4,3,2,35,2.1768
1984,4,3,3,161,0.5673
1984,4,3,4,165,0.7098
1984,4,3,5,186,-0.4368
1984,5,1,1,438,-3.7077
1984,5,1,2,593,-4.5034
1984,5,1,3,317,-6.3444
1984,5,1,4,288,-6.0799
1984,5,1,5,328,-3.7149
1984,5,2,1,104,-4.9297
1984,5,2,2,66,-5.1103
1984,5,2,3,136,-5.6759
1984,5,2,4,126,-5.5969
1984,5,2,5,142,-4.6888
1984,5,3,1,104,-5.1159
1984,5,3,2,35,-1.8842
1984,5,3,3,161,-5.0509
1984,5,3,4,164,-5.6718
1984,5,3,5,186,-3.4426
1984,6,1,1,433,2.6080
1984,6,1,2,589,2.0851
1984,6,1,3,315,2.5735
1984,6,1,4,286,2.4902
1984,6,1,5,323,1.4711
1984,6,2,1,103,2.6431
1984,6,2,2,65,2.1035
1984,6,2,3,136,2.4367
1984,6,2,4,126,4.5641
1984,6,2,5,141,3.8009
1984,6,3,1,104,3.2251
1984,6,3,2,35,1.0416
1984,6,3,3,161,3.0696
1984,6,3,4,164,1.3661
1984,6,3,5,186,3.4166
1984,7,1,1,340,-2.9403
1984,7,1,2,543,-4.3752
1984,7,1,3,402,-4.5092
1984,7,1,4,383,-5.1778
1984,7,1,5,524,-7.2194
1984,7,2,1,60,-3.1891
1984,7,2,2,44,-6.2854
1984,7,2,3,173,-5.3981
1984,7,2,4,140,-2.9341
1984,7,2,5,167,-5.3449
1984,7,3,1,79,-2.1520
1984,7,3,2,23,-4.4948
1984,7,3,3,177,-2.6590
1984,7,3,4,171,-0.2102
1984,7,3,5,197,-1.5154
1984,8,1,1,339,8.5834
1984,8,1,2,534,9.2262
1984,8,1,3,401,10.8094
1984,8,1,4,379,9.5233
1984,8,1,5,521,10.8245
1984,8,2,1,60,10.6748
1984,8,2,2,43,8.6650
1984,8,2,3,172,13.5922
1984,8,2,4,140,13.6560
1984,8,2,5,167,13.3540
1984,8,3,1,77,9.7900
1984,8,3,2,23,8.1330
1984,8,3,3,176,10.9892
1984,8,3,4,171,11.8808
1984,8,3,5,196,11.3440
1984,9,1,1,335,0.2863
1984,9,1,2,527,1.4484
1984,9,1,3,400,-0.5611
1984,9,1,4,378,-1.5128
1984,9,1,5,517,-2.1153
1984,9,2,1,61,1.0354
1984,9,2,2,41,-1.4817
1984,9,2,3,171,0.4392
1984,9,2,4,138,-1.9581
1984,9,2,5,167,-2.3169
1984,9,3,1,77,0.0639
1984,9,3,2,22,0.3702
1984,9,3,3,175,-0.5104
1984,9,3,4,171,-0.8274
1984,9,3,5,196,-0.2110
1984,10,1,1,329,-1.3115
1984,10,1,2,520,-2.7122
1984,10,1,3,397,-4.0661
1984,10,1,4,375,-3.2058
1984,10,1,5,510,-2.8410
1984,10,2,1,61,-0.8611
1984,10,2,2,41,-1.6468
1984,10,2,3,169,-2.0908
1984,10,2,4,137,-0.6615
1984,10,2,5,165,-0.5805
1984,10,3,1,77,0.8354
1984,10,3,2,22,-3.0469
1984,10,3,3,173,-0.1583
1984,10,3,4,171,0.6843
1984,10,3,5,195,0.5055
1984,11,1,1,328,-1.8203
1984,11,1,2,514,-3.3450
1984,11,1,3,391,-2.9357
1984,11,1,4,370,-3.2549
1984,11,1,5,502,-4.8851
1984,11,2,1,61,-2.3400
1984,11,2,2,41,-1.7765
1984,11,2,3,167,-1.6185
1984,11,2,4,138,-0.7859
1984,11,2,5,165,-2.0783
1984,11,3,1,76,-0.7109
1984,11,3,2,22,0.9181
1984,11,3,3,172,-1.0348
1984,11,3,4,171,-1.6152
1984,11,3,5,194,-0.6245
1984,12,1,1,328,0.2877
1984,12,1,2,506,-0.1047
1984,12,1,3,383,-0.9804
1984,12,1,4,367,1.2062
1984,12,1,5,492,1.5416
1984,12,2,1,61,1.2183
1984,12,2,2,40,3.3536
1984,12,2,3,167,1.6600
1984,12,2,4,138,2.3908
1984,12,2,5,164,3.2195
1984,12,3,1,74,2.2860
1984,12,3,2,22,-0.2184
1984,12,3,3,171,1.0370
1984,12,3,4,171,2.8435
1984,12,3,5,192,2.9713
1985,1,1,1,324,9.4602
1985,1,1,2,505,10.0515
1985,1,1,3,379,13.5308
1985,1,1,4,364,11.7157
1985,1,1,5,491,14.4772
