year,month,rank_ME,rank_NSI,nstocks,ret_vw
1996,6,2,4,178,-5.0486
1996,6,2,5,293,-4.8780
1996,6,3,1,203,1.7587
1996,6,3,2,26,2.4591
1996,6,3,3,185,-0.1513
1996,6,3,4,180,-0.6000
1996,6,3,5,217,-3.6332
1996,7,1,1,379,-6.1592
1996,7,1,2,372,-5.8177
1996,7,1,3,408,-7.6831
1996,7,1,4,485,-7.7734
1996,7,1,5,995,-12.3813
1996,7,2,1,153,-6.1949
1996,7,2,2,52,-5.5987
1996,7,2,3,163,-6.5083
1996,7,2,4,198,-10.0131
1996,7,2,5,399,-13.5686
1996,7,3,1,225,-3.4240
1996,7,3,2,31,-5.4525
1996,7,3,3,158,-5.2592
1996,7,3,4,189,-6.0557
1996,7,3,5,264,-7.5997
1996,8,1,1,379,4.2069
1996,8,1,2,371,3.8908
1996,8,1,3,399,4.7741
1996,8,1,4,483,4.5547
1996,8,1,5,989,3.3938
1996,8,2,1,152,4.2415
1996,8,2,2,49,4.6010
1996,8,2,3,162,3.5748
1996,8,2,4,197,6.3124
1996,8,2,5,397,7.4432
1996,8,3,1,225,2.7313
1996,8,3,2,31,0.5886
1996,8,3,3,158,0.9333
1996,8,3,4,187,2.0409
1996,8,3,5,261,4.5866
1996,9,1,1,375,2.0796
1996,9,1,2,364,2.1639
1996,9,1,3,399,1.2833
1996,9,1,4,478,2.9868
1996,9,1,5,975,3.4050
1996,9,2,1,152,3.7084
1996,9,2,2,49,0.9329
1996,9,2,3,161,2.6065
1996,9,2,4,196,3.3361
1996,9,2,5,396,3.8202
1996,9,3,1,224,5.7455
1996,9,3,2,31,1.2859
1996,9,3,3,158,6.2081
1996,9,3,4,186,4.4011
1996,9,3,5,261,6.2323
1996,10,1,1,371,0.6898
1996,10,1,2,360,-0.9049
1996,10,1,3,398,-0.6711
1996,10,1,4,474,-1.3090
1996,10,1,5,968,-5.0636
1996,10,2,1,151,2.4765
1996,10,2,2,49,-1.0643
1996,10,2,3,161,-0.1239
1996,10,2,4,194,-1.9105
1996,10,2,5,395,-4.5328
1996,10,3,1,223,3.4453
1996,10,3,2,31,4.5746
1996,10,3,3,157,1.6813
1996,10,3,4,186,-0.7794
1996,10,3,5,259,-1.2367
1996,11,1,1,369,2.9919
1996,11,1,2,359,2.0085
1996,11,1,3,396,3.4871
1996,11,1,4,470,2.4104
1996,11,1,5,960,1.8426
1996,11,2,1,150,3.8003
1996,11,2,2,49,0.9120
1996,11,2,3,160,2.9460
1996,11,2,4,194,4.0550
1996,11,2,5,393,3.0844
1996,11,3,1,223,7.2248
1996,11,3,2,31,5.6213
1996,11,3,3,155,5.9178
1996,11,3,4,186,7.4984
1996,11,3,5,259,6.7696
1996,12,1,1,366,0.7988
1996,12,1,2,354,0.7297
1996,12,1,3,394,1.0293
1996,12,1,4,467,1.6544
1996,12,1,5,955,0.9166
1996,12,2,1,150,1.6287
1996,12,2,2,49,2.5937
1996,12,2,3,160,3.2870
1996,12,2,4,194,3.1866
1996,12,2,5,391,0.7821
1996,12,3,1,223,-1.9633
1996,12,3,2,31,2.5974
1996,12,3,3,154,-0.8804
1996,12,3,4,186,-0.1124
1996,12,3,5,259,-2.9033
1997,1,1,1,366,5.3319
1997,1,1,2,349,3.4119
1997,1,1,3,390,5.5791
1997,1,1,4,463,3.2973
1997,1,1,5,940,7.2585
1997,1,2,1,148,0.5277
1997,1,2,2,49,4.1043
1997,1,2,3,160,0.7499
1997,1,2,4,192,5.7793
1997,1,2,5,390,4.1993
1997,1,3,1,219,6.9320
1997,1,3,2,31,4.3804
1997,1,3,3,153,3.3435
1997,1,3,4,185,5.9361
1997,1,3,5,259,5.0060
1997,2,1,1,363,-1.7343
1997,2,1,2,345,-1.4871
1997,2,1,3,387,-2.4351
1997,2,1,4,458,-1.8149
1997,2,1,5,933,-4.9486
1997,2,2,1,148,0.2604
1997,2,2,2,49,-1.5436
1997,2,2,3,159,-1.6931
1997,2,2,4,190,-3.3537
1997,2,2,5,389,-6.1292
1997,2,3,1,217,0.6718
1997,2,3,2,31,-1.9768
1997,2,3,3,152,1.0056
1997,2,3,4,185,-0.9844
1997,2,3,5,257,-2.9180
1997,3,1,1,362,-1.9580
1997,3,1,2,343,-1.4266
1997,3,1,3,385,-1.3880
1997,3,1,4,454,-5.3012
1997,3,1,5,924,-8.0486
1997,3,2,1,147,-2.6033
1997,3,2,2,49,-2.6442
1997,3,2,3,159,-2.0045
1997,3,2,4,188,-4.8588
1997,3,2,5,385,-7.0699
1997,3,3,1,217,-3.9042
1997,3,3,2,31,3.0662
1997,3,3,3,152,-2.7435
1997,3,3,4,185,-3.6604
1997,3,3,5,257,-6.1917
1997,4,1,1,355,-2.5191
1997,4,1,2,340,-3.0239
1997,4,1,3,384,-4.5116
1997,4,1,4,453,-3.5030
1997,4,1,5,913,-4.2230
1997,4,2,1,146,1.0571
1997,4,2,2,49,-0.2986
1997,4,2,3,159,1.9282
1997,4,2,4,189,0.4912
1997,4,2,5,382,-1.1738
1997,4,3,1,217,6.2666
1997,4,3,2,31,2.4102
1997,4,3,3,152,3.7572
1997,4,3,4,184,6.7630
1997,4,3,5,257,3.3226
1997,5,1,1,352,8.6041
1997,5,1,2,337,8.4371
1997,5,1,3,383,9.3447
1997,5,1,4,448,10.0469
1997,5,1,5,908,12.5940
1997,5,2,1,145,11.1052
1997,5,2,2,48,6.4672
1997,5,2,3,159,10.7510
1997,5,2,4,188,12.9488
1997,5,2,5,380,15.1157
1997,5,3,1,217,5.8147
1997,5,3,2,31,5.3427
1997,5,3,3,151,5.6059
1997,5,3,4,183,5.6261
1997,5,3,5,257,11.1099
1997,6,1,1,351,5.8584
1997,6,1,2,332,6.0056
1997,6,1,3,381,6.2183
1997,6,1,4,446,5.6535
1997,6,1,5,901,4.7051
1997,6,2,1,145,3.0680
1997,6,2,2,48,5.4024
1997,6,2,3,158,5.5491
1997,6,2,4,188,4.5598
1997,6,2,5,377,3.5366
1997,6,3,1,216,5.2793
1997,6,3,2,30,3.6781
1997,6,3,3,150,2.8756
1997,6,3,4,183,4.1593
1997,6,3,5,256,2.0336
1997,7,1,1,384,5.5218
1997,7,1,2,339,6.6845
1997,7,1,3,452,5.4707
1997,7,1,4,579,5.7335
1997,7,1,5,1062,4.8679
1997,7,2,1,150,4.9875
1997,7,2,2,31,3.4882
1997,7,2,3,184,4.0292
1997,7,2,4,204,8.5367
1997,7,2,5,297,6.0351
1997,7,3,1,260,5.5889
1997,7,3,2,40,12.9077
1997,7,3,3,164,7.0939
1997,7,3,4,221,7.8030
1997,7,3,5,245,9.5311
1997,8,1,1,383,3.8672
1997,8,1,2,336,6.8242
1997,8,1,3,450,3.9332
1997,8,1,4,572,5.2878
1997,8,1,5,1047,5.9019
1997,8,2,1,149,2.6337
1997,8,2,2,29,1.4178
1997,8,2,3,182,3.4405
1997,8,2,4,204,5.1350
1997,8,2,5,296,3.2855
1997,8,3,1,260,-6.1048
1997,8,3,2,40,-1.7322
1997,8,3,3,161,-3.4308
1997,8,3,4,221,-2.6683
1997,8,3,5,244,-2.4258
1997,9,1,1,381,8.1040
1997,9,1,2,332,8.7716
1997,9,1,3,447,8.5528
1997,9,1,4,569,7.1052
1997,9,1,5,1038,10.5337
1997,9,2,1,145,6.4479
1997,9,2,2,29,8.6202
1997,9,2,3,178,5.8575
1997,9,2,4,203,7.0010
1997,9,2,5,291,9.1546
1997,9,3,1,258,4.9311
1997,9,3,2,39,2.9849
1997,9,3,3,161,5.5515
1997,9,3,4,218,4.1254
1997,9,3,5,242,5.9011
1997,10,1,1,376,-1.0340
1997,10,1,2,328,-3.6618
1997,10,1,3,444,-4.0883
1997,10,1,4,564,-3.9571
1997,10,1,5,1030,-4.9983
1997,10,2,1,144,-3.3281
1997,10,2,2,29,-2.0785
1997,10,2,3,178,-4.2997
1997,10,2,4,200,-6.0204
1997,10,2,5,291,-6.1089
1997,10,3,1,257,-4.2197
1997,10,3,2,39,-8.1979
1997,10,3,3,160,-3.8049
1997,10,3,4,216,-1.6023
1997,10,3,5,240,-2.7932
1997,11,1,1,371,-0.7648
1997,11,1,2,324,-1.6724
1997,11,1,3,437,-1.4132
1997,11,1,4,560,-1.9219
1997,11,1,5,1018,-5.2468
1997,11,2,1,142,0.8365
1997,11,2,2,29,1.8567
1997,11,2,3,176,-1.1900
1997,11,2,4,198,-0.5092
1997,11,2,5,289,-3.7944
1997,11,3,1,256,7.1924
1997,11,3,2,39,1.5168
1997,11,3,3,160,2.3796
1997,11,3,4,215,3.3963
1997,11,3,5,238,0.9942
1997,12,1,1,370,-0.8068
1997,12,1,2,324,-2.1409
1997,12,1,3,436,-1.7638
1997,12,1,4,557,-4.3837
1997,12,1,5,1003,-5.3536
1997,12,2,1,139,1.2355
1997,12,2,2,29,4.6189
1997,12,2,3,173,-0.2606
1997,12,2,4,197,-0.7664
1997,12,2,5,288,-1.2179
1997,12,3,1,256,1.9282
1997,12,3,2,38,-2.7267
1997,12,3,3,160,0.1583
1997,12,3,4,214,0.2911
1997,12,3,5,237,1.9483
1998,1,1,1,368,-0.4121
1998,1,1,2,312,-0.4000
1998,1,1,3,432,0.2119
1998,1,1,4,549,-0.2179
1998,1,1,5,992,-0.5055
1998,1,2,1,135,-1.6856
1998,1,2,2,28,-3.3799
1998,1,2,3,170,-0.1903
1998,1,2,4,196,-1.2091
1998,1,2,5,285,-0.7372
1998,1,3,1,256,0.7193
1998,1,3,2,38,3.5968
1998,1,3,3,159,1.2894
1998,1,3,4,214,3.3119
1998,1,3,5,236,0.8041
1998,2,1,1,363,6.1680
1998,2,1,2,307,5.5332
1998,2,1,3,425,6.1666
1998,2,1,4,547,6.6799
1998,2,1,5,980,5.5452
1998,2,2,1,131,6.8647
1998,2,2,2,28,6.2009
1998,2,2,3,169,6.5930
1998,2,2,4,196,9.8170
1998,2,2,5,283,9.0859
1998,2,3,1,255,5.4313
1998,2,3,2,36,8.9563
1998,2,3,3,159,5.4550
1998,2,3,4,214,8.2549
1998,2,3,5,235,8.7420
1998,3,1,1,362,5.4186
1998,3,1,2,304,2.7184
1998,3,1,3,421,4.4570
1998,3,1,4,539,3.6742
1998,3,1,5,966,5.1418
1998,3,2,1,130,4.1187
1998,3,2,2,28,5.9613
1998,3,2,3,169,3.8363
1998,3,2,4,195,3.7758
1998,3,2,5,281,3.8233
1998,3,3,1,254,5.8540
1998,3,3,2,36,-1.5337
1998,3,3,3,159,4.0063
1998,3,3,4,214,5.2291
1998,3,3,5,235,4.1989
1998,4,1,1,359,3.3097
1998,4,1,2,298,1.4390
1998,4,1,3,416,2.4157
1998,4,1,4,534,3.2330
1998,4,1,5,946,2.1208
1998,4,2,1,130,0.6921
1998,4,2,2,28,-1.2852
1998,4,2,3,166,1.0726
1998,4,2,4,193,1.6223
1998,4,2,5,279,-0.2804
1998,4,3,1,251,-0.6222
1998,4,3,2,36,4.5887
1998,4,3,3,159,0.8664
1998,4,3,4,213,0.9281
1998,4,3,5,234,2.8225
1998,5,1,1,354,-3.0860
1998,5,1,2,293,-2.8544
1998,5,1,3,409,-3.3829
1998,5,1,4,527,-3.9557
1998,5,1,5,939,-6.4762
1998,5,2,1,130,-4.3906
1998,5,2,2,28,-1.8679
1998,5,2,3,166,-3.1365
1998,5,2,4,191,-5.3339
1998,5,2,5,277,-8.3892
1998,5,3,1,251,-0.7916
1998,5,3,2,36,-5.5946
1998,5,3,3,158,-2.0578
1998,5,3,4,212,-2.6223
1998,5,3,5,234,-3.6914
1998,6,1,1,353,0.8082
1998,6,1,2,292,-1.0784
1998,6,1,3,407,-1.4495
1998,6,1,4,523,-2.0367
1998,6,1,5,926,-2.1395
1998,6,2,1,130,-1.2576
1998,6,2,2,28,0.5945
1998,6,2,3,164,0.5741
1998,6,2,4,191,0.1643
1998,6,2,5,276,-0.4630
1998,6,3,1,250,4.0060
1998,6,3,2,35,2.6340
1998,6,3,3,156,1.7237
1998,6,3,4,211,5.1395
1998,6,3,5,233,3.1437
1998,7,1,1,398,-4.2651
1998,7,1,2,287,-4.9938
1998,7,1,3,526,-8.3412
1998,7,1,4,656,-7.2947
1998,7,1,5,1012,-8.7007
1998,7,2,1,177,-6.5190
1998,7,2,2,27,-4.6519
1998,7,2,3,170,-8.1270
1998,7,2,4,227,-7.8499
1998,7,2,5,333,-9.8981
1998,7,3,1,286,-1.2616
1998,7,3,2,14,-7.5005
1998,7,3,3,174,-2.1784
1998,7,3,4,220,-0.3188
1998,7,3,5,272,-3.7672
1998,8,1,1,394,-16.9780
1998,8,1,2,284,-16.5591
1998,8,1,3,516,-19.0564
1998,8,1,4,649,-21.7730
1998,8,1,5,1000,-25.6764
1998,8,2,1,176,-14.4508
1998,8,2,2,27,-12.3366
1998,8,2,3,169,-18.2691
1998,8,2,4,227,-19.7399
1998,8,2,5,331,-24.2789
1998,8,3,1,282,-11.5963
1998,8,3,2,14,-8.4092
1998,8,3,3,173,-11.4989
1998,8,3,4,219,-15.4004
1998,8,3,5,270,-15.8768
1998,9,1,1,392,0.5990
1998,9,1,2,283,0.5747
1998,9,1,3,505,2.1329
1998,9,1,4,644,5.4238
1998,9,1,5,987,6.3735
1998,9,2,1,175,3.7873
1998,9,2,2,27,5.7551
1998,9,2,3,168,5.0485
1998,9,2,4,223,7.7053
1998,9,2,5,327,11.0840
1998,9,3,1,281,5.5317
1998,9,3,2,13,0.9962
1998,9,3,3,171,9.9156
1998,9,3,4,217,8.5971
1998,9,3,5,270,10.1176
1998,10,1,1,391,2.4004
1998,10,1,2,272,-0.7432
1998,10,1,3,501,1.8185
1998,10,1,4,640,3.8823
1998,10,1,5,959,4.1037
1998,10,2,1,174,4.5811
1998,10,2,2,27,2.4261
1998,10,2,3,167,4.0482
1998,10,2,4,222,6.0732
1998,10,2,5,325,7.3220
1998,10,3,1,280,9.1830
1998,10,3,2,13,7.6800
1998,10,3,3,170,5.2804
1998,10,3,4,215,6.1334
1998,10,3,5,268,5.3769
1998,11,1,1,386,7.0768
1998,11,1,2,264,3.0790
1998,11,1,3,493,7.9400
1998,11,1,4,630,11.3866
1998,11,1,5,936,9.0673
1998,11,2,1,173,3.9714
1998,11,2,2,26,3.5336
1998,11,2,3,166,5.2063
1998,11,2,4,219,7.8656
1998,11,2,5,325,6.4988
1998,11,3,1,279,6.4300
1998,11,3,2,13,4.3045
1998,11,3,3,169,4.5753
1998,11,3,4,214,6.8122
1998,11,3,5,264,6.8958
1998,12,1,1,378,4.2417
1998,12,1,2,258,2.5718
1998,12,1,3,489,-2.2890
1998,12,1,4,622,3.2247
1998,12,1,5,926,2.6954
1998,12,2,1,173,5.3326
1998,12,2,2,26,1.3313
1998,12,2,3,165,5.8156
1998,12,2,4,218,4.4605
1998,12,2,5,324,7.3682
1998,12,3,1,277,4.5762
1998,12,3,2,13,-0.1482
1998,12,3,3,167,6.6106
1998,12,3,4,214,10.6341
1998,12,3,5,263,11.0477
1999,1,1,1,373,3.4547
1999,1,1,2,252,2.1076
1999,1,1,3,478,5.6636
1999,1,1,4,613,6.8498
1999,1,1,5,908,7.3352
1999,1,2,1,172,-2.7016
1999,1,2,2,26,2.2739
1999,1,2,3,165,0.8059
1999,1,2,4,217,4.3207
1999,1,2,5,320,1.4842
1999,1,3,1,277,2.2134
1999,1,3,2,13,1.0840
1999,1,3,3,167,2.3343
1999,1,3,4,212,8.4308
1999,1,3,5,263,6.4322
1999,2,1,1,371,-6.5814
1999,2,1,2,249,-5.2153
1999,2,1,3,463,-5.4178
1999,2,1,4,601,-9.9109
1999,2,1,5,887,-7.6216
1999,2,2,1,171,-6.6356
1999,2,2,2,26,-7.9174
1999,2,2,3,164,-6.6775
1999,2,2,4,216,-10.2086
1999,2,2,5,317,-11.3738
1999,2,3,1,275,-3.4119
1999,2,3,2,13,-5.4767
1999,2,3,3,166,-1.4485
1999,2,3,4,211,-6.5972
1999,2,3,5,260,-6.8717
1999,3,1,1,369,-4.8783
1999,3,1,2,245,-2.6584
1999,3,1,3,457,-6.9830
1999,3,1,4,597,-2.6625
1999,3,1,5,866,-1.8567
1999,3,2,1,170,-1.5757
1999,3,2,2,26,-2.5734
1999,3,2,3,162,1.9314
1999,3,2,4,215,0.2184
1999,3,2,5,314,-0.5770
1999,3,3,1,275,2.4721
1999,3,3,2,13,-2.1654
1999,3,3,3,166,0.9746
1999,3,3,4,211,8.0599
1999,3,3,5,259,5.2428
1999,4,1,1,365,10.9786
1999,4,1,2,244,7.7329
1999,4,1,3,451,8.6246
1999,4,1,4,589,10.1470
1999,4,1,5,839,8.8012
1999,4,2,1,168,10.3586
1999,4,2,2,26,1.9971
1999,4,2,3,161,11.9778
1999,4,2,4,209,8.8036
1999,4,2,5,309,5.6112
1999,4,3,1,269,4.9402
1999,4,3,2,13,17.8000
1999,4,3,3,165,1.3328
1999,4,3,4,210,1.1501
1999,4,3,5,257,4.4497
1999,5,1,1,362,5.1511
1999,5,1,2,240,6.0322
1999,5,1,3,445,4.2141
1999,5,1,4,583,5.7555
1999,5,1,5,822,5.0945
1999,5,2,1,168,3.3204
1999,5,2,2,26,1.6013
1999,5,2,3,159,3.8494
1999,5,2,4,209,2.7372
1999,5,2,5,306,2.8262
1999,5,3,1,269,-2.1683
1999,5,3,2,13,0.1350
1999,5,3,3,163,-0.7098
1999,5,3,4,208,-0.0207
1999,5,3,5,255,-2.6054
1999,6,1,1,358,4.6656
1999,6,1,2,238,3.4945
1999,6,1,3,442,5.7920
1999,6,1,4,575,9.2927
1999,6,1,5,807,8.0869
1999,6,2,1,167,4.3606
1999,6,2,2,24,10.3943
1999,6,2,3,159,6.2551
1999,6,2,4,210,6.3979
1999,6,2,5,304,9.9999
1999,6,3,1,267,5.2235
1999,6,3,2,13,-0.3706
1999,6,3,3,162,4.2122
1999,6,3,4,209,6.7590
1999,6,3,5,253,6.7423
1999,7,1,1,530,2.1219
1999,7,1,2,232,2.1420
1999,7,1,3,464,1.7570
1999,7,1,4,615,3.2608
1999,7,1,5,797,0.5886
1999,7,2,1,251,-0.1572
1999,7,2,2,30,0.7279
1999,7,2,3,153,-1.7654
1999,7,2,4,214,-1.1211
1999,7,2,5,292,-2.9361
1999,7,3,1,338,-1.2723
1999,7,3,2,13,-5.0672
1999,7,3,3,150,-3.6896
1999,7,3,4,220,-0.9379
1999,7,3,5,230,-5.9991
1999,8,1,1,523,-1.0553
1999,8,1,2,230,-3.1855
1999,8,1,3,462,-2.4924
1999,8,1,4,606,-2.3665
1999,8,1,5,784,-2.4636
1999,8,2,1,244,-3.5048
1999,8,2,2,30,-1.5558
1999,8,2,3,153,-3.2337
1999,8,2,4,212,-1.9991
1999,8,2,5,290,-2.9664
1999,8,3,1,337,0.4016
1999,8,3,2,13,8.2762
1999,8,3,3,149,0.1891
1999,8,3,4,217,2.0819
1999,8,3,5,228,-4.8586
1999,9,1,1,516,-2.4696
1999,9,1,2,228,-2.1234
1999,9,1,3,457,-0.9022
1999,9,1,4,596,0.1901
1999,9,1,5,774,-1.7657
1999,9,2,1,240,0.3928
1999,9,2,2,29,2.4641
1999,9,2,3,151,-0.6035
1999,9,2,4,211,-1.3820
1999,9,2,5,286,0.6287
1999,9,3,1,332,-5.3610
1999,9,3,2,13,-4.6339
1999,9,3,3,149,-0.3275
1999,9,3,4,216,-0.2682
1999,9,3,5,225,1.1621
1999,10,1,1,505,-2.7385
1999,10,1,2,224,-1.1933
1999,10,1,3,449,-2.9843
1999,10,1,4,585,0.5031
1999,10,1,5,762,-2.0484
1999,10,2,1,240,-1.5300
1999,10,2,2,29,0.3002
1999,10,2,3,150,0.3513
1999,10,2,4,209,-2.1978
1999,10,2,5,284,-2.2922
1999,10,3,1,332,3.8203
1999,10,3,2,13,9.5494
1999,10,3,3,146,6.4105
1999,10,3,4,214,4.4256
1999,10,3,5,224,6.9247
1999,11,1,1,504,7.8106
1999,11,1,2,221,7.7800
1999,11,1,3,442,8.1622
1999,11,1,4,579,16.4633
1999,11,1,5,749,18.0224
1999,11,2,1,239,4.3874
1999,11,2,2,28,0.3462
1999,11,2,3,148,5.6920
1999,11,2,4,207,8.8505
1999,11,2,5,284,13.9902
1999,11,3,1,330,2.9847
1999,11,3,2,12,-7.1845
1999,11,3,3,144,0.3574
1999,11,3,4,212,6.1170
1999,11,3,5,222,7.9146
1999,12,1,1,500,9.9111
1999,12,1,2,219,6.4031
1999,12,1,3,436,13.1923
1999,12,1,4,572,17.3439
1999,12,1,5,734,20.6353
1999,12,2,1,236,7.1397
1999,12,2,2,28,8.9955
1999,12,2,3,147,11.2593
1999,12,2,4,202,12.8264
1999,12,2,5,274,14.5292
1999,12,3,1,327,5.3126
1999,12,3,2,12,-7.4890
1999,12,3,3,142,4.1250
1999,12,3,4,211,15.2890
1999,12,3,5,220,9.0671
2000,1,1,1,491,4.8296
2000,1,1,2,215,-1.3123
2000,1,1,3,428,6.6060
2000,1,1,4,567,8.5635
2000,1,1,5,727,13.7236
2000,1,2,1,234,-2.0698
2000,1,2,2,28,0.1620
2000,1,2,3,144,-4.2638
2000,1,2,4,200,-0.2382
2000,1,2,5,269,1.0594
2000,1,3,1,324,-5.5689
2000,1,3,2,12,10.5011
2000,1,3,3,141,-4.0694
2000,1,3,4,209,-4.9017
2000,1,3,5,220,-6.4938
2000,2,1,1,489,19.4086
2000,2,1,2,211,12.1649
2000,2,1,3,424,21.2517
2000,2,1,4,561,36.8819
2000,2,1,5,718,43.1104
2000,2,2,1,232,5.2887
2000,2,2,2,28,0.5116
2000,2,2,3,144,18.6480
2000,2,2,4,199,27.4437
2000,2,2,5,265,25.5594
2000,2,3,1,322,-4.1524
2000,2,3,2,12,-8.8586
2000,2,3,3,141,0.1438
2000,2,3,4,207,6.2689
2000,2,3,5,218,6.5818
2000,3,1,1,485,-2.7344
2000,3,1,2,207,0.7853
2000,3,1,3,419,-7.4991
2000,3,1,4,550,-10.2383
2000,3,1,5,708,-17.1937
2000,3,2,1,229,0.0581
2000,3,2,2,28,14.9325
2000,3,2,3,144,-2.3365
2000,3,2,4,193,-9.2059
2000,3,2,5,263,-12.6554
2000,3,3,1,320,6.0310
2000,3,3,2,12,12.4242
2000,3,3,3,141,9.4848
2000,3,3,4,206,11.2719
2000,3,3,5,216,3.0262
2000,4,1,1,475,-7.9840
2000,4,1,2,203,-13.6632
2000,4,1,3,416,-12.7954
2000,4,1,4,544,-18.4189
2000,4,1,5,705,-20.2457
2000,4,2,1,227,1.1619
2000,4,2,2,28,-4.2589
2000,4,2,3,143,-5.2539
2000,4,2,4,189,-9.2866
2000,4,2,5,261,-10.2955
2000,4,3,1,318,0.9735
2000,4,3,2,12,11.1694
2000,4,3,3,141,1.6914
2000,4,3,4,205,-8.9105
2000,4,3,5,213,-8.0267
2000,5,1,1,473,-7.9257
2000,5,1,2,201,-7.3204
2000,5,1,3,411,-7.8387
2000,5,1,4,539,-8.9266
2000,5,1,5,698,-15.2006
2000,5,2,1,225,-5.0855
2000,5,2,2,26,-2.0949
2000,5,2,3,142,-6.2224
2000,5,2,4,185,-2.7715
2000,5,2,5,258,-11.5403
2000,5,3,1,317,1.1232
2000,5,3,2,12,5.6078
2000,5,3,3,138,-1.6744
2000,5,3,4,205,-9.1838
2000,5,3,5,211,-7.8728
2000,6,1,1,468,13.3569
2000,6,1,2,200,7.0241
2000,6,1,3,404,22.6364
2000,6,1,4,535,30.0933
2000,6,1,5,687,29.8317
2000,6,2,1,223,0.9624
2000,6,2,2,26,2.1479
2000,6,2,3,140,13.5245
2000,6,2,4,181,14.8643
2000,6,2,5,256,12.7855
2000,6,3,1,315,2.6160
2000,6,3,2,12,4.4292
2000,6,3,3,138,-1.9617
2000,6,3,4,205,8.7798
2000,6,3,5,211,6.3255
2000,7,1,1,648,-0.3579
2000,7,1,2,218,-0.0664
2000,7,1,3,358,-0.0392
2000,7,1,4,459,-1.2592
2000,7,1,5,641,-3.6696
2000,7,2,1,285,1.1350
2000,7,2,2,19,-2.9551
2000,7,2,3,150,-2.0406
2000,7,2,4,190,-0.1182
2000,7,2,5,274,-6.9874
2000,7,3,1,321,-3.6467
2000,7,3,2,12,-5.6890
2000,7,3,3,126,-0.5590
2000,7,3,4,192,-2.0901
2000,7,3,5,366,-4.3104
2000,8,1,1,643,5.2066
2000,8,1,2,215,2.7881
2000,8,1,3,353,6.7571
2000,8,1,4,458,11.5754
2000,8,1,5,633,8.7153
2000,8,2,1,282,6.3037
2000,8,2,2,19,5.0558
2000,8,2,3,149,4.0968
2000,8,2,4,188,11.7301
2000,8,2,5,273,9.1919
2000,8,3,1,318,2.7603
2000,8,3,2,12,-0.2642
2000,8,3,3,124,8.7130
2000,8,3,4,187,6.7244
2000,8,3,5,364,9.0545
2000,9,1,1,636,-2.7390
2000,9,1,2,214,-4.9401
2000,9,1,3,349,-1.7006
2000,9,1,4,450,-3.0173
2000,9,1,5,624,-6.2281
2000,9,2,1,280,-0.1178
2000,9,2,2,19,-4.4472
2000,9,2,3,146,-0.7645
2000,9,2,4,187,-3.4030
2000,9,2,5,270,-5.7436
2000,9,3,1,317,-1.5995
2000,9,3,2,12,2.4400
2000,9,3,3,124,-13.4231
2000,9,3,4,183,-1.9449
2000,9,3,5,360,-7.8196
2000,10,1,1,627,-4.9996
2000,10,1,2,210,-8.5198
2000,10,1,3,343,-6.0112
2000,10,1,4,445,-8.7240
2000,10,1,5,611,-11.2703
2000,10,2,1,275,1.6675
2000,10,2,2,19,-0.0716
2000,10,2,3,146,-4.5205
2000,10,2,4,183,-2.3961
2000,10,2,5,269,-9.3047
2000,10,3,1,315,2.7538
2000,10,3,2,12,0.0603
2000,10,3,3,120,1.1273
2000,10,3,4,182,-2.3450
2000,10,3,5,356,-4.5387
2000,11,1,1,618,-5.2444
2000,11,1,2,206,-6.8516
2000,11,1,3,332,-8.9821
2000,11,1,4,436,-11.8059
2000,11,1,5,593,-17.2707
2000,11,2,1,273,-2.1623
2000,11,2,2,19,-9.4810
2000,11,2,3,145,-7.8112
2000,11,2,4,179,-8.5336
2000,11,2,5,267,-15.4371
2000,11,3,1,313,-1.9795
2000,11,3,2,12,-5.0831
2000,11,3,3,119,-7.6713
2000,11,3,4,182,-6.4594
2000,11,3,5,351,-16.8553
2000,12,1,1,610,0.4717
2000,12,1,2,204,-3.6571
2000,12,1,3,324,-2.0304
2000,12,1,4,428,-0.8845
2000,12,1,5,578,-4.2577
2000,12,2,1,272,8.9166
2000,12,2,2,19,7.9381
2000,12,2,3,143,12.1946
2000,12,2,4,176,7.4716
2000,12,2,5,267,4.1629
2000,12,3,1,309,3.2002
2000,12,3,2,12,1.9083
2000,12,3,3,118,-3.0685
2000,12,3,4,182,4.1694
2000,12,3,5,350,-4.0944
2001,1,1,1,601,13.3805
2001,1,1,2,199,17.7754
2001,1,1,3,320,17.6347
2001,1,1,4,422,19.8730
2001,1,1,5,569,21.2773
2001,1,2,1,270,4.5750
2001,1,2,2,19,-0.0323
2001,1,2,3,142,2.3494
2001,1,2,4,172,5.1159
2001,1,2,5,263,11.8841
2001,1,3,1,308,0.7785
2001,1,3,2,11,-2.8737
2001,1,3,3,117,3.9952
2001,1,3,4,181,2.0052
2001,1,3,5,350,8.9644
2001,2,1,1,592,-2.5419
2001,2,1,2,194,-1.1721
2001,2,1,3,316,-2.4628
2001,2,1,4,414,-7.6181
2001,2,1,5,552,-9.5234
2001,2,2,1,267,0.9810
2001,2,2,2,19,-0.2244
2001,2,2,3,139,-4.5302
2001,2,2,4,170,-7.0851
2001,2,2,5,262,-12.0635
2001,2,3,1,307,-4.0224
2001,2,3,2,11,-8.5059
2001,2,3,3,116,-5.3101
2001,2,3,4,181,-5.0610
2001,2,3,5,349,-17.6097
2001,3,1,1,588,-2.5939
2001,3,1,2,190,-1.1184
2001,3,1,3,313,-3.8871
