year,month,rank_ME,rank_IAq_12,nstocks,ret_vw
1973,12,1,4,126,-4.4279
1973,12,1,5,228,-7.2058
1973,12,2,1,112,1.0200
1973,12,2,2,103,-1.5911
1973,12,2,3,85,-0.1636
1973,12,2,4,76,-2.9706
1973,12,2,5,121,-1.6646
1973,12,3,1,106,2.2907
1973,12,3,2,155,3.1388
1973,12,3,3,174,2.1820
1973,12,3,4,164,1.3916
1973,12,3,5,180,0.5167
1974,1,1,1,310,19.0375
1974,1,1,2,139,15.2764
1974,1,1,3,120,16.8229
1974,1,1,4,125,14.1869
1974,1,1,5,225,15.7450
1974,1,2,1,104,9.8792
1974,1,2,2,98,9.4738
1974,1,2,3,77,6.5467
1974,1,2,4,73,8.9162
1974,1,2,5,124,9.1482
1974,1,3,1,100,5.6810
1974,1,3,2,151,2.4998
1974,1,3,3,173,2.5182
1974,1,3,4,159,2.5166
1974,1,3,5,174,-0.0577
1974,2,1,1,316,-0.8523
1974,2,1,2,138,-0.3413
1974,2,1,3,122,-2.2715
1974,2,1,4,132,-0.6462
1974,2,1,5,239,-2.7964
1974,2,2,1,104,2.6879
1974,2,2,2,99,-0.7054
1974,2,2,3,83,-0.2873
1974,2,2,4,78,-0.4451
1974,2,2,5,123,-1.9404
1974,2,3,1,104,2.0332
1974,2,3,2,155,0.4621
1974,2,3,3,178,-0.2569
1974,2,3,4,165,0.7533
1974,2,3,5,182,0.2474
1974,3,1,1,314,1.4994
1974,3,1,2,139,0.0610
1974,3,1,3,125,-1.0659
1974,3,1,4,134,0.6470
1974,3,1,5,253,0.5904
1974,3,2,1,106,-3.2271
1974,3,2,2,97,-1.9845
1974,3,2,3,81,-2.8522
1974,3,2,4,82,-1.2056
1974,3,2,5,125,0.3894
1974,3,3,1,104,-1.6129
1974,3,3,2,156,-2.9508
1974,3,3,3,180,-2.5013
1974,3,3,4,168,-3.4771
1974,3,3,5,178,-3.1630
1974,4,1,1,303,-5.1533
1974,4,1,2,133,-4.8687
1974,4,1,3,126,-7.1491
1974,4,1,4,136,-6.6336
1974,4,1,5,246,-6.7666
1974,4,2,1,102,-5.0998
1974,4,2,2,91,-7.1163
1974,4,2,3,80,-6.1115
1974,4,2,4,83,-6.6313
1974,4,2,5,125,-5.0133
1974,4,3,1,96,-4.7313
1974,4,3,2,149,-7.0514
1974,4,3,3,170,-7.3900
1974,4,3,4,167,-8.9202
1974,4,3,5,172,-5.7684
1974,5,1,1,381,-8.8672
1974,5,1,2,199,-5.8946
1974,5,1,3,158,-7.5816
1974,5,1,4,192,-7.1697
1974,5,1,5,313,-8.2524
1974,5,2,1,138,-8.0718
1974,5,2,2,142,-8.2102
1974,5,2,3,113,-8.0052
1974,5,2,4,132,-6.7049
1974,5,2,5,187,-9.0846
1974,5,3,1,151,-4.7357
1974,5,3,2,203,-3.1896
1974,5,3,3,239,-3.3090
1974,5,3,4,247,-3.8820
1974,5,3,5,254,-3.3536
1974,6,1,1,385,-2.5339
1974,6,1,2,207,-1.1529
1974,6,1,3,165,-3.3193
1974,6,1,4,193,-2.8693
1974,6,1,5,314,-4.3167
1974,6,2,1,143,-0.4946
1974,6,2,2,146,-0.7357
1974,6,2,3,118,-4.0176
1974,6,2,4,130,-4.0450
1974,6,2,5,189,-3.6364
1974,6,3,1,154,-4.8986
1974,6,3,2,207,-4.3346
1974,6,3,3,244,-2.9087
1974,6,3,4,252,-4.8602
1974,6,3,5,254,-5.0585
1974,7,1,1,333,-3.9914
1974,7,1,2,165,-3.0493
1974,7,1,3,121,-3.7815
1974,7,1,4,154,-3.2662
1974,7,1,5,264,-5.6110
1974,7,2,1,119,-2.3570
1974,7,2,2,111,-2.7440
1974,7,2,3,81,-0.9947
1974,7,2,4,117,-4.2733
1974,7,2,5,162,-4.6345
1974,7,3,1,108,-1.0311
1974,7,3,2,144,-1.7572
1974,7,3,3,182,-5.1729
1974,7,3,4,184,-4.6898
1974,7,3,5,199,-7.7824
1974,8,1,1,340,-5.7001
1974,8,1,2,164,-6.1146
1974,8,1,3,120,-5.3655
1974,8,1,4,158,-7.2282
1974,8,1,5,264,-8.6993
1974,8,2,1,122,-4.7699
1974,8,2,2,110,-7.5744
1974,8,2,3,85,-6.1185
1974,8,2,4,125,-8.2301
1974,8,2,5,169,-8.1230
1974,8,3,1,111,-7.0629
1974,8,3,2,151,-9.2076
1974,8,3,3,182,-9.8437
1974,8,3,4,194,-10.0786
1974,8,3,5,203,-11.2180
1974,9,1,1,344,-7.2348
1974,9,1,2,162,-5.6562
1974,9,1,3,118,-7.5043
1974,9,1,4,160,-6.3398
1974,9,1,5,272,-10.3907
1974,9,2,1,120,-6.1634
1974,9,2,2,110,-4.2753
1974,9,2,3,87,-6.7189
1974,9,2,4,128,-6.5342
1974,9,2,5,172,-12.7008
1974,9,3,1,112,-5.2523
1974,9,3,2,153,-4.1438
1974,9,3,3,188,-7.1725
1974,9,3,4,194,-6.5327
1974,9,3,5,200,-10.8522
1974,10,1,1,337,8.7441
1974,10,1,2,161,9.2627
1974,10,1,3,114,5.9532
1974,10,1,4,165,6.2525
1974,10,1,5,274,8.4644
1974,10,2,1,119,7.5698
1974,10,2,2,109,8.4562
1974,10,2,3,88,10.2764
1974,10,2,4,125,8.5589
1974,10,2,5,171,10.2776
1974,10,3,1,113,15.4147
1974,10,3,2,153,13.3486
1974,10,3,3,186,13.4074
1974,10,3,4,192,15.0892
1974,10,3,5,200,18.0933
1974,11,1,1,346,-5.1469
1974,11,1,2,173,-5.0980
1974,11,1,3,121,-5.1497
1974,11,1,4,171,-6.3846
1974,11,1,5,297,-7.2698
1974,11,2,1,122,-4.6168
1974,11,2,2,117,-2.2279
1974,11,2,3,98,-2.2033
1974,11,2,4,127,-3.5830
1974,11,2,5,177,-4.7682
1974,11,3,1,118,-0.3830
1974,11,3,2,162,-1.8427
1974,11,3,3,192,-2.5201
1974,11,3,4,203,-3.4543
1974,11,3,5,213,-1.3272
1974,12,1,1,351,-8.6709
1974,12,1,2,173,-8.7331
1974,12,1,3,126,-9.8354
1974,12,1,4,175,-7.0827
1974,12,1,5,304,-9.2808
1974,12,2,1,124,-5.8700
1974,12,2,2,120,-4.1595
1974,12,2,3,97,-3.3830
1974,12,2,4,131,-3.8118
1974,12,2,5,182,-7.3262
1974,12,3,1,118,-1.1934
1974,12,3,2,160,-0.3262
1974,12,3,3,193,-2.1287
1974,12,3,4,204,-4.1242
1974,12,3,5,215,-6.6282
1975,1,1,1,344,36.7100
1975,1,1,2,165,30.0221
1975,1,1,3,126,34.3754
1975,1,1,4,170,27.3945
1975,1,1,5,299,31.1913
1975,1,2,1,116,29.7613
1975,1,2,2,118,24.4914
1975,1,2,3,92,24.0159
1975,1,2,4,128,26.7724
1975,1,2,5,175,27.0118
1975,1,3,1,118,17.3676
1975,1,3,2,159,16.3698
1975,1,3,3,186,19.2508
1975,1,3,4,201,19.5483
1975,1,3,5,206,17.9047
1975,2,1,1,359,3.7551
1975,2,1,2,177,5.2424
1975,2,1,3,129,2.0188
1975,2,1,4,174,3.7155
1975,2,1,5,308,3.7410
1975,2,2,1,120,2.2663
1975,2,2,2,119,2.4454
1975,2,2,3,94,2.3850
1975,2,2,4,134,4.1573
1975,2,2,5,183,5.2038
1975,2,3,1,124,2.0723
1975,2,3,2,177,3.1155
1975,2,3,3,194,2.3606
1975,2,3,4,210,4.5691
1975,2,3,5,210,6.5862
1975,3,1,1,373,10.3147
1975,3,1,2,181,8.6392
1975,3,1,3,135,8.5940
1975,3,1,4,169,10.6864
1975,3,1,5,308,13.2492
1975,3,2,1,123,5.2017
1975,3,2,2,123,2.1430
1975,3,2,3,95,5.2861
1975,3,2,4,134,3.5758
1975,3,2,5,186,5.7663
1975,3,3,1,123,4.0352
1975,3,3,2,178,0.9107
1975,3,3,3,196,2.0769
1975,3,3,4,214,-0.0956
1975,3,3,5,211,3.3827
1975,4,1,1,377,4.5046
1975,4,1,2,177,3.7008
1975,4,1,3,133,1.7099
1975,4,1,4,163,6.8012
1975,4,1,5,300,7.4386
1975,4,2,1,117,3.3942
1975,4,2,2,125,1.3409
1975,4,2,3,91,1.4866
1975,4,2,4,129,2.5348
1975,4,2,5,188,3.4749
1975,4,3,1,117,3.6919
1975,4,3,2,167,-0.5200
1975,4,3,3,191,1.3075
1975,4,3,4,209,2.8533
1975,4,3,5,206,7.1813
1975,5,1,1,479,7.4632
1975,5,1,2,256,8.0338
1975,5,1,3,175,6.5622
1975,5,1,4,211,10.7640
1975,5,1,5,342,10.0723
1975,5,2,1,161,6.2441
1975,5,2,2,167,4.7443
1975,5,2,3,131,7.6650
1975,5,2,4,167,5.9987
1975,5,2,5,224,9.2466
1975,5,3,1,145,7.3433
1975,5,3,2,225,8.0373
1975,5,3,3,269,5.6977
1975,5,3,4,283,6.6731
1975,5,3,5,288,5.1251
1975,6,1,1,496,11.1401
1975,6,1,2,272,8.5782
1975,6,1,3,184,9.1116
1975,6,1,4,211,10.5036
1975,6,1,5,339,6.2927
1975,6,2,1,169,6.6498
1975,6,2,2,174,6.5654
1975,6,2,3,131,6.4590
1975,6,2,4,172,10.7951
1975,6,2,5,229,8.4118
1975,6,3,1,150,5.6950
1975,6,3,2,230,7.4208
1975,6,3,3,275,7.8082
1975,6,3,4,286,8.3335
1975,6,3,5,286,5.5073
1975,7,1,1,438,-3.1057
1975,7,1,2,220,-2.2743
1975,7,1,3,143,-1.2484
1975,7,1,4,164,-3.5902
1975,7,1,5,257,-0.8089
1975,7,2,1,149,-4.0013
1975,7,2,2,144,-2.4584
1975,7,2,3,106,-2.9762
1975,7,2,4,136,-3.2597
1975,7,2,5,189,-5.4005
1975,7,3,1,97,-2.9124
1975,7,3,2,178,-6.6243
1975,7,3,3,218,-6.3999
1975,7,3,4,211,-4.8368
1975,7,3,5,228,-7.3798
1975,8,1,1,448,-6.1736
1975,8,1,2,233,-5.8862
1975,8,1,3,144,-6.0381
1975,8,1,4,163,-4.5164
1975,8,1,5,259,-6.2946
1975,8,2,1,152,-4.3632
1975,8,2,2,150,-2.8083
1975,8,2,3,113,-3.9863
1975,8,2,4,134,-3.6011
1975,8,2,5,196,-4.6153
1975,8,3,1,99,-2.5168
1975,8,3,2,188,-0.4214
1975,8,3,3,224,-1.6098
1975,8,3,4,216,-1.9551
1975,8,3,5,234,-2.8232
1975,9,1,1,460,-3.0252
1975,9,1,2,241,-3.1482
1975,9,1,3,143,-4.0485
1975,9,1,4,161,-2.5106
1975,9,1,5,256,-2.8272
1975,9,2,1,153,-2.4682
1975,9,2,2,153,-2.8496
1975,9,2,3,111,-2.7371
1975,9,2,4,131,-2.2175
1975,9,2,5,194,-3.9994
1975,9,3,1,97,-3.5139
1975,9,3,2,189,-2.6053
1975,9,3,3,221,-2.0451
1975,9,3,4,217,-2.6295
1975,9,3,5,232,-3.6764
1975,10,1,1,470,1.5627
1975,10,1,2,245,2.0115
1975,10,1,3,140,3.0899
1975,10,1,4,154,0.6691
1975,10,1,5,242,2.8400
1975,10,2,1,155,2.0522
1975,10,2,2,153,3.9302
1975,10,2,3,111,3.5645
1975,10,2,4,127,1.2151
1975,10,2,5,187,2.5598
1975,10,3,1,95,6.6325
1975,10,3,2,190,8.5786
1975,10,3,3,216,7.6480
1975,10,3,4,211,7.9757
1975,10,3,5,224,5.2500
1975,11,1,1,493,2.8242
1975,11,1,2,270,3.8396
1975,11,1,3,161,4.2165
1975,11,1,4,154,3.7187
1975,11,1,5,240,1.5404
1975,11,2,1,166,4.1558
1975,11,2,2,161,3.1850
1975,11,2,3,114,2.4521
1975,11,2,4,129,0.8548
1975,11,2,5,190,1.4217
1975,11,3,1,103,3.1790
1975,11,3,2,199,3.8150
1975,11,3,3,225,3.7900
1975,11,3,4,217,3.3525
1975,11,3,5,239,2.2630
1975,12,1,1,497,-1.6435
1975,12,1,2,276,-1.8366
1975,12,1,3,165,-1.2457
1975,12,1,4,158,-2.6740
1975,12,1,5,236,-2.3030
1975,12,2,1,167,-0.1083
1975,12,2,2,166,-0.4940
1975,12,2,3,117,1.2557
1975,12,2,4,129,-1.6036
1975,12,2,5,191,-2.5122
1975,12,3,1,104,2.0090
1975,12,3,2,202,-0.1496
1975,12,3,3,230,-0.2705
1975,12,3,4,223,-0.4113
1975,12,3,5,237,-0.1848
1976,1,1,1,460,28.1976
1976,1,1,2,254,22.1156
1976,1,1,3,149,20.2691
1976,1,1,4,138,22.4961
1976,1,1,5,201,22.3748
1976,1,2,1,168,19.3092
1976,1,2,2,155,15.6747
1976,1,2,3,111,14.4301
1976,1,2,4,122,17.3994
1976,1,2,5,178,17.1839
1976,1,3,1,105,12.4205
1976,1,3,2,191,10.4847
1976,1,3,3,220,10.0969
1976,1,3,4,209,9.2481
1976,1,3,5,231,9.5378
1976,2,1,1,472,16.6153
1976,2,1,2,271,9.8310
1976,2,1,3,159,5.9911
1976,2,1,4,140,10.0512
1976,2,1,5,201,11.8599
1976,2,2,1,170,6.9938
1976,2,2,2,170,4.0117
1976,2,2,3,111,3.4311
1976,2,2,4,132,3.1097
1976,2,2,5,174,6.8839
1976,2,3,1,105,2.5646
1976,2,3,2,199,-0.1718
1976,2,3,3,224,-1.3245
1976,2,3,4,212,-2.1205
1976,2,3,5,242,-1.1273
1976,3,1,1,501,1.4755
1976,3,1,2,288,-0.2721
1976,3,1,3,165,1.5327
1976,3,1,4,143,0.6719
1976,3,1,5,201,0.4335
1976,3,2,1,173,2.7480
1976,3,2,2,171,1.7280
1976,3,2,3,116,1.4816
1976,3,2,4,133,0.6116
1976,3,2,5,173,-0.2243
1976,3,3,1,101,3.8968
1976,3,3,2,197,1.9679
1976,3,3,3,227,1.8077
1976,3,3,4,214,2.1967
1976,3,3,5,245,2.2733
1976,4,1,1,485,-3.5755
1976,4,1,2,278,-2.0242
1976,4,1,3,157,-1.2667
1976,4,1,4,136,-1.0218
1976,4,1,5,181,-1.2669
1976,4,2,1,168,-2.4342
1976,4,2,2,165,-0.6980
1976,4,2,3,115,0.3166
1976,4,2,4,126,-0.6162
1976,4,2,5,163,-0.5180
1976,4,3,1,94,-1.9209
1976,4,3,2,189,-2.9325
1976,4,3,3,218,-0.5512
1976,4,3,4,200,0.0209
1976,4,3,5,236,0.1328
1976,5,1,1,580,-3.8935
1976,5,1,2,344,-3.5738
1976,5,1,3,231,-2.0385
1976,5,1,4,182,-3.0805
1976,5,1,5,227,-3.4568
1976,5,2,1,221,-2.9038
1976,5,2,2,204,-1.4526
1976,5,2,3,147,-0.8938
1976,5,2,4,162,-1.6841
1976,5,2,5,200,1.1722
1976,5,3,1,125,-1.8220
1976,5,3,2,249,-2.5457
1976,5,3,3,278,-1.8845
1976,5,3,4,289,-1.6848
1976,5,3,5,300,-1.1828
1976,6,1,1,582,4.9582
1976,6,1,2,346,2.2492
1976,6,1,3,238,3.1230
1976,6,1,4,189,2.7469
1976,6,1,5,232,4.0323
1976,6,2,1,222,4.6850
1976,6,2,2,200,4.0200
1976,6,2,3,150,7.5466
1976,6,2,4,161,3.9092
1976,6,2,5,201,3.6684
1976,6,3,1,119,4.3755
1976,6,3,2,246,4.5124
1976,6,3,3,278,4.4204
1976,6,3,4,288,4.3250
1976,6,3,5,302,4.7039
1976,7,1,1,484,-1.3175
1976,7,1,2,296,-0.5361
1976,7,1,3,193,1.1805
1976,7,1,4,131,-0.1227
1976,7,1,5,172,2.1065
1976,7,2,1,172,-0.2015
1976,7,2,2,162,1.4183
1976,7,2,3,116,1.8993
1976,7,2,4,119,1.2735
1976,7,2,5,157,-1.8226
1976,7,3,1,96,-0.8734
1976,7,3,2,189,-0.2575
1976,7,3,3,208,1.3551
1976,7,3,4,216,0.5319
1976,7,3,5,230,-1.4935
1976,8,1,1,390,-4.2856
1976,8,1,2,270,-0.2181
1976,8,1,3,182,-1.6823
1976,8,1,4,133,-1.2975
1976,8,1,5,168,-2.9030
1976,8,2,1,176,-2.2859
1976,8,2,2,182,-0.4719
1976,8,2,3,133,0.0264
1976,8,2,4,133,-0.4217
1976,8,2,5,174,-2.0967
1976,8,3,1,109,-1.6204
1976,8,3,2,202,0.4407
1976,8,3,3,245,1.9224
1976,8,3,4,242,1.9487
1976,8,3,5,246,-0.7914
1976,9,1,1,398,1.2402
1976,9,1,2,277,2.1531
1976,9,1,3,192,1.7431
1976,9,1,4,152,3.0046
1976,9,1,5,174,3.8065
1976,9,2,1,176,2.7298
1976,9,2,2,186,2.1424
1976,9,2,3,142,3.0367
1976,9,2,4,137,2.2672
1976,9,2,5,178,3.8422
1976,9,3,1,108,2.0477
1976,9,3,2,208,2.1838
1976,9,3,3,252,3.0924
1976,9,3,4,249,3.6426
1976,9,3,5,248,3.1142
1976,10,1,1,482,-3.4698
1976,10,1,2,317,-1.9682
1976,10,1,3,236,-1.8586
1976,10,1,4,179,-2.8353
1976,10,1,5,214,-3.5772
1976,10,2,1,177,-2.2626
1976,10,2,2,191,-1.3209
1976,10,2,3,140,-0.1894
1976,10,2,4,135,-0.9380
1976,10,2,5,178,-3.9107
1976,10,3,1,109,-2.8922
1976,10,3,2,199,-1.6684
1976,10,3,3,251,-1.6511
1976,10,3,4,254,-1.6414
1976,10,3,5,255,-2.3615
1976,11,1,1,514,2.2211
1976,11,1,2,358,2.3582
1976,11,1,3,268,2.1548
1976,11,1,4,212,4.3767
1976,11,1,5,242,3.8586
1976,11,2,1,201,3.5197
1976,11,2,2,211,3.9951
1976,11,2,3,177,3.1620
1976,11,2,4,157,3.4780
1976,11,2,5,188,3.6568
1976,11,3,1,126,3.3954
1976,11,3,2,229,1.6120
1976,11,3,3,284,1.1604
1976,11,3,4,294,0.7338
1976,11,3,5,269,1.6379
1976,12,1,1,525,11.2916
1976,12,1,2,367,9.9592
1976,12,1,3,279,10.7484
1976,12,1,4,228,8.9771
1976,12,1,5,248,11.0813
1976,12,2,1,204,11.3773
1976,12,2,2,216,10.8229
1976,12,2,3,190,9.5403
1976,12,2,4,166,9.2618
1976,12,2,5,192,7.1084
1976,12,3,1,127,8.0634
1976,12,3,2,231,6.3157
1976,12,3,3,287,5.8251
1976,12,3,4,297,5.7418
1976,12,3,5,270,4.1168
1977,1,1,1,503,5.6093
1977,1,1,2,346,5.2962
1977,1,1,3,260,3.6511
1977,1,1,4,224,2.8378
1977,1,1,5,243,3.1783
1977,1,2,1,201,0.9364
1977,1,2,2,208,0.8580
1977,1,2,3,185,2.0213
1977,1,2,4,164,1.7088
1977,1,2,5,190,0.4570
1977,1,3,1,119,-2.5160
1977,1,3,2,231,-2.7963
1977,1,3,3,288,-2.7555
1977,1,3,4,294,-3.3258
1977,1,3,5,264,-6.0439
1977,2,1,1,527,-0.9199
1977,2,1,2,369,-0.8916
1977,2,1,3,289,0.1218
1977,2,1,4,244,-1.0952
1977,2,1,5,266,-2.5410
1977,2,2,1,211,-0.2205
1977,2,2,2,220,-0.0620
1977,2,2,3,202,-1.2791
1977,2,2,4,185,-1.9543
1977,2,2,5,202,-1.8943
1977,2,3,1,130,-2.0137
1977,2,3,2,255,-2.2615
1977,2,3,3,313,-1.5952
1977,2,3,4,324,-1.7206
1977,2,3,5,279,-2.7091
1977,3,1,1,544,1.1466
1977,3,1,2,382,1.1378
1977,3,1,3,304,0.9856
1977,3,1,4,260,0.1457
1977,3,1,5,275,0.1944
1977,3,2,1,213,-1.5993
1977,3,2,2,226,-0.4938
1977,3,2,3,208,0.1343
1977,3,2,4,184,0.6649
1977,3,2,5,202,-0.3796
1977,3,3,1,131,-0.4439
1977,3,3,2,253,-0.7808
1977,3,3,3,307,-1.3124
1977,3,3,4,330,-0.9798
1977,3,3,5,278,-1.9480
1977,4,1,1,532,2.5577
1977,4,1,2,370,0.8928
1977,4,1,3,301,1.7002
1977,4,1,4,256,2.3427
1977,4,1,5,263,0.6991
1977,4,2,1,205,2.8915
1977,4,2,2,215,1.3667
1977,4,2,3,208,1.2148
1977,4,2,4,179,1.7949
1977,4,2,5,202,1.7584
1977,4,3,1,131,0.9689
1977,4,3,2,242,1.0356
1977,4,3,3,303,0.6048
1977,4,3,4,332,-1.1927
1977,4,3,5,269,1.1774
1977,5,1,1,598,-0.3199
1977,5,1,2,425,0.5525
1977,5,1,3,360,-0.3760
1977,5,1,4,302,-0.4542
1977,5,1,5,319,0.4005
1977,5,2,1,236,-1.0459
1977,5,2,2,246,0.4140
1977,5,2,3,243,-0.0382
1977,5,2,4,206,1.1191
1977,5,2,5,227,-0.3827
1977,5,3,1,153,0.4087
1977,5,3,2,285,-1.2782
1977,5,3,3,360,-0.8242
1977,5,3,4,380,-2.1909
1977,5,3,5,301,-1.2910
1977,6,1,1,605,8.0166
1977,6,1,2,431,6.5338
1977,6,1,3,370,6.8201
1977,6,1,4,307,6.6666
1977,6,1,5,330,7.9900
1977,6,2,1,232,7.9713
1977,6,2,2,248,6.7178
1977,6,2,3,249,6.3071
1977,6,2,4,208,6.0486
1977,6,2,5,232,8.9286
1977,6,3,1,158,3.9050
1977,6,3,2,281,4.3182
1977,6,3,3,358,3.4438
1977,6,3,4,378,5.2062
1977,6,3,5,298,5.5474
1977,7,1,1,537,-0.6203
1977,7,1,2,375,-0.2917
1977,7,1,3,324,0.4154
1977,7,1,4,284,0.0938
1977,7,1,5,315,-0.3599
1977,7,2,1,208,-0.5975
1977,7,2,2,223,-0.3995
1977,7,2,3,217,-0.3281
1977,7,2,4,181,-0.4591
1977,7,2,5,210,-2.2422
1977,7,3,1,139,-2.0104
1977,7,3,2,248,-0.2677
1977,7,3,3,313,-1.5089
1977,7,3,4,333,-1.3604
1977,7,3,5,259,-2.7169
1977,8,1,1,581,-2.5031
1977,8,1,2,419,-1.2882
1977,8,1,3,365,-0.8332
1977,8,1,4,326,-1.1581
1977,8,1,5,344,-0.5331
1977,8,2,1,222,-2.1550
1977,8,2,2,252,-1.6407
1977,8,2,3,239,-1.2072
1977,8,2,4,203,0.3654
1977,8,2,5,224,-0.0418
1977,8,3,1,157,-2.1811
1977,8,3,2,285,-3.3535
1977,8,3,3,366,-1.4162
1977,8,3,4,375,-1.2492
1977,8,3,5,279,-1.0744
1977,9,1,1,595,1.0944
