year,month,rank_ME,rank_NDF,nstocks,ret_vw
1972,7,1,1,145,-5.1379
1972,7,1,2,110,-2.3449
1972,7,1,3,97,-4.4611
1972,7,1,4,57,-3.1221
1972,7,1,5,125,-4.1946
1972,7,2,1,57,-4.0621
1972,7,2,2,54,-5.8298
1972,7,2,3,49,-1.6118
1972,7,2,4,52,-2.2504
1972,7,2,5,60,-3.1733
1972,7,3,1,76,-0.1065
1972,7,3,2,85,-0.6331
1972,7,3,3,99,0.1744
1972,7,3,4,95,1.5525
1972,7,3,5,79,-2.0842
1972,8,1,1,145,0.7922
1972,8,1,2,110,-1.3255
1972,8,1,3,97,1.0211
1972,8,1,4,57,-1.5274
1972,8,1,5,124,0.8140
1972,8,2,1,57,1.9243
1972,8,2,2,54,0.1464
1972,8,2,3,49,1.9965
1972,8,2,4,52,4.0991
1972,8,2,5,60,1.4842
1972,8,3,1,76,2.2457
1972,8,3,2,85,3.0250
1972,8,3,3,99,2.2404
1972,8,3,4,95,4.8911
1972,8,3,5,79,4.8451
1972,9,1,1,145,-3.8597
1972,9,1,2,111,-3.4496
1972,9,1,3,97,-4.7150
1972,9,1,4,57,-4.2149
1972,9,1,5,123,-4.7790
1972,9,2,1,57,-4.0630
1972,9,2,2,54,-0.6054
1972,9,2,3,49,-3.2656
1972,9,2,4,52,-3.2910
1972,9,2,5,60,-1.9556
1972,9,3,1,76,-3.5225
1972,9,3,2,85,-1.5674
1972,9,3,3,99,0.6258
1972,9,3,4,95,-0.5323
1972,9,3,5,79,-0.0861
1972,10,1,1,145,-1.8062
1972,10,1,2,111,-1.3622
1972,10,1,3,97,-0.3699
1972,10,1,4,57,-2.1697
1972,10,1,5,123,-4.9958
1972,10,2,1,57,-1.4316
1972,10,2,2,54,-1.1219
1972,10,2,3,49,-0.8762
1972,10,2,4,52,-0.0989
1972,10,2,5,60,-0.8005
1972,10,3,1,76,0.8062
1972,10,3,2,85,1.1236
1972,10,3,3,99,1.7018
1972,10,3,4,95,-0.3071
1972,10,3,5,78,1.8896
1972,11,1,1,145,5.2057
1972,11,1,2,111,3.9242
1972,11,1,3,97,4.8418
1972,11,1,4,57,6.4671
1972,11,1,5,124,5.5269
1972,11,2,1,57,7.6339
1972,11,2,2,54,6.8375
1972,11,2,3,49,4.3079
1972,11,2,4,52,7.7719
1972,11,2,5,60,5.7803
1972,11,3,1,76,5.6687
1972,11,3,2,85,3.0178
1972,11,3,3,99,4.6419
1972,11,3,4,95,4.5866
1972,11,3,5,78,6.2409
1972,12,1,1,145,-2.2150
1972,12,1,2,111,-0.9146
1972,12,1,3,97,-0.9450
1972,12,1,4,57,-2.1813
1972,12,1,5,124,-2.8733
1972,12,2,1,57,-1.7039
1972,12,2,2,54,-0.2159
1972,12,2,3,49,0.9540
1972,12,2,4,52,-1.1147
1972,12,2,5,60,-0.6901
1972,12,3,1,76,0.0689
1972,12,3,2,85,0.2585
1972,12,3,3,99,2.3993
1972,12,3,4,95,2.1357
1972,12,3,5,79,1.8201
1973,1,1,1,145,-4.7617
1973,1,1,2,111,-3.1848
1973,1,1,3,97,-2.1343
1973,1,1,4,57,-1.2131
1973,1,1,5,124,-5.5640
1973,1,2,1,57,-6.5756
1973,1,2,2,54,-7.3372
1973,1,2,3,49,-5.8588
1973,1,2,4,52,-4.4495
1973,1,2,5,60,-8.3076
1973,1,3,1,76,-7.3012
1973,1,3,2,85,-3.5592
1973,1,3,3,99,-3.5172
1973,1,3,4,95,1.7774
1973,1,3,5,79,-3.5059
1973,2,1,1,145,-8.4283
1973,2,1,2,111,-7.1637
1973,2,1,3,97,-5.0346
1973,2,1,4,57,-8.9867
1973,2,1,5,124,-8.5192
1973,2,2,1,57,-7.3429
1973,2,2,2,54,-8.9417
1973,2,2,3,49,-10.6618
1973,2,2,4,52,-8.7402
1973,2,2,5,60,-8.3144
1973,2,3,1,76,-5.4139
1973,2,3,2,85,-4.0037
1973,2,3,3,99,-3.6480
1973,2,3,4,95,-3.1808
1973,2,3,5,79,-4.7779
1973,3,1,1,145,-2.8276
1973,3,1,2,111,-1.5363
1973,3,1,3,97,-5.2669
1973,3,1,4,57,1.8411
1973,3,1,5,124,-2.5261
1973,3,2,1,57,-1.5091
1973,3,2,2,54,-3.3353
1973,3,2,3,49,-2.7067
1973,3,2,4,52,-2.3589
1973,3,2,5,60,-2.3636
1973,3,3,1,76,-1.2881
1973,3,3,2,84,-0.5245
1973,3,3,3,99,0.2995
1973,3,3,4,95,0.9374
1973,3,3,5,79,0.0994
1973,4,1,1,145,-8.5497
1973,4,1,2,110,-6.2849
1973,4,1,3,97,-5.0115
1973,4,1,4,57,-6.0269
1973,4,1,5,124,-7.7406
1973,4,2,1,57,-7.3831
1973,4,2,2,54,-6.6107
1973,4,2,3,49,-5.7964
1973,4,2,4,52,-7.2354
1973,4,2,5,60,-7.1392
1973,4,3,1,76,-5.3703
1973,4,3,2,84,-5.1761
1973,4,3,3,99,-4.2738
1973,4,3,4,95,-3.6986
1973,4,3,5,79,-3.7645
1973,5,1,1,145,-9.1754
1973,5,1,2,110,-8.5103
1973,5,1,3,97,-8.0143
1973,5,1,4,57,-10.6298
1973,5,1,5,124,-9.4336
1973,5,2,1,57,-11.0589
1973,5,2,2,54,-9.2617
1973,5,2,3,49,-9.4503
1973,5,2,4,52,-6.4483
1973,5,2,5,60,-8.0941
1973,5,3,1,76,-3.0345
1973,5,3,2,85,-2.2691
1973,5,3,3,99,-1.0047
1973,5,3,4,94,-1.6179
1973,5,3,5,79,-1.9736
1973,6,1,1,145,-3.7674
1973,6,1,2,110,-3.8690
1973,6,1,3,97,-4.9021
1973,6,1,4,57,-4.3369
1973,6,1,5,124,-4.3271
1973,6,2,1,57,-3.5599
1973,6,2,2,54,-3.6685
1973,6,2,3,49,-2.3433
1973,6,2,4,52,-2.9608
1973,6,2,5,60,-4.3331
1973,6,3,1,76,-5.2139
1973,6,3,2,85,-0.7088
1973,6,3,3,99,-0.2664
1973,6,3,4,94,0.3623
1973,6,3,5,78,-1.9294
1973,7,1,1,217,16.4479
1973,7,1,2,127,12.9548
1973,7,1,3,125,17.2006
1973,7,1,4,102,17.9563
1973,7,1,5,178,16.9923
1973,7,2,1,75,11.4950
1973,7,2,2,64,12.0955
1973,7,2,3,64,13.2317
1973,7,2,4,54,13.3774
1973,7,2,5,74,15.9064
1973,7,3,1,79,12.3548
1973,7,3,2,98,6.3237
1973,7,3,3,112,3.0786
1973,7,3,4,112,4.2911
1973,7,3,5,89,5.0611
1973,8,1,1,214,-5.8913
1973,8,1,2,127,-5.5222
1973,8,1,3,125,-6.5057
1973,8,1,4,102,-6.5446
1973,8,1,5,176,-7.6404
1973,8,2,1,75,-3.9465
1973,8,2,2,64,-3.9916
1973,8,2,3,64,-0.5805
1973,8,2,4,54,-5.2411
1973,8,2,5,74,-5.4448
1973,8,3,1,79,-2.2341
1973,8,3,2,98,-3.2521
1973,8,3,3,112,-3.7961
1973,8,3,4,112,-3.2758
1973,8,3,5,89,-2.5740
1973,9,1,1,215,9.3688
1973,9,1,2,127,9.6172
1973,9,1,3,125,9.2048
1973,9,1,4,102,8.9906
1973,9,1,5,176,11.0906
1973,9,2,1,75,13.9751
1973,9,2,2,64,10.8221
1973,9,2,3,64,10.6316
1973,9,2,4,54,12.9423
1973,9,2,5,74,11.3880
1973,9,3,1,78,8.7676
1973,9,3,2,98,6.2540
1973,9,3,3,112,5.0867
1973,9,3,4,112,0.9826
1973,9,3,5,89,7.6616
1973,10,1,1,216,0.7708
1973,10,1,2,127,1.7374
1973,10,1,3,125,0.1807
1973,10,1,4,102,0.0133
1973,10,1,5,177,-1.4392
1973,10,2,1,75,0.9359
1973,10,2,2,64,2.0533
1973,10,2,3,64,0.8479
1973,10,2,4,54,-2.7565
1973,10,2,5,74,-1.6763
1973,10,3,1,78,0.7297
1973,10,3,2,98,0.0670
1973,10,3,3,112,0.3139
1973,10,3,4,112,1.8989
1973,10,3,5,89,-1.9600
1973,11,1,1,215,-19.8145
1973,11,1,2,127,-20.0689
1973,11,1,3,125,-20.3331
1973,11,1,4,102,-21.6949
1973,11,1,5,176,-22.5939
1973,11,2,1,75,-20.3839
1973,11,2,2,64,-18.8564
1973,11,2,3,64,-20.8200
1973,11,2,4,54,-20.6428
1973,11,2,5,74,-21.3543
1973,11,3,1,78,-14.3507
1973,11,3,2,98,-14.2185
1973,11,3,3,112,-11.3448
1973,11,3,4,112,-10.6620
1973,11,3,5,89,-8.0910
1973,12,1,1,215,-5.3475
1973,12,1,2,127,-1.9106
1973,12,1,3,125,-3.3294
1973,12,1,4,102,-4.9565
1973,12,1,5,176,-5.5922
1973,12,2,1,75,-1.8595
1973,12,2,2,64,-2.7480
1973,12,2,3,64,0.6141
1973,12,2,4,54,-2.9903
1973,12,2,5,74,0.5934
1973,12,3,1,79,3.2568
1973,12,3,2,98,0.9338
1973,12,3,3,112,2.0887
1973,12,3,4,112,-0.8152
1973,12,3,5,89,4.7983
1974,1,1,1,215,16.4277
1974,1,1,2,127,15.6295
1974,1,1,3,125,18.8344
1974,1,1,4,102,17.3597
1974,1,1,5,176,17.3900
1974,1,2,1,75,9.5311
1974,1,2,2,64,11.4385
1974,1,2,3,64,9.6806
1974,1,2,4,54,12.9098
1974,1,2,5,74,9.5436
1974,1,3,1,79,0.1391
1974,1,3,2,98,-1.0397
1974,1,3,3,112,-2.7172
1974,1,3,4,112,0.5248
1974,1,3,5,89,-0.9826
1974,2,1,1,214,-0.2074
1974,2,1,2,126,1.3088
1974,2,1,3,125,-1.2016
1974,2,1,4,102,-2.0839
1974,2,1,5,175,-2.0548
1974,2,2,1,75,2.0495
1974,2,2,2,64,1.4581
1974,2,2,3,64,1.5287
1974,2,2,4,54,2.1088
1974,2,2,5,74,0.4727
1974,2,3,1,79,1.8065
1974,2,3,2,98,1.8647
1974,2,3,3,112,-1.0845
1974,2,3,4,112,-0.9647
1974,2,3,5,89,2.4770
1974,3,1,1,213,0.7933
1974,3,1,2,126,0.5965
1974,3,1,3,125,0.2844
1974,3,1,4,102,0.5710
1974,3,1,5,175,0.3275
1974,3,2,1,75,-2.1275
1974,3,2,2,64,-0.1989
1974,3,2,3,64,-1.8604
1974,3,2,4,54,-1.4956
1974,3,2,5,74,-1.2659
1974,3,3,1,79,-1.9331
1974,3,3,2,98,-1.6214
1974,3,3,3,112,-1.6662
1974,3,3,4,112,-1.1809
1974,3,3,5,89,-3.5223
1974,4,1,1,213,-4.5143
1974,4,1,2,126,-4.5004
1974,4,1,3,125,-3.9485
1974,4,1,4,102,-6.1429
1974,4,1,5,175,-5.9543
1974,4,2,1,75,-3.9179
1974,4,2,2,64,-4.1489
1974,4,2,3,64,-5.7410
1974,4,2,4,54,-4.2454
1974,4,2,5,74,-4.3757
1974,4,3,1,79,-3.1330
1974,4,3,2,98,-3.6175
1974,4,3,3,112,-3.0349
1974,4,3,4,112,-3.2141
1974,4,3,5,89,-3.2962
1974,5,1,1,212,-7.9129
1974,5,1,2,126,-7.1364
1974,5,1,3,125,-8.4760
1974,5,1,4,102,-5.8305
1974,5,1,5,174,-7.3749
1974,5,2,1,75,-6.1574
1974,5,2,2,64,-6.9979
1974,5,2,3,64,-6.3407
1974,5,2,4,54,-7.9962
1974,5,2,5,74,-9.9092
1974,5,3,1,79,-3.5877
1974,5,3,2,98,-2.3769
1974,5,3,3,112,-1.9829
1974,5,3,4,112,-1.2614
1974,5,3,5,89,-4.4301
1974,6,1,1,210,-2.6148
1974,6,1,2,127,-1.2611
1974,6,1,3,125,-1.6833
1974,6,1,4,102,-2.4438
1974,6,1,5,174,-3.3987
1974,6,2,1,75,0.1407
1974,6,2,2,64,-2.9383
1974,6,2,3,64,-2.1074
1974,6,2,4,54,0.5252
1974,6,2,5,74,-2.6434
1974,6,3,1,79,-1.5767
1974,6,3,2,97,-2.5733
1974,6,3,3,112,-0.9801
1974,6,3,4,112,-0.8430
1974,6,3,5,89,-0.2911
1974,7,1,1,278,-4.8044
1974,7,1,2,207,-5.0817
1974,7,1,3,173,-5.5389
1974,7,1,4,166,-4.3311
1974,7,1,5,286,-4.7542
1974,7,2,1,102,-2.7716
1974,7,2,2,88,-4.5988
1974,7,2,3,88,-3.1674
1974,7,2,4,82,-4.0380
1974,7,2,5,107,-5.5415
1974,7,3,1,106,-6.2712
1974,7,3,2,121,-8.1139
1974,7,3,3,156,-8.3672
1974,7,3,4,134,-7.4146
1974,7,3,5,106,-6.7673
1974,8,1,1,277,-6.5797
1974,8,1,2,206,-6.7809
1974,8,1,3,173,-7.6063
1974,8,1,4,165,-8.0036
1974,8,1,5,286,-8.4134
1974,8,2,1,102,-4.9945
1974,8,2,2,88,-8.3406
1974,8,2,3,88,-9.7287
1974,8,2,4,82,-7.6741
1974,8,2,5,107,-8.2242
1974,8,3,1,106,-9.2914
1974,8,3,2,121,-8.1189
1974,8,3,3,156,-9.0806
1974,8,3,4,134,-6.6130
1974,8,3,5,106,-11.4237
1974,9,1,1,277,-8.0614
1974,9,1,2,204,-7.8337
1974,9,1,3,170,-8.5980
1974,9,1,4,161,-7.9496
1974,9,1,5,286,-10.1541
1974,9,2,1,102,-7.9766
1974,9,2,2,88,-6.6095
1974,9,2,3,88,-7.1111
1974,9,2,4,81,-10.4020
1974,9,2,5,107,-11.5159
1974,9,3,1,106,-11.7723
1974,9,3,2,121,-14.4245
1974,9,3,3,156,-13.2696
1974,9,3,4,134,-7.8039
1974,9,3,5,106,-11.5015
1974,10,1,1,275,8.0722
1974,10,1,2,204,10.2777
1974,10,1,3,170,6.9574
1974,10,1,4,161,8.5836
1974,10,1,5,286,9.8856
1974,10,2,1,102,9.3520
1974,10,2,2,88,11.2829
1974,10,2,3,88,8.5111
1974,10,2,4,81,9.5897
1974,10,2,5,107,10.4073
1974,10,3,1,106,21.0288
1974,10,3,2,121,19.2870
1974,10,3,3,156,15.3610
1974,10,3,4,134,15.6017
1974,10,3,5,106,18.9531
1974,11,1,1,274,-4.9422
1974,11,1,2,205,-5.4967
1974,11,1,3,172,-5.5018
1974,11,1,4,163,-6.5702
1974,11,1,5,284,-8.4906
1974,11,2,1,102,-2.6461
1974,11,2,2,88,-4.6814
1974,11,2,3,88,-5.4345
1974,11,2,4,82,-5.2628
1974,11,2,5,107,-4.7296
1974,11,3,1,106,-1.0236
1974,11,3,2,121,-3.3508
1974,11,3,3,156,-5.3125
1974,11,3,4,134,-4.7128
1974,11,3,5,106,-2.4202
1974,12,1,1,271,-8.6076
1974,12,1,2,205,-6.6823
1974,12,1,3,173,-9.5942
1974,12,1,4,162,-7.0663
1974,12,1,5,283,-9.4367
1974,12,2,1,102,-5.7805
1974,12,2,2,88,-5.5668
1974,12,2,3,88,-5.7947
1974,12,2,4,82,-5.1688
1974,12,2,5,107,-6.8362
1974,12,3,1,106,-3.0382
1974,12,3,2,121,-5.1863
1974,12,3,3,156,-0.4645
1974,12,3,4,134,-0.4933
1974,12,3,5,106,-5.7920
1975,1,1,1,272,30.3346
1975,1,1,2,204,27.2815
1975,1,1,3,173,33.3001
1975,1,1,4,164,26.5548
1975,1,1,5,281,32.3598
1975,1,2,1,102,24.5915
1975,1,2,2,88,24.5335
1975,1,2,3,88,26.6894
1975,1,2,4,82,29.1026
1975,1,2,5,107,26.6022
1975,1,3,1,106,12.9000
1975,1,3,2,121,11.1699
1975,1,3,3,156,12.2872
1975,1,3,4,134,11.5409
1975,1,3,5,106,20.1080
1975,2,1,1,272,4.8004
1975,2,1,2,204,5.9991
1975,2,1,3,172,4.0083
1975,2,1,4,164,4.9393
1975,2,1,5,282,4.0844
1975,2,2,1,102,2.5869
1975,2,2,2,87,5.1998
1975,2,2,3,88,4.8903
1975,2,2,4,82,2.5919
1975,2,2,5,107,5.4465
1975,2,3,1,106,3.8805
1975,2,3,2,121,11.6951
1975,2,3,3,156,7.6533
1975,2,3,4,134,3.7687
1975,2,3,5,106,6.6631
1975,3,1,1,273,9.8587
1975,3,1,2,205,7.3539
1975,3,1,3,172,8.5499
1975,3,1,4,164,9.5850
1975,3,1,5,283,9.2382
1975,3,2,1,102,5.3790
1975,3,2,2,87,8.6209
1975,3,2,3,88,6.3392
1975,3,2,4,82,7.8523
1975,3,2,5,107,7.8130
1975,3,3,1,106,3.9056
1975,3,3,2,121,1.4653
1975,3,3,3,156,3.7010
1975,3,3,4,134,1.8266
1975,3,3,5,106,4.2758
1975,4,1,1,273,3.9950
1975,4,1,2,205,4.9375
1975,4,1,3,171,0.7068
1975,4,1,4,163,4.4321
1975,4,1,5,284,4.2925
1975,4,2,1,102,6.3459
1975,4,2,2,87,5.1812
1975,4,2,3,88,3.3147
1975,4,2,4,82,1.6363
1975,4,2,5,107,5.7780
1975,4,3,1,106,5.5302
1975,4,3,2,121,5.3170
1975,4,3,3,156,6.4701
1975,4,3,4,134,2.3227
1975,4,3,5,106,4.8072
1975,5,1,1,272,7.1539
1975,5,1,2,204,7.6747
1975,5,1,3,170,8.7060
1975,5,1,4,162,8.9562
1975,5,1,5,283,7.0645
1975,5,2,1,102,5.7163
1975,5,2,2,87,8.8689
1975,5,2,3,88,7.4849
1975,5,2,4,82,9.0908
1975,5,2,5,107,9.2343
1975,5,3,1,106,6.6488
1975,5,3,2,121,3.7522
1975,5,3,3,156,5.9992
1975,5,3,4,134,5.1171
1975,5,3,5,106,4.5026
1975,6,1,1,272,8.0426
1975,6,1,2,204,7.4228
1975,6,1,3,170,6.7204
1975,6,1,4,162,9.3611
1975,6,1,5,283,8.6825
1975,6,2,1,102,9.1487
1975,6,2,2,87,6.1124
1975,6,2,3,87,6.1529
1975,6,2,4,82,6.1995
1975,6,2,5,107,8.4439
1975,6,3,1,106,6.1043
1975,6,3,2,121,3.6223
1975,6,3,3,156,4.2388
1975,6,3,4,134,6.0252
1975,6,3,5,106,6.6450
1975,7,1,1,486,0.1498
1975,7,1,2,379,-0.3800
1975,7,1,3,159,-1.1991
1975,7,1,4,216,-1.4008
1975,7,1,5,328,-0.8165
1975,7,2,1,115,-3.3818
1975,7,2,2,146,-3.2521
1975,7,2,3,70,-2.7741
1975,7,2,4,104,-2.4780
1975,7,2,5,142,-5.3190
1975,7,3,1,92,-6.6876
1975,7,3,2,160,-6.8942
1975,7,3,3,131,-6.8317
1975,7,3,4,138,-5.0705
1975,7,3,5,128,-6.9507
1975,8,1,1,486,-6.4483
1975,8,1,2,379,-6.9631
1975,8,1,3,159,-6.2648
1975,8,1,4,216,-6.0508
1975,8,1,5,327,-5.7970
1975,8,2,1,115,-3.0607
1975,8,2,2,145,-4.6031
1975,8,2,3,70,-4.7385
1975,8,2,4,104,-3.4654
1975,8,2,5,142,-6.3990
1975,8,3,1,92,-1.1919
1975,8,3,2,160,-0.6732
1975,8,3,3,131,-1.7613
1975,8,3,4,138,-1.4077
1975,8,3,5,128,-2.9246
1975,9,1,1,486,-4.1259
1975,9,1,2,378,-2.4712
1975,9,1,3,159,-2.4492
1975,9,1,4,215,-3.6668
1975,9,1,5,326,-3.5482
1975,9,2,1,115,-3.5228
1975,9,2,2,145,-3.6776
1975,9,2,3,70,-2.8640
1975,9,2,4,104,-3.2753
1975,9,2,5,142,-4.8384
1975,9,3,1,92,-0.2514
1975,9,3,2,160,-4.2953
1975,9,3,3,131,-3.3652
1975,9,3,4,138,-2.7564
1975,9,3,5,128,-5.2806
1975,10,1,1,486,1.2244
1975,10,1,2,377,2.5751
1975,10,1,3,158,2.0786
1975,10,1,4,215,2.2009
1975,10,1,5,326,2.2626
1975,10,2,1,115,2.4453
1975,10,2,2,146,4.2443
1975,10,2,3,70,0.6670
1975,10,2,4,104,3.6750
1975,10,2,5,142,1.8013
1975,10,3,1,92,5.5170
1975,10,3,2,160,6.3346
1975,10,3,3,131,7.6281
1975,10,3,4,137,5.1246
1975,10,3,5,128,7.8060
1975,11,1,1,485,3.0192
1975,11,1,2,374,3.0351
1975,11,1,3,158,3.5045
1975,11,1,4,217,1.9590
1975,11,1,5,327,2.4306
1975,11,2,1,115,3.9975
1975,11,2,2,146,4.0928
1975,11,2,3,70,3.4054
1975,11,2,4,104,1.1150
1975,11,2,5,142,2.1612
1975,11,3,1,92,4.6666
1975,11,3,2,160,2.4072
1975,11,3,3,131,2.9797
1975,11,3,4,137,2.7285
1975,11,3,5,128,2.4364
1975,12,1,1,484,-0.9314
1975,12,1,2,374,-2.6240
1975,12,1,3,159,-1.3089
1975,12,1,4,217,-0.8323
1975,12,1,5,325,-1.3416
1975,12,2,1,115,-1.2703
1975,12,2,2,146,-1.5998
1975,12,2,3,70,-0.1599
1975,12,2,4,104,0.1270
1975,12,2,5,142,-2.3976
1975,12,3,1,91,-0.3426
1975,12,3,2,160,-1.5916
1975,12,3,3,131,-2.5131
1975,12,3,4,138,-0.1841
1975,12,3,5,128,-0.4637
1976,1,1,1,467,22.2237
1976,1,1,2,361,23.1402
1976,1,1,3,153,22.4661
1976,1,1,4,207,22.0264
1976,1,1,5,319,24.0937
1976,1,2,1,114,17.1368
1976,1,2,2,146,18.9603
1976,1,2,3,70,19.8840
1976,1,2,4,104,19.1639
1976,1,2,5,141,18.6727
1976,1,3,1,91,13.2516
1976,1,3,2,160,12.1245
1976,1,3,3,130,10.5871
1976,1,3,4,138,11.1577
1976,1,3,5,128,14.7741
1976,2,1,1,467,11.1926
1976,2,1,2,361,12.5181
1976,2,1,3,153,11.4998
1976,2,1,4,207,11.1758
1976,2,1,5,319,12.2029
1976,2,2,1,113,6.2366
1976,2,2,2,146,7.7065
1976,2,2,3,70,9.5541
1976,2,2,4,104,5.7751
1976,2,2,5,140,8.1713
1976,2,3,1,92,0.1414
1976,2,3,2,160,-0.6440
1976,2,3,3,130,-1.1563
1976,2,3,4,138,-0.1956
1976,2,3,5,128,0.0304
1976,3,1,1,479,0.9597
1976,3,1,2,368,1.6432
1976,3,1,3,155,2.7959
1976,3,1,4,215,2.3324
1976,3,1,5,311,0.6731
1976,3,2,1,114,2.0260
1976,3,2,2,146,2.7630
1976,3,2,3,70,-1.4499
1976,3,2,4,103,3.1985
1976,3,2,5,140,0.5269
1976,3,3,1,91,1.9604
1976,3,3,2,160,2.3776
1976,3,3,3,130,4.8500
1976,3,3,4,138,2.6017
1976,3,3,5,128,0.5887
1976,4,1,1,479,-1.0438
1976,4,1,2,366,-2.4678
1976,4,1,3,154,-1.9271
1976,4,1,4,214,-1.4746
1976,4,1,5,310,-0.9681
1976,4,2,1,114,-0.0170
1976,4,2,2,145,-1.4059
1976,4,2,3,69,-0.1402
1976,4,2,4,103,0.2098
1976,4,2,5,139,-2.1002
1976,4,3,1,91,-1.3752
1976,4,3,2,160,-1.9188
1976,4,3,3,130,-1.5209
1976,4,3,4,138,0.4946
1976,4,3,5,128,-0.3926
1976,5,1,1,481,-2.9634
1976,5,1,2,372,-3.8040
1976,5,1,3,156,-2.7000
1976,5,1,4,214,-3.4833
1976,5,1,5,320,-2.4370
1976,5,2,1,114,-0.9589
1976,5,2,2,144,-2.0529
1976,5,2,3,69,-2.8422
1976,5,2,4,104,-2.9001
1976,5,2,5,138,-0.4604
1976,5,3,1,91,1.3419
1976,5,3,2,160,-0.7207
1976,5,3,3,130,-1.4365
1976,5,3,4,138,-1.3781
1976,5,3,5,128,-0.4965
1976,6,1,1,478,2.4500
1976,6,1,2,373,2.9658
1976,6,1,3,156,2.7805
1976,6,1,4,214,3.1290
1976,6,1,5,318,3.6149
1976,6,2,1,114,3.9288
1976,6,2,2,144,3.3359
1976,6,2,3,68,4.1784
1976,6,2,4,104,6.3415
1976,6,2,5,139,7.2032
1976,6,3,1,91,6.4475
1976,6,3,2,160,4.2093
1976,6,3,3,130,3.1444
1976,6,3,4,138,5.5174
1976,6,3,5,126,2.6971
1976,7,1,1,606,-0.1260
1976,7,1,2,361,-1.3657
1976,7,1,3,343,0.6291
1976,7,1,4,235,-0.4216
1976,7,1,5,337,0.7368
1976,7,2,1,131,0.7002
1976,7,2,2,111,-0.5767
1976,7,2,3,125,-0.7991
1976,7,2,4,102,0.2794
1976,7,2,5,117,0.6106
1976,7,3,1,84,-0.7378
1976,7,3,2,122,-0.7328
1976,7,3,3,146,-1.3628
1976,7,3,4,159,-0.7492
1976,7,3,5,139,-1.0186
1976,8,1,1,543,-1.3786
1976,8,1,2,317,-2.1773
1976,8,1,3,301,-1.5417
1976,8,1,4,217,-2.6966
1976,8,1,5,311,-3.2080
1976,8,2,1,126,-3.3052
1976,8,2,2,109,-2.3835
1976,8,2,3,123,-2.4741
1976,8,2,4,101,-1.2316
1976,8,2,5,116,-2.3336
1976,8,3,1,84,-2.2944
1976,8,3,2,122,-1.1611
1976,8,3,3,145,0.2973
1976,8,3,4,157,0.4420
1976,8,3,5,139,0.0086
1976,9,1,1,535,1.3556
1976,9,1,2,316,2.3392
1976,9,1,3,302,0.7935
1976,9,1,4,216,2.3713
1976,9,1,5,311,2.3609
1976,9,2,1,123,2.6831
1976,9,2,2,108,2.4418
1976,9,2,3,123,3.0105
1976,9,2,4,101,4.3125
1976,9,2,5,115,4.5864
1976,9,3,1,84,2.4244
1976,9,3,2,122,2.1068
1976,9,3,3,145,2.3272
1976,9,3,4,157,3.1327
1976,9,3,5,139,3.0788
1976,10,1,1,587,-2.3291
1976,10,1,2,353,-2.2947
1976,10,1,3,338,-2.3619
1976,10,1,4,232,-2.3399
1976,10,1,5,336,-2.5599
1976,10,2,1,127,-1.5422
1976,10,2,2,107,-3.4762
1976,10,2,3,123,-2.8894
1976,10,2,4,101,-1.8871
1976,10,2,5,115,-3.2226
1976,10,3,1,84,-4.3640
1976,10,3,2,122,-2.1030
1976,10,3,3,144,-3.0922
1976,10,3,4,158,-1.1180
1976,10,3,5,139,-2.0132
1976,11,1,1,587,3.2285
1976,11,1,2,353,3.1207
1976,11,1,3,339,2.6367
1976,11,1,4,233,2.5877
1976,11,1,5,334,3.9553
1976,11,2,1,127,5.6917
1976,11,2,2,107,3.5327
1976,11,2,3,123,3.7433
1976,11,2,4,101,3.1715
1976,11,2,5,115,3.6909
1976,11,3,1,84,1.2866
1976,11,3,2,122,1.7984
1976,11,3,3,144,-0.0833
1976,11,3,4,158,0.8262
1976,11,3,5,139,-0.6759
1976,12,1,1,593,9.4260
1976,12,1,2,354,9.9329
1976,12,1,3,342,10.2543
1976,12,1,4,233,9.1490
1976,12,1,5,332,9.9662
1976,12,2,1,127,10.6073
1976,12,2,2,109,9.6654
1976,12,2,3,125,8.1294
1976,12,2,4,102,9.0073
1976,12,2,5,115,8.1101
1976,12,3,1,84,7.1093
1976,12,3,2,122,6.8159
1976,12,3,3,145,4.1450
1976,12,3,4,158,6.1217
1976,12,3,5,139,4.6031
1977,1,1,1,578,4.5605
1977,1,1,2,349,3.7583
1977,1,1,3,340,3.8151
1977,1,1,4,229,3.7742
1977,1,1,5,331,5.6600
1977,1,2,1,124,0.3197
1977,1,2,2,108,0.7845
1977,1,2,3,125,-0.1975
1977,1,2,4,101,3.2549
1977,1,2,5,113,2.6715
1977,1,3,1,84,-3.9425
1977,1,3,2,121,-3.0212
1977,1,3,3,145,-4.8421
1977,1,3,4,158,-3.2239
1977,1,3,5,139,-5.2443
1977,2,1,1,574,-0.0401
1977,2,1,2,347,-0.2883
1977,2,1,3,337,0.4826
1977,2,1,4,229,-0.2639
1977,2,1,5,331,-0.7945
1977,2,2,1,123,-1.3896
1977,2,2,2,108,-0.6168
1977,2,2,3,121,-0.6132
1977,2,2,4,101,-2.1539
1977,2,2,5,112,-0.9375
1977,2,3,1,84,-3.7934
1977,2,3,2,121,-2.3611
1977,2,3,3,144,-0.5324
1977,2,3,4,157,-1.8204
1977,2,3,5,139,-2.2137
1977,3,1,1,585,1.1157
1977,3,1,2,349,0.2202
1977,3,1,3,337,1.7984
1977,3,1,4,229,0.6876
