year,month,rank_ME,rank_IG2,nstocks,ret_vw
1981,2,2,4,100,1.1708
1981,2,2,5,176,0.7952
1981,2,3,1,99,1.1665
1981,2,3,2,141,1.9061
1981,2,3,3,155,2.4075
1981,2,3,4,154,1.8790
1981,2,3,5,107,1.9430
1981,3,1,1,502,7.3855
1981,3,1,2,183,9.7092
1981,3,1,3,168,8.3219
1981,3,1,4,241,8.0473
1981,3,1,5,431,9.4765
1981,3,2,1,131,6.3891
1981,3,2,2,93,10.2290
1981,3,2,3,101,5.6779
1981,3,2,4,100,6.4692
1981,3,2,5,174,8.2235
1981,3,3,1,99,3.6332
1981,3,3,2,141,4.2276
1981,3,3,3,154,2.4831
1981,3,3,4,153,3.7938
1981,3,3,5,106,6.9355
1981,4,1,1,498,4.3643
1981,4,1,2,183,3.4448
1981,4,1,3,168,5.0598
1981,4,1,4,240,3.6591
1981,4,1,5,431,3.9055
1981,4,2,1,127,1.6422
1981,4,2,2,93,0.2581
1981,4,2,3,101,3.4127
1981,4,2,4,99,3.0462
1981,4,2,5,173,1.7376
1981,4,3,1,99,-0.8151
1981,4,3,2,141,-3.0611
1981,4,3,3,154,-0.1004
1981,4,3,4,152,-4.4769
1981,4,3,5,107,-0.1309
1981,5,1,1,492,3.2890
1981,5,1,2,183,3.4477
1981,5,1,3,167,5.5307
1981,5,1,4,239,3.2545
1981,5,1,5,430,4.8289
1981,5,2,1,127,2.7089
1981,5,2,2,93,2.0428
1981,5,2,3,101,3.8073
1981,5,2,4,99,4.3714
1981,5,2,5,171,3.7413
1981,5,3,1,99,0.6743
1981,5,3,2,141,-0.8990
1981,5,3,3,154,1.4327
1981,5,3,4,152,-0.9781
1981,5,3,5,104,2.4345
1981,6,1,1,490,-0.5640
1981,6,1,2,183,1.0444
1981,6,1,3,165,-3.0927
1981,6,1,4,237,-0.2398
1981,6,1,5,431,-1.9891
1981,6,2,1,126,-2.2230
1981,6,2,2,93,-2.7595
1981,6,2,3,99,-2.1448
1981,6,2,4,98,-2.2123
1981,6,2,5,168,-3.7081
1981,6,3,1,99,-0.4263
1981,6,3,2,140,1.5596
1981,6,3,3,154,-1.1350
1981,6,3,4,151,-0.6485
1981,6,3,5,104,-4.7367
1981,7,1,1,557,-2.7671
1981,7,1,2,238,-2.6420
1981,7,1,3,191,-2.7675
1981,7,1,4,188,-2.9567
1981,7,1,5,428,-3.1491
1981,7,2,1,115,-1.4212
1981,7,2,2,97,-0.9298
1981,7,2,3,102,-3.1573
1981,7,2,4,105,-1.9369
1981,7,2,5,161,-2.2421
1981,7,3,1,78,-1.3097
1981,7,3,2,137,-1.0144
1981,7,3,3,164,1.7415
1981,7,3,4,151,-0.1977
1981,7,3,5,133,2.4482
1981,8,1,1,554,-8.7376
1981,8,1,2,237,-6.7759
1981,8,1,3,189,-8.3777
1981,8,1,4,187,-7.5001
1981,8,1,5,424,-8.5112
1981,8,2,1,114,-6.3035
1981,8,2,2,97,-7.3142
1981,8,2,3,102,-6.6885
1981,8,2,4,105,-5.2050
1981,8,2,5,160,-8.7829
1981,8,3,1,77,-4.7511
1981,8,3,2,137,-4.2719
1981,8,3,3,163,-6.1683
1981,8,3,4,150,-5.7226
1981,8,3,5,133,-6.0186
1981,9,1,1,549,-8.7756
1981,9,1,2,233,-7.4489
1981,9,1,3,187,-8.7700
1981,9,1,4,183,-6.0216
1981,9,1,5,420,-9.8900
1981,9,2,1,113,-5.8115
1981,9,2,2,98,-6.5128
1981,9,2,3,102,-5.8878
1981,9,2,4,105,-8.6206
1981,9,2,5,159,-8.9604
1981,9,3,1,77,-4.3334
1981,9,3,2,137,-1.9948
1981,9,3,3,162,-6.2469
1981,9,3,4,150,-6.0630
1981,9,3,5,130,-8.8856
1981,10,1,1,544,8.9040
1981,10,1,2,231,8.0939
1981,10,1,3,183,7.2237
1981,10,1,4,181,7.3371
1981,10,1,5,420,7.9594
1981,10,2,1,113,8.0279
1981,10,2,2,98,7.4010
1981,10,2,3,102,6.5005
1981,10,2,4,105,7.8098
1981,10,2,5,158,6.3927
1981,10,3,1,78,8.3572
1981,10,3,2,137,5.5999
1981,10,3,3,161,6.4884
1981,10,3,4,149,1.4747
1981,10,3,5,129,10.9067
1981,11,1,1,546,1.8293
1981,11,1,2,233,1.9600
1981,11,1,3,181,3.1911
1981,11,1,4,180,2.4396
1981,11,1,5,420,1.6886
1981,11,2,1,111,3.9578
1981,11,2,2,98,3.5261
1981,11,2,3,102,5.2250
1981,11,2,4,105,2.1002
1981,11,2,5,157,2.1219
1981,11,3,1,78,3.9428
1981,11,3,2,137,3.7709
1981,11,3,3,159,4.5323
1981,11,3,4,149,5.4855
1981,11,3,5,129,3.8042
1981,12,1,1,544,-1.0861
1981,12,1,2,230,-1.1134
1981,12,1,3,182,-1.2846
1981,12,1,4,179,-2.6945
1981,12,1,5,417,-1.9899
1981,12,2,1,109,-2.3575
1981,12,2,2,97,0.1604
1981,12,2,3,102,-0.6867
1981,12,2,4,105,-1.6950
1981,12,2,5,157,-2.1699
1981,12,3,1,78,-1.7182
1981,12,3,2,137,-2.3197
1981,12,3,3,159,-2.8088
1981,12,3,4,149,-2.4373
1981,12,3,5,128,-3.7335
1982,1,1,1,541,-0.5594
1982,1,1,2,231,-0.6080
1982,1,1,3,181,-1.9638
1982,1,1,4,178,-1.4102
1982,1,1,5,414,-2.0637
1982,1,2,1,108,-3.1672
1982,1,2,2,96,-3.8024
1982,1,2,3,102,-2.3313
1982,1,2,4,105,-3.8543
1982,1,2,5,156,-5.6895
1982,1,3,1,77,-1.7369
1982,1,3,2,136,0.1473
1982,1,3,3,159,-3.0649
1982,1,3,4,149,-1.0661
1982,1,3,5,128,-5.5714
1982,2,1,1,538,-3.1153
1982,2,1,2,229,-3.3592
1982,2,1,3,180,-2.7242
1982,2,1,4,176,-2.7241
1982,2,1,5,415,-4.7501
1982,2,2,1,109,-3.4848
1982,2,2,2,96,-3.2980
1982,2,2,3,102,-2.1592
1982,2,2,4,105,-6.2150
1982,2,2,5,156,-6.3748
1982,2,3,1,76,-2.2155
1982,2,3,2,136,-3.7232
1982,2,3,3,159,-5.3750
1982,2,3,4,148,-4.5215
1982,2,3,5,128,-8.5083
1982,3,1,1,537,-1.1118
1982,3,1,2,223,-0.7678
1982,3,1,3,177,0.1288
1982,3,1,4,175,0.1325
1982,3,1,5,409,-1.1369
1982,3,2,1,108,1.1748
1982,3,2,2,96,-0.1613
1982,3,2,3,102,-0.6528
1982,3,2,4,103,0.5938
1982,3,2,5,155,-1.6163
1982,3,3,1,76,0.3171
1982,3,3,2,136,1.2761
1982,3,3,3,159,-0.1090
1982,3,3,4,148,-1.2124
1982,3,3,5,128,-3.4351
1982,4,1,1,532,5.3462
1982,4,1,2,222,4.0835
1982,4,1,3,175,6.1644
1982,4,1,4,174,4.1755
1982,4,1,5,407,6.7857
1982,4,2,1,106,6.2192
1982,4,2,2,95,5.5287
1982,4,2,3,101,5.5914
1982,4,2,4,102,5.7900
1982,4,2,5,155,5.6633
1982,4,3,1,76,5.1550
1982,4,3,2,136,2.9589
1982,4,3,3,158,4.3766
1982,4,3,4,146,4.5766
1982,4,3,5,127,5.6716
1982,5,1,1,526,-2.1189
1982,5,1,2,221,-1.0020
1982,5,1,3,175,-1.6203
1982,5,1,4,168,-1.0188
1982,5,1,5,407,-1.2203
1982,5,2,1,106,-1.8851
1982,5,2,2,95,-1.5354
1982,5,2,3,101,-3.1155
1982,5,2,4,102,-3.3381
1982,5,2,5,156,-4.1006
1982,5,3,1,76,-3.5013
1982,5,3,2,136,-2.9775
1982,5,3,3,157,-2.7391
1982,5,3,4,145,-1.9274
1982,5,3,5,127,-2.0042
1982,6,1,1,518,-2.3463
1982,6,1,2,218,-1.0592
1982,6,1,3,176,-2.1433
1982,6,1,4,164,-1.1896
1982,6,1,5,402,-2.6998
1982,6,2,1,106,-2.8715
1982,6,2,2,94,-1.0302
1982,6,2,3,101,0.7198
1982,6,2,4,102,-0.5095
1982,6,2,5,156,-2.9647
1982,6,3,1,76,-0.0008
1982,6,3,2,136,-2.1560
1982,6,3,3,156,-1.3830
1982,6,3,4,145,-0.6350
1982,6,3,5,128,-5.0052
1982,7,1,1,560,-0.6029
1982,7,1,2,227,-0.1591
1982,7,1,3,185,-0.3348
1982,7,1,4,192,1.5787
1982,7,1,5,482,-3.1446
1982,7,2,1,128,-0.6929
1982,7,2,2,83,0.9832
1982,7,2,3,98,-1.4643
1982,7,2,4,93,-0.1214
1982,7,2,5,155,-3.5124
1982,7,3,1,68,-0.8847
1982,7,3,2,134,-0.0835
1982,7,3,3,153,-0.1248
1982,7,3,4,153,-4.2350
1982,7,3,5,137,-4.6605
1982,8,1,1,558,5.6670
1982,8,1,2,225,5.7361
1982,8,1,3,185,5.2424
1982,8,1,4,192,5.5842
1982,8,1,5,478,6.4860
1982,8,2,1,127,9.0976
1982,8,2,2,83,9.8284
1982,8,2,3,96,10.2879
1982,8,2,4,93,9.8339
1982,8,2,5,154,9.0470
1982,8,3,1,68,12.4418
1982,8,3,2,134,13.1523
1982,8,3,3,152,12.5495
1982,8,3,4,153,11.6700
1982,8,3,5,136,13.6505
1982,9,1,1,552,3.6435
1982,9,1,2,226,4.0699
1982,9,1,3,185,4.2726
1982,9,1,4,190,4.9060
1982,9,1,5,482,2.7570
1982,9,2,1,127,4.3029
1982,9,2,2,81,3.2682
1982,9,2,3,96,3.7429
1982,9,2,4,93,4.9442
1982,9,2,5,154,0.5333
1982,9,3,1,67,0.3303
1982,9,3,2,134,0.3001
1982,9,3,3,151,0.9012
1982,9,3,4,154,1.3992
1982,9,3,5,136,1.1537
1982,10,1,1,544,10.9323
1982,10,1,2,223,12.4704
1982,10,1,3,184,15.1687
1982,10,1,4,189,12.6096
1982,10,1,5,480,15.1759
1982,10,2,1,125,12.1737
1982,10,2,2,80,12.9691
1982,10,2,3,96,11.1371
1982,10,2,4,92,12.1608
1982,10,2,5,153,15.9012
1982,10,3,1,67,12.8497
1982,10,3,2,133,11.2690
1982,10,3,3,151,9.9090
1982,10,3,4,154,10.5886
1982,10,3,5,136,12.3268
1982,11,1,1,542,10.9161
1982,11,1,2,222,9.2701
1982,11,1,3,184,11.7103
1982,11,1,4,188,9.2460
1982,11,1,5,474,9.1553
1982,11,2,1,122,8.4952
1982,11,2,2,80,11.5754
1982,11,2,3,96,8.0574
1982,11,2,4,91,8.0254
1982,11,2,5,152,6.1526
1982,11,3,1,67,5.9820
1982,11,3,2,132,6.1547
1982,11,3,3,151,5.1996
1982,11,3,4,154,1.6576
1982,11,3,5,136,6.1317
1982,12,1,1,542,2.2347
1982,12,1,2,222,3.3430
1982,12,1,3,185,3.3151
1982,12,1,4,187,1.3146
1982,12,1,5,473,1.5821
1982,12,2,1,122,0.9642
1982,12,2,2,80,2.4401
1982,12,2,3,96,2.1556
1982,12,2,4,91,0.2671
1982,12,2,5,151,1.7660
1982,12,3,1,66,2.6085
1982,12,3,2,132,1.3158
1982,12,3,3,151,2.2874
1982,12,3,4,154,2.3716
1982,12,3,5,136,-0.8538
1983,1,1,1,538,10.2256
1983,1,1,2,221,7.5707
1983,1,1,3,184,7.7336
1983,1,1,4,184,11.0373
1983,1,1,5,472,10.1329
1983,1,2,1,122,4.0421
1983,1,2,2,80,5.8790
1983,1,2,3,96,5.9282
1983,1,2,4,90,4.9745
1983,1,2,5,150,8.5869
1983,1,3,1,65,4.3232
1983,1,3,2,132,2.5076
1983,1,3,3,151,5.1096
1983,1,3,4,153,3.0887
1983,1,3,5,135,4.8902
1983,2,1,1,532,7.7608
1983,2,1,2,217,5.6569
1983,2,1,3,182,8.7272
1983,2,1,4,182,5.3038
1983,2,1,5,468,5.1766
1983,2,2,1,121,7.0263
1983,2,2,2,79,8.2292
1983,2,2,3,96,6.0944
1983,2,2,4,89,6.5329
1983,2,2,5,148,2.5246
1983,2,3,1,65,3.4413
1983,2,3,2,131,4.4726
1983,2,3,3,151,2.1893
1983,2,3,4,153,1.5973
1983,2,3,5,135,3.8120
1983,3,1,1,527,6.0147
1983,3,1,2,217,7.7786
1983,3,1,3,181,7.2234
1983,3,1,4,181,4.7411
1983,3,1,5,465,3.4826
1983,3,2,1,120,6.4067
1983,3,2,2,79,4.4901
1983,3,2,3,96,4.6232
1983,3,2,4,89,4.0025
1983,3,2,5,148,3.3034
1983,3,3,1,65,4.7758
1983,3,3,2,131,4.1900
1983,3,3,3,150,1.7984
1983,3,3,4,152,2.8449
1983,3,3,5,136,3.0467
1983,4,1,1,524,7.8729
1983,4,1,2,218,7.4338
1983,4,1,3,179,9.8652
1983,4,1,4,181,7.1091
1983,4,1,5,461,7.0657
1983,4,2,1,120,7.5732
1983,4,2,2,79,6.3486
1983,4,2,3,96,6.0877
1983,4,2,4,88,7.8422
1983,4,2,5,148,5.0926
1983,4,3,1,65,5.7852
1983,4,3,2,131,5.6713
1983,4,3,3,150,7.7571
1983,4,3,4,151,7.2501
1983,4,3,5,135,6.1164
1983,5,1,1,519,9.0481
1983,5,1,2,217,7.1207
1983,5,1,3,177,10.8750
1983,5,1,4,180,10.9925
1983,5,1,5,461,10.5099
1983,5,2,1,120,5.8550
1983,5,2,2,79,3.5669
1983,5,2,3,96,5.7000
1983,5,2,4,88,3.4273
1983,5,2,5,148,7.6347
1983,5,3,1,65,1.3994
1983,5,3,2,131,-0.6543
1983,5,3,3,150,-0.9134
1983,5,3,4,151,0.0855
1983,5,3,5,135,1.3763
1983,6,1,1,514,5.4167
1983,6,1,2,215,5.8982
1983,6,1,3,176,4.3160
1983,6,1,4,180,4.5070
1983,6,1,5,461,3.3066
1983,6,2,1,120,8.2050
1983,6,2,2,78,4.4755
1983,6,2,3,96,5.0147
1983,6,2,4,88,5.7223
1983,6,2,5,147,5.4654
1983,6,3,1,65,2.1274
1983,6,3,2,130,2.1547
1983,6,3,3,149,3.5509
1983,6,3,4,151,5.5466
1983,6,3,5,135,4.6960
1983,7,1,1,541,-1.7347
1983,7,1,2,259,-0.9302
1983,7,1,3,164,-1.7407
1983,7,1,4,212,-0.8967
1983,7,1,5,528,-3.1459
1983,7,2,1,117,-2.9963
1983,7,2,2,113,-1.9108
1983,7,2,3,67,-0.4924
1983,7,2,4,88,-1.8574
1983,7,2,5,167,-4.4561
1983,7,3,1,76,-3.4403
1983,7,3,2,125,-2.6632
1983,7,3,3,161,-2.9721
1983,7,3,4,145,-3.0298
1983,7,3,5,135,-4.8670
1983,8,1,1,536,-3.8797
1983,8,1,2,258,-2.1564
1983,8,1,3,164,-2.9302
1983,8,1,4,211,-3.1686
1983,8,1,5,524,-3.8174
1983,8,2,1,117,-3.4608
1983,8,2,2,112,-3.6434
1983,8,2,3,67,-1.6191
1983,8,2,4,88,-2.2333
1983,8,2,5,167,-3.5439
1983,8,3,1,76,-1.9702
1983,8,3,2,125,2.4735
1983,8,3,3,161,0.9904
1983,8,3,4,144,2.1590
1983,8,3,5,135,0.5563
1983,9,1,1,532,0.1699
1983,9,1,2,257,0.9481
1983,9,1,3,163,0.0724
1983,9,1,4,208,0.7028
1983,9,1,5,521,-0.0928
1983,9,2,1,116,3.4038
1983,9,2,2,111,3.1170
1983,9,2,3,67,5.4393
1983,9,2,4,87,3.0672
1983,9,2,5,166,0.6704
1983,9,3,1,76,3.5927
1983,9,3,2,125,2.8038
1983,9,3,3,160,2.6783
1983,9,3,4,144,1.1647
1983,9,3,5,134,-0.5626
1983,10,1,1,527,-6.0006
1983,10,1,2,257,-4.5234
1983,10,1,3,161,-4.0316
1983,10,1,4,208,-6.1414
1983,10,1,5,514,-6.8407
1983,10,2,1,116,-4.9613
1983,10,2,2,111,-4.6364
1983,10,2,3,67,-4.9399
1983,10,2,4,86,-4.4051
1983,10,2,5,166,-7.5505
1983,10,3,1,75,-1.5596
1983,10,3,2,125,-1.9539
1983,10,3,3,160,-0.7575
1983,10,3,4,144,-0.0220
1983,10,3,5,132,-5.5328
1983,11,1,1,526,5.1268
1983,11,1,2,256,3.8318
1983,11,1,3,160,4.7113
1983,11,1,4,208,2.2280
1983,11,1,5,511,3.4491
1983,11,2,1,116,4.9923
1983,11,2,2,111,6.0359
1983,11,2,3,66,5.9063
1983,11,2,4,84,5.0815
1983,11,2,5,165,5.1272
1983,11,3,1,75,6.6133
1983,11,3,2,125,3.7225
1983,11,3,3,160,0.6483
1983,11,3,4,143,0.7710
1983,11,3,5,132,3.8602
1983,12,1,1,524,-0.5429
1983,12,1,2,256,-1.8056
1983,12,1,3,159,-0.2913
1983,12,1,4,208,-0.2758
1983,12,1,5,511,-2.7433
1983,12,2,1,116,-1.2412
1983,12,2,2,110,-0.6084
1983,12,2,3,66,0.0651
1983,12,2,4,84,-1.7144
1983,12,2,5,165,-2.4602
1983,12,3,1,75,-2.0061
1983,12,3,2,125,-0.6033
1983,12,3,3,160,-0.9642
1983,12,3,4,143,0.1056
1983,12,3,5,132,-1.0830
1984,1,1,1,518,0.1022
1984,1,1,2,254,1.2758
1984,1,1,3,159,-0.3483
1984,1,1,4,207,-0.9059
1984,1,1,5,509,-0.7505
1984,1,2,1,115,0.0081
1984,1,2,2,110,-0.8984
1984,1,2,3,66,-4.4021
1984,1,2,4,84,-3.1169
1984,1,2,5,165,-4.3505
1984,1,3,1,75,-3.5542
1984,1,3,2,123,-1.8053
1984,1,3,3,159,-0.7397
1984,1,3,4,143,1.1861
1984,1,3,5,131,-2.7666
1984,2,1,1,513,-6.6133
1984,2,1,2,249,-4.5905
1984,2,1,3,157,-5.3253
1984,2,1,4,204,-5.0528
1984,2,1,5,503,-6.1559
1984,2,2,1,114,-5.8571
1984,2,2,2,110,-3.3482
1984,2,2,3,66,-3.9968
1984,2,2,4,84,-5.2620
1984,2,2,5,165,-6.3165
1984,2,3,1,75,-6.6693
1984,2,3,2,122,-4.3377
1984,2,3,3,159,-3.0423
1984,2,3,4,143,-1.4720
1984,2,3,5,131,-5.8530
1984,3,1,1,512,1.4805
1984,3,1,2,247,1.3873
1984,3,1,3,153,1.3083
1984,3,1,4,202,1.4158
1984,3,1,5,498,0.7417
1984,3,2,1,114,1.8382
1984,3,2,2,107,1.2575
1984,3,2,3,64,1.2209
1984,3,2,4,83,1.7686
1984,3,2,5,164,1.0446
1984,3,3,1,75,3.2672
1984,3,3,2,122,2.2136
1984,3,3,3,159,1.4594
1984,3,3,4,141,1.0197
1984,3,3,5,131,1.0495
1984,4,1,1,512,-1.1310
1984,4,1,2,246,0.4906
1984,4,1,3,153,-2.0865
1984,4,1,4,202,-1.1971
1984,4,1,5,496,-2.6893
1984,4,2,1,114,-0.0792
1984,4,2,2,105,1.8522
1984,4,2,3,63,0.3951
1984,4,2,4,83,-0.1660
1984,4,2,5,163,-0.4656
1984,4,3,1,75,-0.6474
1984,4,3,2,122,-0.5908
1984,4,3,3,159,1.0508
1984,4,3,4,141,2.2145
1984,4,3,5,131,0.9516
1984,5,1,1,503,-4.8269
1984,5,1,2,246,-3.9894
1984,5,1,3,153,-6.4968
1984,5,1,4,200,-4.4422
1984,5,1,5,494,-4.5779
1984,5,2,1,114,-5.9936
1984,5,2,2,104,-3.4113
1984,5,2,3,63,-2.9489
1984,5,2,4,82,-6.1903
1984,5,2,5,162,-6.3141
1984,5,3,1,75,-7.6184
1984,5,3,2,122,-5.2143
1984,5,3,3,158,-3.9090
1984,5,3,4,141,-4.5334
1984,5,3,5,131,-4.2508
1984,6,1,1,498,3.8629
1984,6,1,2,244,1.8696
1984,6,1,3,153,0.7853
1984,6,1,4,199,2.1535
1984,6,1,5,489,2.4230
1984,6,2,1,114,2.5800
1984,6,2,2,104,1.7904
1984,6,2,3,62,5.8486
1984,6,2,4,81,3.2022
1984,6,2,5,161,3.3763
1984,6,3,1,75,3.0036
1984,6,3,2,122,2.8315
1984,6,3,3,158,1.9941
1984,6,3,4,141,2.8942
1984,6,3,5,131,2.1415
1984,7,1,1,544,-5.5841
1984,7,1,2,260,-4.0087
1984,7,1,3,250,-4.5236
1984,7,1,4,224,-4.5234
1984,7,1,5,595,-4.6266
1984,7,2,1,113,-6.5379
1984,7,2,2,105,-3.3236
1984,7,2,3,82,-4.1192
1984,7,2,4,87,-3.5055
1984,7,2,5,157,-4.7588
1984,7,3,1,84,-3.3100
1984,7,3,2,129,-1.1393
1984,7,3,3,150,-2.3576
1984,7,3,4,140,-1.0591
1984,7,3,5,125,-0.8581
1984,8,1,1,535,10.4299
1984,8,1,2,258,9.7816
1984,8,1,3,249,9.5973
1984,8,1,4,223,9.3722
1984,8,1,5,592,10.1649
1984,8,2,1,112,14.7141
1984,8,2,2,104,10.7450
1984,8,2,3,82,10.8719
1984,8,2,4,87,13.8121
1984,8,2,5,157,13.2748
1984,8,3,1,83,13.3145
1984,8,3,2,128,10.5127
1984,8,3,3,148,11.4770
1984,8,3,4,140,10.8055
1984,8,3,5,125,9.8821
1984,9,1,1,529,-0.2875
1984,9,1,2,257,1.4844
1984,9,1,3,247,-0.0527
1984,9,1,4,223,0.1397
1984,9,1,5,588,-2.2225
1984,9,2,1,112,-0.6554
1984,9,2,2,105,-0.4472
1984,9,2,3,82,0.8425
1984,9,2,4,87,-2.1538
1984,9,2,5,153,-2.0653
1984,9,3,1,82,0.2636
1984,9,3,2,128,0.1859
1984,9,3,3,148,-0.0450
1984,9,3,4,139,-0.5639
1984,9,3,5,125,-2.0344
1984,10,1,1,513,-3.2750
1984,10,1,2,257,-2.8895
1984,10,1,3,245,-3.1636
1984,10,1,4,222,-3.6531
1984,10,1,5,586,-1.6069
1984,10,2,1,110,-2.2480
1984,10,2,2,104,-1.1123
1984,10,2,3,82,-1.2608
1984,10,2,4,86,0.4691
1984,10,2,5,152,-0.9346
1984,10,3,1,82,-0.0333
1984,10,3,2,126,-0.7285
1984,10,3,3,148,1.0826
1984,10,3,4,138,0.5236
1984,10,3,5,125,0.7555
1984,11,1,1,507,-3.6864
1984,11,1,2,256,-2.4920
1984,11,1,3,244,-2.5090
1984,11,1,4,221,-0.9551
1984,11,1,5,577,-4.7219
1984,11,2,1,109,-1.6168
1984,11,2,2,104,-1.3585
1984,11,2,3,81,0.7094
1984,11,2,4,86,-0.8127
1984,11,2,5,153,-3.2230
1984,11,3,1,82,-0.3253
1984,11,3,2,126,-0.9680
1984,11,3,3,146,-0.4260
1984,11,3,4,138,-0.9736
1984,11,3,5,124,-2.2607
1984,12,1,1,496,-0.3255
1984,12,1,2,254,0.3084
1984,12,1,3,242,0.7612
1984,12,1,4,220,2.4541
1984,12,1,5,570,0.7072
1984,12,2,1,109,1.1339
1984,12,2,2,104,2.5826
1984,12,2,3,81,3.2508
1984,12,2,4,85,2.3230
1984,12,2,5,152,2.3096
1984,12,3,1,81,2.6812
1984,12,3,2,124,1.2812
1984,12,3,3,145,2.0977
1984,12,3,4,138,2.7196
1984,12,3,5,123,2.7982
1985,1,1,1,490,10.1236
1985,1,1,2,253,11.7540
1985,1,1,3,241,11.6539
1985,1,1,4,217,11.4167
1985,1,1,5,568,12.9699
1985,1,2,1,108,9.2408
1985,1,2,2,104,10.4413
1985,1,2,3,81,9.7089
1985,1,2,4,85,11.0211
1985,1,2,5,152,13.4589
1985,1,3,1,80,9.2298
1985,1,3,2,124,7.6532
1985,1,3,3,145,6.8511
1985,1,3,4,137,6.8019
1985,1,3,5,123,9.6797
1985,2,1,1,482,4.0482
1985,2,1,2,251,3.7850
1985,2,1,3,239,4.4786
1985,2,1,4,216,2.6239
1985,2,1,5,565,3.2447
1985,2,2,1,107,1.3871
1985,2,2,2,104,2.2781
1985,2,2,3,80,2.0122
1985,2,2,4,83,2.3522
1985,2,2,5,152,1.5792
1985,2,3,1,80,0.4061
1985,2,3,2,124,1.3745
1985,2,3,3,145,1.7255
1985,2,3,4,137,1.1503
1985,2,3,5,121,2.4385
1985,3,1,1,473,-1.0907
1985,3,1,2,249,-2.4993
1985,3,1,3,237,-2.4296
1985,3,1,4,215,-0.7092
1985,3,1,5,561,-1.8669
1985,3,2,1,106,-1.5907
1985,3,2,2,104,-1.5902
1985,3,2,3,79,-2.0714
1985,3,2,4,81,-1.5987
1985,3,2,5,151,-1.9437
1985,3,3,1,80,-3.5118
1985,3,3,2,123,-0.4342
1985,3,3,3,145,1.3387
1985,3,3,4,136,-0.1386
1985,3,3,5,121,0.7794
1985,4,1,1,471,-2.1556
1985,4,1,2,246,-0.6794
1985,4,1,3,237,-0.5387
1985,4,1,4,214,-1.1608
1985,4,1,5,557,-1.4072
1985,4,2,1,106,-1.5252
1985,4,2,2,104,-0.4498
1985,4,2,3,79,-0.5743
1985,4,2,4,80,-2.5016
1985,4,2,5,151,-1.2411
1985,4,3,1,80,-2.1027
1985,4,3,2,123,-0.2819
1985,4,3,3,145,-0.0647
1985,4,3,4,136,-0.5522
1985,4,3,5,121,-1.7256
1985,5,1,1,470,2.2065
1985,5,1,2,244,2.8148
1985,5,1,3,233,2.8489
1985,5,1,4,213,3.5100
1985,5,1,5,553,3.0397
1985,5,2,1,106,3.1017
1985,5,2,2,104,3.2024
1985,5,2,3,79,2.6031
1985,5,2,4,79,5.1168
1985,5,2,5,150,6.4489
1985,5,3,1,80,5.8150
1985,5,3,2,123,3.6842
1985,5,3,3,145,6.3550
1985,5,3,4,136,7.0490
1985,5,3,5,121,8.3509
1985,6,1,1,466,-0.7917
1985,6,1,2,240,0.4680
1985,6,1,3,230,0.7687
1985,6,1,4,211,0.9251
1985,6,1,5,552,0.0485
1985,6,2,1,106,-0.0720
1985,6,2,2,101,2.1791
1985,6,2,3,78,2.7142
1985,6,2,4,79,0.3172
1985,6,2,5,146,1.8435
1985,6,3,1,78,0.4106
1985,6,3,2,123,0.5445
1985,6,3,3,145,1.6065
1985,6,3,4,136,2.5849
1985,6,3,5,121,2.7525
1985,7,1,1,521,3.2084
1985,7,1,2,254,3.2170
1985,7,1,3,200,2.3671
1985,7,1,4,249,2.5284
1985,7,1,5,624,2.2149
1985,7,2,1,89,3.8583
1985,7,2,2,84,1.8518
1985,7,2,3,78,1.3434
1985,7,2,4,105,2.6841
1985,7,2,5,185,3.3107
1985,7,3,1,104,-0.7965
1985,7,3,2,130,-0.0957
1985,7,3,3,146,-0.3856
1985,7,3,4,134,-0.0018
1985,7,3,5,111,-0.2743
1985,8,1,1,515,-2.1220
1985,8,1,2,253,0.7842
1985,8,1,3,199,0.0580
1985,8,1,4,247,-1.0374
1985,8,1,5,619,-0.7973
1985,8,2,1,89,-0.3168
1985,8,2,2,84,0.3271
1985,8,2,3,78,0.3450
1985,8,2,4,104,-1.6922
1985,8,2,5,185,-1.9479
1985,8,3,1,103,0.8323
1985,8,3,2,130,0.0635
1985,8,3,3,146,-0.0645
1985,8,3,4,134,-1.1835
1985,8,3,5,111,-2.1771
1985,9,1,1,504,-6.1718
1985,9,1,2,249,-4.4134
1985,9,1,3,197,-3.2795
1985,9,1,4,246,-3.7958
1985,9,1,5,615,-6.1160
1985,9,2,1,88,-6.8735
1985,9,2,2,84,-4.0196
1985,9,2,3,77,-4.6988
1985,9,2,4,104,-4.6745
1985,9,2,5,184,-7.7252
1985,9,3,1,102,-3.0979
1985,9,3,2,130,-2.5561
1985,9,3,3,146,-2.9966
1985,9,3,4,133,-3.6651
1985,9,3,5,111,-4.5627
1985,10,1,1,501,1.3121
1985,10,1,2,249,1.7770
1985,10,1,3,194,2.9711
1985,10,1,4,244,3.4811
1985,10,1,5,611,1.5288
1985,10,2,1,88,2.8403
1985,10,2,2,84,3.1551
1985,10,2,3,77,5.6467
1985,10,2,4,104,3.6871
1985,10,2,5,184,3.5936
1985,10,3,1,101,2.1855
1985,10,3,2,129,5.1221
1985,10,3,3,142,4.2330
1985,10,3,4,133,4.5256
1985,10,3,5,111,3.4192
1985,11,1,1,497,4.2884
1985,11,1,2,244,5.7958
