year,month,rank_ME,rank_dNCO,nstocks,ret_vw
1980,1,3,3,143,7.5680
1980,1,3,4,170,5.3203
1980,1,3,5,150,7.1019
1980,2,1,1,634,-1.8217
1980,2,1,2,316,-1.0401
1980,2,1,3,242,-2.7343
1980,2,1,4,245,0.1275
1980,2,1,5,282,0.3497
1980,2,2,1,95,-2.7058
1980,2,2,2,104,-3.6088
1980,2,2,3,88,-0.5342
1980,2,2,4,106,-0.1722
1980,2,2,5,177,-1.2324
1980,2,3,1,80,-3.8104
1980,2,3,2,118,-0.9449
1980,2,3,3,142,1.5336
1980,2,3,4,170,1.1792
1980,2,3,5,149,-0.4134
1980,3,1,1,624,-19.2836
1980,3,1,2,313,-18.4941
1980,3,1,3,242,-17.3544
1980,3,1,4,246,-18.3196
1980,3,1,5,281,-20.6831
1980,3,2,1,95,-17.0123
1980,3,2,2,103,-15.5243
1980,3,2,3,88,-16.1253
1980,3,2,4,104,-18.7672
1980,3,2,5,177,-19.3014
1980,3,3,1,79,-9.2294
1980,3,3,2,117,-9.3874
1980,3,3,3,142,-11.4587
1980,3,3,4,170,-10.6289
1980,3,3,5,149,-11.9628
1980,4,1,1,619,5.9336
1980,4,1,2,311,7.1971
1980,4,1,3,242,7.9712
1980,4,1,4,246,5.6462
1980,4,1,5,282,5.5193
1980,4,2,1,95,6.2599
1980,4,2,2,103,3.2708
1980,4,2,3,88,6.9059
1980,4,2,4,104,6.0219
1980,4,2,5,175,5.9143
1980,4,3,1,78,3.9835
1980,4,3,2,117,3.5714
1980,4,3,3,142,3.2724
1980,4,3,4,170,5.2984
1980,4,3,5,149,8.0226
1980,5,1,1,620,5.5787
1980,5,1,2,311,6.5731
1980,5,1,3,241,7.5695
1980,5,1,4,246,7.3306
1980,5,1,5,280,7.0060
1980,5,2,1,95,5.9803
1980,5,2,2,103,7.9086
1980,5,2,3,87,7.4654
1980,5,2,4,104,7.4307
1980,5,2,5,173,10.4843
1980,5,3,1,78,6.4824
1980,5,3,2,118,6.6295
1980,5,3,3,142,5.3596
1980,5,3,4,170,4.7287
1980,5,3,5,149,5.5529
1980,6,1,1,616,4.8524
1980,6,1,2,308,2.9565
1980,6,1,3,240,4.4021
1980,6,1,4,246,4.1230
1980,6,1,5,279,4.4513
1980,6,2,1,94,3.8446
1980,6,2,2,102,3.3458
1980,6,2,3,86,3.0720
1980,6,2,4,103,5.6250
1980,6,2,5,174,5.1579
1980,6,3,1,78,2.7057
1980,6,3,2,117,2.4569
1980,6,3,3,142,2.4205
1980,6,3,4,170,2.7459
1980,6,3,5,149,5.5793
1980,7,1,1,681,11.8872
1980,7,1,2,328,9.7552
1980,7,1,3,218,9.2014
1980,7,1,4,202,12.5814
1980,7,1,5,281,10.3368
1980,7,2,1,124,8.2024
1980,7,2,2,109,10.0540
1980,7,2,3,122,11.2734
1980,7,2,4,109,11.1160
1980,7,2,5,172,12.4780
1980,7,3,1,81,5.8719
1980,7,3,2,138,7.4478
1980,7,3,3,139,7.8423
1980,7,3,4,160,5.9475
1980,7,3,5,150,8.3981
1980,8,1,1,680,9.7227
1980,8,1,2,328,7.2832
1980,8,1,3,217,6.3507
1980,8,1,4,202,8.5133
1980,8,1,5,280,9.7665
1980,8,2,1,123,5.8687
1980,8,2,2,108,6.1084
1980,8,2,3,122,6.1399
1980,8,2,4,108,4.7902
1980,8,2,5,172,5.3498
1980,8,3,1,81,4.8599
1980,8,3,2,138,2.4803
1980,8,3,3,139,1.1387
1980,8,3,4,160,0.5827
1980,8,3,5,150,2.0503
1980,9,1,1,677,3.0824
1980,9,1,2,325,3.3005
1980,9,1,3,215,2.9727
1980,9,1,4,200,5.9385
1980,9,1,5,279,2.4498
1980,9,2,1,123,2.1472
1980,9,2,2,107,3.5664
1980,9,2,3,122,3.5018
1980,9,2,4,107,5.3032
1980,9,2,5,171,3.5822
1980,9,3,1,81,5.0467
1980,9,3,2,138,3.3190
1980,9,3,3,139,2.8408
1980,9,3,4,160,2.1488
1980,9,3,5,149,3.0840
1980,10,1,1,674,5.2399
1980,10,1,2,320,4.0236
1980,10,1,3,215,3.5070
1980,10,1,4,200,6.3994
1980,10,1,5,276,5.3868
1980,10,2,1,121,3.6611
1980,10,2,2,106,3.8221
1980,10,2,3,121,2.3828
1980,10,2,4,106,1.1896
1980,10,2,5,170,6.1396
1980,10,3,1,79,6.3634
1980,10,3,2,138,0.7909
1980,10,3,3,139,2.6354
1980,10,3,4,160,1.6021
1980,10,3,5,149,1.5138
1980,11,1,1,665,7.0064
1980,11,1,2,321,3.3848
1980,11,1,3,214,7.1853
1980,11,1,4,200,7.8957
1980,11,1,5,276,10.3810
1980,11,2,1,120,10.1063
1980,11,2,2,106,3.7130
1980,11,2,3,120,6.3438
1980,11,2,4,106,7.8173
1980,11,2,5,170,10.6169
1980,11,3,1,78,18.3001
1980,11,3,2,138,12.2768
1980,11,3,3,139,11.0847
1980,11,3,4,159,10.5667
1980,11,3,5,149,10.1869
1980,12,1,1,663,-4.4309
1980,12,1,2,320,-4.6173
1980,12,1,3,214,-2.7758
1980,12,1,4,197,-5.0512
1980,12,1,5,274,-7.4122
1980,12,2,1,119,-3.2758
1980,12,2,2,106,-2.3386
1980,12,2,3,120,-3.1708
1980,12,2,4,103,-3.6397
1980,12,2,5,169,-4.2031
1980,12,3,1,77,-5.9675
1980,12,3,2,138,-3.7252
1980,12,3,3,139,-4.2850
1980,12,3,4,159,-3.7046
1980,12,3,5,149,-2.1025
1981,1,1,1,664,-0.7446
1981,1,1,2,319,2.1244
1981,1,1,3,212,0.9695
1981,1,1,4,194,-1.2957
1981,1,1,5,271,-1.8555
1981,1,2,1,120,-1.0694
1981,1,2,2,106,0.0372
1981,1,2,3,119,0.0074
1981,1,2,4,103,-2.6860
1981,1,2,5,169,-1.2727
1981,1,3,1,77,-8.1583
1981,1,3,2,138,-4.2385
1981,1,3,3,138,-3.8036
1981,1,3,4,158,-3.7144
1981,1,3,5,149,-5.5453
1981,2,1,1,655,-0.6113
1981,2,1,2,315,0.7080
1981,2,1,3,210,1.0662
1981,2,1,4,192,-0.4566
1981,2,1,5,269,0.0092
1981,2,2,1,120,3.1544
1981,2,2,2,105,1.3775
1981,2,2,3,119,2.0440
1981,2,2,4,103,0.5816
1981,2,2,5,169,1.2517
1981,2,3,1,77,0.8904
1981,2,3,2,137,2.7061
1981,2,3,3,138,2.8197
1981,2,3,4,158,1.4543
1981,2,3,5,148,1.6030
1981,3,1,1,649,8.5199
1981,3,1,2,315,7.5597
1981,3,1,3,207,9.3046
1981,3,1,4,190,8.7483
1981,3,1,5,267,8.5342
1981,3,2,1,119,7.2511
1981,3,2,2,104,6.2133
1981,3,2,3,119,7.0666
1981,3,2,4,103,9.8969
1981,3,2,5,166,7.1332
1981,3,3,1,77,2.6369
1981,3,3,2,137,5.0881
1981,3,3,3,136,3.1005
1981,3,3,4,158,3.5850
1981,3,3,5,147,4.5830
1981,4,1,1,647,3.4921
1981,4,1,2,314,4.4017
1981,4,1,3,207,4.4532
1981,4,1,4,190,5.5207
1981,4,1,5,265,3.7698
1981,4,2,1,118,1.0536
1981,4,2,2,103,3.2218
1981,4,2,3,118,1.5768
1981,4,2,4,102,2.2472
1981,4,2,5,164,1.8880
1981,4,3,1,76,-2.5316
1981,4,3,2,137,-0.5281
1981,4,3,3,136,-1.7534
1981,4,3,4,158,-2.5597
1981,4,3,5,148,-2.6162
1981,5,1,1,643,4.7764
1981,5,1,2,313,2.6015
1981,5,1,3,206,4.9636
1981,5,1,4,186,3.2416
1981,5,1,5,264,5.3739
1981,5,2,1,118,1.2104
1981,5,2,2,103,2.0125
1981,5,2,3,118,3.7823
1981,5,2,4,101,4.4564
1981,5,2,5,163,4.5648
1981,5,3,1,76,-2.4470
1981,5,3,2,137,-0.7767
1981,5,3,3,137,0.0561
1981,5,3,4,157,0.8565
1981,5,3,5,145,1.9895
1981,6,1,1,640,-1.6104
1981,6,1,2,313,0.3853
1981,6,1,3,205,-1.2670
1981,6,1,4,185,-3.5897
1981,6,1,5,264,-1.4244
1981,6,2,1,118,-1.1431
1981,6,2,2,102,-0.2298
1981,6,2,3,117,-2.6330
1981,6,2,4,99,-3.3326
1981,6,2,5,160,-4.9273
1981,6,3,1,75,-1.6233
1981,6,3,2,137,-0.8468
1981,6,3,3,137,0.5878
1981,6,3,4,156,-0.4092
1981,6,3,5,145,-2.3823
1981,7,1,1,720,-2.5451
1981,7,1,2,357,-4.2567
1981,7,1,3,228,-3.2428
1981,7,1,4,219,-1.0185
1981,7,1,5,287,-3.0153
1981,7,2,1,116,-2.1447
1981,7,2,2,99,-1.2608
1981,7,2,3,111,-1.3998
1981,7,2,4,117,-3.3017
1981,7,2,5,165,-1.3107
1981,7,3,1,68,0.5191
1981,7,3,2,120,0.2984
1981,7,3,3,128,-1.3502
1981,7,3,4,169,0.9547
1981,7,3,5,176,1.8891
1981,8,1,1,711,-8.4764
1981,8,1,2,355,-7.3738
1981,8,1,3,226,-7.3172
1981,8,1,4,218,-8.3987
1981,8,1,5,287,-10.8092
1981,8,2,1,116,-6.8803
1981,8,2,2,99,-7.4697
1981,8,2,3,110,-7.0183
1981,8,2,4,117,-5.3755
1981,8,2,5,163,-8.7003
1981,8,3,1,67,-5.1437
1981,8,3,2,118,-5.7960
1981,8,3,3,128,-5.9199
1981,8,3,4,169,-5.1280
1981,8,3,5,176,-5.6583
1981,9,1,1,700,-7.8971
1981,9,1,2,353,-7.9685
1981,9,1,3,224,-8.2837
1981,9,1,4,217,-9.2873
1981,9,1,5,281,-12.4451
1981,9,2,1,116,-7.9848
1981,9,2,2,99,-6.0319
1981,9,2,3,109,-4.3542
1981,9,2,4,117,-8.2518
1981,9,2,5,163,-10.1953
1981,9,3,1,67,-4.9749
1981,9,3,2,118,-5.5733
1981,9,3,3,127,-4.4853
1981,9,3,4,169,-4.7569
1981,9,3,5,173,-8.3706
1981,10,1,1,691,8.0246
1981,10,1,2,348,8.9269
1981,10,1,3,224,7.6083
1981,10,1,4,218,9.1569
1981,10,1,5,279,7.4663
1981,10,2,1,116,9.6597
1981,10,2,2,99,7.0279
1981,10,2,3,108,6.1018
1981,10,2,4,117,6.0954
1981,10,2,5,163,7.6330
1981,10,3,1,67,4.8705
1981,10,3,2,118,7.3692
1981,10,3,3,126,3.5842
1981,10,3,4,169,3.5776
1981,10,3,5,172,9.0789
1981,11,1,1,692,1.4018
1981,11,1,2,348,2.4127
1981,11,1,3,223,3.8486
1981,11,1,4,219,1.6084
1981,11,1,5,281,-0.1712
1981,11,2,1,115,0.8800
1981,11,2,2,97,4.4139
1981,11,2,3,108,2.5172
1981,11,2,4,117,5.4538
1981,11,2,5,163,2.2180
1981,11,3,1,66,4.5665
1981,11,3,2,118,4.1344
1981,11,3,3,126,4.8801
1981,11,3,4,168,4.6075
1981,11,3,5,172,4.1385
1981,12,1,1,686,-1.6810
1981,12,1,2,346,-0.2265
1981,12,1,3,220,-0.6552
1981,12,1,4,217,-1.2746
1981,12,1,5,282,-5.0348
1981,12,2,1,113,-0.7542
1981,12,2,2,97,0.9166
1981,12,2,3,107,-1.6903
1981,12,2,4,117,-1.2751
1981,12,2,5,163,-3.1755
1981,12,3,1,66,-1.1311
1981,12,3,2,118,-2.0390
1981,12,3,3,127,-2.6104
1981,12,3,4,168,-3.3700
1981,12,3,5,171,-2.5615
1982,1,1,1,681,-0.4279
1982,1,1,2,345,-0.3741
1982,1,1,3,222,-2.0989
1982,1,1,4,215,-3.0013
1982,1,1,5,279,-3.2332
1982,1,2,1,112,-4.7926
1982,1,2,2,97,-3.2022
1982,1,2,3,106,-2.3740
1982,1,2,4,116,-4.5291
1982,1,2,5,163,-5.0911
1982,1,3,1,65,-2.2003
1982,1,3,2,118,-3.5519
1982,1,3,3,127,-1.4676
1982,1,3,4,168,-1.3960
1982,1,3,5,170,-2.8607
1982,2,1,1,676,-3.3872
1982,2,1,2,345,-3.7125
1982,2,1,3,222,-2.3135
1982,2,1,4,214,-3.5824
1982,2,1,5,279,-6.3900
1982,2,2,1,113,-3.9468
1982,2,2,2,97,-2.8688
1982,2,2,3,106,-3.0067
1982,2,2,4,116,-5.0145
1982,2,2,5,163,-7.1740
1982,2,3,1,64,-4.6533
1982,2,3,2,118,-4.2900
1982,2,3,3,127,-3.4783
1982,2,3,4,167,-4.7776
1982,2,3,5,170,-7.6743
1982,3,1,1,670,-1.3341
1982,3,1,2,339,0.1925
1982,3,1,3,221,-2.1103
1982,3,1,4,213,0.5483
1982,3,1,5,276,-1.7480
1982,3,2,1,113,0.0191
1982,3,2,2,96,0.5138
1982,3,2,3,106,1.1481
1982,3,2,4,115,-0.2165
1982,3,2,5,161,-2.0488
1982,3,3,1,64,-2.9958
1982,3,3,2,118,0.3556
1982,3,3,3,127,-0.9913
1982,3,3,4,167,0.3519
1982,3,3,5,170,-1.4388
1982,4,1,1,664,5.3057
1982,4,1,2,335,6.3850
1982,4,1,3,220,5.7398
1982,4,1,4,213,5.6093
1982,4,1,5,275,7.1004
1982,4,2,1,112,6.1760
1982,4,2,2,94,6.1009
1982,4,2,3,106,4.6751
1982,4,2,4,115,5.5390
1982,4,2,5,159,6.1040
1982,4,3,1,64,4.5477
1982,4,3,2,118,4.4814
1982,4,3,3,127,4.0909
1982,4,3,4,164,3.0833
1982,4,3,5,169,6.2458
1982,5,1,1,656,-2.3764
1982,5,1,2,335,-2.2168
1982,5,1,3,216,-1.7505
1982,5,1,4,212,-0.3846
1982,5,1,5,273,0.2508
1982,5,2,1,112,-2.3384
1982,5,2,2,94,-4.5850
1982,5,2,3,106,-2.4315
1982,5,2,4,115,-1.9461
1982,5,2,5,160,-3.4446
1982,5,3,1,63,-5.1381
1982,5,3,2,118,-1.5854
1982,5,3,3,127,-3.1505
1982,5,3,4,164,-1.8244
1982,5,3,5,168,-2.5834
1982,6,1,1,648,-1.8095
1982,6,1,2,330,-2.4231
1982,6,1,3,215,-0.9123
1982,6,1,4,210,-3.2022
1982,6,1,5,271,-3.4793
1982,6,2,1,111,-2.3498
1982,6,2,2,94,-1.8071
1982,6,2,3,106,-0.8223
1982,6,2,4,115,-0.2154
1982,6,2,5,159,-2.5112
1982,6,3,1,63,-0.9771
1982,6,3,2,117,-3.0367
1982,6,3,3,127,-0.1027
1982,6,3,4,164,-1.6144
1982,6,3,5,169,-3.2513
1982,7,1,1,646,-0.4274
1982,7,1,2,365,-0.7815
1982,7,1,3,252,-0.7463
1982,7,1,4,205,1.2787
1982,7,1,5,379,-5.3304
1982,7,2,1,111,-0.3014
1982,7,2,2,101,-1.0202
1982,7,2,3,114,-0.1989
1982,7,2,4,103,-1.3114
1982,7,2,5,148,-3.5122
1982,7,3,1,67,-1.2928
1982,7,3,2,107,-2.2277
1982,7,3,3,143,-0.8106
1982,7,3,4,161,-0.0894
1982,7,3,5,166,-7.0311
1982,8,1,1,642,4.6666
1982,8,1,2,363,5.6063
1982,8,1,3,251,6.4026
1982,8,1,4,204,7.3526
1982,8,1,5,378,6.0875
1982,8,2,1,109,9.7088
1982,8,2,2,100,11.8057
1982,8,2,3,114,9.9863
1982,8,2,4,102,8.8295
1982,8,2,5,148,8.4274
1982,8,3,1,67,13.7514
1982,8,3,2,107,12.2654
1982,8,3,3,142,12.3054
1982,8,3,4,161,12.0131
1982,8,3,5,165,12.9145
1982,9,1,1,637,4.4993
1982,9,1,2,363,4.2625
1982,9,1,3,252,4.5633
1982,9,1,4,203,3.2463
1982,9,1,5,380,-0.0415
1982,9,2,1,109,3.4543
1982,9,2,2,100,3.7677
1982,9,2,3,112,4.8136
1982,9,2,4,102,2.8563
1982,9,2,5,148,1.1904
1982,9,3,1,66,-0.2141
1982,9,3,2,106,0.6419
1982,9,3,3,143,1.3595
1982,9,3,4,160,0.6465
1982,9,3,5,166,1.6105
1982,10,1,1,630,12.6701
1982,10,1,2,362,12.5804
1982,10,1,3,249,15.1029
1982,10,1,4,201,12.1791
1982,10,1,5,376,14.3434
1982,10,2,1,106,12.1333
1982,10,2,2,98,12.3498
1982,10,2,3,111,10.4916
1982,10,2,4,101,13.0756
1982,10,2,5,148,15.0194
1982,10,3,1,65,13.3589
1982,10,3,2,106,13.3505
1982,10,3,3,143,10.1637
1982,10,3,4,160,9.4728
1982,10,3,5,166,11.2881
1982,11,1,1,626,9.5263
1982,11,1,2,360,12.2979
1982,11,1,3,247,10.5328
1982,11,1,4,200,9.4658
1982,11,1,5,372,6.5092
1982,11,2,1,105,10.8046
1982,11,2,2,98,8.5364
1982,11,2,3,110,8.1450
1982,11,2,4,99,7.3767
1982,11,2,5,147,7.4661
1982,11,3,1,65,5.9255
1982,11,3,2,106,4.5353
1982,11,3,3,142,4.6818
1982,11,3,4,160,4.9721
1982,11,3,5,166,2.3155
1982,12,1,1,624,2.6271
1982,12,1,2,360,2.6069
1982,12,1,3,246,1.3257
1982,12,1,4,200,2.0468
1982,12,1,5,372,1.9466
1982,12,2,1,105,0.8900
1982,12,2,2,98,2.5119
1982,12,2,3,109,2.6655
1982,12,2,4,100,0.5367
1982,12,2,5,147,0.9893
1982,12,3,1,65,2.2394
1982,12,3,2,106,0.9808
1982,12,3,3,142,0.6476
1982,12,3,4,159,2.7435
1982,12,3,5,166,1.4466
1983,1,1,1,620,9.2713
1983,1,1,2,360,10.9434
1983,1,1,3,242,8.3978
1983,1,1,4,200,7.4230
1983,1,1,5,369,10.8931
1983,1,2,1,102,5.2615
1983,1,2,2,97,6.0144
1983,1,2,3,109,5.6039
1983,1,2,4,100,6.9410
1983,1,2,5,147,7.8202
1983,1,3,1,65,4.9019
1983,1,3,2,104,2.9914
1983,1,3,3,141,3.1399
1983,1,3,4,159,5.2657
1983,1,3,5,166,3.4023
1983,2,1,1,610,7.6451
1983,2,1,2,358,7.0607
1983,2,1,3,238,6.7340
1983,2,1,4,196,6.6848
1983,2,1,5,367,1.2876
1983,2,2,1,102,6.4705
1983,2,2,2,96,6.6782
1983,2,2,3,108,7.9588
1983,2,2,4,100,4.4669
1983,2,2,5,145,3.2458
1983,2,3,1,65,2.6463
1983,2,3,2,104,4.7367
1983,2,3,3,140,3.4115
1983,2,3,4,159,1.9432
1983,2,3,5,166,1.8639
1983,3,1,1,609,5.8739
1983,3,1,2,354,8.3128
1983,3,1,3,237,4.4257
1983,3,1,4,195,5.6770
1983,3,1,5,361,2.4971
1983,3,2,1,102,6.5763
1983,3,2,2,95,5.5096
1983,3,2,3,108,4.8111
1983,3,2,4,100,2.9973
1983,3,2,5,145,1.9940
1983,3,3,1,63,3.1577
1983,3,3,2,105,4.7299
1983,3,3,3,140,3.4766
1983,3,3,4,159,1.6529
1983,3,3,5,166,2.8364
1983,4,1,1,606,8.3142
1983,4,1,2,354,7.0767
1983,4,1,3,237,7.8319
1983,4,1,4,190,6.9419
1983,4,1,5,360,6.4516
1983,4,2,1,101,8.9821
1983,4,2,2,95,5.3807
1983,4,2,3,108,7.0575
1983,4,2,4,100,6.4553
1983,4,2,5,145,5.9726
1983,4,3,1,63,6.5136
1983,4,3,2,105,6.1502
1983,4,3,3,139,5.7891
1983,4,3,4,159,7.5409
1983,4,3,5,165,7.2003
1983,5,1,1,603,9.1241
1983,5,1,2,351,9.1982
1983,5,1,3,237,8.6050
1983,5,1,4,187,10.3492
1983,5,1,5,357,14.6510
1983,5,2,1,101,4.3294
1983,5,2,2,95,5.1218
1983,5,2,3,108,2.8679
1983,5,2,4,100,6.1424
1983,5,2,5,145,7.9680
1983,5,3,1,63,1.9066
1983,5,3,2,105,1.1984
1983,5,3,3,139,-1.1882
1983,5,3,4,159,-1.2861
1983,5,3,5,165,2.3860
1983,6,1,1,602,5.7487
1983,6,1,2,345,4.4093
1983,6,1,3,236,5.1908
1983,6,1,4,185,4.0967
1983,6,1,5,357,2.6534
1983,6,2,1,101,7.0781
1983,6,2,2,95,5.8300
1983,6,2,3,107,6.3618
1983,6,2,4,100,6.0960
1983,6,2,5,144,5.8029
1983,6,3,1,63,1.6555
1983,6,3,2,104,5.1047
1983,6,3,3,139,3.4121
1983,6,3,4,158,3.7607
1983,6,3,5,165,4.8801
1983,7,1,1,597,-0.8185
1983,7,1,2,410,-2.6527
1983,7,1,3,308,-2.2311
1983,7,1,4,243,-2.2891
1983,7,1,5,490,-3.6433
1983,7,2,1,107,-3.2026
1983,7,2,2,127,-2.4051
1983,7,2,3,127,-2.9742
1983,7,2,4,93,-3.2688
1983,7,2,5,139,-2.5525
1983,7,3,1,79,-4.5308
1983,7,3,2,110,-0.6809
1983,7,3,3,123,-3.7708
1983,7,3,4,169,-3.7706
1983,7,3,5,168,-4.1913
1983,8,1,1,591,-3.5794
1983,8,1,2,410,-3.6191
1983,8,1,3,306,-3.4870
1983,8,1,4,239,-3.5709
1983,8,1,5,490,-3.9278
1983,8,2,1,107,-4.3129
1983,8,2,2,127,-4.2710
1983,8,2,3,127,-3.3665
1983,8,2,4,93,-1.1624
1983,8,2,5,139,-2.8372
1983,8,3,1,79,1.3254
1983,8,3,2,109,0.8129
1983,8,3,3,123,2.2723
1983,8,3,4,169,1.6477
1983,8,3,5,168,0.5818
1983,9,1,1,583,0.1262
1983,9,1,2,410,0.0526
1983,9,1,3,302,0.6398
1983,9,1,4,238,1.3567
1983,9,1,5,489,-2.7934
1983,9,2,1,107,3.4943
1983,9,2,2,126,3.4807
1983,9,2,3,124,4.1602
1983,9,2,4,93,1.8693
1983,9,2,5,139,0.4401
1983,9,3,1,79,2.0763
1983,9,3,2,109,4.0071
1983,9,3,3,123,1.4283
1983,9,3,4,169,0.9693
1983,9,3,5,167,1.1338
1983,10,1,1,579,-5.6723
1983,10,1,2,409,-4.8610
1983,10,1,3,298,-6.8422
1983,10,1,4,235,-5.4536
1983,10,1,5,485,-8.3577
1983,10,2,1,107,-4.9104
1983,10,2,2,126,-3.8944
1983,10,2,3,124,-5.7639
1983,10,2,4,92,-6.3763
1983,10,2,5,138,-7.7732
1983,10,3,1,78,-1.0425
1983,10,3,2,109,-0.9366
1983,10,3,3,122,-1.2456
1983,10,3,4,168,-1.3441
1983,10,3,5,167,-3.5817
1983,11,1,1,578,4.2379
1983,11,1,2,408,5.1294
1983,11,1,3,296,4.5946
1983,11,1,4,234,2.2995
1983,11,1,5,484,0.7887
1983,11,2,1,107,6.2926
1983,11,2,2,126,6.0092
1983,11,2,3,122,5.1394
1983,11,2,4,91,5.8984
1983,11,2,5,137,4.2972
1983,11,3,1,78,5.8943
1983,11,3,2,108,0.7093
1983,11,3,3,122,3.2539
1983,11,3,4,168,1.6014
1983,11,3,5,167,1.8724
1983,12,1,1,573,-0.8365
1983,12,1,2,406,-0.7483
1983,12,1,3,297,-2.4405
1983,12,1,4,235,-0.8980
1983,12,1,5,483,-3.5256
1983,12,2,1,107,-1.5385
1983,12,2,2,125,-0.4198
1983,12,2,3,122,-1.9782
1983,12,2,4,91,-1.7647
1983,12,2,5,137,-1.5092
1983,12,3,1,78,-0.4337
1983,12,3,2,108,0.3300
1983,12,3,3,122,-0.4049
1983,12,3,4,168,-0.7615
1983,12,3,5,167,-2.0014
1984,1,1,1,569,0.6036
1984,1,1,2,402,-0.2141
1984,1,1,3,295,-1.1713
1984,1,1,4,232,0.5024
1984,1,1,5,479,-0.7488
1984,1,2,1,106,-1.4170
1984,1,2,2,125,-1.4377
1984,1,2,3,122,-3.5235
1984,1,2,4,91,-3.5173
1984,1,2,5,137,-3.9207
1984,1,3,1,78,-3.9101
1984,1,3,2,107,-3.2020
1984,1,3,3,121,1.5517
1984,1,3,4,167,-0.7217
1984,1,3,5,166,-1.8816
1984,2,1,1,563,-5.8657
1984,2,1,2,398,-5.9555
1984,2,1,3,289,-6.0576
1984,2,1,4,230,-4.9977
1984,2,1,5,470,-6.4045
1984,2,2,1,105,-4.5963
1984,2,2,2,125,-4.7514
1984,2,2,3,122,-4.9364
1984,2,2,4,91,-5.7683
1984,2,2,5,137,-5.6182
1984,2,3,1,78,-6.0388
1984,2,3,2,107,-3.3181
1984,2,3,3,121,-3.1704
1984,2,3,4,166,-2.7184
1984,2,3,5,166,-4.5354
1984,3,1,1,558,2.1073
1984,3,1,2,398,1.9818
1984,3,1,3,285,0.7148
1984,3,1,4,227,-0.4095
1984,3,1,5,468,-0.5116
1984,3,2,1,105,1.8560
1984,3,2,2,122,1.6106
1984,3,2,3,122,0.5970
1984,3,2,4,90,0.6160
1984,3,2,5,133,2.1315
1984,3,3,1,78,3.7580
1984,3,3,2,107,4.1759
1984,3,3,3,121,1.0659
1984,3,3,4,164,0.0565
1984,3,3,5,166,0.8213
1984,4,1,1,558,-1.2197
1984,4,1,2,397,0.0141
1984,4,1,3,284,-1.7945
1984,4,1,4,227,-2.6776
1984,4,1,5,467,-3.2593
1984,4,2,1,104,-1.5805
1984,4,2,2,121,1.2010
1984,4,2,3,121,1.7787
1984,4,2,4,90,0.1314
1984,4,2,5,132,-0.4080
1984,4,3,1,78,-0.7224
1984,4,3,2,107,-0.4419
1984,4,3,3,121,2.7207
1984,4,3,4,164,1.1916
1984,4,3,5,166,-0.0597
1984,5,1,1,551,-4.4259
1984,5,1,2,394,-4.8365
1984,5,1,3,284,-4.5613
1984,5,1,4,226,-6.4734
1984,5,1,5,465,-4.2621
1984,5,2,1,103,-4.8867
1984,5,2,2,121,-4.1407
1984,5,2,3,120,-5.0757
1984,5,2,4,89,-5.8249
1984,5,2,5,132,-5.9368
1984,5,3,1,78,-6.9769
1984,5,3,2,107,-5.5789
1984,5,3,3,121,-4.4071
1984,5,3,4,163,-5.1075
1984,5,3,5,166,-2.9666
1984,6,1,1,545,2.7747
1984,6,1,2,390,4.9527
1984,6,1,3,284,1.9038
1984,6,1,4,224,1.4467
1984,6,1,5,460,-0.2467
1984,6,2,1,102,3.7835
1984,6,2,2,121,2.8594
1984,6,2,3,120,4.5170
1984,6,2,4,87,1.7131
1984,6,2,5,132,2.5825
1984,6,3,1,78,3.4537
1984,6,3,2,107,0.5925
1984,6,3,3,121,3.6228
1984,6,3,4,163,2.9615
1984,6,3,5,166,2.1038
1984,7,1,1,515,-5.3714
1984,7,1,2,421,-3.5854
1984,7,1,3,327,-3.8529
1984,7,1,4,305,-5.0290
1984,7,1,5,564,-6.8354
1984,7,2,1,96,-5.7224
1984,7,2,2,107,-3.0441
1984,7,2,3,113,-3.6285
1984,7,2,4,111,-4.4333
1984,7,2,5,144,-6.2655
1984,7,3,1,90,-2.2851
1984,7,3,2,112,-1.7647
1984,7,3,3,110,-1.3736
1984,7,3,4,152,-1.5314
1984,7,3,5,170,-1.8400
1984,8,1,1,505,10.2222
1984,8,1,2,421,9.7653
1984,8,1,3,322,9.3625
1984,8,1,4,305,11.0377
1984,8,1,5,562,9.6640
1984,8,2,1,96,12.6280
1984,8,2,2,106,10.3901
1984,8,2,3,113,13.6331
1984,8,2,4,111,12.7393
1984,8,2,5,143,14.5768
1984,8,3,1,88,11.0964
1984,8,3,2,111,10.9394
1984,8,3,3,110,11.0478
1984,8,3,4,151,11.2004
1984,8,3,5,170,11.0734
1984,9,1,1,496,-0.2651
1984,9,1,2,420,0.9642
1984,9,1,3,319,0.1183
1984,9,1,4,302,-1.2436
1984,9,1,5,562,-2.7120
1984,9,2,1,97,-0.8503
1984,9,2,2,105,0.4461
1984,9,2,3,112,-0.5204
1984,9,2,4,110,-1.0172
1984,9,2,5,142,-2.6290
1984,9,3,1,88,-0.1010
1984,9,3,2,111,-0.1827
1984,9,3,3,109,0.6163
1984,9,3,4,151,-1.3412
1984,9,3,5,169,-0.7593
1984,10,1,1,485,-2.4957
1984,10,1,2,415,-1.6376
1984,10,1,3,315,-1.5273
1984,10,1,4,301,-3.6390
1984,10,1,5,558,-4.6489
1984,10,2,1,96,-1.6236
1984,10,2,2,104,-0.9899
