year,month,rank_ME,rank_dNCO,nstocks,ret_vw
1997,3,1,1,642,-4.8061
1997,3,1,2,464,-5.2322
1997,3,1,3,406,-4.0061
1997,3,1,4,357,-4.8838
1997,3,1,5,542,-5.3103
1997,3,2,1,132,-4.9940
1997,3,2,2,165,-4.1326
1997,3,2,3,171,-4.9513
1997,3,2,4,169,-3.8026
1997,3,2,5,265,-5.2834
1997,3,3,1,123,-3.8837
1997,3,3,2,135,-1.0984
1997,3,3,3,164,-4.1279
1997,3,3,4,167,-4.4534
1997,3,3,5,213,-4.2100
1997,4,1,1,636,-4.0825
1997,4,1,2,464,-3.6671
1997,4,1,3,399,-3.9196
1997,4,1,4,355,-3.6352
1997,4,1,5,534,-3.6737
1997,4,2,1,132,0.2484
1997,4,2,2,165,-0.8599
1997,4,2,3,171,-0.4635
1997,4,2,4,167,1.2585
1997,4,2,5,264,0.4706
1997,4,3,1,123,3.1570
1997,4,3,2,135,3.7807
1997,4,3,3,163,5.1030
1997,4,3,4,167,8.3985
1997,4,3,5,213,4.0996
1997,5,1,1,632,10.1084
1997,5,1,2,463,10.7159
1997,5,1,3,396,9.4672
1997,5,1,4,349,11.4822
1997,5,1,5,531,10.5454
1997,5,2,1,131,12.5681
1997,5,2,2,165,11.7602
1997,5,2,3,171,13.9059
1997,5,2,4,165,11.8746
1997,5,2,5,262,13.5674
1997,5,3,1,121,5.6287
1997,5,3,2,135,5.9140
1997,5,3,3,163,6.0726
1997,5,3,4,167,7.2980
1997,5,3,5,213,7.5087
1997,6,1,1,625,6.3936
1997,6,1,2,461,4.5078
1997,6,1,3,395,4.4491
1997,6,1,4,346,4.9562
1997,6,1,5,527,6.2931
1997,6,2,1,131,3.8933
1997,6,2,2,165,4.4322
1997,6,2,3,170,3.2343
1997,6,2,4,163,3.3804
1997,6,2,5,261,4.9182
1997,6,3,1,121,4.4830
1997,6,3,2,134,5.4677
1997,6,3,3,163,3.3826
1997,6,3,4,167,2.8435
1997,6,3,5,211,3.7335
1997,7,1,1,767,5.4314
1997,7,1,2,527,4.7807
1997,7,1,3,446,4.3599
1997,7,1,4,473,4.0356
1997,7,1,5,540,7.3166
1997,7,2,1,137,3.8712
1997,7,2,2,145,6.4838
1997,7,2,3,157,7.4344
1997,7,2,4,172,6.0359
1997,7,2,5,231,5.4543
1997,7,3,1,127,4.1751
1997,7,3,2,154,7.4296
1997,7,3,3,197,7.2810
1997,7,3,4,201,7.5320
1997,7,3,5,207,9.7534
1997,8,1,1,757,7.1595
1997,8,1,2,523,4.8416
1997,8,1,3,440,4.3166
1997,8,1,4,468,4.9348
1997,8,1,5,537,4.0906
1997,8,2,1,134,2.3730
1997,8,2,2,143,2.4502
1997,8,2,3,157,4.2616
1997,8,2,4,171,4.0523
1997,8,2,5,231,4.2027
1997,8,3,1,125,-3.4971
1997,8,3,2,154,-3.8091
1997,8,3,3,197,-4.6185
1997,8,3,4,200,-4.3316
1997,8,3,5,206,-3.1042
1997,9,1,1,750,9.1289
1997,9,1,2,516,8.1991
1997,9,1,3,439,8.4443
1997,9,1,4,465,10.1564
1997,9,1,5,535,8.3516
1997,9,2,1,133,7.4376
1997,9,2,2,140,5.7501
1997,9,2,3,154,9.1155
1997,9,2,4,168,5.4828
1997,9,2,5,228,8.7317
1997,9,3,1,125,7.2309
1997,9,3,2,152,6.1610
1997,9,3,3,194,3.9327
1997,9,3,4,199,3.8761
1997,9,3,5,205,4.8545
1997,10,1,1,738,-4.2444
1997,10,1,2,514,-1.1946
1997,10,1,3,436,-4.0268
1997,10,1,4,459,-4.6041
1997,10,1,5,533,-5.3779
1997,10,2,1,132,-3.8798
1997,10,2,2,139,-2.5300
1997,10,2,3,154,-4.9086
1997,10,2,4,168,-7.5292
1997,10,2,5,226,-6.1160
1997,10,3,1,125,-3.8079
1997,10,3,2,150,-2.8311
1997,10,3,3,191,-4.7145
1997,10,3,4,199,-3.1664
1997,10,3,5,204,-2.5432
1997,11,1,1,729,-1.1524
1997,11,1,2,508,-1.7342
1997,11,1,3,432,-2.5711
1997,11,1,4,454,-3.4983
1997,11,1,5,525,-5.9539
1997,11,2,1,132,-0.4890
1997,11,2,2,137,0.6318
1997,11,2,3,153,-1.5702
1997,11,2,4,166,0.0105
1997,11,2,5,223,-4.6044
1997,11,3,1,124,5.2153
1997,11,3,2,150,3.6399
1997,11,3,3,191,5.2395
1997,11,3,4,198,4.5168
1997,11,3,5,202,-0.3856
1997,12,1,1,726,-3.9081
1997,12,1,2,505,-1.6729
1997,12,1,3,431,-3.4858
1997,12,1,4,450,-4.2124
1997,12,1,5,518,-5.5169
1997,12,2,1,130,1.4044
1997,12,2,2,135,1.2540
1997,12,2,3,152,-0.2649
1997,12,2,4,166,-0.7861
1997,12,2,5,220,-2.1586
1997,12,3,1,122,3.3668
1997,12,3,2,150,1.6009
1997,12,3,3,191,0.3913
1997,12,3,4,198,-0.8920
1997,12,3,5,201,0.8220
1998,1,1,1,714,0.3341
1998,1,1,2,501,-1.9200
1998,1,1,3,429,0.2309
1998,1,1,4,446,-0.0462
1998,1,1,5,506,-0.5781
1998,1,2,1,127,-2.2012
1998,1,2,2,134,-1.0609
1998,1,2,3,149,1.1966
1998,1,2,4,162,-1.4827
1998,1,2,5,220,-1.7892
1998,1,3,1,122,1.7090
1998,1,3,2,149,-0.2627
1998,1,3,3,191,2.4245
1998,1,3,4,198,2.7738
1998,1,3,5,200,0.4682
1998,2,1,1,705,5.5541
1998,2,1,2,497,5.5175
1998,2,1,3,425,6.7849
1998,2,1,4,437,7.6469
1998,2,1,5,502,4.8360
1998,2,2,1,126,6.3758
1998,2,2,2,133,7.2944
1998,2,2,3,149,9.1399
1998,2,2,4,159,8.6360
1998,2,2,5,218,9.3875
1998,2,3,1,121,5.5111
1998,2,3,2,149,6.0543
1998,2,3,3,190,5.9664
1998,2,3,4,197,9.2422
1998,2,3,5,199,7.2929
1998,3,1,1,698,4.4400
1998,3,1,2,494,4.5385
1998,3,1,3,420,4.2669
1998,3,1,4,435,3.9440
1998,3,1,5,491,5.0980
1998,3,2,1,126,5.1085
1998,3,2,2,132,3.5481
1998,3,2,3,149,3.9739
1998,3,2,4,158,3.7562
1998,3,2,5,216,3.6515
1998,3,3,1,121,5.6995
1998,3,3,2,149,2.8296
1998,3,3,3,190,4.2175
1998,3,3,4,196,5.4173
1998,3,3,5,199,6.0087
1998,4,1,1,679,2.9177
1998,4,1,2,490,3.7310
1998,4,1,3,417,4.1163
1998,4,1,4,432,2.2071
1998,4,1,5,481,0.4078
1998,4,2,1,125,1.4182
1998,4,2,2,131,1.4036
1998,4,2,3,147,1.0115
1998,4,2,4,158,0.0515
1998,4,2,5,214,-0.1891
1998,4,3,1,119,-2.8596
1998,4,3,2,147,3.1252
1998,4,3,3,190,-0.5260
1998,4,3,4,195,1.1310
1998,4,3,5,199,2.6051
1998,5,1,1,672,-3.9413
1998,5,1,2,481,-4.5542
1998,5,1,3,413,-4.0666
1998,5,1,4,426,-5.2314
1998,5,1,5,477,-5.5268
1998,5,2,1,125,-4.0791
1998,5,2,2,130,-3.4103
1998,5,2,3,146,-5.6783
1998,5,2,4,158,-6.3036
1998,5,2,5,212,-7.9351
1998,5,3,1,119,-1.3312
1998,5,3,2,147,-1.1229
1998,5,3,3,188,-2.2771
1998,5,3,4,195,-3.3030
1998,5,3,5,199,-3.5986
1998,6,1,1,666,-1.4560
1998,6,1,2,476,-1.7962
1998,6,1,3,412,-0.3358
1998,6,1,4,419,-3.5925
1998,6,1,5,475,-1.0766
1998,6,2,1,124,-0.1958
1998,6,2,2,129,-1.4465
1998,6,2,3,146,0.1007
1998,6,2,4,157,0.7126
1998,6,2,5,212,-1.0970
1998,6,3,1,119,2.2986
1998,6,3,2,144,2.6676
1998,6,3,3,188,2.7285
1998,6,3,4,194,6.0421
1998,6,3,5,197,3.5182
1998,7,1,1,801,-7.0571
1998,7,1,2,600,-7.5545
1998,7,1,3,439,-6.5202
1998,7,1,4,486,-8.5171
1998,7,1,5,489,-8.1816
1998,7,2,1,141,-6.6639
1998,7,2,2,165,-7.8206
1998,7,2,3,174,-7.0029
1998,7,2,4,199,-8.0358
1998,7,2,5,232,-10.5876
1998,7,3,1,146,-0.2560
1998,7,3,2,160,-3.5224
1998,7,3,3,199,-1.1099
1998,7,3,4,223,-0.8588
1998,7,3,5,187,-4.8803
1998,8,1,1,786,-22.1611
1998,8,1,2,595,-21.2744
1998,8,1,3,433,-19.8480
1998,8,1,4,482,-20.5871
1998,8,1,5,482,-24.5622
1998,8,2,1,141,-18.6554
1998,8,2,2,163,-14.7459
1998,8,2,3,174,-18.3296
1998,8,2,4,198,-21.3242
1998,8,2,5,231,-23.7496
1998,8,3,1,144,-12.5491
1998,8,3,2,160,-9.2962
1998,8,3,3,199,-14.2237
1998,8,3,4,221,-14.1213
1998,8,3,5,183,-14.9875
1998,9,1,1,777,4.4215
1998,9,1,2,590,3.3629
1998,9,1,3,427,5.1997
1998,9,1,4,482,2.9224
1998,9,1,5,470,4.6847
1998,9,2,1,140,7.5329
1998,9,2,2,163,4.0517
1998,9,2,3,170,8.0163
1998,9,2,4,196,7.7450
1998,9,2,5,228,9.7223
1998,9,3,1,144,10.4482
1998,9,3,2,158,6.7261
1998,9,3,3,196,5.9726
1998,9,3,4,219,10.8515
1998,9,3,5,184,7.7519
1998,10,1,1,764,1.3408
1998,10,1,2,578,3.7917
1998,10,1,3,421,3.8522
1998,10,1,4,472,3.5285
1998,10,1,5,462,3.3713
1998,10,2,1,139,3.9081
1998,10,2,2,163,5.2450
1998,10,2,3,169,7.8304
1998,10,2,4,195,7.6997
1998,10,2,5,226,4.8227
1998,10,3,1,144,6.3752
1998,10,3,2,157,6.8581
1998,10,3,3,195,10.0258
1998,10,3,4,217,4.0631
1998,10,3,5,182,7.2790
1998,11,1,1,746,9.4077
1998,11,1,2,573,9.2422
1998,11,1,3,411,11.0982
1998,11,1,4,464,12.1237
1998,11,1,5,450,3.1505
1998,11,2,1,137,4.9159
1998,11,2,2,162,4.8351
1998,11,2,3,167,7.4970
1998,11,2,4,195,6.9148
1998,11,2,5,226,5.8724
1998,11,3,1,142,6.1530
1998,11,3,2,157,5.7378
1998,11,3,3,194,5.2748
1998,11,3,4,215,9.1765
1998,11,3,5,180,2.9864
1998,12,1,1,733,-0.1728
1998,12,1,2,567,5.7553
1998,12,1,3,406,3.4272
1998,12,1,4,456,0.1795
1998,12,1,5,447,1.1579
1998,12,2,1,136,3.4704
1998,12,2,2,161,4.8347
1998,12,2,3,167,5.9770
1998,12,2,4,194,7.7865
1998,12,2,5,226,5.9888
1998,12,3,1,141,7.4054
1998,12,3,2,157,2.7022
1998,12,3,3,193,8.5945
1998,12,3,4,215,10.1407
1998,12,3,5,179,5.7250
1999,1,1,1,715,8.5082
1999,1,1,2,560,5.8421
1999,1,1,3,400,4.0232
1999,1,1,4,449,6.4094
1999,1,1,5,438,5.3149
1999,1,2,1,136,-0.3095
1999,1,2,2,161,-0.9667
1999,1,2,3,165,1.3763
1999,1,2,4,192,3.9677
1999,1,2,5,224,0.9212
1999,1,3,1,141,4.9999
1999,1,3,2,157,0.6906
1999,1,3,3,193,3.4136
1999,1,3,4,214,9.1851
1999,1,3,5,179,0.5334
1999,2,1,1,693,-7.2746
1999,2,1,2,548,-6.5948
1999,2,1,3,394,-7.5293
1999,2,1,4,442,-7.5428
1999,2,1,5,433,-8.9425
1999,2,2,1,136,-7.6453
1999,2,2,2,161,-7.0297
1999,2,2,3,163,-8.3039
1999,2,2,4,190,-8.5708
1999,2,2,5,222,-13.2813
1999,2,3,1,140,-4.2800
1999,2,3,2,156,-0.8766
1999,2,3,3,193,-4.0656
1999,2,3,4,211,-6.8661
1999,2,3,5,177,-4.9522
1999,3,1,1,678,-2.6169
1999,3,1,2,543,-3.9357
1999,3,1,3,390,-4.6558
1999,3,1,4,438,-4.5791
1999,3,1,5,425,-1.8426
1999,3,2,1,134,-2.4224
1999,3,2,2,160,-4.0246
1999,3,2,3,161,-0.5088
1999,3,2,4,190,3.3579
1999,3,2,5,220,1.0628
1999,3,3,1,140,6.7920
1999,3,3,2,155,3.6024
1999,3,3,3,193,1.5721
1999,3,3,4,211,7.3275
1999,3,3,5,177,-2.5922
1999,4,1,1,666,8.3370
1999,4,1,2,534,11.0939
1999,4,1,3,383,5.7302
1999,4,1,4,431,9.7300
1999,4,1,5,414,12.2619
1999,4,2,1,133,8.9912
1999,4,2,2,157,8.7911
1999,4,2,3,159,7.8528
1999,4,2,4,186,7.7303
1999,4,2,5,216,7.3206
1999,4,3,1,137,3.3404
1999,4,3,2,154,2.5785
1999,4,3,3,193,6.4713
1999,4,3,4,209,0.0187
1999,4,3,5,176,10.3183
1999,5,1,1,652,5.6775
1999,5,1,2,530,5.1462
1999,5,1,3,378,6.5755
1999,5,1,4,428,4.7000
1999,5,1,5,404,4.0847
1999,5,2,1,133,5.3819
1999,5,2,2,156,4.6206
1999,5,2,3,159,3.7645
1999,5,2,4,185,1.7529
1999,5,2,5,214,0.9733
1999,5,3,1,136,-3.9195
1999,5,3,2,153,-2.2175
1999,5,3,3,191,0.8834
1999,5,3,4,209,-1.3914
1999,5,3,5,174,-2.2168
1999,6,1,1,645,5.9458
1999,6,1,2,524,8.4235
1999,6,1,3,372,12.0510
1999,6,1,4,424,7.2805
1999,6,1,5,396,3.1320
1999,6,2,1,130,5.6954
1999,6,2,2,156,7.8133
1999,6,2,3,159,9.5169
1999,6,2,4,185,8.9186
1999,6,2,5,213,4.9832
1999,6,3,1,135,3.3023
1999,6,3,2,153,2.7226
1999,6,3,3,190,5.5868
1999,6,3,4,209,8.2033
1999,6,3,5,172,6.1661
1999,7,1,1,737,0.8988
1999,7,1,2,556,4.8559
1999,7,1,3,414,1.6328
1999,7,1,4,397,1.9105
1999,7,1,5,472,-0.1359
1999,7,2,1,157,0.0394
1999,7,2,2,172,-0.4157
1999,7,2,3,172,-0.0557
1999,7,2,4,178,-1.4277
1999,7,2,5,230,-3.9585
1999,7,3,1,156,-3.6822
1999,7,3,2,156,-0.6305
1999,7,3,3,204,0.2632
1999,7,3,4,206,-4.0511
1999,7,3,5,182,-5.1542
1999,8,1,1,725,-2.1774
1999,8,1,2,550,-0.2040
1999,8,1,3,409,-1.4810
1999,8,1,4,392,-2.4898
1999,8,1,5,467,-4.0154
1999,8,2,1,156,-3.0121
1999,8,2,2,169,-2.3565
1999,8,2,3,169,-1.1975
1999,8,2,4,175,-3.9084
1999,8,2,5,230,-2.8366
1999,8,3,1,154,-1.4007
1999,8,3,2,156,1.4133
1999,8,3,3,203,-1.4897
1999,8,3,4,204,2.5719
1999,8,3,5,180,-3.2267
1999,9,1,1,709,-0.6651
1999,9,1,2,543,-1.7673
1999,9,1,3,407,0.1613
1999,9,1,4,391,-1.5562
1999,9,1,5,460,-2.0914
1999,9,2,1,154,-0.5698
1999,9,2,2,166,1.2351
1999,9,2,3,166,0.6845
1999,9,2,4,173,0.9109
1999,9,2,5,228,-1.2222
1999,9,3,1,151,-3.0670
1999,9,3,2,156,-3.9543
1999,9,3,3,201,-3.3072
1999,9,3,4,202,-0.7742
1999,9,3,5,179,-0.7298
1999,10,1,1,694,-1.8501
1999,10,1,2,531,-1.8655
1999,10,1,3,399,0.0691
1999,10,1,4,386,0.6013
1999,10,1,5,456,-4.7325
1999,10,2,1,154,2.0412
1999,10,2,2,163,0.1411
1999,10,2,3,164,-1.4488
1999,10,2,4,173,-1.7782
1999,10,2,5,228,-4.6112
1999,10,3,1,151,3.9747
1999,10,3,2,154,2.9903
1999,10,3,3,201,1.7911
1999,10,3,4,200,9.4113
1999,10,3,5,177,5.2215
1999,11,1,1,686,17.5608
1999,11,1,2,523,12.9779
1999,11,1,3,393,13.4674
1999,11,1,4,383,11.3525
1999,11,1,5,453,12.1019
1999,11,2,1,153,9.9311
1999,11,2,2,163,7.5657
1999,11,2,3,162,7.6983
1999,11,2,4,173,8.3849
1999,11,2,5,226,9.0984
1999,11,3,1,150,-1.3133
1999,11,3,2,153,5.0172
1999,11,3,3,198,4.7573
1999,11,3,4,198,4.9575
1999,11,3,5,175,6.7738
1999,12,1,1,676,18.0954
1999,12,1,2,518,12.1827
1999,12,1,3,390,18.9951
1999,12,1,4,379,18.5897
1999,12,1,5,442,12.6162
1999,12,2,1,153,10.5156
1999,12,2,2,158,9.8538
1999,12,2,3,159,13.1250
1999,12,2,4,168,11.7585
1999,12,2,5,221,12.4690
1999,12,3,1,149,1.8266
1999,12,3,2,153,6.3851
1999,12,3,3,195,4.7549
1999,12,3,4,195,11.9978
1999,12,3,5,174,13.4726
2000,1,1,1,665,8.6999
2000,1,1,2,512,12.8618
2000,1,1,3,385,8.5968
2000,1,1,4,376,5.7492
2000,1,1,5,435,8.8892
2000,1,2,1,152,-2.7264
2000,1,2,2,155,-2.4017
2000,1,2,3,157,2.4708
2000,1,2,4,164,-0.8983
2000,1,2,5,219,-0.6555
2000,1,3,1,148,-0.0170
2000,1,3,2,152,-3.3120
2000,1,3,3,193,-4.3510
2000,1,3,4,193,-6.7595
2000,1,3,5,174,-6.5860
2000,2,1,1,653,35.9995
2000,2,1,2,508,33.8858
2000,2,1,3,382,39.7449
2000,2,1,4,376,33.0976
2000,2,1,5,431,22.2234
2000,2,2,1,150,14.1519
2000,2,2,2,154,20.5013
2000,2,2,3,157,21.5036
2000,2,2,4,162,23.3916
2000,2,2,5,217,17.7183
2000,2,3,1,146,-3.7825
2000,2,3,2,151,1.6460
2000,2,3,3,192,0.3548
2000,2,3,4,192,3.8474
2000,2,3,5,173,5.4205
2000,3,1,1,641,-11.1029
2000,3,1,2,501,-10.6910
2000,3,1,3,378,-17.1065
2000,3,1,4,371,-7.3891
2000,3,1,5,425,-9.0484
2000,3,2,1,148,-4.1279
2000,3,2,2,152,-5.2977
2000,3,2,3,154,-10.8876
2000,3,2,4,162,-7.1937
2000,3,2,5,214,-6.4926
2000,3,3,1,144,9.5350
2000,3,3,2,150,6.7919
2000,3,3,3,191,10.0934
2000,3,3,4,192,5.8315
2000,3,3,5,172,3.2546
2000,4,1,1,635,-22.0301
2000,4,1,2,493,-16.0980
2000,4,1,3,378,-15.6598
2000,4,1,4,367,-12.6604
2000,4,1,5,417,-14.8424
2000,4,2,1,147,-8.3159
2000,4,2,2,152,-3.7108
2000,4,2,3,150,-6.3676
2000,4,2,4,159,-4.6224
2000,4,2,5,214,-9.2464
2000,4,3,1,143,0.7006
2000,4,3,2,150,-0.8458
2000,4,3,3,190,-2.1351
2000,4,3,4,191,-7.5504
2000,4,3,5,171,-7.2537
2000,5,1,1,631,-14.4899
2000,5,1,2,491,-10.1253
2000,5,1,3,376,-8.7437
2000,5,1,4,362,-9.5422
2000,5,1,5,409,-11.1871
2000,5,2,1,145,-4.4627
2000,5,2,2,149,-6.1739
2000,5,2,3,149,-8.5508
2000,5,2,4,156,-6.9509
2000,5,2,5,211,-7.6160
2000,5,3,1,143,0.0171
2000,5,3,2,147,-1.9118
2000,5,3,3,189,-4.9974
2000,5,3,4,191,-5.7363
2000,5,3,5,169,-5.2609
2000,6,1,1,626,30.0967
2000,6,1,2,482,25.8672
2000,6,1,3,370,25.5239
2000,6,1,4,361,24.1569
2000,6,1,5,402,18.8219
2000,6,2,1,143,5.4366
2000,6,2,2,147,13.5985
2000,6,2,3,147,8.1734
2000,6,2,4,154,13.4471
2000,6,2,5,210,9.6104
2000,6,3,1,142,3.5298
2000,6,3,2,147,2.6838
2000,6,3,3,188,2.4251
2000,6,3,4,191,7.4732
2000,6,3,5,169,7.8439
2000,7,1,1,646,-1.7716
2000,7,1,2,502,-1.7677
2000,7,1,3,366,0.0665
2000,7,1,4,326,-1.8987
2000,7,1,5,422,-2.4723
2000,7,2,1,177,-5.2602
2000,7,2,2,185,-1.4615
2000,7,2,3,151,-0.4931
2000,7,2,4,180,-1.1403
2000,7,2,5,195,-3.4316
2000,7,3,1,172,-1.5346
2000,7,3,2,175,-5.0495
2000,7,3,3,189,-6.9519
2000,7,3,4,215,-0.6974
2000,7,3,5,234,-2.6918
2000,8,1,1,642,11.4956
2000,8,1,2,497,8.8768
2000,8,1,3,362,6.2812
2000,8,1,4,323,5.7565
2000,8,1,5,417,5.7827
2000,8,2,1,177,10.0765
2000,8,2,2,181,7.2614
2000,8,2,3,150,8.2209
2000,8,2,4,179,6.6976
2000,8,2,5,194,6.7763
2000,8,3,1,171,3.7774
2000,8,3,2,174,6.0402
2000,8,3,3,185,6.6382
2000,8,3,4,210,4.8808
2000,8,3,5,233,9.5843
2000,9,1,1,635,-2.7729
2000,9,1,2,490,-2.8133
2000,9,1,3,359,-2.6053
2000,9,1,4,320,-4.9046
2000,9,1,5,408,-6.7725
2000,9,2,1,174,-1.7136
2000,9,2,2,178,-0.4472
2000,9,2,3,150,-2.8507
2000,9,2,4,176,-3.3814
2000,9,2,5,194,-5.7042
2000,9,3,1,168,-1.1206
2000,9,3,2,172,-5.2736
2000,9,3,3,184,-6.3202
2000,9,3,4,210,-10.5397
2000,9,3,5,230,-4.2193
2000,10,1,1,619,-10.5683
2000,10,1,2,482,-5.2254
2000,10,1,3,358,-7.3840
2000,10,1,4,316,-6.3619
2000,10,1,5,400,-9.8775
2000,10,2,1,173,-5.6209
2000,10,2,2,175,-2.4567
2000,10,2,3,149,-3.8798
2000,10,2,4,172,0.0969
2000,10,2,5,193,-4.9748
2000,10,3,1,163,0.4560
2000,10,3,2,171,5.8708
2000,10,3,3,184,-1.8340
2000,10,3,4,208,-1.9607
2000,10,3,5,227,-3.8022
2000,11,1,1,604,-14.6173
2000,11,1,2,472,-10.7724
2000,11,1,3,353,-9.7753
2000,11,1,4,308,-7.3758
2000,11,1,5,388,-11.5001
2000,11,2,1,173,-10.9493
2000,11,2,2,174,-9.6216
2000,11,2,3,147,-6.7615
2000,11,2,4,167,-6.1245
2000,11,2,5,192,-8.5761
2000,11,3,1,160,-5.3279
2000,11,3,2,170,-8.7085
2000,11,3,3,183,-6.5931
2000,11,3,4,208,-10.5352
2000,11,3,5,224,-14.6737
2000,12,1,1,593,-2.4849
2000,12,1,2,464,-2.5843
2000,12,1,3,350,-0.3809
2000,12,1,4,302,-2.8495
2000,12,1,5,377,-1.9106
2000,12,2,1,173,6.7203
2000,12,2,2,173,10.0131
2000,12,2,3,143,7.4334
2000,12,2,4,166,8.0880
2000,12,2,5,192,7.1657
2000,12,3,1,159,4.4497
2000,12,3,2,170,-4.1306
2000,12,3,3,181,2.9041
2000,12,3,4,207,-3.9953
2000,12,3,5,222,-1.4809
2001,1,1,1,578,21.2040
2001,1,1,2,459,17.5591
2001,1,1,3,345,16.3231
2001,1,1,4,297,14.2171
2001,1,1,5,375,18.6756
2001,1,2,1,173,6.1906
2001,1,2,2,171,3.5348
2001,1,2,3,142,5.2475
2001,1,2,4,160,6.2061
2001,1,2,5,190,9.1021
2001,1,3,1,158,-3.4827
2001,1,3,2,169,10.1270
2001,1,3,3,180,2.4171
2001,1,3,4,206,6.0980
2001,1,3,5,222,7.8802
2001,2,1,1,565,-8.5881
2001,2,1,2,449,-5.8279
2001,2,1,3,342,-1.4755
2001,2,1,4,293,-5.0742
2001,2,1,5,366,-5.8623
2001,2,2,1,170,-6.4932
2001,2,2,2,167,-3.2457
2001,2,2,3,141,-4.0818
2001,2,2,4,159,-6.2339
2001,2,2,5,190,-5.2786
2001,2,3,1,158,-5.6330
2001,2,3,2,168,-3.4110
2001,2,3,3,180,-7.2496
2001,2,3,4,205,-17.9868
2001,2,3,5,221,-11.5940
2001,3,1,1,559,-5.2653
2001,3,1,2,448,-6.0517
2001,3,1,3,339,-2.9176
2001,3,1,4,289,-2.9310
2001,3,1,5,357,-4.5132
2001,3,2,1,167,-3.5376
2001,3,2,2,165,-3.7417
2001,3,2,3,140,-3.8551
2001,3,2,4,158,-5.2576
2001,3,2,5,189,-5.4922
2001,3,3,1,158,-5.6624
2001,3,3,2,166,-6.5551
2001,3,3,3,179,-5.6526
2001,3,3,4,205,-10.2655
2001,3,3,5,218,-8.0311
2001,4,1,1,551,4.1369
2001,4,1,2,441,7.3920
2001,4,1,3,330,7.4794
2001,4,1,4,285,4.2097
2001,4,1,5,351,7.1433
2001,4,2,1,166,9.1948
2001,4,2,2,165,8.8741
2001,4,2,3,140,7.7069
2001,4,2,4,157,5.8177
2001,4,2,5,189,7.5545
2001,4,3,1,157,6.4255
2001,4,3,2,165,12.8415
2001,4,3,3,178,6.8355
2001,4,3,4,204,9.9545
2001,4,3,5,218,9.5585
2001,5,1,1,535,9.1928
2001,5,1,2,432,12.2649
2001,5,1,3,328,14.9267
2001,5,1,4,281,13.2857
2001,5,1,5,344,10.7243
2001,5,2,1,165,3.2230
2001,5,2,2,165,3.5319
2001,5,2,3,140,3.6859
2001,5,2,4,155,5.1868
2001,5,2,5,185,4.7896
2001,5,3,1,157,1.7231
2001,5,3,2,165,3.1859
2001,5,3,3,177,0.2567
2001,5,3,4,204,-1.4342
2001,5,3,5,216,-0.5788
2001,6,1,1,521,0.5032
2001,6,1,2,428,2.4327
2001,6,1,3,322,3.5569
2001,6,1,4,274,1.0010
2001,6,1,5,340,4.1723
2001,6,2,1,164,4.1846
2001,6,2,2,163,5.2026
2001,6,2,3,138,3.4472
2001,6,2,4,154,5.2242
2001,6,2,5,182,5.0242
2001,6,3,1,156,-1.9774
2001,6,3,2,162,-1.5479
2001,6,3,3,177,-3.6915
2001,6,3,4,204,-2.9428
2001,6,3,5,215,-3.5065
2001,7,1,1,602,-3.3062
2001,7,1,2,457,-0.5174
2001,7,1,3,330,-1.7717
2001,7,1,4,353,-0.5467
2001,7,1,5,435,-7.7230
2001,7,2,1,149,-8.2002
2001,7,2,2,138,-4.0089
2001,7,2,3,163,-4.1614
2001,7,2,4,185,-5.0603
2001,7,2,5,252,-7.7585
2001,7,3,1,117,-5.0868
2001,7,3,2,128,0.3493
2001,7,3,3,146,2.4061
2001,7,3,4,189,-2.3875
2001,7,3,5,262,-0.3845
2001,8,1,1,594,-2.1962
2001,8,1,2,448,-3.9973
2001,8,1,3,326,-1.9460
2001,8,1,4,350,-4.2065
2001,8,1,5,422,-5.4888
2001,8,2,1,149,-1.9072
2001,8,2,2,137,-0.8495
2001,8,2,3,163,-2.2869
2001,8,2,4,183,-2.9088
2001,8,2,5,250,-6.2685
2001,8,3,1,117,-4.8329
2001,8,3,2,127,-3.1668
2001,8,3,3,145,-6.0545
2001,8,3,4,189,-5.9727
2001,8,3,5,262,-8.8396
2001,9,1,1,578,-14.1393
2001,9,1,2,435,-10.7122
2001,9,1,3,315,-13.0552
2001,9,1,4,346,-15.1372
2001,9,1,5,408,-17.8221
2001,9,2,1,149,-18.5691
2001,9,2,2,136,-14.7981
2001,9,2,3,162,-13.6113
2001,9,2,4,182,-15.1150
2001,9,2,5,250,-19.8632
2001,9,3,1,116,-8.1557
2001,9,3,2,123,-4.0093
2001,9,3,3,144,-5.9356
2001,9,3,4,187,-10.5666
2001,9,3,5,259,-12.4421
2001,10,1,1,569,7.5359
2001,10,1,2,430,6.1524
2001,10,1,3,309,11.2792
2001,10,1,4,343,7.1376
2001,10,1,5,403,12.1648
2001,10,2,1,148,8.0671
2001,10,2,2,134,5.0745
2001,10,2,3,162,5.8082
2001,10,2,4,182,6.3476
2001,10,2,5,248,10.9834
2001,10,3,1,115,5.7316
2001,10,3,2,123,4.9440
2001,10,3,3,144,0.0391
2001,10,3,4,187,1.8598
2001,10,3,5,257,6.0788
2001,11,1,1,562,6.8692
2001,11,1,2,424,4.6890
2001,11,1,3,304,5.1590
2001,11,1,4,342,9.5430
2001,11,1,5,397,9.1242
2001,11,2,1,145,8.9664
2001,11,2,2,133,7.2143
2001,11,2,3,160,7.2671
