year,month,rank_ME,rank_IA,nstocks,ret_vw
1967,1,1,1,103,17.7828
1967,1,1,2,43,15.9701
1967,1,1,3,57,17.1709
1967,1,1,4,59,20.3457
1967,1,1,5,95,19.3429
1967,1,2,1,51,14.3016
1967,1,2,2,44,15.2347
1967,1,2,3,42,15.3640
1967,1,2,4,45,14.7776
1967,1,2,5,49,20.2048
1967,1,3,1,78,8.2281
1967,1,3,2,111,4.9790
1967,1,3,3,101,7.3294
1967,1,3,4,110,8.9408
1967,1,3,5,96,9.6018
1967,2,1,1,103,5.2819
1967,2,1,2,43,1.9048
1967,2,1,3,57,3.3721
1967,2,1,4,59,2.8209
1967,2,1,5,95,7.1730
1967,2,2,1,51,2.1824
1967,2,2,2,44,1.2042
1967,2,2,3,42,5.5636
1967,2,2,4,45,-1.0544
1967,2,2,5,49,2.1907
1967,2,3,1,78,-0.2544
1967,2,3,2,111,-0.6960
1967,2,3,3,101,-0.5440
1967,2,3,4,110,2.6164
1967,2,3,5,96,2.4728
1967,3,1,1,103,6.2949
1967,3,1,2,43,9.5255
1967,3,1,3,57,4.8087
1967,3,1,4,59,5.9516
1967,3,1,5,96,6.9039
1967,3,2,1,51,6.4255
1967,3,2,2,44,4.8364
1967,3,2,3,42,4.3917
1967,3,2,4,45,8.2016
1967,3,2,5,49,8.2558
1967,3,3,1,78,2.8301
1967,3,3,2,111,3.4864
1967,3,3,3,101,3.9073
1967,3,3,4,110,5.0418
1967,3,3,5,96,5.3659
1967,4,1,1,103,3.2660
1967,4,1,2,43,5.7675
1967,4,1,3,57,3.1465
1967,4,1,4,59,6.4832
1967,4,1,5,96,6.1809
1967,4,2,1,51,3.7015
1967,4,2,2,44,1.4031
1967,4,2,3,42,5.1219
1967,4,2,4,45,3.8932
1967,4,2,5,49,4.9788
1967,4,3,1,78,1.9603
1967,4,3,2,111,1.0995
1967,4,3,3,101,2.9445
1967,4,3,4,110,7.4565
1967,4,3,5,96,6.8222
1967,5,1,1,103,1.3575
1967,5,1,2,43,0.3907
1967,5,1,3,57,-0.2577
1967,5,1,4,59,-0.1371
1967,5,1,5,96,1.5283
1967,5,2,1,51,-0.2883
1967,5,2,2,44,-2.4797
1967,5,2,3,42,-3.3125
1967,5,2,4,45,-1.0542
1967,5,2,5,49,-3.1934
1967,5,3,1,78,-2.7624
1967,5,3,2,111,-4.3449
1967,5,3,3,101,-3.8104
1967,5,3,4,110,-5.4925
1967,5,3,5,96,-4.7429
1967,6,1,1,102,9.2451
1967,6,1,2,43,12.1869
1967,6,1,3,57,6.8316
1967,6,1,4,59,10.8375
1967,6,1,5,95,17.0992
1967,6,2,1,51,4.8752
1967,6,2,2,44,6.1327
1967,6,2,3,42,9.1368
1967,6,2,4,45,4.9456
1967,6,2,5,49,8.8078
1967,6,3,1,78,1.4737
1967,6,3,2,111,1.7606
1967,6,3,3,101,0.7499
1967,6,3,4,110,2.0305
1967,6,3,5,95,3.1693
1967,7,1,1,139,10.8692
1967,7,1,2,58,8.7223
1967,7,1,3,52,10.1572
1967,7,1,4,73,9.8269
1967,7,1,5,95,9.4081
1967,7,2,1,59,7.9417
1967,7,2,2,54,8.6858
1967,7,2,3,48,9.4750
1967,7,2,4,38,6.6657
1967,7,2,5,67,6.5130
1967,7,3,1,75,7.7460
1967,7,3,2,108,0.8830
1967,7,3,3,111,7.5478
1967,7,3,4,118,3.9817
1967,7,3,5,106,4.1399
1967,8,1,1,139,1.8992
1967,8,1,2,58,0.6184
1967,8,1,3,52,2.2425
1967,8,1,4,73,-0.5812
1967,8,1,5,95,-0.6996
1967,8,2,1,59,0.2064
1967,8,2,2,54,1.8608
1967,8,2,3,48,-0.0439
1967,8,2,4,38,-0.0207
1967,8,2,5,67,-2.6738
1967,8,3,1,75,-0.3102
1967,8,3,2,108,-1.0709
1967,8,3,3,110,-0.8099
1967,8,3,4,118,-0.3018
1967,8,3,5,106,-1.0830
1967,9,1,1,139,5.6368
1967,9,1,2,58,9.0085
1967,9,1,3,52,6.0143
1967,9,1,4,73,10.0569
1967,9,1,5,95,6.9459
1967,9,2,1,59,3.4489
1967,9,2,2,54,4.1062
1967,9,2,3,48,3.7410
1967,9,2,4,38,3.7461
1967,9,2,5,67,4.7488
1967,9,3,1,74,3.0370
1967,9,3,2,108,2.3081
1967,9,3,3,110,2.1328
1967,9,3,4,118,4.3698
1967,9,3,5,106,4.6609
1967,10,1,1,139,-1.4165
1967,10,1,2,58,-4.4819
1967,10,1,3,52,0.3399
1967,10,1,4,73,-2.3036
1967,10,1,5,95,-2.0938
1967,10,2,1,58,-5.0220
1967,10,2,2,54,-2.9244
1967,10,2,3,48,-5.2787
1967,10,2,4,38,-0.2976
1967,10,2,5,67,-3.9289
1967,10,3,1,74,-5.4775
1967,10,3,2,109,-3.7017
1967,10,3,3,110,-3.3879
1967,10,3,4,118,-3.0325
1967,10,3,5,106,1.9331
1967,11,1,1,138,-2.0527
1967,11,1,2,58,3.8980
1967,11,1,3,52,0.0269
1967,11,1,4,73,1.2115
1967,11,1,5,94,1.1360
1967,11,2,1,58,-1.2309
1967,11,2,2,53,0.0227
1967,11,2,3,48,0.9944
1967,11,2,4,38,1.7415
1967,11,2,5,67,1.8155
1967,11,3,1,75,-1.0420
1967,11,3,2,109,0.5379
1967,11,3,3,110,1.2104
1967,11,3,4,118,0.2556
1967,11,3,5,106,2.2306
1967,12,1,1,138,9.8581
1967,12,1,2,58,7.4496
1967,12,1,3,52,9.2548
1967,12,1,4,73,7.5200
1967,12,1,5,93,8.5823
1967,12,2,1,58,5.2241
1967,12,2,2,53,7.0016
1967,12,2,3,48,3.2881
1967,12,2,4,38,8.0743
1967,12,2,5,67,8.0323
1967,12,3,1,75,2.9655
1967,12,3,2,109,2.9230
1967,12,3,3,110,1.8401
1967,12,3,4,118,3.0333
1967,12,3,5,106,2.5085
1968,1,1,1,139,2.7453
1968,1,1,2,58,3.2414
1968,1,1,3,51,4.6218
1968,1,1,4,73,2.6830
1968,1,1,5,93,1.6065
1968,1,2,1,58,4.0749
1968,1,2,2,53,1.3643
1968,1,2,3,48,-1.1332
1968,1,2,4,38,-3.6840
1968,1,2,5,67,-3.2382
1968,1,3,1,75,-2.5156
1968,1,3,2,109,0.1256
1968,1,3,3,110,-4.3895
1968,1,3,4,118,-5.2158
1968,1,3,5,106,-8.8288
1968,2,1,1,139,-4.5644
1968,2,1,2,58,-6.2571
1968,2,1,3,51,-4.1080
1968,2,1,4,72,-6.3981
1968,2,1,5,93,-8.3398
1968,2,2,1,56,-2.3055
1968,2,2,2,53,-4.2107
1968,2,2,3,48,-3.2037
1968,2,2,4,38,-6.2276
1968,2,2,5,67,-6.6551
1968,2,3,1,75,-1.5091
1968,2,3,2,109,-2.4873
1968,2,3,3,110,-2.8800
1968,2,3,4,118,-3.7044
1968,2,3,5,105,-3.8600
1968,3,1,1,139,-1.2090
1968,3,1,2,58,0.4915
1968,3,1,3,52,-1.5079
1968,3,1,4,72,-0.7294
1968,3,1,5,93,-1.5939
1968,3,2,1,56,-0.8913
1968,3,2,2,53,-0.5710
1968,3,2,3,48,-1.2986
1968,3,2,4,38,-2.4413
1968,3,2,5,67,-1.9144
1968,3,3,1,75,-1.3954
1968,3,3,2,109,-0.4313
1968,3,3,3,110,0.8494
1968,3,3,4,118,0.3310
1968,3,3,5,105,3.7991
1968,4,1,1,138,15.5950
1968,4,1,2,58,15.8192
1968,4,1,3,52,16.6298
1968,4,1,4,72,17.0393
1968,4,1,5,93,18.8436
1968,4,2,1,56,11.7171
1968,4,2,2,53,11.2133
1968,4,2,3,48,11.3050
1968,4,2,4,38,14.8546
1968,4,2,5,67,15.7924
1968,4,3,1,75,7.8694
1968,4,3,2,109,4.7345
1968,4,3,3,110,7.9645
1968,4,3,4,118,11.0391
1968,4,3,5,105,11.4779
1968,5,1,1,138,12.3877
1968,5,1,2,58,14.1935
1968,5,1,3,52,9.0454
1968,5,1,4,72,9.0647
1968,5,1,5,93,10.6630
1968,5,2,1,56,6.3371
1968,5,2,2,52,4.6339
1968,5,2,3,48,5.5151
1968,5,2,4,38,12.3428
1968,5,2,5,67,8.7649
1968,5,3,1,75,0.9546
1968,5,3,2,108,-0.2232
1968,5,3,3,110,-0.1125
1968,5,3,4,118,2.9786
1968,5,3,5,105,4.0960
1968,6,1,1,138,-0.3866
1968,6,1,2,58,2.7467
1968,6,1,3,52,0.6852
1968,6,1,4,72,-0.3211
1968,6,1,5,93,0.8687
1968,6,2,1,56,0.9660
1968,6,2,2,52,3.1897
1968,6,2,3,48,1.5187
1968,6,2,4,38,-2.1008
1968,6,2,5,67,-1.5425
1968,6,3,1,75,1.6134
1968,6,3,2,108,2.9735
1968,6,3,3,110,1.6611
1968,6,3,4,118,-0.2517
1968,6,3,5,105,-0.2873
1968,7,1,1,233,-1.4684
1968,7,1,2,97,-3.3610
1968,7,1,3,79,-4.8231
1968,7,1,4,66,-4.1605
1968,7,1,5,125,-4.6440
1968,7,2,1,64,-2.2488
1968,7,2,2,53,-0.6016
1968,7,2,3,54,-3.9883
1968,7,2,4,61,-3.9301
1968,7,2,5,73,-6.9089
1968,7,3,1,65,-1.3086
1968,7,3,2,108,-1.7884
1968,7,3,3,113,-0.4510
1968,7,3,4,117,-2.5980
1968,7,3,5,113,-3.9587
1968,8,1,1,232,5.8672
1968,8,1,2,97,3.6905
1968,8,1,3,79,2.9425
1968,8,1,4,66,2.2991
1968,8,1,5,125,4.8749
1968,8,2,1,64,3.7884
1968,8,2,2,52,3.5041
1968,8,2,3,54,3.2600
1968,8,2,4,61,4.4119
1968,8,2,5,73,3.8866
1968,8,3,1,64,2.1097
1968,8,3,2,108,0.9842
1968,8,3,3,113,1.0828
1968,8,3,4,117,1.2125
1968,8,3,5,113,1.9633
1968,9,1,1,232,7.0813
1968,9,1,2,97,5.1788
1968,9,1,3,79,7.9491
1968,9,1,4,66,9.4440
1968,9,1,5,125,8.1368
1968,9,2,1,64,5.7717
1968,9,2,2,52,6.1036
1968,9,2,3,53,5.4405
1968,9,2,4,61,8.4976
1968,9,2,5,73,6.9061
1968,9,3,1,64,6.6911
1968,9,3,2,108,4.1200
1968,9,3,3,113,2.1949
1968,9,3,4,117,3.5014
1968,9,3,5,113,4.0998
1968,10,1,1,230,0.0651
1968,10,1,2,97,1.3806
1968,10,1,3,79,0.4310
1968,10,1,4,66,2.7016
1968,10,1,5,125,-0.7054
1968,10,2,1,64,1.3017
1968,10,2,2,52,0.9320
1968,10,2,3,53,0.5536
1968,10,2,4,61,1.9196
1968,10,2,5,73,0.4588
1968,10,3,1,64,3.5647
1968,10,3,2,107,1.3186
1968,10,3,3,113,1.9053
1968,10,3,4,117,-1.6162
1968,10,3,5,113,0.0407
1968,11,1,1,229,6.5994
1968,11,1,2,97,7.3695
1968,11,1,3,79,7.0010
1968,11,1,4,66,5.7203
1968,11,1,5,125,7.8969
1968,11,2,1,64,8.5422
1968,11,2,2,52,7.4134
1968,11,2,3,54,7.9369
1968,11,2,4,61,7.7641
1968,11,2,5,73,8.9031
1968,11,3,1,64,0.9040
1968,11,3,2,107,6.0270
1968,11,3,3,113,5.8596
1968,11,3,4,117,7.4477
1968,11,3,5,113,5.4837
1968,12,1,1,231,4.2425
1968,12,1,2,97,-1.7046
1968,12,1,3,79,-0.3969
1968,12,1,4,66,1.2208
1968,12,1,5,125,2.5934
1968,12,2,1,64,0.1013
1968,12,2,2,52,-0.4356
1968,12,2,3,54,-2.3142
1968,12,2,4,61,-1.9142
1968,12,2,5,73,-2.3829
1968,12,3,1,64,-2.2185
1968,12,3,2,107,-4.1497
1968,12,3,3,113,-4.1058
1968,12,3,4,117,-4.4088
1968,12,3,5,113,-4.4951
1969,1,1,1,231,-0.9564
1969,1,1,2,97,-0.9101
1969,1,1,3,79,-0.7247
1969,1,1,4,66,-1.6029
1969,1,1,5,125,-1.5742
1969,1,2,1,64,-1.4773
1969,1,2,2,52,-0.7086
1969,1,2,3,54,0.9702
1969,1,2,4,61,-1.8277
1969,1,2,5,73,-2.4585
1969,1,3,1,64,-1.0182
1969,1,3,2,107,0.3616
1969,1,3,3,112,0.6567
1969,1,3,4,117,-1.8981
1969,1,3,5,113,-2.5498
1969,2,1,1,230,-10.8917
1969,2,1,2,96,-7.7329
1969,2,1,3,78,-8.1501
1969,2,1,4,66,-9.7607
1969,2,1,5,125,-11.4845
1969,2,2,1,64,-8.7400
1969,2,2,2,52,-6.6998
1969,2,2,3,54,-7.4808
1969,2,2,4,61,-7.0974
1969,2,2,5,73,-9.4367
1969,2,3,1,64,-3.3328
1969,2,3,2,107,-4.9290
1969,2,3,3,112,-4.3991
1969,2,3,4,117,-4.1797
1969,2,3,5,113,-5.7009
1969,3,1,1,230,3.2627
1969,3,1,2,96,1.4717
1969,3,1,3,78,1.3681
1969,3,1,4,66,1.9546
1969,3,1,5,125,3.2028
1969,3,2,1,64,1.2989
1969,3,2,2,52,2.8895
1969,3,2,3,54,2.3243
1969,3,2,4,61,4.3848
1969,3,2,5,72,2.2807
1969,3,3,1,64,2.7617
1969,3,3,2,107,1.9506
1969,3,3,3,112,3.9730
1969,3,3,4,117,5.0673
1969,3,3,5,113,2.1305
1969,4,1,1,228,-0.4579
1969,4,1,2,96,-0.7716
1969,4,1,3,78,0.0786
1969,4,1,4,66,-2.6388
1969,4,1,5,125,-0.4865
1969,4,2,1,64,1.7210
1969,4,2,2,51,4.0322
1969,4,2,3,54,0.7702
1969,4,2,4,61,1.5546
1969,4,2,5,72,0.5391
1969,4,3,1,63,0.1531
1969,4,3,2,107,3.8981
1969,4,3,3,112,1.6046
1969,4,3,4,117,2.3134
1969,4,3,5,112,2.3211
1969,5,1,1,228,1.5494
1969,5,1,2,97,2.1947
1969,5,1,3,78,0.5929
1969,5,1,4,66,2.8486
1969,5,1,5,125,-0.7942
1969,5,2,1,64,0.5993
1969,5,2,2,51,2.1792
1969,5,2,3,54,-0.3854
1969,5,2,4,61,0.4274
1969,5,2,5,73,-0.9275
1969,5,3,1,63,-0.2300
1969,5,3,2,106,0.6733
1969,5,3,3,112,1.3293
1969,5,3,4,117,0.2667
1969,5,3,5,112,-0.8394
1969,6,1,1,229,-14.1044
1969,6,1,2,97,-11.9474
1969,6,1,3,78,-12.0568
1969,6,1,4,66,-14.7520
1969,6,1,5,125,-14.3600
1969,6,2,1,64,-11.7153
1969,6,2,2,52,-8.7803
1969,6,2,3,54,-9.5663
1969,6,2,4,61,-10.0238
1969,6,2,5,73,-11.9859
1969,6,3,1,62,-6.9655
1969,6,3,2,106,-5.7138
1969,6,3,3,112,-6.4320
1969,6,3,4,117,-3.2512
1969,6,3,5,113,-7.0362
1969,7,1,1,198,-10.4067
1969,7,1,2,85,-10.6375
1969,7,1,3,82,-10.0955
1969,7,1,4,108,-13.5526
1969,7,1,5,177,-12.0655
1969,7,2,1,59,-7.7845
1969,7,2,2,54,-6.9597
1969,7,2,3,50,-8.0629
1969,7,2,4,62,-7.6794
1969,7,2,5,103,-12.1828
1969,7,3,1,77,-5.6598
1969,7,3,2,125,-5.5092
1969,7,3,3,123,-6.7797
1969,7,3,4,115,-4.8413
1969,7,3,5,94,-7.5831
1969,8,1,1,197,2.6040
1969,8,1,2,85,4.1624
1969,8,1,3,82,2.6760
1969,8,1,4,108,5.0540
1969,8,1,5,177,4.7317
1969,8,2,1,59,4.6050
1969,8,2,2,54,4.2005
1969,8,2,3,50,4.8468
1969,8,2,4,62,4.3484
1969,8,2,5,103,9.2366
1969,8,3,1,77,3.9493
1969,8,3,2,125,2.3544
1969,8,3,3,123,5.2498
1969,8,3,4,115,5.6125
1969,8,3,5,94,8.1763
1969,9,1,1,197,-2.2259
1969,9,1,2,86,-4.6893
1969,9,1,3,82,-2.2128
1969,9,1,4,108,-3.0024
1969,9,1,5,177,-3.3737
1969,9,2,1,58,-0.2821
1969,9,2,2,54,-1.1134
1969,9,2,3,49,2.4017
1969,9,2,4,61,0.3574
1969,9,2,5,103,-2.2285
1969,9,3,1,77,-3.5679
1969,9,3,2,124,-2.6930
1969,9,3,3,123,-2.9144
1969,9,3,4,115,-1.8336
1969,9,3,5,94,-2.4974
1969,10,1,1,197,9.3303
1969,10,1,2,86,9.2132
1969,10,1,3,81,8.3453
1969,10,1,4,108,12.3819
1969,10,1,5,177,11.8300
1969,10,2,1,58,8.2911
1969,10,2,2,54,4.7906
1969,10,2,3,49,7.8537
1969,10,2,4,60,5.1733
1969,10,2,5,103,11.3197
1969,10,3,1,77,4.8855
1969,10,3,2,124,4.6303
1969,10,3,3,123,4.4963
1969,10,3,4,115,5.5800
1969,10,3,5,94,5.2348
1969,11,1,1,197,-6.9402
1969,11,1,2,86,-6.5312
1969,11,1,3,81,-4.2431
1969,11,1,4,108,-7.2984
1969,11,1,5,177,-7.5616
1969,11,2,1,58,-4.6090
1969,11,2,2,54,-3.3803
1969,11,2,3,50,-5.2370
1969,11,2,4,60,-3.3815
1969,11,2,5,102,-6.2621
1969,11,3,1,77,-4.6700
1969,11,3,2,125,-2.3152
1969,11,3,3,123,-4.4730
1969,11,3,4,115,-1.8820
1969,11,3,5,94,-2.1936
1969,12,1,1,197,-10.0220
1969,12,1,2,86,-7.1541
1969,12,1,3,82,-5.5507
1969,12,1,4,108,-5.6850
1969,12,1,5,177,-7.6921
1969,12,2,1,58,-6.2311
1969,12,2,2,54,-2.7271
1969,12,2,3,50,-2.7865
1969,12,2,4,60,-4.6878
1969,12,2,5,102,-5.1927
1969,12,3,1,77,-3.1695
1969,12,3,2,125,-3.0243
1969,12,3,3,123,-0.8584
1969,12,3,4,115,0.5654
1969,12,3,5,94,-2.7269
1970,1,1,1,197,0.3408
1970,1,1,2,86,-1.3378
1970,1,1,3,82,-1.5064
1970,1,1,4,108,-4.2448
1970,1,1,5,177,-6.8304
1970,1,2,1,58,-4.9937
1970,1,2,2,54,-3.7324
1970,1,2,3,50,-3.3427
1970,1,2,4,60,-4.1383
1970,1,2,5,102,-9.4986
1970,1,3,1,77,-7.1353
1970,1,3,2,125,-5.4524
1970,1,3,3,123,-8.2154
1970,1,3,4,114,-8.7833
1970,1,3,5,94,-11.0129
1970,2,1,1,196,3.3470
1970,2,1,2,86,2.9995
1970,2,1,3,82,3.6099
1970,2,1,4,108,1.8283
1970,2,1,5,177,3.1437
1970,2,2,1,58,6.2965
1970,2,2,2,54,5.0807
1970,2,2,3,50,3.6153
1970,2,2,4,60,3.5971
1970,2,2,5,101,4.6989
1970,2,3,1,77,7.0068
1970,2,3,2,125,7.0039
1970,2,3,3,123,7.1136
1970,2,3,4,114,3.6517
1970,2,3,5,94,4.8809
1970,3,1,1,196,-1.0777
1970,3,1,2,85,-1.6437
1970,3,1,3,82,-3.5672
1970,3,1,4,108,-5.1585
1970,3,1,5,177,-4.4855
1970,3,2,1,58,0.0246
1970,3,2,2,54,1.3378
1970,3,2,3,50,-0.2385
1970,3,2,4,61,-1.8853
1970,3,2,5,102,-4.9938
1970,3,3,1,77,0.9799
1970,3,3,2,125,1.9839
1970,3,3,3,123,0.2397
1970,3,3,4,115,-1.1872
1970,3,3,5,94,-2.6370
1970,4,1,1,196,-16.2596
1970,4,1,2,85,-16.4374
1970,4,1,3,81,-14.4676
1970,4,1,4,108,-18.1569
1970,4,1,5,176,-20.8707
1970,4,2,1,58,-12.5595
1970,4,2,2,54,-8.7192
1970,4,2,3,50,-11.8722
1970,4,2,4,61,-16.1529
1970,4,2,5,102,-20.8770
1970,4,3,1,77,-8.7550
1970,4,3,2,125,-7.3193
1970,4,3,3,123,-8.9473
1970,4,3,4,115,-10.2497
1970,4,3,5,94,-13.8839
1970,5,1,1,196,-8.7160
1970,5,1,2,85,-10.0821
1970,5,1,3,80,-7.4594
1970,5,1,4,108,-9.4132
1970,5,1,5,176,-9.4942
1970,5,2,1,58,-6.2852
1970,5,2,2,54,-8.8356
1970,5,2,3,50,-9.5345
1970,5,2,4,61,-9.1055
1970,5,2,5,101,-12.9447
1970,5,3,1,77,-4.5848
1970,5,3,2,125,-4.1694
1970,5,3,3,123,-4.6331
1970,5,3,4,115,-6.9530
1970,5,3,5,94,-9.6670
1970,6,1,1,194,-7.5547
1970,6,1,2,85,-7.3511
1970,6,1,3,80,-7.6828
1970,6,1,4,108,-8.4236
1970,6,1,5,174,-10.8856
1970,6,2,1,58,-6.4835
1970,6,2,2,53,-5.0174
1970,6,2,3,50,-4.2764
1970,6,2,4,60,-7.5469
1970,6,2,5,101,-9.3682
1970,6,3,1,77,-4.9605
1970,6,3,2,125,-4.3167
1970,6,3,3,123,-4.3320
1970,6,3,4,115,-5.3898
1970,6,3,5,94,-7.8063
1970,7,1,1,222,4.8459
1970,7,1,2,93,5.2624
1970,7,1,3,89,6.5073
1970,7,1,4,100,5.9519
1970,7,1,5,234,3.1770
1970,7,2,1,69,6.2579
1970,7,2,2,55,7.9968
1970,7,2,3,62,7.6912
1970,7,2,4,64,7.6168
1970,7,2,5,101,7.6737
1970,7,3,1,71,9.5211
1970,7,3,2,128,9.1807
1970,7,3,3,123,6.2807
1970,7,3,4,120,6.9985
1970,7,3,5,104,6.2223
1970,8,1,1,221,5.4409
1970,8,1,2,93,7.0015
1970,8,1,3,89,6.5370
1970,8,1,4,99,6.6601
1970,8,1,5,233,6.7345
1970,8,2,1,69,8.1798
1970,8,2,2,55,6.4934
1970,8,2,3,62,6.0484
1970,8,2,4,64,6.0652
1970,8,2,5,100,6.9635
1970,8,3,1,71,4.0029
1970,8,3,2,128,6.3148
1970,8,3,3,123,3.5197
1970,8,3,4,120,4.5984
1970,8,3,5,104,6.3434
1970,9,1,1,220,14.7867
1970,9,1,2,93,9.8951
1970,9,1,3,89,11.7313
1970,9,1,4,99,14.1220
1970,9,1,5,232,19.5553
1970,9,2,1,69,8.7485
1970,9,2,2,55,7.7315
1970,9,2,3,62,8.4047
1970,9,2,4,63,12.3741
1970,9,2,5,100,15.0718
1970,9,3,1,71,3.8809
1970,9,3,2,128,1.7266
1970,9,3,3,123,3.6264
1970,9,3,4,120,3.5162
1970,9,3,5,103,7.8263
1970,10,1,1,220,-6.5871
1970,10,1,2,93,-4.2977
1970,10,1,3,89,-5.3284
1970,10,1,4,99,-9.3074
1970,10,1,5,231,-10.6205
1970,10,2,1,69,-4.3823
1970,10,2,2,55,-5.3585
1970,10,2,3,61,-3.8719
1970,10,2,4,63,-5.0583
1970,10,2,5,100,-6.7433
1970,10,3,1,71,-1.4978
1970,10,3,2,128,-0.2627
1970,10,3,3,123,-0.9211
1970,10,3,4,120,-0.9511
1970,10,3,5,103,-2.4583
1970,11,1,1,219,-1.4131
1970,11,1,2,93,-0.1802
1970,11,1,3,88,-0.4663
1970,11,1,4,99,-0.0570
1970,11,1,5,230,-2.9021
1970,11,2,1,68,2.6855
1970,11,2,2,55,4.8489
1970,11,2,3,61,4.2871
1970,11,2,4,63,4.2923
1970,11,2,5,100,0.2915
1970,11,3,1,71,4.2560
1970,11,3,2,128,6.1030
1970,11,3,3,123,5.8744
1970,11,3,4,120,4.6287
1970,11,3,5,103,4.6398
1970,12,1,1,218,7.6677
1970,12,1,2,93,12.7069
1970,12,1,3,88,11.4065
1970,12,1,4,98,11.4191
1970,12,1,5,230,8.3361
1970,12,2,1,68,8.0512
1970,12,2,2,55,9.5683
1970,12,2,3,61,7.9283
1970,12,2,4,63,10.1630
1970,12,2,5,100,7.7670
1970,12,3,1,71,7.9891
1970,12,3,2,128,4.8701
1970,12,3,3,123,6.0298
1970,12,3,4,119,7.6585
1970,12,3,5,103,4.6446
1971,1,1,1,217,16.0650
1971,1,1,2,93,10.1349
1971,1,1,3,86,15.4882
1971,1,1,4,98,14.4772
1971,1,1,5,230,15.6061
1971,1,2,1,67,14.4206
1971,1,2,2,55,12.4763
1971,1,2,3,61,8.1338
1971,1,2,4,63,9.3836
1971,1,2,5,99,10.1407
1971,1,3,1,71,5.2536
1971,1,3,2,128,1.9438
1971,1,3,3,123,4.7961
1971,1,3,4,119,4.8231
1971,1,3,5,103,7.1243
1971,2,1,1,216,3.9108
1971,2,1,2,93,5.5491
1971,2,1,3,85,3.7364
1971,2,1,4,98,3.7760
1971,2,1,5,228,6.2536
1971,2,2,1,67,2.3940
1971,2,2,2,54,1.7105
1971,2,2,3,61,3.2879
1971,2,2,4,63,2.5345
1971,2,2,5,99,2.2684
1971,2,3,1,71,2.7669
1971,2,3,2,128,2.1758
1971,2,3,3,123,-0.3552
1971,2,3,4,118,3.6905
1971,2,3,5,103,1.7583
1971,3,1,1,216,7.6226
1971,3,1,2,93,5.4170
1971,3,1,3,85,6.5311
1971,3,1,4,98,6.5659
1971,3,1,5,227,5.7802
1971,3,2,1,67,5.3709
1971,3,2,2,54,3.7907
1971,3,2,3,61,7.3502
1971,3,2,4,62,5.9147
1971,3,2,5,99,8.1545
1971,3,3,1,70,3.4113
1971,3,3,2,128,2.6050
1971,3,3,3,123,3.8038
1971,3,3,4,118,4.8703
1971,3,3,5,102,6.6547
1971,4,1,1,214,1.9227
1971,4,1,2,93,2.1181
1971,4,1,3,85,3.5706
1971,4,1,4,98,2.8323
1971,4,1,5,227,2.3696
1971,4,2,1,66,6.4711
1971,4,2,2,54,4.2868
1971,4,2,3,61,5.5915
1971,4,2,4,62,2.3732
1971,4,2,5,98,3.0511
1971,4,3,1,70,4.5599
1971,4,3,2,128,4.6972
1971,4,3,3,123,1.9337
1971,4,3,4,118,3.5288
1971,4,3,5,102,5.1539
1971,5,1,1,209,-5.4037
1971,5,1,2,93,-5.5958
1971,5,1,3,85,-4.5389
1971,5,1,4,97,-6.8415
1971,5,1,5,226,-8.3909
1971,5,2,1,66,-2.7086
1971,5,2,2,54,-4.2426
1971,5,2,3,61,-4.3691
1971,5,2,4,62,-5.9538
1971,5,2,5,98,-5.0000
1971,5,3,1,70,-3.0122
1971,5,3,2,128,-4.0690
1971,5,3,3,123,-4.0196
1971,5,3,4,118,-2.5156
1971,5,3,5,102,-2.5818
1971,6,1,1,207,-3.2023
1971,6,1,2,92,-2.2085
1971,6,1,3,85,0.0246
1971,6,1,4,96,-2.2085
1971,6,1,5,224,-2.6868
1971,6,2,1,66,-3.0439
1971,6,2,2,54,0.3196
1971,6,2,3,61,0.2961
1971,6,2,4,62,0.0866
1971,6,2,5,97,-1.3452
1971,6,3,1,69,0.7560
1971,6,3,2,128,-0.4613
1971,6,3,3,123,-0.1784
1971,6,3,4,118,2.7256
1971,6,3,5,102,1.3292
1971,7,1,1,311,-6.5821
1971,7,1,2,126,-4.2670
1971,7,1,3,84,-5.9088
1971,7,1,4,91,-6.6502
1971,7,1,5,179,-8.6959
1971,7,2,1,87,-5.1443
1971,7,2,2,75,-4.0983
1971,7,2,3,46,-3.3909
1971,7,2,4,70,-4.5013
1971,7,2,5,95,-5.2501
1971,7,3,1,46,-4.6876
1971,7,3,2,112,-4.5750
1971,7,3,3,147,-2.0395
1971,7,3,4,135,-5.2737
1971,7,3,5,131,-5.1837
1971,8,1,1,310,4.9974
1971,8,1,2,126,3.8773
1971,8,1,3,84,3.6766
1971,8,1,4,91,7.8929
1971,8,1,5,179,2.0371
1971,8,2,1,87,6.5398
1971,8,2,2,75,3.7853
1971,8,2,3,46,3.1385
1971,8,2,4,70,4.4091
1971,8,2,5,95,4.2357
1971,8,3,1,46,8.4710
1971,8,3,2,111,6.9272
1971,8,3,3,147,2.7146
1971,8,3,4,135,3.3649
1971,8,3,5,130,3.3297
1971,9,1,1,310,-1.4786
1971,9,1,2,126,1.1500
1971,9,1,3,84,-1.9822
1971,9,1,4,91,-0.1369
1971,9,1,5,179,-0.1135
1971,9,2,1,87,-1.1954
1971,9,2,2,74,-1.2275
1971,9,2,3,45,-1.8848
1971,9,2,4,70,-0.5446
1971,9,2,5,95,-0.1888
1971,9,3,1,46,-1.3999
