year,month,rank_ME,rank_dNOA,nstocks,ret_vw
1967,1,1,1,31,16.3845
1967,1,1,2,17,17.8559
1967,1,1,3,18,14.3445
1967,1,1,4,17,17.7171
1967,1,1,5,31,24.4006
1967,1,2,1,24,13.6246
1967,1,2,2,15,16.4912
1967,1,2,3,13,21.8190
1967,1,2,4,15,16.0959
1967,1,2,5,16,21.4710
1967,1,3,1,30,11.5448
1967,1,3,2,45,8.4055
1967,1,3,3,52,7.2686
1967,1,3,4,44,6.6041
1967,1,3,5,49,8.4965
1967,2,1,1,31,5.2214
1967,2,1,2,17,6.3864
1967,2,1,3,18,3.5882
1967,2,1,4,17,-1.9445
1967,2,1,5,31,6.5456
1967,2,2,1,24,2.7050
1967,2,2,2,15,6.2684
1967,2,2,3,13,0.1435
1967,2,2,4,15,1.4648
1967,2,2,5,16,3.0704
1967,2,3,1,30,-0.2549
1967,2,3,2,45,-0.5766
1967,2,3,3,52,1.2564
1967,2,3,4,44,0.0228
1967,2,3,5,49,5.4723
1967,3,1,1,31,8.5720
1967,3,1,2,17,9.3479
1967,3,1,3,18,10.0939
1967,3,1,4,17,4.5679
1967,3,1,5,31,10.5238
1967,3,2,1,24,5.3909
1967,3,2,2,15,10.0834
1967,3,2,3,13,5.0860
1967,3,2,4,15,8.6410
1967,3,2,5,16,4.5181
1967,3,3,1,30,5.0298
1967,3,3,2,45,4.0758
1967,3,3,3,52,3.7662
1967,3,3,4,44,3.7291
1967,3,3,5,49,5.6314
1967,4,1,1,31,2.1989
1967,4,1,2,17,6.8191
1967,4,1,3,18,3.7740
1967,4,1,4,17,5.5971
1967,4,1,5,31,10.3596
1967,4,2,1,24,2.4027
1967,4,2,2,15,4.2508
1967,4,2,3,13,3.8961
1967,4,2,4,15,3.0426
1967,4,2,5,16,4.4783
1967,4,3,1,30,3.2036
1967,4,3,2,45,7.0416
1967,4,3,3,52,1.2092
1967,4,3,4,44,4.7362
1967,4,3,5,49,6.9146
1967,5,1,1,31,-1.6715
1967,5,1,2,17,5.1128
1967,5,1,3,18,0.8313
1967,5,1,4,17,1.5562
1967,5,1,5,31,-1.6988
1967,5,2,1,24,-0.8677
1967,5,2,2,15,-4.1359
1967,5,2,3,13,-1.0937
1967,5,2,4,15,-1.5708
1967,5,2,5,16,-3.2598
1967,5,3,1,30,-3.2837
1967,5,3,2,45,-5.4262
1967,5,3,3,52,-5.0034
1967,5,3,4,44,-6.1379
1967,5,3,5,49,-4.1886
1967,6,1,1,31,9.6762
1967,6,1,2,17,14.5332
1967,6,1,3,18,6.6222
1967,6,1,4,17,9.4057
1967,6,1,5,30,22.4426
1967,6,2,1,24,11.0266
1967,6,2,2,15,13.3569
1967,6,2,3,13,4.3966
1967,6,2,4,15,7.3442
1967,6,2,5,16,5.5701
1967,6,3,1,30,5.3566
1967,6,3,2,45,1.0545
1967,6,3,3,51,1.2469
1967,6,3,4,44,-0.1576
1967,6,3,5,49,5.5727
1967,7,1,1,62,9.9547
1967,7,1,2,17,8.8063
1967,7,1,3,25,15.0951
1967,7,1,4,29,10.0981
1967,7,1,5,38,10.7325
1967,7,2,1,34,8.8958
1967,7,2,2,24,10.6156
1967,7,2,3,17,7.3918
1967,7,2,4,9,8.6623
1967,7,2,5,26,7.7446
1967,7,3,1,35,6.1594
1967,7,3,2,54,0.7591
1967,7,3,3,61,5.1932
1967,7,3,4,62,8.1566
1967,7,3,5,58,3.7942
1967,8,1,1,62,3.4143
1967,8,1,2,17,-1.3372
1967,8,1,3,25,0.9252
1967,8,1,4,29,-0.7908
1967,8,1,5,38,-2.3619
1967,8,2,1,34,-0.0785
1967,8,2,2,24,1.0192
1967,8,2,3,17,-0.2310
1967,8,2,4,9,2.1463
1967,8,2,5,26,-2.0120
1967,8,3,1,35,0.8411
1967,8,3,2,53,-1.6027
1967,8,3,3,61,-0.7106
1967,8,3,4,62,-0.5360
1967,8,3,5,58,-1.0646
1967,9,1,1,62,4.8284
1967,9,1,2,17,10.9714
1967,9,1,3,25,10.1526
1967,9,1,4,29,8.8737
1967,9,1,5,38,9.4541
1967,9,2,1,34,3.9781
1967,9,2,2,24,5.1040
1967,9,2,3,17,3.6764
1967,9,2,4,9,6.1132
1967,9,2,5,26,5.7952
1967,9,3,1,35,4.7126
1967,9,3,2,53,3.2574
1967,9,3,3,61,3.3673
1967,9,3,4,62,4.6566
1967,9,3,5,58,5.4016
1967,10,1,1,62,-3.6007
1967,10,1,2,17,-5.0221
1967,10,1,3,25,-3.1160
1967,10,1,4,29,-0.9197
1967,10,1,5,38,-1.0089
1967,10,2,1,34,-4.5348
1967,10,2,2,24,-2.3672
1967,10,2,3,17,0.4431
1967,10,2,4,9,-6.3553
1967,10,2,5,26,-6.0191
1967,10,3,1,35,-5.9393
1967,10,3,2,53,-2.2388
1967,10,3,3,61,-3.0825
1967,10,3,4,62,-4.2886
1967,10,3,5,58,3.0120
1967,11,1,1,61,-1.3103
1967,11,1,2,17,-3.6096
1967,11,1,3,25,0.8789
1967,11,1,4,29,-0.0281
1967,11,1,5,38,2.0098
1967,11,2,1,34,1.1918
1967,11,2,2,24,-0.2296
1967,11,2,3,17,3.6148
1967,11,2,4,9,-5.8896
1967,11,2,5,26,1.7507
1967,11,3,1,35,-0.5176
1967,11,3,2,53,-0.3913
1967,11,3,3,61,0.6068
1967,11,3,4,62,0.8925
1967,11,3,5,58,1.1131
1967,12,1,1,61,11.9556
1967,12,1,2,17,14.3113
1967,12,1,3,25,12.5045
1967,12,1,4,28,3.9530
1967,12,1,5,38,7.6885
1967,12,2,1,34,7.1689
1967,12,2,2,24,3.5678
1967,12,2,3,17,7.3648
1967,12,2,4,9,10.1065
1967,12,2,5,26,11.4059
1967,12,3,1,35,5.0829
1967,12,3,2,53,2.6292
1967,12,3,3,61,2.8884
1967,12,3,4,62,1.0072
1967,12,3,5,58,1.6521
1968,1,1,1,61,5.5696
1968,1,1,2,17,0.9356
1968,1,1,3,25,0.7759
1968,1,1,4,28,2.5271
1968,1,1,5,38,3.9663
1968,1,2,1,34,3.1018
1968,1,2,2,24,0.0003
1968,1,2,3,17,0.1474
1968,1,2,4,9,-5.3442
1968,1,2,5,26,-1.0931
1968,1,3,1,35,-3.9723
1968,1,3,2,53,-1.0101
1968,1,3,3,61,-5.5425
1968,1,3,4,62,-6.2269
1968,1,3,5,58,-7.8885
1968,2,1,1,61,-4.5827
1968,2,1,2,17,-4.4366
1968,2,1,3,25,-6.3903
1968,2,1,4,28,-7.7669
1968,2,1,5,38,-10.8123
1968,2,2,1,33,-4.2310
1968,2,2,2,24,-2.5201
1968,2,2,3,17,-5.1579
1968,2,2,4,9,-0.2767
1968,2,2,5,26,-6.0735
1968,2,3,1,35,-2.2456
1968,2,3,2,53,-1.5677
1968,2,3,3,61,-3.2198
1968,2,3,4,62,-2.9549
1968,2,3,5,57,-3.2639
1968,3,1,1,62,-2.5479
1968,3,1,2,17,-1.0933
1968,3,1,3,25,-1.0069
1968,3,1,4,28,1.3086
1968,3,1,5,38,-2.8958
1968,3,2,1,33,-0.2735
1968,3,2,2,24,-0.0308
1968,3,2,3,17,1.0144
1968,3,2,4,9,-4.0316
1968,3,2,5,26,-4.4436
1968,3,3,1,35,0.0879
1968,3,3,2,53,0.3537
1968,3,3,3,61,1.1079
1968,3,3,4,62,-1.2816
1968,3,3,5,57,3.5426
1968,4,1,1,62,16.4607
1968,4,1,2,17,13.1043
1968,4,1,3,25,22.2224
1968,4,1,4,28,14.5472
1968,4,1,5,38,24.2907
1968,4,2,1,33,13.3673
1968,4,2,2,24,10.8612
1968,4,2,3,17,13.0543
1968,4,2,4,9,16.2231
1968,4,2,5,26,19.7878
1968,4,3,1,35,9.1414
1968,4,3,2,53,3.7700
1968,4,3,3,61,10.4394
1968,4,3,4,62,11.5134
1968,4,3,5,57,11.5480
1968,5,1,1,62,11.0750
1968,5,1,2,17,11.5358
1968,5,1,3,25,9.3841
1968,5,1,4,28,12.9593
1968,5,1,5,38,11.2968
1968,5,2,1,33,7.8190
1968,5,2,2,24,5.4782
1968,5,2,3,17,8.8100
1968,5,2,4,9,13.3174
1968,5,2,5,26,9.8744
1968,5,3,1,35,1.5839
1968,5,3,2,53,-0.9829
1968,5,3,3,61,2.3504
1968,5,3,4,62,0.5076
1968,5,3,5,57,4.6938
1968,6,1,1,62,0.1777
1968,6,1,2,17,4.5012
1968,6,1,3,25,1.9883
1968,6,1,4,28,0.8888
1968,6,1,5,38,0.3681
1968,6,2,1,33,0.9605
1968,6,2,2,24,1.9607
1968,6,2,3,17,1.3983
1968,6,2,4,9,-0.3821
1968,6,2,5,26,-0.2730
1968,6,3,1,35,-0.0819
1968,6,3,2,53,2.4477
1968,6,3,3,61,-0.4491
1968,6,3,4,62,-0.0794
1968,6,3,5,57,-1.2341
1968,7,1,1,161,-2.4566
1968,7,1,2,68,-0.3959
1968,7,1,3,50,-6.4632
1968,7,1,4,47,-3.5969
1968,7,1,5,77,-5.2084
1968,7,2,1,49,-2.7475
1968,7,2,2,40,-0.8668
1968,7,2,3,35,-2.0285
1968,7,2,4,37,-5.5467
1968,7,2,5,47,-6.6224
1968,7,3,1,50,-1.7442
1968,7,3,2,76,-2.7184
1968,7,3,3,93,-0.1381
1968,7,3,4,87,-2.7685
1968,7,3,5,88,-5.5800
1968,8,1,1,161,5.8687
1968,8,1,2,68,3.7654
1968,8,1,3,50,6.1172
1968,8,1,4,47,3.6821
1968,8,1,5,77,2.0600
1968,8,2,1,49,6.1135
1968,8,2,2,40,2.7881
1968,8,2,3,35,4.6060
1968,8,2,4,37,5.7384
1968,8,2,5,47,3.0148
1968,8,3,1,50,3.3384
1968,8,3,2,75,1.2614
1968,8,3,3,93,1.0938
1968,8,3,4,87,1.2027
1968,8,3,5,88,3.0045
1968,9,1,1,161,7.4407
1968,9,1,2,68,4.7749
1968,9,1,3,50,5.7172
1968,9,1,4,47,6.9955
1968,9,1,5,77,10.0758
1968,9,2,1,49,6.7292
1968,9,2,2,39,6.3413
1968,9,2,3,35,7.0116
1968,9,2,4,37,7.1254
1968,9,2,5,47,7.4267
1968,9,3,1,50,6.7780
1968,9,3,2,75,5.6032
1968,9,3,3,93,2.6993
1968,9,3,4,87,5.0511
1968,9,3,5,88,3.4107
1968,10,1,1,161,0.1182
1968,10,1,2,68,1.0294
1968,10,1,3,50,0.9465
1968,10,1,4,47,0.4710
1968,10,1,5,77,-0.8762
1968,10,2,1,49,-0.5137
1968,10,2,2,39,2.2117
1968,10,2,3,35,1.5901
1968,10,2,4,37,-0.1310
1968,10,2,5,47,1.4044
1968,10,3,1,50,2.1996
1968,10,3,2,75,2.0040
1968,10,3,3,93,0.0753
1968,10,3,4,87,1.8084
1968,10,3,5,88,-0.5748
1968,11,1,1,161,7.5927
1968,11,1,2,68,7.6892
1968,11,1,3,50,8.3193
1968,11,1,4,47,6.6385
1968,11,1,5,77,6.7900
1968,11,2,1,49,7.5437
1968,11,2,2,40,5.1132
1968,11,2,3,35,10.7798
1968,11,2,4,37,9.5236
1968,11,2,5,47,8.6310
1968,11,3,1,50,4.0458
1968,11,3,2,75,3.1371
1968,11,3,3,93,5.7798
1968,11,3,4,87,5.7378
1968,11,3,5,88,6.7886
1968,12,1,1,161,4.2336
1968,12,1,2,68,-0.5056
1968,12,1,3,50,-0.9167
1968,12,1,4,47,-0.1122
1968,12,1,5,77,3.0475
1968,12,2,1,49,-0.1934
1968,12,2,2,40,0.8348
1968,12,2,3,35,-1.2887
1968,12,2,4,37,-3.0571
1968,12,2,5,47,-1.2685
1968,12,3,1,50,-2.1744
1968,12,3,2,75,-3.8416
1968,12,3,3,93,-4.5625
1968,12,3,4,87,-4.0775
1968,12,3,5,88,-4.2769
1969,1,1,1,161,-0.7412
1969,1,1,2,68,-2.0599
1969,1,1,3,50,-3.6231
1969,1,1,4,47,-1.7278
1969,1,1,5,77,-0.0184
1969,1,2,1,49,-0.8199
1969,1,2,2,40,-1.8172
1969,1,2,3,35,-0.2642
1969,1,2,4,37,-2.3799
1969,1,2,5,47,-1.2499
1969,1,3,1,50,-0.5919
1969,1,3,2,75,-0.2275
1969,1,3,3,93,-1.4250
1969,1,3,4,87,-1.6983
1969,1,3,5,88,-1.2963
1969,2,1,1,160,-10.9984
1969,2,1,2,68,-7.3501
1969,2,1,3,50,-9.2419
1969,2,1,4,47,-11.2085
1969,2,1,5,77,-11.5239
1969,2,2,1,49,-8.4441
1969,2,2,2,40,-7.0730
1969,2,2,3,35,-9.1071
1969,2,2,4,37,-7.2620
1969,2,2,5,47,-11.2342
1969,2,3,1,50,-5.3829
1969,2,3,2,75,-3.7320
1969,2,3,3,93,-3.6748
1969,2,3,4,87,-4.3205
1969,2,3,5,88,-6.6577
1969,3,1,1,160,2.9244
1969,3,1,2,68,2.0556
1969,3,1,3,50,2.6779
1969,3,1,4,47,2.3965
1969,3,1,5,77,2.9320
1969,3,2,1,49,3.1653
1969,3,2,2,40,3.5233
1969,3,2,3,35,2.1804
1969,3,2,4,37,4.4013
1969,3,2,5,46,3.4383
1969,3,3,1,50,2.1298
1969,3,3,2,75,5.7341
1969,3,3,3,93,3.8072
1969,3,3,4,87,3.1908
1969,3,3,5,88,2.0589
1969,4,1,1,158,-0.8071
1969,4,1,2,68,1.5731
1969,4,1,3,50,-3.5729
1969,4,1,4,47,1.1104
1969,4,1,5,77,-0.6980
1969,4,2,1,49,3.6057
1969,4,2,2,39,2.7617
1969,4,2,3,35,1.4617
1969,4,2,4,37,0.9231
1969,4,2,5,46,0.3586
1969,4,3,1,50,1.5644
1969,4,3,2,74,1.8380
1969,4,3,3,93,2.7297
1969,4,3,4,87,1.4161
1969,4,3,5,87,3.1893
1969,5,1,1,158,1.3941
1969,5,1,2,68,1.0833
1969,5,1,3,50,-0.1953
1969,5,1,4,47,2.8367
1969,5,1,5,77,0.5961
1969,5,2,1,49,-0.2527
1969,5,2,2,39,1.7398
1969,5,2,3,35,-0.6676
1969,5,2,4,37,0.0731
1969,5,2,5,47,-0.0005
1969,5,3,1,50,0.7361
1969,5,3,2,74,0.5803
1969,5,3,3,92,0.7502
1969,5,3,4,87,-0.1766
1969,5,3,5,87,-0.9073
1969,6,1,1,159,-13.5731
1969,6,1,2,68,-12.8644
1969,6,1,3,50,-11.3157
1969,6,1,4,47,-15.0701
1969,6,1,5,77,-15.0539
1969,6,2,1,49,-11.8464
1969,6,2,2,40,-9.9303
1969,6,2,3,35,-10.4800
1969,6,2,4,37,-9.8813
1969,6,2,5,47,-12.3870
1969,6,3,1,50,-7.5864
1969,6,3,2,74,-6.1003
1969,6,3,3,92,-4.4082
1969,6,3,4,87,-6.5896
1969,6,3,5,88,-5.5980
1969,7,1,1,150,-10.7845
1969,7,1,2,71,-8.5857
1969,7,1,3,80,-10.9582
1969,7,1,4,98,-11.9690
1969,7,1,5,112,-12.3776
1969,7,2,1,33,-6.5705
1969,7,2,2,49,-8.8295
1969,7,2,3,38,-7.7855
1969,7,2,4,55,-9.7239
1969,7,2,5,84,-12.0576
1969,7,3,1,84,-5.2665
1969,7,3,2,87,-6.6079
1969,7,3,3,107,-6.1854
1969,7,3,4,83,-5.3473
1969,7,3,5,82,-8.3933
1969,8,1,1,150,3.6514
1969,8,1,2,71,3.7019
1969,8,1,3,80,4.3808
1969,8,1,4,98,3.6166
1969,8,1,5,112,4.0800
1969,8,2,1,33,5.9649
1969,8,2,2,49,6.4280
1969,8,2,3,38,4.2026
1969,8,2,4,55,5.2345
1969,8,2,5,84,9.2020
1969,8,3,1,84,6.2133
1969,8,3,2,87,4.6250
1969,8,3,3,107,4.4997
1969,8,3,4,83,5.7572
1969,8,3,5,82,7.6247
1969,9,1,1,150,-1.8023
1969,9,1,2,71,-2.0508
1969,9,1,3,80,-6.5964
1969,9,1,4,99,-3.8043
1969,9,1,5,112,-3.7057
1969,9,2,1,33,3.4531
1969,9,2,2,49,1.0553
1969,9,2,3,38,-0.8440
1969,9,2,4,55,0.3698
1969,9,2,5,84,-1.9322
1969,9,3,1,84,-0.8032
1969,9,3,2,87,-2.4041
1969,9,3,3,107,-3.2877
1969,9,3,4,82,-2.4203
1969,9,3,5,82,-3.0530
1969,10,1,1,150,10.2600
1969,10,1,2,71,9.1038
1969,10,1,3,80,10.6409
1969,10,1,4,98,10.6880
1969,10,1,5,112,12.8834
1969,10,2,1,33,7.4785
1969,10,2,2,49,8.3867
1969,10,2,3,37,7.8200
1969,10,2,4,55,5.0127
1969,10,2,5,84,10.3978
1969,10,3,1,84,5.8403
1969,10,3,2,87,3.3655
1969,10,3,3,107,4.7017
1969,10,3,4,82,4.5758
1969,10,3,5,82,5.9552
1969,11,1,1,150,-7.9525
1969,11,1,2,71,-5.0124
1969,11,1,3,80,-5.7786
1969,11,1,4,98,-6.0752
1969,11,1,5,112,-9.0048
1969,11,2,1,33,-4.6518
1969,11,2,2,49,-4.0088
1969,11,2,3,37,-4.3479
1969,11,2,4,55,-3.6063
1969,11,2,5,84,-5.9589
1969,11,3,1,84,-1.6932
1969,11,3,2,87,-3.4887
1969,11,3,3,107,-2.3346
1969,11,3,4,83,-3.0447
1969,11,3,5,82,-2.8811
1969,12,1,1,150,-10.1005
1969,12,1,2,71,-7.0810
1969,12,1,3,80,-5.9509
1969,12,1,4,99,-5.5700
1969,12,1,5,112,-8.2547
1969,12,2,1,33,-3.9554
1969,12,2,2,49,-2.6981
1969,12,2,3,37,-3.5395
1969,12,2,4,55,-4.0342
1969,12,2,5,84,-5.9975
1969,12,3,1,84,-0.0935
1969,12,3,2,87,-1.8996
1969,12,3,3,107,-1.8687
1969,12,3,4,83,-0.6578
1969,12,3,5,82,-3.5081
1970,1,1,1,150,-1.1261
1970,1,1,2,71,-3.7546
1970,1,1,3,80,-0.9972
1970,1,1,4,99,-3.8969
1970,1,1,5,112,-6.3198
1970,1,2,1,33,-4.9557
1970,1,2,2,49,-3.2986
1970,1,2,3,37,-6.6575
1970,1,2,4,55,-3.8595
1970,1,2,5,84,-8.8346
1970,1,3,1,84,-7.3418
1970,1,3,2,87,-8.2879
1970,1,3,3,107,-7.2437
1970,1,3,4,82,-9.3945
1970,1,3,5,82,-11.1887
1970,2,1,1,150,3.4907
1970,2,1,2,71,3.1711
1970,2,1,3,80,2.8635
1970,2,1,4,99,3.7012
1970,2,1,5,112,2.9244
1970,2,2,1,33,5.2140
1970,2,2,2,49,7.1956
1970,2,2,3,37,3.6231
1970,2,2,4,55,3.6759
1970,2,2,5,84,4.4421
1970,2,3,1,84,4.1316
1970,2,3,2,87,6.9362
1970,2,3,3,107,5.3851
1970,2,3,4,82,6.3159
1970,2,3,5,82,5.4749
1970,3,1,1,150,-0.2374
1970,3,1,2,71,-2.3571
1970,3,1,3,80,-4.0465
1970,3,1,4,99,-5.2575
1970,3,1,5,112,-4.2319
1970,3,2,1,33,-0.2915
1970,3,2,2,49,-2.5341
1970,3,2,3,38,0.8687
1970,3,2,4,55,-1.1479
1970,3,2,5,84,-4.7350
1970,3,3,1,84,-0.5618
1970,3,3,2,87,0.4605
1970,3,3,3,107,0.2729
1970,3,3,4,83,-0.4654
1970,3,3,5,82,-2.0914
1970,4,1,1,150,-17.1376
1970,4,1,2,71,-14.0937
1970,4,1,3,80,-17.5078
1970,4,1,4,99,-16.3343
1970,4,1,5,111,-21.0386
1970,4,2,1,33,-15.4211
1970,4,2,2,49,-12.4090
1970,4,2,3,38,-12.3193
1970,4,2,4,55,-14.7246
1970,4,2,5,84,-20.5499
1970,4,3,1,84,-10.0003
1970,4,3,2,87,-7.2772
1970,4,3,3,107,-9.0394
1970,4,3,4,83,-10.2105
1970,4,3,5,82,-13.7918
1970,5,1,1,150,-9.6576
1970,5,1,2,71,-9.9006
1970,5,1,3,80,-8.8622
1970,5,1,4,99,-10.0803
1970,5,1,5,111,-9.0950
1970,5,2,1,33,-8.8978
1970,5,2,2,49,-9.1532
1970,5,2,3,38,-8.4100
1970,5,2,4,55,-11.3510
1970,5,2,5,83,-13.1739
1970,5,3,1,84,-6.2055
1970,5,3,2,87,-4.4385
1970,5,3,3,107,-4.6662
1970,5,3,4,83,-7.4546
1970,5,3,5,82,-9.0123
1970,6,1,1,150,-8.0060
1970,6,1,2,71,-7.9554
1970,6,1,3,80,-7.0130
1970,6,1,4,99,-9.6354
1970,6,1,5,110,-10.2017
1970,6,2,1,33,-4.8735
1970,6,2,2,49,-7.2402
1970,6,2,3,38,-6.8070
1970,6,2,4,55,-5.3377
1970,6,2,5,83,-9.1568
1970,6,3,1,84,-5.8005
1970,6,3,2,87,-2.4973
1970,6,3,3,107,-5.8407
1970,6,3,4,83,-3.7781
1970,6,3,5,82,-8.3318
1970,7,1,1,181,4.2826
1970,7,1,2,58,9.1226
1970,7,1,3,75,4.0830
1970,7,1,4,107,6.3813
1970,7,1,5,189,3.4400
1970,7,2,1,56,6.8759
1970,7,2,2,38,9.9985
1970,7,2,3,62,9.8439
1970,7,2,4,53,8.3182
1970,7,2,5,82,7.7274
1970,7,3,1,65,9.0608
1970,7,3,2,111,8.9470
1970,7,3,3,99,8.0710
1970,7,3,4,90,4.7303
1970,7,3,5,81,4.7364
1970,8,1,1,181,6.2370
1970,8,1,2,57,6.9410
1970,8,1,3,75,5.5549
1970,8,1,4,107,6.1934
1970,8,1,5,189,7.3950
1970,8,2,1,56,9.5502
1970,8,2,2,38,5.6561
1970,8,2,3,62,7.2492
1970,8,2,4,53,5.9676
1970,8,2,5,82,7.8270
1970,8,3,1,65,4.1682
1970,8,3,2,111,5.5866
1970,8,3,3,99,3.5908
1970,8,3,4,90,5.2718
1970,8,3,5,81,6.1381
1970,9,1,1,181,14.4483
1970,9,1,2,57,10.7272
1970,9,1,3,75,13.1586
1970,9,1,4,107,11.2496
1970,9,1,5,189,20.4348
1970,9,2,1,56,9.9723
1970,9,2,2,38,9.1625
1970,9,2,3,62,10.0205
1970,9,2,4,53,13.1147
1970,9,2,5,82,15.8085
1970,9,3,1,65,4.2623
1970,9,3,2,111,1.8896
1970,9,3,3,99,2.4883
1970,9,3,4,90,6.6349
1970,9,3,5,80,8.2369
1970,10,1,1,181,-6.8220
1970,10,1,2,58,-4.4726
1970,10,1,3,75,-8.5717
1970,10,1,4,107,-7.0878
1970,10,1,5,189,-10.4889
1970,10,2,1,56,-5.2146
1970,10,2,2,38,-5.6052
1970,10,2,3,62,-3.6702
1970,10,2,4,53,-5.0659
1970,10,2,5,82,-6.3082
1970,10,3,1,65,-1.0899
1970,10,3,2,111,-0.2265
1970,10,3,3,99,-1.9291
1970,10,3,4,90,-0.8256
1970,10,3,5,80,-1.5006
1970,11,1,1,181,-1.2905
1970,11,1,2,58,0.5253
1970,11,1,3,75,-1.8760
1970,11,1,4,107,-1.2861
1970,11,1,5,188,-2.5553
1970,11,2,1,56,1.1048
1970,11,2,2,38,5.1671
1970,11,2,3,62,3.4508
1970,11,2,4,53,3.8694
1970,11,2,5,82,0.4203
1970,11,3,1,65,4.8462
1970,11,3,2,111,6.2053
1970,11,3,3,99,5.3188
1970,11,3,4,90,4.2855
1970,11,3,5,80,3.8726
1970,12,1,1,181,9.6544
1970,12,1,2,58,11.3042
1970,12,1,3,75,11.2373
1970,12,1,4,107,11.1732
1970,12,1,5,188,8.5602
1970,12,2,1,56,9.3750
1970,12,2,2,38,7.4297
1970,12,2,3,62,9.9399
1970,12,2,4,53,8.7703
1970,12,2,5,82,7.7927
1970,12,3,1,65,7.4663
1970,12,3,2,111,5.1441
1970,12,3,3,99,6.9369
1970,12,3,4,90,5.5160
1970,12,3,5,80,5.0740
1971,1,1,1,181,16.6315
1971,1,1,2,58,10.8254
1971,1,1,3,75,14.5214
1971,1,1,4,107,13.8859
1971,1,1,5,187,16.1341
1971,1,2,1,56,13.1224
1971,1,2,2,38,14.7383
1971,1,2,3,62,8.7527
1971,1,2,4,53,11.3726
1971,1,2,5,82,9.7250
1971,1,3,1,65,6.0451
1971,1,3,2,111,2.3360
1971,1,3,3,99,5.9523
1971,1,3,4,90,3.7831
1971,1,3,5,80,7.1950
1971,2,1,1,181,4.2003
1971,2,1,2,58,3.7574
1971,2,1,3,75,3.9512
1971,2,1,4,107,4.5803
1971,2,1,5,187,5.8681
1971,2,2,1,56,2.9479
1971,2,2,2,38,1.1256
1971,2,2,3,62,3.9764
1971,2,2,4,53,2.7523
1971,2,2,5,82,2.1268
1971,2,3,1,65,3.2782
1971,2,3,2,111,2.0094
1971,2,3,3,99,-0.3843
1971,2,3,4,90,3.8556
1971,2,3,5,80,1.2854
1971,3,1,1,181,7.7675
1971,3,1,2,58,5.7782
1971,3,1,3,75,7.7468
1971,3,1,4,107,7.0212
1971,3,1,5,187,5.1283
1971,3,2,1,56,4.8536
1971,3,2,2,38,8.4102
1971,3,2,3,62,5.5238
1971,3,2,4,52,7.4043
1971,3,2,5,82,8.3630
1971,3,3,1,65,3.4106
1971,3,3,2,111,3.8907
1971,3,3,3,99,2.6141
1971,3,3,4,90,5.3734
1971,3,3,5,80,6.8390
1971,4,1,1,181,1.8973
1971,4,1,2,58,0.5647
1971,4,1,3,75,3.2143
1971,4,1,4,107,2.8342
1971,4,1,5,187,2.7340
1971,4,2,1,56,3.9994
1971,4,2,2,38,11.4494
1971,4,2,3,62,3.5550
1971,4,2,4,52,3.0578
1971,4,2,5,82,2.7431
1971,4,3,1,65,5.4420
1971,4,3,2,111,4.7943
1971,4,3,3,99,4.1073
1971,4,3,4,90,3.2969
1971,4,3,5,80,4.6693
1971,5,1,1,181,-5.2253
1971,5,1,2,58,-6.4526
1971,5,1,3,75,-5.3912
1971,5,1,4,107,-5.7990
1971,5,1,5,187,-8.0123
1971,5,2,1,56,-3.0303
1971,5,2,2,38,-3.6001
1971,5,2,3,62,-4.2881
1971,5,2,4,53,-6.0336
1971,5,2,5,82,-4.6258
1971,5,3,1,65,-2.8348
1971,5,3,2,111,-3.7925
1971,5,3,3,99,-2.8870
1971,5,3,4,90,-4.7438
1971,5,3,5,80,-2.8492
1971,6,1,1,180,-2.0017
1971,6,1,2,58,-2.2882
1971,6,1,3,75,-1.3668
1971,6,1,4,106,-2.1585
1971,6,1,5,187,-2.5435
1971,6,2,1,56,-1.1496
1971,6,2,2,38,-2.5520
1971,6,2,3,62,0.3940
1971,6,2,4,53,0.2099
1971,6,2,5,81,-2.1092
1971,6,3,1,65,-0.1242
1971,6,3,2,111,-0.8806
1971,6,3,3,99,0.8972
1971,6,3,4,90,-0.0924
1971,6,3,5,80,2.2487
1971,7,1,1,256,-7.0880
1971,7,1,2,106,-4.7152
1971,7,1,3,75,-5.5407
1971,7,1,4,97,-7.3344
1971,7,1,5,178,-7.8761
1971,7,2,1,71,-4.7059
1971,7,2,2,63,-3.0540
1971,7,2,3,54,-5.2604
1971,7,2,4,54,-4.8457
1971,7,2,5,79,-6.2388
1971,7,3,1,43,-3.4197
1971,7,3,2,88,-4.1113
1971,7,3,3,118,-3.5317
1971,7,3,4,126,-5.0963
1971,7,3,5,116,-4.5708
1971,8,1,1,256,4.8826
1971,8,1,2,106,4.5058
1971,8,1,3,75,6.3931
1971,8,1,4,97,6.4486
1971,8,1,5,178,2.1983
1971,8,2,1,71,5.1917
1971,8,2,2,63,5.8071
1971,8,2,3,54,4.6111
1971,8,2,4,54,4.0414
1971,8,2,5,79,4.6933
1971,8,3,1,43,4.5443
1971,8,3,2,88,3.4505
1971,8,3,3,118,5.9258
1971,8,3,4,126,3.7968
1971,8,3,5,115,4.4218
1971,9,1,1,256,-1.1589
1971,9,1,2,106,1.5702
1971,9,1,3,75,-2.5874
1971,9,1,4,97,-0.4521
1971,9,1,5,178,-0.1306
1971,9,2,1,71,-1.8986
1971,9,2,2,63,-0.4751
1971,9,2,3,53,-1.3506
1971,9,2,4,54,-0.8803
1971,9,2,5,79,0.1033
