year,month,rank_ME,rank_CEI,nstocks,ret_vw
1980,5,2,5,125,8.5554
1980,5,3,1,103,5.6895
1980,5,3,2,130,5.3561
1980,5,3,3,159,5.8274
1980,5,3,4,135,5.0013
1980,5,3,5,148,5.7758
1980,6,1,1,256,4.4053
1980,6,1,2,185,2.9891
1980,6,1,3,200,3.5945
1980,6,1,4,378,4.9106
1980,6,1,5,195,3.1927
1980,6,2,1,118,3.4176
1980,6,2,2,106,4.4011
1980,6,2,3,96,3.2941
1980,6,2,4,112,4.1146
1980,6,2,5,126,6.4622
1980,6,3,1,103,1.8075
1980,6,3,2,129,4.6367
1980,6,3,3,159,2.1540
1980,6,3,4,134,3.9353
1980,6,3,5,148,4.0922
1980,7,1,1,263,7.2609
1980,7,1,2,182,9.5114
1980,7,1,3,213,11.0169
1980,7,1,4,358,12.5852
1980,7,1,5,236,14.7552
1980,7,2,1,140,9.0778
1980,7,2,2,117,9.8138
1980,7,2,3,101,9.0053
1980,7,2,4,116,11.1554
1980,7,2,5,148,12.2080
1980,7,3,1,97,5.8479
1980,7,3,2,139,7.0151
1980,7,3,3,149,5.2445
1980,7,3,4,140,7.7538
1980,7,3,5,156,9.4941
1980,8,1,1,263,4.6419
1980,8,1,2,182,5.9455
1980,8,1,3,213,9.0732
1980,8,1,4,358,10.5036
1980,8,1,5,235,10.7872
1980,8,2,1,140,4.4592
1980,8,2,2,116,5.1549
1980,8,2,3,100,5.3782
1980,8,2,4,115,6.7539
1980,8,2,5,148,5.6065
1980,8,3,1,97,1.7776
1980,8,3,2,139,2.3085
1980,8,3,3,149,1.5087
1980,8,3,4,140,0.9412
1980,8,3,5,156,2.2567
1980,9,1,1,261,3.1075
1980,9,1,2,181,2.5977
1980,9,1,3,212,2.1952
1980,9,1,4,355,4.7496
1980,9,1,5,233,2.2097
1980,9,2,1,138,1.7609
1980,9,2,2,117,4.2588
1980,9,2,3,100,3.7172
1980,9,2,4,115,3.9135
1980,9,2,5,147,3.7495
1980,9,3,1,96,0.7515
1980,9,3,2,139,1.8615
1980,9,3,3,149,2.7469
1980,9,3,4,140,3.3167
1980,9,3,5,156,5.4418
1980,10,1,1,259,3.5047
1980,10,1,2,180,3.3053
1980,10,1,3,208,5.8897
1980,10,1,4,355,5.3756
1980,10,1,5,231,5.5219
1980,10,2,1,137,2.6658
1980,10,2,2,117,2.9524
1980,10,2,3,98,2.1092
1980,10,2,4,113,2.8554
1980,10,2,5,147,5.5611
1980,10,3,1,96,2.8331
1980,10,3,2,138,1.5571
1980,10,3,3,148,0.4751
1980,10,3,4,140,2.5453
1980,10,3,5,156,2.0591
1980,11,1,1,256,2.1398
1980,11,1,2,177,2.8915
1980,11,1,3,206,4.4464
1980,11,1,4,355,8.0978
1980,11,1,5,231,11.6560
1980,11,2,1,137,6.9361
1980,11,2,2,117,4.3100
1980,11,2,3,98,5.4214
1980,11,2,4,112,9.8637
1980,11,2,5,146,11.0345
1980,11,3,1,96,14.5063
1980,11,3,2,137,8.9297
1980,11,3,3,148,8.6187
1980,11,3,4,139,12.1261
1980,11,3,5,156,14.9917
1980,12,1,1,257,-2.0409
1980,12,1,2,176,-3.5762
1980,12,1,3,205,-3.9170
1980,12,1,4,353,-5.6659
1980,12,1,5,230,-5.5241
1980,12,2,1,136,-1.9429
1980,12,2,2,116,-1.6401
1980,12,2,3,98,-3.5520
1980,12,2,4,111,-2.5523
1980,12,2,5,145,-4.5609
1980,12,3,1,96,-6.3675
1980,12,3,2,136,-3.4932
1980,12,3,3,148,-2.4636
1980,12,3,4,138,-2.5481
1980,12,3,5,156,-4.2518
1981,1,1,1,256,3.8456
1981,1,1,2,176,3.1634
1981,1,1,3,203,0.8970
1981,1,1,4,353,-1.6506
1981,1,1,5,228,-4.1734
1981,1,2,1,135,1.2049
1981,1,2,2,115,2.2277
1981,1,2,3,98,0.2384
1981,1,2,4,111,-2.1200
1981,1,2,5,146,-4.2569
1981,1,3,1,95,-4.4996
1981,1,3,2,134,-3.4561
1981,1,3,3,147,-2.4473
1981,1,3,4,138,-6.0310
1981,1,3,5,156,-6.7907
1981,2,1,1,256,1.6274
1981,2,1,2,173,1.5607
1981,2,1,3,201,2.3219
1981,2,1,4,348,-0.0621
1981,2,1,5,227,-1.9787
1981,2,2,1,135,3.2230
1981,2,2,2,114,1.7551
1981,2,2,3,98,1.7262
1981,2,2,4,111,1.2798
1981,2,2,5,145,-0.1838
1981,2,3,1,95,-0.0290
1981,2,3,2,134,3.1210
1981,2,3,3,146,2.3909
1981,2,3,4,137,2.2489
1981,2,3,5,155,1.1834
1981,3,1,1,252,6.7554
1981,3,1,2,172,8.4027
1981,3,1,3,198,7.0333
1981,3,1,4,346,9.5737
1981,3,1,5,225,9.9731
1981,3,2,1,134,6.3406
1981,3,2,2,113,8.5724
1981,3,2,3,97,8.1799
1981,3,2,4,111,8.4273
1981,3,2,5,143,6.6800
1981,3,3,1,95,1.3676
1981,3,3,2,133,4.2369
1981,3,3,3,145,3.8889
1981,3,3,4,136,3.5329
1981,3,3,5,155,5.9234
1981,4,1,1,250,4.1700
1981,4,1,2,172,4.5020
1981,4,1,3,197,4.4949
1981,4,1,4,348,3.7401
1981,4,1,5,223,5.1213
1981,4,2,1,134,2.6346
1981,4,2,2,111,3.0985
1981,4,2,3,95,2.6392
1981,4,2,4,110,2.1170
1981,4,2,5,143,0.7325
1981,4,3,1,95,0.0782
1981,4,3,2,132,-4.4893
1981,4,3,3,146,-0.0731
1981,4,3,4,136,-2.2120
1981,4,3,5,155,-2.7070
1981,5,1,1,249,2.0545
1981,5,1,2,171,3.9196
1981,5,1,3,196,4.1098
1981,5,1,4,347,6.2237
1981,5,1,5,223,4.8590
1981,5,2,1,134,2.2375
1981,5,2,2,110,2.9141
1981,5,2,3,95,3.5940
1981,5,2,4,110,1.5551
1981,5,2,5,142,5.5453
1981,5,3,1,94,-1.2383
1981,5,3,2,133,-0.2014
1981,5,3,3,145,2.1947
1981,5,3,4,137,-0.4024
1981,5,3,5,152,1.3038
1981,6,1,1,247,2.3211
1981,6,1,2,170,0.5308
1981,6,1,3,196,1.9067
1981,6,1,4,346,-3.9096
1981,6,1,5,222,-4.9940
1981,6,2,1,133,-0.8295
1981,6,2,2,109,-0.9774
1981,6,2,3,94,-0.1936
1981,6,2,4,109,-3.3335
1981,6,2,5,141,-6.0996
1981,6,3,1,93,1.0514
1981,6,3,2,133,1.3112
1981,6,3,3,144,-0.6422
1981,6,3,4,137,-2.2074
1981,6,3,5,152,-3.0173
1981,7,1,1,284,-1.9245
1981,7,1,2,198,-1.1607
1981,7,1,3,221,-2.2938
1981,7,1,4,372,-3.7992
1981,7,1,5,259,-4.3471
1981,7,2,1,119,-1.8557
1981,7,2,2,116,-1.0541
1981,7,2,3,82,-1.9962
1981,7,2,4,109,-2.5495
1981,7,2,5,153,-2.0089
1981,7,3,1,101,0.2686
1981,7,3,2,133,0.6682
1981,7,3,3,144,-0.5101
1981,7,3,4,130,0.1541
1981,7,3,5,163,1.6802
1981,8,1,1,284,-3.6434
1981,8,1,2,198,-5.6537
1981,8,1,3,219,-7.5883
1981,8,1,4,366,-9.5691
1981,8,1,5,258,-11.7704
1981,8,2,1,119,-5.0067
1981,8,2,2,115,-6.2172
1981,8,2,3,82,-5.4954
1981,8,2,4,109,-8.2060
1981,8,2,5,153,-8.7445
1981,8,3,1,99,-4.6461
1981,8,3,2,132,-5.1582
1981,8,3,3,143,-4.3937
1981,8,3,4,129,-5.8901
1981,8,3,5,163,-7.4310
1981,9,1,1,277,-5.6198
1981,9,1,2,198,-5.3659
1981,9,1,3,218,-9.3978
1981,9,1,4,360,-9.4384
1981,9,1,5,257,-11.0900
1981,9,2,1,119,-6.4439
1981,9,2,2,114,-6.2199
1981,9,2,3,81,-5.0364
1981,9,2,4,110,-7.6169
1981,9,2,5,152,-9.5222
1981,9,3,1,99,-5.3101
1981,9,3,2,132,-5.6239
1981,9,3,3,143,-3.6283
1981,9,3,4,127,-6.5332
1981,9,3,5,161,-8.6374
1981,10,1,1,275,5.1858
1981,10,1,2,197,7.2696
1981,10,1,3,218,9.5525
1981,10,1,4,355,9.7843
1981,10,1,5,257,8.6430
1981,10,2,1,117,6.4962
1981,10,2,2,114,5.7195
1981,10,2,3,81,5.8267
1981,10,2,4,110,8.0831
1981,10,2,5,152,8.0729
1981,10,3,1,99,1.1480
1981,10,3,2,132,4.1022
1981,10,3,3,142,4.2300
1981,10,3,4,126,7.9862
1981,10,3,5,161,11.0664
1981,11,1,1,271,4.6648
1981,11,1,2,194,4.6648
1981,11,1,3,217,1.0540
1981,11,1,4,355,0.6214
1981,11,1,5,258,1.4265
1981,11,2,1,117,5.1373
1981,11,2,2,114,3.1472
1981,11,2,3,79,3.9491
1981,11,2,4,109,3.0974
1981,11,2,5,152,2.8561
1981,11,3,1,98,5.3191
1981,11,3,2,131,6.0246
1981,11,3,3,142,3.6276
1981,11,3,4,126,4.0093
1981,11,3,5,161,4.0435
1981,12,1,1,270,-0.7811
1981,12,1,2,193,-0.5024
1981,12,1,3,217,0.3264
1981,12,1,4,353,-2.8569
1981,12,1,5,255,-3.2035
1981,12,2,1,117,-0.6828
1981,12,2,2,113,-0.5179
1981,12,2,3,78,-1.8155
1981,12,2,4,109,-0.4917
1981,12,2,5,151,-2.4038
1981,12,3,1,98,-2.0757
1981,12,3,2,131,-2.6189
1981,12,3,3,142,-1.5683
1981,12,3,4,126,-2.9685
1981,12,3,5,160,-4.5361
1982,1,1,1,265,-0.1602
1982,1,1,2,191,0.0762
1982,1,1,3,215,-2.1126
1982,1,1,4,353,-2.6313
1982,1,1,5,254,-1.9204
1982,1,2,1,116,-0.6062
1982,1,2,2,113,-4.7314
1982,1,2,3,78,-2.9662
1982,1,2,4,108,-4.4546
1982,1,2,5,151,-5.2881
1982,1,3,1,98,-1.4892
1982,1,3,2,131,-1.9608
1982,1,3,3,142,-1.9118
1982,1,3,4,125,-1.9241
1982,1,3,5,158,-4.0806
1982,2,1,1,264,-1.3962
1982,2,1,2,188,-2.7431
1982,2,1,3,214,-3.3731
1982,2,1,4,352,-4.3430
1982,2,1,5,254,-6.4863
1982,2,2,1,115,-2.2387
1982,2,2,2,112,-3.6038
1982,2,2,3,78,-3.9932
1982,2,2,4,108,-4.5438
1982,2,2,5,152,-5.4527
1982,2,3,1,97,-2.4986
1982,2,3,2,131,-4.5255
1982,2,3,3,141,-4.9461
1982,2,3,4,125,-5.5294
1982,2,3,5,158,-8.0149
1982,3,1,1,257,-0.2529
1982,3,1,2,185,0.1697
1982,3,1,3,214,-1.4964
1982,3,1,4,348,-0.0238
1982,3,1,5,251,-1.7281
1982,3,2,1,114,0.4558
1982,3,2,2,112,1.6104
1982,3,2,3,78,0.6677
1982,3,2,4,108,-0.1100
1982,3,2,5,149,-2.2467
1982,3,3,1,97,1.9278
1982,3,3,2,131,-1.3381
1982,3,3,3,141,-0.2576
1982,3,3,4,125,-1.0611
1982,3,3,5,158,-1.9874
1982,4,1,1,257,3.2529
1982,4,1,2,182,6.9458
1982,4,1,3,214,4.8864
1982,4,1,4,343,5.4000
1982,4,1,5,248,8.0453
1982,4,2,1,113,5.7725
1982,4,2,2,112,4.8684
1982,4,2,3,77,5.5199
1982,4,2,4,107,5.7078
1982,4,2,5,148,7.3067
1982,4,3,1,97,2.7197
1982,4,3,2,130,4.6918
1982,4,3,3,139,3.2819
1982,4,3,4,125,5.7650
1982,4,3,5,157,4.8381
1982,5,1,1,254,-0.8037
1982,5,1,2,181,0.9778
1982,5,1,3,211,-3.5725
1982,5,1,4,340,-1.5346
1982,5,1,5,247,-2.4133
1982,5,2,1,113,-2.4500
1982,5,2,2,112,-2.2773
1982,5,2,3,76,-1.3707
1982,5,2,4,107,-3.9348
1982,5,2,5,148,-4.6986
1982,5,3,1,96,-0.2055
1982,5,3,2,130,-1.5704
1982,5,3,3,139,-2.9345
1982,5,3,4,124,-2.6947
1982,5,3,5,157,-4.8376
1982,6,1,1,248,-1.7646
1982,6,1,2,178,-1.1658
1982,6,1,3,209,-1.9570
1982,6,1,4,334,-3.3803
1982,6,1,5,247,-1.8303
1982,6,2,1,113,-0.9807
1982,6,2,2,112,-1.2685
1982,6,2,3,75,1.2835
1982,6,2,4,107,-0.7946
1982,6,2,5,148,-3.4834
1982,6,3,1,95,0.2075
1982,6,3,2,129,-1.8950
1982,6,3,3,139,-1.5793
1982,6,3,4,124,-2.0490
1982,6,3,5,157,-4.1639
1982,7,1,1,264,-0.9298
1982,7,1,2,200,-0.2382
1982,7,1,3,233,1.0091
1982,7,1,4,397,-0.6390
1982,7,1,5,332,-2.9405
1982,7,2,1,119,-0.7403
1982,7,2,2,99,-1.0459
1982,7,2,3,87,1.3417
1982,7,2,4,97,-0.8905
1982,7,2,5,153,-2.5143
1982,7,3,1,104,-4.1353
1982,7,3,2,143,-0.6484
1982,7,3,3,138,-0.6534
1982,7,3,4,130,-4.0287
1982,7,3,5,142,-3.3110
1982,8,1,1,261,5.0818
1982,8,1,2,198,5.0805
1982,8,1,3,231,7.4471
1982,8,1,4,396,5.7611
1982,8,1,5,331,7.6270
1982,8,2,1,117,8.7151
1982,8,2,2,98,10.5764
1982,8,2,3,87,9.2891
1982,8,2,4,97,10.4874
1982,8,2,5,152,8.8488
1982,8,3,1,104,12.0355
1982,8,3,2,142,12.7329
1982,8,3,3,138,11.2105
1982,8,3,4,130,13.0635
1982,8,3,5,141,14.1440
1982,9,1,1,258,6.5910
1982,9,1,2,196,5.1002
1982,9,1,3,232,4.5539
1982,9,1,4,395,2.8774
1982,9,1,5,331,1.6257
1982,9,2,1,117,5.4511
1982,9,2,2,98,2.9242
1982,9,2,3,86,4.0444
1982,9,2,4,97,3.1919
1982,9,2,5,151,1.6620
1982,9,3,1,105,1.3108
1982,9,3,2,141,1.3130
1982,9,3,3,137,1.0980
1982,9,3,4,128,0.9731
1982,9,3,5,141,0.0008
1982,10,1,1,256,9.6454
1982,10,1,2,193,11.0150
1982,10,1,3,233,13.5020
1982,10,1,4,392,14.7745
1982,10,1,5,328,15.4900
1982,10,2,1,115,11.9491
1982,10,2,2,94,12.5248
1982,10,2,3,86,11.5793
1982,10,2,4,97,13.8160
1982,10,2,5,149,15.1137
1982,10,3,1,105,9.3331
1982,10,3,2,141,11.0878
1982,10,3,3,136,9.7262
1982,10,3,4,128,10.5935
1982,10,3,5,141,13.7065
1982,11,1,1,256,9.9964
1982,11,1,2,193,9.2002
1982,11,1,3,231,9.2444
1982,11,1,4,389,12.2490
1982,11,1,5,324,9.4958
1982,11,2,1,115,7.5658
1982,11,2,2,94,9.9307
1982,11,2,3,85,8.2637
1982,11,2,4,94,6.8138
1982,11,2,5,148,8.5140
1982,11,3,1,105,2.3852
1982,11,3,2,140,5.6890
1982,11,3,3,136,3.3418
1982,11,3,4,130,3.7325
1982,11,3,5,141,6.2682
1982,12,1,1,255,1.6453
1982,12,1,2,192,2.4748
1982,12,1,3,232,3.3874
1982,12,1,4,388,3.0928
1982,12,1,5,324,0.1106
1982,12,2,1,115,2.1004
1982,12,2,2,94,2.0247
1982,12,2,3,85,2.3560
1982,12,2,4,94,1.4209
1982,12,2,5,148,-0.1576
1982,12,3,1,105,3.4466
1982,12,3,2,139,2.4955
1982,12,3,3,136,1.5728
1982,12,3,4,130,2.4998
1982,12,3,5,141,-0.9340
1983,1,1,1,253,7.3153
1983,1,1,2,190,8.0925
1983,1,1,3,230,6.7216
1983,1,1,4,385,11.1414
1983,1,1,5,323,12.7770
1983,1,2,1,115,4.3494
1983,1,2,2,92,3.4928
1983,1,2,3,84,3.5443
1983,1,2,4,94,6.3196
1983,1,2,5,146,8.6249
1983,1,3,1,104,2.1348
1983,1,3,2,138,2.3732
1983,1,3,3,135,6.0853
1983,1,3,4,130,4.1319
1983,1,3,5,141,4.8858
1983,2,1,1,251,7.6124
1983,2,1,2,188,8.2221
1983,2,1,3,225,5.0105
1983,2,1,4,379,7.5601
1983,2,1,5,318,3.4016
1983,2,2,1,114,6.1698
1983,2,2,2,91,5.3099
1983,2,2,3,82,8.5798
1983,2,2,4,94,6.2332
1983,2,2,5,145,2.2611
1983,2,3,1,104,2.3088
1983,2,3,2,137,3.6444
1983,2,3,3,135,1.2280
1983,2,3,4,130,2.0775
1983,2,3,5,141,3.4866
1983,3,1,1,251,6.6472
1983,3,1,2,188,7.0127
1983,3,1,3,222,6.1280
1983,3,1,4,378,6.5188
1983,3,1,5,315,2.3957
1983,3,2,1,114,4.7413
1983,3,2,2,91,6.6635
1983,3,2,3,82,6.2739
1983,3,2,4,94,5.2332
1983,3,2,5,144,-0.1088
1983,3,3,1,103,3.6310
1983,3,3,2,137,3.5142
1983,3,3,3,136,2.3323
1983,3,3,4,130,3.0237
1983,3,3,5,140,1.9894
1983,4,1,1,251,8.1220
1983,4,1,2,185,8.4610
1983,4,1,3,221,6.7994
1983,4,1,4,376,8.1404
1983,4,1,5,316,6.4749
1983,4,2,1,113,6.9883
1983,4,2,2,91,6.0904
1983,4,2,3,82,5.4673
1983,4,2,4,94,6.3717
1983,4,2,5,144,7.1940
1983,4,3,1,103,9.6782
1983,4,3,2,137,8.5354
1983,4,3,3,136,6.2299
1983,4,3,4,128,5.2702
1983,4,3,5,140,4.1110
1983,5,1,1,248,8.3028
1983,5,1,2,185,7.3525
1983,5,1,3,221,9.2573
1983,5,1,4,375,10.5173
1983,5,1,5,315,12.0674
1983,5,2,1,113,3.9666
1983,5,2,2,91,5.8057
1983,5,2,3,82,3.6251
1983,5,2,4,94,3.7856
1983,5,2,5,144,8.8431
1983,5,3,1,103,-0.5618
1983,5,3,2,137,-2.6086
1983,5,3,3,136,-0.5295
1983,5,3,4,128,2.9811
1983,5,3,5,140,3.6197
1983,6,1,1,248,4.4983
1983,6,1,2,185,1.8861
1983,6,1,3,220,3.6955
1983,6,1,4,373,7.0575
1983,6,1,5,315,5.0910
1983,6,2,1,111,5.9817
1983,6,2,2,91,3.5568
1983,6,2,3,82,5.3358
1983,6,2,4,94,5.5525
1983,6,2,5,143,5.6451
1983,6,3,1,102,3.8193
1983,6,3,2,137,4.3348
1983,6,3,3,135,2.2188
1983,6,3,4,128,4.8114
1983,6,3,5,139,5.7433
1983,7,1,1,268,1.0807
1983,7,1,2,172,0.9117
1983,7,1,3,219,-1.2739
1983,7,1,4,382,-0.9953
1983,7,1,5,343,-5.0413
1983,7,2,1,113,-0.2490
1983,7,2,2,84,-0.3946
1983,7,2,3,100,-1.2477
1983,7,2,4,101,-2.9581
1983,7,2,5,141,-4.7310
1983,7,3,1,96,-0.5239
1983,7,3,2,142,-2.2925
1983,7,3,3,139,-3.4941
1983,7,3,4,121,-2.9841
1983,7,3,5,142,-6.0248
1983,8,1,1,264,-1.1384
1983,8,1,2,172,-3.5075
1983,8,1,3,218,-2.7153
1983,8,1,4,379,-3.9012
1983,8,1,5,342,-3.4449
1983,8,2,1,112,-3.3857
1983,8,2,2,83,-3.3124
1983,8,2,3,100,-2.9150
1983,8,2,4,100,-1.2067
1983,8,2,5,140,-3.7901
1983,8,3,1,96,3.2133
1983,8,3,2,142,1.0474
1983,8,3,3,138,2.0577
1983,8,3,4,121,-0.6271
1983,8,3,5,142,-0.3947
1983,9,1,1,261,1.5530
1983,9,1,2,171,3.1580
1983,9,1,3,214,1.4722
1983,9,1,4,376,0.4119
1983,9,1,5,340,-1.7684
1983,9,2,1,110,5.6793
1983,9,2,2,82,4.1535
1983,9,2,3,98,3.1958
1983,9,2,4,100,0.9538
1983,9,2,5,140,1.2316
1983,9,3,1,96,0.2192
1983,9,3,2,141,2.6049
1983,9,3,3,137,1.7753
1983,9,3,4,121,2.3699
1983,9,3,5,142,1.0446
1983,10,1,1,260,-3.2221
1983,10,1,2,169,-3.6528
1983,10,1,3,213,-4.3177
1983,10,1,4,374,-6.1353
1983,10,1,5,338,-8.6378
1983,10,2,1,110,-1.9608
1983,10,2,2,82,-5.0545
1983,10,2,3,98,-4.6463
1983,10,2,4,100,-6.6700
1983,10,2,5,139,-7.6864
1983,10,3,1,95,1.5319
1983,10,3,2,141,0.1007
1983,10,3,3,136,-1.7946
1983,10,3,4,121,-3.2228
1983,10,3,5,140,-5.9718
1983,11,1,1,258,4.2037
1983,11,1,2,169,4.4691
1983,11,1,3,211,2.9160
1983,11,1,4,373,5.2335
1983,11,1,5,337,4.4366
1983,11,2,1,110,5.2244
1983,11,2,2,81,5.6772
1983,11,2,3,97,5.1242
1983,11,2,4,98,3.9667
1983,11,2,5,138,6.4209
1983,11,3,1,94,1.8620
1983,11,3,2,141,1.7371
1983,11,3,3,136,2.7979
1983,11,3,4,121,1.8614
1983,11,3,5,140,3.4233
1983,12,1,1,257,0.4594
1983,12,1,2,168,0.5081
1983,12,1,3,211,-0.6281
1983,12,1,4,373,-1.9900
1983,12,1,5,335,-2.6377
1983,12,2,1,110,-0.9148
1983,12,2,2,81,-1.0418
1983,12,2,3,96,-0.0333
1983,12,2,4,98,0.2458
1983,12,2,5,138,-3.4450
1983,12,3,1,94,-0.4951
1983,12,3,2,141,-0.0282
1983,12,3,3,136,-0.8187
1983,12,3,4,121,-1.3656
1983,12,3,5,140,-2.3740
1984,1,1,1,256,2.1131
1984,1,1,2,167,-0.0648
1984,1,1,3,209,0.0263
1984,1,1,4,369,-0.6881
1984,1,1,5,330,0.2274
1984,1,2,1,109,0.1171
1984,1,2,2,81,-1.9591
1984,1,2,3,96,-1.9619
1984,1,2,4,98,-2.6966
1984,1,2,5,138,-4.8627
1984,1,3,1,93,2.3191
1984,1,3,2,141,-1.7737
1984,1,3,3,135,0.8303
1984,1,3,4,119,-3.0614
1984,1,3,5,140,-3.9775
1984,2,1,1,253,-3.6617
1984,2,1,2,165,-5.4949
1984,2,1,3,204,-5.1994
1984,2,1,4,366,-6.5092
1984,2,1,5,328,-6.7568
1984,2,2,1,109,-3.4935
1984,2,2,2,81,-5.3116
1984,2,2,3,96,-4.6379
1984,2,2,4,97,-4.5279
1984,2,2,5,138,-5.9148
1984,2,3,1,93,-1.4292
1984,2,3,2,141,-3.0578
1984,2,3,3,135,-3.8820
1984,2,3,4,119,-5.6780
1984,2,3,5,139,-5.9918
1984,3,1,1,251,1.3005
1984,3,1,2,166,2.3922
1984,3,1,3,203,2.4113
1984,3,1,4,361,2.7425
1984,3,1,5,324,-0.9733
1984,3,2,1,108,1.3960
1984,3,2,2,80,0.2259
1984,3,2,3,93,2.7487
1984,3,2,4,96,0.1937
1984,3,2,5,138,1.2143
1984,3,3,1,92,0.1405
1984,3,3,2,140,1.6225
1984,3,3,3,135,1.5636
1984,3,3,4,119,2.8061
1984,3,3,5,139,0.5839
1984,4,1,1,249,1.3215
1984,4,1,2,163,0.3894
1984,4,1,3,203,-0.8844
1984,4,1,4,359,-2.2039
1984,4,1,5,323,-3.1592
1984,4,2,1,107,1.7874
1984,4,2,2,80,-0.5425
1984,4,2,3,93,0.4033
1984,4,2,4,95,-0.0728
1984,4,2,5,137,-0.7181
1984,4,3,1,92,3.1190
1984,4,3,2,140,0.3423
1984,4,3,3,135,0.3402
1984,4,3,4,119,1.0213
1984,4,3,5,139,0.2275
1984,5,1,1,248,-1.7223
1984,5,1,2,161,-2.8906
1984,5,1,3,202,-5.3392
1984,5,1,4,359,-7.3555
1984,5,1,5,316,-5.2497
1984,5,2,1,106,-4.2044
1984,5,2,2,80,-2.2230
1984,5,2,3,93,-5.2338
1984,5,2,4,94,-4.5809
1984,5,2,5,136,-7.4908
1984,5,3,1,92,-4.9996
1984,5,3,2,140,-3.6485
1984,5,3,3,135,-4.7562
1984,5,3,4,119,-5.5551
1984,5,3,5,138,-6.0459
1984,6,1,1,246,3.2715
1984,6,1,2,159,3.4759
1984,6,1,3,202,2.1776
1984,6,1,4,359,3.2710
1984,6,1,5,311,1.8164
1984,6,2,1,105,4.0955
1984,6,2,2,80,0.1350
1984,6,2,3,92,3.0523
1984,6,2,4,93,2.1912
1984,6,2,5,136,4.5320
1984,6,3,1,92,2.1706
1984,6,3,2,140,1.9461
1984,6,3,3,135,4.1044
1984,6,3,4,119,2.4508
1984,6,3,5,138,1.7144
1984,7,1,1,243,-1.5785
1984,7,1,2,152,-1.7960
1984,7,1,3,214,-2.3570
1984,7,1,4,365,-4.3302
1984,7,1,5,411,-6.6795
1984,7,2,1,102,-2.2419
1984,7,2,2,87,-2.6288
1984,7,2,3,93,-4.5253
1984,7,2,4,96,-6.0688
1984,7,2,5,142,-6.5426
1984,7,3,1,110,-3.1667
1984,7,3,2,143,0.5135
1984,7,3,3,137,-1.9539
1984,7,3,4,119,-3.1926
1984,7,3,5,116,-2.6479
1984,8,1,1,240,8.7479
1984,8,1,2,152,7.0340
1984,8,1,3,212,8.5732
1984,8,1,4,361,11.3128
1984,8,1,5,406,12.3971
1984,8,2,1,102,8.7605
1984,8,2,2,86,11.0123
1984,8,2,3,93,13.2152
1984,8,2,4,96,13.8962
1984,8,2,5,140,16.2554
1984,8,3,1,108,11.2698
1984,8,3,2,142,9.2100
1984,8,3,3,136,11.2950
1984,8,3,4,119,11.5595
1984,8,3,5,116,14.9611
1984,9,1,1,237,2.2779
1984,9,1,2,150,1.8354
1984,9,1,3,210,0.6654
1984,9,1,4,359,0.7629
1984,9,1,5,406,-2.3280
1984,9,2,1,101,2.4145
1984,9,2,2,86,0.4877
1984,9,2,3,90,0.0866
1984,9,2,4,96,-1.2366
1984,9,2,5,139,-2.8520
1984,9,3,1,108,2.4937
1984,9,3,2,142,-0.0349
1984,9,3,3,133,-1.0708
1984,9,3,4,119,-0.8820
1984,9,3,5,116,-3.8510
1984,10,1,1,235,-0.6342
1984,10,1,2,149,0.0774
1984,10,1,3,208,-0.6573
1984,10,1,4,356,-2.6615
1984,10,1,5,405,-4.8948
1984,10,2,1,101,1.7854
1984,10,2,2,83,-0.1238
1984,10,2,3,90,-1.4564
1984,10,2,4,96,-1.1832
1984,10,2,5,137,-3.0901
1984,10,3,1,108,-1.0418
1984,10,3,2,142,1.7064
1984,10,3,3,131,0.6834
1984,10,3,4,118,-0.3748
1984,10,3,5,116,-1.0424
1984,11,1,1,233,0.1273
1984,11,1,2,148,-0.4575
1984,11,1,3,206,-2.2734
1984,11,1,4,351,-3.5341
1984,11,1,5,401,-5.8786
1984,11,2,1,99,-0.4984
1984,11,2,2,83,0.4756
1984,11,2,3,90,-0.7789
1984,11,2,4,96,-0.8579
1984,11,2,5,138,-3.8245
1984,11,3,1,108,-0.0147
1984,11,3,2,142,-0.9690
1984,11,3,3,131,-0.3874
1984,11,3,4,116,-1.4996
1984,11,3,5,115,-2.8814
1984,12,1,1,230,0.9265
1984,12,1,2,148,1.8635
1984,12,1,3,205,0.3530
1984,12,1,4,345,0.2243
1984,12,1,5,399,0.9621
1984,12,2,1,99,2.9393
1984,12,2,2,83,2.0578
1984,12,2,3,88,2.9257
1984,12,2,4,96,0.6845
1984,12,2,5,138,1.2566
1984,12,3,1,106,1.7530
1984,12,3,2,140,1.7134
1984,12,3,3,131,2.6674
1984,12,3,4,116,2.2421
1984,12,3,5,114,2.7853
1985,1,1,1,230,9.5289
1985,1,1,2,147,9.4345
1985,1,1,3,203,12.2500
1985,1,1,4,346,11.3075
1985,1,1,5,397,13.7579
1985,1,2,1,99,8.8127
1985,1,2,2,83,9.6908
1985,1,2,3,87,9.3456
1985,1,2,4,96,11.2689
1985,1,2,5,138,13.5779
1985,1,3,1,104,5.8898
1985,1,3,2,140,7.1692
1985,1,3,3,130,7.1088
1985,1,3,4,116,8.8819
1985,1,3,5,114,11.6812
1985,2,1,1,229,4.0018
1985,2,1,2,147,2.1625
1985,2,1,3,201,2.7485
1985,2,1,4,344,4.0894
1985,2,1,5,392,4.0275
1985,2,2,1,99,1.5795
