year,month,rank_ME,rank_IVC,nstocks,ret_vw
1982,4,2,5,145,5.7742
1982,4,3,1,79,5.0406
1982,4,3,2,141,3.1750
1982,4,3,3,158,4.5745
1982,4,3,4,137,4.4882
1982,4,3,5,121,5.3373
1982,5,1,1,499,-2.4695
1982,5,1,2,244,-0.9108
1982,5,1,3,186,-2.3879
1982,5,1,4,236,1.0929
1982,5,1,5,441,-2.6909
1982,5,2,1,108,-1.6689
1982,5,2,2,114,-2.4241
1982,5,2,3,92,-4.5090
1982,5,2,4,109,-2.6579
1982,5,2,5,145,-4.3743
1982,5,3,1,79,-2.5153
1982,5,3,2,141,-1.9972
1982,5,3,3,157,-2.3198
1982,5,3,4,137,-1.9929
1982,5,3,5,121,-4.3399
1982,6,1,1,495,-1.5046
1982,6,1,2,237,-2.1913
1982,6,1,3,186,-3.2917
1982,6,1,4,233,-1.9922
1982,6,1,5,438,-2.0990
1982,6,2,1,108,-1.5583
1982,6,2,2,113,-1.5182
1982,6,2,3,92,-1.0811
1982,6,2,4,109,0.6919
1982,6,2,5,144,-2.8038
1982,6,3,1,79,-1.1612
1982,6,3,2,141,-3.3333
1982,6,3,3,156,-1.5370
1982,6,3,4,137,-0.6895
1982,6,3,5,122,-1.8561
1982,7,1,1,451,0.5193
1982,7,1,2,259,-0.7705
1982,7,1,3,200,-1.6001
1982,7,1,4,267,-1.4875
1982,7,1,5,533,-1.5914
1982,7,2,1,106,-2.2042
1982,7,2,2,108,-1.0734
1982,7,2,3,100,-0.4622
1982,7,2,4,93,-2.9594
1982,7,2,5,152,-0.3786
1982,7,3,1,89,-1.2995
1982,7,3,2,150,-1.9646
1982,7,3,3,151,-2.3776
1982,7,3,4,128,-1.0543
1982,7,3,5,121,-4.4947
1982,8,1,1,447,5.2917
1982,8,1,2,259,6.1148
1982,8,1,3,197,6.1962
1982,8,1,4,267,7.0024
1982,8,1,5,531,5.9084
1982,8,2,1,103,11.8917
1982,8,2,2,107,9.7789
1982,8,2,3,100,10.2858
1982,8,2,4,93,7.1340
1982,8,2,5,151,9.7454
1982,8,3,1,89,12.2691
1982,8,3,2,149,12.1800
1982,8,3,3,151,12.8404
1982,8,3,4,128,11.5461
1982,8,3,5,120,14.8988
1982,9,1,1,447,5.2350
1982,9,1,2,254,3.7833
1982,9,1,3,197,3.4124
1982,9,1,4,267,2.4277
1982,9,1,5,532,3.1715
1982,9,2,1,103,2.7202
1982,9,2,2,107,2.4593
1982,9,2,3,100,3.1342
1982,9,2,4,93,3.1800
1982,9,2,5,150,3.3595
1982,9,3,1,88,0.7648
1982,9,3,2,148,0.9171
1982,9,3,3,152,0.7528
1982,9,3,4,128,1.3081
1982,9,3,5,120,0.4196
1982,10,1,1,443,13.7794
1982,10,1,2,252,12.3252
1982,10,1,3,195,13.1669
1982,10,1,4,265,12.6110
1982,10,1,5,529,14.0478
1982,10,2,1,100,13.2376
1982,10,2,2,105,11.4150
1982,10,2,3,99,11.4475
1982,10,2,4,93,12.1278
1982,10,2,5,150,16.2581
1982,10,3,1,88,13.0373
1982,10,3,2,148,9.0781
1982,10,3,3,152,9.9452
1982,10,3,4,127,9.7689
1982,10,3,5,120,15.8611
1982,11,1,1,442,9.3756
1982,11,1,2,252,8.9032
1982,11,1,3,193,7.7501
1982,11,1,4,263,10.1709
1982,11,1,5,525,11.7125
1982,11,2,1,99,8.9754
1982,11,2,2,101,6.4215
1982,11,2,3,97,9.3581
1982,11,2,4,93,7.0746
1982,11,2,5,150,10.0619
1982,11,3,1,88,5.8099
1982,11,3,2,148,3.9574
1982,11,3,3,151,3.5668
1982,11,3,4,127,3.5206
1982,11,3,5,120,6.4011
1982,12,1,1,441,2.8729
1982,12,1,2,250,2.1274
1982,12,1,3,195,2.1542
1982,12,1,4,263,2.7787
1982,12,1,5,522,1.3935
1982,12,2,1,99,2.0158
1982,12,2,2,101,0.4531
1982,12,2,3,98,0.7808
1982,12,2,4,93,1.7947
1982,12,2,5,149,1.6579
1982,12,3,1,88,0.5670
1982,12,3,2,148,1.4125
1982,12,3,3,151,1.7689
1982,12,3,4,126,4.3718
1982,12,3,5,120,-1.0342
1983,1,1,1,436,9.4907
1983,1,1,2,249,8.0424
1983,1,1,3,194,8.3947
1983,1,1,4,262,9.1757
1983,1,1,5,518,10.5394
1983,1,2,1,98,6.0679
1983,1,2,2,101,7.0870
1983,1,2,3,98,3.6552
1983,1,2,4,93,4.9895
1983,1,2,5,148,8.2738
1983,1,3,1,87,4.1935
1983,1,3,2,148,5.1355
1983,1,3,3,150,3.6249
1983,1,3,4,125,2.9599
1983,1,3,5,120,4.3910
1983,2,1,1,430,7.3260
1983,2,1,2,245,5.0114
1983,2,1,3,192,5.4638
1983,2,1,4,260,5.6885
1983,2,1,5,514,5.7750
1983,2,2,1,97,6.3040
1983,2,2,2,100,6.0678
1983,2,2,3,96,5.5220
1983,2,2,4,93,5.1520
1983,2,2,5,148,5.8107
1983,2,3,1,87,2.7745
1983,2,3,2,148,2.5007
1983,2,3,3,150,3.1430
1983,2,3,4,124,1.7227
1983,2,3,5,120,3.2618
1983,3,1,1,426,6.8392
1983,3,1,2,243,5.7663
1983,3,1,3,191,4.0201
1983,3,1,4,258,6.3540
1983,3,1,5,511,4.6554
1983,3,2,1,97,6.1311
1983,3,2,2,100,2.5329
1983,3,2,3,96,4.8598
1983,3,2,4,93,4.7591
1983,3,2,5,147,3.9956
1983,3,3,1,86,4.3757
1983,3,3,2,148,1.9112
1983,3,3,3,149,2.8395
1983,3,3,4,125,3.1432
1983,3,3,5,120,2.8143
1983,4,1,1,424,7.7549
1983,4,1,2,240,8.4138
1983,4,1,3,190,6.0615
1983,4,1,4,256,7.9858
1983,4,1,5,511,6.5043
1983,4,2,1,97,7.3512
1983,4,2,2,100,7.1523
1983,4,2,3,96,6.5335
1983,4,2,4,92,6.2753
1983,4,2,5,147,6.1482
1983,4,3,1,86,7.9347
1983,4,3,2,148,5.9037
1983,4,3,3,148,7.4744
1983,4,3,4,124,8.6762
1983,4,3,5,120,4.5265
1983,5,1,1,422,7.5956
1983,5,1,2,237,10.8378
1983,5,1,3,189,9.7543
1983,5,1,4,256,11.5155
1983,5,1,5,507,11.0449
1983,5,2,1,97,4.7864
1983,5,2,2,99,6.8545
1983,5,2,3,97,4.4075
1983,5,2,4,92,6.0820
1983,5,2,5,147,4.9534
1983,5,3,1,86,-0.7190
1983,5,3,2,148,-1.6456
1983,5,3,3,148,-0.6333
1983,5,3,4,124,0.5525
1983,5,3,5,120,3.1104
1983,6,1,1,420,6.2301
1983,6,1,2,236,3.5161
1983,6,1,3,187,5.1971
1983,6,1,4,255,4.1426
1983,6,1,5,505,4.4031
1983,6,2,1,97,4.1006
1983,6,2,2,98,5.4175
1983,6,2,3,97,7.9535
1983,6,2,4,91,6.1640
1983,6,2,5,146,6.4645
1983,6,3,1,85,3.6733
1983,6,3,2,147,2.9748
1983,6,3,3,148,4.0142
1983,6,3,4,124,5.1714
1983,6,3,5,120,4.2387
1983,7,1,1,432,-0.9160
1983,7,1,2,311,-1.0833
1983,7,1,3,262,0.0965
1983,7,1,4,276,-1.2974
1983,7,1,5,573,-5.5979
1983,7,2,1,96,-1.7587
1983,7,2,2,106,-2.7404
1983,7,2,3,96,-1.1464
1983,7,2,4,103,-1.4585
1983,7,2,5,169,-4.9262
1983,7,3,1,82,-2.8274
1983,7,3,2,132,-2.6772
1983,7,3,3,154,-3.2309
1983,7,3,4,144,-3.5269
1983,7,3,5,131,-3.5942
1983,8,1,1,428,-3.4905
1983,8,1,2,311,-4.9228
1983,8,1,3,261,-2.4639
1983,8,1,4,275,-2.3314
1983,8,1,5,571,-3.9937
1983,8,2,1,96,-3.5399
1983,8,2,2,106,-3.3735
1983,8,2,3,93,-0.9068
1983,8,2,4,103,-3.0002
1983,8,2,5,169,-4.2522
1983,8,3,1,82,1.0447
1983,8,3,2,132,3.0994
1983,8,3,3,153,3.1933
1983,8,3,4,144,0.0495
1983,8,3,5,131,-1.5357
1983,9,1,1,426,0.0006
1983,9,1,2,308,0.4949
1983,9,1,3,259,-0.2805
1983,9,1,4,274,0.4359
1983,9,1,5,566,-1.4940
1983,9,2,1,95,4.3278
1983,9,2,2,105,2.3435
1983,9,2,3,91,1.9211
1983,9,2,4,102,2.1258
1983,9,2,5,169,2.2587
1983,9,3,1,82,2.7827
1983,9,3,2,132,0.6466
1983,9,3,3,152,1.1194
1983,9,3,4,144,2.3822
1983,9,3,5,131,3.0673
1983,10,1,1,422,-5.5883
1983,10,1,2,306,-8.1617
1983,10,1,3,256,-4.1211
1983,10,1,4,272,-4.8890
1983,10,1,5,563,-7.3273
1983,10,2,1,95,-4.8584
1983,10,2,2,105,-4.8730
1983,10,2,3,91,-3.1433
1983,10,2,4,101,-5.1487
1983,10,2,5,168,-8.6118
1983,10,3,1,81,-2.8348
1983,10,3,2,131,-1.0385
1983,10,3,3,150,-0.2905
1983,10,3,4,144,-2.0771
1983,10,3,5,131,-2.1991
1983,11,1,1,421,4.6387
1983,11,1,2,306,5.7230
1983,11,1,3,254,3.2084
1983,11,1,4,272,2.7260
1983,11,1,5,562,3.0945
1983,11,2,1,95,6.0638
1983,11,2,2,105,4.4765
1983,11,2,3,88,5.0075
1983,11,2,4,100,5.4130
1983,11,2,5,167,6.3687
1983,11,3,1,81,5.8444
1983,11,3,2,131,1.7791
1983,11,3,3,149,1.8928
1983,11,3,4,144,3.1673
1983,11,3,5,131,0.7225
1983,12,1,1,421,-0.1257
1983,12,1,2,305,-1.2075
1983,12,1,3,254,-1.0132
1983,12,1,4,272,-1.8439
1983,12,1,5,559,-2.5956
1983,12,2,1,95,0.1193
1983,12,2,2,105,-0.6850
1983,12,2,3,88,-0.2550
1983,12,2,4,99,-3.1060
1983,12,2,5,167,-2.5497
1983,12,3,1,81,-0.3395
1983,12,3,2,131,-0.0118
1983,12,3,3,149,-1.1254
1983,12,3,4,144,-1.6645
1983,12,3,5,131,-0.8497
1984,1,1,1,416,1.4063
1984,1,1,2,303,-1.1624
1984,1,1,3,251,0.3976
1984,1,1,4,271,0.5291
1984,1,1,5,555,-1.3716
1984,1,2,1,95,-1.8969
1984,1,2,2,104,-0.5125
1984,1,2,3,88,-1.1050
1984,1,2,4,99,-2.9137
1984,1,2,5,167,-5.3138
1984,1,3,1,81,-2.9676
1984,1,3,2,131,1.5632
1984,1,3,3,147,0.9726
1984,1,3,4,143,-1.9315
1984,1,3,5,130,-4.9507
1984,2,1,1,410,-6.7615
1984,2,1,2,303,-6.0924
1984,2,1,3,245,-4.3483
1984,2,1,4,266,-4.7867
1984,2,1,5,547,-6.9723
1984,2,2,1,94,-6.5165
1984,2,2,2,104,-4.1439
1984,2,2,3,87,-4.1210
1984,2,2,4,99,-4.6321
1984,2,2,5,167,-5.9675
1984,2,3,1,81,-6.7770
1984,2,3,2,131,-2.1029
1984,2,3,3,146,-2.5947
1984,2,3,4,143,-4.3121
1984,2,3,5,130,-4.4332
1984,3,1,1,408,1.3893
1984,3,1,2,303,1.1787
1984,3,1,3,245,0.4441
1984,3,1,4,262,0.9623
1984,3,1,5,542,0.7178
1984,3,2,1,94,2.5993
1984,3,2,2,103,1.3123
1984,3,2,3,87,1.3165
1984,3,2,4,97,1.4080
1984,3,2,5,164,0.9198
1984,3,3,1,81,3.7364
1984,3,3,2,131,1.2716
1984,3,3,3,145,2.0934
1984,3,3,4,143,1.0864
1984,3,3,5,129,0.8915
1984,4,1,1,408,-1.9558
1984,4,1,2,302,-0.7002
1984,4,1,3,245,-1.5338
1984,4,1,4,262,-0.6182
1984,4,1,5,539,-2.4442
1984,4,2,1,94,0.2519
1984,4,2,2,101,1.3930
1984,4,2,3,86,-1.3078
1984,4,2,4,97,-0.7759
1984,4,2,5,163,1.1334
1984,4,3,1,81,-1.0633
1984,4,3,2,131,2.5130
1984,4,3,3,145,0.4575
1984,4,3,4,143,0.6130
1984,4,3,5,129,-0.0488
1984,5,1,1,405,-6.0372
1984,5,1,2,299,-3.5904
1984,5,1,3,243,-3.6486
1984,5,1,4,261,-3.6911
1984,5,1,5,538,-5.7624
1984,5,2,1,93,-6.1869
1984,5,2,2,101,-4.9315
1984,5,2,3,86,-3.2409
1984,5,2,4,96,-4.7478
1984,5,2,5,162,-6.4617
1984,5,3,1,81,-7.4274
1984,5,3,2,131,-5.0447
1984,5,3,3,144,-4.1086
1984,5,3,4,143,-3.8480
1984,5,3,5,129,-4.8945
1984,6,1,1,401,2.8769
1984,6,1,2,296,2.6139
1984,6,1,3,240,0.6553
1984,6,1,4,260,3.1326
1984,6,1,5,533,2.1061
1984,6,2,1,93,2.9174
1984,6,2,2,100,0.4545
1984,6,2,3,86,3.3594
1984,6,2,4,95,3.4977
1984,6,2,5,162,4.5147
1984,6,3,1,81,1.2373
1984,6,3,2,131,1.4605
1984,6,3,3,144,3.7392
1984,6,3,4,143,2.3896
1984,6,3,5,129,3.1395
1984,7,1,1,444,-5.1304
1984,7,1,2,249,-4.6069
1984,7,1,3,254,-5.2286
1984,7,1,4,321,-4.2127
1984,7,1,5,625,-5.1436
1984,7,2,1,81,-6.2188
1984,7,2,2,96,-3.3434
1984,7,2,3,91,-5.7073
1984,7,2,4,119,-3.4958
1984,7,2,5,154,-4.8274
1984,7,3,1,102,-4.7465
1984,7,3,2,132,-3.8516
1984,7,3,3,142,-0.5726
1984,7,3,4,143,0.1354
1984,7,3,5,109,1.2349
1984,8,1,1,440,11.1368
1984,8,1,2,248,8.5439
1984,8,1,3,252,8.7297
1984,8,1,4,318,11.2731
1984,8,1,5,624,9.5422
1984,8,2,1,81,13.8613
1984,8,2,2,95,11.4789
1984,8,2,3,91,10.7580
1984,8,2,4,119,12.0377
1984,8,2,5,153,14.8817
1984,8,3,1,101,13.0755
1984,8,3,2,131,10.2448
1984,8,3,3,142,10.0261
1984,8,3,4,143,10.6308
1984,8,3,5,107,12.4545
1984,9,1,1,437,-0.3122
1984,9,1,2,246,0.7868
1984,9,1,3,250,0.5245
1984,9,1,4,315,-1.5724
1984,9,1,5,624,-1.6981
1984,9,2,1,81,-0.2527
1984,9,2,2,94,-0.2164
1984,9,2,3,90,0.0944
1984,9,2,4,118,-0.3019
1984,9,2,5,153,-2.6487
1984,9,3,1,101,-0.8831
1984,9,3,2,131,0.8635
1984,9,3,3,141,0.7753
1984,9,3,4,143,-2.0326
1984,9,3,5,107,-1.4060
1984,10,1,1,432,-2.9356
1984,10,1,2,245,-2.7939
1984,10,1,3,246,-2.5279
1984,10,1,4,313,-3.2551
1984,10,1,5,620,-2.5606
1984,10,2,1,80,-2.4414
1984,10,2,2,94,-1.2422
1984,10,2,3,88,0.5887
1984,10,2,4,117,-1.9304
1984,10,2,5,152,-1.4199
1984,10,3,1,99,0.2842
1984,10,3,2,131,-0.2079
1984,10,3,3,141,0.4120
1984,10,3,4,142,1.2049
1984,10,3,5,107,-0.1420
1984,11,1,1,426,-4.2247
1984,11,1,2,242,-0.9708
1984,11,1,3,243,-1.2335
1984,11,1,4,313,-3.2065
1984,11,1,5,612,-4.9682
1984,11,2,1,79,0.9208
1984,11,2,2,94,0.0450
1984,11,2,3,88,-1.8794
1984,11,2,4,118,-2.5031
1984,11,2,5,151,-3.1931
1984,11,3,1,99,-1.0091
1984,11,3,2,130,0.2002
1984,11,3,3,140,-0.2830
1984,11,3,4,142,-1.7181
1984,11,3,5,106,-2.6911
1984,12,1,1,421,-0.3925
1984,12,1,2,237,-0.4085
1984,12,1,3,239,0.1575
1984,12,1,4,312,1.1969
1984,12,1,5,605,1.2245
1984,12,2,1,79,-0.1983
1984,12,2,2,94,1.2410
1984,12,2,3,88,2.6016
1984,12,2,4,118,2.7262
1984,12,2,5,149,3.7021
1984,12,3,1,98,0.9925
1984,12,3,2,129,1.7774
1984,12,3,3,140,2.8057
1984,12,3,4,140,2.6443
1984,12,3,5,105,2.2409
1985,1,1,1,417,12.4538
1985,1,1,2,231,10.4399
1985,1,1,3,237,10.1353
1985,1,1,4,312,11.7167
1985,1,1,5,605,14.1802
1985,1,2,1,78,11.2349
1985,1,2,2,94,8.3952
1985,1,2,3,88,9.5803
1985,1,2,4,118,11.1930
1985,1,2,5,149,13.4761
1985,1,3,1,98,8.8160
1985,1,3,2,129,5.2415
1985,1,3,3,140,5.6641
1985,1,3,4,138,9.8104
1985,1,3,5,105,10.9370
1985,2,1,1,412,3.2030
1985,2,1,2,230,4.2820
1985,2,1,3,236,3.2489
1985,2,1,4,309,3.7415
1985,2,1,5,597,3.1730
1985,2,2,1,77,1.4251
1985,2,2,2,93,2.0003
1985,2,2,3,87,1.9437
1985,2,2,4,118,1.1949
1985,2,2,5,148,2.3762
1985,2,3,1,98,1.7148
1985,2,3,2,129,2.2463
1985,2,3,3,140,2.9002
1985,2,3,4,137,-0.0948
1985,2,3,5,104,0.4634
1985,3,1,1,407,-1.8745
1985,3,1,2,225,-1.7931
1985,3,1,3,234,0.9688
1985,3,1,4,305,-1.9250
1985,3,1,5,593,-3.1082
1985,3,2,1,75,-3.9939
1985,3,2,2,92,-0.3492
1985,3,2,3,86,1.6285
1985,3,2,4,117,-2.1725
1985,3,2,5,148,-4.3694
1985,3,3,1,98,-1.0139
1985,3,3,2,128,2.2313
1985,3,3,3,140,3.2437
1985,3,3,4,136,-2.6347
1985,3,3,5,104,-3.1919
1985,4,1,1,405,-1.7650
1985,4,1,2,221,-0.3524
1985,4,1,3,234,-0.9543
1985,4,1,4,303,-0.8822
1985,4,1,5,589,-1.6044
1985,4,2,1,75,-3.9921
1985,4,2,2,92,0.4956
1985,4,2,3,85,-0.5173
1985,4,2,4,117,-1.7463
1985,4,2,5,148,-2.9478
1985,4,3,1,98,-2.7231
1985,4,3,2,128,0.4824
1985,4,3,3,140,0.4266
1985,4,3,4,136,-2.1872
1985,4,3,5,104,-0.8806
1985,5,1,1,404,2.4754
1985,5,1,2,216,0.1433
1985,5,1,3,231,3.6265
1985,5,1,4,303,4.8749
1985,5,1,5,581,2.3939
1985,5,2,1,74,1.4160
1985,5,2,2,92,4.5022
1985,5,2,3,84,3.7088
1985,5,2,4,117,3.2867
1985,5,2,5,148,5.8031
1985,5,3,1,98,4.2545
1985,5,3,2,128,4.4674
1985,5,3,3,140,7.8753
1985,5,3,4,136,7.0949
1985,5,3,5,104,6.4653
1985,6,1,1,400,-1.2599
1985,6,1,2,214,0.2856
1985,6,1,3,229,1.2167
1985,6,1,4,301,0.2203
1985,6,1,5,579,0.1930
1985,6,2,1,74,0.2191
1985,6,2,2,89,1.5890
1985,6,2,3,84,2.5456
1985,6,2,4,114,0.5828
1985,6,2,5,146,1.5768
1985,6,3,1,98,1.0028
1985,6,3,2,126,1.7450
1985,6,3,3,140,2.6915
1985,6,3,4,136,2.4523
1985,6,3,5,104,-0.5119
1985,7,1,1,465,3.7230
1985,7,1,2,254,2.3722
1985,7,1,3,221,2.5721
1985,7,1,4,329,2.6557
1985,7,1,5,676,2.7464
1985,7,2,1,94,3.0173
1985,7,2,2,79,1.4070
1985,7,2,3,103,0.2525
1985,7,2,4,132,2.5592
1985,7,2,5,157,4.5997
1985,7,3,1,96,-0.6032
1985,7,3,2,151,-0.9129
1985,7,3,3,145,-0.5972
1985,7,3,4,122,-1.1957
1985,7,3,5,108,2.6246
1985,8,1,1,459,-1.3108
1985,8,1,2,253,0.1860
1985,8,1,3,217,-0.4757
1985,8,1,4,325,-0.7689
1985,8,1,5,673,-1.5153
1985,8,2,1,94,-0.3929
1985,8,2,2,79,0.5381
1985,8,2,3,103,0.1738
1985,8,2,4,132,-0.6032
1985,8,2,5,157,-3.5909
1985,8,3,1,95,1.1371
1985,8,3,2,151,0.5147
1985,8,3,3,145,-0.3412
1985,8,3,4,122,-1.3216
1985,8,3,5,108,-2.0624
1985,9,1,1,454,-5.1857
1985,9,1,2,247,-5.0336
1985,9,1,3,217,-6.9820
1985,9,1,4,323,-4.6737
1985,9,1,5,668,-6.0080
1985,9,2,1,93,-5.0358
1985,9,2,2,79,-3.8342
1985,9,2,3,102,-5.6906
1985,9,2,4,132,-4.8970
1985,9,2,5,157,-7.9449
1985,9,3,1,94,-2.4111
1985,9,3,2,151,-3.2604
1985,9,3,3,144,-2.8812
1985,9,3,4,121,-3.5222
1985,9,3,5,108,-3.8559
1985,10,1,1,448,1.1359
1985,10,1,2,247,2.3219
1985,10,1,3,216,1.8109
1985,10,1,4,323,2.4605
1985,10,1,5,663,1.9947
1985,10,2,1,93,2.8863
1985,10,2,2,78,3.3320
1985,10,2,3,102,3.3919
1985,10,2,4,132,4.4093
1985,10,2,5,157,3.3438
1985,10,3,1,92,3.9146
1985,10,3,2,150,5.2351
1985,10,3,3,142,3.8500
1985,10,3,4,121,3.2629
1985,10,3,5,108,3.8181
1985,11,1,1,443,3.1197
1985,11,1,2,244,5.1444
1985,11,1,3,216,5.8163
1985,11,1,4,321,5.9264
1985,11,1,5,656,7.5810
1985,11,2,1,92,4.1687
1985,11,2,2,78,6.3745
1985,11,2,3,101,6.3567
1985,11,2,4,130,7.4663
1985,11,2,5,156,9.7243
1985,11,3,1,92,6.2493
1985,11,3,2,150,5.0879
1985,11,3,3,142,6.5124
1985,11,3,4,120,8.7872
1985,11,3,5,107,9.5203
1985,12,1,1,437,2.7935
1985,12,1,2,241,1.5397
1985,12,1,3,215,3.5604
1985,12,1,4,321,4.3202
1985,12,1,5,651,4.7357
1985,12,2,1,89,2.8648
1985,12,2,2,77,1.3193
1985,12,2,3,100,3.3720
1985,12,2,4,130,5.4505
1985,12,2,5,156,5.3342
1985,12,3,1,91,3.4539
1985,12,3,2,150,3.1526
1985,12,3,3,141,3.7392
1985,12,3,4,119,5.9827
1985,12,3,5,107,6.5958
1986,1,1,1,432,2.4837
1986,1,1,2,238,1.5769
1986,1,1,3,210,2.1060
1986,1,1,4,320,2.8388
1986,1,1,5,640,2.3909
1986,1,2,1,88,1.0604
1986,1,2,2,76,1.2675
1986,1,2,3,100,0.5262
1986,1,2,4,129,2.7307
1986,1,2,5,155,0.5024
1986,1,3,1,89,0.1447
1986,1,3,2,150,0.3487
1986,1,3,3,141,1.7699
1986,1,3,4,118,-0.9646
1986,1,3,5,107,0.6777
1986,2,1,1,431,6.6540
1986,2,1,2,237,4.4895
1986,2,1,3,207,6.3794
1986,2,1,4,317,7.1593
1986,2,1,5,638,6.3860
1986,2,2,1,87,6.7691
1986,2,2,2,76,5.5107
1986,2,2,3,100,5.3809
1986,2,2,4,129,8.1790
1986,2,2,5,154,7.3760
1986,2,3,1,89,7.2456
1986,2,3,2,149,7.4620
1986,2,3,3,140,9.1014
1986,2,3,4,118,9.0421
1986,2,3,5,107,5.4079
1986,3,1,1,427,5.6660
1986,3,1,2,237,3.3009
1986,3,1,3,206,3.9607
1986,3,1,4,314,5.3730
1986,3,1,5,638,4.9136
1986,3,2,1,85,6.6514
1986,3,2,2,76,4.8612
1986,3,2,3,100,5.0085
1986,3,2,4,129,6.2291
1986,3,2,5,154,4.6415
1986,3,3,1,88,5.9901
1986,3,3,2,148,6.0066
1986,3,3,3,140,6.3279
1986,3,3,4,118,4.0562
1986,3,3,5,107,3.4604
1986,4,1,1,424,2.0930
1986,4,1,2,236,0.3073
1986,4,1,3,206,3.2511
1986,4,1,4,310,-0.3110
1986,4,1,5,634,1.6633
1986,4,2,1,85,-0.5876
1986,4,2,2,75,-0.6719
1986,4,2,3,100,1.3005
1986,4,2,4,128,1.6323
1986,4,2,5,153,2.0035
1986,4,3,1,88,0.5926
1986,4,3,2,147,-1.3434
1986,4,3,3,139,-1.9485
1986,4,3,4,118,-1.2329
1986,4,3,5,107,2.0124
1986,5,1,1,415,5.3605
1986,5,1,2,229,6.2148
1986,5,1,3,205,1.8843
1986,5,1,4,309,3.3070
1986,5,1,5,633,2.8495
1986,5,2,1,83,2.2549
1986,5,2,2,75,1.6358
1986,5,2,3,100,3.5399
1986,5,2,4,127,5.1576
1986,5,2,5,153,3.8445
1986,5,3,1,87,5.1588
1986,5,3,2,144,5.8392
1986,5,3,3,137,6.5586
1986,5,3,4,118,5.2345
1986,5,3,5,107,2.8959
1986,6,1,1,408,1.5389
1986,6,1,2,224,0.2230
1986,6,1,3,203,1.0192
1986,6,1,4,305,0.1738
1986,6,1,5,630,-1.5538
1986,6,2,1,83,-1.0026
1986,6,2,2,75,-0.1385
1986,6,2,3,100,1.8133
1986,6,2,4,127,1.3555
1986,6,2,5,152,-1.6239
1986,6,3,1,86,2.6984
1986,6,3,2,144,2.9731
1986,6,3,3,135,1.5048
1986,6,3,4,118,2.2119
1986,6,3,5,106,-2.2189
1986,7,1,1,539,-8.0604
1986,7,1,2,256,-7.8986
1986,7,1,3,260,-6.9606
1986,7,1,4,329,-8.1131
1986,7,1,5,640,-10.3819
1986,7,2,1,115,-9.9002
1986,7,2,2,90,-7.0340
1986,7,2,3,91,-6.7916
1986,7,2,4,136,-8.4005
1986,7,2,5,167,-11.9549
1986,7,3,1,92,-6.1949
1986,7,3,2,130,-3.1587
1986,7,3,3,148,-2.9263
1986,7,3,4,125,-6.8725
1986,7,3,5,115,-8.2647
1986,8,1,1,534,0.4753
1986,8,1,2,255,2.5252
1986,8,1,3,257,3.0716
1986,8,1,4,324,0.5709
1986,8,1,5,635,0.6668
1986,8,2,1,115,4.3986
1986,8,2,2,90,6.2999
1986,8,2,3,91,4.8917
1986,8,2,4,135,4.2554
1986,8,2,5,167,3.2503
1986,8,3,1,92,8.5529
1986,8,3,2,130,9.4614
1986,8,3,3,148,7.5151
1986,8,3,4,124,5.8335
1986,8,3,5,115,4.7499
1986,9,1,1,528,-5.6706
1986,9,1,2,249,-4.2102
1986,9,1,3,256,-6.0142
1986,9,1,4,323,-6.2051
1986,9,1,5,634,-6.1603
1986,9,2,1,114,-5.8954
1986,9,2,2,89,-5.7069
1986,9,2,3,91,-4.7369
1986,9,2,4,135,-3.7828
1986,9,2,5,167,-8.3225
1986,9,3,1,92,-7.3980
1986,9,3,2,129,-7.4343
1986,9,3,3,148,-7.4223
1986,9,3,4,124,-9.2802
1986,9,3,5,113,-7.0243
1986,10,1,1,521,1.5089
1986,10,1,2,249,2.2472
1986,10,1,3,254,3.7985
1986,10,1,4,319,2.7121
1986,10,1,5,629,2.3014
1986,10,2,1,112,3.4732
1986,10,2,2,88,4.9713
1986,10,2,3,91,3.1589
1986,10,2,4,134,3.4508
1986,10,2,5,167,5.4347
1986,10,3,1,92,5.2426
1986,10,3,2,129,5.6742
1986,10,3,3,147,6.4830
1986,10,3,4,124,7.8037
1986,10,3,5,112,2.8448
1986,11,1,1,510,-1.4355
1986,11,1,2,242,1.3259
1986,11,1,3,248,0.7039
1986,11,1,4,316,-0.3778
1986,11,1,5,622,-0.4743
1986,11,2,1,111,2.9699
1986,11,2,2,88,0.6582
1986,11,2,3,91,0.0319
1986,11,2,4,133,0.5800
1986,11,2,5,167,0.7078
1986,11,3,1,90,2.0272
1986,11,3,2,128,2.2082
1986,11,3,3,147,1.8888
1986,11,3,4,124,3.0787
1986,11,3,5,110,3.1697
1986,12,1,1,500,-3.4485
1986,12,1,2,242,-4.2673
1986,12,1,3,244,-3.8636
1986,12,1,4,312,-1.9154
1986,12,1,5,618,-2.2195
1986,12,2,1,111,-1.5936
1986,12,2,2,88,-2.3532
1986,12,2,3,89,-1.7169
1986,12,2,4,131,-1.6395
1986,12,2,5,167,-3.5831
1986,12,3,1,90,-1.7609
1986,12,3,2,127,-2.3497
1986,12,3,3,146,-2.7375
1986,12,3,4,123,-2.3587
1986,12,3,5,110,-4.4436
1987,1,1,1,488,9.8198
1987,1,1,2,241,11.5632
1987,1,1,3,235,8.5050
1987,1,1,4,306,9.9298
1987,1,1,5,608,10.4494
1987,1,2,1,107,13.9023
1987,1,2,2,85,11.1445
