year,month,rank_ME,rank_IG,nstocks,ret_vw
1982,2,1,5,492,-4.8434
1982,2,2,1,123,-1.6649
1982,2,2,2,97,-3.6442
1982,2,2,3,82,-4.3468
1982,2,2,4,120,-4.7200
1982,2,2,5,172,-7.9294
1982,2,3,1,89,-1.9177
1982,2,3,2,131,-2.5775
1982,2,3,3,163,-4.8963
1982,2,3,4,142,-6.1361
1982,2,3,5,129,-7.5840
1982,3,1,1,581,-1.3921
1982,3,1,2,254,-1.3635
1982,3,1,3,199,-1.2249
1982,3,1,4,208,0.2698
1982,3,1,5,485,-0.3117
1982,3,2,1,121,0.6722
1982,3,2,2,97,-1.0548
1982,3,2,3,81,2.0127
1982,3,2,4,119,-0.3532
1982,3,2,5,172,-2.0442
1982,3,3,1,89,-0.5791
1982,3,3,2,131,1.3921
1982,3,3,3,163,-0.4796
1982,3,3,4,142,-0.5841
1982,3,3,5,129,-3.3772
1982,4,1,1,576,5.5185
1982,4,1,2,253,4.3864
1982,4,1,3,198,6.2455
1982,4,1,4,207,5.0116
1982,4,1,5,481,7.3966
1982,4,2,1,119,4.7298
1982,4,2,2,96,7.1923
1982,4,2,3,80,5.6349
1982,4,2,4,118,5.4866
1982,4,2,5,172,6.0915
1982,4,3,1,89,5.5808
1982,4,3,2,131,4.8224
1982,4,3,3,162,3.2369
1982,4,3,4,141,4.9131
1982,4,3,5,127,4.9752
1982,5,1,1,567,-1.3022
1982,5,1,2,253,-1.5060
1982,5,1,3,196,-1.3099
1982,5,1,4,205,-1.3740
1982,5,1,5,479,-2.0285
1982,5,2,1,119,-2.3497
1982,5,2,2,97,-3.0269
1982,5,2,3,80,-1.9363
1982,5,2,4,118,-3.0197
1982,5,2,5,172,-4.0570
1982,5,3,1,89,-4.0287
1982,5,3,2,131,-3.0714
1982,5,3,3,162,-3.0319
1982,5,3,4,141,-1.3225
1982,5,3,5,125,-2.1242
1982,6,1,1,565,-2.6028
1982,6,1,2,249,-1.6797
1982,6,1,3,193,-2.2366
1982,6,1,4,205,-2.0266
1982,6,1,5,471,-2.0967
1982,6,2,1,118,-2.5579
1982,6,2,2,97,-0.3923
1982,6,2,3,80,1.4818
1982,6,2,4,118,-1.7510
1982,6,2,5,171,-3.4148
1982,6,3,1,89,-0.3312
1982,6,3,2,131,-1.5037
1982,6,3,3,161,-1.1091
1982,6,3,4,141,-1.7603
1982,6,3,5,126,-4.9365
1982,7,1,1,627,-0.4404
1982,7,1,2,232,0.2596
1982,7,1,3,158,-0.6125
1982,7,1,4,239,-0.7786
1982,7,1,5,600,-3.2448
1982,7,2,1,133,-0.3435
1982,7,2,2,99,-0.0545
1982,7,2,3,73,-0.9358
1982,7,2,4,108,-3.0751
1982,7,2,5,168,-2.1886
1982,7,3,1,72,-0.3029
1982,7,3,2,129,-0.9423
1982,7,3,3,161,-0.0477
1982,7,3,4,160,-4.0421
1982,7,3,5,129,-6.2391
1982,8,1,1,625,5.5850
1982,8,1,2,231,6.5591
1982,8,1,3,157,6.6643
1982,8,1,4,238,6.4439
1982,8,1,5,596,5.6838
1982,8,2,1,132,9.9915
1982,8,2,2,99,10.4690
1982,8,2,3,72,8.6856
1982,8,2,4,107,9.9846
1982,8,2,5,167,9.5389
1982,8,3,1,72,12.9963
1982,8,3,2,129,13.2226
1982,8,3,3,160,12.2176
1982,8,3,4,160,12.2223
1982,8,3,5,128,13.1328
1982,9,1,1,625,3.6665
1982,9,1,2,227,5.2379
1982,9,1,3,154,5.3639
1982,9,1,4,237,3.5038
1982,9,1,5,601,1.6038
1982,9,2,1,131,3.1957
1982,9,2,2,98,4.1467
1982,9,2,3,72,4.2738
1982,9,2,4,107,3.6041
1982,9,2,5,167,1.5393
1982,9,3,1,71,1.9807
1982,9,3,2,129,-0.9700
1982,9,3,3,159,1.2727
1982,9,3,4,161,0.8240
1982,9,3,5,128,1.9573
1982,10,1,1,620,12.5520
1982,10,1,2,225,11.6146
1982,10,1,3,152,14.6684
1982,10,1,4,234,14.7489
1982,10,1,5,595,13.7441
1982,10,2,1,128,13.0231
1982,10,2,2,96,11.5551
1982,10,2,3,72,10.0628
1982,10,2,4,106,12.0575
1982,10,2,5,166,16.0806
1982,10,3,1,71,12.7586
1982,10,3,2,129,12.7884
1982,10,3,3,158,8.8611
1982,10,3,4,161,11.5222
1982,10,3,5,128,12.3872
1982,11,1,1,616,10.1917
1982,11,1,2,226,9.5036
1982,11,1,3,151,9.0860
1982,11,1,4,233,8.7303
1982,11,1,5,587,10.0776
1982,11,2,1,125,8.7846
1982,11,2,2,96,9.0045
1982,11,2,3,72,10.1128
1982,11,2,4,105,8.2090
1982,11,2,5,165,6.9469
1982,11,3,1,71,6.3202
1982,11,3,2,128,6.5991
1982,11,3,3,158,4.4295
1982,11,3,4,161,2.5027
1982,11,3,5,128,5.2684
1982,12,1,1,614,2.2183
1982,12,1,2,224,1.6248
1982,12,1,3,153,1.3043
1982,12,1,4,233,3.4634
1982,12,1,5,586,2.1097
1982,12,2,1,125,2.5675
1982,12,2,2,96,1.7579
1982,12,2,3,72,0.7056
1982,12,2,4,105,0.5014
1982,12,2,5,165,1.0126
1982,12,3,1,71,0.1559
1982,12,3,2,127,0.0733
1982,12,3,3,158,3.2283
1982,12,3,4,161,1.2102
1982,12,3,5,128,0.7674
1983,1,1,1,611,9.9638
1983,1,1,2,222,9.0164
1983,1,1,3,153,10.8621
1983,1,1,4,231,8.5676
1983,1,1,5,581,9.6551
1983,1,2,1,124,6.1121
1983,1,2,2,96,5.2759
1983,1,2,3,72,6.1696
1983,1,2,4,104,5.5648
1983,1,2,5,164,7.8888
1983,1,3,1,71,3.2230
1983,1,3,2,126,4.3130
1983,1,3,3,157,5.2094
1983,1,3,4,160,1.8863
1983,1,3,5,128,5.1632
1983,2,1,1,605,7.7339
1983,2,1,2,216,6.8463
1983,2,1,3,152,6.8606
1983,2,1,4,228,3.6066
1983,2,1,5,576,4.8166
1983,2,2,1,124,8.1294
1983,2,2,2,94,5.7118
1983,2,2,3,71,5.8408
1983,2,2,4,104,5.9516
1983,2,2,5,163,3.2290
1983,2,3,1,71,4.3038
1983,2,3,2,125,4.4796
1983,2,3,3,157,2.0831
1983,2,3,4,160,2.2928
1983,2,3,5,128,2.6990
1983,3,1,1,602,5.6501
1983,3,1,2,214,6.5375
1983,3,1,3,151,5.9942
1983,3,1,4,226,5.1835
1983,3,1,5,571,4.7564
1983,3,2,1,124,5.6559
1983,3,2,2,94,5.0897
1983,3,2,3,71,2.7347
1983,3,2,4,104,5.1836
1983,3,2,5,162,2.2705
1983,3,3,1,71,5.3690
1983,3,3,2,125,3.7461
1983,3,3,3,157,1.7541
1983,3,3,4,159,2.9000
1983,3,3,5,128,3.7754
1983,4,1,1,598,8.0791
1983,4,1,2,213,7.1587
1983,4,1,3,152,7.3967
1983,4,1,4,226,8.4723
1983,4,1,5,566,6.7990
1983,4,2,1,124,7.5069
1983,4,2,2,94,6.8933
1983,4,2,3,70,5.7196
1983,4,2,4,104,7.1720
1983,4,2,5,162,6.2117
1983,4,3,1,71,5.0282
1983,4,3,2,125,6.6671
1983,4,3,3,156,6.7339
1983,4,3,4,159,7.7239
1983,4,3,5,127,7.1043
1983,5,1,1,592,9.4806
1983,5,1,2,212,9.1685
1983,5,1,3,152,9.3900
1983,5,1,4,226,11.1667
1983,5,1,5,561,11.0088
1983,5,2,1,123,5.0415
1983,5,2,2,94,4.3214
1983,5,2,3,70,5.1889
1983,5,2,4,105,5.2936
1983,5,2,5,162,6.3239
1983,5,3,1,71,-0.8827
1983,5,3,2,125,0.9281
1983,5,3,3,156,-0.5804
1983,5,3,4,159,-0.2159
1983,5,3,5,127,1.0523
1983,6,1,1,588,4.8806
1983,6,1,2,212,3.9035
1983,6,1,3,149,2.8461
1983,6,1,4,223,4.4648
1983,6,1,5,561,4.8353
1983,6,2,1,123,7.3822
1983,6,2,2,93,4.2776
1983,6,2,3,70,5.6471
1983,6,2,4,105,6.8587
1983,6,2,5,161,5.7416
1983,6,3,1,71,2.8989
1983,6,3,2,125,2.6008
1983,6,3,3,154,3.8200
1983,6,3,4,159,5.3856
1983,6,3,5,127,3.9468
1983,7,1,1,685,-1.5931
1983,7,1,2,257,-2.1829
1983,7,1,3,197,-1.6974
1983,7,1,4,247,-2.7145
1983,7,1,5,666,-3.0180
1983,7,2,1,146,-2.2730
1983,7,2,2,110,-3.4446
1983,7,2,3,81,-3.7421
1983,7,2,4,104,-1.4900
1983,7,2,5,156,-3.5989
1983,7,3,1,89,-1.4606
1983,7,3,2,119,-4.3954
1983,7,3,3,161,-2.6860
1983,7,3,4,153,-3.4988
1983,7,3,5,136,-4.2557
1983,8,1,1,683,-3.6211
1983,8,1,2,255,-3.3758
1983,8,1,3,197,-3.5916
1983,8,1,4,247,-2.5878
1983,8,1,5,659,-4.2155
1983,8,2,1,146,-3.6572
1983,8,2,2,110,-1.5399
1983,8,2,3,81,-2.8469
1983,8,2,4,103,-3.1129
1983,8,2,5,156,-4.1137
1983,8,3,1,89,-0.2324
1983,8,3,2,119,2.0360
1983,8,3,3,161,2.9586
1983,8,3,4,152,-0.0554
1983,8,3,5,136,-1.0843
1983,9,1,1,675,-1.0246
1983,9,1,2,255,0.5963
1983,9,1,3,195,-0.3057
1983,9,1,4,245,0.6753
1983,9,1,5,656,-0.9481
1983,9,2,1,146,3.1400
1983,9,2,2,110,1.3019
1983,9,2,3,80,3.3857
1983,9,2,4,103,3.7459
1983,9,2,5,153,2.0632
1983,9,3,1,89,2.5162
1983,9,3,2,119,0.6936
1983,9,3,3,160,2.3356
1983,9,3,4,152,1.3613
1983,9,3,5,135,1.9789
1983,10,1,1,671,-5.9858
1983,10,1,2,253,-6.0434
1983,10,1,3,194,-6.1558
1983,10,1,4,241,-5.3776
1983,10,1,5,651,-7.2046
1983,10,2,1,146,-5.3473
1983,10,2,2,110,-4.9847
1983,10,2,3,80,-3.4592
1983,10,2,4,103,-6.6959
1983,10,2,5,151,-7.5838
1983,10,3,1,88,-1.9881
1983,10,3,2,119,-2.9394
1983,10,3,3,160,-0.3362
1983,10,3,4,151,-1.3137
1983,10,3,5,134,-3.3194
1983,11,1,1,669,3.8195
1983,11,1,2,252,3.2743
1983,11,1,3,194,2.9767
1983,11,1,4,240,5.5516
1983,11,1,5,649,2.5147
1983,11,2,1,146,5.0318
1983,11,2,2,110,5.2959
1983,11,2,3,78,6.4248
1983,11,2,4,101,5.6598
1983,11,2,5,151,5.5020
1983,11,3,1,88,2.7302
1983,11,3,2,118,4.9232
1983,11,3,3,160,0.5620
1983,11,3,4,151,2.9650
1983,11,3,5,134,2.1231
1983,12,1,1,661,-1.8027
1983,12,1,2,252,-1.1303
1983,12,1,3,193,-2.4521
1983,12,1,4,240,-0.0904
1983,12,1,5,650,-2.6664
1983,12,2,1,145,-1.1617
1983,12,2,2,110,-0.0004
1983,12,2,3,78,-1.5815
1983,12,2,4,101,-0.9880
1983,12,2,5,151,-3.1077
1983,12,3,1,88,-0.4720
1983,12,3,2,118,-0.4129
1983,12,3,3,160,-0.0250
1983,12,3,4,151,-1.1426
1983,12,3,5,134,-3.3475
1984,1,1,1,653,0.1724
1984,1,1,2,252,-0.4580
1984,1,1,3,192,0.4904
1984,1,1,4,237,-0.3020
1984,1,1,5,645,-0.9296
1984,1,2,1,144,-3.1202
1984,1,2,2,110,0.0725
1984,1,2,3,78,-3.1405
1984,1,2,4,101,-2.9487
1984,1,2,5,151,-4.2675
1984,1,3,1,86,-3.1695
1984,1,3,2,118,0.0109
1984,1,3,3,159,0.4932
1984,1,3,4,151,-1.7778
1984,1,3,5,133,-3.6294
1984,2,1,1,640,-5.7523
1984,2,1,2,251,-5.9608
1984,2,1,3,191,-3.9047
1984,2,1,4,234,-5.1501
1984,2,1,5,634,-7.0663
1984,2,2,1,143,-5.9822
1984,2,2,2,110,-3.0472
1984,2,2,3,78,-3.8282
1984,2,2,4,101,-5.4937
1984,2,2,5,151,-6.5768
1984,2,3,1,86,-4.8461
1984,2,3,2,118,-3.0290
1984,2,3,3,158,-2.9176
1984,2,3,4,151,-3.4069
1984,2,3,5,133,-5.8390
1984,3,1,1,639,1.3651
1984,3,1,2,251,1.2869
1984,3,1,3,190,1.4862
1984,3,1,4,228,1.5707
1984,3,1,5,628,-0.2440
1984,3,2,1,142,0.7597
1984,3,2,2,108,2.4031
1984,3,2,3,78,1.0643
1984,3,2,4,98,2.0081
1984,3,2,5,149,0.6516
1984,3,3,1,86,1.7080
1984,3,3,2,117,2.6419
1984,3,3,3,157,2.1450
1984,3,3,4,151,0.2085
1984,3,3,5,133,0.5966
1984,4,1,1,637,-1.9333
1984,4,1,2,250,-0.2426
1984,4,1,3,190,-1.9286
1984,4,1,4,229,-0.5665
1984,4,1,5,625,-2.6836
1984,4,2,1,141,-0.5107
1984,4,2,2,105,1.8675
1984,4,2,3,78,1.5230
1984,4,2,4,98,-0.6218
1984,4,2,5,149,-0.5994
1984,4,3,1,86,-0.7161
1984,4,3,2,117,0.2405
1984,4,3,3,157,1.5565
1984,4,3,4,151,1.1329
1984,4,3,5,133,0.6327
1984,5,1,1,628,-5.3576
1984,5,1,2,249,-5.5267
1984,5,1,3,190,-3.2969
1984,5,1,4,229,-3.8288
1984,5,1,5,622,-4.8438
1984,5,2,1,141,-6.2878
1984,5,2,2,102,-5.2428
1984,5,2,3,77,-4.2348
1984,5,2,4,98,-4.5547
1984,5,2,5,149,-5.0417
1984,5,3,1,86,-7.3056
1984,5,3,2,117,-5.4992
1984,5,3,3,157,-3.9966
1984,5,3,4,150,-4.6387
1984,5,3,5,133,-3.8903
1984,6,1,1,619,3.2283
1984,6,1,2,248,0.6766
1984,6,1,3,188,2.2694
1984,6,1,4,228,2.5863
1984,6,1,5,619,2.2046
1984,6,2,1,141,3.5391
1984,6,2,2,102,1.2899
1984,6,2,3,77,2.5663
1984,6,2,4,96,4.3547
1984,6,2,5,148,4.1184
1984,6,3,1,86,1.3002
1984,6,3,2,117,0.6158
1984,6,3,3,157,3.7935
1984,6,3,4,150,2.4536
1984,6,3,5,133,2.8884
1984,7,1,1,641,-6.4997
1984,7,1,2,291,-5.1719
1984,7,1,3,210,-4.7459
1984,7,1,4,244,-3.7480
1984,7,1,5,750,-4.8244
1984,7,2,1,112,-7.6981
1984,7,2,2,99,-3.9894
1984,7,2,3,97,-2.6418
1984,7,2,4,107,-3.5878
1984,7,2,5,161,-4.8967
1984,7,3,1,89,-3.7030
1984,7,3,2,141,-1.1238
1984,7,3,3,142,-2.6380
1984,7,3,4,145,0.1006
1984,7,3,5,122,-1.9686
1984,8,1,1,631,9.9538
1984,8,1,2,291,10.5944
1984,8,1,3,210,9.5415
1984,8,1,4,242,9.1875
1984,8,1,5,745,10.0812
1984,8,2,1,111,13.8442
1984,8,2,2,99,11.2854
1984,8,2,3,97,10.6593
1984,8,2,4,106,14.8987
1984,8,2,5,161,13.3636
1984,8,3,1,88,11.1763
1984,8,3,2,140,11.4871
1984,8,3,3,142,11.3215
1984,8,3,4,144,10.3102
1984,8,3,5,121,10.3659
1984,9,1,1,623,-0.6498
1984,9,1,2,292,0.2164
1984,9,1,3,208,0.0663
1984,9,1,4,242,-0.7296
1984,9,1,5,739,-1.4201
1984,9,2,1,111,-1.2487
1984,9,2,2,98,-1.1177
1984,9,2,3,98,0.2371
1984,9,2,4,104,-0.8108
1984,9,2,5,160,-1.8517
1984,9,3,1,87,-0.2377
1984,9,3,2,140,0.7698
1984,9,3,3,142,0.3917
1984,9,3,4,143,-1.5989
1984,9,3,5,121,-2.8773
1984,10,1,1,609,-4.0645
1984,10,1,2,288,-3.0925
1984,10,1,3,206,-2.3671
1984,10,1,4,242,-3.0929
1984,10,1,5,734,-2.3368
1984,10,2,1,110,-2.6844
1984,10,2,2,97,-2.5828
1984,10,2,3,95,1.5003
1984,10,2,4,104,-0.6834
1984,10,2,5,160,-1.3390
1984,10,3,1,86,-0.6037
1984,10,3,2,139,0.1117
1984,10,3,3,141,0.3001
1984,10,3,4,143,1.0816
1984,10,3,5,121,0.1788
1984,11,1,1,600,-4.2398
1984,11,1,2,283,-2.5493
1984,11,1,3,206,-2.6130
1984,11,1,4,239,-3.7088
1984,11,1,5,726,-3.4356
1984,11,2,1,109,-1.9422
1984,11,2,2,97,-0.8414
1984,11,2,3,94,-0.4865
1984,11,2,4,105,-1.4035
1984,11,2,5,160,-2.8986
1984,11,3,1,86,0.3131
1984,11,3,2,138,-0.8796
1984,11,3,3,140,-0.0837
1984,11,3,4,143,-2.2732
1984,11,3,5,120,-1.9375
1984,12,1,1,587,-1.1997
1984,12,1,2,280,0.6298
1984,12,1,3,205,0.4756
1984,12,1,4,238,1.1457
1984,12,1,5,717,1.0830
1984,12,2,1,108,1.1366
1984,12,2,2,96,3.1066
1984,12,2,3,94,2.3559
1984,12,2,4,105,1.7423
1984,12,2,5,160,3.1561
1984,12,3,1,85,1.4706
1984,12,3,2,137,1.6239
1984,12,3,3,139,2.1830
1984,12,3,4,142,3.0651
1984,12,3,5,119,2.4914
1985,1,1,1,578,11.5746
1985,1,1,2,279,12.4459
1985,1,1,3,203,10.0097
1985,1,1,4,237,11.3934
1985,1,1,5,717,13.2530
1985,1,2,1,108,9.4648
1985,1,2,2,96,9.4452
1985,1,2,3,93,9.0644
1985,1,2,4,105,12.2453
1985,1,2,5,160,13.8856
1985,1,3,1,85,8.2730
1985,1,3,2,136,7.3823
1985,1,3,3,139,6.6742
1985,1,3,4,141,7.6526
1985,1,3,5,119,10.9251
1985,2,1,1,570,3.9180
1985,2,1,2,277,4.7474
1985,2,1,3,201,4.1116
1985,2,1,4,233,3.6612
1985,2,1,5,713,2.8982
1985,2,2,1,107,1.1698
1985,2,2,2,96,2.2427
1985,2,2,3,92,2.3168
1985,2,2,4,104,1.6596
1985,2,2,5,159,2.1130
1985,2,3,1,85,1.1294
1985,2,3,2,136,1.0213
1985,2,3,3,139,2.2133
1985,2,3,4,140,1.8552
1985,2,3,5,118,0.9397
1985,3,1,1,563,-1.2062
1985,3,1,2,273,-2.2697
1985,3,1,3,200,-1.8001
1985,3,1,4,230,-1.2543
1985,3,1,5,707,-1.7386
1985,3,2,1,106,-2.4937
1985,3,2,2,96,-0.9596
1985,3,2,3,92,-0.6319
1985,3,2,4,101,-2.2493
1985,3,2,5,158,-2.1694
1985,3,3,1,85,-0.9948
1985,3,3,2,136,-0.4773
1985,3,3,3,138,0.9644
1985,3,3,4,139,0.5487
1985,3,3,5,118,-1.1917
1985,4,1,1,557,-1.4252
1985,4,1,2,272,-1.0218
1985,4,1,3,199,-0.5982
1985,4,1,4,231,-1.8294
1985,4,1,5,701,-1.5238
1985,4,2,1,106,-2.3665
1985,4,2,2,96,-0.0373
1985,4,2,3,92,-1.9900
1985,4,2,4,101,-1.0406
1985,4,2,5,157,-1.9700
1985,4,3,1,85,-1.3025
1985,4,3,2,136,0.0544
1985,4,3,3,138,0.3250
1985,4,3,4,139,-1.7147
1985,4,3,5,118,-2.4499
1985,5,1,1,553,1.6528
1985,5,1,2,271,3.5141
1985,5,1,3,199,1.9208
1985,5,1,4,230,2.6787
1985,5,1,5,692,3.3693
1985,5,2,1,106,2.2809
1985,5,2,2,96,3.4144
1985,5,2,3,91,3.8753
1985,5,2,4,100,2.9574
1985,5,2,5,157,6.8081
1985,5,3,1,85,4.3474
1985,5,3,2,136,5.2766
1985,5,3,3,138,5.3207
1985,5,3,4,139,7.0511
1985,5,3,5,118,9.0880
1985,6,1,1,548,-0.4763
1985,6,1,2,268,-0.1637
1985,6,1,3,197,1.2803
1985,6,1,4,227,-0.0372
1985,6,1,5,690,0.7196
1985,6,2,1,106,-0.0263
1985,6,2,2,94,1.7312
1985,6,2,3,89,1.3619
1985,6,2,4,99,2.5154
1985,6,2,5,154,1.6209
1985,6,3,1,84,-0.0499
1985,6,3,2,135,-0.1192
1985,6,3,3,138,2.5775
1985,6,3,4,139,2.8802
1985,6,3,5,118,2.6208
1985,7,1,1,688,2.9534
1985,7,1,2,252,3.0652
1985,7,1,3,200,2.7075
1985,7,1,4,313,2.1801
1985,7,1,5,740,2.7430
1985,7,2,1,115,2.5425
1985,7,2,2,84,3.1107
1985,7,2,3,96,3.0261
1985,7,2,4,111,2.0839
1985,7,2,5,198,2.9817
1985,7,3,1,115,-2.0952
1985,7,3,2,154,-1.5041
1985,7,3,3,146,0.8125
1985,7,3,4,136,-0.0048
1985,7,3,5,88,2.2688
1985,8,1,1,681,-1.5618
1985,8,1,2,252,-0.9939
1985,8,1,3,200,0.0971
1985,8,1,4,310,0.5991
1985,8,1,5,732,-1.3355
1985,8,2,1,115,-0.7416
1985,8,2,2,84,0.0677
1985,8,2,3,96,-0.5807
1985,8,2,4,111,0.0888
1985,8,2,5,197,-2.5976
1985,8,3,1,115,-0.0456
1985,8,3,2,153,0.9703
1985,8,3,3,146,-0.4157
1985,8,3,4,136,-1.4120
1985,8,3,5,88,-2.8861
1985,9,1,1,670,-6.4917
1985,9,1,2,248,-5.2208
1985,9,1,3,200,-4.0145
1985,9,1,4,305,-3.9285
1985,9,1,5,728,-6.4251
1985,9,2,1,114,-6.5902
1985,9,2,2,84,-5.2082
1985,9,2,3,95,-4.2590
1985,9,2,4,111,-5.9060
1985,9,2,5,196,-6.9745
1985,9,3,1,114,-3.3316
1985,9,3,2,153,-2.9335
1985,9,3,3,145,-2.7526
1985,9,3,4,136,-3.6099
1985,9,3,5,87,-5.3714
1985,10,1,1,667,1.8891
1985,10,1,2,248,1.2381
1985,10,1,3,197,2.6597
1985,10,1,4,303,2.7799
1985,10,1,5,723,2.1154
1985,10,2,1,114,4.2032
1985,10,2,2,84,3.1740
1985,10,2,3,95,5.5920
1985,10,2,4,111,2.7827
1985,10,2,5,196,3.1842
1985,10,3,1,112,2.7153
1985,10,3,2,153,5.2540
1985,10,3,3,142,4.5633
1985,10,3,4,135,3.9184
1985,10,3,5,87,2.3722
1985,11,1,1,663,5.3130
1985,11,1,2,244,7.5339
1985,11,1,3,196,3.8845
1985,11,1,4,297,5.1818
1985,11,1,5,716,6.2457
1985,11,2,1,114,6.6517
1985,11,2,2,83,9.7844
1985,11,2,3,95,5.7300
1985,11,2,4,108,7.0918
1985,11,2,5,194,7.1464
1985,11,3,1,112,7.6259
1985,11,3,2,153,5.1793
1985,11,3,3,141,6.7511
1985,11,3,4,134,7.8075
1985,11,3,5,87,10.5857
1985,12,1,1,657,3.0755
1985,12,1,2,243,4.4542
1985,12,1,3,191,2.3910
1985,12,1,4,292,3.4103
1985,12,1,5,711,4.1403
1985,12,2,1,112,5.9344
1985,12,2,2,83,5.0807
1985,12,2,3,94,3.6767
1985,12,2,4,107,4.4596
1985,12,2,5,193,4.1073
1985,12,3,1,111,5.1667
1985,12,3,2,152,3.3507
1985,12,3,3,140,4.7644
1985,12,3,4,134,4.7502
1985,12,3,5,87,4.5740
1986,1,1,1,645,3.0269
1986,1,1,2,240,0.1386
1986,1,1,3,191,3.0250
1986,1,1,4,285,2.8501
1986,1,1,5,703,2.4094
1986,1,2,1,112,0.0921
1986,1,2,2,82,0.3049
1986,1,2,3,92,2.3947
1986,1,2,4,107,1.7885
1986,1,2,5,192,1.0338
1986,1,3,1,108,-0.4899
1986,1,3,2,152,1.4985
1986,1,3,3,139,-1.1821
1986,1,3,4,134,1.8012
1986,1,3,5,87,2.5465
1986,2,1,1,639,4.9077
1986,2,1,2,241,5.7457
1986,2,1,3,191,6.2916
1986,2,1,4,284,7.1796
1986,2,1,5,697,6.5595
1986,2,2,1,110,6.6388
1986,2,2,2,82,6.9916
1986,2,2,3,92,5.6080
1986,2,2,4,106,6.8694
1986,2,2,5,191,7.2043
1986,2,3,1,108,7.8468
1986,2,3,2,151,6.8240
1986,2,3,3,139,7.0349
1986,2,3,4,133,8.7845
1986,2,3,5,87,9.2756
1986,3,1,1,635,4.6885
1986,3,1,2,241,5.6362
1986,3,1,3,190,6.5060
1986,3,1,4,284,4.4520
1986,3,1,5,694,3.9907
1986,3,2,1,110,4.9240
1986,3,2,2,82,8.4056
1986,3,2,3,90,5.4806
1986,3,2,4,105,4.3346
1986,3,2,5,191,5.0603
1986,3,3,1,108,4.5851
1986,3,3,2,151,5.8638
1986,3,3,3,138,5.0348
1986,3,3,4,133,5.5874
1986,3,3,5,86,4.6754
1986,4,1,1,630,1.4961
1986,4,1,2,238,0.7109
1986,4,1,3,188,2.3262
1986,4,1,4,282,2.4576
1986,4,1,5,692,1.1966
1986,4,2,1,110,0.9008
1986,4,2,2,81,0.6441
1986,4,2,3,90,1.5233
1986,4,2,4,105,1.9385
1986,4,2,5,189,1.7049
1986,4,3,1,108,1.3551
1986,4,3,2,151,-0.9555
1986,4,3,3,136,-0.3852
1986,4,3,4,133,-1.7611
1986,4,3,5,86,-0.2513
1986,5,1,1,622,4.1879
1986,5,1,2,232,3.6115
1986,5,1,3,187,4.4656
1986,5,1,4,280,5.6052
1986,5,1,5,684,2.5708
1986,5,2,1,109,2.9917
1986,5,2,2,80,4.3622
1986,5,2,3,90,4.0242
1986,5,2,4,105,4.7343
1986,5,2,5,187,2.8454
1986,5,3,1,108,6.2598
1986,5,3,2,149,6.4985
1986,5,3,3,134,4.0252
1986,5,3,4,133,5.4087
1986,5,3,5,84,4.2826
1986,6,1,1,612,0.7014
1986,6,1,2,230,-0.4509
1986,6,1,3,185,0.9702
1986,6,1,4,279,-0.3201
1986,6,1,5,676,-1.1688
1986,6,2,1,109,1.0467
1986,6,2,2,80,3.8394
1986,6,2,3,90,0.5775
1986,6,2,4,104,0.5565
1986,6,2,5,187,-2.6674
1986,6,3,1,108,2.4762
1986,6,3,2,147,2.9216
1986,6,3,3,134,0.8634
1986,6,3,4,131,1.5738
1986,6,3,5,84,-2.6111
1986,7,1,1,880,-9.1850
1986,7,1,2,300,-7.6279
1986,7,1,3,207,-8.4370
1986,7,1,4,234,-8.9036
1986,7,1,5,656,-8.8514
1986,7,2,1,145,-10.9027
1986,7,2,2,115,-8.8367
1986,7,2,3,90,-9.7449
1986,7,2,4,109,-6.8630
1986,7,2,5,187,-10.1722
1986,7,3,1,88,-4.9117
1986,7,3,2,131,-4.0520
1986,7,3,3,151,-4.3429
1986,7,3,4,141,-7.2207
1986,7,3,5,122,-7.5787
1986,8,1,1,873,1.2816
1986,8,1,2,296,1.0286
1986,8,1,3,205,2.1435
1986,8,1,4,232,0.8684
1986,8,1,5,648,1.0207
1986,8,2,1,145,5.4978
1986,8,2,2,115,3.8922
1986,8,2,3,90,4.8492
1986,8,2,4,109,4.7998
1986,8,2,5,186,2.7510
1986,8,3,1,88,8.1313
1986,8,3,2,131,7.7397
1986,8,3,3,150,7.2354
1986,8,3,4,141,6.3889
1986,8,3,5,122,4.7151
1986,9,1,1,859,-6.4979
1986,9,1,2,294,-5.1682
1986,9,1,3,204,-5.2812
1986,9,1,4,232,-4.7015
1986,9,1,5,645,-6.3922
1986,9,2,1,145,-4.8401
1986,9,2,2,113,-5.7830
1986,9,2,3,90,-7.3359
1986,9,2,4,108,-5.4719
1986,9,2,5,186,-7.1808
1986,9,3,1,88,-6.6078
1986,9,3,2,130,-7.4181
1986,9,3,3,150,-7.6894
1986,9,3,4,140,-8.9401
1986,9,3,5,121,-7.7863
1986,10,1,1,847,1.6352
1986,10,1,2,294,2.3602
1986,10,1,3,204,3.1730
1986,10,1,4,230,2.9743
1986,10,1,5,638,2.2134
1986,10,2,1,143,4.3212
1986,10,2,2,110,3.2997
1986,10,2,3,90,4.0844
1986,10,2,4,108,4.5789
1986,10,2,5,186,5.7838
1986,10,3,1,87,5.9742
1986,10,3,2,130,5.4254
1986,10,3,3,150,4.2379
1986,10,3,4,139,8.1138
1986,10,3,5,120,7.4768
1986,11,1,1,828,-0.9350
