year,month,rank_ME,rank_POA,nstocks,ret_vw
1978,12,2,2,92,1.4161
1978,12,2,3,111,1.6537
1978,12,2,4,130,2.9740
1978,12,2,5,146,2.2737
1978,12,3,1,117,0.6357
1978,12,3,2,160,2.5744
1978,12,3,3,164,0.4924
1978,12,3,4,143,2.2810
1978,12,3,5,90,1.2476
1979,1,1,1,495,10.3662
1979,1,1,2,235,8.9953
1979,1,1,3,207,10.2936
1979,1,1,4,283,10.5227
1979,1,1,5,603,10.4818
1979,1,2,1,110,8.3240
1979,1,2,2,91,8.9418
1979,1,2,3,110,8.4474
1979,1,2,4,130,7.1996
1979,1,2,5,145,6.9772
1979,1,3,1,117,4.6927
1979,1,3,2,160,5.1240
1979,1,3,3,164,4.1503
1979,1,3,4,143,2.3931
1979,1,3,5,90,6.8142
1979,2,1,1,491,-2.3712
1979,2,1,2,232,-1.8075
1979,2,1,3,205,-1.4105
1979,2,1,4,282,-2.2172
1979,2,1,5,600,-3.6705
1979,2,2,1,108,-2.1257
1979,2,2,2,91,-1.0876
1979,2,2,3,109,-3.1640
1979,2,2,4,129,-2.8960
1979,2,2,5,141,-3.5059
1979,2,3,1,116,-2.5275
1979,2,3,2,159,-1.9388
1979,2,3,3,163,-2.8605
1979,2,3,4,142,-4.5921
1979,2,3,5,90,-4.0900
1979,3,1,1,485,9.9277
1979,3,1,2,231,7.4904
1979,3,1,3,204,8.3959
1979,3,1,4,281,7.6661
1979,3,1,5,598,9.8062
1979,3,2,1,108,11.6462
1979,3,2,2,90,7.8584
1979,3,2,3,108,10.2960
1979,3,2,4,128,10.2743
1979,3,2,5,138,10.6091
1979,3,3,1,115,5.8669
1979,3,3,2,158,6.0801
1979,3,3,3,162,5.8469
1979,3,3,4,142,4.5962
1979,3,3,5,90,6.9072
1979,4,1,1,484,2.8757
1979,4,1,2,231,4.3187
1979,4,1,3,203,2.6539
1979,4,1,4,279,3.4320
1979,4,1,5,597,2.1563
1979,4,2,1,107,2.0525
1979,4,2,2,89,1.2302
1979,4,2,3,108,3.1161
1979,4,2,4,128,3.1643
1979,4,2,5,138,1.3711
1979,4,3,1,115,-0.5107
1979,4,3,2,158,0.2683
1979,4,3,3,163,0.3198
1979,4,3,4,142,0.8188
1979,4,3,5,90,1.2164
1979,5,1,1,483,-1.7515
1979,5,1,2,231,-1.7049
1979,5,1,3,203,-0.6431
1979,5,1,4,277,-0.4656
1979,5,1,5,589,-1.3947
1979,5,2,1,104,0.4659
1979,5,2,2,89,-0.4887
1979,5,2,3,108,-0.6458
1979,5,2,4,128,-2.8695
1979,5,2,5,137,-2.4736
1979,5,3,1,115,-1.0915
1979,5,3,2,158,-1.9147
1979,5,3,3,163,-1.6920
1979,5,3,4,142,-1.8020
1979,5,3,5,90,-1.8874
1979,6,1,1,481,7.2428
1979,6,1,2,230,5.4664
1979,6,1,3,202,4.7348
1979,6,1,4,275,4.4031
1979,6,1,5,584,3.9984
1979,6,2,1,103,5.6160
1979,6,2,2,89,8.4161
1979,6,2,3,107,2.9737
1979,6,2,4,128,4.7262
1979,6,2,5,137,5.5712
1979,6,3,1,115,4.2625
1979,6,3,2,158,3.2952
1979,6,3,3,163,4.7347
1979,6,3,4,141,3.4943
1979,6,3,5,89,5.1843
1979,7,1,1,427,2.1440
1979,7,1,2,228,2.8694
1979,7,1,3,233,2.1419
1979,7,1,4,306,3.3701
1979,7,1,5,615,2.3894
1979,7,2,1,104,3.6266
1979,7,2,2,92,3.3609
1979,7,2,3,121,2.9261
1979,7,2,4,131,3.1731
1979,7,2,5,140,2.6476
1979,7,3,1,128,1.8231
1979,7,3,2,157,1.8746
1979,7,3,3,164,-0.0535
1979,7,3,4,142,1.5087
1979,7,3,5,83,0.8366
1979,8,1,1,422,8.2709
1979,8,1,2,226,7.4509
1979,8,1,3,233,6.9572
1979,8,1,4,304,8.0248
1979,8,1,5,611,8.6216
1979,8,2,1,103,7.2416
1979,8,2,2,91,8.6094
1979,8,2,3,119,8.4805
1979,8,2,4,129,8.6407
1979,8,2,5,140,8.8325
1979,8,3,1,127,5.7903
1979,8,3,2,157,5.9128
1979,8,3,3,164,5.5230
1979,8,3,4,142,7.5497
1979,8,3,5,82,7.9560
1979,9,1,1,417,0.5019
1979,9,1,2,222,-0.6527
1979,9,1,3,231,0.8212
1979,9,1,4,302,-0.9703
1979,9,1,5,606,-1.7339
1979,9,2,1,103,0.3232
1979,9,2,2,91,-0.9199
1979,9,2,3,118,-0.6429
1979,9,2,4,129,-0.2503
1979,9,2,5,139,2.0537
1979,9,3,1,126,1.5284
1979,9,3,2,157,1.7765
1979,9,3,3,163,-2.1654
1979,9,3,4,142,-1.0797
1979,9,3,5,82,-0.0329
1979,10,1,1,413,-10.3757
1979,10,1,2,222,-10.2392
1979,10,1,3,230,-9.4756
1979,10,1,4,303,-11.0523
1979,10,1,5,600,-10.9157
1979,10,2,1,103,-11.5749
1979,10,2,2,90,-11.0536
1979,10,2,3,118,-8.7873
1979,10,2,4,129,-9.6673
1979,10,2,5,138,-9.2950
1979,10,3,1,126,-4.5447
1979,10,3,2,156,-6.0958
1979,10,3,3,163,-7.4397
1979,10,3,4,141,-7.0676
1979,10,3,5,82,-8.2423
1979,11,1,1,412,8.9627
1979,11,1,2,222,7.5795
1979,11,1,3,230,5.8781
1979,11,1,4,303,6.8756
1979,11,1,5,600,8.9379
1979,11,2,1,103,10.7803
1979,11,2,2,90,8.7034
1979,11,2,3,118,7.4776
1979,11,2,4,129,7.5780
1979,11,2,5,139,10.8518
1979,11,3,1,126,6.3434
1979,11,3,2,156,4.6669
1979,11,3,3,163,4.9081
1979,11,3,4,141,6.3130
1979,11,3,5,82,7.6882
1979,12,1,1,411,7.4109
1979,12,1,2,220,6.3381
1979,12,1,3,226,9.8425
1979,12,1,4,302,8.2644
1979,12,1,5,595,7.2594
1979,12,2,1,103,8.3024
1979,12,2,2,90,6.8718
1979,12,2,3,118,4.9853
1979,12,2,4,128,5.4301
1979,12,2,5,138,5.7314
1979,12,3,1,125,2.0431
1979,12,3,2,155,1.5836
1979,12,3,3,163,2.1198
1979,12,3,4,141,2.7046
1979,12,3,5,82,3.0565
1980,1,1,1,407,11.5509
1980,1,1,2,215,8.4438
1980,1,1,3,225,10.6641
1980,1,1,4,298,9.7486
1980,1,1,5,591,12.4391
1980,1,2,1,102,7.2132
1980,1,2,2,88,8.3431
1980,1,2,3,117,6.8041
1980,1,2,4,127,6.2057
1980,1,2,5,138,8.3206
1980,1,3,1,125,10.1404
1980,1,3,2,155,7.4195
1980,1,3,3,162,4.4830
1980,1,3,4,140,1.9947
1980,1,3,5,82,5.0091
1980,2,1,1,403,-0.1155
1980,2,1,2,212,-1.5600
1980,2,1,3,223,-0.4584
1980,2,1,4,294,-3.0279
1980,2,1,5,586,-0.6104
1980,2,2,1,102,1.8197
1980,2,2,2,88,-2.3535
1980,2,2,3,116,-1.4488
1980,2,2,4,127,-3.0901
1980,2,2,5,136,-2.5348
1980,2,3,1,123,4.2024
1980,2,3,2,152,2.9084
1980,2,3,3,162,-3.8406
1980,2,3,4,140,-3.3989
1980,2,3,5,82,-3.8017
1980,3,1,1,399,-20.2079
1980,3,1,2,210,-16.6537
1980,3,1,3,220,-19.7261
1980,3,1,4,292,-17.4804
1980,3,1,5,584,-19.6142
1980,3,2,1,102,-19.5251
1980,3,2,2,88,-18.8366
1980,3,2,3,114,-16.8165
1980,3,2,4,127,-15.3301
1980,3,2,5,135,-18.3789
1980,3,3,1,123,-13.0021
1980,3,3,2,152,-11.9319
1980,3,3,3,162,-9.0880
1980,3,3,4,140,-6.8089
1980,3,3,5,80,-9.6065
1980,4,1,1,396,6.5471
1980,4,1,2,211,5.2580
1980,4,1,3,219,6.3389
1980,4,1,4,290,5.6561
1980,4,1,5,583,7.0555
1980,4,2,1,102,6.5831
1980,4,2,2,87,8.1884
1980,4,2,3,113,5.5389
1980,4,2,4,127,3.8764
1980,4,2,5,135,5.2879
1980,4,3,1,123,5.2616
1980,4,3,2,152,6.7400
1980,4,3,3,162,2.6798
1980,4,3,4,139,4.2269
1980,4,3,5,80,3.6035
1980,5,1,1,393,6.8225
1980,5,1,2,212,7.5158
1980,5,1,3,219,6.1705
1980,5,1,4,291,6.6317
1980,5,1,5,582,6.3973
1980,5,2,1,101,8.3977
1980,5,2,2,87,8.4205
1980,5,2,3,112,6.9171
1980,5,2,4,126,9.7820
1980,5,2,5,135,7.7707
1980,5,3,1,123,3.7513
1980,5,3,2,152,5.1521
1980,5,3,3,162,6.5963
1980,5,3,4,139,7.1259
1980,5,3,5,81,6.7285
1980,6,1,1,391,4.6192
1980,6,1,2,208,5.6880
1980,6,1,3,218,4.0213
1980,6,1,4,291,4.6108
1980,6,1,5,580,3.3052
1980,6,2,1,101,5.5954
1980,6,2,2,86,3.9778
1980,6,2,3,112,4.9408
1980,6,2,4,126,2.4918
1980,6,2,5,133,4.9155
1980,6,3,1,123,3.4146
1980,6,3,2,152,2.9294
1980,6,3,3,162,3.5782
1980,6,3,4,139,1.8274
1980,6,3,5,80,2.7667
1980,7,1,1,486,9.4425
1980,7,1,2,203,9.5070
1980,7,1,3,206,8.3822
1980,7,1,4,277,10.1488
1980,7,1,5,538,13.9141
1980,7,2,1,122,10.7920
1980,7,2,2,102,7.1206
1980,7,2,3,108,11.0524
1980,7,2,4,149,11.2295
1980,7,2,5,154,12.9352
1980,7,3,1,107,4.4139
1980,7,3,2,154,6.5077
1980,7,3,3,172,6.3512
1980,7,3,4,149,8.6627
1980,7,3,5,87,13.7115
1980,8,1,1,485,6.6013
1980,8,1,2,203,8.0119
1980,8,1,3,206,8.0481
1980,8,1,4,277,8.7429
1980,8,1,5,536,10.3127
1980,8,2,1,120,6.4202
1980,8,2,2,102,5.1732
1980,8,2,3,108,4.2924
1980,8,2,4,149,5.7049
1980,8,2,5,153,6.3330
1980,8,3,1,107,4.3692
1980,8,3,2,154,1.2957
1980,8,3,3,172,0.7586
1980,8,3,4,149,0.6004
1980,8,3,5,87,3.6432
1980,9,1,1,483,3.2407
1980,9,1,2,201,2.6228
1980,9,1,3,204,3.5431
1980,9,1,4,276,2.3189
1980,9,1,5,532,4.3743
1980,9,2,1,120,3.0632
1980,9,2,2,102,1.1177
1980,9,2,3,107,3.7661
1980,9,2,4,146,4.8031
1980,9,2,5,154,4.3371
1980,9,3,1,106,3.4951
1980,9,3,2,154,2.5040
1980,9,3,3,172,2.5485
1980,9,3,4,149,2.8883
1980,9,3,5,87,4.5130
1980,10,1,1,481,4.3451
1980,10,1,2,199,4.3372
1980,10,1,3,201,2.1244
1980,10,1,4,273,4.8602
1980,10,1,5,531,6.7726
1980,10,2,1,119,4.9504
1980,10,2,2,102,3.9200
1980,10,2,3,104,2.8160
1980,10,2,4,145,2.2580
1980,10,2,5,153,4.6489
1980,10,3,1,106,-0.0036
1980,10,3,2,154,2.8344
1980,10,3,3,172,3.5089
1980,10,3,4,147,0.7380
1980,10,3,5,87,2.8085
1980,11,1,1,477,7.0602
1980,11,1,2,198,5.7050
1980,11,1,3,200,3.7341
1980,11,1,4,271,6.6022
1980,11,1,5,530,9.0780
1980,11,2,1,118,10.7499
1980,11,2,2,102,7.2244
1980,11,2,3,104,5.6057
1980,11,2,4,145,4.8342
1980,11,2,5,152,11.5134
1980,11,3,1,105,10.8575
1980,11,3,2,154,12.3755
1980,11,3,3,172,11.7121
1980,11,3,4,147,10.2558
1980,11,3,5,86,14.2814
1980,12,1,1,475,-5.1527
1980,12,1,2,198,-4.5527
1980,12,1,3,199,-4.2530
1980,12,1,4,271,-4.8125
1980,12,1,5,525,-5.1736
1980,12,2,1,118,-3.7330
1980,12,2,2,100,-3.8401
1980,12,2,3,102,-2.7292
1980,12,2,4,145,-1.4197
1980,12,2,5,151,-5.3834
1980,12,3,1,104,-3.5350
1980,12,3,2,154,-4.7853
1980,12,3,3,172,-5.2948
1980,12,3,4,147,-0.5439
1980,12,3,5,86,-2.7734
1981,1,1,1,471,0.0566
1981,1,1,2,197,1.1910
1981,1,1,3,200,1.4157
1981,1,1,4,269,-0.0227
1981,1,1,5,523,-1.6881
1981,1,2,1,118,-1.1250
1981,1,2,2,100,-0.2103
1981,1,2,3,102,1.2401
1981,1,2,4,144,0.3086
1981,1,2,5,152,-4.2004
1981,1,3,1,102,-3.5658
1981,1,3,2,154,-4.9494
1981,1,3,3,172,-4.0045
1981,1,3,4,147,-4.2937
1981,1,3,5,86,-8.1354
1981,2,1,1,461,0.5472
1981,2,1,2,197,-0.0605
1981,2,1,3,197,0.7815
1981,2,1,4,263,1.0247
1981,2,1,5,523,-1.0880
1981,2,2,1,117,3.0478
1981,2,2,2,100,2.9719
1981,2,2,3,104,1.8976
1981,2,2,4,143,1.7161
1981,2,2,5,151,-0.5667
1981,2,3,1,102,2.7499
1981,2,3,2,154,1.8685
1981,2,3,3,172,1.1979
1981,2,3,4,147,3.0874
1981,2,3,5,84,0.3697
1981,3,1,1,457,6.8004
1981,3,1,2,195,7.6738
1981,3,1,3,194,6.9610
1981,3,1,4,261,8.6184
1981,3,1,5,521,10.3335
1981,3,2,1,116,4.9595
1981,3,2,2,98,7.7325
1981,3,2,3,104,7.4732
1981,3,2,4,141,7.9011
1981,3,2,5,151,8.7124
1981,3,3,1,101,2.1271
1981,3,3,2,153,3.6823
1981,3,3,3,171,3.2764
1981,3,3,4,147,5.2033
1981,3,3,5,84,7.0010
1981,4,1,1,454,3.3058
1981,4,1,2,195,5.5656
1981,4,1,3,195,3.7354
1981,4,1,4,260,3.8002
1981,4,1,5,519,4.5762
1981,4,2,1,114,0.0328
1981,4,2,2,97,0.3271
1981,4,2,3,103,3.5081
1981,4,2,4,140,2.7990
1981,4,2,5,150,2.4980
1981,4,3,1,101,-1.8428
1981,4,3,2,153,-5.0748
1981,4,3,3,170,-1.0750
1981,4,3,4,147,0.3517
1981,4,3,5,85,-1.7895
1981,5,1,1,449,3.6724
1981,5,1,2,195,3.3468
1981,5,1,3,194,3.2181
1981,5,1,4,258,4.7556
1981,5,1,5,516,5.0641
1981,5,2,1,114,3.5307
1981,5,2,2,97,4.1662
1981,5,2,3,103,3.8107
1981,5,2,4,138,2.2758
1981,5,2,5,150,3.6058
1981,5,3,1,100,2.1157
1981,5,3,2,153,-0.0783
1981,5,3,3,169,-1.5489
1981,5,3,4,147,0.8154
1981,5,3,5,84,2.2143
1981,6,1,1,448,-0.1900
1981,6,1,2,192,0.5235
1981,6,1,3,193,1.1959
1981,6,1,4,258,-0.4338
1981,6,1,5,516,-4.2474
1981,6,2,1,113,-4.0497
1981,6,2,2,97,-2.1179
1981,6,2,3,103,-1.0067
1981,6,2,4,134,-1.3222
1981,6,2,5,148,-5.0475
1981,6,3,1,100,-1.4282
1981,6,3,2,152,1.0786
1981,6,3,3,169,1.6379
1981,6,3,4,146,-3.7380
1981,6,3,5,84,-5.2775
1981,7,1,1,523,-1.9479
1981,7,1,2,286,-2.4879
1981,7,1,3,246,-2.7106
1981,7,1,4,253,-2.0311
1981,7,1,5,502,-4.4357
1981,7,2,1,126,-0.1145
1981,7,2,2,102,-1.2351
1981,7,2,3,105,-2.3354
1981,7,2,4,111,-2.5554
1981,7,2,5,164,-2.9297
1981,7,3,1,83,-2.2903
1981,7,3,2,142,2.1208
1981,7,3,3,155,0.9579
1981,7,3,4,171,0.6625
1981,7,3,5,111,-0.9387
1981,8,1,1,517,-7.1501
1981,8,1,2,282,-8.4796
1981,8,1,3,245,-6.4888
1981,8,1,4,253,-8.8120
1981,8,1,5,499,-10.4638
1981,8,2,1,126,-9.7753
1981,8,2,2,100,-4.9644
1981,8,2,3,104,-5.3626
1981,8,2,4,111,-5.4181
1981,8,2,5,164,-9.2267
1981,8,3,1,82,-5.7473
1981,8,3,2,142,-4.6169
1981,8,3,3,154,-5.0747
1981,8,3,4,170,-5.4632
1981,8,3,5,111,-7.9950
1981,9,1,1,510,-8.8272
1981,9,1,2,279,-8.6398
1981,9,1,3,244,-9.6758
1981,9,1,4,247,-8.6176
1981,9,1,5,494,-9.2207
1981,9,2,1,125,-11.0991
1981,9,2,2,100,-6.2161
1981,9,2,3,104,-5.3285
1981,9,2,4,110,-7.0635
1981,9,2,5,165,-8.2217
1981,9,3,1,81,-6.7775
1981,9,3,2,142,-6.1044
1981,9,3,3,152,-5.7418
1981,9,3,4,169,-5.1196
1981,9,3,5,111,-5.5034
1981,10,1,1,506,8.1247
1981,10,1,2,275,7.0102
1981,10,1,3,240,8.2340
1981,10,1,4,245,9.1312
1981,10,1,5,493,8.4877
1981,10,2,1,125,7.1605
1981,10,2,2,100,6.7277
1981,10,2,3,104,6.4158
1981,10,2,4,109,7.8050
1981,10,2,5,165,8.0860
1981,10,3,1,82,0.1618
1981,10,3,2,140,8.6650
1981,10,3,3,152,3.6788
1981,10,3,4,168,5.8916
1981,10,3,5,111,7.0887
1981,11,1,1,504,2.6528
1981,11,1,2,278,2.4041
1981,11,1,3,239,1.7643
1981,11,1,4,244,1.8160
1981,11,1,5,497,0.4701
1981,11,2,1,125,2.9550
1981,11,2,2,100,5.0333
1981,11,2,3,103,3.5516
1981,11,2,4,108,3.4197
1981,11,2,5,164,1.1181
1981,11,3,1,81,3.9067
1981,11,3,2,140,4.6411
1981,11,3,3,152,5.2285
1981,11,3,4,167,4.2617
1981,11,3,5,111,3.4831
1981,12,1,1,504,-0.8650
1981,12,1,2,274,-2.4751
1981,12,1,3,238,-2.7571
1981,12,1,4,244,-1.3831
1981,12,1,5,490,-1.7808
1981,12,2,1,125,-2.6972
1981,12,2,2,100,-1.4444
1981,12,2,3,101,-1.0737
1981,12,2,4,108,-1.2089
1981,12,2,5,163,-0.7913
1981,12,3,1,81,-1.2316
1981,12,3,2,140,-3.3373
1981,12,3,3,152,-2.6818
1981,12,3,4,167,-2.3918
1981,12,3,5,111,-3.1230
1982,1,1,1,503,-1.2653
1982,1,1,2,271,-1.5924
1982,1,1,3,237,-1.4204
1982,1,1,4,243,-1.2408
1982,1,1,5,487,-1.9178
1982,1,2,1,123,-5.1701
1982,1,2,2,100,-2.9558
1982,1,2,3,101,-2.8873
1982,1,2,4,107,-4.2208
1982,1,2,5,163,-5.0700
1982,1,3,1,80,-4.4988
1982,1,3,2,140,-2.6337
1982,1,3,3,152,-1.4386
1982,1,3,4,166,-2.0081
1982,1,3,5,111,-1.1384
1982,2,1,1,498,-2.8196
1982,2,1,2,270,-3.3501
1982,2,1,3,237,-2.8755
1982,2,1,4,242,-4.5485
1982,2,1,5,488,-5.0380
1982,2,2,1,123,-5.5873
1982,2,2,2,100,-4.1019
1982,2,2,3,101,-3.8804
1982,2,2,4,107,-4.5084
1982,2,2,5,164,-5.2395
1982,2,3,1,80,-4.5331
1982,2,3,2,139,-6.0117
1982,2,3,3,152,-4.1823
1982,2,3,4,165,-4.3844
1982,2,3,5,111,-7.3734
1982,3,1,1,492,-1.0229
1982,3,1,2,266,-0.2333
1982,3,1,3,234,-0.0782
1982,3,1,4,239,-2.2504
1982,3,1,5,487,-0.9624
1982,3,2,1,122,-0.6475
1982,3,2,2,99,0.4763
1982,3,2,3,99,2.0868
1982,3,2,4,107,-0.9865
1982,3,2,5,164,-1.8726
1982,3,3,1,80,2.7018
1982,3,3,2,139,-0.0316
1982,3,3,3,152,-0.9139
1982,3,3,4,165,-0.3569
1982,3,3,5,111,-3.8979
1982,4,1,1,489,4.9621
1982,4,1,2,262,6.4535
1982,4,1,3,234,4.9805
1982,4,1,4,237,7.3244
1982,4,1,5,484,6.2149
1982,4,2,1,120,4.8542
1982,4,2,2,99,6.4777
1982,4,2,3,99,6.2372
1982,4,2,4,106,5.8525
1982,4,2,5,162,5.3132
1982,4,3,1,80,4.8020
1982,4,3,2,138,3.5447
1982,4,3,3,152,4.7668
1982,4,3,4,164,3.5947
1982,4,3,5,109,6.6303
1982,5,1,1,486,-1.1233
1982,5,1,2,260,-0.8021
1982,5,1,3,231,-1.2194
1982,5,1,4,234,-1.3679
1982,5,1,5,480,-2.5077
1982,5,2,1,121,-4.4440
1982,5,2,2,99,-1.4845
1982,5,2,3,99,-1.8209
1982,5,2,4,106,-1.9570
1982,5,2,5,162,-4.6019
1982,5,3,1,80,-2.4592
1982,5,3,2,137,-2.2028
1982,5,3,3,152,-1.9229
1982,5,3,4,163,-2.1591
1982,5,3,5,109,-4.8457
1982,6,1,1,480,-1.7035
1982,6,1,2,256,-2.2595
1982,6,1,3,228,-2.5342
1982,6,1,4,233,-2.6958
1982,6,1,5,476,-2.4280
1982,6,2,1,121,-2.2522
1982,6,2,2,98,0.0373
1982,6,2,3,99,-0.4495
1982,6,2,4,105,-3.1186
1982,6,2,5,162,-2.0576
1982,6,3,1,80,0.0709
1982,6,3,2,136,-3.7705
1982,6,3,3,152,-1.0210
1982,6,3,4,163,-0.8411
1982,6,3,5,110,-3.6657
1982,7,1,1,469,-1.1355
1982,7,1,2,282,-0.1761
1982,7,1,3,211,-1.7122
1982,7,1,4,250,-3.2919
1982,7,1,5,635,-1.2406
1982,7,2,1,104,-2.4634
1982,7,2,2,91,-0.3627
1982,7,2,3,97,-1.7120
1982,7,2,4,110,-1.5347
1982,7,2,5,175,-1.0187
1982,7,3,1,89,-2.2882
1982,7,3,2,141,-0.5745
1982,7,3,3,168,-2.0179
1982,7,3,4,146,-3.2333
1982,7,3,5,101,-4.3827
1982,8,1,1,467,6.1727
1982,8,1,2,280,5.4663
1982,8,1,3,210,4.3927
1982,8,1,4,249,6.9909
1982,8,1,5,632,5.7120
1982,8,2,1,103,10.1747
1982,8,2,2,90,10.4068
1982,8,2,3,97,8.3569
1982,8,2,4,109,10.5725
1982,8,2,5,174,9.0438
1982,8,3,1,88,13.9121
1982,8,3,2,141,11.9160
1982,8,3,3,168,11.7800
1982,8,3,4,146,12.3241
1982,8,3,5,100,14.1836
1982,9,1,1,468,3.3185
1982,9,1,2,278,4.2756
1982,9,1,3,209,3.2071
1982,9,1,4,249,3.4985
1982,9,1,5,631,2.8284
1982,9,2,1,103,3.2061
1982,9,2,2,90,2.1628
1982,9,2,3,96,2.7882
1982,9,2,4,109,3.2480
1982,9,2,5,173,3.5996
1982,9,3,1,89,0.0739
1982,9,3,2,140,1.1842
1982,9,3,3,167,2.1809
1982,9,3,4,146,0.3951
1982,9,3,5,100,-0.1502
1982,10,1,1,463,13.3508
1982,10,1,2,273,11.4823
1982,10,1,3,204,9.7391
1982,10,1,4,248,15.3400
1982,10,1,5,630,14.4771
1982,10,2,1,99,13.7028
1982,10,2,2,88,9.6343
1982,10,2,3,96,11.8413
1982,10,2,4,108,12.3114
1982,10,2,5,173,14.6519
1982,10,3,1,89,14.1914
1982,10,3,2,140,9.1441
1982,10,3,3,167,9.6379
1982,10,3,4,145,10.2974
1982,10,3,5,100,15.0046
1982,11,1,1,459,8.7282
1982,11,1,2,273,8.9007
1982,11,1,3,204,8.3926
1982,11,1,4,243,9.2676
1982,11,1,5,626,10.9157
1982,11,2,1,97,6.9885
1982,11,2,2,88,9.0779
1982,11,2,3,96,7.5327
1982,11,2,4,107,7.5898
1982,11,2,5,171,9.9157
1982,11,3,1,89,4.1225
1982,11,3,2,140,4.8919
1982,11,3,3,166,2.6884
1982,11,3,4,145,3.8469
1982,11,3,5,100,7.1460
1982,12,1,1,459,2.2884
1982,12,1,2,274,2.1756
1982,12,1,3,204,0.8595
1982,12,1,4,244,3.2079
1982,12,1,5,621,2.1251
1982,12,2,1,97,1.3133
1982,12,2,2,88,1.4559
1982,12,2,3,96,0.9731
1982,12,2,4,107,2.0330
1982,12,2,5,171,1.4938
1982,12,3,1,89,2.2301
1982,12,3,2,139,2.5856
1982,12,3,3,166,2.2056
1982,12,3,4,145,1.6073
1982,12,3,5,100,-1.3524
1983,1,1,1,456,10.0299
1983,1,1,2,273,6.7429
1983,1,1,3,204,8.4645
1983,1,1,4,243,7.3840
1983,1,1,5,615,11.7042
1983,1,2,1,96,5.4340
1983,1,2,2,87,5.3214
1983,1,2,3,96,4.1780
1983,1,2,4,106,7.0401
1983,1,2,5,170,8.5062
1983,1,3,1,87,3.6729
1983,1,3,2,139,5.8104
1983,1,3,3,166,3.3990
1983,1,3,4,144,2.5189
1983,1,3,5,100,4.6350
1983,2,1,1,450,7.3993
1983,2,1,2,268,6.6486
1983,2,1,3,203,5.1935
1983,2,1,4,241,5.6308
1983,2,1,5,607,5.0229
1983,2,2,1,96,6.4682
1983,2,2,2,87,4.7205
1983,2,2,3,94,4.8929
1983,2,2,4,106,6.8522
1983,2,2,5,168,4.9769
1983,2,3,1,87,2.3077
1983,2,3,2,138,1.5919
1983,2,3,3,166,3.4866
1983,2,3,4,144,3.4577
1983,2,3,5,100,1.9862
1983,3,1,1,446,5.6245
1983,3,1,2,265,6.7366
1983,3,1,3,202,5.7589
1983,3,1,4,239,4.9061
1983,3,1,5,604,4.9252
1983,3,2,1,96,6.4893
1983,3,2,2,87,5.0388
1983,3,2,3,94,3.7373
1983,3,2,4,106,4.6395
1983,3,2,5,167,2.3898
1983,3,3,1,87,2.4691
1983,3,3,2,137,2.4137
1983,3,3,3,166,4.0304
1983,3,3,4,144,2.1563
1983,3,3,5,100,2.8115
1983,4,1,1,443,8.0408
1983,4,1,2,262,6.7132
1983,4,1,3,203,7.4711
1983,4,1,4,237,6.3970
1983,4,1,5,602,7.7330
1983,4,2,1,96,8.0851
1983,4,2,2,86,6.0675
1983,4,2,3,94,5.9723
1983,4,2,4,106,6.6114
1983,4,2,5,167,6.6871
1983,4,3,1,86,9.7461
1983,4,3,2,137,7.9042
1983,4,3,3,165,6.2342
1983,4,3,4,144,5.5420
1983,4,3,5,100,4.6088
1983,5,1,1,440,9.7779
1983,5,1,2,259,9.9591
1983,5,1,3,198,8.1458
1983,5,1,4,237,11.0327
1983,5,1,5,601,11.1684
1983,5,2,1,96,6.4797
1983,5,2,2,86,6.0541
1983,5,2,3,94,4.8690
1983,5,2,4,106,5.2755
1983,5,2,5,167,4.9158
1983,5,3,1,86,1.1712
1983,5,3,2,137,-1.5869
1983,5,3,3,165,0.8076
1983,5,3,4,144,-0.0541
1983,5,3,5,100,2.1624
1983,6,1,1,435,5.8136
1983,6,1,2,259,3.9853
1983,6,1,3,196,5.4787
1983,6,1,4,235,4.6010
1983,6,1,5,600,3.6523
1983,6,2,1,95,6.9338
1983,6,2,2,86,6.0869
1983,6,2,3,93,6.1088
1983,6,2,4,106,5.2506
1983,6,2,5,167,6.5246
1983,6,3,1,85,5.8526
1983,6,3,2,137,4.2265
1983,6,3,3,164,2.5753
1983,6,3,4,144,4.1963
1983,6,3,5,100,3.8103
1983,7,1,1,451,-0.2764
1983,7,1,2,383,-1.6012
1983,7,1,3,274,-0.6161
1983,7,1,4,265,-2.5125
1983,7,1,5,673,-4.6417
1983,7,2,1,93,-0.6279
1983,7,2,2,100,-0.9882
1983,7,2,3,97,-2.6967
1983,7,2,4,105,-1.7696
1983,7,2,5,198,-5.4217
1983,7,3,1,93,-1.5921
1983,7,3,2,120,-2.1226
1983,7,3,3,141,-3.6828
1983,7,3,4,175,-3.5807
1983,7,3,5,122,-5.2197
1983,8,1,1,449,-2.6255
1983,8,1,2,379,-3.9303
1983,8,1,3,272,-4.0373
1983,8,1,4,263,-2.1516
1983,8,1,5,672,-4.6261
1983,8,2,1,93,-2.7810
1983,8,2,2,100,-1.2700
1983,8,2,3,97,-3.7533
1983,8,2,4,105,-2.3446
1983,8,2,5,198,-4.6979
1983,8,3,1,93,1.6744
1983,8,3,2,120,3.6320
1983,8,3,3,141,2.2552
1983,8,3,4,174,-0.3007
1983,8,3,5,122,-1.3754
1983,9,1,1,445,-0.4389
1983,9,1,2,375,-0.1456
1983,9,1,3,272,1.0558
1983,9,1,4,262,-1.3720
1983,9,1,5,667,-0.7062
