year,month,rank_ME,rank_dBE,nstocks,ret_vw
1980,2,1,1,481,-1.8889
1980,2,1,2,320,-1.9601
1980,2,1,3,236,-1.0982
1980,2,1,4,300,-0.8335
1980,2,1,5,423,-0.2674
1980,2,2,1,123,-1.7266
1980,2,2,2,84,0.6587
1980,2,2,3,81,-1.8615
1980,2,2,4,116,-3.8327
1980,2,2,5,201,-1.7988
1980,2,3,1,92,3.6002
1980,2,3,2,133,5.8680
1980,2,3,3,150,-2.8031
1980,2,3,4,146,-4.0023
1980,2,3,5,150,-1.8526
1980,3,1,1,475,-19.9851
1980,3,1,2,318,-17.5621
1980,3,1,3,233,-17.4999
1980,3,1,4,298,-17.2319
1980,3,1,5,423,-20.7681
1980,3,2,1,123,-16.8953
1980,3,2,2,84,-18.2304
1980,3,2,3,81,-17.0577
1980,3,2,4,115,-17.1719
1980,3,2,5,199,-17.7547
1980,3,3,1,92,-13.4068
1980,3,3,2,133,-11.2496
1980,3,3,3,149,-10.5528
1980,3,3,4,146,-7.9610
1980,3,3,5,149,-10.3894
1980,4,1,1,472,8.2524
1980,4,1,2,317,6.3281
1980,4,1,3,232,5.5994
1980,4,1,4,297,3.8957
1980,4,1,5,423,6.9469
1980,4,2,1,122,6.9207
1980,4,2,2,84,6.8971
1980,4,2,3,81,6.3604
1980,4,2,4,114,5.4388
1980,4,2,5,198,5.0165
1980,4,3,1,92,6.5129
1980,4,3,2,133,6.7274
1980,4,3,3,149,3.0663
1980,4,3,4,145,3.1710
1980,4,3,5,149,4.8679
1980,5,1,1,472,6.0588
1980,5,1,2,315,5.6387
1980,5,1,3,233,6.6082
1980,5,1,4,297,6.9506
1980,5,1,5,422,7.7097
1980,5,2,1,122,6.8728
1980,5,2,2,83,6.7631
1980,5,2,3,81,9.2763
1980,5,2,4,113,8.0930
1980,5,2,5,197,9.4396
1980,5,3,1,92,6.0597
1980,5,3,2,133,4.9609
1980,5,3,3,150,5.6484
1980,5,3,4,145,5.6794
1980,5,3,5,149,5.5551
1980,6,1,1,470,3.1532
1980,6,1,2,311,5.1629
1980,6,1,3,232,4.4224
1980,6,1,4,296,4.8581
1980,6,1,5,420,3.9523
1980,6,2,1,121,4.2747
1980,6,2,2,82,4.5300
1980,6,2,3,81,4.1931
1980,6,2,4,113,4.2663
1980,6,2,5,196,4.9280
1980,6,3,1,91,3.4506
1980,6,3,2,133,2.3422
1980,6,3,3,150,3.9573
1980,6,3,4,145,2.1378
1980,6,3,5,148,3.3512
1980,7,1,1,527,8.7520
1980,7,1,2,307,10.2538
1980,7,1,3,271,9.8075
1980,7,1,4,233,11.9020
1980,7,1,5,422,13.1172
1980,7,2,1,127,7.3383
1980,7,2,2,98,8.1706
1980,7,2,3,115,9.9222
1980,7,2,4,128,10.8210
1980,7,2,5,208,13.9556
1980,7,3,1,90,4.7697
1980,7,3,2,128,3.4814
1980,7,3,3,149,6.1172
1980,7,3,4,158,8.0853
1980,7,3,5,159,11.5020
1980,8,1,1,525,6.5272
1980,8,1,2,305,7.6256
1980,8,1,3,271,9.1490
1980,8,1,4,232,8.0416
1980,8,1,5,422,10.6281
1980,8,2,1,125,3.5495
1980,8,2,2,98,4.6450
1980,8,2,3,115,6.0570
1980,8,2,4,127,5.7391
1980,8,2,5,208,6.9200
1980,8,3,1,90,2.1693
1980,8,3,2,128,1.8988
1980,8,3,3,149,1.3901
1980,8,3,4,158,1.2570
1980,8,3,5,159,2.9807
1980,9,1,1,520,3.7658
1980,9,1,2,304,2.3821
1980,9,1,3,269,2.6455
1980,9,1,4,232,3.3039
1980,9,1,5,419,3.9960
1980,9,2,1,123,1.2008
1980,9,2,2,99,2.4953
1980,9,2,3,114,3.4631
1980,9,2,4,128,4.3259
1980,9,2,5,206,4.9151
1980,9,3,1,90,1.0214
1980,9,3,2,127,-0.9037
1980,9,3,3,149,1.7286
1980,9,3,4,158,3.9672
1980,9,3,5,159,7.5166
1980,10,1,1,518,3.4467
1980,10,1,2,301,3.2575
1980,10,1,3,267,4.3377
1980,10,1,4,230,5.6938
1980,10,1,5,417,7.1768
1980,10,2,1,123,3.8915
1980,10,2,2,97,2.7419
1980,10,2,3,113,3.8607
1980,10,2,4,127,4.2868
1980,10,2,5,204,3.5663
1980,10,3,1,90,1.7227
1980,10,3,2,127,0.6614
1980,10,3,3,148,3.5040
1980,10,3,4,157,1.4854
1980,10,3,5,159,2.0154
1980,11,1,1,514,4.9249
1980,11,1,2,299,3.1647
1980,11,1,3,263,5.0649
1980,11,1,4,230,7.5534
1980,11,1,5,417,11.2692
1980,11,2,1,124,8.7465
1980,11,2,2,97,5.5652
1980,11,2,3,112,5.0895
1980,11,2,4,126,6.5106
1980,11,2,5,203,10.6835
1980,11,3,1,90,10.3052
1980,11,3,2,125,3.8036
1980,11,3,3,148,13.9079
1980,11,3,4,157,11.9121
1980,11,3,5,159,14.6813
1980,12,1,1,512,-4.8789
1980,12,1,2,299,-4.9518
1980,12,1,3,260,-4.5566
1980,12,1,4,229,-4.0425
1980,12,1,5,415,-5.4201
1980,12,2,1,122,-3.8809
1980,12,2,2,97,-2.9985
1980,12,2,3,111,-0.4598
1980,12,2,4,127,-4.3983
1980,12,2,5,200,-3.5000
1980,12,3,1,90,-2.2076
1980,12,3,2,124,-1.6655
1980,12,3,3,147,-5.4517
1980,12,3,4,157,-2.8723
1980,12,3,5,159,-4.6049
1981,1,1,1,511,1.6745
1981,1,1,2,294,1.5607
1981,1,1,3,260,0.4017
1981,1,1,4,228,1.2967
1981,1,1,5,414,-3.9542
1981,1,2,1,120,-0.6809
1981,1,2,2,97,0.9747
1981,1,2,3,111,-0.4653
1981,1,2,4,126,-0.5189
1981,1,2,5,201,-2.7287
1981,1,3,1,89,-3.0256
1981,1,3,2,123,1.2486
1981,1,3,3,147,-4.2626
1981,1,3,4,156,-6.1109
1981,1,3,5,159,-7.7261
1981,2,1,1,502,0.5383
1981,2,1,2,293,1.1159
1981,2,1,3,255,1.4525
1981,2,1,4,227,1.3916
1981,2,1,5,411,-2.2287
1981,2,2,1,120,2.6833
1981,2,2,2,97,2.0473
1981,2,2,3,110,3.3855
1981,2,2,4,126,1.3624
1981,2,2,5,200,0.8097
1981,2,3,1,89,0.7517
1981,2,3,2,123,2.0005
1981,2,3,3,147,2.4245
1981,2,3,4,156,2.4979
1981,2,3,5,157,0.7551
1981,3,1,1,499,6.5069
1981,3,1,2,290,8.5673
1981,3,1,3,254,7.9849
1981,3,1,4,224,9.0031
1981,3,1,5,407,10.3453
1981,3,2,1,118,4.1022
1981,3,2,2,97,6.8952
1981,3,2,3,110,6.7471
1981,3,2,4,124,7.4825
1981,3,2,5,199,9.5445
1981,3,3,1,88,6.6361
1981,3,3,2,122,4.9292
1981,3,3,3,147,1.2099
1981,3,3,4,155,3.4099
1981,3,3,5,157,6.9409
1981,4,1,1,497,3.7196
1981,4,1,2,290,4.7074
1981,4,1,3,254,3.7418
1981,4,1,4,223,4.4511
1981,4,1,5,405,4.1999
1981,4,2,1,117,1.3153
1981,4,2,2,96,1.6043
1981,4,2,3,107,1.1676
1981,4,2,4,124,2.2242
1981,4,2,5,198,3.3545
1981,4,3,1,88,-2.6812
1981,4,3,2,122,0.7259
1981,4,3,3,146,-1.0741
1981,4,3,4,155,-4.7767
1981,4,3,5,158,-0.5545
1981,5,1,1,491,2.7401
1981,5,1,2,285,2.8687
1981,5,1,3,252,4.4156
1981,5,1,4,223,3.2065
1981,5,1,5,405,6.2301
1981,5,2,1,117,1.1407
1981,5,2,2,96,1.9455
1981,5,2,3,106,4.8052
1981,5,2,4,124,3.5539
1981,5,2,5,197,4.0180
1981,5,3,1,88,0.6041
1981,5,3,2,123,3.4339
1981,5,3,3,145,-1.9111
1981,5,3,4,156,-0.4802
1981,5,3,5,154,2.3669
1981,6,1,1,491,-0.9515
1981,6,1,2,282,0.4234
1981,6,1,3,250,1.4526
1981,6,1,4,223,0.8475
1981,6,1,5,405,-5.2904
1981,6,2,1,115,-0.9185
1981,6,2,2,95,-0.6351
1981,6,2,3,106,-2.3018
1981,6,2,4,121,-2.2694
1981,6,2,5,196,-4.6589
1981,6,3,1,88,-0.7020
1981,6,3,2,123,-0.9748
1981,6,3,3,144,1.1337
1981,6,3,4,155,0.0303
1981,6,3,5,154,-4.8226
1981,7,1,1,616,-2.7934
1981,7,1,2,277,-1.9803
1981,7,1,3,275,-2.2377
1981,7,1,4,302,-2.5914
1981,7,1,5,399,-4.2470
1981,7,2,1,119,-2.0221
1981,7,2,2,95,-1.0842
1981,7,2,3,110,-2.0170
1981,7,2,4,117,-1.5489
1981,7,2,5,197,-1.9815
1981,7,3,1,64,-3.4977
1981,7,3,2,127,-1.6277
1981,7,3,3,137,0.1222
1981,7,3,4,169,1.9856
1981,7,3,5,182,1.2725
1981,8,1,1,609,-7.1959
1981,8,1,2,276,-6.7258
1981,8,1,3,273,-7.7887
1981,8,1,4,300,-7.0856
1981,8,1,5,397,-12.2654
1981,8,2,1,119,-7.4982
1981,8,2,2,95,-3.5718
1981,8,2,3,110,-6.0096
1981,8,2,4,116,-7.9997
1981,8,2,5,195,-8.5432
1981,8,3,1,62,-5.7703
1981,8,3,2,127,-4.1892
1981,8,3,3,134,-4.3027
1981,8,3,4,169,-5.9750
1981,8,3,5,182,-7.6681
1981,9,1,1,600,-7.7326
1981,9,1,2,273,-7.9408
1981,9,1,3,269,-6.6157
1981,9,1,4,298,-9.3033
1981,9,1,5,392,-11.9533
1981,9,2,1,118,-9.1744
1981,9,2,2,95,-4.7420
1981,9,2,3,110,-7.2062
1981,9,2,4,116,-5.8229
1981,9,2,5,194,-9.1986
1981,9,3,1,61,-5.3041
1981,9,3,2,127,-5.3255
1981,9,3,3,134,-3.1266
1981,9,3,4,167,-6.8239
1981,9,3,5,180,-8.3784
1981,10,1,1,590,6.5065
1981,10,1,2,273,6.7449
1981,10,1,3,268,8.2098
1981,10,1,4,295,8.5826
1981,10,1,5,391,10.3725
1981,10,2,1,117,6.6879
1981,10,2,2,94,5.2804
1981,10,2,3,110,7.5933
1981,10,2,4,116,7.6917
1981,10,2,5,194,8.3432
1981,10,3,1,61,-2.4902
1981,10,3,2,127,4.5158
1981,10,3,3,134,2.4527
1981,10,3,4,166,8.0027
1981,10,3,5,179,10.4274
1981,11,1,1,590,2.2833
1981,11,1,2,274,3.2105
1981,11,1,3,267,3.1187
1981,11,1,4,294,2.0570
1981,11,1,5,393,-0.3938
1981,11,2,1,117,3.3890
1981,11,2,2,93,4.5208
1981,11,2,3,110,4.6385
1981,11,2,4,115,3.7862
1981,11,2,5,193,1.2746
1981,11,3,1,60,4.0437
1981,11,3,2,127,5.3240
1981,11,3,3,134,5.9645
1981,11,3,4,165,3.8865
1981,11,3,5,179,2.5200
1981,12,1,1,586,-1.8171
1981,12,1,2,272,-0.8846
1981,12,1,3,268,-1.6634
1981,12,1,4,291,-1.7789
1981,12,1,5,390,-2.1838
1981,12,2,1,117,-3.1370
1981,12,2,2,93,0.0160
1981,12,2,3,109,-0.0128
1981,12,2,4,113,-0.9123
1981,12,2,5,193,-2.2628
1981,12,3,1,60,0.2230
1981,12,3,2,127,-2.7400
1981,12,3,3,134,-2.1730
1981,12,3,4,164,-3.2256
1981,12,3,5,179,-3.4499
1982,1,1,1,580,-0.4567
1982,1,1,2,271,-1.0671
1982,1,1,3,265,-0.2733
1982,1,1,4,290,-1.8195
1982,1,1,5,392,-3.3981
1982,1,2,1,114,-1.3756
1982,1,2,2,93,-2.0174
1982,1,2,3,109,-3.6701
1982,1,2,4,113,-5.0377
1982,1,2,5,192,-6.0308
1982,1,3,1,60,-2.0813
1982,1,3,2,126,-1.1879
1982,1,3,3,134,-0.1379
1982,1,3,4,164,-3.5905
1982,1,3,5,178,-3.6989
1982,2,1,1,576,-3.5807
1982,2,1,2,271,-1.8308
1982,2,1,3,264,-2.5423
1982,2,1,4,288,-3.7802
1982,2,1,5,392,-6.4305
1982,2,2,1,112,-3.8649
1982,2,2,2,93,-1.5405
1982,2,2,3,110,-2.0067
1982,2,2,4,112,-5.3099
1982,2,2,5,192,-7.4803
1982,2,3,1,60,-1.4829
1982,2,3,2,125,-0.7727
1982,2,3,3,133,-4.0263
1982,2,3,4,164,-6.2158
1982,2,3,5,178,-8.9204
1982,3,1,1,565,-0.0051
1982,3,1,2,269,-0.1705
1982,3,1,3,264,-0.8065
1982,3,1,4,284,-1.1622
1982,3,1,5,389,-2.4377
1982,3,2,1,112,2.7288
1982,3,2,2,92,1.8306
1982,3,2,3,110,0.7265
1982,3,2,4,110,-0.8645
1982,3,2,5,191,-3.7551
1982,3,3,1,60,2.3313
1982,3,3,2,125,2.0848
1982,3,3,3,133,-0.2301
1982,3,3,4,164,-0.9360
1982,3,3,5,178,-3.6912
1982,4,1,1,558,4.6233
1982,4,1,2,268,4.5800
1982,4,1,3,262,4.0253
1982,4,1,4,284,6.5922
1982,4,1,5,387,8.8896
1982,4,2,1,110,5.0300
1982,4,2,2,92,4.9602
1982,4,2,3,108,6.7938
1982,4,2,4,110,4.8705
1982,4,2,5,190,6.5646
1982,4,3,1,60,3.6301
1982,4,3,2,125,4.6212
1982,4,3,3,132,3.9877
1982,4,3,4,163,3.7786
1982,4,3,5,176,6.3447
1982,5,1,1,553,-1.1825
1982,5,1,2,265,-1.0587
1982,5,1,3,258,-1.9921
1982,5,1,4,284,-0.6992
1982,5,1,5,384,-2.6050
1982,5,2,1,110,-4.3651
1982,5,2,2,92,-1.9276
1982,5,2,3,108,-2.8949
1982,5,2,4,110,-1.4736
1982,5,2,5,190,-3.9059
1982,5,3,1,59,-1.5452
1982,5,3,2,125,-3.0041
1982,5,3,3,132,-2.0172
1982,5,3,4,163,-1.9061
1982,5,3,5,175,-4.5314
1982,6,1,1,545,-2.0570
1982,6,1,2,259,-1.9259
1982,6,1,3,255,-1.7205
1982,6,1,4,285,-1.5949
1982,6,1,5,382,-3.6907
1982,6,2,1,109,1.3055
1982,6,2,2,92,-0.8877
1982,6,2,3,108,-0.1028
1982,6,2,4,110,-1.3505
1982,6,2,5,189,-4.8839
1982,6,3,1,59,0.3068
1982,6,3,2,124,-1.5879
1982,6,3,3,132,-1.6246
1982,6,3,4,163,-1.1786
1982,6,3,5,176,-4.3368
1982,7,1,1,595,-0.4889
1982,7,1,2,270,-1.1865
1982,7,1,3,247,0.0413
1982,7,1,4,284,-1.6138
1982,7,1,5,507,-2.8218
1982,7,2,1,107,-2.8980
1982,7,2,2,88,0.7387
1982,7,2,3,88,-0.0564
1982,7,2,4,111,-1.4590
1982,7,2,5,206,-2.1033
1982,7,3,1,69,-2.1435
1982,7,3,2,125,-2.2714
1982,7,3,3,150,-0.8340
1982,7,3,4,156,-1.9126
1982,7,3,5,158,-5.0836
1982,8,1,1,589,5.0756
1982,8,1,2,268,5.2410
1982,8,1,3,247,5.9331
1982,8,1,4,284,5.9893
1982,8,1,5,505,6.9532
1982,8,2,1,106,9.3724
1982,8,2,2,88,8.7659
1982,8,2,3,87,9.9573
1982,8,2,4,110,9.3222
1982,8,2,5,204,10.2087
1982,8,3,1,69,14.6973
1982,8,3,2,124,13.6480
1982,8,3,3,150,12.8992
1982,8,3,4,156,11.2727
1982,8,3,5,157,12.2690
1982,9,1,1,587,2.8161
1982,9,1,2,268,4.2231
1982,9,1,3,247,4.9644
1982,9,1,4,283,4.3105
1982,9,1,5,504,2.1022
1982,9,2,1,106,2.0712
1982,9,2,2,88,3.7103
1982,9,2,3,87,4.2527
1982,9,2,4,109,4.0703
1982,9,2,5,203,2.6681
1982,9,3,1,70,-0.8527
1982,9,3,2,124,1.6702
1982,9,3,3,149,0.6754
1982,9,3,4,156,1.7658
1982,9,3,5,156,0.2384
1982,10,1,1,580,11.7512
1982,10,1,2,266,9.7016
1982,10,1,3,242,12.7102
1982,10,1,4,282,13.7123
1982,10,1,5,501,16.0211
1982,10,2,1,102,13.8308
1982,10,2,2,88,10.9679
1982,10,2,3,86,11.9620
1982,10,2,4,109,13.2059
1982,10,2,5,201,13.6625
1982,10,3,1,70,16.5182
1982,10,3,2,124,9.1159
1982,10,3,3,148,8.8380
1982,10,3,4,156,9.5937
1982,10,3,5,156,16.5908
1982,11,1,1,573,9.5835
1982,11,1,2,265,9.6055
1982,11,1,3,241,11.2482
1982,11,1,4,282,9.1244
1982,11,1,5,497,9.6375
1982,11,2,1,98,8.4241
1982,11,2,2,88,6.4931
1982,11,2,3,85,9.0978
1982,11,2,4,109,7.5183
1982,11,2,5,199,9.2192
1982,11,3,1,70,6.3482
1982,11,3,2,124,3.7914
1982,11,3,3,147,3.9974
1982,11,3,4,156,3.1185
1982,11,3,5,156,7.3515
1982,12,1,1,570,2.2263
1982,12,1,2,264,1.9933
1982,12,1,3,243,2.5874
1982,12,1,4,281,2.5437
1982,12,1,5,497,1.6528
1982,12,2,1,99,1.2685
1982,12,2,2,88,1.3017
1982,12,2,3,85,0.8314
1982,12,2,4,109,2.3753
1982,12,2,5,198,0.9023
1982,12,3,1,69,2.0248
1982,12,3,2,124,2.1639
1982,12,3,3,147,0.8042
1982,12,3,4,156,2.8993
1982,12,3,5,156,0.3641
1983,1,1,1,568,10.6381
1983,1,1,2,263,8.0729
1983,1,1,3,239,7.7289
1983,1,1,4,279,9.7020
1983,1,1,5,493,10.4913
1983,1,2,1,98,4.8380
1983,1,2,2,88,3.9737
1983,1,2,3,85,6.2616
1983,1,2,4,107,5.1006
1983,1,2,5,197,8.5889
1983,1,3,1,67,2.8546
1983,1,3,2,124,2.6992
1983,1,3,3,147,6.2773
1983,1,3,4,156,2.2858
1983,1,3,5,155,5.1465
1983,2,1,1,562,7.3571
1983,2,1,2,262,7.1034
1983,2,1,3,235,6.9765
1983,2,1,4,276,6.7501
1983,2,1,5,485,3.5486
1983,2,2,1,97,6.4985
1983,2,2,2,88,5.8767
1983,2,2,3,84,6.3286
1983,2,2,4,104,7.2100
1983,2,2,5,198,3.8460
1983,2,3,1,67,2.5582
1983,2,3,2,124,2.9129
1983,2,3,3,146,1.6528
1983,2,3,4,156,3.4528
1983,2,3,5,155,2.9811
1983,3,1,1,559,7.2052
1983,3,1,2,262,4.8735
1983,3,1,3,232,5.7708
1983,3,1,4,273,6.4176
1983,3,1,5,481,3.5099
1983,3,2,1,97,5.8376
1983,3,2,2,88,4.4095
1983,3,2,3,84,5.7856
1983,3,2,4,104,4.2610
1983,3,2,5,197,2.2509
1983,3,3,1,67,3.1329
1983,3,3,2,123,4.2039
1983,3,3,3,145,2.3908
1983,3,3,4,156,3.5683
1983,3,3,5,156,1.1093
1983,4,1,1,554,8.7731
1983,4,1,2,262,8.0178
1983,4,1,3,230,8.9433
1983,4,1,4,272,7.4101
1983,4,1,5,480,5.8191
1983,4,2,1,97,6.2360
1983,4,2,2,88,7.2736
1983,4,2,3,84,5.8132
1983,4,2,4,104,8.1166
1983,4,2,5,196,6.6522
1983,4,3,1,66,9.7402
1983,4,3,2,123,7.4139
1983,4,3,3,145,6.7542
1983,4,3,4,155,7.3485
1983,4,3,5,156,4.5216
1983,5,1,1,546,10.7407
1983,5,1,2,261,9.3416
1983,5,1,3,229,9.6487
1983,5,1,4,270,9.0882
1983,5,1,5,478,11.1859
1983,5,2,1,97,6.9956
1983,5,2,2,88,5.5179
1983,5,2,3,85,3.1954
1983,5,2,4,104,5.0072
1983,5,2,5,195,5.6421
1983,5,3,1,66,-0.7782
1983,5,3,2,123,0.1150
1983,5,3,3,145,-1.0006
1983,5,3,4,155,-1.1939
1983,5,3,5,156,4.1567
1983,6,1,1,540,4.5507
1983,6,1,2,260,3.5254
1983,6,1,3,227,5.0576
1983,6,1,4,268,5.8428
1983,6,1,5,479,3.3460
1983,6,2,1,96,5.0527
1983,6,2,2,87,3.4219
1983,6,2,3,85,6.9047
1983,6,2,4,104,6.2461
1983,6,2,5,194,6.9913
1983,6,3,1,65,6.5118
1983,6,3,2,122,1.0335
1983,6,3,3,145,1.7115
1983,6,3,4,155,6.0954
1983,6,3,5,156,5.3509
1983,7,1,1,703,-1.3675
1983,7,1,2,332,-2.1158
1983,7,1,3,286,-0.5370
1983,7,1,4,287,-2.1502
1983,7,1,5,499,-4.5591
1983,7,2,1,92,-3.8718
1983,7,2,2,83,-0.3060
1983,7,2,3,109,-0.1460
1983,7,2,4,119,-2.7268
1983,7,2,5,207,-4.6898
1983,7,3,1,72,-1.8206
1983,7,3,2,124,-0.6518
1983,7,3,3,135,-2.5892
1983,7,3,4,147,-3.4815
1983,7,3,5,188,-6.0801
1983,8,1,1,697,-4.9572
1983,8,1,2,328,-3.1033
1983,8,1,3,286,-1.8549
1983,8,1,4,287,-3.3832
1983,8,1,5,496,-3.8523
1983,8,2,1,92,-3.5926
1983,8,2,2,80,-4.4053
1983,8,2,3,109,0.3028
1983,8,2,4,119,-2.7432
1983,8,2,5,206,-4.5466
1983,8,3,1,72,-0.1046
1983,8,3,2,124,2.6220
1983,8,3,3,135,1.5337
1983,8,3,4,146,1.3990
1983,8,3,5,188,-0.3226
1983,9,1,1,692,-1.6537
1983,9,1,2,323,1.0348
1983,9,1,3,284,1.4069
1983,9,1,4,286,1.6560
1983,9,1,5,493,-2.0146
1983,9,2,1,89,3.1846
1983,9,2,2,79,3.7423
1983,9,2,3,109,3.4257
1983,9,2,4,119,2.5900
1983,9,2,5,205,1.4994
1983,9,3,1,72,2.3951
1983,9,3,2,123,0.0181
1983,9,3,3,135,2.7107
1983,9,3,4,146,2.9747
1983,9,3,5,187,0.8297
1983,10,1,1,681,-7.6733
1983,10,1,2,323,-5.6749
1983,10,1,3,284,-3.5717
1983,10,1,4,282,-4.7601
1983,10,1,5,491,-8.2712
1983,10,2,1,89,-5.8030
1983,10,2,2,79,-3.4091
1983,10,2,3,109,-3.3545
1983,10,2,4,119,-6.0250
1983,10,2,5,203,-7.8683
1983,10,3,1,70,-1.8689
1983,10,3,2,123,0.5822
1983,10,3,3,134,0.2454
1983,10,3,4,145,-1.3358
1983,10,3,5,187,-5.4117
1983,11,1,1,681,3.2471
1983,11,1,2,321,4.8646
1983,11,1,3,282,4.2923
1983,11,1,4,282,3.2832
1983,11,1,5,489,2.5855
1983,11,2,1,89,6.1600
1983,11,2,2,78,4.8483
1983,11,2,3,107,5.2193
1983,11,2,4,118,6.1788
1983,11,2,5,202,5.1711
1983,11,3,1,70,5.5137
1983,11,3,2,123,2.6187
1983,11,3,3,134,1.9929
1983,11,3,4,144,0.7804
1983,11,3,5,187,3.6257
1983,12,1,1,679,-1.9412
1983,12,1,2,317,-1.1476
1983,12,1,3,281,-1.2297
1983,12,1,4,281,-0.6775
1983,12,1,5,489,-2.8350
1983,12,2,1,89,-0.0485
1983,12,2,2,78,-0.6463
1983,12,2,3,106,-0.6514
1983,12,2,4,118,-1.2018
1983,12,2,5,202,-2.9449
1983,12,3,1,70,0.5636
1983,12,3,2,123,-0.9135
1983,12,3,3,134,-0.0581
1983,12,3,4,144,-1.1632
1983,12,3,5,187,-1.2822
1984,1,1,1,671,1.0784
1984,1,1,2,312,1.6549
1984,1,1,3,276,-1.2469
1984,1,1,4,281,-0.5566
1984,1,1,5,487,-1.6061
1984,1,2,1,89,-0.3804
1984,1,2,2,78,-1.9991
1984,1,2,3,106,-0.4170
1984,1,2,4,117,-2.7036
1984,1,2,5,202,-5.4757
1984,1,3,1,70,-0.9262
1984,1,3,2,121,0.2019
1984,1,3,3,133,0.6433
1984,1,3,4,144,-1.0669
1984,1,3,5,186,-3.6810
1984,2,1,1,654,-6.1218
1984,2,1,2,307,-5.6035
1984,2,1,3,274,-5.5580
1984,2,1,4,278,-6.1197
1984,2,1,5,484,-6.2076
1984,2,2,1,88,-5.4361
1984,2,2,2,77,-5.7016
1984,2,2,3,106,-3.8850
1984,2,2,4,117,-3.8055
1984,2,2,5,202,-6.5429
1984,2,3,1,70,-6.0895
1984,2,3,2,121,-2.5277
1984,2,3,3,133,-3.5403
1984,2,3,4,144,-2.8916
1984,2,3,5,185,-5.0670
1984,3,1,1,646,0.7142
1984,3,1,2,303,1.9490
1984,3,1,3,275,2.0169
1984,3,1,4,278,0.9838
1984,3,1,5,481,-0.5490
1984,3,2,1,88,2.7094
1984,3,2,2,76,1.1883
1984,3,2,3,104,1.3021
1984,3,2,4,114,1.3660
1984,3,2,5,200,0.7506
1984,3,3,1,70,4.2961
1984,3,3,2,120,1.8321
1984,3,3,3,132,1.4968
1984,3,3,4,144,1.7293
1984,3,3,5,185,0.0888
1984,4,1,1,645,-2.8563
1984,4,1,2,304,-0.7594
1984,4,1,3,274,-1.0134
1984,4,1,4,278,-0.8252
1984,4,1,5,477,-2.3499
1984,4,2,1,87,-0.3358
1984,4,2,2,75,0.6752
1984,4,2,3,103,0.3108
1984,4,2,4,113,-0.0451
1984,4,2,5,200,0.6045
1984,4,3,1,70,-2.7213
1984,4,3,2,120,2.1344
1984,4,3,3,132,0.7186
1984,4,3,4,144,0.9374
1984,4,3,5,185,0.5263
1984,5,1,1,641,-6.0189
1984,5,1,2,300,-4.3759
1984,5,1,3,272,-4.2405
1984,5,1,4,275,-3.9480
1984,5,1,5,477,-4.8727
1984,5,2,1,86,-6.9181
1984,5,2,2,75,-5.0725
1984,5,2,3,103,-3.7101
1984,5,2,4,110,-4.2306
1984,5,2,5,200,-5.9950
1984,5,3,1,70,-7.5407
1984,5,3,2,120,-7.0295
1984,5,3,3,131,-3.6043
1984,5,3,4,144,-4.0402
1984,5,3,5,185,-3.5942
1984,6,1,1,634,2.6420
1984,6,1,2,295,2.2053
1984,6,1,3,271,2.1525
1984,6,1,4,275,2.6920
1984,6,1,5,472,1.7572
1984,6,2,1,85,2.4796
1984,6,2,2,75,2.4632
1984,6,2,3,103,2.0996
1984,6,2,4,109,3.0845
1984,6,2,5,199,4.6340
1984,6,3,1,70,-0.4580
1984,6,3,2,120,2.0699
1984,6,3,3,131,2.1460
1984,6,3,4,144,2.3733
1984,6,3,5,185,4.3671
1984,7,1,1,699,-7.7084
1984,7,1,2,326,-2.5067
1984,7,1,3,257,-2.7293
1984,7,1,4,301,-2.5920
1984,7,1,5,608,-6.9957
1984,7,2,1,87,-7.4762
1984,7,2,2,88,-4.2466
1984,7,2,3,91,-3.5836
1984,7,2,4,112,-3.4831
1984,7,2,5,206,-4.7777
1984,7,3,1,86,-4.2600
1984,7,3,2,111,-3.4455
1984,7,3,3,144,-1.4971
1984,7,3,4,150,-0.1275
1984,7,3,5,156,-0.2783
1984,8,1,1,689,8.2886
1984,8,1,2,322,7.5464
1984,8,1,3,256,10.1473
1984,8,1,4,298,10.8116
1984,8,1,5,608,11.8873
1984,8,2,1,87,12.0967
1984,8,2,2,87,10.9003
1984,8,2,3,91,12.5737
1984,8,2,4,111,12.6400
1984,8,2,5,206,14.3985
1984,8,3,1,84,11.7045
1984,8,3,2,111,11.8157
1984,8,3,3,142,9.9833
1984,8,3,4,150,9.6452
1984,8,3,5,156,12.7321
1984,9,1,1,677,-0.4921
1984,9,1,2,321,1.9591
1984,9,1,3,255,-0.9974
1984,9,1,4,297,0.7783
1984,9,1,5,606,-2.9000
1984,9,2,1,86,-0.9865
1984,9,2,2,86,1.5495
1984,9,2,3,91,0.5998
1984,9,2,4,110,-0.2051
1984,9,2,5,205,-3.3586
1984,9,3,1,84,-0.9731
1984,9,3,2,111,0.0806
1984,9,3,3,141,1.0379
1984,9,3,4,149,-0.3687
1984,9,3,5,156,-2.3836
1984,10,1,1,659,-5.6250
1984,10,1,2,319,-1.8376
1984,10,1,3,253,-1.4122
1984,10,1,4,295,-1.3970
1984,10,1,5,604,-3.1802
1984,10,2,1,85,-3.0829
1984,10,2,2,85,0.1037
1984,10,2,3,90,-0.3463
1984,10,2,4,109,0.2388
1984,10,2,5,204,-2.1335
1984,10,3,1,82,-2.3808
