year,month,rank_ME,rank_NXF,nstocks,ret_vw
1985,5,1,1,281,3.4895
1985,5,1,2,208,3.0277
1985,5,1,3,337,2.1246
1985,5,1,4,404,2.2254
1985,5,1,5,619,2.5281
1985,5,2,1,80,3.9836
1985,5,2,2,81,3.3564
1985,5,2,3,85,5.5535
1985,5,2,4,99,4.1624
1985,5,2,5,136,4.3015
1985,5,3,1,104,6.7853
1985,5,3,2,104,4.5861
1985,5,3,3,96,5.0055
1985,5,3,4,104,7.4152
1985,5,3,5,115,7.1368
1985,6,1,1,277,-0.4426
1985,6,1,2,205,1.0675
1985,6,1,3,334,0.9913
1985,6,1,4,399,0.5176
1985,6,1,5,614,-0.2104
1985,6,2,1,77,1.5500
1985,6,2,2,81,2.7742
1985,6,2,3,83,1.4975
1985,6,2,4,98,1.0453
1985,6,2,5,135,1.4257
1985,6,3,1,104,1.4315
1985,6,3,2,104,0.8678
1985,6,3,3,96,1.9220
1985,6,3,4,104,2.2770
1985,6,3,5,115,2.3865
1985,7,1,1,371,2.5541
1985,7,1,2,237,3.2619
1985,7,1,3,287,2.9710
1985,7,1,4,505,1.6005
1985,7,1,5,700,3.1823
1985,7,2,1,94,2.7137
1985,7,2,2,86,1.7549
1985,7,2,3,80,2.3308
1985,7,2,4,120,2.8348
1985,7,2,5,148,2.4914
1985,7,3,1,98,-0.1848
1985,7,3,2,119,1.9705
1985,7,3,3,117,-0.5207
1985,7,3,4,117,-0.4990
1985,7,3,5,88,-0.8883
1985,8,1,1,367,-1.1137
1985,8,1,2,236,0.1338
1985,8,1,3,283,-1.2394
1985,8,1,4,497,-1.1906
1985,8,1,5,698,-1.3580
1985,8,2,1,93,-0.8728
1985,8,2,2,86,0.5463
1985,8,2,3,80,0.3072
1985,8,2,4,120,-2.2017
1985,8,2,5,148,-1.3246
1985,8,3,1,97,0.3063
1985,8,3,2,119,-1.3570
1985,8,3,3,117,0.1200
1985,8,3,4,117,-0.5081
1985,8,3,5,88,-0.5921
1985,9,1,1,364,-5.0914
1985,9,1,2,232,-4.8088
1985,9,1,3,280,-4.2027
1985,9,1,4,495,-5.7140
1985,9,1,5,688,-6.9295
1985,9,2,1,93,-6.2857
1985,9,2,2,86,-4.5779
1985,9,2,3,80,-4.5956
1985,9,2,4,119,-6.9411
1985,9,2,5,147,-6.2031
1985,9,3,1,96,-1.7053
1985,9,3,2,118,-2.7359
1985,9,3,3,116,-4.3706
1985,9,3,4,117,-3.6249
1985,9,3,5,88,-5.3887
1985,10,1,1,362,1.9139
1985,10,1,2,232,4.9636
1985,10,1,3,280,3.0967
1985,10,1,4,492,1.5671
1985,10,1,5,682,0.9555
1985,10,2,1,93,3.5314
1985,10,2,2,86,3.2830
1985,10,2,3,80,5.4779
1985,10,2,4,119,5.3099
1985,10,2,5,147,1.9671
1985,10,3,1,95,4.5798
1985,10,3,2,115,3.1132
1985,10,3,3,116,4.5210
1985,10,3,4,115,4.8377
1985,10,3,5,88,5.7869
1985,11,1,1,357,4.5967
1985,11,1,2,229,6.6292
1985,11,1,3,276,4.7841
1985,11,1,4,490,6.0424
1985,11,1,5,675,5.8592
1985,11,2,1,92,7.6590
1985,11,2,2,85,5.5183
1985,11,2,3,80,5.1909
1985,11,2,4,118,7.9188
1985,11,2,5,144,7.8544
1985,11,3,1,95,7.2961
1985,11,3,2,115,7.9581
1985,11,3,3,116,7.4708
1985,11,3,4,115,6.6192
1985,11,3,5,88,3.8241
1985,12,1,1,354,2.9076
1985,12,1,2,224,3.6251
1985,12,1,3,273,4.8018
1985,12,1,4,486,3.8514
1985,12,1,5,667,3.3026
1985,12,2,1,91,4.4272
1985,12,2,2,84,6.1221
1985,12,2,3,78,4.6955
1985,12,2,4,117,4.2702
1985,12,2,5,144,3.7757
1985,12,3,1,94,4.2463
1985,12,3,2,114,7.1308
1985,12,3,3,115,5.5705
1985,12,3,4,115,2.2716
1985,12,3,5,88,2.9430
1986,1,1,1,348,2.1356
1986,1,1,2,222,4.0779
1986,1,1,3,273,0.5926
1986,1,1,4,479,3.2387
1986,1,1,5,660,2.3415
1986,1,2,1,91,0.3824
1986,1,2,2,84,0.2767
1986,1,2,3,77,4.1321
1986,1,2,4,115,0.5500
1986,1,2,5,144,0.9644
1986,1,3,1,94,0.1734
1986,1,3,2,113,-0.6149
1986,1,3,3,114,2.4131
1986,1,3,4,114,1.5586
1986,1,3,5,87,2.1363
1986,2,1,1,344,5.2899
1986,2,1,2,222,6.4013
1986,2,1,3,273,6.7532
1986,2,1,4,472,7.0173
1986,2,1,5,652,5.2661
1986,2,2,1,91,8.2929
1986,2,2,2,84,7.8913
1986,2,2,3,77,6.3697
1986,2,2,4,115,7.0795
1986,2,2,5,140,6.6797
1986,2,3,1,94,8.8693
1986,2,3,2,111,6.6002
1986,2,3,3,114,8.8372
1986,2,3,4,114,7.7523
1986,2,3,5,87,6.7505
1986,3,1,1,344,5.2703
1986,3,1,2,219,4.9711
1986,3,1,3,272,5.7445
1986,3,1,4,471,4.5808
1986,3,1,5,649,4.6432
1986,3,2,1,91,5.9737
1986,3,2,2,84,4.7310
1986,3,2,3,76,7.7130
1986,3,2,4,114,5.4043
1986,3,2,5,140,4.3619
1986,3,3,1,93,7.2559
1986,3,3,2,111,3.5781
1986,3,3,3,114,5.2492
1986,3,3,4,113,3.9292
1986,3,3,5,87,4.6305
1986,4,1,1,342,2.7177
1986,4,1,2,217,-0.1333
1986,4,1,3,272,0.2229
1986,4,1,4,467,2.4238
1986,4,1,5,643,1.9351
1986,4,2,1,90,0.9754
1986,4,2,2,84,0.1133
1986,4,2,3,76,-0.4398
1986,4,2,4,114,0.9594
1986,4,2,5,138,1.7746
1986,4,3,1,93,-0.5301
1986,4,3,2,111,-0.4572
1986,4,3,3,113,-0.9027
1986,4,3,4,112,-1.2288
1986,4,3,5,87,0.2418
1986,5,1,1,338,4.1057
1986,5,1,2,212,3.2812
1986,5,1,3,271,2.8425
1986,5,1,4,461,4.5794
1986,5,1,5,637,3.3350
1986,5,2,1,89,2.0923
1986,5,2,2,84,4.3939
1986,5,2,3,75,3.5408
1986,5,2,4,113,4.0264
1986,5,2,5,137,2.8685
1986,5,3,1,91,8.5807
1986,5,3,2,110,2.9627
1986,5,3,3,112,5.1862
1986,5,3,4,112,4.5114
1986,5,3,5,86,4.9568
1986,6,1,1,333,1.7965
1986,6,1,2,209,0.9818
1986,6,1,3,270,1.3798
1986,6,1,4,455,-2.4531
1986,6,1,5,629,-0.6630
1986,6,2,1,88,-0.1223
1986,6,2,2,84,0.6881
1986,6,2,3,75,-0.4664
1986,6,2,4,113,0.6458
1986,6,2,5,137,0.0734
1986,6,3,1,90,2.0546
1986,6,3,2,110,0.2405
1986,6,3,3,111,3.0687
1986,6,3,4,112,1.1113
1986,6,3,5,85,-0.1992
1986,7,1,1,458,-8.2798
1986,7,1,2,258,-7.8513
1986,7,1,3,303,-8.7830
1986,7,1,4,430,-9.0191
1986,7,1,5,683,-9.8064
1986,7,2,1,99,-8.3681
1986,7,2,2,105,-6.8363
1986,7,2,3,78,-9.9111
1986,7,2,4,128,-10.4829
1986,7,2,5,156,-10.5011
1986,7,3,1,98,-6.7776
1986,7,3,2,108,-6.5749
1986,7,3,3,109,-3.2395
1986,7,3,4,99,-2.9893
1986,7,3,5,113,-6.1666
1986,8,1,1,448,2.7438
1986,8,1,2,258,1.9285
1986,8,1,3,297,1.8446
1986,8,1,4,426,0.0772
1986,8,1,5,678,-0.2610
1986,8,2,1,99,2.8647
1986,8,2,2,105,4.3878
1986,8,2,3,78,4.1403
1986,8,2,4,128,5.6334
1986,8,2,5,155,2.7791
1986,8,3,1,98,7.2332
1986,8,3,2,108,6.8226
1986,8,3,3,108,7.7693
1986,8,3,4,99,5.3647
1986,8,3,5,113,5.9573
1986,9,1,1,448,-6.6839
1986,9,1,2,254,-3.7355
1986,9,1,3,295,-5.6723
1986,9,1,4,422,-5.8321
1986,9,1,5,675,-7.0301
1986,9,2,1,99,-4.1741
1986,9,2,2,104,-3.8545
1986,9,2,3,78,-5.6690
1986,9,2,4,127,-7.9101
1986,9,2,5,155,-8.0461
1986,9,3,1,98,-7.9902
1986,9,3,2,108,-5.9360
1986,9,3,3,107,-8.9645
1986,9,3,4,98,-9.1137
1986,9,3,5,113,-8.7957
1986,10,1,1,441,3.0218
1986,10,1,2,252,2.9964
1986,10,1,3,295,2.6489
1986,10,1,4,416,1.9862
1986,10,1,5,667,1.9392
1986,10,2,1,98,3.7260
1986,10,2,2,104,3.5875
1986,10,2,3,78,3.8103
1986,10,2,4,127,5.4634
1986,10,2,5,154,6.1082
1986,10,3,1,97,6.1952
1986,10,3,2,108,2.9762
1986,10,3,3,107,5.7406
1986,10,3,4,97,6.8220
1986,10,3,5,113,7.2850
1986,11,1,1,435,0.1852
1986,11,1,2,251,0.6577
1986,11,1,3,293,0.9118
1986,11,1,4,409,-1.0391
1986,11,1,5,656,-1.8884
1986,11,2,1,98,0.2578
1986,11,2,2,102,1.0078
1986,11,2,3,78,3.1117
1986,11,2,4,127,0.0363
1986,11,2,5,154,-0.2824
1986,11,3,1,96,3.1622
1986,11,3,2,106,2.9881
1986,11,3,3,105,2.2437
1986,11,3,4,97,1.3506
1986,11,3,5,113,1.4515
1986,12,1,1,424,-2.5262
1986,12,1,2,248,-2.5229
1986,12,1,3,288,-0.4482
1986,12,1,4,401,-3.7365
1986,12,1,5,645,-4.3768
1986,12,2,1,98,-1.3111
1986,12,2,2,102,-2.6589
1986,12,2,3,77,-2.4246
1986,12,2,4,127,-1.3648
1986,12,2,5,152,-3.6371
1986,12,3,1,96,-1.9201
1986,12,3,2,106,-3.1175
1986,12,3,3,104,-2.5809
1986,12,3,4,97,-3.2627
1986,12,3,5,112,-3.2018
1987,1,1,1,413,11.9834
1987,1,1,2,241,10.0374
1987,1,1,3,284,9.4770
1987,1,1,4,397,9.5179
1987,1,1,5,633,10.4807
1987,1,2,1,95,10.6647
1987,1,2,2,102,9.8732
1987,1,2,3,73,12.8486
1987,1,2,4,127,15.1837
1987,1,2,5,148,12.1232
1987,1,3,1,94,13.8960
1987,1,3,2,105,13.5044
1987,1,3,3,102,11.3166
1987,1,3,4,95,12.5019
1987,1,3,5,112,17.4938
1987,2,1,1,410,7.6939
1987,2,1,2,237,7.2109
1987,2,1,3,284,7.5452
1987,2,1,4,395,9.2571
1987,2,1,5,626,9.6329
1987,2,2,1,94,5.5618
1987,2,2,2,102,6.1241
1987,2,2,3,72,6.0864
1987,2,2,4,127,9.3384
1987,2,2,5,146,8.4849
1987,2,3,1,93,4.5119
1987,2,3,2,105,4.8164
1987,2,3,3,101,2.9348
1987,2,3,4,95,4.6263
1987,2,3,5,112,6.4443
1987,3,1,1,410,4.1763
1987,3,1,2,235,3.5065
1987,3,1,3,283,2.5592
1987,3,1,4,393,3.0500
1987,3,1,5,623,2.3548
1987,3,2,1,93,1.3055
1987,3,2,2,102,1.9855
1987,3,2,3,72,5.2599
1987,3,2,4,127,1.4266
1987,3,2,5,146,1.5980
1987,3,3,1,92,3.4642
1987,3,3,2,105,5.3469
1987,3,3,3,101,1.3098
1987,3,3,4,95,1.2000
1987,3,3,5,112,0.3832
1987,4,1,1,404,-2.2152
1987,4,1,2,232,-0.7015
1987,4,1,3,280,-1.9249
1987,4,1,4,391,-1.3398
1987,4,1,5,621,-2.2041
1987,4,2,1,93,-4.0783
1987,4,2,2,102,-4.5478
1987,4,2,3,72,-4.8926
1987,4,2,4,126,-2.3243
1987,4,2,5,146,-1.9493
1987,4,3,1,92,-0.6320
1987,4,3,2,105,0.4966
1987,4,3,3,101,-2.6232
1987,4,3,4,94,-2.5740
1987,4,3,5,112,-0.7807
1987,5,1,1,397,-0.0195
1987,5,1,2,229,1.7232
1987,5,1,3,278,-1.0267
1987,5,1,4,390,-0.0080
1987,5,1,5,618,0.5768
1987,5,2,1,93,0.1066
1987,5,2,2,100,0.2831
1987,5,2,3,72,0.6355
1987,5,2,4,125,2.1006
1987,5,2,5,146,0.0629
1987,5,3,1,91,1.2854
1987,5,3,2,105,0.0567
1987,5,3,3,100,1.7289
1987,5,3,4,94,1.6374
1987,5,3,5,112,-0.1205
1987,6,1,1,396,3.3291
1987,6,1,2,226,2.4986
1987,6,1,3,279,0.9879
1987,6,1,4,388,0.3907
1987,6,1,5,614,0.2660
1987,6,2,1,93,5.7945
1987,6,2,2,100,3.8986
1987,6,2,3,71,3.0437
1987,6,2,4,124,0.7840
1987,6,2,5,145,2.1928
1987,6,3,1,91,5.4274
1987,6,3,2,105,4.2527
1987,6,3,3,100,4.9697
1987,6,3,4,94,4.5902
1987,6,3,5,112,4.1150
1987,7,1,1,413,3.0928
1987,7,1,2,245,3.6271
1987,7,1,3,361,4.2217
1987,7,1,4,450,3.1058
1987,7,1,5,655,2.7706
1987,7,2,1,75,4.0066
1987,7,2,2,97,4.5520
1987,7,2,3,90,6.8158
1987,7,2,4,97,3.7293
1987,7,2,5,157,3.4552
1987,7,3,1,101,4.1210
1987,7,3,2,117,3.3678
1987,7,3,3,93,6.0872
1987,7,3,4,89,4.9316
1987,7,3,5,103,6.2482
1987,8,1,1,407,1.8375
1987,8,1,2,241,1.8958
1987,8,1,3,358,1.1398
1987,8,1,4,447,3.1846
1987,8,1,5,649,0.9617
1987,8,2,1,75,3.1183
1987,8,2,2,97,2.5837
1987,8,2,3,88,3.3028
1987,8,2,4,96,3.4254
1987,8,2,5,157,3.4474
1987,8,3,1,101,4.3524
1987,8,3,2,117,2.4668
1987,8,3,3,92,3.8917
1987,8,3,4,89,3.9785
1987,8,3,5,103,3.9357
1987,9,1,1,405,-0.3958
1987,9,1,2,240,-1.1924
1987,9,1,3,358,-0.0296
1987,9,1,4,445,0.9165
1987,9,1,5,642,-2.0912
1987,9,2,1,73,0.8462
1987,9,2,2,97,-2.2892
1987,9,2,3,88,-0.9519
1987,9,2,4,95,-0.7786
1987,9,2,5,155,-3.2960
1987,9,3,1,100,-3.6566
1987,9,3,2,117,-1.5395
1987,9,3,3,92,-1.6876
1987,9,3,4,89,-2.2832
1987,9,3,5,101,-2.6699
1987,10,1,1,400,-30.7537
1987,10,1,2,237,-27.8662
1987,10,1,3,356,-29.5307
1987,10,1,4,441,-32.2100
1987,10,1,5,639,-31.5947
1987,10,2,1,73,-26.9308
1987,10,2,2,96,-26.6226
1987,10,2,3,88,-30.1432
1987,10,2,4,92,-29.5410
1987,10,2,5,153,-33.4753
1987,10,3,1,100,-19.6492
1987,10,3,2,115,-19.5903
1987,10,3,3,92,-20.9594
1987,10,3,4,89,-24.6452
1987,10,3,5,101,-24.4795
1987,11,1,1,397,-5.1499
1987,11,1,2,235,-2.0528
1987,11,1,3,350,-3.9377
1987,11,1,4,437,-4.3284
1987,11,1,5,628,-7.4006
1987,11,2,1,72,-4.5103
1987,11,2,2,96,-3.1396
1987,11,2,3,88,-3.1024
1987,11,2,4,92,-3.2225
1987,11,2,5,151,-6.3863
1987,11,3,1,100,-8.2462
1987,11,3,2,115,-7.5371
1987,11,3,3,91,-7.3053
1987,11,3,4,88,-6.6669
1987,11,3,5,100,-8.3367
1987,12,1,1,394,5.3995
1987,12,1,2,234,4.0009
1987,12,1,3,349,5.3919
1987,12,1,4,433,5.6137
1987,12,1,5,616,4.1147
1987,12,2,1,71,9.3755
1987,12,2,2,95,8.5255
1987,12,2,3,88,10.2473
1987,12,2,4,92,9.5400
1987,12,2,5,152,10.4713
1987,12,3,1,100,6.6553
1987,12,3,2,114,8.6746
1987,12,3,3,90,6.9829
1987,12,3,4,88,9.2382
1987,12,3,5,100,8.7509
1988,1,1,1,389,5.9829
1988,1,1,2,231,4.5582
1988,1,1,3,344,4.8393
1988,1,1,4,430,4.9567
1988,1,1,5,610,7.2008
1988,1,2,1,70,1.6848
1988,1,2,2,93,3.6496
1988,1,2,3,87,0.9923
1988,1,2,4,92,3.9767
1988,1,2,5,151,1.9765
1988,1,3,1,100,3.7574
1988,1,3,2,114,6.4319
1988,1,3,3,89,3.5821
1988,1,3,4,88,2.2973
1988,1,3,5,100,3.2387
1988,2,1,1,387,5.9178
1988,2,1,2,229,9.0977
1988,2,1,3,341,7.9308
1988,2,1,4,426,7.6530
1988,2,1,5,605,8.1509
1988,2,2,1,70,9.4636
1988,2,2,2,92,8.3617
1988,2,2,3,87,8.8517
1988,2,2,4,91,10.1391
1988,2,2,5,150,8.6675
1988,2,3,1,100,4.1765
1988,2,3,2,113,4.7644
1988,2,3,3,89,4.8242
1988,2,3,4,88,5.7668
1988,2,3,5,100,6.0810
1988,3,1,1,380,6.3640
1988,3,1,2,227,5.3161
1988,3,1,3,342,6.5832
1988,3,1,4,420,7.1157
1988,3,1,5,594,3.0093
1988,3,2,1,69,2.7043
1988,3,2,2,92,4.1629
1988,3,2,3,86,0.8998
1988,3,2,4,91,3.3622
1988,3,2,5,150,4.0728
1988,3,3,1,100,-3.2968
1988,3,3,2,113,-0.6528
1988,3,3,3,89,-2.3591
1988,3,3,4,88,-3.3347
1988,3,3,5,100,-3.0530
1988,4,1,1,376,2.9244
1988,4,1,2,225,2.4407
1988,4,1,3,339,0.5594
1988,4,1,4,416,1.9470
1988,4,1,5,587,2.4198
1988,4,2,1,69,2.6845
1988,4,2,2,91,1.5117
1988,4,2,3,86,2.0532
1988,4,2,4,90,3.1495
1988,4,2,5,150,1.5855
1988,4,3,1,100,0.4435
1988,4,3,2,113,1.2699
1988,4,3,3,88,0.5117
1988,4,3,4,88,1.8506
1988,4,3,5,100,0.2727
1988,5,1,1,371,-1.0310
1988,5,1,2,222,-1.3595
1988,5,1,3,338,-1.4774
1988,5,1,4,416,-2.5108
1988,5,1,5,579,-2.4682
1988,5,2,1,69,0.1978
1988,5,2,2,91,-2.7066
1988,5,2,3,85,-0.7603
1988,5,2,4,88,-1.6808
1988,5,2,5,149,-1.3220
1988,5,3,1,100,-0.1798
1988,5,3,2,112,0.8392
1988,5,3,3,88,0.6729
1988,5,3,4,88,0.0727
1988,5,3,5,99,-0.4814
1988,6,1,1,366,6.3197
1988,6,1,2,218,7.3410
1988,6,1,3,332,4.7386
1988,6,1,4,411,6.2214
1988,6,1,5,570,6.6392
1988,6,2,1,68,6.8935
1988,6,2,2,91,6.4137
1988,6,2,3,84,9.9806
1988,6,2,4,87,7.6976
1988,6,2,5,148,6.4729
1988,6,3,1,99,4.8362
1988,6,3,2,112,3.0130
1988,6,3,3,88,4.4823
1988,6,3,4,88,7.9284
1988,6,3,5,99,6.2554
1988,7,1,1,383,-0.0947
1988,7,1,2,210,-0.2969
1988,7,1,3,324,0.2644
1988,7,1,4,488,-0.3959
1988,7,1,5,699,0.2152
1988,7,2,1,83,-0.0471
1988,7,2,2,81,-0.2383
1988,7,2,3,97,-0.7182
1988,7,2,4,121,-1.3042
1988,7,2,5,159,-2.0943
1988,7,3,1,98,-0.2666
1988,7,3,2,109,-0.3935
1988,7,3,3,116,-2.1873
1988,7,3,4,86,-0.2020
1988,7,3,5,87,-2.4808
1988,8,1,1,379,-0.7373
1988,8,1,2,209,-0.9705
1988,8,1,3,321,-2.4796
1988,8,1,4,484,-1.6723
1988,8,1,5,694,-3.9583
1988,8,2,1,83,-2.9394
1988,8,2,2,81,-3.3306
1988,8,2,3,96,-2.4169
1988,8,2,4,121,-1.6925
1988,8,2,5,157,-2.7234
1988,8,3,1,97,-2.2090
1988,8,3,2,108,-4.5898
1988,8,3,3,116,-2.8897
1988,8,3,4,86,-1.9945
1988,8,3,5,87,-4.5438
1988,9,1,1,373,1.7758
1988,9,1,2,207,3.3434
1988,9,1,3,319,2.9293
1988,9,1,4,479,2.4210
1988,9,1,5,685,1.9614
1988,9,2,1,82,2.4525
1988,9,2,2,79,3.6661
1988,9,2,3,93,2.3348
1988,9,2,4,120,2.6377
1988,9,2,5,156,2.3545
1988,9,3,1,97,4.2183
1988,9,3,2,108,3.6889
1988,9,3,3,115,3.8351
1988,9,3,4,86,6.6519
1988,9,3,5,87,3.8271
1988,10,1,1,368,-1.1149
1988,10,1,2,207,-1.7957
1988,10,1,3,315,-1.1036
1988,10,1,4,478,-1.6296
1988,10,1,5,679,-2.3356
1988,10,2,1,82,-0.7133
1988,10,2,2,78,0.7095
1988,10,2,3,91,0.5673
1988,10,2,4,119,-0.7606
1988,10,2,5,153,-0.8084
1988,10,3,1,97,3.4352
1988,10,3,2,108,3.0335
1988,10,3,3,115,1.8720
1988,10,3,4,86,1.7916
1988,10,3,5,86,1.5789
1988,11,1,1,361,-3.6098
1988,11,1,2,202,-3.7939
1988,11,1,3,314,-1.6750
1988,11,1,4,478,-4.6220
1988,11,1,5,671,-4.8002
1988,11,2,1,82,-2.0751
1988,11,2,2,78,-1.7087
1988,11,2,3,91,-2.6001
1988,11,2,4,116,-3.3377
1988,11,2,5,152,-3.3957
1988,11,3,1,97,-1.1468
1988,11,3,2,107,-0.5408
1988,11,3,3,114,-1.5567
1988,11,3,4,86,-2.2430
1988,11,3,5,85,-1.5236
1988,12,1,1,358,3.8848
1988,12,1,2,199,3.2831
1988,12,1,3,313,3.1233
1988,12,1,4,472,5.0889
1988,12,1,5,663,3.0240
1988,12,2,1,80,4.4774
1988,12,2,2,78,3.9714
1988,12,2,3,91,3.5569
1988,12,2,4,115,5.6550
1988,12,2,5,149,3.0003
1988,12,3,1,97,2.1957
1988,12,3,2,106,1.5713
1988,12,3,3,114,2.3357
1988,12,3,4,86,2.7789
1988,12,3,5,85,2.4447
1989,1,1,1,357,7.2920
1989,1,1,2,194,6.5928
1989,1,1,3,308,3.5250
1989,1,1,4,466,4.8973
1989,1,1,5,652,5.7122
1989,1,2,1,80,5.5440
1989,1,2,2,78,6.2545
1989,1,2,3,91,3.4522
1989,1,2,4,114,4.1022
1989,1,2,5,148,4.5468
1989,1,3,1,97,6.4430
1989,1,3,2,106,6.9738
1989,1,3,3,114,6.2168
1989,1,3,4,86,6.3778
1989,1,3,5,83,8.0329
1989,2,1,1,353,1.5938
1989,2,1,2,193,2.2021
1989,2,1,3,305,0.6240
1989,2,1,4,458,0.8300
1989,2,1,5,646,-0.3889
1989,2,2,1,80,1.4193
1989,2,2,2,77,1.9047
1989,2,2,3,91,1.5935
1989,2,2,4,113,1.0819
1989,2,2,5,148,0.3306
1989,2,3,1,97,-1.1269
1989,2,3,2,106,-3.1923
1989,2,3,3,113,-2.3640
1989,2,3,4,86,-1.7011
1989,2,3,5,83,-2.3493
1989,3,1,1,348,3.0493
1989,3,1,2,193,2.0462
1989,3,1,3,304,3.1579
1989,3,1,4,453,3.3243
1989,3,1,5,638,1.7866
1989,3,2,1,79,2.8419
1989,3,2,2,77,2.4751
1989,3,2,3,91,3.6299
1989,3,2,4,113,2.5442
1989,3,2,5,147,2.9749
1989,3,3,1,97,2.3289
1989,3,3,2,106,1.0740
1989,3,3,3,113,2.3818
1989,3,3,4,86,3.3329
1989,3,3,5,83,-0.5532
1989,4,1,1,344,3.2515
1989,4,1,2,191,3.3166
1989,4,1,3,302,4.4061
1989,4,1,4,449,3.0368
1989,4,1,5,634,2.6673
1989,4,2,1,79,5.8791
1989,4,2,2,77,5.0621
1989,4,2,3,91,4.4427
1989,4,2,4,112,5.8885
1989,4,2,5,145,3.7531
1989,4,3,1,96,4.2744
1989,4,3,2,106,6.0064
1989,4,3,3,113,6.0666
1989,4,3,4,86,5.4370
1989,4,3,5,83,4.7766
1989,5,1,1,340,3.3871
1989,5,1,2,191,4.6611
1989,5,1,3,302,2.0482
1989,5,1,4,446,4.6501
1989,5,1,5,627,3.0245
1989,5,2,1,79,4.1650
1989,5,2,2,77,3.7474
1989,5,2,3,90,5.1683
1989,5,2,4,112,4.6295
1989,5,2,5,142,3.7878
1989,5,3,1,96,4.8240
1989,5,3,2,106,3.6662
1989,5,3,3,113,4.2262
1989,5,3,4,86,5.9647
1989,5,3,5,82,4.9126
1989,6,1,1,334,-0.7815
1989,6,1,2,191,-0.8570
1989,6,1,3,295,-0.4191
1989,6,1,4,442,-1.4942
1989,6,1,5,621,-2.8729
1989,6,2,1,78,0.3034
1989,6,2,2,77,-0.0350
1989,6,2,3,89,-0.0707
1989,6,2,4,112,-2.5849
1989,6,2,5,141,-3.2205
1989,6,3,1,95,-0.8746
1989,6,3,2,106,-0.2358
1989,6,3,3,113,-1.7149
1989,6,3,4,85,-1.4756
1989,6,3,5,81,-1.4789
1989,7,1,1,361,3.4636
1989,7,1,2,276,3.6420
1989,7,1,3,351,2.2905
1989,7,1,4,523,2.9748
1989,7,1,5,702,1.9575
1989,7,2,1,94,4.0255
1989,7,2,2,95,5.1614
1989,7,2,3,90,3.3938
1989,7,2,4,123,3.3912
1989,7,2,5,142,5.4370
1989,7,3,1,109,9.4946
1989,7,3,2,113,8.9526
1989,7,3,3,125,7.4753
1989,7,3,4,100,8.9010
1989,7,3,5,80,8.5415
1989,8,1,1,359,1.5506
1989,8,1,2,273,2.0673
1989,8,1,3,348,0.0686
1989,8,1,4,522,1.3950
1989,8,1,5,697,1.7041
1989,8,2,1,94,3.2861
1989,8,2,2,95,2.1101
1989,8,2,3,90,3.0389
1989,8,2,4,123,2.7766
1989,8,2,5,141,2.9883
1989,8,3,1,108,3.0289
1989,8,3,2,112,0.9906
1989,8,3,3,123,2.7254
1989,8,3,4,100,0.8603
1989,8,3,5,79,2.4411
1989,9,1,1,354,-0.5807
1989,9,1,2,270,0.5872
1989,9,1,3,346,0.7908
1989,9,1,4,519,-0.3643
1989,9,1,5,688,-0.6130
1989,9,2,1,90,0.2389
1989,9,2,2,95,1.1359
1989,9,2,3,90,2.4506
1989,9,2,4,122,-0.0164
1989,9,2,5,140,0.5429
1989,9,3,1,107,-2.0379
1989,9,3,2,112,1.8577
1989,9,3,3,121,-0.6260
1989,9,3,4,100,-1.4197
1989,9,3,5,78,-1.0942
1989,10,1,1,349,-5.9098
1989,10,1,2,271,-6.3352
1989,10,1,3,341,-5.2299
1989,10,1,4,512,-6.2738
1989,10,1,5,682,-5.2878
1989,10,2,1,89,-6.8986
1989,10,2,2,94,-3.6676
1989,10,2,3,90,-4.6633
1989,10,2,4,121,-5.0476
1989,10,2,5,140,-7.0043
1989,10,3,1,107,-2.2281
1989,10,3,2,112,-1.8486
1989,10,3,3,121,-0.6517
1989,10,3,4,100,-4.8487
1989,10,3,5,78,-3.1403
1989,11,1,1,347,-0.0083
1989,11,1,2,269,-0.1450
1989,11,1,3,336,-0.7417
1989,11,1,4,511,-1.4185
1989,11,1,5,675,0.0228
1989,11,2,1,89,0.3433
1989,11,2,2,94,1.5887
1989,11,2,3,90,2.8498
1989,11,2,4,121,1.6122
1989,11,2,5,139,0.3748
1989,11,3,1,106,2.1209
1989,11,3,2,112,1.8012
1989,11,3,3,121,2.1443
1989,11,3,4,100,1.9267
1989,11,3,5,78,2.3754
1989,12,1,1,344,-0.3972
1989,12,1,2,267,-0.7271
1989,12,1,3,332,1.5183
1989,12,1,4,506,0.4779
1989,12,1,5,671,-1.4381
1989,12,2,1,88,0.0344
1989,12,2,2,93,1.1783
1989,12,2,3,90,1.4650
1989,12,2,4,119,1.9895
1989,12,2,5,138,0.3736
1989,12,3,1,106,2.9526
1989,12,3,2,112,4.4399
1989,12,3,3,121,3.1405
1989,12,3,4,100,1.8346
1989,12,3,5,78,0.7161
1990,1,1,1,340,-8.4608
1990,1,1,2,267,-5.9893
1990,1,1,3,330,-7.9351
1990,1,1,4,501,-6.6405
1990,1,1,5,667,-8.7690
1990,1,2,1,87,-9.2620
1990,1,2,2,92,-7.0381
1990,1,2,3,90,-7.0217
1990,1,2,4,118,-8.9392
1990,1,2,5,138,-8.7393
1990,1,3,1,106,-6.8737
1990,1,3,2,110,-7.7449
1990,1,3,3,121,-6.0141
1990,1,3,4,100,-7.1723
1990,1,3,5,77,-6.3674
