year,month,rank_ME,rank_NDF,nstocks,ret_vw
1985,11,2,3,106,7.7613
1985,11,2,4,91,8.6138
1985,11,2,5,120,6.9295
1985,11,3,1,70,5.9903
1985,11,3,2,114,6.7295
1985,11,3,3,137,8.4135
1985,11,3,4,118,6.2344
1985,11,3,5,108,4.4454
1985,12,1,1,513,2.1835
1985,12,1,2,335,4.1575
1985,12,1,3,327,4.7612
1985,12,1,4,252,4.1553
1985,12,1,5,514,3.3598
1985,12,2,1,104,4.6506
1985,12,2,2,90,3.3170
1985,12,2,3,102,4.7129
1985,12,2,4,91,5.6057
1985,12,2,5,120,4.1404
1985,12,3,1,69,3.9480
1985,12,3,2,113,3.3662
1985,12,3,3,137,5.2208
1985,12,3,4,117,5.5034
1985,12,3,5,108,3.1899
1986,1,1,1,505,3.1852
1986,1,1,2,335,1.6119
1986,1,1,3,324,1.6002
1986,1,1,4,250,2.5435
1986,1,1,5,508,2.7926
1986,1,2,1,104,1.0357
1986,1,2,2,90,1.2065
1986,1,2,3,101,2.0136
1986,1,2,4,89,2.2025
1986,1,2,5,120,0.6142
1986,1,3,1,69,0.4637
1986,1,3,2,112,-2.2221
1986,1,3,3,136,1.4747
1986,1,3,4,115,0.3494
1986,1,3,5,108,1.9013
1986,2,1,1,502,5.9978
1986,2,1,2,330,6.9644
1986,2,1,3,324,3.8216
1986,2,1,4,247,7.6998
1986,2,1,5,502,5.8990
1986,2,2,1,103,7.8066
1986,2,2,2,90,7.0876
1986,2,2,3,101,6.0127
1986,2,2,4,88,7.5909
1986,2,2,5,118,6.9375
1986,2,3,1,69,7.6649
1986,2,3,2,110,8.1611
1986,2,3,3,136,8.8297
1986,2,3,4,115,5.9251
1986,2,3,5,108,7.5309
1986,3,1,1,499,5.3819
1986,3,1,2,328,4.6203
1986,3,1,3,323,4.6785
1986,3,1,4,247,4.6744
1986,3,1,5,500,5.1463
1986,3,2,1,102,6.5359
1986,3,2,2,90,4.6132
1986,3,2,3,100,5.6498
1986,3,2,4,87,4.8467
1986,3,2,5,118,5.4237
1986,3,3,1,69,6.4059
1986,3,3,2,110,4.9772
1986,3,3,3,135,5.2795
1986,3,3,4,115,5.2852
1986,3,3,5,107,2.9812
1986,4,1,1,494,1.5248
1986,4,1,2,329,0.0303
1986,4,1,3,321,3.5637
1986,4,1,4,243,1.0277
1986,4,1,5,495,1.6391
1986,4,2,1,101,0.0796
1986,4,2,2,90,0.5858
1986,4,2,3,100,2.3790
1986,4,2,4,87,2.2776
1986,4,2,5,116,0.8845
1986,4,3,1,69,-1.0947
1986,4,3,2,109,0.2253
1986,4,3,3,134,-0.9962
1986,4,3,4,115,-0.7428
1986,4,3,5,107,-0.1458
1986,5,1,1,487,2.7691
1986,5,1,2,327,4.2280
1986,5,1,3,316,2.7772
1986,5,1,4,240,6.1516
1986,5,1,5,491,3.5483
1986,5,2,1,99,3.7307
1986,5,2,2,90,2.6115
1986,5,2,3,100,4.3092
1986,5,2,4,86,3.9973
1986,5,2,5,115,2.3492
1986,5,3,1,69,9.0653
1986,5,3,2,106,5.6153
1986,5,3,3,133,5.2738
1986,5,3,4,115,3.9611
1986,5,3,5,105,3.8566
1986,6,1,1,478,0.5763
1986,6,1,2,326,2.0549
1986,6,1,3,313,-1.2339
1986,6,1,4,236,-2.3577
1986,6,1,5,485,-0.8882
1986,6,2,1,98,-0.8620
1986,6,2,2,90,-0.6468
1986,6,2,3,100,-0.6970
1986,6,2,4,86,1.2948
1986,6,2,5,115,0.5295
1986,6,3,1,69,0.6545
1986,6,3,2,104,2.3639
1986,6,3,3,133,1.2490
1986,6,3,4,115,0.8958
1986,6,3,5,104,1.0761
1986,7,1,1,658,-9.5545
1986,7,1,2,336,-9.3602
1986,7,1,3,308,-8.9543
1986,7,1,4,255,-8.0292
1986,7,1,5,520,-8.3360
1986,7,2,1,124,-8.6226
1986,7,2,2,108,-9.8124
1986,7,2,3,122,-9.0650
1986,7,2,4,84,-9.2053
1986,7,2,5,124,-10.4091
1986,7,3,1,72,-6.6374
1986,7,3,2,111,-7.0312
1986,7,3,3,125,-4.2100
1986,7,3,4,128,-3.9556
1986,7,3,5,113,-6.0366
1986,8,1,1,649,2.1623
1986,8,1,2,331,1.6431
1986,8,1,3,303,1.5458
1986,8,1,4,254,-0.7874
1986,8,1,5,515,0.2042
1986,8,2,1,124,5.0145
1986,8,2,2,108,3.0799
1986,8,2,3,122,5.6169
1986,8,2,4,84,5.1088
1986,8,2,5,123,1.7157
1986,8,3,1,72,7.8319
1986,8,3,2,110,7.5933
1986,8,3,3,125,7.5164
1986,8,3,4,128,5.5358
1986,8,3,5,113,6.8940
1986,9,1,1,647,-5.8364
1986,9,1,2,329,-5.0557
1986,9,1,3,300,-6.2647
1986,9,1,4,253,-5.4530
1986,9,1,5,513,-6.5824
1986,9,2,1,124,-5.1686
1986,9,2,2,107,-4.1969
1986,9,2,3,122,-6.8688
1986,9,2,4,83,-7.4959
1986,9,2,5,123,-6.9840
1986,9,3,1,72,-5.2213
1986,9,3,2,109,-6.8581
1986,9,3,3,125,-9.3998
1986,9,3,4,127,-8.2617
1986,9,3,5,113,-7.8079
1986,10,1,1,638,1.5660
1986,10,1,2,329,2.0919
1986,10,1,3,298,2.6238
1986,10,1,4,248,1.8997
1986,10,1,5,506,2.6261
1986,10,2,1,123,4.2730
1986,10,2,2,107,4.2876
1986,10,2,3,122,5.8281
1986,10,2,4,83,4.4402
1986,10,2,5,122,4.5326
1986,10,3,1,71,5.1529
1986,10,3,2,109,6.2970
1986,10,3,3,125,6.4792
1986,10,3,4,126,3.9908
1986,10,3,5,113,7.1087
1986,11,1,1,629,0.7555
1986,11,1,2,326,0.0107
1986,11,1,3,297,-1.6535
1986,11,1,4,242,-0.5600
1986,11,1,5,498,-1.3959
1986,11,2,1,122,0.1725
1986,11,2,2,106,0.6129
1986,11,2,3,122,2.0564
1986,11,2,4,83,0.0943
1986,11,2,5,122,-0.0148
1986,11,3,1,70,3.4087
1986,11,3,2,106,2.3817
1986,11,3,3,125,2.8015
1986,11,3,4,125,1.9805
1986,11,3,5,113,2.1871
1986,12,1,1,614,-3.0214
1986,12,1,2,323,-2.7953
1986,12,1,3,291,-2.6725
1986,12,1,4,236,-2.5434
1986,12,1,5,491,-3.4928
1986,12,2,1,122,-2.5019
1986,12,2,2,106,-1.6854
1986,12,2,3,121,-1.9172
1986,12,2,4,82,-2.1747
1986,12,2,5,121,-3.6157
1986,12,3,1,70,-2.2315
1986,12,3,2,106,-3.8483
1986,12,3,3,124,-2.1757
1986,12,3,4,124,-3.7562
1986,12,3,5,113,-2.9030
1987,1,1,1,597,11.1429
1987,1,1,2,318,9.4688
1987,1,1,3,291,11.2776
1987,1,1,4,232,8.9585
1987,1,1,5,480,11.0934
1987,1,2,1,119,11.7557
1987,1,2,2,105,10.5429
1987,1,2,3,119,13.8001
1987,1,2,4,81,13.2120
1987,1,2,5,117,12.6382
1987,1,3,1,69,12.0637
1987,1,3,2,104,13.4000
1987,1,3,3,123,13.1422
1987,1,3,4,121,11.9823
1987,1,3,5,113,16.4121
1987,2,1,1,592,7.6851
1987,2,1,2,315,8.6005
1987,2,1,3,289,8.5730
1987,2,1,4,229,8.2274
1987,2,1,5,476,8.8897
1987,2,2,1,117,7.0307
1987,2,2,2,104,7.0385
1987,2,2,3,119,7.6846
1987,2,2,4,81,8.5867
1987,2,2,5,115,7.2111
1987,2,3,1,68,3.8454
1987,2,3,2,104,3.1173
1987,2,3,3,122,3.4176
1987,2,3,4,121,5.4827
1987,2,3,5,113,5.0173
1987,3,1,1,590,4.5308
1987,3,1,2,313,2.5776
1987,3,1,3,288,1.4955
1987,3,1,4,229,4.3193
1987,3,1,5,474,2.1419
1987,3,2,1,117,0.9503
1987,3,2,2,104,2.4805
1987,3,2,3,118,2.9059
1987,3,2,4,81,0.3520
1987,3,2,5,115,2.2612
1987,3,3,1,67,3.6361
1987,3,3,2,104,5.0895
1987,3,3,3,122,1.7993
1987,3,3,4,121,1.9772
1987,3,3,5,113,2.3751
1987,4,1,1,582,-2.0344
1987,4,1,2,310,-0.5294
1987,4,1,3,285,-0.9407
1987,4,1,4,226,-2.2083
1987,4,1,5,473,-2.8804
1987,4,2,1,117,-3.9502
1987,4,2,2,104,-3.2192
1987,4,2,3,117,-2.1722
1987,4,2,4,81,-4.1304
1987,4,2,5,115,-1.6898
1987,4,3,1,67,-0.9398
1987,4,3,2,104,0.1241
1987,4,3,3,122,-1.8929
1987,4,3,4,120,-0.1622
1987,4,3,5,113,-1.1616
1987,5,1,1,574,0.5656
1987,5,1,2,309,0.9421
1987,5,1,3,283,-0.6172
1987,5,1,4,223,0.9823
1987,5,1,5,470,-0.3068
1987,5,2,1,116,1.1309
1987,5,2,2,104,1.0427
1987,5,2,3,116,0.7671
1987,5,2,4,81,-0.2558
1987,5,2,5,115,-0.5504
1987,5,3,1,66,2.3412
1987,5,3,2,104,0.2832
1987,5,3,3,121,0.9824
1987,5,3,4,120,0.9547
1987,5,3,5,113,0.6426
1987,6,1,1,570,3.2472
1987,6,1,2,310,1.2120
1987,6,1,3,281,-0.2919
1987,6,1,4,223,1.4797
1987,6,1,5,466,1.3872
1987,6,2,1,115,6.0333
1987,6,2,2,104,1.5586
1987,6,2,3,115,1.5248
1987,6,2,4,81,1.7972
1987,6,2,5,114,4.1956
1987,6,3,1,66,5.4398
1987,6,3,2,104,3.9673
1987,6,3,3,121,4.6912
1987,6,3,4,120,4.1025
1987,6,3,5,113,5.5981
1987,7,1,1,572,3.0762
1987,7,1,2,361,2.6813
1987,7,1,3,316,3.8043
1987,7,1,4,336,3.6524
1987,7,1,5,461,3.0054
1987,7,2,1,96,5.1277
1987,7,2,2,105,4.2068
1987,7,2,3,106,4.2666
1987,7,2,4,102,3.4640
1987,7,2,5,115,3.6085
1987,7,3,1,85,5.2591
1987,7,3,2,113,4.3112
1987,7,3,3,115,3.4000
1987,7,3,4,109,4.0055
1987,7,3,5,109,6.1173
1987,8,1,1,564,1.2949
1987,8,1,2,356,0.4467
1987,8,1,3,315,2.8136
1987,8,1,4,332,3.6907
1987,8,1,5,457,0.4836
1987,8,2,1,95,1.8569
1987,8,2,2,105,3.7574
1987,8,2,3,105,3.7106
1987,8,2,4,101,4.1749
1987,8,2,5,115,4.0306
1987,8,3,1,85,5.2875
1987,8,3,2,113,2.4486
1987,8,3,3,115,4.4301
1987,8,3,4,108,2.5895
1987,8,3,5,109,3.6590
1987,9,1,1,560,-1.1571
1987,9,1,2,352,-0.0096
1987,9,1,3,313,-0.2741
1987,9,1,4,329,-0.4220
1987,9,1,5,456,-1.9896
1987,9,2,1,93,0.5452
1987,9,2,2,105,-2.4170
1987,9,2,3,104,-1.2103
1987,9,2,4,101,-1.5041
1987,9,2,5,114,-1.5928
1987,9,3,1,85,-1.8543
1987,9,3,2,112,-1.4530
1987,9,3,3,115,-2.7559
1987,9,3,4,108,-2.6325
1987,9,3,5,107,-3.2866
1987,10,1,1,554,-31.7893
1987,10,1,2,350,-29.2319
1987,10,1,3,309,-32.0737
1987,10,1,4,329,-29.6239
1987,10,1,5,453,-31.0984
1987,10,2,1,90,-30.4309
1987,10,2,2,105,-28.3894
1987,10,2,3,103,-28.6445
1987,10,2,4,100,-28.9042
1987,10,2,5,112,-32.5833
1987,10,3,1,85,-23.3262
1987,10,3,2,111,-18.2463
1987,10,3,3,115,-21.0442
1987,10,3,4,108,-21.1718
1987,10,3,5,106,-24.0762
1987,11,1,1,549,-5.0919
1987,11,1,2,349,-2.7386
1987,11,1,3,303,-6.4770
1987,11,1,4,323,-4.9601
1987,11,1,5,448,-6.3356
1987,11,2,1,88,-5.6474
1987,11,2,2,105,-1.9044
1987,11,2,3,103,-3.4429
1987,11,2,4,99,-3.0439
1987,11,2,5,111,-7.9606
1987,11,3,1,85,-8.7309
1987,11,3,2,111,-8.2804
1987,11,3,3,114,-6.7093
1987,11,3,4,107,-6.8571
1987,11,3,5,105,-7.8631
1987,12,1,1,543,4.1556
1987,12,1,2,346,5.3656
1987,12,1,3,303,6.4829
1987,12,1,4,318,4.9144
1987,12,1,5,441,4.1392
1987,12,2,1,86,9.4789
1987,12,2,2,105,9.9919
1987,12,2,3,103,8.4441
1987,12,2,4,99,9.4201
1987,12,2,5,112,11.0951
1987,12,3,1,84,8.7767
1987,12,3,2,110,7.4625
1987,12,3,3,114,7.1554
1987,12,3,4,107,7.5388
1987,12,3,5,105,8.8368
1988,1,1,1,532,6.2531
1988,1,1,2,342,4.6188
1988,1,1,3,301,4.7296
1988,1,1,4,315,4.7547
1988,1,1,5,438,7.2866
1988,1,2,1,85,3.6942
1988,1,2,2,104,2.8912
1988,1,2,3,102,1.5928
1988,1,2,4,99,2.8593
1988,1,2,5,110,2.3346
1988,1,3,1,84,2.6980
1988,1,3,2,109,7.0767
1988,1,3,3,114,3.0601
1988,1,3,4,107,3.7761
1988,1,3,5,105,3.5268
1988,2,1,1,528,6.2729
1988,2,1,2,339,8.5114
1988,2,1,3,299,8.8372
1988,2,1,4,313,7.6919
1988,2,1,5,434,8.1747
1988,2,2,1,84,11.6820
1988,2,2,2,103,8.6144
1988,2,2,3,101,8.3467
1988,2,2,4,98,7.5582
1988,2,2,5,110,10.0893
1988,2,3,1,83,5.5931
1988,2,3,2,109,3.5783
1988,2,3,3,114,4.5579
1988,2,3,4,107,5.0630
1988,2,3,5,105,6.5936
1988,3,1,1,520,5.2698
1988,3,1,2,335,5.9133
1988,3,1,3,298,6.3874
1988,3,1,4,308,6.8851
1988,3,1,5,430,2.9615
1988,3,2,1,83,5.5205
1988,3,2,2,101,3.0056
1988,3,2,3,101,0.6475
1988,3,2,4,98,3.6540
1988,3,2,5,110,4.1644
1988,3,3,1,83,-1.4449
1988,3,3,2,109,-0.7727
1988,3,3,3,114,-3.8393
1988,3,3,4,107,-2.4560
1988,3,3,5,105,-3.0617
1988,4,1,1,512,2.2700
1988,4,1,2,332,1.2961
1988,4,1,3,294,1.7738
1988,4,1,4,307,2.5949
1988,4,1,5,425,1.7753
1988,4,2,1,83,2.5389
1988,4,2,2,100,2.8079
1988,4,2,3,101,1.3753
1988,4,2,4,97,2.3304
1988,4,2,5,110,1.5087
1988,4,3,1,82,0.0305
1988,4,3,2,108,1.2621
1988,4,3,3,114,1.7694
1988,4,3,4,107,0.7066
1988,4,3,5,105,0.5298
1988,5,1,1,506,-1.0175
1988,5,1,2,331,-1.8954
1988,5,1,3,293,-2.5661
1988,5,1,4,307,-1.8258
1988,5,1,5,416,-1.7549
1988,5,2,1,83,-1.1679
1988,5,2,2,99,-1.7188
1988,5,2,3,101,-1.4060
1988,5,2,4,97,-1.0754
1988,5,2,5,107,-1.7481
1988,5,3,1,82,-0.7266
1988,5,3,2,107,1.1959
1988,5,3,3,114,0.2705
1988,5,3,4,107,-0.1630
1988,5,3,5,104,-0.1805
1988,6,1,1,498,5.4143
1988,6,1,2,326,6.1297
1988,6,1,3,291,7.0727
1988,6,1,4,300,4.9565
1988,6,1,5,410,7.1599
1988,6,2,1,81,7.2664
1988,6,2,2,98,8.6235
1988,6,2,3,101,7.8373
1988,6,2,4,96,6.6274
1988,6,2,5,106,7.4071
1988,6,3,1,81,3.7830
1988,6,3,2,107,2.0902
1988,6,3,3,114,6.6198
1988,6,3,4,106,5.3746
1988,6,3,5,104,5.7184
1988,7,1,1,515,-0.5030
1988,7,1,2,349,0.5841
1988,7,1,3,374,-0.5570
1988,7,1,4,272,0.7753
1988,7,1,5,544,-0.1412
1988,7,2,1,100,-0.1018
1988,7,2,2,92,-0.1589
1988,7,2,3,113,-2.6451
1988,7,2,4,108,-1.0991
1988,7,2,5,148,-1.0805
1988,7,3,1,89,-0.2400
1988,7,3,2,108,-0.8271
1988,7,3,3,139,-1.2043
1988,7,3,4,109,-1.0601
1988,7,3,5,92,-1.2911
1988,8,1,1,511,-0.9830
1988,8,1,2,349,-1.8866
1988,8,1,3,368,-2.7852
1988,8,1,4,269,-3.2568
1988,8,1,5,540,-3.1149
1988,8,2,1,100,-3.7133
1988,8,2,2,92,-2.7908
1988,8,2,3,112,-3.0284
1988,8,2,4,107,-2.3639
1988,8,2,5,146,-2.8879
1988,8,3,1,88,-2.8466
1988,8,3,2,108,-2.6981
1988,8,3,3,139,-4.4886
1988,8,3,4,108,-2.6239
1988,8,3,5,92,-2.2993
1988,9,1,1,503,1.0113
1988,9,1,2,346,3.2738
1988,9,1,3,368,3.0444
1988,9,1,4,267,0.9618
1988,9,1,5,529,2.4668
1988,9,2,1,97,3.7761
1988,9,2,2,90,2.6592
1988,9,2,3,112,2.0166
1988,9,2,4,106,3.0111
1988,9,2,5,145,1.8963
1988,9,3,1,88,4.1348
1988,9,3,2,108,3.4038
1988,9,3,3,139,3.8798
1988,9,3,4,107,5.0512
1988,9,3,5,92,5.9197
1988,10,1,1,495,-1.5680
1988,10,1,2,343,-2.1220
1988,10,1,3,367,-0.0302
1988,10,1,4,266,-2.5489
1988,10,1,5,525,-2.3519
1988,10,2,1,97,-0.2186
1988,10,2,2,87,-0.3440
1988,10,2,3,112,-1.0779
1988,10,2,4,105,1.2431
1988,10,2,5,142,-0.2782
1988,10,3,1,88,4.3611
1988,10,3,2,108,2.8233
1988,10,3,3,139,2.7273
1988,10,3,4,107,1.9982
1988,10,3,5,91,1.8969
1988,11,1,1,487,-5.0085
1988,11,1,2,342,-3.8431
1988,11,1,3,365,-3.5254
1988,11,1,4,266,-3.7244
1988,11,1,5,517,-4.2764
1988,11,2,1,97,-2.9067
1988,11,2,2,87,-2.8333
1988,11,2,3,112,-2.9697
1988,11,2,4,104,-2.4806
1988,11,2,5,139,-2.5404
1988,11,3,1,87,-0.3808
1988,11,3,2,107,-0.7020
1988,11,3,3,139,-1.0754
1988,11,3,4,107,-2.4979
1988,11,3,5,89,-1.5668
1988,12,1,1,482,3.2885
1988,12,1,2,338,3.1139
1988,12,1,3,363,5.7882
1988,12,1,4,262,3.1377
1988,12,1,5,511,3.3065
1988,12,2,1,96,6.3288
1988,12,2,2,87,4.6705
1988,12,2,3,112,4.8060
1988,12,2,4,103,3.3720
1988,12,2,5,136,3.3554
1988,12,3,1,86,2.6180
1988,12,3,2,106,1.5893
1988,12,3,3,139,1.9692
1988,12,3,4,107,2.2217
1988,12,3,5,89,2.5192
1989,1,1,1,479,6.6858
1989,1,1,2,332,4.7114
1989,1,1,3,357,4.6928
1989,1,1,4,260,3.4999
1989,1,1,5,502,5.2787
1989,1,2,1,96,6.3422
1989,1,2,2,87,5.0041
1989,1,2,3,112,3.8195
1989,1,2,4,102,3.8800
1989,1,2,5,135,4.3130
1989,1,3,1,86,5.8149
1989,1,3,2,106,6.4281
1989,1,3,3,139,7.2297
1989,1,3,4,106,6.1544
1989,1,3,5,88,7.2624
1989,2,1,1,474,1.5907
1989,2,1,2,330,-0.2568
1989,2,1,3,353,0.7650
1989,2,1,4,254,1.1912
1989,2,1,5,500,0.2201
1989,2,2,1,95,0.6350
1989,2,2,2,87,0.8886
1989,2,2,3,111,3.6910
1989,2,2,4,101,0.1142
1989,2,2,5,135,0.8211
1989,2,3,1,86,-0.1854
1989,2,3,2,106,-2.4291
1989,2,3,3,138,-2.7150
1989,2,3,4,105,-2.6701
1989,2,3,5,88,-2.0537
1989,3,1,1,468,3.0030
1989,3,1,2,330,3.3448
1989,3,1,3,348,2.2527
1989,3,1,4,251,3.1842
1989,3,1,5,494,1.9421
1989,3,2,1,93,3.7879
1989,3,2,2,87,2.3293
1989,3,2,3,111,3.1071
1989,3,2,4,101,1.9619
1989,3,2,5,134,3.6819
1989,3,3,1,86,3.4590
1989,3,3,2,106,2.2337
1989,3,3,3,138,0.3973
1989,3,3,4,105,2.9529
1989,3,3,5,88,1.7179
1989,4,1,1,460,2.4449
1989,4,1,2,328,3.0501
1989,4,1,3,343,4.1900
1989,4,1,4,251,4.5330
1989,4,1,5,491,2.2111
1989,4,2,1,93,6.1677
1989,4,2,2,87,4.8477
1989,4,2,3,111,5.4423
1989,4,2,4,100,4.2839
1989,4,2,5,131,3.6176
1989,4,3,1,86,4.2724
1989,4,3,2,106,5.5780
1989,4,3,3,137,5.9040
1989,4,3,4,105,5.8090
1989,4,3,5,88,4.6443
1989,5,1,1,456,3.1456
1989,5,1,2,328,2.6388
1989,5,1,3,343,3.7146
1989,5,1,4,250,5.7831
1989,5,1,5,483,2.8373
1989,5,2,1,93,3.5302
1989,5,2,2,87,4.2588
1989,5,2,3,110,4.9053
1989,5,2,4,98,5.5622
1989,5,2,5,130,4.1502
1989,5,3,1,86,4.9927
1989,5,3,2,106,4.5981
1989,5,3,3,137,3.1989
1989,5,3,4,105,5.5749
1989,5,3,5,87,4.3746
1989,6,1,1,450,-0.3923
1989,6,1,2,325,-1.8933
1989,6,1,3,337,-2.1760
1989,6,1,4,248,-2.3293
1989,6,1,5,478,-1.2222
1989,6,2,1,92,-1.1883
1989,6,2,2,86,-0.4857
1989,6,2,3,110,-1.1269
1989,6,2,4,98,-0.4619
1989,6,2,5,129,-3.1104
1989,6,3,1,85,-0.1744
1989,6,3,2,106,-1.1803
1989,6,3,3,136,-1.0628
1989,6,3,4,105,-0.8007
1989,6,3,5,86,-1.1943
1989,7,1,1,595,4.1225
1989,7,1,2,376,2.0912
1989,7,1,3,326,2.3333
1989,7,1,4,303,1.7251
1989,7,1,5,540,2.1729
1989,7,2,1,114,4.8501
1989,7,2,2,124,3.7480
1989,7,2,3,109,4.1498
1989,7,2,4,102,4.4361
1989,7,2,5,118,5.2879
1989,7,3,1,99,8.5007
1989,7,3,2,130,9.0692
1989,7,3,3,127,7.9141
1989,7,3,4,118,7.7937
1989,7,3,5,95,8.9253
1989,8,1,1,588,1.8709
1989,8,1,2,375,2.5401
1989,8,1,3,325,1.5387
1989,8,1,4,301,1.2138
1989,8,1,5,539,1.5915
1989,8,2,1,114,2.4661
1989,8,2,2,124,1.7496
1989,8,2,3,109,2.4837
1989,8,2,4,101,3.7521
1989,8,2,5,118,3.1088
1989,8,3,1,97,2.8980
1989,8,3,2,129,3.4670
1989,8,3,3,127,1.4605
1989,8,3,4,117,0.1364
1989,8,3,5,94,2.4195
1989,9,1,1,579,-0.3221
1989,9,1,2,373,1.5288
1989,9,1,3,323,0.5432
1989,9,1,4,300,-0.6487
1989,9,1,5,531,-1.4220
1989,9,2,1,113,1.4134
1989,9,2,2,123,1.4201
1989,9,2,3,109,0.4273
1989,9,2,4,100,1.0438
1989,9,2,5,115,-0.3216
1989,9,3,1,96,-0.9996
1989,9,3,2,128,-0.7844
1989,9,3,3,126,0.9096
1989,9,3,4,116,-1.1897
1989,9,3,5,94,-1.2650
1989,10,1,1,575,-6.4282
1989,10,1,2,368,-4.7815
1989,10,1,3,320,-6.7372
1989,10,1,4,297,-5.2757
1989,10,1,5,525,-5.0962
1989,10,2,1,112,-7.2005
1989,10,2,2,122,-5.0476
1989,10,2,3,108,-4.1516
1989,10,2,4,100,-4.0071
1989,10,2,5,115,-6.7563
1989,10,3,1,96,-1.3182
1989,10,3,2,128,-2.1010
1989,10,3,3,126,-1.7828
1989,10,3,4,116,-2.6304
1989,10,3,5,94,-3.4757
1989,11,1,1,571,0.0139
1989,11,1,2,363,-0.0776
1989,11,1,3,319,-0.0882
1989,11,1,4,295,-2.3595
1989,11,1,5,519,-0.0754
1989,11,2,1,112,1.0191
1989,11,2,2,122,2.4118
1989,11,2,3,108,1.1309
1989,11,2,4,99,1.8784
1989,11,2,5,115,0.8322
1989,11,3,1,95,2.4781
1989,11,3,2,128,3.5111
1989,11,3,3,126,0.5824
1989,11,3,4,116,2.1484
1989,11,3,5,94,1.5578
1989,12,1,1,562,-0.7542
1989,12,1,2,362,3.0108
1989,12,1,3,315,0.0056
1989,12,1,4,296,-0.8751
1989,12,1,5,515,-2.0034
1989,12,2,1,111,0.3277
1989,12,2,2,121,1.2642
1989,12,2,3,108,2.2034
1989,12,2,4,97,1.0098
1989,12,2,5,113,-0.4861
1989,12,3,1,95,2.5328
1989,12,3,2,128,3.2360
1989,12,3,3,126,3.8375
1989,12,3,4,116,3.5215
1989,12,3,5,94,0.6202
1990,1,1,1,558,-7.5521
1990,1,1,2,360,-8.5521
1990,1,1,3,314,-7.1774
1990,1,1,4,294,-6.6765
1990,1,1,5,513,-8.6566
1990,1,2,1,110,-9.2398
1990,1,2,2,120,-8.3462
1990,1,2,3,108,-7.7052
1990,1,2,4,96,-8.3121
1990,1,2,5,113,-7.8712
1990,1,3,1,94,-6.2841
1990,1,3,2,127,-7.1417
1990,1,3,3,126,-6.3683
1990,1,3,4,116,-5.7262
1990,1,3,5,93,-7.0783
1990,2,1,1,552,3.1323
1990,2,1,2,360,2.5245
1990,2,1,3,312,2.5324
1990,2,1,4,294,2.3914
1990,2,1,5,507,2.1192
1990,2,2,1,108,2.4440
1990,2,2,2,118,3.0122
1990,2,2,3,107,4.4259
1990,2,2,4,96,1.5744
1990,2,2,5,111,2.0683
1990,2,3,1,94,1.7998
1990,2,3,2,126,1.7217
1990,2,3,3,125,1.2216
1990,2,3,4,114,1.1137
1990,2,3,5,93,1.5620
1990,3,1,1,549,4.6782
1990,3,1,2,357,4.1486
1990,3,1,3,310,3.5215
1990,3,1,4,291,2.0866
1990,3,1,5,505,3.6691
1990,3,2,1,106,5.0653
1990,3,2,2,118,3.9933
1990,3,2,3,107,3.3613
1990,3,2,4,94,4.2400
1990,3,2,5,111,5.6373
1990,3,3,1,94,2.7949
1990,3,3,2,126,3.2567
1990,3,3,3,125,2.1904
1990,3,3,4,114,2.4907
1990,3,3,5,93,4.5406
1990,4,1,1,543,-3.0093
1990,4,1,2,355,-3.6263
1990,4,1,3,309,-0.0763
1990,4,1,4,292,-2.9599
1990,4,1,5,496,-3.3347
1990,4,2,1,106,-2.6470
1990,4,2,2,118,-2.4058
1990,4,2,3,107,-2.3314
1990,4,2,4,93,-2.9430
1990,4,2,5,110,-2.2576
1990,4,3,1,94,-2.6137
1990,4,3,2,126,-2.4179
1990,4,3,3,125,-2.7112
1990,4,3,4,114,-1.7630
1990,4,3,5,92,-1.2935
1990,5,1,1,537,6.8921
1990,5,1,2,352,8.4187
1990,5,1,3,306,7.2255
1990,5,1,4,290,5.5987
1990,5,1,5,492,5.8671
1990,5,2,1,106,6.2027
1990,5,2,2,118,8.7214
1990,5,2,3,107,7.7852
1990,5,2,4,93,8.1354
1990,5,2,5,109,6.3395
1990,5,3,1,93,9.4296
1990,5,3,2,126,9.8149
1990,5,3,3,125,7.8223
1990,5,3,4,114,9.9069
1990,5,3,5,92,9.0262
1990,6,1,1,529,0.8897
1990,6,1,2,347,1.6766
1990,6,1,3,304,1.3303
1990,6,1,4,288,0.2127
1990,6,1,5,487,1.4553
1990,6,2,1,106,1.0082
1990,6,2,2,118,-0.5201
1990,6,2,3,106,1.2577
1990,6,2,4,93,0.1854
1990,6,2,5,108,0.1398
1990,6,3,1,93,-0.5722
1990,6,3,2,126,0.2556
1990,6,3,3,125,-1.6457
1990,6,3,4,114,-0.5116
1990,6,3,5,92,0.7860
1990,7,1,1,556,-4.5426
1990,7,1,2,386,-3.0632
1990,7,1,3,353,-3.1207
1990,7,1,4,259,-4.2261
1990,7,1,5,520,-6.0327
1990,7,2,1,115,-1.5987
1990,7,2,2,125,-4.4147
1990,7,2,3,120,-2.6023
1990,7,2,4,98,-3.6134
1990,7,2,5,139,-4.4273
1990,7,3,1,93,1.2448
1990,7,3,2,106,2.0458
1990,7,3,3,150,-1.0862
1990,7,3,4,117,-0.6112
1990,7,3,5,117,-2.2728
1990,8,1,1,551,-12.7783
1990,8,1,2,381,-12.7989
1990,8,1,3,350,-12.6800
1990,8,1,4,257,-14.0020
1990,8,1,5,510,-16.4488
1990,8,2,1,114,-13.5168
