year,month,rank_ME,rank_dNCA,nstocks,ret_vw
1981,5,1,3,214,3.3679
1981,5,1,4,172,5.0782
1981,5,1,5,252,5.2771
1981,5,2,1,118,1.7634
1981,5,2,2,107,2.1428
1981,5,2,3,112,3.4724
1981,5,2,4,106,3.5997
1981,5,2,5,160,5.0125
1981,5,3,1,67,-1.7149
1981,5,3,2,134,-0.0347
1981,5,3,3,143,-0.4791
1981,5,3,4,159,0.5224
1981,5,3,5,150,1.9678
1981,6,1,1,675,-1.1295
1981,6,1,2,306,-0.1837
1981,6,1,3,213,-0.6885
1981,6,1,4,170,-4.4122
1981,6,1,5,252,-1.5611
1981,6,2,1,118,-0.9616
1981,6,2,2,106,-0.8791
1981,6,2,3,111,-2.5306
1981,6,2,4,105,-4.2654
1981,6,2,5,158,-4.3590
1981,6,3,1,66,-3.1018
1981,6,3,2,134,-1.0512
1981,6,3,3,143,-0.2909
1981,6,3,4,158,0.0643
1981,6,3,5,150,-1.4590
1981,7,1,1,791,-2.8453
1981,7,1,2,323,-4.0714
1981,7,1,3,247,-2.1661
1981,7,1,4,176,-2.3358
1981,7,1,5,283,-2.7344
1981,7,2,1,120,-0.8918
1981,7,2,2,110,-2.8573
1981,7,2,3,104,-1.7825
1981,7,2,4,106,-2.8886
1981,7,2,5,169,-1.2214
1981,7,3,1,60,-1.0805
1981,7,3,2,113,-2.2841
1981,7,3,3,140,-1.9047
1981,7,3,4,168,0.9388
1981,7,3,5,181,3.6713
1981,8,1,1,783,-8.4196
1981,8,1,2,322,-8.3946
1981,8,1,3,246,-6.1103
1981,8,1,4,176,-8.3775
1981,8,1,5,282,-10.8870
1981,8,2,1,119,-7.1888
1981,8,2,2,110,-6.8699
1981,8,2,3,103,-6.9095
1981,8,2,4,106,-6.1595
1981,8,2,5,167,-8.3009
1981,8,3,1,60,-5.7351
1981,8,3,2,111,-6.1086
1981,8,3,3,140,-5.8943
1981,8,3,4,168,-4.9538
1981,8,3,5,181,-5.8475
1981,9,1,1,777,-8.1934
1981,9,1,2,320,-7.8337
1981,9,1,3,244,-8.3400
1981,9,1,4,174,-9.1592
1981,9,1,5,280,-12.2394
1981,9,2,1,119,-7.3653
1981,9,2,2,110,-6.7573
1981,9,2,3,103,-5.7987
1981,9,2,4,106,-6.6620
1981,9,2,5,167,-10.2628
1981,9,3,1,59,-4.9232
1981,9,3,2,111,-3.6433
1981,9,3,3,139,-5.7845
1981,9,3,4,168,-3.6449
1981,9,3,5,178,-9.4811
1981,10,1,1,760,8.3517
1981,10,1,2,316,9.0598
1981,10,1,3,244,7.3941
1981,10,1,4,173,7.8262
1981,10,1,5,277,8.0641
1981,10,2,1,119,9.5418
1981,10,2,2,109,7.3385
1981,10,2,3,102,6.3546
1981,10,2,4,106,5.3405
1981,10,2,5,167,7.7706
1981,10,3,1,59,4.4011
1981,10,3,2,111,7.1847
1981,10,3,3,139,3.7816
1981,10,3,4,168,4.4304
1981,10,3,5,177,8.1995
1981,11,1,1,760,1.4974
1981,11,1,2,317,2.3797
1981,11,1,3,243,2.9065
1981,11,1,4,174,2.4361
1981,11,1,5,278,-0.0982
1981,11,2,1,117,1.2613
1981,11,2,2,108,3.0826
1981,11,2,3,103,3.0137
1981,11,2,4,105,5.6756
1981,11,2,5,167,2.5874
1981,11,3,1,58,3.7523
1981,11,3,2,111,4.6262
1981,11,3,3,138,4.1575
1981,11,3,4,168,4.7442
1981,11,3,5,176,4.3942
1981,12,1,1,753,-1.2426
1981,12,1,2,316,-0.9395
1981,12,1,3,242,-0.3273
1981,12,1,4,174,-2.2957
1981,12,1,5,279,-4.8142
1981,12,2,1,116,-0.3435
1981,12,2,2,108,0.6522
1981,12,2,3,103,-1.1424
1981,12,2,4,104,-1.8182
1981,12,2,5,167,-3.2098
1981,12,3,1,58,0.9957
1981,12,3,2,111,-2.0662
1981,12,3,3,139,-2.3615
1981,12,3,4,168,-3.3961
1981,12,3,5,175,-2.7521
1982,1,1,1,747,-0.3769
1982,1,1,2,315,-0.5783
1982,1,1,3,241,-2.7084
1982,1,1,4,173,-1.0613
1982,1,1,5,276,-4.0632
1982,1,2,1,114,-3.9382
1982,1,2,2,107,-3.8914
1982,1,2,3,103,-2.7545
1982,1,2,4,104,-3.6594
1982,1,2,5,167,-5.5393
1982,1,3,1,57,-1.6989
1982,1,3,2,111,-0.7306
1982,1,3,3,139,-2.0805
1982,1,3,4,168,-1.6983
1982,1,3,5,174,-3.4969
1982,2,1,1,743,-3.2370
1982,2,1,2,316,-3.7920
1982,2,1,3,239,-2.5930
1982,2,1,4,171,-3.1236
1982,2,1,5,276,-6.7674
1982,2,2,1,115,-3.5335
1982,2,2,2,107,-3.9199
1982,2,2,3,103,-1.9987
1982,2,2,4,103,-5.2814
1982,2,2,5,167,-7.2678
1982,2,3,1,56,-2.6558
1982,2,3,2,111,-3.5107
1982,2,3,3,139,-3.4654
1982,2,3,4,168,-4.7387
1982,2,3,5,173,-8.2278
1982,3,1,1,735,-1.4857
1982,3,1,2,314,-0.5673
1982,3,1,3,240,-0.5920
1982,3,1,4,169,0.9566
1982,3,1,5,274,-1.6210
1982,3,2,1,114,-0.1791
1982,3,2,2,107,0.5757
1982,3,2,3,102,1.9048
1982,3,2,4,103,0.2100
1982,3,2,5,167,-2.7466
1982,3,3,1,56,-1.1518
1982,3,3,2,111,-0.1175
1982,3,3,3,139,-0.7299
1982,3,3,4,168,0.3072
1982,3,3,5,173,-2.0899
1982,4,1,1,730,5.0650
1982,4,1,2,309,6.6443
1982,4,1,3,238,6.2032
1982,4,1,4,169,5.1851
1982,4,1,5,272,7.3169
1982,4,2,1,114,6.8674
1982,4,2,2,106,5.7426
1982,4,2,3,102,3.8414
1982,4,2,4,102,5.9800
1982,4,2,5,164,5.9528
1982,4,3,1,56,6.1958
1982,4,3,2,111,5.0944
1982,4,3,3,138,3.6478
1982,4,3,4,166,2.6852
1982,4,3,5,173,6.8700
1982,5,1,1,722,-2.5828
1982,5,1,2,307,-1.7828
1982,5,1,3,236,-1.2420
1982,5,1,4,169,-1.1927
1982,5,1,5,270,0.3920
1982,5,2,1,113,-2.6265
1982,5,2,2,105,-4.5758
1982,5,2,3,102,-2.0171
1982,5,2,4,102,-1.8269
1982,5,2,5,165,-3.5916
1982,5,3,1,55,-4.5740
1982,5,3,2,111,-4.4881
1982,5,3,3,138,-3.6399
1982,5,3,4,166,-1.0213
1982,5,3,5,171,-2.2936
1982,6,1,1,715,-2.0580
1982,6,1,2,303,-1.9623
1982,6,1,3,234,-1.7715
1982,6,1,4,168,-2.9189
1982,6,1,5,269,-3.2176
1982,6,2,1,112,-2.8744
1982,6,2,2,105,-0.7204
1982,6,2,3,102,-1.2589
1982,6,2,4,102,0.3231
1982,6,2,5,165,-2.8168
1982,6,3,1,55,-0.6000
1982,6,3,2,111,-0.4681
1982,6,3,3,137,-0.4754
1982,6,3,4,166,-1.7540
1982,6,3,5,172,-3.8215
1982,7,1,1,678,-0.3709
1982,7,1,2,358,-0.0192
1982,7,1,3,271,-1.7419
1982,7,1,4,200,0.6460
1982,7,1,5,357,-5.1274
1982,7,2,1,112,0.0927
1982,7,2,2,107,0.5251
1982,7,2,3,106,-1.2897
1982,7,2,4,102,-1.4232
1982,7,2,5,150,-3.9432
1982,7,3,1,61,-1.4559
1982,7,3,2,106,-1.1209
1982,7,3,3,148,-1.6086
1982,7,3,4,162,0.1967
1982,7,3,5,170,-6.8636
1982,8,1,1,668,4.6824
1982,8,1,2,356,4.7122
1982,8,1,3,268,6.8474
1982,8,1,4,200,7.8517
1982,8,1,5,353,6.3382
1982,8,2,1,109,9.5265
1982,8,2,2,107,11.5195
1982,8,2,3,106,9.5193
1982,8,2,4,101,10.6007
1982,8,2,5,150,7.9032
1982,8,3,1,61,12.3884
1982,8,3,2,106,12.4214
1982,8,3,3,148,12.6127
1982,8,3,4,160,12.4977
1982,8,3,5,168,12.5286
1982,9,1,1,666,4.1847
1982,9,1,2,356,4.9098
1982,9,1,3,269,4.1995
1982,9,1,4,200,2.5321
1982,9,1,5,355,0.2760
1982,9,2,1,109,3.7211
1982,9,2,2,105,3.4639
1982,9,2,3,106,5.0656
1982,9,2,4,101,3.1372
1982,9,2,5,150,0.8524
1982,9,3,1,59,0.0917
1982,9,3,2,106,0.7983
1982,9,3,3,148,1.2559
1982,9,3,4,160,0.5978
1982,9,3,5,169,1.5349
1982,10,1,1,659,11.8463
1982,10,1,2,351,12.9131
1982,10,1,3,268,14.1760
1982,10,1,4,197,13.7281
1982,10,1,5,353,14.7958
1982,10,2,1,106,12.0576
1982,10,2,2,103,12.3139
1982,10,2,3,105,10.9730
1982,10,2,4,101,12.6333
1982,10,2,5,150,15.0799
1982,10,3,1,59,15.0304
1982,10,3,2,105,11.6313
1982,10,3,3,148,10.9484
1982,10,3,4,160,9.2196
1982,10,3,5,169,11.3175
1982,11,1,1,653,10.2153
1982,11,1,2,350,11.1984
1982,11,1,3,267,10.8223
1982,11,1,4,196,9.1163
1982,11,1,5,352,6.3380
1982,11,2,1,105,11.2298
1982,11,2,2,103,7.9429
1982,11,2,3,104,8.7711
1982,11,2,4,100,7.5906
1982,11,2,5,149,6.8465
1982,11,3,1,59,5.6671
1982,11,3,2,104,4.5409
1982,11,3,3,148,5.4040
1982,11,3,4,160,5.2095
1982,11,3,5,169,1.4562
1982,12,1,1,650,2.0592
1982,12,1,2,348,3.3538
1982,12,1,3,265,1.5139
1982,12,1,4,196,0.5150
1982,12,1,5,348,2.9276
1982,12,2,1,105,1.4853
1982,12,2,2,103,1.1316
1982,12,2,3,103,3.1894
1982,12,2,4,99,0.3731
1982,12,2,5,149,1.0870
1982,12,3,1,59,1.9643
1982,12,3,2,104,0.5819
1982,12,3,3,148,0.8022
1982,12,3,4,159,2.8948
1982,12,3,5,169,1.4638
1983,1,1,1,647,10.5622
1983,1,1,2,347,8.9199
1983,1,1,3,263,9.3763
1983,1,1,4,196,7.9892
1983,1,1,5,347,10.1987
1983,1,2,1,103,5.0012
1983,1,2,2,102,5.3878
1983,1,2,3,103,5.7934
1983,1,2,4,99,6.5885
1983,1,2,5,149,8.6948
1983,1,3,1,58,5.1078
1983,1,3,2,104,2.8187
1983,1,3,3,148,3.0597
1983,1,3,4,158,5.1195
1983,1,3,5,169,3.8434
1983,2,1,1,636,8.1332
1983,2,1,2,346,6.2871
1983,2,1,3,258,6.6208
1983,2,1,4,194,7.4822
1983,2,1,5,343,0.8983
1983,2,2,1,102,7.9778
1983,2,2,2,102,5.8248
1983,2,2,3,101,7.5899
1983,2,2,4,100,4.8284
1983,2,2,5,147,2.8135
1983,2,3,1,58,3.5467
1983,2,3,2,103,4.0722
1983,2,3,3,147,3.2474
1983,2,3,4,158,2.2181
1983,2,3,5,169,1.6127
1983,3,1,1,632,6.0567
1983,3,1,2,344,8.3115
1983,3,1,3,256,4.2247
1983,3,1,4,194,4.3744
1983,3,1,5,338,3.1673
1983,3,2,1,102,6.8238
1983,3,2,2,101,5.5078
1983,3,2,3,101,4.8798
1983,3,2,4,99,2.5927
1983,3,2,5,147,2.0690
1983,3,3,1,56,2.7666
1983,3,3,2,104,4.9947
1983,3,3,3,147,3.6126
1983,3,3,4,158,1.3701
1983,3,3,5,169,3.1280
1983,4,1,1,629,7.7388
1983,4,1,2,344,7.4298
1983,4,1,3,254,8.1741
1983,4,1,4,190,6.1265
1983,4,1,5,337,7.1147
1983,4,2,1,101,9.1192
1983,4,2,2,101,6.9658
1983,4,2,3,101,4.2726
1983,4,2,4,99,7.6454
1983,4,2,5,147,5.7898
1983,4,3,1,56,6.5501
1983,4,3,2,104,5.5322
1983,4,3,3,146,6.2845
1983,4,3,4,158,7.1354
1983,4,3,5,168,7.3945
1983,5,1,1,626,9.6939
1983,5,1,2,342,8.3942
1983,5,1,3,253,8.9898
1983,5,1,4,189,11.5300
1983,5,1,5,334,13.9228
1983,5,2,1,101,5.3621
1983,5,2,2,101,3.2378
1983,5,2,3,101,3.7513
1983,5,2,4,100,5.3797
1983,5,2,5,147,8.3730
1983,5,3,1,56,2.5997
1983,5,3,2,104,0.2224
1983,5,3,3,146,-1.0087
1983,5,3,4,158,-1.1010
1983,5,3,5,168,2.0229
1983,6,1,1,624,6.1281
1983,6,1,2,337,4.3521
1983,6,1,3,253,4.9212
1983,6,1,4,187,3.7680
1983,6,1,5,334,2.6730
1983,6,2,1,101,8.2377
1983,6,2,2,101,4.4754
1983,6,2,3,100,6.6937
1983,6,2,4,99,6.1721
1983,6,2,5,147,5.4204
1983,6,3,1,56,1.9360
1983,6,3,2,104,4.7726
1983,6,3,3,146,2.4910
1983,6,3,4,157,4.2184
1983,6,3,5,168,5.0596
1983,7,1,1,653,-0.9744
1983,7,1,2,400,-2.4775
1983,7,1,3,298,-2.4241
1983,7,1,4,256,-2.2417
1983,7,1,5,448,-3.6062
1983,7,2,1,97,-3.1385
1983,7,2,2,128,-3.0650
1983,7,2,3,133,-2.8038
1983,7,2,4,98,-2.9303
1983,7,2,5,138,-2.5263
1983,7,3,1,73,-4.5269
1983,7,3,2,107,-0.7470
1983,7,3,3,126,-3.0388
1983,7,3,4,178,-4.1826
1983,7,3,5,167,-3.9154
1983,8,1,1,647,-3.7830
1983,8,1,2,400,-2.5039
1983,8,1,3,295,-4.5323
1983,8,1,4,255,-4.2820
1983,8,1,5,447,-3.7763
1983,8,2,1,97,-4.6198
1983,8,2,2,128,-4.3856
1983,8,2,3,133,-2.6971
1983,8,2,4,98,-2.1269
1983,8,2,5,138,-2.6117
1983,8,3,1,73,1.5524
1983,8,3,2,106,-0.2411
1983,8,3,3,126,1.7383
1983,8,3,4,178,2.0749
1983,8,3,5,167,1.4333
1983,9,1,1,640,-0.4718
1983,9,1,2,399,-0.1994
1983,9,1,3,293,1.4391
1983,9,1,4,253,0.7766
1983,9,1,5,446,-2.4038
1983,9,2,1,97,3.8757
1983,9,2,2,127,3.1783
1983,9,2,3,131,3.9400
1983,9,2,4,97,2.0581
1983,9,2,5,138,0.4897
1983,9,3,1,73,1.8715
1983,9,3,2,106,4.5887
1983,9,3,3,126,2.1298
1983,9,3,4,178,0.7941
1983,9,3,5,166,0.8562
1983,10,1,1,637,-5.5108
1983,10,1,2,398,-5.7576
1983,10,1,3,291,-6.1518
1983,10,1,4,249,-5.7822
1983,10,1,5,444,-8.1502
1983,10,2,1,97,-4.5234
1983,10,2,2,127,-5.1400
1983,10,2,3,130,-4.9969
1983,10,2,4,97,-6.3967
1983,10,2,5,137,-7.6009
1983,10,3,1,72,-1.2531
1983,10,3,2,106,-1.1579
1983,10,3,3,125,0.0637
1983,10,3,4,178,-2.4959
1983,10,3,5,165,-2.3734
1983,11,1,1,633,4.6166
1983,11,1,2,396,5.8093
1983,11,1,3,288,3.0269
1983,11,1,4,248,1.6111
1983,11,1,5,442,1.0908
1983,11,2,1,97,6.5123
1983,11,2,2,127,6.5240
1983,11,2,3,129,4.8008
1983,11,2,4,96,5.8172
1983,11,2,5,135,4.2182
1983,11,3,1,72,5.9769
1983,11,3,2,105,0.5140
1983,11,3,3,125,3.3127
1983,11,3,4,178,2.1113
1983,11,3,5,165,1.4318
1983,12,1,1,627,-0.9539
1983,12,1,2,395,-1.5165
1983,12,1,3,289,-1.1870
1983,12,1,4,246,-1.5338
1983,12,1,5,442,-3.3657
1983,12,2,1,97,-0.9256
1983,12,2,2,126,-1.4132
1983,12,2,3,129,-1.5559
1983,12,2,4,96,-2.1698
1983,12,2,5,135,-1.0467
1983,12,3,1,72,-0.7160
1983,12,3,2,105,0.8974
1983,12,3,3,125,-0.5722
1983,12,3,4,178,-0.5059
1983,12,3,5,165,-2.5805
1984,1,1,1,624,0.4958
1984,1,1,2,391,-0.1397
1984,1,1,3,287,0.0516
1984,1,1,4,242,-1.1600
1984,1,1,5,440,-0.7593
1984,1,2,1,96,-1.5321
1984,1,2,2,126,-2.7116
1984,1,2,3,129,-1.9143
1984,1,2,4,96,-3.4922
1984,1,2,5,135,-4.0875
1984,1,3,1,72,-3.8185
1984,1,3,2,105,-4.3719
1984,1,3,3,123,-1.0117
1984,1,3,4,177,1.6506
1984,1,3,5,164,-1.3266
1984,2,1,1,615,-6.1666
1984,2,1,2,391,-5.8771
1984,2,1,3,281,-5.2488
1984,2,1,4,240,-5.4251
1984,2,1,5,433,-6.4875
1984,2,2,1,95,-5.4244
1984,2,2,2,126,-5.2891
1984,2,2,3,129,-4.5549
1984,2,2,4,96,-5.9784
1984,2,2,5,135,-5.0025
1984,2,3,1,72,-5.7872
1984,2,3,2,105,-4.8155
1984,2,3,3,123,-3.0325
1984,2,3,4,176,-2.4123
1984,2,3,5,164,-3.9783
1984,3,1,1,609,1.9969
1984,3,1,2,386,2.0472
1984,3,1,3,278,0.5525
1984,3,1,4,239,-0.0333
1984,3,1,5,430,-0.8700
1984,3,2,1,95,1.9925
1984,3,2,2,124,1.9491
1984,3,2,3,128,0.5091
1984,3,2,4,95,0.7402
1984,3,2,5,132,1.8208
1984,3,3,1,72,3.8071
1984,3,3,2,105,3.3792
1984,3,3,3,123,2.6876
1984,3,3,4,174,-0.6831
1984,3,3,5,164,1.3785
1984,4,1,1,609,-1.4930
1984,4,1,2,385,-0.1698
1984,4,1,3,278,-0.8002
1984,4,1,4,238,-3.2718
1984,4,1,5,429,-3.2079
1984,4,2,1,93,-1.4999
1984,4,2,2,124,1.6162
1984,4,2,3,127,1.1142
1984,4,2,4,95,-0.5394
1984,4,2,5,130,0.0555
1984,4,3,1,72,-1.3065
1984,4,3,2,105,-0.7261
1984,4,3,3,123,2.4202
1984,4,3,4,174,1.5173
1984,4,3,5,164,0.4012
1984,5,1,1,603,-5.0538
1984,5,1,2,384,-5.0349
1984,5,1,3,276,-4.6479
1984,5,1,4,237,-4.0495
1984,5,1,5,427,-4.6640
1984,5,2,1,92,-4.9232
1984,5,2,2,124,-4.3619
1984,5,2,3,126,-4.8731
1984,5,2,4,94,-5.4245
1984,5,2,5,130,-6.3145
1984,5,3,1,72,-7.2602
1984,5,3,2,105,-5.8701
1984,5,3,3,123,-4.9051
1984,5,3,4,173,-4.5645
1984,5,3,5,164,-2.9248
1984,6,1,1,597,3.2244
1984,6,1,2,379,3.7104
1984,6,1,3,276,2.6450
1984,6,1,4,236,0.9845
1984,6,1,5,421,0.0494
1984,6,2,1,91,3.2951
1984,6,2,2,124,3.2123
1984,6,2,3,126,3.6380
1984,6,2,4,92,3.0482
1984,6,2,5,130,2.7597
1984,6,3,1,72,3.4701
1984,6,3,2,105,0.5761
1984,6,3,3,123,3.0818
1984,6,3,4,173,3.6970
1984,6,3,5,164,1.3695
1984,7,1,1,554,-5.5326
1984,7,1,2,467,-3.6266
1984,7,1,3,291,-3.6294
1984,7,1,4,311,-5.2135
1984,7,1,5,521,-6.8418
1984,7,2,1,90,-6.0775
1984,7,2,2,119,-4.2952
1984,7,2,3,110,-2.3185
1984,7,2,4,117,-3.8600
1984,7,2,5,137,-6.6411
1984,7,3,1,83,-2.0858
1984,7,3,2,102,-3.4383
1984,7,3,3,122,-0.8712
1984,7,3,4,154,-1.9328
1984,7,3,5,175,-1.3347
1984,8,1,1,545,9.4096
1984,8,1,2,463,9.7537
1984,8,1,3,286,9.5169
1984,8,1,4,311,11.2382
1984,8,1,5,518,9.9537
1984,8,2,1,89,12.8306
1984,8,2,2,119,11.0980
1984,8,2,3,109,13.1909
1984,8,2,4,117,13.1377
1984,8,2,5,136,14.2281
1984,8,3,1,81,10.6988
1984,8,3,2,102,12.8344
1984,8,3,3,121,10.6835
1984,8,3,4,153,11.5076
1984,8,3,5,175,10.1659
1984,9,1,1,538,-0.3476
1984,9,1,2,459,0.4527
1984,9,1,3,286,-0.1057
1984,9,1,4,309,0.0079
1984,9,1,5,519,-3.2554
1984,9,2,1,89,-0.8057
1984,9,2,2,119,0.3497
1984,9,2,3,108,-0.9445
1984,9,2,4,116,-0.8033
1984,9,2,5,136,-2.6269
1984,9,3,1,81,0.5934
1984,9,3,2,102,-1.0212
1984,9,3,3,120,-0.3416
1984,9,3,4,153,-0.9809
1984,9,3,5,174,0.1304
1984,10,1,1,523,-3.2747
1984,10,1,2,453,-2.1364
1984,10,1,3,284,-1.6332
1984,10,1,4,308,-2.9542
1984,10,1,5,514,-4.2853
1984,10,2,1,88,-2.4442
1984,10,2,2,117,-1.6418
1984,10,2,3,107,0.6456
1984,10,2,4,116,-1.7583
1984,10,2,5,134,-1.3912
1984,10,3,1,79,-1.4524
1984,10,3,2,102,1.0277
1984,10,3,3,120,0.5497
1984,10,3,4,152,0.2885
1984,10,3,5,174,0.6539
1984,11,1,1,518,-3.8419
1984,11,1,2,447,-2.8812
1984,11,1,3,281,-2.4678
1984,11,1,4,304,-3.5868
1984,11,1,5,508,-4.4129
1984,11,2,1,87,-2.2932
1984,11,2,2,116,-0.5385
1984,11,2,3,107,-0.7617
1984,11,2,4,116,-0.9606
1984,11,2,5,135,-3.3970
1984,11,3,1,79,-0.5071
1984,11,3,2,102,-0.9790
1984,11,3,3,119,-0.6138
1984,11,3,4,151,-2.0758
1984,11,3,5,173,-0.6557
1984,12,1,1,507,-0.3713
1984,12,1,2,441,0.4682
1984,12,1,3,279,0.2750
1984,12,1,4,301,1.6361
1984,12,1,5,502,0.1775
1984,12,2,1,87,2.6567
1984,12,2,2,116,3.5562
1984,12,2,3,107,2.3396
1984,12,2,4,114,0.9429
1984,12,2,5,135,2.5429
1984,12,3,1,78,2.2867
1984,12,3,2,100,1.5637
1984,12,3,3,119,2.5714
1984,12,3,4,149,1.7701
1984,12,3,5,173,2.3053
1985,1,1,1,505,12.0232
1985,1,1,2,438,11.2461
1985,1,1,3,276,11.9911
1985,1,1,4,299,11.9260
1985,1,1,5,498,13.2938
1985,1,2,1,86,9.8116
1985,1,2,2,116,9.2311
1985,1,2,3,107,11.4264
1985,1,2,4,114,12.4879
1985,1,2,5,135,12.1626
1985,1,3,1,78,7.4337
1985,1,3,2,100,7.3783
1985,1,3,3,118,7.7196
1985,1,3,4,149,7.9684
1985,1,3,5,172,8.0425
1985,2,1,1,492,4.7962
1985,2,1,2,437,4.3073
1985,2,1,3,276,3.1676
1985,2,1,4,297,3.7475
1985,2,1,5,495,2.5843
1985,2,2,1,85,-0.0836
1985,2,2,2,114,2.3840
1985,2,2,3,107,2.2931
1985,2,2,4,113,2.4920
1985,2,2,5,135,2.0441
1985,2,3,1,78,1.1624
1985,2,3,2,100,1.0240
1985,2,3,3,118,1.4198
1985,2,3,4,148,1.9315
1985,2,3,5,171,1.9270
1985,3,1,1,484,-2.8877
1985,3,1,2,433,-0.8765
1985,3,1,3,273,-1.0617
1985,3,1,4,296,-2.0507
1985,3,1,5,492,-1.8766
1985,3,2,1,85,-1.1115
1985,3,2,2,111,-2.4186
1985,3,2,3,107,-2.3204
1985,3,2,4,112,-2.4471
1985,3,2,5,133,-0.8067
1985,3,3,1,78,-0.7530
1985,3,3,2,100,0.8439
1985,3,3,3,118,-0.4328
1985,3,3,4,148,1.0467
1985,3,3,5,170,-0.2225
1985,4,1,1,477,-1.9851
1985,4,1,2,432,-1.6541
1985,4,1,3,273,-0.3859
1985,4,1,4,295,-1.2511
1985,4,1,5,488,-1.9277
1985,4,2,1,85,-1.9776
1985,4,2,2,110,-1.5348
1985,4,2,3,107,-1.4327
1985,4,2,4,112,-1.9308
1985,4,2,5,133,-1.1036
1985,4,3,1,78,-1.8018
1985,4,3,2,100,-1.3104
1985,4,3,3,118,-0.3950
1985,4,3,4,148,-0.8220
1985,4,3,5,170,-0.1713
1985,5,1,1,475,1.9191
1985,5,1,2,428,2.3351
1985,5,1,3,272,3.6731
1985,5,1,4,292,3.1677
1985,5,1,5,487,2.3675
1985,5,2,1,85,1.8655
1985,5,2,2,110,3.9693
1985,5,2,3,106,4.3023
1985,5,2,4,111,3.5319
1985,5,2,5,133,5.8653
1985,5,3,1,78,6.0596
1985,5,3,2,100,4.9534
1985,5,3,3,118,5.6805
1985,5,3,4,148,6.0527
1985,5,3,5,170,6.8896
1985,6,1,1,469,-0.3599
1985,6,1,2,419,0.6207
1985,6,1,3,271,-0.2422
1985,6,1,4,292,0.3102
1985,6,1,5,483,0.2124
1985,6,2,1,84,-0.2287
1985,6,2,2,108,1.3480
1985,6,2,3,104,1.6371
1985,6,2,4,110,1.2334
1985,6,2,5,131,2.5070
1985,6,3,1,77,1.7004
1985,6,3,2,100,1.8264
1985,6,3,3,117,0.3185
1985,6,3,4,148,1.6632
1985,6,3,5,170,3.7280
1985,7,1,1,602,3.0074
1985,7,1,2,423,3.6420
1985,7,1,3,329,3.6105
1985,7,1,4,300,2.3142
1985,7,1,5,558,1.7169
1985,7,2,1,83,2.2167
1985,7,2,2,114,2.7310
1985,7,2,3,120,4.0230
1985,7,2,4,109,2.4474
1985,7,2,5,170,2.6112
1985,7,3,1,81,-1.3877
1985,7,3,2,110,0.5760
1985,7,3,3,138,-0.3214
1985,7,3,4,148,0.5155
1985,7,3,5,160,-0.7699
1985,8,1,1,595,-1.2361
1985,8,1,2,418,0.2602
1985,8,1,3,327,-0.7596
1985,8,1,4,297,-0.8989
1985,8,1,5,555,-1.5049
1985,8,2,1,82,-0.8922
1985,8,2,2,114,-0.2782
1985,8,2,3,120,-0.2887
1985,8,2,4,109,-0.4631
1985,8,2,5,170,-2.5486
1985,8,3,1,80,0.0491
1985,8,3,2,110,-0.3235
1985,8,3,3,138,0.3456
1985,8,3,4,148,-0.6658
1985,8,3,5,160,-1.0793
1985,9,1,1,586,-5.2569
1985,9,1,2,414,-4.9386
1985,9,1,3,324,-4.5972
1985,9,1,4,295,-5.8429
1985,9,1,5,551,-7.0688
1985,9,2,1,81,-5.9536
1985,9,2,2,113,-3.4867
1985,9,2,3,120,-5.8505
1985,9,2,4,109,-5.7818
1985,9,2,5,169,-7.7479
1985,9,3,1,80,-2.6545
1985,9,3,2,108,-2.7892
1985,9,3,3,137,-1.6312
1985,9,3,4,148,-3.0402
1985,9,3,5,160,-5.8292
1985,10,1,1,583,1.4462
1985,10,1,2,412,1.8768
1985,10,1,3,322,2.2148
1985,10,1,4,295,2.7088
1985,10,1,5,546,2.2825
1985,10,2,1,81,4.7245
1985,10,2,2,113,3.3646
1985,10,2,3,120,4.0907
1985,10,2,4,109,4.1416
1985,10,2,5,169,2.8713
1985,10,3,1,79,2.6522
1985,10,3,2,105,2.7596
1985,10,3,3,136,4.9445
1985,10,3,4,148,5.1682
1985,10,3,5,159,4.0635
1985,11,1,1,572,5.1323
1985,11,1,2,406,5.3646
1985,11,1,3,322,5.5550
1985,11,1,4,293,5.5982
1985,11,1,5,544,6.2764
1985,11,2,1,80,5.3631
1985,11,2,2,111,6.3321
1985,11,2,3,120,8.1239
1985,11,2,4,108,7.5429
1985,11,2,5,167,7.6517
1985,11,3,1,79,7.8120
1985,11,3,2,104,8.9582
1985,11,3,3,136,5.2555
1985,11,3,4,148,7.1500
1985,11,3,5,158,6.3654
1985,12,1,1,565,2.7041
1985,12,1,2,403,4.2962
1985,12,1,3,316,4.4166
1985,12,1,4,291,4.2199
1985,12,1,5,539,3.0219
1985,12,2,1,77,3.2229
1985,12,2,2,111,5.3334
1985,12,2,3,120,3.5632
1985,12,2,4,107,5.5282
1985,12,2,5,166,5.0676
1985,12,3,1,78,5.4344
1985,12,3,2,104,4.3748
1985,12,3,3,134,3.5403
1985,12,3,4,148,5.4084
1985,12,3,5,158,3.2688
1986,1,1,1,557,1.9301
1986,1,1,2,400,2.6279
1986,1,1,3,311,3.8421
1986,1,1,4,289,0.7583
1986,1,1,5,533,2.6353
1986,1,2,1,77,-1.0067
1986,1,2,2,111,0.8508
1986,1,2,3,117,1.5607
1986,1,2,4,106,2.1596
1986,1,2,5,166,1.4054
1986,1,3,1,76,-0.3682
