year,month,rank_ME,rank_dNCO,nstocks,ret_vw
1980,4,1,4,246,5.6513
1980,4,1,5,282,5.5255
1980,4,2,1,95,6.2642
1980,4,2,2,103,3.2813
1980,4,2,3,88,6.9173
1980,4,2,4,104,6.0335
1980,4,2,5,177,5.8523
1980,4,3,1,78,3.9851
1980,4,3,2,117,3.5744
1980,4,3,3,142,3.2852
1980,4,3,4,170,5.3096
1980,4,3,5,149,8.0295
1980,5,1,1,622,5.5877
1980,5,1,2,311,6.5812
1980,5,1,3,243,7.5248
1980,5,1,4,246,7.3413
1980,5,1,5,280,7.0082
1980,5,2,1,95,6.0000
1980,5,2,2,103,7.9307
1980,5,2,3,87,7.4802
1980,5,2,4,104,7.4511
1980,5,2,5,173,10.4943
1980,5,3,1,78,6.5118
1980,5,3,2,118,6.6765
1980,5,3,3,142,5.3935
1980,5,3,4,170,4.7506
1980,5,3,5,149,5.5705
1980,6,1,1,617,4.8761
1980,6,1,2,308,2.9570
1980,6,1,3,242,4.3953
1980,6,1,4,246,4.1230
1980,6,1,5,279,4.4569
1980,6,2,1,94,3.8466
1980,6,2,2,102,3.3463
1980,6,2,3,87,2.9953
1980,6,2,4,103,5.6314
1980,6,2,5,174,5.1573
1980,6,3,1,78,2.7036
1980,6,3,2,117,2.4586
1980,6,3,3,142,2.4221
1980,6,3,4,170,2.7478
1980,6,3,5,149,5.6049
1980,7,1,1,682,11.8865
1980,7,1,2,328,9.7601
1980,7,1,3,220,9.1753
1980,7,1,4,204,12.5831
1980,7,1,5,282,10.3748
1980,7,2,1,124,8.2073
1980,7,2,2,109,10.0545
1980,7,2,3,122,11.2740
1980,7,2,4,109,11.1256
1980,7,2,5,173,12.4170
1980,7,3,1,81,5.8742
1980,7,3,2,138,7.4438
1980,7,3,3,139,7.8447
1980,7,3,4,160,5.9504
1980,7,3,5,150,8.4099
1980,8,1,1,681,9.6997
1980,8,1,2,328,7.2856
1980,8,1,3,219,6.3529
1980,8,1,4,203,8.5159
1980,8,1,5,281,9.7353
1980,8,2,1,123,5.8700
1980,8,2,2,108,6.1112
1980,8,2,3,122,6.1435
1980,8,2,4,108,4.7874
1980,8,2,5,172,5.3449
1980,8,3,1,81,4.8603
1980,8,3,2,138,2.4729
1980,8,3,3,139,1.1336
1980,8,3,4,160,0.5824
1980,8,3,5,150,2.0426
1980,9,1,1,678,3.0791
1980,9,1,2,327,3.2998
1980,9,1,3,217,2.9025
1980,9,1,4,202,5.8974
1980,9,1,5,281,2.4449
1980,9,2,1,123,2.1430
1980,9,2,2,107,3.5613
1980,9,2,3,122,3.4920
1980,9,2,4,107,5.2956
1980,9,2,5,172,3.5952
1980,9,3,1,81,5.0443
1980,9,3,2,138,3.3178
1980,9,3,3,139,2.8350
1980,9,3,4,160,2.1443
1980,9,3,5,149,3.0914
1980,10,1,1,674,5.2413
1980,10,1,2,320,4.0175
1980,10,1,3,217,3.5355
1980,10,1,4,201,6.3931
1980,10,1,5,278,5.3686
1980,10,2,1,121,3.6612
1980,10,2,2,106,3.8189
1980,10,2,3,121,2.3799
1980,10,2,4,106,1.1830
1980,10,2,5,171,6.3843
1980,10,3,1,79,6.3627
1980,10,3,2,138,0.7859
1980,10,3,3,139,2.6355
1980,10,3,4,160,1.5988
1980,10,3,5,149,1.5094
1980,11,1,1,672,7.0166
1980,11,1,2,321,3.3856
1980,11,1,3,216,7.1554
1980,11,1,4,201,7.9611
1980,11,1,5,277,10.3698
1980,11,2,1,121,10.0324
1980,11,2,2,106,3.7109
1980,11,2,3,120,6.3464
1980,11,2,4,106,7.8195
1980,11,2,5,170,10.6159
1980,11,3,1,78,18.3204
1980,11,3,2,138,12.2697
1980,11,3,3,139,11.1431
1980,11,3,4,159,10.5774
1980,11,3,5,149,10.1891
1980,12,1,1,663,-4.4307
1980,12,1,2,321,-4.5310
1980,12,1,3,216,-2.7735
1980,12,1,4,198,-5.0440
1980,12,1,5,276,-7.3737
1980,12,2,1,119,-3.2664
1980,12,2,2,106,-2.3312
1980,12,2,3,120,-3.1663
1980,12,2,4,104,-3.5902
1980,12,2,5,170,-4.2233
1980,12,3,1,77,-5.9657
1980,12,3,2,138,-3.7228
1980,12,3,3,139,-4.2793
1980,12,3,4,159,-3.6969
1980,12,3,5,149,-2.0917
1981,1,1,1,665,-0.7194
1981,1,1,2,320,2.1295
1981,1,1,3,214,0.9073
1981,1,1,4,195,-1.2821
1981,1,1,5,272,-1.8488
1981,1,2,1,120,-1.0688
1981,1,2,2,106,0.0304
1981,1,2,3,119,0.0065
1981,1,2,4,103,-2.6902
1981,1,2,5,169,-1.2723
1981,1,3,1,77,-8.1665
1981,1,3,2,138,-4.2411
1981,1,3,3,138,-3.8045
1981,1,3,4,158,-3.7194
1981,1,3,5,149,-5.5419
1981,2,1,1,657,-0.6595
1981,2,1,2,317,0.7219
1981,2,1,3,212,1.0337
1981,2,1,4,193,-0.4471
1981,2,1,5,270,0.0275
1981,2,2,1,120,3.1572
1981,2,2,2,105,1.3865
1981,2,2,3,119,2.0469
1981,2,2,4,103,0.5942
1981,2,2,5,169,1.2545
1981,2,3,1,77,0.9000
1981,2,3,2,137,2.7378
1981,2,3,3,138,2.8276
1981,2,3,4,158,1.4594
1981,2,3,5,149,1.7364
1981,3,1,1,650,8.5835
1981,3,1,2,315,7.5741
1981,3,1,3,211,9.3213
1981,3,1,4,191,8.7674
1981,3,1,5,268,8.5287
1981,3,2,1,119,7.2635
1981,3,2,2,104,6.2292
1981,3,2,3,119,7.0827
1981,3,2,4,103,9.9126
1981,3,2,5,166,7.1413
1981,3,3,1,77,2.6439
1981,3,3,2,137,5.0968
1981,3,3,3,137,3.1979
1981,3,3,4,158,3.5922
1981,3,3,5,148,5.1754
1981,4,1,1,648,3.4931
1981,4,1,2,315,4.4046
1981,4,1,3,209,4.4060
1981,4,1,4,191,5.5126
1981,4,1,5,266,3.7631
1981,4,2,1,118,1.0299
1981,4,2,2,103,3.2239
1981,4,2,3,118,1.5786
1981,4,2,4,102,2.2429
1981,4,2,5,164,1.8894
1981,4,3,1,76,-2.5327
1981,4,3,2,137,-0.5267
1981,4,3,3,136,-1.7550
1981,4,3,4,158,-2.5615
1981,4,3,5,148,-2.6150
1981,5,1,1,645,4.7602
1981,5,1,2,313,2.6145
1981,5,1,3,209,4.9207
1981,5,1,4,188,3.2304
1981,5,1,5,265,5.3700
1981,5,2,1,118,1.2129
1981,5,2,2,103,2.0237
1981,5,2,3,118,3.8014
1981,5,2,4,101,4.4666
1981,5,2,5,163,4.5721
1981,5,3,1,76,-2.4782
1981,5,3,2,137,-0.7814
1981,5,3,3,137,0.0646
1981,5,3,4,157,0.8687
1981,5,3,5,145,2.0021
1981,6,1,1,641,-1.6218
1981,6,1,2,314,0.3859
1981,6,1,3,208,-1.2177
1981,6,1,4,186,-3.6017
1981,6,1,5,265,-1.4037
1981,6,2,1,118,-1.1501
1981,6,2,2,102,-0.2351
1981,6,2,3,118,-2.6928
1981,6,2,4,99,-3.3344
1981,6,2,5,161,-4.9297
1981,6,3,1,75,-1.6195
1981,6,3,2,137,-0.8498
1981,6,3,3,137,0.5844
1981,6,3,4,156,-0.4096
1981,6,3,5,145,-2.3704
1981,7,1,1,722,-2.5371
1981,7,1,2,357,-4.2556
1981,7,1,3,228,-3.2397
1981,7,1,4,219,-1.0160
1981,7,1,5,290,-3.0131
1981,7,2,1,117,-1.9883
1981,7,2,2,99,-1.2570
1981,7,2,3,111,-1.3964
1981,7,2,4,117,-3.3014
1981,7,2,5,165,-1.3093
1981,7,3,1,68,0.5224
1981,7,3,2,120,0.2994
1981,7,3,3,128,-1.3465
1981,7,3,4,169,0.9551
1981,7,3,5,176,1.8920
1981,8,1,1,714,-8.4833
1981,8,1,2,357,-7.3822
1981,8,1,3,227,-7.1583
1981,8,1,4,219,-8.4158
1981,8,1,5,289,-10.7637
1981,8,2,1,116,-6.8964
1981,8,2,2,99,-7.4917
1981,8,2,3,110,-7.0442
1981,8,2,4,117,-5.3852
1981,8,2,5,163,-8.7053
1981,8,3,1,68,-5.1867
1981,8,3,2,118,-5.8420
1981,8,3,3,128,-5.9641
1981,8,3,4,169,-5.1573
1981,8,3,5,176,-5.6859
1981,9,1,1,708,-7.8866
1981,9,1,2,354,-7.9743
1981,9,1,3,225,-8.2680
1981,9,1,4,218,-9.3021
1981,9,1,5,286,-12.3773
1981,9,2,1,116,-8.0012
1981,9,2,2,99,-6.0373
1981,9,2,3,110,-4.3262
1981,9,2,4,117,-8.2638
1981,9,2,5,163,-10.1980
1981,9,3,1,67,-4.9678
1981,9,3,2,118,-5.5793
1981,9,3,3,127,-4.4921
1981,9,3,4,169,-4.7602
1981,9,3,5,173,-8.3763
1981,10,1,1,693,8.0217
1981,10,1,2,349,8.9187
1981,10,1,3,224,7.6164
1981,10,1,4,218,9.1626
1981,10,1,5,283,7.6151
1981,10,2,1,116,9.7731
1981,10,2,2,99,7.0295
1981,10,2,3,108,6.1085
1981,10,2,4,117,6.0978
1981,10,2,5,163,7.6345
1981,10,3,1,67,4.8788
1981,10,3,2,118,7.3730
1981,10,3,3,127,3.6066
1981,10,3,4,169,3.5810
1981,10,3,5,172,9.0842
1981,11,1,1,694,1.4162
1981,11,1,2,349,2.4266
1981,11,1,3,224,3.8780
1981,11,1,4,219,1.6162
1981,11,1,5,283,-0.2237
1981,11,2,1,115,0.8907
1981,11,2,2,97,4.4327
1981,11,2,3,108,2.5249
1981,11,2,4,117,5.4687
1981,11,2,5,163,2.2227
1981,11,3,1,66,4.5827
1981,11,3,2,118,4.1520
1981,11,3,3,126,4.9240
1981,11,3,4,168,4.6185
1981,11,3,5,172,4.1632
1981,12,1,1,689,-1.6813
1981,12,1,2,347,-0.2312
1981,12,1,3,222,-0.6841
1981,12,1,4,218,-1.2843
1981,12,1,5,284,-5.1072
1981,12,2,1,114,-0.7882
1981,12,2,2,97,0.9211
1981,12,2,3,107,-1.6934
1981,12,2,4,117,-1.2774
1981,12,2,5,163,-3.1785
1981,12,3,1,66,-1.1264
1981,12,3,2,118,-2.0424
1981,12,3,3,127,-2.6136
1981,12,3,4,168,-3.3778
1981,12,3,5,171,-2.5668
1982,1,1,1,683,-0.4198
1982,1,1,2,345,-0.3741
1982,1,1,3,222,-2.1006
1982,1,1,4,216,-3.0065
1982,1,1,5,282,-3.2290
1982,1,2,1,112,-4.7875
1982,1,2,2,97,-3.1930
1982,1,2,3,106,-2.3767
1982,1,2,4,117,-4.5088
1982,1,2,5,163,-5.0921
1982,1,3,1,65,-2.1873
1982,1,3,2,118,-3.5481
1982,1,3,3,127,-1.4631
1982,1,3,4,168,-1.3916
1982,1,3,5,170,-2.8598
1982,2,1,1,679,-3.3917
1982,2,1,2,345,-3.7154
1982,2,1,3,222,-2.2890
1982,2,1,4,214,-3.5807
1982,2,1,5,281,-6.3854
1982,2,2,1,113,-3.9557
1982,2,2,2,97,-2.8712
1982,2,2,3,106,-3.0085
1982,2,2,4,116,-5.0185
1982,2,2,5,163,-7.1762
1982,2,3,1,64,-4.6529
1982,2,3,2,118,-4.3092
1982,2,3,3,127,-3.4836
1982,2,3,4,167,-4.7922
1982,2,3,5,170,-7.6945
1982,3,1,1,673,-1.2337
1982,3,1,2,342,0.1826
1982,3,1,3,221,-2.1113
1982,3,1,4,213,0.6183
1982,3,1,5,279,-1.7501
1982,3,2,1,113,0.0286
1982,3,2,2,96,0.5268
1982,3,2,3,106,1.1513
1982,3,2,4,115,-0.2077
1982,3,2,5,163,-2.0922
1982,3,3,1,64,-2.9885
1982,3,3,2,118,0.3627
1982,3,3,3,127,-0.9895
1982,3,3,4,167,0.3575
1982,3,3,5,170,-1.4325
1982,4,1,1,667,5.2954
1982,4,1,2,336,6.4735
1982,4,1,3,221,5.7463
1982,4,1,4,213,5.6088
1982,4,1,5,277,7.0915
1982,4,2,1,113,6.1269
1982,4,2,2,95,5.8145
1982,4,2,3,106,4.6842
1982,4,2,4,115,5.5414
1982,4,2,5,159,6.1057
1982,4,3,1,64,4.5482
1982,4,3,2,118,4.4855
1982,4,3,3,127,4.0917
1982,4,3,4,164,3.0868
1982,4,3,5,170,6.2517
1982,5,1,1,660,-2.3857
1982,5,1,2,335,-2.2267
1982,5,1,3,218,-1.7727
1982,5,1,4,212,-0.3849
1982,5,1,5,275,0.2499
1982,5,2,1,112,-2.3522
1982,5,2,2,94,-4.6021
1982,5,2,3,106,-2.4400
1982,5,2,4,115,-1.9584
1982,5,2,5,160,-3.4497
1982,5,3,1,63,-5.1690
1982,5,3,2,118,-1.5943
1982,5,3,3,127,-3.1823
1982,5,3,4,164,-1.8410
1982,5,3,5,168,-2.6070
1982,6,1,1,653,-1.7729
1982,6,1,2,332,-2.4644
1982,6,1,3,215,-0.9051
1982,6,1,4,211,-3.2103
1982,6,1,5,274,-3.4972
1982,6,2,1,111,-2.3509
1982,6,2,2,94,-1.8013
1982,6,2,3,106,-0.8207
1982,6,2,4,115,-0.2164
1982,6,2,5,160,-2.5761
1982,6,3,1,63,-0.9767
1982,6,3,2,117,-3.0389
1982,6,3,3,127,-0.1002
1982,6,3,4,164,-1.6095
1982,6,3,5,169,-3.2564
1982,7,1,1,653,-0.4515
1982,7,1,2,367,-0.8005
1982,7,1,3,254,-0.7424
1982,7,1,4,205,1.2782
1982,7,1,5,383,-5.2379
1982,7,2,1,111,-0.3040
1982,7,2,2,101,-1.0198
1982,7,2,3,114,-0.2017
1982,7,2,4,103,-1.3141
1982,7,2,5,148,-3.5169
1982,7,3,1,67,-1.3005
1982,7,3,2,107,-2.2327
1982,7,3,3,144,-0.8443
1982,7,3,4,161,-0.0915
1982,7,3,5,167,-6.9485
1982,8,1,1,644,4.6982
1982,8,1,2,364,5.6176
1982,8,1,3,252,6.4277
1982,8,1,4,204,7.3697
1982,8,1,5,379,6.0916
1982,8,2,1,109,9.7511
1982,8,2,2,100,11.8499
1982,8,2,3,114,10.0489
1982,8,2,4,102,8.8692
1982,8,2,5,148,8.4460
1982,8,3,1,67,13.8381
1982,8,3,2,107,12.3901
1982,8,3,3,142,12.3981
1982,8,3,4,161,12.0846
1982,8,3,5,165,13.0367
1982,9,1,1,642,4.4571
1982,9,1,2,364,4.3179
1982,9,1,3,253,4.5670
1982,9,1,4,204,3.2445
1982,9,1,5,381,-0.0081
1982,9,2,1,109,3.4605
1982,9,2,2,100,3.7618
1982,9,2,3,112,4.8152
1982,9,2,4,102,2.8529
1982,9,2,5,148,1.1885
1982,9,3,1,66,-0.2027
1982,9,3,2,106,0.6384
1982,9,3,3,143,1.3613
1982,9,3,4,160,0.6483
1982,9,3,5,166,1.6061
1982,10,1,1,634,12.6665
1982,10,1,2,362,12.5884
1982,10,1,3,250,15.1442
1982,10,1,4,202,12.1955
1982,10,1,5,378,14.3030
1982,10,2,1,106,12.1450
1982,10,2,2,98,12.3557
1982,10,2,3,111,10.4999
1982,10,2,4,102,13.0896
1982,10,2,5,148,15.0242
1982,10,3,1,65,13.3665
1982,10,3,2,106,13.3561
1982,10,3,3,143,10.1794
1982,10,3,4,160,9.4734
1982,10,3,5,166,11.2918
1982,11,1,1,628,9.5471
1982,11,1,2,361,12.3038
1982,11,1,3,249,10.5078
1982,11,1,4,201,9.4330
1982,11,1,5,377,6.4394
1982,11,2,1,105,10.8136
1982,11,2,2,98,8.5437
1982,11,2,3,110,8.1526
1982,11,2,4,101,7.3004
1982,11,2,5,147,7.4713
1982,11,3,1,65,5.9410
1982,11,3,2,106,4.5304
1982,11,3,3,142,4.6692
1982,11,3,4,160,4.9740
1982,11,3,5,166,2.2942
1982,12,1,1,625,2.6211
1982,12,1,2,360,2.6448
1982,12,1,3,247,1.3352
1982,12,1,4,200,2.0484
1982,12,1,5,373,2.0508
1982,12,2,1,105,0.5536
1982,12,2,2,98,2.5186
1982,12,2,3,109,2.6675
1982,12,2,4,100,0.5357
1982,12,2,5,147,0.9912
1982,12,3,1,65,2.2380
1982,12,3,2,106,0.9839
1982,12,3,3,142,0.6465
1982,12,3,4,159,2.7480
1982,12,3,5,166,1.4508
1983,1,1,1,622,9.2556
1983,1,1,2,360,10.9448
1983,1,1,3,244,8.3977
1983,1,1,4,201,7.4174
1983,1,1,5,371,10.9906
1983,1,2,1,103,5.4050
1983,1,2,2,97,6.0105
1983,1,2,3,109,5.6088
1983,1,2,4,100,6.9423
1983,1,2,5,147,7.8202
1983,1,3,1,65,4.9004
1983,1,3,2,105,2.9758
1983,1,3,3,141,3.1454
1983,1,3,4,159,5.2663
1983,1,3,5,166,3.4014
1983,2,1,1,613,7.6322
1983,2,1,2,358,7.0640
1983,2,1,3,240,6.7742
1983,2,1,4,196,6.6869
1983,2,1,5,368,1.2844
1983,2,2,1,102,6.4770
1983,2,2,2,96,6.6933
1983,2,2,3,108,7.9678
1983,2,2,4,101,4.4725
1983,2,2,5,145,3.2482
1983,2,3,1,65,2.6562
1983,2,3,2,104,4.7476
1983,2,3,3,140,3.4189
1983,2,3,4,159,1.9468
1983,2,3,5,166,1.8655
1983,3,1,1,611,5.8726
1983,3,1,2,354,8.3148
1983,3,1,3,238,4.3928
1983,3,1,4,196,5.6550
1983,3,1,5,363,2.5349
1983,3,2,1,102,6.5888
1983,3,2,2,95,5.5137
1983,3,2,3,108,4.8120
1983,3,2,4,100,2.9973
1983,3,2,5,145,1.9955
1983,3,3,1,63,3.1548
1983,3,3,2,105,4.7318
1983,3,3,3,140,3.4772
1983,3,3,4,159,1.6495
1983,3,3,5,166,2.8322
1983,4,1,1,608,8.3055
1983,4,1,2,354,7.0809
1983,4,1,3,238,7.8365
1983,4,1,4,190,6.9465
1983,4,1,5,362,6.4738
1983,4,2,1,101,8.9879
1983,4,2,2,95,5.3851
1983,4,2,3,108,7.0500
1983,4,2,4,100,6.4604
1983,4,2,5,145,5.9777
1983,4,3,1,63,6.5216
1983,4,3,2,105,6.1543
1983,4,3,3,139,5.7951
1983,4,3,4,159,7.5425
1983,4,3,5,165,7.2045
1983,5,1,1,605,9.1660
1983,5,1,2,352,9.1734
1983,5,1,3,238,8.5981
1983,5,1,4,188,10.4237
1983,5,1,5,359,14.6581
1983,5,2,1,101,4.3307
1983,5,2,2,95,5.1252
1983,5,2,3,108,2.8716
1983,5,2,4,101,6.2085
1983,5,2,5,145,7.9704
1983,5,3,1,63,1.9100
1983,5,3,2,105,1.1992
1983,5,3,3,139,-1.2029
1983,5,3,4,159,-1.2948
1983,5,3,5,165,2.3859
1983,6,1,1,604,5.7603
1983,6,1,2,347,4.4096
1983,6,1,3,237,5.1811
1983,6,1,4,186,4.0462
1983,6,1,5,359,2.7379
1983,6,2,1,101,7.0808
1983,6,2,2,95,5.8304
1983,6,2,3,107,6.3619
1983,6,2,4,100,6.1014
1983,6,2,5,145,5.7807
1983,6,3,1,63,1.6574
1983,6,3,2,105,5.2319
1983,6,3,3,139,3.4065
1983,6,3,4,158,3.7598
1983,6,3,5,165,4.8824
1983,7,1,1,597,-0.8261
1983,7,1,2,410,-2.6561
1983,7,1,3,309,-2.1178
1983,7,1,4,243,-2.2899
1983,7,1,5,491,-3.6502
1983,7,2,1,107,-3.2023
1983,7,2,2,127,-2.4062
1983,7,2,3,127,-2.9733
1983,7,2,4,93,-3.2733
1983,7,2,5,139,-2.5535
1983,7,3,1,79,-4.5320
1983,7,3,2,110,-0.6839
1983,7,3,3,123,-3.7743
1983,7,3,4,169,-3.7757
1983,7,3,5,168,-4.1963
1983,8,1,1,591,-3.5808
1983,8,1,2,410,-3.6178
1983,8,1,3,307,-3.6980
1983,8,1,4,241,-3.6370
1983,8,1,5,490,-3.9223
1983,8,2,1,107,-4.3128
1983,8,2,2,127,-4.2708
1983,8,2,3,127,-3.3660
1983,8,2,4,93,-1.1623
1983,8,2,5,139,-2.8299
1983,8,3,1,79,1.3283
1983,8,3,2,109,0.8273
1983,8,3,3,123,2.2873
1983,8,3,4,169,1.6696
1983,8,3,5,168,0.5941
1983,9,1,1,584,0.1256
1983,9,1,2,410,0.0530
1983,9,1,3,304,0.6019
1983,9,1,4,239,1.3601
1983,9,1,5,489,-2.8153
1983,9,2,1,107,3.4946
1983,9,2,2,126,3.4816
1983,9,2,3,124,4.1590
1983,9,2,4,93,1.8791
1983,9,2,5,139,0.3596
1983,9,3,1,79,2.0814
1983,9,3,2,109,4.0088
1983,9,3,3,123,1.4303
1983,9,3,4,169,0.9746
1983,9,3,5,167,1.1394
1983,10,1,1,581,-5.6743
1983,10,1,2,409,-4.8632
1983,10,1,3,301,-6.7070
1983,10,1,4,236,-5.4166
1983,10,1,5,487,-8.3674
1983,10,2,1,107,-4.9147
1983,10,2,2,126,-3.8989
1983,10,2,3,124,-5.7656
1983,10,2,4,92,-6.3818
1983,10,2,5,138,-7.7749
1983,10,3,1,78,-1.0398
1983,10,3,2,109,-0.9397
1983,10,3,3,122,-1.2456
1983,10,3,4,168,-1.3487
1983,10,3,5,167,-3.5842
1983,11,1,1,578,4.2772
1983,11,1,2,408,5.1391
1983,11,1,3,297,4.6022
1983,11,1,4,234,2.3037
1983,11,1,5,485,0.7712
1983,11,2,1,107,6.3053
1983,11,2,2,126,6.0185
1983,11,2,3,122,5.1517
1983,11,2,4,91,5.9057
1983,11,2,5,137,4.3034
1983,11,3,1,78,5.9102
1983,11,3,2,108,0.6987
1983,11,3,3,122,3.2466
1983,11,3,4,168,1.5977
1983,11,3,5,167,1.8662
1983,12,1,1,573,-0.8356
1983,12,1,2,406,-0.7504
1983,12,1,3,298,-2.4644
1983,12,1,4,235,-0.8983
1983,12,1,5,483,-3.5253
1983,12,2,1,107,-1.5386
1983,12,2,2,125,-0.4192
1983,12,2,3,122,-1.9791
1983,12,2,4,91,-1.7649
1983,12,2,5,137,-1.5101
1983,12,3,1,78,-0.4222
1983,12,3,2,108,0.3301
1983,12,3,3,122,-0.4030
1983,12,3,4,168,-0.7623
1983,12,3,5,167,-2.0086
1984,1,1,1,571,0.6038
1984,1,1,2,402,-0.2154
1984,1,1,3,296,-1.2249
1984,1,1,4,232,0.4975
1984,1,1,5,480,-0.7922
1984,1,2,1,106,-1.4254
1984,1,2,2,125,-1.4397
1984,1,2,3,122,-3.5267
1984,1,2,4,91,-3.5181
1984,1,2,5,137,-3.9233
1984,1,3,1,78,-3.9106
1984,1,3,2,107,-3.2066
1984,1,3,3,121,1.5514
1984,1,3,4,167,-0.7248
1984,1,3,5,166,-1.8829
1984,2,1,1,564,-5.8673
1984,2,1,2,398,-5.9569
1984,2,1,3,292,-6.0684
1984,2,1,4,231,-5.0150
1984,2,1,5,472,-6.3783
1984,2,2,1,105,-4.5955
1984,2,2,2,125,-4.7506
1984,2,2,3,122,-4.9379
1984,2,2,4,91,-5.7665
1984,2,2,5,137,-5.6177
1984,2,3,1,78,-6.0460
1984,2,3,2,107,-3.3181
1984,2,3,3,121,-3.1656
1984,2,3,4,166,-2.7058
1984,2,3,5,166,-4.5340
1984,3,1,1,558,2.1080
1984,3,1,2,398,1.9807
1984,3,1,3,286,0.6939
1984,3,1,4,228,-0.6627
1984,3,1,5,469,-0.4918
1984,3,2,1,105,1.8617
1984,3,2,2,122,1.6092
1984,3,2,3,122,0.5970
1984,3,2,4,90,0.6138
1984,3,2,5,134,2.1194
1984,3,3,1,78,3.7765
1984,3,3,2,107,4.1779
1984,3,3,3,121,1.0713
1984,3,3,4,164,0.0599
1984,3,3,5,166,0.8264
1984,4,1,1,558,-1.2137
1984,4,1,2,397,0.0146
1984,4,1,3,286,-1.7549
1984,4,1,4,227,-2.6781
1984,4,1,5,468,-3.2685
1984,4,2,1,104,-1.5799
1984,4,2,2,121,1.2021
1984,4,2,3,121,1.7807
1984,4,2,4,90,0.1346
1984,4,2,5,132,-0.4268
1984,4,3,1,78,-0.7237
1984,4,3,2,107,-0.4377
1984,4,3,3,121,2.7221
1984,4,3,4,164,1.1910
1984,4,3,5,166,-0.0625
1984,5,1,1,552,-4.4254
1984,5,1,2,395,-4.8156
1984,5,1,3,285,-4.5864
1984,5,1,4,226,-6.4785
1984,5,1,5,466,-4.2556
1984,5,2,1,103,-4.9119
1984,5,2,2,121,-4.1534
1984,5,2,3,120,-5.0909
1984,5,2,4,89,-5.8340
1984,5,2,5,132,-5.9450
1984,5,3,1,78,-6.9928
1984,5,3,2,107,-5.6094
1984,5,3,3,121,-4.4291
1984,5,3,4,163,-5.1431
1984,5,3,5,166,-2.9756
1984,6,1,1,546,2.7763
1984,6,1,2,391,4.9560
1984,6,1,3,285,1.8967
1984,6,1,4,224,1.4456
1984,6,1,5,460,-0.2282
1984,6,2,1,102,3.7862
1984,6,2,2,121,2.8596
1984,6,2,3,120,4.5219
1984,6,2,4,87,1.7133
1984,6,2,5,132,2.5822
1984,6,3,1,78,3.4556
1984,6,3,2,107,0.5933
1984,6,3,3,121,3.6267
1984,6,3,4,163,2.9661
1984,6,3,5,166,2.0928
1984,7,1,1,518,-5.3741
1984,7,1,2,424,-3.5681
1984,7,1,3,327,-3.8539
1984,7,1,4,305,-5.0308
1984,7,1,5,566,-6.7824
1984,7,2,1,97,-5.6636
1984,7,2,2,107,-3.0452
1984,7,2,3,113,-3.6280
1984,7,2,4,111,-4.4312
1984,7,2,5,144,-6.2764
1984,7,3,1,90,-2.2863
1984,7,3,2,112,-1.7612
1984,7,3,3,110,-1.3759
1984,7,3,4,152,-1.5344
1984,7,3,5,170,-1.8418
1984,8,1,1,507,10.1730
1984,8,1,2,422,9.7492
1984,8,1,3,322,9.3626
1984,8,1,4,305,11.0482
1984,8,1,5,563,9.6871
1984,8,2,1,96,12.6363
1984,8,2,2,106,10.4640
1984,8,2,3,113,13.6418
1984,8,2,4,111,12.7456
1984,8,2,5,143,14.5873
1984,8,3,1,88,11.0947
1984,8,3,2,111,10.9466
1984,8,3,3,110,11.0975
1984,8,3,4,151,11.2156
1984,8,3,5,170,11.0797
1984,9,1,1,501,-0.2983
1984,9,1,2,421,1.0086
1984,9,1,3,319,0.1174
1984,9,1,4,302,-1.2426
1984,9,1,5,564,-2.7222
1984,9,2,1,97,-0.8469
1984,9,2,2,105,0.4543
1984,9,2,3,112,-0.5160
1984,9,2,4,110,-1.0193
1984,9,2,5,143,-2.6421
1984,9,3,1,88,-0.0944
1984,9,3,2,111,-0.1743
1984,9,3,3,109,0.6169
1984,9,3,4,151,-1.3367
1984,9,3,5,169,-0.7439
1984,10,1,1,485,-2.4940
1984,10,1,2,418,-1.6349
1984,10,1,3,315,-1.5265
1984,10,1,4,301,-3.6392
1984,10,1,5,559,-4.6401
1984,10,2,1,96,-1.6237
1984,10,2,2,104,-0.9890
1984,10,2,3,110,0.1805
1984,10,2,4,110,-1.4462
1984,10,2,5,141,-2.1613
1984,10,3,1,86,0.5630
1984,10,3,2,111,-0.3148
1984,10,3,3,109,0.7956
1984,10,3,4,150,0.1332
1984,10,3,5,169,0.4739
1984,11,1,1,481,-3.9426
1984,11,1,2,412,-2.7703
1984,11,1,3,311,-2.3687
1984,11,1,4,298,-3.4462
1984,11,1,5,552,-4.5294
1984,11,2,1,95,-2.6850
1984,11,2,2,104,0.6361
1984,11,2,3,109,-1.5326
1984,11,2,4,110,-0.5165
1984,11,2,5,142,-3.5451
1984,11,3,1,86,-0.8943
1984,11,3,2,111,-0.6325
1984,11,3,3,109,-1.3545
1984,11,3,4,149,-0.7370
1984,11,3,5,167,-1.3740
1984,12,1,1,471,0.3444
1984,12,1,2,407,0.4528
1984,12,1,3,308,0.2424
1984,12,1,4,294,1.6921
1984,12,1,5,546,-0.2795
1984,12,2,1,95,2.3434
1984,12,2,2,104,3.5579
1984,12,2,3,109,2.6224
1984,12,2,4,108,1.6565
1984,12,2,5,142,2.0056
1984,12,3,1,85,2.5280
1984,12,3,2,109,2.1203
1984,12,3,3,108,2.0620
1984,12,3,4,148,2.1127
