year,month,rank_ME,rank_dLNO,nstocks,ret_vw
1979,9,3,3,126,-0.6202
1979,9,3,4,151,1.3736
1979,9,3,5,151,-0.0847
1979,10,1,1,653,-10.7108
1979,10,1,2,301,-9.7330
1979,10,1,3,230,-10.2334
1979,10,1,4,197,-10.9360
1979,10,1,5,272,-10.5945
1979,10,2,1,98,-11.2483
1979,10,2,2,92,-8.9180
1979,10,2,3,89,-11.1026
1979,10,2,4,99,-8.9216
1979,10,2,5,155,-9.5070
1979,10,3,1,67,-7.2684
1979,10,3,2,110,-7.4183
1979,10,3,3,126,-7.6634
1979,10,3,4,151,-5.0316
1979,10,3,5,151,-7.1238
1979,11,1,1,652,7.4977
1979,11,1,2,301,7.6916
1979,11,1,3,230,7.6727
1979,11,1,4,195,7.8605
1979,11,1,5,271,9.5208
1979,11,2,1,98,7.5700
1979,11,2,2,92,7.0419
1979,11,2,3,89,8.3834
1979,11,2,4,99,7.8127
1979,11,2,5,156,10.8091
1979,11,3,1,67,7.9232
1979,11,3,2,110,4.0068
1979,11,3,3,126,6.6270
1979,11,3,4,151,4.6628
1979,11,3,5,151,7.4253
1979,12,1,1,647,8.7280
1979,12,1,2,301,6.9668
1979,12,1,3,228,7.3924
1979,12,1,4,194,7.5662
1979,12,1,5,268,8.0884
1979,12,2,1,98,6.6960
1979,12,2,2,92,5.3904
1979,12,2,3,89,4.7529
1979,12,2,4,98,6.0095
1979,12,2,5,155,6.5283
1979,12,3,1,67,4.1272
1979,12,3,2,110,3.6411
1979,12,3,3,126,2.9580
1979,12,3,4,149,1.0347
1979,12,3,5,151,2.1913
1980,1,1,1,639,11.1512
1980,1,1,2,298,10.0706
1980,1,1,3,228,10.7212
1980,1,1,4,193,9.9276
1980,1,1,5,266,11.0396
1980,1,2,1,98,7.2317
1980,1,2,2,90,7.5962
1980,1,2,3,88,5.4832
1980,1,2,4,97,7.9530
1980,1,2,5,154,7.7815
1980,1,3,1,67,5.4529
1980,1,3,2,108,3.9221
1980,1,3,3,126,5.2231
1980,1,3,4,149,6.3831
1980,1,3,5,151,8.9442
1980,2,1,1,630,-2.1451
1980,2,1,2,295,-1.3805
1980,2,1,3,224,-1.3938
1980,2,1,4,191,-0.0170
1980,2,1,5,263,0.5538
1980,2,2,1,97,-2.7750
1980,2,2,2,90,-3.3920
1980,2,2,3,88,-2.3647
1980,2,2,4,97,-2.9586
1980,2,2,5,152,0.3703
1980,2,3,1,65,-2.5279
1980,2,3,2,108,-4.6336
1980,2,3,3,126,-3.6228
1980,2,3,4,147,5.1567
1980,2,3,5,150,-1.2531
1980,3,1,1,626,-18.7802
1980,3,1,2,293,-17.8518
1980,3,1,3,223,-18.4459
1980,3,1,4,191,-19.5114
1980,3,1,5,263,-20.9136
1980,3,2,1,97,-16.8067
1980,3,2,2,89,-16.5343
1980,3,2,3,88,-16.0587
1980,3,2,4,95,-16.0081
1980,3,2,5,152,-20.8613
1980,3,3,1,64,-10.4780
1980,3,3,2,108,-5.9685
1980,3,3,3,126,-9.8061
1980,3,3,4,147,-11.8216
1980,3,3,5,150,-12.9765
1980,4,1,1,616,5.6920
1980,4,1,2,292,6.1497
1980,4,1,3,224,9.5855
1980,4,1,4,191,6.3781
1980,4,1,5,262,5.5387
1980,4,2,1,97,5.7138
1980,4,2,2,89,5.4984
1980,4,2,3,88,5.7341
1980,4,2,4,95,5.2780
1980,4,2,5,152,6.4171
1980,4,3,1,62,2.7726
1980,4,3,2,108,3.7975
1980,4,3,3,126,4.4195
1980,4,3,4,147,5.7905
1980,4,3,5,150,5.3468
1980,5,1,1,616,5.9341
1980,5,1,2,291,6.5025
1980,5,1,3,224,6.0464
1980,5,1,4,191,8.7619
1980,5,1,5,261,7.0213
1980,5,2,1,97,7.5212
1980,5,2,2,88,7.3983
1980,5,2,3,88,8.0883
1980,5,2,4,94,7.1661
1980,5,2,5,149,10.8474
1980,5,3,1,63,8.3785
1980,5,3,2,108,6.6380
1980,5,3,3,126,7.0537
1980,5,3,4,147,3.9309
1980,5,3,5,150,4.9814
1980,6,1,1,611,4.7811
1980,6,1,2,288,2.9479
1980,6,1,3,223,4.6808
1980,6,1,4,190,4.9258
1980,6,1,5,260,4.4735
1980,6,2,1,95,3.6742
1980,6,2,2,87,4.0101
1980,6,2,3,88,2.8515
1980,6,2,4,94,3.3436
1980,6,2,5,150,6.0115
1980,6,3,1,63,1.9020
1980,6,3,2,107,2.3691
1980,6,3,3,126,2.5412
1980,6,3,4,147,2.2975
1980,6,3,5,150,5.8968
1980,7,1,1,642,10.3592
1980,7,1,2,285,10.8455
1980,7,1,3,205,10.1917
1980,7,1,4,193,11.3714
1980,7,1,5,257,9.8935
1980,7,2,1,114,9.8308
1980,7,2,2,108,10.5427
1980,7,2,3,91,10.1423
1980,7,2,4,99,10.2000
1980,7,2,5,154,12.5761
1980,7,3,1,67,9.0980
1980,7,3,2,115,7.5497
1980,7,3,3,127,7.9659
1980,7,3,4,140,4.1951
1980,7,3,5,145,7.8406
1980,8,1,1,642,7.9192
1980,8,1,2,283,9.2277
1980,8,1,3,205,6.6043
1980,8,1,4,192,8.4691
1980,8,1,5,257,10.8714
1980,8,2,1,113,5.2886
1980,8,2,2,108,6.1166
1980,8,2,3,91,5.1560
1980,8,2,4,98,5.6809
1980,8,2,5,153,6.8721
1980,8,3,1,67,3.9727
1980,8,3,2,115,1.2912
1980,8,3,3,127,1.2242
1980,8,3,4,140,1.3456
1980,8,3,5,145,1.8443
1980,9,1,1,637,2.6235
1980,9,1,2,283,3.6949
1980,9,1,3,203,3.3388
1980,9,1,4,191,5.2327
1980,9,1,5,257,2.1901
1980,9,2,1,113,2.5718
1980,9,2,2,108,3.6231
1980,9,2,3,90,3.6934
1980,9,2,4,95,4.4925
1980,9,2,5,154,3.2154
1980,9,3,1,67,2.9450
1980,9,3,2,115,3.7289
1980,9,3,3,127,2.6278
1980,9,3,4,140,1.1703
1980,9,3,5,144,4.9023
1980,10,1,1,633,5.0700
1980,10,1,2,280,3.6719
1980,10,1,3,201,4.2064
1980,10,1,4,189,6.0556
1980,10,1,5,254,6.0325
1980,10,2,1,112,3.4539
1980,10,2,2,107,2.9403
1980,10,2,3,89,1.8697
1980,10,2,4,94,1.5236
1980,10,2,5,153,7.1032
1980,10,3,1,65,-1.2773
1980,10,3,2,115,3.2807
1980,10,3,3,127,2.0236
1980,10,3,4,140,1.4686
1980,10,3,5,144,2.7404
1980,11,1,1,631,4.8405
1980,11,1,2,280,4.6868
1980,11,1,3,200,7.4169
1980,11,1,4,190,6.6950
1980,11,1,5,254,11.8395
1980,11,2,1,112,10.3762
1980,11,2,2,107,4.1569
1980,11,2,3,89,7.2005
1980,11,2,4,94,8.1141
1980,11,2,5,151,10.4601
1980,11,3,1,64,9.4754
1980,11,3,2,115,15.7332
1980,11,3,3,127,6.7647
1980,11,3,4,140,10.1938
1980,11,3,5,144,13.5231
1980,12,1,1,623,-4.1614
1980,12,1,2,280,-4.1470
1980,12,1,3,197,-4.4418
1980,12,1,4,189,-4.9833
1980,12,1,5,253,-7.6773
1980,12,2,1,110,-2.4096
1980,12,2,2,107,-4.1661
1980,12,2,3,89,-2.2157
1980,12,2,4,93,-4.0083
1980,12,2,5,150,-4.2042
1980,12,3,1,63,-0.9050
1980,12,3,2,115,-4.4148
1980,12,3,3,127,-2.7770
1980,12,3,4,140,-2.9676
1980,12,3,5,144,-5.2985
1981,1,1,1,623,0.9018
1981,1,1,2,279,1.2980
1981,1,1,3,198,-1.3226
1981,1,1,4,187,-1.4554
1981,1,1,5,250,-1.1265
1981,1,2,1,110,-0.3673
1981,1,2,2,107,-0.1795
1981,1,2,3,88,-1.5806
1981,1,2,4,93,-0.0171
1981,1,2,5,149,-2.6357
1981,1,3,1,63,-3.8797
1981,1,3,2,115,-6.1676
1981,1,3,3,127,-1.2719
1981,1,3,4,139,-3.4893
1981,1,3,5,143,-7.1003
1981,2,1,1,616,0.4015
1981,2,1,2,277,-0.9804
1981,2,1,3,195,0.7097
1981,2,1,4,185,0.3424
1981,2,1,5,247,-0.4078
1981,2,2,1,111,2.7154
1981,2,2,2,106,2.0734
1981,2,2,3,88,1.8693
1981,2,2,4,92,1.4958
1981,2,2,5,149,1.5707
1981,2,3,1,63,1.2379
1981,2,3,2,114,1.8998
1981,2,3,3,127,5.5888
1981,2,3,4,139,1.0943
1981,2,3,5,143,1.3613
1981,3,1,1,610,9.2272
1981,3,1,2,276,7.9723
1981,3,1,3,193,8.2987
1981,3,1,4,184,8.0784
1981,3,1,5,243,8.0045
1981,3,2,1,111,8.9959
1981,3,2,2,105,5.0151
1981,3,2,3,88,7.3853
1981,3,2,4,91,8.4346
1981,3,2,5,147,7.4593
1981,3,3,1,63,12.4830
1981,3,3,2,114,4.5898
1981,3,3,3,127,4.2472
1981,3,3,4,137,2.2844
1981,3,3,5,143,3.6859
1981,4,1,1,609,4.2077
1981,4,1,2,277,6.2782
1981,4,1,3,192,3.7801
1981,4,1,4,183,3.9399
1981,4,1,5,240,2.9135
1981,4,2,1,109,1.7818
1981,4,2,2,104,2.7145
1981,4,2,3,88,0.3814
1981,4,2,4,91,3.5116
1981,4,2,5,145,1.2037
1981,4,3,1,62,-0.0182
1981,4,3,2,114,-0.4850
1981,4,3,3,126,-2.0058
1981,4,3,4,138,-1.4346
1981,4,3,5,142,-5.2776
1981,5,1,1,601,3.9568
1981,5,1,2,277,3.6032
1981,5,1,3,190,2.5441
1981,5,1,4,182,5.0801
1981,5,1,5,239,5.3757
1981,5,2,1,109,2.0311
1981,5,2,2,104,2.5086
1981,5,2,3,88,3.3628
1981,5,2,4,90,2.6787
1981,5,2,5,145,4.7775
1981,5,3,1,62,0.8191
1981,5,3,2,114,-1.1054
1981,5,3,3,126,0.7665
1981,5,3,4,137,0.2134
1981,5,3,5,140,0.6165
1981,6,1,1,598,-0.4789
1981,6,1,2,276,-0.8341
1981,6,1,3,190,-3.8055
1981,6,1,4,181,-1.0275
1981,6,1,5,239,-2.7661
1981,6,2,1,109,-1.8182
1981,6,2,2,103,-0.5927
1981,6,2,3,88,-0.4489
1981,6,2,4,88,-3.4496
1981,6,2,5,143,-4.5424
1981,6,3,1,61,-4.0394
1981,6,3,2,114,-1.9144
1981,6,3,3,126,0.1354
1981,6,3,4,136,0.6820
1981,6,3,5,140,-0.5227
1981,7,1,1,662,-2.5869
1981,7,1,2,281,-3.4139
1981,7,1,3,237,-4.1134
1981,7,1,4,186,-2.0096
1981,7,1,5,257,-3.0957
1981,7,2,1,98,-1.9629
1981,7,2,2,97,-2.4317
1981,7,2,3,83,-2.1823
1981,7,2,4,97,-1.6148
1981,7,2,5,150,-1.1778
1981,7,3,1,59,-1.9405
1981,7,3,2,93,0.8472
1981,7,3,3,119,-0.9769
1981,7,3,4,142,-0.8245
1981,7,3,5,162,4.1883
1981,8,1,1,654,-8.6312
1981,8,1,2,281,-8.4612
1981,8,1,3,237,-6.8772
1981,8,1,4,185,-8.4977
1981,8,1,5,257,-9.8952
1981,8,2,1,97,-8.1365
1981,8,2,2,97,-7.2416
1981,8,2,3,83,-5.9864
1981,8,2,4,96,-5.9261
1981,8,2,5,148,-8.1817
1981,8,3,1,59,-7.5104
1981,8,3,2,91,-3.3951
1981,8,3,3,119,-5.0686
1981,8,3,4,142,-5.0265
1981,8,3,5,162,-6.1875
1981,9,1,1,650,-8.0118
1981,9,1,2,277,-7.3424
1981,9,1,3,235,-8.5170
1981,9,1,4,184,-8.2656
1981,9,1,5,254,-12.4155
1981,9,2,1,97,-7.7862
1981,9,2,2,97,-6.5969
1981,9,2,3,83,-5.5214
1981,9,2,4,96,-7.1111
1981,9,2,5,148,-9.8786
1981,9,3,1,58,-3.0183
1981,9,3,2,91,-6.0418
1981,9,3,3,119,-4.3886
1981,9,3,4,140,-3.6675
1981,9,3,5,160,-9.0319
1981,10,1,1,635,8.6790
1981,10,1,2,276,7.2506
1981,10,1,3,232,8.5935
1981,10,1,4,184,6.8131
1981,10,1,5,251,8.7887
1981,10,2,1,97,11.0611
1981,10,2,2,97,4.8916
1981,10,2,3,81,6.5165
1981,10,2,4,96,7.0315
1981,10,2,5,148,8.2388
1981,10,3,1,58,7.0630
1981,10,3,2,91,6.9396
1981,10,3,3,119,4.8801
1981,10,3,4,140,4.2364
1981,10,3,5,159,8.1677
1981,11,1,1,635,2.1139
1981,11,1,2,274,2.4199
1981,11,1,3,234,1.7283
1981,11,1,4,184,1.0655
1981,11,1,5,251,0.6543
1981,11,2,1,96,1.8947
1981,11,2,2,96,2.8552
1981,11,2,3,81,2.8663
1981,11,2,4,96,5.3157
1981,11,2,5,148,2.3544
1981,11,3,1,58,3.9271
1981,11,3,2,91,4.2260
1981,11,3,3,118,4.4117
1981,11,3,4,140,3.5315
1981,11,3,5,158,5.4369
1981,12,1,1,631,-1.5312
1981,12,1,2,274,-1.3261
1981,12,1,3,232,1.1934
1981,12,1,4,183,-2.2771
1981,12,1,5,252,-4.2550
1981,12,2,1,95,-0.5143
1981,12,2,2,96,1.3015
1981,12,2,3,81,-0.8882
1981,12,2,4,95,-2.1438
1981,12,2,5,148,-2.7735
1981,12,3,1,58,-1.2176
1981,12,3,2,91,-2.2925
1981,12,3,3,119,-3.4221
1981,12,3,4,140,-2.2374
1981,12,3,5,156,-3.5008
1982,1,1,1,626,-0.3136
1982,1,1,2,273,-0.0697
1982,1,1,3,231,-2.8869
1982,1,1,4,182,-1.2411
1982,1,1,5,250,-4.5215
1982,1,2,1,94,-5.1389
1982,1,2,2,96,-2.1919
1982,1,2,3,81,-1.3037
1982,1,2,4,94,-3.1352
1982,1,2,5,148,-5.4707
1982,1,3,1,58,-0.5666
1982,1,3,2,90,-2.7512
1982,1,3,3,119,-1.5228
1982,1,3,4,140,-1.5110
1982,1,3,5,155,-3.9588
1982,2,1,1,622,-3.2000
1982,2,1,2,272,-2.9286
1982,2,1,3,231,-3.3338
1982,2,1,4,181,-3.6944
1982,2,1,5,247,-6.3774
1982,2,2,1,94,-4.1910
1982,2,2,2,96,-2.7274
1982,2,2,3,81,-2.8074
1982,2,2,4,92,-5.1560
1982,2,2,5,148,-7.2752
1982,2,3,1,57,-2.6788
1982,2,3,2,90,-3.8420
1982,2,3,3,119,-2.6123
1982,2,3,4,139,-4.1787
1982,2,3,5,155,-8.5991
1982,3,1,1,618,-0.5372
1982,3,1,2,270,-1.2312
1982,3,1,3,231,-1.1995
1982,3,1,4,180,0.1570
1982,3,1,5,245,-0.8193
1982,3,2,1,94,-0.5086
1982,3,2,2,95,0.9122
1982,3,2,3,81,1.8104
1982,3,2,4,91,-0.8404
1982,3,2,5,148,-2.2634
1982,3,3,1,57,-1.5027
1982,3,3,2,90,-1.8898
1982,3,3,3,119,-0.2204
1982,3,3,4,139,0.7637
1982,3,3,5,155,-1.5730
1982,4,1,1,613,5.0496
1982,4,1,2,266,6.0356
1982,4,1,3,231,5.4710
1982,4,1,4,180,6.8351
1982,4,1,5,242,8.2553
1982,4,2,1,94,7.0456
1982,4,2,2,94,6.0924
1982,4,2,3,81,5.4668
1982,4,2,4,91,4.8271
1982,4,2,5,144,6.2775
1982,4,3,1,57,4.7686
1982,4,3,2,90,4.3448
1982,4,3,3,118,4.5233
1982,4,3,4,138,2.0797
1982,4,3,5,154,6.6605
1982,5,1,1,610,-2.6122
1982,5,1,2,264,-0.1561
1982,5,1,3,228,-3.4194
1982,5,1,4,178,0.0040
1982,5,1,5,241,0.3094
1982,5,2,1,93,-2.2822
1982,5,2,2,94,-5.1241
1982,5,2,3,81,-3.1606
1982,5,2,4,91,-0.0255
1982,5,2,5,145,-3.8558
1982,5,3,1,57,-6.4944
1982,5,3,2,89,-1.7773
1982,5,3,3,118,-3.0766
1982,5,3,4,138,-2.0812
1982,5,3,5,152,-1.6657
1982,6,1,1,602,-1.7631
1982,6,1,2,263,-0.8065
1982,6,1,3,227,-3.6696
1982,6,1,4,175,-2.3420
1982,6,1,5,241,-2.6405
1982,6,2,1,92,-2.5582
1982,6,2,2,94,-1.8537
1982,6,2,3,81,0.0672
1982,6,2,4,91,-1.3686
1982,6,2,5,145,-2.0679
1982,6,3,1,57,-0.2054
1982,6,3,2,89,-2.0694
1982,6,3,3,118,-0.2388
1982,6,3,4,137,-2.1371
1982,6,3,5,153,-3.0339
1982,7,1,1,590,-0.5365
1982,7,1,2,300,-0.3495
1982,7,1,3,235,-0.3892
1982,7,1,4,184,-0.5243
1982,7,1,5,312,-5.4807
1982,7,2,1,99,-1.3971
1982,7,2,2,84,0.2042
1982,7,2,3,102,-1.0138
1982,7,2,4,87,-1.2563
1982,7,2,5,113,-3.8336
1982,7,3,1,54,-0.6786
1982,7,3,2,81,-1.2637
1982,7,3,3,118,-1.1410
1982,7,3,4,142,-0.7270
1982,7,3,5,141,-4.4037
1982,8,1,1,580,4.7372
1982,8,1,2,299,6.4521
1982,8,1,3,234,6.8459
1982,8,1,4,180,7.5945
1982,8,1,5,308,6.7506
1982,8,2,1,98,11.6557
1982,8,2,2,82,8.9795
1982,8,2,3,102,8.8432
1982,8,2,4,87,8.5157
1982,8,2,5,113,10.0690
1982,8,3,1,54,13.5857
1982,8,3,2,81,12.4470
1982,8,3,3,118,12.4193
1982,8,3,4,141,13.1807
1982,8,3,5,139,12.2658
1982,9,1,1,581,5.0587
1982,9,1,2,297,3.6472
1982,9,1,3,235,4.7219
1982,9,1,4,181,3.4721
1982,9,1,5,310,-0.2902
1982,9,2,1,98,2.6401
1982,9,2,2,82,3.5329
1982,9,2,3,101,6.3401
1982,9,2,4,87,3.4532
1982,9,2,5,113,0.1891
1982,9,3,1,53,1.7285
1982,9,3,2,80,0.5173
1982,9,3,3,118,1.5793
1982,9,3,4,141,-0.1997
1982,9,3,5,140,2.4587
1982,10,1,1,574,11.3674
1982,10,1,2,296,14.5056
1982,10,1,3,232,14.0495
1982,10,1,4,179,14.4534
1982,10,1,5,307,13.7394
1982,10,2,1,96,10.9992
1982,10,2,2,79,12.9659
1982,10,2,3,100,12.6007
1982,10,2,4,87,12.6119
1982,10,2,5,113,14.7160
1982,10,3,1,53,13.5372
1982,10,3,2,80,12.2059
1982,10,3,3,117,10.7099
1982,10,3,4,141,9.8107
1982,10,3,5,140,9.7813
1982,11,1,1,570,11.3226
1982,11,1,2,296,9.6466
1982,11,1,3,230,11.0640
1982,11,1,4,178,9.2003
1982,11,1,5,305,6.1717
1982,11,2,1,96,12.4491
1982,11,2,2,79,9.0221
1982,11,2,3,100,7.9676
1982,11,2,4,86,8.0452
1982,11,2,5,112,5.4156
1982,11,3,1,53,7.3032
1982,11,3,2,79,5.0401
1982,11,3,3,117,4.8302
1982,11,3,4,141,5.3654
1982,11,3,5,140,2.4543
1982,12,1,1,565,3.1769
1982,12,1,2,296,1.6775
1982,12,1,3,228,2.1741
1982,12,1,4,176,1.2471
1982,12,1,5,305,2.5735
1982,12,2,1,95,-0.1382
1982,12,2,2,79,3.3528
1982,12,2,3,100,2.3947
1982,12,2,4,86,0.8599
1982,12,2,5,112,1.5792
1982,12,3,1,53,-0.5651
1982,12,3,2,79,0.2604
1982,12,3,3,117,0.8898
1982,12,3,4,141,-0.1235
1982,12,3,5,139,4.5701
1983,1,1,1,560,10.6499
1983,1,1,2,294,8.9463
1983,1,1,3,228,7.9482
1983,1,1,4,175,7.2522
1983,1,1,5,305,11.5307
1983,1,2,1,94,6.1987
1983,1,2,2,78,6.0798
1983,1,2,3,100,4.8597
1983,1,2,4,85,6.0887
1983,1,2,5,112,7.7845
1983,1,3,1,53,1.7198
1983,1,3,2,78,3.1238
1983,1,3,3,117,4.3676
1983,1,3,4,140,5.6368
1983,1,3,5,139,4.4528
1983,2,1,1,551,8.3786
1983,2,1,2,291,6.0011
1983,2,1,3,225,6.5834
1983,2,1,4,171,7.4530
1983,2,1,5,302,1.1825
1983,2,2,1,94,8.1010
1983,2,2,2,77,4.5854
1983,2,2,3,98,6.8839
1983,2,2,4,86,6.4303
1983,2,2,5,110,1.5635
1983,2,3,1,52,5.2798
1983,2,3,2,78,5.0649
1983,2,3,3,116,3.4567
1983,2,3,4,140,2.1272
1983,2,3,5,139,1.3420
1983,3,1,1,549,6.3724
1983,3,1,2,290,6.9964
1983,3,1,3,224,5.3052
1983,3,1,4,170,3.7010
1983,3,1,5,297,2.8314
1983,3,2,1,94,6.8604
1983,3,2,2,77,5.0386
1983,3,2,3,98,4.4654
1983,3,2,4,85,0.9887
1983,3,2,5,110,0.6453
1983,3,3,1,52,5.7085
1983,3,3,2,78,5.2495
1983,3,3,3,116,2.9343
1983,3,3,4,140,0.6409
1983,3,3,5,139,3.7402
1983,4,1,1,546,8.3627
1983,4,1,2,289,6.5707
1983,4,1,3,224,9.1182
1983,4,1,4,167,7.1183
1983,4,1,5,296,6.0680
1983,4,2,1,93,9.3711
1983,4,2,2,77,5.8002
1983,4,2,3,98,6.8227
1983,4,2,4,85,6.4519
1983,4,2,5,110,6.5938
1983,4,3,1,52,6.7974
1983,4,3,2,78,6.5159
1983,4,3,3,115,7.1251
1983,4,3,4,140,4.4032
1983,4,3,5,138,9.2720
1983,5,1,1,542,8.7480
1983,5,1,2,289,9.8356
1983,5,1,3,223,11.1297
1983,5,1,4,167,11.1524
1983,5,1,5,293,13.8214
1983,5,2,1,93,4.1324
1983,5,2,2,77,5.5263
1983,5,2,3,98,3.7516
1983,5,2,4,86,5.0184
1983,5,2,5,110,8.7919
1983,5,3,1,52,-2.5383
1983,5,3,2,78,0.3917
1983,5,3,3,115,-1.1976
1983,5,3,4,140,-0.3253
1983,5,3,5,138,1.2234
1983,6,1,1,540,5.8994
1983,6,1,2,286,4.0831
1983,6,1,3,222,4.1698
1983,6,1,4,167,5.1514
1983,6,1,5,292,3.3275
1983,6,2,1,92,6.4212
1983,6,2,2,77,5.3490
1983,6,2,3,97,6.0186
1983,6,2,4,86,5.2861
1983,6,2,5,110,5.2653
1983,6,3,1,52,3.5491
1983,6,3,2,78,4.0169
1983,6,3,3,114,3.5123
1983,6,3,4,140,2.0691
1983,6,3,5,138,6.4259
1983,7,1,1,575,-2.2151
1983,7,1,2,347,-2.5031
1983,7,1,3,269,-1.8070
1983,7,1,4,191,-2.1870
1983,7,1,5,405,-3.0964
1983,7,2,1,100,-4.6677
1983,7,2,2,122,-1.6532
1983,7,2,3,80,-2.0546
1983,7,2,4,74,-3.3106
1983,7,2,5,118,-2.6421
1983,7,3,1,69,-2.6033
1983,7,3,2,64,-2.4981
1983,7,3,3,113,-3.9516
1983,7,3,4,154,-3.0823
1983,7,3,5,144,-4.6515
1983,8,1,1,571,-4.1508
1983,8,1,2,347,-2.9141
1983,8,1,3,266,-3.8275
1983,8,1,4,190,-4.9821
1983,8,1,5,403,-3.3839
1983,8,2,1,99,-4.9756
1983,8,2,2,122,-4.8987
1983,8,2,3,80,-1.6400
1983,8,2,4,74,-3.5165
1983,8,2,5,118,-2.2745
1983,8,3,1,68,-2.7545
1983,8,3,2,64,-0.4955
1983,8,3,3,113,0.8875
1983,8,3,4,154,2.7810
1983,8,3,5,144,1.3062
1983,9,1,1,564,-0.6939
1983,9,1,2,345,-0.2778
1983,9,1,3,264,1.8531
1983,9,1,4,189,0.1676
1983,9,1,5,401,-2.6107
1983,9,2,1,99,2.6265
1983,9,2,2,121,3.9785
1983,9,2,3,77,5.7483
1983,9,2,4,74,3.4412
1983,9,2,5,118,-0.5375
1983,9,3,1,67,3.2628
1983,9,3,2,64,3.2829
1983,9,3,3,113,3.1456
1983,9,3,4,154,1.2829
1983,9,3,5,143,-0.2611
1983,10,1,1,561,-6.4326
1983,10,1,2,341,-4.6823
1983,10,1,3,263,-6.2845
1983,10,1,4,189,-4.6300
1983,10,1,5,398,-8.3816
1983,10,2,1,99,-6.0881
1983,10,2,2,121,-4.8713
1983,10,2,3,76,-5.4322
1983,10,2,4,74,-5.3818
1983,10,2,5,117,-7.9437
1983,10,3,1,66,-0.7460
1983,10,3,2,64,0.6821
1983,10,3,3,113,-1.3668
1983,10,3,4,154,-1.9451
1983,10,3,5,142,-3.4367
1983,11,1,1,557,4.7211
1983,11,1,2,338,6.2539
1983,11,1,3,262,3.0811
1983,11,1,4,187,0.8322
1983,11,1,5,396,0.2757
1983,11,2,1,99,6.8683
1983,11,2,2,121,4.9660
1983,11,2,3,76,5.0321
1983,11,2,4,72,6.0834
1983,11,2,5,116,4.6484
1983,11,3,1,66,5.2376
1983,11,3,2,64,3.8130
1983,11,3,3,113,4.7017
1983,11,3,4,153,0.2477
1983,11,3,5,142,2.0566
1983,12,1,1,554,-1.2164
1983,12,1,2,337,-1.4764
1983,12,1,3,261,-0.8130
1983,12,1,4,187,-1.8601
1983,12,1,5,394,-3.6767
1983,12,2,1,99,-2.0465
1983,12,2,2,121,-1.2553
1983,12,2,3,76,-1.5920
1983,12,2,4,72,-1.6169
1983,12,2,5,116,-1.3028
1983,12,3,1,66,-2.0670
1983,12,3,2,64,-1.4029
1983,12,3,3,113,-0.5757
1983,12,3,4,153,-0.4067
1983,12,3,5,142,-0.5248
1984,1,1,1,550,0.1808
1984,1,1,2,335,0.3528
1984,1,1,3,260,-1.3769
1984,1,1,4,184,0.4730
1984,1,1,5,392,-0.4738
1984,1,2,1,99,-1.2461
1984,1,2,2,120,-3.2145
1984,1,2,3,76,-1.0648
1984,1,2,4,72,-3.5808
1984,1,2,5,116,-2.8701
1984,1,3,1,66,-2.0125
1984,1,3,2,63,-2.8826
1984,1,3,3,113,-3.4626
1984,1,3,4,151,1.2881
1984,1,3,5,142,-0.7884
1984,2,1,1,543,-6.4320
1984,2,1,2,332,-6.5776
1984,2,1,3,257,-4.4900
1984,2,1,4,183,-6.1151
1984,2,1,5,387,-6.4258
1984,2,2,1,98,-4.8296
1984,2,2,2,120,-4.8579
1984,2,2,3,76,-5.0159
1984,2,2,4,72,-5.0981
1984,2,2,5,116,-5.0457
1984,2,3,1,66,-5.8603
1984,2,3,2,63,-5.4881
1984,2,3,3,112,-5.8222
1984,2,3,4,151,-1.5496
1984,2,3,5,142,-3.0244
1984,3,1,1,540,1.5817
1984,3,1,2,327,1.4331
1984,3,1,3,255,1.3869
1984,3,1,4,178,0.1215
1984,3,1,5,384,-1.1578
1984,3,2,1,98,2.2447
1984,3,2,2,117,1.3898
1984,3,2,3,76,-0.3144
1984,3,2,4,72,1.6391
1984,3,2,5,113,1.2041
1984,3,3,1,66,2.2231
1984,3,3,2,63,3.3932
1984,3,3,3,112,3.1000
1984,3,3,4,150,1.2126
1984,3,3,5,141,1.4556
1984,4,1,1,538,-1.1285
1984,4,1,2,328,-0.4510
1984,4,1,3,254,-0.9669
1984,4,1,4,178,-2.7883
1984,4,1,5,382,-2.9447
1984,4,2,1,98,-1.7713
1984,4,2,2,116,1.4639
1984,4,2,3,75,0.7458
1984,4,2,4,71,-0.9097
1984,4,2,5,111,0.8478
1984,4,3,1,66,-2.1118
1984,4,3,2,63,-0.0669
1984,4,3,3,112,0.0272
1984,4,3,4,150,1.5314
1984,4,3,5,141,0.5663
1984,5,1,1,536,-5.4086
1984,5,1,2,324,-3.8104
1984,5,1,3,252,-5.2370
1984,5,1,4,178,-4.7651
1984,5,1,5,380,-4.0419
1984,5,2,1,97,-5.5567
1984,5,2,2,115,-4.9499
1984,5,2,3,75,-3.3508
1984,5,2,4,71,-3.5681
1984,5,2,5,109,-6.1053
1984,5,3,1,66,-7.9963
1984,5,3,2,63,-4.1050
1984,5,3,3,112,-5.0294
1984,5,3,4,150,-4.5563
1984,5,3,5,140,-4.1341
1984,6,1,1,527,3.0899
1984,6,1,2,323,2.9604
1984,6,1,3,251,3.6178
1984,6,1,4,177,1.7784
1984,6,1,5,376,0.0505
1984,6,2,1,97,3.5944
1984,6,2,2,115,3.0277
1984,6,2,3,75,4.3207
