year,month,rank_ME,rank_dLNO,nstocks,ret_vw
1998,3,2,2,124,3.3850
1998,3,2,3,120,4.3288
1998,3,2,4,130,5.7930
1998,3,2,5,163,3.5703
1998,3,3,1,104,6.8427
1998,3,3,2,122,4.6694
1998,3,3,3,142,3.4920
1998,3,3,4,152,3.0068
1998,3,3,5,166,5.0169
1998,4,1,1,599,2.2207
1998,4,1,2,357,3.7770
1998,4,1,3,375,2.9591
1998,4,1,4,333,3.1129
1998,4,1,5,398,1.0307
1998,4,2,1,96,1.8721
1998,4,2,2,123,1.9967
1998,4,2,3,120,-0.4710
1998,4,2,4,129,-0.4300
1998,4,2,5,162,0.3765
1998,4,3,1,102,-1.8197
1998,4,3,2,121,-0.7009
1998,4,3,3,142,-0.0792
1998,4,3,4,152,1.5511
1998,4,3,5,165,2.1631
1998,5,1,1,592,-4.0919
1998,5,1,2,354,-3.9330
1998,5,1,3,369,-5.4581
1998,5,1,4,330,-4.0711
1998,5,1,5,396,-5.2817
1998,5,2,1,96,-2.2491
1998,5,2,2,122,-4.6382
1998,5,2,3,120,-5.5677
1998,5,2,4,129,-6.1666
1998,5,2,5,161,-7.7866
1998,5,3,1,102,-1.1016
1998,5,3,2,121,-1.6144
1998,5,3,3,142,-0.4087
1998,5,3,4,152,-4.2954
1998,5,3,5,165,-6.0374
1998,6,1,1,583,-0.6716
1998,6,1,2,353,-2.9623
1998,6,1,3,364,-1.6260
1998,6,1,4,327,-1.1899
1998,6,1,5,394,-0.1722
1998,6,2,1,96,0.9639
1998,6,2,2,122,-0.5941
1998,6,2,3,119,0.7326
1998,6,2,4,128,0.5165
1998,6,2,5,161,-0.8986
1998,6,3,1,102,6.7874
1998,6,3,2,121,7.1642
1998,6,3,3,142,1.6176
1998,6,3,4,151,1.6919
1998,6,3,5,163,0.2081
1998,7,1,1,625,-5.8067
1998,7,1,2,518,-7.1152
1998,7,1,3,392,-7.4801
1998,7,1,4,395,-8.5986
1998,7,1,5,422,-8.2722
1998,7,2,1,111,-7.4224
1998,7,2,2,141,-8.4896
1998,7,2,3,154,-6.0450
1998,7,2,4,145,-6.8848
1998,7,2,5,195,-11.1352
1998,7,3,1,122,-0.0149
1998,7,3,2,133,-2.7679
1998,7,3,3,172,-2.7461
1998,7,3,4,169,-2.0016
1998,7,3,5,146,-3.8580
1998,8,1,1,617,-20.7562
1998,8,1,2,516,-21.7028
1998,8,1,3,386,-19.3157
1998,8,1,4,392,-20.8564
1998,8,1,5,415,-24.8229
1998,8,2,1,111,-18.4522
1998,8,2,2,140,-18.1638
1998,8,2,3,154,-16.6632
1998,8,2,4,144,-20.8156
1998,8,2,5,194,-23.9405
1998,8,3,1,121,-12.8020
1998,8,3,2,133,-10.2224
1998,8,3,3,171,-14.9260
1998,8,3,4,168,-12.8082
1998,8,3,5,144,-13.9598
1998,9,1,1,610,4.7748
1998,9,1,2,514,2.7778
1998,9,1,3,379,4.3621
1998,9,1,4,390,2.5081
1998,9,1,5,408,5.2127
1998,9,2,1,111,6.8326
1998,9,2,2,138,3.5398
1998,9,2,3,151,8.7103
1998,9,2,4,143,6.4295
1998,9,2,5,192,9.4817
1998,9,3,1,121,5.7768
1998,9,3,2,133,6.5687
1998,9,3,3,168,6.8719
1998,9,3,4,166,9.7348
1998,9,3,5,144,8.6031
1998,10,1,1,602,1.1334
1998,10,1,2,504,3.9275
1998,10,1,3,373,3.2372
1998,10,1,4,385,1.4659
1998,10,1,5,398,3.5880
1998,10,2,1,110,2.9571
1998,10,2,2,138,8.5421
1998,10,2,3,150,4.5810
1998,10,2,4,143,7.4463
1998,10,2,5,191,4.2333
1998,10,3,1,120,9.1087
1998,10,3,2,133,5.3215
1998,10,3,3,167,8.6360
1998,10,3,4,165,5.6986
1998,10,3,5,142,5.6828
1998,11,1,1,587,6.4747
1998,11,1,2,495,10.6900
1998,11,1,3,363,12.5742
1998,11,1,4,377,10.2382
1998,11,1,5,389,2.9351
1998,11,2,1,108,4.3315
1998,11,2,2,138,5.2487
1998,11,2,3,149,8.7035
1998,11,2,4,143,5.3764
1998,11,2,5,191,4.1794
1998,11,3,1,118,5.5153
1998,11,3,2,133,7.2865
1998,11,3,3,167,6.1440
1998,11,3,4,162,6.6454
1998,11,3,5,141,2.0472
1998,12,1,1,576,2.3790
1998,12,1,2,487,2.7316
1998,12,1,3,358,2.2481
1998,12,1,4,374,-0.9715
1998,12,1,5,383,0.3807
1998,12,2,1,108,4.5179
1998,12,2,2,137,4.6557
1998,12,2,3,148,6.2188
1998,12,2,4,142,6.7246
1998,12,2,5,191,5.5418
1998,12,3,1,116,7.4566
1998,12,3,2,133,4.6293
1998,12,3,3,165,7.0485
1998,12,3,4,162,6.8390
1998,12,3,5,140,7.1469
1999,1,1,1,565,8.1634
1999,1,1,2,482,5.1967
1999,1,1,3,355,4.6922
1999,1,1,4,366,6.1423
1999,1,1,5,374,6.3508
1999,1,2,1,108,-3.7026
1999,1,2,2,137,0.7965
1999,1,2,3,147,0.5417
1999,1,2,4,140,2.7317
1999,1,2,5,189,1.9370
1999,1,3,1,116,2.5110
1999,1,3,2,133,6.0978
1999,1,3,3,165,4.5930
1999,1,3,4,161,4.1733
1999,1,3,5,139,-0.8148
1999,2,1,1,548,-7.5641
1999,2,1,2,472,-7.3990
1999,2,1,3,352,-5.8146
1999,2,1,4,360,-7.1922
1999,2,1,5,369,-9.4476
1999,2,2,1,108,-8.0954
1999,2,2,2,137,-7.1933
1999,2,2,3,145,-8.2725
1999,2,2,4,138,-8.5232
1999,2,2,5,188,-13.3125
1999,2,3,1,115,-4.8411
1999,2,3,2,133,-3.6034
1999,2,3,3,164,-3.9375
1999,2,3,4,160,-5.0292
1999,2,3,5,138,-3.4796
1999,3,1,1,537,-3.3376
1999,3,1,2,465,-5.3134
1999,3,1,3,349,-4.1030
1999,3,1,4,358,-5.5061
1999,3,1,5,361,-1.2153
1999,3,2,1,107,-2.4704
1999,3,2,2,136,-5.6888
1999,3,2,3,142,1.0695
1999,3,2,4,138,3.3948
1999,3,2,5,188,2.1321
1999,3,3,1,115,5.6857
1999,3,3,2,132,7.2417
1999,3,3,3,164,3.5897
1999,3,3,4,160,0.6520
1999,3,3,5,138,-0.7228
1999,4,1,1,522,8.2478
1999,4,1,2,458,9.9034
1999,4,1,3,342,11.0013
1999,4,1,4,353,9.7427
1999,4,1,5,350,9.7396
1999,4,2,1,107,8.4037
1999,4,2,2,133,5.5293
1999,4,2,3,141,8.3428
1999,4,2,4,134,7.6585
1999,4,2,5,185,9.0472
1999,4,3,1,109,1.3662
1999,4,3,2,131,-0.7222
1999,4,3,3,164,6.0896
1999,4,3,4,159,4.6535
1999,4,3,5,136,10.3569
1999,5,1,1,513,5.1988
1999,5,1,2,451,5.1138
1999,5,1,3,340,4.9623
1999,5,1,4,347,4.6068
1999,5,1,5,344,4.3817
1999,5,2,1,106,6.2035
1999,5,2,2,133,4.9207
1999,5,2,3,140,3.2876
1999,5,2,4,133,2.9917
1999,5,2,5,183,0.9638
1999,5,3,1,109,-3.4033
1999,5,3,2,131,-1.6092
1999,5,3,3,163,1.4164
1999,5,3,4,159,-0.4439
1999,5,3,5,134,-1.9675
1999,6,1,1,509,6.2147
1999,6,1,2,447,6.8596
1999,6,1,3,332,10.5870
1999,6,1,4,343,6.5603
1999,6,1,5,338,3.2044
1999,6,2,1,104,5.5700
1999,6,2,2,132,7.5207
1999,6,2,3,141,9.8545
1999,6,2,4,132,9.0457
1999,6,2,5,182,4.9783
1999,6,3,1,108,3.1944
1999,6,3,2,130,5.4411
1999,6,3,3,163,4.9587
1999,6,3,4,159,5.8465
1999,6,3,5,134,5.0610
1999,7,1,1,633,1.5561
1999,7,1,2,462,4.3876
1999,7,1,3,330,1.7171
1999,7,1,4,309,2.5504
1999,7,1,5,425,0.9918
1999,7,2,1,155,0.7430
1999,7,2,2,140,-0.4191
1999,7,2,3,136,-0.6170
1999,7,2,4,149,-2.2126
1999,7,2,5,182,-3.5046
1999,7,3,1,117,-3.6466
1999,7,3,2,145,-2.6520
1999,7,3,3,160,-1.9558
1999,7,3,4,156,-0.3033
1999,7,3,5,151,-4.5217
1999,8,1,1,624,-2.8204
1999,8,1,2,456,-1.0276
1999,8,1,3,327,-0.5003
1999,8,1,4,305,-3.3513
1999,8,1,5,419,-4.3847
1999,8,2,1,154,-2.7937
1999,8,2,2,139,-3.3980
1999,8,2,3,134,-2.7255
1999,8,2,4,145,-4.1566
1999,8,2,5,181,-3.5716
1999,8,3,1,116,-1.0276
1999,8,3,2,143,3.5546
1999,8,3,3,160,-2.1309
1999,8,3,4,154,0.1814
1999,8,3,5,149,-0.6245
1999,9,1,1,612,-1.9287
1999,9,1,2,450,-1.5755
1999,9,1,3,327,-0.9056
1999,9,1,4,304,-1.5949
1999,9,1,5,415,-3.0346
1999,9,2,1,153,-0.5222
1999,9,2,2,134,-0.1914
1999,9,2,3,133,2.3077
1999,9,2,4,143,-0.1565
1999,9,2,5,180,-1.9643
1999,9,3,1,115,-2.9899
1999,9,3,2,143,-6.1513
1999,9,3,3,160,-3.1720
1999,9,3,4,152,-1.0921
1999,9,3,5,147,-3.7727
1999,10,1,1,600,-1.2554
1999,10,1,2,440,-2.5158
1999,10,1,3,324,-1.1525
1999,10,1,4,299,1.5394
1999,10,1,5,408,-5.3177
1999,10,2,1,153,-0.3467
1999,10,2,2,133,-0.6659
1999,10,2,3,130,0.3042
1999,10,2,4,143,-2.0499
1999,10,2,5,180,-5.0776
1999,10,3,1,115,6.1414
1999,10,3,2,141,4.5183
1999,10,3,3,160,2.7379
1999,10,3,4,150,4.8504
1999,10,3,5,146,5.6302
1999,11,1,1,590,16.3699
1999,11,1,2,435,13.6923
1999,11,1,3,319,9.9946
1999,11,1,4,295,12.5628
1999,11,1,5,405,11.2836
1999,11,2,1,153,6.8085
1999,11,2,2,131,9.3549
1999,11,2,3,129,4.3065
1999,11,2,4,141,12.2613
1999,11,2,5,180,4.4268
1999,11,3,1,114,0.5931
1999,11,3,2,139,-0.2066
1999,11,3,3,158,6.7453
1999,11,3,4,149,2.1149
1999,11,3,5,144,3.3339
1999,12,1,1,582,18.7810
1999,12,1,2,433,11.2302
1999,12,1,3,315,12.0230
1999,12,1,4,292,18.4800
1999,12,1,5,396,11.8497
1999,12,2,1,151,10.4895
1999,12,2,2,128,6.8819
1999,12,2,3,126,13.7864
1999,12,2,4,134,12.5433
1999,12,2,5,178,11.0476
1999,12,3,1,113,3.8259
1999,12,3,2,139,9.6709
1999,12,3,3,155,8.3692
1999,12,3,4,148,8.2897
1999,12,3,5,143,4.8119
2000,1,1,1,572,9.6492
2000,1,1,2,429,11.4445
2000,1,1,3,310,10.7350
2000,1,1,4,290,3.0759
2000,1,1,5,390,6.5798
2000,1,2,1,150,3.0440
2000,1,2,2,127,-5.5674
2000,1,2,3,124,-1.7341
2000,1,2,4,133,1.8333
2000,1,2,5,176,-2.5401
2000,1,3,1,112,-3.8133
2000,1,3,2,139,-8.9854
2000,1,3,3,155,-3.2794
2000,1,3,4,147,-3.2479
2000,1,3,5,142,-5.5659
2000,2,1,1,564,38.9646
2000,2,1,2,425,26.2966
2000,2,1,3,310,30.1184
2000,2,1,4,289,25.7733
2000,2,1,5,387,19.4587
2000,2,2,1,149,18.3206
2000,2,2,2,126,19.5817
2000,2,2,3,124,16.1481
2000,2,2,4,132,20.3429
2000,2,2,5,174,11.6851
2000,2,3,1,112,-2.9682
2000,2,3,2,139,-6.9225
2000,2,3,3,154,1.2747
2000,2,3,4,146,2.1709
2000,2,3,5,141,-0.5253
2000,3,1,1,558,-12.7113
2000,3,1,2,419,-9.9016
2000,3,1,3,308,-8.6254
2000,3,1,4,288,-6.5409
2000,3,1,5,380,-4.2058
2000,3,2,1,146,-6.7271
2000,3,2,2,124,-5.5226
2000,3,2,3,122,-10.2649
2000,3,2,4,132,-6.0358
2000,3,2,5,171,1.5466
2000,3,3,1,110,10.1195
2000,3,3,2,137,13.3550
2000,3,3,3,154,5.2002
2000,3,3,4,146,7.8544
2000,3,3,5,141,6.2424
2000,4,1,1,552,-22.0581
2000,4,1,2,415,-15.5730
2000,4,1,3,307,-13.8667
2000,4,1,4,286,-10.0016
2000,4,1,5,372,-14.1496
2000,4,2,1,145,-8.2209
2000,4,2,2,124,-1.8772
2000,4,2,3,118,-2.4010
2000,4,2,4,131,-6.5797
2000,4,2,5,170,-7.7536
2000,4,3,1,109,1.1188
2000,4,3,2,137,-11.0605
2000,4,3,3,153,-3.4356
2000,4,3,4,145,-2.7966
2000,4,3,5,140,-1.7372
2000,5,1,1,550,-14.0711
2000,5,1,2,412,-9.4278
2000,5,1,3,303,-11.4754
2000,5,1,4,283,-9.1985
2000,5,1,5,366,-11.2513
2000,5,2,1,143,-4.0274
2000,5,2,2,122,-6.6078
2000,5,2,3,116,-4.8361
2000,5,2,4,130,-9.5513
2000,5,2,5,167,-6.0410
2000,5,3,1,108,2.3737
2000,5,3,2,137,-4.1277
2000,5,3,3,153,-5.5934
2000,5,3,4,145,-2.2933
2000,5,3,5,139,0.0145
2000,6,1,1,544,30.2659
2000,6,1,2,403,21.8775
2000,6,1,3,301,21.9024
2000,6,1,4,282,17.2104
2000,6,1,5,359,18.5118
2000,6,2,1,141,11.6796
2000,6,2,2,119,9.6517
2000,6,2,3,115,8.1144
2000,6,2,4,128,13.0448
2000,6,2,5,167,5.0468
2000,6,3,1,107,2.3974
2000,6,3,2,137,8.7895
2000,6,3,3,152,2.5324
2000,6,3,4,145,1.3285
2000,6,3,5,139,5.3794
2000,7,1,1,614,-1.3552
2000,7,1,2,368,-1.0440
2000,7,1,3,278,0.0598
2000,7,1,4,292,-2.5329
2000,7,1,5,377,-3.5259
2000,7,2,1,152,-4.1888
2000,7,2,2,154,-3.6576
2000,7,2,3,124,2.8438
2000,7,2,4,134,-1.1527
2000,7,2,5,180,-2.0056
2000,7,3,1,130,-2.3723
2000,7,3,2,161,-6.4324
2000,7,3,3,150,-4.7391
2000,7,3,4,152,-1.8080
2000,7,3,5,168,-2.0700
2000,8,1,1,609,10.4063
2000,8,1,2,365,5.1749
2000,8,1,3,276,7.0820
2000,8,1,4,289,7.8739
2000,8,1,5,372,5.0301
2000,8,2,1,150,11.1781
2000,8,2,2,152,8.2587
2000,8,2,3,124,5.0153
2000,8,2,4,132,6.3284
2000,8,2,5,179,8.2576
2000,8,3,1,129,1.8526
2000,8,3,2,160,5.6385
2000,8,3,3,148,8.4982
2000,8,3,4,149,6.3926
2000,8,3,5,167,9.5264
2000,9,1,1,602,-2.1226
2000,9,1,2,360,-3.4445
2000,9,1,3,274,-4.5403
2000,9,1,4,285,-2.3612
2000,9,1,5,365,-6.2915
2000,9,2,1,147,-0.9736
2000,9,2,2,151,-1.7759
2000,9,2,3,124,0.0802
2000,9,2,4,131,-4.3786
2000,9,2,5,179,-4.8215
2000,9,3,1,127,1.1612
2000,9,3,2,159,-6.9799
2000,9,3,3,146,-3.7777
2000,9,3,4,149,-3.8781
2000,9,3,5,164,-11.5374
2000,10,1,1,592,-9.1661
2000,10,1,2,357,-7.5951
2000,10,1,3,272,-7.0602
2000,10,1,4,283,-8.4273
2000,10,1,5,356,-9.7713
2000,10,2,1,144,-4.5571
2000,10,2,2,150,-1.1037
2000,10,2,3,122,-2.1028
2000,10,2,4,128,-2.1769
2000,10,2,5,178,-5.4052
2000,10,3,1,124,6.5541
2000,10,3,2,158,2.8594
2000,10,3,3,146,-1.3605
2000,10,3,4,146,-1.3013
2000,10,3,5,163,-0.6751
2000,11,1,1,581,-12.9631
2000,11,1,2,352,-10.8312
2000,11,1,3,265,-9.2512
2000,11,1,4,276,-9.9265
2000,11,1,5,342,-10.4897
2000,11,2,1,144,-12.2696
2000,11,2,2,149,-7.9705
2000,11,2,3,120,-3.8970
2000,11,2,4,125,-5.3924
2000,11,2,5,177,-7.8837
2000,11,3,1,121,-1.2034
2000,11,3,2,157,-11.1375
2000,11,3,3,145,-5.0085
2000,11,3,4,145,-7.9433
2000,11,3,5,162,-12.6951
2000,12,1,1,570,-3.7138
2000,12,1,2,348,-0.2297
2000,12,1,3,262,0.8014
2000,12,1,4,273,-2.7617
2000,12,1,5,334,-1.7040
2000,12,2,1,144,6.9387
2000,12,2,2,147,8.6663
2000,12,2,3,120,6.6172
2000,12,2,4,124,9.2067
2000,12,2,5,177,10.2604
2000,12,3,1,120,4.9768
2000,12,3,2,157,-4.2266
2000,12,3,3,143,3.7254
2000,12,3,4,144,1.4543
2000,12,3,5,161,-4.6999
2001,1,1,1,556,18.6238
2001,1,1,2,345,19.0410
2001,1,1,3,257,16.6180
2001,1,1,4,268,19.5816
2001,1,1,5,330,16.3265
2001,1,2,1,144,5.0277
2001,1,2,2,146,5.6362
2001,1,2,3,118,5.2422
2001,1,2,4,121,5.8678
2001,1,2,5,177,7.5533
2001,1,3,1,119,-5.1983
2001,1,3,2,156,11.9123
2001,1,3,3,141,0.9287
2001,1,3,4,144,3.8755
2001,1,3,5,161,8.1189
2001,2,1,1,544,-8.3447
2001,2,1,2,340,-4.5182
2001,2,1,3,254,-1.7268
2001,2,1,4,262,-6.8218
2001,2,1,5,321,-3.5550
2001,2,2,1,142,-6.8335
2001,2,2,2,144,-3.6363
2001,2,2,3,116,-3.7299
2001,2,2,4,121,-3.0846
2001,2,2,5,176,-4.8425
2001,2,3,1,119,-1.8372
2001,2,3,2,155,-5.8962
2001,2,3,3,141,-5.2953
2001,2,3,4,143,-8.0522
2001,2,3,5,160,-8.4943
2001,3,1,1,542,-5.8410
2001,3,1,2,337,-6.3057
2001,3,1,3,253,-4.1290
2001,3,1,4,259,-0.9634
2001,3,1,5,315,-4.0718
2001,3,2,1,140,-1.8449
2001,3,2,2,142,-5.0402
2001,3,2,3,116,-3.9288
2001,3,2,4,121,-3.9369
2001,3,2,5,174,-5.9457
2001,3,3,1,118,-4.2953
2001,3,3,2,154,-5.5830
2001,3,3,3,140,-6.4686
2001,3,3,4,142,-8.0890
2001,3,3,5,158,-7.8247
2001,4,1,1,538,5.0803
2001,4,1,2,328,7.6984
2001,4,1,3,250,9.1619
2001,4,1,4,255,3.6948
2001,4,1,5,311,6.3606
2001,4,2,1,139,9.2647
2001,4,2,2,142,6.0395
2001,4,2,3,116,9.1438
2001,4,2,4,121,6.1130
2001,4,2,5,172,7.7284
2001,4,3,1,117,4.1719
2001,4,3,2,153,13.3153
2001,4,3,3,140,7.1397
2001,4,3,4,141,6.1562
2001,4,3,5,158,11.7888
2001,5,1,1,526,8.9683
2001,5,1,2,323,11.9145
2001,5,1,3,247,16.6525
2001,5,1,4,252,11.6294
2001,5,1,5,303,10.0926
2001,5,2,1,139,2.6828
2001,5,2,2,140,3.0170
2001,5,2,3,116,4.8143
2001,5,2,4,119,4.0442
2001,5,2,5,170,5.0076
2001,5,3,1,117,1.8281
2001,5,3,2,153,2.6430
2001,5,3,3,140,1.5307
2001,5,3,4,140,0.7477
2001,5,3,5,158,-0.3474
2001,6,1,1,507,0.6622
2001,6,1,2,319,3.1085
2001,6,1,3,246,1.6478
2001,6,1,4,247,1.7789
2001,6,1,5,299,2.5232
2001,6,2,1,138,3.4793
2001,6,2,2,138,5.2840
2001,6,2,3,114,0.8051
2001,6,2,4,119,3.6931
2001,6,2,5,167,5.1198
2001,6,3,1,117,-4.2395
2001,6,3,2,151,-0.7560
2001,6,3,3,140,-4.1732
2001,6,3,4,140,-3.5781
2001,6,3,5,158,-1.1120
2001,7,1,1,547,-1.8930
2001,7,1,2,368,-2.1471
2001,7,1,3,278,-2.1576
2001,7,1,4,287,-1.6287
2001,7,1,5,376,-5.4324
2001,7,2,1,133,-7.7625
2001,7,2,2,130,-4.1643
2001,7,2,3,124,-4.6097
2001,7,2,4,142,-4.5391
2001,7,2,5,191,-6.0739
2001,7,3,1,97,-0.2759
2001,7,3,2,124,-5.1513
2001,7,3,3,122,2.2941
2001,7,3,4,155,-2.1425
2001,7,3,5,183,1.7662
2001,8,1,1,538,-3.3953
2001,8,1,2,361,-3.0928
2001,8,1,3,275,-1.5527
2001,8,1,4,283,-2.6497
2001,8,1,5,367,-5.3328
2001,8,2,1,133,-2.9430
2001,8,2,2,130,-2.3123
2001,8,2,3,123,-1.2447
2001,8,2,4,140,-1.3196
2001,8,2,5,190,-6.2196
2001,8,3,1,97,-1.8161
2001,8,3,2,123,-5.3107
2001,8,3,3,122,-3.7530
2001,8,3,4,154,-7.0093
2001,8,3,5,183,-7.7922
2001,9,1,1,525,-12.9785
2001,9,1,2,353,-11.0443
2001,9,1,3,267,-14.2253
2001,9,1,4,275,-14.4391
2001,9,1,5,352,-17.1056
2001,9,2,1,131,-19.6975
2001,9,2,2,130,-16.0167
2001,9,2,3,123,-11.9036
2001,9,2,4,140,-17.2428
2001,9,2,5,189,-17.4424
2001,9,3,1,94,-6.3787
2001,9,3,2,121,-8.0046
2001,9,3,3,121,-7.2428
2001,9,3,4,150,-9.3406
2001,9,3,5,181,-13.2600
2001,10,1,1,519,7.4827
2001,10,1,2,345,6.0768
2001,10,1,3,264,10.3020
2001,10,1,4,274,6.2184
2001,10,1,5,350,8.9936
2001,10,2,1,130,10.0354
2001,10,2,2,130,5.0921
2001,10,2,3,122,5.8664
2001,10,2,4,138,7.4793
2001,10,2,5,188,10.7914
2001,10,3,1,94,2.9316
2001,10,3,2,121,3.2337
2001,10,3,3,120,3.8166
2001,10,3,4,150,-0.9369
2001,10,3,5,179,5.4394
2001,11,1,1,508,5.3205
2001,11,1,2,343,4.7258
2001,11,1,3,262,7.4151
2001,11,1,4,273,8.0834
2001,11,1,5,344,8.2184
2001,11,2,1,129,10.1508
2001,11,2,2,130,8.4667
2001,11,2,3,120,4.9873
2001,11,2,4,139,9.5956
2001,11,2,5,188,10.7378
2001,11,3,1,93,6.9675
2001,11,3,2,121,5.4037
2001,11,3,3,119,6.2387
2001,11,3,4,148,8.5848
2001,11,3,5,178,13.2793
2001,12,1,1,499,6.6108
2001,12,1,2,336,7.9804
2001,12,1,3,256,6.2142
2001,12,1,4,266,7.2640
2001,12,1,5,335,7.2614
2001,12,2,1,129,5.6845
2001,12,2,2,130,6.7579
2001,12,2,3,120,7.3579
2001,12,2,4,139,5.8416
2001,12,2,5,187,8.4624
2001,12,3,1,91,2.3492
2001,12,3,2,121,2.2412
2001,12,3,3,119,0.1778
2001,12,3,4,148,1.8580
2001,12,3,5,177,0.9025
2002,1,1,1,490,1.8309
2002,1,1,2,333,2.0972
2002,1,1,3,254,2.6978
2002,1,1,4,264,3.6345
2002,1,1,5,332,2.3045
2002,1,2,1,128,-2.6575
2002,1,2,2,130,-0.0559
2002,1,2,3,119,0.0514
2002,1,2,4,138,-0.9304
2002,1,2,5,186,-1.8906
2002,1,3,1,89,2.6165
2002,1,3,2,121,-3.2921
2002,1,3,3,118,-2.3791
2002,1,3,4,148,-1.4018
2002,1,3,5,176,0.6081
2002,2,1,1,483,-3.8197
2002,2,1,2,327,-3.0595
2002,2,1,3,254,-2.9465
2002,2,1,4,263,-3.9044
2002,2,1,5,328,-7.1987
2002,2,2,1,128,-1.9021
2002,2,2,2,130,-1.4137
2002,2,2,3,119,0.1358
2002,2,2,4,138,-2.7320
2002,2,2,5,185,-4.1390
2002,2,3,1,89,-0.8631
2002,2,3,2,118,0.3874
2002,2,3,3,117,-0.5991
2002,2,3,4,147,-1.4248
2002,2,3,5,175,-4.0320
2002,3,1,1,478,8.5437
2002,3,1,2,323,9.9450
2002,3,1,3,250,10.6437
2002,3,1,4,261,8.0977
2002,3,1,5,320,9.0228
2002,3,2,1,128,10.7975
2002,3,2,2,130,8.9193
2002,3,2,3,119,9.1062
2002,3,2,4,137,8.9561
2002,3,2,5,185,7.8880
2002,3,3,1,88,4.7898
2002,3,3,2,117,3.5960
2002,3,3,3,117,1.6241
2002,3,3,4,147,3.1680
2002,3,3,5,174,4.9379
2002,4,1,1,471,2.4381
2002,4,1,2,323,2.2412
2002,4,1,3,246,3.3982
2002,4,1,4,260,2.3344
2002,4,1,5,315,3.1859
2002,4,2,1,128,-0.1816
2002,4,2,2,130,1.3826
2002,4,2,3,119,2.8678
2002,4,2,4,137,0.3840
2002,4,2,5,182,-0.5627
2002,4,3,1,88,-1.0188
2002,4,3,2,117,-7.2126
2002,4,3,3,117,-6.4986
2002,4,3,4,146,-6.8179
2002,4,3,5,172,-5.6653
2002,5,1,1,464,-0.3613
2002,5,1,2,320,-0.8526
2002,5,1,3,245,0.1086
2002,5,1,4,255,-2.3413
2002,5,1,5,307,-4.3814
2002,5,2,1,127,-6.1228
2002,5,2,2,128,-5.3813
2002,5,2,3,118,-2.7406
2002,5,2,4,137,-3.4079
2002,5,2,5,182,-5.7916
2002,5,3,1,88,-0.5028
2002,5,3,2,117,-1.4938
2002,5,3,3,117,-1.1449
2002,5,3,4,146,0.3448
2002,5,3,5,172,-0.9110
2002,6,1,1,460,-4.2047
2002,6,1,2,317,-2.5754
2002,6,1,3,241,-0.6924
2002,6,1,4,255,-0.5712
2002,6,1,5,300,-3.9606
2002,6,2,1,127,-6.6986
2002,6,2,2,127,-2.5649
2002,6,2,3,117,-4.5042
2002,6,2,4,136,-4.5605
2002,6,2,5,182,-6.2151
2002,6,3,1,88,-7.3250
2002,6,3,2,117,-4.2226
2002,6,3,3,117,-8.8507
2002,6,3,4,144,-9.8219
2002,6,3,5,171,-10.3853
2002,7,1,1,640,-14.7720
2002,7,1,2,369,-13.4569
2002,7,1,3,347,-15.7154
2002,7,1,4,316,-15.0146
2002,7,1,5,302,-18.8069
2002,7,2,1,120,-17.2945
2002,7,2,2,113,-13.3416
2002,7,2,3,119,-17.1096
2002,7,2,4,141,-18.4835
2002,7,2,5,145,-17.2951
2002,7,3,1,103,-8.3738
2002,7,3,2,104,-0.0248
2002,7,3,3,130,-5.3998
2002,7,3,4,157,-8.1267
2002,7,3,5,154,-9.5243
2002,8,1,1,631,-1.2325
2002,8,1,2,365,-2.0825
2002,8,1,3,346,-0.6291
2002,8,1,4,313,-2.0814
2002,8,1,5,298,-3.8394
2002,8,2,1,120,-0.4209
2002,8,2,2,112,-0.9634
2002,8,2,3,119,2.3562
2002,8,2,4,141,-1.1470
2002,8,2,5,145,1.1570
2002,8,3,1,103,1.8188
2002,8,3,2,103,-1.5955
2002,8,3,3,130,-0.3653
2002,8,3,4,157,1.8173
2002,8,3,5,154,0.1522
2002,9,1,1,616,-10.3756
2002,9,1,2,361,-8.8446
2002,9,1,3,341,-10.7554
2002,9,1,4,310,-9.9864
2002,9,1,5,295,-9.5157
2002,9,2,1,120,-9.7383
2002,9,2,2,112,-9.2414
2002,9,2,3,118,-4.9286
2002,9,2,4,141,-8.2679
2002,9,2,5,144,-4.7524
2002,9,3,1,103,-13.0346
2002,9,3,2,103,-10.9916
2002,9,3,3,129,-7.4529
2002,9,3,4,157,-9.0508
2002,9,3,5,154,-10.1537
2002,10,1,1,611,5.9780
2002,10,1,2,358,3.5624
2002,10,1,3,338,3.7896
2002,10,1,4,309,4.4667
2002,10,1,5,294,4.5223
2002,10,2,1,120,5.0501
2002,10,2,2,112,5.6049
2002,10,2,3,118,2.1916
2002,10,2,4,141,5.4430
2002,10,2,5,144,4.8136
2002,10,3,1,103,10.4931
2002,10,3,2,103,7.3258
2002,10,3,3,129,3.7112
2002,10,3,4,157,8.8902
2002,10,3,5,153,5.9622
2002,11,1,1,599,15.4150
2002,11,1,2,353,9.3626
2002,11,1,3,332,14.6983
2002,11,1,4,305,13.8856
2002,11,1,5,291,13.7569
2002,11,2,1,120,9.9674
2002,11,2,2,112,8.2235
2002,11,2,3,118,6.7823
2002,11,2,4,141,12.4150
2002,11,2,5,143,11.6917
2002,11,3,1,102,11.4669
2002,11,3,2,103,4.6366
2002,11,3,3,129,4.1797
