year,month,rank_ME,rank_dWC,nstocks,ret_vw
1980,9,2,4,116,1.8125
1980,9,2,5,179,5.3538
1980,9,3,1,127,5.8787
1980,9,3,2,156,1.1511
1980,9,3,3,142,1.7542
1980,9,3,4,141,2.0769
1980,9,3,5,102,5.0536
1980,10,1,1,437,3.9826
1980,10,1,2,198,1.2636
1980,10,1,3,218,4.0923
1980,10,1,4,320,5.7811
1980,10,1,5,517,6.6326
1980,10,2,1,135,4.5305
1980,10,2,2,92,3.6688
1980,10,2,3,106,2.0761
1980,10,2,4,113,3.8207
1980,10,2,5,179,4.2611
1980,10,3,1,127,2.7245
1980,10,3,2,156,0.7177
1980,10,3,3,141,3.6576
1980,10,3,4,140,-0.9005
1980,10,3,5,102,3.2437
1980,11,1,1,437,6.0851
1980,11,1,2,197,4.9942
1980,11,1,3,217,5.9639
1980,11,1,4,321,6.2619
1980,11,1,5,515,9.2307
1980,11,2,1,134,8.5759
1980,11,2,2,91,9.5278
1980,11,2,3,106,3.9234
1980,11,2,4,113,5.4750
1980,11,2,5,179,10.9684
1980,11,3,1,127,17.1396
1980,11,3,2,155,9.0836
1980,11,3,3,141,10.2474
1980,11,3,4,139,6.4462
1980,11,3,5,102,16.1407
1980,12,1,1,429,-4.7468
1980,12,1,2,198,-4.4312
1980,12,1,3,216,-4.6434
1980,12,1,4,320,-5.4240
1980,12,1,5,511,-4.9152
1980,12,2,1,134,-3.6183
1980,12,2,2,90,-2.8950
1980,12,2,3,105,-0.8804
1980,12,2,4,113,-3.5239
1980,12,2,5,177,-4.9653
1980,12,3,1,127,-6.3295
1980,12,3,2,154,-3.4349
1980,12,3,3,141,-3.9958
1980,12,3,4,139,-0.3946
1980,12,3,5,102,-2.1902
1981,1,1,1,427,0.3360
1981,1,1,2,197,1.4578
1981,1,1,3,215,1.5286
1981,1,1,4,319,0.2469
1981,1,1,5,508,-2.0554
1981,1,2,1,133,-1.0384
1981,1,2,2,90,0.7210
1981,1,2,3,104,0.9721
1981,1,2,4,112,0.3524
1981,1,2,5,178,-3.7804
1981,1,3,1,127,-7.6241
1981,1,3,2,152,-1.2735
1981,1,3,3,141,-3.5884
1981,1,3,4,139,-3.6787
1981,1,3,5,102,-8.1105
1981,2,1,1,417,0.0547
1981,2,1,2,195,1.8239
1981,2,1,3,213,-0.2725
1981,2,1,4,316,1.2822
1981,2,1,5,508,-1.2243
1981,2,2,1,134,2.9441
1981,2,2,2,89,0.6504
1981,2,2,3,105,2.8137
1981,2,2,4,111,2.0258
1981,2,2,5,177,0.3011
1981,2,3,1,127,0.8910
1981,2,3,2,152,1.6840
1981,2,3,3,141,2.5018
1981,2,3,4,139,3.9348
1981,2,3,5,101,0.7811
1981,3,1,1,414,6.5780
1981,3,1,2,190,6.5971
1981,3,1,3,211,8.8515
1981,3,1,4,315,7.8198
1981,3,1,5,505,10.4594
1981,3,2,1,132,7.0490
1981,3,2,2,88,6.3068
1981,3,2,3,105,4.6033
1981,3,2,4,111,8.6287
1981,3,2,5,175,9.4373
1981,3,3,1,127,2.4246
1981,3,3,2,152,5.3099
1981,3,3,3,140,1.9096
1981,3,3,4,138,7.3038
1981,3,3,5,101,6.0096
1981,4,1,1,414,4.1598
1981,4,1,2,190,3.3258
1981,4,1,3,212,4.7351
1981,4,1,4,312,3.0415
1981,4,1,5,501,4.7913
1981,4,2,1,130,0.8500
1981,4,2,2,88,0.9756
1981,4,2,3,102,2.2830
1981,4,2,4,110,1.6637
1981,4,2,5,175,3.1589
1981,4,3,1,127,-3.9452
1981,4,3,2,150,-1.9266
1981,4,3,3,139,-1.8139
1981,4,3,4,139,0.7307
1981,4,3,5,101,-2.8078
1981,5,1,1,409,3.0952
1981,5,1,2,191,3.4752
1981,5,1,3,210,4.0236
1981,5,1,4,311,4.1692
1981,5,1,5,499,5.2441
1981,5,2,1,130,2.7544
1981,5,2,2,88,3.3420
1981,5,2,3,102,4.2564
1981,5,2,4,108,2.5505
1981,5,2,5,175,3.9041
1981,5,3,1,124,-0.8329
1981,5,3,2,151,2.0590
1981,5,3,3,139,-0.9993
1981,5,3,4,138,1.1737
1981,5,3,5,101,1.3010
1981,6,1,1,407,0.7342
1981,6,1,2,190,0.6147
1981,6,1,3,210,-1.4634
1981,6,1,4,308,0.9812
1981,6,1,5,499,-4.4531
1981,6,2,1,130,-3.9085
1981,6,2,2,88,-0.3019
1981,6,2,3,101,-2.3426
1981,6,2,4,106,-0.4765
1981,6,2,5,173,-4.8907
1981,6,3,1,123,0.9051
1981,6,3,2,151,0.1444
1981,6,3,3,138,0.5275
1981,6,3,4,138,-3.0923
1981,6,3,5,101,-5.7782
1981,7,1,1,571,-2.7091
1981,7,1,2,216,-1.8363
1981,7,1,3,233,-2.1911
1981,7,1,4,301,-1.8708
1981,7,1,5,495,-4.3054
1981,7,2,1,133,-1.4613
1981,7,2,2,103,-1.0042
1981,7,2,3,98,-0.4769
1981,7,2,4,100,-2.7252
1981,7,2,5,175,-3.0287
1981,7,3,1,94,3.1853
1981,7,3,2,140,1.7457
1981,7,3,3,146,-0.4779
1981,7,3,4,154,1.0174
1981,7,3,5,128,-2.2698
1981,8,1,1,567,-9.0498
1981,8,1,2,214,-5.5379
1981,8,1,3,232,-5.9233
1981,8,1,4,299,-6.9986
1981,8,1,5,494,-11.0790
1981,8,2,1,132,-8.6697
1981,8,2,2,102,-6.0425
1981,8,2,3,98,-5.5609
1981,8,2,4,99,-5.3035
1981,8,2,5,174,-9.0969
1981,8,3,1,94,-6.9171
1981,8,3,2,140,-3.6140
1981,8,3,3,145,-4.5340
1981,8,3,4,153,-6.1958
1981,8,3,5,128,-8.1895
1981,9,1,1,566,-9.4619
1981,9,1,2,212,-6.8041
1981,9,1,3,228,-8.3566
1981,9,1,4,296,-8.7712
1981,9,1,5,489,-9.8848
1981,9,2,1,131,-9.2397
1981,9,2,2,102,-6.9968
1981,9,2,3,98,-5.4808
1981,9,2,4,99,-7.2335
1981,9,2,5,175,-8.7126
1981,9,3,1,91,-8.6945
1981,9,3,2,140,-3.9153
1981,9,3,3,145,-5.4955
1981,9,3,4,151,-5.3217
1981,9,3,5,128,-6.9955
1981,10,1,1,556,8.9948
1981,10,1,2,210,7.8517
1981,10,1,3,225,6.5317
1981,10,1,4,291,7.5466
1981,10,1,5,485,8.8276
1981,10,2,1,131,8.0288
1981,10,2,2,102,6.8123
1981,10,2,3,98,5.6652
1981,10,2,4,98,6.3013
1981,10,2,5,174,8.8739
1981,10,3,1,92,7.7607
1981,10,3,2,139,5.4714
1981,10,3,3,145,4.3277
1981,10,3,4,150,5.3250
1981,10,3,5,128,6.8852
1981,11,1,1,553,2.2235
1981,11,1,2,210,3.2212
1981,11,1,3,225,3.2700
1981,11,1,4,293,2.1158
1981,11,1,5,488,-0.3252
1981,11,2,1,131,3.4052
1981,11,2,2,102,4.4307
1981,11,2,3,97,4.7097
1981,11,2,4,96,3.3741
1981,11,2,5,174,0.6594
1981,11,3,1,92,6.1914
1981,11,3,2,137,4.0680
1981,11,3,3,145,4.9445
1981,11,3,4,149,4.8059
1981,11,3,5,128,2.1132
1981,12,1,1,550,-1.8479
1981,12,1,2,210,-1.9172
1981,12,1,3,225,-0.4387
1981,12,1,4,291,-1.7583
1981,12,1,5,484,-2.2824
1981,12,2,1,130,-3.4429
1981,12,2,2,102,0.0934
1981,12,2,3,96,-0.2767
1981,12,2,4,96,-1.8700
1981,12,2,5,174,-1.3784
1981,12,3,1,92,-3.8909
1981,12,3,2,137,-2.4490
1981,12,3,3,145,-3.0946
1981,12,3,4,149,-1.8974
1981,12,3,5,128,-2.5088
1982,1,1,1,546,-0.7892
1982,1,1,2,210,-1.5149
1982,1,1,3,224,-1.7742
1982,1,1,4,290,-0.4276
1982,1,1,5,478,-2.7378
1982,1,2,1,130,-5.0666
1982,1,2,2,101,-3.2457
1982,1,2,3,95,-3.6858
1982,1,2,4,95,-3.1986
1982,1,2,5,174,-4.8724
1982,1,3,1,91,-4.8599
1982,1,3,2,137,-2.3142
1982,1,3,3,145,-0.6812
1982,1,3,4,148,-2.0691
1982,1,3,5,128,-2.2353
1982,2,1,1,544,-4.3888
1982,2,1,2,207,-2.5223
1982,2,1,3,223,-2.0273
1982,2,1,4,287,-2.8245
1982,2,1,5,480,-5.2853
1982,2,2,1,130,-5.9022
1982,2,2,2,100,-3.6136
1982,2,2,3,95,-2.2895
1982,2,2,4,96,-5.3667
1982,2,2,5,174,-5.7654
1982,2,3,1,91,-6.9293
1982,2,3,2,137,-5.2220
1982,2,3,3,144,-3.3465
1982,2,3,4,147,-4.9844
1982,2,3,5,128,-7.1114
1982,3,1,1,539,-1.3863
1982,3,1,2,206,0.6265
1982,3,1,3,218,0.8624
1982,3,1,4,285,-0.8878
1982,3,1,5,480,-1.9549
1982,3,2,1,128,0.7668
1982,3,2,2,101,-0.2413
1982,3,2,3,95,0.2525
1982,3,2,4,95,1.7649
1982,3,2,5,174,-2.7986
1982,3,3,1,91,0.6549
1982,3,3,2,137,0.4590
1982,3,3,3,144,-0.5803
1982,3,3,4,147,-0.9701
1982,3,3,5,128,-2.8574
1982,4,1,1,531,5.5874
1982,4,1,2,205,5.6597
1982,4,1,3,218,4.9411
1982,4,1,4,283,5.9307
1982,4,1,5,477,6.9633
1982,4,2,1,125,5.7109
1982,4,2,2,101,5.5907
1982,4,2,3,94,5.1894
1982,4,2,4,94,6.0938
1982,4,2,5,174,5.8061
1982,4,3,1,90,5.8301
1982,4,3,2,137,3.6747
1982,4,3,3,144,3.5957
1982,4,3,4,147,4.4828
1982,4,3,5,126,5.6460
1982,5,1,1,526,-1.6169
1982,5,1,2,202,-1.1656
1982,5,1,3,218,-0.8077
1982,5,1,4,284,-1.2443
1982,5,1,5,470,-2.1348
1982,5,2,1,126,-3.5088
1982,5,2,2,101,-2.3453
1982,5,2,3,94,-1.4887
1982,5,2,4,94,-3.2460
1982,5,2,5,172,-3.8459
1982,5,3,1,90,-0.1691
1982,5,3,2,137,-1.6957
1982,5,3,3,143,-2.1531
1982,5,3,4,146,-3.4085
1982,5,3,5,125,-4.8502
1982,6,1,1,522,-2.0210
1982,6,1,2,197,-0.4070
1982,6,1,3,214,-2.4707
1982,6,1,4,283,-3.2330
1982,6,1,5,469,-2.7319
1982,6,2,1,126,-1.7522
1982,6,2,2,100,-0.7745
1982,6,2,3,94,-1.1735
1982,6,2,4,94,0.1611
1982,6,2,5,172,-3.4454
1982,6,3,1,90,-2.1348
1982,6,3,2,137,-2.9860
1982,6,3,3,143,-1.8352
1982,6,3,4,145,0.3070
1982,6,3,5,126,-3.1710
1982,7,1,1,542,-1.5269
1982,7,1,2,226,-0.0722
1982,7,1,3,212,-0.7442
1982,7,1,4,272,-1.0459
1982,7,1,5,610,-2.2510
1982,7,2,1,124,-2.1869
1982,7,2,2,85,-0.7929
1982,7,2,3,78,-1.1135
1982,7,2,4,124,-1.9034
1982,7,2,5,166,-0.8837
1982,7,3,1,94,-0.9596
1982,7,3,2,152,-0.8771
1982,7,3,3,153,-2.1137
1982,7,3,4,138,-3.2727
1982,7,3,5,110,-4.0413
1982,8,1,1,534,6.5477
1982,8,1,2,226,4.6005
1982,8,1,3,210,7.3044
1982,8,1,4,270,5.5091
1982,8,1,5,603,5.3443
1982,8,2,1,121,10.2028
1982,8,2,2,85,10.0429
1982,8,2,3,78,10.4323
1982,8,2,4,124,9.0846
1982,8,2,5,165,9.1680
1982,8,3,1,94,12.2363
1982,8,3,2,150,11.9433
1982,8,3,3,153,12.9575
1982,8,3,4,137,12.2152
1982,8,3,5,109,13.4619
1982,9,1,1,534,4.4992
1982,9,1,2,226,3.6621
1982,9,1,3,211,2.8795
1982,9,1,4,271,4.0601
1982,9,1,5,602,2.1361
1982,9,2,1,121,3.3955
1982,9,2,2,84,2.9968
1982,9,2,3,78,3.6808
1982,9,2,4,124,3.4537
1982,9,2,5,164,2.2966
1982,9,3,1,92,1.4588
1982,9,3,2,150,2.2725
1982,9,3,3,153,0.0170
1982,9,3,4,138,0.8573
1982,9,3,5,109,0.1097
1982,10,1,1,525,12.6598
1982,10,1,2,223,11.2887
1982,10,1,3,210,12.9823
1982,10,1,4,269,12.2839
1982,10,1,5,599,15.1993
1982,10,2,1,116,11.8514
1982,10,2,2,83,10.2174
1982,10,2,3,78,12.1395
1982,10,2,4,124,13.1087
1982,10,2,5,164,14.8943
1982,10,3,1,92,13.3490
1982,10,3,2,150,8.8671
1982,10,3,3,153,9.9609
1982,10,3,4,137,10.9952
1982,10,3,5,109,14.2138
1982,11,1,1,523,9.5486
1982,11,1,2,223,9.0170
1982,11,1,3,208,7.9513
1982,11,1,4,267,10.1700
1982,11,1,5,595,10.1214
1982,11,2,1,114,8.7511
1982,11,2,2,82,9.4071
1982,11,2,3,77,7.8852
1982,11,2,4,124,6.3120
1982,11,2,5,164,9.4927
1982,11,3,1,92,6.6799
1982,11,3,2,149,4.7269
1982,11,3,3,153,3.7955
1982,11,3,4,137,2.3267
1982,11,3,5,109,6.3987
1982,12,1,1,521,2.5265
1982,12,1,2,222,3.1536
1982,12,1,3,208,1.9274
1982,12,1,4,265,2.3865
1982,12,1,5,589,1.6905
1982,12,2,1,114,1.0191
1982,12,2,2,82,2.7333
1982,12,2,3,78,0.8404
1982,12,2,4,123,0.2956
1982,12,2,5,162,2.2059
1982,12,3,1,92,-0.4348
1982,12,3,2,149,3.3920
1982,12,3,3,152,1.6473
1982,12,3,4,137,2.2902
1982,12,3,5,109,-0.6657
1983,1,1,1,519,8.8243
1983,1,1,2,222,7.6162
1983,1,1,3,208,8.3823
1983,1,1,4,263,9.5898
1983,1,1,5,586,11.2745
1983,1,2,1,113,6.4024
1983,1,2,2,82,4.5715
1983,1,2,3,76,5.3825
1983,1,2,4,123,5.9956
1983,1,2,5,162,8.3987
1983,1,3,1,92,2.5398
1983,1,3,2,149,3.3389
1983,1,3,3,151,6.2418
1983,1,3,4,136,2.0212
1983,1,3,5,109,5.6848
1983,2,1,1,509,6.9190
1983,2,1,2,220,6.2937
1983,2,1,3,206,6.5697
1983,2,1,4,260,6.1639
1983,2,1,5,580,4.6245
1983,2,2,1,112,5.5039
1983,2,2,2,82,5.3346
1983,2,2,3,75,6.7689
1983,2,2,4,123,5.6501
1983,2,2,5,160,5.1007
1983,2,3,1,91,4.7322
1983,2,3,2,149,2.6815
1983,2,3,3,151,2.2350
1983,2,3,4,135,2.0698
1983,2,3,5,109,2.5963
1983,3,1,1,502,5.8419
1983,3,1,2,219,4.3384
1983,3,1,3,206,5.9015
1983,3,1,4,259,8.7399
1983,3,1,5,576,3.9260
1983,3,2,1,112,5.9775
1983,3,2,2,82,6.0313
1983,3,2,3,75,3.6617
1983,3,2,4,122,3.6216
1983,3,2,5,159,2.7215
1983,3,3,1,90,5.5940
1983,3,3,2,148,2.8244
1983,3,3,3,151,1.9621
1983,3,3,4,136,3.1765
1983,3,3,5,109,1.8132
1983,4,1,1,499,7.8491
1983,4,1,2,220,6.6134
1983,4,1,3,203,7.8701
1983,4,1,4,258,6.8342
1983,4,1,5,572,7.5059
1983,4,2,1,112,7.1694
1983,4,2,2,81,6.3359
1983,4,2,3,75,7.2380
1983,4,2,4,122,6.2997
1983,4,2,5,159,6.6448
1983,4,3,1,90,7.1287
1983,4,3,2,147,7.9909
1983,4,3,3,150,6.3446
1983,4,3,4,136,6.7851
1983,4,3,5,109,4.9169
1983,5,1,1,493,8.8603
1983,5,1,2,217,9.4971
1983,5,1,3,202,10.7232
1983,5,1,4,258,9.8997
1983,5,1,5,572,11.7456
1983,5,2,1,112,5.2565
1983,5,2,2,81,6.6672
1983,5,2,3,75,4.6678
1983,5,2,4,122,4.5907
1983,5,2,5,160,6.0307
1983,5,3,1,90,0.0488
1983,5,3,2,147,-0.9666
1983,5,3,3,150,-1.0265
1983,5,3,4,136,0.7495
1983,5,3,5,109,3.4353
1983,6,1,1,488,5.8260
1983,6,1,2,215,4.7970
1983,6,1,3,201,4.1024
1983,6,1,4,258,4.7689
1983,6,1,5,571,3.5913
1983,6,2,1,112,5.8989
1983,6,2,2,81,4.8043
1983,6,2,3,75,7.7181
1983,6,2,4,121,6.6810
1983,6,2,5,159,5.9957
1983,6,3,1,90,4.6403
1983,6,3,2,147,4.6027
1983,6,3,3,149,3.1496
1983,6,3,4,136,3.5030
1983,6,3,5,109,4.8855
1983,7,1,1,556,-1.2248
1983,7,1,2,291,-0.3662
1983,7,1,3,251,-2.0181
1983,7,1,4,278,-1.5399
1983,7,1,5,675,-4.4605
1983,7,2,1,112,-1.6440
1983,7,2,2,101,-3.3709
1983,7,2,3,85,-0.7809
1983,7,2,4,99,-0.9793
1983,7,2,5,196,-5.1882
1983,7,3,1,95,-2.7508
1983,7,3,2,126,-1.6475
1983,7,3,3,154,-3.5927
1983,7,3,4,151,-3.3107
1983,7,3,5,125,-5.5927
1983,8,1,1,552,-3.1127
1983,8,1,2,290,-5.2419
1983,8,1,3,249,-3.6515
1983,8,1,4,274,-2.6074
1983,8,1,5,675,-3.8472
1983,8,2,1,112,-3.7747
1983,8,2,2,101,-1.4208
1983,8,2,3,85,-2.8084
1983,8,2,4,99,-2.8126
1983,8,2,5,196,-4.2948
1983,8,3,1,95,-1.7350
1983,8,3,2,125,3.3908
1983,8,3,3,154,2.3656
1983,8,3,4,151,2.0541
1983,8,3,5,125,-1.4518
1983,9,1,1,549,-1.0576
1983,9,1,2,288,0.1425
1983,9,1,3,248,-0.1922
1983,9,1,4,271,0.9059
1983,9,1,5,671,-0.7412
1983,9,2,1,110,3.6359
1983,9,2,2,100,0.8051
1983,9,2,3,84,4.1705
1983,9,2,4,99,2.1182
1983,9,2,5,196,2.4361
1983,9,3,1,95,2.5084
1983,9,3,2,125,0.6861
1983,9,3,3,153,1.3962
1983,9,3,4,151,2.7026
1983,9,3,5,125,1.8804
1983,10,1,1,547,-6.0675
1983,10,1,2,288,-5.8034
1983,10,1,3,245,-4.8732
1983,10,1,4,270,-3.7566
1983,10,1,5,665,-8.3688
1983,10,2,1,109,-5.1333
1983,10,2,2,100,-5.7205
1983,10,2,3,84,-2.1583
1983,10,2,4,99,-5.7455
1983,10,2,5,195,-8.1358
1983,10,3,1,94,-0.5925
1983,10,3,2,125,-0.4147
1983,10,3,3,152,-0.7419
1983,10,3,4,150,-2.2429
1983,10,3,5,125,-4.0801
1983,11,1,1,543,3.8903
1983,11,1,2,286,4.8212
1983,11,1,3,242,2.4034
1983,11,1,4,269,2.8178
1983,11,1,5,663,3.0776
1983,11,2,1,109,5.0830
1983,11,2,2,100,6.0393
1983,11,2,3,82,3.3681
1983,11,2,4,99,5.9306
1983,11,2,5,193,6.1651
1983,11,3,1,94,2.9371
1983,11,3,2,125,1.1722
1983,11,3,3,152,2.8067
1983,11,3,4,150,0.6392
1983,11,3,5,124,5.5492
1983,12,1,1,544,-1.5622
1983,12,1,2,285,-0.6989
1983,12,1,3,240,-1.0014
1983,12,1,4,268,-1.0568
1983,12,1,5,659,-2.9666
1983,12,2,1,108,-0.8782
1983,12,2,2,100,-1.2650
1983,12,2,3,82,-0.4113
1983,12,2,4,99,-1.5566
1983,12,2,5,193,-2.2612
1983,12,3,1,94,-0.2530
1983,12,3,2,125,-0.2771
1983,12,3,3,152,-1.2784
1983,12,3,4,150,-0.2766
1983,12,3,5,124,-1.6243
1984,1,1,1,538,0.1127
1984,1,1,2,284,0.5294
1984,1,1,3,240,0.6562
1984,1,1,4,266,0.0696
1984,1,1,5,654,-1.3434
1984,1,2,1,108,-1.6538
1984,1,2,2,99,-0.8515
1984,1,2,3,82,-1.6952
1984,1,2,4,99,-1.9058
1984,1,2,5,193,-5.6758
1984,1,3,1,94,-3.2125
1984,1,3,2,125,0.0290
1984,1,3,3,152,-0.5979
1984,1,3,4,147,0.9450
1984,1,3,5,123,-5.0933
1984,2,1,1,530,-6.1269
1984,2,1,2,281,-5.2214
1984,2,1,3,237,-5.0958
1984,2,1,4,261,-5.0982
1984,2,1,5,649,-6.8629
1984,2,2,1,107,-6.3854
1984,2,2,2,99,-3.2385
1984,2,2,3,82,-2.7177
1984,2,2,4,99,-5.8136
1984,2,2,5,193,-6.3221
1984,2,3,1,94,-5.5411
1984,2,3,2,124,-2.5179
1984,2,3,3,152,-3.5603
1984,2,3,4,147,-2.8851
1984,2,3,5,123,-4.4757
1984,3,1,1,520,1.4556
1984,3,1,2,281,-0.2152
1984,3,1,3,236,0.4896
1984,3,1,4,259,1.5633
1984,3,1,5,644,0.8914
1984,3,2,1,107,2.0645
1984,3,2,2,99,2.4990
1984,3,2,3,81,0.8431
1984,3,2,4,98,1.7192
1984,3,2,5,188,0.3792
1984,3,3,1,94,0.8723
1984,3,3,2,124,1.5163
1984,3,3,3,152,2.8334
1984,3,3,4,146,1.6530
1984,3,3,5,122,0.0098
1984,4,1,1,521,-0.8531
1984,4,1,2,280,-1.9964
1984,4,1,3,234,-1.9029
1984,4,1,4,261,-0.4277
1984,4,1,5,641,-2.6679
1984,4,2,1,105,1.5319
1984,4,2,2,98,1.0957
1984,4,2,3,80,-1.8281
1984,4,2,4,98,0.2984
1984,4,2,5,187,0.2273
1984,4,3,1,94,1.1485
1984,4,3,2,124,2.7243
1984,4,3,3,152,0.2011
1984,4,3,4,146,0.6012
1984,4,3,5,122,-0.4797
1984,5,1,1,519,-5.0393
1984,5,1,2,277,-5.2621
1984,5,1,3,232,-4.1011
1984,5,1,4,258,-3.3183
1984,5,1,5,639,-5.3006
1984,5,2,1,104,-4.9168
1984,5,2,2,97,-3.6642
1984,5,2,3,79,-4.4759
1984,5,2,4,98,-4.5249
1984,5,2,5,187,-7.0684
1984,5,3,1,94,-5.6979
1984,5,3,2,124,-5.5825
1984,5,3,3,151,-3.5435
1984,5,3,4,146,-4.7830
1984,5,3,5,122,-4.4486
1984,6,1,1,511,3.4051
1984,6,1,2,277,3.1605
1984,6,1,3,231,2.3424
1984,6,1,4,256,1.6481
1984,6,1,5,632,1.2247
1984,6,2,1,104,3.1606
1984,6,2,2,96,0.8511
1984,6,2,3,78,3.8589
1984,6,2,4,98,2.7573
1984,6,2,5,186,4.4192
1984,6,3,1,94,3.0917
1984,6,3,2,124,1.5856
1984,6,3,3,151,2.2863
1984,6,3,4,146,2.1586
1984,6,3,5,122,4.4303
1984,7,1,1,552,-6.1520
1984,7,1,2,242,-4.6196
1984,7,1,3,230,-3.9707
1984,7,1,4,304,-4.6174
1984,7,1,5,814,-5.2629
1984,7,2,1,109,-4.4851
1984,7,2,2,81,-5.1550
1984,7,2,3,87,-4.9304
1984,7,2,4,123,-3.4479
1984,7,2,5,172,-5.4229
1984,7,3,1,104,-3.6991
1984,7,3,2,147,-2.3659
1984,7,3,3,163,-2.1791
1984,7,3,4,122,1.3251
1984,7,3,5,100,-2.5695
1984,8,1,1,543,9.4841
1984,8,1,2,240,11.2144
1984,8,1,3,226,8.4783
1984,8,1,4,304,10.5007
1984,8,1,5,808,10.1368
1984,8,2,1,109,12.8090
1984,8,2,2,79,12.4433
1984,8,2,3,87,11.4853
1984,8,2,4,122,11.6655
1984,8,2,5,172,15.0666
1984,8,3,1,103,12.5521
1984,8,3,2,147,10.6176
1984,8,3,3,161,10.1401
1984,8,3,4,121,10.6666
1984,8,3,5,100,13.2089
1984,9,1,1,543,-0.5242
1984,9,1,2,234,0.9250
1984,9,1,3,225,0.6150
1984,9,1,4,301,-0.4265
1984,9,1,5,806,-2.0889
1984,9,2,1,108,-0.2509
1984,9,2,2,79,-1.0208
1984,9,2,3,87,0.2522
1984,9,2,4,122,0.4815
1984,9,2,5,171,-3.4331
1984,9,3,1,103,-0.4797
1984,9,3,2,147,-0.7979
1984,9,3,3,161,1.0187
1984,9,3,4,120,-0.6974
1984,9,3,5,99,-2.2530
1984,10,1,1,533,-4.4009
1984,10,1,2,231,-3.3804
1984,10,1,3,222,-0.5521
1984,10,1,4,297,-1.2469
1984,10,1,5,797,-3.5028
1984,10,2,1,104,-2.6992
1984,10,2,2,79,-2.0804
1984,10,2,3,86,-0.0698
1984,10,2,4,121,0.7914
1984,10,2,5,171,-2.1602
1984,10,3,1,102,-0.4976
1984,10,3,2,147,0.1630
1984,10,3,3,161,0.4822
1984,10,3,4,119,1.2166
1984,10,3,5,98,-0.2519
1984,11,1,1,524,-4.1857
1984,11,1,2,228,-2.7124
1984,11,1,3,220,0.0264
1984,11,1,4,296,-3.5921
1984,11,1,5,788,-4.5350
1984,11,2,1,104,-0.7660
1984,11,2,2,79,-1.6065
1984,11,2,3,86,-0.8024
1984,11,2,4,120,-1.7281
1984,11,2,5,171,-2.5900
1984,11,3,1,101,-0.9367
1984,11,3,2,145,-0.0313
1984,11,3,3,161,-1.3154
1984,11,3,4,119,-0.9135
1984,11,3,5,98,-2.7732
1984,12,1,1,517,-0.7218
1984,12,1,2,223,1.8049
1984,12,1,3,216,-0.9922
1984,12,1,4,293,0.8914
1984,12,1,5,779,0.9055
1984,12,2,1,103,-0.1545
1984,12,2,2,79,2.0214
1984,12,2,3,86,3.2595
1984,12,2,4,119,1.3351
1984,12,2,5,171,4.6218
1984,12,3,1,100,2.2524
1984,12,3,2,144,2.4166
1984,12,3,3,160,2.1054
1984,12,3,4,118,1.6038
1984,12,3,5,97,2.9337
1985,1,1,1,513,10.5095
1985,1,1,2,221,9.5021
1985,1,1,3,215,9.7738
1985,1,1,4,288,14.6562
1985,1,1,5,777,13.5959
1985,1,2,1,103,9.9239
1985,1,2,2,78,10.5273
1985,1,2,3,86,9.2476
1985,1,2,4,119,9.5555
1985,1,2,5,171,14.3965
1985,1,3,1,100,8.2919
1985,1,3,2,144,5.9977
1985,1,3,3,160,6.3692
1985,1,3,4,117,9.0711
1985,1,3,5,96,11.8421
1985,2,1,1,508,3.7544
1985,2,1,2,221,3.0755
1985,2,1,3,211,4.5304
1985,2,1,4,287,2.8292
1985,2,1,5,768,3.9558
1985,2,2,1,103,1.9781
1985,2,2,2,77,3.0640
1985,2,2,3,85,0.5249
1985,2,2,4,117,2.0414
1985,2,2,5,171,2.0918
1985,2,3,1,100,0.8215
1985,2,3,2,144,2.5222
1985,2,3,3,160,2.6051
1985,2,3,4,116,0.2815
1985,2,3,5,95,0.8014
1985,3,1,1,500,-1.1297
1985,3,1,2,219,-0.2049
1985,3,1,3,210,-0.9633
1985,3,1,4,286,-1.9437
1985,3,1,5,761,-2.8089
1985,3,2,1,101,-1.8976
1985,3,2,2,75,0.6910
1985,3,2,3,85,1.0566
1985,3,2,4,117,-1.6615
1985,3,2,5,169,-4.5277
1985,3,3,1,100,-0.0348
1985,3,3,2,144,0.5902
1985,3,3,3,160,1.3270
1985,3,3,4,115,-0.9884
1985,3,3,5,95,-1.6539
1985,4,1,1,500,-2.2129
1985,4,1,2,219,-1.6301
1985,4,1,3,206,-0.2738
1985,4,1,4,283,-0.0554
1985,4,1,5,755,-2.0963
1985,4,2,1,101,-2.3503
1985,4,2,2,75,-0.9073
1985,4,2,3,85,-1.1457
1985,4,2,4,116,0.6398
1985,4,2,5,169,-3.0993
1985,4,3,1,100,-2.2252
1985,4,3,2,144,0.1929
1985,4,3,3,160,0.3855
1985,4,3,4,115,-1.3834
1985,4,3,5,95,-2.0527
1985,5,1,1,496,1.2999
1985,5,1,2,216,1.4865
1985,5,1,3,206,3.8142
1985,5,1,4,283,3.1105
1985,5,1,5,751,3.1417
1985,5,2,1,100,2.8953
1985,5,2,2,75,3.5497
1985,5,2,3,84,4.8086
1985,5,2,4,116,2.4520
1985,5,2,5,169,5.9625
1985,5,3,1,100,5.4438
1985,5,3,2,144,5.2344
1985,5,3,3,160,6.1964
1985,5,3,4,115,5.9844
1985,5,3,5,95,7.7905
1985,6,1,1,493,-1.8213
1985,6,1,2,209,0.9255
1985,6,1,3,204,-0.9040
