year,month,rank_ME,rank_dBE,nstocks,ret_vw
1979,2,2,1,119,-1.9401
1979,2,2,2,107,-1.7967
1979,2,2,3,83,-2.9039
1979,2,2,4,122,-2.9666
1979,2,2,5,181,-3.3562
1979,2,3,1,95,-2.2064
1979,2,3,2,123,-2.1148
1979,2,3,3,143,-2.3640
1979,2,3,4,157,-4.4870
1979,2,3,5,170,-3.6157
1979,3,1,1,550,7.1499
1979,3,1,2,276,8.3738
1979,3,1,3,285,8.8636
1979,3,1,4,286,8.7304
1979,3,1,5,445,10.9186
1979,3,2,1,119,7.5305
1979,3,2,2,106,12.5643
1979,3,2,3,81,9.3468
1979,3,2,4,121,8.6194
1979,3,2,5,179,11.4725
1979,3,3,1,94,6.0985
1979,3,3,2,123,6.2873
1979,3,3,3,140,5.0094
1979,3,3,4,157,5.5592
1979,3,3,5,169,6.7036
1979,4,1,1,548,3.4958
1979,4,1,2,274,2.7420
1979,4,1,3,282,2.5797
1979,4,1,4,286,2.4559
1979,4,1,5,444,2.8319
1979,4,2,1,118,2.3028
1979,4,2,2,106,3.0637
1979,4,2,3,81,2.7901
1979,4,2,4,121,2.2296
1979,4,2,5,178,1.7761
1979,4,3,1,94,-0.8520
1979,4,3,2,123,0.6404
1979,4,3,3,141,-0.5427
1979,4,3,4,157,0.6744
1979,4,3,5,169,1.7252
1979,5,1,1,549,-0.7438
1979,5,1,2,273,-0.6394
1979,5,1,3,278,-2.2429
1979,5,1,4,284,-0.9696
1979,5,1,5,440,-1.8138
1979,5,2,1,118,-0.2931
1979,5,2,2,103,-0.8827
1979,5,2,3,81,-0.8342
1979,5,2,4,121,-1.8361
1979,5,2,5,177,-2.1329
1979,5,3,1,94,-1.6187
1979,5,3,2,123,-2.1719
1979,5,3,3,141,-1.2317
1979,5,3,4,157,-1.5263
1979,5,3,5,169,-2.1026
1979,6,1,1,547,4.9573
1979,6,1,2,271,5.5912
1979,6,1,3,278,5.7930
1979,6,1,4,281,4.4419
1979,6,1,5,438,5.1893
1979,6,2,1,117,5.9218
1979,6,2,2,102,6.0912
1979,6,2,3,81,3.3812
1979,6,2,4,121,5.4619
1979,6,2,5,177,5.0934
1979,6,3,1,94,0.9462
1979,6,3,2,122,6.2237
1979,6,3,3,141,2.8168
1979,6,3,4,157,4.3367
1979,6,3,5,168,5.4306
1979,7,1,1,511,1.9776
1979,7,1,2,335,2.7694
1979,7,1,3,254,2.3783
1979,7,1,4,315,3.1380
1979,7,1,5,440,2.6068
1979,7,2,1,128,2.6026
1979,7,2,2,86,2.4664
1979,7,2,3,82,3.1732
1979,7,2,4,123,4.9982
1979,7,2,5,211,2.6787
1979,7,3,1,95,2.2192
1979,7,3,2,137,1.7178
1979,7,3,3,156,0.4981
1979,7,3,4,149,0.1784
1979,7,3,5,151,2.2835
1979,8,1,1,511,6.3259
1979,8,1,2,331,7.0143
1979,8,1,3,252,8.0483
1979,8,1,4,313,8.6580
1979,8,1,5,437,9.5197
1979,8,2,1,127,6.6622
1979,8,2,2,86,8.7822
1979,8,2,3,81,7.8722
1979,8,2,4,120,8.3388
1979,8,2,5,207,9.2565
1979,8,3,1,95,5.1961
1979,8,3,2,136,5.4903
1979,8,3,3,155,5.6597
1979,8,3,4,149,6.8047
1979,8,3,5,151,8.2302
1979,9,1,1,504,-0.9195
1979,9,1,2,327,0.0880
1979,9,1,3,250,-0.6516
1979,9,1,4,311,-1.0666
1979,9,1,5,436,-0.5861
1979,9,2,1,127,-0.4200
1979,9,2,2,86,-1.0707
1979,9,2,3,81,-1.5428
1979,9,2,4,119,-0.1806
1979,9,2,5,207,1.5703
1979,9,3,1,94,0.9746
1979,9,3,2,135,0.6655
1979,9,3,3,155,-0.4659
1979,9,3,4,149,-0.5546
1979,9,3,5,151,0.1663
1979,10,1,1,500,-11.2680
1979,10,1,2,326,-10.5453
1979,10,1,3,247,-9.4421
1979,10,1,4,309,-10.1963
1979,10,1,5,434,-11.0571
1979,10,2,1,127,-11.3592
1979,10,2,2,86,-10.0985
1979,10,2,3,81,-10.2684
1979,10,2,4,118,-10.1150
1979,10,2,5,205,-8.9881
1979,10,3,1,94,-5.7228
1979,10,3,2,135,-5.2143
1979,10,3,3,153,-6.1958
1979,10,3,4,149,-7.9666
1979,10,3,5,151,-6.9201
1979,11,1,1,496,7.9095
1979,11,1,2,327,7.2132
1979,11,1,3,246,5.6747
1979,11,1,4,308,8.2035
1979,11,1,5,435,9.3623
1979,11,2,1,127,7.8112
1979,11,2,2,86,8.7833
1979,11,2,3,81,7.9722
1979,11,2,4,118,6.1201
1979,11,2,5,206,11.3002
1979,11,3,1,94,6.7303
1979,11,3,2,135,5.2800
1979,11,3,3,153,6.1876
1979,11,3,4,149,2.7845
1979,11,3,5,151,8.0804
1979,12,1,1,495,7.0067
1979,12,1,2,325,8.9591
1979,12,1,3,244,6.8700
1979,12,1,4,305,7.7074
1979,12,1,5,432,7.8981
1979,12,2,1,127,4.4834
1979,12,2,2,86,9.1570
1979,12,2,3,81,7.5249
1979,12,2,4,118,4.6879
1979,12,2,5,204,5.7715
1979,12,3,1,93,1.0169
1979,12,3,2,134,0.9435
1979,12,3,3,152,2.8138
1979,12,3,4,148,2.4657
1979,12,3,5,151,3.0717
1980,1,1,1,487,13.3213
1980,1,1,2,323,9.7764
1980,1,1,3,242,8.7661
1980,1,1,4,305,8.7163
1980,1,1,5,430,12.1276
1980,1,2,1,125,9.3703
1980,1,2,2,84,5.3512
1980,1,2,3,81,6.7869
1980,1,2,4,117,6.7869
1980,1,2,5,202,7.1582
1980,1,3,1,93,10.2713
1980,1,3,2,134,5.0454
1980,1,3,3,152,6.9041
1980,1,3,4,146,4.6705
1980,1,3,5,151,6.3674
1980,2,1,1,483,-1.9046
1980,2,1,2,321,-1.9615
1980,2,1,3,237,-1.1156
1980,2,1,4,301,-0.8474
1980,2,1,5,423,-0.2726
1980,2,2,1,123,-1.7409
1980,2,2,2,84,0.6400
1980,2,2,3,81,-1.8855
1980,2,2,4,116,-3.8456
1980,2,2,5,201,-1.8044
1980,2,3,1,92,3.6299
1980,2,3,2,133,5.9020
1980,2,3,3,150,-2.8315
1980,2,3,4,146,-4.0256
1980,2,3,5,150,-1.8668
1980,3,1,1,480,-20.1191
1980,3,1,2,319,-17.5484
1980,3,1,3,237,-17.4585
1980,3,1,4,298,-17.2430
1980,3,1,5,423,-20.7933
1980,3,2,1,123,-16.9114
1980,3,2,2,84,-18.2490
1980,3,2,3,81,-17.0813
1980,3,2,4,115,-17.1878
1980,3,2,5,199,-17.7803
1980,3,3,1,92,-13.4216
1980,3,3,2,133,-11.2557
1980,3,3,3,150,-10.6734
1980,3,3,4,146,-7.9365
1980,3,3,5,149,-10.3967
1980,4,1,1,475,8.1608
1980,4,1,2,317,6.3344
1980,4,1,3,233,5.6122
1980,4,1,4,297,3.8991
1980,4,1,5,423,6.9517
1980,4,2,1,122,6.9326
1980,4,2,2,84,6.9139
1980,4,2,3,81,6.3693
1980,4,2,4,115,5.3562
1980,4,2,5,199,5.0128
1980,4,3,1,92,6.5233
1980,4,3,2,133,6.7396
1980,4,3,3,149,3.0734
1980,4,3,4,145,3.1807
1980,4,3,5,149,4.8706
1980,5,1,1,474,6.0825
1980,5,1,2,315,5.6463
1980,5,1,3,234,6.5313
1980,5,1,4,297,6.9711
1980,5,1,5,423,7.7113
1980,5,2,1,122,6.8806
1980,5,2,2,83,6.7849
1980,5,2,3,81,9.3042
1980,5,2,4,113,8.1092
1980,5,2,5,197,9.4530
1980,5,3,1,92,6.1132
1980,5,3,2,133,4.9926
1980,5,3,3,150,5.6788
1980,5,3,4,145,5.7023
1980,5,3,5,149,5.5702
1980,6,1,1,472,3.1750
1980,6,1,2,311,5.1697
1980,6,1,3,233,4.4000
1980,6,1,4,296,4.8610
1980,6,1,5,420,3.9660
1980,6,2,1,121,4.2791
1980,6,2,2,83,4.4364
1980,6,2,3,81,4.2013
1980,6,2,4,113,4.2631
1980,6,2,5,196,4.9287
1980,6,3,1,91,3.4591
1980,6,3,2,133,2.3479
1980,6,3,3,150,3.9576
1980,6,3,4,145,2.1396
1980,6,3,5,148,3.3613
1980,7,1,1,529,8.7323
1980,7,1,2,308,10.2933
1980,7,1,3,271,9.8144
1980,7,1,4,234,11.9058
1980,7,1,5,424,13.1207
1980,7,2,1,127,7.3410
1980,7,2,2,99,8.0823
1980,7,2,3,115,9.9242
1980,7,2,4,128,10.8281
1980,7,2,5,208,13.9624
1980,7,3,1,90,4.7667
1980,7,3,2,128,3.4834
1980,7,3,3,149,6.1202
1980,7,3,4,158,8.0848
1980,7,3,5,159,11.5168
1980,8,1,1,528,6.4923
1980,8,1,2,307,7.5963
1980,8,1,3,271,9.1583
1980,8,1,4,232,8.0505
1980,8,1,5,424,10.6273
1980,8,2,1,125,3.5412
1980,8,2,2,98,4.6489
1980,8,2,3,115,6.0517
1980,8,2,4,127,5.7376
1980,8,2,5,208,6.9240
1980,8,3,1,90,2.1709
1980,8,3,2,128,1.8964
1980,8,3,3,149,1.3898
1980,8,3,4,158,1.2475
1980,8,3,5,159,2.9768
1980,9,1,1,524,3.7060
1980,9,1,2,305,2.3803
1980,9,1,3,269,2.6474
1980,9,1,4,232,3.3051
1980,9,1,5,423,3.9880
1980,9,2,1,124,1.2331
1980,9,2,2,99,2.4806
1980,9,2,3,114,3.4583
1980,9,2,4,128,4.3230
1980,9,2,5,206,4.9111
1980,9,3,1,90,1.0081
1980,9,3,2,127,-0.9172
1980,9,3,3,149,1.7261
1980,9,3,4,158,3.9741
1980,9,3,5,159,7.5172
1980,10,1,1,520,3.4571
1980,10,1,2,302,3.2525
1980,10,1,3,267,4.3348
1980,10,1,4,230,5.6923
1980,10,1,5,419,7.1735
1980,10,2,1,123,3.8859
1980,10,2,2,97,2.7362
1980,10,2,3,113,3.8629
1980,10,2,4,128,4.6259
1980,10,2,5,204,3.5649
1980,10,3,1,90,1.7155
1980,10,3,2,127,0.6579
1980,10,3,3,148,3.5003
1980,10,3,4,157,1.4838
1980,10,3,5,159,2.0142
1980,11,1,1,520,4.9439
1980,11,1,2,300,3.1600
1980,11,1,3,264,5.0719
1980,11,1,4,230,7.5600
1980,11,1,5,420,11.2885
1980,11,2,1,124,8.7464
1980,11,2,2,97,5.5613
1980,11,2,3,112,5.0963
1980,11,2,4,126,6.5129
1980,11,2,5,204,10.6412
1980,11,3,1,90,10.2984
1980,11,3,2,125,3.8153
1980,11,3,3,148,13.9356
1980,11,3,4,157,11.9241
1980,11,3,5,159,14.7046
1980,12,1,1,514,-4.8008
1980,12,1,2,300,-4.9397
1980,12,1,3,261,-4.5398
1980,12,1,4,229,-4.0439
1980,12,1,5,417,-5.4138
1980,12,2,1,123,-3.8309
1980,12,2,2,97,-2.9920
1980,12,2,3,111,-0.4488
1980,12,2,4,127,-4.3975
1980,12,2,5,201,-3.5229
1980,12,3,1,90,-2.2010
1980,12,3,2,124,-1.6463
1980,12,3,3,147,-5.4472
1980,12,3,4,157,-2.8668
1980,12,3,5,159,-4.6041
1981,1,1,1,513,1.6456
1981,1,1,2,296,1.6043
1981,1,1,3,260,0.4007
1981,1,1,4,228,1.3007
1981,1,1,5,416,-3.9489
1981,1,2,1,120,-0.6845
1981,1,2,2,97,0.9696
1981,1,2,3,111,-0.4631
1981,1,2,4,126,-0.5215
1981,1,2,5,201,-2.7286
1981,1,3,1,89,-3.0260
1981,1,3,2,123,1.2509
1981,1,3,3,147,-4.2690
1981,1,3,4,156,-6.1160
1981,1,3,5,159,-7.7222
1981,2,1,1,505,0.5328
1981,2,1,2,294,1.1264
1981,2,1,3,257,1.3373
1981,2,1,4,227,1.4001
1981,2,1,5,413,-2.2221
1981,2,2,1,120,2.6819
1981,2,2,2,97,2.0526
1981,2,2,3,110,3.3999
1981,2,2,4,126,1.3687
1981,2,2,5,200,0.8135
1981,2,3,1,89,0.7625
1981,2,3,2,123,2.0088
1981,2,3,3,147,2.4282
1981,2,3,4,156,2.5180
1981,2,3,5,158,0.9085
1981,3,1,1,500,6.5479
1981,3,1,2,291,8.5695
1981,3,1,3,254,7.9957
1981,3,1,4,226,9.1071
1981,3,1,5,410,10.3470
1981,3,2,1,118,4.1139
1981,3,2,2,97,6.9143
1981,3,2,3,110,6.7642
1981,3,2,4,124,7.4957
1981,3,2,5,199,9.5546
1981,3,3,1,88,6.6476
1981,3,3,2,123,5.0545
1981,3,3,3,147,1.2194
1981,3,3,4,156,3.7779
1981,3,3,5,157,6.9479
1981,4,1,1,500,3.7016
1981,4,1,2,291,4.6961
1981,4,1,3,254,3.7390
1981,4,1,4,223,4.4524
1981,4,1,5,407,4.1956
1981,4,2,1,117,1.3115
1981,4,2,2,96,1.5792
1981,4,2,3,107,1.1708
1981,4,2,4,124,2.2225
1981,4,2,5,198,3.3552
1981,4,3,1,88,-2.6864
1981,4,3,2,122,0.7190
1981,4,3,3,146,-1.0713
1981,4,3,4,155,-4.7763
1981,4,3,5,158,-0.5543
1981,5,1,1,493,2.7344
1981,5,1,2,289,2.7899
1981,5,1,3,252,4.4325
1981,5,1,4,223,3.2119
1981,5,1,5,407,6.2430
1981,5,2,1,117,1.1512
1981,5,2,2,96,1.9574
1981,5,2,3,106,4.8182
1981,5,2,4,124,3.5650
1981,5,2,5,197,4.0243
1981,5,3,1,88,0.6163
1981,5,3,2,123,3.4671
1981,5,3,3,145,-1.9240
1981,5,3,4,156,-0.4736
1981,5,3,5,154,2.3670
1981,6,1,1,492,-0.9452
1981,6,1,2,285,0.4669
1981,6,1,3,251,1.4354
1981,6,1,4,223,0.8439
1981,6,1,5,407,-5.2946
1981,6,2,1,115,-0.9193
1981,6,2,2,95,-0.6355
1981,6,2,3,106,-2.3098
1981,6,2,4,122,-2.3299
1981,6,2,5,197,-4.6620
1981,6,3,1,88,-0.6932
1981,6,3,2,123,-0.9734
1981,6,3,3,144,1.1298
1981,6,3,4,155,0.0336
1981,6,3,5,154,-4.8207
1981,7,1,1,618,-2.8100
1981,7,1,2,280,-1.9251
1981,7,1,3,275,-2.2363
1981,7,1,4,302,-2.5921
1981,7,1,5,400,-4.2519
1981,7,2,1,120,-1.8767
1981,7,2,2,95,-1.0848
1981,7,2,3,110,-2.0160
1981,7,2,4,117,-1.5463
1981,7,2,5,197,-1.9818
1981,7,3,1,64,-3.5010
1981,7,3,2,127,-1.6239
1981,7,3,3,137,0.1248
1981,7,3,4,169,1.9882
1981,7,3,5,182,1.2726
1981,8,1,1,610,-7.1976
1981,8,1,2,278,-6.6946
1981,8,1,3,275,-7.6479
1981,8,1,4,301,-7.0947
1981,8,1,5,400,-12.2688
1981,8,2,1,119,-7.5053
1981,8,2,2,95,-3.6037
1981,8,2,3,110,-6.0254
1981,8,2,4,116,-8.0177
1981,8,2,5,195,-8.5491
1981,8,3,1,62,-5.8035
1981,8,3,2,127,-4.2149
1981,8,3,3,135,-4.3492
1981,8,3,4,169,-6.0099
1981,8,3,5,182,-7.6948
1981,9,1,1,607,-7.7230
1981,9,1,2,277,-7.9106
1981,9,1,3,271,-6.6146
1981,9,1,4,298,-9.3158
1981,9,1,5,396,-11.9179
1981,9,2,1,118,-9.1925
1981,9,2,2,95,-4.7544
1981,9,2,3,110,-7.2071
1981,9,2,4,116,-5.8289
1981,9,2,5,195,-9.1617
1981,9,3,1,61,-5.3073
1981,9,3,2,127,-5.3371
1981,9,3,3,134,-3.1272
1981,9,3,4,167,-6.8290
1981,9,3,5,180,-8.3833
1981,10,1,1,592,6.5640
1981,10,1,2,275,6.8273
1981,10,1,3,269,8.2006
1981,10,1,4,295,8.5860
1981,10,1,5,393,10.3695
1981,10,2,1,117,6.7900
1981,10,2,2,94,5.2849
1981,10,2,3,110,7.5974
1981,10,2,4,116,7.6939
1981,10,2,5,194,8.3463
1981,10,3,1,61,-2.4877
1981,10,3,2,127,4.5237
1981,10,3,3,135,2.4722
1981,10,3,4,166,8.0096
1981,10,3,5,179,10.4277
1981,11,1,1,590,2.2901
1981,11,1,2,277,3.1235
1981,11,1,3,268,3.1491
1981,11,1,4,294,2.0564
1981,11,1,5,395,-0.3603
1981,11,2,1,117,3.3946
1981,11,2,2,93,4.5443
1981,11,2,3,110,4.6514
1981,11,2,4,115,3.7980
1981,11,2,5,193,1.2783
1981,11,3,1,60,4.0592
1981,11,3,2,127,5.3382
1981,11,3,3,134,6.0073
1981,11,3,4,165,3.9032
1981,11,3,5,179,2.5265
1981,12,1,1,588,-1.8202
1981,12,1,2,275,-1.0071
1981,12,1,3,268,-1.6724
1981,12,1,4,293,-1.7830
1981,12,1,5,392,-2.1841
1981,12,2,1,117,-3.1450
1981,12,2,2,93,0.0169
1981,12,2,3,110,-0.0582
1981,12,2,4,113,-0.9113
1981,12,2,5,193,-2.2579
1981,12,3,1,60,0.2197
1981,12,3,2,127,-2.7518
1981,12,3,3,134,-2.1799
1981,12,3,4,164,-3.2285
1981,12,3,5,179,-3.4503
1982,1,1,1,581,-0.4112
1982,1,1,2,273,-1.1278
1982,1,1,3,267,-0.2911
1982,1,1,4,290,-1.8146
1982,1,1,5,393,-3.4047
1982,1,2,1,115,-1.3711
1982,1,2,2,93,-2.0167
1982,1,2,3,109,-3.6616
1982,1,2,4,113,-5.0397
1982,1,2,5,192,-6.0307
1982,1,3,1,60,-2.0778
1982,1,3,2,126,-1.1784
1982,1,3,3,134,-0.1350
1982,1,3,4,164,-3.5852
1982,1,3,5,178,-3.6988
1982,2,1,1,577,-3.5959
1982,2,1,2,274,-1.8292
1982,2,1,3,264,-2.5181
1982,2,1,4,288,-3.7868
1982,2,1,5,393,-6.4306
1982,2,2,1,112,-3.8632
1982,2,2,2,93,-1.5418
1982,2,2,3,110,-2.0086
1982,2,2,4,112,-5.3201
1982,2,2,5,192,-7.4840
1982,2,3,1,60,-1.4969
1982,2,3,2,125,-0.7530
1982,2,3,3,133,-4.0454
1982,2,3,4,164,-6.2373
1982,2,3,5,178,-8.9309
1982,3,1,1,569,0.0226
1982,3,1,2,272,-0.1427
1982,3,1,3,264,-0.7999
1982,3,1,4,286,-1.0338
1982,3,1,5,390,-2.4374
1982,3,2,1,113,2.6783
1982,3,2,2,92,1.8465
1982,3,2,3,110,0.7320
1982,3,2,4,111,-0.8870
1982,3,2,5,191,-3.7493
1982,3,3,1,60,2.3327
1982,3,3,2,125,2.0895
1982,3,3,3,133,-0.2227
1982,3,3,4,164,-0.9301
1982,3,3,5,178,-3.6899
1982,4,1,1,561,4.6239
1982,4,1,2,271,4.6766
1982,4,1,3,262,4.0304
1982,4,1,4,284,6.5927
1982,4,1,5,388,8.8846
1982,4,2,1,112,4.7405
1982,4,2,2,92,4.9609
1982,4,2,3,108,6.8019
1982,4,2,4,110,4.8708
1982,4,2,5,190,6.5659
1982,4,3,1,60,3.6365
1982,4,3,2,125,4.6229
1982,4,3,3,132,3.9911
1982,4,3,4,163,3.7806
1982,4,3,5,177,6.3509
1982,5,1,1,554,-1.1993
1982,5,1,2,269,-1.0846
1982,5,1,3,259,-2.0006
1982,5,1,4,284,-0.7038
1982,5,1,5,386,-2.5986
1982,5,2,1,110,-4.3750
1982,5,2,2,92,-1.9481
1982,5,2,3,108,-2.9061
1982,5,2,4,110,-1.4830
1982,5,2,5,190,-3.9114
1982,5,3,1,59,-1.5721
1982,5,3,2,125,-3.0334
1982,5,3,3,132,-2.0505
1982,5,3,4,163,-1.9172
1982,5,3,5,175,-4.5440
1982,6,1,1,550,-2.0968
1982,6,1,2,263,-1.8810
1982,6,1,3,255,-1.7199
1982,6,1,4,285,-1.5935
1982,6,1,5,384,-3.6851
1982,6,2,1,109,1.3000
1982,6,2,2,92,-0.8853
1982,6,2,3,108,-0.1010
1982,6,2,4,110,-1.3499
1982,6,2,5,190,-4.9233
1982,6,3,1,59,0.3096
1982,6,3,2,124,-1.5908
1982,6,3,3,132,-1.6168
1982,6,3,4,163,-1.1834
1982,6,3,5,176,-4.3388
1982,7,1,1,602,-0.5419
1982,7,1,2,272,-1.1771
1982,7,1,3,249,0.1518
1982,7,1,4,284,-1.6147
1982,7,1,5,511,-2.8152
1982,7,2,1,107,-2.8989
1982,7,2,2,88,0.7328
1982,7,2,3,88,-0.0676
1982,7,2,4,111,-1.4601
1982,7,2,5,206,-2.1018
1982,7,3,1,70,-2.1443
1982,7,3,2,126,-2.3376
1982,7,3,3,150,-0.8370
1982,7,3,4,156,-1.9156
1982,7,3,5,158,-5.0864
1982,8,1,1,590,5.0918
1982,8,1,2,271,5.2651
1982,8,1,3,247,5.9463
1982,8,1,4,284,6.0121
1982,8,1,5,506,6.9698
1982,8,2,1,106,9.4189
1982,8,2,2,88,8.8160
1982,8,2,3,87,10.0141
1982,8,2,4,110,9.3663
1982,8,2,5,204,10.2264
1982,8,3,1,69,14.8414
1982,8,3,2,124,13.7500
1982,8,3,3,150,12.9945
1982,8,3,4,156,11.3655
1982,8,3,5,157,12.3257
1982,9,1,1,591,2.8017
1982,9,1,2,270,4.2155
1982,9,1,3,247,4.9623
1982,9,1,4,284,4.3715
1982,9,1,5,506,2.1002
1982,9,2,1,106,2.0724
1982,9,2,2,88,3.7070
1982,9,2,3,87,4.2499
1982,9,2,4,109,4.0675
1982,9,2,5,203,2.6715
1982,9,3,1,70,-0.8599
1982,9,3,2,124,1.6782
1982,9,3,3,149,0.6780
1982,9,3,4,156,1.7671
1982,9,3,5,156,0.2307
1982,10,1,1,582,11.7633
1982,10,1,2,268,9.6989
1982,10,1,3,244,12.7210
1982,10,1,4,283,13.6700
1982,10,1,5,502,16.0435
1982,10,2,1,103,13.8382
1982,10,2,2,88,10.9717
1982,10,2,3,86,11.9827
1982,10,2,4,109,13.2144
1982,10,2,5,201,13.6647
1982,10,3,1,70,16.5175
1982,10,3,2,124,9.1206
1982,10,3,3,148,8.8425
1982,10,3,4,156,9.6019
1982,10,3,5,156,16.5964
1982,11,1,1,576,9.5371
1982,11,1,2,268,9.6137
1982,11,1,3,241,11.2555
1982,11,1,4,283,9.1125
1982,11,1,5,501,9.6105
1982,11,2,1,98,8.4222
1982,11,2,2,88,6.5067
1982,11,2,3,86,9.0653
1982,11,2,4,109,7.5271
1982,11,2,5,200,9.1913
1982,11,3,1,70,6.3589
1982,11,3,2,124,3.7918
1982,11,3,3,147,3.9858
1982,11,3,4,156,3.1121
1982,11,3,5,156,7.3424
1982,12,1,1,570,2.2603
1982,12,1,2,266,2.1384
1982,12,1,3,243,2.5889
1982,12,1,4,281,2.5408
1982,12,1,5,498,1.6596
1982,12,2,1,99,1.2686
1982,12,2,2,88,1.3149
1982,12,2,3,85,0.8321
1982,12,2,4,109,2.0527
1982,12,2,5,198,0.9008
1982,12,3,1,69,2.0251
1982,12,3,2,124,2.1750
1982,12,3,3,147,0.8041
1982,12,3,4,156,2.8997
1982,12,3,5,156,0.3689
1983,1,1,1,570,10.6492
1983,1,1,2,266,8.2329
1983,1,1,3,239,7.7332
1983,1,1,4,280,9.6989
1983,1,1,5,494,10.4664
1983,1,2,1,98,4.8350
1983,1,2,2,88,3.9757
1983,1,2,3,85,6.2616
1983,1,2,4,107,5.1016
1983,1,2,5,198,8.6553
1983,1,3,1,67,2.8523
1983,1,3,2,124,2.7039
1983,1,3,3,147,6.2773
1983,1,3,4,156,2.2882
1983,1,3,5,156,5.1308
1983,2,1,1,564,7.3510
1983,2,1,2,264,7.0560
1983,2,1,3,235,6.9874
1983,2,1,4,276,6.7518
1983,2,1,5,487,3.5690
1983,2,2,1,97,6.5039
1983,2,2,2,88,5.8959
1983,2,2,3,85,6.3367
1983,2,2,4,104,7.2140
1983,2,2,5,198,3.8483
1983,2,3,1,67,2.5583
1983,2,3,2,124,2.9310
1983,2,3,3,146,1.6520
1983,2,3,4,156,3.4641
1983,2,3,5,155,2.9819
1983,3,1,1,560,7.2082
1983,3,1,2,264,4.9368
1983,3,1,3,232,5.7700
1983,3,1,4,274,6.4020
1983,3,1,5,483,3.4840
1983,3,2,1,97,5.8406
1983,3,2,2,88,4.4149
1983,3,2,3,84,5.7898
1983,3,2,4,104,4.2632
1983,3,2,5,197,2.2536
1983,3,3,1,67,3.1348
1983,3,3,2,123,4.2004
1983,3,3,3,145,2.3852
1983,3,3,4,156,3.5686
1983,3,3,5,156,1.1081
1983,4,1,1,555,8.7712
1983,4,1,2,265,8.0270
1983,4,1,3,230,8.9497
1983,4,1,4,272,7.4167
1983,4,1,5,481,5.8214
1983,4,2,1,97,6.2388
1983,4,2,2,88,7.2788
1983,4,2,3,84,5.8190
1983,4,2,4,104,8.1169
1983,4,2,5,196,6.6540
1983,4,3,1,66,9.7475
1983,4,3,2,123,7.4193
1983,4,3,3,145,6.7553
1983,4,3,4,155,7.3542
1983,4,3,5,156,4.5231
1983,5,1,1,548,10.7549
1983,5,1,2,263,9.4448
1983,5,1,3,229,9.6537
1983,5,1,4,270,9.0932
1983,5,1,5,481,11.1837
1983,5,2,1,97,6.9983
1983,5,2,2,88,5.5299
1983,5,2,3,85,3.1961
1983,5,2,4,104,5.0146
1983,5,2,5,196,5.6739
1983,5,3,1,66,-0.8008
1983,5,3,2,123,0.1102
1983,5,3,3,145,-1.0069
1983,5,3,4,155,-1.2018
1983,5,3,5,156,4.1557
1983,6,1,1,544,4.5494
1983,6,1,2,262,3.6804
1983,6,1,3,227,5.0563
1983,6,1,4,269,5.8028
1983,6,1,5,480,3.3423
1983,6,2,1,96,5.0536
1983,6,2,2,87,3.4255
1983,6,2,3,85,6.9089
1983,6,2,4,104,6.2494
1983,6,2,5,195,6.9735
1983,6,3,1,66,6.6780
1983,6,3,2,122,1.0261
1983,6,3,3,145,1.7077
1983,6,3,4,155,6.0965
1983,6,3,5,156,5.3556
1983,7,1,1,704,-1.3701
1983,7,1,2,333,-1.9984
1983,7,1,3,286,-0.5372
1983,7,1,4,287,-2.1566
1983,7,1,5,499,-4.5708
1983,7,2,1,92,-3.8723
1983,7,2,2,83,-0.3052
1983,7,2,3,109,-0.1498
1983,7,2,4,119,-2.7275
1983,7,2,5,207,-4.6907
1983,7,3,1,72,-1.8276
1983,7,3,2,124,-0.6533
1983,7,3,3,135,-2.5939
1983,7,3,4,147,-3.4850
1983,7,3,5,188,-6.0855
1983,8,1,1,698,-4.9870
1983,8,1,2,330,-3.3258
1983,8,1,3,286,-1.8528
1983,8,1,4,287,-3.3842
1983,8,1,5,496,-3.8472
1983,8,2,1,92,-3.5721
1983,8,2,2,80,-4.4057
1983,8,2,3,109,0.3033
1983,8,2,4,119,-2.7444
1983,8,2,5,206,-4.5493
1983,8,3,1,72,-0.0924
1983,8,3,2,124,2.6681
1983,8,3,3,135,1.5480
1983,8,3,4,146,1.4000
1983,8,3,5,188,-0.3126
1983,9,1,1,693,-1.6960
1983,9,1,2,326,1.0622
1983,9,1,3,284,1.4087
1983,9,1,4,286,1.6596
1983,9,1,5,493,-2.0321
1983,9,2,1,89,3.1858
1983,9,2,2,79,3.7418
1983,9,2,3,109,3.4325
1983,9,2,4,119,2.4930
1983,9,2,5,205,1.4984
1983,9,3,1,72,2.3974
1983,9,3,2,123,0.0186
1983,9,3,3,135,2.7178
1983,9,3,4,146,2.9794
1983,9,3,5,187,0.8327
1983,10,1,1,687,-7.6553
1983,10,1,2,324,-5.6604
1983,10,1,3,284,-3.5744
1983,10,1,4,283,-4.6665
1983,10,1,5,491,-8.2712
1983,10,2,1,89,-5.8042
1983,10,2,2,79,-3.4155
1983,10,2,3,109,-3.3555
1983,10,2,4,119,-6.0286
1983,10,2,5,203,-7.8723
1983,10,3,1,70,-1.8801
1983,10,3,2,123,0.5805
1983,10,3,3,134,0.2482
1983,10,3,4,145,-1.3395
1983,10,3,5,187,-5.4134
1983,11,1,1,681,3.2842
1983,11,1,2,322,4.8781
1983,11,1,3,282,4.3000
1983,11,1,4,282,3.2852
