year,month,rank_ME,rank_CEI,nstocks,ret_vw
1980,7,1,3,255,10.7821
1980,7,1,4,421,12.4288
1980,7,1,5,269,14.8504
1980,7,2,1,146,8.5433
1980,7,2,2,120,11.1220
1980,7,2,3,114,9.4604
1980,7,2,4,119,11.1102
1980,7,2,5,156,12.1617
1980,7,3,1,96,5.8816
1980,7,3,2,143,6.9096
1980,7,3,3,149,5.3359
1980,7,3,4,140,7.7159
1980,7,3,5,160,9.4742
1980,8,1,1,334,4.5178
1980,8,1,2,213,5.8005
1980,8,1,3,255,8.9511
1980,8,1,4,421,10.4260
1980,8,1,5,269,10.6082
1980,8,2,1,146,4.6975
1980,8,2,2,119,4.8476
1980,8,2,3,113,5.6433
1980,8,2,4,118,7.1120
1980,8,2,5,156,5.6492
1980,8,3,1,96,2.6686
1980,8,3,2,143,1.7064
1980,8,3,3,149,1.7440
1980,8,3,4,140,0.7610
1980,8,3,5,160,2.2199
1980,9,1,1,332,2.9261
1980,9,1,2,213,2.5615
1980,9,1,3,254,2.5401
1980,9,1,4,418,4.4548
1980,9,1,5,266,2.3952
1980,9,2,1,144,1.8913
1980,9,2,2,119,4.2046
1980,9,2,3,113,3.5607
1980,9,2,4,118,4.0326
1980,9,2,5,156,3.5181
1980,9,3,1,95,0.7698
1980,9,3,2,143,1.7820
1980,9,3,3,149,2.9196
1980,9,3,4,140,3.1729
1980,9,3,5,160,5.4198
1980,10,1,1,331,3.1371
1980,10,1,2,211,3.5327
1980,10,1,3,250,5.8874
1980,10,1,4,416,5.1706
1980,10,1,5,264,5.5330
1980,10,2,1,143,2.5823
1980,10,2,2,119,3.2573
1980,10,2,3,111,2.5536
1980,10,2,4,116,2.2342
1980,10,2,5,155,5.3292
1980,10,3,1,95,2.5237
1980,10,3,2,142,1.8104
1980,10,3,3,148,0.4371
1980,10,3,4,140,2.4642
1980,10,3,5,160,2.0759
1980,11,1,1,329,2.4617
1980,11,1,2,211,2.6433
1980,11,1,3,248,4.3057
1980,11,1,4,416,7.8124
1980,11,1,5,264,11.4841
1980,11,2,1,143,6.3766
1980,11,2,2,119,4.2471
1980,11,2,3,110,5.5483
1980,11,2,4,115,9.5669
1980,11,2,5,155,11.1578
1980,11,3,1,95,13.9826
1980,11,3,2,141,9.7118
1980,11,3,3,148,8.5740
1980,11,3,4,139,12.0548
1980,11,3,5,160,14.8941
1980,12,1,1,327,-2.4423
1980,12,1,2,208,-3.3820
1980,12,1,3,247,-3.7897
1980,12,1,4,414,-5.5276
1980,12,1,5,262,-5.2533
1980,12,2,1,142,-1.8441
1980,12,2,2,118,-1.2466
1980,12,2,3,110,-3.7322
1980,12,2,4,115,-2.8579
1980,12,2,5,153,-4.7801
1980,12,3,1,95,-6.1573
1980,12,3,2,140,-3.8366
1980,12,3,3,148,-2.5039
1980,12,3,4,138,-2.5728
1980,12,3,5,160,-4.2414
1981,1,1,1,326,3.6087
1981,1,1,2,207,2.5566
1981,1,1,3,245,0.9003
1981,1,1,4,413,-1.3512
1981,1,1,5,260,-4.1469
1981,1,2,1,141,1.6351
1981,1,2,2,117,1.3652
1981,1,2,3,110,-0.2838
1981,1,2,4,113,-2.3282
1981,1,2,5,154,-4.5117
1981,1,3,1,94,-4.0768
1981,1,3,2,138,-3.8032
1981,1,3,3,147,-2.5862
1981,1,3,4,138,-5.9673
1981,1,3,5,160,-6.7880
1981,2,1,1,325,1.6675
1981,2,1,2,203,1.1010
1981,2,1,3,241,2.3100
1981,2,1,4,410,-0.3733
1981,2,1,5,259,-1.8714
1981,2,2,1,141,3.0291
1981,2,2,2,116,1.9342
1981,2,2,3,110,2.0488
1981,2,2,4,113,1.5882
1981,2,2,5,153,-0.0659
1981,2,3,1,94,0.7957
1981,2,3,2,138,2.4148
1981,2,3,3,147,2.3286
1981,2,3,4,137,2.2772
1981,2,3,5,159,1.1967
1981,3,1,1,321,7.1184
1981,3,1,2,203,8.6399
1981,3,1,3,238,7.8137
1981,3,1,4,406,9.7990
1981,3,1,5,259,9.7300
1981,3,2,1,140,7.1010
1981,3,2,2,115,7.2013
1981,3,2,3,109,8.2585
1981,3,2,4,113,8.7101
1981,3,2,5,151,6.5493
1981,3,3,1,94,1.8989
1981,3,3,2,138,3.8664
1981,3,3,3,145,4.0490
1981,3,3,4,137,4.2016
1981,3,3,5,159,5.9788
1981,4,1,1,318,3.8744
1981,4,1,2,203,4.5879
1981,4,1,3,236,3.9943
1981,4,1,4,408,4.1904
1981,4,1,5,256,4.3301
1981,4,2,1,140,2.7471
1981,4,2,2,113,2.9762
1981,4,2,3,107,2.8094
1981,4,2,4,112,1.9904
1981,4,2,5,151,0.9023
1981,4,3,1,94,0.3060
1981,4,3,2,136,-4.3227
1981,4,3,3,146,-0.3028
1981,4,3,4,136,-2.2238
1981,4,3,5,159,-2.6623
1981,5,1,1,317,2.1282
1981,5,1,2,203,3.5515
1981,5,1,3,235,3.8787
1981,5,1,4,404,5.9366
1981,5,1,5,254,4.9293
1981,5,2,1,140,2.0401
1981,5,2,2,112,2.9221
1981,5,2,3,107,3.3725
1981,5,2,4,112,1.6335
1981,5,2,5,150,5.4071
1981,5,3,1,93,-0.5588
1981,5,3,2,136,-0.6488
1981,5,3,3,145,2.1567
1981,5,3,4,137,-0.2895
1981,5,3,5,156,1.2778
1981,6,1,1,316,2.0628
1981,6,1,2,200,0.9409
1981,6,1,3,235,1.9837
1981,6,1,4,402,-3.7668
1981,6,1,5,254,-4.8275
1981,6,2,1,139,-0.6969
1981,6,2,2,111,-1.3076
1981,6,2,3,106,-0.1525
1981,6,2,4,111,-3.6088
1981,6,2,5,149,-5.9963
1981,6,3,1,92,0.6895
1981,6,3,2,136,1.4711
1981,6,3,3,144,-0.6688
1981,6,3,4,137,-2.1310
1981,6,3,5,156,-3.0296
1981,7,1,1,346,-1.8109
1981,7,1,2,229,-1.2642
1981,7,1,3,251,-2.3585
1981,7,1,4,418,-3.6351
1981,7,1,5,278,-4.4273
1981,7,2,1,120,-1.4988
1981,7,2,2,125,-0.7226
1981,7,2,3,91,-2.1756
1981,7,2,4,116,-2.4690
1981,7,2,5,163,-2.1329
1981,7,3,1,101,1.4338
1981,7,3,2,137,-0.1481
1981,7,3,3,147,-0.4484
1981,7,3,4,129,0.0842
1981,7,3,5,164,1.7929
1981,8,1,1,346,-3.7485
1981,8,1,2,228,-6.0029
1981,8,1,3,248,-7.5511
1981,8,1,4,413,-9.3639
1981,8,1,5,277,-11.7181
1981,8,2,1,120,-5.3016
1981,8,2,2,124,-5.8719
1981,8,2,3,91,-5.5388
1981,8,2,4,115,-8.5309
1981,8,2,5,163,-8.6916
1981,8,3,1,99,-4.0686
1981,8,3,2,136,-5.4847
1981,8,3,3,147,-4.3986
1981,8,3,4,128,-5.7117
1981,8,3,5,164,-7.5432
1981,9,1,1,341,-5.7545
1981,9,1,2,228,-5.2578
1981,9,1,3,247,-9.3788
1981,9,1,4,408,-9.5217
1981,9,1,5,277,-11.1183
1981,9,2,1,120,-6.4450
1981,9,2,2,123,-6.3074
1981,9,2,3,90,-5.3855
1981,9,2,4,116,-7.5001
1981,9,2,5,163,-9.6551
1981,9,3,1,99,-5.8794
1981,9,3,2,136,-5.5253
1981,9,3,3,145,-3.4961
1981,9,3,4,126,-6.4398
1981,9,3,5,162,-8.6351
1981,10,1,1,337,5.3101
1981,10,1,2,227,7.2240
1981,10,1,3,245,9.4844
1981,10,1,4,400,9.6816
1981,10,1,5,274,8.5460
1981,10,2,1,118,6.8175
1981,10,2,2,123,6.0067
1981,10,2,3,90,5.6359
1981,10,2,4,116,7.6935
1981,10,2,5,162,8.4177
1981,10,3,1,99,2.6772
1981,10,3,2,135,3.2625
1981,10,3,3,145,4.4271
1981,10,3,4,126,8.0146
1981,10,3,5,162,11.1273
1981,11,1,1,334,4.5406
1981,11,1,2,224,4.4974
1981,11,1,3,246,0.7697
1981,11,1,4,400,0.5563
1981,11,1,5,275,1.9940
1981,11,2,1,118,4.9963
1981,11,2,2,123,3.3651
1981,11,2,3,88,4.1570
1981,11,2,4,115,3.1941
1981,11,2,5,162,3.0933
1981,11,3,1,98,5.2496
1981,11,3,2,134,6.2156
1981,11,3,3,145,3.4226
1981,11,3,4,124,4.0299
1981,11,3,5,162,4.0375
1981,12,1,1,333,-0.7434
1981,12,1,2,223,-0.4040
1981,12,1,3,246,0.0149
1981,12,1,4,397,-2.5675
1981,12,1,5,274,-3.6453
1981,12,2,1,118,-0.7637
1981,12,2,2,122,-0.3692
1981,12,2,3,87,-1.2215
1981,12,2,4,115,-0.7462
1981,12,2,5,162,-2.5341
1981,12,3,1,98,-2.5061
1981,12,3,2,134,-2.4015
1981,12,3,3,145,-1.5753
1981,12,3,4,124,-2.9808
1981,12,3,5,161,-4.5681
1982,1,1,1,328,0.0395
1982,1,1,2,221,-0.2594
1982,1,1,3,245,-1.6527
1982,1,1,4,395,-2.4201
1982,1,1,5,271,-1.9991
1982,1,2,1,117,-0.5403
1982,1,2,2,122,-4.7365
1982,1,2,3,87,-3.6751
1982,1,2,4,114,-4.0607
1982,1,2,5,161,-5.2238
1982,1,3,1,98,-2.7333
1982,1,3,2,134,-1.2511
1982,1,3,3,145,-1.8642
1982,1,3,4,123,-1.9499
1982,1,3,5,159,-4.0586
1982,2,1,1,325,-1.4126
1982,2,1,2,218,-3.0455
1982,2,1,3,244,-2.8985
1982,2,1,4,394,-3.9187
1982,2,1,5,270,-6.3215
1982,2,2,1,116,-2.5609
1982,2,2,2,121,-3.4881
1982,2,2,3,87,-4.4366
1982,2,2,4,113,-4.5577
1982,2,2,5,162,-5.5899
1982,2,3,1,97,-3.4593
1982,2,3,2,134,-4.2746
1982,2,3,3,144,-4.7862
1982,2,3,4,123,-5.5329
1982,2,3,5,159,-8.0688
1982,3,1,1,319,0.3386
1982,3,1,2,216,-0.1400
1982,3,1,3,244,-1.8275
1982,3,1,4,389,0.0916
1982,3,1,5,269,-1.5775
1982,3,2,1,115,0.6128
1982,3,2,2,121,1.4344
1982,3,2,3,87,0.4603
1982,3,2,4,114,0.1116
1982,3,2,5,160,-1.7365
1982,3,3,1,97,1.2455
1982,3,3,2,134,-1.0732
1982,3,3,3,144,-0.2244
1982,3,3,4,123,-1.1618
1982,3,3,5,159,-1.9262
1982,4,1,1,318,3.5987
1982,4,1,2,213,6.6010
1982,4,1,3,244,4.6469
1982,4,1,4,383,5.3524
1982,4,1,5,266,7.8128
1982,4,2,1,114,5.6400
1982,4,2,2,121,4.9841
1982,4,2,3,85,5.4484
1982,4,2,4,114,5.5337
1982,4,2,5,158,7.1728
1982,4,3,1,97,2.1850
1982,4,3,2,133,4.9220
1982,4,3,3,142,3.3939
1982,4,3,4,123,5.6453
1982,4,3,5,158,4.9999
1982,5,1,1,313,-1.0102
1982,5,1,2,212,0.4416
1982,5,1,3,242,-3.6929
1982,5,1,4,382,-1.3607
1982,5,1,5,263,-2.4806
1982,5,2,1,114,-2.3384
1982,5,2,2,121,-2.3789
1982,5,2,3,84,-1.4297
1982,5,2,4,113,-4.1254
1982,5,2,5,158,-4.4097
1982,5,3,1,96,0.9724
1982,5,3,2,133,-2.6936
1982,5,3,3,142,-2.5995
1982,5,3,4,122,-2.6349
1982,5,3,5,158,-4.9595
1982,6,1,1,308,-1.7936
1982,6,1,2,208,-1.8164
1982,6,1,3,239,-1.1818
1982,6,1,4,377,-3.1077
1982,6,1,5,263,-1.7475
1982,6,2,1,114,-0.5105
1982,6,2,2,121,-1.5953
1982,6,2,3,83,0.8751
1982,6,2,4,113,-1.1431
1982,6,2,5,158,-3.5179
1982,6,3,1,95,-0.7406
1982,6,3,2,132,-1.2937
1982,6,3,3,142,-1.6676
1982,6,3,4,122,-2.0136
1982,6,3,5,158,-4.1872
1982,7,1,1,282,-0.9576
1982,7,1,2,209,-0.3463
1982,7,1,3,238,1.0676
1982,7,1,4,423,-0.8242
1982,7,1,5,343,-2.6754
1982,7,2,1,117,-0.8660
1982,7,2,2,104,-0.9195
1982,7,2,3,90,1.4239
1982,7,2,4,100,-1.0121
1982,7,2,5,160,-2.6209
1982,7,3,1,109,-3.9387
1982,7,3,2,141,-0.6295
1982,7,3,3,140,-0.5875
1982,7,3,4,129,-4.0881
1982,7,3,5,143,-3.3091
1982,8,1,1,279,5.7981
1982,8,1,2,207,5.0487
1982,8,1,3,235,7.3672
1982,8,1,4,421,5.7951
1982,8,1,5,341,7.4737
1982,8,2,1,115,8.7672
1982,8,2,2,103,10.2178
1982,8,2,3,90,9.9149
1982,8,2,4,100,10.6414
1982,8,2,5,159,8.6197
1982,8,3,1,107,12.6345
1982,8,3,2,140,12.8439
1982,8,3,3,140,11.2228
1982,8,3,4,129,13.0949
1982,8,3,5,142,14.1730
1982,9,1,1,276,6.5428
1982,9,1,2,206,5.3764
1982,9,1,3,236,4.5256
1982,9,1,4,420,2.8935
1982,9,1,5,341,1.3217
1982,9,2,1,115,5.4292
1982,9,2,2,103,2.9368
1982,9,2,3,89,4.2144
1982,9,2,4,100,2.9581
1982,9,2,5,158,1.9051
1982,9,3,1,108,1.4722
1982,9,3,2,139,1.2752
1982,9,3,3,139,1.2320
1982,9,3,4,129,0.9373
1982,9,3,5,142,-0.0023
1982,10,1,1,273,9.7636
1982,10,1,2,202,11.0962
1982,10,1,3,237,12.9397
1982,10,1,4,416,14.4665
1982,10,1,5,338,15.3160
1982,10,2,1,113,11.5282
1982,10,2,2,99,12.8042
1982,10,2,3,89,11.9124
1982,10,2,4,100,13.4249
1982,10,2,5,156,15.2614
1982,10,3,1,108,9.6886
1982,10,3,2,139,11.1435
1982,10,3,3,138,9.6867
1982,10,3,4,127,10.7728
1982,10,3,5,142,13.6494
1982,11,1,1,273,10.0262
1982,11,1,2,202,9.3127
1982,11,1,3,235,9.6509
1982,11,1,4,413,12.1972
1982,11,1,5,335,9.4555
1982,11,2,1,113,7.4291
1982,11,2,2,99,10.2423
1982,11,2,3,89,8.3128
1982,11,2,4,96,6.6135
1982,11,2,5,155,8.1467
1982,11,3,1,108,2.7540
1982,11,3,2,138,5.6649
1982,11,3,3,138,3.3646
1982,11,3,4,129,3.6341
1982,11,3,5,142,6.1968
1982,12,1,1,271,1.7222
1982,12,1,2,201,2.1193
1982,12,1,3,236,3.6979
1982,12,1,4,413,2.8769
1982,12,1,5,332,0.2061
1982,12,2,1,112,2.2258
1982,12,2,2,99,1.5521
1982,12,2,3,89,2.0778
1982,12,2,4,96,1.8576
1982,12,2,5,155,-0.2870
1982,12,3,1,108,3.0300
1982,12,3,2,137,2.5463
1982,12,3,3,138,1.5769
1982,12,3,4,129,2.4616
1982,12,3,5,142,-0.8772
1983,1,1,1,269,7.1156
1983,1,1,2,199,7.9700
1983,1,1,3,234,6.8747
1983,1,1,4,411,11.1742
1983,1,1,5,331,12.5721
1983,1,2,1,112,4.5030
1983,1,2,2,97,3.0239
1983,1,2,3,88,4.1898
1983,1,2,4,96,5.8535
1983,1,2,5,154,9.3031
1983,1,3,1,107,2.2850
1983,1,3,2,136,2.4903
1983,1,3,3,138,5.9355
1983,1,3,4,129,4.2506
1983,1,3,5,142,4.9161
1983,2,1,1,267,7.5250
1983,2,1,2,197,8.5641
1983,2,1,3,229,4.5579
1983,2,1,4,404,7.5363
1983,2,1,5,325,3.4366
1983,2,2,1,111,6.1803
1983,2,2,2,96,5.6056
1983,2,2,3,86,7.7324
1983,2,2,4,96,6.6235
1983,2,2,5,152,2.5006
1983,2,3,1,107,2.7491
1983,2,3,2,135,3.5269
1983,2,3,3,137,1.3667
1983,2,3,4,129,2.0264
1983,2,3,5,142,3.4957
1983,3,1,1,267,6.7348
1983,3,1,2,197,7.3199
1983,3,1,3,227,5.5282
1983,3,1,4,402,6.7690
1983,3,1,5,322,2.3486
1983,3,2,1,111,4.7998
1983,3,2,2,96,6.9114
1983,3,2,3,86,6.1216
1983,3,2,4,96,4.6071
1983,3,2,5,151,-0.0610
1983,3,3,1,106,3.7997
1983,3,3,2,135,3.4638
1983,3,3,3,138,2.3706
1983,3,3,4,129,2.9528
1983,3,3,5,141,1.9450
1983,4,1,1,267,8.1805
1983,4,1,2,194,8.2453
1983,4,1,3,225,7.2403
1983,4,1,4,401,8.0002
1983,4,1,5,321,6.3928
1983,4,2,1,110,6.9158
1983,4,2,2,96,6.3421
1983,4,2,3,86,5.8412
1983,4,2,4,96,5.8870
1983,4,2,5,151,7.4913
1983,4,3,1,106,9.7967
1983,4,3,2,135,8.5104
1983,4,3,3,138,6.2203
1983,4,3,4,127,5.2072
1983,4,3,5,141,4.1147
1983,5,1,1,264,8.4096
1983,5,1,2,194,7.2275
1983,5,1,3,225,9.6838
1983,5,1,4,399,10.3082
1983,5,1,5,322,12.3473
1983,5,2,1,110,4.1202
1983,5,2,2,96,5.7611
1983,5,2,3,86,3.7272
1983,5,2,4,96,3.7882
1983,5,2,5,151,8.7690
1983,5,3,1,106,-0.7139
1983,5,3,2,135,-2.5639
1983,5,3,3,138,-0.5755
1983,5,3,4,127,3.0687
1983,5,3,5,141,3.5762
1983,6,1,1,264,4.8585
1983,6,1,2,194,2.3524
1983,6,1,3,224,3.1990
1983,6,1,4,398,7.4177
1983,6,1,5,320,5.0061
1983,6,2,1,108,5.7712
1983,6,2,2,96,3.6814
1983,6,2,3,86,5.7154
1983,6,2,4,96,5.6292
1983,6,2,5,151,5.6898
1983,6,3,1,106,3.9979
1983,6,3,2,135,4.3083
1983,6,3,3,137,2.2617
1983,6,3,4,127,4.8120
1983,6,3,5,141,5.5598
1983,7,1,1,273,1.0231
1983,7,1,2,188,0.7046
1983,7,1,3,225,-1.2007
1983,7,1,4,393,-1.1076
1983,7,1,5,357,-4.9447
1983,7,2,1,113,-0.1085
1983,7,2,2,87,-0.7348
1983,7,2,3,102,-1.0901
1983,7,2,4,102,-3.3993
1983,7,2,5,146,-4.6600
1983,7,3,1,99,-1.0534
1983,7,3,2,143,-2.3449
1983,7,3,3,141,-3.3922
1983,7,3,4,122,-3.0257
1983,7,3,5,143,-6.0383
1983,8,1,1,269,-1.1365
1983,8,1,2,188,-3.4239
1983,8,1,3,224,-2.6265
1983,8,1,4,390,-3.7280
1983,8,1,5,355,-3.5338
1983,8,2,1,112,-3.3238
1983,8,2,2,86,-3.5631
1983,8,2,3,102,-2.9356
1983,8,2,4,101,-1.2462
1983,8,2,5,145,-3.8222
1983,8,3,1,99,3.5408
1983,8,3,2,143,1.0838
1983,8,3,3,140,2.0347
1983,8,3,4,122,-0.5941
1983,8,3,5,143,-0.4238
1983,9,1,1,266,1.5587
1983,9,1,2,187,2.6623
1983,9,1,3,220,1.6004
1983,9,1,4,386,0.4253
1983,9,1,5,355,-1.7411
1983,9,2,1,110,5.6792
1983,9,2,2,85,4.4300
1983,9,2,3,100,2.8959
1983,9,2,4,101,0.9930
1983,9,2,5,145,1.2256
1983,9,3,1,99,0.4456
1983,9,3,2,142,2.4461
1983,9,3,3,139,1.8718
1983,9,3,4,122,2.1704
1983,9,3,5,143,1.0296
1983,10,1,1,266,-3.0604
1983,10,1,2,183,-3.4882
1983,10,1,3,220,-4.3161
1983,10,1,4,386,-5.9928
1983,10,1,5,352,-8.5788
1983,10,2,1,110,-2.1900
1983,10,2,2,85,-4.8483
1983,10,2,3,100,-4.6222
1983,10,2,4,101,-7.0125
1983,10,2,5,144,-7.5305
1983,10,3,1,98,1.9795
1983,10,3,2,142,0.0346
1983,10,3,3,138,-1.6761
1983,10,3,4,122,-3.4555
1983,10,3,5,141,-5.9734
1983,11,1,1,264,4.0744
1983,11,1,2,183,4.4318
1983,11,1,3,217,3.1707
1983,11,1,4,383,5.2300
1983,11,1,5,350,4.2936
1983,11,2,1,110,5.1273
1983,11,2,2,84,5.5283
1983,11,2,3,99,5.2114
1983,11,2,4,99,4.2903
1983,11,2,5,143,6.1913
1983,11,3,1,97,1.7155
1983,11,3,2,142,1.8580
1983,11,3,3,138,2.5928
1983,11,3,4,122,2.0206
1983,11,3,5,141,3.4318
1983,12,1,1,263,0.5159
1983,12,1,2,182,0.7465
1983,12,1,3,217,-0.9145
1983,12,1,4,383,-1.9462
1983,12,1,5,348,-2.6344
1983,12,2,1,110,-0.8457
1983,12,2,2,84,-1.2687
1983,12,2,3,98,0.3082
1983,12,2,4,99,0.0807
1983,12,2,5,143,-3.2785
1983,12,3,1,97,-0.3497
1983,12,3,2,142,-0.1918
1983,12,3,3,138,-0.7376
1983,12,3,4,122,-1.4077
1983,12,3,5,141,-2.3760
1984,1,1,1,262,1.9102
1984,1,1,2,182,0.1197
1984,1,1,3,215,-0.1456
1984,1,1,4,379,-0.6745
1984,1,1,5,344,0.2679
1984,1,2,1,109,-0.0144
1984,1,2,2,84,-1.8416
1984,1,2,3,98,-2.1320
1984,1,2,4,99,-2.5584
1984,1,2,5,143,-4.7422
1984,1,3,1,96,3.3418
1984,1,3,2,142,-1.8914
1984,1,3,3,137,0.8264
1984,1,3,4,120,-3.0877
1984,1,3,5,141,-3.9824
1984,2,1,1,259,-3.6216
1984,2,1,2,178,-5.4575
1984,2,1,3,211,-5.2789
1984,2,1,4,377,-6.4788
1984,2,1,5,341,-6.8102
1984,2,2,1,109,-3.4180
1984,2,2,2,84,-5.4754
1984,2,2,3,98,-4.4405
1984,2,2,4,97,-4.6388
1984,2,2,5,143,-5.8242
1984,2,3,1,96,0.0520
1984,2,3,2,142,-3.1140
1984,2,3,3,137,-3.7801
1984,2,3,4,120,-5.4484
1984,2,3,5,140,-5.9877
1984,3,1,1,257,1.3010
1984,3,1,2,179,2.2935
1984,3,1,3,210,2.5075
1984,3,1,4,371,2.8615
1984,3,1,5,338,-1.1176
1984,3,2,1,108,1.2965
1984,3,2,2,83,0.0949
1984,3,2,3,95,2.7396
1984,3,2,4,96,0.5465
1984,3,2,5,143,1.1179
1984,3,3,1,95,1.1956
1984,3,3,2,141,1.6781
1984,3,3,3,137,1.3531
1984,3,3,4,120,2.6896
1984,3,3,5,140,0.5818
1984,4,1,1,256,1.4056
1984,4,1,2,175,0.5769
1984,4,1,3,210,-0.8448
1984,4,1,4,370,-2.1783
1984,4,1,5,335,-3.2141
1984,4,2,1,107,1.8685
1984,4,2,2,83,-0.4503
1984,4,2,3,95,0.1978
1984,4,2,4,95,0.0164
1984,4,2,5,142,-0.7191
1984,4,3,1,95,2.8037
1984,4,3,2,141,0.2958
1984,4,3,3,137,0.5336
1984,4,3,4,120,0.8507
1984,4,3,5,140,0.2323
1984,5,1,1,255,-1.7576
1984,5,1,2,172,-2.9634
1984,5,1,3,210,-5.0351
1984,5,1,4,369,-7.3440
1984,5,1,5,329,-5.1253
1984,5,2,1,106,-4.3508
1984,5,2,2,83,-2.1357
1984,5,2,3,95,-5.2190
1984,5,2,4,94,-4.8790
1984,5,2,5,141,-7.5257
1984,5,3,1,95,-4.9059
1984,5,3,2,141,-3.7527
1984,5,3,3,137,-4.6877
1984,5,3,4,120,-5.6787
1984,5,3,5,139,-6.0509
1984,6,1,1,253,3.1999
1984,6,1,2,170,3.4698
1984,6,1,3,209,1.9265
1984,6,1,4,369,3.3566
1984,6,1,5,322,1.6284
1984,6,2,1,105,4.2265
1984,6,2,2,83,0.1500
1984,6,2,3,94,2.9054
1984,6,2,4,93,2.3105
1984,6,2,5,141,4.6691
1984,6,3,1,95,2.4248
1984,6,3,2,141,1.8633
1984,6,3,3,137,4.0906
1984,6,3,4,120,2.3585
1984,6,3,5,139,1.7027
1984,7,1,1,250,-1.5127
1984,7,1,2,161,-1.9264
1984,7,1,3,215,-2.2308
1984,7,1,4,381,-4.2144
1984,7,1,5,424,-6.7508
1984,7,2,1,102,-2.3700
1984,7,2,2,88,-2.2631
1984,7,2,3,97,-4.5603
1984,7,2,4,97,-5.7115
1984,7,2,5,147,-6.6781
1984,7,3,1,110,-3.0883
1984,7,3,2,145,0.2515
1984,7,3,3,137,-1.8757
1984,7,3,4,120,-3.5586
1984,7,3,5,118,-2.6521
1984,8,1,1,247,8.5962
1984,8,1,2,161,7.7134
1984,8,1,3,213,8.4157
1984,8,1,4,375,11.0645
1984,8,1,5,418,12.3760
1984,8,2,1,102,9.0663
1984,8,2,2,87,10.6969
1984,8,2,3,97,13.1370
1984,8,2,4,97,13.8054
1984,8,2,5,145,16.5167
1984,8,3,1,108,11.9221
1984,8,3,2,144,9.1304
1984,8,3,3,136,11.2142
1984,8,3,4,120,11.7385
1984,8,3,5,118,15.0577
1984,9,1,1,245,2.1866
1984,9,1,2,160,1.4818
1984,9,1,3,211,0.8713
1984,9,1,4,373,0.8823
1984,9,1,5,417,-2.4176
1984,9,2,1,101,2.4246
1984,9,2,2,87,0.4724
1984,9,2,3,94,0.1553
1984,9,2,4,97,-1.2885
1984,9,2,5,145,-2.7952
1984,9,3,1,108,2.2588
1984,9,3,2,144,0.3239
1984,9,3,3,133,-1.2448
1984,9,3,4,120,-1.0068
1984,9,3,5,118,-3.7717
1984,10,1,1,242,-0.5537
1984,10,1,2,158,-0.3348
1984,10,1,3,209,-0.6776
1984,10,1,4,371,-2.4386
1984,10,1,5,416,-5.0154
1984,10,2,1,101,1.4275
1984,10,2,2,84,0.5157
1984,10,2,3,94,-1.5081
1984,10,2,4,97,-1.2964
1984,10,2,5,142,-3.1530
1984,10,3,1,108,-0.8362
1984,10,3,2,144,1.4926
1984,10,3,3,131,0.5802
1984,10,3,4,119,-0.3813
1984,10,3,5,118,-0.9909
1984,11,1,1,240,0.2600
1984,11,1,2,157,-0.6245
1984,11,1,3,207,-2.0059
1984,11,1,4,366,-3.6973
1984,11,1,5,412,-5.8972
1984,11,2,1,99,-0.1761
1984,11,2,2,84,0.1442
1984,11,2,3,94,-0.3533
1984,11,2,4,97,-0.9979
1984,11,2,5,143,-3.7560
1984,11,3,1,108,0.4796
1984,11,3,2,144,-1.2197
1984,11,3,3,130,-0.3808
1984,11,3,4,118,-1.6859
1984,11,3,5,117,-2.7173
1984,12,1,1,237,0.8948
1984,12,1,2,156,1.7326
1984,12,1,3,206,0.5153
1984,12,1,4,361,0.3514
1984,12,1,5,411,0.9465
1984,12,2,1,99,3.1112
1984,12,2,2,84,1.9076
1984,12,2,3,92,2.9283
1984,12,2,4,97,0.8026
1984,12,2,5,143,1.3886
1984,12,3,1,106,1.9857
1984,12,3,2,142,1.7154
1984,12,3,3,130,2.5998
1984,12,3,4,118,2.1360
1984,12,3,5,116,2.7633
1985,1,1,1,237,9.2423
1985,1,1,2,155,9.7021
1985,1,1,3,204,11.7061
1985,1,1,4,361,11.0801
1985,1,1,5,409,13.6653
1985,1,2,1,99,8.8594
1985,1,2,2,84,9.5728
1985,1,2,3,91,9.2759
1985,1,2,4,97,11.2008
1985,1,2,5,143,13.5343
1985,1,3,1,104,6.0515
1985,1,3,2,142,7.1080
1985,1,3,3,129,7.4314
1985,1,3,4,118,9.1170
1985,1,3,5,116,11.4746
1985,2,1,1,236,4.2234
1985,2,1,2,154,2.1102
1985,2,1,3,202,2.8783
1985,2,1,4,359,4.1134
1985,2,1,5,402,4.1477
1985,2,2,1,99,1.5517
1985,2,2,2,83,1.4465
1985,2,2,3,90,2.9612
1985,2,2,4,96,2.8864
1985,2,2,5,142,0.9192
1985,2,3,1,103,3.0509
1985,2,3,2,142,1.3914
1985,2,3,3,129,1.9597
1985,2,3,4,117,0.8100
1985,2,3,5,116,-0.0671
1985,3,1,1,233,-0.3116
1985,3,1,2,151,-0.6305
1985,3,1,3,200,-0.8504
1985,3,1,4,355,-2.4964
1985,3,1,5,399,-3.3086
1985,3,2,1,97,0.3601
1985,3,2,2,82,-1.8568
1985,3,2,3,90,-1.7301
1985,3,2,4,95,-0.4984
1985,3,2,5,142,-3.3574
1985,3,3,1,103,2.6991
1985,3,3,2,142,-1.2475
1985,3,3,3,128,1.4612
1985,3,3,4,117,0.6216
