year,month,rank_ME,rank_POA,nstocks,ret_vw
1980,5,1,3,219,6.1788
1980,5,1,4,291,6.6445
1980,5,1,5,582,6.4100
1980,5,2,1,101,8.4155
1980,5,2,2,87,8.4314
1980,5,2,3,112,6.9325
1980,5,2,4,126,9.8054
1980,5,2,5,135,7.7842
1980,5,3,1,123,3.7718
1980,5,3,2,152,5.1992
1980,5,3,3,162,6.6273
1980,5,3,4,139,7.1480
1980,5,3,5,81,6.7430
1980,6,1,1,393,4.6232
1980,6,1,2,209,5.7108
1980,6,1,3,218,4.0336
1980,6,1,4,291,4.6180
1980,6,1,5,580,3.3046
1980,6,2,1,101,5.5948
1980,6,2,2,87,3.8931
1980,6,2,3,112,4.9403
1980,6,2,4,126,2.4939
1980,6,2,5,133,4.9146
1980,6,3,1,123,3.4221
1980,6,3,2,152,2.9372
1980,6,3,3,162,3.5785
1980,6,3,4,139,1.8297
1980,6,3,5,80,2.7715
1980,7,1,1,489,9.4545
1980,7,1,2,203,9.5078
1980,7,1,3,206,8.3881
1980,7,1,4,278,10.1444
1980,7,1,5,540,13.9183
1980,7,2,1,123,10.7073
1980,7,2,2,102,7.1228
1980,7,2,3,108,11.0592
1980,7,2,4,149,11.2318
1980,7,2,5,154,12.9413
1980,7,3,1,107,4.4134
1980,7,3,2,154,6.5048
1980,7,3,3,172,6.3547
1980,7,3,4,149,8.6679
1980,7,3,5,87,13.7387
1980,8,1,1,488,6.5469
1980,8,1,2,203,8.0160
1980,8,1,3,206,8.0465
1980,8,1,4,277,8.7526
1980,8,1,5,538,10.3133
1980,8,2,1,120,6.4208
1980,8,2,2,102,5.1648
1980,8,2,3,108,4.2929
1980,8,2,4,149,5.7030
1980,8,2,5,153,6.3384
1980,8,3,1,107,4.3738
1980,8,3,2,154,1.2885
1980,8,3,3,172,0.7519
1980,8,3,4,149,0.5957
1980,8,3,5,87,3.6420
1980,9,1,1,488,3.1856
1980,9,1,2,201,2.6217
1980,9,1,3,205,3.5500
1980,9,1,4,277,2.3029
1980,9,1,5,534,4.3765
1980,9,2,1,121,3.0909
1980,9,2,2,102,1.1118
1980,9,2,3,107,3.7622
1980,9,2,4,146,4.7954
1980,9,2,5,154,4.3272
1980,9,3,1,106,3.5038
1980,9,3,2,154,2.4974
1980,9,3,3,172,2.5447
1980,9,3,4,149,2.8859
1980,9,3,5,87,4.5133
1980,10,1,1,484,4.3494
1980,10,1,2,199,4.3376
1980,10,1,3,201,2.1180
1980,10,1,4,273,4.8608
1980,10,1,5,533,6.7678
1980,10,2,1,120,5.3393
1980,10,2,2,102,3.9132
1980,10,2,3,104,2.8158
1980,10,2,4,145,2.2523
1980,10,2,5,153,4.6510
1980,10,3,1,106,-0.0039
1980,10,3,2,154,2.8286
1980,10,3,3,172,3.5064
1980,10,3,4,147,0.7356
1980,10,3,5,87,2.8073
1980,11,1,1,483,7.0391
1980,11,1,2,199,5.6958
1980,11,1,3,201,3.7322
1980,11,1,4,272,6.6373
1980,11,1,5,532,9.1044
1980,11,2,1,118,10.7551
1980,11,2,2,102,7.2274
1980,11,2,3,104,5.6066
1980,11,2,4,145,4.8366
1980,11,2,5,153,11.4468
1980,11,3,1,105,10.8678
1980,11,3,2,154,12.3826
1980,11,3,3,172,11.7521
1980,11,3,4,147,10.2599
1980,11,3,5,86,14.2957
1980,12,1,1,478,-5.1421
1980,12,1,2,198,-4.5572
1980,12,1,3,199,-4.2483
1980,12,1,4,271,-4.8120
1980,12,1,5,528,-5.1092
1980,12,2,1,118,-3.7282
1980,12,2,2,100,-3.8381
1980,12,2,3,104,-2.7395
1980,12,2,4,145,-1.4088
1980,12,2,5,151,-5.3802
1980,12,3,1,104,-3.5320
1980,12,3,2,154,-4.7742
1980,12,3,3,172,-5.2888
1980,12,3,4,147,-0.5385
1980,12,3,5,86,-2.7721
1981,1,1,1,475,0.0705
1981,1,1,2,197,1.1913
1981,1,1,3,200,1.4225
1981,1,1,4,269,-0.0228
1981,1,1,5,525,-1.6855
1981,1,2,1,118,-1.1227
1981,1,2,2,100,-0.2155
1981,1,2,3,102,1.2427
1981,1,2,4,144,0.3028
1981,1,2,5,152,-4.2018
1981,1,3,1,102,-3.5657
1981,1,3,2,154,-4.9496
1981,1,3,3,172,-4.0148
1981,1,3,4,147,-4.2954
1981,1,3,5,86,-8.1262
1981,2,1,1,464,0.5398
1981,2,1,2,197,-0.0535
1981,2,1,3,198,0.7815
1981,2,1,4,264,0.9242
1981,2,1,5,526,-1.0760
1981,2,2,1,117,3.0544
1981,2,2,2,100,2.9755
1981,2,2,3,104,1.9096
1981,2,2,4,143,1.7200
1981,2,2,5,151,-0.5644
1981,2,3,1,102,2.7591
1981,2,3,2,154,1.8890
1981,2,3,3,172,1.1963
1981,2,3,4,147,3.1103
1981,2,3,5,85,0.6645
1981,3,1,1,459,6.8387
1981,3,1,2,196,7.6703
1981,3,1,3,194,6.9703
1981,3,1,4,262,8.7208
1981,3,1,5,524,10.3384
1981,3,2,1,116,4.9638
1981,3,2,2,98,7.7495
1981,3,2,3,104,7.4827
1981,3,2,4,141,7.9147
1981,3,2,5,151,8.7308
1981,3,3,1,102,2.2280
1981,3,3,2,154,4.1351
1981,3,3,3,171,3.2806
1981,3,3,4,147,5.2154
1981,3,3,5,84,7.0170
1981,4,1,1,458,3.2798
1981,4,1,2,195,5.5642
1981,4,1,3,195,3.7380
1981,4,1,4,260,3.8006
1981,4,1,5,521,4.5731
1981,4,2,1,114,0.0148
1981,4,2,2,97,0.3201
1981,4,2,3,103,3.5070
1981,4,2,4,140,2.8032
1981,4,2,5,150,2.4974
1981,4,3,1,101,-1.8438
1981,4,3,2,153,-5.0770
1981,4,3,3,170,-1.0732
1981,4,3,4,147,0.3503
1981,4,3,5,85,-1.7894
1981,5,1,1,454,3.5925
1981,5,1,2,195,3.3583
1981,5,1,3,194,3.2271
1981,5,1,4,259,4.7594
1981,5,1,5,518,5.0799
1981,5,2,1,114,3.5382
1981,5,2,2,97,4.1802
1981,5,2,3,103,3.8259
1981,5,2,4,138,2.2857
1981,5,2,5,150,3.6114
1981,5,3,1,100,2.1412
1981,5,3,2,153,-0.0749
1981,5,3,3,169,-1.5531
1981,5,3,4,147,0.8157
1981,5,3,5,84,2.2171
1981,6,1,1,452,-0.1815
1981,6,1,2,193,0.5534
1981,6,1,3,193,1.1978
1981,6,1,4,258,-0.4358
1981,6,1,5,518,-4.2527
1981,6,2,1,114,-4.1064
1981,6,2,2,97,-2.1251
1981,6,2,3,103,-1.0055
1981,6,2,4,135,-1.3521
1981,6,2,5,148,-5.0535
1981,6,3,1,100,-1.4169
1981,6,3,2,152,1.0786
1981,6,3,3,169,1.6383
1981,6,3,4,146,-3.7423
1981,6,3,5,84,-5.2771
1981,7,1,1,525,-1.9341
1981,7,1,2,286,-2.5081
1981,7,1,3,246,-2.7093
1981,7,1,4,253,-2.0269
1981,7,1,5,505,-4.4216
1981,7,2,1,126,-0.1144
1981,7,2,2,102,-1.2335
1981,7,2,3,105,-2.3349
1981,7,2,4,111,-2.5549
1981,7,2,5,165,-2.8124
1981,7,3,1,83,-2.2899
1981,7,3,2,142,2.1265
1981,7,3,3,155,0.9591
1981,7,3,4,171,0.6642
1981,7,3,5,111,-0.9398
1981,8,1,1,520,-7.1304
1981,8,1,2,283,-8.4827
1981,8,1,3,246,-6.5015
1981,8,1,4,253,-8.8248
1981,8,1,5,503,-10.3757
1981,8,2,1,126,-9.7924
1981,8,2,2,100,-4.9756
1981,8,2,3,104,-5.3814
1981,8,2,4,111,-5.4268
1981,8,2,5,164,-9.2417
1981,8,3,1,83,-5.7917
1981,8,3,2,142,-4.6447
1981,8,3,3,154,-5.1189
1981,8,3,4,170,-5.4995
1981,8,3,5,111,-8.0107
1981,9,1,1,517,-8.7766
1981,9,1,2,281,-8.6596
1981,9,1,3,244,-9.6852
1981,9,1,4,250,-8.5933
1981,9,1,5,498,-9.2186
1981,9,2,1,125,-11.1103
1981,9,2,2,100,-6.2231
1981,9,2,3,104,-5.3328
1981,9,2,4,111,-7.0179
1981,9,2,5,165,-8.2280
1981,9,3,1,81,-6.7790
1981,9,3,2,142,-6.1117
1981,9,3,3,152,-5.7473
1981,9,3,4,169,-5.1206
1981,9,3,5,111,-5.5108
1981,10,1,1,510,8.2289
1981,10,1,2,277,7.0039
1981,10,1,3,240,8.2378
1981,10,1,4,245,9.1385
1981,10,1,5,494,8.4884
1981,10,2,1,125,7.2589
1981,10,2,2,100,6.7328
1981,10,2,3,104,6.4207
1981,10,2,4,109,7.8096
1981,10,2,5,165,8.0862
1981,10,3,1,82,0.1700
1981,10,3,2,141,8.6589
1981,10,3,3,152,3.6800
1981,10,3,4,168,5.8953
1981,10,3,5,111,7.0973
1981,11,1,1,507,2.6214
1981,11,1,2,278,2.4034
1981,11,1,3,240,1.7690
1981,11,1,4,245,1.8383
1981,11,1,5,498,0.4868
1981,11,2,1,125,2.9605
1981,11,2,2,100,5.0453
1981,11,2,3,103,3.5691
1981,11,2,4,108,3.4289
1981,11,2,5,164,1.1279
1981,11,3,1,81,3.9277
1981,11,3,2,140,4.6655
1981,11,3,3,152,5.2480
1981,11,3,4,167,4.2911
1981,11,3,5,111,3.4944
1981,12,1,1,506,-0.9332
1981,12,1,2,276,-2.4920
1981,12,1,3,239,-2.7608
1981,12,1,4,244,-1.3833
1981,12,1,5,494,-1.7916
1981,12,2,1,125,-2.7026
1981,12,2,2,100,-1.4473
1981,12,2,3,101,-1.0713
1981,12,2,4,108,-1.2070
1981,12,2,5,164,-0.8158
1981,12,3,1,81,-1.2294
1981,12,3,2,140,-3.3417
1981,12,3,3,152,-2.6927
1981,12,3,4,167,-2.3956
1981,12,3,5,111,-3.1235
1982,1,1,1,506,-1.2920
1982,1,1,2,273,-1.5995
1982,1,1,3,237,-1.4182
1982,1,1,4,243,-1.2405
1982,1,1,5,488,-1.8939
1982,1,2,1,124,-5.1415
1982,1,2,2,100,-2.9449
1982,1,2,3,101,-2.8834
1982,1,2,4,107,-4.2267
1982,1,2,5,163,-5.0713
1982,1,3,1,80,-4.4907
1982,1,3,2,140,-2.6303
1982,1,3,3,152,-1.4368
1982,1,3,4,166,-2.0042
1982,1,3,5,111,-1.1314
1982,2,1,1,501,-2.8184
1982,2,1,2,270,-3.3640
1982,2,1,3,237,-2.8768
1982,2,1,4,243,-4.5561
1982,2,1,5,489,-5.0255
1982,2,2,1,123,-5.5996
1982,2,2,2,100,-4.1020
1982,2,2,3,101,-3.8819
1982,2,2,4,107,-4.5027
1982,2,2,5,164,-5.2479
1982,2,3,1,80,-4.5573
1982,2,3,2,139,-6.0258
1982,2,3,3,152,-4.2056
1982,2,3,4,165,-4.3916
1982,2,3,5,111,-7.3766
1982,3,1,1,495,-0.9631
1982,3,1,2,269,-0.0926
1982,3,1,3,234,-0.0727
1982,3,1,4,240,-2.2491
1982,3,1,5,489,-0.9569
1982,3,2,1,123,-0.6888
1982,3,2,2,99,0.4915
1982,3,2,3,100,2.0579
1982,3,2,4,107,-0.9817
1982,3,2,5,164,-1.8631
1982,3,3,1,80,2.7068
1982,3,3,2,139,-0.0289
1982,3,3,3,152,-0.9043
1982,3,3,4,165,-0.3526
1982,3,3,5,111,-3.8948
1982,4,1,1,492,4.9531
1982,4,1,2,263,6.5618
1982,4,1,3,234,4.9808
1982,4,1,4,238,7.3299
1982,4,1,5,486,6.2122
1982,4,2,1,120,4.8579
1982,4,2,2,99,6.4777
1982,4,2,3,99,6.2422
1982,4,2,4,106,5.8568
1982,4,2,5,164,5.0867
1982,4,3,1,80,4.8015
1982,4,3,2,138,3.5451
1982,4,3,3,152,4.7714
1982,4,3,4,164,3.5972
1982,4,3,5,110,6.6409
1982,5,1,1,488,-1.1201
1982,5,1,2,261,-0.8311
1982,5,1,3,232,-1.2445
1982,5,1,4,237,-1.3791
1982,5,1,5,481,-2.5092
1982,5,2,1,121,-4.4521
1982,5,2,2,99,-1.4960
1982,5,2,3,99,-1.8317
1982,5,2,4,106,-1.9681
1982,5,2,5,162,-4.6139
1982,5,3,1,80,-2.4921
1982,5,3,2,137,-2.2287
1982,5,3,3,152,-1.9440
1982,5,3,4,163,-2.1761
1982,5,3,5,109,-4.8669
1982,6,1,1,485,-1.6724
1982,6,1,2,257,-2.3180
1982,6,1,3,230,-2.5287
1982,6,1,4,233,-2.6949
1982,6,1,5,479,-2.4276
1982,6,2,1,121,-2.2573
1982,6,2,2,98,0.0381
1982,6,2,3,99,-0.4497
1982,6,2,4,106,-3.2007
1982,6,2,5,162,-2.0519
1982,6,3,1,80,0.0696
1982,6,3,2,136,-3.7686
1982,6,3,3,152,-1.0191
1982,6,3,4,163,-0.8394
1982,6,3,5,110,-3.6717
1982,7,1,1,475,-1.2000
1982,7,1,2,285,-0.1515
1982,7,1,3,211,-1.7110
1982,7,1,4,253,-3.0961
1982,7,1,5,638,-1.2713
1982,7,2,1,104,-2.4631
1982,7,2,2,91,-0.3663
1982,7,2,3,97,-1.7177
1982,7,2,4,110,-1.5317
1982,7,2,5,175,-1.0248
1982,7,3,1,91,-2.3578
1982,7,3,2,141,-0.5814
1982,7,3,3,168,-2.0225
1982,7,3,4,146,-3.2346
1982,7,3,5,101,-4.3845
1982,8,1,1,469,6.2030
1982,8,1,2,282,5.4884
1982,8,1,3,210,4.4126
1982,8,1,4,249,7.0165
1982,8,1,5,633,5.7183
1982,8,2,1,103,10.2366
1982,8,2,2,90,10.4464
1982,8,2,3,97,8.3993
1982,8,2,4,109,10.6052
1982,8,2,5,174,9.0745
1982,8,3,1,88,14.0342
1982,8,3,2,141,11.9942
1982,8,3,3,168,11.8583
1982,8,3,4,146,12.4521
1982,8,3,5,100,14.2584
1982,9,1,1,471,3.2829
1982,9,1,2,281,4.2490
1982,9,1,3,210,3.2589
1982,9,1,4,250,3.5045
1982,9,1,5,632,2.8591
1982,9,2,1,103,3.2040
1982,9,2,2,90,2.1644
1982,9,2,3,96,2.7866
1982,9,2,4,109,3.2468
1982,9,2,5,173,3.5994
1982,9,3,1,89,0.0762
1982,9,3,2,140,1.1825
1982,9,3,3,167,2.1823
1982,9,3,4,146,0.3956
1982,9,3,5,100,-0.1469
1982,10,1,1,466,13.3762
1982,10,1,2,276,11.4378
1982,10,1,3,205,9.7391
1982,10,1,4,249,15.3383
1982,10,1,5,630,14.4840
1982,10,2,1,99,13.7062
1982,10,2,2,88,9.6371
1982,10,2,3,96,11.8485
1982,10,2,4,109,12.3327
1982,10,2,5,173,14.6624
1982,10,3,1,89,14.2019
1982,10,3,2,140,9.1455
1982,10,3,3,167,9.6433
1982,10,3,4,145,10.3040
1982,10,3,5,100,15.0149
1982,11,1,1,462,8.7061
1982,11,1,2,275,8.8426
1982,11,1,3,204,8.4019
1982,11,1,4,246,9.2507
1982,11,1,5,629,10.9045
1982,11,2,1,97,6.9929
1982,11,2,2,88,9.0931
1982,11,2,3,96,7.5425
1982,11,2,4,107,7.5945
1982,11,2,5,173,9.8539
1982,11,3,1,89,4.1305
1982,11,3,2,140,4.8974
1982,11,3,3,166,2.6744
1982,11,3,4,145,3.8215
1982,11,3,5,100,7.1476
1982,12,1,1,460,2.3177
1982,12,1,2,276,2.3357
1982,12,1,3,204,0.8611
1982,12,1,4,244,3.2109
1982,12,1,5,621,2.1247
1982,12,2,1,97,1.3139
1982,12,2,2,88,1.4613
1982,12,2,3,96,0.9752
1982,12,2,4,107,2.0343
1982,12,2,5,171,1.2865
1982,12,3,1,89,2.2334
1982,12,3,2,139,2.5886
1982,12,3,3,166,2.2102
1982,12,3,4,145,1.6104
1982,12,3,5,100,-1.3566
1983,1,1,1,459,10.0527
1983,1,1,2,275,6.8446
1983,1,1,3,204,8.4675
1983,1,1,4,243,7.3863
1983,1,1,5,617,11.6977
1983,1,2,1,96,5.4333
1983,1,2,2,88,5.4964
1983,1,2,3,96,4.1790
1983,1,2,4,106,7.0424
1983,1,2,5,170,8.5047
1983,1,3,1,87,3.6744
1983,1,3,2,139,5.8108
1983,1,3,3,166,3.4006
1983,1,3,4,145,2.5138
1983,1,3,5,100,4.6359
1983,2,1,1,452,7.3832
1983,2,1,2,271,6.6625
1983,2,1,3,203,5.2029
1983,2,1,4,241,5.6331
1983,2,1,5,608,5.0234
1983,2,2,1,96,6.4762
1983,2,2,2,87,4.7333
1983,2,2,3,94,4.8970
1983,2,2,4,106,6.8570
1983,2,2,5,169,4.9839
1983,2,3,1,87,2.3052
1983,2,3,2,138,1.5947
1983,2,3,3,166,3.4980
1983,2,3,4,144,3.4681
1983,2,3,5,100,1.9849
1983,3,1,1,447,5.6214
1983,3,1,2,268,6.7247
1983,3,1,3,202,5.7675
1983,3,1,4,239,4.9093
1983,3,1,5,606,4.9173
1983,3,2,1,96,6.4977
1983,3,2,2,87,5.0468
1983,3,2,3,94,3.7380
1983,3,2,4,106,4.6391
1983,3,2,5,167,2.3925
1983,3,3,1,87,2.4692
1983,3,3,2,137,2.4087
1983,3,3,3,166,4.0286
1983,3,3,4,144,2.1559
1983,3,3,5,100,2.8107
1983,4,1,1,445,8.0321
1983,4,1,2,265,6.7410
1983,4,1,3,203,7.4797
1983,4,1,4,237,6.4014
1983,4,1,5,602,7.7347
1983,4,2,1,96,8.0924
1983,4,2,2,86,6.0705
1983,4,2,3,94,5.9695
1983,4,2,4,106,6.6123
1983,4,2,5,167,6.6909
1983,4,3,1,86,9.7498
1983,4,3,2,137,7.9063
1983,4,3,3,165,6.2390
1983,4,3,4,144,5.5482
1983,4,3,5,100,4.6105
1983,5,1,1,442,9.8642
1983,5,1,2,261,9.9790
1983,5,1,3,200,8.1727
1983,5,1,4,237,11.0384
1983,5,1,5,602,11.1531
1983,5,2,1,96,6.4843
1983,5,2,2,86,6.0623
1983,5,2,3,94,4.8786
1983,5,2,4,106,5.2769
1983,5,2,5,168,4.9532
1983,5,3,1,86,1.1566
1983,5,3,2,137,-1.5916
1983,5,3,3,165,0.8087
1983,5,3,4,144,-0.0728
1983,5,3,5,100,2.1684
1983,6,1,1,438,5.8254
1983,6,1,2,261,4.1009
1983,6,1,3,197,5.4841
1983,6,1,4,236,4.6002
1983,6,1,5,601,3.6355
1983,6,2,1,96,6.9014
1983,6,2,2,86,6.0948
1983,6,2,3,93,6.1080
1983,6,2,4,106,5.2513
1983,6,2,5,167,6.5261
1983,6,3,1,86,5.9824
1983,6,3,2,137,4.2268
1983,6,3,3,164,2.5688
1983,6,3,4,144,4.1982
1983,6,3,5,100,3.8099
1983,7,1,1,452,-0.1948
1983,7,1,2,383,-1.6017
1983,7,1,3,275,-0.6244
1983,7,1,4,265,-2.5294
1983,7,1,5,673,-4.6479
1983,7,2,1,93,-0.6278
1983,7,2,2,100,-0.9919
1983,7,2,3,97,-2.6981
1983,7,2,4,105,-1.7677
1983,7,2,5,198,-5.4231
1983,7,3,1,93,-1.5965
1983,7,3,2,120,-2.1247
1983,7,3,3,141,-3.6874
1983,7,3,4,175,-3.5845
1983,7,3,5,122,-5.2247
1983,8,1,1,450,-2.7899
1983,8,1,2,380,-3.9772
1983,8,1,3,272,-4.0385
1983,8,1,4,263,-2.1520
1983,8,1,5,673,-4.6230
1983,8,2,1,93,-2.7644
1983,8,2,2,100,-1.2665
1983,8,2,3,97,-3.7552
1983,8,2,4,105,-2.3455
1983,8,2,5,198,-4.6998
1983,8,3,1,93,1.6916
1983,8,3,2,120,3.6814
1983,8,3,3,141,2.2631
1983,8,3,4,174,-0.3024
1983,8,3,5,122,-1.3710
1983,9,1,1,447,-0.4175
1983,9,1,2,376,-0.2125
1983,9,1,3,272,1.0597
1983,9,1,4,262,-1.3705
1983,9,1,5,668,-0.7193
1983,9,2,1,91,2.5749
1983,9,2,2,99,1.3911
1983,9,2,3,97,3.2453
1983,9,2,4,104,2.2525
1983,9,2,5,198,3.0873
1983,9,3,1,93,1.7354
1983,9,3,2,120,-0.4992
1983,9,3,3,141,2.7078
1983,9,3,4,173,2.9704
1983,9,3,5,122,1.9182
1983,10,1,1,446,-5.7394
1983,10,1,2,375,-6.5217
1983,10,1,3,268,-4.0385
1983,10,1,4,261,-5.3958
1983,10,1,5,663,-7.8153
1983,10,2,1,90,-5.8087
1983,10,2,2,99,-3.0080
1983,10,2,3,97,-6.8587
1983,10,2,4,104,-3.9123
1983,10,2,5,197,-7.8479
1983,10,3,1,92,0.0523
1983,10,3,2,120,-1.1089
1983,10,3,3,139,-1.6809
1983,10,3,4,173,-1.6650
1983,10,3,5,122,-3.3949
1983,11,1,1,444,3.3333
1983,11,1,2,372,3.9386
1983,11,1,3,265,2.5284
1983,11,1,4,261,3.5070
1983,11,1,5,659,3.5511
1983,11,2,1,90,6.8980
1983,11,2,2,96,4.9608
1983,11,2,3,97,4.5339
1983,11,2,4,104,3.7404
1983,11,2,5,196,6.5579
1983,11,3,1,92,4.1285
1983,11,3,2,120,1.5889
1983,11,3,3,139,1.1416
1983,11,3,4,172,2.3808
1983,11,3,5,122,3.6915
1983,12,1,1,443,-0.8911
1983,12,1,2,370,-1.5477
1983,12,1,3,267,-0.5262
1983,12,1,4,260,-1.8313
1983,12,1,5,654,-2.9637
1983,12,2,1,89,-0.1716
1983,12,2,2,96,-0.4151
1983,12,2,3,97,-1.7928
1983,12,2,4,104,-1.3066
1983,12,2,5,196,-2.4284
1983,12,3,1,92,0.1711
1983,12,3,2,120,0.3653
1983,12,3,3,139,-0.0434
1983,12,3,4,172,-2.2645
1983,12,3,5,122,-2.1368
1984,1,1,1,440,0.5543
1984,1,1,2,369,0.6092
1984,1,1,3,266,-0.3613
1984,1,1,4,258,-0.9441
1984,1,1,5,648,-0.8477
1984,1,2,1,89,-1.1236
1984,1,2,2,95,-1.6107
1984,1,2,3,97,-1.2125
1984,1,2,4,104,-2.0402
1984,1,2,5,196,-5.6005
1984,1,3,1,92,-3.3638
1984,1,3,2,119,2.5333
1984,1,3,3,138,-0.3857
1984,1,3,4,171,-1.7570
1984,1,3,5,121,-4.5436
1984,2,1,1,434,-5.4722
1984,2,1,2,368,-5.8469
1984,2,1,3,264,-4.5629
1984,2,1,4,249,-6.5453
1984,2,1,5,642,-6.7308
1984,2,2,1,89,-4.0560
1984,2,2,2,94,-4.2940
1984,2,2,3,97,-5.0535
1984,2,2,4,104,-4.1233
1984,2,2,5,196,-6.8234
1984,2,3,1,92,-6.3739
1984,2,3,2,119,-0.5818
1984,2,3,3,137,-3.3535
1984,2,3,4,171,-4.9323
1984,2,3,5,121,-3.8528
1984,3,1,1,431,0.2651
1984,3,1,2,363,1.7210
1984,3,1,3,260,0.8319
1984,3,1,4,248,1.5295
1984,3,1,5,637,0.6632
1984,3,2,1,88,1.2224
1984,3,2,2,94,3.3366
1984,3,2,3,97,0.6140
1984,3,2,4,102,0.6644
1984,3,2,5,192,1.2714
1984,3,3,1,92,2.8613
1984,3,3,2,118,2.0628
1984,3,3,3,137,1.5621
1984,3,3,4,171,1.4623
1984,3,3,5,120,-0.2033
1984,4,1,1,431,-0.9276
1984,4,1,2,364,-1.6553
1984,4,1,3,259,-1.1534
1984,4,1,4,248,-2.7577
1984,4,1,5,634,-2.0738
1984,4,2,1,86,1.1580
1984,4,2,2,92,0.6308
1984,4,2,3,97,-0.0420
1984,4,2,4,102,-0.0370
1984,4,2,5,191,0.0665
1984,4,3,1,92,0.2670
1984,4,3,2,118,2.2731
1984,4,3,3,137,0.9035
1984,4,3,4,171,-0.0917
1984,4,3,5,120,0.6930
1984,5,1,1,426,-5.8334
1984,5,1,2,362,-4.2988
1984,5,1,3,258,-4.0252
1984,5,1,4,246,-3.6893
1984,5,1,5,632,-5.0805
1984,5,2,1,84,-5.4929
1984,5,2,2,92,-4.7131
1984,5,2,3,97,-3.6070
1984,5,2,4,101,-4.0670
1984,5,2,5,191,-6.8966
1984,5,3,1,92,-6.8725
1984,5,3,2,117,-5.8896
1984,5,3,3,137,-3.9595
1984,5,3,4,171,-3.2548
1984,5,3,5,120,-4.7460
1984,6,1,1,422,2.3932
1984,6,1,2,358,3.2031
1984,6,1,3,256,1.6934
1984,6,1,4,243,1.9727
1984,6,1,5,627,2.1391
1984,6,2,1,84,1.5948
1984,6,2,2,92,1.8276
1984,6,2,3,96,3.3699
1984,6,2,4,100,4.0342
1984,6,2,5,190,4.0323
1984,6,3,1,92,1.8403
1984,6,3,2,117,0.6950
1984,6,3,3,137,1.7353
1984,6,3,4,171,3.9773
1984,6,3,5,120,5.3488
1984,7,1,1,413,-4.8577
1984,7,1,2,347,-5.6306
1984,7,1,3,282,-3.9655
1984,7,1,4,296,-5.1828
1984,7,1,5,802,-5.3945
1984,7,2,1,97,-7.6749
1984,7,2,2,87,-4.9234
1984,7,2,3,94,-1.8966
1984,7,2,4,106,-3.3277
1984,7,2,5,187,-5.2542
1984,7,3,1,100,-2.8372
1984,7,3,2,130,-4.2123
1984,7,3,3,159,-1.0979
1984,7,3,4,147,0.3647
1984,7,3,5,100,-2.1423
1984,8,1,1,409,9.0939
1984,8,1,2,342,9.3418
1984,8,1,3,280,9.7739
1984,8,1,4,290,10.5042
1984,8,1,5,798,10.5363
1984,8,2,1,97,14.2361
1984,8,2,2,86,9.6775
1984,8,2,3,92,13.3700
1984,8,2,4,106,10.7800
1984,8,2,5,187,14.8714
1984,8,3,1,100,11.1602
1984,8,3,2,128,13.8581
1984,8,3,3,158,9.5871
1984,8,3,4,146,10.2173
1984,8,3,5,100,11.8230
1984,9,1,1,406,0.0241
1984,9,1,2,340,-0.1878
1984,9,1,3,278,0.4854
1984,9,1,4,289,-0.5943
1984,9,1,5,794,-1.9660
1984,9,2,1,96,-1.2728
1984,9,2,2,86,0.0408
1984,9,2,3,93,0.4806
1984,9,2,4,105,0.4253
1984,9,2,5,186,-3.0069
1984,9,3,1,100,-1.1553
1984,9,3,2,127,-1.0135
1984,9,3,3,158,1.3764
1984,9,3,4,146,-0.5867
1984,9,3,5,99,-2.5295
1984,10,1,1,404,-5.2218
1984,10,1,2,338,-3.0748
1984,10,1,3,270,-1.8268
1984,10,1,4,285,-2.0095
1984,10,1,5,781,-2.6493
1984,10,2,1,93,-4.3611
1984,10,2,2,84,-0.8207
1984,10,2,3,93,0.2384
1984,10,2,4,104,0.1523
1984,10,2,5,186,-1.5911
1984,10,3,1,99,-1.7099
1984,10,3,2,127,-1.1158
1984,10,3,3,158,0.9393
1984,10,3,4,145,1.8048
1984,10,3,5,98,0.5121
1984,11,1,1,400,-3.3114
1984,11,1,2,336,-2.8624
1984,11,1,3,266,-2.4222
1984,11,1,4,281,-2.6146
1984,11,1,5,771,-4.6463
1984,11,2,1,92,-0.3786
1984,11,2,2,85,-0.7703
1984,11,2,3,93,-1.8623
1984,11,2,4,104,-0.9337
1984,11,2,5,185,-2.7002
1984,11,3,1,98,-0.6145
1984,11,3,2,126,-1.4905
1984,11,3,3,157,-0.6558
1984,11,3,4,145,-0.7015
1984,11,3,5,98,-2.3569
1984,12,1,1,397,-1.1450
1984,12,1,2,327,0.5148
1984,12,1,3,261,0.9770
1984,12,1,4,280,0.4870
1984,12,1,5,761,0.8970
1984,12,2,1,92,0.2967
1984,12,2,2,84,2.2071
1984,12,2,3,93,3.0498
1984,12,2,4,103,1.5347
1984,12,2,5,185,3.8101
1984,12,3,1,98,1.7042
1984,12,3,2,124,1.7396
1984,12,3,3,155,2.6354
1984,12,3,4,145,2.1911
1984,12,3,5,97,2.1450
1985,1,1,1,397,10.9614
1985,1,1,2,322,10.6821
1985,1,1,3,256,9.3503
1985,1,1,4,279,12.8832
1985,1,1,5,758,13.9814
1985,1,2,1,92,8.7262
1985,1,2,2,83,9.7240
1985,1,2,3,93,10.3865
1985,1,2,4,103,10.9410
1985,1,2,5,185,13.3828
1985,1,3,1,98,7.5965
1985,1,3,2,124,8.0728
1985,1,3,3,155,5.7778
