year,month,rank_ME,rank_NOA,nstocks,ret_vw
1980,11,1,2,299,5.8024
1980,11,1,3,284,6.3964
1980,11,1,4,308,6.2972
1980,11,1,5,355,10.0044
1980,11,2,1,159,4.9829
1980,11,2,2,104,7.1189
1980,11,2,3,108,7.8498
1980,11,2,4,119,7.3698
1980,11,2,5,173,11.0913
1980,11,3,1,132,12.7185
1980,11,3,2,142,14.3580
1980,11,3,3,130,12.6661
1980,11,3,4,136,4.9477
1980,11,3,5,139,12.1856
1980,12,1,1,480,-4.0826
1980,12,1,2,298,-5.6458
1980,12,1,3,282,-3.7771
1980,12,1,4,305,-4.6759
1980,12,1,5,355,-5.9791
1980,12,2,1,158,-2.1054
1980,12,2,2,103,-3.4582
1980,12,2,3,107,-2.2180
1980,12,2,4,119,-3.2710
1980,12,2,5,172,-4.4265
1980,12,3,1,131,-3.9625
1980,12,3,2,141,-5.8787
1980,12,3,3,130,-4.7533
1980,12,3,4,136,-1.5059
1980,12,3,5,139,-1.1670
1981,1,1,1,482,0.3027
1981,1,1,2,299,1.7209
1981,1,1,3,280,-0.7256
1981,1,1,4,301,-0.3051
1981,1,1,5,350,-2.0447
1981,1,2,1,157,-0.4672
1981,1,2,2,103,0.1323
1981,1,2,3,107,0.6733
1981,1,2,4,117,-1.1107
1981,1,2,5,171,-3.1359
1981,1,3,1,130,-5.2071
1981,1,3,2,141,-6.7824
1981,1,3,3,130,-4.5390
1981,1,3,4,134,0.4887
1981,1,3,5,139,-5.8715
1981,2,1,1,476,0.8989
1981,2,1,2,295,0.4474
1981,2,1,3,277,0.2601
1981,2,1,4,299,0.8899
1981,2,1,5,348,-1.7624
1981,2,2,1,156,1.7513
1981,2,2,2,101,3.3159
1981,2,2,3,107,1.8913
1981,2,2,4,118,2.0818
1981,2,2,5,171,0.9211
1981,2,3,1,130,0.9477
1981,2,3,2,141,3.3892
1981,2,3,3,130,3.1784
1981,2,3,4,133,2.1920
1981,2,3,5,139,0.6378
1981,3,1,1,472,8.2582
1981,3,1,2,295,8.3979
1981,3,1,3,271,8.9655
1981,3,1,4,296,7.7993
1981,3,1,5,346,9.5733
1981,3,2,1,154,7.0729
1981,3,2,2,101,6.1695
1981,3,2,3,106,8.2402
1981,3,2,4,117,8.0663
1981,3,2,5,170,7.3535
1981,3,3,1,130,1.0312
1981,3,3,2,140,4.7660
1981,3,3,3,130,4.1049
1981,3,3,4,132,5.5907
1981,3,3,5,139,7.0902
1981,4,1,1,469,4.3813
1981,4,1,2,294,3.2123
1981,4,1,3,272,3.8936
1981,4,1,4,296,4.7352
1981,4,1,5,343,4.1919
1981,4,2,1,152,3.0278
1981,4,2,2,101,2.3117
1981,4,2,3,104,2.0651
1981,4,2,4,117,2.3225
1981,4,2,5,168,1.4660
1981,4,3,1,128,-2.0627
1981,4,3,2,141,-4.0418
1981,4,3,3,130,-0.9730
1981,4,3,4,131,0.4597
1981,4,3,5,139,-2.9039
1981,5,1,1,469,4.4269
1981,5,1,2,292,3.2187
1981,5,1,3,268,3.1837
1981,5,1,4,294,3.8444
1981,5,1,5,340,5.3314
1981,5,2,1,152,2.2359
1981,5,2,2,101,3.3394
1981,5,2,3,104,3.6873
1981,5,2,4,116,2.3861
1981,5,2,5,167,4.5495
1981,5,3,1,129,-0.6889
1981,5,3,2,140,-1.1045
1981,5,3,3,129,0.6370
1981,5,3,4,131,1.6561
1981,5,3,5,137,2.4161
1981,6,1,1,467,-1.3865
1981,6,1,2,287,0.6828
1981,6,1,3,269,-0.3719
1981,6,1,4,294,-0.4478
1981,6,1,5,340,-4.2885
1981,6,2,1,152,-1.9363
1981,6,2,2,100,-0.6644
1981,6,2,3,101,-1.8066
1981,6,2,4,116,-2.0193
1981,6,2,5,166,-5.2338
1981,6,3,1,129,-0.2635
1981,6,3,2,138,-1.4054
1981,6,3,3,129,-0.5047
1981,6,3,4,131,-0.8541
1981,6,3,5,137,-1.1736
1981,7,1,1,567,-2.7178
1981,7,1,2,370,-2.4096
1981,7,1,3,310,-2.4957
1981,7,1,4,282,-3.9243
1981,7,1,5,345,-3.2495
1981,7,2,1,135,-1.8389
1981,7,2,2,125,0.2183
1981,7,2,3,102,-2.6837
1981,7,2,4,117,-2.8410
1981,7,2,5,160,-1.8080
1981,7,3,1,127,2.4149
1981,7,3,2,117,-0.9155
1981,7,3,3,134,-1.3170
1981,7,3,4,136,0.5812
1981,7,3,5,165,1.6402
1981,8,1,1,561,-8.7543
1981,8,1,2,369,-7.9819
1981,8,1,3,306,-6.0966
1981,8,1,4,282,-7.8463
1981,8,1,5,345,-11.0656
1981,8,2,1,133,-6.9468
1981,8,2,2,125,-7.2267
1981,8,2,3,102,-7.6663
1981,8,2,4,117,-4.2514
1981,8,2,5,158,-8.7529
1981,8,3,1,124,-5.8820
1981,8,3,2,116,-5.3753
1981,8,3,3,134,-5.9476
1981,8,3,4,136,-4.6777
1981,8,3,5,165,-6.4092
1981,9,1,1,556,-8.6297
1981,9,1,2,366,-7.2306
1981,9,1,3,306,-9.0289
1981,9,1,4,279,-8.6314
1981,9,1,5,341,-11.0621
1981,9,2,1,132,-6.5335
1981,9,2,2,125,-8.5936
1981,9,2,3,102,-6.2416
1981,9,2,4,117,-6.2516
1981,9,2,5,158,-9.2731
1981,9,3,1,122,-6.6554
1981,9,3,2,116,-3.9904
1981,9,3,3,134,-5.5913
1981,9,3,4,134,-4.9826
1981,9,3,5,163,-7.6530
1981,10,1,1,544,10.0272
1981,10,1,2,362,7.1626
1981,10,1,3,301,7.1690
1981,10,1,4,277,7.0054
1981,10,1,5,339,8.8205
1981,10,2,1,130,8.3718
1981,10,2,2,125,7.2933
1981,10,2,3,102,6.8220
1981,10,2,4,116,6.3065
1981,10,2,5,158,7.6494
1981,10,3,1,122,3.3642
1981,10,3,2,116,3.1513
1981,10,3,3,134,6.6888
1981,10,3,4,133,6.5850
1981,10,3,5,163,9.8858
1981,11,1,1,543,3.2847
1981,11,1,2,360,2.2799
1981,11,1,3,303,1.5747
1981,11,1,4,278,2.2520
1981,11,1,5,339,-0.3866
1981,11,2,1,129,3.0947
1981,11,2,2,124,3.3208
1981,11,2,3,102,3.9398
1981,11,2,4,115,4.4278
1981,11,2,5,158,1.9138
1981,11,3,1,120,4.7802
1981,11,3,2,115,5.4223
1981,11,3,3,134,3.4204
1981,11,3,4,133,3.9137
1981,11,3,5,163,5.0576
1981,12,1,1,539,-2.6573
1981,12,1,2,358,-1.5497
1981,12,1,3,301,0.4911
1981,12,1,4,276,-0.5198
1981,12,1,5,341,-3.7105
1981,12,2,1,129,-1.7326
1981,12,2,2,123,-0.2153
1981,12,2,3,101,-0.7788
1981,12,2,4,115,-1.0589
1981,12,2,5,158,-2.7390
1981,12,3,1,120,-2.9684
1981,12,3,2,116,-1.3783
1981,12,3,3,134,-2.3780
1981,12,3,4,133,-2.9527
1981,12,3,5,161,-4.0090
1982,1,1,1,536,0.1357
1982,1,1,2,355,-1.6426
1982,1,1,3,299,-1.1923
1982,1,1,4,275,-2.3137
1982,1,1,5,338,-3.0737
1982,1,2,1,127,-4.5540
1982,1,2,2,122,-4.2531
1982,1,2,3,100,-2.7920
1982,1,2,4,115,-2.3606
1982,1,2,5,158,-5.3075
1982,1,3,1,120,-2.0648
1982,1,3,2,115,-0.9111
1982,1,3,3,134,-2.5683
1982,1,3,4,132,-2.0538
1982,1,3,5,161,-3.3888
1982,2,1,1,532,-3.7125
1982,2,1,2,352,-3.1499
1982,2,1,3,298,-2.8200
1982,2,1,4,274,-3.6596
1982,2,1,5,339,-5.8115
1982,2,2,1,125,-4.5146
1982,2,2,2,122,-3.2559
1982,2,2,3,100,-3.4939
1982,2,2,4,115,-3.5751
1982,2,2,5,157,-6.8268
1982,2,3,1,120,-4.2430
1982,2,3,2,114,-4.6705
1982,2,3,3,133,-5.1054
1982,2,3,4,132,-6.1828
1982,2,3,5,161,-5.1520
1982,3,1,1,525,-0.9585
1982,3,1,2,351,-0.8936
1982,3,1,3,295,0.4061
1982,3,1,4,274,-2.0606
1982,3,1,5,336,-1.2108
1982,3,2,1,125,0.5470
1982,3,2,2,121,-0.7337
1982,3,2,3,100,0.9844
1982,3,2,4,114,0.7374
1982,3,2,5,157,-2.5086
1982,3,3,1,120,-0.3289
1982,3,3,2,114,-1.3317
1982,3,3,3,133,-0.3261
1982,3,3,4,132,0.0534
1982,3,3,5,161,-1.3588
1982,4,1,1,518,6.3313
1982,4,1,2,351,4.8470
1982,4,1,3,290,4.7651
1982,4,1,4,272,6.5348
1982,4,1,5,335,7.0516
1982,4,2,1,123,6.5503
1982,4,2,2,121,6.4470
1982,4,2,3,98,4.3905
1982,4,2,4,113,4.3303
1982,4,2,5,157,6.3219
1982,4,3,1,120,2.2255
1982,4,3,2,113,6.5308
1982,4,3,3,133,5.9266
1982,4,3,4,131,2.6995
1982,4,3,5,160,5.3865
1982,5,1,1,511,-2.1711
1982,5,1,2,347,-0.6858
1982,5,1,3,289,-2.3629
1982,5,1,4,272,-1.6491
1982,5,1,5,333,-0.8199
1982,5,2,1,123,-3.1022
1982,5,2,2,121,-1.9984
1982,5,2,3,98,-4.2936
1982,5,2,4,111,-1.9180
1982,5,2,5,157,-3.8758
1982,5,3,1,119,0.0547
1982,5,3,2,113,-2.8532
1982,5,3,3,133,-3.3680
1982,5,3,4,131,-3.6695
1982,5,3,5,158,-3.1219
1982,6,1,1,507,-1.8375
1982,6,1,2,343,-1.5158
1982,6,1,3,288,-2.6829
1982,6,1,4,269,-3.4487
1982,6,1,5,330,-2.3223
1982,6,2,1,123,-1.5748
1982,6,2,2,120,-2.6199
1982,6,2,3,98,0.9540
1982,6,2,4,111,-0.6076
1982,6,2,5,157,-3.1014
1982,6,3,1,119,-0.2557
1982,6,3,2,112,-1.9557
1982,6,3,3,133,-0.6968
1982,6,3,4,131,-2.9770
1982,6,3,5,159,-3.6746
1982,7,1,1,512,0.1658
1982,7,1,2,355,-0.5625
1982,7,1,3,351,-0.5486
1982,7,1,4,288,-0.3442
1982,7,1,5,412,-5.0138
1982,7,2,1,143,-0.5585
1982,7,2,2,95,0.7228
1982,7,2,3,101,-2.9238
1982,7,2,4,114,-0.2856
1982,7,2,5,147,-3.4083
1982,7,3,1,113,-1.9521
1982,7,3,2,130,-2.6216
1982,7,3,3,131,-1.0399
1982,7,3,4,137,-1.5921
1982,7,3,5,149,-4.2324
1982,8,1,1,504,4.9222
1982,8,1,2,352,6.0830
1982,8,1,3,349,5.8234
1982,8,1,4,286,6.1571
1982,8,1,5,407,6.9401
1982,8,2,1,140,11.5184
1982,8,2,2,94,8.2873
1982,8,2,3,101,8.7873
1982,8,2,4,114,9.7823
1982,8,2,5,146,9.2138
1982,8,3,1,113,13.2834
1982,8,3,2,129,11.8433
1982,8,3,3,129,12.4364
1982,8,3,4,137,12.2242
1982,8,3,5,148,13.4820
1982,9,1,1,505,5.7828
1982,9,1,2,349,5.4667
1982,9,1,3,349,2.4633
1982,9,1,4,286,3.4738
1982,9,1,5,409,0.2518
1982,9,2,1,140,3.9091
1982,9,2,2,94,5.1962
1982,9,2,3,101,3.6229
1982,9,2,4,112,3.9946
1982,9,2,5,146,0.3156
1982,9,3,1,113,1.0825
1982,9,3,2,128,1.4635
1982,9,3,3,129,1.1270
1982,9,3,4,137,0.7299
1982,9,3,5,148,0.4209
1982,10,1,1,495,13.3211
1982,10,1,2,346,12.5314
1982,10,1,3,347,13.4086
1982,10,1,4,285,12.6673
1982,10,1,5,406,14.0032
1982,10,2,1,137,10.4964
1982,10,2,2,93,12.6411
1982,10,2,3,99,12.9186
1982,10,2,4,112,12.7266
1982,10,2,5,146,15.9120
1982,10,3,1,112,10.8932
1982,10,3,2,128,10.7705
1982,10,3,3,129,11.4982
1982,10,3,4,137,10.1295
1982,10,3,5,148,11.3827
1982,11,1,1,489,9.7513
1982,11,1,2,344,10.5841
1982,11,1,3,346,10.2662
1982,11,1,4,285,9.6074
1982,11,1,5,405,8.6994
1982,11,2,1,133,10.0999
1982,11,2,2,92,8.2949
1982,11,2,3,99,8.5152
1982,11,2,4,112,7.6116
1982,11,2,5,145,6.9844
1982,11,3,1,112,3.6736
1982,11,3,2,128,5.5535
1982,11,3,3,128,6.3812
1982,11,3,4,137,2.7426
1982,11,3,5,148,3.6067
1982,12,1,1,486,2.7093
1982,12,1,2,340,3.2160
1982,12,1,3,345,2.3597
1982,12,1,4,284,1.8444
1982,12,1,5,403,0.8201
1982,12,2,1,133,0.6863
1982,12,2,2,92,2.9960
1982,12,2,3,99,1.6101
1982,12,2,4,111,0.8644
1982,12,2,5,144,0.6480
1982,12,3,1,112,2.3583
1982,12,3,2,128,-0.4483
1982,12,3,3,128,2.3060
1982,12,3,4,136,2.2363
1982,12,3,5,148,2.0214
1983,1,1,1,481,10.1695
1983,1,1,2,340,6.7401
1983,1,1,3,341,10.0116
1983,1,1,4,284,10.3255
1983,1,1,5,403,10.6520
1983,1,2,1,133,6.9981
1983,1,2,2,91,4.2815
1983,1,2,3,98,4.8155
1983,1,2,4,111,5.2663
1983,1,2,5,143,8.7022
1983,1,3,1,112,5.1884
1983,1,3,2,128,1.0296
1983,1,3,3,126,4.1521
1983,1,3,4,136,5.8383
1983,1,3,5,148,3.4710
1983,2,1,1,474,7.6062
1983,2,1,2,335,6.5095
1983,2,1,3,337,6.5750
1983,2,1,4,282,6.2479
1983,2,1,5,398,3.2132
1983,2,2,1,132,6.5928
1983,2,2,2,90,5.7738
1983,2,2,3,96,6.8790
1983,2,2,4,111,7.4169
1983,2,2,5,143,2.1729
1983,2,3,1,111,3.6305
1983,2,3,2,127,3.2005
1983,2,3,3,126,3.2681
1983,2,3,4,136,1.1023
1983,2,3,5,148,2.5268
1983,3,1,1,469,5.2669
1983,3,1,2,333,6.9455
1983,3,1,3,337,6.8295
1983,3,1,4,281,4.6911
1983,3,1,5,393,3.5876
1983,3,2,1,132,5.5941
1983,3,2,2,90,6.1985
1983,3,2,3,96,4.2182
1983,3,2,4,111,2.8704
1983,3,2,5,141,2.0795
1983,3,3,1,109,3.6555
1983,3,3,2,128,3.8890
1983,3,3,3,126,3.2187
1983,3,3,4,136,1.3042
1983,3,3,5,148,2.4545
1983,4,1,1,465,8.9104
1983,4,1,2,333,6.9625
1983,4,1,3,337,8.1035
1983,4,1,4,277,7.2415
1983,4,1,5,391,6.2774
1983,4,2,1,131,8.2781
1983,4,2,2,90,7.2544
1983,4,2,3,96,6.6857
1983,4,2,4,111,6.6228
1983,4,2,5,141,5.1385
1983,4,3,1,108,6.7574
1983,4,3,2,128,7.8363
1983,4,3,3,126,6.9651
1983,4,3,4,136,6.1065
1983,4,3,5,147,7.0862
1983,5,1,1,459,10.0407
1983,5,1,2,333,9.0842
1983,5,1,3,334,9.9261
1983,5,1,4,276,10.5039
1983,5,1,5,389,11.3745
1983,5,2,1,131,6.2998
1983,5,2,2,90,3.9579
1983,5,2,3,96,3.6039
1983,5,2,4,111,3.9941
1983,5,2,5,142,7.5876
1983,5,3,1,108,-1.9718
1983,5,3,2,128,-1.2780
1983,5,3,3,126,0.2524
1983,5,3,4,136,0.8718
1983,5,3,5,147,2.0262
1983,6,1,1,455,4.5070
1983,6,1,2,330,5.0257
1983,6,1,3,332,4.3876
1983,6,1,4,276,4.0858
1983,6,1,5,389,3.9532
1983,6,2,1,130,4.2216
1983,6,2,2,90,8.0518
1983,6,2,3,96,7.0843
1983,6,2,4,109,6.0813
1983,6,2,5,142,5.7165
1983,6,3,1,108,5.0403
1983,6,3,2,128,4.9648
1983,6,3,3,126,5.5681
1983,6,3,4,136,2.5809
1983,6,3,5,146,1.6462
1983,7,1,1,645,-2.7680
1983,7,1,2,314,-1.6963
1983,7,1,3,354,-1.8040
1983,7,1,4,362,-2.4931
1983,7,1,5,434,-2.8013
1983,7,2,1,133,-3.0035
1983,7,2,2,100,-1.5636
1983,7,2,3,114,-3.2516
1983,7,2,4,121,-2.0766
1983,7,2,5,142,-3.8095
1983,7,3,1,128,-2.3815
1983,7,3,2,113,-4.1888
1983,7,3,3,126,-2.8110
1983,7,3,4,146,-3.5830
1983,7,3,5,153,-3.5646
1983,8,1,1,639,-4.4347
1983,8,1,2,313,-3.5480
1983,8,1,3,351,-3.1099
1983,8,1,4,362,-3.6660
1983,8,1,5,432,-3.3980
1983,8,2,1,129,-4.8446
1983,8,2,2,100,-2.4485
1983,8,2,3,114,-2.8515
1983,8,2,4,121,-2.0470
1983,8,2,5,142,-3.3720
1983,8,3,1,128,-0.3487
1983,8,3,2,113,2.7645
1983,8,3,3,125,1.1431
1983,8,3,4,146,2.5605
1983,8,3,5,153,-0.0300
1983,9,1,1,634,-0.9922
1983,9,1,2,310,0.9318
1983,9,1,3,346,0.6291
1983,9,1,4,360,0.9357
1983,9,1,5,432,-2.3867
1983,9,2,1,127,2.7560
1983,9,2,2,100,4.7825
1983,9,2,3,112,1.9261
1983,9,2,4,120,2.9262
1983,9,2,5,142,1.1643
1983,9,3,1,127,1.8177
1983,9,3,2,113,0.9706
1983,9,3,3,125,3.3154
1983,9,3,4,145,0.7453
1983,9,3,5,153,2.0410
1983,10,1,1,627,-7.0809
1983,10,1,2,310,-5.1189
1983,10,1,3,346,-4.4159
1983,10,1,4,358,-6.1768
1983,10,1,5,428,-8.3801
1983,10,2,1,127,-6.0488
1983,10,2,2,100,-4.7637
1983,10,2,3,112,-4.6405
1983,10,2,4,120,-5.6464
1983,10,2,5,140,-7.2864
1983,10,3,1,125,0.7896
1983,10,3,2,113,-2.0098
1983,10,3,3,125,-2.1347
1983,10,3,4,143,-3.2296
1983,10,3,5,153,-1.0304
1983,11,1,1,619,3.5340
1983,11,1,2,310,4.4901
1983,11,1,3,344,4.7320
1983,11,1,4,358,3.5557
1983,11,1,5,426,1.5979
1983,11,2,1,126,6.1848
1983,11,2,2,99,5.2236
1983,11,2,3,112,5.7418
1983,11,2,4,118,4.9739
1983,11,2,5,139,5.3533
1983,11,3,1,125,3.1792
1983,11,3,2,112,4.2631
1983,11,3,3,125,-0.9260
1983,11,3,4,143,3.8315
1983,11,3,5,153,1.1161
1983,12,1,1,614,-1.7172
1983,12,1,2,309,-0.8307
1983,12,1,3,344,-0.8441
1983,12,1,4,359,-1.9095
1983,12,1,5,422,-3.2469
1983,12,2,1,125,-1.6951
1983,12,2,2,99,-1.0950
1983,12,2,3,112,-0.5394
1983,12,2,4,118,-1.0753
1983,12,2,5,139,-2.4915
1983,12,3,1,125,-0.4385
1983,12,3,2,112,0.9479
1983,12,3,3,125,0.2741
1983,12,3,4,143,-2.2518
1983,12,3,5,153,-2.6688
1984,1,1,1,605,0.2022
1984,1,1,2,306,-0.0134
1984,1,1,3,342,-0.0840
1984,1,1,4,358,-0.6769
1984,1,1,5,420,-0.4812
1984,1,2,1,125,-2.0571
1984,1,2,2,99,-1.9583
1984,1,2,3,111,-2.1916
1984,1,2,4,118,-3.2752
1984,1,2,5,139,-3.8204
1984,1,3,1,125,-1.0992
1984,1,3,2,112,-0.4934
1984,1,3,3,124,-2.9303
1984,1,3,4,141,1.8485
1984,1,3,5,152,-3.2207
1984,2,1,1,596,-6.4076
1984,2,1,2,301,-6.7956
1984,2,1,3,340,-4.7427
1984,2,1,4,354,-5.6672
1984,2,1,5,413,-6.1277
1984,2,2,1,124,-6.0715
1984,2,2,2,98,-5.3727
1984,2,2,3,111,-4.1525
1984,2,2,4,118,-4.9868
1984,2,2,5,139,-5.3533
1984,2,3,1,125,-3.3797
1984,2,3,2,112,-1.8735
1984,2,3,3,124,-4.1249
1984,2,3,4,141,-3.4896
1984,2,3,5,151,-5.1513
1984,3,1,1,589,1.7852
1984,3,1,2,299,1.1036
1984,3,1,3,336,1.0002
1984,3,1,4,351,0.4694
1984,3,1,5,411,-0.6297
1984,3,2,1,124,1.3830
1984,3,2,2,95,1.6701
1984,3,2,3,111,1.5466
1984,3,2,4,117,0.6452
1984,3,2,5,136,1.5137
1984,3,3,1,125,0.3851
1984,3,3,2,111,2.7294
1984,3,3,3,124,2.3857
1984,3,3,4,140,1.5677
1984,3,3,5,151,0.5244
1984,4,1,1,588,-1.9472
1984,4,1,2,299,-0.9273
1984,4,1,3,334,-0.4558
1984,4,1,4,351,-1.0643
1984,4,1,5,409,-4.0017
1984,4,2,1,123,0.5602
1984,4,2,2,95,0.6632
1984,4,2,3,110,0.1354
1984,4,2,4,116,1.8712
1984,4,2,5,134,-1.5442
1984,4,3,1,125,3.0191
1984,4,3,2,111,1.0789
1984,4,3,3,124,1.1834
1984,4,3,4,140,-0.5769
1984,4,3,5,151,-1.1681
1984,5,1,1,586,-4.8831
1984,5,1,2,296,-5.2613
1984,5,1,3,329,-4.9443
1984,5,1,4,351,-3.9184
1984,5,1,5,407,-5.1766
1984,5,2,1,122,-4.9549
1984,5,2,2,94,-3.9429
1984,5,2,3,109,-4.9660
1984,5,2,4,116,-5.1827
1984,5,2,5,133,-6.7715
1984,5,3,1,125,-5.8586
1984,5,3,2,111,-4.9398
1984,5,3,3,124,-5.3113
1984,5,3,4,139,-4.7719
1984,5,3,5,151,-2.1241
1984,6,1,1,580,3.5990
1984,6,1,2,295,3.1259
1984,6,1,3,326,3.2245
1984,6,1,4,349,1.8934
1984,6,1,5,400,-0.7103
1984,6,2,1,121,4.3311
1984,6,2,2,93,3.7634
1984,6,2,3,109,2.8902
1984,6,2,4,115,2.8726
1984,6,2,5,133,2.3493
1984,6,3,1,125,3.0332
1984,6,3,2,111,2.8658
1984,6,3,3,124,1.5903
1984,6,3,4,139,2.9187
1984,6,3,5,151,2.2039
1984,7,1,1,561,-4.7599
1984,7,1,2,343,-3.2659
1984,7,1,3,314,-4.2260
1984,7,1,4,366,-4.7693
1984,7,1,5,613,-7.1001
1984,7,2,1,122,-4.0160
1984,7,2,2,102,-5.2527
1984,7,2,3,112,-3.2985
1984,7,2,4,92,-2.6561
1984,7,2,5,157,-6.9457
1984,7,3,1,122,-1.5984
1984,7,3,2,125,-0.6954
1984,7,3,3,123,-3.3961
1984,7,3,4,133,-1.2516
1984,7,3,5,144,-1.5632
1984,8,1,1,553,9.6034
1984,8,1,2,341,9.2006
1984,8,1,3,309,9.5732
1984,8,1,4,364,11.1022
1984,8,1,5,608,10.2528
1984,8,2,1,121,10.8767
1984,8,2,2,101,13.6907
1984,8,2,3,112,13.4236
1984,8,2,4,92,11.9641
1984,8,2,5,156,14.1664
1984,8,3,1,122,11.1518
1984,8,3,2,123,10.8889
1984,8,3,3,121,11.4126
1984,8,3,4,133,10.7184
1984,8,3,5,144,11.0882
1984,9,1,1,547,0.4370
1984,9,1,2,339,0.6018
1984,9,1,3,307,-0.2228
1984,9,1,4,361,-0.7780
1984,9,1,5,608,-2.7458
1984,9,2,1,121,-0.6333
1984,9,2,2,100,0.4454
1984,9,2,3,111,-0.0327
1984,9,2,4,91,-0.2270
1984,9,2,5,156,-3.5663
1984,9,3,1,120,0.1415
1984,9,3,2,123,-0.6670
1984,9,3,3,121,-0.3398
1984,9,3,4,133,-1.2194
1984,9,3,5,144,-0.0811
1984,10,1,1,533,-2.0072
1984,10,1,2,337,-1.6225
1984,10,1,3,304,-3.5657
1984,10,1,4,357,-3.2295
1984,10,1,5,601,-3.8905
1984,10,2,1,120,0.0333
1984,10,2,2,98,-0.9399
1984,10,2,3,110,-2.0029
1984,10,2,4,91,-0.3844
1984,10,2,5,154,-2.0883
1984,10,3,1,119,1.3790
1984,10,3,2,122,-0.1627
1984,10,3,3,121,-1.3772
1984,10,3,4,133,0.6320
1984,10,3,5,143,1.3437
1984,11,1,1,528,-3.6099
1984,11,1,2,333,-2.4128
1984,11,1,3,299,-3.1341
1984,11,1,4,353,-2.6857
1984,11,1,5,595,-4.6533
1984,11,2,1,118,-1.7200
1984,11,2,2,98,-1.7354
1984,11,2,3,110,0.3392
1984,11,2,4,91,-2.2528
1984,11,2,5,155,-2.6299
1984,11,3,1,118,-1.6887
1984,11,3,2,122,-1.5797
1984,11,3,3,119,-0.7215
1984,11,3,4,133,0.0510
1984,11,3,5,143,-0.4814
1984,12,1,1,516,-0.1649
1984,12,1,2,327,0.8827
1984,12,1,3,299,0.4432
1984,12,1,4,347,1.2406
1984,12,1,5,588,0.1466
1984,12,2,1,117,1.7953
1984,12,2,2,97,1.9915
1984,12,2,3,110,2.7980
1984,12,2,4,91,3.0978
1984,12,2,5,155,2.4878
1984,12,3,1,117,2.5150
1984,12,3,2,120,2.1406
1984,12,3,3,118,2.4369
1984,12,3,4,132,1.8080
1984,12,3,5,143,1.8669
1985,1,1,1,511,11.8956
1985,1,1,2,325,11.8039
1985,1,1,3,298,12.6823
1985,1,1,4,346,10.0604
1985,1,1,5,584,13.9952
1985,1,2,1,116,12.4876
1985,1,2,2,97,10.1988
1985,1,2,3,110,10.4131
1985,1,2,4,91,8.2150
1985,1,2,5,155,13.4557
1985,1,3,1,117,8.5884
1985,1,3,2,120,7.5801
1985,1,3,3,117,6.4699
1985,1,3,4,131,7.9333
1985,1,3,5,143,8.7041
1985,2,1,1,505,5.0765
1985,2,1,2,322,4.1335
1985,2,1,3,296,2.7526
1985,2,1,4,342,2.9424
1985,2,1,5,577,3.2419
1985,2,2,1,116,3.2794
1985,2,2,2,97,1.3994
1985,2,2,3,109,2.1414
1985,2,2,4,90,1.6700
1985,2,2,5,153,1.1968
1985,2,3,1,117,1.1772
1985,2,3,2,119,1.6029
1985,2,3,3,117,2.8777
1985,2,3,4,130,1.0692
1985,2,3,5,143,0.8170
1985,3,1,1,497,-0.4498
1985,3,1,2,318,-2.1475
1985,3,1,3,292,-2.5999
1985,3,1,4,341,-1.2281
1985,3,1,5,574,-2.3660
1985,3,2,1,116,-2.3070
1985,3,2,2,97,-2.0419
1985,3,2,3,106,-1.0471
1985,3,2,4,90,-1.3271
1985,3,2,5,150,-2.0345
1985,3,3,1,117,-0.4067
1985,3,3,2,119,-1.7791
1985,3,3,3,116,1.8298
1985,3,3,4,130,0.0977
1985,3,3,5,142,1.5414
1985,4,1,1,494,-1.0196
1985,4,1,2,317,-1.8293
1985,4,1,3,289,-0.8446
1985,4,1,4,340,-1.5913
1985,4,1,5,569,-2.0788
1985,4,2,1,116,-0.8140
1985,4,2,2,96,-2.0149
1985,4,2,3,106,-1.6503
1985,4,2,4,90,0.2587
1985,4,2,5,150,-2.8814
1985,4,3,1,117,-1.1684
1985,4,3,2,119,-0.0263
1985,4,3,3,116,-1.0710
1985,4,3,4,130,-0.8042
1985,4,3,5,142,-0.7530
1985,5,1,1,489,2.0755
1985,5,1,2,315,3.5750
1985,5,1,3,289,3.0435
1985,5,1,4,341,2.7972
1985,5,1,5,563,2.3820
1985,5,2,1,116,3.7158
1985,5,2,2,96,4.3313
1985,5,2,3,106,3.4525
1985,5,2,4,88,3.8883
1985,5,2,5,150,4.8053
1985,5,3,1,117,7.1847
1985,5,3,2,119,5.0433
1985,5,3,3,116,5.3856
1985,5,3,4,130,6.0177
1985,5,3,5,142,6.9114
1985,6,1,1,483,0.8111
1985,6,1,2,312,1.8684
1985,6,1,3,283,0.3278
1985,6,1,4,339,-0.6177
1985,6,1,5,558,-0.6700
1985,6,2,1,114,1.7084
1985,6,2,2,93,-0.0874
1985,6,2,3,105,2.6292
1985,6,2,4,86,1.6329
1985,6,2,5,149,1.2670
1985,6,3,1,117,1.4375
1985,6,3,2,117,-0.1813
1985,6,3,3,116,2.7018
1985,6,3,4,130,1.4697
1985,6,3,5,142,3.7908
1985,7,1,1,616,2.1320
1985,7,1,2,345,3.7994
1985,7,1,3,307,3.4860
1985,7,1,4,312,2.8098
1985,7,1,5,676,2.2420
1985,7,2,1,127,3.4445
1985,7,2,2,97,3.2080
1985,7,2,3,106,2.8323
1985,7,2,4,113,1.9290
1985,7,2,5,168,2.5600
