year,month,rank_ME,rank_TA,nstocks,ret_vw
1967,1,1,1,108,17.9716
1967,1,1,2,67,16.5820
1967,1,1,3,43,23.1656
1967,1,1,4,53,18.6982
1967,1,1,5,67,19.2560
1967,1,2,1,42,17.7114
1967,1,2,2,38,16.5654
1967,1,2,3,37,16.1312
1967,1,2,4,36,15.3479
1967,1,2,5,38,18.5256
1967,1,3,1,54,11.4162
1967,1,3,2,80,6.5557
1967,1,3,3,87,8.3232
1967,1,3,4,88,7.3169
1967,1,3,5,87,10.3303
1967,2,1,1,107,7.1950
1967,2,1,2,67,3.8565
1967,2,1,3,43,4.6547
1967,2,1,4,53,1.5833
1967,2,1,5,67,5.8601
1967,2,2,1,42,4.0493
1967,2,2,2,38,1.4366
1967,2,2,3,37,3.1763
1967,2,2,4,36,1.5508
1967,2,2,5,38,1.6375
1967,2,3,1,54,0.5896
1967,2,3,2,80,-0.1634
1967,2,3,3,87,0.3719
1967,2,3,4,88,3.3457
1967,2,3,5,87,2.5140
1967,3,1,1,108,7.8055
1967,3,1,2,67,7.8436
1967,3,1,3,43,4.9645
1967,3,1,4,53,7.7133
1967,3,1,5,67,4.3616
1967,3,2,1,42,5.2163
1967,3,2,2,38,5.0526
1967,3,2,3,37,8.7217
1967,3,2,4,36,8.2906
1967,3,2,5,38,7.8462
1967,3,3,1,54,3.4781
1967,3,3,2,80,4.7555
1967,3,3,3,87,3.5055
1967,3,3,4,88,4.9266
1967,3,3,5,87,6.7437
1967,4,1,1,108,5.6343
1967,4,1,2,67,2.3684
1967,4,1,3,43,6.8260
1967,4,1,4,53,3.8987
1967,4,1,5,67,5.5408
1967,4,2,1,42,1.8101
1967,4,2,2,38,5.6002
1967,4,2,3,37,4.1821
1967,4,2,4,36,2.9373
1967,4,2,5,38,6.7620
1967,4,3,1,54,5.4208
1967,4,3,2,80,3.1743
1967,4,3,3,87,5.5865
1967,4,3,4,88,4.2642
1967,4,3,5,87,5.2943
1967,5,1,1,108,2.2131
1967,5,1,2,67,0.3952
1967,5,1,3,43,1.1424
1967,5,1,4,53,1.0275
1967,5,1,5,67,-0.7827
1967,5,2,1,42,-0.7040
1967,5,2,2,38,-1.9906
1967,5,2,3,37,-2.0349
1967,5,2,4,36,-2.6626
1967,5,2,5,38,-1.5678
1967,5,3,1,54,-2.1929
1967,5,3,2,80,-3.7660
1967,5,3,3,87,-6.5048
1967,5,3,4,88,-3.5579
1967,5,3,5,87,-4.1605
1967,6,1,1,108,12.1207
1967,6,1,2,67,9.1955
1967,6,1,3,43,14.7913
1967,6,1,4,53,8.6846
1967,6,1,5,67,18.0796
1967,6,2,1,42,10.0692
1967,6,2,2,38,4.4306
1967,6,2,3,37,7.3370
1967,6,2,4,36,7.4168
1967,6,2,5,38,6.7647
1967,6,3,1,54,4.1490
1967,6,3,2,80,1.8043
1967,6,3,3,86,1.2968
1967,6,3,4,88,2.4352
1967,6,3,5,87,3.2498
1967,7,1,1,115,10.1286
1967,7,1,2,66,10.8662
1967,7,1,3,64,10.2422
1967,7,1,4,73,11.1567
1967,7,1,5,70,8.2169
1967,7,2,1,54,8.5552
1967,7,2,2,46,8.0370
1967,7,2,3,39,8.5931
1967,7,2,4,31,8.0142
1967,7,2,5,52,8.2735
1967,7,3,1,61,6.9821
1967,7,3,2,79,1.9717
1967,7,3,3,88,5.8121
1967,7,3,4,103,7.5534
1967,7,3,5,91,3.7476
1967,8,1,1,115,1.2966
1967,8,1,2,66,1.7901
1967,8,1,3,64,1.5737
1967,8,1,4,73,-0.4706
1967,8,1,5,70,-1.0430
1967,8,2,1,54,-0.0964
1967,8,2,2,46,0.8943
1967,8,2,3,39,-0.3430
1967,8,2,4,31,2.9908
1967,8,2,5,52,-2.9499
1967,8,3,1,61,-0.2529
1967,8,3,2,79,-1.0946
1967,8,3,3,88,-0.8532
1967,8,3,4,102,0.4727
1967,8,3,5,91,-1.4077
1967,9,1,1,115,5.9336
1967,9,1,2,66,6.5605
1967,9,1,3,64,7.9841
1967,9,1,4,73,9.4245
1967,9,1,5,70,7.8055
1967,9,2,1,54,4.7816
1967,9,2,2,46,3.8991
1967,9,2,3,39,5.5270
1967,9,2,4,31,1.2822
1967,9,2,5,52,5.0691
1967,9,3,1,61,1.5044
1967,9,3,2,79,2.5526
1967,9,3,3,88,3.7874
1967,9,3,4,102,4.0923
1967,9,3,5,91,5.4796
1967,10,1,1,115,-1.4512
1967,10,1,2,66,-2.2586
1967,10,1,3,64,-1.6930
1967,10,1,4,73,-1.7411
1967,10,1,5,70,-1.5151
1967,10,2,1,54,-2.2268
1967,10,2,2,46,-4.0003
1967,10,2,3,39,-2.5393
1967,10,2,4,31,-6.9401
1967,10,2,5,52,-2.0704
1967,10,3,1,61,-4.0916
1967,10,3,2,79,-2.1845
1967,10,3,3,87,-4.3079
1967,10,3,4,102,-4.1177
1967,10,3,5,91,1.0483
1967,11,1,1,115,-0.4665
1967,11,1,2,66,1.3597
1967,11,1,3,64,-1.4131
1967,11,1,4,73,1.5505
1967,11,1,5,70,0.5257
1967,11,2,1,54,2.1600
1967,11,2,2,46,1.1005
1967,11,2,3,39,0.1705
1967,11,2,4,31,-1.9574
1967,11,2,5,52,0.7688
1967,11,3,1,61,1.9128
1967,11,3,2,79,-0.7847
1967,11,3,3,88,0.9372
1967,11,3,4,102,-0.3138
1967,11,3,5,91,1.7346
1967,12,1,1,114,10.1848
1967,12,1,2,66,11.3308
1967,12,1,3,64,8.0877
1967,12,1,4,73,5.6445
1967,12,1,5,69,9.9120
1967,12,2,1,54,10.0839
1967,12,2,2,46,3.9686
1967,12,2,3,39,5.8519
1967,12,2,4,31,7.0975
1967,12,2,5,52,7.3430
1967,12,3,1,61,1.6730
1967,12,3,2,79,3.9314
1967,12,3,3,88,2.7716
1967,12,3,4,102,1.8472
1967,12,3,5,91,2.0076
1968,1,1,1,114,4.5663
1968,1,1,2,66,2.2668
1968,1,1,3,64,3.8264
1968,1,1,4,73,3.5031
1968,1,1,5,69,-0.1961
1968,1,2,1,54,1.3191
1968,1,2,2,46,0.0958
1968,1,2,3,39,1.0054
1968,1,2,4,31,-1.3347
1968,1,2,5,52,-2.8420
1968,1,3,1,61,-3.0492
1968,1,3,2,79,-1.8140
1968,1,3,3,88,-3.6645
1968,1,3,4,102,-6.1171
1968,1,3,5,91,-7.8473
1968,2,1,1,113,-5.4940
1968,2,1,2,66,-5.6913
1968,2,1,3,64,-6.2092
1968,2,1,4,73,-5.7856
1968,2,1,5,69,-7.5714
1968,2,2,1,53,-6.6829
1968,2,2,2,45,-2.1710
1968,2,2,3,39,-3.1952
1968,2,2,4,31,-4.4843
1968,2,2,5,52,-6.0780
1968,2,3,1,61,-2.7683
1968,2,3,2,79,-2.4779
1968,2,3,3,88,-3.6527
1968,2,3,4,102,-3.1123
1968,2,3,5,90,-3.5290
1968,3,1,1,114,-2.5242
1968,3,1,2,66,-0.0074
1968,3,1,3,64,0.2546
1968,3,1,4,73,-1.5437
1968,3,1,5,69,-0.1780
1968,3,2,1,53,-2.1690
1968,3,2,2,45,-1.5979
1968,3,2,3,39,0.3722
1968,3,2,4,31,-1.6192
1968,3,2,5,52,-0.9234
1968,3,3,1,61,1.1250
1968,3,3,2,79,0.6524
1968,3,3,3,88,-0.2713
1968,3,3,4,102,0.6837
1968,3,3,5,90,3.0039
1968,4,1,1,114,17.4829
1968,4,1,2,66,18.4962
1968,4,1,3,64,15.3234
1968,4,1,4,73,17.0436
1968,4,1,5,69,17.7023
1968,4,2,1,53,16.6172
1968,4,2,2,45,8.4933
1968,4,2,3,39,13.8416
1968,4,2,4,31,12.7766
1968,4,2,5,52,16.5672
1968,4,3,1,61,9.6699
1968,4,3,2,79,5.8359
1968,4,3,3,88,8.1559
1968,4,3,4,102,10.9579
1968,4,3,5,90,11.9397
1968,5,1,1,114,9.6618
1968,5,1,2,66,10.1226
1968,5,1,3,64,9.9371
1968,5,1,4,73,13.2000
1968,5,1,5,69,13.3402
1968,5,2,1,53,8.4552
1968,5,2,2,45,5.7083
1968,5,2,3,39,8.4706
1968,5,2,4,31,7.4786
1968,5,2,5,52,8.2185
1968,5,3,1,61,2.4059
1968,5,3,2,79,-0.4932
1968,5,3,3,88,1.4083
1968,5,3,4,102,1.7503
1968,5,3,5,90,3.8250
1968,6,1,1,114,-0.5542
1968,6,1,2,66,4.0551
1968,6,1,3,64,0.3896
1968,6,1,4,73,-0.3765
1968,6,1,5,69,-1.1759
1968,6,2,1,53,-0.8072
1968,6,2,2,45,0.7231
1968,6,2,3,39,1.9769
1968,6,2,4,30,-0.9941
1968,6,2,5,52,-0.7170
1968,6,3,1,61,0.1988
1968,6,3,2,79,1.9955
1968,6,3,3,88,0.9655
1968,6,3,4,102,0.1552
1968,6,3,5,90,-1.0030
1968,7,1,1,174,-0.7005
1968,7,1,2,93,-2.9142
1968,7,1,3,88,-4.7880
1968,7,1,4,83,-4.5802
1968,7,1,5,103,-5.8250
1968,7,2,1,68,-2.4467
1968,7,2,2,46,-2.2791
1968,7,2,3,42,-1.1502
1968,7,2,4,42,-3.5620
1968,7,2,5,54,-9.2852
1968,7,3,1,51,0.0288
1968,7,3,2,84,0.2803
1968,7,3,3,93,-1.5734
1968,7,3,4,100,-2.5511
1968,7,3,5,105,-6.5637
1968,8,1,1,174,5.7235
1968,8,1,2,93,5.9656
1968,8,1,3,88,4.8683
1968,8,1,4,83,2.5873
1968,8,1,5,103,4.1449
1968,8,2,1,68,4.8543
1968,8,2,2,45,4.0914
1968,8,2,3,42,4.4571
1968,8,2,4,42,4.9725
1968,8,2,5,54,3.5940
1968,8,3,1,51,2.5457
1968,8,3,2,84,2.0206
1968,8,3,3,92,1.6521
1968,8,3,4,100,0.9373
1968,8,3,5,105,1.6170
1968,9,1,1,173,7.8471
1968,9,1,2,93,9.4067
1968,9,1,3,88,5.9145
1968,9,1,4,83,5.9621
1968,9,1,5,103,6.8633
1968,9,2,1,68,6.4699
1968,9,2,2,45,6.9741
1968,9,2,3,42,7.4865
1968,9,2,4,42,8.7525
1968,9,2,5,54,6.8068
1968,9,3,1,51,5.6996
1968,9,3,2,84,4.4195
1968,9,3,3,92,5.9673
1968,9,3,4,100,2.8055
1968,9,3,5,105,3.6289
1968,10,1,1,173,-0.4096
1968,10,1,2,93,2.5274
1968,10,1,3,88,1.1494
1968,10,1,4,83,0.3539
1968,10,1,5,103,0.3635
1968,10,2,1,68,-0.2018
1968,10,2,2,45,1.6081
1968,10,2,3,41,1.6018
1968,10,2,4,42,1.0299
1968,10,2,5,54,0.4680
1968,10,3,1,51,0.9003
1968,10,3,2,84,2.9122
1968,10,3,3,92,1.7730
1968,10,3,4,100,-0.5407
1968,10,3,5,105,-0.8783
1968,11,1,1,173,4.7532
1968,11,1,2,92,9.4753
1968,11,1,3,88,6.6173
1968,11,1,4,83,10.2068
1968,11,1,5,103,7.0150
1968,11,2,1,68,7.5267
1968,11,2,2,45,7.8016
1968,11,2,3,42,6.4745
1968,11,2,4,42,10.0792
1968,11,2,5,54,9.6510
1968,11,3,1,51,3.4852
1968,11,3,2,84,4.5411
1968,11,3,3,92,3.7039
1968,11,3,4,100,6.2292
1968,11,3,5,105,7.4804
1968,12,1,1,173,3.8562
1968,12,1,2,93,2.3320
1968,12,1,3,88,-0.6260
1968,12,1,4,83,1.2202
1968,12,1,5,103,1.8519
1968,12,2,1,68,-1.7884
1968,12,2,2,45,-1.0079
1968,12,2,3,42,-1.2141
1968,12,2,4,42,1.3406
1968,12,2,5,54,-2.6332
1968,12,3,1,51,-3.9318
1968,12,3,2,84,-4.5632
1968,12,3,3,92,-3.4793
1968,12,3,4,100,-3.9344
1968,12,3,5,105,-4.3613
1969,1,1,1,173,-0.5516
1969,1,1,2,93,-2.3155
1969,1,1,3,88,-1.1372
1969,1,1,4,83,-0.2584
1969,1,1,5,103,-1.9061
1969,1,2,1,68,-2.0185
1969,1,2,2,45,-0.2337
1969,1,2,3,42,-0.6370
1969,1,2,4,42,-2.5853
1969,1,2,5,54,-2.6988
1969,1,3,1,51,-1.4547
1969,1,3,2,83,0.8016
1969,1,3,3,92,-0.9477
1969,1,3,4,100,-2.3934
1969,1,3,5,105,-1.8858
1969,2,1,1,172,-10.7745
1969,2,1,2,93,-10.9464
1969,2,1,3,88,-10.2463
1969,2,1,4,83,-9.5773
1969,2,1,5,103,-9.7791
1969,2,2,1,68,-8.1047
1969,2,2,2,45,-8.0334
1969,2,2,3,42,-6.8558
1969,2,2,4,42,-9.0473
1969,2,2,5,54,-10.4428
1969,2,3,1,51,-6.0782
1969,2,3,2,83,-3.9392
1969,2,3,3,92,-4.5384
1969,2,3,4,100,-3.2442
1969,2,3,5,105,-6.5335
1969,3,1,1,172,3.5026
1969,3,1,2,93,1.6994
1969,3,1,3,88,2.9426
1969,3,1,4,83,0.7814
1969,3,1,5,103,3.3621
1969,3,2,1,68,2.5272
1969,3,2,2,45,4.1709
1969,3,2,3,42,4.0863
1969,3,2,4,42,3.7731
1969,3,2,5,54,1.3484
1969,3,3,1,51,4.5577
1969,3,3,2,83,2.7779
1969,3,3,3,92,4.8333
1969,3,3,4,100,4.9176
1969,3,3,5,105,0.8132
1969,4,1,1,172,-1.4757
1969,4,1,2,93,0.0537
1969,4,1,3,88,2.7187
1969,4,1,4,83,-0.6210
1969,4,1,5,103,-1.0965
1969,4,2,1,68,2.6328
1969,4,2,2,45,1.0433
1969,4,2,3,42,2.1466
1969,4,2,4,42,1.5755
1969,4,2,5,53,0.8017
1969,4,3,1,51,0.5624
1969,4,3,2,83,4.0154
1969,4,3,3,92,0.6161
1969,4,3,4,100,2.3305
1969,4,3,5,105,3.0363
1969,5,1,1,172,2.0778
1969,5,1,2,91,0.7139
1969,5,1,3,88,0.9623
1969,5,1,4,83,-1.2651
1969,5,1,5,103,1.9864
1969,5,2,1,68,-1.4409
1969,5,2,2,44,-0.6139
1969,5,2,3,42,3.7839
1969,5,2,4,42,2.0464
1969,5,2,5,54,-1.1408
1969,5,3,1,51,0.3088
1969,5,3,2,83,0.9310
1969,5,3,3,92,1.5204
1969,5,3,4,99,-0.3255
1969,5,3,5,104,-0.9044
1969,6,1,1,172,-14.4107
1969,6,1,2,92,-14.5726
1969,6,1,3,88,-12.1097
1969,6,1,4,83,-14.0063
1969,6,1,5,103,-13.4651
1969,6,2,1,68,-11.6574
1969,6,2,2,45,-11.7469
1969,6,2,3,42,-10.2463
1969,6,2,4,42,-8.4505
1969,6,2,5,54,-11.1926
1969,6,3,1,51,-8.7329
1969,6,3,2,83,-5.9154
1969,6,3,3,92,-6.6184
1969,6,3,4,98,-4.1411
1969,6,3,5,105,-5.1415
1969,7,1,1,159,-11.7283
1969,7,1,2,90,-10.4645
1969,7,1,3,91,-11.6560
1969,7,1,4,99,-9.4668
1969,7,1,5,146,-12.3090
1969,7,2,1,55,-8.9332
1969,7,2,2,49,-8.5342
1969,7,2,3,42,-8.5571
1969,7,2,4,48,-9.9036
1969,7,2,5,79,-11.2702
1969,7,3,1,70,-5.2464
1969,7,3,2,91,-7.7019
1969,7,3,3,100,-5.3118
1969,7,3,4,96,-5.8261
1969,7,3,5,94,-5.8272
1969,8,1,1,159,3.4206
1969,8,1,2,89,4.7257
1969,8,1,3,91,3.8828
1969,8,1,4,99,2.6672
1969,8,1,5,146,4.5435
1969,8,2,1,55,5.5264
1969,8,2,2,49,6.5410
1969,8,2,3,42,5.4350
1969,8,2,4,48,5.3503
1969,8,2,5,79,9.1120
1969,8,3,1,70,5.5366
1969,8,3,2,91,4.0744
1969,8,3,3,100,4.5341
1969,8,3,4,96,6.3144
1969,8,3,5,94,6.5661
1969,9,1,1,159,-2.9458
1969,9,1,2,90,-3.2949
1969,9,1,3,91,-1.0752
1969,9,1,4,99,-5.8764
1969,9,1,5,146,-3.5603
1969,9,2,1,55,0.7783
1969,9,2,2,48,0.1439
1969,9,2,3,42,-0.4879
1969,9,2,4,48,0.5290
1969,9,2,5,79,-0.7847
1969,9,3,1,70,-3.8195
1969,9,3,2,91,-3.2347
1969,9,3,3,100,-3.3678
1969,9,3,4,96,-1.3661
1969,9,3,5,94,-0.6929
1969,10,1,1,159,10.4644
1969,10,1,2,90,12.8904
1969,10,1,3,91,7.0380
1969,10,1,4,99,10.9886
1969,10,1,5,146,12.8075
1969,10,2,1,55,9.7407
1969,10,2,2,48,5.7136
1969,10,2,3,42,6.9097
1969,10,2,4,48,7.5965
1969,10,2,5,79,10.2912
1969,10,3,1,70,5.7803
1969,10,3,2,91,2.4046
1969,10,3,3,99,4.9959
1969,10,3,4,96,6.0341
1969,10,3,5,94,5.1123
1969,11,1,1,159,-7.7950
1969,11,1,2,90,-7.6868
1969,11,1,3,91,-4.8082
1969,11,1,4,99,-5.3110
1969,11,1,5,145,-8.7131
1969,11,2,1,54,-5.1492
1969,11,2,2,48,-5.1912
1969,11,2,3,42,-4.1699
1969,11,2,4,48,-4.8848
1969,11,2,5,79,-4.2936
1969,11,3,1,70,-3.6357
1969,11,3,2,91,-4.0665
1969,11,3,3,100,-1.8681
1969,11,3,4,96,-2.9131
1969,11,3,5,94,-1.4124
1969,12,1,1,159,-10.3280
1969,12,1,2,90,-7.9628
1969,12,1,3,91,-4.2996
1969,12,1,4,99,-6.1246
1969,12,1,5,146,-8.6252
1969,12,2,1,54,-5.2344
1969,12,2,2,48,-3.4104
1969,12,2,3,42,-2.2844
1969,12,2,4,48,-6.1603
1969,12,2,5,78,-4.3174
1969,12,3,1,70,-3.3358
1969,12,3,2,91,-1.9513
1969,12,3,3,100,-1.7429
1969,12,3,4,96,-1.0126
1969,12,3,5,94,-0.3188
1970,1,1,1,159,-0.1358
1970,1,1,2,90,-5.5173
1970,1,1,3,91,-3.3071
1970,1,1,4,99,-3.3571
1970,1,1,5,146,-5.0826
1970,1,2,1,54,-7.1681
1970,1,2,2,48,-4.2742
1970,1,2,3,42,-5.3399
1970,1,2,4,48,-4.3586
1970,1,2,5,79,-7.3583
1970,1,3,1,70,-7.1753
1970,1,3,2,91,-8.6100
1970,1,3,3,100,-6.5769
1970,1,3,4,96,-8.7543
1970,1,3,5,94,-9.2422
1970,2,1,1,159,2.4992
1970,2,1,2,90,2.7898
1970,2,1,3,91,3.0168
1970,2,1,4,99,4.3797
1970,2,1,5,146,3.4795
1970,2,2,1,54,4.0146
1970,2,2,2,48,6.2492
1970,2,2,3,42,2.7812
1970,2,2,4,48,5.4699
1970,2,2,5,78,5.0573
1970,2,3,1,70,7.8556
1970,2,3,2,91,5.7724
1970,2,3,3,100,6.7805
1970,2,3,4,96,5.9222
1970,2,3,5,93,2.8479
1970,3,1,1,159,-2.4876
1970,3,1,2,90,0.5448
1970,3,1,3,91,-4.4112
1970,3,1,4,99,-3.7289
1970,3,1,5,146,-5.1246
1970,3,2,1,54,-0.8238
1970,3,2,2,48,-3.5007
1970,3,2,3,42,0.8204
1970,3,2,4,48,0.4422
1970,3,2,5,79,-5.5142
1970,3,3,1,70,0.6054
1970,3,3,2,91,1.4298
1970,3,3,3,100,-0.1032
1970,3,3,4,96,-1.2208
1970,3,3,5,94,-1.4116
1970,4,1,1,159,-16.9681
1970,4,1,2,90,-16.7683
1970,4,1,3,91,-15.5224
1970,4,1,4,99,-17.1748
1970,4,1,5,145,-20.0913
1970,4,2,1,55,-15.9098
1970,4,2,2,48,-16.3113
1970,4,2,3,42,-12.0038
1970,4,2,4,48,-13.8287
1970,4,2,5,79,-18.9379
1970,4,3,1,70,-8.6029
1970,4,3,2,91,-7.7808
1970,4,3,3,100,-8.4088
1970,4,3,4,96,-9.8928
1970,4,3,5,94,-12.2957
1970,5,1,1,158,-10.7318
1970,5,1,2,90,-8.3587
1970,5,1,3,90,-8.2502
1970,5,1,4,99,-8.3851
1970,5,1,5,145,-9.8793
1970,5,2,1,55,-9.4873
1970,5,2,2,48,-8.8428
1970,5,2,3,42,-9.9908
1970,5,2,4,48,-10.8948
1970,5,2,5,79,-12.5248
1970,5,3,1,70,-4.1528
1970,5,3,2,91,-2.5441
1970,5,3,3,100,-6.4572
1970,5,3,4,96,-6.6349
1970,5,3,5,94,-8.1035
1970,6,1,1,157,-8.6327
1970,6,1,2,90,-8.3106
1970,6,1,3,90,-9.1795
1970,6,1,4,99,-7.5212
1970,6,1,5,145,-9.3658
1970,6,2,1,55,-7.8449
1970,6,2,2,48,-6.3131
1970,6,2,3,42,-7.6512
1970,6,2,4,48,-5.2357
1970,6,2,5,78,-7.9710
1970,6,3,1,70,-3.6440
1970,6,3,2,91,-4.6404
1970,6,3,3,100,-2.7781
1970,6,3,4,96,-5.3240
1970,6,3,5,94,-8.4645
1970,7,1,1,183,3.6236
1970,7,1,2,104,4.4148
1970,7,1,3,84,4.7084
1970,7,1,4,108,5.7427
1970,7,1,5,197,5.5786
1970,7,2,1,68,8.9017
1970,7,2,2,58,6.5143
1970,7,2,3,44,6.2001
1970,7,2,4,53,9.5398
1970,7,2,5,83,8.5738
1970,7,3,1,62,8.9045
1970,7,3,2,92,9.6963
1970,7,3,3,100,7.9605
1970,7,3,4,104,6.1355
1970,7,3,5,96,3.6189
1970,8,1,1,182,7.4331
1970,8,1,2,104,6.4216
1970,8,1,3,83,6.1386
1970,8,1,4,108,7.5585
1970,8,1,5,197,5.9549
1970,8,2,1,68,6.4961
1970,8,2,2,58,5.8264
1970,8,2,3,44,9.3086
1970,8,2,4,53,6.0718
1970,8,2,5,83,8.7152
1970,8,3,1,62,5.5280
1970,8,3,2,92,5.7095
1970,8,3,3,100,4.3190
1970,8,3,4,104,5.0908
1970,8,3,5,96,4.5701
1970,9,1,1,181,12.6337
1970,9,1,2,104,14.9879
1970,9,1,3,83,11.3437
1970,9,1,4,107,16.5391
1970,9,1,5,196,18.2029
1970,9,2,1,68,11.6388
1970,9,2,2,58,10.4119
1970,9,2,3,44,11.3295
1970,9,2,4,53,8.2780
1970,9,2,5,83,15.4623
1970,9,3,1,62,4.9851
1970,9,3,2,92,0.1304
1970,9,3,3,100,2.2394
1970,9,3,4,103,6.7356
1970,9,3,5,96,8.6480
1970,10,1,1,181,-6.7932
1970,10,1,2,104,-9.2019
1970,10,1,3,83,-6.4736
1970,10,1,4,108,-7.6414
1970,10,1,5,196,-9.5177
1970,10,2,1,68,-6.1902
1970,10,2,2,58,-5.3015
1970,10,2,3,44,-4.9007
1970,10,2,4,53,-4.8374
1970,10,2,5,83,-5.2981
1970,10,3,1,62,-1.5454
1970,10,3,2,92,-1.9668
1970,10,3,3,100,0.0845
1970,10,3,4,103,-1.6824
1970,10,3,5,96,-0.4824
1970,11,1,1,181,-1.0919
1970,11,1,2,104,-2.8612
1970,11,1,3,83,-0.3610
1970,11,1,4,108,-2.1122
1970,11,1,5,196,-1.6807
1970,11,2,1,68,1.7981
1970,11,2,2,58,4.6205
1970,11,2,3,44,2.5752
1970,11,2,4,53,4.2541
1970,11,2,5,83,0.6571
1970,11,3,1,62,4.7318
1970,11,3,2,92,6.2535
1970,11,3,3,100,5.5524
1970,11,3,4,103,4.6727
1970,11,3,5,96,3.7577
1970,12,1,1,181,9.0093
1970,12,1,2,103,10.6029
1970,12,1,3,83,11.1320
1970,12,1,4,107,10.6857
1970,12,1,5,196,8.9585
1970,12,2,1,68,8.7020
1970,12,2,2,58,9.9336
1970,12,2,3,44,7.9219
1970,12,2,4,53,9.7118
1970,12,2,5,83,8.3680
1970,12,3,1,62,5.9420
1970,12,3,2,92,6.2173
1970,12,3,3,100,5.6784
1970,12,3,4,103,6.2694
1970,12,3,5,96,4.7905
1971,1,1,1,180,16.2247
1971,1,1,2,102,17.3161
1971,1,1,3,83,13.3931
1971,1,1,4,107,15.4120
1971,1,1,5,196,13.2656
1971,1,2,1,68,12.8679
1971,1,2,2,58,11.4499
1971,1,2,3,43,12.6034
1971,1,2,4,53,8.8715
1971,1,2,5,83,9.8299
1971,1,3,1,62,6.2166
1971,1,3,2,92,4.0551
1971,1,3,3,100,2.8603
1971,1,3,4,103,5.7311
1971,1,3,5,96,5.1987
1971,2,1,1,179,5.3557
1971,2,1,2,102,3.0300
1971,2,1,3,83,5.2718
1971,2,1,4,107,2.5477
1971,2,1,5,195,6.3210
1971,2,2,1,68,1.4704
1971,2,2,2,58,2.7967
1971,2,2,3,43,3.2532
1971,2,2,4,53,4.1802
1971,2,2,5,83,2.2734
1971,2,3,1,62,5.4160
1971,2,3,2,92,-0.3610
1971,2,3,3,100,2.0575
1971,2,3,4,103,2.1164
1971,2,3,5,96,2.5073
1971,3,1,1,179,7.4945
1971,3,1,2,102,7.2600
1971,3,1,3,83,8.7729
1971,3,1,4,107,6.2572
1971,3,1,5,194,4.6240
1971,3,2,1,68,6.2747
1971,3,2,2,58,5.1607
1971,3,2,3,43,3.8344
1971,3,2,4,53,7.5905
1971,3,2,5,83,9.1750
1971,3,3,1,61,2.5641
1971,3,3,2,92,2.6542
1971,3,3,3,100,3.8289
1971,3,3,4,103,4.9969
1971,3,3,5,96,6.2097
1971,4,1,1,178,1.7222
1971,4,1,2,102,3.9869
1971,4,1,3,83,0.0962
1971,4,1,4,107,1.5635
1971,4,1,5,194,3.8483
1971,4,2,1,68,5.9842
1971,4,2,2,57,4.5083
1971,4,2,3,43,5.4124
1971,4,2,4,53,3.6113
1971,4,2,5,83,3.0198
1971,4,3,1,61,5.6983
1971,4,3,2,92,3.6361
1971,4,3,3,100,5.3180
1971,4,3,4,103,4.4279
1971,4,3,5,96,3.1876
1971,5,1,1,177,-5.0406
1971,5,1,2,102,-5.2196
1971,5,1,3,83,-6.8463
1971,5,1,4,107,-7.7852
1971,5,1,5,194,-7.0187
1971,5,2,1,68,-6.5122
1971,5,2,2,58,-2.9275
1971,5,2,3,43,-5.7729
1971,5,2,4,52,-3.9068
1971,5,2,5,83,-3.5511
1971,5,3,1,61,-3.7515
1971,5,3,2,92,-4.4876
1971,5,3,3,100,-2.6753
1971,5,3,4,103,-2.3103
1971,5,3,5,96,-4.5772
1971,6,1,1,174,-1.0950
1971,6,1,2,102,-2.4549
1971,6,1,3,83,-1.5188
1971,6,1,4,107,-3.6554
1971,6,1,5,194,-2.6191
1971,6,2,1,68,-1.2925
1971,6,2,2,58,-0.6247
1971,6,2,3,43,-3.2966
1971,6,2,4,52,-0.7213
1971,6,2,5,82,-0.1997
1971,6,3,1,61,-0.1622
1971,6,3,2,92,-0.9516
1971,6,3,3,100,-0.8589
1971,6,3,4,103,1.9048
1971,6,3,5,96,1.1111
1971,7,1,1,239,-7.0577
1971,7,1,2,123,-5.4573
1971,7,1,3,106,-7.0997
1971,7,1,4,109,-5.6916
1971,7,1,5,173,-7.5602
1971,7,2,1,74,-5.3893
1971,7,2,2,59,-4.7182
1971,7,2,3,62,-4.4019
1971,7,2,4,56,-4.5207
1971,7,2,5,79,-6.0287
1971,7,3,1,59,-4.5483
1971,7,3,2,93,-5.0273
1971,7,3,3,100,-4.5937
1971,7,3,4,108,-2.0694
1971,7,3,5,133,-5.0086
1971,8,1,1,238,5.8276
1971,8,1,2,123,5.0870
1971,8,1,3,106,4.3608
1971,8,1,4,109,4.2656
1971,8,1,5,173,2.6539
1971,8,2,1,74,5.6953
1971,8,2,2,59,6.8338
1971,8,2,3,62,3.8018
1971,8,2,4,56,5.4980
1971,8,2,5,79,3.7538
1971,8,3,1,59,8.1613
1971,8,3,2,93,4.3473
1971,8,3,3,100,4.7942
1971,8,3,4,108,3.0013
1971,8,3,5,132,4.4914
1971,9,1,1,238,-1.1535
1971,9,1,2,123,-1.4152
1971,9,1,3,106,-0.6514
1971,9,1,4,109,1.2295
1971,9,1,5,173,-0.0149
1971,9,2,1,74,-3.0951
1971,9,2,2,59,-0.7145
1971,9,2,3,61,-1.0232
1971,9,2,4,56,-1.3385
1971,9,2,5,79,1.6813
