year,month,rank_ME,rank_ACI,nstocks,ret_vw
1980,12,2,5,139,-3.6999
1980,12,3,1,117,-6.5410
1980,12,3,2,138,-5.0516
1980,12,3,3,153,-2.8667
1980,12,3,4,144,-2.1245
1980,12,3,5,100,-2.9029
1981,1,1,1,360,0.6633
1981,1,1,2,182,0.8382
1981,1,1,3,134,1.1982
1981,1,1,4,176,1.7203
1981,1,1,5,315,0.0742
1981,1,2,1,133,-0.0678
1981,1,2,2,107,-0.6316
1981,1,2,3,97,-0.6951
1981,1,2,4,93,-1.2267
1981,1,2,5,139,-2.1679
1981,1,3,1,117,-6.5857
1981,1,3,2,138,-4.7638
1981,1,3,3,152,-3.8242
1981,1,3,4,143,-4.0895
1981,1,3,5,100,-4.8624
1981,2,1,1,359,0.1128
1981,2,1,2,179,2.2963
1981,2,1,3,132,-0.4244
1981,2,1,4,172,2.1842
1981,2,1,5,313,0.8846
1981,2,2,1,131,2.0082
1981,2,2,2,108,0.1084
1981,2,2,3,98,4.1763
1981,2,2,4,93,1.6833
1981,2,2,5,138,1.4866
1981,2,3,1,117,0.3757
1981,2,3,2,138,1.6117
1981,2,3,3,151,2.7551
1981,2,3,4,143,2.2404
1981,2,3,5,100,2.6156
1981,3,1,1,356,8.4117
1981,3,1,2,177,6.1966
1981,3,1,3,132,11.1171
1981,3,1,4,170,9.0784
1981,3,1,5,312,9.8071
1981,3,2,1,131,8.3904
1981,3,2,2,107,7.5867
1981,3,2,3,96,6.4737
1981,3,2,4,93,7.6907
1981,3,2,5,137,7.9812
1981,3,3,1,117,4.3333
1981,3,3,2,138,1.7551
1981,3,3,3,151,4.2447
1981,3,3,4,143,3.7429
1981,3,3,5,98,8.0205
1981,4,1,1,355,4.1469
1981,4,1,2,174,4.5697
1981,4,1,3,132,4.7330
1981,4,1,4,170,5.5313
1981,4,1,5,313,3.6307
1981,4,2,1,129,1.8394
1981,4,2,2,106,2.7200
1981,4,2,3,94,3.2569
1981,4,2,4,93,2.4669
1981,4,2,5,136,1.8835
1981,4,3,1,117,-2.7951
1981,4,3,2,138,-3.2115
1981,4,3,3,150,-2.0580
1981,4,3,4,142,-0.9701
1981,4,3,5,98,-0.4404
1981,5,1,1,351,3.2813
1981,5,1,2,174,3.8511
1981,5,1,3,131,4.8413
1981,5,1,4,169,3.5246
1981,5,1,5,311,4.3724
1981,5,2,1,129,3.2119
1981,5,2,2,105,2.7992
1981,5,2,3,94,2.4171
1981,5,2,4,93,3.7624
1981,5,2,5,135,4.4414
1981,5,3,1,117,-0.2464
1981,5,3,2,138,-0.3655
1981,5,3,3,150,0.6872
1981,5,3,4,141,-0.0395
1981,5,3,5,97,2.3134
1981,6,1,1,348,-0.0205
1981,6,1,2,174,0.5859
1981,6,1,3,130,1.8188
1981,6,1,4,170,-0.2501
1981,6,1,5,309,0.5911
1981,6,2,1,128,-2.9635
1981,6,2,2,104,-3.0539
1981,6,2,3,94,-0.1131
1981,6,2,4,92,-1.7530
1981,6,2,5,133,-4.1571
1981,6,3,1,117,0.4292
1981,6,3,2,137,2.2014
1981,6,3,3,149,-1.0938
1981,6,3,4,141,-2.2572
1981,6,3,5,97,-4.1481
1981,7,1,1,411,-2.5508
1981,7,1,2,174,-2.5550
1981,7,1,3,167,-3.5752
1981,7,1,4,136,-1.7465
1981,7,1,5,305,-3.2640
1981,7,2,1,118,-1.8855
1981,7,2,2,103,-2.4133
1981,7,2,3,87,-2.1964
1981,7,2,4,105,-1.3805
1981,7,2,5,133,-2.4862
1981,7,3,1,103,0.4205
1981,7,3,2,125,3.0883
1981,7,3,3,166,1.0987
1981,7,3,4,142,-0.9775
1981,7,3,5,114,-0.9821
1981,8,1,1,407,-7.6227
1981,8,1,2,174,-7.4211
1981,8,1,3,167,-7.0777
1981,8,1,4,134,-7.7299
1981,8,1,5,303,-7.6138
1981,8,2,1,118,-7.3665
1981,8,2,2,101,-4.9714
1981,8,2,3,87,-6.6825
1981,8,2,4,104,-7.7805
1981,8,2,5,133,-7.2525
1981,8,3,1,103,-5.8848
1981,8,3,2,125,-6.1304
1981,8,3,3,166,-5.0366
1981,8,3,4,140,-5.1844
1981,8,3,5,114,-6.4216
1981,9,1,1,407,-7.5557
1981,9,1,2,173,-6.8814
1981,9,1,3,167,-7.5803
1981,9,1,4,134,-7.7546
1981,9,1,5,298,-8.1338
1981,9,2,1,117,-6.9127
1981,9,2,2,102,-6.7820
1981,9,2,3,87,-6.0900
1981,9,2,4,104,-7.3568
1981,9,2,5,133,-7.3850
1981,9,3,1,102,-7.0698
1981,9,3,2,125,-5.6215
1981,9,3,3,166,-4.9200
1981,9,3,4,139,-5.7110
1981,9,3,5,111,-6.0831
1981,10,1,1,400,7.4471
1981,10,1,2,171,7.8387
1981,10,1,3,165,6.9169
1981,10,1,4,132,10.3212
1981,10,1,5,297,6.0736
1981,10,2,1,117,8.9433
1981,10,2,2,102,6.6466
1981,10,2,3,86,6.9751
1981,10,2,4,104,6.4787
1981,10,2,5,132,6.4277
1981,10,3,1,103,9.3693
1981,10,3,2,124,6.4496
1981,10,3,3,166,5.6508
1981,10,3,4,139,4.2027
1981,10,3,5,110,3.5615
1981,11,1,1,400,1.4980
1981,11,1,2,169,2.3288
1981,11,1,3,166,3.1109
1981,11,1,4,130,3.4193
1981,11,1,5,298,3.1595
1981,11,2,1,115,3.5383
1981,11,2,2,101,4.8454
1981,11,2,3,87,4.6752
1981,11,2,4,104,4.6739
1981,11,2,5,131,0.9521
1981,11,3,1,103,3.9010
1981,11,3,2,123,6.3244
1981,11,3,3,166,3.1912
1981,11,3,4,138,4.8663
1981,11,3,5,109,5.2885
1981,12,1,1,399,-0.8591
1981,12,1,2,167,-1.9164
1981,12,1,3,165,-1.0043
1981,12,1,4,129,-2.4373
1981,12,1,5,295,-0.3441
1981,12,2,1,114,-1.5076
1981,12,2,2,101,-0.8586
1981,12,2,3,87,-0.7939
1981,12,2,4,103,-0.6961
1981,12,2,5,131,-1.5843
1981,12,3,1,103,-3.0043
1981,12,3,2,123,-3.9645
1981,12,3,3,166,-2.4668
1981,12,3,4,138,-2.1896
1981,12,3,5,109,-2.0610
1982,1,1,1,398,-0.2244
1982,1,1,2,167,-0.4287
1982,1,1,3,164,-0.7920
1982,1,1,4,128,-1.9475
1982,1,1,5,295,-2.3739
1982,1,2,1,112,-4.0079
1982,1,2,2,100,-2.1876
1982,1,2,3,87,-2.8964
1982,1,2,4,103,-3.6531
1982,1,2,5,131,-5.1065
1982,1,3,1,102,-2.6147
1982,1,3,2,122,-3.0761
1982,1,3,3,166,-2.8678
1982,1,3,4,138,-0.2650
1982,1,3,5,109,-2.5378
1982,2,1,1,397,-3.1380
1982,2,1,2,167,-4.1035
1982,2,1,3,162,-2.2643
1982,2,1,4,127,-1.9343
1982,2,1,5,293,-3.1671
1982,2,2,1,113,-3.0873
1982,2,2,2,100,-3.1076
1982,2,2,3,87,-3.3508
1982,2,2,4,103,-4.3110
1982,2,2,5,130,-6.5372
1982,2,3,1,102,-5.6792
1982,2,3,2,121,-4.8437
1982,2,3,3,165,-5.9111
1982,2,3,4,138,-4.3233
1982,2,3,5,109,-4.3194
1982,3,1,1,394,-0.8224
1982,3,1,2,167,0.2063
1982,3,1,3,161,0.1069
1982,3,1,4,127,-0.2361
1982,3,1,5,287,-0.9254
1982,3,2,1,112,0.9425
1982,3,2,2,99,-0.6668
1982,3,2,3,87,-0.0282
1982,3,2,4,102,0.0313
1982,3,2,5,131,0.4027
1982,3,3,1,102,-0.3099
1982,3,3,2,121,0.0395
1982,3,3,3,165,-0.3805
1982,3,3,4,138,-1.2659
1982,3,3,5,109,-0.4841
1982,4,1,1,390,4.8972
1982,4,1,2,166,4.6839
1982,4,1,3,159,4.3020
1982,4,1,4,125,5.2691
1982,4,1,5,285,6.3454
1982,4,2,1,111,4.6767
1982,4,2,2,97,6.4011
1982,4,2,3,87,6.5791
1982,4,2,4,101,5.6418
1982,4,2,5,131,5.8416
1982,4,3,1,102,5.1951
1982,4,3,2,120,3.3320
1982,4,3,3,165,4.3514
1982,4,3,4,136,4.5491
1982,4,3,5,109,4.7288
1982,5,1,1,385,-1.8708
1982,5,1,2,164,-1.0538
1982,5,1,3,158,-0.3051
1982,5,1,4,124,-2.3297
1982,5,1,5,285,-1.4775
1982,5,2,1,110,-2.2717
1982,5,2,2,97,-2.9721
1982,5,2,3,86,-1.8784
1982,5,2,4,101,-3.9276
1982,5,2,5,131,-3.2140
1982,5,3,1,102,-2.7840
1982,5,3,2,120,-2.0322
1982,5,3,3,164,-2.2930
1982,5,3,4,135,-2.6048
1982,5,3,5,109,-2.9940
1982,6,1,1,378,-1.7008
1982,6,1,2,163,-1.5965
1982,6,1,3,158,-1.8658
1982,6,1,4,123,-1.9680
1982,6,1,5,282,-2.2506
1982,6,2,1,109,-2.0312
1982,6,2,2,97,-1.2452
1982,6,2,3,86,0.7130
1982,6,2,4,101,-0.1834
1982,6,2,5,131,-3.0320
1982,6,3,1,101,-1.4793
1982,6,3,2,120,-2.8201
1982,6,3,3,164,-1.8445
1982,6,3,4,135,-1.4233
1982,6,3,5,109,-0.7763
1982,7,1,1,425,-0.3478
1982,7,1,2,188,-0.9193
1982,7,1,3,116,-0.1906
1982,7,1,4,148,1.1012
1982,7,1,5,299,-1.3958
1982,7,2,1,130,0.9384
1982,7,2,2,87,-0.6296
1982,7,2,3,83,-1.3888
1982,7,2,4,90,-1.6956
1982,7,2,5,130,-2.1324
1982,7,3,1,73,-0.4227
1982,7,3,2,134,-0.9882
1982,7,3,3,159,-0.2742
1982,7,3,4,151,-4.3239
1982,7,3,5,122,-4.0255
1982,8,1,1,420,6.1182
1982,8,1,2,187,6.6497
1982,8,1,3,116,5.4430
1982,8,1,4,147,5.9772
1982,8,1,5,294,6.4530
1982,8,2,1,129,8.4706
1982,8,2,2,86,11.1244
1982,8,2,3,83,10.3590
1982,8,2,4,90,8.8912
1982,8,2,5,129,10.5549
1982,8,3,1,73,12.0160
1982,8,3,2,134,12.4074
1982,8,3,3,158,12.2271
1982,8,3,4,149,12.8835
1982,8,3,5,121,13.5110
1982,9,1,1,418,3.6703
1982,9,1,2,186,3.1669
1982,9,1,3,116,5.0483
1982,9,1,4,147,6.9557
1982,9,1,5,298,3.6353
1982,9,2,1,128,4.0307
1982,9,2,2,86,2.8777
1982,9,2,3,82,4.2237
1982,9,2,4,90,3.5007
1982,9,2,5,129,1.7943
1982,9,3,1,72,1.3853
1982,9,3,2,134,1.0217
1982,9,3,3,157,0.6300
1982,9,3,4,150,1.5145
1982,9,3,5,121,0.4709
1982,10,1,1,412,11.8088
1982,10,1,2,186,13.3651
1982,10,1,3,114,14.6848
1982,10,1,4,147,11.6498
1982,10,1,5,295,13.2363
1982,10,2,1,126,11.1575
1982,10,2,2,86,11.6863
1982,10,2,3,81,13.2136
1982,10,2,4,89,11.8951
1982,10,2,5,128,16.0395
1982,10,3,1,72,10.2200
1982,10,3,2,134,11.3739
1982,10,3,3,156,10.4890
1982,10,3,4,150,10.2245
1982,10,3,5,121,12.2880
1982,11,1,1,412,10.6273
1982,11,1,2,182,9.6776
1982,11,1,3,113,11.3904
1982,11,1,4,147,11.0731
1982,11,1,5,294,10.8273
1982,11,2,1,125,8.3246
1982,11,2,2,86,8.2666
1982,11,2,3,80,9.9184
1982,11,2,4,88,7.6274
1982,11,2,5,128,6.4603
1982,11,3,1,72,4.5191
1982,11,3,2,133,4.7339
1982,11,3,3,156,5.1587
1982,11,3,4,150,2.8757
1982,11,3,5,121,4.5351
1982,12,1,1,412,2.0576
1982,12,1,2,184,3.8383
1982,12,1,3,114,0.3026
1982,12,1,4,147,1.9162
1982,12,1,5,291,2.2001
1982,12,2,1,124,2.0545
1982,12,2,2,86,1.3301
1982,12,2,3,80,1.6008
1982,12,2,4,88,1.2830
1982,12,2,5,127,1.8766
1982,12,3,1,71,0.4829
1982,12,3,2,133,1.0519
1982,12,3,3,156,3.1870
1982,12,3,4,150,1.1733
1982,12,3,5,121,1.1400
1983,1,1,1,410,10.6781
1983,1,1,2,183,5.2310
1983,1,1,3,114,10.0948
1983,1,1,4,147,9.0172
1983,1,1,5,288,9.0586
1983,1,2,1,124,5.1070
1983,1,2,2,85,5.2953
1983,1,2,3,80,5.8038
1983,1,2,4,88,4.8073
1983,1,2,5,125,6.2393
1983,1,3,1,71,4.5123
1983,1,3,2,132,2.4081
1983,1,3,3,156,5.2451
1983,1,3,4,149,3.2766
1983,1,3,5,121,3.8276
1983,2,1,1,408,6.7990
1983,2,1,2,180,7.9364
1983,2,1,3,112,8.9859
1983,2,1,4,145,7.5182
1983,2,1,5,284,5.2963
1983,2,2,1,122,7.4838
1983,2,2,2,84,8.1086
1983,2,2,3,80,4.1545
1983,2,2,4,88,6.0788
1983,2,2,5,125,3.6764
1983,2,3,1,70,2.8497
1983,2,3,2,132,3.9198
1983,2,3,3,156,2.0298
1983,2,3,4,148,2.4752
1983,2,3,5,121,3.1741
1983,3,1,1,407,6.1244
1983,3,1,2,179,5.8906
1983,3,1,3,109,7.8458
1983,3,1,4,143,6.4685
1983,3,1,5,285,5.0918
1983,3,2,1,120,5.6672
1983,3,2,2,84,6.0456
1983,3,2,3,80,3.2708
1983,3,2,4,88,4.0255
1983,3,2,5,125,4.1237
1983,3,3,1,70,4.0423
1983,3,3,2,132,2.9186
1983,3,3,3,154,2.3066
1983,3,3,4,149,3.9745
1983,3,3,5,121,1.5778
1983,4,1,1,406,7.8354
1983,4,1,2,179,7.8436
1983,4,1,3,108,7.8490
1983,4,1,4,140,7.6744
1983,4,1,5,283,8.2390
1983,4,2,1,120,8.0612
1983,4,2,2,84,4.6322
1983,4,2,3,80,4.6836
1983,4,2,4,87,7.3927
1983,4,2,5,125,6.1442
1983,4,3,1,70,5.3573
1983,4,3,2,131,5.8218
1983,4,3,3,154,7.2269
1983,4,3,4,148,7.3129
1983,4,3,5,121,7.2175
1983,5,1,1,404,9.7930
1983,5,1,2,178,6.4770
1983,5,1,3,108,12.6845
1983,5,1,4,139,9.2696
1983,5,1,5,281,10.2851
1983,5,2,1,121,3.2636
1983,5,2,2,84,6.5587
1983,5,2,3,80,5.7345
1983,5,2,4,87,4.3155
1983,5,2,5,125,6.2616
1983,5,3,1,70,1.4726
1983,5,3,2,131,0.2783
1983,5,3,3,154,-0.3471
1983,5,3,4,148,-0.3522
1983,5,3,5,121,-0.3449
1983,6,1,1,402,5.5191
1983,6,1,2,175,2.6417
1983,6,1,3,108,5.9110
1983,6,1,4,139,3.5558
1983,6,1,5,282,4.4339
1983,6,2,1,121,6.9258
1983,6,2,2,84,5.3356
1983,6,2,3,79,4.4558
1983,6,2,4,87,5.0287
1983,6,2,5,125,5.2924
1983,6,3,1,70,0.7351
1983,6,3,2,130,2.7639
1983,6,3,3,154,4.0989
1983,6,3,4,148,5.1862
1983,6,3,5,121,4.4158
1983,7,1,1,394,-1.3200
1983,7,1,2,173,-0.6429
1983,7,1,3,142,-1.7295
1983,7,1,4,142,-1.9166
1983,7,1,5,320,-1.8602
1983,7,2,1,117,-3.1384
1983,7,2,2,111,-2.5672
1983,7,2,3,77,-1.6674
1983,7,2,4,97,-2.6972
1983,7,2,5,114,-2.1302
1983,7,3,1,96,-4.2913
1983,7,3,2,116,-1.9973
1983,7,3,3,158,-3.8103
1983,7,3,4,142,-4.1872
1983,7,3,5,120,-2.2847
1983,8,1,1,392,-3.3933
1983,8,1,2,173,-2.7215
1983,8,1,3,142,-2.3112
1983,8,1,4,142,-2.5814
1983,8,1,5,317,-3.5337
1983,8,2,1,117,-5.2024
1983,8,2,2,111,-1.6960
1983,8,2,3,76,-2.1684
1983,8,2,4,97,-1.8313
1983,8,2,5,114,-3.3881
1983,8,3,1,96,-1.9122
1983,8,3,2,116,0.9117
1983,8,3,3,158,2.3308
1983,8,3,4,141,1.5544
1983,8,3,5,120,2.1076
1983,9,1,1,389,0.7782
1983,9,1,2,173,1.4301
1983,9,1,3,140,0.5242
1983,9,1,4,141,2.3124
1983,9,1,5,314,0.3159
1983,9,2,1,117,3.4369
1983,9,2,2,110,2.6712
1983,9,2,3,76,3.4427
1983,9,2,4,96,3.4367
1983,9,2,5,112,1.9244
1983,9,3,1,96,3.5246
1983,9,3,2,116,3.7446
1983,9,3,3,158,1.6804
1983,9,3,4,141,1.5418
1983,9,3,5,118,-0.6270
1983,10,1,1,389,-4.2889
1983,10,1,2,171,-4.9665
1983,10,1,3,140,-4.0061
1983,10,1,4,141,-5.8592
1983,10,1,5,312,-5.7287
1983,10,2,1,117,-5.4185
1983,10,2,2,110,-5.1447
1983,10,2,3,76,-4.2522
1983,10,2,4,96,-4.8528
1983,10,2,5,111,-6.4403
1983,10,3,1,95,-1.9540
1983,10,3,2,116,-1.0911
1983,10,3,3,158,-1.9228
1983,10,3,4,140,-0.6980
1983,10,3,5,117,-2.7289
1983,11,1,1,387,4.7058
1983,11,1,2,170,4.6786
1983,11,1,3,139,4.3189
1983,11,1,4,140,4.5378
1983,11,1,5,308,3.8196
1983,11,2,1,117,5.8155
1983,11,2,2,109,4.4605
1983,11,2,3,75,6.5307
1983,11,2,4,94,4.8748
1983,11,2,5,111,5.0627
1983,11,3,1,95,5.2428
1983,11,3,2,116,0.4992
1983,11,3,3,157,3.4642
1983,11,3,4,140,1.2217
1983,11,3,5,117,2.9622
1983,12,1,1,385,-0.6707
1983,12,1,2,169,-0.3108
1983,12,1,3,139,0.0192
1983,12,1,4,140,-0.1168
1983,12,1,5,310,-1.2702
1983,12,2,1,116,-1.9423
1983,12,2,2,109,-0.0374
1983,12,2,3,75,-0.3971
1983,12,2,4,94,-2.2153
1983,12,2,5,111,-1.3094
1983,12,3,1,95,-2.3205
1983,12,3,2,116,-0.6468
1983,12,3,3,157,0.2157
1983,12,3,4,140,-1.2358
1983,12,3,5,117,-0.4847
1984,1,1,1,383,0.5589
1984,1,1,2,169,-0.4380
1984,1,1,3,138,-0.0197
1984,1,1,4,140,-1.4179
1984,1,1,5,307,-0.1283
1984,1,2,1,115,-1.5714
1984,1,2,2,109,-1.3552
1984,1,2,3,75,-3.5600
1984,1,2,4,94,-3.4479
1984,1,2,5,111,-2.5888
1984,1,3,1,94,-3.1686
1984,1,3,2,114,-2.4753
1984,1,3,3,157,0.3720
1984,1,3,4,139,-0.8705
1984,1,3,5,117,0.2237
1984,2,1,1,377,-5.7408
1984,2,1,2,167,-6.1875
1984,2,1,3,138,-4.5474
1984,2,1,4,139,-4.9761
1984,2,1,5,304,-5.8402
1984,2,2,1,115,-5.3117
1984,2,2,2,109,-4.9784
1984,2,2,3,75,-3.7948
1984,2,2,4,93,-4.1744
1984,2,2,5,111,-6.0582
1984,2,3,1,93,-5.6841
1984,2,3,2,114,-4.3014
1984,2,3,3,157,-3.8896
1984,2,3,4,139,-2.1990
1984,2,3,5,117,-2.6848
1984,3,1,1,376,1.7563
1984,3,1,2,166,2.1806
1984,3,1,3,135,0.9239
1984,3,1,4,138,3.3058
1984,3,1,5,299,0.6873
1984,3,2,1,115,0.3158
1984,3,2,2,106,0.9256
1984,3,2,3,74,2.3476
1984,3,2,4,92,1.1009
1984,3,2,5,110,2.0951
1984,3,3,1,93,2.6993
1984,3,3,2,114,0.8729
1984,3,3,3,155,1.9895
1984,3,3,4,139,2.1670
1984,3,3,5,117,0.5261
1984,4,1,1,375,-0.3207
1984,4,1,2,165,0.8844
1984,4,1,3,134,-1.2667
1984,4,1,4,138,-1.1742
1984,4,1,5,299,-1.7859
1984,4,2,1,115,-0.9982
1984,4,2,2,105,1.5642
1984,4,2,3,72,1.4373
1984,4,2,4,92,0.9784
1984,4,2,5,110,-1.2299
1984,4,3,1,93,-0.8269
1984,4,3,2,114,0.4787
1984,4,3,3,155,-0.0154
1984,4,3,4,139,1.6743
1984,4,3,5,117,2.5666
1984,5,1,1,369,-4.7462
1984,5,1,2,163,-4.6720
1984,5,1,3,134,-4.0771
1984,5,1,4,137,-5.0234
1984,5,1,5,300,-4.5959
1984,5,2,1,115,-4.4890
1984,5,2,2,105,-4.8049
1984,5,2,3,70,-5.5808
1984,5,2,4,92,-5.0665
1984,5,2,5,109,-5.1472
1984,5,3,1,93,-5.8803
1984,5,3,2,114,-4.0790
1984,5,3,3,154,-4.4947
1984,5,3,4,139,-4.9891
1984,5,3,5,117,-4.5687
1984,6,1,1,366,4.6331
1984,6,1,2,161,2.4115
1984,6,1,3,132,1.4084
1984,6,1,4,137,2.6993
1984,6,1,5,299,2.5586
1984,6,2,1,115,2.5684
1984,6,2,2,104,3.6374
1984,6,2,3,70,3.4184
1984,6,2,4,91,4.5903
1984,6,2,5,108,1.7138
1984,6,3,1,93,2.8626
1984,6,3,2,114,3.2071
1984,6,3,3,154,1.8205
1984,6,3,4,139,3.1153
1984,6,3,5,117,1.5234
1984,7,1,1,330,-4.3396
1984,7,1,2,171,-4.2982
1984,7,1,3,141,-1.8164
1984,7,1,4,174,-3.3169
1984,7,1,5,342,-3.7210
1984,7,2,1,118,-4.3683
1984,7,2,2,99,-4.8716
1984,7,2,3,87,-3.9329
1984,7,2,4,83,-4.0956
1984,7,2,5,120,-4.2659
1984,7,3,1,80,0.4887
1984,7,3,2,139,-1.7670
1984,7,3,3,143,-2.0928
1984,7,3,4,145,-2.1724
1984,7,3,5,105,-2.3637
1984,8,1,1,327,10.2212
1984,8,1,2,169,11.0039
1984,8,1,3,140,8.5212
1984,8,1,4,174,9.0022
1984,8,1,5,339,10.3917
1984,8,2,1,117,13.8935
1984,8,2,2,98,12.5659
1984,8,2,3,86,10.5138
1984,8,2,4,83,14.0851
1984,8,2,5,120,13.3546
1984,8,3,1,79,12.6391
1984,8,3,2,138,11.6181
1984,8,3,3,142,9.5412
1984,8,3,4,144,12.1026
1984,8,3,5,105,10.2030
1984,9,1,1,322,0.1953
1984,9,1,2,170,-0.4998
1984,9,1,3,140,1.3943
1984,9,1,4,173,0.6085
1984,9,1,5,340,-1.0066
1984,9,2,1,117,-0.4443
1984,9,2,2,98,-0.3773
1984,9,2,3,87,-0.5445
1984,9,2,4,82,-1.7391
1984,9,2,5,118,-0.4764
1984,9,3,1,78,1.0503
1984,9,3,2,138,-0.4388
1984,9,3,3,142,-0.8967
1984,9,3,4,143,-0.0210
1984,9,3,5,105,-0.9051
1984,10,1,1,319,-3.0886
1984,10,1,2,168,-3.4642
1984,10,1,3,140,-0.9322
1984,10,1,4,172,-2.2095
1984,10,1,5,337,-1.6442
1984,10,2,1,115,-1.2552
1984,10,2,2,97,-1.0115
1984,10,2,3,86,-1.2162
1984,10,2,4,81,-0.0166
1984,10,2,5,117,-1.0907
1984,10,3,1,78,1.2514
1984,10,3,2,137,-0.9959
1984,10,3,3,141,1.1497
1984,10,3,4,142,0.2148
1984,10,3,5,105,-0.1321
1984,11,1,1,316,-3.5344
1984,11,1,2,166,-1.5061
1984,11,1,3,139,-0.1691
1984,11,1,4,171,-3.7370
1984,11,1,5,333,-2.0607
1984,11,2,1,114,-2.4439
1984,11,2,2,97,0.6410
1984,11,2,3,86,-0.1158
1984,11,2,4,80,-2.6331
1984,11,2,5,118,-1.5923
1984,11,3,1,78,-0.9030
1984,11,3,2,137,-0.8850
1984,11,3,3,139,-0.3907
1984,11,3,4,142,-1.7064
1984,11,3,5,104,-0.9041
1984,12,1,1,313,-0.5422
1984,12,1,2,165,2.3607
1984,12,1,3,138,0.4297
1984,12,1,4,171,0.1239
1984,12,1,5,331,1.9721
1984,12,2,1,114,1.7941
1984,12,2,2,97,2.2587
1984,12,2,3,85,2.5249
1984,12,2,4,79,3.3982
1984,12,2,5,118,2.0290
1984,12,3,1,76,2.0563
1984,12,3,2,137,1.6999
1984,12,3,3,137,2.1597
1984,12,3,4,142,2.5809
1984,12,3,5,103,2.0302
1985,1,1,1,313,12.1209
1985,1,1,2,165,10.7649
1985,1,1,3,137,9.8571
1985,1,1,4,170,11.3405
1985,1,1,5,330,12.2547
1985,1,2,1,113,9.5135
1985,1,2,2,97,10.1908
1985,1,2,3,85,11.1149
1985,1,2,4,79,12.0738
1985,1,2,5,118,11.7780
1985,1,3,1,75,9.1635
1985,1,3,2,137,8.0074
1985,1,3,3,136,6.4451
1985,1,3,4,142,7.9183
1985,1,3,5,103,7.2891
1985,2,1,1,310,4.2346
1985,2,1,2,163,3.8859
1985,2,1,3,136,2.7431
1985,2,1,4,169,3.8177
1985,2,1,5,327,3.8399
1985,2,2,1,112,1.2859
1985,2,2,2,97,1.9896
1985,2,2,3,84,2.4353
1985,2,2,4,79,2.2687
1985,2,2,5,116,2.1276
1985,2,3,1,75,0.1124
1985,2,3,2,137,0.5874
1985,2,3,3,136,2.0004
1985,2,3,4,141,2.2090
1985,2,3,5,102,2.1021
1985,3,1,1,306,-1.9177
1985,3,1,2,161,-2.7360
1985,3,1,3,135,0.2645
1985,3,1,4,169,-3.6436
1985,3,1,5,324,-1.2879
1985,3,2,1,112,-1.7575
1985,3,2,2,96,0.3484
1985,3,2,3,83,-1.8781
1985,3,2,4,79,-4.0710
1985,3,2,5,114,-1.1650
1985,3,3,1,74,-3.4948
1985,3,3,2,137,-0.5986
1985,3,3,3,135,0.2436
1985,3,3,4,141,1.8627
1985,3,3,5,102,1.6412
1985,4,1,1,302,-2.8400
1985,4,1,2,160,0.3027
1985,4,1,3,135,0.6651
1985,4,1,4,169,-2.8659
1985,4,1,5,320,-0.1887
1985,4,2,1,111,0.0509
1985,4,2,2,96,-1.2922
1985,4,2,3,83,-1.9169
1985,4,2,4,79,-1.5698
1985,4,2,5,114,-1.2142
1985,4,3,1,74,-1.7460
1985,4,3,2,137,-0.4600
1985,4,3,3,135,0.0604
1985,4,3,4,141,-1.0754
1985,4,3,5,102,-0.3127
1985,5,1,1,303,2.5278
1985,5,1,2,160,2.8359
1985,5,1,3,134,4.2734
1985,5,1,4,167,4.2896
1985,5,1,5,318,3.1484
1985,5,2,1,110,4.1045
1985,5,2,2,96,2.8850
1985,5,2,3,83,4.0720
1985,5,2,4,79,5.0750
1985,5,2,5,113,6.0072
1985,5,3,1,74,4.2063
1985,5,3,2,137,7.0765
1985,5,3,3,135,5.3488
1985,5,3,4,141,7.0879
1985,5,3,5,102,5.6239
1985,6,1,1,298,0.0467
1985,6,1,2,160,1.4216
1985,6,1,3,132,-0.3920
1985,6,1,4,164,0.5144
1985,6,1,5,316,1.1638
1985,6,2,1,109,1.2052
1985,6,2,2,95,2.4813
1985,6,2,3,80,0.4511
1985,6,2,4,79,2.2167
1985,6,2,5,110,1.0894
1985,6,3,1,73,-0.8815
1985,6,3,2,136,2.2691
1985,6,3,3,135,1.7248
1985,6,3,4,141,2.1046
1985,6,3,5,102,2.8059
1985,7,1,1,307,3.3072
1985,7,1,2,151,2.5563
1985,7,1,3,143,3.9356
1985,7,1,4,205,3.0913
1985,7,1,5,321,2.0060
1985,7,2,1,111,1.9861
1985,7,2,2,84,1.9394
1985,7,2,3,79,2.9441
1985,7,2,4,86,2.9684
1985,7,2,5,132,2.0952
1985,7,3,1,102,1.1302
1985,7,3,2,142,-0.9444
1985,7,3,3,158,-0.9436
1985,7,3,4,123,-0.0624
1985,7,3,5,91,0.4602
1985,8,1,1,304,-1.6687
1985,8,1,2,146,0.7254
1985,8,1,3,143,-0.6229
1985,8,1,4,202,0.4747
1985,8,1,5,319,-1.4478
1985,8,2,1,111,-0.3431
1985,8,2,2,84,0.3363
1985,8,2,3,78,-1.4103
1985,8,2,4,86,-1.6968
1985,8,2,5,132,-1.4381
1985,8,3,1,102,-0.5827
1985,8,3,2,142,0.2668
1985,8,3,3,158,-0.0776
1985,8,3,4,122,0.1291
1985,8,3,5,91,-2.4184
1985,9,1,1,299,-5.1130
1985,9,1,2,145,-5.3700
1985,9,1,3,143,-3.4431
