year,month,rank_ME,rank_DAC,nstocks,ret_vw
1979,5,2,4,101,0.0769
1979,5,2,5,131,-2.1429
1979,5,3,1,131,-1.8792
1979,5,3,2,141,-1.0056
1979,5,3,3,140,-2.1566
1979,5,3,4,132,-0.9168
1979,5,3,5,100,-2.8248
1979,6,1,1,432,6.5255
1979,6,1,2,220,3.6484
1979,6,1,3,187,7.1725
1979,6,1,4,196,4.3248
1979,6,1,5,450,4.0085
1979,6,2,1,105,5.1244
1979,6,2,2,79,3.0274
1979,6,2,3,96,5.0372
1979,6,2,4,101,4.3994
1979,6,2,5,131,6.8767
1979,6,3,1,131,1.9849
1979,6,3,2,141,5.1754
1979,6,3,3,140,5.5516
1979,6,3,4,131,3.2904
1979,6,3,5,99,5.4654
1979,7,1,1,431,3.0701
1979,7,1,2,244,2.5336
1979,7,1,3,180,2.6820
1979,7,1,4,230,1.7412
1979,7,1,5,443,2.9328
1979,7,2,1,113,3.1670
1979,7,2,2,93,2.7172
1979,7,2,3,91,4.2922
1979,7,2,4,83,3.4838
1979,7,2,5,154,2.6255
1979,7,3,1,106,1.4522
1979,7,3,2,146,0.5219
1979,7,3,3,152,0.8334
1979,7,3,4,153,2.1965
1979,7,3,5,94,2.1617
1979,8,1,1,427,8.1945
1979,8,1,2,242,8.2091
1979,8,1,3,179,8.0675
1979,8,1,4,230,7.2723
1979,8,1,5,439,8.2153
1979,8,2,1,112,8.3246
1979,8,2,2,91,9.2070
1979,8,2,3,89,8.8313
1979,8,2,4,82,7.0452
1979,8,2,5,153,8.5719
1979,8,3,1,106,6.8665
1979,8,3,2,145,5.9155
1979,8,3,3,152,5.4811
1979,8,3,4,153,6.4704
1979,8,3,5,93,6.8487
1979,9,1,1,422,-0.0860
1979,9,1,2,239,-0.0392
1979,9,1,3,179,-0.6470
1979,9,1,4,226,1.2730
1979,9,1,5,436,-2.7411
1979,9,2,1,111,0.8787
1979,9,2,2,92,-1.7090
1979,9,2,3,88,-1.3188
1979,9,2,4,82,-1.1878
1979,9,2,5,153,2.2717
1979,9,3,1,105,0.1574
1979,9,3,2,145,-0.6401
1979,9,3,3,152,0.6815
1979,9,3,4,152,0.3464
1979,9,3,5,93,-0.3772
1979,10,1,1,420,-10.6123
1979,10,1,2,237,-11.1632
1979,10,1,3,179,-9.0494
1979,10,1,4,224,-11.1390
1979,10,1,5,432,-11.0113
1979,10,2,1,110,-10.4002
1979,10,2,2,92,-9.4752
1979,10,2,3,88,-8.4138
1979,10,2,4,82,-11.7400
1979,10,2,5,151,-9.6857
1979,10,3,1,105,-7.6898
1979,10,3,2,145,-6.0149
1979,10,3,3,151,-4.9918
1979,10,3,4,151,-6.1002
1979,10,3,5,93,-8.5878
1979,11,1,1,417,7.0975
1979,11,1,2,236,8.2475
1979,11,1,3,178,4.3766
1979,11,1,4,224,8.5424
1979,11,1,5,433,9.2731
1979,11,2,1,110,10.7461
1979,11,2,2,92,7.3968
1979,11,2,3,88,6.7458
1979,11,2,4,82,7.4440
1979,11,2,5,152,10.1056
1979,11,3,1,105,3.9659
1979,11,3,2,145,6.0570
1979,11,3,3,151,6.0426
1979,11,3,4,151,5.5739
1979,11,3,5,93,6.2255
1979,12,1,1,415,7.3849
1979,12,1,2,235,9.5161
1979,12,1,3,177,6.2651
1979,12,1,4,224,8.2659
1979,12,1,5,429,6.8410
1979,12,2,1,110,7.7653
1979,12,2,2,92,5.5361
1979,12,2,3,88,5.3148
1979,12,2,4,82,5.2113
1979,12,2,5,150,6.2190
1979,12,3,1,105,4.5463
1979,12,3,2,144,1.5112
1979,12,3,3,150,1.2691
1979,12,3,4,151,0.5679
1979,12,3,5,93,3.8113
1980,1,1,1,412,11.2957
1980,1,1,2,232,10.2861
1980,1,1,3,176,10.0968
1980,1,1,4,223,8.7398
1980,1,1,5,426,12.3278
1980,1,2,1,107,6.4055
1980,1,2,2,92,5.6645
1980,1,2,3,87,6.9068
1980,1,2,4,82,6.7316
1980,1,2,5,149,8.4324
1980,1,3,1,104,8.1337
1980,1,3,2,144,7.4949
1980,1,3,3,150,5.3491
1980,1,3,4,150,4.8516
1980,1,3,5,93,4.5696
1980,2,1,1,410,-1.7780
1980,2,1,2,230,-2.0161
1980,2,1,3,174,-3.9702
1980,2,1,4,220,-1.9740
1980,2,1,5,416,-1.6034
1980,2,2,1,106,-0.7313
1980,2,2,2,92,-3.1227
1980,2,2,3,87,-0.0965
1980,2,2,4,82,-2.4929
1980,2,2,5,148,-1.7383
1980,2,3,1,103,-3.6350
1980,2,3,2,143,1.0740
1980,2,3,3,148,2.2698
1980,2,3,4,149,0.3982
1980,2,3,5,93,-1.6526
1980,3,1,1,410,-18.7483
1980,3,1,2,229,-18.7478
1980,3,1,3,172,-16.7062
1980,3,1,4,218,-18.5262
1980,3,1,5,414,-19.1653
1980,3,2,1,106,-18.1537
1980,3,2,2,92,-15.1758
1980,3,2,3,86,-16.6678
1980,3,2,4,82,-18.0748
1980,3,2,5,147,-18.3192
1980,3,3,1,103,-9.6430
1980,3,3,2,143,-12.4689
1980,3,3,3,148,-10.4808
1980,3,3,4,149,-8.7136
1980,3,3,5,92,-10.8339
1980,4,1,1,406,4.8273
1980,4,1,2,223,7.9518
1980,4,1,3,172,4.6263
1980,4,1,4,218,5.0752
1980,4,1,5,415,6.2333
1980,4,2,1,106,4.4876
1980,4,2,2,92,6.0010
1980,4,2,3,86,5.2609
1980,4,2,4,82,5.6278
1980,4,2,5,147,6.3798
1980,4,3,1,102,1.9101
1980,4,3,2,143,4.2855
1980,4,3,3,148,7.3717
1980,4,3,4,148,4.4561
1980,4,3,5,92,4.4506
1980,5,1,1,406,5.8220
1980,5,1,2,225,7.2971
1980,5,1,3,171,5.9210
1980,5,1,4,219,8.3611
1980,5,1,5,412,5.6459
1980,5,2,1,105,8.9777
1980,5,2,2,91,7.9087
1980,5,2,3,85,8.3201
1980,5,2,4,81,8.5802
1980,5,2,5,146,7.6589
1980,5,3,1,103,4.5935
1980,5,3,2,143,4.5862
1980,5,3,3,148,5.1580
1980,5,3,4,148,7.0760
1980,5,3,5,92,7.5593
1980,6,1,1,401,4.0764
1980,6,1,2,223,4.8665
1980,6,1,3,169,4.7916
1980,6,1,4,219,5.7165
1980,6,1,5,411,2.9318
1980,6,2,1,105,4.9194
1980,6,2,2,91,3.8969
1980,6,2,3,85,2.8405
1980,6,2,4,81,4.1551
1980,6,2,5,144,4.8315
1980,6,3,1,103,2.7358
1980,6,3,2,143,4.4042
1980,6,3,3,148,1.6857
1980,6,3,4,148,3.2981
1980,6,3,5,91,2.8130
1980,7,1,1,427,9.7491
1980,7,1,2,225,11.8893
1980,7,1,3,170,9.3617
1980,7,1,4,228,11.1484
1980,7,1,5,420,11.8382
1980,7,2,1,132,12.7682
1980,7,2,2,104,9.0863
1980,7,2,3,82,10.1221
1980,7,2,4,108,9.5830
1980,7,2,5,140,12.2071
1980,7,3,1,122,9.4453
1980,7,3,2,132,8.9743
1980,7,3,3,159,4.7009
1980,7,3,4,129,5.4728
1980,7,3,5,104,6.9273
1980,8,1,1,427,8.2956
1980,8,1,2,225,8.6048
1980,8,1,3,170,6.2389
1980,8,1,4,228,7.5694
1980,8,1,5,418,8.9664
1980,8,2,1,131,7.8215
1980,8,2,2,104,4.5882
1980,8,2,3,82,3.7070
1980,8,2,4,108,4.3829
1980,8,2,5,139,5.9233
1980,8,3,1,122,2.9744
1980,8,3,2,132,1.3027
1980,8,3,3,159,0.4513
1980,8,3,4,129,1.7305
1980,8,3,5,104,2.2322
1980,9,1,1,424,3.6872
1980,9,1,2,225,2.4748
1980,9,1,3,169,3.8654
1980,9,1,4,226,2.4989
1980,9,1,5,417,3.9422
1980,9,2,1,131,4.4971
1980,9,2,2,103,3.0457
1980,9,2,3,81,1.7359
1980,9,2,4,107,2.6320
1980,9,2,5,139,4.8897
1980,9,3,1,121,5.5415
1980,9,3,2,132,1.9153
1980,9,3,3,159,2.2947
1980,9,3,4,129,2.0242
1980,9,3,5,104,2.5930
1980,10,1,1,416,5.1451
1980,10,1,2,221,3.2498
1980,10,1,3,169,2.5011
1980,10,1,4,224,6.1940
1980,10,1,5,416,4.8990
1980,10,2,1,131,3.9492
1980,10,2,2,102,2.4829
1980,10,2,3,78,2.7490
1980,10,2,4,106,3.3572
1980,10,2,5,139,5.1750
1980,10,3,1,121,0.7951
1980,10,3,2,131,1.7270
1980,10,3,3,159,2.2068
1980,10,3,4,128,1.1372
1980,10,3,5,104,4.8338
1980,11,1,1,417,7.5027
1980,11,1,2,220,5.5490
1980,11,1,3,168,5.8797
1980,11,1,4,223,4.4924
1980,11,1,5,415,8.1589
1980,11,2,1,130,6.6511
1980,11,2,2,101,7.6289
1980,11,2,3,78,6.3217
1980,11,2,4,105,4.8503
1980,11,2,5,139,10.9586
1980,11,3,1,121,11.9574
1980,11,3,2,130,10.3860
1980,11,3,3,158,11.4937
1980,11,3,4,128,7.7782
1980,11,3,5,104,17.9430
1980,12,1,1,411,-4.8895
1980,12,1,2,219,-4.8269
1980,12,1,3,168,-5.8747
1980,12,1,4,222,-4.4227
1980,12,1,5,410,-4.0034
1980,12,2,1,129,-2.6302
1980,12,2,2,101,-0.8517
1980,12,2,3,77,-2.9131
1980,12,2,4,105,-1.6294
1980,12,2,5,138,-5.5577
1980,12,3,1,121,-3.3243
1980,12,3,2,129,-3.1830
1980,12,3,3,158,-4.1741
1980,12,3,4,128,-3.0722
1980,12,3,5,104,-4.9624
1981,1,1,1,408,0.4779
1981,1,1,2,220,1.0211
1981,1,1,3,167,1.6518
1981,1,1,4,222,-0.2045
1981,1,1,5,407,-1.5886
1981,1,2,1,128,-1.7084
1981,1,2,2,101,1.4133
1981,1,2,3,77,0.5422
1981,1,2,4,104,1.3287
1981,1,2,5,138,-4.0252
1981,1,3,1,121,-6.3694
1981,1,3,2,129,-4.3569
1981,1,3,3,158,-3.7955
1981,1,3,4,126,-2.1523
1981,1,3,5,104,-6.9723
1981,2,1,1,400,0.0139
1981,2,1,2,219,0.3449
1981,2,1,3,164,0.8218
1981,2,1,4,220,1.4709
1981,2,1,5,406,-0.9780
1981,2,2,1,129,1.4322
1981,2,2,2,101,3.4324
1981,2,2,3,77,3.5657
1981,2,2,4,104,1.3132
1981,2,2,5,135,0.2795
1981,2,3,1,121,3.5551
1981,2,3,2,129,2.4845
1981,2,3,3,158,2.0259
1981,2,3,4,126,2.3699
1981,2,3,5,103,-0.5200
1981,3,1,1,396,6.8263
1981,3,1,2,215,9.6521
1981,3,1,3,163,8.5446
1981,3,1,4,219,8.8104
1981,3,1,5,404,10.0712
1981,3,2,1,127,7.4642
1981,3,2,2,101,6.3538
1981,3,2,3,76,7.1307
1981,3,2,4,104,8.4226
1981,3,2,5,135,8.9378
1981,3,3,1,121,5.8510
1981,3,3,2,129,4.4143
1981,3,3,3,158,5.1075
1981,3,3,4,126,2.4086
1981,3,3,5,101,1.8490
1981,4,1,1,394,4.0988
1981,4,1,2,215,3.1411
1981,4,1,3,162,4.5446
1981,4,1,4,217,4.1860
1981,4,1,5,403,4.4507
1981,4,2,1,125,2.1391
1981,4,2,2,100,1.7837
1981,4,2,3,75,0.1816
1981,4,2,4,104,1.9848
1981,4,2,5,134,2.6938
1981,4,3,1,119,-2.0341
1981,4,3,2,129,-2.2335
1981,4,3,3,157,-4.2720
1981,4,3,4,126,0.0002
1981,4,3,5,102,-1.3601
1981,5,1,1,391,4.5725
1981,5,1,2,212,3.2989
1981,5,1,3,163,1.0757
1981,5,1,4,216,5.8045
1981,5,1,5,401,4.3715
1981,5,2,1,125,3.3754
1981,5,2,2,100,3.2667
1981,5,2,3,75,4.5441
1981,5,2,4,102,3.5110
1981,5,2,5,134,3.1487
1981,5,3,1,118,1.2032
1981,5,3,2,129,0.6989
1981,5,3,3,157,-0.0173
1981,5,3,4,126,0.7916
1981,5,3,5,101,-1.4761
1981,6,1,1,388,0.0993
1981,6,1,2,211,0.4149
1981,6,1,3,161,0.9103
1981,6,1,4,216,-3.2603
1981,6,1,5,402,-3.1982
1981,6,2,1,125,-4.1807
1981,6,2,2,98,-1.9830
1981,6,2,3,74,-0.1181
1981,6,2,4,101,-0.1699
1981,6,2,5,133,-4.4013
1981,6,3,1,118,-3.1389
1981,6,3,2,128,-1.2907
1981,6,3,3,156,0.9739
1981,6,3,4,126,-0.1789
1981,6,3,5,101,-1.1746
1981,7,1,1,460,-2.7689
1981,7,1,2,267,-3.6401
1981,7,1,3,192,-1.8146
1981,7,1,4,248,-1.7783
1981,7,1,5,402,-4.2918
1981,7,2,1,131,-0.5692
1981,7,2,2,90,-1.1177
1981,7,2,3,88,-2.6792
1981,7,2,4,92,-2.8018
1981,7,2,5,154,-2.0087
1981,7,3,1,102,-0.4290
1981,7,3,2,127,-0.7241
1981,7,3,3,161,1.7394
1981,7,3,4,141,1.9591
1981,7,3,5,113,-0.8936
1981,8,1,1,458,-9.1066
1981,8,1,2,265,-7.7562
1981,8,1,3,191,-7.0659
1981,8,1,4,244,-6.6993
1981,8,1,5,402,-10.3160
1981,8,2,1,129,-8.3185
1981,8,2,2,90,-6.7732
1981,8,2,3,88,-5.7923
1981,8,2,4,91,-6.9569
1981,8,2,5,153,-7.2093
1981,8,3,1,102,-5.2776
1981,8,3,2,127,-6.9711
1981,8,3,3,160,-3.9500
1981,8,3,4,140,-5.3527
1981,8,3,5,113,-7.1905
1981,9,1,1,456,-9.3319
1981,9,1,2,261,-7.2329
1981,9,1,3,190,-7.7599
1981,9,1,4,242,-8.1467
1981,9,1,5,397,-10.1366
1981,9,2,1,128,-9.3630
1981,9,2,2,90,-6.3039
1981,9,2,3,88,-5.0073
1981,9,2,4,91,-6.0244
1981,9,2,5,154,-9.4616
1981,9,3,1,100,-6.6492
1981,9,3,2,126,-5.2878
1981,9,3,3,159,-3.8521
1981,9,3,4,140,-7.2054
1981,9,3,5,113,-6.4662
1981,10,1,1,446,7.9079
1981,10,1,2,258,7.0838
1981,10,1,3,187,6.1849
1981,10,1,4,239,9.6196
1981,10,1,5,395,7.7886
1981,10,2,1,127,6.3862
1981,10,2,2,90,8.4464
1981,10,2,3,88,4.9010
1981,10,2,4,91,7.3497
1981,10,2,5,153,8.1654
1981,10,3,1,99,3.4829
1981,10,3,2,126,5.7723
1981,10,3,3,159,5.9733
1981,10,3,4,140,5.0375
1981,10,3,5,113,7.4140
1981,11,1,1,445,1.8232
1981,11,1,2,259,2.8783
1981,11,1,3,187,2.5913
1981,11,1,4,240,2.9278
1981,11,1,5,396,-0.8139
1981,11,2,1,127,3.6442
1981,11,2,2,90,3.5285
1981,11,2,3,88,3.8914
1981,11,2,4,90,4.2109
1981,11,2,5,151,1.6713
1981,11,3,1,99,5.4023
1981,11,3,2,124,4.3160
1981,11,3,3,159,3.9700
1981,11,3,4,139,5.2653
1981,11,3,5,113,3.7336
1981,12,1,1,445,-1.5951
1981,12,1,2,259,-0.8457
1981,12,1,3,186,-1.6751
1981,12,1,4,240,-2.6010
1981,12,1,5,393,-2.1292
1981,12,2,1,127,-0.5625
1981,12,2,2,90,-0.8567
1981,12,2,3,87,-1.9034
1981,12,2,4,89,-0.8001
1981,12,2,5,151,-1.8810
1981,12,3,1,99,-1.0773
1981,12,3,2,125,-2.7439
1981,12,3,3,159,-3.0985
1981,12,3,4,138,-3.4015
1981,12,3,5,113,-2.6140
1982,1,1,1,445,-0.5051
1982,1,1,2,258,-1.0777
1982,1,1,3,184,-0.1046
1982,1,1,4,238,-1.7882
1982,1,1,5,389,-2.4219
1982,1,2,1,125,-5.8011
1982,1,2,2,89,-3.2730
1982,1,2,3,87,-2.0416
1982,1,2,4,89,-2.8437
1982,1,2,5,151,-4.5848
1982,1,3,1,99,0.0057
1982,1,3,2,124,-1.1597
1982,1,3,3,159,-1.8086
1982,1,3,4,138,-4.1877
1982,1,3,5,112,-3.0235
1982,2,1,1,443,-3.7642
1982,2,1,2,255,-2.2132
1982,2,1,3,184,-2.2765
1982,2,1,4,236,-3.5740
1982,2,1,5,389,-5.7636
1982,2,2,1,124,-6.1890
1982,2,2,2,90,-4.7183
1982,2,2,3,87,-2.5060
1982,2,2,4,89,-3.3240
1982,2,2,5,151,-5.3957
1982,2,3,1,99,-4.8532
1982,2,3,2,123,-4.3581
1982,2,3,3,158,-5.2336
1982,2,3,4,138,-4.1923
1982,2,3,5,112,-7.1231
1982,3,1,1,440,-0.7012
1982,3,1,2,253,-2.1200
1982,3,1,3,181,0.1511
1982,3,1,4,231,-0.6033
1982,3,1,5,389,-1.4717
1982,3,2,1,124,-1.2584
1982,3,2,2,89,-0.2335
1982,3,2,3,87,0.9673
1982,3,2,4,88,0.6117
1982,3,2,5,151,-0.7462
1982,3,3,1,99,-0.0720
1982,3,3,2,123,-0.1226
1982,3,3,3,158,0.3314
1982,3,3,4,138,-1.0913
1982,3,3,5,112,-2.6290
1982,4,1,1,435,6.2450
1982,4,1,2,250,5.3307
1982,4,1,3,180,6.0799
1982,4,1,4,229,6.6159
1982,4,1,5,387,5.6118
1982,4,2,1,120,7.2487
1982,4,2,2,89,4.7752
1982,4,2,3,87,4.7663
1982,4,2,4,87,4.7963
1982,4,2,5,151,5.7092
1982,4,3,1,98,6.2095
1982,4,3,2,123,4.1387
1982,4,3,3,158,3.5316
1982,4,3,4,137,3.2875
1982,4,3,5,111,5.2935
1982,5,1,1,430,-1.2784
1982,5,1,2,249,-0.7151
1982,5,1,3,180,0.1786
1982,5,1,4,229,-1.5702
1982,5,1,5,381,-2.6319
1982,5,2,1,121,-2.4332
1982,5,2,2,89,-2.0346
1982,5,2,3,87,-2.9019
1982,5,2,4,87,-2.0943
1982,5,2,5,149,-4.7361
1982,5,3,1,98,-2.2012
1982,5,3,2,122,-3.4704
1982,5,3,3,158,-2.1799
1982,5,3,4,136,-2.0322
1982,5,3,5,110,-2.4030
1982,6,1,1,426,-1.7295
1982,6,1,2,246,-2.3807
1982,6,1,3,179,-0.8345
1982,6,1,4,227,-1.3599
1982,6,1,5,380,-3.9428
1982,6,2,1,121,-2.1828
1982,6,2,2,89,-0.9538
1982,6,2,3,86,0.9743
1982,6,2,4,87,-2.8331
1982,6,2,5,149,-1.4284
1982,6,3,1,98,-0.7845
1982,6,3,2,122,-1.3910
1982,6,3,3,158,-2.2774
1982,6,3,4,135,-1.8685
1982,6,3,5,111,-2.2449
1982,7,1,1,503,-0.8015
1982,7,1,2,238,-1.1971
1982,7,1,3,183,-2.0007
1982,7,1,4,191,-2.3538
1982,7,1,5,523,-1.5335
1982,7,2,1,117,-2.0295
1982,7,2,2,102,0.4352
1982,7,2,3,72,-1.2945
1982,7,2,4,98,-0.7522
1982,7,2,5,142,-2.2939
1982,7,3,1,109,0.9313
1982,7,3,2,135,-3.1024
1982,7,3,3,146,-2.2294
1982,7,3,4,138,-2.9518
1982,7,3,5,106,-2.9869
1982,8,1,1,497,6.4240
1982,8,1,2,237,5.0973
1982,8,1,3,180,6.2270
1982,8,1,4,190,6.8870
1982,8,1,5,518,5.5364
1982,8,2,1,115,10.5165
1982,8,2,2,101,9.9036
1982,8,2,3,72,12.4170
1982,8,2,4,98,9.0249
1982,8,2,5,141,8.7159
1982,8,3,1,108,11.1964
1982,8,3,2,135,14.0692
1982,8,3,3,146,12.6764
1982,8,3,4,136,11.9659
1982,8,3,5,105,12.9675
1982,9,1,1,496,3.5517
1982,9,1,2,236,4.6528
1982,9,1,3,181,3.3392
1982,9,1,4,190,4.1875
1982,9,1,5,518,1.8072
1982,9,2,1,115,3.6827
1982,9,2,2,100,2.9535
1982,9,2,3,72,3.5188
1982,9,2,4,98,2.4673
1982,9,2,5,141,2.5826
1982,9,3,1,108,1.8650
1982,9,3,2,133,0.6735
1982,9,3,3,146,1.1195
1982,9,3,4,137,0.5578
1982,9,3,5,105,0.6147
1982,10,1,1,488,13.7376
1982,10,1,2,233,13.0444
1982,10,1,3,179,13.8595
1982,10,1,4,189,12.8691
1982,10,1,5,516,13.2617
1982,10,2,1,111,13.5755
1982,10,2,2,98,11.3633
1982,10,2,3,72,12.9557
1982,10,2,4,98,11.7783
1982,10,2,5,141,14.9510
1982,10,3,1,108,13.1277
1982,10,3,2,133,12.2789
1982,10,3,3,146,7.7850
1982,10,3,4,136,9.6398
1982,10,3,5,105,13.0484
1982,11,1,1,486,9.7386
1982,11,1,2,232,10.1796
1982,11,1,3,179,10.7487
1982,11,1,4,187,8.6964
1982,11,1,5,511,9.2700
1982,11,2,1,110,8.1993
1982,11,2,2,98,8.2219
1982,11,2,3,69,8.1089
1982,11,2,4,98,8.6368
1982,11,2,5,141,9.3371
1982,11,3,1,108,7.0675
1982,11,3,2,133,4.6715
1982,11,3,3,146,1.7799
1982,11,3,4,135,3.0109
1982,11,3,5,105,7.4448
1982,12,1,1,486,1.7735
1982,12,1,2,231,2.7138
1982,12,1,3,177,1.5240
1982,12,1,4,187,1.2507
1982,12,1,5,510,2.3060
1982,12,2,1,110,2.2708
1982,12,2,2,98,-0.0425
1982,12,2,3,70,1.9386
1982,12,2,4,98,0.2010
1982,12,2,5,139,1.8051
1982,12,3,1,108,3.6749
1982,12,3,2,133,0.6805
1982,12,3,3,146,1.8384
1982,12,3,4,134,3.1946
1982,12,3,5,105,-1.8708
1983,1,1,1,485,9.0808
1983,1,1,2,229,8.6725
1983,1,1,3,177,8.3822
1983,1,1,4,185,11.1273
1983,1,1,5,509,10.5378
1983,1,2,1,110,5.5574
1983,1,2,2,97,5.2317
1983,1,2,3,69,6.0801
1983,1,2,4,96,5.8669
1983,1,2,5,140,8.8777
1983,1,3,1,108,3.4269
1983,1,3,2,132,4.0463
1983,1,3,3,146,5.6733
1983,1,3,4,133,2.9566
1983,1,3,5,105,4.3880
1983,2,1,1,479,6.0826
1983,2,1,2,225,5.8859
1983,2,1,3,174,7.0579
1983,2,1,4,183,6.9274
1983,2,1,5,505,3.8112
1983,2,2,1,110,6.4351
1983,2,2,2,97,5.9943
1983,2,2,3,68,5.4740
1983,2,2,4,95,6.0264
1983,2,2,5,138,3.8610
1983,2,3,1,108,2.8138
1983,2,3,2,131,3.9714
1983,2,3,3,145,1.3539
1983,2,3,4,133,2.3329
1983,2,3,5,105,3.1367
1983,3,1,1,473,5.9278
1983,3,1,2,224,6.0346
1983,3,1,3,174,5.3941
1983,3,1,4,183,4.7791
1983,3,1,5,502,5.4986
1983,3,2,1,110,6.3377
1983,3,2,2,97,5.5177
1983,3,2,3,68,3.4123
1983,3,2,4,95,4.4471
1983,3,2,5,137,1.9012
1983,3,3,1,107,2.4050
1983,3,3,2,130,2.8199
1983,3,3,3,146,2.4668
1983,3,3,4,133,3.8019
1983,3,3,5,105,1.9020
1983,4,1,1,472,7.9950
1983,4,1,2,223,7.8483
1983,4,1,3,174,7.0235
1983,4,1,4,182,6.1642
1983,4,1,5,495,7.4352
1983,4,2,1,110,6.2452
1983,4,2,2,96,7.0479
1983,4,2,3,68,7.7392
1983,4,2,4,95,4.8716
1983,4,2,5,137,7.3840
1983,4,3,1,106,9.6313
1983,4,3,2,130,7.0397
1983,4,3,3,146,5.8114
1983,4,3,4,132,6.2844
1983,4,3,5,105,5.5242
1983,5,1,1,466,9.9519
1983,5,1,2,223,8.7892
1983,5,1,3,173,11.2441
1983,5,1,4,180,9.9320
1983,5,1,5,495,11.4870
1983,5,2,1,110,6.2040
1983,5,2,2,96,4.2982
1983,5,2,3,68,5.9953
1983,5,2,4,95,5.6331
1983,5,2,5,137,5.1006
1983,5,3,1,106,-0.4134
1983,5,3,2,130,0.3257
1983,5,3,3,146,-0.1165
1983,5,3,4,132,-0.5526
1983,5,3,5,105,1.3214
1983,6,1,1,462,5.6983
1983,6,1,2,223,5.9127
1983,6,1,3,173,4.1932
1983,6,1,4,180,5.5516
1983,6,1,5,492,2.4154
1983,6,2,1,110,6.3382
1983,6,2,2,96,5.6423
1983,6,2,3,68,3.6874
1983,6,2,4,95,6.0574
1983,6,2,5,135,7.5672
1983,6,3,1,106,6.1629
1983,6,3,2,130,6.3257
1983,6,3,3,146,2.3120
1983,6,3,4,131,3.1379
1983,6,3,5,105,2.2749
1983,7,1,1,532,-1.3325
1983,7,1,2,257,-1.9294
1983,7,1,3,219,-1.1930
1983,7,1,4,232,-2.0123
1983,7,1,5,554,-4.6424
1983,7,2,1,114,-3.5164
1983,7,2,2,92,-1.5280
1983,7,2,3,93,-1.5084
1983,7,2,4,90,-1.3888
1983,7,2,5,164,-5.0520
1983,7,3,1,114,-3.0462
1983,7,3,2,123,-1.5107
1983,7,3,3,131,-4.7124
1983,7,3,4,153,-3.7778
1983,7,3,5,111,-4.8938
1983,8,1,1,529,-2.9051
1983,8,1,2,257,-4.2532
1983,8,1,3,217,-3.1078
1983,8,1,4,230,-1.7111
1983,8,1,5,552,-4.2769
1983,8,2,1,114,-2.5174
1983,8,2,2,92,-3.6097
1983,8,2,3,93,-2.9593
1983,8,2,4,90,-1.3711
1983,8,2,5,164,-4.2181
1983,8,3,1,114,1.5250
1983,8,3,2,122,1.5082
1983,8,3,3,131,0.4606
1983,8,3,4,153,2.9400
1983,8,3,5,111,-0.1719
1983,9,1,1,526,-0.1553
1983,9,1,2,256,1.9166
1983,9,1,3,217,0.4569
1983,9,1,4,229,-0.5203
1983,9,1,5,545,-1.1683
1983,9,2,1,113,1.3705
1983,9,2,2,91,3.4470
1983,9,2,3,92,2.3238
1983,9,2,4,89,2.7327
1983,9,2,5,164,3.1324
1983,9,3,1,114,1.3165
1983,9,3,2,122,2.5433
1983,9,3,3,131,2.8298
1983,9,3,4,152,0.8241
1983,9,3,5,111,1.0963
1983,10,1,1,522,-5.6214
1983,10,1,2,255,-6.2640
1983,10,1,3,217,-5.0246
1983,10,1,4,228,-5.1086
1983,10,1,5,541,-7.8882
1983,10,2,1,112,-6.5540
1983,10,2,2,91,-5.8093
1983,10,2,3,92,-5.0010
1983,10,2,4,88,-3.6223
1983,10,2,5,164,-7.2374
1983,10,3,1,112,-2.6310
1983,10,3,2,122,-0.9951
1983,10,3,3,130,0.6568
1983,10,3,4,152,-2.4473
1983,10,3,5,111,-3.2351
1983,11,1,1,518,3.4506
1983,11,1,2,254,3.8782
1983,11,1,3,215,4.1836
1983,11,1,4,228,3.5262
1983,11,1,5,538,3.1919
1983,11,2,1,111,5.5892
1983,11,2,2,91,4.6823
1983,11,2,3,92,6.5297
1983,11,2,4,86,5.3072
1983,11,2,5,163,5.4172
1983,11,3,1,112,3.9189
1983,11,3,2,122,-0.4030
1983,11,3,3,129,3.3266
1983,11,3,4,152,2.4009
1983,11,3,5,111,4.7692
1983,12,1,1,517,-1.3491
1983,12,1,2,254,-1.3195
1983,12,1,3,215,-1.4494
1983,12,1,4,227,0.2446
1983,12,1,5,536,-3.0599
1983,12,2,1,110,-1.3489
1983,12,2,2,91,-0.7678
1983,12,2,3,92,-1.5120
1983,12,2,4,86,-1.8253
1983,12,2,5,163,-1.8411
1983,12,3,1,112,-0.3449
1983,12,3,2,122,0.7157
1983,12,3,3,129,-0.1933
1983,12,3,4,152,-2.2647
1983,12,3,5,111,-1.9870
1984,1,1,1,511,-1.0603
1984,1,1,2,254,0.5745
1984,1,1,3,216,1.9136
1984,1,1,4,226,0.4917
1984,1,1,5,530,-0.2454
1984,1,2,1,110,-3.4564
1984,1,2,2,91,-2.0813
1984,1,2,3,91,-1.1128
1984,1,2,4,86,-2.5862
1984,1,2,5,163,-4.0545
1984,1,3,1,112,-3.5055
1984,1,3,2,122,-1.6608
1984,1,3,3,129,-0.2987
1984,1,3,4,149,2.0863
1984,1,3,5,110,-3.7677
1984,2,1,1,499,-6.2550
1984,2,1,2,252,-6.0845
1984,2,1,3,213,-4.9063
1984,2,1,4,224,-5.2943
1984,2,1,5,528,-6.5740
1984,2,2,1,109,-5.9504
