year,month,rank_ME,rank_dFNL,nstocks,ret_vw
1981,11,3,5,137,3.7418
1981,12,1,1,541,-0.4166
1981,12,1,2,324,-0.7473
1981,12,1,3,231,-2.6338
1981,12,1,4,246,-2.9039
1981,12,1,5,393,-3.0433
1981,12,2,1,123,-0.5871
1981,12,2,2,109,-0.7776
1981,12,2,3,111,-0.7356
1981,12,2,4,101,-0.5776
1981,12,2,5,161,-3.9547
1981,12,3,1,91,-2.6878
1981,12,3,2,138,-3.2552
1981,12,3,3,149,-2.3269
1981,12,3,4,137,-2.8025
1981,12,3,5,135,-2.4704
1982,1,1,1,540,-1.0556
1982,1,1,2,321,-1.1839
1982,1,1,3,230,-1.9260
1982,1,1,4,243,-1.8218
1982,1,1,5,389,-2.0332
1982,1,2,1,123,-6.0263
1982,1,2,2,107,-3.5633
1982,1,2,3,110,-2.8806
1982,1,2,4,100,-2.2373
1982,1,2,5,161,-4.5127
1982,1,3,1,91,-3.0181
1982,1,3,2,137,-4.0203
1982,1,3,3,149,-0.1153
1982,1,3,4,137,-1.3804
1982,1,3,5,134,-4.8039
1982,2,1,1,536,-3.9024
1982,2,1,2,319,-3.3316
1982,2,1,3,229,-2.3455
1982,2,1,4,242,-3.2733
1982,2,1,5,389,-5.6574
1982,2,2,1,123,-6.1162
1982,2,2,2,108,-3.9318
1982,2,2,3,109,-2.7143
1982,2,2,4,98,-2.9597
1982,2,2,5,160,-5.9050
1982,2,3,1,91,-5.6291
1982,2,3,2,136,-5.1326
1982,2,3,3,149,-4.2970
1982,2,3,4,137,-5.9236
1982,2,3,5,133,-5.5692
1982,3,1,1,531,-0.9398
1982,3,1,2,316,-0.9010
1982,3,1,3,227,-1.6916
1982,3,1,4,241,0.1041
1982,3,1,5,387,-1.5359
1982,3,2,1,122,-1.1897
1982,3,2,2,108,1.8236
1982,3,2,3,109,-0.2659
1982,3,2,4,98,0.9254
1982,3,2,5,159,-2.4172
1982,3,3,1,91,-3.3939
1982,3,3,2,136,-1.1891
1982,3,3,3,149,-0.2571
1982,3,3,4,137,0.9287
1982,3,3,5,133,-1.5872
1982,4,1,1,527,6.5828
1982,4,1,2,313,4.9669
1982,4,1,3,226,5.3883
1982,4,1,4,239,6.6717
1982,4,1,5,382,5.4485
1982,4,2,1,122,6.5381
1982,4,2,2,107,5.1672
1982,4,2,3,108,5.1750
1982,4,2,4,96,5.6409
1982,4,2,5,158,5.6257
1982,4,3,1,91,5.3017
1982,4,3,2,134,3.4663
1982,4,3,3,148,3.3932
1982,4,3,4,137,5.7944
1982,4,3,5,133,5.6401
1982,5,1,1,522,-2.3499
1982,5,1,2,314,-1.0816
1982,5,1,3,225,-0.7983
1982,5,1,4,235,-1.5793
1982,5,1,5,379,-1.1900
1982,5,2,1,122,-3.5021
1982,5,2,2,107,-1.6225
1982,5,2,3,107,-3.2147
1982,5,2,4,96,-2.8555
1982,5,2,5,157,-3.6170
1982,5,3,1,89,-4.7260
1982,5,3,2,134,-2.3900
1982,5,3,3,147,-1.4809
1982,5,3,4,137,-2.3757
1982,5,3,5,133,-4.7560
1982,6,1,1,515,-3.0913
1982,6,1,2,310,-1.6048
1982,6,1,3,223,-2.2837
1982,6,1,4,234,0.1302
1982,6,1,5,377,-3.6000
1982,6,2,1,122,-3.1057
1982,6,2,2,107,-2.1429
1982,6,2,3,107,-0.3826
1982,6,2,4,95,-0.9609
1982,6,2,5,157,-1.3225
1982,6,3,1,90,-1.4644
1982,6,3,2,133,-2.9246
1982,6,3,3,147,-1.6596
1982,6,3,4,137,-0.6387
1982,6,3,5,133,-3.0332
1982,7,1,1,567,-1.5010
1982,7,1,2,327,0.3303
1982,7,1,3,211,-0.2901
1982,7,1,4,241,-0.7178
1982,7,1,5,485,-3.5749
1982,7,2,1,118,-1.2002
1982,7,2,2,120,0.6758
1982,7,2,3,89,-0.7407
1982,7,2,4,95,-1.1016
1982,7,2,5,148,-3.7204
1982,7,3,1,93,-2.6349
1982,7,3,2,137,-2.8536
1982,7,3,3,147,-0.5311
1982,7,3,4,140,-2.3146
1982,7,3,5,132,-5.1977
1982,8,1,1,560,5.5100
1982,8,1,2,324,4.4239
1982,8,1,3,211,7.0651
1982,8,1,4,240,6.6141
1982,8,1,5,479,6.8996
1982,8,2,1,115,9.8371
1982,8,2,2,119,8.2334
1982,8,2,3,89,11.3804
1982,8,2,4,94,10.6336
1982,8,2,5,148,8.4196
1982,8,3,1,93,12.2261
1982,8,3,2,137,12.1930
1982,8,3,3,146,12.0274
1982,8,3,4,139,13.4022
1982,8,3,5,130,13.7352
1982,9,1,1,559,4.3458
1982,9,1,2,325,4.1559
1982,9,1,3,211,2.7158
1982,9,1,4,240,4.0442
1982,9,1,5,479,1.3124
1982,9,2,1,114,3.3486
1982,9,2,2,118,5.0288
1982,9,2,3,89,3.3791
1982,9,2,4,94,3.9030
1982,9,2,5,148,1.0898
1982,9,3,1,92,0.6942
1982,9,3,2,135,0.4974
1982,9,3,3,146,0.7320
1982,9,3,4,140,0.9868
1982,9,3,5,131,2.1950
1982,10,1,1,550,13.6757
1982,10,1,2,321,14.0325
1982,10,1,3,208,10.9245
1982,10,1,4,240,11.7220
1982,10,1,5,477,14.4916
1982,10,2,1,110,14.2963
1982,10,2,2,117,10.1480
1982,10,2,3,88,13.9756
1982,10,2,4,94,11.8814
1982,10,2,5,148,14.7254
1982,10,3,1,92,15.5099
1982,10,3,2,134,12.3411
1982,10,3,3,146,9.5195
1982,10,3,4,140,9.2588
1982,10,3,5,131,12.6637
1982,11,1,1,547,10.1140
1982,11,1,2,320,10.2253
1982,11,1,3,207,8.4355
1982,11,1,4,240,10.6795
1982,11,1,5,475,9.2027
1982,11,2,1,108,8.5839
1982,11,2,2,116,9.7253
1982,11,2,3,87,7.4200
1982,11,2,4,94,8.0635
1982,11,2,5,146,6.7988
1982,11,3,1,92,7.2640
1982,11,3,2,134,5.7564
1982,11,3,3,145,4.6738
1982,11,3,4,140,2.7570
1982,11,3,5,131,3.2583
1982,12,1,1,547,1.3166
1982,12,1,2,319,3.3449
1982,12,1,3,205,3.6415
1982,12,1,4,239,2.0400
1982,12,1,5,469,1.6239
1982,12,2,1,108,0.8417
1982,12,2,2,117,1.8371
1982,12,2,3,86,3.5289
1982,12,2,4,94,0.3197
1982,12,2,5,144,0.2199
1982,12,3,1,92,-0.1944
1982,12,3,2,134,0.0918
1982,12,3,3,145,2.8640
1982,12,3,4,140,2.5091
1982,12,3,5,130,0.6807
1983,1,1,1,542,10.1589
1983,1,1,2,319,8.0050
1983,1,1,3,204,8.7460
1983,1,1,4,239,9.5589
1983,1,1,5,468,10.9191
1983,1,2,1,106,7.6192
1983,1,2,2,117,5.5983
1983,1,2,3,87,3.5027
1983,1,2,4,93,6.6870
1983,1,2,5,144,7.2877
1983,1,3,1,92,6.2255
1983,1,3,2,134,2.7178
1983,1,3,3,145,4.9952
1983,1,3,4,139,2.9032
1983,1,3,5,129,3.5210
1983,2,1,1,535,7.6479
1983,2,1,2,313,5.9002
1983,2,1,3,201,6.5996
1983,2,1,4,238,7.0887
1983,2,1,5,461,3.1119
1983,2,2,1,105,6.3897
1983,2,2,2,117,6.5671
1983,2,2,3,86,6.2605
1983,2,2,4,93,5.4797
1983,2,2,5,143,4.3087
1983,2,3,1,92,3.7667
1983,2,3,2,132,3.9308
1983,2,3,3,145,2.1295
1983,2,3,4,139,2.0003
1983,2,3,5,129,2.9294
1983,3,1,1,533,5.8785
1983,3,1,2,310,5.2524
1983,3,1,3,200,5.9477
1983,3,1,4,235,6.9091
1983,3,1,5,457,3.9507
1983,3,2,1,104,3.8707
1983,3,2,2,117,6.3696
1983,3,2,3,86,2.9500
1983,3,2,4,93,5.4636
1983,3,2,5,142,2.3943
1983,3,3,1,90,2.7474
1983,3,3,2,133,3.6611
1983,3,3,3,145,1.4586
1983,3,3,4,139,3.5836
1983,3,3,5,129,4.5969
1983,4,1,1,533,7.0766
1983,4,1,2,309,9.5695
1983,4,1,3,200,5.8203
1983,4,1,4,232,7.1768
1983,4,1,5,451,7.1853
1983,4,2,1,103,6.6272
1983,4,2,2,117,7.9623
1983,4,2,3,86,6.8052
1983,4,2,4,93,4.8297
1983,4,2,5,142,6.0153
1983,4,3,1,90,5.2276
1983,4,3,2,133,5.0521
1983,4,3,3,143,7.3336
1983,4,3,4,139,8.0269
1983,4,3,5,129,7.2467
1983,5,1,1,529,10.1853
1983,5,1,2,309,10.4076
1983,5,1,3,200,9.2128
1983,5,1,4,229,11.0131
1983,5,1,5,446,10.5757
1983,5,2,1,103,5.0482
1983,5,2,2,117,3.9229
1983,5,2,3,86,4.3694
1983,5,2,4,93,3.4496
1983,5,2,5,143,9.0156
1983,5,3,1,90,1.6963
1983,5,3,2,133,0.9590
1983,5,3,3,143,-2.1896
1983,5,3,4,139,0.1733
1983,5,3,5,129,2.5476
1983,6,1,1,526,5.5906
1983,6,1,2,307,4.2914
1983,6,1,3,200,3.4030
1983,6,1,4,228,3.8218
1983,6,1,5,442,4.7072
1983,6,2,1,102,7.0317
1983,6,2,2,117,5.6150
1983,6,2,3,85,4.9441
1983,6,2,4,92,5.1937
1983,6,2,5,143,7.1028
1983,6,3,1,90,2.5198
1983,6,3,2,133,3.7559
1983,6,3,3,143,4.2594
1983,6,3,4,138,4.2216
1983,6,3,5,129,4.2959
1983,7,1,1,557,-2.4055
1983,7,1,2,300,-2.2103
1983,7,1,3,274,-2.3337
1983,7,1,4,285,-1.3099
1983,7,1,5,579,-3.0299
1983,7,2,1,116,-4.5283
1983,7,2,2,99,-0.9219
1983,7,2,3,121,-1.0728
1983,7,2,4,102,-2.7822
1983,7,2,5,143,-3.9730
1983,7,3,1,97,-3.3471
1983,7,3,2,124,-3.0653
1983,7,3,3,162,-3.4526
1983,7,3,4,135,-2.0279
1983,7,3,5,134,-4.6203
1983,8,1,1,555,-3.8299
1983,8,1,2,298,-2.9635
1983,8,1,3,273,-3.8107
1983,8,1,4,283,-4.2860
1983,8,1,5,575,-3.9067
1983,8,2,1,116,-2.8690
1983,8,2,2,97,-2.7699
1983,8,2,3,119,-2.9029
1983,8,2,4,102,-4.3288
1983,8,2,5,143,-3.1602
1983,8,3,1,97,1.3541
1983,8,3,2,123,3.1252
1983,8,3,3,162,-0.1936
1983,8,3,4,135,2.7460
1983,8,3,5,134,-0.5375
1983,9,1,1,551,-0.3750
1983,9,1,2,295,1.0442
1983,9,1,3,271,0.2652
1983,9,1,4,281,1.9853
1983,9,1,5,572,-2.1835
1983,9,2,1,116,2.1337
1983,9,2,2,95,2.9346
1983,9,2,3,117,4.3085
1983,9,2,4,101,3.4873
1983,9,2,5,143,0.7633
1983,9,3,1,97,2.6733
1983,9,3,2,122,1.5445
1983,9,3,3,162,2.2425
1983,9,3,4,134,0.5727
1983,9,3,5,134,1.9815
1983,10,1,1,550,-5.6692
1983,10,1,2,294,-4.2651
1983,10,1,3,271,-7.3315
1983,10,1,4,280,-6.2854
1983,10,1,5,564,-8.2735
1983,10,2,1,115,-5.8188
1983,10,2,2,95,-4.4712
1983,10,2,3,117,-4.6049
1983,10,2,4,101,-4.6697
1983,10,2,5,142,-7.6348
1983,10,3,1,97,-3.3880
1983,10,3,2,120,-1.2554
1983,10,3,3,162,-0.7388
1983,10,3,4,132,-0.5871
1983,10,3,5,134,-3.4054
1983,11,1,1,547,4.8387
1983,11,1,2,290,4.5054
1983,11,1,3,270,3.1738
1983,11,1,4,280,3.5792
1983,11,1,5,561,1.4992
1983,11,2,1,115,6.6858
1983,11,2,2,94,5.6920
1983,11,2,3,115,4.0175
1983,11,2,4,100,6.1470
1983,11,2,5,141,4.6123
1983,11,3,1,97,3.6018
1983,11,3,2,119,3.3388
1983,11,3,3,162,1.2313
1983,11,3,4,132,1.5765
1983,11,3,5,134,2.3973
1983,12,1,1,544,-1.3179
1983,12,1,2,290,-1.4115
1983,12,1,3,269,-0.7140
1983,12,1,4,279,-1.9169
1983,12,1,5,559,-2.9290
1983,12,2,1,114,-2.3157
1983,12,2,2,94,-0.9456
1983,12,2,3,115,-0.2976
1983,12,2,4,100,-1.4023
1983,12,2,5,141,-1.3603
1983,12,3,1,97,-0.7730
1983,12,3,2,119,-1.0708
1983,12,3,3,162,-0.1538
1983,12,3,4,132,-1.3979
1983,12,3,5,134,-1.2283
1984,1,1,1,540,0.2708
1984,1,1,2,289,-0.3838
1984,1,1,3,266,0.0680
1984,1,1,4,278,-0.1865
1984,1,1,5,555,-0.4874
1984,1,2,1,113,-1.7655
1984,1,2,2,94,-2.6317
1984,1,2,3,115,-3.0950
1984,1,2,4,100,-3.2627
1984,1,2,5,141,-2.6764
1984,1,3,1,96,-3.2530
1984,1,3,2,118,1.9678
1984,1,3,3,162,-2.1940
1984,1,3,4,132,0.0005
1984,1,3,5,132,-2.7898
1984,2,1,1,537,-5.5862
1984,2,1,2,286,-6.4919
1984,2,1,3,262,-6.0605
1984,2,1,4,274,-5.6822
1984,2,1,5,544,-6.0008
1984,2,2,1,112,-5.3359
1984,2,2,2,93,-5.3488
1984,2,2,3,115,-4.8376
1984,2,2,4,100,-5.3065
1984,2,2,5,141,-4.8625
1984,2,3,1,96,-5.1643
1984,2,3,2,118,-3.0266
1984,2,3,3,161,-3.2346
1984,2,3,4,132,-2.1321
1984,2,3,5,132,-5.7979
1984,3,1,1,532,1.3976
1984,3,1,2,286,2.0960
1984,3,1,3,257,0.6710
1984,3,1,4,272,1.6993
1984,3,1,5,540,-1.1230
1984,3,2,1,112,-0.1170
1984,3,2,2,93,1.2899
1984,3,2,3,113,1.4903
1984,3,2,4,98,0.4947
1984,3,2,5,138,3.1954
1984,3,3,1,96,1.7910
1984,3,3,2,118,0.6850
1984,3,3,3,161,2.1594
1984,3,3,4,131,0.8395
1984,3,3,5,131,1.9627
1984,4,1,1,530,-1.3078
1984,4,1,2,287,-0.8288
1984,4,1,3,258,-1.9635
1984,4,1,4,271,-1.4431
1984,4,1,5,537,-2.9827
1984,4,2,1,112,0.6447
1984,4,2,2,90,1.1770
1984,4,2,3,113,0.8989
1984,4,2,4,98,-0.0706
1984,4,2,5,136,-0.8693
1984,4,3,1,96,1.7451
1984,4,3,2,118,2.2102
1984,4,3,3,161,1.3367
1984,4,3,4,131,-0.6493
1984,4,3,5,131,-0.8699
1984,5,1,1,528,-5.4757
1984,5,1,2,285,-3.7723
1984,5,1,3,258,-3.6249
1984,5,1,4,268,-4.1570
1984,5,1,5,533,-6.2161
1984,5,2,1,111,-4.2746
1984,5,2,2,89,-5.3742
1984,5,2,3,113,-3.9520
1984,5,2,4,98,-5.5992
1984,5,2,5,134,-7.2846
1984,5,3,1,96,-6.9198
1984,5,3,2,118,-4.0382
1984,5,3,3,160,-5.3037
1984,5,3,4,131,-3.9344
1984,5,3,5,131,-4.0174
1984,6,1,1,523,3.3687
1984,6,1,2,283,4.0962
1984,6,1,3,257,1.7262
1984,6,1,4,266,2.0838
1984,6,1,5,523,0.0404
1984,6,2,1,110,2.6589
1984,6,2,2,89,3.8941
1984,6,2,3,112,3.9179
1984,6,2,4,97,3.9328
1984,6,2,5,134,1.4957
1984,6,3,1,96,2.9940
1984,6,3,2,118,3.8697
1984,6,3,3,160,1.6190
1984,6,3,4,131,2.1220
1984,6,3,5,131,2.3805
1984,7,1,1,497,-6.5377
1984,7,1,2,299,-2.4886
1984,7,1,3,363,-3.8200
1984,7,1,4,275,-5.0405
1984,7,1,5,647,-6.1701
1984,7,2,1,118,-4.7208
1984,7,2,2,109,-3.2926
1984,7,2,3,102,-4.0576
1984,7,2,4,102,-4.6401
1984,7,2,5,127,-6.3952
1984,7,3,1,89,-2.2988
1984,7,3,2,126,-1.7956
1984,7,3,3,151,-0.9521
1984,7,3,4,149,-1.3950
1984,7,3,5,118,-3.5569
1984,8,1,1,491,10.5961
1984,8,1,2,293,9.3291
1984,8,1,3,362,9.5831
1984,8,1,4,273,10.7197
1984,8,1,5,641,10.0804
1984,8,2,1,118,12.7603
1984,8,2,2,108,12.6573
1984,8,2,3,102,11.2222
1984,8,2,4,102,11.3587
1984,8,2,5,125,15.2036
1984,8,3,1,89,11.6880
1984,8,3,2,125,11.2878
1984,8,3,3,150,11.3366
1984,8,3,4,147,10.0975
1984,8,3,5,118,11.4566
1984,9,1,1,487,-1.1483
1984,9,1,2,292,-0.3149
1984,9,1,3,358,0.5362
1984,9,1,4,273,-0.8273
1984,9,1,5,639,-1.2051
1984,9,2,1,118,-1.0186
1984,9,2,2,107,-0.0099
1984,9,2,3,100,-0.4467
1984,9,2,4,102,-0.7496
1984,9,2,5,126,-2.1924
1984,9,3,1,89,-2.2750
1984,9,3,2,124,0.3459
1984,9,3,3,150,-0.9056
1984,9,3,4,146,-0.0256
1984,9,3,5,118,0.0864
1984,10,1,1,481,-3.5851
1984,10,1,2,287,-1.4588
1984,10,1,3,354,-1.3008
1984,10,1,4,271,-3.4614
1984,10,1,5,631,-4.1136
1984,10,2,1,118,-1.3329
1984,10,2,2,103,-0.8724
1984,10,2,3,100,-1.0102
1984,10,2,4,101,-0.0709
1984,10,2,5,125,-1.6152
1984,10,3,1,87,0.0494
1984,10,3,2,124,0.0479
1984,10,3,3,150,0.5638
1984,10,3,4,146,0.1926
1984,10,3,5,117,0.4685
1984,11,1,1,476,-4.1478
1984,11,1,2,286,-2.4542
1984,11,1,3,349,-2.4716
1984,11,1,4,269,-3.7829
1984,11,1,5,620,-4.1594
1984,11,2,1,117,-1.6377
1984,11,2,2,102,-0.2028
1984,11,2,3,100,-1.7206
1984,11,2,4,102,-0.5517
1984,11,2,5,125,-3.4654
1984,11,3,1,87,-0.7885
1984,11,3,2,123,-1.0005
1984,11,3,3,149,-1.8548
1984,11,3,4,145,-0.0966
1984,11,3,5,117,-0.7658
1984,12,1,1,470,1.1158
1984,12,1,2,280,1.5874
1984,12,1,3,345,0.6319
1984,12,1,4,269,1.1301
1984,12,1,5,608,-0.9189
1984,12,2,1,117,2.2371
1984,12,2,2,102,2.5955
1984,12,2,3,100,2.4124
1984,12,2,4,101,2.0110
1984,12,2,5,125,2.3513
1984,12,3,1,85,2.6720
1984,12,3,2,121,3.3634
1984,12,3,3,149,1.8396
1984,12,3,4,144,1.6616
1984,12,3,5,117,1.8994
1985,1,1,1,468,14.0469
1985,1,1,2,279,10.2664
1985,1,1,3,342,11.7115
1985,1,1,4,266,12.6029
1985,1,1,5,605,11.9343
1985,1,2,1,116,10.3549
1985,1,2,2,102,9.1813
1985,1,2,3,100,13.0312
1985,1,2,4,101,11.2157
1985,1,2,5,125,12.3715
1985,1,3,1,85,8.5430
1985,1,3,2,121,6.6124
1985,1,3,3,148,7.8021
1985,1,3,4,143,8.1688
1985,1,3,5,117,8.6263
1985,2,1,1,460,3.3492
1985,2,1,2,278,3.9065
1985,2,1,3,342,3.8552
1985,2,1,4,263,3.0123
1985,2,1,5,596,3.2769
1985,2,2,1,115,1.5714
1985,2,2,2,100,2.1972
1985,2,2,3,100,1.4889
1985,2,2,4,100,2.3815
1985,2,2,5,125,1.5465
1985,2,3,1,85,1.7717
1985,2,3,2,121,1.3128
1985,2,3,3,148,1.3505
1985,2,3,4,142,1.9924
1985,2,3,5,116,1.0903
1985,3,1,1,454,-1.9875
1985,3,1,2,275,-1.9452
1985,3,1,3,338,-1.0593
1985,3,1,4,262,-1.5613
1985,3,1,5,590,-2.1133
1985,3,2,1,114,-2.0598
1985,3,2,2,99,-0.5073
1985,3,2,3,99,-2.9235
1985,3,2,4,97,-0.9342
1985,3,2,5,125,-2.0225
1985,3,3,1,85,0.6249
1985,3,3,2,121,0.2051
1985,3,3,3,148,-1.4643
1985,3,3,4,141,1.4148
1985,3,3,5,115,0.8902
1985,4,1,1,450,-3.5359
1985,4,1,2,273,-1.7328
1985,4,1,3,335,-0.5883
1985,4,1,4,261,0.6763
1985,4,1,5,586,-1.4084
1985,4,2,1,114,-1.9708
1985,4,2,2,98,-1.1097
1985,4,2,3,99,-1.5645
1985,4,2,4,97,-0.6964
1985,4,2,5,125,-2.4527
1985,4,3,1,85,-0.9104
1985,4,3,2,121,-1.0327
1985,4,3,3,148,-0.3700
1985,4,3,4,141,-0.8865
1985,4,3,5,115,-0.7413
1985,5,1,1,444,3.2777
1985,5,1,2,273,3.0960
1985,5,1,3,334,2.2377
1985,5,1,4,260,2.4357
1985,5,1,5,583,2.2138
1985,5,2,1,112,3.8291
1985,5,2,2,98,3.5903
1985,5,2,3,99,3.8582
1985,5,2,4,97,4.6044
1985,5,2,5,125,4.7014
1985,5,3,1,85,5.5823
1985,5,3,2,121,7.2830
1985,5,3,3,148,4.3254
1985,5,3,4,141,6.5440
1985,5,3,5,115,7.9525
1985,6,1,1,441,-0.7982
1985,6,1,2,269,-0.3235
1985,6,1,3,328,1.3994
1985,6,1,4,257,1.2509
1985,6,1,5,579,0.1526
1985,6,2,1,112,1.3948
1985,6,2,2,98,1.3548
1985,6,2,3,98,1.5007
1985,6,2,4,91,1.2176
1985,6,2,5,124,1.8446
1985,6,3,1,83,0.9658
1985,6,3,2,121,0.8953
1985,6,3,3,148,1.0668
1985,6,3,4,141,2.6584
1985,6,3,5,115,2.6513
1985,7,1,1,447,3.9754
1985,7,1,2,340,2.2982
1985,7,1,3,315,2.1000
1985,7,1,4,329,2.2317
1985,7,1,5,707,2.8405
1985,7,2,1,96,2.9317
1985,7,2,2,116,1.9499
1985,7,2,3,114,2.2349
1985,7,2,4,107,3.0393
1985,7,2,5,152,3.1487
1985,7,3,1,98,-0.9483
1985,7,3,2,130,-0.2950
1985,7,3,3,149,-0.4551
1985,7,3,4,144,0.8248
1985,7,3,5,113,-1.0606
1985,8,1,1,440,-1.0837
1985,8,1,2,335,-0.3476
1985,8,1,3,312,0.6742
1985,8,1,4,324,-1.2533
1985,8,1,5,706,-1.3452
1985,8,2,1,95,-1.3995
1985,8,2,2,116,-0.4243
1985,8,2,3,114,0.1701
1985,8,2,4,107,-0.9840
1985,8,2,5,152,-1.8596
1985,8,3,1,98,-0.4434
1985,8,3,2,130,-0.1134
1985,8,3,3,149,-0.0937
1985,8,3,4,144,-0.8705
1985,8,3,5,112,-0.2577
1985,9,1,1,432,-5.9040
1985,9,1,2,332,-3.2378
1985,9,1,3,308,-5.2759
1985,9,1,4,322,-5.5245
1985,9,1,5,701,-7.0366
1985,9,2,1,95,-6.7931
1985,9,2,2,116,-4.9969
1985,9,2,3,113,-5.8046
1985,9,2,4,106,-5.0958
1985,9,2,5,151,-6.8754
1985,9,3,1,97,-1.9720
1985,9,3,2,129,-2.9112
1985,9,3,3,148,-3.9613
1985,9,3,4,144,-2.8758
1985,9,3,5,112,-4.4389
1985,10,1,1,431,2.6479
1985,10,1,2,329,2.1725
1985,10,1,3,308,2.6459
1985,10,1,4,319,1.3474
1985,10,1,5,695,1.9235
1985,10,2,1,95,4.8377
1985,10,2,2,116,3.8125
1985,10,2,3,113,6.3786
1985,10,2,4,105,2.9574
1985,10,2,5,151,1.3886
1985,10,3,1,95,3.0428
1985,10,3,2,129,4.1136
1985,10,3,3,147,4.9874
1985,10,3,4,141,3.8346
1985,10,3,5,112,4.9243
1985,11,1,1,422,5.2105
1985,11,1,2,324,5.2797
1985,11,1,3,305,5.1081
1985,11,1,4,318,5.8634
1985,11,1,5,692,6.5324
1985,11,2,1,94,6.0577
1985,11,2,2,115,5.9323
1985,11,2,3,112,7.7989
1985,11,2,4,103,8.0977
1985,11,2,5,150,7.0787
1985,11,3,1,95,7.6705
1985,11,3,2,129,7.4696
1985,11,3,3,147,5.6276
1985,11,3,4,139,8.2582
1985,11,3,5,112,5.3310
1985,12,1,1,416,2.5698
1985,12,1,2,320,3.7732
1985,12,1,3,304,4.9797
1985,12,1,4,315,4.7228
1985,12,1,5,682,2.9920
1985,12,2,1,94,4.7597
1985,12,2,2,112,3.3975
1985,12,2,3,110,5.1814
1985,12,2,4,103,4.8498
1985,12,2,5,150,4.8418
1985,12,3,1,93,4.6041
1985,12,3,2,129,4.8831
1985,12,3,3,147,3.7882
1985,12,3,4,138,5.0852
1985,12,3,5,112,3.5828
1986,1,1,1,412,3.2278
1986,1,1,2,319,1.6005
1986,1,1,3,299,0.6149
1986,1,1,4,311,2.3995
1986,1,1,5,673,3.2665
1986,1,2,1,94,1.8423
1986,1,2,2,111,1.2854
1986,1,2,3,108,0.2597
1986,1,2,4,102,1.4127
1986,1,2,5,150,1.2002
1986,1,3,1,93,-1.3583
1986,1,3,2,128,-0.4587
1986,1,3,3,145,0.4486
1986,1,3,4,137,0.9336
1986,1,3,5,112,2.3202
1986,2,1,1,409,7.1847
1986,2,1,2,316,5.3889
1986,2,1,3,299,5.7310
1986,2,1,4,308,5.2442
1986,2,1,5,666,5.8720
1986,2,2,1,92,6.8527
1986,2,2,2,111,6.3647
1986,2,2,3,108,7.9646
1986,2,2,4,102,6.9965
1986,2,2,5,148,6.6172
1986,2,3,1,93,8.3258
1986,2,3,2,126,8.5666
1986,2,3,3,145,7.4578
1986,2,3,4,137,6.5552
1986,2,3,5,112,8.5207
1986,3,1,1,407,5.4582
1986,3,1,2,313,5.0484
1986,3,1,3,298,5.3372
1986,3,1,4,305,5.4174
1986,3,1,5,665,3.8631
1986,3,2,1,91,6.9995
1986,3,2,2,110,4.3693
1986,3,2,3,108,5.0513
1986,3,2,4,101,5.6507
1986,3,2,5,148,5.3775
1986,3,3,1,93,6.1881
1986,3,3,2,126,5.2194
1986,3,3,3,144,5.9221
1986,3,3,4,137,5.3206
1986,3,3,5,111,3.8354
1986,4,1,1,402,0.3356
1986,4,1,2,314,2.1207
1986,4,1,3,296,2.5589
1986,4,1,4,300,1.5715
1986,4,1,5,660,1.4612
1986,4,2,1,90,1.8760
1986,4,2,2,110,1.7237
1986,4,2,3,108,2.7967
1986,4,2,4,101,-0.2255
1986,4,2,5,146,1.2461
1986,4,3,1,93,-0.1354
1986,4,3,2,124,-0.7989
1986,4,3,3,144,0.2702
1986,4,3,4,137,-0.9374
1986,4,3,5,111,-1.3910
1986,5,1,1,395,3.1746
1986,5,1,2,312,4.5505
1986,5,1,3,293,3.9464
1986,5,1,4,296,4.5325
1986,5,1,5,652,3.4117
1986,5,2,1,88,5.5871
1986,5,2,2,110,3.0051
1986,5,2,3,108,3.7429
1986,5,2,4,100,3.4767
1986,5,2,5,145,2.5223
1986,5,3,1,93,7.1980
1986,5,3,2,121,5.6447
1986,5,3,3,143,6.2573
1986,5,3,4,137,3.3859
1986,5,3,5,109,5.0189
1986,6,1,1,393,1.1021
1986,6,1,2,311,1.1565
1986,6,1,3,292,-1.4799
1986,6,1,4,288,-0.4037
1986,6,1,5,641,-0.9819
1986,6,2,1,88,-1.1447
1986,6,2,2,110,0.4714
1986,6,2,3,108,-0.1376
1986,6,2,4,100,1.4805
1986,6,2,5,144,-0.2179
1986,6,3,1,92,2.0832
1986,6,3,2,120,1.8435
1986,6,3,3,143,1.7358
1986,6,3,4,137,1.5006
1986,6,3,5,108,0.2181
1986,7,1,1,577,-8.2550
1986,7,1,2,374,-8.7253
1986,7,1,3,295,-9.5472
1986,7,1,4,335,-8.6563
1986,7,1,5,636,-8.9113
1986,7,2,1,127,-9.8737
1986,7,2,2,123,-7.2917
1986,7,2,3,108,-8.6294
1986,7,2,4,116,-9.2015
1986,7,2,5,149,-11.5274
1986,7,3,1,100,-7.6453
1986,7,3,2,118,-5.2644
1986,7,3,3,144,-3.7407
1986,7,3,4,132,-4.0467
1986,7,3,5,137,-7.8677
1986,8,1,1,570,1.5597
1986,8,1,2,367,1.8829
1986,8,1,3,293,1.0814
1986,8,1,4,333,1.5408
1986,8,1,5,627,0.8260
1986,8,2,1,127,4.5560
1986,8,2,2,123,4.6856
1986,8,2,3,108,4.1874
1986,8,2,4,116,5.1139
1986,8,2,5,148,2.6206
