year,month,rank_ME,rank_dNOA,nstocks,ret_vw
1982,2,3,2,121,-2.7720
1982,2,3,3,150,-4.9521
1982,2,3,4,157,-3.6632
1982,2,3,5,159,-9.8795
1982,3,1,1,621,-0.9951
1982,3,1,2,316,0.4511
1982,3,1,3,197,-0.9202
1982,3,1,4,269,-1.8759
1982,3,1,5,378,-1.3824
1982,3,2,1,118,1.2318
1982,3,2,2,104,0.4026
1982,3,2,3,88,1.1202
1982,3,2,4,124,-0.4219
1982,3,2,5,183,-2.7778
1982,3,3,1,73,1.5928
1982,3,3,2,121,-0.7249
1982,3,3,3,150,-0.0279
1982,3,3,4,157,-0.0855
1982,3,3,5,159,-3.3774
1982,4,1,1,616,4.8195
1982,4,1,2,310,5.6383
1982,4,1,3,197,5.2123
1982,4,1,4,265,6.7881
1982,4,1,5,378,7.3780
1982,4,2,1,118,6.3349
1982,4,2,2,104,5.7371
1982,4,2,3,85,4.5924
1982,4,2,4,124,5.0806
1982,4,2,5,181,6.3908
1982,4,3,1,73,5.5283
1982,4,3,2,120,3.3856
1982,4,3,3,150,2.3864
1982,4,3,4,156,5.6916
1982,4,3,5,158,6.3119
1982,5,1,1,609,-2.0944
1982,5,1,2,309,-0.4361
1982,5,1,3,195,-1.6869
1982,5,1,4,264,-2.0144
1982,5,1,5,375,-1.4234
1982,5,2,1,117,-3.2949
1982,5,2,2,104,-2.3889
1982,5,2,3,85,-1.5101
1982,5,2,4,123,-3.1954
1982,5,2,5,181,-4.0912
1982,5,3,1,73,-2.3451
1982,5,3,2,119,-1.6174
1982,5,3,3,150,-2.2753
1982,5,3,4,156,-2.6806
1982,5,3,5,156,-3.5743
1982,6,1,1,603,-1.8565
1982,6,1,2,303,-1.8835
1982,6,1,3,194,-1.7268
1982,6,1,4,263,-2.4017
1982,6,1,5,374,-3.4006
1982,6,2,1,116,-2.2299
1982,6,2,2,104,-0.3763
1982,6,2,3,85,0.1833
1982,6,2,4,123,-2.5195
1982,6,2,5,181,-2.3235
1982,6,3,1,73,1.0596
1982,6,3,2,119,-2.7004
1982,6,3,3,149,-1.5316
1982,6,3,4,156,-1.8936
1982,6,3,5,157,-2.7147
1982,7,1,1,545,0.0112
1982,7,1,2,360,-0.5297
1982,7,1,3,219,-0.6898
1982,7,1,4,269,-0.6401
1982,7,1,5,525,-3.7970
1982,7,2,1,115,-1.4338
1982,7,2,2,109,-0.9318
1982,7,2,3,92,-0.0025
1982,7,2,4,121,0.0728
1982,7,2,5,163,-3.5675
1982,7,3,1,79,-1.6280
1982,7,3,2,126,-0.9140
1982,7,3,3,157,-0.8392
1982,7,3,4,143,-2.2303
1982,7,3,5,155,-6.0490
1982,8,1,1,538,5.5830
1982,8,1,2,356,5.5103
1982,8,1,3,219,6.6319
1982,8,1,4,267,5.0851
1982,8,1,5,518,6.7893
1982,8,2,1,112,10.0065
1982,8,2,2,108,10.4390
1982,8,2,3,92,10.2169
1982,8,2,4,121,9.7141
1982,8,2,5,162,8.5715
1982,8,3,1,79,12.9082
1982,8,3,2,125,11.9563
1982,8,3,3,156,12.8480
1982,8,3,4,142,11.9917
1982,8,3,5,154,13.8426
1982,9,1,1,536,5.1242
1982,9,1,2,357,4.3871
1982,9,1,3,219,3.9079
1982,9,1,4,267,3.5381
1982,9,1,5,519,1.1155
1982,9,2,1,112,2.8086
1982,9,2,2,107,4.7070
1982,9,2,3,92,5.5565
1982,9,2,4,120,4.1896
1982,9,2,5,162,0.3371
1982,9,3,1,78,1.6866
1982,9,3,2,123,0.1663
1982,9,3,3,157,0.9053
1982,9,3,4,143,1.3927
1982,9,3,5,154,0.7452
1982,10,1,1,525,12.3249
1982,10,1,2,354,12.3648
1982,10,1,3,217,11.6446
1982,10,1,4,268,13.0948
1982,10,1,5,515,15.3735
1982,10,2,1,106,11.4179
1982,10,2,2,107,12.1097
1982,10,2,3,92,11.4917
1982,10,2,4,120,12.7174
1982,10,2,5,162,15.6019
1982,10,3,1,78,14.0492
1982,10,3,2,122,11.5767
1982,10,3,3,157,9.8618
1982,10,3,4,143,8.7550
1982,10,3,5,154,15.2301
1982,11,1,1,518,10.8977
1982,11,1,2,355,10.1897
1982,11,1,3,217,7.9382
1982,11,1,4,268,9.9368
1982,11,1,5,511,9.1967
1982,11,2,1,105,9.6725
1982,11,2,2,105,8.3461
1982,11,2,3,92,8.0767
1982,11,2,4,118,9.0037
1982,11,2,5,161,7.0690
1982,11,3,1,78,5.8386
1982,11,3,2,121,5.5324
1982,11,3,3,157,4.0021
1982,11,3,4,143,3.4592
1982,11,3,5,154,5.2987
1982,12,1,1,515,2.6697
1982,12,1,2,356,1.5483
1982,12,1,3,214,3.0800
1982,12,1,4,266,1.8859
1982,12,1,5,507,1.9859
1982,12,2,1,105,0.8616
1982,12,2,2,105,3.1386
1982,12,2,3,92,-0.2721
1982,12,2,4,117,0.6637
1982,12,2,5,160,1.4809
1982,12,3,1,78,1.0180
1982,12,3,2,121,0.9983
1982,12,3,3,157,0.4643
1982,12,3,4,142,4.2699
1982,12,3,5,154,0.0814
1983,1,1,1,511,10.0911
1983,1,1,2,356,7.6403
1983,1,1,3,212,8.9156
1983,1,1,4,264,9.2678
1983,1,1,5,506,11.2633
1983,1,2,1,104,6.3108
1983,1,2,2,105,3.6979
1983,1,2,3,91,6.1269
1983,1,2,4,115,5.7433
1983,1,2,5,161,8.6062
1983,1,3,1,78,5.2479
1983,1,3,2,120,1.9927
1983,1,3,3,156,5.8235
1983,1,3,4,142,2.2989
1983,1,3,5,154,5.2930
1983,2,1,1,502,8.7510
1983,2,1,2,350,6.6500
1983,2,1,3,211,5.4463
1983,2,1,4,264,6.8464
1983,2,1,5,499,3.2306
1983,2,2,1,104,5.5788
1983,2,2,2,103,8.5161
1983,2,2,3,90,5.9150
1983,2,2,4,116,5.7144
1983,2,2,5,159,3.3586
1983,2,3,1,77,2.7172
1983,2,3,2,120,4.4456
1983,2,3,3,155,2.7914
1983,2,3,4,142,2.1628
1983,2,3,5,154,2.0075
1983,3,1,1,498,6.3733
1983,3,1,2,348,5.9017
1983,3,1,3,210,8.3234
1983,3,1,4,263,4.6493
1983,3,1,5,494,3.4982
1983,3,2,1,104,7.3590
1983,3,2,2,103,3.7710
1983,3,2,3,89,4.6885
1983,3,2,4,115,4.6044
1983,3,2,5,159,1.5064
1983,3,3,1,75,3.8432
1983,3,3,2,120,4.0969
1983,3,3,3,156,2.3242
1983,3,3,4,142,2.4895
1983,3,3,5,154,3.0728
1983,4,1,1,497,8.0375
1983,4,1,2,346,7.9902
1983,4,1,3,210,5.9262
1983,4,1,4,258,9.0040
1983,4,1,5,492,6.7689
1983,4,2,1,103,6.9897
1983,4,2,2,103,8.4368
1983,4,2,3,89,7.6671
1983,4,2,4,115,5.7196
1983,4,2,5,159,5.8629
1983,4,3,1,75,7.3745
1983,4,3,2,120,4.9733
1983,4,3,3,155,6.7703
1983,4,3,4,141,8.7707
1983,4,3,5,154,5.2346
1983,5,1,1,491,8.6061
1983,5,1,2,345,8.6478
1983,5,1,3,209,10.0520
1983,5,1,4,256,10.8974
1983,5,1,5,490,12.3058
1983,5,2,1,103,5.4040
1983,5,2,2,103,3.6275
1983,5,2,3,89,3.8640
1983,5,2,4,116,5.5239
1983,5,2,5,159,7.3024
1983,5,3,1,75,0.7980
1983,5,3,2,120,-0.4783
1983,5,3,3,155,-1.4157
1983,5,3,4,141,-0.9823
1983,5,3,5,154,4.2172
1983,6,1,1,486,6.2819
1983,6,1,2,344,3.7472
1983,6,1,3,208,3.9654
1983,6,1,4,257,4.8293
1983,6,1,5,487,3.3021
1983,6,2,1,102,5.5631
1983,6,2,2,103,5.1966
1983,6,2,3,88,5.3948
1983,6,2,4,116,6.5970
1983,6,2,5,158,6.7004
1983,6,3,1,75,3.5973
1983,6,3,2,120,3.3812
1983,6,3,3,154,2.8982
1983,6,3,4,141,5.4365
1983,6,3,5,154,4.2033
1983,7,1,1,567,-1.2442
1983,7,1,2,352,-1.3115
1983,7,1,3,267,-0.7784
1983,7,1,4,330,-3.3060
1983,7,1,5,593,-4.2517
1983,7,2,1,97,-4.3231
1983,7,2,2,110,-0.5540
1983,7,2,3,103,-1.1826
1983,7,2,4,120,-3.2435
1983,7,2,5,180,-4.0518
1983,7,3,1,81,-1.3006
1983,7,3,2,122,-1.7213
1983,7,3,3,139,-2.7991
1983,7,3,4,155,-4.3210
1983,7,3,5,169,-4.8815
1983,8,1,1,562,-3.4210
1983,8,1,2,351,-4.0827
1983,8,1,3,267,-3.1306
1983,8,1,4,326,-3.6929
1983,8,1,5,591,-3.9879
1983,8,2,1,96,-4.4623
1983,8,2,2,108,-2.4314
1983,8,2,3,103,-2.8280
1983,8,2,4,120,-2.7134
1983,8,2,5,179,-3.4314
1983,8,3,1,81,0.0619
1983,8,3,2,121,1.4653
1983,8,3,3,139,1.9047
1983,8,3,4,155,1.7850
1983,8,3,5,169,-0.3522
1983,9,1,1,557,-0.4670
1983,9,1,2,349,1.3945
1983,9,1,3,266,0.6535
1983,9,1,4,322,0.7867
1983,9,1,5,588,-2.5027
1983,9,2,1,94,3.5078
1983,9,2,2,105,3.4973
1983,9,2,3,103,4.0090
1983,9,2,4,120,2.5505
1983,9,2,5,179,0.8351
1983,9,3,1,81,3.3485
1983,9,3,2,121,1.5768
1983,9,3,3,138,2.1467
1983,9,3,4,154,1.1486
1983,9,3,5,169,1.5028
1983,10,1,1,556,-5.8989
1983,10,1,2,346,-4.7009
1983,10,1,3,265,-4.5275
1983,10,1,4,320,-5.8608
1983,10,1,5,582,-9.2283
1983,10,2,1,94,-4.9581
1983,10,2,2,105,-4.0047
1983,10,2,3,103,-4.9218
1983,10,2,4,119,-3.9115
1983,10,2,5,178,-9.0165
1983,10,3,1,80,-1.7463
1983,10,3,2,120,-0.0919
1983,10,3,3,137,-0.5539
1983,10,3,4,153,-2.7138
1983,10,3,5,169,-3.3783
1983,11,1,1,551,5.2500
1983,11,1,2,347,4.2760
1983,11,1,3,261,3.3524
1983,11,1,4,319,2.9866
1983,11,1,5,579,1.8916
1983,11,2,1,94,6.1373
1983,11,2,2,104,5.3559
1983,11,2,3,101,5.5172
1983,11,2,4,118,5.6280
1983,11,2,5,177,5.1462
1983,11,3,1,80,4.1468
1983,11,3,2,120,3.1838
1983,11,3,3,136,1.0331
1983,11,3,4,153,1.8445
1983,11,3,5,169,3.3473
1983,12,1,1,549,-0.6010
1983,12,1,2,344,-1.4979
1983,12,1,3,261,-0.2441
1983,12,1,4,319,-2.1741
1983,12,1,5,575,-3.6039
1983,12,2,1,93,-0.6742
1983,12,2,2,104,-0.9371
1983,12,2,3,101,-1.0127
1983,12,2,4,118,-1.8600
1983,12,2,5,177,-2.0496
1983,12,3,1,80,0.6663
1983,12,3,2,120,-0.8891
1983,12,3,3,136,0.0172
1983,12,3,4,153,-1.5414
1983,12,3,5,169,-2.0365
1984,1,1,1,545,1.0712
1984,1,1,2,339,0.4436
1984,1,1,3,259,-0.9981
1984,1,1,4,317,-0.2882
1984,1,1,5,571,-1.2289
1984,1,2,1,92,-1.6985
1984,1,2,2,104,-0.7309
1984,1,2,3,101,-3.0944
1984,1,2,4,118,-1.7861
1984,1,2,5,177,-4.9838
1984,1,3,1,80,-3.5192
1984,1,3,2,120,-1.3261
1984,1,3,3,135,-0.6916
1984,1,3,4,152,1.9977
1984,1,3,5,167,-3.7709
1984,2,1,1,536,-5.9717
1984,2,1,2,337,-5.7039
1984,2,1,3,253,-5.4398
1984,2,1,4,315,-5.7028
1984,2,1,5,563,-6.6369
1984,2,2,1,91,-3.9438
1984,2,2,2,103,-4.9624
1984,2,2,3,101,-5.1793
1984,2,2,4,118,-5.0812
1984,2,2,5,177,-6.0562
1984,2,3,1,80,-6.4177
1984,2,3,2,120,-4.0067
1984,2,3,3,134,-2.6355
1984,2,3,4,152,-2.5798
1984,2,3,5,167,-4.9056
1984,3,1,1,527,1.9243
1984,3,1,2,336,1.5429
1984,3,1,3,252,0.7667
1984,3,1,4,313,1.5745
1984,3,1,5,558,-1.2382
1984,3,2,1,91,1.5774
1984,3,2,2,102,2.5905
1984,3,2,3,101,1.5647
1984,3,2,4,116,-0.0516
1984,3,2,5,173,1.2953
1984,3,3,1,80,4.2644
1984,3,3,2,120,2.1147
1984,3,3,3,134,1.4995
1984,3,3,4,150,1.0996
1984,3,3,5,167,0.3176
1984,4,1,1,526,-1.1226
1984,4,1,2,337,-0.2596
1984,4,1,3,251,-1.9379
1984,4,1,4,311,-2.5173
1984,4,1,5,556,-2.8577
1984,4,2,1,91,1.4284
1984,4,2,2,100,0.3580
1984,4,2,3,101,-0.1001
1984,4,2,4,115,0.9081
1984,4,2,5,171,-0.6644
1984,4,3,1,80,-0.9071
1984,4,3,2,120,2.3602
1984,4,3,3,134,1.1706
1984,4,3,4,150,0.9535
1984,4,3,5,167,-0.6224
1984,5,1,1,522,-5.1756
1984,5,1,2,334,-5.6825
1984,5,1,3,248,-3.0377
1984,5,1,4,312,-4.6682
1984,5,1,5,553,-5.0677
1984,5,2,1,90,-5.5754
1984,5,2,2,99,-4.3738
1984,5,2,3,100,-2.5996
1984,5,2,4,115,-6.1604
1984,5,2,5,170,-6.6276
1984,5,3,1,80,-6.6458
1984,5,3,2,120,-6.6225
1984,5,3,3,134,-4.0526
1984,5,3,4,149,-4.7661
1984,5,3,5,167,-3.3433
1984,6,1,1,513,3.8338
1984,6,1,2,334,4.0344
1984,6,1,3,245,2.2917
1984,6,1,4,311,1.5793
1984,6,1,5,547,-0.0631
1984,6,2,1,89,4.1790
1984,6,2,2,99,1.1816
1984,6,2,3,100,2.8895
1984,6,2,4,114,4.2256
1984,6,2,5,169,3.5524
1984,6,3,1,80,2.0771
1984,6,3,2,120,3.3449
1984,6,3,3,134,2.1454
1984,6,3,4,149,1.7683
1984,6,3,5,167,3.4084
1984,7,1,1,553,-5.3209
1984,7,1,2,310,-4.3091
1984,7,1,3,290,-5.1231
1984,7,1,4,323,-3.1105
1984,7,1,5,721,-6.2204
1984,7,2,1,100,-5.5169
1984,7,2,2,87,-3.1549
1984,7,2,3,107,-3.3038
1984,7,2,4,113,-4.2705
1984,7,2,5,178,-5.9664
1984,7,3,1,82,-1.9025
1984,7,3,2,136,-2.9364
1984,7,3,3,133,-0.8842
1984,7,3,4,145,-0.5313
1984,7,3,5,151,-2.1198
1984,8,1,1,542,9.2509
1984,8,1,2,306,9.6097
1984,8,1,3,288,8.3853
1984,8,1,4,320,11.1318
1984,8,1,5,719,10.7603
1984,8,2,1,100,13.6272
1984,8,2,2,85,10.8877
1984,8,2,3,107,10.5569
1984,8,2,4,113,11.5735
1984,8,2,5,177,15.9971
1984,8,3,1,81,10.9695
1984,8,3,2,134,11.3722
1984,8,3,3,133,10.9000
1984,8,3,4,144,10.3981
1984,8,3,5,151,11.6802
1984,9,1,1,535,-0.0592
1984,9,1,2,304,1.9757
1984,9,1,3,286,0.2141
1984,9,1,4,319,-1.1463
1984,9,1,5,718,-2.4446
1984,9,2,1,99,-1.0386
1984,9,2,2,86,0.9601
1984,9,2,3,106,0.2808
1984,9,2,4,111,-0.2346
1984,9,2,5,177,-3.2891
1984,9,3,1,81,-0.3894
1984,9,3,2,134,1.0883
1984,9,3,3,132,-1.0849
1984,9,3,4,144,-0.1837
1984,9,3,5,150,-1.9376
1984,10,1,1,521,-3.5880
1984,10,1,2,300,-2.5526
1984,10,1,3,282,-0.6865
1984,10,1,4,314,-1.5973
1984,10,1,5,715,-4.3802
1984,10,2,1,98,-1.7957
1984,10,2,2,83,-1.3344
1984,10,2,3,106,0.1872
1984,10,2,4,111,-0.3719
1984,10,2,5,175,-2.1247
1984,10,3,1,80,-0.3482
1984,10,3,2,134,-0.3108
1984,10,3,3,131,0.7351
1984,10,3,4,143,1.4419
1984,10,3,5,150,-0.4413
1984,11,1,1,514,-3.4385
1984,11,1,2,298,-2.8286
1984,11,1,3,279,-2.1964
1984,11,1,4,309,-3.0824
1984,11,1,5,708,-4.5105
1984,11,2,1,97,-0.8807
1984,11,2,2,83,-1.5069
1984,11,2,3,105,-0.1716
1984,11,2,4,111,-0.8391
1984,11,2,5,176,-3.6117
1984,11,3,1,80,-0.8677
1984,11,3,2,134,-0.0019
1984,11,3,3,129,-1.7473
1984,11,3,4,142,-0.2180
1984,11,3,5,150,-2.5029
1984,12,1,1,504,-0.5915
1984,12,1,2,293,0.2761
1984,12,1,3,276,1.2904
1984,12,1,4,306,0.4898
1984,12,1,5,698,0.6779
1984,12,2,1,97,0.6024
1984,12,2,2,83,2.6005
1984,12,2,3,104,2.8164
1984,12,2,4,110,2.7658
1984,12,2,5,176,2.9228
1984,12,3,1,78,2.5939
1984,12,3,2,134,2.0179
1984,12,3,3,127,2.2292
1984,12,3,4,142,2.3523
1984,12,3,5,149,1.9203
1985,1,1,1,501,10.3677
1985,1,1,2,294,10.7727
1985,1,1,3,271,11.1513
1985,1,1,4,304,12.5053
1985,1,1,5,694,14.2904
1985,1,2,1,96,10.7352
1985,1,2,2,83,8.6957
1985,1,2,3,104,10.2807
1985,1,2,4,110,10.3830
1985,1,2,5,176,13.7488
1985,1,3,1,78,7.3386
1985,1,3,2,134,5.7758
1985,1,3,3,127,8.1665
1985,1,3,4,141,8.1983
1985,1,3,5,148,10.5344
1985,2,1,1,492,4.2603
1985,2,1,2,292,3.7588
1985,2,1,3,270,3.2291
1985,2,1,4,302,3.7020
1985,2,1,5,686,3.4847
1985,2,2,1,95,1.8235
1985,2,2,2,82,2.4165
1985,2,2,3,103,0.7719
1985,2,2,4,109,2.2284
1985,2,2,5,176,2.2563
1985,2,3,1,78,0.3697
1985,2,3,2,134,2.5751
1985,2,3,3,127,1.0745
1985,2,3,4,140,2.1075
1985,2,3,5,147,0.5780
1985,3,1,1,482,-1.7988
1985,3,1,2,291,-0.3094
1985,3,1,3,267,-1.6352
1985,3,1,4,300,-1.3336
1985,3,1,5,682,-2.5020
1985,3,2,1,94,-2.1419
1985,3,2,2,81,-0.9993
1985,3,2,3,103,1.0907
1985,3,2,4,108,-2.2544
1985,3,2,5,173,-3.4810
1985,3,3,1,78,-0.5684
1985,3,3,2,134,0.9818
1985,3,3,3,126,0.2893
1985,3,3,4,140,0.0461
1985,3,3,5,146,-1.5968
1985,4,1,1,482,-2.6008
1985,4,1,2,288,-0.8151
1985,4,1,3,264,-0.0333
1985,4,1,4,298,-1.2247
1985,4,1,5,677,-2.0478
1985,4,2,1,94,-2.0852
1985,4,2,2,81,-1.6447
1985,4,2,3,102,1.4163
1985,4,2,4,108,-1.6783
1985,4,2,5,173,-3.0435
1985,4,3,1,78,-0.9832
1985,4,3,2,134,-0.8584
1985,4,3,3,126,-0.2414
1985,4,3,4,140,-0.3250
1985,4,3,5,146,-1.7211
1985,5,1,1,476,0.4621
1985,5,1,2,287,3.4763
1985,5,1,3,265,3.8045
1985,5,1,4,297,3.5973
1985,5,1,5,672,2.5945
1985,5,2,1,93,2.1534
1985,5,2,2,81,3.7708
1985,5,2,3,102,3.1679
1985,5,2,4,107,4.4925
1985,5,2,5,173,5.5876
1985,5,3,1,78,5.9496
1985,5,3,2,134,5.9754
1985,5,3,3,126,5.0997
1985,5,3,4,140,6.5075
1985,5,3,5,146,7.3577
1985,6,1,1,471,-1.2904
1985,6,1,2,279,0.9046
1985,6,1,3,263,0.6208
1985,6,1,4,294,0.9035
1985,6,1,5,668,0.3090
1985,6,2,1,92,0.3603
1985,6,2,2,79,1.0737
1985,6,2,3,97,1.4023
1985,6,2,4,107,1.9849
1985,6,2,5,172,1.9189
1985,6,3,1,76,0.6920
1985,6,3,2,134,1.9075
1985,6,3,3,126,0.5354
1985,6,3,4,140,2.5047
1985,6,3,5,146,2.6151
1985,7,1,1,576,3.0067
1985,7,1,2,281,3.4574
1985,7,1,3,259,2.6773
1985,7,1,4,364,3.0244
1985,7,1,5,776,2.2859
1985,7,2,1,99,2.7984
1985,7,2,2,77,1.2754
1985,7,2,3,111,2.6789
1985,7,2,4,108,3.6501
1985,7,2,5,216,2.9350
1985,7,3,1,87,-1.3502
1985,7,3,2,143,-0.4097
1985,7,3,3,145,-0.3085
1985,7,3,4,138,0.5548
1985,7,3,5,136,0.0627
1985,8,1,1,566,-1.1273
1985,8,1,2,277,1.0135
1985,8,1,3,257,-0.4066
1985,8,1,4,363,-0.7116
1985,8,1,5,772,-1.6052
1985,8,2,1,98,-0.7646
1985,8,2,2,77,-0.5894
1985,8,2,3,111,1.6464
1985,8,2,4,108,-0.8550
1985,8,2,5,216,-2.8026
1985,8,3,1,87,0.5123
1985,8,3,2,143,0.3183
1985,8,3,3,144,-0.3456
1985,8,3,4,138,-0.9212
1985,8,3,5,136,-1.6210
1985,9,1,1,553,-5.2546
1985,9,1,2,272,-5.0045
1985,9,1,3,258,-4.1974
1985,9,1,4,362,-5.0481
1985,9,1,5,767,-6.8579
1985,9,2,1,98,-4.8772
1985,9,2,2,76,-6.0083
1985,9,2,3,111,-3.3710
1985,9,2,4,107,-5.4114
1985,9,2,5,215,-8.0706
1985,9,3,1,86,-2.4104
1985,9,3,2,142,-2.4565
1985,9,3,3,143,-2.8179
1985,9,3,4,138,-3.6937
1985,9,3,5,136,-5.1691
1985,10,1,1,551,0.8380
1985,10,1,2,272,2.2024
1985,10,1,3,255,4.9381
1985,10,1,4,357,1.7608
1985,10,1,5,764,2.0095
1985,10,2,1,98,2.5268
1985,10,2,2,76,6.2705
1985,10,2,3,110,3.3198
1985,10,2,4,107,4.5974
1985,10,2,5,215,3.0177
1985,10,3,1,85,2.5244
1985,10,3,2,139,4.4873
1985,10,3,3,142,3.6727
1985,10,3,4,137,5.3276
1985,10,3,5,136,4.3301
1985,11,1,1,537,3.7050
1985,11,1,2,270,5.4771
1985,11,1,3,253,4.6502
1985,11,1,4,359,6.2589
1985,11,1,5,758,6.6493
1985,11,2,1,98,5.8909
1985,11,2,2,76,5.4457
1985,11,2,3,107,5.8916
1985,11,2,4,105,8.5502
1985,11,2,5,214,8.5698
1985,11,3,1,85,7.7332
1985,11,3,2,139,5.5304
1985,11,3,3,141,7.0768
1985,11,3,4,136,7.9521
1985,11,3,5,136,6.9245
1985,12,1,1,527,2.2066
1985,12,1,2,266,3.8634
1985,12,1,3,253,4.5695
1985,12,1,4,354,3.5394
1985,12,1,5,753,4.0521
1985,12,2,1,96,3.7848
1985,12,2,2,75,2.2012
1985,12,2,3,105,4.1105
1985,12,2,4,105,5.6098
1985,12,2,5,214,5.4941
1985,12,3,1,84,4.5187
1985,12,3,2,138,3.3067
1985,12,3,3,140,4.9896
1985,12,3,4,136,6.1425
1985,12,3,5,136,2.8946
1986,1,1,1,517,3.2646
1986,1,1,2,263,1.8659
1986,1,1,3,250,1.0630
1986,1,1,4,353,2.2460
1986,1,1,5,745,2.7661
1986,1,2,1,96,1.0925
1986,1,2,2,75,2.2435
1986,1,2,3,103,0.3181
1986,1,2,4,103,2.3855
1986,1,2,5,214,0.6163
1986,1,3,1,84,-0.4628
1986,1,3,2,136,-0.3796
1986,1,3,3,138,1.5929
1986,1,3,4,136,0.2407
1986,1,3,5,136,1.2344
1986,2,1,1,511,4.9325
1986,2,1,2,260,6.6175
1986,2,1,3,249,5.5828
1986,2,1,4,351,6.7090
1986,2,1,5,738,6.0939
1986,2,2,1,95,6.4136
1986,2,2,2,74,5.2484
1986,2,2,3,103,6.5640
1986,2,2,4,103,9.0046
1986,2,2,5,212,6.5186
1986,2,3,1,84,7.2921
1986,2,3,2,136,7.8467
1986,2,3,3,136,8.4671
1986,2,3,4,136,6.9246
1986,2,3,5,136,7.9879
1986,3,1,1,507,4.2485
1986,3,1,2,260,4.8267
1986,3,1,3,248,6.2976
1986,3,1,4,349,5.2954
1986,3,1,5,735,4.2863
1986,3,2,1,94,6.6956
1986,3,2,2,74,4.1132
1986,3,2,3,103,5.7846
1986,3,2,4,101,7.0224
1986,3,2,5,212,4.7507
1986,3,3,1,84,6.5838
1986,3,3,2,136,5.8812
1986,3,3,3,135,5.5733
1986,3,3,4,135,4.7183
1986,3,3,5,136,3.8794
1986,4,1,1,500,1.1995
1986,4,1,2,260,1.7114
1986,4,1,3,244,1.0400
1986,4,1,4,349,1.1129
1986,4,1,5,730,2.2323
1986,4,2,1,94,-0.0028
1986,4,2,2,74,0.3155
1986,4,2,3,102,-1.0376
1986,4,2,4,101,3.9388
1986,4,2,5,210,2.2802
1986,4,3,1,84,1.7260
1986,4,3,2,136,-0.8130
1986,4,3,3,134,-2.4878
1986,4,3,4,134,-0.7249
1986,4,3,5,136,0.3238
1986,5,1,1,489,4.7999
1986,5,1,2,258,3.4940
1986,5,1,3,243,5.8051
1986,5,1,4,345,2.9153
1986,5,1,5,724,3.0693
1986,5,2,1,94,2.6692
1986,5,2,2,73,4.5049
1986,5,2,3,102,3.6785
1986,5,2,4,100,4.6914
1986,5,2,5,208,3.4442
1986,5,3,1,82,5.7359
1986,5,3,2,135,7.5637
1986,5,3,3,133,4.4271
1986,5,3,4,132,3.6170
1986,5,3,5,136,5.1957
1986,6,1,1,484,0.3615
1986,6,1,2,256,0.2410
1986,6,1,3,241,1.1266
1986,6,1,4,338,0.7908
1986,6,1,5,717,-1.5382
1986,6,2,1,94,1.5143
1986,6,2,2,73,0.6003
1986,6,2,3,102,0.6792
1986,6,2,4,100,1.1633
1986,6,2,5,207,-1.2770
1986,6,3,1,81,2.5018
1986,6,3,2,134,2.1119
1986,6,3,3,133,2.6306
1986,6,3,4,132,1.6384
1986,6,3,5,135,-1.8393
1986,7,1,1,686,-9.7028
1986,7,1,2,316,-7.7944
1986,7,1,3,282,-7.1772
1986,7,1,4,360,-8.1011
1986,7,1,5,708,-9.8039
1986,7,2,1,115,-10.8078
1986,7,2,2,108,-7.9937
1986,7,2,3,106,-5.7732
1986,7,2,4,117,-8.3933
1986,7,2,5,210,-12.0206
1986,7,3,1,85,-7.5155
1986,7,3,2,131,-4.4758
1986,7,3,3,140,-2.8766
1986,7,3,4,139,-5.9698
1986,7,3,5,149,-8.2919
1986,8,1,1,676,1.4635
1986,8,1,2,311,2.1118
1986,8,1,3,279,0.7011
1986,8,1,4,356,2.2354
1986,8,1,5,702,0.4838
1986,8,2,1,115,4.6050
1986,8,2,2,108,4.8439
1986,8,2,3,106,4.0262
1986,8,2,4,117,4.3022
1986,8,2,5,209,3.5276
1986,8,3,1,85,11.9751
1986,8,3,2,131,7.4574
1986,8,3,3,140,7.0157
1986,8,3,4,138,6.3676
1986,8,3,5,149,4.7572
1986,9,1,1,661,-4.8769
1986,9,1,2,310,-4.6891
1986,9,1,3,278,-5.2412
1986,9,1,4,356,-5.9485
1986,9,1,5,701,-7.3896
1986,9,2,1,114,-4.1146
1986,9,2,2,107,-5.1816
1986,9,2,3,106,-4.9208
1986,9,2,4,116,-6.8104
1986,9,2,5,209,-8.2290
1986,9,3,1,84,-4.6184
1986,9,3,2,131,-6.6283
1986,9,3,3,139,-8.6826
1986,9,3,4,138,-8.4901
1986,9,3,5,148,-8.6682
1986,10,1,1,646,1.8426
1986,10,1,2,309,3.2502
1986,10,1,3,278,1.9460
1986,10,1,4,353,2.7881
1986,10,1,5,693,1.7579
1986,10,2,1,113,4.1976
1986,10,2,2,105,3.2878
1986,10,2,3,104,3.9717
1986,10,2,4,116,4.0886
1986,10,2,5,209,5.9500
1986,10,3,1,83,4.3585
1986,10,3,2,131,6.4760
1986,10,3,3,139,6.7325
1986,10,3,4,136,4.2815
1986,10,3,5,148,6.8881
1986,11,1,1,632,-0.0465
1986,11,1,2,306,0.4064
1986,11,1,3,275,0.6865
1986,11,1,4,352,-1.0956
1986,11,1,5,685,-1.1295
1986,11,2,1,112,0.8890
1986,11,2,2,105,1.8846
1986,11,2,3,103,1.0671
1986,11,2,4,116,0.8491
