year,month,rank_ME,rank_dNOA,nstocks,ret_vw
1998,10,1,4,541,4.3976
1998,10,1,5,618,3.6599
1998,10,2,1,143,5.2907
1998,10,2,2,146,3.5489
1998,10,2,3,153,6.1348
1998,10,2,4,191,6.7812
1998,10,2,5,284,6.2753
1998,10,3,1,165,9.5482
1998,10,3,2,180,7.4621
1998,10,3,3,185,7.6704
1998,10,3,4,218,4.8547
1998,10,3,5,198,6.2196
1998,11,1,1,776,11.2238
1998,11,1,2,422,10.6233
1998,11,1,3,379,7.8898
1998,11,1,4,532,8.1885
1998,11,1,5,604,6.3163
1998,11,2,1,141,5.0434
1998,11,2,2,144,5.7914
1998,11,2,3,152,8.0282
1998,11,2,4,190,5.2606
1998,11,2,5,284,5.8891
1998,11,3,1,164,5.2834
1998,11,3,2,179,5.8575
1998,11,3,3,184,6.0062
1998,11,3,4,216,8.8440
1998,11,3,5,196,4.4936
1998,12,1,1,766,3.1100
1998,12,1,2,409,0.8267
1998,12,1,3,374,2.2211
1998,12,1,4,527,3.6335
1998,12,1,5,601,0.5483
1998,12,2,1,141,7.1009
1998,12,2,2,142,3.9937
1998,12,2,3,152,4.5778
1998,12,2,4,190,6.1985
1998,12,2,5,283,6.7746
1998,12,3,1,162,6.9113
1998,12,3,2,179,3.1021
1998,12,3,3,182,9.2369
1998,12,3,4,216,8.8602
1998,12,3,5,195,8.0063
1999,1,1,1,750,6.4192
1999,1,1,2,404,4.4324
1999,1,1,3,368,5.9681
1999,1,1,4,522,5.9066
1999,1,1,5,586,6.7678
1999,1,2,1,141,1.4123
1999,1,2,2,141,-2.5747
1999,1,2,3,151,3.2146
1999,1,2,4,188,-0.2384
1999,1,2,5,281,3.0849
1999,1,3,1,162,2.8870
1999,1,3,2,179,2.2581
1999,1,3,3,182,3.8421
1999,1,3,4,215,8.0766
1999,1,3,5,194,5.0237
1999,2,1,1,732,-6.8046
1999,2,1,2,398,-6.0759
1999,2,1,3,358,-8.6225
1999,2,1,4,515,-7.2093
1999,2,1,5,576,-8.9636
1999,2,2,1,141,-8.4427
1999,2,2,2,141,-6.5845
1999,2,2,3,149,-5.9239
1999,2,2,4,186,-10.5908
1999,2,2,5,279,-12.2555
1999,2,3,1,161,-5.3490
1999,2,3,2,178,-1.7124
1999,2,3,3,182,-4.1647
1999,2,3,4,213,-5.6956
1999,2,3,5,191,-6.8403
1999,3,1,1,721,-4.0000
1999,3,1,2,390,-2.9655
1999,3,1,3,355,-2.0641
1999,3,1,4,509,-4.2423
1999,3,1,5,568,-3.2761
1999,3,2,1,140,-1.5228
1999,3,2,2,140,-1.8450
1999,3,2,3,149,0.1442
1999,3,2,4,183,-0.5338
1999,3,2,5,278,1.5110
1999,3,3,1,160,5.3616
1999,3,3,2,178,1.8975
1999,3,3,3,182,2.8910
1999,3,3,4,213,8.0703
1999,3,3,5,191,1.7841
1999,4,1,1,708,9.7020
1999,4,1,2,382,6.7508
1999,4,1,3,351,9.3621
1999,4,1,4,502,7.9894
1999,4,1,5,552,11.9829
1999,4,2,1,139,7.4989
1999,4,2,2,137,8.8358
1999,4,2,3,148,10.8090
1999,4,2,4,180,7.9748
1999,4,2,5,273,6.8889
1999,4,3,1,155,2.3561
1999,4,3,2,178,4.7064
1999,4,3,3,182,3.0778
1999,4,3,4,210,0.4960
1999,4,3,5,188,8.0114
1999,5,1,1,693,6.9595
1999,5,1,2,378,3.9101
1999,5,1,3,348,5.8340
1999,5,1,4,496,5.5297
1999,5,1,5,544,3.4416
1999,5,2,1,138,6.6975
1999,5,2,2,137,3.9362
1999,5,2,3,148,0.0373
1999,5,2,4,178,2.4115
1999,5,2,5,270,3.0735
1999,5,3,1,155,-2.4556
1999,5,3,2,176,-2.3324
1999,5,3,3,181,-1.3228
1999,5,3,4,210,0.4756
1999,5,3,5,185,-2.1896
1999,6,1,1,688,7.7472
1999,6,1,2,377,6.8183
1999,6,1,3,342,6.1967
1999,6,1,4,490,9.0149
1999,6,1,5,532,5.8407
1999,6,2,1,136,7.4122
1999,6,2,2,136,5.4706
1999,6,2,3,148,8.2791
1999,6,2,4,177,8.6262
1999,6,2,5,269,6.6685
1999,6,3,1,154,2.7491
1999,6,3,2,176,3.4405
1999,6,3,3,180,5.9917
1999,6,3,4,210,7.6347
1999,6,3,5,183,8.6782
1999,7,1,1,783,2.6180
1999,7,1,2,433,2.8333
1999,7,1,3,400,4.5218
1999,7,1,4,433,-0.0114
1999,7,1,5,597,0.0850
1999,7,2,1,189,0.0929
1999,7,2,2,148,1.7249
1999,7,2,3,165,-2.1451
1999,7,2,4,168,-1.0366
1999,7,2,5,269,-4.1793
1999,7,3,1,161,-1.9135
1999,7,3,2,184,-0.9065
1999,7,3,3,189,-3.4885
1999,7,3,4,214,-1.0336
1999,7,3,5,203,-5.8684
1999,8,1,1,771,-1.9557
1999,8,1,2,425,0.4207
1999,8,1,3,395,-1.8054
1999,8,1,4,428,-2.1342
1999,8,1,5,591,-4.3515
1999,8,2,1,187,-1.5860
1999,8,2,2,147,-1.7631
1999,8,2,3,161,-4.2800
1999,8,2,4,165,-4.4178
1999,8,2,5,268,-2.5859
1999,8,3,1,159,-0.9911
1999,8,3,2,184,-2.2323
1999,8,3,3,188,0.9194
1999,8,3,4,213,2.4375
1999,8,3,5,200,-1.2814
1999,9,1,1,760,-1.5462
1999,9,1,2,418,-0.3575
1999,9,1,3,392,-0.0369
1999,9,1,4,426,-1.6179
1999,9,1,5,584,-2.3958
1999,9,2,1,185,0.0690
1999,9,2,2,143,0.1594
1999,9,2,3,159,1.5653
1999,9,2,4,164,-0.4802
1999,9,2,5,265,-0.9105
1999,9,3,1,157,-3.0612
1999,9,3,2,183,-3.4073
1999,9,3,3,187,-2.9933
1999,9,3,4,211,-1.2872
1999,9,3,5,197,0.9153
1999,10,1,1,744,0.3677
1999,10,1,2,405,-0.5034
1999,10,1,3,386,-1.1187
1999,10,1,4,421,-1.4022
1999,10,1,5,577,-4.9842
1999,10,2,1,183,2.3836
1999,10,2,2,142,1.1190
1999,10,2,3,157,-0.7451
1999,10,2,4,164,-5.4815
1999,10,2,5,265,-3.9568
1999,10,3,1,157,5.9903
1999,10,3,2,181,1.7099
1999,10,3,3,187,1.8826
1999,10,3,4,208,8.6603
1999,10,3,5,196,7.3485
1999,11,1,1,730,16.7239
1999,11,1,2,398,10.5214
1999,11,1,3,382,15.3405
1999,11,1,4,418,14.0630
1999,11,1,5,573,9.5934
1999,11,2,1,182,9.0573
1999,11,2,2,141,6.0709
1999,11,2,3,156,7.2352
1999,11,2,4,163,8.6789
1999,11,2,5,263,10.1449
1999,11,3,1,157,3.2075
1999,11,3,2,179,2.7235
1999,11,3,3,185,2.2876
1999,11,3,4,204,3.8832
1999,11,3,5,195,9.2746
1999,12,1,1,722,19.6673
1999,12,1,2,394,15.7030
1999,12,1,3,376,12.9362
1999,12,1,4,413,17.0480
1999,12,1,5,562,12.5210
1999,12,2,1,181,12.4713
1999,12,2,2,140,11.4946
1999,12,2,3,151,11.7122
1999,12,2,4,158,10.9418
1999,12,2,5,256,11.0885
1999,12,3,1,157,5.9236
1999,12,3,2,178,2.0480
1999,12,3,3,185,9.4573
1999,12,3,4,201,9.4962
1999,12,3,5,191,13.5153
2000,1,1,1,712,11.4997
2000,1,1,2,389,5.6695
2000,1,1,3,371,9.2628
2000,1,1,4,409,6.4508
2000,1,1,5,552,9.7376
2000,1,2,1,180,-1.5855
2000,1,2,2,139,0.5030
2000,1,2,3,146,-4.8755
2000,1,2,4,155,3.9860
2000,1,2,5,254,-1.8328
2000,1,3,1,156,-3.4104
2000,1,3,2,177,-1.7243
2000,1,3,3,183,-6.5596
2000,1,3,4,199,-4.9477
2000,1,3,5,191,-7.7563
2000,2,1,1,700,36.5823
2000,2,1,2,385,40.3457
2000,2,1,3,368,28.8747
2000,2,1,4,408,27.7712
2000,2,1,5,549,29.1227
2000,2,2,1,179,23.1691
2000,2,2,2,137,18.4674
2000,2,2,3,146,14.9505
2000,2,2,4,153,19.8614
2000,2,2,5,252,18.2932
2000,2,3,1,156,1.1989
2000,2,3,2,175,-3.8057
2000,2,3,3,183,-3.4848
2000,2,3,4,197,4.3163
2000,2,3,5,189,9.7619
2000,3,1,1,692,-10.7630
2000,3,1,2,377,-12.5016
2000,3,1,3,363,-12.0465
2000,3,1,4,403,-5.8718
2000,3,1,5,541,-13.3536
2000,3,2,1,177,-10.9650
2000,3,2,2,137,-4.4839
2000,3,2,3,142,-3.8532
2000,3,2,4,151,-10.0705
2000,3,2,5,249,-4.1865
2000,3,3,1,155,9.8940
2000,3,3,2,174,8.0937
2000,3,3,3,181,9.1552
2000,3,3,4,197,5.4344
2000,3,3,5,188,7.4921
2000,4,1,1,687,-21.3566
2000,4,1,2,370,-17.9665
2000,4,1,3,358,-11.9422
2000,4,1,4,398,-14.7769
2000,4,1,5,536,-13.4785
2000,4,2,1,176,-6.7732
2000,4,2,2,135,-3.1557
2000,4,2,3,140,-4.0832
2000,4,2,4,148,-7.0359
2000,4,2,5,248,-9.0033
2000,4,3,1,153,-1.3494
2000,4,3,2,174,1.8201
2000,4,3,3,181,-7.9143
2000,4,3,4,195,-0.4939
2000,4,3,5,186,-8.6614
2000,5,1,1,682,-14.3469
2000,5,1,2,366,-10.4026
2000,5,1,3,357,-5.7174
2000,5,1,4,396,-10.2399
2000,5,1,5,528,-11.1132
2000,5,2,1,174,-7.9829
2000,5,2,2,132,-7.3889
2000,5,2,3,138,-6.0461
2000,5,2,4,146,-3.5584
2000,5,2,5,245,-7.8608
2000,5,3,1,152,-5.8843
2000,5,3,2,172,1.0018
2000,5,3,3,180,-2.9244
2000,5,3,4,195,-3.4466
2000,5,3,5,184,-9.0670
2000,6,1,1,677,29.2538
2000,6,1,2,360,24.9401
2000,6,1,3,353,28.3856
2000,6,1,4,392,22.0129
2000,6,1,5,518,18.1569
2000,6,2,1,172,10.5628
2000,6,2,2,130,9.0564
2000,6,2,3,137,8.7860
2000,6,2,4,142,7.7704
2000,6,2,5,245,12.2742
2000,6,3,1,151,3.6048
2000,6,3,2,172,2.1750
2000,6,3,3,179,4.5223
2000,6,3,4,195,3.0550
2000,6,3,5,184,8.3900
2000,7,1,1,685,-0.0222
2000,7,1,2,360,-2.8630
2000,7,1,3,390,-1.2046
2000,7,1,4,387,-2.1207
2000,7,1,5,506,-2.2849
2000,7,2,1,199,-5.2796
2000,7,2,2,163,-0.8686
2000,7,2,3,166,1.2722
2000,7,2,4,182,-2.6469
2000,7,2,5,209,-2.6172
2000,7,3,1,179,-1.1958
2000,7,3,2,170,-1.7972
2000,7,3,3,189,-4.7690
2000,7,3,4,225,-2.5673
2000,7,3,5,257,-4.1912
2000,8,1,1,682,10.3743
2000,8,1,2,359,8.1413
2000,8,1,3,383,6.7290
2000,8,1,4,381,5.5244
2000,8,1,5,502,7.0885
2000,8,2,1,198,8.8346
2000,8,2,2,162,7.8062
2000,8,2,3,163,8.2562
2000,8,2,4,181,8.1146
2000,8,2,5,208,6.5629
2000,8,3,1,178,5.0416
2000,8,3,2,168,10.0382
2000,8,3,3,188,6.1576
2000,8,3,4,221,4.9176
2000,8,3,5,253,7.3694
2000,9,1,1,674,-1.8148
2000,9,1,2,356,-4.2449
2000,9,1,3,377,-3.2596
2000,9,1,4,377,-3.0168
2000,9,1,5,492,-6.5115
2000,9,2,1,193,1.1744
2000,9,2,2,162,-3.0893
2000,9,2,3,161,0.1897
2000,9,2,4,179,-4.8018
2000,9,2,5,208,-6.0814
2000,9,3,1,175,-1.3820
2000,9,3,2,168,-7.7338
2000,9,3,3,185,-2.5696
2000,9,3,4,221,-9.0599
2000,9,3,5,250,-7.4605
2000,10,1,1,661,-8.8328
2000,10,1,2,349,-4.9096
2000,10,1,3,375,-7.8743
2000,10,1,4,375,-7.4343
2000,10,1,5,484,-9.7610
2000,10,2,1,191,-5.8506
2000,10,2,2,161,-2.7214
2000,10,2,3,161,-2.0607
2000,10,2,4,173,1.2358
2000,10,2,5,207,-6.2300
2000,10,3,1,170,1.9030
2000,10,3,2,167,-2.5388
2000,10,3,3,185,-1.3287
2000,10,3,4,219,1.2970
2000,10,3,5,247,-2.9890
2000,11,1,1,640,-14.2600
2000,11,1,2,345,-10.3681
2000,11,1,3,369,-8.0401
2000,11,1,4,367,-8.4949
2000,11,1,5,470,-11.1368
2000,11,2,1,191,-12.5336
2000,11,2,2,159,-8.1505
2000,11,2,3,159,-5.3640
2000,11,2,4,169,-3.7285
2000,11,2,5,206,-10.1127
2000,11,3,1,167,-6.2476
2000,11,3,2,166,-8.5930
2000,11,3,3,184,-5.4139
2000,11,3,4,219,-7.1392
2000,11,3,5,244,-15.5670
2000,12,1,1,625,-3.4432
2000,12,1,2,342,-2.6450
2000,12,1,3,363,-0.2411
2000,12,1,4,361,-0.9471
2000,12,1,5,460,-1.0530
2000,12,2,1,191,7.3102
2000,12,2,2,158,8.5716
2000,12,2,3,155,8.4999
2000,12,2,4,168,7.4494
2000,12,2,5,206,7.9703
2000,12,3,1,166,4.1870
2000,12,3,2,166,2.2640
2000,12,3,3,182,2.0019
2000,12,3,4,217,-0.6090
2000,12,3,5,243,-5.2458
2001,1,1,1,611,21.1503
2001,1,1,2,337,15.4877
2001,1,1,3,355,17.4104
2001,1,1,4,357,12.2368
2001,1,1,5,454,20.2700
2001,1,2,1,189,5.6415
2001,1,2,2,157,4.6454
2001,1,2,3,151,3.6374
2001,1,2,4,165,6.3453
2001,1,2,5,205,9.1829
2001,1,3,1,165,-2.2007
2001,1,3,2,166,4.2232
2001,1,3,3,179,-0.0947
2001,1,3,4,217,5.9459
2001,1,3,5,243,9.7366
2001,2,1,1,596,-6.6352
2001,2,1,2,331,-4.8049
2001,2,1,3,346,-3.0684
2001,2,1,4,354,-4.3910
2001,2,1,5,444,-7.4078
2001,2,2,1,186,-7.3668
2001,2,2,2,154,-4.7810
2001,2,2,3,149,-0.5583
2001,2,2,4,164,-5.7934
2001,2,2,5,205,-5.8474
2001,2,3,1,165,-4.0354
2001,2,3,2,165,-9.4113
2001,2,3,3,179,-4.1853
2001,2,3,4,216,-8.7984
2001,2,3,5,242,-16.7742
2001,3,1,1,589,-6.7364
2001,3,1,2,331,-5.2394
2001,3,1,3,345,-2.1042
2001,3,1,4,348,-3.2423
2001,3,1,5,435,-3.9213
2001,3,2,1,183,-3.9887
2001,3,2,2,153,-3.5428
2001,3,2,3,148,-3.5783
2001,3,2,4,161,-4.7499
2001,3,2,5,205,-4.7801
2001,3,3,1,165,-5.5813
2001,3,3,2,164,-5.5082
2001,3,3,3,177,-5.9648
2001,3,3,4,215,-7.3318
2001,3,3,5,239,-10.2279
2001,4,1,1,577,5.3715
2001,4,1,2,328,8.3757
2001,4,1,3,340,6.7306
2001,4,1,4,342,5.7821
2001,4,1,5,430,6.8106
2001,4,2,1,181,9.9276
2001,4,2,2,153,6.3201
2001,4,2,3,147,7.3997
2001,4,2,4,161,7.8269
2001,4,2,5,204,6.4778
2001,4,3,1,164,7.6875
2001,4,3,2,163,7.6229
2001,4,3,3,176,6.9853
2001,4,3,4,213,8.6844
2001,4,3,5,239,12.9914
2001,5,1,1,560,10.9826
2001,5,1,2,325,10.6972
2001,5,1,3,334,11.7813
2001,5,1,4,338,13.0618
2001,5,1,5,420,11.8772
2001,5,2,1,180,3.0647
2001,5,2,2,153,3.8401
2001,5,2,3,144,4.5035
2001,5,2,4,160,2.6777
2001,5,2,5,201,4.9475
2001,5,3,1,164,1.4767
2001,5,3,2,163,1.1176
2001,5,3,3,175,0.6574
2001,5,3,4,213,-0.4519
2001,5,3,5,237,-0.6781
2001,6,1,1,545,1.1841
2001,6,1,2,318,1.9009
2001,6,1,3,326,2.5142
2001,6,1,4,333,2.0946
2001,6,1,5,416,4.4013
2001,6,2,1,177,3.1716
2001,6,2,2,152,4.9241
2001,6,2,3,143,1.6444
2001,6,2,4,160,6.9019
2001,6,2,5,197,6.6025
2001,6,3,1,163,-2.3661
2001,6,3,2,162,-0.3633
2001,6,3,3,173,-4.2453
2001,6,3,4,213,-2.9751
2001,6,3,5,236,-2.3539
2001,7,1,1,678,-3.8313
2001,7,1,2,311,0.1162
2001,7,1,3,315,-1.0405
2001,7,1,4,360,-0.6774
2001,7,1,5,562,-6.4788
2001,7,2,1,158,-6.3159
2001,7,2,2,127,-3.7696
2001,7,2,3,162,-4.0938
2001,7,2,4,167,-3.6942
2001,7,2,5,299,-8.4458
2001,7,3,1,130,-2.7823
2001,7,3,2,141,-1.7370
2001,7,3,3,149,-0.2653
2001,7,3,4,177,1.9543
2001,7,3,5,285,-3.5451
2001,8,1,1,666,-2.5643
2001,8,1,2,306,-3.1515
2001,8,1,3,309,-2.2273
2001,8,1,4,358,-3.4980
2001,8,1,5,551,-5.8857
2001,8,2,1,158,-1.1917
2001,8,2,2,127,-1.7153
2001,8,2,3,161,-1.2396
2001,8,2,4,166,-1.5844
2001,8,2,5,296,-7.5331
2001,8,3,1,129,-4.6002
2001,8,3,2,140,-2.9955
2001,8,3,3,149,-3.8236
2001,8,3,4,177,-4.1601
2001,8,3,5,285,-10.8452
2001,9,1,1,641,-14.6384
2001,9,1,2,300,-12.3438
2001,9,1,3,303,-11.3248
2001,9,1,4,351,-15.3506
2001,9,1,5,535,-16.1062
2001,9,2,1,157,-18.2244
2001,9,2,2,127,-14.3826
2001,9,2,3,159,-12.8618
2001,9,2,4,165,-13.6201
2001,9,2,5,296,-20.9399
2001,9,3,1,128,-7.7236
2001,9,3,2,135,-4.0653
2001,9,3,3,148,-11.7453
2001,9,3,4,174,-8.6188
2001,9,3,5,283,-11.5495
2001,10,1,1,632,8.9378
2001,10,1,2,295,6.0571
2001,10,1,3,299,5.9702
2001,10,1,4,347,8.7923
2001,10,1,5,531,11.3281
2001,10,2,1,156,7.3778
2001,10,2,2,126,7.3536
2001,10,2,3,157,4.7698
2001,10,2,4,164,6.1946
2001,10,2,5,294,10.4945
2001,10,3,1,127,3.8168
2001,10,3,2,135,0.7008
2001,10,3,3,148,6.6753
2001,10,3,4,173,-1.0224
2001,10,3,5,282,6.2598
2001,11,1,1,621,7.8618
2001,11,1,2,293,5.0624
2001,11,1,3,295,4.5732
2001,11,1,4,345,7.4175
2001,11,1,5,525,8.0075
2001,11,2,1,154,8.8021
2001,11,2,2,124,7.4751
2001,11,2,3,156,6.4314
2001,11,2,4,165,8.4789
2001,11,2,5,293,12.9732
2001,11,3,1,126,6.9556
2001,11,3,2,135,2.7474
2001,11,3,3,146,10.7773
2001,11,3,4,172,7.0690
2001,11,3,5,281,10.4320
2001,12,1,1,607,7.9524
2001,12,1,2,288,7.5524
2001,12,1,3,288,6.1397
2001,12,1,4,337,4.9719
2001,12,1,5,514,9.3005
2001,12,2,1,154,5.1601
2001,12,2,2,123,4.5483
2001,12,2,3,156,7.2424
2001,12,2,4,165,6.7653
2001,12,2,5,291,8.1322
2001,12,3,1,125,1.4059
2001,12,3,2,133,2.4899
2001,12,3,3,146,1.4670
2001,12,3,4,170,1.2869
2001,12,3,5,281,-0.4874
2002,1,1,1,599,3.4955
2002,1,1,2,285,-1.6357
2002,1,1,3,285,3.4420
2002,1,1,4,337,4.9465
2002,1,1,5,507,2.0075
2002,1,2,1,152,-0.1934
2002,1,2,2,123,-2.3926
2002,1,2,3,156,0.3352
2002,1,2,4,163,0.8320
2002,1,2,5,291,-2.7386
2002,1,3,1,123,2.8549
2002,1,3,2,133,-2.4396
2002,1,3,3,145,-0.8201
2002,1,3,4,170,0.2331
2002,1,3,5,279,-2.5286
2002,2,1,1,586,-4.4621
2002,2,1,2,284,-1.3281
2002,2,1,3,283,-2.0734
2002,2,1,4,334,-4.6718
2002,2,1,5,502,-9.2930
2002,2,2,1,152,-1.2889
2002,2,2,2,123,-1.3107
2002,2,2,3,156,-1.4116
2002,2,2,4,163,0.5895
2002,2,2,5,290,-7.1652
2002,2,3,1,123,-1.2203
2002,2,3,2,131,3.0708
2002,2,3,3,145,-4.7244
2002,2,3,4,167,0.4123
2002,2,3,5,277,-5.7182
2002,3,1,1,581,10.6476
2002,3,1,2,275,9.5144
2002,3,1,3,282,8.8029
2002,3,1,4,334,7.6660
2002,3,1,5,491,8.8621
2002,3,2,1,152,10.5698
2002,3,2,2,123,9.9920
2002,3,2,3,156,8.8303
2002,3,2,4,163,7.9050
2002,3,2,5,288,9.2699
2002,3,3,1,122,3.3611
2002,3,3,2,131,1.8773
2002,3,3,3,145,4.8105
2002,3,3,4,167,3.0786
2002,3,3,5,275,4.1667
2002,4,1,1,572,0.3855
2002,4,1,2,272,2.5949
2002,4,1,3,280,4.3320
2002,4,1,4,332,2.7439
2002,4,1,5,487,1.1267
2002,4,2,1,152,-3.5994
2002,4,2,2,123,2.1789
2002,4,2,3,155,2.3447
2002,4,2,4,162,1.9380
2002,4,2,5,286,-2.0239
2002,4,3,1,122,-3.3825
2002,4,3,2,131,-7.2879
2002,4,3,3,144,-5.4477
2002,4,3,4,166,-5.5784
2002,4,3,5,273,-8.5433
2002,5,1,1,562,-0.4049
2002,5,1,2,269,-3.6861
2002,5,1,3,277,-0.0724
2002,5,1,4,328,-0.6878
2002,5,1,5,477,-3.8634
2002,5,2,1,151,-5.1323
2002,5,2,2,122,-4.4419
2002,5,2,3,154,-2.4627
2002,5,2,4,161,-4.6694
2002,5,2,5,286,-6.9724
2002,5,3,1,122,-1.2871
2002,5,3,2,131,-0.7881
2002,5,3,3,144,-1.1571
2002,5,3,4,166,0.1713
2002,5,3,5,273,-2.0793
2002,6,1,1,554,-4.5358
2002,6,1,2,268,-2.1979
2002,6,1,3,270,0.0680
2002,6,1,4,328,-3.2959
2002,6,1,5,469,-5.2274
2002,6,2,1,150,-7.0902
2002,6,2,2,122,-4.1499
2002,6,2,3,154,-3.8528
2002,6,2,4,161,-3.0164
2002,6,2,5,284,-8.2843
2002,6,3,1,121,-5.1143
2002,6,3,2,131,-6.6117
2002,6,3,3,143,-11.6249
2002,6,3,4,165,-7.4074
2002,6,3,5,272,-8.0993
2002,7,1,1,842,-16.7860
2002,7,1,2,394,-12.2724
2002,7,1,3,324,-14.3784
2002,7,1,4,376,-15.4509
2002,7,1,5,396,-17.5811
2002,7,2,1,153,-19.1587
2002,7,2,2,138,-14.3973
2002,7,2,3,136,-14.7565
2002,7,2,4,155,-16.6121
2002,7,2,5,204,-17.3590
2002,7,3,1,122,-7.6329
2002,7,3,2,140,-7.8023
2002,7,3,3,151,-7.1389
2002,7,3,4,179,-5.3983
2002,7,3,5,191,-10.4646
2002,8,1,1,830,-2.0379
2002,8,1,2,390,-1.4428
2002,8,1,3,320,-1.2969
2002,8,1,4,373,-3.4800
2002,8,1,5,393,-2.7242
2002,8,2,1,153,-0.2381
2002,8,2,2,137,-0.5151
2002,8,2,3,136,-0.0343
2002,8,2,4,155,0.0320
2002,8,2,5,204,0.3046
2002,8,3,1,122,1.1436
2002,8,3,2,139,1.5839
2002,8,3,3,151,-2.4658
2002,8,3,4,179,0.3438
2002,8,3,5,190,0.6341
2002,9,1,1,808,-11.8279
2002,9,1,2,387,-8.5431
2002,9,1,3,317,-9.7170
2002,9,1,4,370,-9.3572
2002,9,1,5,388,-9.2846
2002,9,2,1,153,-10.4638
2002,9,2,2,136,-8.1247
2002,9,2,3,136,-6.5548
2002,9,2,4,154,-7.5322
2002,9,2,5,203,-6.6504
2002,9,3,1,122,-10.4405
2002,9,3,2,139,-10.7663
2002,9,3,3,150,-11.5850
2002,9,3,4,179,-9.1117
2002,9,3,5,190,-10.5893
2002,10,1,1,796,6.9195
2002,10,1,2,385,3.2719
2002,10,1,3,315,4.1805
2002,10,1,4,369,2.7987
2002,10,1,5,386,4.1514
2002,10,2,1,153,6.5015
2002,10,2,2,136,5.3860
2002,10,2,3,136,4.6209
2002,10,2,4,154,2.7171
2002,10,2,5,203,5.6756
2002,10,3,1,122,9.3853
2002,10,3,2,139,10.4955
2002,10,3,3,150,10.3049
2002,10,3,4,179,6.9241
2002,10,3,5,189,5.4507
2002,11,1,1,781,18.7422
2002,11,1,2,376,9.1243
2002,11,1,3,310,10.5568
2002,11,1,4,365,13.5877
2002,11,1,5,384,15.9635
2002,11,2,1,153,12.8968
2002,11,2,2,136,8.2346
2002,11,2,3,135,8.6175
2002,11,2,4,154,9.3719
2002,11,2,5,202,12.8259
2002,11,3,1,121,9.2396
2002,11,3,2,139,8.0586
2002,11,3,3,150,7.2273
2002,11,3,4,179,3.3141
2002,11,3,5,189,7.5368
2002,12,1,1,770,-7.9149
2002,12,1,2,372,-4.1911
2002,12,1,3,307,-4.9187
2002,12,1,4,361,-6.9508
2002,12,1,5,381,-7.2385
2002,12,2,1,152,-9.2003
2002,12,2,2,136,-5.4513
2002,12,2,3,135,-6.8416
2002,12,2,4,153,-5.8727
2002,12,2,5,202,-9.0483
2002,12,3,1,121,-7.0723
2002,12,3,2,139,-7.6375
2002,12,3,3,150,-4.7102
2002,12,3,4,178,-4.9132
2002,12,3,5,189,-6.2197
2003,1,1,1,758,-0.2872
2003,1,1,2,369,-2.4839
2003,1,1,3,302,-1.8188
2003,1,1,4,355,1.4179
2003,1,1,5,376,-2.6244
2003,1,2,1,152,-2.5017
2003,1,2,2,135,-3.7119
2003,1,2,3,135,-3.9315
2003,1,2,4,153,-4.2632
2003,1,2,5,201,-3.9586
2003,1,3,1,120,-4.5732
2003,1,3,2,139,-2.2210
2003,1,3,3,150,-2.8835
2003,1,3,4,178,-3.5101
2003,1,3,5,189,-1.5855
2003,2,1,1,744,-3.5265
2003,2,1,2,366,-3.9685
2003,2,1,3,301,-4.4030
2003,2,1,4,351,-6.2131
2003,2,1,5,369,-2.9922
2003,2,2,1,151,-3.0207
2003,2,2,2,134,-5.1941
2003,2,2,3,135,-2.3738
2003,2,2,4,153,-1.9958
2003,2,2,5,199,-3.2873
2003,2,3,1,120,-0.2663
2003,2,3,2,139,-0.9815
2003,2,3,3,150,-2.0336
2003,2,3,4,177,-1.3445
2003,2,3,5,188,-1.0374
2003,3,1,1,722,1.7881
2003,3,1,2,360,1.3424
2003,3,1,3,300,1.9359
2003,3,1,4,348,0.2737
2003,3,1,5,367,0.6338
2003,3,2,1,151,2.8323
2003,3,2,2,134,1.3595
2003,3,2,3,135,2.1158
2003,3,2,4,153,1.5551
2003,3,2,5,199,0.6292
2003,3,3,1,120,0.6375
2003,3,3,2,139,1.0072
2003,3,3,3,150,-1.1609
2003,3,3,4,176,3.7932
2003,3,3,5,188,1.3772
2003,4,1,1,702,12.6582
2003,4,1,2,354,9.2354
2003,4,1,3,294,10.3694
2003,4,1,4,343,10.3392
2003,4,1,5,364,9.9299
2003,4,2,1,149,11.4602
2003,4,2,2,133,10.3835
2003,4,2,3,135,11.3197
2003,4,2,4,151,10.2416
2003,4,2,5,199,8.7487
2003,4,3,1,119,6.0469
2003,4,3,2,139,7.1050
2003,4,3,3,149,6.9041
2003,4,3,4,176,6.5388
2003,4,3,5,188,8.5071
2003,5,1,1,694,20.0250
2003,5,1,2,345,13.9945
2003,5,1,3,290,13.1346
2003,5,1,4,340,16.8572
2003,5,1,5,360,15.3400
2003,5,2,1,149,12.4543
2003,5,2,2,133,8.4798
2003,5,2,3,134,11.7516
2003,5,2,4,150,11.3617
2003,5,2,5,199,12.5459
2003,5,3,1,118,8.8800
2003,5,3,2,139,4.2799
2003,5,3,3,149,8.7039
2003,5,3,4,176,2.6883
2003,5,3,5,186,7.4035
2003,6,1,1,682,5.2413
2003,6,1,2,340,7.4890
2003,6,1,3,287,5.8023
2003,6,1,4,337,5.4264
2003,6,1,5,355,6.1437
2003,6,2,1,148,4.1349
2003,6,2,2,133,1.5020
2003,6,2,3,134,0.8540
2003,6,2,4,149,2.6535
2003,6,2,5,199,0.9758
2003,6,3,1,118,0.9615
