year,month,rank_ME,rank_dCOA,nstocks,ret_vw
1982,2,3,5,131,-8.9295
1982,3,1,1,560,-1.0789
1982,3,1,2,212,-0.0043
1982,3,1,3,226,1.6920
1982,3,1,4,258,-1.5677
1982,3,1,5,476,-2.0591
1982,3,2,1,121,0.2475
1982,3,2,2,93,1.4182
1982,3,2,3,92,1.6417
1982,3,2,4,98,-0.2865
1982,3,2,5,189,-2.9080
1982,3,3,1,75,1.1761
1982,3,3,2,145,0.7877
1982,3,3,3,150,-0.2798
1982,3,3,4,146,-0.8919
1982,3,3,5,131,-4.2722
1982,4,1,1,554,4.2297
1982,4,1,2,211,6.4372
1982,4,1,3,224,7.2478
1982,4,1,4,255,6.6486
1982,4,1,5,474,6.2319
1982,4,2,1,118,6.0594
1982,4,2,2,93,5.2539
1982,4,2,3,91,5.0644
1982,4,2,4,98,6.1767
1982,4,2,5,188,5.7659
1982,4,3,1,75,5.2826
1982,4,3,2,145,2.7936
1982,4,3,3,150,5.1772
1982,4,3,4,144,3.7205
1982,4,3,5,130,6.6474
1982,5,1,1,549,-2.1100
1982,5,1,2,208,-1.5469
1982,5,1,3,223,0.0319
1982,5,1,4,253,-1.6297
1982,5,1,5,471,-1.8216
1982,5,2,1,119,-2.7306
1982,5,2,2,93,-1.5660
1982,5,2,3,91,-2.3571
1982,5,2,4,98,-2.7881
1982,5,2,5,186,-4.4587
1982,5,3,1,75,-0.0385
1982,5,3,2,144,-2.0633
1982,5,3,3,149,-2.7991
1982,5,3,4,144,-2.2850
1982,5,3,5,129,-5.0445
1982,6,1,1,546,-2.0958
1982,6,1,2,203,-2.0711
1982,6,1,3,220,-1.2778
1982,6,1,4,252,-2.7128
1982,6,1,5,468,-2.8290
1982,6,2,1,119,-0.9708
1982,6,2,2,92,0.1577
1982,6,2,3,91,-1.0542
1982,6,2,4,98,-2.0349
1982,6,2,5,186,-3.1895
1982,6,3,1,75,-2.5957
1982,6,3,2,144,-2.5634
1982,6,3,3,149,-0.4415
1982,6,3,4,143,-1.1973
1982,6,3,5,130,-3.6743
1982,7,1,1,496,-0.7820
1982,7,1,2,213,-1.0568
1982,7,1,3,242,0.3686
1982,7,1,4,303,-0.6647
1982,7,1,5,610,-3.0568
1982,7,2,1,113,-1.9669
1982,7,2,2,78,0.9472
1982,7,2,3,94,-2.1664
1982,7,2,4,112,0.2765
1982,7,2,5,180,-3.0102
1982,7,3,1,89,-3.6011
1982,7,3,2,141,-2.5612
1982,7,3,3,150,-0.5828
1982,7,3,4,138,-2.4663
1982,7,3,5,129,-4.3796
1982,8,1,1,488,6.1058
1982,8,1,2,211,5.2347
1982,8,1,3,241,6.1828
1982,8,1,4,302,6.6521
1982,8,1,5,603,5.2435
1982,8,2,1,111,10.1700
1982,8,2,2,78,10.0994
1982,8,2,3,93,10.5002
1982,8,2,4,112,8.3402
1982,8,2,5,179,9.6827
1982,8,3,1,89,11.8607
1982,8,3,2,139,13.3776
1982,8,3,3,150,12.1444
1982,8,3,4,137,12.8245
1982,8,3,5,128,12.5809
1982,9,1,1,489,4.0705
1982,9,1,2,210,2.4952
1982,9,1,3,241,5.3643
1982,9,1,4,300,4.8120
1982,9,1,5,606,1.4697
1982,9,2,1,111,2.0300
1982,9,2,2,77,3.1899
1982,9,2,3,93,3.3628
1982,9,2,4,111,3.9140
1982,9,2,5,179,2.9627
1982,9,3,1,88,1.1734
1982,9,3,2,139,1.1992
1982,9,3,3,150,0.7408
1982,9,3,4,137,1.5264
1982,9,3,5,128,0.1952
1982,10,1,1,480,12.8479
1982,10,1,2,209,9.9272
1982,10,1,3,240,12.8909
1982,10,1,4,299,13.3791
1982,10,1,5,600,15.0536
1982,10,2,1,107,10.8002
1982,10,2,2,75,11.7147
1982,10,2,3,93,11.1400
1982,10,2,4,111,12.5681
1982,10,2,5,179,15.4758
1982,10,3,1,87,12.1885
1982,10,3,2,139,7.8763
1982,10,3,3,150,9.2886
1982,10,3,4,137,12.1028
1982,10,3,5,128,15.5150
1982,11,1,1,478,9.1734
1982,11,1,2,209,8.4520
1982,11,1,3,237,8.3566
1982,11,1,4,297,10.1692
1982,11,1,5,597,10.4095
1982,11,2,1,106,8.9160
1982,11,2,2,75,8.1927
1982,11,2,3,91,9.0721
1982,11,2,4,110,7.7369
1982,11,2,5,179,8.2037
1982,11,3,1,87,5.4139
1982,11,3,2,138,2.1715
1982,11,3,3,150,4.2604
1982,11,3,4,137,4.3179
1982,11,3,5,128,6.1998
1982,12,1,1,476,2.3722
1982,12,1,2,206,1.7472
1982,12,1,3,239,4.2679
1982,12,1,4,296,2.2973
1982,12,1,5,590,1.3739
1982,12,2,1,106,1.2016
1982,12,2,2,75,2.2379
1982,12,2,3,92,-0.1202
1982,12,2,4,109,2.2201
1982,12,2,5,177,1.4086
1982,12,3,1,87,0.9903
1982,12,3,2,138,1.7814
1982,12,3,3,150,3.1078
1982,12,3,4,136,1.6612
1982,12,3,5,128,-0.9918
1983,1,1,1,474,8.6499
1983,1,1,2,206,7.9235
1983,1,1,3,237,9.4705
1983,1,1,4,294,9.0505
1983,1,1,5,589,11.0770
1983,1,2,1,105,5.2288
1983,1,2,2,74,6.1311
1983,1,2,3,92,4.8226
1983,1,2,4,109,4.7385
1983,1,2,5,176,9.3447
1983,1,3,1,87,4.2736
1983,1,3,2,137,3.0815
1983,1,3,3,150,4.8727
1983,1,3,4,135,2.9787
1983,1,3,5,128,4.7281
1983,2,1,1,469,7.3511
1983,2,1,2,202,6.7591
1983,2,1,3,234,6.0763
1983,2,1,4,291,6.1292
1983,2,1,5,581,4.4567
1983,2,2,1,104,5.7385
1983,2,2,2,74,6.2989
1983,2,2,3,91,5.9363
1983,2,2,4,107,7.4318
1983,2,2,5,176,3.7859
1983,2,3,1,87,2.6458
1983,2,3,2,137,3.0625
1983,2,3,3,148,2.2659
1983,2,3,4,135,2.9138
1983,2,3,5,128,2.4023
1983,3,1,1,464,7.2511
1983,3,1,2,202,4.9819
1983,3,1,3,232,5.7956
1983,3,1,4,287,5.1376
1983,3,1,5,579,4.4857
1983,3,2,1,104,5.5532
1983,3,2,2,74,2.9681
1983,3,2,3,91,5.2042
1983,3,2,4,107,5.2428
1983,3,2,5,174,2.8295
1983,3,3,1,86,5.4080
1983,3,3,2,136,3.4797
1983,3,3,3,149,1.4092
1983,3,3,4,135,3.0947
1983,3,3,5,128,2.8777
1983,4,1,1,463,7.5257
1983,4,1,2,202,6.3255
1983,4,1,3,229,9.7521
1983,4,1,4,285,6.3719
1983,4,1,5,575,7.3012
1983,4,2,1,104,6.6527
1983,4,2,2,74,6.3125
1983,4,2,3,91,7.3795
1983,4,2,4,106,7.6298
1983,4,2,5,174,5.9864
1983,4,3,1,86,6.7857
1983,4,3,2,136,6.5354
1983,4,3,3,148,8.4377
1983,4,3,4,134,4.8666
1983,4,3,5,128,5.1663
1983,5,1,1,457,8.3301
1983,5,1,2,201,9.9049
1983,5,1,3,228,10.2905
1983,5,1,4,285,9.6947
1983,5,1,5,573,12.0779
1983,5,2,1,104,6.5299
1983,5,2,2,74,6.0548
1983,5,2,3,91,4.7928
1983,5,2,4,106,4.7045
1983,5,2,5,175,5.4187
1983,5,3,1,86,-2.2695
1983,5,3,2,136,0.8931
1983,5,3,3,148,-2.0021
1983,5,3,4,134,2.2456
1983,5,3,5,128,3.7385
1983,6,1,1,453,6.6297
1983,6,1,2,201,3.9615
1983,6,1,3,226,4.3863
1983,6,1,4,285,4.1760
1983,6,1,5,570,3.7265
1983,6,2,1,104,5.4522
1983,6,2,2,74,6.7648
1983,6,2,3,90,6.5116
1983,6,2,4,105,6.7866
1983,6,2,5,175,5.7898
1983,6,3,1,86,3.4379
1983,6,3,2,135,2.8606
1983,6,3,3,148,3.3719
1983,6,3,4,134,5.4905
1983,6,3,5,128,5.4578
1983,7,1,1,514,-0.5408
1983,7,1,2,363,-1.1979
1983,7,1,3,250,-1.4770
1983,7,1,4,322,-0.6204
1983,7,1,5,606,-5.3073
1983,7,2,1,92,-1.3698
1983,7,2,2,97,-2.7453
1983,7,2,3,101,-0.8895
1983,7,2,4,107,-1.0478
1983,7,2,5,197,-5.6514
1983,7,3,1,75,-0.5058
1983,7,3,2,131,-3.1828
1983,7,3,3,149,-3.0560
1983,7,3,4,155,-4.3716
1983,7,3,5,141,-4.1583
1983,8,1,1,511,-3.7570
1983,8,1,2,360,-4.1605
1983,8,1,3,248,-2.6168
1983,8,1,4,320,-2.9344
1983,8,1,5,605,-4.2830
1983,8,2,1,92,-2.8867
1983,8,2,2,97,-3.0515
1983,8,2,3,101,-1.6334
1983,8,2,4,107,-2.3483
1983,8,2,5,197,-4.8648
1983,8,3,1,75,3.2000
1983,8,3,2,130,2.4854
1983,8,3,3,149,3.0947
1983,8,3,4,155,0.0506
1983,8,3,5,141,-1.2668
1983,9,1,1,509,-0.8653
1983,9,1,2,356,-0.6621
1983,9,1,3,246,0.1115
1983,9,1,4,319,0.5151
1983,9,1,5,601,-0.5281
1983,9,2,1,92,2.9938
1983,9,2,2,95,1.3932
1983,9,2,3,99,3.3170
1983,9,2,4,107,3.6329
1983,9,2,5,197,1.9804
1983,9,3,1,75,0.1321
1983,9,3,2,130,1.5634
1983,9,3,3,148,1.0187
1983,9,3,4,155,3.0427
1983,9,3,5,141,2.8877
1983,10,1,1,509,-6.6319
1983,10,1,2,354,-5.0292
1983,10,1,3,243,-5.0448
1983,10,1,4,318,-4.1724
1983,10,1,5,595,-8.4520
1983,10,2,1,92,-3.9794
1983,10,2,2,95,-6.7033
1983,10,2,3,99,-1.4624
1983,10,2,4,107,-5.6491
1983,10,2,5,195,-8.9142
1983,10,3,1,74,-0.9861
1983,10,3,2,129,-0.6271
1983,10,3,3,147,-0.9428
1983,10,3,4,155,-2.5718
1983,10,3,5,141,-2.8480
1983,11,1,1,504,4.6410
1983,11,1,2,352,4.1649
1983,11,1,3,241,3.6113
1983,11,1,4,317,2.7193
1983,11,1,5,593,2.4273
1983,11,2,1,92,5.1007
1983,11,2,2,95,5.9165
1983,11,2,3,97,5.2612
1983,11,2,4,106,5.8703
1983,11,2,5,194,5.2755
1983,11,3,1,74,3.5556
1983,11,3,2,129,2.1044
1983,11,3,3,147,2.1516
1983,11,3,4,155,2.8258
1983,11,3,5,140,1.1991
1983,12,1,1,504,-0.2284
1983,12,1,2,350,-1.1435
1983,12,1,3,240,-1.4503
1983,12,1,4,316,-2.5923
1983,12,1,5,589,-2.8036
1983,12,2,1,92,-0.6105
1983,12,2,2,95,-0.1206
1983,12,2,3,97,-1.5654
1983,12,2,4,106,-0.9665
1983,12,2,5,193,-2.6516
1983,12,3,1,74,-0.1564
1983,12,3,2,129,1.2931
1983,12,3,3,147,-2.0714
1983,12,3,4,155,-1.4843
1983,12,3,5,140,-1.1142
1984,1,1,1,497,0.6874
1984,1,1,2,349,1.8016
1984,1,1,3,240,-0.1272
1984,1,1,4,314,-1.1222
1984,1,1,5,584,-1.6350
1984,1,2,1,92,-1.0489
1984,1,2,2,94,-1.0661
1984,1,2,3,97,-2.3044
1984,1,2,4,106,-2.4250
1984,1,2,5,193,-5.1315
1984,1,3,1,74,0.8153
1984,1,3,2,129,-0.7928
1984,1,3,3,146,3.1376
1984,1,3,4,153,-2.5998
1984,1,3,5,139,-5.3326
1984,2,1,1,492,-6.7473
1984,2,1,2,345,-5.3817
1984,2,1,3,236,-3.9242
1984,2,1,4,309,-5.8715
1984,2,1,5,578,-6.5848
1984,2,2,1,91,-6.1535
1984,2,2,2,94,-3.2738
1984,2,2,3,97,-4.5313
1984,2,2,4,106,-4.8202
1984,2,2,5,193,-6.3562
1984,2,3,1,74,-2.4551
1984,2,3,2,129,-2.7152
1984,2,3,3,146,-2.7273
1984,2,3,4,152,-5.2594
1984,2,3,5,139,-4.4447
1984,3,1,1,485,1.0762
1984,3,1,2,344,3.2591
1984,3,1,3,236,0.1115
1984,3,1,4,306,0.4355
1984,3,1,5,571,-0.0745
1984,3,2,1,91,1.3821
1984,3,2,2,93,2.1119
1984,3,2,3,97,1.0848
1984,3,2,4,103,1.3714
1984,3,2,5,190,1.2113
1984,3,3,1,74,1.7081
1984,3,3,2,128,2.1324
1984,3,3,3,146,1.0739
1984,3,3,4,152,1.6168
1984,3,3,5,138,1.2766
1984,4,1,1,485,-1.9788
1984,4,1,2,342,-1.0795
1984,4,1,3,237,-0.4454
1984,4,1,4,304,-0.4613
1984,4,1,5,571,-3.1027
1984,4,2,1,90,1.4453
1984,4,2,2,91,0.0863
1984,4,2,3,97,-0.9359
1984,4,2,4,102,0.1727
1984,4,2,5,189,0.7900
1984,4,3,1,74,3.0105
1984,4,3,2,128,1.4214
1984,4,3,3,146,0.0568
1984,4,3,4,152,0.8351
1984,4,3,5,138,-0.0320
1984,5,1,1,481,-6.3223
1984,5,1,2,340,-4.7458
1984,5,1,3,236,-3.0085
1984,5,1,4,301,-4.3069
1984,5,1,5,569,-4.6809
1984,5,2,1,89,-5.0929
1984,5,2,2,90,-5.0297
1984,5,2,3,97,-4.1232
1984,5,2,4,102,-4.1993
1984,5,2,5,188,-6.7037
1984,5,3,1,74,-7.0921
1984,5,3,2,128,-4.7302
1984,5,3,3,145,-4.3871
1984,5,3,4,152,-4.0590
1984,5,3,5,138,-4.3205
1984,6,1,1,478,3.1442
1984,6,1,2,335,2.9543
1984,6,1,3,232,0.5318
1984,6,1,4,300,3.1709
1984,6,1,5,564,1.5475
1984,6,2,1,89,1.2172
1984,6,2,2,90,1.5729
1984,6,2,3,94,2.5043
1984,6,2,4,102,5.1447
1984,6,2,5,188,4.2917
1984,6,3,1,74,-0.0570
1984,6,3,2,128,2.3353
1984,6,3,3,145,3.1116
1984,6,3,4,152,2.8357
1984,6,3,5,138,3.1861
1984,7,1,1,571,-6.1774
1984,7,1,2,302,-5.9838
1984,7,1,3,244,-2.5728
1984,7,1,4,274,-3.2804
1984,7,1,5,753,-5.7257
1984,7,2,1,86,-5.9965
1984,7,2,2,88,-6.1838
1984,7,2,3,105,-3.1740
1984,7,2,4,97,-3.5942
1984,7,2,5,197,-4.8577
1984,7,3,1,95,-4.9355
1984,7,3,2,149,-3.9297
1984,7,3,3,135,0.0656
1984,7,3,4,137,-0.3870
1984,7,3,5,120,0.6814
1984,8,1,1,565,10.0649
1984,8,1,2,297,9.1798
1984,8,1,3,240,6.9708
1984,8,1,4,271,10.5717
1984,8,1,5,750,11.0398
1984,8,2,1,85,12.0573
1984,8,2,2,88,12.6705
1984,8,2,3,104,10.1037
1984,8,2,4,96,12.0740
1984,8,2,5,197,15.5343
1984,8,3,1,95,13.4356
1984,8,3,2,147,10.2429
1984,8,3,3,135,9.0920
1984,8,3,4,136,11.1910
1984,8,3,5,119,12.2285
1984,9,1,1,562,0.2032
1984,9,1,2,293,0.6993
1984,9,1,3,240,0.3969
1984,9,1,4,266,-0.6170
1984,9,1,5,750,-2.3500
1984,9,2,1,85,-1.1077
1984,9,2,2,88,0.6369
1984,9,2,3,104,0.5778
1984,9,2,4,94,0.2103
1984,9,2,5,197,-3.2862
1984,9,3,1,94,0.6392
1984,9,3,2,147,0.7553
1984,9,3,3,135,0.3389
1984,9,3,4,136,-2.8696
1984,9,3,5,118,-1.0673
1984,10,1,1,552,-4.5339
1984,10,1,2,287,-3.7147
1984,10,1,3,239,-1.5746
1984,10,1,4,261,-0.9583
1984,10,1,5,743,-3.0079
1984,10,2,1,84,-3.9779
1984,10,2,2,85,-2.5305
1984,10,2,3,103,1.3726
1984,10,2,4,94,0.5345
1984,10,2,5,196,-2.1045
1984,10,3,1,93,-1.3981
1984,10,3,2,147,0.4074
1984,10,3,3,135,1.7210
1984,10,3,4,135,0.4864
1984,10,3,5,117,0.0870
1984,11,1,1,545,-4.6633
1984,11,1,2,281,-0.6854
1984,11,1,3,238,-0.2765
1984,11,1,4,260,-3.2531
1984,11,1,5,734,-5.0915
1984,11,2,1,84,0.0795
1984,11,2,2,85,-0.9633
1984,11,2,3,103,-0.9631
1984,11,2,4,93,-1.3415
1984,11,2,5,196,-3.2034
1984,11,3,1,93,-0.2740
1984,11,3,2,146,-0.1009
1984,11,3,3,135,-0.0617
1984,11,3,4,133,-1.7376
1984,11,3,5,117,-3.0418
1984,12,1,1,538,-1.2638
1984,12,1,2,275,-0.4544
1984,12,1,3,236,-0.4228
1984,12,1,4,256,1.6631
1984,12,1,5,725,1.5836
1984,12,2,1,84,-1.4875
1984,12,2,2,85,1.5654
1984,12,2,3,103,2.5710
1984,12,2,4,92,3.9691
1984,12,2,5,195,3.6204
1984,12,3,1,91,1.2418
1984,12,3,2,146,1.5000
1984,12,3,3,134,2.8092
1984,12,3,4,132,2.8819
1984,12,3,5,116,2.3388
1985,1,1,1,531,10.6632
1985,1,1,2,272,9.1431
1985,1,1,3,233,10.9967
1985,1,1,4,255,11.9473
1985,1,1,5,725,14.5013
1985,1,2,1,84,10.1254
1985,1,2,2,84,8.0666
1985,1,2,3,103,9.2849
1985,1,2,4,92,10.6499
1985,1,2,5,195,14.2732
1985,1,3,1,91,7.5087
1985,1,3,2,146,5.1054
1985,1,3,3,133,6.1480
1985,1,3,4,132,10.2916
1985,1,3,5,115,10.7523
1985,2,1,1,528,4.6960
1985,2,1,2,271,2.9603
1985,2,1,3,231,4.5920
1985,2,1,4,252,2.3028
1985,2,1,5,715,3.6158
1985,2,2,1,84,1.0881
1985,2,2,2,83,1.3502
1985,2,2,3,102,2.4394
1985,2,2,4,91,3.3214
1985,2,2,5,194,1.5291
1985,2,3,1,91,2.1582
1985,2,3,2,146,2.7615
1985,2,3,3,132,2.2060
1985,2,3,4,131,0.6580
1985,2,3,5,115,-0.1331
1985,3,1,1,519,-0.7017
1985,3,1,2,269,-0.6928
1985,3,1,3,230,0.3479
1985,3,1,4,250,-1.3771
1985,3,1,5,710,-3.6081
1985,3,2,1,83,-2.4237
1985,3,2,2,81,-0.3694
1985,3,2,3,102,2.6931
1985,3,2,4,90,-1.9964
1985,3,2,5,192,-4.8172
1985,3,3,1,91,0.7837
1985,3,3,2,146,1.3272
1985,3,3,3,132,1.6746
1985,3,3,4,130,0.0071
1985,3,3,5,115,-3.5509
1985,4,1,1,517,-2.6772
1985,4,1,2,266,0.6638
1985,4,1,3,229,-0.3261
1985,4,1,4,246,-0.3528
1985,4,1,5,707,-2.4880
1985,4,2,1,83,-2.6187
1985,4,2,2,81,0.5498
1985,4,2,3,102,0.0234
1985,4,2,4,89,-0.5217
1985,4,2,5,192,-3.5649
1985,4,3,1,91,-0.6896
1985,4,3,2,146,0.6951
1985,4,3,3,132,-0.6808
1985,4,3,4,130,-1.4108
1985,4,3,5,115,-1.9015
1985,5,1,1,512,0.9535
1985,5,1,2,266,2.0775
1985,5,1,3,230,2.6900
1985,5,1,4,247,5.2388
1985,5,1,5,699,2.7863
1985,5,2,1,82,2.4001
1985,5,2,2,80,1.2604
1985,5,2,3,102,4.5073
1985,5,2,4,89,4.9768
1985,5,2,5,192,5.3037
1985,5,3,1,91,4.0234
1985,5,3,2,146,4.5444
1985,5,3,3,132,6.9430
1985,5,3,4,130,8.4450
1985,5,3,5,115,5.8634
1985,6,1,1,508,-1.7165
1985,6,1,2,261,1.5857
1985,6,1,3,226,0.4403
1985,6,1,4,243,0.6991
1985,6,1,5,696,0.2539
1985,6,2,1,82,0.4719
1985,6,2,2,77,-0.0598
1985,6,2,3,101,2.8510
1985,6,2,4,87,1.2576
1985,6,2,5,190,1.6136
1985,6,3,1,90,0.5108
1985,6,3,2,145,2.4558
1985,6,3,3,132,2.8622
1985,6,3,4,130,2.4609
1985,6,3,5,115,-0.3849
1985,7,1,1,528,2.2326
1985,7,1,2,242,2.8954
1985,7,1,3,252,3.0190
1985,7,1,4,406,2.3915
1985,7,1,5,784,3.0569
1985,7,2,1,88,2.9668
1985,7,2,2,79,1.8353
1985,7,2,3,95,0.8723
1985,7,2,4,149,3.5092
1985,7,2,5,185,3.6952
1985,7,3,1,99,-1.0190
1985,7,3,2,148,-0.6795
1985,7,3,3,154,-0.8965
1985,7,3,4,119,-0.4548
1985,7,3,5,117,2.6799
1985,8,1,1,520,-1.0924
1985,8,1,2,241,-0.0390
1985,8,1,3,248,-0.1615
1985,8,1,4,402,-0.3572
1985,8,1,5,781,-1.5492
1985,8,2,1,87,0.3750
1985,8,2,2,79,0.4558
1985,8,2,3,95,0.6300
1985,8,2,4,149,-1.2215
1985,8,2,5,185,-3.1047
1985,8,3,1,99,0.5234
1985,8,3,2,148,1.1551
1985,8,3,3,154,-0.5404
1985,8,3,4,119,-0.9294
1985,8,3,5,116,-2.5055
1985,9,1,1,509,-5.4195
1985,9,1,2,239,-4.3913
1985,9,1,3,243,-5.0962
1985,9,1,4,400,-5.7473
1985,9,1,5,779,-6.2893
1985,9,2,1,86,-5.7086
1985,9,2,2,79,-3.0636
1985,9,2,3,95,-5.1574
1985,9,2,4,147,-6.3075
1985,9,2,5,185,-7.5122
1985,9,3,1,97,-2.4665
1985,9,3,2,148,-2.7387
1985,9,3,3,154,-2.9566
1985,9,3,4,118,-3.8663
1985,9,3,5,116,-4.4387
1985,10,1,1,505,0.6963
1985,10,1,2,239,3.3856
1985,10,1,3,243,2.4938
1985,10,1,4,396,2.5441
1985,10,1,5,775,2.0094
1985,10,2,1,86,4.4413
1985,10,2,2,79,3.2492
1985,10,2,3,95,3.5967
1985,10,2,4,147,3.4971
1985,10,2,5,185,3.7726
1985,10,3,1,95,3.9721
1985,10,3,2,147,4.9449
1985,10,3,3,151,3.3210
1985,10,3,4,118,5.3374
1985,10,3,5,116,3.4547
1985,11,1,1,497,3.8238
1985,11,1,2,232,4.5872
1985,11,1,3,240,4.4339
1985,11,1,4,397,5.1447
1985,11,1,5,771,7.3753
1985,11,2,1,86,4.2991
1985,11,2,2,78,6.8682
1985,11,2,3,94,6.9939
1985,11,2,4,145,8.0709
1985,11,2,5,183,8.2026
1985,11,3,1,95,5.2082
1985,11,3,2,147,4.8348
1985,11,3,3,151,9.0251
1985,11,3,4,117,5.5507
1985,11,3,5,115,9.9845
1985,12,1,1,489,1.7543
1985,12,1,2,230,3.6221
1985,12,1,3,239,2.6502
1985,12,1,4,393,4.3156
1985,12,1,5,763,4.4112
1985,12,2,1,83,2.4482
1985,12,2,2,76,3.5840
1985,12,2,3,94,3.8774
1985,12,2,4,145,5.1810
1985,12,2,5,183,6.1204
1985,12,3,1,95,2.3620
1985,12,3,2,145,3.6096
1985,12,3,3,150,4.9124
1985,12,3,4,117,4.1199
1985,12,3,5,115,6.9686
1986,1,1,1,477,4.1819
1986,1,1,2,227,0.8052
1986,1,1,3,237,2.0987
1986,1,1,4,390,2.7536
1986,1,1,5,759,1.9917
1986,1,2,1,82,1.9170
1986,1,2,2,76,1.9536
1986,1,2,3,94,1.6227
1986,1,2,4,143,0.0244
1986,1,2,5,182,1.2283
1986,1,3,1,94,-1.3730
1986,1,3,2,144,1.9558
1986,1,3,3,148,-0.1180
1986,1,3,4,117,1.4103
1986,1,3,5,115,0.3623
1986,2,1,1,471,6.0646
1986,2,1,2,224,4.8580
1986,2,1,3,237,4.5394
1986,2,1,4,387,6.5692
1986,2,1,5,753,6.3233
1986,2,2,1,81,6.3295
1986,2,2,2,76,5.6894
1986,2,2,3,94,6.4275
1986,2,2,4,143,7.4501
1986,2,2,5,179,6.7780
1986,2,3,1,93,6.1119
1986,2,3,2,144,7.4853
1986,2,3,3,148,9.4383
1986,2,3,4,116,8.7191
1986,2,3,5,115,5.5472
1986,3,1,1,467,3.5579
1986,3,1,2,223,6.3309
1986,3,1,3,238,5.4308
1986,3,1,4,386,4.4497
1986,3,1,5,749,4.6282
1986,3,2,1,79,6.3259
1986,3,2,2,76,6.9097
1986,3,2,3,93,3.3229
1986,3,2,4,143,5.8142
1986,3,2,5,179,4.9853
1986,3,3,1,93,5.4200
1986,3,3,2,143,4.9481
1986,3,3,3,148,6.2722
1986,3,3,4,115,5.8133
1986,3,3,5,115,3.3510
1986,4,1,1,463,1.8086
1986,4,1,2,220,0.2950
1986,4,1,3,236,1.2156
1986,4,1,4,385,1.9929
1986,4,1,5,744,1.8707
1986,4,2,1,79,-0.3811
1986,4,2,2,75,0.0605
1986,4,2,3,93,0.7454
1986,4,2,4,142,1.9863
1986,4,2,5,178,2.6411
1986,4,3,1,93,-0.7269
1986,4,3,2,142,-1.4513
1986,4,3,3,147,-0.4735
1986,4,3,4,115,-1.4674
1986,4,3,5,115,1.6765
1986,5,1,1,454,5.0343
1986,5,1,2,216,4.5063
1986,5,1,3,234,4.7360
1986,5,1,4,383,2.5399
1986,5,1,5,742,3.4935
1986,5,2,1,78,2.3676
1986,5,2,2,75,3.2438
1986,5,2,3,93,6.2673
1986,5,2,4,140,3.5169
1986,5,2,5,177,3.5325
1986,5,3,1,92,5.1498
1986,5,3,2,138,5.6118
1986,5,3,3,147,5.8860
1986,5,3,4,114,6.0580
1986,5,3,5,115,3.1241
1986,6,1,1,446,1.7683
1986,6,1,2,214,2.8342
1986,6,1,3,233,-0.1565
1986,6,1,4,380,-0.7545
1986,6,1,5,732,-1.7106
1986,6,2,1,78,0.2642
1986,6,2,2,75,0.9369
1986,6,2,3,93,0.6433
1986,6,2,4,140,1.1419
1986,6,2,5,176,-1.3644
1986,6,3,1,92,1.7226
1986,6,3,2,136,2.2975
1986,6,3,3,147,3.1804
1986,6,3,4,114,1.9884
1986,6,3,5,114,-2.6436
1986,7,1,1,665,-10.2512
1986,7,1,2,304,-8.3405
1986,7,1,3,245,-5.3862
1986,7,1,4,370,-7.7299
1986,7,1,5,721,-9.8001
1986,7,2,1,109,-11.3085
1986,7,2,2,92,-5.6434
1986,7,2,3,99,-6.8172
1986,7,2,4,128,-7.8340
1986,7,2,5,215,-12.5922
1986,7,3,1,76,-6.5039
1986,7,3,2,134,-1.7835
1986,7,3,3,157,-3.5513
1986,7,3,4,144,-7.0959
1986,7,3,5,120,-8.3354
1986,8,1,1,656,1.4788
1986,8,1,2,301,3.4644
1986,8,1,3,242,1.3565
1986,8,1,4,364,0.6786
1986,8,1,5,714,0.3845
1986,8,2,1,109,4.9906
1986,8,2,2,92,6.0577
1986,8,2,3,99,4.0553
1986,8,2,4,128,4.5712
1986,8,2,5,214,2.8277
1986,8,3,1,76,8.2848
1986,8,3,2,134,8.9041
1986,8,3,3,157,8.6685
1986,8,3,4,143,4.7945
1986,8,3,5,120,5.0067
1986,9,1,1,647,-5.1626
1986,9,1,2,296,-4.9135
1986,9,1,3,240,-4.8283
1986,9,1,4,363,-5.7461
1986,9,1,5,713,-7.0918
1986,9,2,1,108,-5.8202
1986,9,2,2,92,-5.4557
1986,9,2,3,98,-2.9228
1986,9,2,4,127,-6.2646
1986,9,2,5,214,-8.2498
1986,9,3,1,76,-6.4617
1986,9,3,2,134,-7.0191
1986,9,3,3,157,-7.9607
1986,9,3,4,142,-8.9266
1986,9,3,5,118,-7.2241
1986,10,1,1,637,0.8369
1986,10,1,2,294,2.6250
1986,10,1,3,238,5.4224
1986,10,1,4,358,1.8721
1986,10,1,5,705,2.0438
1986,10,2,1,106,3.2925
1986,10,2,2,91,3.7632
1986,10,2,3,98,3.1593
1986,10,2,4,126,3.9861
1986,10,2,5,213,6.3838
1986,10,3,1,76,6.0973
1986,10,3,2,133,6.2436
1986,10,3,3,157,6.4803
1986,10,3,4,142,7.0483
1986,10,3,5,117,2.6825
1986,11,1,1,619,0.1671
1986,11,1,2,294,0.7132
1986,11,1,3,234,-0.3305
1986,11,1,4,355,-0.1840
1986,11,1,5,701,-1.2912
1986,11,2,1,105,2.1956
1986,11,2,2,91,1.9300
1986,11,2,3,97,0.0121
1986,11,2,4,126,-0.0181
1986,11,2,5,213,0.4582
1986,11,3,1,74,0.7486
1986,11,3,2,132,2.2786
1986,11,3,3,157,2.1403
