year,month,rank_ME,rank_dII,nstocks,ret_vw
1967,1,1,1,45,18.7785
1967,1,1,2,35,17.7279
1967,1,1,3,22,18.1255
1967,1,1,4,27,16.5760
1967,1,1,5,44,19.3473
1967,1,2,1,37,17.2517
1967,1,2,2,38,17.4842
1967,1,2,3,22,15.8302
1967,1,2,4,36,14.4000
1967,1,2,5,43,14.7331
1967,1,3,1,85,10.1471
1967,1,3,2,96,5.3426
1967,1,3,3,107,6.4079
1967,1,3,4,93,9.0374
1967,1,3,5,74,7.9857
1967,2,1,1,45,4.7457
1967,2,1,2,35,4.0514
1967,2,1,3,22,3.6972
1967,2,1,4,27,2.9336
1967,2,1,5,44,4.1268
1967,2,2,1,37,1.1722
1967,2,2,2,38,1.3959
1967,2,2,3,22,2.0389
1967,2,2,4,36,3.1032
1967,2,2,5,43,2.8695
1967,2,3,1,85,-0.0129
1967,2,3,2,96,0.4569
1967,2,3,3,107,1.0495
1967,2,3,4,93,1.2660
1967,2,3,5,74,0.0332
1967,3,1,1,45,7.8253
1967,3,1,2,35,6.3870
1967,3,1,3,22,10.9058
1967,3,1,4,27,6.5593
1967,3,1,5,44,4.4828
1967,3,2,1,37,5.4448
1967,3,2,2,38,7.9488
1967,3,2,3,22,3.1493
1967,3,2,4,36,5.1312
1967,3,2,5,43,6.6498
1967,3,3,1,85,4.6199
1967,3,3,2,96,4.3401
1967,3,3,3,107,3.4662
1967,3,3,4,93,4.6041
1967,3,3,5,74,4.3084
1967,4,1,1,45,4.9029
1967,4,1,2,35,4.5617
1967,4,1,3,22,6.1509
1967,4,1,4,27,3.3441
1967,4,1,5,44,5.6800
1967,4,2,1,37,3.0239
1967,4,2,2,38,3.5146
1967,4,2,3,22,4.0294
1967,4,2,4,36,2.1219
1967,4,2,5,43,5.3172
1967,4,3,1,85,4.9848
1967,4,3,2,96,3.2467
1967,4,3,3,107,1.9641
1967,4,3,4,93,7.2839
1967,4,3,5,74,4.8494
1967,5,1,1,45,-1.8279
1967,5,1,2,35,-0.3796
1967,5,1,3,22,-1.0577
1967,5,1,4,27,3.0129
1967,5,1,5,44,-0.0180
1967,5,2,1,37,-2.5441
1967,5,2,2,38,0.0663
1967,5,2,3,22,-5.0193
1967,5,2,4,36,-2.4313
1967,5,2,5,43,-3.0863
1967,5,3,1,85,-2.8926
1967,5,3,2,96,-3.7233
1967,5,3,3,107,-5.4907
1967,5,3,4,93,-5.0341
1967,5,3,5,74,-4.2278
1967,6,1,1,45,12.9030
1967,6,1,2,35,9.5562
1967,6,1,3,22,11.5632
1967,6,1,4,27,8.4128
1967,6,1,5,44,13.5492
1967,6,2,1,37,6.4026
1967,6,2,2,38,5.8067
1967,6,2,3,22,6.8436
1967,6,2,4,36,7.2389
1967,6,2,5,43,6.3719
1967,6,3,1,85,2.3668
1967,6,3,2,96,1.6981
1967,6,3,3,107,1.5294
1967,6,3,4,93,2.1214
1967,6,3,5,74,1.5601
1967,7,1,1,68,7.8883
1967,7,1,2,36,7.6580
1967,7,1,3,36,12.2141
1967,7,1,4,25,10.6653
1967,7,1,5,54,9.6158
1967,7,2,1,50,9.8518
1967,7,2,2,35,5.9941
1967,7,2,3,35,8.9492
1967,7,2,4,34,8.8876
1967,7,2,5,43,6.4956
1967,7,3,1,79,5.3902
1967,7,3,2,103,6.3535
1967,7,3,3,98,1.7091
1967,7,3,4,109,3.5826
1967,7,3,5,96,6.7044
1967,8,1,1,68,-0.0334
1967,8,1,2,36,1.5352
1967,8,1,3,36,-0.7587
1967,8,1,4,25,-2.0235
1967,8,1,5,54,3.0079
1967,8,2,1,50,0.6172
1967,8,2,2,35,0.6035
1967,8,2,3,35,1.5741
1967,8,2,4,34,0.9025
1967,8,2,5,43,-1.1172
1967,8,3,1,78,-0.5904
1967,8,3,2,103,-0.4680
1967,8,3,3,98,-1.1900
1967,8,3,4,109,-0.5453
1967,8,3,5,96,-0.9521
1967,9,1,1,68,3.9435
1967,9,1,2,36,4.6131
1967,9,1,3,36,6.4024
1967,9,1,4,25,5.1849
1967,9,1,5,54,6.5972
1967,9,2,1,50,4.1009
1967,9,2,2,35,2.0621
1967,9,2,3,35,4.5230
1967,9,2,4,34,1.4328
1967,9,2,5,43,4.6945
1967,9,3,1,78,2.8501
1967,9,3,2,103,3.2876
1967,9,3,3,98,2.7603
1967,9,3,4,109,5.0429
1967,9,3,5,96,1.6930
1967,10,1,1,68,-1.9782
1967,10,1,2,36,-3.7713
1967,10,1,3,36,-0.4130
1967,10,1,4,25,-1.6396
1967,10,1,5,54,-3.3304
1967,10,2,1,50,-4.7732
1967,10,2,2,35,-2.7440
1967,10,2,3,35,-1.4674
1967,10,2,4,33,-4.3103
1967,10,2,5,43,-6.6848
1967,10,3,1,77,-4.6308
1967,10,3,2,103,-2.7813
1967,10,3,3,99,-2.6933
1967,10,3,4,109,-0.7311
1967,10,3,5,96,-3.8359
1967,11,1,1,68,0.1836
1967,11,1,2,36,2.1715
1967,11,1,3,36,1.9390
1967,11,1,4,25,0.1209
1967,11,1,5,54,1.1232
1967,11,2,1,50,-0.0622
1967,11,2,2,34,-0.2331
1967,11,2,3,35,1.9244
1967,11,2,4,33,-0.7898
1967,11,2,5,43,1.4804
1967,11,3,1,78,0.0230
1967,11,3,2,103,0.0217
1967,11,3,3,99,1.1697
1967,11,3,4,109,1.0643
1967,11,3,5,96,1.4778
1967,12,1,1,66,7.9773
1967,12,1,2,36,4.7042
1967,12,1,3,36,8.6861
1967,12,1,4,25,8.4951
1967,12,1,5,54,8.1880
1967,12,2,1,50,4.7840
1967,12,2,2,34,5.9649
1967,12,2,3,35,3.8318
1967,12,2,4,33,5.8639
1967,12,2,5,43,4.6670
1967,12,3,1,78,3.9151
1967,12,3,2,103,3.3311
1967,12,3,3,99,1.9144
1967,12,3,4,109,2.7298
1967,12,3,5,96,1.6843
1968,1,1,1,67,5.7154
1968,1,1,2,36,3.1423
1968,1,1,3,36,0.4345
1968,1,1,4,25,-3.2632
1968,1,1,5,54,0.0228
1968,1,2,1,50,0.9613
1968,1,2,2,34,-0.2442
1968,1,2,3,35,3.1194
1968,1,2,4,33,1.3181
1968,1,2,5,43,-2.4326
1968,1,3,1,78,-4.2790
1968,1,3,2,103,-5.0764
1968,1,3,3,99,-1.2270
1968,1,3,4,109,-5.2261
1968,1,3,5,96,-6.3705
1968,2,1,1,66,-5.3065
1968,2,1,2,36,-3.5595
1968,2,1,3,36,-4.6878
1968,2,1,4,25,-4.6405
1968,2,1,5,53,-4.7087
1968,2,2,1,50,-3.0272
1968,2,2,2,33,-5.4579
1968,2,2,3,34,-3.5454
1968,2,2,4,33,-1.3997
1968,2,2,5,43,-4.9913
1968,2,3,1,78,-4.7326
1968,2,3,2,103,-2.5068
1968,2,3,3,99,-2.6993
1968,2,3,4,109,-2.6551
1968,2,3,5,95,-4.1709
1968,3,1,1,67,-1.5260
1968,3,1,2,36,-1.6228
1968,3,1,3,36,0.4188
1968,3,1,4,25,-0.6598
1968,3,1,5,53,2.1610
1968,3,2,1,50,0.2723
1968,3,2,2,33,0.5719
1968,3,2,3,34,-0.3990
1968,3,2,4,33,-3.9187
1968,3,2,5,43,-2.9562
1968,3,3,1,78,0.5399
1968,3,3,2,103,0.6805
1968,3,3,3,99,-0.6577
1968,3,3,4,109,2.6436
1968,3,3,5,95,0.2021
1968,4,1,1,67,18.1535
1968,4,1,2,36,13.4238
1968,4,1,3,35,13.2257
1968,4,1,4,25,15.1573
1968,4,1,5,53,14.8143
1968,4,2,1,50,13.0511
1968,4,2,2,33,12.7236
1968,4,2,3,34,10.9230
1968,4,2,4,33,13.2712
1968,4,2,5,43,11.7565
1968,4,3,1,78,9.9949
1968,4,3,2,103,7.9746
1968,4,3,3,99,6.5114
1968,4,3,4,109,10.0579
1968,4,3,5,95,10.1033
1968,5,1,1,67,8.5169
1968,5,1,2,36,8.3604
1968,5,1,3,35,4.9874
1968,5,1,4,25,12.4852
1968,5,1,5,53,9.5210
1968,5,2,1,50,6.5349
1968,5,2,2,33,7.1079
1968,5,2,3,34,4.2344
1968,5,2,4,33,5.0960
1968,5,2,5,43,8.5438
1968,5,3,1,78,2.4128
1968,5,3,2,103,0.8737
1968,5,3,3,98,1.0456
1968,5,3,4,109,2.9142
1968,5,3,5,95,0.9106
1968,6,1,1,67,0.7982
1968,6,1,2,36,3.0230
1968,6,1,3,35,2.6677
1968,6,1,4,25,1.3303
1968,6,1,5,53,-0.3131
1968,6,2,1,50,1.9871
1968,6,2,2,33,-0.3280
1968,6,2,3,34,3.2448
1968,6,2,4,33,0.0758
1968,6,2,5,42,0.9157
1968,6,3,1,78,1.0532
1968,6,3,2,103,1.0299
1968,6,3,3,98,1.7837
1968,6,3,4,109,0.1420
1968,6,3,5,95,1.2384
1968,7,1,1,88,-1.2313
1968,7,1,2,38,0.4454
1968,7,1,3,40,-5.1987
1968,7,1,4,40,-2.6225
1968,7,1,5,67,-3.7251
1968,7,2,1,57,-1.9610
1968,7,2,2,48,-3.9252
1968,7,2,3,40,-3.6847
1968,7,2,4,39,-4.5154
1968,7,2,5,45,-4.1462
1968,7,3,1,64,-3.1117
1968,7,3,2,102,-1.2660
1968,7,3,3,105,-2.1128
1968,7,3,4,112,-0.9510
1968,7,3,5,99,-4.6695
1968,8,1,1,88,4.9307
1968,8,1,2,38,3.8072
1968,8,1,3,40,4.0555
1968,8,1,4,40,4.2565
1968,8,1,5,67,3.3264
1968,8,2,1,56,3.6782
1968,8,2,2,48,3.7006
1968,8,2,3,40,2.7603
1968,8,2,4,39,2.7398
1968,8,2,5,45,5.2440
1968,8,3,1,64,2.0527
1968,8,3,2,102,1.6553
1968,8,3,3,104,0.7670
1968,8,3,4,112,1.4401
1968,8,3,5,99,2.2606
1968,9,1,1,88,6.1972
1968,9,1,2,38,6.0599
1968,9,1,3,40,7.4351
1968,9,1,4,40,6.6669
1968,9,1,5,67,7.3706
1968,9,2,1,56,6.2214
1968,9,2,2,48,6.8598
1968,9,2,3,40,5.8726
1968,9,2,4,39,3.9610
1968,9,2,5,45,7.1142
1968,9,3,1,64,4.9962
1968,9,3,2,102,4.7834
1968,9,3,3,104,2.5939
1968,9,3,4,112,3.8558
1968,9,3,5,99,4.2266
1968,10,1,1,88,-0.4950
1968,10,1,2,38,2.4113
1968,10,1,3,40,2.7112
1968,10,1,4,40,-0.9450
1968,10,1,5,67,1.5024
1968,10,2,1,56,1.0061
1968,10,2,2,47,3.6462
1968,10,2,3,40,0.2038
1968,10,2,4,39,1.4308
1968,10,2,5,45,0.6130
1968,10,3,1,64,0.9993
1968,10,3,2,102,1.9009
1968,10,3,3,103,0.5509
1968,10,3,4,112,0.3170
1968,10,3,5,99,-0.5595
1968,11,1,1,87,8.2101
1968,11,1,2,38,8.3747
1968,11,1,3,40,3.0975
1968,11,1,4,40,8.3668
1968,11,1,5,67,5.3871
1968,11,2,1,56,8.3772
1968,11,2,2,48,7.5497
1968,11,2,3,40,6.5332
1968,11,2,4,39,8.3161
1968,11,2,5,45,7.9449
1968,11,3,1,64,7.5325
1968,11,3,2,102,3.1751
1968,11,3,3,103,5.7359
1968,11,3,4,112,6.9164
1968,11,3,5,99,6.4302
1968,12,1,1,88,2.2741
1968,12,1,2,37,-2.7484
1968,12,1,3,40,1.7449
1968,12,1,4,40,2.9710
1968,12,1,5,67,0.0998
1968,12,2,1,56,-1.2200
1968,12,2,2,48,-2.3475
1968,12,2,3,40,-1.1952
1968,12,2,4,39,-0.0213
1968,12,2,5,45,-2.1495
1968,12,3,1,64,-3.2270
1968,12,3,2,102,-3.4546
1968,12,3,3,103,-4.4861
1968,12,3,4,112,-5.0866
1968,12,3,5,99,-2.6117
1969,1,1,1,88,-2.6515
1969,1,1,2,37,0.4475
1969,1,1,3,40,-1.9730
1969,1,1,4,40,-0.2654
1969,1,1,5,67,-1.0469
1969,1,2,1,56,-1.5835
1969,1,2,2,48,-0.3970
1969,1,2,3,40,-1.1816
1969,1,2,4,39,-0.5689
1969,1,2,5,45,-1.1083
1969,1,3,1,64,-1.1398
1969,1,3,2,102,-0.1711
1969,1,3,3,103,-1.5331
1969,1,3,4,111,-0.2153
1969,1,3,5,99,-1.8121
1969,2,1,1,87,-9.1765
1969,2,1,2,37,-11.3586
1969,2,1,3,40,-6.6985
1969,2,1,4,40,-10.4453
1969,2,1,5,67,-8.2033
1969,2,2,1,56,-7.8131
1969,2,2,2,48,-7.0161
1969,2,2,3,40,-7.5588
1969,2,2,4,39,-6.1217
1969,2,2,5,45,-8.5959
1969,2,3,1,64,-5.8751
1969,2,3,2,102,-4.2635
1969,2,3,3,103,-3.6497
1969,2,3,4,111,-4.2430
1969,2,3,5,99,-6.5278
1969,3,1,1,87,2.8967
1969,3,1,2,37,3.1312
1969,3,1,3,40,2.5033
1969,3,1,4,39,1.6564
1969,3,1,5,67,2.7950
1969,3,2,1,56,1.4298
1969,3,2,2,48,2.6906
1969,3,2,3,40,2.2402
1969,3,2,4,39,0.7869
1969,3,2,5,45,2.7789
1969,3,3,1,64,1.4961
1969,3,3,2,102,4.7781
1969,3,3,3,103,3.8814
1969,3,3,4,111,2.5189
1969,3,3,5,99,1.5756
1969,4,1,1,87,-0.6960
1969,4,1,2,37,0.0568
1969,4,1,3,40,-2.2718
1969,4,1,4,39,-0.9959
1969,4,1,5,67,0.7700
1969,4,2,1,56,0.7989
1969,4,2,2,48,1.4610
1969,4,2,3,40,0.9872
1969,4,2,4,39,-0.4012
1969,4,2,5,45,0.3538
1969,4,3,1,64,2.6085
1969,4,3,2,102,0.9150
1969,4,3,3,103,3.7073
1969,4,3,4,111,1.6779
1969,4,3,5,99,2.4869
1969,5,1,1,86,-0.7438
1969,5,1,2,37,-1.4724
1969,5,1,3,40,-1.7330
1969,5,1,4,40,2.7710
1969,5,1,5,67,0.2286
1969,5,2,1,56,0.5557
1969,5,2,2,48,-0.4208
1969,5,2,3,39,-2.8201
1969,5,2,4,39,1.1866
1969,5,2,5,45,0.5666
1969,5,3,1,64,-0.3128
1969,5,3,2,102,1.1725
1969,5,3,3,102,0.1226
1969,5,3,4,111,1.1343
1969,5,3,5,98,-1.8459
1969,6,1,1,86,-12.6109
1969,6,1,2,37,-13.0730
1969,6,1,3,40,-10.4019
1969,6,1,4,40,-13.0991
1969,6,1,5,67,-13.0815
1969,6,2,1,56,-9.6932
1969,6,2,2,48,-9.1146
1969,6,2,3,40,-8.6465
1969,6,2,4,39,-9.7468
1969,6,2,5,45,-11.3837
1969,6,3,1,63,-7.5213
1969,6,3,2,102,-6.7326
1969,6,3,3,102,-3.7173
1969,6,3,4,110,-5.0193
1969,6,3,5,99,-7.9623
1969,7,1,1,119,-10.3550
1969,7,1,2,71,-10.0259
1969,7,1,3,37,-10.9131
1969,7,1,4,56,-8.7952
1969,7,1,5,106,-12.6698
1969,7,2,1,60,-7.0227
1969,7,2,2,39,-7.0747
1969,7,2,3,45,-8.0918
1969,7,2,4,48,-9.3564
1969,7,2,5,65,-11.2468
1969,7,3,1,73,-6.8504
1969,7,3,2,109,-5.4636
1969,7,3,3,122,-5.4226
1969,7,3,4,112,-6.0823
1969,7,3,5,82,-6.9318
1969,8,1,1,119,2.8210
1969,8,1,2,71,4.7276
1969,8,1,3,37,4.4884
1969,8,1,4,56,3.8314
1969,8,1,5,106,5.3064
1969,8,2,1,60,5.6622
1969,8,2,2,39,6.0960
1969,8,2,3,45,5.2929
1969,8,2,4,48,4.8459
1969,8,2,5,65,6.7719
1969,8,3,1,73,6.2967
1969,8,3,2,109,4.6569
1969,8,3,3,122,4.0743
1969,8,3,4,112,4.1051
1969,8,3,5,82,6.3529
1969,9,1,1,119,-4.2224
1969,9,1,2,71,-3.3243
1969,9,1,3,37,-1.5394
1969,9,1,4,56,-3.0961
1969,9,1,5,106,-3.1991
1969,9,2,1,60,-0.8135
1969,9,2,2,38,-0.8318
1969,9,2,3,45,-2.6407
1969,9,2,4,48,-0.2844
1969,9,2,5,65,0.6106
1969,9,3,1,73,-2.6928
1969,9,3,2,109,-1.3654
1969,9,3,3,122,-3.8452
1969,9,3,4,112,-3.3373
1969,9,3,5,82,-1.3749
1969,10,1,1,119,9.2923
1969,10,1,2,71,7.0421
1969,10,1,3,37,5.3616
1969,10,1,4,56,9.8760
1969,10,1,5,106,11.7161
1969,10,2,1,60,8.0838
1969,10,2,2,38,7.7786
1969,10,2,3,44,6.2893
1969,10,2,4,48,4.9920
1969,10,2,5,65,9.7278
1969,10,3,1,73,6.8291
1969,10,3,2,109,3.8544
1969,10,3,3,122,5.8930
1969,10,3,4,112,4.0812
1969,10,3,5,81,6.2450
1969,11,1,1,119,-7.8777
1969,11,1,2,71,-5.2302
1969,11,1,3,37,-5.3381
1969,11,1,4,56,-7.5563
1969,11,1,5,106,-6.9097
1969,11,2,1,60,-5.3746
1969,11,2,2,38,-4.0353
1969,11,2,3,45,-5.8165
1969,11,2,4,48,-3.5570
1969,11,2,5,65,-6.6424
1969,11,3,1,73,-2.9399
1969,11,3,2,109,-2.8551
1969,11,3,3,122,-2.2274
1969,11,3,4,112,-3.8682
1969,11,3,5,82,-3.4252
1969,12,1,1,119,-8.4997
1969,12,1,2,71,-4.7601
1969,12,1,3,37,-7.9703
1969,12,1,4,56,-6.1690
1969,12,1,5,106,-6.7581
1969,12,2,1,60,-6.0546
1969,12,2,2,38,-3.6724
1969,12,2,3,45,-2.2419
1969,12,2,4,48,-4.1271
1969,12,2,5,65,-5.7551
1969,12,3,1,73,-3.1439
1969,12,3,2,109,-1.2078
1969,12,3,3,122,-1.0081
1969,12,3,4,112,-1.2687
1969,12,3,5,82,-2.5267
1970,1,1,1,119,-0.3719
1970,1,1,2,71,-3.4508
1970,1,1,3,37,-3.4141
1970,1,1,4,56,-3.5989
1970,1,1,5,106,-6.4066
1970,1,2,1,60,-4.7925
1970,1,2,2,38,-6.4920
1970,1,2,3,45,-5.2909
1970,1,2,4,48,-4.3056
1970,1,2,5,65,-6.2524
1970,1,3,1,73,-6.8420
1970,1,3,2,109,-8.1820
1970,1,3,3,122,-6.6804
1970,1,3,4,112,-9.0603
1970,1,3,5,82,-7.5364
1970,2,1,1,119,1.3917
1970,2,1,2,70,5.4066
1970,2,1,3,37,1.6424
1970,2,1,4,56,4.5940
1970,2,1,5,106,2.8928
1970,2,2,1,60,3.4619
1970,2,2,2,38,5.1936
1970,2,2,3,45,5.8575
1970,2,2,4,47,3.9611
1970,2,2,5,65,4.4491
1970,2,3,1,73,6.8270
1970,2,3,2,109,3.9936
1970,2,3,3,121,8.4500
1970,2,3,4,112,5.6288
1970,2,3,5,82,5.6763
1970,3,1,1,119,-1.3007
1970,3,1,2,70,-2.6739
1970,3,1,3,37,0.7325
1970,3,1,4,56,-2.0928
1970,3,1,5,106,-4.1811
1970,3,2,1,59,0.4203
1970,3,2,2,38,2.2259
1970,3,2,3,45,-0.8957
1970,3,2,4,48,-1.6468
1970,3,2,5,65,-2.7584
1970,3,3,1,73,-0.5168
1970,3,3,2,109,1.3465
1970,3,3,3,122,-0.5234
1970,3,3,4,112,0.5085
1970,3,3,5,82,-2.2099
1970,4,1,1,118,-14.8089
1970,4,1,2,70,-15.2769
1970,4,1,3,37,-12.8079
1970,4,1,4,56,-13.2368
1970,4,1,5,106,-19.2304
1970,4,2,1,60,-11.5129
1970,4,2,2,38,-11.2791
1970,4,2,3,45,-11.3221
1970,4,2,4,48,-13.0524
1970,4,2,5,65,-17.7560
1970,4,3,1,73,-11.6695
1970,4,3,2,109,-8.2321
1970,4,3,3,122,-8.6144
1970,4,3,4,112,-9.6716
1970,4,3,5,82,-11.4852
1970,5,1,1,118,-9.8234
1970,5,1,2,70,-9.8320
1970,5,1,3,36,-9.9732
1970,5,1,4,56,-7.4379
1970,5,1,5,106,-9.2117
1970,5,2,1,60,-7.9990
1970,5,2,2,38,-8.3099
1970,5,2,3,45,-8.8022
1970,5,2,4,48,-9.3207
1970,5,2,5,65,-11.3186
1970,5,3,1,73,-6.7654
1970,5,3,2,109,-5.9433
1970,5,3,3,122,-5.1309
1970,5,3,4,112,-4.2497
1970,5,3,5,82,-7.0170
1970,6,1,1,116,-6.7982
1970,6,1,2,70,-8.4014
1970,6,1,3,35,-8.9044
1970,6,1,4,56,-7.9268
1970,6,1,5,106,-10.9034
1970,6,2,1,59,-7.0871
1970,6,2,2,38,-6.7274
1970,6,2,3,45,-4.4583
1970,6,2,4,48,-6.3737
1970,6,2,5,64,-6.7230
1970,6,3,1,73,-5.2788
1970,6,3,2,109,-5.1099
1970,6,3,3,122,-4.6036
1970,6,3,4,112,-3.7136
1970,6,3,5,82,-7.7352
1970,7,1,1,170,5.6190
1970,7,1,2,75,4.2314
1970,7,1,3,59,2.4170
1970,7,1,4,54,6.2714
1970,7,1,5,144,6.1265
1970,7,2,1,66,6.8284
1970,7,2,2,50,7.4572
1970,7,2,3,43,8.1575
1970,7,2,4,54,10.6894
1970,7,2,5,81,8.1557
1970,7,3,1,67,8.1251
1970,7,3,2,121,7.1864
1970,7,3,3,128,7.8004
1970,7,3,4,117,7.3032
1970,7,3,5,78,7.4328
1970,8,1,1,170,6.3918
1970,8,1,2,75,6.5111
1970,8,1,3,59,8.2385
1970,8,1,4,54,6.2637
1970,8,1,5,144,6.5984
1970,8,2,1,66,8.4031
1970,8,2,2,50,6.1638
1970,8,2,3,43,8.4705
1970,8,2,4,54,4.3104
1970,8,2,5,81,7.3017
1970,8,3,1,67,3.5239
1970,8,3,2,121,3.8275
1970,8,3,3,128,4.8449
1970,8,3,4,117,5.9670
1970,8,3,5,78,5.8735
1970,9,1,1,169,14.4574
1970,9,1,2,75,12.2107
1970,9,1,3,59,15.7730
1970,9,1,4,54,12.8134
1970,9,1,5,144,15.2363
1970,9,2,1,66,11.3703
1970,9,2,2,49,6.2150
1970,9,2,3,43,10.9224
1970,9,2,4,54,9.6324
1970,9,2,5,81,12.0692
1970,9,3,1,67,5.2709
1970,9,3,2,121,2.4778
1970,9,3,3,128,3.7385
1970,9,3,4,117,2.3015
1970,9,3,5,77,6.2676
1970,10,1,1,170,-7.8990
1970,10,1,2,75,-5.4343
1970,10,1,3,59,-5.9636
1970,10,1,4,54,-7.8941
1970,10,1,5,144,-8.1181
1970,10,2,1,66,-6.8943
1970,10,2,2,49,-2.6049
1970,10,2,3,43,-3.0869
1970,10,2,4,54,-5.9771
1970,10,2,5,81,-5.3441
1970,10,3,1,67,-1.9396
1970,10,3,2,121,-0.0741
1970,10,3,3,128,-0.2681
1970,10,3,4,117,-1.7863
1970,10,3,5,77,-3.5834
1970,11,1,1,170,-2.4960
1970,11,1,2,74,-0.3091
1970,11,1,3,58,0.3123
1970,11,1,4,54,-0.2137
1970,11,1,5,144,0.8218
1970,11,2,1,66,2.1897
1970,11,2,2,48,3.7557
1970,11,2,3,43,6.6491
1970,11,2,4,54,2.8872
1970,11,2,5,81,1.5486
1970,11,3,1,67,7.9047
1970,11,3,2,121,5.4160
1970,11,3,3,128,5.0236
1970,11,3,4,117,6.4231
1970,11,3,5,77,3.7659
1970,12,1,1,169,9.5095
1970,12,1,2,74,9.5204
1970,12,1,3,58,11.5755
1970,12,1,4,54,15.3442
1970,12,1,5,144,9.3527
1970,12,2,1,66,10.6052
1970,12,2,2,48,10.4176
1970,12,2,3,43,7.3475
1970,12,2,4,54,7.8199
1970,12,2,5,81,7.9585
1970,12,3,1,67,4.4372
1970,12,3,2,121,6.8658
1970,12,3,3,128,5.5928
1970,12,3,4,116,6.2646
1970,12,3,5,77,5.8022
1971,1,1,1,168,14.4127
1971,1,1,2,74,14.3175
1971,1,1,3,58,13.8406
1971,1,1,4,54,12.2860
1971,1,1,5,143,15.3532
1971,1,2,1,66,12.5015
1971,1,2,2,48,9.4564
1971,1,2,3,43,11.5004
1971,1,2,4,53,8.9106
1971,1,2,5,81,11.2812
1971,1,3,1,67,6.1296
1971,1,3,2,121,4.0975
1971,1,3,3,128,3.3353
1971,1,3,4,116,5.2174
1971,1,3,5,77,5.5177
1971,2,1,1,167,4.8174
1971,2,1,2,73,4.0029
1971,2,1,3,58,6.2027
1971,2,1,4,53,4.0487
1971,2,1,5,143,4.0642
1971,2,2,1,66,3.0962
1971,2,2,2,47,3.1694
1971,2,2,3,43,0.4373
1971,2,2,4,53,3.3126
1971,2,2,5,81,2.2419
1971,2,3,1,67,0.2129
1971,2,3,2,121,2.0360
1971,2,3,3,128,1.2209
1971,2,3,4,116,1.0321
1971,2,3,5,76,2.6940
1971,3,1,1,167,6.7567
1971,3,1,2,73,3.9433
1971,3,1,3,58,4.7429
1971,3,1,4,53,8.4370
1971,3,1,5,143,7.0835
1971,3,2,1,66,8.0105
1971,3,2,2,47,3.1865
1971,3,2,3,43,4.2418
1971,3,2,4,53,6.6560
1971,3,2,5,81,5.2347
1971,3,3,1,67,4.6829
1971,3,3,2,120,3.7852
1971,3,3,3,128,3.7792
1971,3,3,4,116,3.3235
1971,3,3,5,75,5.2199
1971,4,1,1,166,3.0810
1971,4,1,2,73,2.0328
1971,4,1,3,57,0.6974
1971,4,1,4,53,4.1659
1971,4,1,5,143,1.7336
1971,4,2,1,66,6.3026
1971,4,2,2,46,3.9532
1971,4,2,3,43,4.5326
1971,4,2,4,53,2.8270
1971,4,2,5,81,4.8987
1971,4,3,1,67,5.2749
1971,4,3,2,120,4.4567
1971,4,3,3,128,2.3711
1971,4,3,4,116,4.1824
1971,4,3,5,75,4.6006
1971,5,1,1,163,-5.4640
1971,5,1,2,73,-5.9289
1971,5,1,3,56,-5.9637
1971,5,1,4,53,-7.8605
1971,5,1,5,143,-6.0959
1971,5,2,1,66,-3.0093
1971,5,2,2,46,-4.4216
1971,5,2,3,43,-5.5127
1971,5,2,4,53,-5.3511
1971,5,2,5,81,-4.4554
1971,5,3,1,67,-2.6768
1971,5,3,2,120,-2.9356
1971,5,3,3,128,-4.4494
1971,5,3,4,116,-3.2616
1971,5,3,5,75,-3.0142
1971,6,1,1,162,-2.2265
1971,6,1,2,73,-3.6455
1971,6,1,3,55,-1.9214
1971,6,1,4,53,1.5798
1971,6,1,5,143,-2.1754
1971,6,2,1,66,-0.8671
1971,6,2,2,46,-1.5640
1971,6,2,3,43,-1.0217
1971,6,2,4,53,-1.1408
1971,6,2,5,81,0.8684
1971,6,3,1,66,-0.7962
1971,6,3,2,120,0.5879
1971,6,3,3,128,1.0676
1971,6,3,4,116,0.3747
1971,6,3,5,75,-1.0708
1971,7,1,1,177,-6.3392
1971,7,1,2,101,-4.2918
1971,7,1,3,70,-3.2031
1971,7,1,4,79,-8.1002
1971,7,1,5,166,-7.3621
1971,7,2,1,69,-4.0123
1971,7,2,2,76,-4.6748
1971,7,2,3,47,-5.1842
1971,7,2,4,44,-3.0576
1971,7,2,5,81,-4.6427
1971,7,3,1,67,-6.0263
1971,7,3,2,95,-4.0814
1971,7,3,3,128,-3.3415
1971,7,3,4,142,-4.7749
1971,7,3,5,101,-4.1964
1971,8,1,1,176,5.4600
1971,8,1,2,101,3.1619
1971,8,1,3,70,5.1423
1971,8,1,4,79,4.3962
1971,8,1,5,166,3.8864
1971,8,2,1,69,5.0386
1971,8,2,2,76,5.2195
1971,8,2,3,47,2.9442
1971,8,2,4,44,5.0285
1971,8,2,5,81,5.3881
1971,8,3,1,67,5.5856
1971,8,3,2,95,5.4386
1971,8,3,3,128,2.7285
1971,8,3,4,142,3.6645
1971,8,3,5,100,5.9807
1971,9,1,1,176,-0.8207
1971,9,1,2,101,-1.2860
1971,9,1,3,70,-1.3303
1971,9,1,4,79,-0.9688
1971,9,1,5,166,-0.1877
1971,9,2,1,69,-1.3221
1971,9,2,2,75,-1.2095
1971,9,2,3,46,-0.6852
1971,9,2,4,44,-0.7606
1971,9,2,5,81,-1.4823
1971,9,3,1,67,-1.5973
