year,month,rank_ME,rank_dII,nstocks,ret_vw
1994,12,1,3,199,1.2076
1994,12,1,4,283,0.7845
1994,12,1,5,673,-1.8650
1994,12,2,1,118,2.3396
1994,12,2,2,92,1.9740
1994,12,2,3,98,2.4927
1994,12,2,4,98,2.6196
1994,12,2,5,217,1.3319
1994,12,3,1,101,0.7622
1994,12,3,2,150,2.9764
1994,12,3,3,156,1.1329
1994,12,3,4,164,1.3771
1994,12,3,5,140,-0.4450
1995,1,1,1,603,1.7226
1995,1,1,2,227,1.4164
1995,1,1,3,195,0.3530
1995,1,1,4,279,2.8419
1995,1,1,5,668,3.8700
1995,1,2,1,117,-0.6563
1995,1,2,2,92,-2.0666
1995,1,2,3,97,0.6695
1995,1,2,4,96,-2.5122
1995,1,2,5,217,-1.5392
1995,1,3,1,101,0.6834
1995,1,3,2,148,1.3757
1995,1,3,3,156,2.5361
1995,1,3,4,164,1.4745
1995,1,3,5,140,3.7395
1995,2,1,1,600,0.7150
1995,2,1,2,226,2.6979
1995,2,1,3,195,3.6865
1995,2,1,4,277,4.4183
1995,2,1,5,667,2.1359
1995,2,2,1,117,4.0832
1995,2,2,2,91,3.5248
1995,2,2,3,96,3.7559
1995,2,2,4,96,4.3314
1995,2,2,5,215,4.2619
1995,2,3,1,101,5.4161
1995,2,3,2,148,4.2769
1995,2,3,3,155,3.0672
1995,2,3,4,164,3.7294
1995,2,3,5,139,4.8677
1995,3,1,1,594,1.2316
1995,3,1,2,226,2.0870
1995,3,1,3,194,0.5362
1995,3,1,4,275,0.9674
1995,3,1,5,661,0.8800
1995,3,2,1,117,2.4187
1995,3,2,2,91,1.9016
1995,3,2,3,96,0.9723
1995,3,2,4,96,1.2978
1995,3,2,5,214,2.7216
1995,3,3,1,101,3.3591
1995,3,3,2,148,2.9619
1995,3,3,3,154,3.1273
1995,3,3,4,163,1.8950
1995,3,3,5,138,4.0373
1995,4,1,1,594,3.7867
1995,4,1,2,223,4.6449
1995,4,1,3,193,4.3601
1995,4,1,4,273,2.9768
1995,4,1,5,657,2.8258
1995,4,2,1,117,2.1762
1995,4,2,2,91,2.1964
1995,4,2,3,96,4.0654
1995,4,2,4,95,2.5899
1995,4,2,5,214,0.8636
1995,4,3,1,98,0.0461
1995,4,3,2,148,3.9400
1995,4,3,3,153,2.7358
1995,4,3,4,163,2.7041
1995,4,3,5,138,3.4394
1995,5,1,1,590,4.2356
1995,5,1,2,220,1.4958
1995,5,1,3,192,3.1674
1995,5,1,4,274,2.7047
1995,5,1,5,651,1.8694
1995,5,2,1,117,0.2495
1995,5,2,2,91,1.1119
1995,5,2,3,96,1.2974
1995,5,2,4,94,0.6201
1995,5,2,5,214,0.3804
1995,5,3,1,98,3.1726
1995,5,3,2,148,3.2465
1995,5,3,3,153,3.3771
1995,5,3,4,163,3.6643
1995,5,3,5,138,2.4939
1995,6,1,1,580,7.6282
1995,6,1,2,219,5.9829
1995,6,1,3,190,8.7641
1995,6,1,4,273,8.8259
1995,6,1,5,648,6.7479
1995,6,2,1,117,4.2193
1995,6,2,2,91,6.4124
1995,6,2,3,96,2.5285
1995,6,2,4,93,4.2108
1995,6,2,5,213,4.6041
1995,6,3,1,97,1.9836
1995,6,3,2,146,2.1369
1995,6,3,3,151,1.5547
1995,6,3,4,163,3.5657
1995,6,3,5,138,7.4142
1995,7,1,1,702,6.3324
1995,7,1,2,267,2.5113
1995,7,1,3,211,6.7593
1995,7,1,4,276,3.5343
1995,7,1,5,618,5.6233
1995,7,2,1,147,5.3362
1995,7,2,2,121,5.0684
1995,7,2,3,103,5.3774
1995,7,2,4,133,5.4231
1995,7,2,5,232,7.8506
1995,7,3,1,123,3.4661
1995,7,3,2,174,4.2643
1995,7,3,3,173,2.0086
1995,7,3,4,148,3.2203
1995,7,3,5,160,7.7446
1995,8,1,1,694,4.3552
1995,8,1,2,265,6.7448
1995,8,1,3,208,4.7654
1995,8,1,4,275,2.9902
1995,8,1,5,613,3.3719
1995,8,2,1,144,1.0791
1995,8,2,2,120,0.9949
1995,8,2,3,102,2.4162
1995,8,2,4,132,1.2533
1995,8,2,5,232,1.2044
1995,8,3,1,122,-0.1360
1995,8,3,2,174,-0.1458
1995,8,3,3,171,0.3375
1995,8,3,4,148,-0.5864
1995,8,3,5,160,0.8702
1995,9,1,1,685,3.4715
1995,9,1,2,265,1.1392
1995,9,1,3,207,3.1347
1995,9,1,4,272,1.4456
1995,9,1,5,609,3.4689
1995,9,2,1,144,3.5402
1995,9,2,2,120,1.3202
1995,9,2,3,102,0.6078
1995,9,2,4,132,2.2415
1995,9,2,5,230,0.6997
1995,9,3,1,121,2.2858
1995,9,3,2,174,3.3094
1995,9,3,3,171,5.8505
1995,9,3,4,148,2.1342
1995,9,3,5,159,2.0192
1995,10,1,1,679,-6.0830
1995,10,1,2,263,-3.7815
1995,10,1,3,206,-4.7891
1995,10,1,4,271,-4.9392
1995,10,1,5,605,-5.5352
1995,10,2,1,144,-7.2466
1995,10,2,2,120,-5.6320
1995,10,2,3,101,-4.7618
1995,10,2,4,132,-5.9875
1995,10,2,5,229,-7.2731
1995,10,3,1,120,-2.0425
1995,10,3,2,174,0.2974
1995,10,3,3,170,1.0519
1995,10,3,4,147,-0.7374
1995,10,3,5,159,-1.9575
1995,11,1,1,672,1.3350
1995,11,1,2,260,2.9177
1995,11,1,3,203,0.5932
1995,11,1,4,270,1.7952
1995,11,1,5,599,1.2491
1995,11,2,1,144,7.0637
1995,11,2,2,119,5.0890
1995,11,2,3,100,2.6368
1995,11,2,4,131,3.8892
1995,11,2,5,228,4.8006
1995,11,3,1,119,2.0711
1995,11,3,2,174,5.0208
1995,11,3,3,170,4.6874
1995,11,3,4,147,2.1410
1995,11,3,5,158,2.3697
1995,12,1,1,665,3.1565
1995,12,1,2,259,4.2658
1995,12,1,3,201,4.2571
1995,12,1,4,267,2.8849
1995,12,1,5,596,0.8321
1995,12,2,1,142,4.0782
1995,12,2,2,119,1.9421
1995,12,2,3,99,0.6724
1995,12,2,4,131,0.5637
1995,12,2,5,227,3.2068
1995,12,3,1,119,1.5551
1995,12,3,2,171,2.4350
1995,12,3,3,170,3.3971
1995,12,3,4,147,-0.6820
1995,12,3,5,158,-2.4672
1996,1,1,1,661,0.2647
1996,1,1,2,257,1.0916
1996,1,1,3,201,0.0793
1996,1,1,4,265,1.7379
1996,1,1,5,595,0.6473
1996,1,2,1,142,-2.8053
1996,1,2,2,119,0.0387
1996,1,2,3,99,3.0030
1996,1,2,4,131,0.1440
1996,1,2,5,226,0.3259
1996,1,3,1,118,2.4175
1996,1,3,2,171,4.2552
1996,1,3,3,170,2.8490
1996,1,3,4,147,1.2159
1996,1,3,5,158,2.5927
1996,2,1,1,660,4.6741
1996,2,1,2,256,3.6115
1996,2,1,3,196,2.1975
1996,2,1,4,265,1.8006
1996,2,1,5,590,3.4095
1996,2,2,1,142,3.8631
1996,2,2,2,118,2.2804
1996,2,2,3,99,3.0717
1996,2,2,4,129,2.7649
1996,2,2,5,222,4.3888
1996,2,3,1,118,2.7551
1996,2,3,2,170,1.2387
1996,2,3,3,170,-0.2366
1996,2,3,4,147,2.4863
1996,2,3,5,157,2.6521
1996,3,1,1,658,3.8953
1996,3,1,2,253,1.7975
1996,3,1,3,196,1.7375
1996,3,1,4,261,1.6257
1996,3,1,5,585,2.6290
1996,3,2,1,142,2.7106
1996,3,2,2,117,3.0816
1996,3,2,3,98,1.5335
1996,3,2,4,128,3.4935
1996,3,2,5,222,1.4532
1996,3,3,1,118,1.8701
1996,3,3,2,168,1.7700
1996,3,3,3,170,-0.3520
1996,3,3,4,147,2.1544
1996,3,3,5,156,-0.1259
1996,4,1,1,653,9.3706
1996,4,1,2,251,7.4094
1996,4,1,3,196,8.0758
1996,4,1,4,259,6.5102
1996,4,1,5,582,9.3667
1996,4,2,1,142,8.9747
1996,4,2,2,117,4.4508
1996,4,2,3,98,2.9895
1996,4,2,4,127,5.1856
1996,4,2,5,222,7.5306
1996,4,3,1,118,3.1099
1996,4,3,2,166,0.9544
1996,4,3,3,168,1.0457
1996,4,3,4,146,4.9552
1996,4,3,5,156,4.8364
1996,5,1,1,652,9.5764
1996,5,1,2,250,3.5948
1996,5,1,3,195,9.9335
1996,5,1,4,256,5.9304
1996,5,1,5,579,9.6327
1996,5,2,1,142,9.4528
1996,5,2,2,117,4.3461
1996,5,2,3,98,2.9050
1996,5,2,4,127,6.0718
1996,5,2,5,222,5.2090
1996,5,3,1,118,1.4579
1996,5,3,2,166,2.9585
1996,5,3,3,168,2.6524
1996,5,3,4,146,3.7102
1996,5,3,5,154,0.6409
1996,6,1,1,644,-5.7606
1996,6,1,2,247,-5.9202
1996,6,1,3,195,-4.8105
1996,6,1,4,252,-4.7553
1996,6,1,5,573,-7.7326
1996,6,2,1,141,-6.2169
1996,6,2,2,116,-3.7270
1996,6,2,3,98,-1.6026
1996,6,2,4,127,-2.9999
1996,6,2,5,220,-5.6478
1996,6,3,1,118,-0.2076
1996,6,3,2,166,1.0778
1996,6,3,3,168,0.6381
1996,6,3,4,146,-1.3800
1996,6,3,5,153,-2.7708
1996,7,1,1,770,-9.5930
1996,7,1,2,274,-9.3837
1996,7,1,3,202,-7.5609
1996,7,1,4,299,-7.1378
1996,7,1,5,617,-10.5910
1996,7,2,1,185,-11.0077
1996,7,2,2,124,-11.2170
1996,7,2,3,126,-8.1205
1996,7,2,4,144,-8.0417
1996,7,2,5,253,-10.7035
1996,7,3,1,118,-4.1069
1996,7,3,2,169,-4.7589
1996,7,3,3,184,-3.8118
1996,7,3,4,165,-7.2822
1996,7,3,5,174,-7.5965
1996,8,1,1,764,3.1712
1996,8,1,2,271,3.2589
1996,8,1,3,201,5.8565
1996,8,1,4,297,4.0612
1996,8,1,5,614,3.8116
1996,8,2,1,183,6.3501
1996,8,2,2,124,4.9178
1996,8,2,3,124,5.4460
1996,8,2,4,144,5.9509
1996,8,2,5,251,5.6738
1996,8,3,1,117,2.9917
1996,8,3,2,168,1.9058
1996,8,3,3,183,1.9426
1996,8,3,4,165,3.6808
1996,8,3,5,172,3.4018
1996,9,1,1,753,2.2084
1996,9,1,2,269,2.7188
1996,9,1,3,200,3.5046
1996,9,1,4,293,2.4380
1996,9,1,5,606,1.9017
1996,9,2,1,182,4.2967
1996,9,2,2,124,2.4183
1996,9,2,3,124,3.7068
1996,9,2,4,144,2.9840
1996,9,2,5,250,3.2994
1996,9,3,1,116,6.2170
1996,9,3,2,168,5.5817
1996,9,3,3,183,4.7193
1996,9,3,4,165,4.3060
1996,9,3,5,172,9.0488
1996,10,1,1,744,-2.1850
1996,10,1,2,265,-2.2800
1996,10,1,3,200,-2.4219
1996,10,1,4,293,-0.8490
1996,10,1,5,603,-1.6495
1996,10,2,1,181,-1.9379
1996,10,2,2,124,0.3080
1996,10,2,3,124,-0.2734
1996,10,2,4,144,0.2701
1996,10,2,5,249,-3.8467
1996,10,3,1,116,-0.2963
1996,10,3,2,168,2.9791
1996,10,3,3,182,2.5310
1996,10,3,4,163,-1.5411
1996,10,3,5,171,-0.4163
1996,11,1,1,736,3.2029
1996,11,1,2,262,3.7376
1996,11,1,3,199,2.2419
1996,11,1,4,291,1.6813
1996,11,1,5,601,1.8057
1996,11,2,1,181,2.7146
1996,11,2,2,124,4.4602
1996,11,2,3,123,3.9154
1996,11,2,4,143,4.3910
1996,11,2,5,248,3.4617
1996,11,3,1,116,6.0012
1996,11,3,2,168,6.6169
1996,11,3,3,182,6.7993
1996,11,3,4,163,7.5081
1996,11,3,5,169,8.4379
1996,12,1,1,732,0.9203
1996,12,1,2,261,0.9128
1996,12,1,3,198,1.7150
1996,12,1,4,289,1.7569
1996,12,1,5,597,0.9925
1996,12,2,1,181,2.2299
1996,12,2,2,123,2.7860
1996,12,2,3,123,2.8256
1996,12,2,4,143,3.5534
1996,12,2,5,248,0.7357
1996,12,3,1,115,-1.3441
1996,12,3,2,168,-2.8772
1996,12,3,3,182,-0.5411
1996,12,3,4,163,1.3469
1996,12,3,5,169,-4.1678
1997,1,1,1,724,5.7787
1997,1,1,2,261,5.1647
1997,1,1,3,194,5.8761
1997,1,1,4,284,4.7415
1997,1,1,5,592,3.9218
1997,1,2,1,181,3.2986
1997,1,2,2,122,4.7761
1997,1,2,3,122,2.2983
1997,1,2,4,142,2.9213
1997,1,2,5,247,3.8566
1997,1,3,1,114,3.2238
1997,1,3,2,168,5.8682
1997,1,3,3,181,6.6444
1997,1,3,4,160,5.4884
1997,1,3,5,168,4.9369
1997,2,1,1,720,-2.9568
1997,2,1,2,258,-3.0144
1997,2,1,3,194,-2.7286
1997,2,1,4,282,-2.7952
1997,2,1,5,586,-3.8974
1997,2,2,1,181,-3.3175
1997,2,2,2,122,-1.6835
1997,2,2,3,122,-2.9432
1997,2,2,4,142,-1.7147
1997,2,2,5,245,-4.8585
1997,2,3,1,114,-1.4884
1997,2,3,2,167,1.5327
1997,2,3,3,181,0.0964
1997,2,3,4,159,-1.4233
1997,2,3,5,165,-4.8320
1997,3,1,1,715,-4.9797
1997,3,1,2,254,-4.2617
1997,3,1,3,193,-4.8599
1997,3,1,4,279,-3.3224
1997,3,1,5,585,-4.8250
1997,3,2,1,179,-4.9837
1997,3,2,2,121,-3.5468
1997,3,2,3,122,-2.8662
1997,3,2,4,141,-2.9491
1997,3,2,5,243,-6.6219
1997,3,3,1,114,-3.7875
1997,3,3,2,167,-2.3780
1997,3,3,3,181,-4.0961
1997,3,3,4,159,-5.1838
1997,3,3,5,165,-4.9920
1997,4,1,1,711,-3.4286
1997,4,1,2,253,-2.6871
1997,4,1,3,190,-3.2473
1997,4,1,4,280,-4.6028
1997,4,1,5,576,-5.0257
1997,4,2,1,180,-1.0451
1997,4,2,2,121,-0.5520
1997,4,2,3,121,2.3105
1997,4,2,4,141,2.5801
1997,4,2,5,242,-0.7545
1997,4,3,1,114,4.4020
1997,4,3,2,167,4.4928
1997,4,3,3,181,6.9956
1997,4,3,4,159,6.1045
1997,4,3,5,165,1.3636
1997,5,1,1,707,9.8890
1997,5,1,2,253,10.2074
1997,5,1,3,189,13.8606
1997,5,1,4,279,7.7515
1997,5,1,5,571,10.3684
1997,5,2,1,179,12.6404
1997,5,2,2,121,12.5865
1997,5,2,3,121,11.6152
1997,5,2,4,140,10.4972
1997,5,2,5,241,14.4080
1997,5,3,1,113,6.1616
1997,5,3,2,166,5.7085
1997,5,3,3,181,5.7175
1997,5,3,4,159,6.2055
1997,5,3,5,165,14.0575
1997,6,1,1,702,4.8884
1997,6,1,2,251,5.7038
1997,6,1,3,189,4.2998
1997,6,1,4,278,4.9875
1997,6,1,5,566,4.6391
1997,6,2,1,179,4.3961
1997,6,2,2,121,2.7232
1997,6,2,3,120,2.8473
1997,6,2,4,138,5.7838
1997,6,2,5,240,3.9210
1997,6,3,1,112,3.6991
1997,6,3,2,166,6.4240
1997,6,3,3,181,2.6507
1997,6,3,4,159,3.4758
1997,6,3,5,163,1.9488
1997,7,1,1,875,4.9403
1997,7,1,2,312,4.6617
1997,7,1,3,224,5.0312
1997,7,1,4,291,5.8588
1997,7,1,5,660,5.0218
1997,7,2,1,156,4.3341
1997,7,2,2,115,5.5585
1997,7,2,3,113,5.7394
1997,7,2,4,136,7.9617
1997,7,2,5,235,5.6219
1997,7,3,1,115,11.8473
1997,7,3,2,176,4.8992
1997,7,3,3,196,6.2509
1997,7,3,4,174,9.8742
1997,7,3,5,195,9.3405
1997,8,1,1,863,6.2049
1997,8,1,2,311,5.3429
1997,8,1,3,222,2.8587
1997,8,1,4,287,4.6011
1997,8,1,5,654,5.2646
1997,8,2,1,155,4.0821
1997,8,2,2,114,4.1331
1997,8,2,3,112,1.4997
1997,8,2,4,135,3.2828
1997,8,2,5,235,4.4100
1997,8,3,1,115,1.5415
1997,8,3,2,174,-4.2905
1997,8,3,3,195,-5.7614
1997,8,3,4,174,-4.8256
1997,8,3,5,194,-1.9705
1997,9,1,1,857,8.7928
1997,9,1,2,306,8.1717
1997,9,1,3,221,6.6787
1997,9,1,4,286,11.5843
1997,9,1,5,652,8.5386
1997,9,2,1,154,5.8238
1997,9,2,2,111,5.1431
1997,9,2,3,110,8.5115
1997,9,2,4,132,8.7391
1997,9,2,5,231,8.8415
1997,9,3,1,115,5.3928
1997,9,3,2,173,5.2663
1997,9,3,3,194,5.4990
1997,9,3,4,170,4.0956
1997,9,3,5,193,3.5085
1997,10,1,1,846,-2.9438
1997,10,1,2,305,-3.8057
1997,10,1,3,221,-3.2881
1997,10,1,4,283,-2.9624
1997,10,1,5,649,-4.5498
1997,10,2,1,153,-5.1774
1997,10,2,2,110,-3.9689
1997,10,2,3,110,-3.1966
1997,10,2,4,131,-3.1328
1997,10,2,5,230,-7.1790
1997,10,3,1,112,-5.4123
1997,10,3,2,172,-3.3761
1997,10,3,3,193,-2.8179
1997,10,3,4,170,-3.4718
1997,10,3,5,192,-5.5979
1997,11,1,1,833,-2.0149
1997,11,1,2,303,-2.2521
1997,11,1,3,220,-0.3902
1997,11,1,4,279,-3.2619
1997,11,1,5,645,-4.8386
1997,11,2,1,152,-0.8064
1997,11,2,2,106,-0.5176
1997,11,2,3,110,1.2970
1997,11,2,4,131,0.2061
1997,11,2,5,227,-4.0670
1997,11,3,1,110,1.9908
1997,11,3,2,171,5.2299
1997,11,3,3,193,6.3280
1997,11,3,4,169,3.6183
1997,11,3,5,192,0.1047
1997,12,1,1,830,-4.0573
1997,12,1,2,301,-2.4678
1997,12,1,3,218,-0.9101
1997,12,1,4,278,-2.1034
1997,12,1,5,641,-4.2541
1997,12,2,1,151,-0.9623
1997,12,2,2,105,1.1180
1997,12,2,3,109,1.4127
1997,12,2,4,129,1.3419
1997,12,2,5,224,-2.0164
1997,12,3,1,110,-0.9153
1997,12,3,2,170,0.5563
1997,12,3,3,193,2.7331
1997,12,3,4,168,0.0248
1997,12,3,5,192,0.3463
1998,1,1,1,821,0.5177
1998,1,1,2,295,-0.8143
1998,1,1,3,216,0.1487
1998,1,1,4,273,-0.0098
1998,1,1,5,633,-1.5779
1998,1,2,1,148,-0.9851
1998,1,2,2,101,-0.8066
1998,1,2,3,107,-1.0427
1998,1,2,4,128,-1.1730
1998,1,2,5,223,-0.9400
1998,1,3,1,110,1.8098
1998,1,3,2,169,0.9276
1998,1,3,3,193,1.7168
1998,1,3,4,167,2.7256
1998,1,3,5,192,1.6448
1998,2,1,1,816,5.9591
1998,2,1,2,291,5.5173
1998,2,1,3,214,8.1780
1998,2,1,4,271,4.3425
1998,2,1,5,621,5.9263
1998,2,2,1,147,8.2546
1998,2,2,2,100,7.5714
1998,2,2,3,106,7.2258
1998,2,2,4,128,7.2770
1998,2,2,5,219,9.9432
1998,2,3,1,109,5.9289
1998,2,3,2,169,4.8722
1998,2,3,3,191,6.1495
1998,2,3,4,167,9.2014
1998,2,3,5,192,9.0544
1998,3,1,1,804,4.3201
1998,3,1,2,291,7.5581
1998,3,1,3,213,1.1279
1998,3,1,4,270,5.9075
1998,3,1,5,609,3.7061
1998,3,2,1,146,4.6801
1998,3,2,2,100,3.2815
1998,3,2,3,106,4.3105
1998,3,2,4,127,4.7641
1998,3,2,5,218,2.6869
1998,3,3,1,109,3.0985
1998,3,3,2,169,6.8375
1998,3,3,3,191,5.0821
1998,3,3,4,167,2.7457
1998,3,3,5,192,3.5132
1998,4,1,1,790,3.0279
1998,4,1,2,289,2.5822
1998,4,1,3,212,2.0935
1998,4,1,4,268,2.5217
1998,4,1,5,597,1.8113
1998,4,2,1,145,1.5371
1998,4,2,2,100,1.9074
1998,4,2,3,106,0.0117
1998,4,2,4,123,-0.1474
1998,4,2,5,217,-0.6059
1998,4,3,1,109,1.3537
1998,4,3,2,167,1.1702
1998,4,3,3,190,-1.4410
1998,4,3,4,167,2.1765
1998,4,3,5,191,2.6487
1998,5,1,1,780,-4.3333
1998,5,1,2,286,-2.8646
1998,5,1,3,210,-2.4766
1998,5,1,4,266,-3.1858
1998,5,1,5,588,-5.7306
1998,5,2,1,145,-4.5494
1998,5,2,2,99,-3.9282
1998,5,2,3,106,-3.8942
1998,5,2,4,121,-4.7026
1998,5,2,5,216,-7.8335
1998,5,3,1,109,-3.8991
1998,5,3,2,166,-1.2917
1998,5,3,3,190,-1.1719
1998,5,3,4,166,-2.5297
1998,5,3,5,191,-4.9657
1998,6,1,1,770,-2.3417
1998,6,1,2,285,-1.9097
1998,6,1,3,208,-0.6723
1998,6,1,4,264,-0.2613
1998,6,1,5,582,-1.5709
1998,6,2,1,143,0.2577
1998,6,2,2,99,-1.9995
1998,6,2,3,106,0.9744
1998,6,2,4,121,-1.1803
1998,6,2,5,215,-1.7554
1998,6,3,1,107,1.8154
1998,6,3,2,165,3.1705
1998,6,3,3,190,3.5923
1998,6,3,4,166,5.2625
1998,6,3,5,188,4.1488
1998,7,1,1,832,-6.4901
1998,7,1,2,292,-7.9328
1998,7,1,3,233,-5.5413
1998,7,1,4,309,-8.1478
1998,7,1,5,652,-7.9488
1998,7,2,1,159,-7.1726
1998,7,2,2,122,-6.8991
1998,7,2,3,117,-7.5015
1998,7,2,4,138,-7.2474
1998,7,2,5,222,-11.8798
1998,7,3,1,133,-0.8554
1998,7,3,2,172,-1.5438
1998,7,3,3,194,-0.5737
1998,7,3,4,186,-2.6042
1998,7,3,5,198,-3.5828
1998,8,1,1,811,-20.5596
1998,8,1,2,287,-19.1587
1998,8,1,3,233,-19.3177
1998,8,1,4,308,-19.8154
1998,8,1,5,650,-23.8836
1998,8,2,1,159,-17.6439
1998,8,2,2,121,-16.6320
1998,8,2,3,115,-15.3477
1998,8,2,4,138,-18.1226
1998,8,2,5,221,-23.7958
1998,8,3,1,131,-14.2083
1998,8,3,2,171,-11.0799
1998,8,3,3,193,-11.5343
1998,8,3,4,184,-12.9194
1998,8,3,5,198,-17.7397
1998,9,1,1,805,3.4765
1998,9,1,2,284,3.3154
1998,9,1,3,233,1.1321
1998,9,1,4,301,3.3072
1998,9,1,5,643,5.8551
1998,9,2,1,157,6.6795
1998,9,2,2,121,4.6901
1998,9,2,3,114,6.5488
1998,9,2,4,137,4.1057
1998,9,2,5,217,9.1565
1998,9,3,1,132,6.9766
1998,9,3,2,170,6.7575
1998,9,3,3,191,8.3058
1998,9,3,4,181,7.2219
1998,9,3,5,197,9.3312
1998,10,1,1,786,1.5975
1998,10,1,2,279,3.5095
1998,10,1,3,231,4.4667
1998,10,1,4,297,4.6936
1998,10,1,5,632,2.7827
1998,10,2,1,157,3.7579
1998,10,2,2,121,5.4716
1998,10,2,3,113,6.1201
1998,10,2,4,136,6.1217
1998,10,2,5,216,9.7605
1998,10,3,1,131,8.3374
1998,10,3,2,169,7.9101
1998,10,3,3,189,7.0301
1998,10,3,4,181,5.6534
1998,10,3,5,195,8.3205
1998,11,1,1,768,11.5294
1998,11,1,2,275,9.1826
1998,11,1,3,229,5.2828
1998,11,1,4,289,7.5788
1998,11,1,5,617,8.8170
1998,11,2,1,157,5.9188
1998,11,2,2,118,5.0581
1998,11,2,3,111,5.2748
1998,11,2,4,136,8.3717
1998,11,2,5,216,5.2552
1998,11,3,1,131,6.3028
1998,11,3,2,169,6.3586
1998,11,3,3,186,5.8746
1998,11,3,4,179,5.5561
1998,11,3,5,195,7.5012
1998,12,1,1,752,1.6959
1998,12,1,2,275,-0.0762
1998,12,1,3,226,4.8893
1998,12,1,4,285,2.2287
1998,12,1,5,611,0.9761
1998,12,2,1,157,5.4875
1998,12,2,2,117,3.8285
1998,12,2,3,111,7.5682
1998,12,2,4,136,5.1491
1998,12,2,5,215,4.8703
1998,12,3,1,129,6.3463
1998,12,3,2,169,7.1581
1998,12,3,3,185,4.2923
1998,12,3,4,178,6.2088
1998,12,3,5,195,12.8186
1999,1,1,1,737,7.5079
1999,1,1,2,270,4.8055
1999,1,1,3,225,5.7755
1999,1,1,4,283,4.1521
1999,1,1,5,602,4.5407
1999,1,2,1,157,1.7039
1999,1,2,2,117,-1.9669
1999,1,2,3,110,-2.5925
1999,1,2,4,134,0.5814
1999,1,2,5,214,1.9095
1999,1,3,1,128,2.5657
1999,1,3,2,169,5.2248
1999,1,3,3,185,1.8891
1999,1,3,4,178,3.5242
1999,1,3,5,194,8.6565
1999,2,1,1,721,-6.3552
1999,2,1,2,263,-6.3273
1999,2,1,3,220,-7.4912
1999,2,1,4,279,-6.3408
1999,2,1,5,595,-8.9931
1999,2,2,1,155,-7.6387
1999,2,2,2,116,-8.8385
1999,2,2,3,109,-7.7456
1999,2,2,4,134,-9.6899
1999,2,2,5,214,-10.6813
1999,2,3,1,128,-1.8016
1999,2,3,2,167,-5.5204
1999,2,3,3,185,-4.8720
1999,2,3,4,178,-2.7953
1999,2,3,5,190,-4.8518
1999,3,1,1,709,-1.9191
1999,3,1,2,262,-6.0505
1999,3,1,3,220,-4.6797
1999,3,1,4,276,-5.5012
1999,3,1,5,588,-2.5150
1999,3,2,1,153,-1.1241
1999,3,2,2,116,-1.0748
1999,3,2,3,108,1.2862
1999,3,2,4,134,-1.0384
1999,3,2,5,212,-0.4190
1999,3,3,1,128,1.3216
1999,3,3,2,167,4.7634
1999,3,3,3,185,0.7845
1999,3,3,4,178,3.3140
1999,3,3,5,190,9.2897
1999,4,1,1,700,9.7295
1999,4,1,2,259,8.9082
1999,4,1,3,214,8.7256
1999,4,1,4,270,13.0462
1999,4,1,5,578,7.0308
1999,4,2,1,151,9.2644
1999,4,2,2,112,9.5781
1999,4,2,3,107,7.3317
1999,4,2,4,132,10.2554
1999,4,2,5,210,9.0759
1999,4,3,1,122,4.8126
1999,4,3,2,165,2.6434
1999,4,3,3,184,7.2258
1999,4,3,4,178,-0.1076
1999,4,3,5,188,3.0117
1999,5,1,1,690,5.3728
1999,5,1,2,256,4.5634
1999,5,1,3,210,4.2319
1999,5,1,4,270,6.4254
1999,5,1,5,572,5.9270
1999,5,2,1,151,2.9736
1999,5,2,2,111,4.3139
1999,5,2,3,107,3.5752
1999,5,2,4,132,4.4891
1999,5,2,5,208,2.0591
1999,5,3,1,121,-1.6357
1999,5,3,2,165,-0.4483
1999,5,3,3,183,-0.4184
1999,5,3,4,178,-2.4479
1999,5,3,5,185,-2.6633
1999,6,1,1,684,6.9559
1999,6,1,2,252,8.1136
1999,6,1,3,207,9.3719
1999,6,1,4,267,7.9098
1999,6,1,5,565,8.1155
1999,6,2,1,148,7.3901
1999,6,2,2,111,6.3128
1999,6,2,3,107,7.2124
1999,6,2,4,132,6.6521
1999,6,2,5,208,6.4825
1999,6,3,1,121,3.9098
1999,6,3,2,164,6.1411
1999,6,3,3,183,4.8104
1999,6,3,4,177,5.4721
1999,6,3,5,183,5.5267
1999,7,1,1,736,1.9027
1999,7,1,2,293,3.4360
1999,7,1,3,257,2.7309
1999,7,1,4,310,0.1860
1999,7,1,5,635,2.3909
1999,7,2,1,187,0.4025
1999,7,2,2,126,1.3602
1999,7,2,3,116,-2.7698
1999,7,2,4,147,-2.1974
1999,7,2,5,265,-2.7654
1999,7,3,1,134,1.0023
1999,7,3,2,172,-2.3098
1999,7,3,3,190,-2.5503
1999,7,3,4,202,-2.1274
1999,7,3,5,180,-4.4786
1999,8,1,1,730,-2.2074
1999,8,1,2,287,-1.3539
1999,8,1,3,255,-2.5775
1999,8,1,4,306,-0.9646
1999,8,1,5,625,-2.0482
1999,8,2,1,184,-3.8862
1999,8,2,2,124,-2.8122
1999,8,2,3,114,-2.5235
1999,8,2,4,146,-1.0341
1999,8,2,5,263,-2.4326
1999,8,3,1,133,1.5631
1999,8,3,2,171,-3.2318
1999,8,3,3,190,2.4305
1999,8,3,4,200,-0.5864
1999,8,3,5,179,-0.7331
1999,9,1,1,721,-1.4513
1999,9,1,2,284,-0.3826
1999,9,1,3,249,-3.3365
