year,month,rank_ME,rank_IAq_1,nstocks,ret_vw
1973,1,1,1,61,-4.7191
1973,1,1,2,18,-2.2124
1973,1,1,3,13,-1.8109
1973,1,1,4,12,-1.8613
1973,1,1,5,23,-3.4252
1973,1,2,1,16,-4.3436
1973,1,2,2,19,-8.5661
1973,1,2,3,14,-5.1720
1973,1,2,4,11,-6.7311
1973,1,2,5,9,-6.9999
1973,1,3,1,18,-3.5683
1973,1,3,2,20,-6.6676
1973,1,3,3,25,-4.4797
1973,1,3,4,30,-3.7616
1973,1,3,5,30,-4.5649
1973,2,1,1,48,-8.8253
1973,2,1,2,15,-2.7738
1973,2,1,3,9,-11.2985
1973,2,1,4,12,-9.8266
1973,2,1,5,23,-14.8376
1973,2,2,1,17,-6.1839
1973,2,2,2,16,-5.5437
1973,2,2,3,6,-5.3915
1973,2,2,4,9,-5.6164
1973,2,2,5,10,-11.5252
1973,2,3,1,13,-4.5635
1973,2,3,2,21,-3.1804
1973,2,3,3,31,-1.3467
1973,2,3,4,27,-3.0597
1973,2,3,5,28,-7.6924
1973,3,1,1,49,0.7113
1973,3,1,2,16,-0.1717
1973,3,1,3,13,-4.3626
1973,3,1,4,12,-5.1259
1973,3,1,5,23,-3.9381
1973,3,2,1,19,-3.3153
1973,3,2,2,14,-1.0770
1973,3,2,3,6,-1.9287
1973,3,2,4,7,-2.8985
1973,3,2,5,13,-5.3152
1973,3,3,1,14,0.1519
1973,3,3,2,24,-2.8822
1973,3,3,3,30,-1.9597
1973,3,3,4,29,-3.6426
1973,3,3,5,29,-3.3644
1973,4,1,1,49,-8.0852
1973,4,1,2,20,-9.8244
1973,4,1,3,11,-10.2216
1973,4,1,4,13,-6.1613
1973,4,1,5,32,-12.0727
1973,4,2,1,18,-3.9030
1973,4,2,2,12,-5.7151
1973,4,2,3,4,-12.8532
1973,4,2,4,8,-5.3361
1973,4,2,5,11,-8.2182
1973,4,3,1,14,0.3336
1973,4,3,2,23,-4.6305
1973,4,3,3,32,-3.6827
1973,4,3,4,25,-1.5803
1973,4,3,5,27,-3.9138
1973,5,1,1,155,-11.8612
1973,5,1,2,60,-8.9504
1973,5,1,3,68,-5.9179
1973,5,1,4,53,-10.9198
1973,5,1,5,111,-11.5090
1973,5,2,1,47,-8.1836
1973,5,2,2,54,-5.8829
1973,5,2,3,51,-8.7280
1973,5,2,4,33,-7.0355
1973,5,2,5,67,-7.7170
1973,5,3,1,65,-2.4214
1973,5,3,2,92,-2.0314
1973,5,3,3,101,-2.2181
1973,5,3,4,113,-0.5205
1973,5,3,5,103,-0.6993
1973,6,1,1,151,-2.0972
1973,6,1,2,63,-3.7145
1973,6,1,3,66,-6.2350
1973,6,1,4,63,-3.2138
1973,6,1,5,120,-6.3790
1973,6,2,1,47,-1.3606
1973,6,2,2,56,-3.4779
1973,6,2,3,46,-2.0568
1973,6,2,4,35,-3.8559
1973,6,2,5,61,-5.6021
1973,6,3,1,67,-0.7721
1973,6,3,2,93,0.5613
1973,6,3,3,105,-2.4794
1973,6,3,4,115,-0.2700
1973,6,3,5,100,-1.5755
1973,7,1,1,149,13.6960
1973,7,1,2,65,10.1674
1973,7,1,3,62,11.5686
1973,7,1,4,63,15.7107
1973,7,1,5,113,17.8477
1973,7,2,1,45,7.4702
1973,7,2,2,56,7.9912
1973,7,2,3,48,8.9998
1973,7,2,4,35,11.6695
1973,7,2,5,64,17.3491
1973,7,3,1,68,4.8062
1973,7,3,2,92,2.5521
1973,7,3,3,105,3.5942
1973,7,3,4,116,3.2045
1973,7,3,5,105,7.0122
1973,8,1,1,44,-5.4006
1973,8,1,2,15,-8.1936
1973,8,1,3,12,-8.8271
1973,8,1,4,13,-5.4812
1973,8,1,5,30,-8.8667
1973,8,2,1,18,-6.1062
1973,8,2,2,8,-6.8970
1973,8,2,3,7,-3.0818
1973,8,2,4,10,-5.6075
1973,8,2,5,13,-6.2506
1973,8,3,1,6,2.2302
1973,8,3,2,27,-3.2605
1973,8,3,3,29,-3.6377
1973,8,3,4,25,-1.4063
1973,8,3,5,23,-4.2796
1973,9,1,1,38,8.6261
1973,9,1,2,13,9.6642
1973,9,1,3,14,4.1515
1973,9,1,4,12,5.7929
1973,9,1,5,24,14.2878
1973,9,2,1,18,9.1149
1973,9,2,2,8,6.6776
1973,9,2,3,5,8.2692
1973,9,2,4,11,9.7243
1973,9,2,5,10,7.8225
1973,9,3,1,5,4.0778
1973,9,3,2,26,7.8727
1973,9,3,3,27,5.9173
1973,9,3,4,19,7.3019
1973,9,3,5,23,7.7901
1973,10,1,1,39,4.3618
1973,10,1,2,8,2.2722
1973,10,1,3,15,-4.8844
1973,10,1,4,10,-1.2672
1973,10,1,5,29,-3.4020
1973,10,2,1,20,-2.4213
1973,10,2,2,8,1.6073
1973,10,2,3,6,3.7681
1973,10,2,4,11,-2.1624
1973,10,2,5,10,-2.0549
1973,10,3,1,4,-3.7873
1973,10,3,2,28,-3.3523
1973,10,3,3,24,-3.7698
1973,10,3,4,20,-3.9344
1973,10,3,5,21,-0.6997
1973,11,1,1,54,-16.8495
1973,11,1,2,16,-19.5630
1973,11,1,3,15,-17.6016
1973,11,1,4,23,-24.2711
1973,11,1,5,36,-22.6380
1973,11,2,1,21,-13.1924
1973,11,2,2,17,-18.0547
1973,11,2,3,10,-17.6463
1973,11,2,4,7,-22.9036
1973,11,2,5,18,-23.8880
1973,11,3,1,8,-8.2341
1973,11,3,2,23,-11.2424
1973,11,3,3,30,-9.8733
1973,11,3,4,31,-16.8403
1973,11,3,5,29,-15.0260
1973,12,1,1,50,-8.1951
1973,12,1,2,21,-1.3020
1973,12,1,3,12,-9.3561
1973,12,1,4,23,-7.3119
1973,12,1,5,38,-6.1909
1973,12,2,1,22,-3.0551
1973,12,2,2,15,0.5496
1973,12,2,3,11,-0.3530
1973,12,2,4,8,-2.3178
1973,12,2,5,16,-1.4037
1973,12,3,1,11,1.1544
1973,12,3,2,21,4.1487
1973,12,3,3,29,2.4200
1973,12,3,4,33,-0.0217
1973,12,3,5,29,1.4743
1974,1,1,1,52,25.3368
1974,1,1,2,20,12.1560
1974,1,1,3,10,17.8661
1974,1,1,4,25,11.8789
1974,1,1,5,35,19.9776
1974,1,2,1,20,12.5658
1974,1,2,2,15,8.7277
1974,1,2,3,10,13.1970
1974,1,2,4,9,10.4694
1974,1,2,5,21,8.2715
1974,1,3,1,14,8.4790
1974,1,3,2,22,3.3795
1974,1,3,3,34,2.2814
1974,1,3,4,31,3.2876
1974,1,3,5,30,-0.5127
1974,2,1,1,35,-3.8747
1974,2,1,2,13,-1.2609
1974,2,1,3,9,-0.7667
1974,2,1,4,22,0.0543
1974,2,1,5,43,-5.0264
1974,2,2,1,14,1.9175
1974,2,2,2,15,-1.6956
1974,2,2,3,10,1.2711
1974,2,2,4,14,-0.7257
1974,2,2,5,12,-7.0520
1974,2,3,1,18,1.7201
1974,2,3,2,26,0.2783
1974,2,3,3,27,0.0765
1974,2,3,4,25,-0.4239
1974,2,3,5,28,-0.2325
1974,3,1,1,39,-0.0949
1974,3,1,2,12,-6.8026
1974,3,1,3,11,-1.9416
1974,3,1,4,21,3.5054
1974,3,1,5,48,3.3144
1974,3,2,1,16,-3.7787
1974,3,2,2,9,-1.2531
1974,3,2,3,10,-1.4121
1974,3,2,4,12,-1.9031
1974,3,2,5,15,-5.9319
1974,3,3,1,16,-3.5880
1974,3,3,2,31,-1.6044
1974,3,3,3,29,-2.0987
1974,3,3,4,26,-3.7351
1974,3,3,5,27,-2.1882
1974,4,1,1,45,-3.9169
1974,4,1,2,16,-4.8257
1974,4,1,3,15,-9.7225
1974,4,1,4,22,-4.9275
1974,4,1,5,44,-6.0960
1974,4,2,1,18,-5.9930
1974,4,2,2,8,-7.9321
1974,4,2,3,10,-6.4883
1974,4,2,4,13,-7.4891
1974,4,2,5,14,-9.2883
1974,4,3,1,13,-8.8199
1974,4,3,2,29,-8.0558
1974,4,3,3,27,-12.5895
1974,4,3,4,25,-9.3848
1974,4,3,5,26,-4.4986
1974,5,1,1,178,-7.3496
1974,5,1,2,93,-5.4645
1974,5,1,3,62,-6.3782
1974,5,1,4,80,-8.8762
1974,5,1,5,127,-7.8504
1974,5,2,1,63,-8.0746
1974,5,2,2,66,-7.8614
1974,5,2,3,44,-7.6967
1974,5,2,4,67,-7.4377
1974,5,2,5,100,-8.5491
1974,5,3,1,79,-5.0424
1974,5,3,2,88,-6.0784
1974,5,3,3,128,-3.5973
1974,5,3,4,124,-3.0883
1974,5,3,5,130,-0.4437
1974,6,1,1,180,-2.5286
1974,6,1,2,94,-4.9530
1974,6,1,3,69,-0.0807
1974,6,1,4,85,-2.7584
1974,6,1,5,128,-3.3053
