year,month,rank_ME,rank_dPIA,nstocks,ret_vw
1978,7,2,3,112,6.1627
1978,7,2,4,99,6.6275
1978,7,2,5,168,6.3282
1978,7,3,1,81,7.9529
1978,7,3,2,134,7.5679
1978,7,3,3,135,4.2562
1978,7,3,4,172,5.0958
1978,7,3,5,163,5.0094
1978,8,1,1,634,9.6223
1978,8,1,2,341,7.7770
1978,8,1,3,247,8.2534
1978,8,1,4,248,9.5209
1978,8,1,5,437,9.5376
1978,8,2,1,118,10.4442
1978,8,2,2,109,6.2822
1978,8,2,3,112,5.8147
1978,8,2,4,99,9.7532
1978,8,2,5,168,9.3769
1978,8,3,1,81,3.9245
1978,8,3,2,134,3.2147
1978,8,3,3,135,3.5415
1978,8,3,4,171,2.7877
1978,8,3,5,163,4.9486
1978,9,1,1,627,0.6100
1978,9,1,2,340,-0.7896
1978,9,1,3,246,-0.7971
1978,9,1,4,247,-1.0194
1978,9,1,5,435,-0.6407
1978,9,2,1,119,-2.0257
1978,9,2,2,108,-0.6305
1978,9,2,3,110,-0.6020
1978,9,2,4,97,-3.1085
1978,9,2,5,167,-2.0274
1978,9,3,1,81,-2.1238
1978,9,3,2,130,-2.3440
1978,9,3,3,135,0.4207
1978,9,3,4,170,-0.4911
1978,9,3,5,162,-0.0721
1978,10,1,1,624,-23.4698
1978,10,1,2,338,-20.6441
1978,10,1,3,246,-22.3052
1978,10,1,4,244,-23.7172
1978,10,1,5,434,-25.1767
1978,10,2,1,118,-21.3688
1978,10,2,2,108,-17.4454
1978,10,2,3,107,-18.6690
1978,10,2,4,99,-20.5617
1978,10,2,5,167,-22.6677
1978,10,3,1,81,-13.6754
1978,10,3,2,131,-8.9251
1978,10,3,3,135,-8.2960
1978,10,3,4,170,-9.6431
1978,10,3,5,162,-11.2616
1978,11,1,1,622,5.7695
1978,11,1,2,338,4.7580
1978,11,1,3,246,6.7960
1978,11,1,4,241,9.7335
1978,11,1,5,433,7.4848
1978,11,2,1,116,6.2899
1978,11,2,2,108,4.5166
1978,11,2,3,106,9.0691
1978,11,2,4,98,7.5186
1978,11,2,5,167,8.3814
1978,11,3,1,81,4.6300
1978,11,3,2,131,3.4656
1978,11,3,3,134,3.2148
1978,11,3,4,170,2.1964
1978,11,3,5,162,3.0868
1978,12,1,1,618,0.6359
1978,12,1,2,336,0.9647
1978,12,1,3,246,2.4907
1978,12,1,4,241,1.4347
1978,12,1,5,427,3.3727
1978,12,2,1,117,1.1615
1978,12,2,2,108,1.7412
1978,12,2,3,105,2.4988
1978,12,2,4,99,2.6581
1978,12,2,5,165,3.7067
1978,12,3,1,81,1.8421
1978,12,3,2,130,3.1991
1978,12,3,3,133,0.7351
1978,12,3,4,170,0.4864
1978,12,3,5,161,1.6460
1979,1,1,1,613,11.3165
1979,1,1,2,333,10.9665
1979,1,1,3,244,10.0157
1979,1,1,4,240,9.9886
1979,1,1,5,427,9.2011
1979,1,2,1,116,9.1365
1979,1,2,2,108,9.0386
1979,1,2,3,105,6.8740
1979,1,2,4,98,7.2444
1979,1,2,5,164,7.2359
1979,1,3,1,81,6.1376
1979,1,3,2,130,4.0027
1979,1,3,3,133,4.2198
1979,1,3,4,170,5.1711
1979,1,3,5,161,4.0164
1979,2,1,1,607,-1.4064
1979,2,1,2,331,-2.5965
1979,2,1,3,240,-3.0293
1979,2,1,4,240,-3.0920
1979,2,1,5,424,-3.3195
1979,2,2,1,113,-3.3160
1979,2,2,2,107,-1.7785
1979,2,2,3,104,-2.6788
1979,2,2,4,96,-2.0373
1979,2,2,5,163,-3.4196
1979,2,3,1,80,-5.8893
1979,2,3,2,130,-3.2069
1979,2,3,3,133,-2.4784
1979,2,3,4,169,-3.7699
1979,2,3,5,160,-1.2541
1979,3,1,1,603,8.5045
1979,3,1,2,330,7.8053
1979,3,1,3,239,10.0523
1979,3,1,4,240,7.8716
1979,3,1,5,420,10.3704
1979,3,2,1,113,11.7230
1979,3,2,2,107,7.5710
1979,3,2,3,103,7.7150
1979,3,2,4,94,11.0567
1979,3,2,5,160,12.4722
1979,3,3,1,78,7.3741
1979,3,3,2,129,5.5679
1979,3,3,3,133,4.0467
1979,3,3,4,169,6.4943
1979,3,3,5,159,7.2108
1979,4,1,1,599,3.3459
1979,4,1,2,326,3.7304
1979,4,1,3,239,1.2169
1979,4,1,4,240,2.8594
1979,4,1,5,420,2.7497
1979,4,2,1,112,3.5214
1979,4,2,2,107,1.4583
1979,4,2,3,102,1.8163
1979,4,2,4,94,2.7773
1979,4,2,5,160,2.2209
1979,4,3,1,78,0.3005
1979,4,3,2,130,0.6957
1979,4,3,3,133,-0.7902
1979,4,3,4,169,-0.0341
1979,4,3,5,159,1.6241
1979,5,1,1,598,-1.2385
1979,5,1,2,326,-0.5514
1979,5,1,3,237,-1.0008
1979,5,1,4,235,-1.8969
1979,5,1,5,418,-1.6860
1979,5,2,1,112,-1.4903
1979,5,2,2,105,-0.5543
1979,5,2,3,102,-0.5480
1979,5,2,4,94,-2.0626
1979,5,2,5,158,-1.6252
1979,5,3,1,78,-2.6702
1979,5,3,2,130,-2.4396
1979,5,3,3,133,-1.9041
1979,5,3,4,169,-0.6707
1979,5,3,5,159,-1.2474
1979,6,1,1,597,4.4975
1979,6,1,2,322,5.7504
1979,6,1,3,236,4.4572
1979,6,1,4,234,4.6312
1979,6,1,5,416,5.7398
1979,6,2,1,112,5.3531
1979,6,2,2,105,5.4418
1979,6,2,3,101,3.8652
1979,6,2,4,94,5.0425
1979,6,2,5,157,5.9431
1979,6,3,1,76,3.8300
1979,6,3,2,130,2.1954
1979,6,3,3,133,3.9574
1979,6,3,4,169,4.5556
1979,6,3,5,159,5.8605
1979,7,1,1,582,3.3630
1979,7,1,2,295,2.4101
1979,7,1,3,237,3.0731
1979,7,1,4,292,1.5167
1979,7,1,5,434,2.3427
1979,7,2,1,102,4.6054
1979,7,2,2,113,2.0820
1979,7,2,3,80,3.5024
1979,7,2,4,115,3.9496
1979,7,2,5,190,2.3414
1979,7,3,1,88,4.1552
1979,7,3,2,124,1.6426
1979,7,3,3,170,0.9231
1979,7,3,4,145,-0.0611
1979,7,3,5,149,2.4228
1979,8,1,1,581,6.3978
1979,8,1,2,294,8.6733
1979,8,1,3,235,9.4578
1979,8,1,4,288,6.9302
1979,8,1,5,431,9.2936
1979,8,2,1,100,8.4878
1979,8,2,2,109,8.9906
1979,8,2,3,79,10.8111
1979,8,2,4,115,7.1591
1979,8,2,5,188,8.1102
1979,8,3,1,88,6.1052
1979,8,3,2,124,7.2597
1979,8,3,3,169,5.6813
1979,8,3,4,145,5.1907
1979,8,3,5,148,8.4394
1979,9,1,1,574,-0.1672
1979,9,1,2,292,-1.0863
1979,9,1,3,232,0.9092
1979,9,1,4,287,-0.4844
1979,9,1,5,428,-1.8662
1979,9,2,1,99,-0.3030
1979,9,2,2,109,-0.7564
1979,9,2,3,79,-0.1804
1979,9,2,4,115,-1.3046
1979,9,2,5,188,2.1060
1979,9,3,1,87,-0.6169
1979,9,3,2,123,0.0831
1979,9,3,3,169,0.8483
1979,9,3,4,145,-0.9814
1979,9,3,5,148,0.1922
1979,10,1,1,570,-10.1322
1979,10,1,2,290,-10.4288
1979,10,1,3,230,-10.8910
1979,10,1,4,285,-9.6791
1979,10,1,5,426,-11.4928
1979,10,2,1,99,-11.8506
1979,10,2,2,109,-10.3342
1979,10,2,3,79,-8.0583
1979,10,2,4,114,-10.4765
1979,10,2,5,186,-9.2556
1979,10,3,1,86,-8.9602
1979,10,3,2,122,-6.1244
1979,10,3,3,169,-5.0013
1979,10,3,4,145,-7.5340
1979,10,3,5,148,-7.0311
1979,11,1,1,567,7.3184
1979,11,1,2,290,8.0708
1979,11,1,3,230,8.4565
1979,11,1,4,286,5.6367
1979,11,1,5,424,9.6517
1979,11,2,1,99,10.2669
1979,11,2,2,109,6.9677
1979,11,2,3,79,7.8992
1979,11,2,4,114,7.8584
1979,11,2,5,187,10.8912
1979,11,3,1,86,6.5839
1979,11,3,2,122,4.6752
1979,11,3,3,169,4.9758
1979,11,3,4,145,5.4038
1979,11,3,5,148,8.9934
1979,12,1,1,564,9.1442
1979,12,1,2,290,7.4440
1979,12,1,3,228,7.3959
1979,12,1,4,285,8.1322
1979,12,1,5,419,6.4712
1979,12,2,1,99,7.4221
1979,12,2,2,109,5.7790
1979,12,2,3,79,4.5537
1979,12,2,4,114,6.6746
1979,12,2,5,185,6.2205
1979,12,3,1,86,5.0989
1979,12,3,2,122,1.0960
1979,12,3,3,168,1.5515
1979,12,3,4,144,1.7646
1979,12,3,5,148,4.0307
1980,1,1,1,557,11.7793
1980,1,1,2,288,10.0408
1980,1,1,3,227,10.6942
1980,1,1,4,282,9.9516
1980,1,1,5,418,11.0556
1980,1,2,1,97,6.9023
1980,1,2,2,108,7.6738
1980,1,2,3,79,7.1171
1980,1,2,4,113,5.6109
1980,1,2,5,183,7.9824
1980,1,3,1,86,7.0300
1980,1,3,2,122,5.9713
1980,1,3,3,167,5.7275
1980,1,3,4,143,6.1880
1980,1,3,5,148,8.2661
1980,2,1,1,551,-2.3199
1980,2,1,2,283,-0.8823
1980,2,1,3,221,-2.2393
1980,2,1,4,281,0.0609
1980,2,1,5,414,-0.1411
1980,2,2,1,97,-2.7417
1980,2,2,2,107,-2.9826
1980,2,2,3,79,0.8365
1980,2,2,4,113,-2.6022
1980,2,2,5,181,-0.7743
1980,2,3,1,84,-2.6095
1980,2,3,2,121,0.7152
1980,2,3,3,167,2.4978
1980,2,3,4,142,-3.5581
1980,2,3,5,147,0.3586
1980,3,1,1,548,-18.7864
1980,3,1,2,280,-17.5617
1980,3,1,3,220,-18.0441
1980,3,1,4,279,-19.4733
1980,3,1,5,415,-20.2791
1980,3,2,1,97,-17.1262
1980,3,2,2,107,-16.7250
1980,3,2,3,77,-16.6421
1980,3,2,4,113,-16.2858
1980,3,2,5,180,-19.7941
1980,3,3,1,84,-13.0255
1980,3,3,2,121,-9.6201
1980,3,3,3,166,-10.0712
1980,3,3,4,142,-10.2409
1980,3,3,5,147,-12.8610
1980,4,1,1,538,5.9038
1980,4,1,2,280,7.3005
1980,4,1,3,218,6.0298
1980,4,1,4,280,6.0039
1980,4,1,5,414,6.3484
1980,4,2,1,97,6.5016
1980,4,2,2,107,7.1142
1980,4,2,3,77,5.0698
1980,4,2,4,113,4.8521
1980,4,2,5,180,5.1651
1980,4,3,1,83,4.1501
1980,4,3,2,121,3.9960
1980,4,3,3,165,5.1266
1980,4,3,4,142,3.9386
1980,4,3,5,147,6.4363
1980,5,1,1,539,6.0046
1980,5,1,2,278,7.2312
1980,5,1,3,217,5.9826
1980,5,1,4,280,7.4851
1980,5,1,5,414,6.7267
1980,5,2,1,96,7.9318
1980,5,2,2,107,6.4748
1980,5,2,3,76,8.0143
1980,5,2,4,112,8.0523
1980,5,2,5,178,9.9412
1980,5,3,1,83,8.2901
1980,5,3,2,121,7.4855
1980,5,3,3,166,4.5476
1980,5,3,4,142,4.8756
1980,5,3,5,147,5.4585
1980,6,1,1,534,4.0977
1980,6,1,2,275,4.1973
1980,6,1,3,216,4.4334
1980,6,1,4,280,3.9623
1980,6,1,5,412,4.2249
1980,6,2,1,94,2.9500
1980,6,2,2,107,3.8019
1980,6,2,3,76,4.3325
1980,6,2,4,111,3.5825
1980,6,2,5,179,6.0988
1980,6,3,1,83,2.3564
1980,6,3,2,120,1.6553
1980,6,3,3,166,2.1995
1980,6,3,4,142,3.9858
1980,6,3,5,147,5.6544
1980,7,1,1,626,11.1422
1980,7,1,2,288,9.0741
1980,7,1,3,266,10.6772
1980,7,1,4,206,10.8131
1980,7,1,5,358,12.0990
1980,7,2,1,126,8.3255
1980,7,2,2,103,10.5490
1980,7,2,3,106,8.4441
1980,7,2,4,124,10.6594
1980,7,2,5,186,14.1922
1980,7,3,1,77,9.7338
1980,7,3,2,146,5.9751
1980,7,3,3,153,6.7245
1980,7,3,4,152,6.3279
1980,7,3,5,146,9.2099
1980,8,1,1,625,8.7493
1980,8,1,2,287,5.7807
1980,8,1,3,266,8.2818
1980,8,1,4,204,6.9694
1980,8,1,5,358,11.3582
1980,8,2,1,125,6.0091
1980,8,2,2,103,4.7908
1980,8,2,3,104,5.9483
1980,8,2,4,124,6.8114
1980,8,2,5,185,5.6112
1980,8,3,1,77,3.2228
1980,8,3,2,146,1.9072
1980,8,3,3,153,1.7778
1980,8,3,4,152,0.9020
1980,8,3,5,146,2.4009
1980,9,1,1,620,3.1714
1980,9,1,2,287,2.5392
1980,9,1,3,263,3.9586
1980,9,1,4,203,3.9283
1980,9,1,5,358,3.5093
1980,9,2,1,125,3.1667
1980,9,2,2,103,3.3221
1980,9,2,3,103,3.1275
1980,9,2,4,123,3.7302
1980,9,2,5,185,4.2214
1980,9,3,1,76,2.6027
1980,9,3,2,146,2.5328
1980,9,3,3,153,1.8602
1980,9,3,4,152,2.4198
1980,9,3,5,146,6.4182
1980,10,1,1,614,3.9259
1980,10,1,2,284,4.8195
1980,10,1,3,260,6.2971
1980,10,1,4,202,5.6269
1980,10,1,5,356,5.3482
1980,10,2,1,122,4.4528
1980,10,2,2,102,1.4311
1980,10,2,3,102,3.7888
1980,10,2,4,123,1.4521
1980,10,2,5,184,6.3831
1980,10,3,1,75,-0.0995
1980,10,3,2,145,3.1807
1980,10,3,3,153,-0.4946
1980,10,3,4,152,4.1551
1980,10,3,5,146,2.1625
1980,11,1,1,612,5.6043
1980,11,1,2,284,4.8038
1980,11,1,3,260,6.0462
1980,11,1,4,201,6.0949
1980,11,1,5,356,10.7799
1980,11,2,1,122,9.1846
1980,11,2,2,102,4.2834
1980,11,2,3,101,6.5077
1980,11,2,4,123,6.7597
1980,11,2,5,183,11.3193
1980,11,3,1,73,10.8988
1980,11,3,2,145,12.8284
1980,11,3,3,153,6.4892
1980,11,3,4,152,13.2719
1980,11,3,5,146,16.0114
1980,12,1,1,606,-4.5755
1980,12,1,2,282,-4.8351
1980,12,1,3,258,-2.4722
1980,12,1,4,201,-5.4628
1980,12,1,5,353,-6.7161
1980,12,2,1,120,-3.7816
1980,12,2,2,101,-1.0324
1980,12,2,3,101,-3.4179
1980,12,2,4,122,-3.6360
1980,12,2,5,183,-4.1108
1980,12,3,1,72,-1.4399
1980,12,3,2,145,-4.5321
1980,12,3,3,153,-2.0432
1980,12,3,4,152,-4.7294
1980,12,3,5,146,-4.3901
1981,1,1,1,609,0.1291
1981,1,1,2,279,1.6942
1981,1,1,3,257,-0.2516
1981,1,1,4,198,-0.2225
1981,1,1,5,349,-2.0454
1981,1,2,1,120,0.1071
1981,1,2,2,101,0.8491
1981,1,2,3,100,-1.1539
1981,1,2,4,122,-2.4505
1981,1,2,5,182,-2.1984
1981,1,3,1,72,-4.5995
1981,1,3,2,144,-3.8567
1981,1,3,3,153,-1.0130
1981,1,3,4,151,-6.1194
1981,1,3,5,146,-8.1539
1981,2,1,1,600,0.2783
1981,2,1,2,279,1.1354
1981,2,1,3,252,1.1061
1981,2,1,4,196,0.2620
1981,2,1,5,348,-1.6150
1981,2,2,1,121,1.2212
1981,2,2,2,100,3.1530
1981,2,2,3,99,3.0206
1981,2,2,4,122,1.1780
1981,2,2,5,182,1.1246
1981,2,3,1,72,2.1729
1981,2,3,2,144,2.9313
1981,2,3,3,152,4.2654
1981,2,3,4,151,-0.0858
1981,2,3,5,146,0.9156
1981,3,1,1,593,8.8382
1981,3,1,2,277,4.7574
1981,3,1,3,251,9.8723
1981,3,1,4,195,10.8932
1981,3,1,5,344,9.0774
1981,3,2,1,121,6.1929
1981,3,2,2,99,7.2080
1981,3,2,3,98,5.7102
1981,3,2,4,121,8.6033
1981,3,2,5,180,8.4817
1981,3,3,1,72,11.7926
1981,3,3,2,144,3.2696
1981,3,3,3,152,3.5447
1981,3,3,4,150,2.0752
1981,3,3,5,145,5.5744
1981,4,1,1,593,3.1384
1981,4,1,2,277,4.4618
1981,4,1,3,248,5.6243
1981,4,1,4,194,3.3364
1981,4,1,5,342,4.2662
1981,4,2,1,120,0.9350
1981,4,2,2,97,2.3230
1981,4,2,3,98,3.0563
1981,4,2,4,120,2.4311
1981,4,2,5,178,1.9844
1981,4,3,1,71,0.0909
1981,4,3,2,143,-0.9549
1981,4,3,3,152,0.2184
1981,4,3,4,149,-4.5213
1981,4,3,5,146,-3.4664
1981,5,1,1,588,4.0498
1981,5,1,2,277,2.6770
1981,5,1,3,245,4.2151
1981,5,1,4,193,4.9023
1981,5,1,5,340,4.9049
1981,5,2,1,120,2.3289
1981,5,2,2,97,2.2535
1981,5,2,3,97,2.8758
1981,5,2,4,120,3.0168
1981,5,2,5,177,5.1977
1981,5,3,1,71,0.5827
1981,5,3,2,144,-0.9949
1981,5,3,3,151,1.6151
1981,5,3,4,150,-1.0490
1981,5,3,5,142,2.0092
1981,6,1,1,587,-1.1507
1981,6,1,2,274,0.8648
1981,6,1,3,243,-2.4377
1981,6,1,4,193,-1.2340
1981,6,1,5,340,-2.5138
1981,6,2,1,120,-2.7359
1981,6,2,2,95,-2.0632
1981,6,2,3,97,-1.8465
1981,6,2,4,119,-1.0762
1981,6,2,5,175,-4.9891
1981,6,3,1,71,-2.5633
1981,6,3,2,143,0.0473
1981,6,3,3,151,-1.2333
1981,6,3,4,149,0.8668
1981,6,3,5,142,-2.9700
1981,7,1,1,652,-2.2410
1981,7,1,2,365,-3.0902
1981,7,1,3,231,-3.2153
1981,7,1,4,233,-4.0039
1981,7,1,5,362,-2.8505
1981,7,2,1,113,-1.2164
1981,7,2,2,109,-2.8817
1981,7,2,3,103,-1.7847
1981,7,2,4,101,-1.4336
1981,7,2,5,187,-1.9918
1981,7,3,1,73,-2.2250
1981,7,3,2,108,-1.7979
1981,7,3,3,156,-1.3404
1981,7,3,4,159,1.8813
1981,7,3,5,177,2.9297
1981,8,1,1,645,-8.3845
1981,8,1,2,362,-7.2193
1981,8,1,3,231,-6.2802
1981,8,1,4,233,-7.4387
1981,8,1,5,361,-11.6376
1981,8,2,1,111,-7.8845
1981,8,2,2,109,-5.3997
1981,8,2,3,103,-6.0602
1981,8,2,4,101,-6.7433
1981,8,2,5,185,-8.8652
1981,8,3,1,73,-6.8234
1981,8,3,2,107,-5.6810
1981,8,3,3,155,-4.3643
1981,8,3,4,159,-5.0724
1981,8,3,5,177,-7.5728
1981,9,1,1,640,-8.3602
1981,9,1,2,361,-7.7489
1981,9,1,3,229,-8.6029
1981,9,1,4,231,-8.1814
1981,9,1,5,357,-11.6008
1981,9,2,1,111,-7.5335
1981,9,2,2,109,-5.1479
1981,9,2,3,103,-5.5150
1981,9,2,4,101,-7.1467
1981,9,2,5,185,-10.4885
1981,9,3,1,73,-4.5477
1981,9,3,2,106,-3.3863
1981,9,3,3,154,-3.7582
1981,9,3,4,158,-5.1422
1981,9,3,5,175,-10.4882
1981,10,1,1,629,9.1792
1981,10,1,2,357,6.9947
1981,10,1,3,224,7.8484
1981,10,1,4,231,8.0990
1981,10,1,5,352,8.1710
1981,10,2,1,111,7.2777
1981,10,2,2,108,7.3944
1981,10,2,3,103,5.5519
1981,10,2,4,100,8.2225
1981,10,2,5,185,8.1644
1981,10,3,1,73,4.3797
1981,10,3,2,106,5.5849
1981,10,3,3,154,2.8151
1981,10,3,4,158,4.3416
1981,10,3,5,174,12.0401
1981,11,1,1,630,1.8697
1981,11,1,2,357,2.5984
1981,11,1,3,224,2.4727
1981,11,1,4,231,2.8670
1981,11,1,5,353,-0.4717
1981,11,2,1,109,3.0212
1981,11,2,2,107,3.7533
1981,11,2,3,103,3.5460
1981,11,2,4,100,4.3098
1981,11,2,5,185,1.4061
1981,11,3,1,72,4.4226
1981,11,3,2,106,3.6863
1981,11,3,3,153,4.5625
1981,11,3,4,157,5.3737
1981,11,3,5,174,3.4771
1981,12,1,1,625,-1.5825
1981,12,1,2,354,0.3902
1981,12,1,3,225,-0.5740
1981,12,1,4,229,-2.0601
1981,12,1,5,354,-4.5903
1981,12,2,1,109,-1.4537
1981,12,2,2,106,1.3399
1981,12,2,3,102,-1.7168
1981,12,2,4,100,-1.1751
1981,12,2,5,185,-2.9521
1981,12,3,1,72,-0.8487
1981,12,3,2,106,-1.4695
1981,12,3,3,154,-2.1487
1981,12,3,4,157,-2.5476
1981,12,3,5,172,-4.7741
1982,1,1,1,619,-0.0440
1982,1,1,2,352,-1.1857
1982,1,1,3,224,-1.0868
1982,1,1,4,227,-1.3006
1982,1,1,5,353,-4.1284
1982,1,2,1,107,-4.3823
1982,1,2,2,106,-2.7791
1982,1,2,3,102,-2.4677
1982,1,2,4,99,-4.5714
1982,1,2,5,185,-5.2332
1982,1,3,1,72,-0.7457
1982,1,3,2,105,-1.4988
1982,1,3,3,154,-1.5351
1982,1,3,4,157,-0.8591
1982,1,3,5,171,-5.7553
1982,2,1,1,615,-3.1283
1982,2,1,2,350,-2.5120
1982,2,1,3,224,-3.3732
1982,2,1,4,226,-4.4016
1982,2,1,5,352,-6.2265
1982,2,2,1,107,-2.8591
1982,2,2,2,106,-3.7488
1982,2,2,3,101,-2.9496
1982,2,2,4,99,-4.7228
1982,2,2,5,185,-7.0451
1982,2,3,1,72,-2.7325
1982,2,3,2,104,-2.7364
1982,2,3,3,154,-3.3206
1982,2,3,4,156,-5.2249
1982,2,3,5,171,-9.4155
1982,3,1,1,609,-1.6667
1982,3,1,2,347,0.1313
1982,3,1,3,224,-0.4686
1982,3,1,4,224,-0.0583
1982,3,1,5,350,-1.5731
1982,3,2,1,107,0.6743
1982,3,2,2,104,-1.0155
1982,3,2,3,101,2.2144
1982,3,2,4,99,-0.1716
1982,3,2,5,185,-1.9134
1982,3,3,1,72,-0.8814
1982,3,3,2,104,-0.4849
1982,3,3,3,154,0.7715
1982,3,3,4,156,-0.4522
1982,3,3,5,171,-2.9955
1982,4,1,1,606,4.9197
1982,4,1,2,342,5.5489
1982,4,1,3,223,6.7231
1982,4,1,4,219,6.0188
1982,4,1,5,349,7.1679
1982,4,2,1,107,7.1003
1982,4,2,2,103,5.0157
1982,4,2,3,101,5.2117
1982,4,2,4,97,5.3892
1982,4,2,5,183,6.2042
1982,4,3,1,72,5.2871
1982,4,3,2,104,4.9682
1982,4,3,3,153,2.3707
1982,4,3,4,155,4.8586
1982,4,3,5,170,5.9753
1982,5,1,1,598,-2.3814
1982,5,1,2,340,-0.8333
1982,5,1,3,223,-2.4144
1982,5,1,4,221,-0.4694
1982,5,1,5,344,-1.4539
1982,5,2,1,107,-2.1926
1982,5,2,2,103,-3.5338
1982,5,2,3,99,-2.4301
1982,5,2,4,97,-1.5462
1982,5,2,5,184,-4.1584
1982,5,3,1,71,-4.3737
1982,5,3,2,104,-4.2077
1982,5,3,3,153,-3.0179
1982,5,3,4,155,-1.4547
1982,5,3,5,169,-1.9845
1982,6,1,1,594,-1.8053
1982,6,1,2,337,-2.1432
1982,6,1,3,219,-2.1291
1982,6,1,4,220,-2.6415
1982,6,1,5,341,-3.2806
1982,6,2,1,106,-3.4352
1982,6,2,2,103,-0.0079
1982,6,2,3,99,-0.5567
1982,6,2,4,97,-2.0993
1982,6,2,5,184,-1.7320
1982,6,3,1,71,-1.3548
1982,6,3,2,104,0.0813
1982,6,3,3,153,-1.6235
1982,6,3,4,154,-1.3929
1982,6,3,5,170,-4.1219
1982,7,1,1,531,1.1852
1982,7,1,2,362,-2.1135
1982,7,1,3,279,-0.8837
1982,7,1,4,253,0.5028
1982,7,1,5,463,-4.1783
1982,7,2,1,104,-2.1648
1982,7,2,2,104,-0.0909
1982,7,2,3,104,-1.6806
1982,7,2,4,112,2.2450
1982,7,2,5,157,-4.1721
1982,7,3,1,72,-0.6200
1982,7,3,2,119,-1.1036
1982,7,3,3,137,-0.1992
1982,7,3,4,162,-1.7320
1982,7,3,5,167,-6.6015
1982,8,1,1,522,5.0144
1982,8,1,2,359,5.4989
1982,8,1,3,277,5.9698
1982,8,1,4,251,5.9096
1982,8,1,5,459,7.2812
1982,8,2,1,102,11.7757
1982,8,2,2,104,9.9169
1982,8,2,3,103,9.6318
1982,8,2,4,112,8.5720
1982,8,2,5,156,9.5931
1982,8,3,1,72,13.1693
1982,8,3,2,119,12.9467
1982,8,3,3,135,12.4262
1982,8,3,4,162,12.4312
1982,8,3,5,165,12.6031
1982,9,1,1,518,4.9424
1982,9,1,2,361,4.8555
1982,9,1,3,276,3.6065
1982,9,1,4,252,4.8116
1982,9,1,5,461,-0.0131
1982,9,2,1,102,2.0011
1982,9,2,2,103,4.5978
1982,9,2,3,103,4.5520
1982,9,2,4,111,4.3212
1982,9,2,5,156,0.8368
1982,9,3,1,71,0.8478
1982,9,3,2,118,1.0192
1982,9,3,3,136,0.4513
1982,9,3,4,161,1.0315
1982,9,3,5,166,1.5510
1982,10,1,1,509,12.7487
1982,10,1,2,359,11.8452
1982,10,1,3,275,12.1232
1982,10,1,4,250,13.3083
1982,10,1,5,456,15.7871
1982,10,2,1,98,13.0836
1982,10,2,2,101,10.4370
1982,10,2,3,103,11.8144
1982,10,2,4,111,11.9469
1982,10,2,5,156,16.5668
1982,10,3,1,71,13.5111
1982,10,3,2,117,12.0196
1982,10,3,3,136,9.7288
1982,10,3,4,161,9.7828
1982,10,3,5,166,12.0655
1982,11,1,1,505,11.4034
1982,11,1,2,356,9.1060
1982,11,1,3,275,10.2443
1982,11,1,4,249,10.7498
1982,11,1,5,454,7.9896
1982,11,2,1,97,10.1433
1982,11,2,2,101,8.8722
1982,11,2,3,102,8.2652
1982,11,2,4,110,8.9223
1982,11,2,5,155,6.7147
1982,11,3,1,71,6.4176
1982,11,3,2,116,5.8787
1982,11,3,3,136,3.9655
1982,11,3,4,161,4.5956
1982,11,3,5,166,2.5568
1982,12,1,1,501,2.3712
1982,12,1,2,355,2.0598
1982,12,1,3,276,2.6092
1982,12,1,4,246,1.3357
1982,12,1,5,450,2.3403
1982,12,2,1,97,0.5142
1982,12,2,2,100,2.0374
1982,12,2,3,102,2.4673
1982,12,2,4,110,0.2683
1982,12,2,5,154,1.2914
1982,12,3,1,71,0.4810
1982,12,3,2,116,0.3014
1982,12,3,3,136,0.8699
1982,12,3,4,160,3.9718
1982,12,3,5,166,1.0064
1983,1,1,1,496,10.2317
1983,1,1,2,353,8.4448
1983,1,1,3,276,8.7802
1983,1,1,4,246,11.3783
1983,1,1,5,448,9.8764
1983,1,2,1,95,5.5939
1983,1,2,2,101,5.5058
1983,1,2,3,102,5.8814
1983,1,2,4,108,6.0460
1983,1,2,5,154,8.1201
1983,1,3,1,70,3.6731
1983,1,3,2,116,2.9008
1983,1,3,3,135,6.1574
1983,1,3,4,160,2.3474
1983,1,3,5,166,5.1132
1983,2,1,1,489,8.5024
1983,2,1,2,347,6.8123
1983,2,1,3,272,6.3981
1983,2,1,4,245,6.1923
1983,2,1,5,443,2.8377
1983,2,2,1,94,7.3825
1983,2,2,2,100,7.4907
1983,2,2,3,101,5.6945
1983,2,2,4,108,5.5392
1983,2,2,5,153,3.3240
1983,2,3,1,70,4.3723
1983,2,3,2,115,4.0454
1983,2,3,3,135,2.0171
1983,2,3,4,159,2.8873
1983,2,3,5,166,1.4864
1983,3,1,1,485,6.6823
1983,3,1,2,345,7.3695
1983,3,1,3,272,5.4697
1983,3,1,4,242,4.4883
1983,3,1,5,439,3.3142
1983,3,2,1,94,7.2930
1983,3,2,2,100,4.3306
1983,3,2,3,101,4.6735
1983,3,2,4,106,2.9915
1983,3,2,5,153,2.5547
1983,3,3,1,69,4.0827
1983,3,3,2,115,5.0914
1983,3,3,3,135,1.4183
1983,3,3,4,159,1.7978
1983,3,3,5,166,3.9682
1983,4,1,1,483,8.7318
1983,4,1,2,343,8.0989
1983,4,1,3,271,6.9717
1983,4,1,4,238,7.1717
1983,4,1,5,438,6.6547
1983,4,2,1,93,8.3980
