year,month,rank_ME,rank_IA,nstocks,ret_vw
1981,12,3,2,135,-0.9916
1981,12,3,3,146,-2.2341
1981,12,3,4,154,-3.6633
1981,12,3,5,170,-4.2025
1982,1,1,1,641,-0.8625
1982,1,1,2,303,-0.6943
1982,1,1,3,205,-1.3807
1982,1,1,4,248,-1.1329
1982,1,1,5,407,-3.1264
1982,1,2,1,106,-3.9493
1982,1,2,2,96,-1.7698
1982,1,2,3,111,-2.9967
1982,1,2,4,109,-3.6354
1982,1,2,5,200,-5.9209
1982,1,3,1,59,-1.6964
1982,1,3,2,134,-0.0325
1982,1,3,3,146,-1.0866
1982,1,3,4,154,-2.1986
1982,1,3,5,169,-5.8465
1982,2,1,1,637,-3.3864
1982,2,1,2,300,-2.0434
1982,2,1,3,205,-2.3250
1982,2,1,4,247,-4.4392
1982,2,1,5,407,-6.2854
1982,2,2,1,106,-4.1472
1982,2,2,2,97,-2.0506
1982,2,2,3,108,-1.5118
1982,2,2,4,109,-3.3664
1982,2,2,5,199,-8.5181
1982,2,3,1,59,-2.8747
1982,2,3,2,134,-3.0181
1982,2,3,3,145,-3.3182
1982,2,3,4,153,-5.7105
1982,2,3,5,169,-9.6384
1982,3,1,1,633,-0.8503
1982,3,1,2,297,1.0614
1982,3,1,3,201,-1.6366
1982,3,1,4,243,-2.0377
1982,3,1,5,407,-1.6223
1982,3,2,1,105,1.1936
1982,3,2,2,96,2.4319
1982,3,2,3,109,1.4115
1982,3,2,4,109,-1.2771
1982,3,2,5,198,-3.2568
1982,3,3,1,59,-0.0291
1982,3,3,2,134,0.0979
1982,3,3,3,145,1.0651
1982,3,3,4,153,-1.0220
1982,3,3,5,169,-3.5360
1982,4,1,1,628,4.9410
1982,4,1,2,295,5.5495
1982,4,1,3,198,4.8394
1982,4,1,4,240,5.2551
1982,4,1,5,405,8.2038
1982,4,2,1,105,6.2293
1982,4,2,2,95,5.1060
1982,4,2,3,107,4.8926
1982,4,2,4,109,5.4937
1982,4,2,5,196,6.4608
1982,4,3,1,59,6.9211
1982,4,3,2,133,4.7851
1982,4,3,3,145,2.4624
1982,4,3,4,152,4.6280
1982,4,3,5,168,5.7376
1982,5,1,1,621,-1.8118
1982,5,1,2,292,-0.7301
1982,5,1,3,196,-1.5379
1982,5,1,4,242,-1.0188
1982,5,1,5,401,-2.2532
1982,5,2,1,105,-4.5998
1982,5,2,2,95,-1.5471
1982,5,2,3,107,-1.2736
1982,5,2,4,107,-2.6574
1982,5,2,5,196,-4.4935
1982,5,3,1,58,-4.1814
1982,5,3,2,133,-1.9241
1982,5,3,3,145,-3.0511
1982,5,3,4,152,-1.9941
1982,5,3,5,166,-2.8527
1982,6,1,1,615,-2.0847
1982,6,1,2,288,-1.7638
1982,6,1,3,195,-1.7474
1982,6,1,4,240,-2.2985
1982,6,1,5,399,-3.2291
1982,6,2,1,104,-0.8220
1982,6,2,2,95,-0.7953
1982,6,2,3,107,-0.3547
1982,6,2,4,107,-0.4704
1982,6,2,5,196,-3.9795
1982,6,3,1,58,-0.8675
1982,6,3,2,133,-1.0399
1982,6,3,3,144,-0.1804
1982,6,3,4,152,-2.1329
1982,6,3,5,167,-5.1257
1982,7,1,1,601,-0.4572
1982,7,1,2,292,-0.5874
1982,7,1,3,243,-0.6263
1982,7,1,4,243,0.4401
1982,7,1,5,540,-3.7605
1982,7,2,1,98,-2.0298
1982,7,2,2,91,-0.7062
1982,7,2,3,108,0.1403
1982,7,2,4,110,-0.1943
1982,7,2,5,193,-3.1468
1982,7,3,1,72,-2.4223
1982,7,3,2,123,-1.9004
1982,7,3,3,142,-0.2506
1982,7,3,4,160,-2.6486
1982,7,3,5,163,-5.2351
1982,8,1,1,589,5.1836
1982,8,1,2,290,5.7315
1982,8,1,3,243,5.9868
1982,8,1,4,243,6.1000
1982,8,1,5,534,6.6150
1982,8,2,1,97,9.7589
1982,8,2,2,91,10.6172
1982,8,2,3,107,8.2910
1982,8,2,4,108,10.7968
1982,8,2,5,192,9.3293
1982,8,3,1,72,14.3290
1982,8,3,2,122,12.4136
1982,8,3,3,141,11.7434
1982,8,3,4,159,12.6934
1982,8,3,5,162,13.6782
1982,9,1,1,589,4.0265
1982,9,1,2,289,4.4935
1982,9,1,3,243,5.0442
1982,9,1,4,242,5.2950
1982,9,1,5,536,0.7293
1982,9,2,1,96,1.9802
1982,9,2,2,91,5.2214
1982,9,2,3,107,3.8853
1982,9,2,4,107,3.5653
1982,9,2,5,192,2.1950
1982,9,3,1,70,-0.5493
1982,9,3,2,122,1.6448
1982,9,3,3,142,1.1940
1982,9,3,4,160,0.6906
1982,9,3,5,161,1.0184
1982,10,1,1,579,13.1075
1982,10,1,2,287,10.9897
1982,10,1,3,242,12.8194
1982,10,1,4,239,11.3748
1982,10,1,5,533,15.6843
1982,10,2,1,92,11.8372
1982,10,2,2,91,11.6077
1982,10,2,3,106,11.9804
1982,10,2,4,106,12.6319
1982,10,2,5,192,14.9318
1982,10,3,1,70,15.7662
1982,10,3,2,121,9.8448
1982,10,3,3,142,8.3584
1982,10,3,4,160,10.8410
1982,10,3,5,161,15.2632
1982,11,1,1,574,10.0127
1982,11,1,2,287,10.3594
1982,11,1,3,240,8.7909
1982,11,1,4,238,9.9875
1982,11,1,5,531,9.5303
1982,11,2,1,90,8.7510
1982,11,2,2,90,9.3012
1982,11,2,3,105,8.6441
1982,11,2,4,105,8.4170
1982,11,2,5,191,7.3831
1982,11,3,1,70,7.0582
1982,11,3,2,120,3.8449
1982,11,3,3,142,4.1014
1982,11,3,4,160,3.5461
1982,11,3,5,161,5.8678
1982,12,1,1,570,2.6090
1982,12,1,2,286,2.7544
1982,12,1,3,239,2.8728
1982,12,1,4,237,1.4426
1982,12,1,5,527,1.5511
1982,12,2,1,91,0.8178
1982,12,2,2,90,3.1139
1982,12,2,3,104,0.0312
1982,12,2,4,105,2.1193
1982,12,2,5,189,0.6210
1982,12,3,1,70,1.1776
1982,12,3,2,120,1.7996
1982,12,3,3,142,2.0546
1982,12,3,4,159,2.6669
1982,12,3,5,161,-0.3806
1983,1,1,1,566,10.4045
1983,1,1,2,284,7.3963
1983,1,1,3,239,9.1523
1983,1,1,4,236,9.1956
1983,1,1,5,525,10.6994
1983,1,2,1,90,5.9910
1983,1,2,2,90,5.5754
1983,1,2,3,104,4.2269
1983,1,2,4,105,4.3901
1983,1,2,5,187,9.3424
1983,1,3,1,69,6.8268
1983,1,3,2,120,2.1454
1983,1,3,3,142,4.9494
1983,1,3,4,158,3.1226
1983,1,3,5,161,4.2344
1983,2,1,1,559,8.2217
1983,2,1,2,281,6.3555
1983,2,1,3,236,5.8780
1983,2,1,4,232,6.5619
1983,2,1,5,519,3.9473
1983,2,2,1,89,6.8801
1983,2,2,2,89,7.0923
1983,2,2,3,103,7.0752
1983,2,2,4,104,6.1415
1983,2,2,5,187,3.0309
1983,2,3,1,69,1.6389
1983,2,3,2,120,3.4217
1983,2,3,3,142,2.4976
1983,2,3,4,156,2.8706
1983,2,3,5,161,2.6082
1983,3,1,1,555,6.9051
1983,3,1,2,278,6.1300
1983,3,1,3,235,6.7576
1983,3,1,4,230,5.7397
1983,3,1,5,516,3.1700
1983,3,2,1,89,5.4616
1983,3,2,2,89,5.5438
1983,3,2,3,103,4.4209
1983,3,2,4,104,4.0103
1983,3,2,5,185,2.5827
1983,3,3,1,68,3.5416
1983,3,3,2,120,5.3002
1983,3,3,3,141,2.0643
1983,3,3,4,157,2.2546
1983,3,3,5,161,3.0466
1983,4,1,1,556,7.3326
1983,4,1,2,274,7.2835
1983,4,1,3,230,9.2845
1983,4,1,4,230,6.3708
1983,4,1,5,514,7.6202
1983,4,2,1,89,7.9538
1983,4,2,2,88,7.4716
1983,4,2,3,103,5.5449
1983,4,2,4,104,8.3805
1983,4,2,5,185,5.6829
1983,4,3,1,68,8.2519
1983,4,3,2,120,6.1733
1983,4,3,3,140,7.8559
1983,4,3,4,156,6.4599
1983,4,3,5,161,6.0264
1983,5,1,1,551,10.2148
1983,5,1,2,273,8.9461
1983,5,1,3,228,10.7826
1983,5,1,4,229,9.7486
1983,5,1,5,511,10.8264
1983,5,2,1,89,5.7064
1983,5,2,2,88,5.6038
1983,5,2,3,103,4.2985
1983,5,2,4,104,4.1259
1983,5,2,5,186,6.4760
1983,5,3,1,68,0.8638
1983,5,3,2,120,-1.4657
1983,5,3,3,140,-1.4745
1983,5,3,4,156,-0.0002
1983,5,3,5,161,3.3490
1983,6,1,1,548,6.2716
1983,6,1,2,274,4.3620
1983,6,1,3,227,3.8647
1983,6,1,4,228,4.5165
1983,6,1,5,506,3.1287
1983,6,2,1,88,5.4223
1983,6,2,2,87,5.9538
1983,6,2,3,102,6.3794
1983,6,2,4,104,6.1989
1983,6,2,5,186,5.8983
1983,6,3,1,68,3.9046
1983,6,3,2,120,1.9849
1983,6,3,3,139,2.6031
1983,6,3,4,156,6.0432
1983,6,3,5,161,5.2792
1983,7,1,1,682,-1.1058
1983,7,1,2,354,-2.1486
1983,7,1,3,310,-1.1837
1983,7,1,4,216,-1.9846
1983,7,1,5,547,-4.5148
1983,7,2,1,76,-1.1731
1983,7,2,2,119,-2.3412
1983,7,2,3,104,-1.2923
1983,7,2,4,106,-2.5313
1983,7,2,5,205,-4.5920
1983,7,3,1,71,-1.1553
1983,7,3,2,118,-1.2360
1983,7,3,3,140,-3.6843
1983,7,3,4,164,-2.9993
1983,7,3,5,173,-5.5836
1983,8,1,1,677,-4.1961
1983,8,1,2,352,-2.7470
1983,8,1,3,310,-3.6096
1983,8,1,4,215,-3.3706
1983,8,1,5,543,-3.9804
1983,8,2,1,76,-3.5936
1983,8,2,2,119,-3.1176
1983,8,2,3,104,-1.7202
1983,8,2,4,104,-2.5859
1983,8,2,5,203,-4.0571
1983,8,3,1,71,0.5586
1983,8,3,2,117,3.6254
1983,8,3,3,140,2.0943
1983,8,3,4,164,0.0288
1983,8,3,5,173,-0.5960
1983,9,1,1,671,-0.9629
1983,9,1,2,347,-0.8478
1983,9,1,3,308,2.0009
1983,9,1,4,214,0.2622
1983,9,1,5,542,-1.2327
1983,9,2,1,76,2.6268
1983,9,2,2,116,4.9084
1983,9,2,3,104,2.7102
1983,9,2,4,102,2.3475
1983,9,2,5,203,1.3600
1983,9,3,1,71,3.3002
1983,9,3,2,117,0.6829
1983,9,3,3,139,1.4784
1983,9,3,4,163,3.3809
1983,9,3,5,173,0.6244
1983,10,1,1,667,-6.2349
1983,10,1,2,346,-5.1479
1983,10,1,3,306,-5.1070
1983,10,1,4,211,-6.2043
1983,10,1,5,539,-8.1860
1983,10,2,1,76,-4.7357
1983,10,2,2,116,-4.2259
1983,10,2,3,104,-3.8015
1983,10,2,4,101,-4.7942
1983,10,2,5,202,-8.5938
1983,10,3,1,70,-1.6181
1983,10,3,2,117,-0.3304
1983,10,3,3,137,-1.1240
1983,10,3,4,163,-0.3107
1983,10,3,5,172,-5.4714
1983,11,1,1,662,4.2253
1983,11,1,2,343,3.8808
1983,11,1,3,304,4.5937
1983,11,1,4,211,3.5629
1983,11,1,5,537,1.9031
1983,11,2,1,76,5.8034
1983,11,2,2,116,5.8204
1983,11,2,3,102,5.5249
1983,11,2,4,100,5.4466
1983,11,2,5,200,5.1836
1983,11,3,1,70,4.4627
1983,11,3,2,117,3.3821
1983,11,3,3,136,3.1904
1983,11,3,4,163,-0.4757
1983,11,3,5,172,3.1617
1983,12,1,1,657,-1.5279
1983,12,1,2,343,-1.0183
1983,12,1,3,305,-1.8260
1983,12,1,4,211,-0.4467
1983,12,1,5,532,-2.9686
1983,12,2,1,76,-0.1044
1983,12,2,2,116,-0.3394
1983,12,2,3,102,-1.9487
1983,12,2,4,100,-1.3174
1983,12,2,5,199,-2.3566
1983,12,3,1,70,0.9720
1983,12,3,2,117,-1.1420
1983,12,3,3,136,-0.3966
1983,12,3,4,163,-1.1061
1983,12,3,5,172,-1.3491
1984,1,1,1,649,0.6750
1984,1,1,2,338,0.5125
1984,1,1,3,305,0.0314
1984,1,1,4,209,-1.2409
1984,1,1,5,530,-1.1287
1984,1,2,1,75,-0.3753
1984,1,2,2,116,-1.8084
1984,1,2,3,102,-0.9642
1984,1,2,4,100,-3.9357
1984,1,2,5,199,-4.5629
1984,1,3,1,70,-2.2990
1984,1,3,2,116,-0.1758
1984,1,3,3,135,1.8100
1984,1,3,4,162,-2.6574
1984,1,3,5,171,-3.6340
1984,2,1,1,639,-6.2574
1984,2,1,2,335,-6.2763
1984,2,1,3,301,-5.2809
1984,2,1,4,206,-4.0562
1984,2,1,5,523,-6.7934
1984,2,2,1,74,-6.2621
1984,2,2,2,116,-4.4873
1984,2,2,3,102,-4.4887
1984,2,2,4,100,-4.2064
1984,2,2,5,198,-6.1319
1984,2,3,1,70,-7.6029
1984,2,3,2,116,-1.9701
1984,2,3,3,135,-2.6285
1984,2,3,4,162,-3.4733
1984,2,3,5,170,-5.7883
1984,3,1,1,632,2.0485
1984,3,1,2,333,0.5482
1984,3,1,3,296,1.1577
1984,3,1,4,205,1.8110
1984,3,1,5,520,-0.9941
1984,3,2,1,74,3.1854
1984,3,2,2,113,0.7307
1984,3,2,3,101,0.3481
1984,3,2,4,100,1.7591
1984,3,2,5,195,1.3404
1984,3,3,1,70,3.7670
1984,3,3,2,116,2.3345
1984,3,3,3,134,0.5384
1984,3,3,4,162,1.4119
1984,3,3,5,169,1.3392
1984,4,1,1,630,-2.0670
1984,4,1,2,333,-0.9561
1984,4,1,3,297,-0.4728
1984,4,1,4,204,-1.5881
1984,4,1,5,517,-2.8834
1984,4,2,1,73,-1.0092
1984,4,2,2,112,0.9569
1984,4,2,3,100,0.7617
1984,4,2,4,100,1.2722
1984,4,2,5,193,-0.4899
1984,4,3,1,70,-2.0195
1984,4,3,2,116,2.5134
1984,4,3,3,134,1.2613
1984,4,3,4,162,0.3504
1984,4,3,5,169,0.0779
1984,5,1,1,624,-6.2975
1984,5,1,2,331,-4.6018
1984,5,1,3,296,-3.5685
1984,5,1,4,203,-1.9444
1984,5,1,5,515,-5.6960
1984,5,2,1,72,-7.4542
1984,5,2,2,112,-4.0101
1984,5,2,3,99,-2.5459
1984,5,2,4,100,-4.9612
1984,5,2,5,191,-6.8873
1984,5,3,1,70,-6.8067
1984,5,3,2,116,-6.3496
1984,5,3,3,133,-4.7335
1984,5,3,4,162,-3.5617
1984,5,3,5,169,-4.1739
1984,6,1,1,619,2.9776
1984,6,1,2,328,3.9151
1984,6,1,3,293,2.3535
1984,6,1,4,202,0.8032
1984,6,1,5,508,1.2027
1984,6,2,1,71,2.7959
1984,6,2,2,112,1.1409
1984,6,2,3,99,3.3062
1984,6,2,4,98,4.7420
1984,6,2,5,191,3.7730
1984,6,3,1,70,1.0817
1984,6,3,2,116,1.3796
1984,6,3,3,133,3.4499
1984,6,3,4,162,2.3618
1984,6,3,5,169,3.3167
1984,7,1,1,676,-6.7199
1984,7,1,2,289,-5.2502
1984,7,1,3,287,-1.0523
1984,7,1,4,278,-2.4803
1984,7,1,5,669,-6.9361
1984,7,2,1,85,-5.6825
1984,7,2,2,99,-5.9612
1984,7,2,3,98,-3.3460
1984,7,2,4,96,-2.0624
1984,7,2,5,207,-5.4530
1984,7,3,1,84,-5.8033
1984,7,3,2,114,-3.1534
1984,7,3,3,139,-1.3562
1984,7,3,4,160,1.2579
1984,7,3,5,150,-2.1489
1984,8,1,1,664,8.9866
1984,8,1,2,288,8.0377
1984,8,1,3,284,8.7509
1984,8,1,4,274,10.9329
1984,8,1,5,667,11.6047
1984,8,2,1,85,13.7287
1984,8,2,2,98,10.1185
1984,8,2,3,98,10.7622
1984,8,2,4,95,11.7605
1984,8,2,5,206,15.6316
1984,8,3,1,83,14.1948
1984,8,3,2,112,10.9710
1984,8,3,3,139,10.2362
1984,8,3,4,159,10.2998
1984,8,3,5,150,12.0529
1984,9,1,1,653,-0.1893
1984,9,1,2,287,0.2853
1984,9,1,3,284,0.3815
1984,9,1,4,274,0.3013
1984,9,1,5,666,-2.4404
1984,9,2,1,84,-0.7190
1984,9,2,2,96,0.7785
1984,9,2,3,97,0.7432
1984,9,2,4,96,1.2651
1984,9,2,5,206,-3.9135
1984,9,3,1,82,-1.0409
1984,9,3,2,112,0.3491
1984,9,3,3,139,0.0350
1984,9,3,4,159,0.2615
1984,9,3,5,149,-2.9611
1984,10,1,1,633,-5.1350
1984,10,1,2,284,-1.1784
1984,10,1,3,280,-1.8280
1984,10,1,4,273,-2.1376
1984,10,1,5,664,-3.1153
1984,10,2,1,84,-2.9677
1984,10,2,2,94,-1.0446
1984,10,2,3,96,-0.0091
1984,10,2,4,96,0.1477
1984,10,2,5,203,-1.6980
1984,10,3,1,81,-0.5894
1984,10,3,2,111,-1.2364
1984,10,3,3,139,1.7231
1984,10,3,4,158,1.6773
1984,10,3,5,149,-1.4768
1984,11,1,1,622,-4.6185
1984,11,1,2,282,-1.7283
1984,11,1,3,279,-0.7823
1984,11,1,4,270,-2.9934
1984,11,1,5,657,-4.9229
1984,11,2,1,84,-0.6154
1984,11,2,2,93,0.0910
1984,11,2,3,95,-0.2463
1984,11,2,4,96,-1.5537
1984,11,2,5,204,-3.6436
1984,11,3,1,81,-0.7544
1984,11,3,2,111,0.2359
1984,11,3,3,138,-1.0747
1984,11,3,4,158,-0.9257
1984,11,3,5,147,-3.0796
1984,12,1,1,610,-2.0998
1984,12,1,2,279,-0.0051
1984,12,1,3,275,1.2276
1984,12,1,4,267,1.9646
1984,12,1,5,648,1.1736
1984,12,2,1,84,0.3961
1984,12,2,2,93,1.4435
1984,12,2,3,95,3.2218
1984,12,2,4,95,3.1293
1984,12,2,5,203,3.0148
1984,12,3,1,79,-1.0314
1984,12,3,2,110,2.5726
1984,12,3,3,137,2.3595
1984,12,3,4,158,2.7806
1984,12,3,5,146,1.9961
1985,1,1,1,606,11.4575
1985,1,1,2,277,11.4716
1985,1,1,3,273,10.9827
1985,1,1,4,264,11.2045
1985,1,1,5,646,14.1850
1985,1,2,1,83,9.1233
1985,1,2,2,93,7.9292
1985,1,2,3,95,9.9565
1985,1,2,4,95,10.4832
1985,1,2,5,203,14.5766
1985,1,3,1,79,8.6414
1985,1,3,2,110,5.4974
1985,1,3,3,136,7.2515
1985,1,3,4,157,8.0787
1985,1,3,5,146,11.5927
1985,2,1,1,599,4.8017
1985,2,1,2,274,3.8806
1985,2,1,3,270,2.7369
1985,2,1,4,262,3.3200
1985,2,1,5,639,3.4295
1985,2,2,1,82,1.4086
1985,2,2,2,92,0.8901
1985,2,2,3,94,2.1722
1985,2,2,4,95,2.7690
1985,2,2,5,202,1.9952
1985,2,3,1,79,3.4418
1985,2,3,2,109,2.0593
1985,2,3,3,136,1.8234
1985,2,3,4,156,0.5789
1985,2,3,5,146,0.9008
1985,3,1,1,591,-1.4088
1985,3,1,2,272,-2.3418
1985,3,1,3,267,-0.2717
1985,3,1,4,261,0.1330
1985,3,1,5,633,-3.2055
1985,3,2,1,81,-0.9285
1985,3,2,2,91,-0.6838
1985,3,2,3,94,-0.4001
1985,3,2,4,94,-1.8598
1985,3,2,5,199,-3.2877
1985,3,3,1,79,0.0723
1985,3,3,2,109,2.4391
1985,3,3,3,135,-0.0850
1985,3,3,4,156,-0.7002
1985,3,3,5,145,-2.0242
1985,4,1,1,586,-2.1050
1985,4,1,2,270,-0.4595
1985,4,1,3,264,0.2940
1985,4,1,4,262,-1.9247
1985,4,1,5,629,-2.1612
1985,4,2,1,81,-1.9419
1985,4,2,2,91,0.1045
1985,4,2,3,93,-0.5644
1985,4,2,4,94,-0.1756
1985,4,2,5,199,-3.3131
1985,4,3,1,79,-1.6291
1985,4,3,2,109,0.4098
1985,4,3,3,135,-0.0836
1985,4,3,4,156,-1.6123
1985,4,3,5,145,-1.5052
1985,5,1,1,582,1.0557
1985,5,1,2,270,4.5781
1985,5,1,3,264,3.0639
1985,5,1,4,257,1.6727
1985,5,1,5,626,3.0752
1985,5,2,1,81,2.5530
1985,5,2,2,90,3.7060
1985,5,2,3,92,3.4921
1985,5,2,4,94,4.2864
1985,5,2,5,199,5.0711
1985,5,3,1,79,5.0676
1985,5,3,2,109,4.7209
1985,5,3,3,135,6.0920
1985,5,3,4,156,6.4630
1985,5,3,5,145,7.8816
1985,6,1,1,571,-1.3987
1985,6,1,2,266,2.1116
1985,6,1,3,260,1.5321
1985,6,1,4,257,0.7799
1985,6,1,5,623,-0.3218
1985,6,2,1,81,-0.0725
1985,6,2,2,87,1.2383
1985,6,2,3,91,2.6670
1985,6,2,4,92,1.1583
1985,6,2,5,196,1.6814
1985,6,3,1,78,1.1368
1985,6,3,2,108,1.2848
1985,6,3,3,135,2.1121
1985,6,3,4,156,1.4491
1985,6,3,5,145,2.0515
1985,7,1,1,626,3.1309
1985,7,1,2,313,3.6508
1985,7,1,3,296,1.8100
1985,7,1,4,339,2.5544
1985,7,1,5,684,2.7172
1985,7,2,1,85,3.3807
1985,7,2,2,90,0.9602
1985,7,2,3,99,2.0893
1985,7,2,4,126,3.0393
1985,7,2,5,212,3.5173
1985,7,3,1,87,-1.0312
1985,7,3,2,127,-0.3528
1985,7,3,3,140,-0.2693
1985,7,3,4,150,0.2429
1985,7,3,5,145,-0.0794
1985,8,1,1,617,-1.3159
1985,8,1,2,310,-0.0557
1985,8,1,3,291,-0.3381
1985,8,1,4,337,0.1367
1985,8,1,5,682,-1.7795
1985,8,2,1,84,-0.0457
1985,8,2,2,90,-1.0089
1985,8,2,3,99,2.4472
1985,8,2,4,126,-1.3762
1985,8,2,5,212,-2.9597
1985,8,3,1,87,0.2363
1985,8,3,2,126,0.6452
1985,8,3,3,140,0.0119
1985,8,3,4,150,-1.0900
1985,8,3,5,145,-1.5942
1985,9,1,1,605,-6.7450
1985,9,1,2,307,-4.6234
1985,9,1,3,287,-3.7690
1985,9,1,4,336,-4.7902
1985,9,1,5,679,-6.8035
1985,9,2,1,84,-4.9182
1985,9,2,2,88,-4.7413
1985,9,2,3,99,-5.3616
1985,9,2,4,126,-4.4198
1985,9,2,5,211,-8.0422
1985,9,3,1,85,-1.9221
1985,9,3,2,125,-1.7477
1985,9,3,3,140,-3.2705
1985,9,3,4,150,-4.1058
1985,9,3,5,145,-4.8073
1985,10,1,1,603,0.3698
1985,10,1,2,306,3.5849
1985,10,1,3,285,2.4640
1985,10,1,4,332,2.6788
1985,10,1,5,675,2.0376
1985,10,2,1,84,4.7204
1985,10,2,2,88,2.7866
1985,10,2,3,98,3.6310
1985,10,2,4,126,4.3145
1985,10,2,5,211,3.1967
1985,10,3,1,83,1.8384
1985,10,3,2,124,4.5622
1985,10,3,3,139,5.2182
1985,10,3,4,148,4.3704
1985,10,3,5,145,4.1544
1985,11,1,1,588,4.4762
1985,11,1,2,303,5.1077
1985,11,1,3,286,4.6875
1985,11,1,4,331,5.9184
1985,11,1,5,671,6.7057
1985,11,2,1,83,4.5088
1985,11,2,2,88,5.8196
1985,11,2,3,96,7.6241
1985,11,2,4,126,7.8693
1985,11,2,5,208,8.3448
1985,11,3,1,83,7.6327
1985,11,3,2,123,5.0181
1985,11,3,3,139,7.3697
1985,11,3,4,148,7.8028
1985,11,3,5,144,7.0201
1985,12,1,1,578,1.5329
1985,12,1,2,301,2.8879
1985,12,1,3,282,5.6115
1985,12,1,4,330,3.9160
1985,12,1,5,664,4.0788
1985,12,2,1,80,1.2171
1985,12,2,2,88,4.7724
1985,12,2,3,94,4.2587
1985,12,2,4,126,5.8669
1985,12,2,5,208,5.1731
1985,12,3,1,82,4.2965
1985,12,3,2,122,2.9745
1985,12,3,3,138,5.2024
1985,12,3,4,148,5.9430
1985,12,3,5,144,3.0483
1986,1,1,1,566,3.9827
1986,1,1,2,297,2.9611
1986,1,1,3,280,1.5125
1986,1,1,4,329,1.3008
1986,1,1,5,658,2.5067
1986,1,2,1,80,0.0469
1986,1,2,2,88,0.7208
1986,1,2,3,93,1.9854
1986,1,2,4,124,0.8527
1986,1,2,5,207,1.4884
1986,1,3,1,81,-2.2172
1986,1,3,2,120,0.5322
1986,1,3,3,137,0.4706
1986,1,3,4,148,1.2152
1986,1,3,5,144,1.3916
1986,2,1,1,559,4.6025
1986,2,1,2,294,6.3056
1986,2,1,3,279,5.5704
1986,2,1,4,325,7.8319
1986,2,1,5,654,5.7954
1986,2,2,1,79,4.6955
1986,2,2,2,88,5.8799
1986,2,2,3,93,7.5747
1986,2,2,4,123,7.4144
1986,2,2,5,205,7.2322
1986,2,3,1,81,8.2728
1986,2,3,2,120,5.9897
1986,2,3,3,136,9.2555
1986,2,3,4,147,7.1143
1986,2,3,5,144,7.9536
1986,3,1,1,558,4.6598
1986,3,1,2,292,5.5249
1986,3,1,3,277,5.7488
1986,3,1,4,323,4.2598
1986,3,1,5,651,4.5003
1986,3,2,1,77,6.4877
1986,3,2,2,87,6.7313
1986,3,2,3,93,6.8835
1986,3,2,4,123,5.2069
1986,3,2,5,205,4.3845
1986,3,3,1,80,5.3133
1986,3,3,2,120,5.4383
1986,3,3,3,136,5.6030
1986,3,3,4,146,5.4905
1986,3,3,5,144,4.5314
1986,4,1,1,552,1.9286
1986,4,1,2,288,1.4428
1986,4,1,3,277,1.2873
1986,4,1,4,320,0.3650
1986,4,1,5,648,2.3363
1986,4,2,1,76,-1.0023
1986,4,2,2,87,-0.0657
1986,4,2,3,93,1.1350
1986,4,2,4,123,1.9186
1986,4,2,5,203,2.5847
1986,4,3,1,79,0.5172
1986,4,3,2,119,-0.8677
1986,4,3,3,136,-1.4809
1986,4,3,4,146,-0.5579
1986,4,3,5,144,-0.0509
1986,5,1,1,542,3.6845
1986,5,1,2,283,3.0794
1986,5,1,3,273,4.2764
1986,5,1,4,319,3.7858
1986,5,1,5,643,3.8211
1986,5,2,1,76,2.6313
1986,5,2,2,86,5.2997
1986,5,2,3,91,3.4386
1986,5,2,4,123,3.3627
1986,5,2,5,202,3.8136
1986,5,3,1,78,5.8333
1986,5,3,2,117,6.4240
1986,5,3,3,136,5.6132
1986,5,3,4,143,3.4900
1986,5,3,5,144,5.8763
1986,6,1,1,533,-0.5669
1986,6,1,2,280,3.7631
1986,6,1,3,270,0.7092
1986,6,1,4,317,-1.0663
1986,6,1,5,636,-1.4338
1986,6,2,1,76,0.1042
1986,6,2,2,86,-0.5786
1986,6,2,3,91,1.5490
1986,6,2,4,123,1.2715
1986,6,2,5,201,-0.7362
1986,6,3,1,76,0.8244
1986,6,3,2,117,1.6871
1986,6,3,3,136,3.2357
1986,6,3,4,143,2.4736
1986,6,3,5,143,-1.7830
1986,7,1,1,836,-10.5009
1986,7,1,2,343,-6.9899
1986,7,1,3,234,-7.3071
1986,7,1,4,320,-6.0595
1986,7,1,5,619,-10.4458
1986,7,2,1,103,-10.1668
1986,7,2,2,106,-6.6972
1986,7,2,3,100,-7.6568
1986,7,2,4,127,-8.7273
1986,7,2,5,221,-11.7647
1986,7,3,1,79,-8.6548
1986,7,3,2,107,-3.5643
1986,7,3,3,142,-4.1608
1986,7,3,4,158,-3.6511
1986,7,3,5,158,-8.9382
1986,8,1,1,822,1.4610
1986,8,1,2,340,1.9332
1986,8,1,3,231,0.6697
1986,8,1,4,317,1.6115
1986,8,1,5,614,0.7693
1986,8,2,1,103,4.7035
1986,8,2,2,106,3.8397
1986,8,2,3,100,4.8422
1986,8,2,4,127,5.8345
1986,8,2,5,220,2.6622
1986,8,3,1,79,13.0091
1986,8,3,2,107,8.1666
1986,8,3,3,142,7.9547
1986,8,3,4,157,5.3286
1986,8,3,5,158,4.7890
1986,9,1,1,809,-6.0830
1986,9,1,2,341,-4.6125
1986,9,1,3,228,-4.7156
1986,9,1,4,315,-5.7347
1986,9,1,5,613,-7.0243
1986,9,2,1,103,-4.3499
1986,9,2,2,104,-4.3686
1986,9,2,3,100,-4.2467
