year,month,rank_ME,rank_Rev_1,nstocks,ret_vw
1967,1,1,1,62,19.8272
1967,1,1,2,27,17.5780
1967,1,1,3,27,14.6250
1967,1,1,4,27,19.8260
1967,1,1,5,29,20.1219
1967,1,2,1,48,20.8367
1967,1,2,2,54,14.6435
1967,1,2,3,44,11.8291
1967,1,2,4,47,12.0338
1967,1,2,5,51,19.6907
1967,1,3,1,74,8.1488
1967,1,3,2,101,8.8999
1967,1,3,3,113,6.0527
1967,1,3,4,109,5.9356
1967,1,3,5,104,9.6451
1967,2,1,1,59,4.5199
1967,2,1,2,24,4.2933
1967,2,1,3,34,3.1368
1967,2,1,4,29,2.7772
1967,2,1,5,29,0.7984
1967,2,2,1,50,3.7484
1967,2,2,2,53,2.6032
1967,2,2,3,45,0.7556
1967,2,2,4,49,2.6687
1967,2,2,5,50,-0.2863
1967,2,3,1,76,0.7544
1967,2,3,2,106,2.0479
1967,2,3,3,106,0.1476
1967,2,3,4,106,-0.2949
1967,2,3,5,105,1.1705
1967,3,1,1,61,5.1784
1967,3,1,2,17,6.1587
1967,3,1,3,32,5.2702
1967,3,1,4,32,8.5768
1967,3,1,5,35,6.8844
1967,3,2,1,45,7.5037
1967,3,2,2,54,3.9151
1967,3,2,3,41,5.7145
1967,3,2,4,53,6.1976
1967,3,2,5,54,5.8689
1967,3,3,1,80,3.7344
1967,3,3,2,114,4.5521
1967,3,3,3,111,2.2134
1967,3,3,4,101,5.2583
1967,3,3,5,95,5.4338
1967,4,1,1,59,4.2244
1967,4,1,2,26,5.7000
1967,4,1,3,25,3.0267
1967,4,1,4,34,5.3432
1967,4,1,5,34,4.4065
1967,4,2,1,48,1.6375
1967,4,2,2,55,2.7629
1967,4,2,3,41,1.5640
1967,4,2,4,51,5.0314
1967,4,2,5,52,3.1863
1967,4,3,1,79,0.6224
1967,4,3,2,103,4.5044
1967,4,3,3,117,4.6075
1967,4,3,4,100,6.5700
1967,4,3,5,98,5.0852
1967,5,1,1,55,2.2325
1967,5,1,2,23,-1.5034
1967,5,1,3,30,-1.5754
1967,5,1,4,39,1.1866
1967,5,1,5,31,0.5569
1967,5,2,1,54,-2.4624
1967,5,2,2,40,-3.6672
1967,5,2,3,53,-1.1024
1967,5,2,4,48,0.2174
1967,5,2,5,52,-1.6698
1967,5,3,1,76,-4.7261
1967,5,3,2,122,-3.8365
1967,5,3,3,100,-3.9032
1967,5,3,4,98,-5.1154
1967,5,3,5,101,-5.2344
1967,6,1,1,57,7.9620
1967,6,1,2,26,7.4388
1967,6,1,3,31,9.2684
1967,6,1,4,35,7.9055
1967,6,1,5,28,6.8525
1967,6,2,1,55,7.6411
1967,6,2,2,44,6.3404
1967,6,2,3,44,5.7642
1967,6,2,4,53,5.7767
1967,6,2,5,50,5.8867
1967,6,3,1,73,2.5110
1967,6,3,2,113,1.3711
1967,6,3,3,109,1.4873
1967,6,3,4,96,2.1999
1967,6,3,5,106,2.4711
1967,7,1,1,59,6.9367
1967,7,1,2,25,8.4925
1967,7,1,3,33,11.3371
1967,7,1,4,33,10.7528
1967,7,1,5,26,11.7118
1967,7,2,1,49,8.3172
1967,7,2,2,46,8.4687
1967,7,2,3,46,7.3991
1967,7,2,4,56,8.7330
1967,7,2,5,49,6.5188
1967,7,3,1,77,-0.1732
1967,7,3,2,112,4.7827
1967,7,3,3,104,6.4936
1967,7,3,4,95,5.6604
1967,7,3,5,108,4.4826
1967,8,1,1,234,-0.1831
1967,8,1,2,99,0.8358
1967,8,1,3,86,-0.5392
1967,8,1,4,91,0.0850
1967,8,1,5,100,-1.5075
1967,8,2,1,67,0.3970
1967,8,2,2,43,0.1783
1967,8,2,3,57,0.0180
1967,8,2,4,80,0.1878
1967,8,2,5,66,-0.5231
1967,8,3,1,78,-0.8812
1967,8,3,2,128,-0.1015
1967,8,3,3,110,-1.2209
1967,8,3,4,101,-0.4158
1967,8,3,5,121,-1.0461
1967,9,1,1,259,9.1860
1967,9,1,2,78,7.0439
1967,9,1,3,92,5.7701
1967,9,1,4,101,6.7417
1967,9,1,5,84,5.2590
1967,9,2,1,64,2.2061
1967,9,2,2,58,2.7034
1967,9,2,3,56,6.1266
1967,9,2,4,70,5.8197
1967,9,2,5,65,5.1967
1967,9,3,1,78,1.7944
1967,9,3,2,121,2.3663
1967,9,3,3,105,4.2240
1967,9,3,4,104,4.0469
1967,9,3,5,127,2.3116
1967,10,1,1,240,0.0063
1967,10,1,2,102,0.0211
1967,10,1,3,89,-2.7296
1967,10,1,4,91,-2.6941
1967,10,1,5,91,-5.2909
1967,10,2,1,66,-3.4109
1967,10,2,2,55,-2.7119
1967,10,2,3,55,-2.1536
1967,10,2,4,73,-2.4384
1967,10,2,5,58,-6.0807
1967,10,3,1,75,-3.8241
1967,10,3,2,118,-5.2986
1967,10,3,3,112,-3.3277
1967,10,3,4,105,0.5058
1967,10,3,5,123,-2.7940
1967,11,1,1,264,-1.0487
1967,11,1,2,88,-0.7969
1967,11,1,3,79,0.8094
1967,11,1,4,93,-0.5102
1967,11,1,5,88,1.5918
1967,11,2,1,65,1.1730
1967,11,2,2,56,-1.6464
1967,11,2,3,57,-0.1734
1967,11,2,4,62,2.0471
1967,11,2,5,68,1.0179
1967,11,3,1,71,-1.1626
1967,11,3,2,119,0.5600
1967,11,3,3,116,0.4006
1967,11,3,4,102,1.7510
1967,11,3,5,124,1.6538
1967,12,1,1,245,13.2163
1967,12,1,2,90,9.5801
1967,12,1,3,94,8.7581
1967,12,1,4,102,8.0740
1967,12,1,5,82,8.9061
1967,12,2,1,65,8.5866
1967,12,2,2,51,4.4789
1967,12,2,3,55,6.5683
1967,12,2,4,65,7.3474
1967,12,2,5,71,6.1163
1967,12,3,1,73,2.9073
1967,12,3,2,112,4.3620
1967,12,3,3,113,2.4880
1967,12,3,4,110,1.9270
1967,12,3,5,118,2.1578
1968,1,1,1,225,7.0604
1968,1,1,2,98,2.6305
1968,1,1,3,97,4.5722
1968,1,1,4,106,1.9080
1968,1,1,5,86,2.9977
1968,1,2,1,66,1.8736
1968,1,2,2,54,1.5817
1968,1,2,3,48,3.4282
1968,1,2,4,67,-0.6129
1968,1,2,5,75,-2.9087
1968,1,3,1,69,-1.8849
1968,1,3,2,115,-0.5256
1968,1,3,3,111,-4.4576
1968,1,3,4,109,-4.4449
1968,1,3,5,120,-8.9452
1968,2,1,1,217,-7.4781
1968,2,1,2,81,-2.5999
1968,2,1,3,107,-5.2154
1968,2,1,4,114,-6.1308
1968,2,1,5,86,-6.9892
1968,2,2,1,58,-2.9098
1968,2,2,2,61,-2.4826
1968,2,2,3,47,-2.6566
1968,2,2,4,63,-6.7543
1968,2,2,5,86,-6.2824
1968,2,3,1,77,-1.9348
1968,2,3,2,117,-1.7561
1968,2,3,3,111,-2.8433
1968,2,3,4,104,-3.4514
1968,2,3,5,109,-4.8126
1968,3,1,1,197,-1.4360
1968,3,1,2,78,-2.9434
1968,3,1,3,107,-0.8442
1968,3,1,4,132,-0.8501
1968,3,1,5,94,-1.7229
1968,3,2,1,57,-1.3103
1968,3,2,2,62,-1.0824
1968,3,2,3,41,-2.9097
1968,3,2,4,69,-0.7570
1968,3,2,5,81,-0.6789
1968,3,3,1,82,-1.9506
1968,3,3,2,109,-0.5994
1968,3,3,3,117,-0.3985
1968,3,3,4,97,3.2374
1968,3,3,5,113,2.9034
1968,4,1,1,187,15.9415
1968,4,1,2,84,15.9425
1968,4,1,3,115,15.4632
1968,4,1,4,117,12.3311
1968,4,1,5,107,16.5835
1968,4,2,1,51,9.8921
1968,4,2,2,55,10.2238
1968,4,2,3,51,12.0219
1968,4,2,4,70,14.5955
1968,4,2,5,76,16.1438
1968,4,3,1,84,4.3661
1968,4,3,2,110,7.1703
1968,4,3,3,111,8.8659
1968,4,3,4,102,10.4717
1968,4,3,5,114,11.8765
1968,5,1,1,168,13.6519
1968,5,1,2,98,12.5489
1968,5,1,3,110,12.1482
1968,5,1,4,134,12.3053
1968,5,1,5,105,8.9386
1968,5,2,1,55,4.4449
1968,5,2,2,57,4.1520
1968,5,2,3,52,8.2657
1968,5,2,4,63,5.0130
1968,5,2,5,75,10.3077
1968,5,3,1,85,-0.6259
1968,5,3,2,97,1.5517
1968,5,3,3,116,1.2261
1968,5,3,4,101,2.9414
1968,5,3,5,120,4.0902
1968,6,1,1,157,0.3302
1968,6,1,2,103,1.9931
1968,6,1,3,124,1.9841
1968,6,1,4,114,0.3867
1968,6,1,5,119,-1.2954
1968,6,2,1,60,1.2720
