year,month,rank_ME,rank_EP,nstocks,ret_vw
1980,9,2,1,208,5.6707
1980,9,2,2,112,3.1508
1980,9,2,3,108,3.6131
1980,9,2,4,113,2.1004
1980,9,2,5,133,3.0536
1980,9,3,1,173,4.3689
1980,9,3,2,156,3.4271
1980,9,3,3,130,2.7101
1980,9,3,4,135,1.4504
1980,9,3,5,91,2.3527
1980,10,1,1,527,8.1372
1980,10,1,2,233,5.4065
1980,10,1,3,258,4.0880
1980,10,1,4,231,3.0408
1980,10,1,5,425,4.0265
1980,10,2,1,206,6.6251
1980,10,2,2,110,2.1290
1980,10,2,3,108,3.1164
1980,10,2,4,112,1.9550
1980,10,2,5,132,2.2451
1980,10,3,1,173,1.4774
1980,10,3,2,156,2.7509
1980,10,3,3,129,1.7864
1980,10,3,4,134,3.0430
1980,10,3,5,91,0.7753
1980,11,1,1,529,13.2629
1980,11,1,2,233,6.9283
1980,11,1,3,257,5.3106
1980,11,1,4,228,3.3992
1980,11,1,5,423,2.4681
1980,11,2,1,204,14.0987
1980,11,2,2,110,4.7059
1980,11,2,3,108,6.4988
1980,11,2,4,111,4.3694
1980,11,2,5,132,4.2961
1980,11,3,1,174,12.7811
1980,11,3,2,156,10.3802
1980,11,3,3,129,11.3438
1980,11,3,4,133,12.2597
1980,11,3,5,89,11.9268
1980,12,1,1,528,-6.8533
1980,12,1,2,230,-3.8087
1980,12,1,3,256,-4.6244
1980,12,1,4,228,-5.3401
1980,12,1,5,419,-1.9757
1980,12,2,1,204,-5.5711
1980,12,2,2,108,-3.8963
1980,12,2,3,107,-2.8759
1980,12,2,4,111,0.2935
1980,12,2,5,132,-0.5858
1980,12,3,1,174,-1.9519
1980,12,3,2,155,-3.0670
1980,12,3,3,129,-3.8577
1980,12,3,4,133,-5.0814
1980,12,3,5,88,-6.0338
1981,1,1,1,528,-4.3804
1981,1,1,2,227,-1.3177
1981,1,1,3,256,1.1351
1981,1,1,4,225,1.4059
1981,1,1,5,418,2.3245
1981,1,2,1,203,-5.5373
1981,1,2,2,106,1.1557
1981,1,2,3,107,0.2018
1981,1,2,4,111,1.5153
1981,1,2,5,130,0.9899
1981,1,3,1,174,-6.5903
1981,1,3,2,155,-5.0426
1981,1,3,3,126,-3.7063
1981,1,3,4,133,-3.0010
1981,1,3,5,88,-4.3185
1981,2,1,1,525,-2.4681
1981,2,1,2,226,0.4248
1981,2,1,3,254,0.4585
1981,2,1,4,224,1.8726
1981,2,1,5,414,1.9118
1981,2,2,1,202,0.3363
1981,2,2,2,107,1.6027
1981,2,2,3,107,2.7542
1981,2,2,4,111,1.1253
1981,2,2,5,128,2.9096
1981,2,3,1,173,2.1602
1981,2,3,2,155,2.7005
1981,2,3,3,126,2.5968
1981,2,3,4,133,-0.3059
1981,2,3,5,88,2.9729
1981,3,1,1,521,7.4216
1981,3,1,2,225,8.5472
1981,3,1,3,252,8.7045
1981,3,1,4,224,8.5023
1981,3,1,5,409,8.9961
1981,3,2,1,199,7.2038
1981,3,2,2,106,9.5045
1981,3,2,3,107,6.9540
1981,3,2,4,111,7.5822
1981,3,2,5,127,7.5483
1981,3,3,1,172,3.9922
1981,3,3,2,155,4.9187
1981,3,3,3,125,4.1736
1981,3,3,4,133,1.5922
1981,3,3,5,88,5.4785
1981,4,1,1,518,3.6074
1981,4,1,2,224,4.8725
1981,4,1,3,250,4.1908
1981,4,1,4,224,3.9760
1981,4,1,5,406,4.3849
1981,4,2,1,198,1.1046
1981,4,2,2,105,3.7834
1981,4,2,3,107,3.4737
1981,4,2,4,108,3.0113
1981,4,2,5,126,2.2724
1981,4,3,1,173,-2.0382
1981,4,3,2,153,-2.3733
1981,4,3,3,125,-3.3348
1981,4,3,4,132,-0.3343
1981,4,3,5,88,-1.1305
1981,5,1,1,517,4.0199
1981,5,1,2,220,6.3196
1981,5,1,3,249,4.1255
1981,5,1,4,224,4.7745
1981,5,1,5,406,3.2330
1981,5,2,1,197,5.1673
1981,5,2,2,105,3.2954
1981,5,2,3,107,3.2338
1981,5,2,4,108,2.4409
1981,5,2,5,125,2.3246
1981,5,3,1,170,1.9892
1981,5,3,2,152,-0.7809
1981,5,3,3,125,0.9195
1981,5,3,4,133,-1.0235
1981,5,3,5,88,0.0941
1981,6,1,1,514,-5.4697
1981,6,1,2,219,-2.7641
1981,6,1,3,248,1.7787
1981,6,1,4,224,2.5241
1981,6,1,5,405,2.2306
1981,6,2,1,196,-7.2821
1981,6,2,2,105,-1.3214
1981,6,2,3,107,-0.9660
1981,6,2,4,107,-0.2321
1981,6,2,5,123,-0.0841
1981,6,3,1,170,-5.3951
1981,6,3,2,152,-0.5119
1981,6,3,3,124,0.4363
1981,6,3,4,133,3.3846
1981,6,3,5,87,-0.3035
1981,7,1,1,560,-3.7218
1981,7,1,2,242,-4.9870
1981,7,1,3,227,-2.2036
1981,7,1,4,241,-1.7542
1981,7,1,5,395,-1.7798
1981,7,2,1,207,-1.2725
1981,7,2,2,113,-2.8202
1981,7,2,3,106,-1.7987
1981,7,2,4,105,-2.4981
1981,7,2,5,105,-0.8166
1981,7,3,1,162,1.8843
1981,7,3,2,162,-0.1149
1981,7,3,3,132,-1.1562
1981,7,3,4,121,2.4262
1981,7,3,5,100,-0.7325
1981,8,1,1,558,-12.5388
1981,8,1,2,240,-7.9611
1981,8,1,3,226,-8.3018
1981,8,1,4,241,-5.1040
1981,8,1,5,394,-4.5633
1981,8,2,1,206,-9.6187
1981,8,2,2,112,-7.6274
1981,8,2,3,106,-5.6867
1981,8,2,4,103,-4.8880
1981,8,2,5,105,-4.2491
1981,8,3,1,162,-8.1464
1981,8,3,2,162,-5.4886
1981,8,3,3,131,-6.5769
1981,8,3,4,119,-3.5834
1981,8,3,5,99,-3.7345
1981,9,1,1,557,-12.3615
1981,9,1,2,237,-8.5045
1981,9,1,3,223,-7.4121
1981,9,1,4,240,-7.1741
1981,9,1,5,387,-5.9276
1981,9,2,1,206,-11.4933
1981,9,2,2,111,-6.7130
1981,9,2,3,106,-7.0662
1981,9,2,4,103,-4.4692
1981,9,2,5,105,-4.2150
1981,9,3,1,161,-7.9447
1981,9,3,2,160,-5.7071
1981,9,3,3,129,-5.9868
1981,9,3,4,118,-4.4315
1981,9,3,5,99,-4.7462
1981,10,1,1,556,10.7607
1981,10,1,2,235,9.2874
1981,10,1,3,222,5.7241
1981,10,1,4,238,8.0675
1981,10,1,5,381,5.8042
1981,10,2,1,205,10.9094
1981,10,2,2,111,6.8778
1981,10,2,3,106,6.4950
1981,10,2,4,102,5.7184
1981,10,2,5,104,5.2361
1981,10,3,1,161,11.0727
1981,10,3,2,161,5.0444
1981,10,3,3,128,6.7065
1981,10,3,4,117,3.3470
1981,10,3,5,99,5.2954
1981,11,1,1,554,-0.1770
1981,11,1,2,236,0.9576
1981,11,1,3,221,3.4432
1981,11,1,4,234,4.3308
1981,11,1,5,383,4.5255
1981,11,2,1,206,0.7995
1981,11,2,2,108,3.3316
1981,11,2,3,106,4.0449
1981,11,2,4,101,5.0740
1981,11,2,5,104,5.5908
1981,11,3,1,161,2.6550
1981,11,3,2,160,5.7826
1981,11,3,3,128,4.7320
1981,11,3,4,115,4.0151
1981,11,3,5,99,5.6409
1981,12,1,1,552,-3.1921
1981,12,1,2,233,-1.3772
1981,12,1,3,220,-0.9730
1981,12,1,4,232,0.0638
1981,12,1,5,383,-0.7216
1981,12,2,1,206,-2.2539
1981,12,2,2,108,-0.6516
1981,12,2,3,105,-0.3470
1981,12,2,4,100,1.0990
1981,12,2,5,104,-2.4510
1981,12,3,1,159,-3.7960
1981,12,3,2,160,-1.8300
1981,12,3,3,128,-2.7608
1981,12,3,4,116,-2.9522
1981,12,3,5,99,-2.9800
1982,1,1,1,550,-2.3153
1982,1,1,2,233,-1.5360
1982,1,1,3,219,-0.6493
1982,1,1,4,230,-1.3909
1982,1,1,5,377,-0.7755
1982,1,2,1,206,-7.5117
1982,1,2,2,107,-1.8596
1982,1,2,3,104,-3.7055
1982,1,2,4,100,-4.1891
1982,1,2,5,103,-1.0153
1982,1,3,1,158,-2.9107
1982,1,3,2,159,-1.4796
1982,1,3,3,128,-2.3281
1982,1,3,4,116,-2.2194
1982,1,3,5,99,-2.1626
1982,2,1,1,548,-6.3143
1982,2,1,2,232,-3.7859
1982,2,1,3,217,-2.5881
1982,2,1,4,230,-2.7871
1982,2,1,5,374,-1.8937
1982,2,2,1,205,-8.8731
1982,2,2,2,106,-5.2837
1982,2,2,3,105,-3.5874
1982,2,2,4,100,-2.8499
1982,2,2,5,101,0.0773
1982,2,3,1,158,-8.7821
1982,2,3,2,158,-5.6629
1982,2,3,3,128,-5.8290
1982,2,3,4,116,-3.5148
1982,2,3,5,98,0.0161
1982,3,1,1,545,-1.8011
1982,3,1,2,231,-0.5066
1982,3,1,3,214,-1.3386
1982,3,1,4,228,-0.0538
1982,3,1,5,371,0.3501
1982,3,2,1,204,-3.9533
1982,3,2,2,105,0.7446
1982,3,2,3,105,0.0857
1982,3,2,4,100,0.1937
1982,3,2,5,101,1.6580
1982,3,3,1,158,-4.6240
1982,3,3,2,158,-1.1766
1982,3,3,3,128,-0.3583
1982,3,3,4,116,1.2171
1982,3,3,5,98,1.0265
1982,4,1,1,541,7.3262
1982,4,1,2,229,6.1830
1982,4,1,3,213,5.3241
1982,4,1,4,227,4.7132
1982,4,1,5,369,5.5987
1982,4,2,1,203,6.4405
1982,4,2,2,104,5.3536
1982,4,2,3,104,6.6197
1982,4,2,4,99,5.2638
1982,4,2,5,101,4.6733
1982,4,3,1,156,5.8748
1982,4,3,2,157,6.1505
1982,4,3,3,128,4.6014
1982,4,3,4,116,1.3750
1982,4,3,5,98,4.6524
1982,5,1,1,539,-2.3383
1982,5,1,2,229,-1.8926
1982,5,1,3,213,-1.5601
1982,5,1,4,222,-0.1662
1982,5,1,5,367,-1.0673
1982,5,2,1,202,-5.0758
1982,5,2,2,104,-2.4794
1982,5,2,3,104,-2.0580
1982,5,2,4,99,-2.1065
1982,5,2,5,99,-2.3310
1982,5,3,1,153,-5.2878
1982,5,3,2,157,-3.4939
1982,5,3,3,128,-3.0921
1982,5,3,4,116,0.1692
1982,5,3,5,98,-1.8084
1982,6,1,1,536,-3.2773
1982,6,1,2,225,-3.3014
1982,6,1,3,210,-1.5770
1982,6,1,4,221,-1.6103
1982,6,1,5,365,-1.2979
1982,6,2,1,202,-5.3883
1982,6,2,2,104,-1.1818
1982,6,2,3,104,-1.2663
1982,6,2,4,99,-1.3504
1982,6,2,5,99,1.5129
1982,6,3,1,154,-4.5696
1982,6,3,2,156,-1.3123
1982,6,3,3,128,0.3246
1982,6,3,4,116,-2.5776
1982,6,3,5,98,-2.1663
1982,7,1,1,678,-2.6894
1982,7,1,2,259,-1.5840
1982,7,1,3,243,-1.5793
1982,7,1,4,238,-0.6289
1982,7,1,5,324,-0.3488
1982,7,2,1,194,-1.9632
1982,7,2,2,123,-1.7941
1982,7,2,3,98,-0.0692
1982,7,2,4,87,0.5262
1982,7,2,5,95,-1.5085
1982,7,3,1,158,-2.2251
1982,7,3,2,141,0.5801
1982,7,3,3,135,-3.1626
1982,7,3,4,120,-3.1884
1982,7,3,5,114,-3.6344
1982,8,1,1,672,5.5920
1982,8,1,2,258,8.1152
1982,8,1,3,242,6.9198
1982,8,1,4,235,5.6911
1982,8,1,5,324,4.6311
1982,8,2,1,192,9.5850
1982,8,2,2,123,9.6592
1982,8,2,3,98,9.3080
1982,8,2,4,85,10.3405
1982,8,2,5,94,9.7265
1982,8,3,1,157,13.3878
1982,8,3,2,140,11.5318
1982,8,3,3,134,12.1354
1982,8,3,4,120,12.7105
1982,8,3,5,113,13.7288
1982,9,1,1,675,2.7298
1982,9,1,2,258,1.0464
1982,9,1,3,239,3.6371
1982,9,1,4,235,5.9972
1982,9,1,5,324,5.7401
1982,9,2,1,191,1.8944
1982,9,2,2,123,2.7374
1982,9,2,3,98,4.6830
1982,9,2,4,84,3.5026
1982,9,2,5,94,4.4829
1982,9,3,1,157,0.6118
1982,9,3,2,137,1.8496
1982,9,3,3,134,0.6449
1982,9,3,4,120,0.9831
1982,9,3,5,114,0.9054
1982,10,1,1,673,14.7646
1982,10,1,2,255,14.4523
1982,10,1,3,239,11.7136
1982,10,1,4,234,11.9447
1982,10,1,5,318,13.9059
1982,10,2,1,189,15.3847
1982,10,2,2,121,13.7892
1982,10,2,3,98,12.7979
1982,10,2,4,83,11.2856
1982,10,2,5,94,9.0067
1982,10,3,1,157,15.4916
1982,10,3,2,136,11.5842
1982,10,3,3,134,9.8603
1982,10,3,4,120,10.3732
1982,10,3,5,114,6.7213
1982,11,1,1,670,9.4079
1982,11,1,2,255,10.4683
1982,11,1,3,239,9.0340
1982,11,1,4,234,10.5152
1982,11,1,5,316,11.1929
1982,11,2,1,187,9.3913
1982,11,2,2,121,10.1514
1982,11,2,3,97,7.7839
1982,11,2,4,82,6.8526
1982,11,2,5,94,6.5736
1982,11,3,1,157,8.7007
1982,11,3,2,136,5.4140
1982,11,3,3,133,3.9216
1982,11,3,4,120,1.9924
1982,11,3,5,114,1.0881
1982,12,1,1,671,2.9115
1982,12,1,2,254,2.1045
1982,12,1,3,237,2.6696
1982,12,1,4,234,0.5357
1982,12,1,5,314,2.6261
1982,12,2,1,185,0.6399
1982,12,2,2,121,1.2750
1982,12,2,3,97,1.8705
1982,12,2,4,82,0.9350
1982,12,2,5,93,1.4391
1982,12,3,1,157,0.1531
1982,12,3,2,136,2.7131
1982,12,3,3,132,0.5821
1982,12,3,4,120,1.2195
1982,12,3,5,114,3.6413
1983,1,1,1,669,11.7962
1983,1,1,2,253,10.4659
1983,1,1,3,237,7.2951
1983,1,1,4,231,7.6910
1983,1,1,5,310,8.3243
1983,1,2,1,183,9.2744
1983,1,2,2,121,6.7464
1983,1,2,3,95,3.9878
1983,1,2,4,82,4.0874
1983,1,2,5,93,3.8732
1983,1,3,1,155,4.4172
1983,1,3,2,136,1.3136
1983,1,3,3,132,7.1772
1983,1,3,4,120,3.4838
1983,1,3,5,114,4.0509
1983,2,1,1,662,3.4635
1983,2,1,2,249,6.4077
1983,2,1,3,235,6.6189
1983,2,1,4,229,7.4938
1983,2,1,5,305,7.7309
1983,2,2,1,183,5.3473
1983,2,2,2,120,4.8738
1983,2,2,3,94,6.3501
1983,2,2,4,81,6.9779
1983,2,2,5,92,5.6263
1983,2,3,1,154,2.3271
1983,2,3,2,135,3.6018
1983,2,3,3,132,1.5783
1983,2,3,4,120,3.2099
1983,2,3,5,114,2.9916
1983,3,1,1,657,4.0302
1983,3,1,2,248,4.8862
1983,3,1,3,234,4.7805
1983,3,1,4,228,6.6002
1983,3,1,5,305,6.9353
1983,3,2,1,181,1.5002
1983,3,2,2,120,4.4521
1983,3,2,3,94,5.4055
1983,3,2,4,81,6.1048
1983,3,2,5,92,3.5156
1983,3,3,1,155,2.3541
1983,3,3,2,135,1.8652
1983,3,3,3,131,2.6660
1983,3,3,4,120,4.9799
1983,3,3,5,113,3.3498
1983,4,1,1,656,7.8692
1983,4,1,2,245,7.9777
1983,4,1,3,232,5.9991
1983,4,1,4,226,8.8317
1983,4,1,5,304,8.1862
1983,4,2,1,181,7.4424
1983,4,2,2,120,6.4549
1983,4,2,3,93,4.9462
1983,4,2,4,81,8.0075
1983,4,2,5,92,6.4758
1983,4,3,1,153,5.0488
1983,4,3,2,135,7.6571
1983,4,3,3,131,7.3524
1983,4,3,4,120,7.3185
1983,4,3,5,113,7.0436
1983,5,1,1,656,12.3311
1983,5,1,2,244,10.5159
1983,5,1,3,231,10.0129
1983,5,1,4,223,6.7005
1983,5,1,5,302,8.6074
1983,5,2,1,182,6.9580
1983,5,2,2,120,5.9342
1983,5,2,3,93,4.7160
1983,5,2,4,81,3.0900
1983,5,2,5,92,3.4874
1983,5,3,1,153,1.7971
1983,5,3,2,135,-1.4671
1983,5,3,3,131,-0.7487
1983,5,3,4,120,0.0857
1983,5,3,5,113,1.2137
1983,6,1,1,653,4.2719
1983,6,1,2,245,5.2183
1983,6,1,3,232,5.2750
1983,6,1,4,223,3.8636
1983,6,1,5,298,3.1148
1983,6,2,1,181,4.9990
1983,6,2,2,120,8.8904
1983,6,2,3,93,6.1646
1983,6,2,4,81,5.5669
1983,6,2,5,90,2.5823
1983,6,3,1,153,5.7545
1983,6,3,2,135,4.6937
1983,6,3,3,131,4.0716
1983,6,3,4,120,3.1856
1983,6,3,5,112,1.1224
1983,7,1,1,566,-5.0618
1983,7,1,2,222,-2.1834
1983,7,1,3,257,-2.5968
1983,7,1,4,273,0.7183
1983,7,1,5,255,0.7040
1983,7,2,1,180,-5.9750
1983,7,2,2,129,-3.4099
1983,7,2,3,105,-2.3337
1983,7,2,4,92,-0.1384
1983,7,2,5,79,2.7914
1983,7,3,1,162,-5.4977
1983,7,3,2,118,-3.6212
1983,7,3,3,131,-4.0505
1983,7,3,4,116,-3.4992
1983,7,3,5,113,0.0823
1983,8,1,1,562,-5.2017
1983,8,1,2,222,-3.0515
1983,8,1,3,255,-3.7691
1983,8,1,4,272,-2.2571
1983,8,1,5,254,-1.3157
1983,8,2,1,180,-4.8411
1983,8,2,2,129,-4.6386
1983,8,2,3,105,-3.5409
1983,8,2,4,91,-0.8439
1983,8,2,5,76,0.6237
1983,8,3,1,162,-2.3623
1983,8,3,2,118,-0.0488
1983,8,3,3,130,-0.7212
1983,8,3,4,116,4.0571
1983,8,3,5,113,4.3057
1983,9,1,1,561,-1.7426
1983,9,1,2,220,1.5120
1983,9,1,3,254,1.2870
1983,9,1,4,268,2.1168
1983,9,1,5,252,1.0259
1983,9,2,1,180,2.3560
1983,9,2,2,129,3.3034
1983,9,2,3,104,2.0485
1983,9,2,4,89,4.1065
1983,9,2,5,75,3.6752
1983,9,3,1,162,1.5656
1983,9,3,2,117,3.2767
1983,9,3,3,130,2.5816
1983,9,3,4,116,1.0935
1983,9,3,5,112,0.6113
1983,10,1,1,560,-9.4073
1983,10,1,2,218,-5.4968
1983,10,1,3,254,-5.1391
1983,10,1,4,266,-4.3858
1983,10,1,5,251,-4.0198
1983,10,2,1,179,-9.0389
1983,10,2,2,129,-5.2761
1983,10,2,3,103,-5.3069
1983,10,2,4,89,-4.5457
1983,10,2,5,75,-1.7805
1983,10,3,1,161,-6.2944
1983,10,3,2,117,-2.2285
1983,10,3,3,129,0.1183
1983,10,3,4,115,-1.8102
1983,10,3,5,112,1.2773
1983,11,1,1,557,3.7768
1983,11,1,2,217,4.5357
1983,11,1,3,251,3.7551
1983,11,1,4,265,3.8450
1983,11,1,5,249,3.4158
1983,11,2,1,179,8.1693
1983,11,2,2,129,6.1592
1983,11,2,3,102,4.6383
1983,11,2,4,86,4.0266
1983,11,2,5,74,2.2485
1983,11,3,1,161,5.5865
1983,11,3,2,117,-0.1588
1983,11,3,3,129,4.0422
1983,11,3,4,115,2.7622
1983,11,3,5,111,-0.7853
1983,12,1,1,554,-3.3370
1983,12,1,2,217,-0.7789
1983,12,1,3,250,-0.9004
1983,12,1,4,263,-0.7433
1983,12,1,5,248,-0.9763
1983,12,2,1,179,-2.7702
1983,12,2,2,129,-1.8544
1983,12,2,3,102,0.3190
1983,12,2,4,86,-0.8109
1983,12,2,5,73,-1.6056
1983,12,3,1,161,-1.0812
1983,12,3,2,117,-0.2826
1983,12,3,3,129,-1.5344
1983,12,3,4,115,-1.3528
1983,12,3,5,111,-0.1621
1984,1,1,1,549,-0.9872
1984,1,1,2,216,-3.4628
1984,1,1,3,249,0.0127
1984,1,1,4,262,0.0335
1984,1,1,5,246,1.4334
1984,1,2,1,179,-6.5540
1984,1,2,2,129,-4.3510
1984,1,2,3,102,-1.4260
1984,1,2,4,85,-0.8489
1984,1,2,5,73,1.7145
1984,1,3,1,160,-7.3880
1984,1,3,2,116,-3.9426
1984,1,3,3,129,-2.6089
1984,1,3,4,114,3.6365
1984,1,3,5,110,4.1862
1984,2,1,1,544,-7.3292
1984,2,1,2,215,-6.2728
1984,2,1,3,247,-4.9611
1984,2,1,4,262,-5.4771
1984,2,1,5,239,-4.5761
1984,2,2,1,178,-6.8968
1984,2,2,2,129,-6.4310
1984,2,2,3,102,-4.9610
1984,2,2,4,84,-3.3867
1984,2,2,5,73,-2.4506
1984,2,3,1,160,-6.3984
1984,2,3,2,115,-3.5575
1984,2,3,3,129,-5.2448
1984,2,3,4,114,-2.5016
1984,2,3,5,110,-0.1304
1984,3,1,1,542,-0.6069
1984,3,1,2,214,1.9788
1984,3,1,3,244,0.8218
1984,3,1,4,261,3.0031
1984,3,1,5,238,1.6010
1984,3,2,1,176,0.4030
1984,3,2,2,127,1.3298
1984,3,2,3,102,0.4416
1984,3,2,4,83,1.4952
1984,3,2,5,71,2.5686
1984,3,3,1,160,1.1919
1984,3,3,2,114,2.2895
1984,3,3,3,129,1.9823
1984,3,3,4,114,0.5666
1984,3,3,5,109,0.5072
1984,4,1,1,540,-3.0176
1984,4,1,2,214,-1.4230
1984,4,1,3,244,0.6408
1984,4,1,4,259,-0.0714
1984,4,1,5,235,-0.6400
1984,4,2,1,174,-0.2616
1984,4,2,2,126,-0.9012
1984,4,2,3,101,3.1808
1984,4,2,4,83,2.2517
1984,4,2,5,71,-0.1372
1984,4,3,1,160,-0.0010
1984,4,3,2,114,0.9245
1984,4,3,3,129,0.1747
1984,4,3,4,114,2.0105
1984,4,3,5,109,2.1248
1984,5,1,1,535,-6.2590
1984,5,1,2,212,-3.9035
1984,5,1,3,243,-4.1781
1984,5,1,4,258,-2.7834
1984,5,1,5,235,-2.7484
1984,5,2,1,172,-7.1359
1984,5,2,2,125,-4.4077
1984,5,2,3,101,-4.7997
1984,5,2,4,83,-3.0992
1984,5,2,5,71,-4.1113
1984,5,3,1,160,-6.3237
1984,5,3,2,113,-5.6104
1984,5,3,3,129,-3.6405
1984,5,3,4,114,-5.5685
1984,5,3,5,109,-2.2343
1984,6,1,1,534,1.7515
1984,6,1,2,210,3.5247
1984,6,1,3,242,2.2901
1984,6,1,4,254,3.2918
1984,6,1,5,232,0.7118
1984,6,2,1,172,4.3559
1984,6,2,2,125,4.3867
1984,6,2,3,101,4.3344
1984,6,2,4,81,1.9348
1984,6,2,5,71,0.3889
1984,6,3,1,160,4.3196
1984,6,3,2,113,2.8718
1984,6,3,3,129,4.6004
1984,6,3,4,114,2.3606
1984,6,3,5,109,0.0154
1984,7,1,1,677,-7.3030
1984,7,1,2,322,-3.9704
1984,7,1,3,232,-3.1075
1984,7,1,4,255,-2.2328
1984,7,1,5,222,-1.0722
1984,7,2,1,192,-5.6547
1984,7,2,2,122,-3.9293
1984,7,2,3,92,-3.9360
1984,7,2,4,91,-3.4786
1984,7,2,5,81,-2.9186
1984,7,3,1,128,-1.7948
1984,7,3,2,117,-2.3146
1984,7,3,3,132,0.1771
1984,7,3,4,124,-1.5440
1984,7,3,5,121,-1.9991
1984,8,1,1,675,11.9000
1984,8,1,2,321,11.5564
1984,8,1,3,232,9.0186
1984,8,1,4,250,9.0977
1984,8,1,5,221,8.6422
1984,8,2,1,192,16.6379
1984,8,2,2,119,12.3336
1984,8,2,3,92,11.9418
1984,8,2,4,91,11.5725
1984,8,2,5,81,8.4044
1984,8,3,1,128,13.0051
1984,8,3,2,116,10.8517
1984,8,3,3,131,10.5111
1984,8,3,4,123,10.6544
1984,8,3,5,121,10.5725
1984,9,1,1,673,-3.0697
1984,9,1,2,321,0.0816
1984,9,1,3,231,0.7509
1984,9,1,4,250,1.2847
1984,9,1,5,217,1.2999
1984,9,2,1,191,-5.2087
1984,9,2,2,119,-0.0819
1984,9,2,3,92,1.4435
1984,9,2,4,90,0.7165
1984,9,2,5,80,2.7755
1984,9,3,1,128,-5.5790
1984,9,3,2,115,-1.9595
1984,9,3,3,131,-1.4972
1984,9,3,4,122,0.3980
1984,9,3,5,121,3.8210
1984,10,1,1,672,-4.4608
1984,10,1,2,319,-1.4398
1984,10,1,3,231,-1.8202
1984,10,1,4,247,-0.3998
1984,10,1,5,216,1.0795
1984,10,2,1,190,-2.6043
1984,10,2,2,117,-2.4234
1984,10,2,3,91,-0.7933
1984,10,2,4,90,-0.3086
1984,10,2,5,77,3.8719
1984,10,3,1,128,-0.8453
1984,10,3,2,113,-0.6625
1984,10,3,3,131,1.7575
1984,10,3,4,122,-0.0422
1984,10,3,5,121,0.6923
1984,11,1,1,669,-4.3547
1984,11,1,2,318,-2.3650
1984,11,1,3,230,-1.8283
1984,11,1,4,243,-1.8497
1984,11,1,5,213,-0.0582
1984,11,2,1,191,-4.6763
1984,11,2,2,117,-2.1184
1984,11,2,3,91,-0.7833
1984,11,2,4,89,-0.3101
1984,11,2,5,76,1.7211
1984,11,3,1,127,-2.9159
1984,11,3,2,112,-1.0889
1984,11,3,3,130,-1.4511
1984,11,3,4,122,-0.9391
1984,11,3,5,121,0.3834
1984,12,1,1,668,0.5522
1984,12,1,2,318,1.6940
1984,12,1,3,227,-0.1811
1984,12,1,4,239,2.5256
1984,12,1,5,211,1.5507
1984,12,2,1,190,3.1708
1984,12,2,2,117,2.3144
1984,12,2,3,90,3.5177
1984,12,2,4,89,1.7415
1984,12,2,5,76,2.9705
1984,12,3,1,125,1.4943
1984,12,3,2,112,3.0875
1984,12,3,3,130,2.3112
1984,12,3,4,122,2.5632
1984,12,3,5,118,1.8104
1985,1,1,1,665,14.6171
1985,1,1,2,314,14.9072
1985,1,1,3,226,13.5757
1985,1,1,4,237,10.9296
1985,1,1,5,211,6.9145
1985,1,2,1,190,14.3783
1985,1,2,2,117,11.9625
1985,1,2,3,90,10.2624
1985,1,2,4,88,11.9557
1985,1,2,5,75,6.8217
1985,1,3,1,125,11.3168
1985,1,3,2,112,10.7514
1985,1,3,3,129,8.8222
1985,1,3,4,122,7.4159
1985,1,3,5,117,4.3054
1985,2,1,1,659,3.2004
1985,2,1,2,313,3.0460
1985,2,1,3,223,5.4223
1985,2,1,4,236,3.0089
1985,2,1,5,211,4.0862
1985,2,2,1,190,1.7023
1985,2,2,2,116,2.5504
1985,2,2,3,88,3.1896
1985,2,2,4,88,3.5715
1985,2,2,5,74,1.5614
1985,2,3,1,124,-1.2212
1985,2,3,2,112,0.9190
1985,2,3,3,128,1.5967
1985,2,3,4,121,2.9716
1985,2,3,5,117,2.2655
1985,3,1,1,658,-4.0148
1985,3,1,2,309,-1.3640
1985,3,1,3,221,-1.3983
1985,3,1,4,233,-0.3935
1985,3,1,5,209,1.1644
1985,3,2,1,189,-4.7894
1985,3,2,2,116,-3.1728
1985,3,2,3,86,0.1825
1985,3,2,4,87,-1.7919
1985,3,2,5,72,2.0087
1985,3,3,1,124,-4.1438
1985,3,3,2,112,-0.4334
1985,3,3,3,127,-1.3948
1985,3,3,4,121,1.7449
1985,3,3,5,116,2.3663
1985,4,1,1,654,-2.2165
1985,4,1,2,305,-0.5014
1985,4,1,3,221,-1.2559
1985,4,1,4,233,-0.1858
1985,4,1,5,205,0.9979
1985,4,2,1,189,-3.4287
1985,4,2,2,115,-1.3859
1985,4,2,3,86,-0.3983
1985,4,2,4,87,0.5481
1985,4,2,5,72,0.6035
1985,4,3,1,124,-2.8289
1985,4,3,2,112,-0.7910
1985,4,3,3,126,-1.6541
1985,4,3,4,121,-1.1214
1985,4,3,5,116,1.7472
1985,5,1,1,651,2.4844
1985,5,1,2,305,3.5052
1985,5,1,3,219,3.6734
1985,5,1,4,232,3.5943
1985,5,1,5,204,3.8219
1985,5,2,1,188,3.7823
1985,5,2,2,115,3.7052
1985,5,2,3,85,5.3625
1985,5,2,4,86,5.4934
1985,5,2,5,72,3.8597
1985,5,3,1,124,5.9208
1985,5,3,2,112,6.8851
1985,5,3,3,126,6.2793
1985,5,3,4,121,8.3986
1985,5,3,5,116,4.0345
1985,6,1,1,647,0.6341
